Hybridization REF	TCGA-AA-A00A-01A-01R-A002-07
AGTPBP1	0.0986666666666667
PCSK6	0.351333333333333
STAT5A	-0.2424
FAM18B	0.0555
LONRF2	-4.60716666666667
PTPN2	0.210375
SF3A3	-0.758333333333333
EFCBP2	-0.6205
HCFC1	-1.007
AHNAK	0.0282
ACTR5	-0.2215
KIF14	-1.45642857142857
TENC1	0.15425
HEATR5B	0.715
YIPF2	0.185333333333333
MYEOV2	0.712
DUSP18	2.7995
KIAA1012	0.55925
AHR	0.437666666666667
C17orf53	-1.3015
PTPRH	0.78725
ATP6V1C1	-0.117
TAS2R3	-0.2205
LOC440356	-1.953
COQ10B	0.13175
PSMF1	0.355
SORBS2	0.709416666666667
NFE2L2	0.22025
TMCO7	0.59025
SH3PXD2A	-0.2044
SH2D2A	0.33175
SPINK5	0.2665
MRPS24	-0.297
OPA3	0.72875
TRAF7	0.1995
C4orf35	0.2715
MT1G	-0.8015
MGC39545	1.52625
HS1BP3	0.6712
OR2B2	0.369
CHRM4	-0.202
SFRP2	-0.508083333333333
RIC3	-1.4985
ART1	-0.196
C6orf1	-0.662375
DUS4L	-0.7005
C10orf104	0.06525
TNFAIP6	2.02825
RTEL1	1.47925
CCT4	-0.474
ZNF709	-0.03225
CHMP6	0.215666666666667
UPP2	0.37225
CYP19A1	-2.421125
CD151	-0.595833333333333
NDUFA13	0.0551666666666667
ARFRP1	-0.793833333333333
FAM26B	-0.232
CRYBA1	-1.5835
MRPL41	0.7295
NPFFR2	-1.299375
HRH2	0.435
SCAMP3	-0.357333333333333
MTMR6	0.3322
MTG1	-0.3425
UBTD1	-0.64525
CRABP1	-2.973
FLJ33790	-0.0981
KIAA1908	-1.47233333333333
GPR158	-2.72375
PACSIN3	-1.63583333333333
OMD	-0.2835
CATSPER1	-0.868166666666667
HOXB8	3.712625
FBXO46	0.7455
OAS1	2.41633333333333
SVIL	0.5515
PHB2	0.0555
ADCY3	0.4805
NDRG2	1.69066666666667
ERMAP	-0.1365
APBA2	-1.315
IGSF9	-0.27475
WNT6	-1.03635714285714
MYCBPAP	-1.5045
ATP2B2	-0.3417
CPVL	-1.858
TRAM2	-0.257916666666667
NOP5/NOP58	0.1925
ZNRF4	0.14825
TLK1	0.058125
MTMR12	-0.227071428571429
ZNF384	-0.286
FAM9B	-2.32725
RPN1	0.7348
PMVK	0.1325
EIF3D	0.3813
SIX2	-1.1185
HPS1	0.7125
RNF7	0.1475
PSKH2	1.184
KCTD13	0.0745
CSMD3	-0.5537
FBF1	-0.26
IL8	1.36025
SERPINB13	0.39325
FBXL20	-0.18
BLR1	0.55525
SH2B1	-0.5755
RFNG	-0.275625
RAB20	1.61583333333333
RBM7	0.36625
POLR1A	-0.156166666666667
TMPRSS4	3.7685
TAF9	-0.509625
TERF2	0.301
TNFRSF1A	-0.00525
ACADVL	0.352
GTF2H5	0.22275
EDG8	-1.07783333333333
C9orf140	0.035125
UST6	0.262
ZBTB8OS	-0.18675
ZNF710	1.2795
GPR174	-1.215
ATP6V0A2	-0.357
KIAA0319L	-0.107666666666667
XKRX	2.0415
DOPEY2	1.7721
SDHD	0.52475
SUMF1	1.264
OSM	4.23375
OPN3	-1.01075
DAGLB	-0.2665
PPFIBP1	-0.1954
TRIM63	-4.589
C10orf53	0.8615
LYPD3	-2.01333333333333
BCL7A	-0.00025
AGER	-1.12383333333333
TCF19	-0.862625
SAT2	0.522
PFTK1	-1.5645
GABRE	-1.02475
C15orf38	1.6575
FIS1	-0.73
KCNV2	0.20125
CLPS	0.65625
PPCDC	-0.38625
FOXN2	0.523333333333333
NT5E	-1.6694
CD83	0.456
IL18	2.956125
VPS16	0.0085
IGFBP2	-3.842
NOTCH2	-0.55475
SIGLEC1	0.816625
CD93	4.601
SULF2	-1.72825
CEP164	-0.19925
P53AIP1	-0.217333333333333
TOR2A	0.411833333333333
ZNF136	-0.42075
MGP	-0.2407
CCDC144A	-0.191833333333333
TRPC1	-2.43816666666667
SMS	-0.805833333333333
MAPK7	-0.308666666666667
RRAGC	0.62575
PARD6A	0.913833333333333
NUB1	0.876
SYNGR4	0.52075
OR11H12	0.1095
WIF1	-0.129125
GCH1	1.60975
OR11H4	0.4145
SLC44A5	-1.7805
GPRIN2	1.3585
LOC401431	-1.52575
CPA4	-3.0801
MELK	-0.938444444444445
IL15RA	2.005
CUL3	0.247125
HMBOX1	-1.654
PODXL	-2.1845
CCT6B	0.414166666666667
COMTD1	1.8425
MUC20	5.3935
GPX2	4.66925
ITK	-0.798125
FBXL5	1.01725
C13orf27	-1.05725
DEFA5	5.742
TRHDE	0.2925
MTP18	0.9215
UQCRQ	0.9458
ITGB2	0.933416666666667
CSRP2BP	0.00275
TAS2R44	0.4055
PHPT1	-0.368375
FAM44C	-0.97475
ERH	-0.04625
MPHOSPH1	-0.273833333333333
MORC1	-0.654
PARVB	-0.20825
LAMA1	-2.34616666666667
PGBD3	-0.15975
GIMAP6	3.4815
AREG	-2.292
LIPT1	0.10675
MGC99813	-1.65
C1orf201	0.506666666666667
GRIN2A	-1.0629
MAN2C1	-0.659625
NSUN5	-0.415
SF3B5	0.3465
MYC	0.7125
NRXN1	-0.642583333333333
ZNF18	0.494
SPDYA	-0.69225
SLC37A1	1.684
DECR2	0.42675
ANKRD38	-1.02575
SPTLC3	-3.15441666666667
SUPT16H	-0.292
DTWD2	0.92925
ULBP1	-0.8525
ZADH1	-0.00283333333333334
OIP5	-1.09875
IL10RB	0.124166666666667
OTUB2	2.323375
VWA3A	0.212666666666667
SPIC	0.4805
OR6C4	0.075
PSCD4	1.12833333333333
DPY19L2P2	-1.2125
TRAPPC6A	0.2825
C21orf2	-1.23583333333333
CEMP1	-0.08225
LIN7B	-0.4465
E2F7	-1.09766666666667
VCP	0.0501875
LAMA3	2.77391666666667
BGN	1.368
GPR160	2.31083333333333
COCH	-0.171
GPR81	-2.37683333333333
APOBEC3F	-2.24
tcag7.1017	-0.95
C1orf32	0.7635
SCGB1D2	-0.5755
FLJ43987	-0.014
C6orf170	-0.19825
KLK9	0.499
GPD1L	0.81675
VPS37B	1.05325
ATG3	0.0896666666666667
ADAMTS17	-0.3005
KLHDC2	0.151833333333333
NDUFV2	-0.0805
BLK	-2.44025
MATN4	-0.2785
GPM6A	-0.27125
GBP4	5.00183333333333
TMEM162	0.285166666666667
PKP2	3.0605
HRASLS	-3.77177777777778
MMP1	3.572
SFXN3	-0.3764
FSD1	-1.70683333333333
ST6GALNAC3	-2.08566666666667
CA12	2.597
NCOA6	0.165
C19orf58	-0.1256
PPP4R1	-0.171833333333333
MAN1A2	-0.384333333333333
IKBKAP	-1.07075
UPF1	-0.0605
KIAA1219	-0.0435
WNT16	0.0403333333333333
SNW1	0.048
IL18RAP	4.128
RPP30	-0.1745
CDC40	0.1605
SETD3	0.722166666666667
SLAMF6	0.45325
ELK4	0.039
TRIM47	1.14966666666667
ACOX3	0.892375
TRIM6	-2.83625
KIAA0372	-0.0581666666666667
TP53AP1	-1.934
SMURF2	-0.0795
ADAD1	0.432
EBP	0.2255
KRTAP13-2	-0.0145
FLJ36874	0.369
TOR1A	-0.173333333333333
P2RY4	1.1045
GPBP1	-0.48525
TRPV1	0.333875
ADAMTS12	0.163166666666667
PES1	-0.2155
ATG4A	0.0966666666666667
MAGEA10	-4.22125
WFS1	-0.6365
CC2D1B	0.155166666666667
PABPN1	0.354125
SLC25A30	0.0685
SLCO1C1	0.0635
SLC22A5	0.887
KIF23	-1.62566666666667
SYN2	-0.664166666666667
ASPN	5.76616666666667
CENTG2	0.77475
QSOX2	-0.9199
FLJ10815	0.657666666666667
STK24	0.51375
SPEG	-1.4406
STK10	0.205666666666667
DACT2	-2.633
AAAS	-0.40275
SSX3	-1.46225
ABCD3	-0.0385
C4orf12	-1.7815
PARVG	0.343333333333333
FIG4	0.53025
C9orf46	1.523
TMCO6	0.2535
IGHMBP2	-0.48075
DUS2L	0.1085
FAM3C	-0.048125
TMEM16D	-1.701125
DCTN4	0.36225
KCNH3	-0.36575
EIF2AK2	0.2475
AP1S3	0.584875
CST4	1.578
PAM	-1.33825
NUTF2	0.6775
CITED2	-1.1531
SLC39A4	1.772
C2orf52	-1.3665
GRM3	0.25475
C12orf49	1.134
CCDC49	-0.0257
GRAMD1B	-1.153625
FNDC4	-0.35825
SIAH2	-0.662375
GDPD4	0.03725
C21orf87	0.35525
ATP5A1	0.376166666666667
C16orf63	-0.769125
LOC388135	-1.1795
ATP5J2	-0.10325
MMP3	3.748
EMID2	-0.1515
CRHR1	0.32825
WDR70	-0.27825
C13orf31	2.2065
ZFAND1	-0.1305
CCL18	4.70666666666667
C3orf49	0.042
RINT1	-0.16
KIAA0408	-2.21516666666667
F13A1	2.1521
SLC10A1	0.0133333333333333
OGN	-2.94775
GIPC2	3.91916666666667
XPO6	-0.667666666666667
LCE1A	0.917
FMR1	0.3685
LOC374920	-0.1715
DUSP3	0.265875
ANKMY1	-0.01
C7orf50	-0.9725
BBS9	-0.3956
UNC119B	-0.289125
C9orf72	0.4535
MGC35440	0.14375
ENTPD6	0.646625
PPP1R2P9	0.29025
ERCC4	0.04175
FAHD2B	-1.295
HMHA1	0.635
HACL1	-0.7045
RAD23A	-0.310166666666667
FAM83B	2.323
PPP5C	-0.337166666666667
RNASEH2C	-0.24225
C9orf153	-0.113
SCAMP4	0.474125
GHITM	0.8952
NDUFB7	0.56775
ADCYAP1	0.765333333333333
SP110	1.37616666666667
MAP3K7IP2	-0.255
DHH	0.4925
AGRN	-0.155571428571429
WDR33	0.123
CEP290	0.0215
PRPS1L1	-2.093
KLRA1	-0.6295
GPR97	-0.059
CHD7	0.371333333333333
TLR10	0.20575
SLC30A8	-0.9015
HIC1	0.775
IAPP	0.579
RXFP4	1.13525
GP1BB	1.0335
SHQ1	0.6785
NKX2-3	1.20416666666667
API5	0.295
FTHP1	0.432
MOV10L1	-0.0421666666666667
TRIM6-TRIM34	1.965
ADHFE1	-1.7915
FAM117A	-3.154
DDI1	0.533166666666667
CDON	-2.2375
TRIM73	-0.293
IGKC	4.614
MMP14	0.628083333333333
DYNC1LI1	-0.445
C11orf66	0.57625
TRBV3-1	-1.44525
FASTKD5	0.242
BIVM	-0.0625
LHX4	-0.038
CXCL2	3.9827
RAB2B	-0.0598333333333333
IZUMO1	0.1695
MAP3K15	-1.6615
FAM19A2	-0.175833333333333
ZC3H8	0.174166666666667
ZMAT1	-1.757625
SPINK5L3	-3.30725
SLC10A6	0.687
APPL2	0.145375
CARD10	0.946333333333333
LOC402176	-0.08375
EEF1D	0.216
RAB6A	0.399
C12orf5	-0.52775
PAPOLG	0.10575
MSRB2	0.99325
BCR	0.798
PUS3	0.20275
TIAM2	0.3375
ZNF317	0.343
CHD2	-0.271714285714286
FZD5	1.08786363636364
NUDT8	1.705
ZNF763	-0.1165
PRC1	-1.05455555555556
ABCB9	-0.547833333333333
SPATA3	0.6195
TRAK2	-0.09525
STAB1	2.61975
LRRTM2	-0.244666666666667
psiTPTE22	1.106
DBI	0.8355
SERPINA11	-3.42175
NAT5	-0.5095
C20orf58	-2.1405
RPS6KA4	0.764666666666667
FLJ90650	-1.48125
TGFBRAP1	0.30625
CHRDL2	1.73025
FAHD2A	-1.02533333333333
CNTN1	-0.34875
BBS4	-0.9751
TMEM181	0.28525
MINPP1	0.26575
MPHOSPH6	-0.119833333333333
HOXC10	-1.9215
ITPKB	-0.412625
CLPTM1L	-0.1745
MEOX2	-1.389
ATP6V0C	-0.12025
PRPF8	-0.4045
TMC5	4.91875
FKBP3	-0.4185
PLEKHB2	-0.047
OR4D6	0.249
ZNF544	-0.3689
D2HGDH	0.275625
RPL18A	0.3697
HEL308	-0.06625
MPP6	-4.60825
TCERG1	-0.59725
KRT16	-2.60433333333333
KLF17	-0.703
KLF5	3.508375
CDR1	0.92225
VCX3A	-4.7845
FBLN2	0.825625
C14orf104	0.40675
HBE1	-4.7982
OR4S2	0.3135
C1orf108	-1.3515
ROBO4	3.37966666666667
CPEB4	-0.595
C11orf80	0.0836666666666667
BCKDHA	0.0438333333333333
MYOC	0.44925
GIF	1.0925
CKMT1A	2.8975
RPL3	0.7431
THBS1	1.65225
APOO	-0.3525
ARMCX1	-1.6065
HSZFP36	0.8285
SNAPC5	-0.425
EIF4ENIF1	0.53725
ZNF433	-2.62125
TNFRSF21	1.064875
TMPRSS7	0.653
SPATA18	1.9828
HPDL	1.093
MKL2	0.1338
TBX3	-0.0887692307692308
C21orf93	0.6735
DAXX	-0.11275
ELMO1	0.177625
RGS13	0.320166666666667
TAF11	-0.708
UNC13A	-2.18275
LOC653314	0.1988
ORC3L	-0.605
IMAA	-0.3565
TARBP2	-0.4485
CABIN1	0.1368
TRIOBP	0.4078125
HIST1H2AC	-0.187125
RGS22	-3.57266666666667
NCOA1	0.4445
IL25	0.155
SNCG	-0.724
GPR6	0.549
AMDHD1	-3.55466666666667
CHEK2	-0.543625
C6orf142	-1.45125
DRD4	0.8995
C14orf68	-0.577
GDF11	-1.73675
SEMG2	-0.2775
CD247	0.022
CDAN1	0.12525
RBMX2	0.203833333333333
TGS1	-0.38225
OIT3	0.63275
SYF2	0.3155
MCM4	-0.957125
PKHD1L1	0.265875
CEP192	-0.275833333333333
IFT88	0.83025
RPL9	0.634142857142857
RAB32	2.1835
DDX43	-3.51825
P2RX2	0.490833333333333
OR5D18	0.045
UBE1	-0.561166666666667
SLC24A1	0.33
ARHGAP5	0.573
CETP	-0.907
KIAA1731	-0.4235
SLC9A4	0.553
PTPN6	1.1745
BAHD1	0.2195
GRIK3	-0.5215
CACNB2	-0.915
PDE10A	-0.63575
DGCR14	-0.098
PCDHB9	-1.0805
RHOQ	-0.371833333333333
MAP3K4	0.28925
KTI12	0.101833333333333
RPL23AP13	-2.42125
GNG11	-1.91275
CLCN3	0.9075
GPAM	-0.598
VSTM2A	-0.4155
SLAMF7	3.16633333333333
INTS2	-0.5145
PPP2CA	-0.3198
LRP12	0.0545333333333333
SEC14L2	0.0472222222222222
DKFZP586H2123	1.704
MC3R	0.3965
CIRH1A	-1.0775
HIST1H2AB	-0.0348333333333333
POLH	-0.688375
MGC16703	-2.47066666666667
SNAPC2	-0.2365
FILIP1L	1.28725
RASGRP4	0.705
LRRC1	2.0395
GAS1	-1.16275
PRAC	-0.52075
DGKA	-0.0161666666666667
NT5C3	-0.1615
PEG3	-4.1005
NADK	0.028
PRR17	0.36625
LOC374569	-0.68875
SGSH	0.438166666666667
NLRP8	0.204
GALT	0.3364
MCF2	-1.36
ZNF263	-0.02525
TACSTD1	3.88816666666667
TYR	-6.0943
ATP6AP2	-0.54225
RNUXA	0.1005
ABHD10	0.1332
GDPD2	-1.19725
SLC35C1	0.89975
UBE2A	0.272875
HERC5	-2.38333333333333
FAM112B	-4.23183333333333
FBXL16	1.0995
DKFZP434A0131	-0.13475
ELA3A	-1.7205
RBM41	-0.74775
HAO2	-0.38175
RNH1	-0.146125
SHANK2	-0.174166666666667
OSBP2	-0.931625
DAK	-0.636166666666667
C3orf58	0.554
TCL1B	-0.937
KBTBD2	-0.247
SUGT1L1	0.998
UBE2E2	-1.89433333333333
MYL9	1.985875
CDC23	-0.517166666666667
PBXIP1	0.12
CXorf40B	-0.169
NBL1	1.15925
RTBDN	0.439
RAB11FIP5	-0.05275
TTTY13	1.344
SCOTIN	-0.17075
SOHLH1	-0.480833333333333
CDKN1A	0.5645
NCK1	0.491
ZNF550	-1.41775
SAPS3	0.0299166666666667
SPIN3	-2.7385
MAGEE2	-0.28725
MIS12	-0.542666666666667
OR8H2	0.302
KIAA0774	-2.24516666666667
UNC5D	-2.0115
CUL7	-0.624
LIPC	-3.61366666666667
DIO1	-2.8295
C20orf11	-0.2646
CTRL	-0.4565
HS3ST2	1.8455
PAK4	0.739666666666667
CCRL1	1.709
RNF10	-0.005625
ZNF567	-0.3605
ZNF660	-1.2805
TCEAL3	-1.98825
MAGOH	0.684166666666667
CENPB	0.6265
C19orf7	0.4225
LOC388965	-0.71025
ZCCHC13	0.392
JMJD1A	-0.2657
HIST1H4H	-0.7355
TBRG1	-0.3156
GPC3	-5.2735
TAF1C	-0.60875
EBNA1BP2	-0.506
CIAPIN1	-0.029
PDGFRA	-0.855333333333333
CSTB	1.28525
CENPI	-1.41416666666667
GTF2E2	0.393666666666667
RPP21	0.32725
CCNF	-0.801333333333333
KCNQ3	0.844
FAM79A	1.593
SLC22A12	1.1425
NOVA1	-1.55216666666667
FZD3	-3.2124
AKAP8	0.36325
SOCS5	-0.449875
CFDP1	-0.3945
DLG5	-0.4165
PGM5	-0.166583333333333
C1orf144	0.128083333333333
HDAC10	-0.6325
RND2	-1.59575
C20orf199	-0.97175
RNMT	-0.162875
SLURP1	0.544125
ASTN1	-0.60425
SH3BGR	-0.47375
MYCL1	0.289875
ZHX1	-1.17383333333333
CENPK	-1.99175
FOSB	0.3401
LOC643406	0.7425
C2orf59	-0.947875
TMEM135	-0.95825
SLC27A2	1.44575
KRT33A	-0.2625
OVOL1	2.830125
PAMCI	-4.37433333333333
S100A7	-1.6385
ZNF789	0.095
HARS2	0.56625
RPL23A	-0.195166666666667
TCF23	0.4145
UPF3B	-0.658875
C17orf78	-0.3945
HLA-DOB	-0.180333333333333
C14orf142	0.9645
TEKT5	-0.474666666666667
DMWD	0.3835
POLD1	-0.898833333333333
GSCL	0.8935
CALD1	-0.2507
SCRT1	0.529166666666667
AIG1	0.80325
UNC84B	-1.123
ZNF404	-2.7665
TMED6	1.8455
KIAA1462	-0.4015
LRRC27	0.734166666666667
PYGO1	-0.3815
PIGU	-0.423333333333333
ALAS2	-3.42983333333333
WRNIP1	0.117125
CNNM3	0.58
ZNF2	-0.234
ST3GAL5	-1.99075
MRPL23	0.82575
TSSK6	-0.42425
PSMA6	-0.2
C16orf70	-0.141
KIAA1602	-0.782
ALMS1	0.0165
DCN	0.993125
TMEM132D	0.03525
SUCLG2	1.2815
ABHD14A	0.8185
DEXI	0.301333333333333
AMPD2	-1.64983333333333
IFNAR2	0.3235
CYB5A	1.0023
TLOC1	0.0998
NXF5	-0.5825
NRBF2	0.05375
KCTD3	-0.45275
ITGAE	-0.4475
SLC30A3	-1.83883333333333
ZRF1	-0.6425
IFRD2	-0.03275
XAB1	-0.0485
PYCR2	-1.2915
SERPINB3	-4.3655
TMLHE	0.6355
GEFT	-1.20275
ABCA5	-0.227375
EMR4	0.451333333333333
TSFM	0.09825
HIST3H2BB	-1.108
ARHGEF19	-1.128
TSPAN17	-0.0436666666666667
ABCC8	-0.8
MAP1S	0.416166666666667
C22orf36	0.64375
BNC2	-1.61235714285714
HIST1H4A	-0.19225
NDUFS3	0.223833333333333
WDR3	-0.105666666666667
XKR4	-0.04875
TTC33	-0.0737142857142857
STMN2	1.568
CPN2	-1.46916666666667
HSPC105	0.579625
PCOLCE2	-5.99025
C3orf55	0.5795
KLHDC9	1.41566666666667
TBC1D23	0.190625
ATXN2L	-1.17283333333333
MAP2K3	0.880333333333333
SCAP	-0.25675
ZNF486	-0.928166666666667
C20orf96	0.913
NARS	0.559
ADAMTSL1	-1.05914285714286
PRCC	-0.00416666666666667
CCDC126	0.0438333333333333
ZNF675	-1.439
CALCOCO1	0.66525
ANKRD43	4.355
CWF19L2	-0.7005
ZBTB32	1.8575
BRAF	-0.79925
ODF4	0.56125
MGC14376	0.759333333333333
HORMAD1	-2.0455
AAK1	-0.10375
PEBP1	0.155916666666667
TNFSF5IP1	0.37
DKFZp564N2472	0.45775
RMND1	0.2145
IGKV1-5	5.41625
COL1A2	2.25816666666667
SERPINA5	-4.25225
AANAT	0.9195
C19orf21	3.145
GEMIN5	0.28825
UBR4	0.371
LTBP3	-0.236666666666667
AMHR2	-2.52616666666667
PROCR	1.15875
MYBBP1A	-0.51125
C20orf39	0.145333333333333
ZNF697	0.57875
PASK	-0.6596
ZNF776	0.0241666666666667
RFXDC2	-0.3355
KIAA0467	-0.02225
C10orf96	-1.36975
ZNF503	0.33175
GULP1	1.01516666666667
KCNE4	-1.14683333333333
DKFZp434K191	-1.313
LOC196913	0.2445
BHLHB4	1.174
CH25H	0.137
LOC81691	-0.674333333333333
ALPL	-0.473071428571429
COL12A1	2.23525
FOLR3	-2.51266666666667
GPR123	0.2645
TRIM62	-0.6825
ABLIM1	1.348
MAST3	0.3825
RHBDD1	0.2815
LOC338809	-0.16
RYBP	0.033
TTC26	-0.68275
ZNF22	0.536
ISCA2	0.227
RDM1	-2.105
PIGM	0.0975
GNB3	-1.2385
ACTR2	0.3577
HMGB1	0.35485
EDG1	1.65333333333333
SOAT2	-3.5765
OR10AD1	0.2805
RAP1GDS1	0.667916666666667
LCE1F	0.3715
ESM1	-1.4565
RCN3	1.89925
CREBL1	-0.44225
DBNL	-0.669
PTGER3	0.53175
USP30	0.387166666666667
BCL2L12	-0.148333333333333
KIF26B	1.39625
ZNF416	0.19725
ZNF225	-0.5415
C17orf70	-0.64975
ZNF554	0.05475
RAE1	-0.930833333333333
TNIK	1.703
ACTN3	0.6275
MGC45922	1.177
CCNA1	-2.37916666666667
RYK	-0.106166666666667
IL26	0.524
LRP3	0.802833333333333
QARS	0.09325
SOX7	0.544857142857143
BID	0.790875
OR2S2	1.2575
CXCL14	2.17475
C11orf47	-1.4425
MGC29891	0.26
HSPB8	-0.8239
PRDM14	-1.9405
NUFIP2	0.298
MNAT1	-1.317125
ZDHHC2	0.828916666666667
MBNL2	-1.18025
ADD3	0.636625
CSNK2A1P	-1.419
KLK6	-2.5325
TMEM111	-0.5337
KIAA1279	0.50175
NUBP2	-0.3235
RAB42	-1.17275
ID3	-1.2667
TM9SF1	-0.51475
MDP-1	-0.5575
POU4F2	0.543
IQCK	0.4805
C16orf14	1.4015
CAPN3	-0.642625
FAM43B	-0.499
RECQL	-1.2075
AP1G1	0.147642857142857
CTNNBL1	-0.943666666666667
ECHDC1	0.793
SMARCC1	0.3324
FOXQ1	-1.1545
GNAI3	-0.749
POLG2	-1.3415
CD4	1.08975
ITLN1	4.981
EBI2	2.643
IRF1	1.98275
PTPRE	2.5694
PTK2B	-0.35625
NXNL2	-1.431
SOX4	0.348944444444444
TSPAN3	1.30383333333333
SH2D1A	-2.812
C8orf58	-0.405666666666667
USP20	-0.93975
DUSP22	-0.5445
CALB1	-0.819
L3MBTL2	1.51416666666667
MCRS1	-0.36325
TMEM118	-2.16633333333333
C18orf8	0.552333333333333
FLJ10241	-0.2985
GJA12	-0.198
PKD1	-0.661166666666667
ZFP3	0.1835
JAM3	-2.174
LAPTM4A	0.2103
DIRC2	0.33625
KIAA2022	-1.9335
MYOM1	0.0525
TRPM8	-2.571
MOP-1	1.647
PHKG2	-0.100625
ZNF650	0.0125
KIAA1522	0.81925
PSG8	-1.4325
DDX19B	-0.051
MOBKL1B	-0.02425
DIAPH2	1.32816666666667
PTPN12	-0.039
CLN8	-0.1473
CRYZL1	-0.258
CRY2	-0.136416666666667
FCGR2B	3.21283333333333
PNPLA4	0.468375
ZNF454	-1.574
DKFZp434B1231	-0.3155
CLDN11	0.197
RFWD2	0.562333333333333
CIB2	1.06816666666667
MXRA8	1.524
HRK	-0.6405
MAML2	0.418
C4orf31	-1.846
C6orf192	0.2035
COG6	0.520625
FAM5B	-0.50575
NFATC1	-0.9333
SEPT10	0.577
SCYL1	-0.546
RPP40	-0.37775
SCOC	0.6739
KIAA1450	2.286
CTDSPL2	-0.60175
TBX5	0.202833333333333
NAPG	0.54325
RHD	-4.3025
C14orf45	-0.568333333333333
ZBTB22	0.15
PLCG1	-1.2775
ANKRD10	-0.310375
AQP7P2	-0.52325
TAGLN2	-0.214
HTR2C	-0.906833333333333
SLC16A7	-1.81133333333333
C17orf83	0.23325
TSGA14	-0.951083333333333
MDH1	-0.07325
PPP3R2	-0.0923333333333333
DCBLD2	-3.44671428571429
RBM33	0.343125
DPH3	-0.6015
SYT10	-1.27183333333333
FMO4	0.43175
THYN1	-0.682
DRD5	-2.138
OTOR	0.18375
PGRMC2	-0.0193
KATNAL1	-2.02675
PAQR6	-2.49975
UBE2I	-0.211
C14orf28	0.39075
C8orf70	-0.10375
FLYWCH1	-0.381125
ANGPTL3	-1.732
GLRX2	0.319166666666667
ATP11A	0.323785714285714
ARL5B	0.809875
MUC16	-2.93375
SLC25A5	-0.0155
ACRC	-1.47725
MYO1C	0.366125
FAM89B	0.4205
FAS	1.848
KIFAP3	-0.07425
GLRA2	0.247
BTN3A2	1.1694
CNKSR3	1.20025
CSTF3	-0.141
ARPM1	1.519
KIAA1530	0.4225
C9orf150	2.40283333333333
PRKCI	-0.119
tcag7.1015	-0.6305
SOD3	2.78325
ZNF574	0.781
CYP21A2	-1.0145
RPL12	0.5045
COMMD2	-0.984
WIZ	-0.35125
LOC344405	-0.49025
ALDH4A1	-0.593
CRYAB	1.56225
COPA	0.0779666666666667
PCDHGA7	0.4345
KIF11	-0.757416666666667
RASD2	-0.549125
SLC26A3	3.255
ZNF175	-0.6225
JAKMIP2	-2.10825
C8orf4	1.21416666666667
PTHLH	-0.3985
SLC40A1	3.929
OR7D4	0.339666666666667
PCDHB17	0.109
CD36	0.240714285714286
C6orf203	1.5799
PRKG2	0.215
LOC400566	1.378
ANAPC13	-0.10725
SLCO3A1	0.03625
ZNF692	-1.157
FANCL	-1.1305
SH3GLB1	0.613
C12orf61	-0.1525
KBTBD6	-0.21075
SUPT5H	0.070625
XRCC6	-0.3934
HUS1B	-0.3823
FAM133B	-0.171642857142857
LOC728276	-0.1085
KCTD18	0.526
SOS2	0.716333333333333
CCDC99	-1.363
C1QTNF5	3.6305
NNAT	0.1155
USP16	-0.013
LARS	-0.60325
ZBTB2	0.247625
ABO	0.7455
TRAF3	0.458
GALNT5	1.156
NAP5	-2.195625
ALG14	0.805666666666667
KIAA0515	-0.483038461538462
WDR75	-0.109
TEX261	-0.423583333333333
LY86	-0.61025
LOC389072	-0.5265
FLJ13611	0.05125
MRGPRX2	-0.003
SNRPA	-0.376125
OR2G2	0.1235
GPRASP2	-1.1165
C7orf42	0.287
C9orf163	0.2795
CYP11B2	0.228
FCRL3	0.750166666666667
PRDX1	-0.89825
FGB	-6.731
COX17	-0.298
C16orf33	-0.50575
PIWIL1	1.67883333333333
FOLR1	-2.22266666666667
KIAA0082	-0.499
FREQ	-0.182833333333333
TMCC2	-1.99783333333333
TCF12	0.16425
ZNF721	0.12975
FAM130A2	0.62075
POU4F1	-0.09775
SNRPF	-0.75675
SGIP1	1.3265
ZNF641	0.0126666666666667
EMG1	-0.298875
PRRG4	2.867
HIRA	-0.515
MYNN	0.4185
AEBP2	-0.1365
TBXA2R	-0.137166666666667
ISL2	-1.51166666666667
PCDHB11	-0.994
RNF144A	0.800375
MARCH5	0.309
DULLARD	-0.174833333333333
DCLRE1B	-1.31016666666667
ITGA8	-0.58125
TP73	0.620125
PRKCD	0.661
NDUFB4	0.0255
ATP13A4	1.69375
ANTXR2	1.37533333333333
COL4A3	-1.294
MYO10	-0.6815
SLC6A18	0.8095
PEX1	0.112
TMEM74	-1.552
RBM19	-0.41725
TAPBP	0.9479
RUNX1	-0.367875
MID1	0.575333333333333
GPR64	-2.95166666666667
RASEF	2.71475
GABRG1	-0.19125
MYO16	-1.25775
DBF4	-1.28816666666667
TSHZ2	1.4945
RIPK2	0.05625
PPTC7	0.409
KIF4B	-0.8215
LRRC31	4.049875
ZNF540	-0.2915
EFNB3	-0.211166666666667
LOH12CR1	0.758625
STON2	-1.0055
GLP1R	0.5535
CSTF2T	1.58075
IREB2	-0.490125
GRSF1	0.01725
PDCD7	-0.689833333333333
LRRC43	0.0615
CNR1	-0.475166666666667
IL1F7	3.386
C12orf64	-0.357
FAM69B	-2.5575
NR2E1	-2.133
MS4A6A	1.8116
FTL	-0.6906
C7orf36	0.52425
PCLO	-1.2536
