Hybridization REF	TCGA-AA-A00O-01A-02R-A00A-07
SLC39A4	1.1355
C2orf52	-0.048
GRM3	1.67075
C12orf49	1.254
CCDC49	-0.0556
GRAMD1B	-1.708625
FNDC4	0.251
SIAH2	-0.444375
GDPD4	-0.37125
C21orf87	0.0395
ATP5A1	0.0296666666666667
C16orf63	-0.342
LOC388135	-0.595
ATP5J2	-0.169125
MMP3	2.8355
EMID2	-1.03225
CRHR1	-0.667
WDR70	-1.0795
C13orf31	2.21275
ZFAND1	0.47975
CCL18	2.922
C3orf49	-0.5375
RINT1	-0.9185
KIAA0408	-0.832833333333333
F13A1	1.1698
SLC10A1	0.0508333333333333
OGN	0.78575
GIPC2	3.09183333333333
XPO6	-0.694
LCE1A	-0.252
FMR1	1.4266
LOC374920	0.7505
DUSP3	0.278125
ANKMY1	-0.14125
C7orf50	-1.991
BBS9	-0.4862
UNC119B	-0.044875
C9orf72	0.097625
MGC35440	0.07075
ENTPD6	1.0045
PPP1R2P9	0.342666666666667
ERCC4	-0.3195
FAHD2B	-1.07
HMHA1	0.1515
HACL1	-0.54975
RAD23A	-1.40066666666667
FAM83B	-1.0095
PPP5C	-0.1645
RNASEH2C	-0.879625
C9orf153	-0.222333333333333
SCAMP4	-0.15475
GHITM	0.6493
NDUFB7	-1.0735
ADCYAP1	0.427833333333333
SP110	1.40733333333333
MAP3K7IP2	1.08725
DHH	-0.7055
AGRN	-0.277642857142857
WDR33	0.314
CEP290	0.150833333333333
PRPS1L1	-1.75716666666667
KLRA1	0.115
GPR97	-0.469
CHD7	0.514583333333333
TLR10	-0.2205
SLC30A8	-1.2665
HIC1	0.792333333333333
IAPP	-0.299
RXFP4	1.14175
GP1BB	-0.858
SHQ1	-0.198
NKX2-3	0.642166666666667
API5	-0.217
FTHP1	1.175
MOV10L1	0.163666666666667
TRIM6-TRIM34	1.5635
ADHFE1	-0.4165
FAM117A	-0.14975
DDI1	0.412
CDON	-0.367666666666667
TRIM73	-0.291
IGKC	0.3415
MMP14	-0.64025
DYNC1LI1	-0.922375
C11orf66	-0.1005
TRBV3-1	-2.42625
FASTKD5	1.3525
BIVM	0.67575
LHX4	-0.29575
CXCL2	2.2227
RAB2B	-0.2005
IZUMO1	0.415
MAP3K15	-1.067625
FAM19A2	-0.0655
ZC3H8	-0.3185
ZMAT1	0.549125
SPINK5L3	-1.82775
SLC10A6	0.5785
APPL2	0.6145
CARD10	0.717666666666667
LOC402176	0.497625
EEF1D	0.5866
RAB6A	1.2145
C12orf5	-0.24975
PAPOLG	0.52125
MSRB2	1.877
BCR	0.872777777777778
PUS3	0.04675
TIAM2	0.000749999999999999
ZNF317	0.2865
CHD2	0.357857142857143
FZD5	0.513954545454546
NUDT8	-1.0395
ZNF763	-0.044
PRC1	-2.42044444444444
ABCB9	0.124333333333333
SPATA3	-0.016
TRAK2	0.77475
STAB1	2.151125
LRRTM2	0.0303333333333334
psiTPTE22	-0.56425
DBI	1.12675
SERPINA11	-2.79875
NAT5	0.097
C20orf58	-1.022
RPS6KA4	0.612666666666667
FLJ90650	-0.1315
TGFBRAP1	1.177
CHRDL2	3.54475
FAHD2A	-1.2205
CNTN1	0.00225000000000004
BBS4	-1.1317
TMEM181	0.70025
MINPP1	0.011
MPHOSPH6	-0.552166666666667
HOXC10	-1.2221
ITPKB	-0.184375
CLPTM1L	-0.137
MEOX2	-0.00316666666666666
ATP6V0C	1.332
PRPF8	-1.5685
TMC5	4.1755
FKBP3	-1.28525
PLEKHB2	0.493
OR4D6	-0.6445
ZNF544	-0.2053
D2HGDH	0.3305
RPL18A	-0.5558
HEL308	0.045875
MPP6	-3.20675
TCERG1	-1.60125
KRT16	-1.72733333333333
KLF17	-0.5035
KLF5	3.747875
CDR1	0.67575
VCX3A	-3.3455
FBLN2	0.720125
C14orf104	-0.76075
HBE1	-6.7143
OR4S2	1.3035
C1orf108	0.043
ROBO4	3.26533333333333
CPEB4	0.694875
C11orf80	-0.0425
BCKDHA	-0.0801666666666667
MYOC	0.18725
GIF	0.3015
CKMT1A	1.7575
RPL3	0.2021
THBS1	0.676625
APOO	-0.1345
ARMCX1	-0.3025
HSZFP36	0.533
SNAPC5	-0.37325
EIF4ENIF1	1.05925
ZNF433	-0.89425
TNFRSF21	1.63075
TMPRSS7	-0.509
SPATA18	0.2055
HPDL	-0.302
MKL2	0.6713
TBX3	0.516
C21orf93	-0.571333333333333
DAXX	-0.37625
ELMO1	0.385625
RGS13	0.998
TAF11	-0.91275
UNC13A	-0.8755
LOC653314	-0.1713
ORC3L	-0.456
IMAA	0.9495
TARBP2	-0.982
CABIN1	-0.4609
TRIOBP	0.0784375
HIST1H2AC	-0.908
RGS22	-2.54616666666667
NCOA1	1.14483333333333
IL25	-0.166
SNCG	-0.4135
GPR6	-0.4115
AMDHD1	0.0543333333333333
CHEK2	-0.496375
C6orf142	-0.634
DRD4	-0.30675
C14orf68	-0.873
GDF11	-2.32175
SEMG2	0.14
CD247	-1.30775
CDAN1	0.108
RBMX2	-0.384833333333333
TGS1	-0.321
OIT3	0.65025
SYF2	0.75175
MCM4	-2.3405
PKHD1L1	-0.084875
CEP192	-0.7725
IFT88	1.229
RPL9	0.484214285714286
RAB32	-0.006625
DDX43	-2.22975
P2RX2	-0.792166666666667
OR5D18	1.0415
UBE1	-0.827166666666667
SLC24A1	0.775125
ARHGAP5	0.52725
CETP	0.01125
KIAA1731	-0.114166666666667
SLC9A4	0.3275
PTPN6	0.626
BAHD1	0.57825
GRIK3	-0.482
CACNB2	0.0232
PDE10A	-0.0345
DGCR14	-0.797
PCDHB9	-0.886833333333333
RHOQ	0.8015
MAP3K4	0.04075
KTI12	0.0688333333333333
RPL23AP13	0.7095
GNG11	0.447
CLCN3	1.321
GPAM	0.24275
VSTM2A	0.633
SLAMF7	1.54233333333333
INTS2	-0.13175
PPP2CA	-1.184
LRP12	-0.109
SEC14L2	0.539888888888889
DKFZP586H2123	2.821
MC3R	-0.4335
CIRH1A	-1.35266666666667
HIST1H2AB	-0.165166666666667
POLH	0.874875
MGC16703	-1.46083333333333
SNAPC2	-0.928
FILIP1L	1.69125
RASGRP4	-0.065
LRRC1	0.89825
GAS1	-1.3425
PRAC	2.04725
DGKA	-0.877166666666667
NT5C3	0.25175
PEG3	-2.935
NADK	-0.12025
PRR17	-1.619
LOC374569	-0.46925
SGSH	-0.367333333333333
NLRP8	-0.1065
GALT	1.2869
MCF2	-0.9335
ZNF263	0.826
TACSTD1	3.78133333333333
TYR	-7.0386
ATP6AP2	0.11575
RNUXA	-1.0065
ABHD10	0.288111111111111
GDPD2	-0.6035
SLC35C1	0.91025
UBE2A	0.272125
HERC5	-0.110666666666667
FAM112B	-5.41983333333333
FBXL16	1.25775
DKFZP434A0131	-0.441
ELA3A	-2.522
RBM41	-0.948125
HAO2	-0.82525
RNH1	-0.241125
SHANK2	1.6726
OSBP2	-0.461875
DAK	-1.1035
C3orf58	-0.11375
TCL1B	-0.5815
KBTBD2	-0.006375
SUGT1L1	1.25125
UBE2E2	-0.933833333333333
MYL9	2.384875
CDC23	-1.2245
PBXIP1	1.0377
CXorf40B	-0.1205
NBL1	0.89425
RTBDN	-0.3775
RAB11FIP5	0.47975
TTTY13	0.1095
SCOTIN	-0.529333333333333
SOHLH1	-0.553
CDKN1A	-1.3555
NCK1	-0.597
ZNF550	1.00375
SAPS3	0.925583333333333
SPIN3	0.713833333333333
MAGEE2	-0.43025
MIS12	-0.8665
OR8H2	-0.2375
KIAA0774	-0.485166666666667
UNC5D	-0.463
CUL7	0.883166666666667
LIPC	-2.0885
DIO1	-1.3315
C20orf11	1.6022
CTRL	-0.73675
HS3ST2	0.5675
PAK4	0.1505
CCRL1	1.38225
RNF10	0.2805
ZNF567	0.59175
ZNF660	0.28
TCEAL3	-0.27875
MAGOH	0.287
CENPB	0.318666666666667
C19orf7	0.6245
LOC388965	-0.30825
ZCCHC13	0.00600000000000001
JMJD1A	-0.3658
HIST1H4H	-0.4285
TBRG1	0.4288
GPC3	-5.169625
TAF1C	-0.92875
EBNA1BP2	-0.6325
CIAPIN1	-0.3445
PDGFRA	0.444333333333333
CSTB	-0.28825
CENPI	-1.74883333333333
GTF2E2	-0.0165
RPP21	-0.15625
CCNF	-1.0755
KCNQ3	-0.1205
FAM79A	2.2145
SLC22A12	-0.3895
NOVA1	-1.65216666666667
FZD3	0.3431
AKAP8	0.1985
SOCS5	0.63475
CFDP1	-0.634
DLG5	0.129
PGM5	1.22
C1orf144	-0.21275
HDAC10	0.3725
RND2	-1.365
C20orf199	0.95825
RNMT	-0.973875
SLURP1	0.085625
ASTN1	-0.273285714285714
SH3BGR	0.87525
MYCL1	0.694125
ZHX1	0.474833333333333
CENPK	-2.98525
FOSB	-0.686
LOC643406	0.5265
C2orf59	-0.203
TMEM135	-0.213625
SLC27A2	-1.38525
KRT33A	-0.416
OVOL1	1.918875
PAMCI	-1.93566666666667
S100A7	-0.8515
ZNF789	0.4595
HARS2	-0.24625
RPL23A	-0.558166666666667
TCF23	-0.28725
UPF3B	-0.864125
C17orf78	1.049
HLA-DOB	0.308333333333333
C14orf142	-0.0246666666666667
TEKT5	1.18583333333333
DMWD	-0.6665
POLD1	-1.66533333333333
GSCL	-0.3925
CALD1	1.2305
SCRT1	-0.586
AIG1	1.01625
UNC84B	-0.86475
ZNF404	0.499
TMED6	1.928
KIAA1462	-0.57
LRRC27	0.663666666666667
PYGO1	-0.182
PIGU	1.0315
ALAS2	-5.44016666666667
WRNIP1	-0.622
CNNM3	0.3075
ZNF2	0.4925
ST3GAL5	-0.0628333333333333
MRPL23	-0.09875
TSSK6	-0.0733333333333333
PSMA6	-1.0095
C16orf70	-0.15975
KIAA1602	-0.59775
ALMS1	0.332833333333333
DCN	1.5575
TMEM132D	-0.44425
SUCLG2	0.53075
ABHD14A	-1.02225
DEXI	0.261333333333333
AMPD2	-0.398666666666667
IFNAR2	0.787833333333333
CYB5A	2.0899
TLOC1	0.9976
NXF5	1.07533333333333
NRBF2	0.32925
KCTD3	0.47775
ITGAE	-1.06216666666667
SLC30A3	-2.76033333333333
ZRF1	-0.8815
IFRD2	0.075
XAB1	0.0625
PYCR2	-0.5325
SERPINB3	-3.7045
TMLHE	0.5626
GEFT	0.2135
ABCA5	1.147625
EMR4	-0.309833333333333
TSFM	-0.27575
HIST3H2BB	-1.75725
ARHGEF19	-0.05475
TSPAN17	-0.635166666666667
ABCC8	-0.7365
MAP1S	-0.751333333333333
C22orf36	0.33775
BNC2	-0.305142857142857
HIST1H4A	-0.0915
NDUFS3	0.4395
WDR3	-0.119666666666667
XKR4	-0.23275
TTC33	-0.0498571428571429
STMN2	4.0765
CPN2	-0.395333333333333
HSPC105	1.326125
PCOLCE2	-6.7955
C3orf55	-0.2165
KLHDC9	1.19
TBC1D23	-0.30875
ATXN2L	-0.789833333333333
MAP2K3	0.532166666666667
SCAP	0.79325
ZNF486	0.122166666666667
C20orf96	-0.53575
NARS	0.51725
ADAMTSL1	-0.557928571428571
PRCC	-0.121
CCDC126	1.25658333333333
ZNF675	-0.5425
CALCOCO1	0.303
ANKRD43	4.14925
CWF19L2	-0.158666666666667
ZBTB32	0.677
BRAF	-0.90425
ODF4	-0.08975
MGC14376	0.446166666666667
HORMAD1	1.35333333333333
AAK1	0.21125
PEBP1	0.298166666666667
TNFSF5IP1	-0.686
DKFZp564N2472	0.9725
RMND1	-0.485
IGKV1-5	0.181
COL1A2	1.58866666666667
SERPINA5	-5.959875
AANAT	-0.586
C19orf21	2.6765
GEMIN5	-0.91225
UBR4	0.319666666666667
LTBP3	0.811666666666667
AMHR2	-2.3975
PROCR	-0.7795
MYBBP1A	-2.127
C20orf39	-0.0611666666666667
ZNF697	1.304375
PASK	-0.3314
ZNF776	0.921166666666667
RFXDC2	-0.278625
KIAA0467	0.142
C10orf96	0.113
ZNF503	0.05575
GULP1	-0.597166666666667
KCNE4	-0.2225
DKFZp434K191	0.864375
LOC196913	-0.2675
BHLHB4	-0.9945
CH25H	2.4965
LOC81691	-1.56433333333333
ALPL	-0.475142857142857
COL12A1	1.724875
FOLR3	-1.9095
GPR123	-0.331375
TRIM62	-0.405571428571429
ABLIM1	1.12266666666667
MAST3	0.16075
RHBDD1	0.665
LOC338809	0.064
RYBP	-0.226
TTC26	-1.068625
ZNF22	0.548166666666667
ISCA2	-0.43075
RDM1	-2.77775
PIGM	0.7655
GNB3	-1.398
ACTR2	0.4636
HMGB1	0.2427
EDG1	3.35533333333333
SOAT2	-4.31675
OR10AD1	0.294
RAP1GDS1	0.384166666666667
LCE1F	-0.688
ESM1	1.003875
RCN3	1.27425
CREBL1	-0.546
DBNL	-1.36216666666667
PTGER3	1.608625
USP30	0.0713333333333334
BCL2L12	-0.244333333333333
KIF26B	0.96875
ZNF416	0.914
ZNF225	0.0075
C17orf70	-0.52175
ZNF554	0.25075
RAE1	-0.0578333333333333
TNIK	0.288833333333333
ACTN3	0.8335
MGC45922	-0.6885
CCNA1	-1.51666666666667
RYK	0.25
IL26	-0.204
LRP3	0.115833333333333
QARS	0.47225
SOX7	1.99121428571429
BID	1.424
OR2S2	-0.3825
CXCL14	4.68225
C11orf47	-0.433
MGC29891	0.726
HSPB8	-0.3954
PRDM14	-0.762
NUFIP2	0.9415
MNAT1	-1.50485714285714
ZDHHC2	-1.44125
MBNL2	0.76525
ADD3	1.884375
CSNK2A1P	-0.07725
KLK6	0.695666666666667
TMEM111	-0.1698
KIAA1279	0.37225
NUBP2	-0.261666666666667
RAB42	-1.0075
ID3	-0.883
TM9SF1	-1.02175
MDP-1	-1.02875
POU4F2	0.27025
IQCK	0.33275
C16orf14	1.57775
CAPN3	-0.940875
FAM43B	-0.70225
RECQL	-1.3005
AP1G1	0.189785714285714
CTNNBL1	0.058
ECHDC1	-0.16
SMARCC1	0.377
FOXQ1	1.54675
GNAI3	0.177
POLG2	-1.05075
CD4	0.42775
ITLN1	0.1765
EBI2	1.44975
IRF1	1.17775
PTPRE	3.4787
PTK2B	-0.65725
NXNL2	-1.1155
SOX4	-0.0528333333333333
TSPAN3	0.975666666666667
SH2D1A	-3.1775
C8orf58	-1.278
USP20	-0.97725
DUSP22	0.626166666666667
CALB1	-0.975
L3MBTL2	0.11425
MCRS1	-0.59675
TMEM118	-1.59633333333333
C18orf8	0.131
FLJ10241	0.361375
GJA12	2.97425
PKD1	-0.00333333333333337
ZFP3	-0.6555
JAM3	-0.365125
LAPTM4A	1.0936
DIRC2	0.65275
KIAA2022	-0.5595
MYOM1	0.730833333333333
TRPM8	-1.4705
MOP-1	-0.28125
PHKG2	-0.4985
ZNF650	0.9555
KIAA1522	1.004
PSG8	-0.830166666666667
DDX19B	-0.8745
MOBKL1B	-0.12175
DIAPH2	1.53158333333333
PTPN12	0.71325
CLN8	1.2669
CRYZL1	-0.492666666666667
CRY2	0.462583333333333
FCGR2B	1.5655
PNPLA4	1.2715
ZNF454	0.406
DKFZp434B1231	0.79675
CLDN11	0.0473
RFWD2	0.5665
CIB2	0.184666666666667
MXRA8	1.077875
HRK	-2.142875
MAML2	0.6585
C4orf31	-0.50275
C6orf192	-0.13225
COG6	1.115125
FAM5B	0.31225
NFATC1	-0.1863
SEPT10	0.94
SCYL1	-0.4703
RPP40	-0.7325
SCOC	0.1459
KIAA1450	2.93225
CTDSPL2	0.03875
TBX5	0.306166666666667
NAPG	0.2825
RHD	-3.25125
C14orf45	0.162166666666667
ZBTB22	0.6715
PLCG1	0.3095
ANKRD10	-0.127375
AQP7P2	-0.34875
TAGLN2	0.359
HTR2C	-0.5055
SLC16A7	-1.17916666666667
C17orf83	-0.774666666666667
TSGA14	-0.853416666666667
MDH1	0.499
PPP3R2	-0.0211666666666666
DCBLD2	-2.69828571428571
RBM33	0.556625
DPH3	-1.37675
SYT10	-0.673
FMO4	0.831375
THYN1	-0.63075
DRD5	-0.662
OTOR	-0.210142857142857
PGRMC2	-0.5966
KATNAL1	0.206125
PAQR6	-3.159
UBE2I	0.35925
C14orf28	-0.4275
C8orf70	-0.447
FLYWCH1	-0.148625
ANGPTL3	-0.025
GLRX2	-0.214333333333333
ATP11A	0.835357142857143
ARL5B	0.278125
MUC16	-2.11025
SLC25A5	-0.815285714285714
ACRC	0.4405
MYO1C	0.359625
FAM89B	0.336833333333333
FAS	-0.152375
KIFAP3	0.30225
GLRA2	0.7155
BTN3A2	0.0214
CNKSR3	0.611875
CSTF3	-1.03116666666667
ARPM1	1.35625
KIAA1530	-0.121
C9orf150	1.626
PRKCI	0.2965
tcag7.1015	-0.845
SOD3	0.88775
ZNF574	0.58725
CYP21A2	-0.57175
RPL12	0.75775
COMMD2	-0.80125
WIZ	0.24625
LOC344405	-0.48575
ALDH4A1	1.44288235294118
CRYAB	1.65925
COPA	0.1607
PCDHGA7	-0.401666666666667
KIF11	-1.78991666666667
RASD2	0.11225
SLC26A3	2.822
ZNF175	-0.132
JAKMIP2	-1.5335
C8orf4	1.9505
PTHLH	0.15975
SLC40A1	3.59566666666667
OR7D4	-0.426333333333333
PCDHB17	-0.366
CD36	2.25885714285714
C6orf203	1.137
PRKG2	-0.418
LOC400566	1.7945
ANAPC13	-0.52975
SLCO3A1	1.76625
ZNF692	-2.0465
FANCL	-0.7215
SH3GLB1	0.85675
C12orf61	0.119
KBTBD6	0.73375
SUPT5H	0.432125
XRCC6	-0.406
HUS1B	-0.5672
FAM133B	-0.240642857142857
LOC728276	0.0345
KCTD18	1.44475
SOS2	0.789
CCDC99	-2.74475
C1QTNF5	2.8825
NNAT	-0.147
USP16	0.49
LARS	-0.979
ZBTB2	0.985125
ABO	0.276666666666667
TRAF3	0.8545
GALNT5	-2.6715
NAP5	-0.936375
ALG14	0.700666666666667
KIAA0515	0.380653846153846
WDR75	-0.420833333333333
TEX261	0.13625
LY86	-0.42875
LOC389072	0.492
FLJ13611	-0.525
MRGPRX2	0.157
SNRPA	-1.3795
OR2G2	0.0395
GPRASP2	0.683
C7orf42	0.652
C9orf163	-0.8265
CYP11B2	0.3675
FCRL3	-0.0446666666666667
PRDX1	-0.41175
FGB	-6.43033333333333
COX17	0.342833333333333
C16orf33	0.33575
PIWIL1	1.15083333333333
FOLR1	-2.5635
KIAA0082	-0.503
FREQ	-0.518333333333333
TMCC2	-1.29583333333333
TCF12	0.677583333333334
ZNF721	0.601
FAM130A2	0.60075
POU4F1	-0.967
SNRPF	-0.80775
SGIP1	1.8875
ZNF641	0.448666666666667
EMG1	-0.524125
PRRG4	2.219
HIRA	0.2075
MYNN	0.4685
AEBP2	0.157583333333333
TBXA2R	0.881666666666667
ISL2	-1.10516666666667
PCDHB11	-0.7275
RNF144A	-0.625
MARCH5	0.3435
DULLARD	-0.8795
DCLRE1B	-0.891833333333333
ITGA8	1.337
TP73	-0.684375
PRKCD	0.90875
NDUFB4	0.12625
ATP13A4	-0.315875
ANTXR2	-1.1015
COL4A3	-0.0226666666666667
MYO10	0.3152
SLC6A18	-0.338
PEX1	0.34675
TMEM74	-0.733833333333333
RBM19	-0.74325
TAPBP	0.2999
RUNX1	1.1575
MID1	1.67133333333333
GPR64	-1.40216666666667
RASEF	3.3385
GABRG1	0.38275
MYO16	-0.64775
DBF4	-1.4015
TSHZ2	1.41125
RIPK2	-0.857125
PPTC7	0.5525
KIF4B	-1.548
LRRC31	1.933125
ZNF540	0.92875
EFNB3	-0.439833333333333
LOH12CR1	0.526875
STON2	-0.295666666666667
GLP1R	0.967333333333333
CSTF2T	1.437625
IREB2	-0.402125
GRSF1	0.39175
PDCD7	-0.499333333333333
LRRC43	0.675
CNR1	0.0793333333333333
IL1F7	-0.283
C12orf64	0.549
FAM69B	-1.6025
NR2E1	-1.76066666666667
MS4A6A	1.6358
FTL	0.6484
C7orf36	-0.21725
PCLO	0.5281
DYRK2	1.50291666666667
ARIH2	0.46725
SAMD7	0.086
SCNN1D	-1.42425
SLC32A1	-0.611
C22orf25	-0.933333333333333
MRPS18A	1.2206
GPR112	0.2895
EARS2	-0.187
ERN2	1.215
ATPBD3	-0.305666666666667
PRH2	-0.5295
CDKN2D	0.647666666666667
PGLYRP2	-0.75025
TRIM40	-0.302333333333333
SEC14L3	-0.183166666666667
SLC22A1	0.612
BTN2A3	-0.02825
RASA4	0.6675
CCNL2	0.105583333333333
MYBPC3	0.126
GJA4	3.0025
CDC42SE1	0.4725
TRPV2	-1.3455
MYPN	-2.4402
SIM1	-0.321
CDADC1	0.120833333333333
ZFHX4	-0.58575
NIBP	0.233166666666667
ADAMTS19	-1.3205
ABTB2	0.95
TSPYL2	-0.677625
EIF2S3	-0.5276
SOX30	-0.47725
AP2A1	-0.528166666666667
DKFZP564O0523	0.0958333333333334
LOC285398	-0.01425
CDH18	-4.553
CHL1	0.054875
GATS	-0.2469
TBC1D2B	0.773666666666667
OR1J1	-0.453
GSN	0.841833333333333
DPCR1	0.2795
GARNL4	-0.0165
SMARCA5	-0.09525
PLEKHG3	0.636333333333333
ZBTB45	0.363
FRMD6	-1.5875
PLS1	3.0715
DGKZ	-0.91
EFNA1	1.8954
WDR85	-0.5505
ANK2	-0.0785
PAGE4	-0.572
SENP6	1.75833333333333
AKR7A2	-0.6185
FKBP10	0.02775
VEGFC	-1.559
LARP1	-0.479625
SRBD1	0.2545
ITGB6	2.56425
SLC1A2	-1.26566666666667
INVS	-0.131166666666667
MPO	-0.18525
MOBKL3	0.3577
CUTL2	-1.259
KLK2	0.654916666666667
VIM	-1.242
REG1B	4.067
PCDHGC4	0.22
C3orf34	-0.344166666666667
SUMO3	-0.053
CST9L	0.1905
MLL4	0.55325
SPR	1.1765
SAMD9L	-0.068
ABCE1	-0.2655
SUPT3H	0.038
ACTBL1	-1.0855
ADAMTS4	0.340333333333333
SLIT3	2.176
RHEBL1	-0.7555
NPM2	0.432
MAN1C1	0.1865
KIAA1856	0.226416666666667
HSPA6	0.2335
LOC388152	-0.398
C10orf140	-0.02675
ZDHHC12	-0.051
LIN7A	-0.6552
PHC2	0.418916666666667
SPHK1	-2.13175
TRIM26	0.0595625
FAM83E	1.4215
C18orf24	-1.5475
ZNF578	1.45933333333333
ORAI1	0.08175
RUVBL1	-1.26391666666667
C7orf20	0.403833333333333
APAF1	0.7105
SLC36A4	-1.673
MYH11	5.0755
NEK1	0.2898
MPP2	-1.472875
C12orf24	-2.2895
TNK2	-0.25025
ZNF289	-0.94
MATN3	-1.90116666666667
IFNGR2	1.297
ITPR1	-0.898
EBF3	2.4101
TBC1D20	-0.561
OR10P1	0.052
DDAH2	0.244
SHPRH	0.267125
STX7	-0.013
LOC554248	-0.573
BCAR1	-0.37625
ATXN3	0.11925
TRIM27	-1.14825
CDC42EP2	-1.089
CHP	0.531071428571429
SOX17	2.08275
ZNF259	-0.571
CHCHD1	0.105125
ZDHHC19	-0.3725
GBP2	2.958
GARNL3	0.32275
MRC2	-1.41
C1orf52	-0.831
AOF2	-1.36016666666667
LRPPRC	0.2326
ACVR1C	1.235
TM4SF18	2.98533333333333
TMEM169	0.4995
PPP1R16A	0.483125
EBF1	1.57183333333333
RRS1	-0.342166666666667
SNX2	-0.7415
OR2T2	0.0275
RBX1	-0.2265
ANKRD54	-0.1695
TSNAX	0.2885
TMEM83	-1.5535
ZBTB7A	0.57825
ATM	-0.347727272727273
LOC338328	1.09633333333333
TIE1	1.5105
HIST1H3G	-0.3985
PASD1	-4.8355
TINAG	0.349
PCDHAC2	0.405
LRRC15	-0.5725
WBSCR17	-0.97025
TFF2	0.858
PARP2	-2.092
NDFIP2	1.215125
PCDHGB2	-1.1045
WDR60	0.6605
MAP7D2	-1.0653
USP45	-0.74875
GSDML	1.257
TNS1	-0.0961
PLCD4	-1.1165
IQCD	-1.32183333333333
SMPX	-0.7815
CD9	1.50766666666667
SRGN	0.483
CASP7	2.889625
INOC1	0.6345
DKFZp451M2119	0.064625
VMAC	0.708
USP53	1.179
CAMK1G	-0.2135
TMEM106A	-0.367
CDC20	-2.672
ACSL5	4.1975
CBWD5	0.71275
C1orf87	-0.250166666666667
KIAA1274	3.02425
PRUNE2	1.96778571428571
LYPLA2	0.00666666666666666
DOK6	-0.552666666666667
GPR149	-0.248
FAM30A	-0.15675
TMEM129	0.57125
SLC35B3	0.79275
ACPP	-0.1076
LOC200261	0.093
SLC4A7	-1.3545
CCDC40	0.59075
GART	-0.928
THOP1	-2.28975
SCARB1	-0.403875
CACNA1F	-0.2685
TRIAP1	-0.111
SYT14L	0.911
SFRS8	0.0333333333333333
PBOV1	-0.04625
GOLSYN	3.179
GJB7	-0.047
CAMK2N1	2.39541666666667
GREM1	3.93725
FLJ20433	0.37425
QPCT	-3.298125
PRKAG2	1.596
H2AFX	-1.569
C6orf154	1.0485
PLOD3	0.14175
ZBTB39	0.292666666666667
WASF3	0.787666666666667
DRG1	-0.29225
PRR4	-0.1465
SPCS1	-0.165
KDELR3	-1.06683333333333
SRP19	-0.918
GABRA6	0.922666666666667
MFSD1	0.37675
MMEL1	1.3035
PDXDC2	0.8217
BUB1	-3.073
RNF138	-0.97025
MYLPF	-0.771666666666667
AIF1	-0.3155
DYNLRB1	1.7303
HCN3	0.8385
HIST1H2AI	-0.194
MAP4K5	-0.132583333333333
LASP1	0.976
LOC130951	-0.363
PLAA	0.984875
KRT6A	0.2895
C6orf117	-0.537125
ARHGAP23	0.514
PTF1A	-0.429
GPHA2	-0.48075
LCE3B	-0.41225
MCL1	-0.0922142857142857
EHBP1	0.109083333333333
PRNP	0.408
ZSCAN1	-0.5725
C1orf113	0.602166666666667
FOXA3	1.945625
NEB	2.06775
ASGR1	-1.375
CTGF	0.146666666666667
RAB17	0.854333333333333
MST101	0.14
JARID1B	-0.0398
USP37	-0.0136
PTBP1	-0.733833333333333
PTPN7	-1.14833333333333
CDC7	-2.4215
SNX7	1.18725
ZNF335	0.19975
CPT2	1.057
HEATR1	-1.06775
HSPC152	-0.24125
C5orf40	-0.18825
PSME1	-0.110166666666667
STAG3	-2.00325
TMEM154	-0.6505
KLHL32	0.545166666666667
TSGA10IP	-0.9665
SUV420H2	-0.559166666666667
SF1	0.2435
2'-PDE	0.41675
PNLIPRP2	1.401
TRSPAP1	0.07225
NUP210	-1.13783333333333
ANP32C	-0.901166666666667
RAB11B	0.1955
ASB15	0.247
ITGB3BP	-2.0805
UBASH3A	-1.52175
YWHAB	1.88125
TPRX1	-0.52225
LY6G5C	-0.217375
SLC7A2	-2.541125
CLK1	0.0746
HSD3B7	-0.340333333333333
VDR	2.22075
C16orf74	-1.0975
ACE	-0.376
PSMA2	-0.393
CCDC131	0.11025
ZNF213	0.478333333333333
EML2	0.3635
ALS2CR13	0.680833333333333
GLYATL1	1.27275
DSPP	-0.4475
DHFRL1	-0.213125
C10orf30	1.90616666666667
SH3RF2	0.809166666666667
LOC197322	-0.191
DLL3	-1.21025
TIGD7	-0.23775
GFRA3	0.14375
CPA1	-0.317333333333333
RTN4	0.729333333333333
PPT2	-1.39983333333333
FASLG	1.42891666666667
FOXP4	1.43525
RPL26	-0.3702
GNL3L	-0.724
FMR1NB	-0.136333333333333
CD163	5.0745
SGPP2	3.17175
GIMAP2	1.4405
CD37	-0.482666666666667
DPT	2.24333333333333
NBLA00301	0.91575
RGS5	4.23958333333333
C9orf4	-0.537
ACTL8	-4.39216666666667
PRKAR2B	-1.38728571428571
OPLAH	1.01133333333333
C20orf134	2.37125
SPACA5	-0.67125
TBL1X	0.271
TSPYL3	-0.6805
CHCHD3	-0.599
CRKRS	0.723
GPR65	2.245
DFFA	-0.46975
FUT1	1.08375
C6orf204	-0.528166666666667
TMEM51	2.292
ZNF580	-0.4535
CMTM2	0.29575
C20orf200	0.5995
EZH1	0.0708333333333333
FDX1L	-0.856875
MRPL32	-0.29825
PCAF	-1.3076
ALOX15B	-0.575833333333333
CD59	0.509458333333333
