Hybridization REF	TCGA-AA-A01C-01A-01R-A00A-07
IL8	-1.22875
SERPINB13	0.117909090909091
FBXL20	-0.07775
BLR1	0.34725
SH2B1	-0.1425
RFNG	-0.47775
RAB20	1.1745
RBM7	-0.4475
POLR1A	-0.2605
TMPRSS4	4.40575
TAF9	-0.5175
TERF2	0.303666666666667
TNFRSF1A	0.308083333333333
ACADVL	-0.883666666666667
GTF2H5	-0.5935
EDG8	-0.96
C9orf140	0.918375
UST6	0.42525
ZBTB8OS	-0.0875
ZNF710	0.964
GPR174	-1.514
ATP6V0A2	-0.00325
KIAA0319L	-0.607833333333333
XKRX	3.567
DOPEY2	0.8598
SDHD	-0.220916666666667
SUMF1	1.42275
OSM	2.1095
OPN3	-1.60225
DAGLB	-0.4095
PPFIBP1	-0.4617
TRIM63	-4.576
C10orf53	0.826
LYPD3	-2.97883333333333
BCL7A	-0.19125
AGER	-1.22533333333333
TCF19	-1.016
SAT2	-0.30525
PFTK1	-1.58433333333333
GABRE	0.49125
C15orf38	1.0982
FIS1	-0.0585
KCNV2	-0.25375
CLPS	0.26075
PPCDC	-0.851625
FOXN2	0.737
NT5E	-2.0914
CD83	-0.20775
IL18	1.637
VPS16	0.7335
IGFBP2	-0.0736666666666667
NOTCH2	-1.46875
SIGLEC1	0.993875
CD93	3.947
SULF2	-0.194
CEP164	0.037375
P53AIP1	-0.283666666666667
TOR2A	0.365333333333333
ZNF136	0.26775
MGP	0.5595
CCDC144A	-1.92225
TRPC1	-1.937
SMS	-0.731833333333333
MAPK7	-0.0805
RRAGC	-0.56175
PARD6A	1.483
NUB1	0.804666666666667
SYNGR4	0.63325
OR11H12	0.668
WIF1	3.708875
GCH1	0.429
OR11H4	0.00750000000000001
SLC44A5	0.1735
GPRIN2	2.55583333333333
LOC401431	-2.579
CPA4	-3.107
MELK	-0.156333333333333
IL15RA	1.0755
CUL3	0.327625
HMBOX1	-2.13275
PODXL	-2.153
CCT6B	0.240333333333333
COMTD1	1.93475
MUC20	4.61766666666667
GPX2	5.191875
ITK	-2.191375
FBXL5	-0.018
C13orf27	-0.60875
DEFA5	5.393
TRHDE	0.709
MTP18	0.0723333333333333
UQCRQ	0.457
ITGB2	-0.124583333333333
CSRP2BP	1.013
TAS2R44	0.647
PHPT1	0.20375
FAM44C	-0.405
ERH	0.59625
MPHOSPH1	-0.292
MORC1	-0.202
PARVB	-0.4655
LAMA1	-2.4815
PGBD3	-0.63075
GIMAP6	2.711
AREG	0.830833333333333
LIPT1	-0.146
MGC99813	-0.542
C1orf201	0.300666666666667
GRIN2A	-0.493333333333333
MAN2C1	-0.98
NSUN5	-0.098
SF3B5	0.528
MYC	0.3686875
NRXN1	-0.8072
ZNF18	-0.01775
SPDYA	-1.14675
SLC37A1	1.132
DECR2	0.397
ANKRD38	-0.29275
SPTLC3	-2.33
SUPT16H	-0.16125
DTWD2	-0.46475
ULBP1	-0.959
ZADH1	-0.101166666666667
OIP5	-1.06
IL10RB	-0.131833333333333
OTUB2	0.369375
VWA3A	-0.657666666666667
SPIC	-0.0745
OR6C4	0.333
PSCD4	0.0878333333333333
DPY19L2P2	-0.3415
TRAPPC6A	0.952333333333333
C21orf2	-0.9355
CEMP1	-0.43725
LIN7B	0.1565
E2F7	-0.856
VCP	0.011625
LAMA3	1.19258333333333
BGN	1.59275
GPR160	2.35433333333333
COCH	-2.22583333333333
GPR81	-1.084
APOBEC3F	-2.85325
tcag7.1017	-0.5035
C1orf32	0.3545
SCGB1D2	-0.72625
FLJ43987	-1.441
C6orf170	0.04525
KLK9	0.369
GPD1L	0.5175
VPS37B	0.8765
ATG3	-0.350166666666667
ADAMTS17	-0.135
KLHDC2	-0.295166666666667
NDUFV2	-0.4695
BLK	-2.849
MATN4	-0.451
GPM6A	0.716125
GBP4	1.66733333333333
TMEM162	0.449666666666667
PKP2	2.113
HRASLS	-3.65011111111111
MMP1	-1.32725
SFXN3	0.1183
FSD1	-1.69666666666667
ST6GALNAC3	-2.539
CA12	-0.5636
NCOA6	1.41325
C19orf58	-0.2463
PPP4R1	-0.685166666666667
MAN1A2	-0.0595
IKBKAP	-1.54025
UPF1	0.392333333333333
KIAA1219	0.7135
WNT16	-0.0471666666666667
SNW1	-0.187
IL18RAP	0.899
RPP30	0.22375
CDC40	-0.0157142857142857
SETD3	0.7555
SLAMF6	-0.145
ELK4	-0.6055
TRIM47	0.1585
ACOX3	0.417125
TRIM6	-2.401875
KIAA0372	-0.668333333333333
TP53AP1	1.098875
SMURF2	-1.32825
ADAD1	0.06175
EBP	1.0465
KRTAP13-2	0.101
FLJ36874	-0.223333333333333
TOR1A	0.0171666666666667
P2RY4	0.828
GPBP1	-0.46725
TRPV1	0.17725
ADAMTS12	-0.0496666666666667
PES1	-0.6462
ATG4A	-0.177833333333333
MAGEA10	-5.2945
WFS1	-0.74425
CC2D1B	-0.326333333333333
PABPN1	0.8485
SLC25A30	-0.64725
SLCO1C1	-0.903666666666667
SLC22A5	1.5165
KIF23	-1.74983333333333
SYN2	-0.367666666666667
ASPN	6.66916666666667
CENTG2	0.50375
QSOX2	-0.3027
FLJ10815	0.484
STK24	1.2035625
SPEG	-0.8133
STK10	-0.032
DACT2	1.7335
AAAS	-0.000750000000000001
SSX3	-1.254
ABCD3	-0.0639
C4orf12	-1.90075
PARVG	-0.852
FIG4	-0.65525
C9orf46	0.97075
TMCO6	-0.279
IGHMBP2	-0.879
DUS2L	0.0205
FAM3C	-0.936125
TMEM16D	-1.93375
DCTN4	0.56975
KCNH3	-0.20975
EIF2AK2	0.7935
AP1S3	-0.211875
CST4	1.058
PAM	-0.420375
NUTF2	0.69175
CITED2	-1.131
SLC39A4	1.2625
C2orf52	-0.544
GRM3	0.472
C12orf49	0.26475
CCDC49	-0.0269
GRAMD1B	-1.275125
FNDC4	0.1925
SIAH2	-0.94425
GDPD4	0.291
C21orf87	0.514375
ATP5A1	-1.23483333333333
C16orf63	-0.473375
LOC388135	-0.4975
ATP5J2	0.174375
MMP3	0.771
EMID2	0.44375
CRHR1	0.27725
WDR70	-0.2385
C13orf31	2.39375
ZFAND1	-0.39275
CCL18	5.812
C3orf49	-0.329
RINT1	-1.997
KIAA0408	-1.477
F13A1	2.5597
SLC10A1	0.324833333333333
OGN	-1.14225
GIPC2	2.59866666666667
XPO6	-0.495166666666667
LCE1A	1.193
FMR1	0.9841
LOC374920	0.60275
DUSP3	0.27575
ANKMY1	-0.686
C7orf50	-0.9805
BBS9	-0.6493
UNC119B	-0.357625
C9orf72	0.46175
MGC35440	0.34975
ENTPD6	1.601125
PPP1R2P9	0.38125
ERCC4	0.061
FAHD2B	-0.671
HMHA1	-0.032
HACL1	-0.185
RAD23A	-0.396833333333333
FAM83B	1.66325
PPP5C	-0.9195
RNASEH2C	-0.094125
C9orf153	-0.9195
SCAMP4	0.551125
GHITM	0.6063
NDUFB7	0.390875
ADCYAP1	0.161333333333333
SP110	0.250666666666667
MAP3K7IP2	-0.02675
DHH	0.31
AGRN	-0.498857142857143
WDR33	0.4495
CEP290	-0.343333333333333
PRPS1L1	-1.57333333333333
KLRA1	-0.6955
GPR97	0.1825
CHD7	0.6215
TLR10	0.144
SLC30A8	-0.6235
HIC1	0.784
IAPP	0.908
RXFP4	2.5875
GP1BB	0.787
SHQ1	0.5295
NKX2-3	1.0295
API5	-0.01325
FTHP1	-0.232
MOV10L1	-0.239333333333333
TRIM6-TRIM34	1.96516666666667
ADHFE1	-1.47275
FAM117A	-1.33675
DDI1	0.00133333333333332
CDON	-1.93516666666667
TRIM73	-1.7115
IGKC	3.9395
MMP14	0.751916666666667
DYNC1LI1	-1.085125
C11orf66	0.021
TRBV3-1	-1.5455
FASTKD5	1.151
BIVM	-0.5935
LHX4	0.61575
CXCL2	2.6445
RAB2B	-0.344833333333333
IZUMO1	-1.51033333333333
MAP3K15	-1.47542857142857
FAM19A2	-0.0463333333333333
ZC3H8	-0.735
ZMAT1	-0.875125
SPINK5L3	-3.424
SLC10A6	0.042
APPL2	-0.063875
CARD10	0.622166666666667
LOC402176	0.18925
EEF1D	0.3386
RAB6A	0.6039
C12orf5	-0.3895
PAPOLG	0.14125
MSRB2	0.89175
BCR	-0.0282777777777778
PUS3	0.2175
TIAM2	-0.069
ZNF317	0.5095
CHD2	-0.0733571428571429
FZD5	1.81140909090909
NUDT8	0.99025
ZNF763	0.296
PRC1	-1.42544444444444
ABCB9	-0.242666666666667
SPATA3	0.57625
TRAK2	-0.0595
STAB1	2.022
LRRTM2	-0.336
psiTPTE22	0.85925
DBI	1.09875
SERPINA11	-3.4545
NAT5	0.56925
C20orf58	-2.23075
RPS6KA4	0.523
FLJ90650	-0.56775
TGFBRAP1	0.05375
CHRDL2	3.363875
FAHD2A	-0.5265
CNTN1	-0.6775
BBS4	-2.2487
TMEM181	0.56675
MINPP1	-0.998
MPHOSPH6	-0.00441666666666668
HOXC10	-1.614
ITPKB	-0.84675
CLPTM1L	-0.285
MEOX2	-0.9255
ATP6V0C	0.41575
PRPF8	-0.397333333333333
TMC5	3.89275
FKBP3	-0.1755
PLEKHB2	-0.56675
OR4D6	0.587
ZNF544	0.2264
D2HGDH	0.084125
RPL18A	0.2625
HEL308	-0.950875
MPP6	-2.96525
TCERG1	-1.03
KRT16	-2.13566666666667
KLF17	-0.8435
KLF5	4.107625
CDR1	0.861625
VCX3A	-4.3285
FBLN2	0.899625
C14orf104	0.10725
HBE1	-5.6041
OR4S2	0.4775
C1orf108	-1.48683333333333
ROBO4	2.843
CPEB4	-1.182875
C11orf80	-0.584833333333333
BCKDHA	-0.4245
MYOC	0.59175
GIF	2.341
CKMT1A	2.6115
RPL3	-0.0881
THBS1	1.720875
APOO	-0.37025
ARMCX1	-0.41725
HSZFP36	0.94875
SNAPC5	-0.6195
EIF4ENIF1	0.167
ZNF433	-1.949
TNFRSF21	0.984875
TMPRSS7	0.797
SPATA18	0.3221
HPDL	2.0125
MKL2	0.3977
TBX3	-1.26815384615385
C21orf93	0.5875
DAXX	0.2735
ELMO1	-0.6495
RGS13	0.289833333333333
TAF11	-0.74075
UNC13A	-2.19357142857143
LOC653314	-0.0421
ORC3L	-0.31575
IMAA	-0.5725
TARBP2	-0.26075
CABIN1	-0.1222
TRIOBP	0.2706875
HIST1H2AC	0.034125
RGS22	-3.5375
NCOA1	0.407833333333333
IL25	0.071
SNCG	-0.356
GPR6	0.538
AMDHD1	-3.13566666666667
CHEK2	-0.36625
C6orf142	-0.731
DRD4	0.70875
C14orf68	-0.21425
GDF11	-0.36875
SEMG2	1.217
CD247	-2.2535
CDAN1	-0.70525
RBMX2	0.181833333333333
TGS1	-0.51375
OIT3	-0.179
SYF2	-0.02525
MCM4	-0.22575
PKHD1L1	-0.136375
CEP192	-0.345833333333333
IFT88	0.08975
RPL9	0.230142857142857
RAB32	-0.0455
DDX43	1.1725
P2RX2	0.454333333333333
OR5D18	0.0845
UBE1	-0.340083333333333
SLC24A1	0.168
ARHGAP5	0.2705
CETP	-1.37425
KIAA1731	-0.368833333333333
SLC9A4	0.308
PTPN6	0.7955
BAHD1	0.13125
GRIK3	0.2465
CACNB2	-0.00270000000000001
PDE10A	-0.60475
DGCR14	-0.471
PCDHB9	0.655833333333333
RHOQ	-0.218666666666667
MAP3K4	-0.11075
KTI12	0.017
RPL23AP13	-2.499
GNG11	-1.40625
CLCN3	0.905166666666667
GPAM	-1.159375
VSTM2A	0.7485
SLAMF7	1.25683333333333
INTS2	-0.17525
PPP2CA	-1.029
LRP12	-0.2612
SEC14L2	-0.357777777777778
DKFZP586H2123	1.72925
MC3R	-0.2005
CIRH1A	-0.603
HIST1H2AB	0.344666666666667
POLH	-1.05575
MGC16703	-1.774
SNAPC2	-0.525
FILIP1L	1.9875
RASGRP4	0.536
LRRC1	2.162
GAS1	-1.853
PRAC	-0.05925
DGKA	-1.19083333333333
NT5C3	0.37825
PEG3	-4.24166666666667
NADK	-1.08475
PRR17	0.1185
LOC374569	2.0315
SGSH	-0.1435
NLRP8	0.0565
GALT	0.0956
MCF2	-1.431
ZNF263	0.1535
TACSTD1	3.96366666666667
TYR	-6.4125
ATP6AP2	-0.31275
RNUXA	-0.7015
ABHD10	-0.3642
GDPD2	-0.49975
SLC35C1	1.38025
UBE2A	0.668375
HERC5	-1.87866666666667
FAM112B	-5.28233333333333
FBXL16	-0.10125
DKFZP434A0131	-0.0755
ELA3A	-1.983
RBM41	-0.79225
HAO2	0.293
RNH1	-0.5045
SHANK2	1.2525
OSBP2	-1.349375
DAK	-0.7635
C3orf58	0.522666666666667
TCL1B	-1.1125
KBTBD2	-0.511625
SUGT1L1	1.52325
UBE2E2	-1.69466666666667
MYL9	3.15425
CDC23	-1.0845
PBXIP1	0.4454
CXorf40B	0.2205
NBL1	1.594
RTBDN	0.4725
RAB11FIP5	-0.272375
TTTY13	1.156
SCOTIN	-0.142166666666667
SOHLH1	-0.00533333333333334
CDKN1A	-0.0639285714285714
NCK1	-0.99
ZNF550	-0.524
SAPS3	0.658333333333333
SPIN3	0.8335
MAGEE2	0.046
MIS12	-0.851833333333333
OR8H2	-0.103
KIAA0774	-3.0692
UNC5D	-1.8055
CUL7	-1.221
LIPC	-4.49666666666667
DIO1	-3.3185
C20orf11	0.6625
CTRL	0.03675
HS3ST2	1.54175
PAK4	0.722333333333333
CCRL1	0.457
RNF10	0.4925
ZNF567	-0.291
ZNF660	-0.2695
TCEAL3	-1.21075
MAGOH	0.4685
CENPB	0.562166666666667
C19orf7	1.3025
LOC388965	-0.17475
ZCCHC13	0.131
JMJD1A	-0.5122
HIST1H4H	-0.5705
TBRG1	-0.1323
GPC3	-5.506125
TAF1C	-0.453625
EBNA1BP2	-0.863833333333333
CIAPIN1	0.242
PDGFRA	-0.367666666666667
CSTB	0.037125
CENPI	-0.968333333333333
GTF2E2	0.0286666666666667
RPP21	0.533
CCNF	-0.356166666666667
KCNQ3	0.8475
FAM79A	0.5865
SLC22A12	0.6395
NOVA1	-1.7445
FZD3	1.0072
AKAP8	-0.16375
SOCS5	-0.603375
CFDP1	0.22225
DLG5	-0.0775
PGM5	0.831
C1orf144	-0.392
HDAC10	-0.379
RND2	-0.9245
C20orf199	-0.01
RNMT	-0.731125
SLURP1	0.704625
ASTN1	-0.363428571428571
SH3BGR	-1.5305
MYCL1	0.41325
ZHX1	-0.276333333333333
CENPK	-1.125
FOSB	1.5529
LOC643406	1.878125
C2orf59	-0.876125
TMEM135	-0.688625
SLC27A2	0.41625
KRT33A	0.0965
OVOL1	2.61575
PAMCI	-4.5675
S100A7	-0.764
ZNF789	0.389
HARS2	0.22875
RPL23A	-0.097
TCF23	0.4725
UPF3B	-0.5775
C17orf78	-0.491
HLA-DOB	0.631833333333333
C14orf142	0.132333333333333
TEKT5	3.75083333333333
DMWD	0.2225
POLD1	-0.849166666666667
GSCL	-0.036
CALD1	0.5052
SCRT1	0.717166666666667
AIG1	1.33075
UNC84B	-1.3755
ZNF404	-0.72
TMED6	1.34375
KIAA1462	-0.6055
LRRC27	-0.0582
PYGO1	-0.3
PIGU	0.825333333333333
ALAS2	-4.23983333333333
WRNIP1	0.243875
CNNM3	0.5155
ZNF2	-0.00275
ST3GAL5	-2.52541666666667
MRPL23	1.061
TSSK6	-0.5725
PSMA6	-0.423
C16orf70	-0.61825
KIAA1602	-0.351
ALMS1	-0.126166666666667
DCN	0.91025
TMEM132D	-0.16675
SUCLG2	0.262
ABHD14A	-0.285
DEXI	0.645833333333333
AMPD2	-1.1015
IFNAR2	-0.219333333333333
CYB5A	-0.1889
TLOC1	-0.011
NXF5	-0.342
NRBF2	0.065125
KCTD3	-0.83175
ITGAE	-0.499666666666667
SLC30A3	-1.65966666666667
ZRF1	-0.177
IFRD2	0.162
XAB1	-0.22
PYCR2	-1.527
SERPINB3	-3.3855
TMLHE	0.6247
GEFT	-0.352
ABCA5	-0.75825
EMR4	0.634666666666667
TSFM	-0.1965
HIST3H2BB	-0.5715
ARHGEF19	0.384
TSPAN17	-0.0523333333333333
ABCC8	-0.34475
MAP1S	0.2395
C22orf36	-0.69225
BNC2	-1.24385714285714
HIST1H4A	-0.45175
NDUFS3	-0.0168333333333333
WDR3	-0.8385
XKR4	-0.1395
TTC33	-0.192857142857143
STMN2	4.2985
CPN2	-0.7505
HSPC105	1.374
PCOLCE2	-6.299
C3orf55	-0.358
KLHDC9	0.589
TBC1D23	0.18475
ATXN2L	-0.872833333333333
MAP2K3	1.32275
SCAP	0.6055
ZNF486	-0.1245
C20orf96	1.27475
NARS	-1.0775
ADAMTSL1	-0.733642857142857
PRCC	-0.390666666666667
CCDC126	0.24725
ZNF675	-0.654
CALCOCO1	0.35725
ANKRD43	4.3
CWF19L2	-0.172333333333333
ZBTB32	0.678666666666667
BRAF	-0.55175
ODF4	0.4695
MGC14376	0.615833333333333
HORMAD1	-1.7865
AAK1	-0.141090909090909
PEBP1	0.3485
TNFSF5IP1	0.789833333333333
DKFZp564N2472	0.491
RMND1	-0.646
IGKV1-5	4.5165
COL1A2	2.42716666666667
SERPINA5	-5.341625
AANAT	0.5215
C19orf21	3.969
GEMIN5	-0.1255
UBR4	-0.249
LTBP3	-0.555833333333333
AMHR2	-2.73716666666667
PROCR	0.8925
MYBBP1A	-0.66375
C20orf39	0.188833333333333
ZNF697	-0.79775
PASK	-0.6643
ZNF776	0.278666666666667
RFXDC2	-0.620375
KIAA0467	-0.296
C10orf96	-0.491666666666667
ZNF503	1.437
GULP1	-0.85925
KCNE4	-0.516166666666667
DKFZp434K191	-1.679375
LOC196913	0.1945
BHLHB4	0.911
CH25H	2.10975
LOC81691	-1.16466666666667
ALPL	-0.143214285714286
COL12A1	2.825875
FOLR3	-2.43683333333333
GPR123	-0.030625
TRIM62	-0.381571428571429
ABLIM1	1.59933333333333
MAST3	-0.40025
RHBDD1	-0.0658333333333333
LOC338809	0.552
RYBP	0.2135
TTC26	-0.5475
ZNF22	0.186166666666667
ISCA2	0.17125
RDM1	-0.2105
PIGM	-0.04
GNB3	-1.164
ACTR2	0.2837
HMGB1	1.37285
EDG1	1.48266666666667
SOAT2	-3.729
OR10AD1	0.8605
RAP1GDS1	0.0238333333333333
LCE1F	0.3715
ESM1	-1.150875
RCN3	2.19075
CREBL1	0.28
DBNL	-0.5015
PTGER3	1.16028571428571
USP30	0.569833333333333
BCL2L12	0.1145
KIF26B	1.49775
ZNF416	0.543
ZNF225	-0.424
C17orf70	-0.30325
ZNF554	0.5695
RAE1	-0.2355
TNIK	-0.688333333333333
ACTN3	1.126
MGC45922	0.761
CCNA1	-2.03633333333333
RYK	0.4715
IL26	1.016
LRP3	0.763833333333333
QARS	-0.08425
SOX7	0.0836428571428571
BID	0.4695
OR2S2	-0.1295
CXCL14	5.11675
C11orf47	-0.342
MGC29891	-0.392
HSPB8	-0.4103
PRDM14	-3.026
NUFIP2	0.103
MNAT1	-0.82625
ZDHHC2	-0.125333333333333
MBNL2	0.2695
ADD3	1.0865
CSNK2A1P	-0.8055
KLK6	1.19716666666667
TMEM111	-0.4579
KIAA1279	-0.2975
NUBP2	0.132833333333333
RAB42	-2.32675
ID3	-0.3462
TM9SF1	-0.02875
MDP-1	-0.37275
POU4F2	-0.950333333333333
IQCK	0.62875
C16orf14	1.17025
CAPN3	-1.265
FAM43B	-0.8155
RECQL	-1.39075
AP1G1	0.285785714285714
CTNNBL1	0.368333333333333
ECHDC1	0.0341666666666667
SMARCC1	0.7073
FOXQ1	1.12225
GNAI3	-0.255
POLG2	-1.458
CD4	0.702125
ITLN1	5.65275
EBI2	1.582
IRF1	0.748
PTPRE	2.4321
PTK2B	-0.13825
NXNL2	-2.7145
SOX4	1.51138888888889
TSPAN3	1.36
SH2D1A	-4.87316666666667
C8orf58	-0.9615
USP20	-0.74475
DUSP22	-1.22966666666667
CALB1	-1.7258
L3MBTL2	-0.0791666666666667
MCRS1	-0.077
TMEM118	-1.54566666666667
C18orf8	-0.658
FLJ10241	-0.193125
GJA12	0.372
PKD1	-0.0861666666666667
ZFP3	0.261
JAM3	-1.495375
LAPTM4A	0.3332
DIRC2	0.2295
KIAA2022	-2.6345
MYOM1	0.8845
TRPM8	-3.16966666666667
MOP-1	1.32275
PHKG2	0.15325
ZNF650	0.4955
KIAA1522	0.129625
PSG8	-1.04966666666667
DDX19B	0.0155
MOBKL1B	0.0825
DIAPH2	1.645
PTPN12	-0.53675
CLN8	-0.1789
CRYZL1	-1.43283333333333
CRY2	-0.232
FCGR2B	1.42716666666667
PNPLA4	0.653875
ZNF454	0.752
DKFZp434B1231	0.174
CLDN11	0.323555555555556
RFWD2	0.389333333333333
CIB2	0.811333333333333
MXRA8	2.12175
HRK	-1.33225
MAML2	-0.2265
C4orf31	1.12025
C6orf192	-0.57525
COG6	1.117
FAM5B	-0.6425
NFATC1	-1.2785
SEPT10	-0.12925
SCYL1	-0.6423
RPP40	-0.0465
SCOC	-1.0587
KIAA1450	0.102
CTDSPL2	-1.00425
TBX5	0.269166666666667
NAPG	0.023875
RHD	-6.10325
C14orf45	-1.03533333333333
ZBTB22	0.345
PLCG1	-0.31
ANKRD10	0.09425
AQP7P2	-0.44375
TAGLN2	-0.182666666666667
HTR2C	-1.586
SLC16A7	-2.17416666666667
C17orf83	0.787
TSGA14	0.129
MDH1	-0.60925
PPP3R2	0.197666666666667
DCBLD2	-1.44992857142857
RBM33	1.0325
DPH3	-0.61975
SYT10	-1.27466666666667
FMO4	1.15475
THYN1	-0.088
DRD5	-1.6735
OTOR	0.102625
PGRMC2	-0.4919
KATNAL1	-1.222625
PAQR6	-2.95225
UBE2I	0.3815
C14orf28	-0.252
C8orf70	0.56475
FLYWCH1	-0.528375
ANGPTL3	-0.7395
GLRX2	-0.246333333333333
ATP11A	0.402357142857143
ARL5B	0.906625
MUC16	-3.391
SLC25A5	-0.506285714285714
ACRC	-0.487
MYO1C	0.018625
FAM89B	0.618333333333333
FAS	-0.468375
KIFAP3	0.031
GLRA2	0.6105
BTN3A2	0.3972
CNKSR3	0.165625
CSTF3	-0.761333333333333
ARPM1	0.67825
KIAA1530	-1.067
C9orf150	2.02583333333333
PRKCI	0.31775
tcag7.1015	-0.76325
SOD3	1.92
ZNF574	0.74775
CYP21A2	-0.48425
RPL12	0.50525
COMMD2	-1.27775
WIZ	-0.2945
LOC344405	-0.317
ALDH4A1	-0.324647058823529
CRYAB	2.399
COPA	-0.4429
PCDHGA7	0.434333333333333
KIF11	-0.771333333333333
RASD2	-0.302875
SLC26A3	3.283
ZNF175	-1.003
JAKMIP2	-1.84125
C8orf4	1.71016666666667
PTHLH	-0.1275
SLC40A1	1.90883333333333
OR7D4	0.680666666666667
PCDHB17	0.0625
CD36	-0.0922857142857143
C6orf203	1.1328
PRKG2	0.535
LOC400566	2.315
ANAPC13	0.2475
SLCO3A1	0.40175
ZNF692	-2.1835
FANCL	-0.7595
SH3GLB1	-0.25425
C12orf61	-0.95
KBTBD6	0.39875
SUPT5H	0.1465
XRCC6	-0.8464
HUS1B	-0.7057
FAM133B	0.157142857142857
LOC728276	-0.374
KCTD18	0.74975
SOS2	0.659333333333333
CCDC99	-1.39525
C1QTNF5	4.137
NNAT	0.675833333333333
USP16	-0.386
LARS	-0.696125
ZBTB2	0.40625
ABO	0.665666666666667
TRAF3	0.52225
GALNT5	0.5215
NAP5	-1.42225
ALG14	0.8245
KIAA0515	-0.448076923076923
WDR75	-0.557333333333333
TEX261	-0.137833333333333
LY86	-0.9875
LOC389072	-0.002
FLJ13611	-0.262
MRGPRX2	0.183
SNRPA	-0.28625
OR2G2	0.301
GPRASP2	-0.43475
C7orf42	0.6231
C9orf163	0.3805
CYP11B2	0.28
FCRL3	0.379
PRDX1	-1.02475
FGB	-7.059
COX17	0.591833333333333
C16orf33	-0.67225
PIWIL1	0.337166666666667
FOLR1	-1.35716666666667
KIAA0082	0.09625
FREQ	-0.268833333333333
TMCC2	-1.626
TCF12	-0.2
ZNF721	-0.18125
FAM130A2	0.1275
POU4F1	-1.753
SNRPF	-0.121875
SGIP1	1.44816666666667
ZNF641	-0.127333333333333
EMG1	0.074875
PRRG4	2.338
HIRA	-0.698
MYNN	-0.366333333333333
AEBP2	-0.595416666666667
TBXA2R	0.182833333333333
ISL2	-1.2192
PCDHB11	0.8035
RNF144A	-1.657875
MARCH5	-0.046125
DULLARD	-0.800666666666667
DCLRE1B	0.0111666666666667
ITGA8	0.82325
TP73	0.054375
PRKCD	1.421
NDUFB4	0.12925
ATP13A4	0.2555
ANTXR2	-0.8005
COL4A3	-0.904666666666667
MYO10	-0.0505
SLC6A18	0.474
PEX1	0.0975
TMEM74	-0.696333333333333
RBM19	0.5375
TAPBP	0.33005
RUNX1	-0.19475
MID1	0.989333333333334
GPR64	-2.58183333333333
RASEF	2.2985
GABRG1	-0.15775
MYO16	-0.73775
DBF4	-0.720833333333333
TSHZ2	0.7165
RIPK2	-0.207625
PPTC7	0.0556666666666667
KIF4B	-0.46
LRRC31	3.7115
ZNF540	-0.459
EFNB3	-0.234333333333333
LOH12CR1	0.729125
STON2	0.2675
GLP1R	0.0425
CSTF2T	1.605625
IREB2	-0.599125
GRSF1	-0.63025
PDCD7	-0.328833333333333
LRRC43	-1.052
CNR1	-0.355666666666667
IL1F7	0.2545
C12orf64	-0.49625
FAM69B	-2.938
NR2E1	-2.32116666666667
MS4A6A	0.6323
FTL	-0.7232
C7orf36	1.80575
PCLO	1.241
DYRK2	1.305
ARIH2	-0.068125
SAMD7	-0.1345
SCNN1D	-0.4955
SLC32A1	-1.21728571428571
C22orf25	-1.21783333333333
MRPS18A	0.6727
GPR112	-0.5125
EARS2	0.205
ERN2	2.7485
ATPBD3	0.892166666666667
PRH2	0.3875
CDKN2D	-0.389333333333333
PGLYRP2	-1.0955
TRIM40	0.500333333333333
SEC14L3	0.2485
SLC22A1	0.31075
BTN2A3	0.38725
RASA4	0.48325
CCNL2	-0.939416666666667
MYBPC3	1.003
GJA4	2.0535
CDC42SE1	-0.873
TRPV2	-1.295
MYPN	-3.00088888888889
SIM1	0.6195
CDADC1	0.792166666666667
ZFHX4	-0.684
NIBP	0.872666666666667
ADAMTS19	-1.938
ABTB2	-0.44675
TSPYL2	-0.776875
EIF2S3	-0.2065
SOX30	-0.6855
AP2A1	-0.3455
DKFZP564O0523	0.0318333333333333
LOC285398	-0.39375
CDH18	-4.585
CHL1	0.554571428571429
GATS	-1.0545
TBC1D2B	-0.0168333333333333
OR1J1	-0.7695
GSN	0.944
DPCR1	0.22225
GARNL4	0.318833333333333
SMARCA5	-0.72125
PLEKHG3	1.08633333333333
ZBTB45	0.819
FRMD6	-1.98366666666667
PLS1	2.86366666666667
DGKZ	0.747833333333333
EFNA1	1.2322
WDR85	-0.1615
ANK2	-1.432
PAGE4	-0.922
SENP6	0.984666666666667
AKR7A2	-0.859
FKBP10	0.2355
VEGFC	-3.02566666666667
LARP1	0.21075
SRBD1	0.107
ITGB6	2.623
SLC1A2	-1.60466666666667
INVS	0.237
MPO	1.1805
MOBKL3	-0.1636
CUTL2	-2.47428571428571
KLK2	0.231166666666667
VIM	-2.46725
REG1B	5.49616666666667
PCDHGC4	0.74575
C3orf34	-1.129
SUMO3	-1.3485
CST9L	-0.41875
MLL4	-0.197
SPR	1.31633333333333
SAMD9L	-1.209
ABCE1	-0.20025
SUPT3H	-0.464
ACTBL1	-2.09275
ADAMTS4	0.827666666666667
SLIT3	2.236
RHEBL1	-0.611
NPM2	0.4305
MAN1C1	-0.777875
KIAA1856	0.878583333333333
HSPA6	-0.293
LOC388152	-0.689
C10orf140	-1.768
ZDHHC12	0.966
LIN7A	-1.0065
PHC2	-0.258416666666667
SPHK1	-1.168
TRIM26	0.4170625
FAM83E	2.7325
C18orf24	-1.60916666666667
ZNF578	0.4245
ORAI1	0.17475
