Hybridization REF	TCGA-AA-A01D-01A-01R-A00A-07
OR6C4	0.16
PSCD4	1.6245
DPY19L2P2	-0.0985
TRAPPC6A	0.666166666666667
C21orf2	-0.695166666666667
CEMP1	-0.093
LIN7B	0.5155
E2F7	-1.56033333333333
VCP	0.2355625
LAMA3	1.447
BGN	1.77275
GPR160	1.4635
COCH	-4.45
GPR81	0.6345
APOBEC3F	-1.74275
tcag7.1017	-1.0095
C1orf32	0.2485
SCGB1D2	-0.87775
FLJ43987	-0.737
C6orf170	-0.88
KLK9	0.3805
GPD1L	-0.191625
VPS37B	1.817
ATG3	-0.387333333333333
ADAMTS17	-0.4495
KLHDC2	-0.209833333333333
NDUFV2	-0.08875
BLK	-2.39875
MATN4	-0.9075
GPM6A	2.22225
GBP4	3.05116666666667
TMEM162	0.319833333333333
PKP2	2.489
HRASLS	-3.92833333333333
MMP1	2.38075
SFXN3	-0.2656
FSD1	-1.93383333333333
ST6GALNAC3	-0.956833333333333
CA12	0.7981
NCOA6	0.608
C19orf58	-0.8957
PPP4R1	0.504166666666667
MAN1A2	0.627333333333333
IKBKAP	-1.26925
UPF1	-0.3095
KIAA1219	0.09025
WNT16	0.4715
SNW1	-0.00137500000000001
IL18RAP	2.84575
RPP30	-1.171
CDC40	-0.686785714285714
SETD3	0.8395
SLAMF6	0.00275
ELK4	0.0685
TRIM47	-0.188333333333333
ACOX3	0.6635
TRIM6	-1.4645
KIAA0372	-0.981833333333333
TP53AP1	-0.209125
SMURF2	-0.96425
ADAD1	0.36925
EBP	-0.0186
KRTAP13-2	0.008
FLJ36874	-0.564
TOR1A	0.174333333333333
P2RY4	0.7695
GPBP1	-0.59
TRPV1	-0.4005
ADAMTS12	-0.7412
PES1	-0.3881
ATG4A	0.613666666666667
MAGEA10	-5.4085
WFS1	1.837
CC2D1B	-0.533166666666667
PABPN1	0.510375
SLC25A30	0.80075
SLCO1C1	-0.1834
SLC22A5	0.45
KIF23	-1.59616666666667
SYN2	-0.237
ASPN	7.30483333333333
CENTG2	0.42125
QSOX2	-0.7381
FLJ10815	0.398666666666667
STK24	1.2440625
SPEG	0.6623
STK10	-0.229333333333333
DACT2	0.636
AAAS	-0.75975
SSX3	-1.390875
ABCD3	0.0641
C4orf12	-1.1895
PARVG	1.03966666666667
FIG4	-0.357
C9orf46	0.942
TMCO6	-0.671
IGHMBP2	-0.86125
DUS2L	-0.456333333333333
FAM3C	0.05875
TMEM16D	-0.220625
DCTN4	0.317
KCNH3	0.31525
EIF2AK2	0.28675
AP1S3	0.679375
CST4	0.7735
PAM	0.19525
NUTF2	-0.54375
CITED2	-1.1701
SLC39A4	2.883
C2orf52	-1.7225
GRM3	0.0265
C12orf49	0.9555
CCDC49	-0.7134
GRAMD1B	0.921166666666667
FNDC4	0.3355
SIAH2	-0.332875
GDPD4	-0.2555
C21orf87	0.166875
ATP5A1	-0.6415
C16orf63	-0.90475
LOC388135	-0.542166666666667
ATP5J2	0.01975
MMP3	2.8555
EMID2	0.1375
CRHR1	0.11125
WDR70	-0.12575
C13orf31	1.983
ZFAND1	0.8205
CCL18	5.68333333333333
C3orf49	-0.236
RINT1	-0.759
KIAA0408	-1.38883333333333
F13A1	2.9672
SLC10A1	0.0281666666666667
OGN	2.0765
GIPC2	3.07166666666667
XPO6	-0.613666666666667
LCE1A	0.8345
FMR1	0.0127
LOC374920	0.394
DUSP3	0.3015
ANKMY1	-0.53225
C7orf50	-0.96625
BBS9	-0.8992
UNC119B	0.2305
C9orf72	0.268375
MGC35440	-1.048
ENTPD6	1.155875
PPP1R2P9	1.10166666666667
ERCC4	-0.0415
FAHD2B	-0.6075
HMHA1	-0.4515
HACL1	-0.57225
RAD23A	-0.877333333333333
FAM83B	0.5135
PPP5C	-0.0946666666666667
RNASEH2C	-0.5675
C9orf153	-0.43325
SCAMP4	0.147
GHITM	0.167
NDUFB7	-0.2295
ADCYAP1	0.705
SP110	0.619
MAP3K7IP2	-0.22525
DHH	0.2535
AGRN	0.343285714285714
WDR33	-0.0196666666666667
CEP290	-1.51816666666667
PRPS1L1	-2.08366666666667
KLRA1	-1.0515
GPR97	0.07
CHD7	0.12775
TLR10	-0.166
SLC30A8	-1.0555
HIC1	1.24666666666667
IAPP	0.5755
RXFP4	1.5285
GP1BB	1.0925
SHQ1	-0.0345
NKX2-3	0.999833333333333
API5	0.20975
FTHP1	-0.288
MOV10L1	0.7105
TRIM6-TRIM34	1.52383333333333
ADHFE1	-1.24925
FAM117A	-1.3815
DDI1	0.349166666666667
CDON	-0.791
TRIM73	-1.254
IGKC	1.6135
MMP14	0.83175
DYNC1LI1	-1.01925
C11orf66	-0.22
TRBV3-1	-1.586
FASTKD5	0.76275
BIVM	-0.16075
LHX4	-0.13825
CXCL2	3.2677
RAB2B	-0.497666666666667
IZUMO1	0.4035
MAP3K15	-1.99016666666667
FAM19A2	-0.0208333333333333
ZC3H8	-0.481333333333333
ZMAT1	-0.85275
SPINK5L3	-0.612666666666667
SLC10A6	0.444
APPL2	0.628125
CARD10	0.763333333333333
LOC402176	1.2165
EEF1D	0.7584
RAB6A	0.1783
C12orf5	0.024875
PAPOLG	0.232
MSRB2	0.64775
BCR	0.756833333333333
PUS3	0.20175
TIAM2	0.649
ZNF317	0.025
CHD2	-0.118928571428571
FZD5	1.4125
NUDT8	0.73375
ZNF763	-0.2825
PRC1	-1.61722222222222
ABCB9	0.143166666666667
SPATA3	0.855
TRAK2	0.004625
STAB1	3.2185
LRRTM2	0.255833333333333
psiTPTE22	1.18925
DBI	0.327
SERPINA11	-4.04375
NAT5	-0.141
C20orf58	-0.036
RPS6KA4	0.149166666666667
FLJ90650	-0.52075
TGFBRAP1	0.0885
CHRDL2	5.284125
FAHD2A	-0.402666666666667
CNTN1	-0.998
BBS4	-1.4837
TMEM181	0.4775
MINPP1	-0.91925
MPHOSPH6	-0.2645
HOXC10	-1.8006
ITPKB	-0.180625
CLPTM1L	0.196875
MEOX2	-0.442833333333333
ATP6V0C	0.82825
PRPF8	-0.9055
TMC5	5.0055
FKBP3	-0.436
PLEKHB2	0.184625
OR4D6	0.1695
ZNF544	0.2359
D2HGDH	-0.348625
RPL18A	-0.1658
HEL308	-0.36975
MPP6	-3.62475
TCERG1	-1.38825
KRT16	-2.33833333333333
KLF17	-1.31
KLF5	4.90875
CDR1	1.015125
VCX3A	-4.173
FBLN2	1.29825
C14orf104	0.4005
HBE1	-5.868
OR4S2	-0.752
C1orf108	-0.3445
ROBO4	3.50016666666667
CPEB4	-0.084625
C11orf80	-1.45933333333333
BCKDHA	-0.0138333333333333
MYOC	1.28875
GIF	0.5125
CKMT1A	3.104
RPL3	0.2733
THBS1	1.542
APOO	-0.67325
ARMCX1	-0.40275
HSZFP36	0.5555
SNAPC5	-0.2915
EIF4ENIF1	0.542
ZNF433	-1.3445
TNFRSF21	1.135625
TMPRSS7	-0.428
SPATA18	0.4996
HPDL	0.2075
MKL2	0.1511
TBX3	-0.0836923076923077
C21orf93	0.524833333333333
DAXX	-0.17075
ELMO1	-0.16375
RGS13	0.9715
TAF11	-1.2045
UNC13A	-2.0215
LOC653314	-0.5432
ORC3L	-1.48875
IMAA	-1.2025
TARBP2	-0.41175
CABIN1	0.1199
TRIOBP	0.4555
HIST1H2AC	1.522375
RGS22	-2.619
NCOA1	0.6115
IL25	0.216
SNCG	-0.0145
GPR6	0.4065
AMDHD1	-2.3195
CHEK2	-0.3935
C6orf142	-0.0715
DRD4	0.784
C14orf68	-0.2105
GDF11	-1.871
SEMG2	2.462
CD247	-1.4955
CDAN1	-0.79225
RBMX2	0.128333333333333
TGS1	-0.39975
OIT3	2.588
SYF2	0.15225
MCM4	-1.16075
PKHD1L1	0.124125
CEP192	-0.325666666666667
IFT88	0.8795
RPL9	0.554857142857143
RAB32	-0.873125
DDX43	-2.518
P2RX2	0.415333333333333
OR5D18	0.288
UBE1	0.0544166666666667
SLC24A1	0.014375
ARHGAP5	1.24975
CETP	-0.98
KIAA1731	-0.76
SLC9A4	0.3585
PTPN6	1.17825
BAHD1	0.20175
GRIK3	-0.0735
CACNB2	-0.5159
PDE10A	-0.49675
DGCR14	-0.58425
PCDHB9	-1.44683333333333
RHOQ	0.00783333333333334
MAP3K4	-0.2775
KTI12	0.207666666666667
RPL23AP13	-1.21075
GNG11	-0.456
CLCN3	0.716333333333333
GPAM	-0.97575
VSTM2A	-0.2
SLAMF7	2.64466666666667
INTS2	-1.35975
PPP2CA	-0.8624
LRP12	-0.190733333333333
SEC14L2	1.24544444444444
DKFZP586H2123	2.311
MC3R	0.056
CIRH1A	-1.10733333333333
HIST1H2AB	0.3925
POLH	-0.8785
MGC16703	-2.714
SNAPC2	-0.918
FILIP1L	2.68
RASGRP4	0.73
LRRC1	2.10825
GAS1	-0.24575
PRAC	1.7795
DGKA	0.357333333333333
NT5C3	-0.44775
PEG3	-3.86825
NADK	0.0615
PRR17	-0.027
LOC374569	0.28625
SGSH	-0.328166666666667
NLRP8	0.189
GALT	-0.1469
MCF2	-0.6505
ZNF263	0.09975
TACSTD1	3.62333333333333
TYR	-6.9962
ATP6AP2	0.281
RNUXA	-0.422
ABHD10	0.3783
GDPD2	1.10175
SLC35C1	2.0545
UBE2A	0.652375
HERC5	-2.27166666666667
FAM112B	-5.8525
FBXL16	-2.63075
DKFZP434A0131	-0.2665
ELA3A	0.2725
RBM41	-0.713625
HAO2	-0.1245
RNH1	-1.166
SHANK2	0.861166666666667
OSBP2	-1.418875
DAK	-1.161
C3orf58	0.102
TCL1B	-1.192
KBTBD2	-0.34075
SUGT1L1	1.07025
UBE2E2	-0.839666666666667
MYL9	3.374625
CDC23	-1.324
PBXIP1	1.2891
CXorf40B	-0.0585
NBL1	2.158
RTBDN	0.456
RAB11FIP5	-0.82075
TTTY13	-0.0245
SCOTIN	-0.33225
SOHLH1	-0.8435
CDKN1A	0.479571428571429
NCK1	-0.439
ZNF550	-0.72925
SAPS3	0.176083333333333
SPIN3	0.551333333333333
MAGEE2	0.0585
MIS12	-0.8075
OR8H2	0.549
KIAA0774	-2.20816666666667
UNC5D	-1.226
CUL7	-0.964
LIPC	-2.06366666666667
DIO1	-1.55475
C20orf11	1.4419
CTRL	-0.55175
HS3ST2	1.84925
PAK4	0.6205
CCRL1	2.62175
RNF10	0.306625
ZNF567	-0.59725
ZNF660	-2.846
TCEAL3	-0.8095
MAGOH	-0.558333333333333
CENPB	0.525333333333333
C19orf7	0.314
LOC388965	-0.6905
ZCCHC13	-0.677
JMJD1A	-1.3215
HIST1H4H	1.6635
TBRG1	-0.1418
GPC3	-5.442125
TAF1C	-0.60025
EBNA1BP2	-0.906
CIAPIN1	-0.11375
PDGFRA	0.0426111111111111
CSTB	0.526875
CENPI	-1.53283333333333
GTF2E2	0.125
RPP21	-0.0535
CCNF	-1.00283333333333
KCNQ3	0.459
FAM79A	2.12325
SLC22A12	0.6935
NOVA1	-1.18383333333333
FZD3	0.6392
AKAP8	-1.00825
SOCS5	-0.059
CFDP1	-1.10975
DLG5	-0.69225
PGM5	1.91841666666667
C1orf144	0.42325
HDAC10	-0.466
RND2	-1.17175
C20orf199	0.92125
RNMT	-0.347875
SLURP1	0.861875
ASTN1	-0.617285714285714
SH3BGR	-0.00775000000000001
MYCL1	0.216375
ZHX1	0.639333333333333
CENPK	-2.25125
FOSB	3.2745
LOC643406	-0.302125
C2orf59	-0.80025
TMEM135	-0.76525
SLC27A2	0.558
KRT33A	-0.3075
OVOL1	1.894875
PAMCI	-1.378
S100A7	-0.9805
ZNF789	0.0215
HARS2	-0.16075
RPL23A	-0.734166666666667
TCF23	2.10075
UPF3B	-0.684625
C17orf78	3.3455
HLA-DOB	-0.0606666666666667
C14orf142	0.294
TEKT5	0.599666666666667
DMWD	0.3385
POLD1	-1.22516666666667
GSCL	0.107
CALD1	0.6855
SCRT1	0.6585
AIG1	0.30875
UNC84B	-0.52525
ZNF404	-2.4535
TMED6	0.37625
KIAA1462	0.071
LRRC27	0.219333333333333
PYGO1	-0.013
PIGU	-0.185333333333333
ALAS2	-4.50666666666667
WRNIP1	0.113125
CNNM3	0.4675
ZNF2	-0.43575
ST3GAL5	-1.27116666666667
MRPL23	0.9615
TSSK6	0.17225
PSMA6	-0.46675
C16orf70	-0.08875
KIAA1602	-0.5025
ALMS1	-0.920666666666667
DCN	1.659375
TMEM132D	-0.378
SUCLG2	1.1605
ABHD14A	-0.25675
DEXI	0.370166666666667
AMPD2	0.0946666666666667
IFNAR2	0.418833333333333
CYB5A	0.9589
TLOC1	0.36985
NXF5	-0.493
NRBF2	-0.086125
KCTD3	0.61125
ITGAE	-0.853
SLC30A3	-1.8875
ZRF1	-0.738
IFRD2	0.376625
XAB1	-0.1925
PYCR2	-0.873833333333333
SERPINB3	-4.1685
TMLHE	0.707
GEFT	0.069
ABCA5	-0.234125
EMR4	0.243666666666667
TSFM	0.03975
HIST3H2BB	0.68125
ARHGEF19	-0.331
TSPAN17	-0.123666666666667
ABCC8	0.694
MAP1S	-0.0533333333333333
C22orf36	0.06125
BNC2	-0.362357142857143
HIST1H4A	-1.04525
NDUFS3	-0.034
WDR3	-0.0893333333333333
XKR4	0.235
TTC33	-0.5075
STMN2	4.28725
CPN2	-1.047
HSPC105	1.36
PCOLCE2	-4.54925
C3orf55	-0.7715
KLHDC9	0.593166666666667
TBC1D23	0.288
ATXN2L	-1.43
MAP2K3	1.63008333333333
SCAP	0.56425
ZNF486	-1.17866666666667
C20orf96	0.141
NARS	-0.10575
ADAMTSL1	-0.643142857142857
PRCC	0.0435
CCDC126	0.492083333333333
ZNF675	-1.61425
CALCOCO1	0.541
ANKRD43	4.7455
CWF19L2	0.0171666666666667
ZBTB32	1.41783333333333
BRAF	-0.569
ODF4	0.26975
MGC14376	1.22883333333333
HORMAD1	-3.07116666666667
AAK1	0.0195833333333333
PEBP1	0.701583333333333
TNFSF5IP1	0.4935
DKFZp564N2472	-0.046
RMND1	-1.106
IGKV1-5	1.817
COL1A2	2.62658333333333
SERPINA5	-5.015125
AANAT	0.741
C19orf21	3.72216666666667
GEMIN5	-0.75475
UBR4	0.177833333333333
LTBP3	0.48
AMHR2	-2.9635
PROCR	0.777
MYBBP1A	-0.89225
C20orf39	0.666333333333333
ZNF697	0.385125
PASK	-1.447
ZNF776	0.369833333333333
RFXDC2	-0.43275
KIAA0467	-0.04625
C10orf96	-1.174
ZNF503	-0.29025
GULP1	-1.02708333333333
KCNE4	-0.453333333333333
DKFZp434K191	-1.616875
LOC196913	-0.421
BHLHB4	1.1655
CH25H	3.4355
LOC81691	-2.33066666666667
ALPL	-0.196142857142857
COL12A1	2.186125
FOLR3	-2.34683333333333
GPR123	0.047125
TRIM62	-0.200214285714286
ABLIM1	0.780833333333333
MAST3	-0.01575
RHBDD1	0.2035
LOC338809	0.469
RYBP	0.27725
TTC26	-1.34575
ZNF22	-0.144166666666667
ISCA2	0.2085
RDM1	-2.55675
PIGM	-0.103
GNB3	-0.9725
ACTR2	0.2235
HMGB1	0.9045
EDG1	2.55516666666667
SOAT2	-0.88175
OR10AD1	-0.8605
RAP1GDS1	0.28425
LCE1F	0.3835
ESM1	-1.889875
RCN3	2.27925
CREBL1	-0.27375
DBNL	-0.24
PTGER3	1.410625
USP30	0.2435
BCL2L12	0.15
KIF26B	2.35025
ZNF416	0.921
ZNF225	0.0105
C17orf70	-0.86325
ZNF554	-0.5485
RAE1	-0.109833333333333
TNIK	1.507
ACTN3	0.9985
MGC45922	1.052
CCNA1	3.40883333333333
RYK	0.408333333333333
IL26	0.2545
LRP3	0.516
QARS	0.38825
SOX7	1.69614285714286
BID	0.675125
OR2S2	-0.2095
CXCL14	4.04025
C11orf47	-0.249
MGC29891	0.218166666666667
HSPB8	0.818
PRDM14	-1.8575
NUFIP2	0.4985
MNAT1	-0.209875
ZDHHC2	0.288
MBNL2	0.10625
ADD3	0.51475
CSNK2A1P	-0.92375
KLK6	3.919
TMEM111	-0.1124
KIAA1279	-0.13875
NUBP2	-0.5545
RAB42	-1.575
ID3	-1.1087
TM9SF1	0.32425
MDP-1	-0.535
POU4F2	0.032
IQCK	-0.506
C16orf14	0.6075
CAPN3	-1.83825
FAM43B	-0.6295
RECQL	-1.7795
AP1G1	-0.0301428571428571
CTNNBL1	-0.5505
ECHDC1	-0.667333333333333
SMARCC1	0.0448
FOXQ1	1.28275
GNAI3	-0.892333333333333
POLG2	-1.87075
CD4	1.234
ITLN1	5.3885
EBI2	4.1195
IRF1	0.68975
PTPRE	2.6189
PTK2B	-0.15925
NXNL2	-2.888
SOX4	-0.236222222222222
TSPAN3	2.22
SH2D1A	-4.07
C8orf58	-0.777333333333333
USP20	-0.2485
DUSP22	-0.822416666666667
CALB1	-0.4775
L3MBTL2	0.690083333333333
MCRS1	-0.19725
TMEM118	-2.57333333333333
C18orf8	0.521166666666667
FLJ10241	0.4995
GJA12	3.35925
PKD1	-0.397166666666667
ZFP3	0.549
JAM3	-1.24
LAPTM4A	0.471
DIRC2	0.35775
KIAA2022	-0.895833333333333
MYOM1	1.45783333333333
TRPM8	-2.35433333333333
MOP-1	1.22475
PHKG2	-0.316375
ZNF650	0.56125
KIAA1522	1.08175
PSG8	-1.4255
DDX19B	-0.767
MOBKL1B	0.217
DIAPH2	1.17066666666667
PTPN12	0.06575
CLN8	0.1758
CRYZL1	-0.735333333333333
CRY2	0.33075
FCGR2B	3.58583333333333
PNPLA4	0.946625
ZNF454	-0.4935
DKFZp434B1231	0.215
CLDN11	0.1858
RFWD2	0.8935
CIB2	1.742
MXRA8	2.304125
HRK	-0.843
MAML2	-0.627
C4orf31	-0.649
C6orf192	0.5145
COG6	1.47175
FAM5B	-0.18375
NFATC1	0.66
SEPT10	-0.18225
SCYL1	-0.5821
RPP40	-1.30675
SCOC	0.6482
KIAA1450	1.60575
CTDSPL2	-0.7965
TBX5	0.468
NAPG	0.43925
RHD	-4.283
C14orf45	-0.340166666666667
ZBTB22	-0.0235
PLCG1	-1.209
ANKRD10	0.461875
AQP7P2	0.17925
TAGLN2	-0.242666666666667
HTR2C	-1.4832
SLC16A7	-1.93266666666667
C17orf83	-0.07925
TSGA14	-1.321
MDH1	-0.60525
PPP3R2	0.3424
DCBLD2	-2.32878571428571
RBM33	0.524625
DPH3	-1.1645
SYT10	-1.21916666666667
FMO4	0.679375
THYN1	-1.02825
DRD5	-1.7735
OTOR	0.418875
PGRMC2	-0.0213
KATNAL1	-1.742125
PAQR6	-3.23325
UBE2I	-0.3915
C14orf28	0.10425
C8orf70	-1.1025
FLYWCH1	-0.767125
ANGPTL3	-0.931
GLRX2	0.0638333333333333
ATP11A	1.26792857142857
ARL5B	0.02275
MUC16	-2.73475
SLC25A5	-0.281285714285714
ACRC	-1.01675
MYO1C	0.080625
FAM89B	-0.129833333333333
FAS	0.49675
KIFAP3	1.14775
GLRA2	1.1425
BTN3A2	-0.2215
CNKSR3	0.8925
CSTF3	-0.763333333333333
ARPM1	0.92075
KIAA1530	-0.9735
C9orf150	1.93266666666667
PRKCI	0.30725
tcag7.1015	-0.61575
SOD3	2.41225
ZNF574	0.993
CYP21A2	-0.6245
RPL12	0.5385
COMMD2	-1.30675
WIZ	-0.696
LOC344405	-0.94625
ALDH4A1	0.892235294117647
CRYAB	2.6635
COPA	0.3125
PCDHGA7	0.448
KIF11	-1.33409090909091
RASD2	-0.143125
SLC26A3	3.96
ZNF175	-0.2765
JAKMIP2	-1.227125
C8orf4	2.531
PTHLH	0.8715
SLC40A1	2.857
OR7D4	0.450166666666667
PCDHB17	0.565
CD36	2.368
C6orf203	0.6061
PRKG2	0.604
LOC400566	1.56325
ANAPC13	0.2435
SLCO3A1	-0.79175
ZNF692	-1.8645
FANCL	-0.88
SH3GLB1	0.09675
C12orf61	-0.293
KBTBD6	1.026
SUPT5H	-0.054875
XRCC6	-0.5809
HUS1B	-0.8688
FAM133B	-0.0537857142857143
LOC728276	0.093
KCTD18	0.331
SOS2	0.905666666666667
CCDC99	-1.69175
C1QTNF5	4.8875
NNAT	1.755
USP16	0.0575
LARS	-1.349875
ZBTB2	-0.026625
ABO	0.772666666666667
TRAF3	0.936
GALNT5	0.133
NAP5	-2.1255
ALG14	1.05583333333333
KIAA0515	0.0483076923076923
WDR75	-0.627833333333333
TEX261	0.45425
LY86	0.887
LOC389072	-0.6865
FLJ13611	-0.4915
MRGPRX2	0.2175
SNRPA	-0.575125
OR2G2	0.2945
GPRASP2	0.01875
C7orf42	0.7681
C9orf163	0.0125
CYP11B2	-0.0475
FCRL3	0.855
PRDX1	-0.3875
FGB	-6.9715
COX17	-0.329
C16orf33	-1.01
PIWIL1	3.4075
FOLR1	-2.50933333333333
KIAA0082	-0.0755
FREQ	-0.799666666666667
TMCC2	-1.50566666666667
TCF12	1.21708333333333
ZNF721	0.6795
FAM130A2	-0.22075
POU4F1	-1.932
SNRPF	-0.582625
SGIP1	1.6135
ZNF641	-0.228166666666667
EMG1	-0.46575
PRRG4	2.431
HIRA	0.25925
MYNN	0.116666666666667
AEBP2	-0.155333333333333
TBXA2R	0.187666666666667
ISL2	-1.2435
PCDHB11	-1.154
RNF144A	-1.206
MARCH5	-0.63425
DULLARD	-0.489833333333333
DCLRE1B	-0.580333333333333
ITGA8	-0.54675
TP73	0.24275
PRKCD	1.7505
NDUFB4	-0.507
ATP13A4	0.591875
ANTXR2	0.925333333333333
COL4A3	-1.3445
MYO10	0.0342
SLC6A18	0.50125
PEX1	-0.6085
TMEM74	-0.541833333333333
RBM19	0.3635
TAPBP	0.3565
RUNX1	0.34225
MID1	1.26775
GPR64	-2.23783333333333
RASEF	4.87425
GABRG1	-0.00312499999999997
MYO16	-1.52675
DBF4	-1.19133333333333
TSHZ2	4.40025
RIPK2	0.180875
PPTC7	0.334666666666667
KIF4B	-0.739
LRRC31	1.6205
ZNF540	0.0455
EFNB3	-0.2525
LOH12CR1	-0.17675
STON2	0.021
GLP1R	0.30225
CSTF2T	0.011125
IREB2	-0.541857142857143
GRSF1	0.701
PDCD7	-0.605
LRRC43	0.344
CNR1	0.629
IL1F7	0.288
C12orf64	0.22375
FAM69B	-2.05275
NR2E1	-2.05316666666667
MS4A6A	1.9511
FTL	0.6536
C7orf36	1.17275
PCLO	-1.1773
DYRK2	1.39475
ARIH2	-0.1425
SAMD7	0.1515
SCNN1D	-0.6195
SLC32A1	-0.78425
C22orf25	-0.887833333333333
MRPS18A	0.4761
GPR112	0.3745
EARS2	0.03575
ERN2	3.5125
ATPBD3	0.605166666666667
PRH2	0.1
CDKN2D	-0.528833333333333
PGLYRP2	-0.72125
TRIM40	0.79
SEC14L3	-0.332
SLC22A1	-0.4815
BTN2A3	0.08875
RASA4	0.93875
CCNL2	-0.829
MYBPC3	0.775
GJA4	3.10925
CDC42SE1	0.443375
TRPV2	-0.5175
MYPN	-3.9904
SIM1	0.3035
CDADC1	1.01025
ZFHX4	-1.04975
NIBP	1.46883333333333
ADAMTS19	-1.7465
ABTB2	0.7035
TSPYL2	-0.481875
EIF2S3	-0.2486
SOX30	-0.1225
AP2A1	0.251166666666667
DKFZP564O0523	-0.345166666666667
LOC285398	0.185
CDH18	-5.09775
CHL1	0.778875
GATS	-0.4992
TBC1D2B	0.361166666666667
OR1J1	0.7675
GSN	1.26516666666667
DPCR1	3.396625
GARNL4	-0.456833333333333
SMARCA5	-0.156
PLEKHG3	1.23633333333333
ZBTB45	0.593
FRMD6	-1.893
PLS1	3.797
DGKZ	0.9205
EFNA1	2.0465
WDR85	-0.35975
ANK2	-0.26475
PAGE4	-0.796333333333333
SENP6	0.6265
AKR7A2	0.261666666666667
FKBP10	0.6645
VEGFC	-2.12166666666667
LARP1	-0.336375
SRBD1	-0.531
ITGB6	2.32625
SLC1A2	-1.61283333333333
INVS	-0.726333333333333
MPO	0.60825
MOBKL3	0.113
CUTL2	-1.62675
KLK2	0.43725
VIM	-1.29475
REG1B	6.68516666666667
PCDHGC4	1.2695
C3orf34	-1.289
SUMO3	0.0756666666666667
CST9L	-1.3265
MLL4	0.11275
SPR	1.57366666666667
SAMD9L	-0.87875
ABCE1	0.211
SUPT3H	-0.911666666666667
ACTBL1	-2.33625
ADAMTS4	0.7305
SLIT3	2.8915
RHEBL1	-0.994
NPM2	-1.2475
MAN1C1	-0.062875
KIAA1856	0.98925
HSPA6	0.464
LOC388152	-0.0465
C10orf140	-1.22525
ZDHHC12	0.4285
LIN7A	-1.723
PHC2	0.421583333333333
SPHK1	0.12225
TRIM26	0.00756249999999999
FAM83E	3.597
C18orf24	-2.08766666666667
ZNF578	1.37783333333333
ORAI1	-0.07025
RUVBL1	-0.804
C7orf20	-0.2855
APAF1	0.269
SLC36A4	-1.7305
MYH11	5.92083333333333
NEK1	-0.5572
MPP2	-1.448625
C12orf24	-2.06025
TNK2	0.4123125
ZNF289	-0.2705
MATN3	-4.60385714285714
IFNGR2	1.26466666666667
ITPR1	-0.939125
EBF3	2.0931
TBC1D20	0.0695
OR10P1	0.3395
DDAH2	0.8105
SHPRH	-0.90625
STX7	-0.5585
LOC554248	-0.925
BCAR1	0.459
ATXN3	0.14475
TRIM27	-0.2275
CDC42EP2	1.133
CHP	0.567428571428571
SOX17	2.307875
ZNF259	-0.0476666666666667
CHCHD1	-0.279
ZDHHC19	0.345
GBP2	2.303
GARNL3	-0.098
MRC2	-0.73525
C1orf52	-1.0015
AOF2	-1.08633333333333
LRPPRC	0.2107
ACVR1C	0.0861666666666667
TM4SF18	1.53083333333333
TMEM169	-0.00933333333333333
PPP1R16A	1.329375
EBF1	-0.347166666666667
RRS1	0.877333333333333
SNX2	-0.79425
OR2T2	-0.105
RBX1	-0.756
ANKRD54	-0.512
TSNAX	-0.0526666666666667
TMEM83	-2.24625
ZBTB7A	1.258
ATM	-0.6605
LOC338328	1.47866666666667
TIE1	1.38983333333333
HIST1H3G	-0.279166666666667
PASD1	-4.98516666666667
TINAG	3.55075
PCDHAC2	-0.4635
LRRC15	-0.718
WBSCR17	-0.594
TFF2	5.18
PARP2	-1.1805
NDFIP2	1.77075
PCDHGB2	0.142
WDR60	-0.3505
MAP7D2	-1.25988888888889
USP45	-1.55225
GSDML	1.508
TNS1	0.4354
PLCD4	-1.1125
IQCD	-0.554333333333333
SMPX	3.75625
CD9	0.149333333333333
SRGN	1.512625
CASP7	0.91925
INOC1	0.392333333333333
DKFZp451M2119	-1.0435
VMAC	0.726
USP53	1.5425
CAMK1G	-0.367875
TMEM106A	-0.583
CDC20	-1.0806
ACSL5	2.50466666666667
CBWD5	-0.0865
C1orf87	-1.289
KIAA1274	1.96475
PRUNE2	0.545714285714286
LYPLA2	0.425166666666667
DOK6	-2.43433333333333
GPR149	0.11925
FAM30A	0.77825
TMEM129	0.25875
SLC35B3	1.453
ACPP	0.2583
LOC200261	null
SLC4A7	-0.5648
CCDC40	-0.892
GART	-0.97475
THOP1	-0.841
SCARB1	-0.8015
CACNA1F	-0.261
TRIAP1	-0.0245
SYT14L	-0.49
SFRS8	-0.3905
PBOV1	-0.22575
GOLSYN	2.30425
GJB7	-1.7105
CAMK2N1	1.95266666666667
GREM1	5.30325
FLJ20433	0.05975
QPCT	-2.47825
PRKAG2	1.23016666666667
H2AFX	-0.689875
C6orf154	0.90075
PLOD3	0.008
ZBTB39	0.061
WASF3	-1.38133333333333
DRG1	-0.5675
PRR4	-0.2055
SPCS1	-0.4075
KDELR3	0.9195
SRP19	-0.77
GABRA6	-0.105
MFSD1	0.61375
MMEL1	1.08925
PDXDC2	0.518
BUB1	-1.86144444444444
RNF138	0.156
MYLPF	-0.693666666666667
AIF1	0.768
DYNLRB1	-0.0188
HCN3	-0.5575
HIST1H2AI	-0.0805
MAP4K5	-0.0865
LASP1	0.4455
LOC130951	-0.1285
PLAA	0.6935
KRT6A	-3.108
