Hybridization REF	TCGA-AA-A00L-01A-01R-A002-07
NUDT12	0.8095
NCAM1	-0.232
GLIS2	1.1685
GGTL4	1.31025
DAPP1	-1.93475
ATF7	0.18825
KIAA0748	-1.57975
NFIL3	-0.0705
TM6SF1	-0.2576
SEZ6	0.244875
NANOS3	1.66633333333333
DNAJA3	0.255833333333333
CLDN6	-1.879
CIITA	0.9005
EPHA4	-2.58758333333333
FANCC	0.35225
CMTM3	-2.49625
PSG3	-0.25425
MRPL15	0.44525
C21orf59	-0.87175
PLCXD2	0.837
C2orf34	0.417375
UBE2L6	-1.30875
MED14	0.6365
HP1BP3	-0.3691
C6orf208	0.4655
TPBG	-2.443
OSR2	-2.8735
XPC	-0.5665
KLHL7	-0.0460833333333333
CCR3	-0.521166666666667
AGTPBP1	0.292666666666667
PCSK6	-0.3632
STAT5A	-1.2402
FAM18B	-0.66175
LONRF2	-4.30733333333333
PTPN2	-1.20925
SF3A3	-0.618166666666667
EFCBP2	0.0815
HCFC1	-0.562
AHNAK	-1.61745
ACTR5	-0.28175
KIF14	-1.57885714285714
TENC1	-0.53475
HEATR5B	0.4935
YIPF2	0.134166666666667
MYEOV2	0.172833333333333
DUSP18	2.508
KIAA1012	0.55675
AHR	0.733333333333333
C17orf53	-0.967333333333333
PTPRH	-0.01475
ATP6V1C1	-0.3656
TAS2R3	0.113
LOC440356	-0.239
COQ10B	-0.46825
PSMF1	0.481583333333333
SORBS2	1.47616666666667
NFE2L2	0.135
TMCO7	0.033
SH3PXD2A	-0.2002
SH2D2A	0.98575
SPINK5	0.085
MRPS24	0.64875
OPA3	0.837375
TRAF7	-0.121333333333333
C4orf35	0.117
MT1G	-0.924
MGC39545	0.52325
HS1BP3	0.8182
OR2B2	0.3325
CHRM4	-0.1595
SFRP2	-3.548
RIC3	-0.85
ART1	-0.3395
C6orf1	-0.65175
DUS4L	-0.7575
C10orf104	0.10075
TNFAIP6	-0.16525
RTEL1	0.07575
CCT4	-0.3263
ZNF709	-0.011
CHMP6	0.333833333333333
UPP2	0.3845
CYP19A1	-2.0865
CD151	-0.929833333333333
NDUFA13	-0.226333333333333
ARFRP1	-0.597333333333333
FAM26B	-1.286
CRYBA1	-1.8455
MRPL41	0.219666666666667
NPFFR2	-1.058
HRH2	0.3875
SCAMP3	-0.3075
MTMR6	1.2609
MTG1	-0.157
UBTD1	-0.64425
CRABP1	-2.0365
FLJ33790	-0.9134
KIAA1908	-1.52033333333333
GPR158	-2.08225
PACSIN3	-1.06033333333333
OMD	-0.441666666666667
CATSPER1	-1.00766666666667
HOXB8	1.952625
FBXO46	0.8195
OAS1	3.0405
SVIL	0.425
PHB2	-0.10925
ADCY3	0.2265
NDRG2	-0.0465
ERMAP	-0.2146
APBA2	-1.92816666666667
IGSF9	-0.127
WNT6	-0.332071428571429
MYCBPAP	1.0685
ATP2B2	-0.134
CPVL	-1.3385
TRAM2	-0.58775
NOP5/NOP58	0.02275
ZNRF4	0.03
TLK1	-0.078625
MTMR12	-0.272142857142857
ZNF384	-0.255166666666667
FAM9B	-2.46275
RPN1	0.3312
PMVK	-0.17075
EIF3D	0.3279
SIX2	-1.14175
HPS1	1.08635714285714
RNF7	-0.15075
PSKH2	1.0405
KCTD13	-0.335166666666667
CSMD3	-0.516
FBF1	-0.165
IL8	0.3795
SERPINB13	0.223583333333333
FBXL20	-0.21275
BLR1	0.50875
SH2B1	-0.466333333333333
RFNG	-0.051875
RAB20	1.818
RBM7	0.36175
POLR1A	-0.0561666666666667
TMPRSS4	3.38725
TAF9	-0.56175
TERF2	-0.150166666666667
TNFRSF1A	0.263833333333333
ACADVL	-0.967
GTF2H5	-0.27025
EDG8	-0.976166666666667
C9orf140	0.037375
UST6	0.76125
ZBTB8OS	-0.2375
ZNF710	0.825
GPR174	-1.894
ATP6V0A2	0.086
KIAA0319L	0.187333333333333
XKRX	3.7635
DOPEY2	-0.3552
SDHD	-0.0185
SUMF1	0.606
OSM	2.03225
OPN3	-1.1965
DAGLB	0.255333333333333
PPFIBP1	-0.2391
TRIM63	-3.595
C10orf53	0.376
LYPD3	-1.8585
BCL7A	-0.165875
AGER	-0.940333333333333
TCF19	-0.84975
SAT2	-0.301
PFTK1	-2.57316666666667
GABRE	0.293125
C15orf38	0.9434
FIS1	-0.461
KCNV2	0.486
CLPS	0.3795
PPCDC	-0.42125
FOXN2	0.972333333333333
NT5E	-1.2334
CD83	-0.328
IL18	2.006625
VPS16	0.5445
IGFBP2	-3.307
NOTCH2	-1.26275
SIGLEC1	0.50575
CD93	4.274
SULF2	-0.17525
CEP164	-0.22325
P53AIP1	0.114
TOR2A	0.4035
ZNF136	0.12175
MGP	-0.4211
CCDC144A	-0.902833333333333
TRPC1	-2.81366666666667
SMS	-0.720833333333333
MAPK7	-0.331166666666667
RRAGC	0.8105
PARD6A	0.385333333333333
NUB1	0.661333333333333
SYNGR4	0.506
OR11H12	0.2485
WIF1	0.325625
GCH1	0.34475
OR11H4	0.073
SLC44A5	1.0895
GPRIN2	2.24833333333333
LOC401431	-0.884
CPA4	-2.7134
MELK	-0.825888888888889
IL15RA	1.163
CUL3	0.7015
HMBOX1	-0.47525
PODXL	-3.0035
CCT6B	0.169333333333333
COMTD1	1.613
MUC20	4.53166666666667
GPX2	4.379
ITK	-1.61
FBXL5	0.444
C13orf27	-0.76525
DEFA5	6.5725
TRHDE	0.0615
MTP18	0.1595
UQCRQ	0.8372
ITGB2	-0.6245
CSRP2BP	0.65025
TAS2R44	0.5295
PHPT1	0.01925
FAM44C	-0.21
ERH	-0.77025
MPHOSPH1	-0.289
MORC1	-0.209
PARVB	-0.6045
LAMA1	-2.33541666666667
PGBD3	-0.394
GIMAP6	2.442
AREG	1.978
LIPT1	-0.606
MGC99813	-1.227
C1orf201	0.2185
GRIN2A	-1.1706
MAN2C1	-0.488375
NSUN5	-0.26625
SF3B5	0.1125
MYC	0.789375
NRXN1	-1.02427272727273
ZNF18	-0.1435
SPDYA	-0.74225
SLC37A1	0.7245
DECR2	-0.01875
ANKRD38	-1.279875
SPTLC3	-2.65725
SUPT16H	-1.1825
DTWD2	0.9125
ULBP1	-1.107
ZADH1	-0.365166666666667
OIP5	-1.30525
IL10RB	-0.0621666666666667
OTUB2	-0.691
VWA3A	0.0975
SPIC	0.381333333333333
OR6C4	0.0515
PSCD4	-0.208333333333333
DPY19L2P2	-1.1355
TRAPPC6A	-0.055
C21orf2	-1.2225
CEMP1	0.187
LIN7B	-0.4295
E2F7	-0.915166666666667
VCP	-0.24225
LAMA3	2.292
BGN	-0.2995
GPR160	2.03283333333333
COCH	-1.20866666666667
GPR81	-0.834333333333333
APOBEC3F	-3.184
tcag7.1017	-0.7595
C1orf32	0.422
SCGB1D2	-0.396
FLJ43987	-0.2245
C6orf170	-0.56925
KLK9	0.0685
GPD1L	0.976875
VPS37B	0.26325
ATG3	0.129333333333333
ADAMTS17	-0.3735
KLHDC2	-0.717333333333333
NDUFV2	-1.31375
BLK	-2.52475
MATN4	0.4105
GPM6A	-0.509125
GBP4	2.87383333333333
TMEM162	0.730833333333333
PKP2	2.03
HRASLS	-2.79766666666667
MMP1	1.46975
SFXN3	-0.503
FSD1	-1.48633333333333
ST6GALNAC3	-2.70416666666667
CA12	-0.9133
NCOA6	0.69925
C19orf58	-0.4074
PPP4R1	-1.16283333333333
MAN1A2	0.730166666666667
IKBKAP	-0.93975
UPF1	-0.0718333333333333
KIAA1219	0.0405
WNT16	-0.3146
SNW1	-0.909875
IL18RAP	2.39925
RPP30	-0.245
CDC40	0.082
SETD3	-0.163333333333333
SLAMF6	0.082
ELK4	0.459
TRIM47	-0.0328333333333333
ACOX3	0.925625
TRIM6	-2.227875
KIAA0372	0.219166666666667
TP53AP1	0.976
SMURF2	-0.22225
ADAD1	0.386
EBP	0.9934
KRTAP13-2	-0.2395
FLJ36874	-0.0868333333333333
TOR1A	-0.559666666666667
P2RY4	1.051
GPBP1	-0.36625
TRPV1	-0.0555
ADAMTS12	-1.127
PES1	-0.4334
ATG4A	1.31733333333333
MAGEA10	-3.96375
WFS1	-0.14275
CC2D1B	0.329333333333333
PABPN1	-0.238625
SLC25A30	-0.275
SLCO1C1	0.231833333333333
SLC22A5	1.52775
KIF23	-1.2895
SYN2	0.0701666666666666
ASPN	4.40816666666667
CENTG2	0.99425
QSOX2	-0.5183
FLJ10815	0.309
STK24	0.886625
SPEG	-1.2057
STK10	-0.423833333333333
DACT2	2.125
AAAS	-0.49975
SSX3	-1.085375
ABCD3	0.4311
C4orf12	-1.388125
PARVG	-1.07716666666667
FIG4	0.24475
C9orf46	1.2175
TMCO6	-0.433
IGHMBP2	-0.4815
DUS2L	-0.559666666666667
FAM3C	-0.082625
TMEM16D	-2.69425
DCTN4	0.162
KCNH3	-0.0735
EIF2AK2	0.49125
AP1S3	0.62275
CST4	0.634
PAM	-0.3463125
NUTF2	-0.46425
CITED2	-1.4346
SLC39A4	-0.067
C2orf52	-1.0905
GRM3	-0.281
C12orf49	0.941375
CCDC49	0.695
GRAMD1B	-1.420875
FNDC4	-0.8515
SIAH2	-0.64575
GDPD4	0.336
C21orf87	-0.071625
ATP5A1	-0.2095
C16orf63	-0.641875
LOC388135	-1.097
ATP5J2	-0.2165
MMP3	2.92025
EMID2	-0.1425
CRHR1	0.22825
WDR70	-0.2755
C13orf31	2.196
ZFAND1	0.8805
CCL18	3.28616666666667
C3orf49	0.437
RINT1	-0.2135
KIAA0408	-1.5545
F13A1	1.7619
SLC10A1	-0.621833333333333
OGN	-1.9655
GIPC2	3.6635
XPO6	-0.392
LCE1A	0.8295
FMR1	1.8313
LOC374920	-0.131
DUSP3	0.51875
ANKMY1	-0.0455
C7orf50	0.23
BBS9	-0.4002
UNC119B	-0.6835
C9orf72	0.18675
MGC35440	-0.141
ENTPD6	1.146625
PPP1R2P9	0.009
ERCC4	-0.408
FAHD2B	-0.5235
HMHA1	-0.382
HACL1	-0.283
RAD23A	0.239166666666667
FAM83B	0.07425
PPP5C	-0.701333333333333
RNASEH2C	-0.6615
C9orf153	0.2055
SCAMP4	0.069125
GHITM	1.0014
NDUFB7	0.6045
ADCYAP1	0.39
SP110	1.05166666666667
MAP3K7IP2	-0.22975
DHH	0.386
AGRN	-0.824285714285715
WDR33	0.152333333333333
CEP290	0.178833333333333
PRPS1L1	-0.9455
KLRA1	-0.71
GPR97	0.3185
CHD7	0.993583333333333
TLR10	-0.13475
SLC30A8	-0.993
HIC1	0.146
IAPP	1.168
RXFP4	0.936
GP1BB	0.7295
SHQ1	-0.509
NKX2-3	0.439
API5	0.07975
FTHP1	0.4085
MOV10L1	-0.113333333333333
TRIM6-TRIM34	1.64616666666667
ADHFE1	-1.63625
FAM117A	-1.17875
DDI1	0.8895
CDON	-1.65183333333333
TRIM73	-0.479
IGKC	3.023
MMP14	-0.782583333333333
DYNC1LI1	-0.535625
C11orf66	0.09
TRBV3-1	-1.09475
FASTKD5	0.32375
BIVM	0.41975
LHX4	-0.187
CXCL2	4.1334
RAB2B	-1.28933333333333
IZUMO1	-0.03375
MAP3K15	-1.22325
FAM19A2	-0.104
ZC3H8	0.0606666666666667
ZMAT1	0.609875
SPINK5L3	-2.75
SLC10A6	0.359
APPL2	0.553
CARD10	0.9625
LOC402176	1.33925
EEF1D	-0.3495
RAB6A	0.4176
C12orf5	-0.01275
PAPOLG	-0.25975
MSRB2	0.877
BCR	0.261222222222222
PUS3	0.308
TIAM2	-1.28375
ZNF317	0.124166666666667
CHD2	-0.244615384615385
FZD5	1.66554545454545
NUDT8	-0.064
ZNF763	-0.062
PRC1	-0.999888888888889
ABCB9	-0.364666666666667
SPATA3	0.20875
TRAK2	-0.394375
STAB1	1.97675
LRRTM2	-0.0506666666666667
psiTPTE22	0.77575
DBI	0.699
SERPINA11	-2.91475
NAT5	0.1635
C20orf58	-2.36475
RPS6KA4	0.480666666666667
FLJ90650	-0.55725
TGFBRAP1	0.12025
CHRDL2	0.886625
FAHD2A	-0.544333333333333
CNTN1	-0.35375
BBS4	-1.329
TMEM181	0.46825
MINPP1	-0.37825
MPHOSPH6	-0.464916666666667
HOXC10	-1.8905
ITPKB	-0.581
CLPTM1L	-0.247875
MEOX2	-1.514
ATP6V0C	-0.18075
PRPF8	-1.02933333333333
TMC5	3.9945
FKBP3	-1.58125
PLEKHB2	0.072625
OR4D6	-0.0815
ZNF544	0.1027
D2HGDH	0.21
RPL18A	0.158
HEL308	-0.557875
MPP6	-0.9155
TCERG1	-0.566
KRT16	-2.0625
KLF17	-1.16175
KLF5	4.34875
CDR1	0.116125
VCX3A	-2.4595
FBLN2	-1.308875
C14orf104	-0.9895
HBE1	-4.5277
OR4S2	0.4745
C1orf108	-0.963833333333333
ROBO4	2.87033333333333
CPEB4	-0.42175
C11orf80	-0.266333333333333
BCKDHA	-0.481333333333333
MYOC	-0.571
GIF	0.885
CKMT1A	2.8035
RPL3	0.3546
THBS1	0.911
APOO	0.39075
ARMCX1	-2.63325
HSZFP36	0.86275
SNAPC5	-0.22225
EIF4ENIF1	0.2575
ZNF433	-1.204
TNFRSF21	0.75775
TMPRSS7	0.0775
SPATA18	-0.0972
HPDL	0.9685
MKL2	0.1697
TBX3	-1.69715384615385
C21orf93	0.5125
DAXX	-0.43775
ELMO1	-0.79
RGS13	0.8555
TAF11	-0.92925
UNC13A	-2.423875
LOC653314	0.5559
ORC3L	-0.31875
IMAA	-0.2625
TARBP2	-0.66275
CABIN1	0.098
TRIOBP	0.3506875
HIST1H2AC	-1.00925
RGS22	-3.1945
NCOA1	0.602666666666667
IL25	0.269
SNCG	-0.0715
GPR6	0.406
AMDHD1	-2.88016666666667
CHEK2	-0.874
C6orf142	-0.822
DRD4	0.43525
C14orf68	-0.1825
GDF11	-1.325
SEMG2	-0.177
CD247	-1.61525
CDAN1	0.25725
RBMX2	1.01866666666667
TGS1	-0.301
OIT3	0.67825
SYF2	0.06375
MCM4	-1.04925
PKHD1L1	-0.105
CEP192	-0.932333333333333
IFT88	0.89375
RPL9	0.593142857142857
RAB32	0.691125
DDX43	1.4815
P2RX2	0.285
OR5D18	0.269
UBE1	-0.2545
SLC24A1	-0.187125
ARHGAP5	-0.5745
CETP	-0.7015
KIAA1731	-0.535333333333333
SLC9A4	0.567
PTPN6	0.53675
BAHD1	0.29725
GRIK3	-0.041
CACNB2	-0.4276
PDE10A	-1.27625
DGCR14	-0.36875
PCDHB9	-0.261666666666667
RHOQ	-0.174333333333333
MAP3K4	0.2575
KTI12	0.0666666666666667
RPL23AP13	-1.5095
GNG11	-1.867
CLCN3	1.38633333333333
GPAM	-0.421
VSTM2A	-0.002
SLAMF7	1.17783333333333
INTS2	-0.39075
PPP2CA	-0.3324
LRP12	-1.37346666666667
SEC14L2	-0.374444444444444
DKFZP586H2123	2.28275
MC3R	0.4135
CIRH1A	-0.680666666666667
HIST1H2AB	-0.0451666666666667
POLH	-0.808
MGC16703	-1.69616666666667
SNAPC2	-1.1255
FILIP1L	1.1085
RASGRP4	0.254
LRRC1	1.97625
GAS1	-3.506
PRAC	-0.2625
DGKA	-0.9595
NT5C3	0.81
PEG3	-3.85733333333333
NADK	0.06825
PRR17	0.3715
LOC374569	0.7005
SGSH	-0.0846666666666667
NLRP8	0.3825
GALT	0.4009
MCF2	-0.801
ZNF263	-0.129
TACSTD1	3.62216666666667
TYR	-5.7562
ATP6AP2	0.085
RNUXA	-0.4575
ABHD10	-0.0961
GDPD2	0.58425
SLC35C1	0.47075
UBE2A	0.619125
HERC5	-2.262
FAM112B	-4.67616666666667
FBXL16	-4.857
DKFZP434A0131	0.217
ELA3A	-1.285
RBM41	0.59425
HAO2	0.157
RNH1	-0.3005
SHANK2	0.873
OSBP2	-0.4745
DAK	-1.14
C3orf58	0.374
TCL1B	-0.58
KBTBD2	0.3795
SUGT1L1	1.82525
UBE2E2	-2.35983333333333
MYL9	1.073
CDC23	-0.624666666666667
PBXIP1	-0.1837
CXorf40B	0.837
NBL1	0.38625
RTBDN	0.557
RAB11FIP5	-0.496125
TTTY13	-0.792
SCOTIN	-0.369666666666667
SOHLH1	-0.595666666666667
CDKN1A	0.647642857142857
NCK1	0.14275
ZNF550	-0.226
SAPS3	0.0558333333333333
SPIN3	0.8975
MAGEE2	-0.04125
MIS12	-1.41416666666667
OR8H2	0.201
KIAA0774	-2.06833333333333
UNC5D	-1.589
CUL7	-1.0885
LIPC	-3.48266666666667
DIO1	-2.242
C20orf11	-0.0159
CTRL	-0.1585
HS3ST2	-0.129
PAK4	0.725666666666667
CCRL1	0.286
RNF10	-0.267
ZNF567	-0.33225
ZNF660	-1.035
TCEAL3	-1.28725
MAGOH	0.313666666666667
CENPB	0.505
C19orf7	0.2555
LOC388965	0.60775
ZCCHC13	0.659
JMJD1A	-0.8243
HIST1H4H	-0.9645
TBRG1	-0.2947
GPC3	-5.16475
TAF1C	-0.592125
EBNA1BP2	-0.339333333333333
CIAPIN1	0.0345
PDGFRA	-0.392055555555556
CSTB	-1.210875
CENPI	-0.767833333333333
GTF2E2	-0.768166666666667
RPP21	0.4135
CCNF	-0.781166666666667
KCNQ3	0.9745
FAM79A	1.07325
SLC22A12	0.7575
NOVA1	-1.23333333333333
FZD3	0.241
AKAP8	-0.01075
SOCS5	-0.193625
CFDP1	-0.46325
DLG5	-0.2795
PGM5	0.00666666666666664
C1orf144	-0.172583333333333
HDAC10	0.157
RND2	-1.125
C20orf199	0.2175
RNMT	-1.45725
SLURP1	0.763625
ASTN1	-0.6925
SH3BGR	-1.1305
MYCL1	-0.17275
ZHX1	-0.2635
CENPK	-1.4365
FOSB	-0.2113
LOC643406	1.760625
C2orf59	-0.819
TMEM135	-0.699875
SLC27A2	0.5085
KRT33A	-0.1335
OVOL1	2.313125
PAMCI	-2.98233333333333
S100A7	-1.167
ZNF789	-0.1765
HARS2	0.4225
RPL23A	0.236333333333333
TCF23	0.281
UPF3B	-0.0335
C17orf78	0.084
HLA-DOB	0.596333333333333
C14orf142	-0.618666666666667
TEKT5	0.295833333333333
DMWD	0.346
POLD1	-0.860666666666667
GSCL	0.0325
CALD1	-0.7104
SCRT1	0.599333333333333
AIG1	1.30375
UNC84B	-1.09
ZNF404	-3.529
TMED6	1.0005
KIAA1462	0.126
LRRC27	-0.3875
PYGO1	-1.265
PIGU	0.2825
ALAS2	-3.148
WRNIP1	-0.09375
CNNM3	0.423
ZNF2	-0.50625
ST3GAL5	-2.73316666666667
MRPL23	0.6885
TSSK6	-0.17475
PSMA6	-1.0185
C16orf70	-0.78975
KIAA1602	-0.15925
ALMS1	0.0275
DCN	-0.892625
TMEM132D	-0.44025
SUCLG2	0.6395
ABHD14A	-1.00175
DEXI	-0.0538333333333333
AMPD2	-0.938166666666667
IFNAR2	-0.517
CYB5A	1.2973
TLOC1	0.28935
NXF5	1.12883333333333
NRBF2	-0.033625
KCTD3	-0.253
ITGAE	-1.28983333333333
SLC30A3	-1.51533333333333
ZRF1	-0.0935
IFRD2	0.49625
XAB1	0.297
PYCR2	-1.24116666666667
SERPINB3	-3.5155
TMLHE	1.4192
GEFT	-1.61525
ABCA5	0.858375
EMR4	0.195666666666667
TSFM	-0.535
HIST3H2BB	-2.0245
ARHGEF19	-0.299
TSPAN17	-0.3635
ABCC8	-0.61075
MAP1S	-0.4235
C22orf36	0.38325
BNC2	-2.04771428571429
HIST1H4A	-0.09825
NDUFS3	-0.0731666666666667
WDR3	-0.0975
XKR4	-1.959
TTC33	-0.171785714285714
STMN2	1.53425
CPN2	-0.434166666666667
HSPC105	1.154125
PCOLCE2	-5.36125
C3orf55	-1.5565
KLHDC9	1.0485
TBC1D23	-0.143
ATXN2L	-0.644583333333333
MAP2K3	1.10475
SCAP	0.563
ZNF486	-0.284166666666667
C20orf96	0.833
NARS	0.381
ADAMTSL1	-0.149142857142857
PRCC	0.00733333333333333
CCDC126	1.58483333333333
ZNF675	-0.81
CALCOCO1	0.09475
ANKRD43	4.80525
CWF19L2	-0.288666666666667
ZBTB32	0.786
BRAF	-0.59175
ODF4	0.593
MGC14376	0.152166666666667
HORMAD1	-1.64416666666667
AAK1	0.0320833333333333
PEBP1	-0.0138333333333334
TNFSF5IP1	-0.697666666666667
DKFZp564N2472	0.62175
RMND1	0.26475
IGKV1-5	1.9705
COL1A2	0.300083333333333
SERPINA5	-4.260875
AANAT	0.5145
C19orf21	3.4755
GEMIN5	-0.2465
UBR4	0.0578333333333333
LTBP3	-0.939
AMHR2	-2.453
PROCR	0.885
MYBBP1A	-0.6525
C20orf39	-1.797
ZNF697	-0.09
PASK	-0.4588
ZNF776	0.049
RFXDC2	-0.230625
KIAA0467	-0.01975
C10orf96	-0.7695
ZNF503	1.021
GULP1	-1.12683333333333
KCNE4	-1.4765
DKFZp434K191	-1.550625
LOC196913	-0.3955
BHLHB4	0.776
CH25H	1.3105
LOC81691	-0.981166666666667
ALPL	-0.6485
COL12A1	0.7465
FOLR3	-2.47683333333333
GPR123	0.26
TRIM62	-0.601357142857143
ABLIM1	1.149
MAST3	0.045
RHBDD1	0.7365
LOC338809	0.4195
RYBP	-0.3945
TTC26	-1.16925
ZNF22	-0.194333333333333
ISCA2	-0.95325
RDM1	0.69725
PIGM	0.33625
GNB3	-1.218
ACTR2	0.0291
HMGB1	0.7473
EDG1	1.14483333333333
SOAT2	-3.44925
OR10AD1	0.6125
RAP1GDS1	0.491333333333333
LCE1F	0.262
ESM1	-0.0895
RCN3	0.4635
CREBL1	-0.15775
DBNL	-0.3455
PTGER3	0.233875
USP30	0.932833333333333
BCL2L12	0.00516666666666666
KIF26B	1.4925
ZNF416	0.004
ZNF225	-0.7265
C17orf70	-0.34975
ZNF554	0.0475
RAE1	-0.456333333333333
TNIK	-1.98266666666667
ACTN3	-0.546
MGC45922	0.956
CCNA1	-2.26983333333333
RYK	0.206333333333333
IL26	0.0535
LRP3	0.699333333333333
QARS	-0.03275
SOX7	0.270857142857143
BID	0.958125
OR2S2	0.333
CXCL14	4.67425
C11orf47	-0.356
MGC29891	0.563833333333333
HSPB8	-0.9852
PRDM14	-0.2225
NUFIP2	0.85325
MNAT1	-1.112625
ZDHHC2	-0.454
MBNL2	0.172125
ADD3	1.094
CSNK2A1P	-0.4615
KLK6	0.874833333333333
TMEM111	-0.1949
KIAA1279	-0.1395
NUBP2	-0.391666666666667
RAB42	-2.61025
ID3	-0.6668
TM9SF1	-1.24425
MDP-1	-2.041
POU4F2	0.06675
IQCK	-0.01625
C16orf14	1.22275
CAPN3	-0.918
FAM43B	-0.60375
RECQL	-1.22175
AP1G1	-0.332071428571429
CTNNBL1	-0.688166666666667
ECHDC1	0.165833333333333
SMARCC1	0.3114
FOXQ1	1.558875
GNAI3	-0.1155
POLG2	-0.6335
CD4	0.53825
ITLN1	4.8505
EBI2	1.05775
IRF1	1.21525
PTPRE	2.9419
PTK2B	-0.77725
NXNL2	-0.9615
SOX4	0.0604444444444444
TSPAN3	0.899333333333333
SH2D1A	-3.60183333333333
C8orf58	-1.37533333333333
USP20	-1.12975
DUSP22	-0.86975
CALB1	-2.027
L3MBTL2	0.200833333333333
MCRS1	-0.305
TMEM118	-1.56966666666667
C18orf8	0.719166666666667
FLJ10241	-0.52075
GJA12	-0.055
PKD1	-0.966333333333333
ZFP3	0.3875
JAM3	-2.600125
LAPTM4A	0.0404
DIRC2	-0.317
KIAA2022	-2.939
MYOM1	0.0428333333333333
TRPM8	-2.6425
MOP-1	1.35275
PHKG2	-0.643875
ZNF650	0.837125
KIAA1522	0.479
PSG8	-0.836166666666667
DDX19B	-0.333
MOBKL1B	-0.01275
DIAPH2	2.27308333333333
PTPN12	-0.359
CLN8	1.6212
CRYZL1	-1.2795
CRY2	-0.278916666666667
FCGR2B	-0.1585
PNPLA4	0.95775
ZNF454	-1.4955
DKFZp434B1231	0.09925
CLDN11	-0.0893
RFWD2	0.525166666666667
CIB2	1.75933333333333
MXRA8	0.34725
HRK	-1.23975
MAML2	-0.1795
C4orf31	1.86225
C6orf192	-0.3865
COG6	1.74
FAM5B	-0.62625
NFATC1	-2.0745
SEPT10	0.107
SCYL1	-0.5902
RPP40	-0.55575
SCOC	-0.5502
KIAA1450	1.411
CTDSPL2	-0.729
TBX5	0.332166666666667
NAPG	-0.258875
RHD	-3.95175
C14orf45	-1.9655
ZBTB22	-0.0565
PLCG1	-0.876
ANKRD10	1.087875
AQP7P2	0.517
TAGLN2	-0.2225
HTR2C	-0.858833333333333
SLC16A7	-1.83183333333333
C17orf83	-0.1455
TSGA14	-0.58425
MDH1	-0.334
PPP3R2	0.4085
DCBLD2	-2.439
RBM33	0.605375
DPH3	-0.24425
SYT10	-0.827166666666666
FMO4	1.359
THYN1	-0.24225
DRD5	-1.1625
OTOR	0.14975
PGRMC2	-0.1927
KATNAL1	-1.991125
PAQR6	-2.71325
UBE2I	0.003
C14orf28	-0.57175
C8orf70	0.40175
FLYWCH1	-0.33125
ANGPTL3	-1.4695
GLRX2	0.248166666666667
ATP11A	1.22578571428571
ARL5B	0.604875
MUC16	-3.04375
SLC25A5	1.09764285714286
ACRC	0.9295
MYO1C	-0.1645
FAM89B	-0.121333333333333
FAS	-0.03475
KIFAP3	-0.04675
GLRA2	3.2065
BTN3A2	0.8188
CNKSR3	0.452375
CSTF3	-0.175833333333333
ARPM1	0.6885
KIAA1530	0.208
C9orf150	2.345
PRKCI	0.57625
tcag7.1015	-1.13325
SOD3	0.33475
ZNF574	0.3395
CYP21A2	-0.5165
RPL12	0.4555
COMMD2	-0.786
WIZ	-0.5555
LOC344405	0.0755
ALDH4A1	-0.156117647058824
CRYAB	2.09225
COPA	-0.0875333333333333
PCDHGA7	0.512
KIF11	-0.759166666666667
RASD2	0.07825
SLC26A3	3.43
ZNF175	-1.199
JAKMIP2	-3.222875
C8orf4	0.822
PTHLH	-0.31325
SLC40A1	2.726
OR7D4	0.517166666666667
PCDHB17	-1.196
CD36	0.0805
C6orf203	0.9517
PRKG2	0.5175
LOC400566	-1.8335
ANAPC13	-0.04025
SLCO3A1	0.00625
ZNF692	-1.1205
FANCL	-0.9185
SH3GLB1	0.44075
C12orf61	-0.3075
KBTBD6	0.39175
SUPT5H	-0.1295
XRCC6	-0.3802
HUS1B	-0.4679
FAM133B	-0.456357142857143
LOC728276	-0.214
KCTD18	0.5995
SOS2	0.1325
CCDC99	-1.10725
C1QTNF5	2.335
NNAT	0.323
USP16	-0.55375
LARS	-0.180375
ZBTB2	-0.018875
ABO	0.791333333333333
TRAF3	-0.50825
GALNT5	0.9015
NAP5	0.9075
ALG14	1.2825
KIAA0515	-0.301423076923077
WDR75	-0.467166666666667
TEX261	0.2185
LY86	-1.225
LOC389072	-0.5955
FLJ13611	0.06975
MRGPRX2	0.303
SNRPA	-0.28
OR2G2	0.1595
GPRASP2	0.1525
C7orf42	0.177
C9orf163	0.3895
CYP11B2	0.598
FCRL3	0.517666666666667
PRDX1	-0.774
FGB	-4.5815
COX17	0.489166666666667
C16orf33	-0.57425
PIWIL1	0.48
FOLR1	-1.423
KIAA0082	-0.60325
FREQ	-0.646
TMCC2	-2.00233333333333
TCF12	0.5175
ZNF721	0.3155
FAM130A2	0.142
POU4F1	-1.62825
SNRPF	-0.665
SGIP1	0.597833333333333
ZNF641	0.490833333333333
EMG1	-0.27775
PRRG4	2.166
HIRA	-0.297
MYNN	0.144833333333333
AEBP2	-0.265666666666667
TBXA2R	-0.1885
ISL2	-1.2455
PCDHB11	-0.049
RNF144A	-0.87575
MARCH5	0.215375
DULLARD	-1.12083333333333
DCLRE1B	-0.864833333333333
ITGA8	0.78825
TP73	0.180625
PRKCD	0.9885
NDUFB4	0.11275
ATP13A4	0.903375
ANTXR2	0.378333333333333
COL4A3	-1.24783333333333
MYO10	0.1347
SLC6A18	0.7065
PEX1	-0.00375
