Hybridization REF	TCGA-AA-A00N-01A-02R-A00A-07
MYNN	0.695
AEBP2	0.144
TBXA2R	0.566666666666667
ISL2	-1.18333333333333
PCDHB11	-0.5405
RNF144A	-0.465625
MARCH5	0.5005
DULLARD	-0.206166666666667
DCLRE1B	-0.577
ITGA8	0.18575
TP73	-0.465375
PRKCD	0.879
NDUFB4	0.26225
ATP13A4	0.40125
ANTXR2	0.767166666666667
COL4A3	-0.810333333333333
MYO10	-0.1343
SLC6A18	-0.139
PEX1	-0.055
TMEM74	-0.272
RBM19	-0.437
TAPBP	0.5052
RUNX1	0.20525
MID1	1.13266666666667
GPR64	-1.81166666666667
RASEF	4.61075
GABRG1	0.181
MYO16	-0.113333333333333
DBF4	-0.815666666666667
TSHZ2	0.65325
RIPK2	-0.033625
PPTC7	0.028
KIF4B	-0.9795
LRRC31	1.403875
ZNF540	-0.368
EFNB3	-0.425666666666667
LOH12CR1	0.572375
STON2	0.1385
GLP1R	0.275
CSTF2T	0.550375
IREB2	-0.251375
GRSF1	0.21275
PDCD7	-0.852666666666667
LRRC43	-0.0805
CNR1	-0.623333333333333
IL1F7	0.2705
C12orf64	1.101
FAM69B	-2.2675
NR2E1	-1.60366666666667
MS4A6A	2.2679
FTL	-0.8035
C7orf36	0.43275
PCLO	0.0527
DYRK2	1.51391666666667
ARIH2	0.405875
SAMD7	1.395
SCNN1D	-1.52475
SLC32A1	-0.87825
C22orf25	-0.847666666666667
MRPS18A	0.7493
GPR112	1.861
EARS2	-0.246
ERN2	2.7525
ATPBD3	-0.357166666666667
PRH2	-0.5965
CDKN2D	0.314333333333333
PGLYRP2	-0.452
TRIM40	-0.35
SEC14L3	-0.2584
SLC22A1	0.0605
BTN2A3	-0.223
RASA4	0.1815
CCNL2	-0.776
MYBPC3	0.658
GJA4	2.531
CDC42SE1	0.058
TRPV2	-0.6755
MYPN	-2.49933333333333
SIM1	-0.0425
CDADC1	0.59425
ZFHX4	0.1835
NIBP	0.125833333333333
ADAMTS19	-2.43233333333333
ABTB2	-0.76125
TSPYL2	-0.881125
EIF2S3	-0.4135
SOX30	-0.28675
AP2A1	-0.5245
DKFZP564O0523	0.202166666666667
LOC285398	-0.24125
CDH18	-4.844
CHL1	1.04128571428571
GATS	-0.785111111111111
TBC1D2B	-0.208333333333333
OR1J1	0.8275
GSN	0.422166666666667
DPCR1	0.128714285714286
GARNL4	-0.0656666666666667
SMARCA5	0.25425
PLEKHG3	1.096
ZBTB45	-0.0515
FRMD6	-1.24516666666667
PLS1	3.6235
DGKZ	-0.251333333333333
EFNA1	1.1457
WDR85	-0.933375
ANK2	0.0363333333333333
PAGE4	-0.968333333333333
SENP6	0.7575
AKR7A2	0.279333333333333
FKBP10	-0.1695
VEGFC	-2.0215
LARP1	-0.252375
SRBD1	1.10425
ITGB6	2.32275
SLC1A2	-0.943
INVS	-0.0155
MPO	0.492
MOBKL3	0.0945
CUTL2	-1.159125
KLK2	-0.00516666666666668
VIM	-1.6055
REG1B	7.3565
PCDHGC4	0.7275
C3orf34	-0.934166666666667
SUMO3	-0.279833333333333
CST9L	-0.90225
MLL4	-0.21625
SPR	1.68466666666667
SAMD9L	1.50325
ABCE1	-0.0735
SUPT3H	-0.384833333333333
ACTBL1	-1.60875
ADAMTS4	0.752333333333333
SLIT3	2.3725
RHEBL1	-0.814
NPM2	-1.07625
MAN1C1	-0.28625
KIAA1856	0.4625
HSPA6	1.143
LOC388152	-1.186
C10orf140	-1.028
ZDHHC12	0.1005
LIN7A	-0.5995
PHC2	-0.0281818181818182
SPHK1	-1.2285
TRIM26	0.1504375
FAM83E	2.1365
C18orf24	-0.602166666666667
ZNF578	1.2415
ORAI1	-0.43575
RUVBL1	-1.13341666666667
C7orf20	-0.979
APAF1	1.6795
SLC36A4	-0.236833333333333
MYH11	5.4345
NEK1	-0.142
MPP2	-1.32285714285714
C12orf24	-3.156
TNK2	-0.3871875
ZNF289	-0.87075
MATN3	-2.41685714285714
IFNGR2	1.40116666666667
ITPR1	-1.3615
EBF3	1.8769
TBC1D20	0.0498
OR10P1	-0.013
DDAH2	0.1935
SHPRH	-0.07175
STX7	0.525
LOC554248	-1.24925
BCAR1	-0.3665
ATXN3	0.714583333333334
TRIM27	-0.51825
CDC42EP2	1.0295
CHP	1.62328571428571
SOX17	1.697625
ZNF259	-0.0865
CHCHD1	0.640625
ZDHHC19	-0.3445
GBP2	2.2425
GARNL3	-0.4295
MRC2	-0.90325
C1orf52	-0.466
AOF2	-0.896166666666667
LRPPRC	0.1426
ACVR1C	1.608
TM4SF18	1.845
TMEM169	-0.0863333333333334
PPP1R16A	0.151
EBF1	0.246
RRS1	-0.2735
SNX2	-0.05275
OR2T2	-0.137
RBX1	-0.15225
ANKRD54	-0.265833333333333
TSNAX	-0.137666666666667
TMEM83	-1.81733333333333
ZBTB7A	0.417
ATM	-1.089
LOC338328	1.15333333333333
TIE1	0.819333333333333
HIST1H3G	-0.476833333333333
PASD1	-4.7646
TINAG	3.29875
PCDHAC2	1.9205
LRRC15	-0.3204
WBSCR17	0.0965
TFF2	6.422
PARP2	-0.98025
NDFIP2	1.456
PCDHGB2	-1.149
WDR60	-0.07
MAP7D2	-1.08677777777778
USP45	-0.56825
GSDML	1.80575
TNS1	0.0276
PLCD4	-2.04975
IQCD	-0.364166666666667
SMPX	-0.918
CD9	1.19083333333333
SRGN	1.370375
CASP7	3.294375
INOC1	0.3945
DKFZp451M2119	-0.3925
VMAC	0.589
USP53	1.2614
CAMK1G	-0.517375
TMEM106A	-0.406166666666667
CDC20	-0.9427
ACSL5	3.65266666666667
CBWD5	-0.3915
C1orf87	-0.2816
KIAA1274	1.5725
PRUNE2	1.93414285714286
LYPLA2	-0.261333333333333
DOK6	-2.31866666666667
GPR149	-0.287
FAM30A	0.46525
TMEM129	0.8205
SLC35B3	1.078
ACPP	1.0824
LOC200261	0.481
SLC4A7	-0.6494
CCDC40	0.43275
GART	-0.598625
THOP1	-0.6285
SCARB1	-1.25875
CACNA1F	-0.23725
TRIAP1	0.379
SYT14L	0.7725
SFRS8	-0.548833333333333
PBOV1	-0.22675
GOLSYN	2.25675
GJB7	-1.4595
CAMK2N1	0.29
GREM1	3.73175
FLJ20433	-0.19725
QPCT	-0.1985
PRKAG2	1.48083333333333
H2AFX	-1.298625
C6orf154	-0.316
PLOD3	-0.4705
ZBTB39	0.018
WASF3	-1.12783333333333
DRG1	-0.601
PRR4	-0.6145
SPCS1	-0.3725
KDELR3	1.31366666666667
SRP19	0.247166666666667
GABRA6	0.5205
MFSD1	0.6105
MMEL1	0.2815
PDXDC2	0.5337
BUB1	-1.53744444444444
RNF138	-0.087
MYLPF	-0.5266
AIF1	0.990666666666667
DYNLRB1	0.4217
HCN3	-0.361833333333333
HIST1H2AI	-0.507
MAP4K5	0.015
LASP1	1.1065
LOC130951	0.645
PLAA	0.888125
KRT6A	0.3295
C6orf117	2.299
ARHGAP23	-0.534
PTF1A	0.0855
GPHA2	-0.498
LCE3B	0.1345
MCL1	0.792714285714286
EHBP1	-0.384583333333333
PRNP	-0.8995625
ZSCAN1	0.3285
C1orf113	1.004
FOXA3	2.192125
NEB	1.42925
ASGR1	-4.56516666666667
CTGF	0.798166666666667
RAB17	-0.0625
MST101	0.49225
JARID1B	0.8338
USP37	-0.4482
PTBP1	-0.577666666666667
PTPN7	-0.932333333333333
CDC7	-1.32983333333333
SNX7	0.969
ZNF335	-0.49425
CPT2	0.5625
HEATR1	-0.756
HSPC152	-0.002375
C5orf40	0.59125
PSME1	0.755
STAG3	-2.32525
TMEM154	-0.0283333333333333
KLHL32	1.16216666666667
TSGA10IP	-1.386
SUV420H2	-1.4245
SF1	-0.226
2'-PDE	0.4938125
PNLIPRP2	2.303
TRSPAP1	-0.154666666666667
NUP210	-2.22283333333333
ANP32C	0.0133333333333333
RAB11B	-0.289166666666667
ASB15	0.858
ITGB3BP	-1.6425
UBASH3A	-1.228
YWHAB	0.135875
TPRX1	-0.087
LY6G5C	-0.113
SLC7A2	-2.776375
CLK1	-0.0141
HSD3B7	0.0291666666666667
VDR	4.051
C16orf74	-2.33625
ACE	-0.11425
PSMA2	-0.439833333333333
CCDC131	-0.176
ZNF213	-0.660833333333333
EML2	0.68075
ALS2CR13	0.818666666666667
GLYATL1	-0.0935
DSPP	0.0665
DHFRL1	0.0825
C10orf30	1.23766666666667
SH3RF2	2.60083333333333
LOC197322	-0.015
DLL3	-0.931375
TIGD7	-0.545
GFRA3	-0.325
CPA1	-0.453333333333333
RTN4	0.00216666666666668
PPT2	-1.58766666666667
FASLG	1.32283333333333
FOXP4	0.127875
RPL26	0.6039
GNL3L	-0.944666666666667
FMR1NB	-0.437166666666667
CD163	7.39375
SGPP2	4.12025
GIMAP2	1.537
CD37	-0.103166666666667
DPT	2.84041666666667
NBLA00301	0.34125
RGS5	1.69891666666667
C9orf4	-0.5015
ACTL8	-1.73
PRKAR2B	-0.909375
OPLAH	1.1
C20orf134	2.02925
SPACA5	-0.091
TBL1X	-1.16066666666667
TSPYL3	-0.0275
CHCHD3	-0.47225
CRKRS	0.5995
GPR65	2.13025
DFFA	-0.252375
FUT1	0.146
C6orf204	-0.597333333333333
TMEM51	1.8875
ZNF580	-0.53375
CMTM2	0.897
C20orf200	0.011
EZH1	-0.847666666666667
FDX1L	-0.42475
MRPL32	0.236
PCAF	-1.0008
ALOX15B	1.09833333333333
CD59	0.977458333333333
CDK9	0.26275
ERP29	0.581166666666667
TTR	-5.73225
BCMO1	1.386
DDIT4	-0.8356
PTGDS	2.683
C3orf63	-0.371666666666667
BST2	-1.442875
CYP1A2	-0.784166666666667
C5orf25	0.3535
STX1A	-0.637176470588235
OR2A12	-1.043
SH3BP5L	0.09425
SERINC5	1.820375
USP6	-0.6291
MRPL3	-0.217833333333333
POMP	0.337375
INPP4B	-0.117
GMPPB	1.28375
EAPP	0.52375
AHSA1	-0.507
ABCA11	-0.355
SLC5A6	-0.987666666666667
HIVEP2	1.0095
SUMO2	-0.338375
KIAA1822L	-0.9968
C11orf67	0.71925
TXK	0.824
PHCA	1.51225
ICAM4	-3.13666666666667
FPGS	0.112833333333333
SNRPA1	-0.4335
KCNJ4	-0.586
KIF6	-0.1789
HIST1H2BG	-1.3725
SLC5A5	-0.4595
ZNF354B	0.165666666666667
IL12RB2	0.638
C11orf76	-0.2154
GAL3ST2	0.389
AIFM2	0.457375
SYNC1	-0.195125
UBL3	-0.1145
PIK3CG	-0.684166666666667
NLN	-0.2378
BCORL1	-0.064
CD5L	0.18125
ZNF238	1.02083333333333
KIAA1394	-0.89225
C16orf55	-0.0973
CYP3A7	2.06225
KRTAP3-1	-2.0465
TFDP1	-0.270333333333333
MND1	-0.92625
NODAL	-0.0558333333333333
GTPBP4	-1.15925
TUBGCP2	0.13875
SLITRK5	-2.02575
CIC	-0.45875
CD79A	-0.446833333333333
SAMD14	0.613666666666667
TNPO3	-0.9225
OR10G3	0.6535
OR10G8	-0.0475
CCDC111	-0.357
HOXC9	-2.37325
DCUN1D1	0.69575
CYB5R1	0.6935
TSR2	-0.135
DAB2IP	1.1306
SLC6A5	-0.664
RAB3D	1.1065
DCUN1D4	-0.468333333333333
ERBB3	0.844666666666667
SDC1	1.5435
ATP6V1H	-0.196
SYK	3.342
ST20	0.036
C13orf30	0.5655
WDR40A	0.713833333333333
ADMR	0.0225
LOC388335	2.9185
ACSM1	0.4905
TDG	0.27075
FLJ11235	0.096
MRPS5	-0.0366666666666667
AGPAT2	0.291666666666667
SLC12A1	-0.1965
CYP27A1	-1.6875
THAP7	-1.38525
XPO1	-0.162083333333333
ALMS1L	-0.4905
C1orf2	-0.084
ZNF777	-0.488333333333333
CAMK2A	-0.4535
SMC1B	-0.261625
IHPK2	0.413666666666667
LEMD1	2.804
NKD2	-0.8845
CLU	-2.07442857142857
ARMETL1	0.147
PABPC4	-0.721
CXCL12	1.83716666666667
TFAP2C	-0.3661
TTTY8	-0.606
ABCB10	-0.1535
ENDOD1	1.088
IDI1	-0.772
KCTD6	-0.0248333333333333
CCDC105	-0.5295
ULBP2	-0.800666666666667
ZDHHC5	0.56675
WNT8A	-0.26325
COMMD10	-0.15325
KLHL12	0.016125
GPR50	0.00650000000000001
NR5A2	0.27475
OXGR1	3.03933333333333
EHD3	-0.0045
CAPRIN2	-0.885125
KLRC3	-3.07175
SF3B1	-0.241928571428571
IPO7	-0.035
ALDH1A1	2.90183333333333
ANKRD5	0.859375
TSNARE1	-0.197
DDEFL1	0.49075
RNASEL	1.63083333333333
DNAH9	-0.453
HELLS	-1.39525
TNS4	2.807
NAV1	-0.0655
KIAA1409	0.53675
C20orf26	1.01233333333333
TUBG1	-1.5635
IRX2	-5.34475
CNGA4	-0.5225
MGC50559	0.910666666666667
OR4K17	0.122666666666667
TM2D2	0.730833333333333
FAM32A	0.34925
TXNDC14	0.27225
CCBL1	-1.9905
ANK1	-2.0957
PRSS23	-1.2885
PPM1L	0.3515
SPATA20	-1.1485
APCS	-0.3785
C14orf122	-0.365
PSMB5	0.013
C6orf10	-0.0625
SETDB2	-0.209333333333333
SPNS3	0.17475
SGMS2	1.72266666666667
MXD3	-1.33133333333333
MON2	0.0082
CARTPT	0.63575
HNF4A	0.165
RABEP1	-0.7298
TNFRSF10B	0.4945
USH1G	-0.412
PPAP2B	-2.04883333333333
TMEM16K	-0.06425
CTDSP1	0.675666666666667
CDK5R1	-0.255
GABRR1	-0.8665
OPN1LW	0.156
FAM98C	0.8525
DBN1	-1.0265
ACAD10	-0.38025
QTRTD1	-0.08625
WNK3	-1.0025
RPS19	0.240625
C1QB	2.812
OTUD5	-0.722
SLC41A2	2.0525
TMEM22	-1.934
KHSRP	-0.207166666666667
TNFRSF11A	1.82483333333333
FBL	-0.712666666666667
IBTK	0.5615
OXER1	-0.4075
CBLN4	0.233428571428571
GPR172B	1.6445
CFTR	6.18475
VSX1	0.717
CAMK1D	1.536
LOXL3	-1.96175
RTP4	2.894
SLFNL1	0.08225
KIAA0828	1.2125
PAR5	0.1245
LOC723972	-0.26175
GDI2	0.479125
CEBPA	0.9598
MLF2	-0.7385
AFMID	-0.115
ALOX12B	-0.5025
BPHL	-0.260875
COX5B	0.89875
S100A10	1.8751
THOC6	-0.31825
NHN1	-0.7085
RRP12	-0.3
ARID3B	-2.051
CD3G	-2.339
KIAA0133	0.13525
NAT11	-1.243
PPAT	-1.83283333333333
SIRT3	0.1459
TCERG1L	-0.91825
NIPA1	0.4853
DPP8	0.0277
IL7R	3.33
ZFP64	0.608833333333333
DMAP1	-0.747
TRMT12	-0.18975
TLR4	3.0073
WFIKKN2	-0.0835
RAB12	-0.927333333333333
DDX51	-0.662
KIAA1086	-2.0465
ZNF295	0.140333333333333
ACVR2B	-1.9695
LOC494150	0.246125
ZNF517	-0.3375
DNASE1L2	-2.5785
SUFU	0.349166666666667
LOC283677	0.611
LMO3	0.5125
PPP2R5D	-0.586166666666667
ZNF587	0.4425
HIST4H4	-0.23975
CYP2C8	0.4195
C1orf80	0.0355
DOCK5	0.554666666666667
C9orf24	1.93675
OR5AR1	-0.1025
C11orf24	0.17075
UNQ1940	-1.12675
CAP2	-1.4845
TIMM44	-0.904
DSEL	-0.4694
ROM1	0.95625
FBXO4	0.0015
MYLC2PL	-1.224
MLH3	0.2767
NOX1	5.17816666666667
DPEP2	1.54525
DNAJB5	-0.5345
RLTPR	-0.076
MBIP	-0.254166666666667
COPB1	-0.434166666666667
SFTPA1B	0.3815
C10orf4	-0.3085
PRELID1	-0.05675
NOLA1	0.18675
C19orf24	0.2925
TLR9	-2.0465
HLA-DMA	2.76333333333333
HCRP1	0.4765
GPR137	-0.1145
ITGA11	0.229
PHF13	-0.254
MARK4	-0.246666666666667
METTL4	0.72025
MBD3	-1.2777
LOC134145	0.517142857142857
FGF3	-0.61325
SLC35A3	1.564125
CLEC16A	-0.2175
AMOTL1	-1.5895
FLJ31438	-0.61175
PAICS	-0.942375
TOMM40L	-0.0665
MMD	-0.9045
KLK10	4.1894
NIT2	-0.624
SERPINB10	-0.125333333333333
KLF15	-0.4419
CCDC5	-0.7135
WSB2	0.8995
ME3	1.64375
CACYBP	-0.832583333333333
TCTN2	0.2865
JAK1	1.21375
C2orf25	-0.3295
GPD2	1.471
FBXL11	0.304166666666667
CDV3	0.115083333333333
GALNT11	0.237375
NDUFA12L	-0.4156
FLOT1	-0.659928571428572
TOR1AIP2	1.24075
MMP25	1.29
C1orf164	-0.0268
CHST5	2.632
LYRM4	-0.43585
GPER	-2.02175
HIPK2	1.25183333333333
DAP	-0.1085
ZMIZ1	0.136666666666667
DDX58	1.210125
DCC1	-1.87975
AKT1	-0.30025
ENPP6	-0.182166666666667
ERVWE1	-0.144
CDC34	-0.4135
RNF125	1.244
CASC1	-0.72175
SHROOM2	0.1385
RRM2B	-0.3125
COL6A3	2.0475
TMEFF1	-1.75675
PLEKHA4	-0.2691
LYSMD1	0.310833333333333
SEPT1	-1.634
AOF1	-0.48875
GNPAT	0.0275
WDR18	-0.46925
HSD17B12	0.187833333333333
HIST1H2BM	-1.068
INDOL1	0.113833333333333
SUDS3	1.002
C1orf192	-0.4775
CYP2B6	-0.51625
TBC1D2	2.23966666666667
SLC25A12	-0.171625
ERCC6L	-0.475
MGC10814	-0.688333333333333
POLR2C	-0.1285
ZNF77	-0.336
EIF3K	0.3944
HPX	-0.73425
ANKRD27	0.21525
MALAT1	-1.0715625
PLB1	1.13483333333333
HRNBP3	-1.166375
CPSF4	-0.4845
OR52N2	0.1095
PIP5KL1	-1.32
GH1	-0.573
HPS5	-0.823
SLFN5	1.116
POP5	0.0121666666666667
OVOS2	-3.45116666666667
C20orf108	-0.42
MARS	-1.151
CLRN3	8.40216666666667
ARSE	1.40316666666667
PPIE	-0.1385
PHACS	-1.173
GP5	0.703
IL8RB	2.37883333333333
FCRLA	-1.3445
ARRDC1	0.092
KRTAP9-4	0.32175
ZNF613	0.707
OR11A1	0.0175
TMEM132B	-1.96966666666667
PGLS	0.3675
BSND	-2.05033333333333
KCNK18	-0.225
FOXD4	0.0305
SV2C	2.865
LCN2	6.4135
ZNF490	0.3446
C3orf15	0.345
CACNA2D4	-0.703333333333333
CBX5	-1.0505
MAGEB4	0.38425
BOLA1	0.02175
PPP2R5E	-0.04925
COL5A1	1.50633333333333
ASB7	-0.451333333333333
SFT2D1	0.248875
DERL1	0.90875
RABL2A	0.282666666666667
MOAP1	-0.368
KIAA1545	-0.159833333333333
F3	4.20575
PLEKHM2	-1.4915
CCDC89	-0.174833333333333
EFCAB1	0.269375
TMEM48	0.377
SEPHS2	0.3055
PYGM	-0.4025
PRICKLE1	0.02725
WNT5B	-0.4255
TAS2R38	-0.156
IMP5	-0.202666666666667
KHDRBS1	-0.1595
LARS2	-0.393
C3orf28	-0.3765
FTCD	-4.17225
C10orf68	0.379
DGAT2L3	-0.34075
PSEN1	1.16375
MGC33657	-0.65
PLA2G4B	0.4695
CDKN2A	-1.17725
DLX1	-2.253
TSHB	-0.2475
C18orf37	0.86875
MEX3C	-0.105375
MAMDC2	-1.37725
PDIA4	0.853583333333333
ATP5E	0.181
CASP2	0.0593571428571429
SERBP1	0.324692307692308
ZNF341	-0.294
TESC	1.0765
TMEM31	-0.46175
OR51I2	0.074
YTHDC1	0.5015
JUN	1.088
AGMAT	0.598833333333333
PCNXL2	-0.20825
ATAD5	-0.989
STK38	0.97175
AZI1	-1.706625
RBP1	0.6265
C4orf26	0.0895
KIAA1026	-0.084625
TMEM101	0.43975
HSFX1	-0.6285
TREX1	0.21925
C18orf10	-0.5376
TRIM15	2.28575
CA6	0.547857142857143
CEP57	-1.14775
AR	-0.802833333333333
SESN2	-0.645666666666667
KIF3C	-1.029875
EPB41L5	0.0861428571428572
ARHGEF10	-0.210363636363636
POLR3D	-0.07875
INDO	1.37333333333333
GABRA3	-0.186
SCG5	1.4559
E2F3	-0.5167
TIGD5	0.3645
FGD6	0.6775
KLHL3	0.37875
SCGB3A2	-1.2715
URP2	0.755166666666667
ATP6V1B1	-0.8315
CALML6	-0.5245
LOC100049076	-2.631
TMF1	0.24375
LOC388503	-0.389
CDH5	2.200125
RPS6KC1	-0.441833333333333
DAAM1	0.1432
TNFRSF10D	1.1015
GSTT1	0.5338
INPP5A	0.80325
TRAF3IP1	1.2035
SMARCE1	-0.499846153846154
VRK1	-0.85075
TTC16	0.41375
AARS	-1.35766666666667
ARHGAP27	0.598333333333333
ZAK	-0.00428571428571429
ACSM2B	-2.6485
TRAP1	-0.876166666666667
MRPL53	-0.234875
RNF44	0.07775
NPTXR	-0.74175
DPYSL3	1.84216666666667
APP	2.5318
GLS2	-0.610833333333333
MNX1	0.542166666666667
CMTM7	-0.01625
OR10A7	-0.2755
NYD-SP21	1.9435
ORC5L	-0.2655
SLC16A10	0.5075
TMEM178	0.786
LOC441601	-2.3635
PTGIS	0.74675
KBTBD7	0.86875
C19orf41	-0.344333333333333
CEACAM3	3.58708333333333
KRT23	-3.0625
SERHL	-0.6215
PNKD	0.2801875
UBC	-0.13
ATRN	-0.586
HAPLN1	0.31425
RANGAP1	-1.3145
C10orf26	0.9335
KCNA7	0.213
SRY	-0.233
LOC376693	-0.19625
HIST1H2BF	-1.42325
CDCA8	-0.987333333333333
MLC1	-0.991
TNIP3	1.822
OR4D1	0.277
IFT52	-0.5295
GOLT1A	0.405
UTP20	0.235625
RP3-402G11.5	-0.697875
PRSS33	-1.0915
PMPCA	-0.34325
APOB48R	2.87433333333333
GLTP	0.7295
MPL	0.5065
C9orf78	-0.554
ADAM12	0.8275
CSPG4	-0.6955
LOC144305	0.9515
KRTAP4-10	1.3628
PAK1	0.44175
ADCY7	-0.1656
TAS2R43	-0.1785
FRAS1	-0.181071428571429
PPP1R14A	0.5
OR2B6	-0.7685
ATP13A1	-0.5825
SIDT1	0.7215
C1RL	1.04316666666667
PRKRA	0.4045
TLN1	-0.211
RP11-50D16.3	0.556583333333333
MITF	-1.74066666666667
GYS1	-0.40675
LYG1	-0.281833333333333
NSMCE4A	0.0613
DNAI1	-0.1815
HOXD11	0.292
FNBP1L	1.2589
DHX35	-0.11075
LCE3E	-0.429625
SLC33A1	0.61025
DCLK3	0.641666666666667
TRIM33	-1.19883333333333
TMCC3	2.283
FBXO42	0.136
C1orf27	-0.2067
C17orf50	-0.259
RNF14	0.48525
SLC4A8	0.06325
RAB3IP	0.8965
COX6C	0.167642857142857
PCSK1	0.3408
SLC13A1	0.383571428571429
ARF6	1.30883333333333
KIAA1009	0.250625
HOXA13	0.11925
HMGN1	-0.5635
CXADR	0.625083333333333
MGC14436	-0.034
UTF1	-0.427
TSC22D1	1.3454
BZRAP1	0.108
PUF60	0.06025
SHC1	-0.687
HOOK3	0.1354
LIMS2	1.35333333333333
BAHCC1	-0.800333333333333
CLCC1	0.3715
ENTPD3	0.455166666666667
SMO	-2.05375
PIK3R5	-0.538
CDC14A	-0.588090909090909
KRT1	-0.0025
ENOX2	0.290333333333333
FLJ22655	-1.12733333333333
FPRL1	1.923
INTS6	0.4324
ZCCHC5	0.3215
SMC3	-0.45025
C6orf123	1.473
FLJ20160	1.93125
LOC653391	-1.34883333333333
GSS	0.13175
NT5M	-2.3055
SIX5	-1.074
TAF5	0.612
KCNA1	-0.557
ANLN	-0.781
MGC45491	-0.1983
SSTR2	0.54175
LYPD4	-0.2905
TH1L	-1.566875
CHRNA5	-0.129
PNMA6A	-0.80825
FLJ16369	-0.4115
DLX2	-2.3631
C6orf108	-0.306
ALDH3A2	0.374833333333333
CLEC1B	-0.346666666666667
LEPREL2	-1.1405
FOXJ1	0.355
OR1D4	0.149
PPIL4	0.11625
MTRR	-1.12125
SLC27A3	0.0911666666666667
HTR7	-2.05733333333333
MIB2	-0.295125
BHMT	-0.4905
A2ML1	1.204
MSMB	-0.831375
KIAA1383	-0.20375
TRUB2	0.56475
PF4	4.46566666666667
IL1F5	0.1474
LRRC37B2	-0.625
IPO4	-0.73975
FIGF	-0.14375
QDPR	0.156
ZNF598	-1.08775
BOP1	-0.24325
MAPK12	-2.53266666666667
POLR1E	-0.834875
CEECAM1	-0.654
INSRR	-0.833166666666667
SIPA1	0.2735
ULK4	-0.439666666666667
BTN3A1	0.2843
FABP5	1.1077
KBTBD3	0.362166666666667
SORT1	-0.361
YWHAQ	-0.4165625
LRIT1	0.3375
KIAA1704	-0.2556
MEIS2	-0.7372
ENOSF1	-0.616333333333333
PCDH7	0.241153846153846
FZD9	-0.9175
RPLP1	0.734666666666667
ZNF75A	-0.1995
P4HA3	2.48975
NKX6-1	-0.3505
CTA-216E10.6	-0.916666666666667
IFT140	-0.34775
DENND1A	0.105416666666667
ALCAM	0.1227
ABHD2	0.319909090909091
QPRT	-0.858833333333333
TRAM1	0.259214285714286
ATP1B4	0.05275
NUP37	-0.8565
SAA3P	-0.7005
SLC22A6	0.087
KIAA0265	0.15825
ZNF41	0.422
ADAM19	0.7604
ERAF	-0.543
DEFB119	0.411666666666667
DNMT3B	-4.51416666666667
SNF1LK2	-0.13475
MGC24039	-0.306916666666667
TAS2R48	0.0931666666666667
PNLDC1	0.1515
ADAMTS16	-0.06
TMEM92	2.07933333333333
CCT8	-0.561545454545454
POGZ	-0.185916666666667
N-PAC	0.039
GUCA1B	-0.182166666666667
ZZEF1	1.12533333333333
OR2C3	0.82
ZNF334	-0.7705
RANBP6	-0.38225
LDHB	-0.657
BAMBI	-1.913875
RAB5B	0.55675
FOXB1	-0.28025
MRPS12	0.8225
MRGPRF	0.132
CRIPT	-0.362
CYP2D7P1	-0.5025
RYR1	-0.355
NDUFA2	0.517875
TRIP12	0.265583333333333
KCNE3	6.29016666666667
MOBKL2B	1.9739
MIOX	-0.00975
ACOT7	-0.773375
FGF6	0.9505
RASSF5	-1.328
ATAD3B	-0.936
IKZF3	1.655
H3F3B	-0.524428571428571
C6orf91	1.255
SEC11C	0.065
TMEM14C	-0.98975
KIAA1632	0.073875
SLC38A4	0.349
FGFR3	-1.99433333333333
HES7	-0.158
HINT3	1.1175
ARIH1	-0.0795
FLJ35880	-0.65225
C1orf129	0.1795
POU6F1	-0.588
RPL32	-0.144625
BBS1	-0.0475
RGPD5	0.2935
SULT1C2	0.658
KDELC1	-1.223
PIP5K3	-0.64
CHI3L1	2.0161
CSDA	-0.249166666666667
VTCN1	-1.84225
WDR62	-1.4355
TMEM170	-0.12725
KIF2A	-0.42025
C6orf182	-0.864333333333333
ARL6IP6	-0.752
ZCCHC9	-0.89825
RARB	0.609166666666667
ZNF320	0.638285714285714
DHX15	-0.255875
PICALM	-0.253333333333333
CNOT6	0.637583333333333
HIST1H1A	-0.76625
ZNF702	1.9655
OR1E2	-0.003
HLF	-1.8366
LOC442582	-1.76
KIAA0494	1.033
TCF4	0.3162
APOBEC3B	-2.2235
FAM54B	0.001
MYH2	-2.116
FXN	-0.0245
C12orf59	0.2205
PAEP	-0.55575
SPG11	-0.006
VN1R4	-0.00975000000000001
KCNJ13	-0.65175
NOC3L	-0.34125
C5orf36	-0.6695
CPAMD8	0.02125
MLN	-0.6787
FLJ11184	-0.063
TIAM1	-0.864333333333334
OR10J3	-0.194
OR52E2	null
PBX1	-0.4463
UBL7	-1.13266666666667
PXMP2	0.47575
SYTL1	-1.68233333333333
FAM126B	1.31175
ZNF711	-1.13614285714286
GGA1	-0.163666666666667
VAMP4	0.293833333333333
BCAP29	0.0311
C20orf19	-0.808875
ZNF275	-0.03125
NEK6	1.785
SETD8	0.0865833333333333
HEXIM1	0.475916666666667
SULT1A2	-0.003625
KLHL9	0.42475
SLC39A12	-0.361
ARHGEF16	1.95216666666667
SCN1A	0.093
HNRPH1	0.231083333333333
C9orf103	-0.039
ECE1	0.202833333333333
MED18	0.60325
TEX13B	-0.5115
SNN	-0.702
C6orf62	0.415444444444445
