Hybridization REF	TCGA-AA-A02H-01A-01R-A00A-07
GP1BB	-0.17575
SHQ1	0.3265
NKX2-3	0.285166666666667
API5	0.1595
FTHP1	-0.305
MOV10L1	0.1688
TRIM6-TRIM34	1.184
ADHFE1	-0.7305
FAM117A	-0.6985
DDI1	0.2315
CDON	-1.00883333333333
TRIM73	0.5345
IGKC	3.742
MMP14	0.0515833333333333
DYNC1LI1	-1.115125
C11orf66	0.178
TRBV3-1	-2.184
FASTKD5	0.5355
BIVM	0.9175
LHX4	-0.216333333333333
CXCL2	4.8187
RAB2B	-0.223666666666667
IZUMO1	-0.00133333333333333
MAP3K15	-0.90825
FAM19A2	0.334166666666667
ZC3H8	-0.185
ZMAT1	-0.9825
SPINK5L3	-1.31
SLC10A6	0.4335
APPL2	1.17125
CARD10	1.00333333333333
LOC402176	4.20975
EEF1D	0.7929
RAB6A	0.5308
C12orf5	0.990125
PAPOLG	0.28775
MSRB2	0.5845
BCR	0.553611111111111
PUS3	0.2475
TIAM2	0.26675
ZNF317	0.751333333333333
CHD2	0.364428571428571
FZD5	2.19536363636364
NUDT8	-1.22275
ZNF763	0.2235
PRC1	-1.305
ABCB9	-0.3415
SPATA3	-0.05375
TRAK2	-0.630375
STAB1	2.17875
LRRTM2	0.349666666666667
psiTPTE22	-0.12275
DBI	1.16875
SERPINA11	-2.7485
NAT5	0.481
C20orf58	-2.089
RPS6KA4	0.963166666666667
FLJ90650	-0.17875
TGFBRAP1	0.169
CHRDL2	1.00025
FAHD2A	-1.03183333333333
CNTN1	0.9505
BBS4	-1.5332
TMEM181	-0.0255
MINPP1	-0.28475
MPHOSPH6	-0.42875
HOXC10	-1.7566
ITPKB	-0.381
CLPTM1L	-0.2985
MEOX2	-1.1845
ATP6V0C	-0.18775
PRPF8	-0.798166666666667
TMC5	3.7825
FKBP3	-1.02625
PLEKHB2	0.04425
OR4D6	-0.037
ZNF544	0.1671
D2HGDH	-0.329375
RPL18A	0.4754
HEL308	0.035
MPP6	-2.14
TCERG1	-0.418
KRT16	-2.26966666666667
KLF17	-0.65875
KLF5	4.543125
CDR1	0.819
VCX3A	-3.7135
FBLN2	-0.138625
C14orf104	0.15875
HBE1	-6.7775
OR4S2	0.79
C1orf108	-0.615666666666667
ROBO4	2.20616666666667
CPEB4	-0.52625
C11orf80	-0.381166666666667
BCKDHA	-0.912333333333333
MYOC	-0.32825
GIF	0.7245
CKMT1A	2.966
RPL3	0.5733
THBS1	1.625
APOO	0.29725
ARMCX1	-1.5875
HSZFP36	1.31625
SNAPC5	-0.6735
EIF4ENIF1	0.98975
ZNF433	-0.338
TNFRSF21	1.351625
TMPRSS7	-0.087
SPATA18	0.6056
HPDL	0.324
MKL2	-0.0201
TBX3	-1.46353846153846
C21orf93	-0.1782
DAXX	-0.11375
ELMO1	-0.120875
RGS13	0.2645
TAF11	-0.462
UNC13A	-1.239125
LOC653314	0.1004
ORC3L	-0.79975
IMAA	-0.723
TARBP2	-0.66375
CABIN1	-0.3932
TRIOBP	-0.0681875000000001
HIST1H2AC	-0.1835
RGS22	-2.8935
NCOA1	0.476833333333333
IL25	0.13
SNCG	-0.886
GPR6	0.0005
AMDHD1	-2.20116666666667
CHEK2	0.312875
C6orf142	-0.254
DRD4	-0.14825
C14orf68	-0.51575
GDF11	-0.90025
SEMG2	0.0995
CD247	-1.17875
CDAN1	0.000999999999999992
RBMX2	0.142333333333333
TGS1	-0.261
OIT3	0.2035
SYF2	-0.2675
MCM4	-1.48075
PKHD1L1	0.21025
CEP192	-0.680166666666667
IFT88	0.94475
RPL9	0.305285714285714
RAB32	0.498875
DDX43	-2.337
P2RX2	-0.146
OR5D18	0.4775
UBE1	0.466833333333333
SLC24A1	0.523125
ARHGAP5	0.06625
CETP	-0.95425
KIAA1731	-0.204
SLC9A4	0.9515
PTPN6	0.67925
BAHD1	0.6815
GRIK3	-0.1015
CACNB2	0.2231
PDE10A	-0.874
DGCR14	-0.7245
PCDHB9	-0.9365
RHOQ	0.026
MAP3K4	-0.02625
KTI12	-0.3325
RPL23AP13	-1.71925
GNG11	-1.98525
CLCN3	-0.115166666666667
GPAM	-0.058
VSTM2A	0.2115
SLAMF7	1.52016666666667
INTS2	0.0315
PPP2CA	-0.7811
LRP12	0.220066666666667
SEC14L2	0.572555555555555
DKFZP586H2123	1.41025
MC3R	0.00649999999999999
CIRH1A	-0.868666666666667
HIST1H2AB	-1.00733333333333
POLH	-0.359571428571429
MGC16703	-1.99516666666667
SNAPC2	-0.5065
FILIP1L	1.6605
RASGRP4	0.6125
LRRC1	2.1965
GAS1	-2.636
PRAC	1.19775
DGKA	-0.046
NT5C3	0.57
PEG3	-3.76409090909091
NADK	-0.703
PRR17	-0.959
LOC374569	1.14675
SGSH	-0.483666666666667
NLRP8	0.0995
GALT	0.2931
MCF2	-0.433
ZNF263	0.6475
TACSTD1	4.19516666666667
TYR	-6.7421
ATP6AP2	0.799
RNUXA	-1.09925
ABHD10	-0.0414
GDPD2	2.17375
SLC35C1	1.2265
UBE2A	0.4985
HERC5	-1.70583333333333
FAM112B	-5.0845
FBXL16	-2.045
DKFZP434A0131	-0.171
ELA3A	-1.874
RBM41	-0.2405
HAO2	0.256
RNH1	-0.56425
SHANK2	1.62916666666667
OSBP2	-0.5415
DAK	-0.340166666666667
C3orf58	0.724727272727273
TCL1B	-0.76
KBTBD2	-0.035125
SUGT1L1	2.0145
UBE2E2	-1.95083333333333
MYL9	1.572625
CDC23	-0.839666666666667
PBXIP1	0.6075
CXorf40B	0.2065
NBL1	1.234
RTBDN	0.296
RAB11FIP5	-0.016625
TTTY13	0.163
SCOTIN	-0.2605
SOHLH1	-0.3365
CDKN1A	0.521214285714286
NCK1	0.236
ZNF550	0.6455
SAPS3	0.466666666666667
SPIN3	1.00966666666667
MAGEE2	-0.432
MIS12	-0.6035
OR8H2	0.224
KIAA0774	-1.5505
UNC5D	-0.7875
CUL7	-0.4545
LIPC	-4.09783333333333
DIO1	-1.8445
C20orf11	0.7751
CTRL	-0.2635
HS3ST2	0.0725
PAK4	0.526166666666667
CCRL1	0.804
RNF10	-0.071
ZNF567	0.196
ZNF660	-0.812
TCEAL3	-1.24175
MAGOH	0.0593333333333333
CENPB	-0.236
C19orf7	0.210375
LOC388965	-0.30825
ZCCHC13	-0.7395
JMJD1A	0.0238
HIST1H4H	-0.6125
TBRG1	0.2456
GPC3	-6.080625
TAF1C	-0.672625
EBNA1BP2	-1.09983333333333
CIAPIN1	0.04275
PDGFRA	-0.191277777777778
CSTB	0.358375
CENPI	-1.644
GTF2E2	0.0191666666666667
RPP21	0.5775
CCNF	-1.48083333333333
KCNQ3	0.7265
FAM79A	1.562
SLC22A12	0.0915
NOVA1	-1.40233333333333
FZD3	1.4347
AKAP8	0.3905
SOCS5	-0.138625
CFDP1	0.076
DLG5	0.1755
PGM5	0.869083333333333
C1orf144	-0.487416666666667
HDAC10	0.6015
RND2	-0.88175
C20orf199	0.81125
RNMT	-0.508625
SLURP1	0.1895
ASTN1	-0.184
SH3BGR	-0.084
MYCL1	0.384375
ZHX1	0.5015
CENPK	-2.03725
FOSB	0.8975
LOC643406	0.65225
C2orf59	-1.027875
TMEM135	-0.571875
SLC27A2	-0.14475
KRT33A	0.5615
OVOL1	2.17875
PAMCI	-3.5635
S100A7	-0.3905
ZNF789	0.1015
HARS2	-0.1865
RPL23A	0.164166666666667
TCF23	0.47125
UPF3B	-0.629875
C17orf78	1.7675
HLA-DOB	0.3955
C14orf142	-0.339333333333333
TEKT5	-0.1105
DMWD	-0.099
POLD1	-1.79666666666667
GSCL	-0.353
CALD1	-0.1717
SCRT1	0.00650000000000001
AIG1	0.945
UNC84B	-0.70675
ZNF404	-1.86075
TMED6	2.5945
KIAA1462	0.79
LRRC27	1.73866666666667
PYGO1	0.6735
PIGU	1.04016666666667
ALAS2	-5.4945
WRNIP1	0.445875
CNNM3	0.1905
ZNF2	0.26975
ST3GAL5	-2.19091666666667
MRPL23	0.57175
TSSK6	-0.19075
PSMA6	-1.03075
C16orf70	-0.6185
KIAA1602	-0.43225
ALMS1	-0.317
DCN	0.33125
TMEM132D	-0.356
SUCLG2	0.61675
ABHD14A	-0.858
DEXI	0.117
AMPD2	-0.6705
IFNAR2	-0.162333333333333
CYB5A	1.2716
TLOC1	0.78105
NXF5	1.7515
NRBF2	0.2835
KCTD3	-0.07375
ITGAE	-0.406833333333333
SLC30A3	-2.078
ZRF1	0.266
IFRD2	-0.230125
XAB1	-0.146
PYCR2	-1.22366666666667
SERPINB3	-3.1115
TMLHE	0.8538
GEFT	-0.49675
ABCA5	0.1535
EMR4	0.162333333333333
TSFM	-0.55075
HIST3H2BB	-1.81075
ARHGEF19	-0.49325
TSPAN17	-0.245166666666667
ABCC8	-0.526
MAP1S	-0.2615
C22orf36	1.10175
BNC2	-1.65884615384615
HIST1H4A	-0.19025
NDUFS3	-0.334833333333333
WDR3	-0.141166666666667
XKR4	0.83125
TTC33	0.342642857142857
STMN2	2.50275
CPN2	-0.424666666666667
HSPC105	1.290625
PCOLCE2	-5.78325
C3orf55	0.243
KLHDC9	1.25633333333333
TBC1D23	0.46225
ATXN2L	-1.09691666666667
MAP2K3	1.75225
SCAP	-0.00974999999999999
ZNF486	-0.0971666666666667
C20orf96	0.1225
NARS	0.009
ADAMTSL1	-0.6105
PRCC	0.0301666666666667
CCDC126	0.78075
ZNF675	-0.6145
CALCOCO1	0.602
ANKRD43	3.92425
CWF19L2	-0.003
ZBTB32	0.981166666666667
BRAF	-0.30625
ODF4	0.26475
MGC14376	0.359
HORMAD1	-0.671166666666667
AAK1	-0.0635833333333333
PEBP1	0.0781666666666667
TNFSF5IP1	-0.2255
DKFZp564N2472	0.65325
RMND1	-0.75775
IGKV1-5	2.91825
COL1A2	1.44383333333333
SERPINA5	-5.995375
AANAT	-0.008
C19orf21	4.42333333333333
GEMIN5	-0.04825
UBR4	-0.364166666666667
LTBP3	-0.564166666666667
AMHR2	-2.15816666666667
PROCR	2.64325
MYBBP1A	-0.29625
C20orf39	-0.078
ZNF697	0.613875
PASK	-0.3866
ZNF776	0.293333333333333
RFXDC2	-0.140125
KIAA0467	-0.15475
C10orf96	-0.431
ZNF503	0.59825
GULP1	-0.7675
KCNE4	-1.15733333333333
DKFZp434K191	-1.44785714285714
LOC196913	-0.5675
BHLHB4	-0.4795
CH25H	2.65925
LOC81691	-1.94466666666667
ALPL	-0.348857142857143
COL12A1	2.151875
FOLR3	-2.38733333333333
GPR123	0.22825
TRIM62	-0.140214285714286
ABLIM1	1.40166666666667
MAST3	0.4985
RHBDD1	0.563
LOC338809	-0.8145
RYBP	-0.22175
TTC26	-0.580125
ZNF22	-0.5435
ISCA2	-0.41625
RDM1	-1.89275
PIGM	0.30075
GNB3	-1.279
ACTR2	-0.1308
HMGB1	0.39255
EDG1	1.677
SOAT2	-4.462
OR10AD1	1.204
RAP1GDS1	0.761833333333333
LCE1F	-0.1415
ESM1	-1.888625
RCN3	1.39775
CREBL1	-0.32275
DBNL	-0.6965
PTGER3	0.721625
USP30	0.288333333333333
BCL2L12	-0.0765
KIF26B	-0.00775000000000002
ZNF416	0.914
ZNF225	0.1245
C17orf70	-0.483
ZNF554	0.6695
RAE1	0.0368333333333333
TNIK	-0.162666666666667
ACTN3	0.081
MGC45922	-0.029
CCNA1	-1.365
RYK	0.712833333333333
IL26	0.2425
LRP3	0.368833333333333
QARS	0.131
SOX7	0.168357142857143
BID	0.903875
OR2S2	0.1975
CXCL14	5.9535
C11orf47	-0.524
MGC29891	0.0256666666666667
HSPB8	-0.8191
PRDM14	-0.335
NUFIP2	0.56875
MNAT1	-1.03442857142857
ZDHHC2	-0.45875
MBNL2	0.417
ADD3	1.635625
CSNK2A1P	-0.361
KLK6	-1.06033333333333
TMEM111	-0.9946
KIAA1279	0.5585
NUBP2	-0.713833333333333
RAB42	-2.299
ID3	-0.5758
TM9SF1	-0.25825
MDP-1	-0.97525
POU4F2	0.603666666666667
IQCK	0.38825
C16orf14	0.767
CAPN3	0.17375
FAM43B	-1.004
RECQL	-1.508
AP1G1	-0.241
CTNNBL1	0.4755
ECHDC1	-0.256666666666667
SMARCC1	-0.1651
FOXQ1	1.583625
GNAI3	0.0256666666666667
POLG2	-0.6005
CD4	0.624125
ITLN1	5.07425
EBI2	2.23
IRF1	0.747
PTPRE	2.6816
PTK2B	0.33975
NXNL2	-1.5805
SOX4	0.327222222222222
TSPAN3	2.1685
SH2D1A	-3.61533333333333
C8orf58	-0.3
USP20	-0.85375
DUSP22	-0.283416666666667
CALB1	-1.4085
L3MBTL2	0.732666666666667
MCRS1	-0.03425
TMEM118	-2.60083333333333
C18orf8	0.3665
FLJ10241	0.201
GJA12	-0.35725
PKD1	-0.581166666666667
ZFP3	0.3405
JAM3	-1.842875
LAPTM4A	0.379
DIRC2	-0.05375
KIAA2022	-0.5372
MYOM1	1.07716666666667
TRPM8	-1.3885
MOP-1	0.571
PHKG2	0.1245
ZNF650	0.625
KIAA1522	0.26325
PSG8	-0.530833333333333
DDX19B	-0.535
MOBKL1B	-0.06175
DIAPH2	2.0705
PTPN12	0.27725
CLN8	-0.178
CRYZL1	-0.609833333333333
CRY2	0.150583333333333
FCGR2B	1.98433333333333
PNPLA4	1.914375
ZNF454	0.005
DKFZp434B1231	0.18225
CLDN11	0.220555555555556
RFWD2	0.788166666666667
CIB2	2.17116666666667
MXRA8	1.198625
HRK	-1.666375
MAML2	-0.328
C4orf31	0.1165
C6orf192	-0.41525
COG6	0.8855
FAM5B	-0.247
NFATC1	-1.4541
SEPT10	-0.0295
SCYL1	-0.6627
RPP40	-0.5115
SCOC	-0.1618
KIAA1450	0.4655
CTDSPL2	-0.62
TBX5	0.1012
NAPG	-0.953125
RHD	-3.704
C14orf45	-0.565333333333333
ZBTB22	0.107
PLCG1	0.077
ANKRD10	0.987375
AQP7P2	0.02025
TAGLN2	-0.204666666666667
HTR2C	-0.248833333333333
SLC16A7	-1.7395
C17orf83	-0.572666666666667
TSGA14	-1.40233333333333
MDH1	-0.793
PPP3R2	0.590666666666667
DCBLD2	-1.65064285714286
RBM33	0.69125
DPH3	-0.96575
SYT10	0.103166666666667
FMO4	1.277875
THYN1	-0.34675
DRD5	-0.8815
OTOR	0.268
PGRMC2	-0.3283
KATNAL1	-1.048875
PAQR6	-1.06175
UBE2I	-0.396
C14orf28	-0.2325
C8orf70	-0.37875
FLYWCH1	-0.532375
ANGPTL3	-0.562
GLRX2	-0.169
ATP11A	0.9185
ARL5B	0.835
MUC16	-2.17325
SLC25A5	-0.317071428571429
ACRC	-0.0435
MYO1C	-0.14425
FAM89B	0.0261666666666667
FAS	-0.143125
KIFAP3	0.90325
GLRA2	-0.1655
BTN3A2	0.8976
CNKSR3	0.731875
CSTF3	-0.662833333333333
ARPM1	1.208
KIAA1530	-0.529
C9orf150	3.10583333333333
PRKCI	0.50475
tcag7.1015	-0.97
SOD3	1.684
ZNF574	0.724
CYP21A2	-0.71275
RPL12	0.35075
COMMD2	-0.94875
WIZ	-0.05825
LOC344405	-0.59975
ALDH4A1	-0.843941176470588
CRYAB	1.52
COPA	0.00833333333333334
PCDHGA7	-0.114666666666667
KIF11	-1.45033333333333
RASD2	0.08225
SLC26A3	3.6715
ZNF175	-0.5395
JAKMIP2	-2.11925
C8orf4	1.98416666666667
PTHLH	-0.139
SLC40A1	2.87016666666667
OR7D4	0.132833333333333
PCDHB17	0.349
CD36	0.673357142857143
C6orf203	0.3815
PRKG2	0.705
LOC400566	-0.1765
ANAPC13	0.42775
SLCO3A1	1.175
ZNF692	-0.9795
FANCL	-1.159
SH3GLB1	-0.3775
C12orf61	0.268
KBTBD6	0.946
SUPT5H	0.497125
XRCC6	-0.7051
HUS1B	-0.000799999999999995
FAM133B	0.0353571428571428
LOC728276	0.0315
KCTD18	0.955
SOS2	0.787166666666667
CCDC99	-2.23275
C1QTNF5	3.0215
NNAT	0.157166666666667
USP16	0.2785
LARS	-0.81175
ZBTB2	0.38925
ABO	0.4725
TRAF3	0.434
GALNT5	-1.1455
NAP5	-0.316875
ALG14	0.3475
KIAA0515	-0.216769230769231
WDR75	-0.107166666666667
TEX261	0.26625
LY86	-0.6325
LOC389072	0.26
FLJ13611	-0.36825
MRGPRX2	0.578
SNRPA	-0.650625
OR2G2	0.077
GPRASP2	0.07025
C7orf42	1.1727
C9orf163	-0.0915
CYP11B2	-0.4385
FCRL3	0.294833333333333
PRDX1	-1.11325
FGB	-5.29516666666667
COX17	0.186333333333333
C16orf33	-0.957
PIWIL1	0.444166666666667
FOLR1	-2.69466666666667
KIAA0082	-0.3765
FREQ	-0.630833333333333
TMCC2	-1.7505
TCF12	0.5365
ZNF721	0.416
FAM130A2	0.3415
POU4F1	-0.6145
SNRPF	-0.422875
SGIP1	1.024
ZNF641	0.4055
EMG1	-0.4095
PRRG4	1.0635
HIRA	0.03725
MYNN	0.373
AEBP2	0.358333333333333
TBXA2R	0.171666666666667
ISL2	-1.26383333333333
PCDHB11	-0.617
RNF144A	-1.481375
MARCH5	0.422875
DULLARD	-0.633666666666667
DCLRE1B	-1.0255
ITGA8	0.6955
TP73	-0.181625
PRKCD	1.053
NDUFB4	-0.0505
ATP13A4	0.5915
ANTXR2	-0.112833333333333
COL4A3	0.0600000000000001
MYO10	-1.0934
SLC6A18	0.06625
PEX1	0.869
TMEM74	-0.3835
RBM19	-0.436
TAPBP	0.2363
RUNX1	-0.182375
MID1	2.1315
GPR64	-1.40166666666667
RASEF	1.25175
GABRG1	0.332125
MYO16	0.39775
DBF4	-0.647833333333333
TSHZ2	0.833
RIPK2	-0.2665
PPTC7	0.200666666666667
KIF4B	-1.403
LRRC31	3.091875
ZNF540	0.221
EFNB3	-0.5415
LOH12CR1	0.27725
STON2	0.0286666666666667
GLP1R	-0.28075
CSTF2T	1.45125
IREB2	-0.30925
GRSF1	0.4205
PDCD7	-0.0368333333333333
LRRC43	0.8165
CNR1	-0.187
IL1F7	-0.3345
C12orf64	-0.129
FAM69B	-1.6585
NR2E1	-1.733
MS4A6A	0.7996
FTL	-0.3356
C7orf36	2.03975
PCLO	0.1816
DYRK2	1.447
ARIH2	-0.466125
SAMD7	1.3975
SCNN1D	-0.965
SLC32A1	-0.80725
C22orf25	-0.650333333333333
MRPS18A	0.183
GPR112	-0.2635
EARS2	0.2
ERN2	1.756
ATPBD3	0.227333333333333
PRH2	-0.0465
CDKN2D	-0.549166666666667
PGLYRP2	-0.813
TRIM40	0.0855
SEC14L3	0.069
SLC22A1	-0.03125
BTN2A3	0.62425
RASA4	0.29425
CCNL2	-0.767083333333333
MYBPC3	0.127
GJA4	1.66375
CDC42SE1	0.244125
TRPV2	-2.14875
MYPN	-2.8469
SIM1	0.1445
CDADC1	0.89875
ZFHX4	-0.92125
NIBP	1.18
ADAMTS19	-1.53225
ABTB2	-0.87575
TSPYL2	-0.794625
EIF2S3	0.9364
SOX30	-0.516
AP2A1	-0.581166666666667
DKFZP564O0523	0.469333333333333
LOC285398	0.13175
CDH18	-4.49025
CHL1	0.5475
GATS	-0.1846
TBC1D2B	1.4315
OR1J1	-0.1805
GSN	0.496333333333333
DPCR1	0.301875
GARNL4	-0.0521666666666667
SMARCA5	0.2215
PLEKHG3	1.208
ZBTB45	0.4115
FRMD6	-2.119
PLS1	4.00866666666667
DGKZ	-0.322
EFNA1	1.7068
WDR85	-0.25325
ANK2	-0.70025
PAGE4	-0.9275
SENP6	2.29766666666667
AKR7A2	-0.6635
FKBP10	0.0325
VEGFC	-3.25683333333333
LARP1	-0.1244375
SRBD1	-0.057
ITGB6	1.71325
SLC1A2	-1.53546153846154
INVS	0.352833333333333
MPO	0.71475
MOBKL3	0.2277
CUTL2	-0.987625
KLK2	-0.0545
VIM	-3.24275
REG1B	3.65166666666667
PCDHGC4	0.90025
C3orf34	-1.01383333333333
SUMO3	-0.266666666666667
CST9L	-0.1045
MLL4	0.405
SPR	1.62983333333333
SAMD9L	-1.20775
ABCE1	0.3205
SUPT3H	-0.8695
ACTBL1	-1.3045
ADAMTS4	0.451166666666667
SLIT3	1.42925
RHEBL1	-0.657
NPM2	1.5805
MAN1C1	0.281625
KIAA1856	0.622666666666667
HSPA6	0.13775
LOC388152	-0.1655
C10orf140	-1.31725
ZDHHC12	-0.318
LIN7A	-1.5445
PHC2	-0.0331666666666667
SPHK1	-2.5515
TRIM26	0.764375
FAM83E	2.5225
C18orf24	-1.119
ZNF578	1.09316666666667
ORAI1	-0.0115
RUVBL1	-0.459666666666667
C7orf20	0.648
APAF1	1.55
SLC36A4	-2.71683333333333
MYH11	5.39
NEK1	-1.3448
MPP2	-1.458625
C12orf24	-3.5685
TNK2	-0.1043125
ZNF289	-0.57625
MATN3	-2.05685714285714
IFNGR2	0.978333333333333
ITPR1	-2.17575
EBF3	0.2337
TBC1D20	-0.198
OR10P1	0.32475
DDAH2	1.4505
SHPRH	-0.142125
STX7	-0.5505
LOC554248	-0.4205
BCAR1	-0.07175
ATXN3	-0.357583333333333
TRIM27	-0.37275
CDC42EP2	1.0475
CHP	0.652285714285714
SOX17	0.872625
ZNF259	0.216666666666667
CHCHD1	0.1275
ZDHHC19	-0.459
GBP2	1.7055
GARNL3	0.747625
MRC2	-1.223
C1orf52	-1.09225
AOF2	-0.853333333333333
LRPPRC	-0.3268
ACVR1C	1.4685
TM4SF18	0.507833333333333
TMEM169	0.509
PPP1R16A	1.113625
EBF1	-0.645
RRS1	0.393166666666667
SNX2	-0.90875
OR2T2	-0.24
RBX1	-0.624
ANKRD54	-0.222666666666667
TSNAX	-0.275833333333333
TMEM83	-1.3375
ZBTB7A	0.951
ATM	-0.110333333333333
LOC338328	0.132833333333333
TIE1	0.0475
HIST1H3G	-0.865833333333333
PASD1	-5.341
TINAG	2.2475
PCDHAC2	-0.015
LRRC15	-0.850125
WBSCR17	-0.46925
TFF2	0.157
PARP2	-1.8615
NDFIP2	2.273
PCDHGB2	-0.767
WDR60	0.71075
MAP7D2	0.4253
USP45	-1.05725
GSDML	1.622
TNS1	-0.5222
PLCD4	-1.68025
IQCD	-1.23566666666667
SMPX	2.78225
CD9	1.318
SRGN	0.0585
CASP7	2.08625
INOC1	0.473833333333333
DKFZp451M2119	-0.585625
VMAC	0.9765
USP53	1.8128
CAMK1G	-0.268375
TMEM106A	-0.0558333333333333
CDC20	-2.6547
ACSL5	4.18466666666667
CBWD5	-0.048875
C1orf87	-0.257
KIAA1274	1.51325
PRUNE2	1.26342857142857
LYPLA2	-0.358
DOK6	-1.8145
GPR149	-0.18075
FAM30A	1.436
TMEM129	-0.70075
SLC35B3	1.72375
ACPP	0.166333333333333
LOC200261	0.941
SLC4A7	-0.3961
CCDC40	-0.08275
GART	-0.14275
THOP1	-1.0415
SCARB1	-0.3215
CACNA1F	-0.03275
TRIAP1	-0.0568333333333333
SYT14L	2.698
SFRS8	0.200666666666667
PBOV1	-0.1535
GOLSYN	2.51175
GJB7	-1.669
CAMK2N1	1.17091666666667
GREM1	2.66791666666667
FLJ20433	0.8835
QPCT	-1.629625
PRKAG2	1.247
H2AFX	-1.433375
C6orf154	0.38525
PLOD3	0.18125
ZBTB39	0.694166666666666
WASF3	-1.91308333333333
DRG1	-0.53075
PRR4	0.324
SPCS1	-0.63975
KDELR3	0.589333333333333
SRP19	-0.538666666666667
GABRA6	0.406
MFSD1	0.1405
MMEL1	1.67625
PDXDC2	0.6833
BUB1	-2.84366666666667
RNF138	-0.355375
MYLPF	-0.542
AIF1	-0.756833333333333
DYNLRB1	1.4238
HCN3	0.7405
HIST1H2AI	-0.619
MAP4K5	-0.01025
LASP1	0.8325
LOC130951	0.3705
PLAA	0.436375
KRT6A	-2.9955
C6orf117	-0.624375
ARHGAP23	-0.2495
PTF1A	-0.054
GPHA2	-0.47075
LCE3B	0.126
MCL1	0.408142857142857
EHBP1	-0.809833333333333
PRNP	-0.5879375
ZSCAN1	0.3195
C1orf113	0.563666666666667
FOXA3	3.007875
NEB	0.3215
ASGR1	-3.735
CTGF	-0.248
RAB17	0.2855
MST101	0.35325
JARID1B	0.4928
USP37	-0.3465
PTBP1	-0.508333333333333
PTPN7	-1.144
CDC7	-2.34066666666667
SNX7	0.93
ZNF335	0.221
CPT2	-0.191
HEATR1	-0.397625
HSPC152	0.12675
C5orf40	0.48125
PSME1	-0.142166666666667
STAG3	-1.77725
TMEM154	1.119
KLHL32	0.200166666666667
TSGA10IP	-1.0795
SUV420H2	-0.221833333333333
SF1	0.4103
2'-PDE	0.1649375
PNLIPRP2	4.795
TRSPAP1	-0.908833333333333
NUP210	-1.817
ANP32C	-0.4865
RAB11B	0.213666666666667
ASB15	0.704
ITGB3BP	-1.28625
UBASH3A	-1.39
YWHAB	1.07925
TPRX1	0.00750000000000001
LY6G5C	0.7255
SLC7A2	-3.23975
CLK1	0.4033
HSD3B7	-0.097
VDR	4.582
C16orf74	-2.85525
ACE	0.56775
PSMA2	-0.215666666666667
CCDC131	0.373625
ZNF213	-0.3955
EML2	0.939
ALS2CR13	0.764166666666667
GLYATL1	-0.7095
DSPP	-0.61
DHFRL1	-0.344375
C10orf30	1.545
SH3RF2	2.69966666666667
LOC197322	-0.0315
DLL3	-0.8975
TIGD7	-0.338
GFRA3	0.147
CPA1	-0.177166666666667
RTN4	0.189833333333333
PPT2	-0.693333333333333
FASLG	1.098
FOXP4	0.836625
RPL26	0.3922
GNL3L	0.3385
FMR1NB	0.189666666666667
CD163	5.07625
SGPP2	2.74325
GIMAP2	0.3145
CD37	-0.492
DPT	1.79991666666667
NBLA00301	0.9205
RGS5	1.67125
C9orf4	-0.2735
ACTL8	-3.37316666666667
PRKAR2B	-1.859
OPLAH	1.51733333333333
C20orf134	2.95225
SPACA5	-0.621
TBL1X	-0.696666666666667
TSPYL3	0.348
CHCHD3	-0.6105
CRKRS	0.404666666666667
GPR65	1.316
DFFA	-0.84025
FUT1	1.222
C6orf204	-1.32766666666667
TMEM51	1.6645
ZNF580	0.24525
CMTM2	0.02525
C20orf200	-0.4655
EZH1	-0.232333333333333
FDX1L	-0.26975
MRPL32	-0.22075
PCAF	-0.8603
ALOX15B	0.396
CD59	0.6145
CDK9	-0.4655
ERP29	0.2575
TTR	-5.76225
BCMO1	0.8875
DDIT4	-0.7174
PTGDS	2.41975
C3orf63	-0.649333333333333
BST2	-2.564375
CYP1A2	0.0885
C5orf25	0.527
STX1A	0.547411764705882
OR2A12	0.046
SH3BP5L	-0.309
SERINC5	1.236625
USP6	-0.7509
MRPL3	-0.1905
POMP	2.745625
INPP4B	-0.544714285714286
GMPPB	-0.31475
EAPP	-0.31
AHSA1	-0.861
ABCA11	0.0535
SLC5A6	1.286
HIVEP2	0.421
SUMO2	-0.651
KIAA1822L	-0.590333333333333
C11orf67	1.0535
TXK	-0.0621428571428571
PHCA	0.9430625
ICAM4	-2.37433333333333
FPGS	-0.321
SNRPA1	-0.752
KCNJ4	-0.312
KIF6	-0.125444444444444
HIST1H2BG	-1.17883333333333
SLC5A5	-0.51575
ZNF354B	0.217666666666667
IL12RB2	-0.906
C11orf76	-0.198833333333333
GAL3ST2	0.317
AIFM2	0.122375
SYNC1	-1.330625
UBL3	0.44175
PIK3CG	-1.47766666666667
NLN	-0.525666666666667
BCORL1	1.44875
CD5L	0.0675
ZNF238	1.38333333333333
KIAA1394	-0.7845
C16orf55	0.7116
CYP3A7	2.28525
KRTAP3-1	-1.331
TFDP1	0.818
MND1	-1.96525
NODAL	-0.1005
GTPBP4	-0.2445
TUBGCP2	0.0745
SLITRK5	-1.819
CIC	-0.233
CD79A	0.316666666666667
SAMD14	0.447
TNPO3	-0.48
OR10G3	1.02
OR10G8	0.287
CCDC111	-1.222
HOXC9	-4.027
DCUN1D1	0.375083333333333
CYB5R1	-0.1185
