Hybridization REF	TCGA-AV-A03E-20A-01R-A00A-07
SYT14L	-1.4
SFRS8	-0.2805
PBOV1	-0.0845
GOLSYN	0.8295
GJB7	-0.908
CAMK2N1	1.58516666666667
GREM1	4.24983333333333
FLJ20433	-0.594
QPCT	0.720625
PRKAG2	3.50083333333333
H2AFX	-1.236625
C6orf154	0.274
PLOD3	-0.645
ZBTB39	-0.529833333333333
WASF3	1.49
DRG1	0.17825
PRR4	0.7665
SPCS1	0.62175
KDELR3	2.592
SRP19	0.403666666666667
GABRA6	0.6115
MFSD1	0.55475
MMEL1	-1.11825
PDXDC2	-0.3564
BUB1	-0.352
RNF138	-0.122625
MYLPF	-0.0536666666666667
AIF1	-7.38266666666667
DYNLRB1	1.5821
HCN3	-1.25216666666667
HIST1H2AI	-1.27725
MAP4K5	-0.498833333333333
LASP1	0.511875
LOC130951	0.962
PLAA	0.425625
KRT6A	-4.426
C6orf117	-2.6835
ARHGAP23	0.0715
PTF1A	-0.017
GPHA2	-0.42975
LCE3B	0.53475
MCL1	0.0792142857142857
EHBP1	0.153166666666667
PRNP	0.683875
ZSCAN1	0.31475
C1orf113	-0.645333333333333
FOXA3	-3.58875
NEB	0.4855
ASGR1	-6.19216666666667
CTGF	-0.764
RAB17	-5.237
MST101	0.56225
JARID1B	-0.3701
USP37	-0.4443
PTBP1	-0.805666666666667
PTPN7	-1.91933333333333
CDC7	-1.55166666666667
SNX7	2.485
ZNF335	-0.2115
CPT2	-0.254
HEATR1	-0.880625
HSPC152	0.554875
C5orf40	0.60675
PSME1	-0.4015
STAG3	-1.41825
TMEM154	3.6475
KLHL32	0.149333333333333
TSGA10IP	-0.4965
SUV420H2	-1.5655
SF1	-0.9681
2'-PDE	0.5985625
PNLIPRP2	-1.563
TRSPAP1	0.536833333333333
NUP210	-4.941
ANP32C	-1.163
RAB11B	0.451333333333333
ASB15	0.66
ITGB3BP	-0.06425
UBASH3A	-3.2495
YWHAB	0.7035
TPRX1	0.08575
LY6G5C	0.177375
SLC7A2	-3.982625
CLK1	-0.3943
HSD3B7	-0.0605
VDR	0.907
C16orf74	-4.17425
ACE	-0.00974999999999999
PSMA2	0.385666666666667
CCDC131	-1.002375
ZNF213	-0.925833333333333
EML2	-0.344
ALS2CR13	-0.469833333333333
GLYATL1	-2.06775
DSPP	-0.5655
DHFRL1	0.42325
C10orf30	0.810166666666667
SH3RF2	2.112
LOC197322	-0.845333333333333
DLL3	-1.26875
TIGD7	-0.99475
GFRA3	0.1525
CPA1	0.0101666666666667
RTN4	1.61316666666667
PPT2	-2.55416666666667
FASLG	0.133454545454545
FOXP4	-0.334875
RPL26	0.1448
GNL3L	-2.729
FMR1NB	-0.104166666666667
CD163	1.60375
SGPP2	-0.33075
GIMAP2	0.28325
CD37	-2.08233333333333
DPT	-0.771166666666667
NBLA00301	0.2275
RGS5	-2.01058333333333
C9orf4	-0.2555
ACTL8	0.286
PRKAR2B	-0.511875
OPLAH	-3.682
C20orf134	1.1465
SPACA5	-0.463
TBL1X	0.181166666666667
TSPYL3	-0.0515
CHCHD3	0.551
CRKRS	0.811833333333333
GPR65	0.08825
DFFA	-0.81875
FUT1	-0.85925
C6orf204	0.381
TMEM51	1.412
ZNF580	-0.15425
CMTM2	0.318
C20orf200	0.049
EZH1	-1.24383333333333
FDX1L	0.566625
MRPL32	-0.47975
PCAF	0.1727
ALOX15B	0.4675
CD59	1.492625
CDK9	0.044875
ERP29	-0.242833333333333
TTR	-7.7655
BCMO1	0.719
DDIT4	1.1893
PTGDS	1.326
C3orf63	0.314833333333333
BST2	-4.819375
CYP1A2	-0.7575
C5orf25	-0.1555
STX1A	1.85482352941176
OR2A12	0.846
SH3BP5L	-0.321
SERINC5	-0.456
USP6	-0.2156
MRPL3	-0.0226666666666667
POMP	0.3
INPP4B	-2.16057142857143
GMPPB	0.776
EAPP	-0.7005
AHSA1	-0.20275
ABCA11	-1.694
SLC5A6	-1.93825
HIVEP2	0.439
SUMO2	-0.31775
KIAA1822L	4.50566666666667
C11orf67	0.02275
TXK	-0.050875
PHCA	-0.73125
ICAM4	-1.96733333333333
FPGS	-0.487833333333333
SNRPA1	-0.73325
KCNJ4	0.168
KIF6	-0.0502
HIST1H2BG	-2.06083333333333
SLC5A5	-0.06725
ZNF354B	-1.79166666666667
IL12RB2	-0.70375
C11orf76	-0.576333333333333
GAL3ST2	0.493
AIFM2	-0.17525
SYNC1	1.16125
UBL3	0.206875
PIK3CG	-1.91733333333333
NLN	-0.660333333333333
BCORL1	0.3365
CD5L	0.8625
ZNF238	0.522333333333333
KIAA1394	-0.2725
C16orf55	0.4363
CYP3A7	-0.6885
KRTAP3-1	-2.164
TFDP1	0.529666666666667
MND1	-0.3405
NODAL	-0.0436666666666667
GTPBP4	-0.61975
TUBGCP2	1.10725
SLITRK5	3.1535
CIC	0.164
CD79A	-0.0938333333333334
SAMD14	0.859
TNPO3	-0.583
OR10G3	0.594
OR10G8	0.00650000000000001
CCDC111	0.9755
HOXC9	-4.262
DCUN1D1	0.287416666666667
CYB5R1	1.012
TSR2	-0.613
DAB2IP	-2.1249
SLC6A5	-0.216
RAB3D	0.37525
DCUN1D4	0.387666666666667
ERBB3	-3.23341666666667
SDC1	0.599583333333333
ATP6V1H	0.659166666666667
SYK	-2.3025
ST20	0.9505
C13orf30	-0.1785
WDR40A	-0.220833333333333
ADMR	0.363
LOC388335	2.70825
ACSM1	-0.114
TDG	-1.1505
FLJ11235	-0.61525
MRPS5	-0.357666666666667
AGPAT2	-5.37233333333333
SLC12A1	0.093625
CYP27A1	-3.15875
THAP7	-0.19925
XPO1	0.0826666666666667
ALMS1L	-0.5145
C1orf2	0.460875
ZNF777	-1.2125
CAMK2A	0.211166666666667
SMC1B	-0.372428571428571
IHPK2	-0.359333333333333
LEMD1	-2.418
NKD2	-2.4878
CLU	0.812785714285714
ARMETL1	0.246
PABPC4	-0.3305
CXCL12	-3.636
TFAP2C	-2.8302
TTTY8	0.6875
ABCB10	-0.6471
ENDOD1	-0.0191666666666667
IDI1	0.3555
KCTD6	0.793333333333333
CCDC105	-0.468
ULBP2	2.5115
ZDHHC5	0.28425
WNT8A	-0.33275
COMMD10	0.6085
KLHL12	1.01625
GPR50	0.4035
NR5A2	-0.571375
OXGR1	0.399166666666667
EHD3	1.3775
CAPRIN2	0.523375
KLRC3	-1.07925
SF3B1	-0.595928571428571
IPO7	0.4125
ALDH1A1	-5.158
ANKRD5	0.458125
TSNARE1	-0.092
DDEFL1	-0.36025
RNASEL	0.409333333333333
DNAH9	-0.86625
HELLS	-0.92
TNS4	-3.5775
NAV1	1.3303
KIAA1409	-0.037
C20orf26	0.595333333333333
TUBG1	-0.41525
IRX2	-6.0155
CNGA4	-1.187
MGC50559	1.08883333333333
OR4K17	0.307
TM2D2	0.957416666666667
FAM32A	-0.16725
TXNDC14	0.31625
CCBL1	0.191
ANK1	-0.5451
PRSS23	-1.70825
PPM1L	0.282
SPATA20	-0.461
APCS	0.04125
C14orf122	-0.6095
PSMB5	-0.164125
C6orf10	-0.0385
SETDB2	-0.681833333333333
SPNS3	-2.2795
SGMS2	1.34683333333333
MXD3	-0.296
MON2	0.0111
CARTPT	0.2945
HNF4A	-0.638
RABEP1	0.3605
TNFRSF10B	1.1865
USH1G	0.141
PPAP2B	-0.260666666666667
TMEM16K	0.34075
CTDSP1	0.000666666666666666
CDK5R1	0.252833333333333
GABRR1	0.027
OPN1LW	0.1225
FAM98C	0.588
DBN1	0.31975
ACAD10	-0.78825
QTRTD1	-0.1505
WNK3	0.359
RPS19	0.4505
C1QB	-0.223875
OTUD5	-0.303
SLC41A2	1.4535
TMEM22	2.52383333333333
KHSRP	-0.728416666666667
TNFRSF11A	-0.956333333333333
FBL	-1.53016666666667
IBTK	0.159166666666667
OXER1	-0.5685
CBLN4	0.3195
GPR172B	-0.379
CFTR	-1.15766666666667
VSX1	-0.8455
CAMK1D	-0.6335
LOXL3	1.52675
RTP4	-1.87725
SLFNL1	-0.2585
KIAA0828	0.6885
PAR5	-0.121
LOC723972	-1.241
GDI2	0.413625
CEBPA	-3.098
MLF2	-0.256833333333333
AFMID	-1.24625
ALOX12B	0.3395
BPHL	-1.63714285714286
COX5B	0.7745
S100A10	2.3939
THOC6	-1.97675
NHN1	-0.47975
RRP12	-1.16283333333333
ARID3B	-3.04175
CD3G	-5.1025
KIAA0133	-1.00225
NAT11	-1.57383333333333
PPAT	-0.540333333333333
SIRT3	-0.352
TCERG1L	-0.74775
NIPA1	0.5611
DPP8	0.2296
IL7R	0.595666666666667
ZFP64	1.18591666666667
DMAP1	-0.4954
TRMT12	-0.625
TLR4	-1.6012
WFIKKN2	0.7045
RAB12	-0.315166666666667
DDX51	-1.85
KIAA1086	-2.52825
ZNF295	1.137
ACVR2B	-3.0765
LOC494150	-0.2485
ZNF517	-0.4835
DNASE1L2	-2.58583333333333
SUFU	0.318083333333333
LOC283677	0.6415
LMO3	-0.596
PPP2R5D	-0.997833333333333
ZNF587	-0.0671
HIST4H4	-0.49875
CYP2C8	-0.153
C1orf80	1.34933333333333
DOCK5	2.18166666666667
C9orf24	0.3215
OR5AR1	-0.1235
C11orf24	0.6805
UNQ1940	-0.95975
CAP2	-0.595
TIMM44	-1.2355
DSEL	1.9316
ROM1	1.60625
FBXO4	0.968125
MYLC2PL	-0.9085
MLH3	0.7864
NOX1	0.270833333333333
DPEP2	-0.86125
DNAJB5	2.47825
RLTPR	-0.538
MBIP	-0.389333333333333
COPB1	0.513333333333333
SFTPA1B	-0.1605
C10orf4	0.9203
PRELID1	-0.1
NOLA1	-0.17675
C19orf24	0.000750000000000001
TLR9	-2.1995
HLA-DMA	3.10058333333333
HCRP1	-0.7375
GPR137	0.778
ITGA11	-3.33833333333333
PHF13	0.796
MARK4	0.5825
METTL4	0.921
MBD3	-0.5126
LOC134145	0.0905
FGF3	-0.55825
SLC35A3	0.4295
CLEC16A	-0.345
AMOTL1	-1.58858333333333
FLJ31438	1.109
PAICS	-0.02325
TOMM40L	0.0251666666666667
MMD	0.73775
KLK10	-1.5872
NIT2	0.731166666666667
SERPINB10	-0.20025
KLF15	-0.7767
CCDC5	-0.33825
WSB2	1.68775
ME3	0.49175
CACYBP	-0.558416666666667
TCTN2	0.536
JAK1	1.281875
C2orf25	0.65325
GPD2	1.004
FBXL11	-0.711666666666667
CDV3	-0.3305
GALNT11	0.716625
NDUFA12L	0.3615
FLOT1	-1.43542857142857
TOR1AIP2	0.45425
MMP25	-1.1815
C1orf164	-0.4357
CHST5	-0.04575
LYRM4	-0.1501
GPER	-0.452
HIPK2	1.40275
DAP	-0.534
ZMIZ1	0.532833333333333
DDX58	-0.1635
DCC1	-0.659
AKT1	-0.642
ENPP6	0.580666666666667
ERVWE1	-0.392
CDC34	-0.46925
RNF125	-3.18366666666667
CASC1	1.01325
SHROOM2	1.04075
RRM2B	1.90966666666667
COL6A3	3.042875
TMEFF1	0.753
PLEKHA4	-0.6414
LYSMD1	0.0373333333333333
SEPT1	-1.44266666666667
AOF1	-0.442
GNPAT	-0.003
WDR18	-1.3945
HSD17B12	0.646833333333333
HIST1H2BM	-1.5615
INDOL1	0.0758333333333333
SUDS3	-0.03625
C1orf192	-0.616
CYP2B6	-0.93075
TBC1D2	1.52366666666667
SLC25A12	-0.123625
ERCC6L	-0.0253333333333333
MGC10814	-1.82116666666667
POLR2C	0.272833333333333
ZNF77	0.885
EIF3K	0.0605
HPX	-0.8005
ANKRD27	0.46975
MALAT1	-1.7175625
PLB1	0.504666666666667
HRNBP3	-0.847125
CPSF4	-0.48
OR52N2	0.5525
PIP5KL1	0.16675
GH1	-0.248
HPS5	0.14325
SLFN5	1.986875
POP5	0.611166666666667
OVOS2	-2.95283333333333
C20orf108	0.135875
MARS	-1.626
CLRN3	0.368666666666667
ARSE	-0.575666666666667
PPIE	-0.803333333333333
PHACS	-0.5275
GP5	0.236
IL8RB	0.416166666666667
FCRLA	2.143875
ARRDC1	-1.2269
KRTAP9-4	1.03175
ZNF613	-1.964
OR11A1	0.407
TMEM132B	-0.19425
PGLS	0.695
BSND	-2.17
KCNK18	-0.658
FOXD4	0.264
SV2C	-0.35375
LCN2	0.6975
ZNF490	0.2475
C3orf15	1.908
CACNA2D4	-2.03566666666667
CBX5	0.0685
MAGEB4	0.360333333333333
BOLA1	0.24925
PPP2R5E	-0.00550000000000002
COL5A1	0.238416666666667
ASB7	0.571166666666667
SFT2D1	0.40875
DERL1	1.074
RABL2A	0.292833333333333
MOAP1	-1.20775
KIAA1545	-0.184833333333333
F3	3.925
PLEKHM2	-0.94925
CCDC89	1.84416666666667
EFCAB1	2.87925
TMEM48	-0.13875
SEPHS2	-0.90075
PYGM	-0.9335
PRICKLE1	-3.168
WNT5B	1.1715
TAS2R38	0.8565
IMP5	-0.28675
KHDRBS1	-0.2289
LARS2	-0.274666666666667
C3orf28	0.70625
FTCD	-3.8655
C10orf68	0.6865
DGAT2L3	-0.068
PSEN1	0.322
MGC33657	-0.5865
PLA2G4B	-1.17516666666667
CDKN2A	-5.85758333333333
DLX1	0.029
TSHB	0.159
C18orf37	0.8805
MEX3C	0.7085
MAMDC2	-0.1865
PDIA4	0.683
ATP5E	0.58425
CASP2	-0.439857142857143
SERBP1	-0.539923076923077
ZNF341	-0.329666666666667
TESC	-5.9955
TMEM31	-0.37225
OR51I2	0.2055
YTHDC1	-0.22
JUN	1.69266666666667
AGMAT	-4.38266666666667
PCNXL2	0.4605
ATAD5	-1.099875
STK38	-1.633
AZI1	-1.613125
RBP1	-2.3945
C4orf26	1.90325
KIAA1026	-0.4465
TMEM101	0.70775
HSFX1	0.1105
TREX1	1.2395
C18orf10	0.5097
TRIM15	-3.2555
CA6	-0.285
CEP57	-0.945875
AR	0.586166666666667
SESN2	-0.387166666666667
KIF3C	1.512375
EPB41L5	-1.03175
ARHGEF10	-0.752045454545454
POLR3D	-0.154125
INDO	-3.24483333333333
GABRA3	0.8955
SCG5	3.4609
E2F3	-1.3054
TIGD5	0.05825
FGD6	-1.03733333333333
KLHL3	1.103625
SCGB3A2	-1.2535
URP2	-0.191166666666667
ATP6V1B1	-0.7238
CALML6	-0.5965
LOC100049076	-2.8115
TMF1	1.1235
LOC388503	-0.3815
CDH5	0.197125
RPS6KC1	-0.5725
DAAM1	0.069
TNFRSF10D	2.14375
GSTT1	0.3826
INPP5A	-0.155
TRAF3IP1	0.6254
SMARCE1	-0.268428571428571
VRK1	0.492
TTC16	-0.24175
AARS	-1.09666666666667
ARHGAP27	-1.2885
ZAK	2.8275
ACSM2B	-2.842
TRAP1	-2.36083333333333
MRPL53	0.754875
RNF44	-1.183
NPTXR	2.00925
DPYSL3	-1.08033333333333
APP	1.9464
GLS2	-3.08416666666667
MNX1	-3.90316666666667
CMTM7	-0.63525
OR10A7	-0.5725
NYD-SP21	0.365
ORC5L	0.14525
SLC16A10	-1.533875
TMEM178	0.2275
LOC441601	-3.8965
PTGIS	-6.29
KBTBD7	0.8665
C19orf41	0.04275
CEACAM3	-0.226545454545454
KRT23	-4.4595
SERHL	0.392
PNKD	0.06475
UBC	1.074
ATRN	-0.513625
HAPLN1	-2.7195
RANGAP1	-0.96575
C10orf26	0.7875
KCNA7	-0.4885
SRY	-0.1795
LOC376693	-1.14475
HIST1H2BF	-1.96275
CDCA8	-0.236833333333333
MLC1	-3.07225
TNIP3	5.02625
OR4D1	-0.055
IFT52	1.04666666666667
GOLT1A	-3.95783333333333
UTP20	-0.692125
RP3-402G11.5	-0.72075
PRSS33	-1.08425
PMPCA	-0.62625
APOB48R	-1.8435
GLTP	1.21
MPL	0.348
C9orf78	-0.769
ADAM12	1.937125
CSPG4	0.3885
LOC144305	-0.4655
KRTAP4-10	0.4587
PAK1	-1.2715
ADCY7	-0.4458
TAS2R43	0.231
FRAS1	-3.23407142857143
PPP1R14A	-2.49116666666667
OR2B6	-0.861666666666667
ATP13A1	-1.0805
SIDT1	-2.26825
C1RL	0.717666666666667
PRKRA	1.015
TLN1	1.2075
RP11-50D16.3	0.446
MITF	-1.3245
GYS1	0.308
LYG1	-0.146333333333333
NSMCE4A	0.133
DNAI1	-0.1715
HOXD11	1.109
FNBP1L	-1.7607
DHX35	0.28825
LCE3E	0.196375
SLC33A1	0.94825
DCLK3	-0.492166666666667
TRIM33	-1.49933333333333
TMCC3	1.60266666666667
FBXO42	0.264
C1orf27	-0.5988
C17orf50	0.261
RNF14	0.865666666666666
SLC4A8	1.212625
RAB3IP	0.5788
COX6C	-0.587428571428571
PCSK1	1.3212
SLC13A1	0.559
ARF6	-0.199666666666667
KIAA1009	-0.449375
HOXA13	-2.86625
HMGN1	-0.83875
CXADR	-3.24275
MGC14436	-0.1585
UTF1	-0.3455
TSC22D1	0.3259
BZRAP1	-2.10033333333333
PUF60	0.0761666666666667
SHC1	0.259625
HOOK3	0.229
LIMS2	-3.88416666666667
BAHCC1	-3.0795
CLCC1	1.18183333333333
ENTPD3	2.39116666666667
SMO	-5.85025
PIK3R5	-0.52675
CDC14A	0.219
KRT1	0.2685
ENOX2	1.58283333333333
FLJ22655	-1.58125
FPRL1	0.8645
INTS6	0.4758
ZCCHC5	1.6305
SMC3	-0.27125
C6orf123	0.110166666666667
FLJ20160	0.655
LOC653391	-1.41133333333333
GSS	-0.15925
NT5M	-0.8905
SIX5	-0.7975
TAF5	0.717
KCNA1	0.735166666666667
ANLN	0.063
MGC45491	0.4989
SSTR2	-0.49075
LYPD4	-0.3795
TH1L	-1.157375
CHRNA5	0.462
PNMA6A	-1.3645
FLJ16369	-0.1845
DLX2	0.8715
C6orf108	-1.98608333333333
ALDH3A2	0.419333333333333
CLEC1B	0.161833333333333
LEPREL2	0.4065
FOXJ1	-0.8514
OR1D4	0.0695
PPIL4	-0.0385
MTRR	-0.5425
SLC27A3	-0.3815
HTR7	1.71633333333333
MIB2	-0.208
BHMT	-1.12483333333333
A2ML1	0.892
MSMB	-2.00425
KIAA1383	1.489625
TRUB2	0.13625
PF4	0.016
IL1F5	5.51133333333333
LRRC37B2	0.8815
IPO4	-2.34775
FIGF	0.31125
QDPR	0.50375
ZNF598	-2.4925
BOP1	-1.359625
MAPK12	-0.788833333333333
POLR1E	-1.2905
CEECAM1	1.3805
INSRR	-0.160333333333333
SIPA1	0.1015
ULK4	0.8295
BTN3A1	0.2835
FABP5	-1.1544
KBTBD3	0.502333333333333
SORT1	-1.19175
YWHAQ	0.953625
LRIT1	-0.261
KIAA1704	0.5686
MEIS2	0.9889
ENOSF1	-0.735833333333333
PCDH7	1.31114285714286
FZD9	-3.152
RPLP1	0.255166666666667
ZNF75A	-1.18175
P4HA3	0.315875
NKX6-1	0.10875
CTA-216E10.6	-1.58633333333333
IFT140	-0.3505
DENND1A	0.25925
ALCAM	1.2562
ABHD2	0.0888636363636364
QPRT	-0.823
TRAM1	1.014
ATP1B4	0.190875
NUP37	-0.03075
SAA3P	0.3945
SLC22A6	0.56725
KIAA0265	0.555375
ZNF41	0.53475
ADAM19	-0.0257
ERAF	-0.46975
DEFB119	0.0319090909090909
DNMT3B	-4.24683333333333
SNF1LK2	-0.7965
MGC24039	0.771916666666667
TAS2R48	0.2444
PNLDC1	-0.2295
ADAMTS16	0.590875
TMEM92	-0.525666666666667
CCT8	-0.208833333333333
POGZ	-0.804416666666667
N-PAC	-0.9045
GUCA1B	-1.00333333333333
ZZEF1	0.172166666666667
OR2C3	0.32475
ZNF334	-2.86283333333333
RANBP6	0.3075
LDHB	-0.19025
BAMBI	-4.94075
RAB5B	0.4685
FOXB1	-0.2555
MRPS12	0.42725
MRGPRF	0.818875
CRIPT	0.58
CYP2D7P1	-1.05
RYR1	-0.6305
NDUFA2	0.729
TRIP12	0.534666666666667
KCNE3	-0.296333333333333
MOBKL2B	-3.3543
MIOX	-0.238
ACOT7	-0.544875
FGF6	-0.856
RASSF5	-1.1206
ATAD3B	-1.54416666666667
IKZF3	-0.1445
H3F3B	-0.712785714285714
C6orf91	0.24
SEC11C	-0.45475
TMEM14C	-0.29725
KIAA1632	0.52975
SLC38A4	0.375
FGFR3	-4.01725
HES7	-0.202
HINT3	0.72425
ARIH1	0.6535
FLJ35880	-1.3325
C1orf129	1.2165
POU6F1	0.816625
RPL32	-0.3125
BBS1	0.9115
RGPD5	0.5045
SULT1C2	1.07275
KDELC1	1.0845
PIP5K3	0.613833333333333
CHI3L1	3.4822
CSDA	0.0144166666666666
VTCN1	-2.91125
WDR62	-0.5195
TMEM170	-0.697
KIF2A	-0.39425
C6orf182	1.1555
ARL6IP6	0.378
ZCCHC9	-0.081
RARB	1.2755
ZNF320	-2.02825
DHX15	0.417
PICALM	-0.383833333333333
CNOT6	0.166166666666667
HIST1H1A	1.37225
ZNF702	-1.87066666666667
OR1E2	0.121
HLF	-2.4565
LOC442582	-2.537
KIAA0494	0.3985
TCF4	-0.0496
APOBEC3B	0.46725
FAM54B	0.92275
MYH2	-2.347
FXN	-1.05083333333333
C12orf59	-0.035
PAEP	-1.2435
SPG11	-0.045875
VN1R4	0.3775
KCNJ13	-0.32875
NOC3L	0.15925
C5orf36	0.913
CPAMD8	-2.33125
MLN	0.0161
FLJ11184	0.049
TIAM1	0.3365
OR10J3	0.107
OR52E2	-0.4975
PBX1	-2.0003
UBL7	-0.141166666666667
PXMP2	-0.05675
SYTL1	-3.55616666666667
FAM126B	-0.06725
ZNF711	-3.083125
GGA1	-0.4375
VAMP4	1.9235
BCAP29	0.9172
C20orf19	-1.604875
ZNF275	-0.350625
NEK6	1.2285
SETD8	-0.0183333333333333
HEXIM1	-0.313166666666667
SULT1A2	-2.76825
KLHL9	-5.35433333333333
SLC39A12	1.1365
ARHGEF16	-4.42533333333333
SCN1A	0.147333333333333
HNRPH1	-0.382666666666667
C9orf103	0.2505
ECE1	1.266
MED18	-1.7195
TEX13B	-0.4205
SNN	-0.71475
C6orf62	-0.554944444444444
WNT3A	-0.4207
IL22RA2	0.8925
MGC21881	0.4335
GABBR1	-0.53025
YIPF6	0.62875
PROX1	-1.332
PPP1R1B	0.0855
LANCL2	-0.2725
SCN3A	-0.278166666666667
SSRP1	-0.299333333333333
ASXL2	-0.30025
RPE65	-0.797
SNAI1	-0.406
EFNA2	-0.2505
CLDN9	-0.277125
TP53I13	-0.596
LOC375748	-0.2725
C9orf7	-1.1625
C14orf178	0.6325
GC	-0.07
IER3	2.21383333333333
KCTD10	0.879625
FLJ45717	-0.37625
ADC	1.653
LOC285908	-2.01633333333333
MLL3	-0.799625
KIAA1787	-1.41175
MGC31957	0.4225
MUC5B	-0.967583333333333
ZNF193	-1.146
CSRP1	1.29725
MOSPD1	0.394166666666667
C21orf49	0.6505
RAD1	-0.1335
ANKRD34	1.57125
NFRKB	-1.963
FANCA	-2.062
VTI1A	0.246642857142857
PCBP3	2.64383333333333
BFSP2	-1.49625
ZNF354C	0.10525
FRMPD4	0.88125
IKBKG	-1.13916666666667
LOC441046	-0.82
UNQ9438	0.684666666666667
TM4SF20	0.163
MAGEC1	-1.80525
AMMECR1	-0.291625
GLDN	-0.6935
TTC30B	1.57175
SEC13	0.8777
EGF	0.8285
HAGH	-0.375625
VSIG1	0.779833333333333
NHLH2	0.39925
NCAPD3	-1.108625
MGC16121	-1.34475
HIATL2	-0.3385
BRCC3	0.0105
LCE2D	-0.198
TMEM79	-0.22425
GTF3C5	-0.47825
AKR1C4	0.36
C3orf59	0.5245
RBM26	0.310625
DUSP14	1.09
AP4M1	1.85037170770859e-17
RIMBP2	0.0325
ABCC2	-0.565166666666667
DNAJC16	0.723666666666667
TTC12	0.8195
SNX13	-0.096
C6orf168	-2.53625
C1orf100	0.52575
CSPP1	-0.822583333333333
LRRC56	-2.09875
OR1J2	0.448
THY1	-4.0327
KIT	-5.34933333333333
TBC1D8	-0.93775
EPHA7	0.8145
SOLH	-0.678375
SVIP	2.0695
ZNF294	0.66475
HAND2	1.76266666666667
CENTB2	0.368666666666667
MARVELD3	-2.761375
CREB3	1.047
KRTAP1-5	2.46675
OR8K1	0.6845
MED25	0.575666666666667
FDX1	-0.4895
FAM19A1	0.627
IL13RA1	1.2138
ZNF627	0.0636666666666667
NHP2L1	0.0825
EIF2B2	0.7145
ZNF593	0.087
WIPI2	0.02325
RANBP1	-0.8715
TAS2R7	0.2815
LOC283514	-0.579
CSNK2B	-1.1064
CFHR1	0.423
DKFZP434O047	-0.112
WBP11	0.028
TEX2	-0.31125
GALNT2	0.0656666666666667
FLJ33360	0.26225
WNT9A	-0.49075
IL29	-0.33925
STK3	1.02055555555556
REPS2	-3.02025
FAM78A	-2.5655
MGC3207	-0.8785
FCGR3A	-0.44425
H2AFY2	-3.08675
RNF150	-2.4595
CCNK	0.75775
VEZT	-0.384833333333333
FSHR	0.3585
C1orf66	-0.900166666666667
LCE2B	0.4794
CD200	-1.58475
ORMDL1	1.059125
OR51S1	0.3065
KRT83	-2.43325
COL19A1	-0.0195
POL3S	-0.13875
ZNF468	-2.22283333333333
BAG3	0.9785
C1GALT1	0.1465
CA5A	-4.23825
DKK4	-0.6175
SGK2	-1.615875
PIK3C2G	-0.34075
USP11	0.0495
IMPA2	-0.31675
PRKDC	-0.734928571428571
MSR1	0.096
PDCD6IP	0.629416666666667
FAM122A	1.42875
ZNF740	0.0955
ATXN2	-0.745166666666667
SLC17A4	0.307666666666667
RAXL1	-1.55516666666667
RS1	-0.018
NET1	-1.30083333333333
NPY1R	-2.13733333333333
MVD	-1.188
C11orf61	-0.1535
CHDH	-3.379
GCNT2	-1.90178571428571
LGALS12	-1.95175
IK	-0.077
C7orf41	0.529777777777778
SURF4	1.09166666666667
C1orf91	0.349666666666667
BCS1L	-0.110833333333333
C20orf141	0.114166666666667
BCAS2	0.6235
ACE2	-0.41875
ICT1	0.7605
CD79B	0.592
MRPS9	-0.42725
AADACL1	1.70925
IRS2	-0.212375
LUZP2	-1.496
TMEM148	-0.23825
ZNF514	-0.0685
ADCK2	-0.0256
ZKSCAN1	-0.701
FASTKD2	0.761875
KCNMB3	-1.295
POFUT2	0.6781
GNG2	0.3187
OR6Y1	0.4335
FAM26A	-1.231
CAND2	-3.4925
FLYWCH2	-0.79075
BCL6	1.8835
MDH2	0.122714285714286
DRP2	0.297
TPD52L1	-4.03257142857143
TXNL4A	0.1945
OR3A1	0.62975
C22orf9	0.1245
RAB25	-4.05616666666667
PCTK3	-0.60775
POR	-1.01166666666667
ARPP-19	0.326916666666667
SREBF2	-0.2035
ZWINT	0.01
TRUB1	0.473875
ENPP2	4.118
UXT	1.13633333333333
ALG11	-0.309
SMCR7	0.713
SLC31A2	2.716
USMG5	0.80475
ZNF780B	1.49425
APEX1	-1.076
THSD3	-2.88625
CEP68	-0.4311
NY-SAR-48	-0.40625
ZIC3	-3.1714
LPAL2	0.3141
MRPL11	0.1575
VPS53	0.07
MPDU1	0.29575
UBL4B	-0.17
LASS3	0.23775
GAST	0.567333333333333
SPERT	-0.08
UBE2L3	0.616875
MLSTD2	0.87325
ADRA1D	0.811
FZD10	-6.60383333333333
ATP6V1E1	0.786875
SAR1A	1.056375
MCTP2	3.28333333333333
TMEM5	0.0005
BIRC2	-0.0418333333333333
TMEFF2	3.12733333333333
NLGN3	-0.236333333333333
LMX1A	0.22925
C19orf51	0.11925
LOH3CR2A	-1.63783333333333
SLC9A3R2	-2.21866666666667
TIMP1	3.82966666666667
PFN4	0.87375
UCK1	-0.725
TPST2	0.5395
AQP6	0.578333333333333
OR1N2	0.3135
KCNIP1	-0.0696666666666667
SFTPG	1.672
KIAA0087	0.37
UBXD3	-1.2031
ABT1	-0.9395
RIPK5	-0.078
SMG1	-0.7877
BTBD8	0.222
PIP5K1C	-0.0184
POU2F2	3.5052
C17orf57	0.64975
TSPAN14	0.0662
NUDT16	0.239666666666667
GPT	-0.43625
