Hybridization REF	TCGA-AA-A00U-01A-01R-A002-07
THUMPD1	0.2459
C18orf17	-0.59275
CLYBL	-0.0283333333333333
FLJ13231	-0.716375
CMBL	0.233625
LECT2	-0.10725
NKAPL	0.4705
LOC654780	0.205
OR4C6	-0.053
RAB30	-0.692
TSSK4	-0.447
TMEM163	-0.383
OSBPL11	-0.00275
GNB5	-1.70416666666667
CCL21	0.19975
C1orf121	0.511333333333333
FMO2	0.0183333333333333
RPTN	0.0185
MSTN	-0.3555
VCL	0.228642857142857
FYTTD1	-0.12675
C11orf1	-0.487
CCDC88C	0.790125
HFE	-0.252611111111111
MOGAT1	-0.0095
FAM125B	1.16166666666667
IRGQ	0.075
RAVER2	1.173
AKAP5	-0.1175
SSSCA1	-0.03975
C11orf63	-1.087625
ACTG2	2.1945
PORCN	-1.351
DTL	-1.19809090909091
TMEM151	0.187
FAM122C	-1.04825
RSAD2	0.5822
BAT4	-1.3235
KRTDAP	-1.51433333333333
MYH8	-0.1325
CRTC3	-0.60825
LRRFIP2	0.4299
INTS4	-0.120666666666667
TTN	-0.783666666666667
SLC26A5	0.281
PLLP	-1.18
RGS6	-0.58675
SRGAP3	0.042375
ZNF525	0.229333333333333
NBR2	-0.578166666666667
C13orf1	0.87
ZNF137	-0.1465
CEP27	-0.88275
BEST2	2.2325
RNF121	-0.029
DMRTC2	-0.00450000000000001
C8orf76	0.91
BCCIP	0.436875
MEST	0.75075
HTRA2	-0.2415
ANGPTL2	-0.84625
ILKAP	0.411833333333333
ERAS	-0.058
HBS1L	-0.2945
CPA5	0.0205
TMEM30A	0.6895
CD300LF	0.763666666666667
WISP3	0.102
CRK	0.00364285714285714
PDS5A	0.2329
BRPF3	0.11
NEDD9	0.365
SMPDL3B	1.56675
PSG6	-0.06425
PSMD13	0.52425
ETV5	-3.23625
OR51A4	-0.014
BTBD7	0.650666666666667
GSTO1	-0.4915
hCG_16001	0.39
MAD2L1BP	-0.267333333333333
COX6A2	0.131
SCNN1A	1.3495
LSM1	-0.806666666666667
UGT2B11	-1.13225
IDUA	-0.41125
PPP2R3C	-0.753
COX11	0.2955
PDZK1	-3.829
ZNF443	1.22466666666667
MGC21874	0.409333333333333
ZNF323	-0.0558
KRTAP10-10	0.1755
CXCL6	0.968
SLC34A2	0.2061
LOC284402	0.052
NPTN	-0.411083333333333
UPP1	-1.32091666666667
SLC6A9	-0.292
OR7G3	0.074
CISD1	0.889333333333333
ZNF545	-2.0275
SYT14	-0.3025
NT5C3L	-0.752
ZNHIT3	-0.576666666666667
SNRPD3	-0.834
KIAA0701	-0.29275
UNC93B1	0.291333333333333
GMNN	-0.491
SPCS2	-0.0185
LOC388524	0.645
NAPRT1	1.034
PNLIPRP1	0.00874999999999999
OR6V1	0.4715
PRKAB1	0.9925
EYA4	-2.593
KIF20A	-0.72225
ALG10	-0.574
ITPKC	0.9085
LMX1B	-0.0811666666666667
RPUSD4	0.4135
C7orf34	0.052
DLGAP2	0.141125
PFN1	-0.3402
MICALL2	-0.145583333333333
ZNF654	0.632
SS18L1	-0.119625
SLC16A8	0.12025
MKI67IP	0.4805
ITGB3	-0.5955
TCEA3	1.41125
CEP152	-0.927
CLIP1	0.588875
ZNF75	0.149125
ATP5C1	0.263333333333333
NUDT5	0.305166666666667
PSCDBP	0.29475
UBP1	0.21725
RBM27	0.37175
C13orf15	1.251375
ZNF282	-0.187333333333333
ZNF222	-1.0359
COL10A1	1.78275
PRDM15	-0.4875
TTTY5	0.1325
FAM9C	-0.19825
C20orf67	0.2945
GNG13	0.86
F12	1.62525
C1orf41	-0.97725
CPXCR1	-0.00799999999999998
GSK3A	0.445125
SUPT6H	-0.333833333333333
PI16	-1.86116666666667
ELL2	-1.24283333333333
C9orf167	1.26633333333333
PVRL3	1.2613
FLJ38596	-0.10475
ADAM20	0.1205
GPR89A	0.1285
GPR87	-3.388
ZNF30	0.05275
SMR3B	0.0595
ZNF770	0.01075
TRPC4AP	-0.437166666666667
DKFZP686E2158	0.925
C2orf28	-0.595166666666667
FREM1	2.19683333333333
LAMA4	-0.0283333333333333
ADPRHL2	-0.14
EIF4G2	0.556
GUCA1A	-0.236
CTNNA2	-0.956375
NUDT15	0.531333333333333
CEPT1	0.427333333333333
ZNFX1	0.0035
CCDC92	0.148
TDRD1	-0.5645
KCNK5	1.09816666666667
ETNK1	0.537666666666667
LTA	0.1275
TTPA	1.76966666666667
B3GALNT2	0.730875
SC65	-1.27816666666667
PEX5L	-1.01975
EPS15L1	-0.05775
MGEA5	-0.257625
HIST1H3A	0.3485
ING1	0.69875
BCAT1	-3.60525
ORC6L	-1.30754545454545
KLK11	-2.35233333333333
C19orf28	-0.9615
DNER	-4.01225
MED22	-0.978
ETV6	1.35533333333333
CHAC2	-0.56875
CD300E	0.2075
CEBPB	-0.0336666666666667
ZNF398	-1.0385
LRCH3	-0.272
HMGA1	0.1005
CAPN7	0.147666666666667
MGC5566	-2.657
CCL3	1.967375
NANOS1	-1.08525
ZFYVE19	-1.057
APITD1	-0.268333333333333
PARD3	0.667375
IRAK4	0.199666666666667
SERPINI2	-0.00700000000000001
CEP170L	-0.9465
TTC9	-0.013
MYOM3	0.0535
MLPH	-1.694
LOC222699	-0.7605
NRG1	-0.5605
TBC1D9	-2.79027272727273
TTK	0.155166666666667
ZNF557	0.0263
DDX41	-0.639833333333333
FANK1	0.2415
UBE2D2	0.475375
PSMB10	1.046875
MYH7B	0.3015
GABARAPL2	-0.873375
MARVELD2	1.91083333333333
DGCR2	-0.336166666666667
UNC45A	-0.974
C6orf72	-0.172
ZNF683	1.44125
GIT2	-0.448125
CASK	1.46216666666667
C14orf161	2.34233333333333
LRRC44	-0.551
TIFA	-0.0425
UTP11L	-0.906875
C6orf65	-1.3175
FDPS	-0.5485
DUSP9	-2.0647
SLC17A8	-0.270833333333333
OR51G1	0.0786666666666667
NANS	0.55375
OLFML1	0.467
ATP10B	3.863
NPAS3	-1.4495
PRKCA	0.0245
GGA2	-0.3695625
LCE4A	0.203
SPANXN3	-0.15875
CCDC115	0.135125
SDCCAG3	-0.2135
GLIPR1L1	-0.081
TTC1	0.32675
C17orf76	1.99525
MAD2L2	-1.22975
HIPK1	0.2634
LRRC3B	-0.4025
CLN3	-0.237409090909091
C17orf47	0.445
FMN2	-2.229125
TUBB1	-0.902375
WAPAL	0.676
C3orf21	-0.3475
SCN5A	-0.218
SMYD1	-0.0795
BEX5	0.0675
ZNF192	0.047
SEC22A	-0.0868333333333333
GRIA2	0.0402857142857143
KIAA0825	-1.36875
NUSAP1	-1.548
LANCL1	-0.53875
C15orf40	-1.3985
ZNF645	0.173875
GPR61	0.09275
NLRP14	-0.2645
SNX21	-0.9799
C1QTNF8	0.056
C17orf46	0.055
IFNA8	0.098
SPRR1B	-1.0095
FLRT1	-0.09
SNX17	-0.383833333333333
ASB2	0.0728333333333333
HBG1	-5.2225
RPRML	-1.3405
JOSD2	0.228833333333333
PLSCR3	-0.58325
SPOCD1	-1.54883333333333
RAB39	-0.1455
GHRH	-0.0948333333333333
ITIH5L	0.0985
C17orf37	0.08275
SMCR8	0.348
DPY19L2P3	-0.511833333333333
IL11RA	-1.36566666666667
GDF3	-3.6405
RPS6KB1	-0.881583333333333
DNAJC19	-0.2853
TOP1	0.63575
CRCT1	-0.265125
MPST	0.741125
DPM2	-0.119375
FAM38B	-2.609
SLC18A1	0.192666666666667
FARP1	-0.495666666666667
PAX7	0.12375
TUBD1	-1.1275
GNL3	0.8135
BTG2	1.1828
NDUFS6	-0.01875
C1orf79	-0.3325
ERAL1	-0.019
ECHS1	0.87775
VPS4A	-0.0426666666666667
CYP11A1	-1.125375
ABCC6	-0.954142857142857
PBX4	0.196
MOSC1	0.80275
NCF4	-0.64425
HYMAI	-0.2835
NAGPA	-0.386
OTOP2	0.21975
ACOT12	-0.21375
MTHFD2L	0.71025
LOC441376	-0.99975
C19orf34	-0.04
RAB1B	-0.10375
ALDOAP2	-1.0535
NTRK1	-1.88283333333333
ARTS-1	-0.5175
SLC6A11	-0.214
NAP1L2	-3.55475
CNGB1	-0.0176666666666667
EPB41L4B	1.75425
FAM134B	-0.025125
HS3ST3A1	-1.7265
CPXM2	2.09975
SIRPB2	-0.025
CHORDC1	0.797
TRIB3	-0.28
SLC2A5	0.04625
C2orf49	0.406333333333333
DDX5	-0.17275
OR5L1	0.479
ANAPC4	0.0193333333333333
ZSWIM1	0.474
LOC93622	-0.5235
KCNK3	-0.4298
RP11-35N6.1	-1.481375
ZFP161	0.0743333333333333
AQP9	1.79425
SLC15A2	-0.3215
MREG	-1.53
OR9I1	0.044
PDLIM2	-1.185625
ADAM7	0.1055
GSTCD	0.492
WDR21A	0.322375
SLC12A8	1.58916666666667
TMEM174	-0.0285
IGSF3	-0.735166666666667
LRRN1	-0.703
LOC402117	0.704
SRPK1	0.337666666666667
LY6K	-2.1109375
NFIA	2.0235
PTCD3	0.389375
LEP	0.136333333333333
PCDH21	2.35683333333333
MAPKAPK2	-0.122357142857143
NMNAT1	0.524833333333333
LHFPL2	-0.0905
C9orf43	0.156
DIP2A	-0.3385
ACTR8	0.3345
CCDC34	0.07425
PTPN22	-0.58225
ITGA3	-0.303375
FAM129C	-0.24925
RABGGTA	0.0573333333333333
UNC45B	0.24875
KIAA1033	0.4965
ZNF510	-0.00166666666666665
CYP2D6	-0.288833333333333
SLC26A10	-2.1885
STX8	-0.64875
LUZP1	0.55375
WDR89	0.589
EIF4G3	0.4253
C5AR1	0.40375
ZNF623	0.565
A2M	-0.6825
TGM7	0.2785
GRPEL1	0.941833333333333
LMNB2	0.1706
ROCK2	1.40533333333333
SNX16	0.906625
CCDC66	0.14975
ANXA3	2.58825
KIAA1609	-0.477875
EED	-0.56975
RNF32	0.735
HES1	1.3457
CLC	0.208333333333333
ISL1	-0.714166666666667
KIAA0528	0.84025
MANEA	0.807375
C1orf61	-1.919
hCG_2001000	0.49875
RAPGEF6	0.1487
KIAA0020	0.916666666666667
NEIL1	-0.6275
C16orf45	-2.239125
RBM10	-0.4085
C10orf125	0.603125
MRS2L	0.65425
DNAH17	-1.078625
C19orf10	-0.37025
C1orf160	-0.132
SLFN12	-0.984
EXOC3	-0.128166666666667
HIST3H3	-0.3515
NCOR2	-0.0988333333333333
TNFRSF9	0.75225
MFSD8	0.7285
ALX1	-2.9935
NOL1	-0.03425
PODN	0.70875
TIAL1	0.225
HIST1H1E	-1.58825
NPY6R	0.22625
TM4SF4	0.122
CORO2A	0.96525
ETNK2	-1.07083333333333
APOE	-2.0019
ANGPT4	-0.156
HDGF2	-0.19475
G30	-0.622
ST8SIA4	-0.948875
F2RL1	2.791875
FAM19A4	-2.49275
CCAR1	0.40075
B3GNT7	0.54325
OPHN1	-0.4007
DSCR6	-1.1255
C21orf13	-0.477
GAS2L1	-0.589
RFX3	0.622333333333333
COPS4	0.136875
BCHE	-4.72333333333333
BCL2	-1.255875
HBZ	-3.32533333333333
ARL13B	0.192625
MAPBPIP	0.219125
MYO15B	1.65525
SPZ1	0.20125
KIAA1324	0.572222222222222
PLCL2	-1.232375
C4orf29	0.44725
WDFY2	-1.023625
ZNF284	-0.082
NAALADL1	-0.4285
DUSP5	-0.497
PXDN	-0.8065
SLMO1	0.42425
TNXB	0.3019
BIRC7	-0.93325
A4GALT	-0.738666666666667
TIMM22	-0.66175
FAM110C	1.8795
TOMM34	0.450125
ABHD9	0.346
ADAM32	0.3645
CRHBP	-0.83
AQP2	0.246375
LOC130355	0.128
ZNF187	-0.421166666666667
ZNF816A	1.018
F7	-0.02725
CNOT1	0.4424
SLC13A4	-0.4845
ZBTB11	0.462
B3GALT5	0.983
EXOC2	0.357166666666667
IRS1	-0.5367
TMEM1	0.241666666666667
MRPL34	-0.266666666666667
SAMM50	-0.8605
CDC42EP3	-0.6845
HSF2	-0.7017
MFN2	0.01325
TSPAN7	-2.06666666666667
NUCB1	0.0873333333333333
RHOH	-2.81525
ARL16	-0.298
TACR1	0.20525
SFRS5	-0.950666666666667
SNX25	1.36575
RHBDF1	0.2725
PCDH18	1.79666666666667
HMG1L1	0.78525
MYO5C	0.529625
MAPK10	0.03
LDHAL6A	-0.304166666666667
NUDT12	0.690833333333333
NCAM1	-0.134375
GLIS2	0.4315
GGTL4	-1.0635
DAPP1	0.463
ATF7	0.419
KIAA0748	-0.827
NFIL3	0.8825
TM6SF1	-1.3069
SEZ6	0.136375
NANOS3	0.8995
DNAJA3	0.307166666666667
CLDN6	-1.977
CIITA	1.8546
EPHA4	-1.24025
FANCC	0.0195
CMTM3	-2.04525
PSG3	-0.273125
MRPL15	0.9535
C21orf59	0.4765
PLCXD2	0.0915
C2orf34	0.187125
UBE2L6	0.292375
MED14	0.349666666666667
HP1BP3	-0.3667
C6orf208	-0.068
TPBG	-2.6375
OSR2	-1.13175
XPC	-0.502666666666667
KLHL7	-0.725416666666667
CCR3	-0.0408333333333334
AGTPBP1	0.411
PCSK6	-0.788
STAT5A	-1.2989
FAM18B	0.14625
LONRF2	-4.237
PTPN2	0.78225
SF3A3	-0.376666666666667
EFCBP2	-0.31675
HCFC1	-0.386166666666667
AHNAK	-0.9945
ACTR5	0.2725
KIF14	-0.557285714285714
TENC1	-0.7715
HEATR5B	-0.492
YIPF2	0.111
MYEOV2	0.398166666666667
DUSP18	1.4865
KIAA1012	-0.287
AHR	1.1275
C17orf53	-0.866333333333333
PTPRH	-0.47375
ATP6V1C1	0.5101
TAS2R3	0.1945
LOC440356	-1.22875
COQ10B	0.2755
PSMF1	0.110583333333333
SORBS2	1.84433333333333
NFE2L2	0.82975
TMCO7	0.54275
SH3PXD2A	0.2395
SH2D2A	0.3165
SPINK5	-0.28425
MRPS24	-0.2375
OPA3	0.17675
TRAF7	0.604333333333333
C4orf35	0.0453333333333333
MT1G	-0.471375
MGC39545	-0.272
HS1BP3	0.2786
OR2B2	0.309
CHRM4	0.01
SFRP2	-3.13558333333333
RIC3	-1.01725
ART1	0.107
C6orf1	-1.247875
DUS4L	-0.59875
C10orf104	0.02425
TNFAIP6	0.42825
RTEL1	0.96425
CCT4	-0.000700000000000001
ZNF709	0.4305
CHMP6	-0.2685
UPP2	0.26775
CYP19A1	-1.95925
CD151	-0.280666666666667
NDUFA13	-0.145833333333333
ARFRP1	-0.509
FAM26B	-1.13775
CRYBA1	-0.877
MRPL41	0.196
NPFFR2	-0.824375
HRH2	0.2545
SCAMP3	-0.396
MTMR6	0.6235
MTG1	-0.295333333333333
UBTD1	-0.77125
CRABP1	-2.8425
FLJ33790	-1.1611
KIAA1908	-1.922
GPR158	-1.65525
PACSIN3	-0.665333333333333
OMD	-0.0791666666666667
CATSPER1	-1.30983333333333
HOXB8	3.267375
FBXO46	0.5765
OAS1	0.910833333333333
SVIL	0.4315
PHB2	-0.00175000000000001
ADCY3	0.54
NDRG2	0.988333333333333
ERMAP	0.1112
APBA2	-1.831
IGSF9	0.36275
WNT6	-0.516571428571429
MYCBPAP	-0.70125
ATP2B2	-0.0938
CPVL	-1.0247
TRAM2	-0.428833333333333
NOP5/NOP58	0.786
ZNRF4	-0.0105
TLK1	0.2305
MTMR12	0.166071428571429
ZNF384	-0.206166666666667
FAM9B	-2.002
RPN1	0.7325
PMVK	-0.02225
EIF3D	-0.4137
SIX2	-0.79575
HPS1	0.556071428571429
RNF7	-0.20525
PSKH2	0.364
KCTD13	0.405166666666667
CSMD3	-0.2218
FBF1	-0.0395
IL8	0.221875
SERPINB13	0.144416666666667
FBXL20	0.228
BLR1	0.202
SH2B1	-0.939
RFNG	-0.131
RAB20	1.283
RBM7	0.60775
POLR1A	0.329166666666667
TMPRSS4	3.18
TAF9	-0.381
TERF2	0.113
TNFRSF1A	0.186833333333333
ACADVL	-1.05483333333333
GTF2H5	-0.12775
EDG8	-0.707666666666667
C9orf140	0.714
UST6	0.10375
ZBTB8OS	-0.525
ZNF710	0.5635
GPR174	-0.955
ATP6V0A2	0.45775
KIAA0319L	-0.0421666666666667
XKRX	2.511
DOPEY2	0.9785
SDHD	-0.0591666666666667
SUMF1	0.89725
OSM	2.805
OPN3	-0.468
DAGLB	0.0916666666666667
PPFIBP1	0.2453
TRIM63	-4.36275
C10orf53	0.3435
LYPD3	-2.59383333333333
BCL7A	0.5635
AGER	-1.0805
TCF19	-1.00125
SAT2	-0.46125
PFTK1	-2.4175
GABRE	0.136
C15orf38	0.1689
FIS1	-0.5635
KCNV2	0.17325
CLPS	0.31125
PPCDC	-1.0685
FOXN2	1.30833333333333
NT5E	-1.7222
CD83	-0.242
IL18	1.6485
VPS16	-0.174
IGFBP2	-1.34366666666667
NOTCH2	-0.88575
SIGLEC1	0.615
CD93	4.3045
SULF2	-1.0055
CEP164	-0.02625
P53AIP1	0.00699999999999999
TOR2A	0.0343333333333333
ZNF136	-0.2745
MGP	-0.6283
CCDC144A	0.2975
TRPC1	-2.42066666666667
SMS	-0.789166666666667
MAPK7	-0.768166666666667
RRAGC	0.26675
PARD6A	-0.47
NUB1	0.0145
SYNGR4	0.081
OR11H12	0.1425
WIF1	0.130875
GCH1	1.08925
OR11H4	0.208
SLC44A5	1
GPRIN2	1.9495
LOC401431	-0.0235
CPA4	-2.7061
MELK	0.152
IL15RA	1.27
CUL3	0.30875
HMBOX1	-1.628
PODXL	-2.7625
CCT6B	-0.198
COMTD1	1.0015
MUC20	3.332
GPX2	3.9845
ITK	-0.69525
FBXL5	0.5475
C13orf27	-0.812
DEFA5	5.569
TRHDE	-0.295
MTP18	-0.1045
UQCRQ	0.4509
ITGB2	-0.459916666666667
CSRP2BP	-0.30725
TAS2R44	0.122
PHPT1	-0.25125
FAM44C	0.08575
ERH	0.6515
MPHOSPH1	0.3255
MORC1	-0.328
PARVB	-2.789
LAMA1	-2.31341666666667
PGBD3	-0.61475
GIMAP6	2.31175
AREG	3.08366666666667
LIPT1	-0.2305
MGC99813	-1.86075
C1orf201	0.0595
GRIN2A	-0.5705
MAN2C1	-1.388
NSUN5	-0.4485
SF3B5	0.1825
MYC	0.8335
NRXN1	-0.432583333333333
ZNF18	-1.996
SPDYA	-0.45725
SLC37A1	1.6075
DECR2	0.036
ANKRD38	-0.86875
SPTLC3	-1.15733333333333
SUPT16H	0.127
DTWD2	1.07425
ULBP1	-0.3235
ZADH1	-0.386166666666667
OIP5	-1.48175
IL10RB	-0.221166666666667
OTUB2	1.954375
VWA3A	-0.349833333333333
SPIC	-0.0335
OR6C4	0.0325
PSCD4	0.0111666666666667
DPY19L2P2	-0.4175
TRAPPC6A	0.0186666666666667
C21orf2	-0.929833333333333
CEMP1	-1.651
LIN7B	-0.542
E2F7	-1.17066666666667
VCP	0.020625
LAMA3	1.31266666666667
BGN	-0.1055
GPR160	1.583
COCH	-1.71116666666667
GPR81	-1.50166666666667
APOBEC3F	-2.267
tcag7.1017	-0.93025
C1orf32	0.331
SCGB1D2	-0.183
FLJ43987	-0.1015
C6orf170	0.4495
KLK9	-0.0905
GPD1L	1.12075
VPS37B	1.16575
ATG3	0.259
ADAMTS17	-0.21
KLHDC2	-0.644
NDUFV2	-0.298
BLK	-2.91625
MATN4	-0.4835
GPM6A	-0.358375
GBP4	2.31
TMEM162	-0.021
PKP2	2.602
HRASLS	-3.43733333333333
MMP1	1.09075
SFXN3	-1.079
FSD1	-1.91166666666667
ST6GALNAC3	-1.28216666666667
CA12	1.186
NCOA6	0.7235
C19orf58	-0.5038
PPP4R1	0.282166666666667
MAN1A2	0.817333333333333
IKBKAP	-0.7495
UPF1	0.209666666666667
KIAA1219	0.49725
WNT16	0.2255
SNW1	0.128125
IL18RAP	2.678
RPP30	-0.0255
CDC40	0.297071428571428
SETD3	1.12533333333333
SLAMF6	0.0005
ELK4	0.1635
TRIM47	-0.063
ACOX3	0.52175
TRIM6	-2.7685
KIAA0372	0.1295
TP53AP1	-0.229375
SMURF2	-0.135
ADAD1	0.2325
EBP	0.2043
KRTAP13-2	0.0985
FLJ36874	0.901
TOR1A	-0.344666666666667
P2RY4	0.0375
GPBP1	0.06925
TRPV1	-0.811625
ADAMTS12	-0.673166666666667
PES1	-0.3897
ATG4A	0.279833333333333
MAGEA10	-4.143
WFS1	1.10475
CC2D1B	0.0106666666666667
PABPN1	0.495375
SLC25A30	-0.30675
SLCO1C1	0.00733333333333332
SLC22A5	0.44975
KIF23	-1.16683333333333
SYN2	-0.480666666666667
ASPN	3.37333333333333
CENTG2	0.87125
QSOX2	-0.2176
FLJ10815	0.494833333333333
STK24	0.476
SPEG	-1.5701
STK10	0.0015
DACT2	0.568
AAAS	-0.33375
SSX3	-0.953125
ABCD3	0.4621
C4orf12	-1.315625
PARVG	-0.669833333333333
FIG4	-0.0975
C9orf46	0.746
TMCO6	-0.496
IGHMBP2	-0.14025
DUS2L	-0.005
FAM3C	-0.161
TMEM16D	-1.41825
DCTN4	0.367
KCNH3	-0.141
EIF2AK2	1.21825
AP1S3	1.556375
CST4	0.1465
PAM	0.231375
NUTF2	-0.08125
CITED2	-1.2263
SLC39A4	1.5445
C2orf52	-0.2515
GRM3	-0.347
C12orf49	0.95325
CCDC49	0.4078
GRAMD1B	-1.293625
FNDC4	-1.1555
SIAH2	-0.07475
GDPD4	0.32225
C21orf87	-0.103875
ATP5A1	-0.562166666666667
C16orf63	0.084
LOC388135	-1.47016666666667
ATP5J2	-0.073875
MMP3	2.12675
EMID2	-0.194
CRHR1	0.0455
WDR70	-0.119
C13orf31	1.4495
ZFAND1	0.735
CCL18	3.3085
C3orf49	-0.001
RINT1	-0.7755
KIAA0408	-1.71716666666667
F13A1	1.744
SLC10A1	-0.0111666666666667
OGN	-3.4035
GIPC2	2.94216666666667
XPO6	-0.338
LCE1A	0.3355
FMR1	0.2811
LOC374920	-0.30575
DUSP3	0.41575
ANKMY1	-0.01775
C7orf50	0.021
BBS9	-0.126
UNC119B	-0.35375
C9orf72	0.768875
MGC35440	-0.05975
ENTPD6	0.80675
PPP1R2P9	0.17
ERCC4	0.348
FAHD2B	-0.84
HMHA1	-0.1
HACL1	-0.62075
RAD23A	-0.0233333333333333
FAM83B	1.97975
PPP5C	0.252666666666667
RNASEH2C	-0.42775
C9orf153	-0.0335
SCAMP4	0.31825
GHITM	0.5114
NDUFB7	0.15175
ADCYAP1	-0.0991666666666667
SP110	0.343166666666667
MAP3K7IP2	-0.13425
DHH	0.0915
AGRN	-0.323214285714286
WDR33	-0.262166666666667
CEP290	0.189666666666667
PRPS1L1	-0.838166666666667
KLRA1	-0.427
GPR97	-0.017
CHD7	1.40316666666667
TLR10	0.084
SLC30A8	-0.7095
HIC1	0.491833333333333
IAPP	0.6875
RXFP4	0.6795
GP1BB	-0.02375
SHQ1	0.5985
NKX2-3	0.420666666666667
API5	0.504
FTHP1	-0.3215
MOV10L1	-0.640166666666667
TRIM6-TRIM34	1.46683333333333
ADHFE1	-1.58775
FAM117A	-0.77875
DDI1	0.132666666666667
CDON	-1.6435
TRIM73	-0.2875
IGKC	1.059
MMP14	-0.240416666666667
DYNC1LI1	-0.161375
C11orf66	-0.06
TRBV3-1	-1.34975
FASTKD5	-0.16975
BIVM	-0.98625
LHX4	-0.07575
CXCL2	4.5179
RAB2B	-0.286166666666667
IZUMO1	-0.2935
MAP3K15	-1.57425
FAM19A2	-0.273
ZC3H8	0.394333333333333
ZMAT1	-1.67525
SPINK5L3	-1.515
SLC10A6	0.5275
APPL2	0.593625
CARD10	0.0506666666666667
LOC402176	0.15175
EEF1D	1.0328
RAB6A	0.6131
C12orf5	0.725125
PAPOLG	0.40275
MSRB2	0.684
BCR	0.2445
PUS3	0.4155
TIAM2	-0.55
ZNF317	0.481
CHD2	-0.379928571428571
FZD5	1.63068181818182
NUDT8	-0.16375
ZNF763	0.465
PRC1	-1.367
ABCB9	-0.2865
SPATA3	0.2445
TRAK2	-0.33375
STAB1	1.758625
LRRTM2	-0.0595
psiTPTE22	0.09675
DBI	0.535
SERPINA11	-2.77525
NAT5	-0.47875
C20orf58	-1.89075
RPS6KA4	0.546666666666667
FLJ90650	-0.434
TGFBRAP1	0.1915
CHRDL2	1.0885
FAHD2A	-0.9495
CNTN1	-0.15025
BBS4	-2.1616
TMEM181	0.622
MINPP1	0.3505
MPHOSPH6	-0.453333333333333
HOXC10	-1.549
ITPKB	-0.438
CLPTM1L	-0.11
MEOX2	-1.74166666666667
ATP6V0C	-0.097875
PRPF8	-0.975666666666667
TMC5	3.104
FKBP3	-0.2855
PLEKHB2	0.56525
OR4D6	-0.0595
ZNF544	-0.6178
D2HGDH	0.45225
RPL18A	0.1361
HEL308	-0.210625
MPP6	-1.9625
TCERG1	0.05125
KRT16	-2.26483333333333
KLF17	-0.5155
KLF5	3.967
CDR1	0.34275
VCX3A	-5.4205
FBLN2	-1.039125
C14orf104	0.62375
HBE1	-4.6321
OR4S2	0.215
C1orf108	0.705166666666667
ROBO4	2.69883333333333
CPEB4	-0.1735
C11orf80	-0.642166666666667
BCKDHA	-0.3885
MYOC	-0.01675
GIF	2.334
CKMT1A	1.7855
RPL3	0.1693
THBS1	1.175875
APOO	-0.50625
ARMCX1	-2.4055
HSZFP36	1.196
SNAPC5	-1.203
EIF4ENIF1	-0.44725
ZNF433	0.3815
TNFRSF21	1.340125
TMPRSS7	0.2755
SPATA18	0.2746
HPDL	1.2455
MKL2	0.00960000000000001
TBX3	0.331923076923077
C21orf93	0.179666666666667
DAXX	-0.0295
ELMO1	-0.45575
RGS13	2.69316666666667
TAF11	-0.46875
UNC13A	-1.846875
LOC653314	-0.0086
ORC3L	-0.25075
IMAA	-0.2765
TARBP2	-0.35625
CABIN1	-0.5961
TRIOBP	-0.3655625
HIST1H2AC	-0.72575
RGS22	-2.61033333333333
NCOA1	0.681
IL25	-0.405
SNCG	-0.823
GPR6	0.037
AMDHD1	-3.23133333333333
CHEK2	-0.58525
C6orf142	-0.5805
DRD4	-0.0345
C14orf68	-1.01225
GDF11	-1.207
SEMG2	-0.2465
CD247	-0.92525
CDAN1	-0.67675
RBMX2	-0.0718333333333333
TGS1	0.80675
OIT3	0.68775
SYF2	0.01325
MCM4	0.029875
PKHD1L1	0.164875
CEP192	-0.331333333333333
IFT88	0.7875
RPL9	0.243428571428571
RAB32	0.50925
DDX43	-2.802
P2RX2	0.07
OR5D18	0.329
UBE1	-0.454583333333333
SLC24A1	-0.605375
ARHGAP5	1.3535
CETP	-0.55775
KIAA1731	0.0401666666666667
SLC9A4	0.255
PTPN6	0.43325
BAHD1	-0.65775
GRIK3	0.025
CACNB2	-0.1986
PDE10A	0.1345
DGCR14	-0.903
PCDHB9	-1.32483333333333
RHOQ	0.166333333333333
MAP3K4	0.08675
KTI12	-0.153
RPL23AP13	-1.50025
GNG11	-1.842
CLCN3	1.217
GPAM	0.040125
VSTM2A	0.043
SLAMF7	1.123
INTS2	-0.534
PPP2CA	0.1075
LRP12	-0.881466666666667
SEC14L2	-0.695111111111111
DKFZP586H2123	1.98725
MC3R	0.164
CIRH1A	-0.5875
HIST1H2AB	-0.6785
POLH	-0.398125
MGC16703	-1.81416666666667
SNAPC2	-0.5295
FILIP1L	1.07825
RASGRP4	0.301
LRRC1	2.0315
GAS1	-3.61725
PRAC	-0.4205
DGKA	-0.271
NT5C3	0.371
PEG3	-3.66191666666667
NADK	0.564
PRR17	-1.483
LOC374569	-0.13275
SGSH	-0.185833333333333
NLRP8	0.139
GALT	-0.1619
MCF2	-0.7235
ZNF263	0.67775
TACSTD1	3.54383333333333
TYR	-6.1739
ATP6AP2	-0.33875
RNUXA	0.25925
ABHD10	0.0919
GDPD2	-0.7615
SLC35C1	0.6515
UBE2A	-0.043875
HERC5	-0.191
FAM112B	-4.782
FBXL16	-3.71325
DKFZP434A0131	-0.24775
ELA3A	-1.8265
RBM41	-0.70475
HAO2	0.34325
RNH1	-0.41125
SHANK2	0.00816666666666666
