Hybridization REF	TCGA-AA-A01K-01A-01R-A00A-07
RANBP17	1.82625
RLN3	-0.2325
CRYZ	-0.397
GBAS	-0.441166666666667
TAS1R1	-0.95375
MPZL3	1.1465
PCDH8	-1.1405
HSP90B1	-0.259
KCNK15	-1.054
TNIP2	-0.566
GPR146	-1.47
NOL6	-0.27475
SPC25	-1.47
STEAP2	2.55392857142857
VAMP3	-0.5115
TCIRG1	0.2475
ZP4	0.217
PARL	0.207875
TRIM39	0.2485
KIAA1305	0.24825
CRNN	0.431666666666667
GRN	-0.177
HSH2D	0.69125
SCAMP1	0.1784375
KIAA1913	3.33275
PTS	0.57325
BANP	-0.505214285714286
PRKACG	-0.25125
ADCY6	0.1815
C16orf46	1.095
CYP51A1	-0.097375
DDC	4.528
ANPEP	3.65116666666667
PROM1	2.79416666666667
SIGLEC10	0.6825
COPG	0.5955
FAM26E	1.11175
TRIP4	0.169
SNX3	-0.00783333333333333
C1orf175	0.299
PPY2	0.387
C14orf152	0.212666666666667
FTSJ1	-1.5415
DST	0.21215
LOC554235	-0.185
GLRX5	-0.99225
C20orf12	0.3602
CAB39	0.0493333333333333
MSH2	-1.00816666666667
PIP4K2C	1.2165
CYLD	0.72375
WTAP	0.8275625
MGAT4A	0.382222222222222
TSC22D4	-0.7223
CHRM2	1.1495
PPYR1	-0.115
CCNH	-0.0996666666666667
RRM1	-0.8455
ECAT8	-2.66025
LOC400120	-0.6325
GABRA4	0.284625
C14orf4	-0.0733333333333333
C1orf59	-0.57975
CTDSPL	0.48625
NHEDC2	-0.552
PDE11A	0.5132
KLHL29	1.17275
CD5	-0.2486
TSPAN9	0.6883125
WDR67	-0.55625
THUMPD1	0.3122
C18orf17	-1.3845
CLYBL	0.5305
FLJ13231	-0.518875
CMBL	0.29475
LECT2	-0.07075
NKAPL	1.134
LOC654780	0.382
OR4C6	0.218
RAB30	-0.769666666666667
TSSK4	-0.7845
TMEM163	1.141
OSBPL11	0.89475
GNB5	-1.004
CCL21	1.32975
C1orf121	0.5655
FMO2	0.558666666666667
RPTN	0.28
MSTN	0.752
VCL	0.126428571428571
FYTTD1	-0.49725
C11orf1	0.62975
CCDC88C	-0.101375
HFE	0.159333333333333
MOGAT1	1.955
FAM125B	0.385333333333333
IRGQ	-0.089
RAVER2	1.16175
AKAP5	-0.1735
SSSCA1	-0.80125
C11orf63	0.7975
ACTG2	2.7083
PORCN	-1.4025
DTL	-1.32972727272727
TMEM151	0.1245
FAM122C	-0.572
RSAD2	1.1948
BAT4	-0.6625
KRTDAP	-1.2165
MYH8	0.321
CRTC3	0.042
LRRFIP2	-0.0242
INTS4	-1.06083333333333
TTN	-0.615666666666667
SLC26A5	0.046
PLLP	0.17325
RGS6	-0.954875
SRGAP3	-0.08675
ZNF525	0.135333333333333
NBR2	-0.1555
C13orf1	1.4964
ZNF137	0.0045
CEP27	-1.3015
BEST2	-0.139
RNF121	-0.245
DMRTC2	0.15625
C8orf76	0.3525
BCCIP	-0.3865
MEST	0.00699999999999999
HTRA2	-0.902
ANGPTL2	0.465
ILKAP	0.1
ERAS	-0.105
HBS1L	-0.196
CPA5	-0.0895
TMEM30A	0.0643333333333333
CD300LF	1.38116666666667
WISP3	0.499
CRK	0.219142857142857
PDS5A	-0.7274
BRPF3	0.165833333333333
NEDD9	-0.02125
SMPDL3B	0.9205
PSG6	0.18075
PSMD13	-0.4115
ETV5	-1.0868125
OR51A4	0.0195
BTBD7	0.52825
GSTO1	0.09
hCG_16001	1.668
MAD2L1BP	0.210333333333333
COX6A2	0.309
SCNN1A	0.570666666666667
LSM1	-0.407833333333333
UGT2B11	-1.94575
IDUA	0.27525
PPP2R3C	-0.432
COX11	0.346666666666667
PDZK1	-0.04375
ZNF443	1.11466666666667
MGC21874	-0.203166666666667
ZNF323	0.2754
KRTAP10-10	0.0995
CXCL6	0.4275
SLC34A2	-0.1311
LOC284402	-0.4
NPTN	0.909833333333333
UPP1	-0.8185
SLC6A9	-0.134
OR7G3	0.233666666666667
CISD1	0.869666666666667
ZNF545	-1.25333333333333
SYT14	-0.0065
NT5C3L	-0.9145
ZNHIT3	0.0141666666666667
SNRPD3	0.678
KIAA0701	-0.31
UNC93B1	-0.680333333333333
GMNN	-0.826125
SPCS2	0.155333333333333
LOC388524	0.381
NAPRT1	-0.851
PNLIPRP1	0.1885
OR6V1	0.209
PRKAB1	0.96125
EYA4	-0.725666666666667
KIF20A	-2.06375
ALG10	0.29925
ITPKC	1.32883333333333
LMX1B	-0.3325
RPUSD4	0.636
C7orf34	-0.3585
DLGAP2	0.215125
PFN1	0.0091
MICALL2	0.184916666666667
ZNF654	-0.716
SS18L1	-0.103875
SLC16A8	-0.05225
MKI67IP	0.999666666666667
ITGB3	-0.653625
TCEA3	0.660166666666667
CEP152	-0.7399375
CLIP1	0.4995
ZNF75	0.3756875
ATP5C1	-0.0208333333333333
NUDT5	-0.0905
PSCDBP	0.671
UBP1	0.1405
RBM27	0.277
C13orf15	1.364
ZNF282	-0.356666666666667
ZNF222	-0.1374
COL10A1	5.1895
PRDM15	-0.338375
TTTY5	-0.0205
FAM9C	-0.376454545454545
C20orf67	-0.23075
GNG13	-0.0435
F12	1.2725
C1orf41	-1.1125
CPXCR1	0.629
GSK3A	0.357375
SUPT6H	-0.0206666666666667
PI16	-1.79366666666667
ELL2	-0.22975
C9orf167	1.55283333333333
PVRL3	1.2442
FLJ38596	0.3945
ADAM20	0.894666666666667
GPR89A	0.095
GPR87	-2.897
ZNF30	0.7785
SMR3B	-0.37675
ZNF770	-0.15525
TRPC4AP	-0.749666666666667
DKFZP686E2158	1.18333333333333
C2orf28	-0.6905
FREM1	0.0671666666666667
LAMA4	0.810333333333333
ADPRHL2	-1.0475
EIF4G2	0.295666666666667
GUCA1A	-0.314
CTNNA2	-0.503625
NUDT15	-0.086
CEPT1	-0.239
ZNFX1	0.9244
CCDC92	0.8125
TDRD1	-0.715
KCNK5	1.5585
ETNK1	0.168
LTA	-0.0735
TTPA	0.193333333333333
B3GALNT2	0.155625
SC65	-1.82033333333333
PEX5L	-0.978125
EPS15L1	-0.85425
MGEA5	0.615875
HIST1H3A	1.0475
ING1	-0.22
BCAT1	-2.362625
ORC6L	-1.48663636363636
KLK11	-0.472333333333333
C19orf28	-0.681625
DNER	-3.403875
MED22	-1.02985714285714
ETV6	1.2575
CHAC2	-0.525
CD300E	-0.131
CEBPB	-0.03
ZNF398	0.285
LRCH3	0.072
HMGA1	-0.617
CAPN7	-0.650333333333333
MGC5566	-0.588
CCL3	2.357
NANOS1	-1.277625
ZFYVE19	-1.41675
APITD1	-0.6075
PARD3	1.1175
IRAK4	0.0121666666666667
SERPINI2	0.2325
CEP170L	-0.7655
TTC9	-0.098375
MYOM3	1.76025
MLPH	-2.120875
LOC222699	-0.419
NRG1	-1.3835
TBC1D9	-0.529909090909091
TTK	-0.678333333333333
ZNF557	0.9482
DDX41	-0.957666666666667
FANK1	2.4675
UBE2D2	0.297625
PSMB10	1.712125
MYH7B	1.377
GABARAPL2	-0.35425
MARVELD2	2.011
DGCR2	0.5335
UNC45A	-0.516666666666667
C6orf72	-0.7045
ZNF683	3.628
GIT2	0.41025
CASK	1.65033333333333
C14orf161	1.31416666666667
LRRC44	-1.811
TIFA	-0.467
UTP11L	-1.238625
C6orf65	-0.668
FDPS	-0.168
DUSP9	-2.3423
SLC17A8	0.4445
OR51G1	-0.300166666666667
NANS	-0.064
OLFML1	1.2005
ATP10B	3.647375
NPAS3	-0.827
PRKCA	0.6757
GGA2	-0.0568125
LCE4A	-0.0825
SPANXN3	-0.357666666666667
CCDC115	0.826625
SDCCAG3	-0.6365
GLIPR1L1	0.198
TTC1	0.09
C17orf76	3.26325
MAD2L2	-2.7615
HIPK1	-0.1584
LRRC3B	-0.132
CLN3	-0.684181818181818
C17orf47	0.0125
FMN2	-1.53842857142857
TUBB1	-0.464571428571429
WAPAL	0.544833333333333
C3orf21	-0.595375
SCN5A	-0.7456
SMYD1	0.8665
BEX5	0.88225
ZNF192	-0.262
SEC22A	-0.127666666666667
GRIA2	0.211357142857143
KIAA0825	-0.6335
NUSAP1	-1.68354545454545
LANCL1	-0.9085
C15orf40	-0.7374
ZNF645	-0.0185
GPR61	-0.76175
NLRP14	0.164
SNX21	-0.3033
C1QTNF8	-0.21
C17orf46	-0.428
IFNA8	-0.0935
SPRR1B	1.68083333333333
FLRT1	-0.3425
SNX17	-0.678333333333333
ASB2	1.074
HBG1	-8.256
RPRML	-1.2925
JOSD2	0.235833333333333
PLSCR3	0.464
SPOCD1	0.355333333333333
RAB39	-0.5385
GHRH	-0.646166666666667
ITIH5L	-0.34575
C17orf37	0.28275
SMCR8	0.36175
DPY19L2P3	-0.5665
IL11RA	0.457333333333333
GDF3	-4.97416666666667
RPS6KB1	-1.20741666666667
DNAJC19	0.6981
TOP1	0.407
CRCT1	0.1495
MPST	1.08825
DPM2	0.036
FAM38B	-1.65466666666667
SLC18A1	-1.186
FARP1	0.472333333333333
PAX7	-0.43925
TUBD1	-1.39775
GNL3	-0.057625
BTG2	0.9294
NDUFS6	0.254
C1orf79	-0.36125
ERAL1	-0.47625
ECHS1	0.949
VPS4A	-0.177833333333333
CYP11A1	-1.0685
ABCC6	0.965714285714286
PBX4	0.9215
MOSC1	0.725
NCF4	-0.34925
HYMAI	0.6335
NAGPA	-0.262125
OTOP2	0.094
ACOT12	-0.19725
MTHFD2L	0.188625
LOC441376	-0.5375
C19orf34	-0.768
RAB1B	-0.418
ALDOAP2	-0.6945
NTRK1	-1.32116666666667
ARTS-1	0.3042
SLC6A11	-0.497
NAP1L2	-2.25425
CNGB1	-0.100166666666667
EPB41L4B	1.35345454545455
FAM134B	2.985125
HS3ST3A1	0.569666666666667
CPXM2	1.97975
SIRPB2	0.344
CHORDC1	-0.488666666666667
TRIB3	-2.08033333333333
SLC2A5	1.045
C2orf49	-0.218666666666667
DDX5	-0.384
OR5L1	0.1255
ANAPC4	-0.0683333333333333
ZSWIM1	1.269625
LOC93622	-1.124375
KCNK3	-0.3256
RP11-35N6.1	-1.358875
ZFP161	-0.095
AQP9	2.49325
SLC15A2	-0.1855
MREG	-1.44683333333333
OR9I1	0.2265
PDLIM2	-0.176
ADAM7	0.4175
GSTCD	-0.2035
WDR21A	0.75475
SLC12A8	1.35033333333333
TMEM174	-0.5065
IGSF3	-0.76575
LRRN1	-1.38475
LOC402117	0.187
SRPK1	0.807833333333333
LY6K	-2.476625
NFIA	1.4775
PTCD3	0.40425
LEP	0.0816666666666667
PCDH21	2.688
MAPKAPK2	-0.251214285714286
NMNAT1	0.5195
LHFPL2	0.471875
C9orf43	-0.12375
DIP2A	-1.148
ACTR8	-0.222375
CCDC34	0.02725
PTPN22	-0.15375
ITGA3	-0.08725
FAM129C	-0.1805
RABGGTA	-0.1525
UNC45B	0.1775
KIAA1033	0.443625
ZNF510	0.234
CYP2D6	0.1175
SLC26A10	-0.994
STX8	-0.25875
LUZP1	0.3755
WDR89	-0.4495
EIF4G3	-0.3153
C5AR1	0.41025
ZNF623	-0.3925
A2M	-0.05075
TGM7	0.567
GRPEL1	-0.231833333333333
LMNB2	-0.228
ROCK2	1.29816666666667
SNX16	0.367875
CCDC66	-0.1395
ANXA3	3.22575
KIAA1609	0.175125
EED	-0.56075
RNF32	0.397
HES1	0.5825
CLC	0.293666666666667
ISL1	1.68233333333333
KIAA0528	0.513125
MANEA	0.10375
C1orf61	-1.3515
hCG_2001000	1.6135
RAPGEF6	-0.1417
KIAA0020	0.3955
NEIL1	1.3525
C16orf45	-0.7255
RBM10	-0.307
C10orf125	0.8295
MRS2L	0.54925
DNAH17	-1.294125
C19orf10	-0.37075
C1orf160	-0.06175
SLFN12	1.27175
EXOC3	-0.370833333333333
HIST3H3	0.36325
NCOR2	0.047
TNFRSF9	1.98875
MFSD8	-0.3085
ALX1	-2.6795
NOL1	-0.40575
PODN	1.92075
TIAL1	-0.6225
HIST1H1E	-2.77
NPY6R	0.11225
TM4SF4	2.32625
CORO2A	0.97925
ETNK2	-1.32166666666667
APOE	-0.9779
ANGPT4	0.107
HDGF2	-1.03125
G30	-0.2655
ST8SIA4	-0.705
F2RL1	2.88525
FAM19A4	-3.2275
CCAR1	0.217
B3GNT7	-0.4655
OPHN1	0.34
DSCR6	-0.802
C21orf13	-0.810666666666667
GAS2L1	-0.323083333333333
RFX3	-0.236666666666667
COPS4	0.023125
BCHE	-4.44416666666667
BCL2	-0.890875
HBZ	-5.22883333333333
ARL13B	0.32525
MAPBPIP	0.564125
MYO15B	2.30525
SPZ1	0.26375
KIAA1324	-0.923111111111111
PLCL2	-0.541125
C4orf29	0.09975
WDFY2	-1.08525
ZNF284	-0.179
NAALADL1	-0.254
DUSP5	-0.7485
PXDN	-0.191125
SLMO1	-0.1935
TNXB	-0.0833
BIRC7	-0.995
A4GALT	0.875666666666667
TIMM22	0.00675
FAM110C	1.0095
TOMM34	0.00825000000000001
ABHD9	-0.142
ADAM32	0.456
CRHBP	-0.283333333333333
AQP2	-0.191875
LOC130355	0.2755
ZNF187	0.335666666666667
ZNF816A	0.3235
F7	-0.780125
CNOT1	0.7088
SLC13A4	-1.03366666666667
ZBTB11	-0.05125
B3GALT5	0.6245
EXOC2	0.325166666666667
IRS1	-0.4435
TMEM1	0.423
MRPL34	0.189333333333333
SAMM50	-0.1895
CDC42EP3	1.033375
HSF2	-0.247
MFN2	-0.3315
TSPAN7	-0.616166666666667
NUCB1	-0.0605833333333333
RHOH	-2.42375
ARL16	0.04
TACR1	0.29775
SFRS5	-0.972
SNX25	-0.028125
RHBDF1	-0.198
PCDH18	2.04183333333333
HMG1L1	-0.07675
MYO5C	1.08975
MAPK10	0.811
LDHAL6A	0.1735
NUDT12	0.804166666666667
NCAM1	-0.630428571428571
GLIS2	-0.336
GGTL4	0.71675
DAPP1	-0.693
ATF7	1.014
KIAA0748	-0.85675
NFIL3	-0.24225
TM6SF1	-0.6687
SEZ6	-0.382714285714286
NANOS3	0.618
DNAJA3	-0.271166666666667
CLDN6	-2.1785
CIITA	2.2636
EPHA4	-1.99133333333333
FANCC	0.799
CMTM3	-0.495375
PSG3	0.258875
MRPL15	-0.52875
C21orf59	-0.3375
PLCXD2	-0.014
C2orf34	0.181375
UBE2L6	0.914625
MED14	0.446833333333333
HP1BP3	-1.1053
C6orf208	0.415
TPBG	-0.88125
OSR2	-1.535875
XPC	-1.32216666666667
KLHL7	-0.558
CCR3	0.259
AGTPBP1	-0.123
PCSK6	-0.645866666666667
STAT5A	-1.5517
FAM18B	-0.111
LONRF2	-3.83333333333333
PTPN2	-0.396375
SF3A3	-1.16716666666667
EFCBP2	-0.342
HCFC1	-0.4015
AHNAK	-0.3412
ACTR5	-0.062
KIF14	-1.25628571428571
TENC1	-0.0905
HEATR5B	-0.039
YIPF2	-0.278333333333333
MYEOV2	0.253
DUSP18	2.6715
KIAA1012	-0.42275
AHR	0.8275
C17orf53	-0.999833333333333
PTPRH	1.27575
ATP6V1C1	0.4049
TAS2R3	-0.1245
LOC440356	-1.73625
COQ10B	0.036
PSMF1	-0.543
SORBS2	0.38675
NFE2L2	0.5515
TMCO7	0.91325
SH3PXD2A	1.0634
SH2D2A	0.63475
SPINK5	-0.01925
MRPS24	-0.0205
OPA3	0.239875
TRAF7	-0.9365
C4orf35	0.1142
MT1G	-2.135
MGC39545	-0.0363333333333333
HS1BP3	0.2321
OR2B2	-0.1115
CHRM4	-0.0575
SFRP2	0.290916666666667
RIC3	-1.00933333333333
ART1	0.1355
C6orf1	-0.0645
DUS4L	-0.58
C10orf104	0.48275
TNFAIP6	1.96675
RTEL1	-0.16125
CCT4	-0.3271
ZNF709	0.1435
CHMP6	-0.0495
UPP2	-0.69375
CYP19A1	-1.849
CD151	-0.8515
NDUFA13	-0.111333333333333
ARFRP1	-1.00516666666667
FAM26B	0.07575
CRYBA1	-0.991
MRPL41	-0.0681666666666667
NPFFR2	-0.633875
HRH2	0.2565
SCAMP3	-0.4865
MTMR6	0.652
MTG1	-0.435333333333333
UBTD1	0.121
CRABP1	-2.736
FLJ33790	-1.1388
KIAA1908	-1.908
GPR158	-0.58075
PACSIN3	-1.63366666666667
OMD	0.2538
CATSPER1	-0.208
HOXB8	1.9985
FBXO46	1.313
OAS1	1.37883333333333
SVIL	1.5105
PHB2	-0.8515
ADCY3	0.8725
NDRG2	0.502666666666667
ERMAP	0.2925
APBA2	-0.927333333333333
IGSF9	1.32275
WNT6	-0.917307692307692
MYCBPAP	-1.153
ATP2B2	-0.37375
CPVL	-0.714888888888889
TRAM2	-0.0814166666666667
NOP5/NOP58	0.4205
ZNRF4	0.00025
TLK1	0.358375
MTMR12	0.112642857142857
ZNF384	-0.526
FAM9B	-1.35125
RPN1	0.6333
PMVK	-0.1945
EIF3D	0.2459
SIX2	-0.75075
HPS1	1.28785714285714
RNF7	0.334
PSKH2	0.8325
KCTD13	-0.0373333333333333
CSMD3	0.1907
FBF1	-0.569
IL8	-0.56425
SERPINB13	0.455636363636364
FBXL20	-0.5365
BLR1	-0.00250000000000002
SH2B1	-0.619
RFNG	-1.381375
RAB20	1.94433333333333
RBM7	0.59625
POLR1A	-0.377
TMPRSS4	4.347
TAF9	-0.242625
TERF2	0.427666666666667
TNFRSF1A	0.0754166666666667
ACADVL	-0.6445
GTF2H5	-0.106
EDG8	-0.355666666666667
C9orf140	-0.621125
UST6	0.80575
ZBTB8OS	-0.25425
ZNF710	0.7555
GPR174	-0.76
ATP6V0A2	-0.23025
KIAA0319L	-1.35916666666667
XKRX	0.9935
DOPEY2	0.9098
SDHD	0.15
SUMF1	0.57225
OSM	2.16875
OPN3	-2.09925
DAGLB	-0.183833333333333
PPFIBP1	0.6926
TRIM63	-3.3275
C10orf53	-0.007
LYPD3	-2.82183333333333
BCL7A	-0.390625
AGER	-0.945333333333333
TCF19	-1.5
SAT2	0.7865
PFTK1	-0.422833333333333
GABRE	0.5415
C15orf38	0.2061
FIS1	0.224
KCNV2	0.2425
CLPS	-0.65225
PPCDC	-0.52425
FOXN2	0.0665
NT5E	-0.3088
CD83	0.59375
IL18	2.396625
VPS16	-0.42725
IGFBP2	0.227166666666667
NOTCH2	-0.89175
SIGLEC1	0.50325
CD93	3.824
SULF2	0.61
CEP164	0.32975
P53AIP1	0.261833333333333
TOR2A	-0.340333333333333
ZNF136	0.42625
MGP	1.1321
CCDC144A	-0.44225
TRPC1	-0.956666666666667
SMS	-0.186333333333333
MAPK7	-0.904666666666667
RRAGC	-0.0105
PARD6A	-0.568333333333333
NUB1	1.10816666666667
SYNGR4	0.2065
OR11H12	0.212
WIF1	0.470125
GCH1	0.5175
OR11H4	0.442
SLC44A5	-0.14
GPRIN2	2.81966666666667
LOC401431	-0.4875
CPA4	-2.5061
MELK	-0.748777777777778
IL15RA	1.6735
CUL3	0.462
HMBOX1	-0.28175
PODXL	-1.72375
CCT6B	1.1605
COMTD1	0.454
MUC20	3.736
GPX2	3.898125
ITK	-0.642125
FBXL5	0.133
C13orf27	-1.63325
DEFA5	0.7855
TRHDE	-0.2745
MTP18	-0.4445
UQCRQ	0.9193
ITGB2	0.517333333333333
CSRP2BP	0.0555
TAS2R44	0.0285
PHPT1	-0.595375
FAM44C	-0.24675
ERH	0.14575
MPHOSPH1	-0.116
MORC1	-0.136
PARVB	0.302
LAMA1	-2.07016666666667
PGBD3	0.2115
GIMAP6	3.2175
AREG	-0.139666666666667
LIPT1	0.3195
MGC99813	-0.394
C1orf201	-0.0276666666666667
GRIN2A	-0.461625
MAN2C1	-1.121625
NSUN5	-0.8325
SF3B5	0.383
MYC	-0.1036875
NRXN1	-0.0241
ZNF18	0.11375
SPDYA	-0.014375
SLC37A1	1.036
DECR2	0.8765
ANKRD38	-0.106625
SPTLC3	-1.86383333333333
SUPT16H	-1.038375
DTWD2	0.51875
ULBP1	-0.301
ZADH1	-1.75533333333333
OIP5	-1.59625
IL10RB	-0.732833333333333
OTUB2	0.4925
VWA3A	-0.0715
SPIC	-0.193
OR6C4	0.213
PSCD4	1.26133333333333
DPY19L2P2	-0.1975
TRAPPC6A	-0.096
C21orf2	-0.881833333333333
CEMP1	-0.25075
LIN7B	0.3075
E2F7	-1.16983333333333
VCP	-0.2843125
LAMA3	1.89758333333333
BGN	0.90375
GPR160	2.10833333333333
COCH	-1.902
GPR81	-1.4995
APOBEC3F	-0.483
tcag7.1017	-0.642
C1orf32	0.1605
SCGB1D2	0.172333333333333
FLJ43987	-0.342
C6orf170	0.2605
KLK9	-0.403
GPD1L	-0.365625
VPS37B	1.263
ATG3	0.148333333333333
ADAMTS17	-1.062
KLHDC2	-0.607
NDUFV2	-0.989
BLK	-2.59225
MATN4	-0.3375
GPM6A	-0.1345
GBP4	3.40116666666667
TMEM162	0.347333333333333
PKP2	1.9735
HRASLS	-3.14288888888889
MMP1	0.50325
SFXN3	0.4004
FSD1	-2.15016666666667
ST6GALNAC3	-1.9652
CA12	1.4746
NCOA6	1.05275
C19orf58	0.1368
PPP4R1	-0.578
MAN1A2	-0.301833333333333
IKBKAP	-0.924
UPF1	0.18
KIAA1219	0.7865
WNT16	0.745
SNW1	-0.638
IL18RAP	2.925
RPP30	-0.020875
CDC40	0.216571428571429
SETD3	0.1315
SLAMF6	-0.098
ELK4	0.438
TRIM47	-0.0653333333333333
ACOX3	0.39325
TRIM6	-0.596875
KIAA0372	0.123666666666667
TP53AP1	0.828625
SMURF2	-0.35775
ADAD1	0.35625
EBP	0.1356
KRTAP13-2	-0.117
FLJ36874	-0.0723333333333333
TOR1A	-0.100166666666667
P2RY4	0.033
GPBP1	0.17575
TRPV1	0.196375
ADAMTS12	0.550166666666667
PES1	-0.2246
ATG4A	0.7955
MAGEA10	-5.04725
WFS1	0.67825
CC2D1B	0.119333333333333
PABPN1	-0.0561249999999999
SLC25A30	0.10025
SLCO1C1	0.0726666666666667
SLC22A5	1.55525
KIF23	-1.73266666666667
SYN2	-0.330333333333333
ASPN	5.87733333333333
CENTG2	0.6575
QSOX2	-0.4009
FLJ10815	0.216333333333333
STK24	0.635375
SPEG	0.1334
STK10	0.332166666666667
DACT2	-0.2945
AAAS	-0.6695
SSX3	-1.047625
ABCD3	0.000600000000000009
C4orf12	-0.597875
PARVG	0.232
FIG4	0.301
C9orf46	0.55475
TMCO6	-0.409
IGHMBP2	-0.865
DUS2L	-0.752166666666667
FAM3C	0.0840625
TMEM16D	-1.265
DCTN4	0.6155
KCNH3	-0.19475
EIF2AK2	-0.017
AP1S3	0.792625
CST4	1.475
PAM	1.004625
NUTF2	-0.205
CITED2	-1.3697
SLC39A4	0.66225
C2orf52	-0.246
GRM3	-0.02075
C12orf49	0.899875
CCDC49	-0.0875
GRAMD1B	-0.602375
FNDC4	0.1075
SIAH2	-1.249375
GDPD4	0.2195
C21orf87	-0.5135
ATP5A1	-1.085
C16orf63	-0.598
LOC388135	-0.564333333333333
ATP5J2	-0.104
MMP3	-0.894
EMID2	-0.8295
CRHR1	-0.40925
WDR70	0.16675
C13orf31	1.79525
ZFAND1	1.008
CCL18	5.0695
C3orf49	0.529
RINT1	0.13
KIAA0408	-0.663333333333333
F13A1	1.1963
SLC10A1	0.0153333333333334
OGN	-0.56225
GIPC2	2.50433333333333
XPO6	-0.860166666666667
LCE1A	0.4655
FMR1	0.363
LOC374920	0.2545
DUSP3	0.60425
ANKMY1	0.25575
C7orf50	-1.425
BBS9	-0.5739
UNC119B	0.120625
C9orf72	-0.1365
MGC35440	0.50575
ENTPD6	-0.267
PPP1R2P9	0.4155
ERCC4	-0.27225
FAHD2B	-1.076
HMHA1	0.4905
HACL1	-0.9005
RAD23A	-0.8145
FAM83B	1.178
PPP5C	-0.811
RNASEH2C	-1.399625
C9orf153	-0.1085
SCAMP4	0.0835
GHITM	0.8157
NDUFB7	-0.106
ADCYAP1	-0.0103333333333333
SP110	0.320333333333333
MAP3K7IP2	0.4255
DHH	-0.339
AGRN	-0.811
WDR33	0.355166666666667
CEP290	-0.2825
PRPS1L1	-1.70916666666667
KLRA1	-0.11
GPR97	-0.0845
CHD7	0.314916666666667
TLR10	0.275666666666667
SLC30A8	-0.9915
HIC1	0.985666666666667
IAPP	0.452
RXFP4	0.5285
GP1BB	-0.04425
SHQ1	0.337
NKX2-3	0.690166666666667
API5	-0.3045
FTHP1	-0.44
MOV10L1	0.3724
TRIM6-TRIM34	1.72683333333333
ADHFE1	-0.68225
FAM117A	-1.02875
DDI1	0.4325
CDON	-0.980666666666667
TRIM73	0.283
IGKC	2.5235
MMP14	0.0681666666666667
DYNC1LI1	-1.2835
C11orf66	-0.633
TRBV3-1	-1.4605
FASTKD5	0.036
BIVM	0.341
LHX4	0.20725
CXCL2	2.5352
RAB2B	-0.431166666666667
IZUMO1	0.15
MAP3K15	-1.22325
FAM19A2	0.118333333333333
ZC3H8	0.219166666666667
ZMAT1	-0.34175
SPINK5L3	-1.28
SLC10A6	0.061
APPL2	0.28575
CARD10	0.7375
LOC402176	0.903375
EEF1D	0.7947
RAB6A	0.1841
C12orf5	1.109875
PAPOLG	0.34875
MSRB2	0.9715
BCR	0.322333333333333
PUS3	0.84075
TIAM2	2.0535
ZNF317	0.300666666666667
CHD2	-0.119
FZD5	0.573545454545454
NUDT8	0.18575
ZNF763	0.08
PRC1	-1.51633333333333
ABCB9	-0.191333333333333
SPATA3	0.1055
TRAK2	0.2145
STAB1	2.249375
LRRTM2	0.362666666666667
psiTPTE22	0.24575
DBI	0.77875
SERPINA11	-2.83275
NAT5	-0.6895
C20orf58	-1.12825
RPS6KA4	0.443166666666667
FLJ90650	-0.40025
TGFBRAP1	0.09125
CHRDL2	0.797625
FAHD2A	-1.04916666666667
CNTN1	0.302
BBS4	-1.0145
TMEM181	0.7395
MINPP1	-0.278
MPHOSPH6	0.0939166666666666
HOXC10	-1.3138
ITPKB	0.14
CLPTM1L	-0.20325
MEOX2	-0.635166666666667
ATP6V0C	0.115375
PRPF8	-0.760333333333333
TMC5	4.7105
FKBP3	-0.86875
PLEKHB2	0.117875
OR4D6	-0.2665
ZNF544	-2.6775
D2HGDH	0.33525
RPL18A	0.5523
HEL308	0.17675
MPP6	-2.84075
TCERG1	-0.6915
KRT16	-1.36816666666667
KLF17	-0.3135
KLF5	3.443375
CDR1	0.705875
VCX3A	-4.8195
FBLN2	1.096875
C14orf104	-0.618
HBE1	-6.4982
OR4S2	0.323
C1orf108	-1.18833333333333
ROBO4	2.81066666666667
CPEB4	0.54475
C11orf80	-0.709166666666667
BCKDHA	-0.746166666666667
MYOC	0.105
GIF	0.1435
CKMT1A	2.951
RPL3	0.3421
THBS1	0.7555
APOO	0.15475
ARMCX1	-0.56375
HSZFP36	0.96
SNAPC5	-0.35825
EIF4ENIF1	1.1305
ZNF433	-0.53125
TNFRSF21	0.56125
TMPRSS7	-0.023
SPATA18	0.8176
HPDL	0.857
MKL2	0.1505
TBX3	0.283846153846154
C21orf93	-0.0476666666666667
DAXX	-0.3095
ELMO1	0.357625
RGS13	0.953
TAF11	-0.79075
UNC13A	-1.465125
LOC653314	0.2077
ORC3L	-0.51475
IMAA	-0.4075
TARBP2	-0.112
CABIN1	0.4425
TRIOBP	-0.3316875
HIST1H2AC	-0.313375
RGS22	-2.2595
NCOA1	0.813
IL25	0.26
SNCG	-0.9785
GPR6	-0.448
AMDHD1	-1.58416666666667
CHEK2	0.464875
C6orf142	0.08925
DRD4	0.290666666666667
C14orf68	-1.04275
GDF11	-1.566
SEMG2	-0.3285
CD247	0.013
CDAN1	-0.76925
RBMX2	0.124666666666667
TGS1	-0.80325
OIT3	-0.271
SYF2	-0.0805
MCM4	-2.064375
PKHD1L1	0.1105
CEP192	-0.598
IFT88	1.234
RPL9	0.266071428571429
RAB32	0.73075
DDX43	-2.00075
