Hybridization REF	TCGA-AA-A00E-01A-01R-A002-07
ELK4	0.2935
TRIM47	0.482333333333333
ACOX3	0.642375
TRIM6	-2.5485
KIAA0372	-0.446833333333333
TP53AP1	0.173
SMURF2	0.646
ADAD1	-0.028
EBP	0.5428
KRTAP13-2	-0.1395
FLJ36874	0.556166666666667
TOR1A	0.139166666666667
P2RY4	0.6805
GPBP1	-0.0495
TRPV1	-0.28275
ADAMTS12	-0.4135
PES1	-0.1134
ATG4A	1.302
MAGEA10	-4.8035
WFS1	2.47725
CC2D1B	0.227833333333333
PABPN1	0.396
SLC25A30	0.28425
SLCO1C1	0.0938333333333333
SLC22A5	0.8375
KIF23	-0.964166666666667
SYN2	-0.625666666666667
ASPN	3.17633333333333
CENTG2	0.50775
QSOX2	-0.6486
FLJ10815	-0.218833333333333
STK24	0.70625
SPEG	-1.7247
STK10	0.0925
DACT2	-0.943
AAAS	-0.974
SSX3	-1.309875
ABCD3	0.9075
C4orf12	-0.3965
PARVG	0.877666666666666
FIG4	0.78075
C9orf46	1.15825
TMCO6	-0.9425
IGHMBP2	-0.298
DUS2L	-0.372666666666667
FAM3C	0.9651875
TMEM16D	-2.24075
DCTN4	0.3415
KCNH3	-0.36725
EIF2AK2	1.62775
AP1S3	2.060875
CST4	1.2075
PAM	-0.5206875
NUTF2	0.87725
CITED2	-1.2745
SLC39A4	0.091
C2orf52	0.7855
GRM3	0.086
C12orf49	1.338875
CCDC49	-0.0005
GRAMD1B	-0.883875
FNDC4	-0.9385
SIAH2	-0.14175
GDPD4	0.6115
C21orf87	0.89525
ATP5A1	0.481833333333333
C16orf63	-0.2295
LOC388135	-1.7135
ATP5J2	0.163125
MMP3	3.30375
EMID2	-0.3105
CRHR1	0.2585
WDR70	-0.80675
C13orf31	2.14175
ZFAND1	0.31375
CCL18	3.64616666666667
C3orf49	1.677
RINT1	0.647
KIAA0408	-2.18066666666667
F13A1	2.1827
SLC10A1	-0.0478333333333333
OGN	-2.60325
GIPC2	3.93633333333333
XPO6	-0.483666666666667
LCE1A	0.363
FMR1	0.3542
LOC374920	-0.382
DUSP3	0.231625
ANKMY1	0.303
C7orf50	-0.82175
BBS9	-0.1723
UNC119B	-0.18275
C9orf72	1.357375
MGC35440	0.3365
ENTPD6	0.47225
PPP1R2P9	0.249
ERCC4	0.2255
FAHD2B	-0.9725
HMHA1	-0.1725
HACL1	-0.7455
RAD23A	-0.295166666666667
FAM83B	1.366
PPP5C	0.102666666666667
RNASEH2C	0.299375
C9orf153	-0.974
SCAMP4	0.1565
GHITM	0.5713
NDUFB7	-0.502875
ADCYAP1	0.838666666666667
SP110	1.16983333333333
MAP3K7IP2	0.222
DHH	0.1615
AGRN	-0.7685
WDR33	0.115
CEP290	0.0415
PRPS1L1	-0.484333333333333
KLRA1	0.3075
GPR97	0.0265
CHD7	0.452083333333333
TLR10	1.88725
SLC30A8	-1.071
HIC1	0.513666666666667
IAPP	0.483
RXFP4	1.2995
GP1BB	0.06875
SHQ1	0.619
NKX2-3	0.6575
API5	0.59575
FTHP1	0.2575
MOV10L1	0.243666666666667
TRIM6-TRIM34	1.24366666666667
ADHFE1	-1.37925
FAM117A	-0.996
DDI1	0.220333333333333
CDON	-1.364
TRIM73	-0.8765
IGKC	3.909
MMP14	0.089
DYNC1LI1	0.01225
C11orf66	0.28375
TRBV3-1	-1.379
FASTKD5	0.27625
BIVM	-1.23075
LHX4	0.52675
CXCL2	2.7788
RAB2B	-0.603333333333333
IZUMO1	1.54925
MAP3K15	-1.18875
FAM19A2	-0.109833333333333
ZC3H8	-0.264
ZMAT1	0.074125
SPINK5L3	-2.4025
SLC10A6	0.562
APPL2	0.544625
CARD10	0.826666666666667
LOC402176	-0.1425
EEF1D	-0.1239
RAB6A	0.8641
C12orf5	0.255875
PAPOLG	0.306
MSRB2	0.5085
BCR	0.688277777777778
PUS3	-0.36075
TIAM2	0.63325
ZNF317	0.305
CHD2	0.0533571428571428
FZD5	1.46140909090909
NUDT8	0.014
ZNF763	1.0495
PRC1	-0.822555555555556
ABCB9	-0.3045
SPATA3	0.669
TRAK2	0.36325
STAB1	2.387375
LRRTM2	-0.0491666666666667
psiTPTE22	0.15875
DBI	0.54275
SERPINA11	-3.64575
NAT5	-0.5755
C20orf58	-2.5945
RPS6KA4	0.4295
FLJ90650	-1.08575
TGFBRAP1	-1.42475
CHRDL2	2.496125
FAHD2A	-0.891833333333333
CNTN1	-0.21325
BBS4	-1.087
TMEM181	0.406
MINPP1	0.80375
MPHOSPH6	-0.0766666666666667
HOXC10	-1.7331
ITPKB	-0.497
CLPTM1L	0.25725
MEOX2	-1.555
ATP6V0C	0.00687500000000002
PRPF8	-0.537333333333333
TMC5	3.16325
FKBP3	-0.629
PLEKHB2	0.126625
OR4D6	0.2485
ZNF544	0.1115
D2HGDH	0.142625
RPL18A	-0.423
HEL308	0.011
MPP6	-1.75775
TCERG1	-0.28425
KRT16	-2.6455
KLF17	-1.26325
KLF5	4.10625
CDR1	0.70225
VCX3A	-5.8535
FBLN2	-0.167125
C14orf104	-0.00875
HBE1	-4.7994
OR4S2	-0.036
C1orf108	-0.1095
ROBO4	2.67416666666667
CPEB4	0.255875
C11orf80	0.122666666666667
BCKDHA	-0.5505
MYOC	0.228333333333333
GIF	2.9175
CKMT1A	2.022
RPL3	-0.0528
THBS1	0.79275
APOO	-0.43425
ARMCX1	-1.858
HSZFP36	0.96375
SNAPC5	-0.2835
EIF4ENIF1	0.19625
ZNF433	0.2975
TNFRSF21	0.416375
TMPRSS7	0.1265
SPATA18	1.6332
HPDL	1.2715
MKL2	0.0796
TBX3	0.499923076923077
C21orf93	0.356666666666667
DAXX	-0.1685
ELMO1	-0.1295
RGS13	1.50683333333333
TAF11	-0.0595
UNC13A	-2.050375
LOC653314	-0.4671
ORC3L	-0.91125
IMAA	-1.717
TARBP2	-0.8345
CABIN1	0.173
TRIOBP	0.076125
HIST1H2AC	-0.72325
RGS22	-3.717
NCOA1	-0.172
IL25	0.283
SNCG	-0.9485
GPR6	0.449
AMDHD1	-1.55233333333333
CHEK2	0.00175
C6orf142	-0.1155
DRD4	0.178
C14orf68	-0.75925
GDF11	-0.275
SEMG2	0.3385
CD247	0.107
CDAN1	-0.22375
RBMX2	-0.275833333333333
TGS1	0.027
OIT3	1.07325
SYF2	-0.18875
MCM4	-0.5305
PKHD1L1	-0.0875
CEP192	0.0566666666666667
IFT88	1.167
RPL9	-0.292285714285714
RAB32	-1.424375
DDX43	2.42825
P2RX2	-0.0568333333333333
OR5D18	0.676
UBE1	-0.559916666666667
SLC24A1	-0.7605
ARHGAP5	1.50675
CETP	-0.83425
KIAA1731	-0.0101666666666667
SLC9A4	0.4035
PTPN6	0.81375
BAHD1	0.35025
GRIK3	-0.2795
CACNB2	-1.0882
PDE10A	-0.044
DGCR14	-0.706
PCDHB9	-0.875166666666667
RHOQ	0.7025
MAP3K4	-0.03325
KTI12	-0.502833333333333
RPL23AP13	-0.30775
GNG11	-1.7495
CLCN3	1.77966666666667
GPAM	-0.44225
VSTM2A	-0.1245
SLAMF7	3.75466666666667
INTS2	-0.403
PPP2CA	-0.0486
LRP12	-1.64866666666667
SEC14L2	0.00655555555555556
DKFZP586H2123	1.789
MC3R	-0.0925
CIRH1A	-0.850833333333333
HIST1H2AB	-0.216666666666667
POLH	-0.47875
MGC16703	-1.9355
SNAPC2	-0.232
FILIP1L	1.24975
RASGRP4	-0.012
LRRC1	2.342
GAS1	-2.1535
PRAC	-1.0035
DGKA	0.895833333333333
NT5C3	-0.002
PEG3	-4.55208333333333
NADK	0.455
PRR17	-1.48225
LOC374569	0.1655
SGSH	-0.107
NLRP8	0.0475
GALT	-0.0525
MCF2	-1.387
ZNF263	0.29025
TACSTD1	3.6885
TYR	-6.6224
ATP6AP2	0.39125
RNUXA	-0.3885
ABHD10	0.4011
GDPD2	0.92725
SLC35C1	1.192
UBE2A	0.324
HERC5	-2.20833333333333
FAM112B	-4.6
FBXL16	0.04225
DKFZP434A0131	-0.66425
ELA3A	-1.8555
RBM41	-0.411
HAO2	0.30275
RNH1	-0.322125
SHANK2	-0.253166666666667
OSBP2	-0.890375
DAK	-1.0505
C3orf58	0.450916666666667
TCL1B	-0.3665
KBTBD2	-0.24675
SUGT1L1	0.47275
UBE2E2	-1.1075
MYL9	0.696875
CDC23	-0.522833333333333
PBXIP1	-0.6254
CXorf40B	-0.349
NBL1	1.954
RTBDN	-0.0395
RAB11FIP5	-0.35375
TTTY13	-0.6105
SCOTIN	-0.0378333333333334
SOHLH1	-1.3265
CDKN1A	1.1325
NCK1	0.011
ZNF550	0.37525
SAPS3	0.372166666666667
SPIN3	0.1275
MAGEE2	0.3125
MIS12	0.296833333333333
OR8H2	0.37
KIAA0774	-1.7905
UNC5D	-2.563
CUL7	-1.22916666666667
LIPC	-3.38883333333333
DIO1	-2.73925
C20orf11	-0.1429
CTRL	-0.567
HS3ST2	3.36375
PAK4	0.476166666666667
CCRL1	1.67175
RNF10	-0.020875
ZNF567	0.48
ZNF660	-1.4175
TCEAL3	0.1155
MAGOH	-0.672
CENPB	-0.0233333333333333
C19orf7	-0.33
LOC388965	-0.498
ZCCHC13	0.3005
JMJD1A	-0.4858
HIST1H4H	-0.407
TBRG1	1.4935
GPC3	-3.81525
TAF1C	-0.746875
EBNA1BP2	-0.0931666666666667
CIAPIN1	-0.0295
PDGFRA	-0.598722222222222
CSTB	0.329125
CENPI	-0.247666666666667
GTF2E2	0.590666666666667
RPP21	-0.07275
CCNF	0.116333333333333
KCNQ3	0.3115
FAM79A	1.5645
SLC22A12	0.053
NOVA1	-1.60566666666667
FZD3	0.1834
AKAP8	0.7405
SOCS5	0.119125
CFDP1	-0.4625
DLG5	0.38025
PGM5	0.0640833333333333
C1orf144	0.618
HDAC10	-1.2815
RND2	-1.45875
C20orf199	-1.17075
RNMT	-0.192875
SLURP1	0.720625
ASTN1	-0.95275
SH3BGR	-0.32975
MYCL1	0.39475
ZHX1	-0.0308333333333333
CENPK	-0.65475
FOSB	0.859
LOC643406	0.1125
C2orf59	-1.14725
TMEM135	-0.421125
SLC27A2	0.1485
KRT33A	0.7395
OVOL1	2.597875
PAMCI	-4.15066666666667
S100A7	-2.0155
ZNF789	0.445
HARS2	-1.045
RPL23A	-0.964166666666667
TCF23	0.80575
UPF3B	-0.571375
C17orf78	0.1095
HLA-DOB	0.881166666666667
C14orf142	0.130666666666667
TEKT5	-0.446833333333333
DMWD	-0.112
POLD1	-0.891
GSCL	-0.4085
CALD1	-0.4646
SCRT1	-0.0991666666666667
AIG1	0.28725
UNC84B	-0.378
ZNF404	-2.62625
TMED6	1.52475
KIAA1462	1.137
LRRC27	0.2215
PYGO1	-0.169
PIGU	-0.3285
ALAS2	-3.84383333333333
WRNIP1	-0.072875
CNNM3	0.2505
ZNF2	-0.63475
ST3GAL5	-0.98475
MRPL23	0.4755
TSSK6	0.0295
PSMA6	-0.000249999999999995
C16orf70	-0.08425
KIAA1602	-0.87325
ALMS1	0.297833333333333
DCN	0.0511249999999999
TMEM132D	-0.774
SUCLG2	0.8455
ABHD14A	-0.594
DEXI	0.097
AMPD2	-0.743666666666667
IFNAR2	0.503833333333333
CYB5A	0.6679
TLOC1	0.60515
NXF5	-0.518333333333333
NRBF2	0.465375
KCTD3	-0.069
ITGAE	0.248333333333333
SLC30A3	-2.26333333333333
ZRF1	0.5535
IFRD2	0.12925
XAB1	0.03725
PYCR2	-0.6845
SERPINB3	-3.5085
TMLHE	0.0353
GEFT	-1.7755
ABCA5	0.390625
EMR4	0.728666666666667
TSFM	-0.312
HIST3H2BB	-1.471
ARHGEF19	-0.7255
TSPAN17	0.397
ABCC8	-0.58675
MAP1S	-0.298666666666667
C22orf36	-0.71625
BNC2	-1.52071428571429
HIST1H4A	0.182
NDUFS3	-0.434
WDR3	-0.266666666666667
XKR4	0.11525
TTC33	0.0869285714285714
STMN2	2.0615
CPN2	-1.4315
HSPC105	-1.262
PCOLCE2	-6.04275
C3orf55	-0.9045
KLHDC9	-0.694333333333333
TBC1D23	0.3735
ATXN2L	-0.930333333333333
MAP2K3	1.27491666666667
SCAP	-0.50725
ZNF486	-0.666666666666667
C20orf96	-0.316
NARS	0.61575
ADAMTSL1	-1.18457142857143
PRCC	-0.68
CCDC126	1.59191666666667
ZNF675	-0.551
CALCOCO1	-0.4755
ANKRD43	3.4885
CWF19L2	-0.769666666666667
ZBTB32	2.00966666666667
BRAF	-0.011
ODF4	-0.0325
MGC14376	0.781166666666667
HORMAD1	-1.38783333333333
AAK1	0.483916666666667
PEBP1	0.142666666666667
TNFSF5IP1	0.0406666666666667
DKFZp564N2472	0.22725
RMND1	-0.67475
IGKV1-5	3.9765
COL1A2	1.1655
SERPINA5	-4.4705
AANAT	0.5045
C19orf21	2.99466666666667
GEMIN5	0.41875
UBR4	0.181333333333333
LTBP3	0.512166666666667
AMHR2	-2.571
PROCR	2.02175
MYBBP1A	-0.0525
C20orf39	-0.2555
ZNF697	0.192875
PASK	-0.3589
ZNF776	0.462833333333333
RFXDC2	-0.86675
KIAA0467	-0.3685
C10orf96	-0.670333333333333
ZNF503	-0.1415
GULP1	-1.91008333333333
KCNE4	-1.05383333333333
DKFZp434K191	-1.0665
LOC196913	0.159
BHLHB4	0.1975
CH25H	0.84375
LOC81691	-0.109
ALPL	-0.505357142857143
COL12A1	1.4565
FOLR3	-2.72633333333333
GPR123	0.043625
TRIM62	-0.04
ABLIM1	1.43416666666667
MAST3	0.261
RHBDD1	1.0185
LOC338809	0.733
RYBP	0.1985
TTC26	-0.242625
ZNF22	0.635333333333333
ISCA2	0.23275
RDM1	-2.6385
PIGM	0.52075
GNB3	-0.8295
ACTR2	0.814
HMGB1	0.7276
EDG1	1.887
SOAT2	-4.136
OR10AD1	0.4225
RAP1GDS1	0.563416666666667
LCE1F	0.1895
ESM1	-0.856875
RCN3	0.62025
CREBL1	-0.36675
DBNL	-0.1585
PTGER3	-0.087625
USP30	0.394
BCL2L12	0.191
KIF26B	1.30775
ZNF416	0.668
ZNF225	0.444
C17orf70	-1.18475
ZNF554	-0.34525
RAE1	-0.984166666666667
TNIK	1.33116666666667
ACTN3	0.436
MGC45922	0.4715
CCNA1	-2.3725
RYK	0.4525
IL26	-0.3485
LRP3	0.144833333333333
QARS	-0.25625
SOX7	0.652214285714286
BID	0.3185
OR2S2	0.5265
CXCL14	2.701
C11orf47	-0.2595
MGC29891	1.263
HSPB8	-0.9195
PRDM14	-1.643
NUFIP2	0.5795
MNAT1	-0.399875
ZDHHC2	0.99575
MBNL2	0.309875
ADD3	1.517625
CSNK2A1P	-0.30925
KLK6	0.2765
TMEM111	-0.7024
KIAA1279	0.944
NUBP2	-0.494333333333333
RAB42	-1.38375
ID3	-1.4066
TM9SF1	0.0375
MDP-1	-0.55725
POU4F2	0.125
IQCK	0.42275
C16orf14	0.15575
CAPN3	-0.845375
FAM43B	-1.155875
RECQL	-0.1435
AP1G1	0.603285714285714
CTNNBL1	-1.22183333333333
ECHDC1	0.389833333333333
SMARCC1	-0.0423
FOXQ1	0.84525
GNAI3	0.887333333333333
POLG2	-1.29325
CD4	1.080375
ITLN1	4.16725
EBI2	3.59075
IRF1	1.59675
PTPRE	2.6752
PTK2B	-0.2115
NXNL2	-0.6775
SOX4	-0.510833333333333
TSPAN3	2.58
SH2D1A	-2.14333333333333
C8orf58	-1.01233333333333
USP20	-1.04625
DUSP22	-0.392916666666667
CALB1	-2.45233333333333
L3MBTL2	0.253916666666667
MCRS1	-0.541
TMEM118	-0.824666666666667
C18orf8	0.931333333333333
FLJ10241	0.068125
GJA12	1.09925
PKD1	-0.939833333333333
ZFP3	-0.056
JAM3	-2.347625
LAPTM4A	0.5093
DIRC2	0.58175
KIAA2022	-1.2515
MYOM1	-0.131666666666667
TRPM8	-2.93116666666667
MOP-1	0.59525
PHKG2	-0.49775
ZNF650	0.783625
KIAA1522	0.982
PSG8	-1.83583333333333
DDX19B	0.171
MOBKL1B	0.728
DIAPH2	0.716583333333333
PTPN12	0.20075
CLN8	-0.4571
CRYZL1	-0.567333333333333
CRY2	-0.0528333333333333
FCGR2B	3.00166666666667
PNPLA4	-1.521875
ZNF454	-0.958
DKFZp434B1231	0.1555
CLDN11	0.1832
RFWD2	0.294833333333333
CIB2	-0.573
MXRA8	0.694625
HRK	-1.2695
MAML2	-0.5775
C4orf31	3.54925
C6orf192	-0.6835
COG6	0.87725
FAM5B	-0.382
NFATC1	-0.1374
SEPT10	0.511
SCYL1	0.042
RPP40	-1.09575
SCOC	0.039
KIAA1450	1.6
CTDSPL2	-1.22825
TBX5	0.0116666666666667
NAPG	0.856625
RHD	-4.49275
C14orf45	-0.7665
ZBTB22	0.1575
PLCG1	-1.227
ANKRD10	-0.205125
AQP7P2	0.03675
TAGLN2	-0.116
HTR2C	-0.827833333333333
SLC16A7	-1.60333333333333
C17orf83	0.421
TSGA14	-0.701416666666667
MDH1	-0.213
PPP3R2	0.0351666666666667
DCBLD2	-2.17721428571429
RBM33	0.304625
DPH3	0.02275
SYT10	-0.7835
FMO4	0.657625
THYN1	-0.879
DRD5	-0.701
OTOR	0.368375
PGRMC2	0.2082
KATNAL1	-2.25475
PAQR6	-1.50125
UBE2I	-0.056
C14orf28	0.526
C8orf70	-1.6695
FLYWCH1	-0.84175
ANGPTL3	-1.27625
GLRX2	-0.00983333333333336
ATP11A	0.811571428571429
ARL5B	1.6125
MUC16	-3.2635
SLC25A5	-0.0436428571428571
ACRC	-0.74875
MYO1C	-0.274
FAM89B	0.0861666666666667
FAS	2.23475
KIFAP3	-0.0185
GLRA2	0.1095
BTN3A2	0.7346
CNKSR3	1.44125
CSTF3	-0.225833333333333
ARPM1	1.21925
KIAA1530	0.5225
C9orf150	2.07383333333333
PRKCI	-0.30775
tcag7.1015	-0.70975
SOD3	-0.17625
ZNF574	0.08225
CYP21A2	-0.65075
RPL12	-0.68125
COMMD2	-0.503
WIZ	-0.0845
LOC344405	-0.46925
ALDH4A1	-0.556588235294118
CRYAB	0.35375
COPA	0.465666666666667
PCDHGA7	0.430666666666667
KIF11	-0.240916666666667
RASD2	-0.591
SLC26A3	2.4775
ZNF175	-2.5345
JAKMIP2	-1.344375
C8orf4	1.26783333333333
PTHLH	-0.214
SLC40A1	2.39458333333333
OR7D4	0.466833333333333
PCDHB17	-0.7025
CD36	1.27807142857143
C6orf203	0.5804
PRKG2	-0.029
LOC400566	-1.14825
ANAPC13	0.08725
SLCO3A1	-1.487
ZNF692	-1.0365
FANCL	-1.0725
SH3GLB1	0.64425
C12orf61	0.247
KBTBD6	0.768
SUPT5H	0.08225
XRCC6	0.0733
HUS1B	0.5428
FAM133B	0.3505
LOC728276	-0.204
KCTD18	0.485
SOS2	0.300166666666667
CCDC99	-0.199
C1QTNF5	1.945
NNAT	-0.00633333333333334
USP16	0.1555
LARS	-0.577625
ZBTB2	0.111875
ABO	0.595333333333333
TRAF3	1.2335
GALNT5	2.2865
NAP5	-1.816375
ALG14	0.765833333333333
KIAA0515	-0.6095
WDR75	0.103
TEX261	-0.0744166666666667
LY86	0.2475
LOC389072	-0.472
FLJ13611	0.2955
MRGPRX2	0.425
SNRPA	-0.492625
OR2G2	0.066
GPRASP2	-0.93975
C7orf42	0.3989
C9orf163	-0.417
CYP11B2	0.0715
FCRL3	1.4875
PRDX1	-0.008
FGB	-2.4585
COX17	0.1145
C16orf33	-0.462
PIWIL1	5.71366666666667
FOLR1	-3.271
KIAA0082	-0.35575
FREQ	0.0738333333333333
TMCC2	-1.54483333333333
TCF12	-1.44875
ZNF721	0.997
FAM130A2	0.10675
POU4F1	-2.1245
SNRPF	-0.43375
SGIP1	0.6775
ZNF641	0.671333333333333
EMG1	-0.261
PRRG4	2.1855
HIRA	-0.496
MYNN	0.651166666666667
AEBP2	0.103416666666667
TBXA2R	-0.589333333333333
ISL2	-1.631
PCDHB11	0.3755
RNF144A	-0.7465
MARCH5	0.6925
DULLARD	0.0416666666666667
DCLRE1B	-0.744666666666667
ITGA8	0.0505
TP73	0.610125
PRKCD	0.94675
NDUFB4	-0.246
ATP13A4	0.18875
ANTXR2	1.404
COL4A3	-0.122833333333333
MYO10	-0.1995
SLC6A18	0.251
PEX1	1.022
TMEM74	-1.08716666666667
RBM19	-0.2345
TAPBP	0.6503
RUNX1	-0.34875
MID1	0.7455
GPR64	-1.728
RASEF	1.8775
GABRG1	0.14525
MYO16	-1.22125
DBF4	0.421
TSHZ2	2.02825
RIPK2	0.371375
PPTC7	0.485833333333333
KIF4B	-0.0925
LRRC31	3.25375
ZNF540	0.998
EFNB3	-0.8435
LOH12CR1	0.723625
STON2	-0.548166666666667
GLP1R	0.76625
CSTF2T	0.528875
IREB2	-0.480125
GRSF1	0.30325
PDCD7	-0.454666666666667
LRRC43	-0.425
CNR1	0.203666666666667
IL1F7	-0.482
C12orf64	-0.23425
FAM69B	-2.9675
NR2E1	-2.343
MS4A6A	2.6681
FTL	-0.1886
C7orf36	0.03175
PCLO	-0.204
DYRK2	1.32291666666667
ARIH2	-0.539875
SAMD7	0.2925
SCNN1D	-1.3385
SLC32A1	-0.635875
C22orf25	0.041
MRPS18A	0.0197
GPR112	0.766
EARS2	-0.33
ERN2	2.666
ATPBD3	-0.521666666666667
PRH2	-0.918
CDKN2D	0.1135
PGLYRP2	-0.864
TRIM40	0.437
SEC14L3	1.67983333333333
SLC22A1	-0.0835
BTN2A3	0.453
RASA4	-0.11375
CCNL2	-0.637833333333333
MYBPC3	1.3865
GJA4	2.11525
CDC42SE1	1.24975
TRPV2	-0.6835
MYPN	-3.1018
SIM1	0.098
CDADC1	0.03225
ZFHX4	-2.0915
NIBP	0.687
ADAMTS19	-2.1255
ABTB2	-0.43925
TSPYL2	-0.466625
EIF2S3	-0.6935
SOX30	2.73
AP2A1	-0.394
DKFZP564O0523	0.298666666666667
LOC285398	0.12825
CDH18	-5.69025
CHL1	1.4685
GATS	-0.3126
TBC1D2B	0.0166666666666667
OR1J1	0.02
GSN	-0.0101666666666667
DPCR1	0.0535
GARNL4	0.899666666666667
SMARCA5	0.88325
PLEKHG3	1.21333333333333
ZBTB45	0.182
FRMD6	-2.34533333333333
PLS1	3.85083333333333
DGKZ	0.360666666666667
EFNA1	1.463
WDR85	-0.27125
ANK2	-0.71575
PAGE4	-1.2772
SENP6	1.11233333333333
AKR7A2	-0.3485
FKBP10	-1.728
VEGFC	-2.93166666666667
LARP1	-1.283
SRBD1	0.82475
ITGB6	1.54175
SLC1A2	-1.84864285714286
INVS	0.450166666666667
MPO	0.652
MOBKL3	0.4736
CUTL2	-2.40725
KLK2	0.372166666666667
VIM	-1.71625
REG1B	5.558
PCDHGC4	0.563
C3orf34	-1.2955
SUMO3	0.0356666666666667
CST9L	-0.656
MLL4	-0.39975
SPR	1.2775
SAMD9L	2.603
ABCE1	0.39825
SUPT3H	-0.583
ACTBL1	-3.44575
ADAMTS4	0.881833333333333
SLIT3	0.924
RHEBL1	-0.935
NPM2	-0.272
MAN1C1	-0.00574999999999998
KIAA1856	0.64675
HSPA6	1.706
LOC388152	0.7535
C10orf140	-1.9715
ZDHHC12	-0.12
LIN7A	-1.8485
PHC2	0.625666666666667
SPHK1	-0.53275
TRIM26	0.6204375
FAM83E	2.1695
C18orf24	0.7605
ZNF578	0.878333333333333
ORAI1	-0.2255
RUVBL1	-0.252083333333333
C7orf20	-0.636
APAF1	1.188
SLC36A4	0.0533333333333333
MYH11	3.94783333333333
NEK1	-0.1735
MPP2	-1.60975
C12orf24	-1.5585
TNK2	-0.1346875
ZNF289	-0.61225
MATN3	-4.841
IFNGR2	0.618
ITPR1	-1.570125
EBF3	1.2357
TBC1D20	0.2483
OR10P1	0.3165
DDAH2	-1.09975
SHPRH	-0.11325
STX7	0.696
LOC554248	-2.0645
BCAR1	-0.20675
ATXN3	0.210416666666667
TRIM27	0.39
CDC42EP2	1.481
CHP	1.46078571428571
SOX17	1.336625
ZNF259	0.204333333333333
CHCHD1	0.287125
ZDHHC19	0.319
GBP2	1.5115
GARNL3	0.3505
MRC2	-0.4905
C1orf52	-0.182
AOF2	0.0628333333333333
LRPPRC	-0.3564
ACVR1C	1.40733333333333
TM4SF18	1.40666666666667
TMEM169	-1.07
PPP1R16A	0.359625
EBF1	-0.747333333333333
RRS1	0.047
SNX2	0.164
OR2T2	0.32
RBX1	-0.45075
ANKRD54	-0.345
TSNAX	0.0788333333333333
TMEM83	-2.11875
ZBTB7A	0.8105
ATM	-1.40158333333333
LOC338328	0.656833333333333
TIE1	0.358
HIST1H3G	-0.4125
PASD1	-4.88066666666667
TINAG	2.2645
PCDHAC2	-0.0975
LRRC15	-1.72225
WBSCR17	-1.5715
TFF2	3.7625
PARP2	-0.2965
NDFIP2	1.50825
PCDHGB2	1.9755
WDR60	-0.126
MAP7D2	-2.0047
USP45	-0.517
GSDML	2.587
TNS1	-0.2571
PLCD4	-2.014
IQCD	-0.311
SMPX	-1.27475
CD9	0.994666666666667
SRGN	1.6085
CASP7	2.206875
INOC1	0.516666666666667
DKFZp451M2119	-0.678375
VMAC	0.532
USP53	1.2575
CAMK1G	0.077375
TMEM106A	0.354833333333333
CDC20	-0.1303
ACSL5	2.55483333333333
CBWD5	-0.265375
C1orf87	-1.1388
KIAA1274	2.336
PRUNE2	1.8855
LYPLA2	0.41
DOK6	-2.65933333333333
GPR149	-0.12325
FAM30A	2.868
TMEM129	0.404
SLC35B3	1.0575
ACPP	2.3844
LOC200261	-0.9445
SLC4A7	-0.1509
CCDC40	-0.7335
GART	-0.103875
THOP1	0.12575
SCARB1	-0.615
CACNA1F	-0.28025
TRIAP1	-0.00883333333333334
SYT14L	0.132
SFRS8	-0.383333333333333
PBOV1	0.169
GOLSYN	1.3805
GJB7	-1.392
CAMK2N1	1.70833333333333
GREM1	4.32133333333333
FLJ20433	-0.0255
QPCT	-4.276875
PRKAG2	1.4
H2AFX	-0.041
C6orf154	0.91025
PLOD3	0.579
ZBTB39	-0.0111666666666667
WASF3	-1.93958333333333
DRG1	-0.331
PRR4	-0.776
SPCS1	-0.18575
KDELR3	1.63816666666667
SRP19	0.864333333333334
GABRA6	-0.12725
MFSD1	0.964
MMEL1	-0.45225
PDXDC2	1.0731
BUB1	-0.467666666666667
RNF138	0.611625
MYLPF	-0.464333333333333
AIF1	0.733
DYNLRB1	-0.2977
HCN3	-0.792166666666667
HIST1H2AI	0.08775
MAP4K5	-0.143416666666667
LASP1	1.210875
LOC130951	2.1965
PLAA	0.5785
KRT6A	-2.5865
C6orf117	0.025125
ARHGAP23	-0.8185
PTF1A	-0.4145
GPHA2	-0.425
LCE3B	0.4115
MCL1	0.871571428571428
EHBP1	-0.485083333333333
PRNP	-0.576
ZSCAN1	0.4945
C1orf113	0.2185
FOXA3	1.963375
NEB	-0.2265
ASGR1	-4.807
CTGF	-0.3875
RAB17	0.204666666666667
MST101	0.56225
JARID1B	-0.3093
USP37	-0.0949
PTBP1	0.224833333333333
PTPN7	-0.000333333333333343
CDC7	-1.25066666666667
SNX7	1.39975
ZNF335	-0.445
CPT2	0.47425
HEATR1	-0.49125
HSPC152	-0.453
C5orf40	0.443
PSME1	0.990166666666667
STAG3	-1.56325
TMEM154	-0.018
KLHL32	-0.0895
TSGA10IP	-1.024
SUV420H2	-0.969
SF1	-0.5043
2'-PDE	0.86525
PNLIPRP2	2.8815
TRSPAP1	-0.267833333333333
NUP210	0.106666666666667
ANP32C	0.041
RAB11B	-0.148
ASB15	0.294
ITGB3BP	-0.6355
UBASH3A	-0.84375
YWHAB	0.218
TPRX1	0.35875
LY6G5C	-0.015375
SLC7A2	-1.024375
CLK1	0.4028
HSD3B7	0.106166666666667
VDR	3.52775
C16orf74	-3.04675
ACE	0.91325
