Hybridization REF	TCGA-AA-A00W-01A-01R-A002-07
B3GNT7	0.76
OPHN1	0.074
DSCR6	0.5175
C21orf13	-0.273666666666667
GAS2L1	-0.823583333333333
RFX3	0.38
COPS4	-0.071875
BCHE	-5.59666666666667
BCL2	-2.5465
HBZ	-3.551
ARL13B	-0.34275
MAPBPIP	0.37225
MYO15B	1.527125
SPZ1	0.11625
KIAA1324	0.143888888888889
PLCL2	-1.184
C4orf29	0.657
WDFY2	-1.527875
ZNF284	-0.5475
NAALADL1	0.3235
DUSP5	-0.156
PXDN	-1.731
SLMO1	-0.7875
TNXB	0.1185
BIRC7	-0.9435
A4GALT	-1.665
TIMM22	-1.29525
FAM110C	1.96125
TOMM34	0.7575
ABHD9	-0.4725
ADAM32	2.9165
CRHBP	-1.5625
AQP2	0.322375
LOC130355	-0.12575
ZNF187	-0.4185
ZNF816A	1.175
F7	0.1175
CNOT1	0.51
SLC13A4	-1.33475
ZBTB11	0.1405
B3GALT5	1.16025
EXOC2	0.542666666666667
IRS1	-1.134
TMEM1	0.941166666666667
MRPL34	-0.334166666666667
SAMM50	-0.21925
CDC42EP3	-0.63675
HSF2	-0.7445
MFN2	0.2825
TSPAN7	-0.782
NUCB1	0.510583333333333
RHOH	-2.97625
ARL16	-0.111
TACR1	-0.047
SFRS5	-0.877
SNX25	0.52125
RHBDF1	0.160166666666667
PCDH18	1.5655
HMG1L1	0.295
MYO5C	1.054375
MAPK10	0.4695
LDHAL6A	-0.4695
NUDT12	1.06216666666667
NCAM1	-0.41275
GLIS2	0.436
GGTL4	0.22075
DAPP1	1.0745
ATF7	0.52775
KIAA0748	-1.6505
NFIL3	-0.171
TM6SF1	-0.4943
SEZ6	0.247375
NANOS3	-0.267166666666667
DNAJA3	0.369166666666667
CLDN6	-2.677
CIITA	1.7743
EPHA4	-2.61825
FANCC	-0.23525
CMTM3	-2.79175
PSG3	-0.229875
MRPL15	0.495
C21orf59	0.5085
PLCXD2	0.331
C2orf34	0.8305
UBE2L6	0.054125
MED14	0.3685
HP1BP3	-0.1173
C6orf208	-0.1815
TPBG	-2.445
OSR2	-1.969375
XPC	-0.519333333333333
KLHL7	-0.865333333333333
CCR3	-0.0885
AGTPBP1	0.9085
PCSK6	-0.171133333333333
STAT5A	-0.7342
FAM18B	-0.37875
LONRF2	-5.34633333333333
PTPN2	-0.667
SF3A3	-0.250833333333333
EFCBP2	-0.909
HCFC1	-0.256833333333333
AHNAK	-1.09625
ACTR5	0.2795
KIF14	-0.954285714285714
TENC1	-0.933
HEATR5B	0.765
YIPF2	0.221333333333333
MYEOV2	0.374
DUSP18	1.887
KIAA1012	-0.13375
AHR	0.0158333333333333
C17orf53	-1.13533333333333
PTPRH	1.28
ATP6V1C1	0.195
TAS2R3	-0.509
LOC440356	-0.204
COQ10B	0.489
PSMF1	-0.208416666666667
SORBS2	1.44516666666667
NFE2L2	1.3565
TMCO7	-0.107
SH3PXD2A	0.5337
SH2D2A	-0.1955
SPINK5	-0.1745
MRPS24	-0.60975
OPA3	0.0185
TRAF7	0.510833333333333
C4orf35	-0.0528333333333333
MT1G	-1.37225
MGC39545	0.185
HS1BP3	0.5912
OR2B2	0.519
CHRM4	0.4715
SFRP2	-5.565
RIC3	-1.747
ART1	-0.046
C6orf1	-0.712875
DUS4L	-0.50225
C10orf104	0.3055
TNFAIP6	-1.798
RTEL1	2.1145
CCT4	-0.1868
ZNF709	0.61275
CHMP6	-0.205833333333333
UPP2	-0.144
CYP19A1	-3.057625
CD151	-0.682
NDUFA13	-0.0911666666666667
ARFRP1	-0.281666666666667
FAM26B	-2.15225
CRYBA1	-1.4135
MRPL41	0.46
NPFFR2	-1.487
HRH2	0.0565
SCAMP3	-0.404333333333333
MTMR6	1.3068
MTG1	-0.536166666666667
UBTD1	-1.02575
CRABP1	-3.3925
FLJ33790	-0.1086
KIAA1908	-1.50283333333333
GPR158	-2.14625
PACSIN3	-3.47766666666667
OMD	-0.509666666666667
CATSPER1	-0.946
HOXB8	2.903625
FBXO46	0.666
OAS1	1.81816666666667
SVIL	0.24075
PHB2	-0.13075
ADCY3	1.1155
NDRG2	0.745666666666667
ERMAP	0.7938
APBA2	-2.67383333333333
IGSF9	0.41775
WNT6	-1.24557142857143
MYCBPAP	0.38
ATP2B2	-0.2769
CPVL	-2.0291
TRAM2	-0.938833333333334
NOP5/NOP58	0.64075
ZNRF4	0.13425
TLK1	0.44875
MTMR12	0.102785714285714
ZNF384	-0.0245
FAM9B	-3.37425
RPN1	0.4279
PMVK	-0.05975
EIF3D	0.0258
SIX2	-1.72975
HPS1	0.684714285714286
RNF7	-0.06125
PSKH2	0.118
KCTD13	0.238333333333333
CSMD3	-0.5315
FBF1	-0.1275
IL8	0.131375
SERPINB13	0.182818181818182
FBXL20	-0.3615
BLR1	0.2885
SH2B1	-0.586
RFNG	-0.266875
RAB20	1.68383333333333
RBM7	0.584
POLR1A	0.0896666666666667
TMPRSS4	3.48825
TAF9	-0.231375
TERF2	0.402333333333333
TNFRSF1A	0.26125
ACADVL	-0.489833333333333
GTF2H5	-0.23
EDG8	-1.434
C9orf140	0.141
UST6	0.1905
ZBTB8OS	-0.22925
ZNF710	0.512
GPR174	-1.635
ATP6V0A2	-0.23725
KIAA0319L	0.1225
XKRX	2.889
DOPEY2	1.4851
SDHD	0.263916666666667
SUMF1	0.81475
OSM	2.4025
OPN3	-1.875
DAGLB	-0.639333333333333
PPFIBP1	-0.4545
TRIM63	-4.429
C10orf53	0.9315
LYPD3	-2.39616666666667
BCL7A	-0.19275
AGER	-1.54216666666667
TCF19	-0.336625
SAT2	-0.8375
PFTK1	-2.42733333333333
GABRE	0.342
C15orf38	0.1879
FIS1	-0.3225
KCNV2	-0.19825
CLPS	0.42675
PPCDC	-0.797
FOXN2	0.4815
NT5E	-0.7017
CD83	-0.15725
IL18	2.444375
VPS16	-0.92575
IGFBP2	-3.008
NOTCH2	-1.08025
SIGLEC1	0.8775
CD93	3.83
SULF2	-0.399
CEP164	-0.002875
P53AIP1	0.04
TOR2A	-0.0583333333333333
ZNF136	0.23625
MGP	-1.3325
CCDC144A	-0.0345
TRPC1	-3.0895
SMS	-0.627333333333333
MAPK7	-0.600333333333333
RRAGC	0.18975
PARD6A	0.520166666666667
NUB1	0.558
SYNGR4	-0.0185
OR11H12	0.4685
WIF1	0.791125
GCH1	0.90575
OR11H4	0.263
SLC44A5	-0.534
GPRIN2	3.056
LOC401431	-0.78475
CPA4	-3.4958
MELK	-0.296444444444444
IL15RA	1.558
CUL3	1.137375
HMBOX1	1.1095
PODXL	-2.3585
CCT6B	0.585666666666667
COMTD1	0.90825
MUC20	3.4705
GPX2	3.842
ITK	-1.26725
FBXL5	0.874
C13orf27	-0.83125
DEFA5	2.7665
TRHDE	0.498
MTP18	-0.659666666666667
UQCRQ	0.9873
ITGB2	-0.80975
CSRP2BP	0.59175
TAS2R44	0.0025
PHPT1	-0.838625
FAM44C	-0.5205
ERH	-0.54225
MPHOSPH1	0.3295
MORC1	-0.313
PARVB	-0.83075
LAMA1	-2.73175
PGBD3	-0.34
GIMAP6	2.44225
AREG	3.02083333333333
LIPT1	0.48275
MGC99813	-1.3955
C1orf201	0.177833333333333
GRIN2A	-0.682333333333333
MAN2C1	-1.25775
NSUN5	-0.42325
SF3B5	-0.139
MYC	0.393
NRXN1	-0.892333333333333
ZNF18	-0.06775
SPDYA	-0.373875
SLC37A1	1.915
DECR2	0.3655
ANKRD38	-1.726125
SPTLC3	-0.9255
SUPT16H	-0.936125
DTWD2	1.84525
ULBP1	0.5895
ZADH1	-0.1915
OIP5	-1.409
IL10RB	0.6945
OTUB2	2.02075
VWA3A	-0.291
SPIC	0.318333333333333
OR6C4	0.0665
PSCD4	-0.120666666666667
DPY19L2P2	-0.7655
TRAPPC6A	-0.149
C21orf2	-0.948333333333333
CEMP1	-0.42125
LIN7B	-0.4865
E2F7	-1.3005
VCP	0.255125
LAMA3	1.96583333333333
BGN	-1.06925
GPR160	2.211
COCH	-4.30566666666667
GPR81	-1.7285
APOBEC3F	-1.371
tcag7.1017	-0.65925
C1orf32	0.295
SCGB1D2	-0.70275
FLJ43987	-0.5435
C6orf170	1.02775
KLK9	-0.0255
GPD1L	1.074625
VPS37B	1.14325
ATG3	0.670833333333333
ADAMTS17	-0.4005
KLHDC2	-1.01966666666667
NDUFV2	-0.91675
BLK	-2.74025
MATN4	-0.842
GPM6A	-0.447375
GBP4	2.57516666666667
TMEM162	-0.00133333333333333
PKP2	2.335
HRASLS	-0.674555555555556
MMP1	-0.032
SFXN3	-0.8238
FSD1	-2.524
ST6GALNAC3	-2.57066666666667
CA12	0.2997
NCOA6	1.20125
C19orf58	-0.000700000000000001
PPP4R1	-0.320666666666667
MAN1A2	0.6345
IKBKAP	-0.65725
UPF1	-0.0785
KIAA1219	1.2325
WNT16	0.122833333333333
SNW1	-0.798
IL18RAP	2.7605
RPP30	-0.104375
CDC40	0.437357142857143
SETD3	0.312333333333333
SLAMF6	-0.0365
ELK4	-0.1515
TRIM47	-0.0295
ACOX3	0.710625
TRIM6	-1.557375
KIAA0372	0.453666666666667
TP53AP1	-0.2265
SMURF2	-0.5805
ADAD1	0.064
EBP	0.5459
KRTAP13-2	0.2675
FLJ36874	0.568666666666667
TOR1A	-0.126666666666667
P2RY4	0.083
GPBP1	-0.0795
TRPV1	-1.138875
ADAMTS12	-1.41383333333333
PES1	-0.3924
ATG4A	0.953833333333333
MAGEA10	-4.747
WFS1	1.5735
CC2D1B	0.0965
PABPN1	-0.354375
SLC25A30	-0.1005
SLCO1C1	-0.210833333333333
SLC22A5	0.43375
KIF23	-1.13183333333333
SYN2	-0.813833333333333
ASPN	1.6705
CENTG2	1.224
QSOX2	-0.4371
FLJ10815	0.408166666666667
STK24	1.351125
SPEG	-2.1633
STK10	-0.0226666666666667
DACT2	-2.7905
AAAS	-0.86125
SSX3	-1.4505
ABCD3	0.9905
C4orf12	-0.781625
PARVG	-1.00966666666667
FIG4	1.13375
C9orf46	2.02425
TMCO6	-0.5905
IGHMBP2	-0.2835
DUS2L	-0.381
FAM3C	0.02175
TMEM16D	-2.72928571428571
DCTN4	0.67375
KCNH3	-0.309
EIF2AK2	0.9185
AP1S3	1.1745
CST4	-0.3505
PAM	0.0065625
NUTF2	-0.30425
CITED2	-1.3805
SLC39A4	1.03775
C2orf52	-0.497
GRM3	0.2365
C12orf49	1.23725
CCDC49	0.2151
GRAMD1B	-1.723
FNDC4	-1.916
SIAH2	-0.474375
GDPD4	-0.0265
C21orf87	0.006625
ATP5A1	-0.731666666666667
C16orf63	0.163875
LOC388135	-2.09566666666667
ATP5J2	0.122375
MMP3	1.88925
EMID2	-0.4715
CRHR1	-0.12325
WDR70	-0.15875
C13orf31	2.76525
ZFAND1	0.58925
CCL18	3.37166666666667
C3orf49	0.2655
RINT1	0.02
KIAA0408	-2.65766666666667
F13A1	1.8799
SLC10A1	0.166333333333333
OGN	-3.63
GIPC2	3.52666666666667
XPO6	-0.330666666666667
LCE1A	0.086
FMR1	0.594
LOC374920	-0.65725
DUSP3	0.2565
ANKMY1	0.44725
C7orf50	-0.80425
BBS9	-0.7593
UNC119B	-0.21025
C9orf72	1.22
MGC35440	-0.133
ENTPD6	1.567625
PPP1R2P9	0.199
ERCC4	0.0825
FAHD2B	-1.3005
HMHA1	0.379
HACL1	-0.14175
RAD23A	-0.0563333333333333
FAM83B	1.5625
PPP5C	-0.125333333333333
RNASEH2C	-0.211625
C9orf153	-0.1245
SCAMP4	0.13125
GHITM	0.8157
NDUFB7	0.142
ADCYAP1	0.110333333333333
SP110	0.992833333333333
MAP3K7IP2	-0.0505
DHH	0.1515
AGRN	-0.761285714285714
WDR33	0.163666666666667
CEP290	0.37
PRPS1L1	-1.36016666666667
KLRA1	0.0145
GPR97	-0.155
CHD7	0.415833333333333
TLR10	0.26275
SLC30A8	-1.9705
HIC1	-0.346833333333333
IAPP	0.471
RXFP4	1.33425
GP1BB	-0.2605
SHQ1	0.516
NKX2-3	0.764833333333333
API5	0.4975
FTHP1	-0.2515
MOV10L1	-0.4976
TRIM6-TRIM34	2.07366666666667
ADHFE1	-2.06125
FAM117A	-1.11525
DDI1	0.228166666666667
CDON	-1.2985
TRIM73	-0.08
IGKC	4.267
MMP14	-1.49083333333333
DYNC1LI1	-0.11525
C11orf66	-0.0785
TRBV3-1	-0.98575
FASTKD5	-0.5105
BIVM	0.661
LHX4	-0.15175
CXCL2	4.8663
RAB2B	-0.763833333333333
IZUMO1	-0.95075
MAP3K15	-1.80775
FAM19A2	0.192666666666667
ZC3H8	0.280333333333333
ZMAT1	-0.555125
SPINK5L3	-3.172
SLC10A6	0.883
APPL2	0.708625
CARD10	0.176333333333333
LOC402176	0.80175
EEF1D	-0.0423
RAB6A	0.9344
C12orf5	0.36075
PAPOLG	-0.12275
MSRB2	0.8335
BCR	0.5615
PUS3	0.4235
TIAM2	-0.847
ZNF317	0.434833333333333
CHD2	-0.114642857142857
FZD5	1.59277272727273
NUDT8	-0.4015
ZNF763	1.097
PRC1	-1.21022222222222
ABCB9	-0.252333333333333
SPATA3	0.47375
TRAK2	0.422875
STAB1	1.798
LRRTM2	0.131
psiTPTE22	-0.07575
DBI	0.5575
SERPINA11	-3.725
NAT5	0.2075
C20orf58	-2.64375
RPS6KA4	0.4755
FLJ90650	-1.355
TGFBRAP1	0.342
CHRDL2	-0.039
FAHD2A	-1.28483333333333
CNTN1	-0.4345
BBS4	-1.975
TMEM181	0.713
MINPP1	0.465
MPHOSPH6	-0.340416666666667
HOXC10	-2.3765
ITPKB	-0.304375
CLPTM1L	-0.061
MEOX2	-1.8715
ATP6V0C	0.300625
PRPF8	-1.314
TMC5	3.514
FKBP3	-1.348
PLEKHB2	0.619375
OR4D6	0.1525
ZNF544	-0.1312
D2HGDH	0.355625
RPL18A	-0.0657
HEL308	-0.11375
MPP6	-1.94175
TCERG1	-0.38475
KRT16	-3.138
KLF17	-1.16366666666667
KLF5	3.758375
CDR1	-1.055
VCX3A	-4.6375
FBLN2	-2.465125
C14orf104	-0.28525
HBE1	-5.0429
OR4S2	0.0465
C1orf108	0.236833333333333
ROBO4	2.4585
CPEB4	0.199375
C11orf80	-0.455
BCKDHA	-0.717333333333333
MYOC	-0.11825
GIF	2.227
CKMT1A	2.163
RPL3	0.3139
THBS1	0.258125
APOO	0.13625
ARMCX1	-2.9675
HSZFP36	1.5345
SNAPC5	-0.53325
EIF4ENIF1	-0.25775
ZNF433	0.044
TNFRSF21	1.479875
TMPRSS7	-0.687
SPATA18	0.9097
HPDL	0.8375
MKL2	0.2014
TBX3	-0.104076923076923
C21orf93	0.3234
DAXX	-0.07375
ELMO1	0.438375
RGS13	0.8765
TAF11	-0.36525
UNC13A	-2.08675
LOC653314	0.0281
ORC3L	0.09075
IMAA	-1.5685
TARBP2	-0.69225
CABIN1	-0.6421
TRIOBP	0.1798125
HIST1H2AC	-0.336875
RGS22	-4.019
NCOA1	0.886
IL25	0.3125
SNCG	-0.98
GPR6	0.1175
AMDHD1	-3.72116666666667
CHEK2	-0.704125
C6orf142	-1.6915
DRD4	0.0215
C14orf68	-1.02875
GDF11	-1.37675
SEMG2	0.081
CD247	-1.14325
CDAN1	-0.54725
RBMX2	0.518166666666667
TGS1	0.49725
OIT3	0.5425
SYF2	0.49925
MCM4	-1.115625
PKHD1L1	-0.00462499999999999
CEP192	-0.702333333333333
IFT88	1.58425
RPL9	0.3255
RAB32	1.27925
DDX43	2.13525
P2RX2	-0.132
OR5D18	0.688
UBE1	-0.29975
SLC24A1	0.727875
ARHGAP5	0.439
CETP	-1.4615
KIAA1731	0.123166666666667
SLC9A4	0.374
PTPN6	0.94575
BAHD1	-0.01
GRIK3	-0.318
CACNB2	0.3419
PDE10A	-1.74
DGCR14	-0.8
PCDHB9	-0.964
RHOQ	-0.379666666666667
MAP3K4	0.116
KTI12	0.0525
RPL23AP13	-2.77575
GNG11	-3.04875
CLCN3	1.61366666666667
GPAM	-0.554625
VSTM2A	0.027
SLAMF7	1.98166666666667
INTS2	-0.59825
PPP2CA	-0.0245
LRP12	-0.4756
SEC14L2	-0.673555555555556
DKFZP586H2123	1.62375
MC3R	0.0425
CIRH1A	-0.543
HIST1H2AB	-0.999333333333333
POLH	-0.267
MGC16703	-2.45416666666667
SNAPC2	-1.0565
FILIP1L	0.41725
RASGRP4	0.7025
LRRC1	1.744
GAS1	-5.73825
PRAC	4.43675
DGKA	-0.0815
NT5C3	0.2245
PEG3	-5.02091666666667
NADK	0.39475
PRR17	-1.8885
LOC374569	-0.35825
SGSH	-0.349
NLRP8	0.1645
GALT	-0.4537
MCF2	-0.41
ZNF263	0.61575
TACSTD1	4.15083333333333
TYR	-6.8737
ATP6AP2	0.38
RNUXA	-0.17675
ABHD10	0.1205
GDPD2	-0.17525
SLC35C1	1.02025
UBE2A	0.72425
HERC5	-1.16016666666667
FAM112B	-5.10216666666667
FBXL16	-3.79675
DKFZP434A0131	-0.51175
ELA3A	-2.656
RBM41	-0.08525
HAO2	0.029
RNH1	-0.329625
SHANK2	0.0808333333333333
OSBP2	-0.73175
DAK	-0.794833333333333
C3orf58	0.366916666666667
TCL1B	-0.9655
KBTBD2	0.012125
SUGT1L1	2.26925
UBE2E2	-2.86616666666667
MYL9	0.582125
CDC23	-0.300833333333333
PBXIP1	-0.0562
CXorf40B	0.363
NBL1	1.44675
RTBDN	-0.184
RAB11FIP5	-0.129875
TTTY13	-0.6695
SCOTIN	-0.01875
SOHLH1	-0.960166666666667
CDKN1A	1.84014285714286
NCK1	0.1895
ZNF550	-0.7975
SAPS3	0.503083333333333
SPIN3	1.08083333333333
MAGEE2	-0.112
MIS12	-1.0805
OR8H2	0.274
KIAA0774	-2.00233333333333
UNC5D	-1.456
CUL7	-1.26133333333333
LIPC	-4.02
DIO1	-4.094
C20orf11	0.633
CTRL	-0.58325
HS3ST2	-1.837
PAK4	0.231166666666667
CCRL1	2.906
RNF10	0.085875
ZNF567	-0.22875
ZNF660	-1.3165
TCEAL3	-1.467
MAGOH	-0.0896666666666667
CENPB	-0.550666666666667
C19orf7	0.14175
LOC388965	-0.08325
ZCCHC13	0.675
JMJD1A	-0.4975
HIST1H4H	-1.5815
TBRG1	0.00530000000000001
GPC3	-5.1455
TAF1C	-1.028
EBNA1BP2	-0.2735
CIAPIN1	0.14275
PDGFRA	-1.24355555555556
CSTB	0.014875
CENPI	-0.287666666666667
GTF2E2	0.427666666666667
RPP21	-0.19775
CCNF	-0.481166666666667
KCNQ3	0.452
FAM79A	1.7905
SLC22A12	0.3765
NOVA1	-1.86283333333333
FZD3	1.0043
AKAP8	-0.0475
SOCS5	0.088625
CFDP1	-0.07675
DLG5	0.0065
PGM5	-0.255666666666667
C1orf144	0.109916666666667
HDAC10	-0.4155
RND2	-1.6965
C20orf199	0.47
RNMT	-1.065875
SLURP1	0.35775
ASTN1	-0.618125
SH3BGR	-0.104
MYCL1	0.689875
ZHX1	-0.180166666666667
CENPK	-0.63075
FOSB	2.0214
LOC643406	0.657625
C2orf59	-1.282625
TMEM135	-0.32725
SLC27A2	0.92525
KRT33A	-0.5305
OVOL1	2.398125
PAMCI	-2.30116666666667
S100A7	-0.293
ZNF789	0.3185
HARS2	0.33775
RPL23A	-0.155
TCF23	0.17775
UPF3B	-0.62375
C17orf78	-0.7085
HLA-DOB	0.918
C14orf142	-0.481166666666667
TEKT5	1.4125
DMWD	-0.0115
POLD1	-1.3305
GSCL	-0.049
CALD1	-1.8355
SCRT1	0.0525
AIG1	1.19975
UNC84B	-0.7515
ZNF404	-0.9115
TMED6	-0.2875
KIAA1462	-0.4655
LRRC27	-0.3864
PYGO1	-0.931
PIGU	0.584
ALAS2	-4.00383333333333
WRNIP1	0.019125
CNNM3	-0.1385
ZNF2	-0.584
ST3GAL5	-0.872083333333333
MRPL23	0.43275
TSSK6	-0.36925
PSMA6	-0.88175
C16orf70	-0.17875
KIAA1602	-0.95625
ALMS1	-0.0906666666666667
DCN	-2.347625
TMEM132D	-0.3515
SUCLG2	1.4415
ABHD14A	-1.10225
DEXI	0.204833333333333
AMPD2	-0.760166666666667
IFNAR2	0.848833333333333
CYB5A	0.5473
TLOC1	0.4685
NXF5	-0.694833333333333
NRBF2	0.287
KCTD3	-0.36525
ITGAE	-1.05916666666667
SLC30A3	-2.42316666666667
ZRF1	0.0095
IFRD2	0.286625
XAB1	0.0825
PYCR2	-0.528833333333333
SERPINB3	-1.642
TMLHE	1.3827
GEFT	-2.689375
ABCA5	-0.227375
EMR4	0.172666666666667
TSFM	-0.09125
HIST3H2BB	-1.802
ARHGEF19	-0.5825
TSPAN17	0.218833333333333
ABCC8	-1.136
MAP1S	-0.268666666666667
C22orf36	-0.78775
BNC2	-2.98671428571429
HIST1H4A	-1.02
NDUFS3	-0.128166666666667
WDR3	0.297333333333333
XKR4	-0.293
TTC33	-0.172428571428571
STMN2	1.23075
CPN2	-1.12533333333333
HSPC105	1.871
PCOLCE2	-6.3485
C3orf55	2.642
KLHDC9	0.208833333333333
TBC1D23	0.272
ATXN2L	-0.768833333333333
MAP2K3	1.2255
SCAP	0.10425
ZNF486	0.1245
C20orf96	-0.47025
NARS	0.14725
ADAMTSL1	-1.06535714285714
PRCC	-0.0205
CCDC126	1.04783333333333
ZNF675	-0.493
CALCOCO1	0.552
ANKRD43	4.04775
CWF19L2	-0.089
ZBTB32	1.70533333333333
BRAF	-0.5165
ODF4	0.3405
MGC14376	0.354333333333333
HORMAD1	-1.4065
AAK1	0.448916666666667
PEBP1	0.12425
TNFSF5IP1	-0.491333333333333
DKFZp564N2472	0.19225
RMND1	0.177625
IGKV1-5	3.97475
COL1A2	-1.61775
SERPINA5	-4.746625
AANAT	0.446
C19orf21	2.71466666666667
GEMIN5	0.25225
UBR4	0.0503333333333333
LTBP3	-1.56966666666667
AMHR2	-2.87683333333333
PROCR	0.372
MYBBP1A	-0.74675
C20orf39	-2.787
ZNF697	-0.247
PASK	-0.1822
ZNF776	0.314
RFXDC2	-0.530375
KIAA0467	-0.00675
C10orf96	-0.719
ZNF503	0.79
GULP1	-3.28483333333333
KCNE4	-2.69283333333333
DKFZp434K191	-1.84375
LOC196913	0.17
BHLHB4	-0.2255
CH25H	1.1745
LOC81691	-1.15233333333333
ALPL	-0.772571428571428
COL12A1	-1.092375
FOLR3	-2.6645
GPR123	0.09575
TRIM62	-0.2525
ABLIM1	1.31133333333333
MAST3	0.547
RHBDD1	1.1955
LOC338809	0.8375
RYBP	0.08325
TTC26	-0.76725
ZNF22	-0.0255
ISCA2	-0.84
RDM1	-0.439
PIGM	0.78625
GNB3	-1.998
ACTR2	0.7097
HMGB1	0.4521
EDG1	1.15333333333333
SOAT2	-4.5375
OR10AD1	0.4555
RAP1GDS1	0.87675
LCE1F	0.155
ESM1	-1.304375
RCN3	-0.605
CREBL1	-0.25025
DBNL	-0.492166666666667
PTGER3	-0.667875
USP30	0.694833333333333
BCL2L12	-0.384
KIF26B	-0.1005
ZNF416	-0.21875
ZNF225	-0.414
C17orf70	-0.88425
ZNF554	-0.20725
RAE1	-0.303166666666667
TNIK	1.34866666666667
ACTN3	-0.2355
MGC45922	0.0025
CCNA1	-3.30116666666667
RYK	0.430833333333333
IL26	0.5
LRP3	-0.4115
QARS	0.42975
SOX7	0.163642857142857
BID	0.51475
OR2S2	0.087
CXCL14	4.702
C11orf47	-0.645
MGC29891	0.764666666666667
HSPB8	-1.3616
PRDM14	-1.418
NUFIP2	0.8845
MNAT1	-0.9445
ZDHHC2	0.00991666666666664
MBNL2	0.449625
ADD3	1.6695
CSNK2A1P	-0.89625
KLK6	0.552666666666667
TMEM111	-0.0419
KIAA1279	0.63025
NUBP2	-0.731333333333333
RAB42	-3.913
ID3	0.5284
TM9SF1	-1.03425
MDP-1	-1.9795
POU4F2	0.13875
IQCK	0.31
C16orf14	0.79425
CAPN3	-0.92775
FAM43B	-1.522875
RECQL	-0.815
AP1G1	-0.0226428571428571
CTNNBL1	0.134833333333333
ECHDC1	0.574666666666667
SMARCC1	0.5382
FOXQ1	0.439375
GNAI3	0.293333333333333
POLG2	-0.94375
CD4	0.4875
ITLN1	3.92975
EBI2	3.007
IRF1	0.938
PTPRE	2.4175
PTK2B	-0.03375
NXNL2	-0.9965
SOX4	-0.172944444444444
TSPAN3	1.361
SH2D1A	-3.10083333333333
C8orf58	-1.63833333333333
USP20	-0.93975
DUSP22	-0.24325
CALB1	-2.4015
L3MBTL2	-0.336833333333333
MCRS1	-0.116
TMEM118	-1.0885
C18orf8	-0.0781666666666667
FLJ10241	-0.28775
GJA12	0.202
PKD1	-0.821666666666667
ZFP3	0.045
JAM3	-3.21525
LAPTM4A	0.3152
DIRC2	0.13725
KIAA2022	-2.12683333333333
MYOM1	-0.787
TRPM8	-1.3665
MOP-1	0.23675
PHKG2	-0.55075
ZNF650	1.012375
KIAA1522	1.08025
PSG8	-1.26183333333333
DDX19B	0.167
MOBKL1B	0.2605
DIAPH2	1.89941666666667
PTPN12	0.25425
CLN8	0.6369
CRYZL1	-0.3715
CRY2	-0.0469166666666667
FCGR2B	0.644166666666667
PNPLA4	0.945625
ZNF454	-1.553
DKFZp434B1231	1.327
CLDN11	-0.0726
RFWD2	0.821
CIB2	-0.816666666666667
MXRA8	-0.933625
HRK	-2.0885
MAML2	0.2035
C4orf31	1.448
C6orf192	0.82925
COG6	1.37575
FAM5B	-0.6395
NFATC1	-2.3095
SEPT10	0.2215
SCYL1	-0.3403
RPP40	0.1025
SCOC	0.5674
KIAA1450	1.36175
CTDSPL2	-1.019
TBX5	0.6235
NAPG	-0.3945
RHD	-5.2995
C14orf45	-0.972
ZBTB22	0.261
PLCG1	-0.115
ANKRD10	0.514375
AQP7P2	-0.2315
TAGLN2	0.0486666666666667
HTR2C	-1.07383333333333
SLC16A7	-2.80266666666667
C17orf83	0.44625
TSGA14	-0.668666666666667
MDH1	0.16075
PPP3R2	0.136
DCBLD2	-2.5225
RBM33	0.196125
DPH3	-0.58675
SYT10	-0.979666666666667
FMO4	1.827375
THYN1	-0.18975
DRD5	-2.06
OTOR	0.21125
PGRMC2	0.0419
KATNAL1	-1.994125
PAQR6	-2.36325
UBE2I	0.036
C14orf28	-1.185
C8orf70	-0.21475
FLYWCH1	-0.67275
ANGPTL3	-1.56125
GLRX2	0.241333333333333
ATP11A	1.2155
ARL5B	0.938875
MUC16	-3.34225
SLC25A5	0.604928571428571
ACRC	0.44525
MYO1C	-0.448375
FAM89B	-0.231166666666667
FAS	1.335
KIFAP3	0.28325
GLRA2	1.984
BTN3A2	0.2904
CNKSR3	0.771375
CSTF3	-0.111
ARPM1	1.56875
KIAA1530	-0.253
C9orf150	1.93
PRKCI	0.81575
tcag7.1015	-0.63325
SOD3	1.39725
ZNF574	0.182
CYP21A2	-1.1915
RPL12	0.588
COMMD2	-0.93525
WIZ	-0.477
LOC344405	-0.51225
ALDH4A1	0.238294117647059
CRYAB	0.34875
COPA	0.1148
PCDHGA7	-0.0243333333333333
KIF11	-0.601583333333333
RASD2	-0.44975
SLC26A3	2.4845
ZNF175	-1.007
JAKMIP2	-2.54275
C8orf4	3.6935
PTHLH	-1.2515
SLC40A1	3.71458333333333
OR7D4	0.386166666666667
PCDHB17	-0.1145
CD36	0.227428571428571
C6orf203	1.3355
PRKG2	0.2365
LOC400566	-0.633
ANAPC13	0.51075
SLCO3A1	-1.0965
ZNF692	-1.2475
FANCL	-1.0085
SH3GLB1	1.04175
C12orf61	-0.423
KBTBD6	0.12175
SUPT5H	-0.312125
XRCC6	-0.6979
HUS1B	-0.6733
FAM133B	-0.227428571428571
LOC728276	-0.302
KCTD18	0.59675
SOS2	0.137333333333333
CCDC99	-0.9135
C1QTNF5	1.3525
