Hybridization REF	TCGA-AA-A02F-01A-01R-A00A-07
UPF1	0.0448333333333333
KIAA1219	0.6875
WNT16	1.2375
SNW1	0.212625
IL18RAP	0.4085
RPP30	-0.108
CDC40	0.379571428571429
SETD3	0.732833333333333
SLAMF6	0.2095
ELK4	0.663
TRIM47	-0.265833333333333
ACOX3	-0.274625
TRIM6	-1.038125
KIAA0372	0.175166666666667
TP53AP1	0.151625
SMURF2	-0.5865
ADAD1	0.219
EBP	0.7388
KRTAP13-2	-0.262
FLJ36874	-0.339333333333333
TOR1A	0.147333333333333
P2RY4	0.453
GPBP1	0.129
TRPV1	-0.49125
ADAMTS12	-0.0816666666666667
PES1	-0.8397
ATG4A	0.4725
MAGEA10	-4.78375
WFS1	-1.08275
CC2D1B	0.0561666666666667
PABPN1	0.7515
SLC25A30	0.01525
SLCO1C1	0.2486
SLC22A5	1.3145
KIF23	-0.661166666666667
SYN2	-0.000166666666666634
ASPN	4.181
CENTG2	-0.662
QSOX2	-0.302
FLJ10815	-0.420166666666667
STK24	0.932
SPEG	-1.2508
STK10	0.0266666666666667
DACT2	1.289
AAAS	-0.09275
SSX3	-0.7555
ABCD3	0.456
C4orf12	-1.12875
PARVG	-1.064
FIG4	-0.3475
C9orf46	0.90625
TMCO6	-0.126
IGHMBP2	-1.19425
DUS2L	-0.7855
FAM3C	-0.7220625
TMEM16D	-1.69275
DCTN4	0.748
KCNH3	0.24025
EIF2AK2	1.18025
AP1S3	0.285
CST4	0.6095
PAM	-0.1340625
NUTF2	0.37575
CITED2	-1.3221
SLC39A4	1.30175
C2orf52	-0.836
GRM3	-0.39325
C12orf49	0.77475
CCDC49	-0.8917
GRAMD1B	-1.576625
FNDC4	-0.57
SIAH2	-0.28825
GDPD4	-0.014
C21orf87	-0.296875
ATP5A1	-0.821166666666667
C16orf63	-0.262125
LOC388135	-0.970333333333333
ATP5J2	0.558125
MMP3	0.92575
EMID2	-0.215
CRHR1	-0.3905
WDR70	0.3065
C13orf31	2.588
ZFAND1	0.095
CCL18	3.32133333333333
C3orf49	-0.269
RINT1	-0.2055
KIAA0408	-0.763833333333333
F13A1	1.3909
SLC10A1	-0.196
OGN	-1.47075
GIPC2	3.55666666666667
XPO6	-0.617666666666666
LCE1A	0.614
FMR1	0.3982
LOC374920	1.127
DUSP3	-0.13175
ANKMY1	-0.422
C7orf50	-0.80425
BBS9	-0.4162
UNC119B	0.152125
C9orf72	0.699125
MGC35440	0.658
ENTPD6	0.92125
PPP1R2P9	0.842
ERCC4	0.07
FAHD2B	-1.2305
HMHA1	0.4295
HACL1	0.061
RAD23A	-1.40883333333333
FAM83B	0.9055
PPP5C	-0.467166666666667
RNASEH2C	-1.928
C9orf153	-0.10325
SCAMP4	-0.313375
GHITM	0.0821
NDUFB7	-0.82475
ADCYAP1	0.517166666666667
SP110	-1.22916666666667
MAP3K7IP2	0.72475
DHH	-0.6155
AGRN	-0.327285714285714
WDR33	0.863166666666667
CEP290	-1.32
PRPS1L1	-1.0905
KLRA1	0.3255
GPR97	0.101
CHD7	1.00775
TLR10	-1.03525
SLC30A8	-0.67
HIC1	0.190666666666667
IAPP	0.281
RXFP4	1.3625
GP1BB	0.3745
SHQ1	0.7475
NKX2-3	0.341166666666667
API5	0.614
FTHP1	-0.6225
MOV10L1	0.0481666666666667
TRIM6-TRIM34	1.76133333333333
ADHFE1	-1.816
FAM117A	-2.12775
DDI1	0.466
CDON	-1.88
TRIM73	-0.257
IGKC	-0.115
MMP14	-0.151583333333333
DYNC1LI1	-0.59875
C11orf66	-0.56675
TRBV3-1	-2.16925
FASTKD5	-0.28325
BIVM	-0.0255
LHX4	0.1645
CXCL2	3.8134
RAB2B	-0.1795
IZUMO1	0.46275
MAP3K15	-1.609625
FAM19A2	-0.338333333333333
ZC3H8	0.261
ZMAT1	-0.9195
SPINK5L3	-1.8845
SLC10A6	0.228
APPL2	-0.058625
CARD10	0.0951666666666667
LOC402176	0.70325
EEF1D	-0.0742
RAB6A	0.00499999999999998
C12orf5	0.0762500000000001
PAPOLG	0.6975
MSRB2	1.19675
BCR	-0.274611111111111
PUS3	-0.4385
TIAM2	2.2035
ZNF317	0.0615
CHD2	0.254571428571429
FZD5	2.00713636363636
NUDT8	-1.10775
ZNF763	-0.4295
PRC1	-0.0687777777777778
ABCB9	-0.330166666666667
SPATA3	0.10275
TRAK2	0.25325
STAB1	1.71325
LRRTM2	-0.279
psiTPTE22	0.276
DBI	1.03775
SERPINA11	-2.8865
NAT5	0.91325
C20orf58	-2.559
RPS6KA4	-0.0353333333333333
FLJ90650	-0.08775
TGFBRAP1	0.50775
CHRDL2	0.851625
FAHD2A	-1.3275
CNTN1	0.881666666666667
BBS4	-2.1879
TMEM181	0.69125
MINPP1	-1.625
MPHOSPH6	-0.149583333333333
HOXC10	-1.3999
ITPKB	-0.42
CLPTM1L	-0.19625
MEOX2	-1.1915
ATP6V0C	-0.357125
PRPF8	-1.45283333333333
TMC5	3.766
FKBP3	0.213
PLEKHB2	-0.01025
OR4D6	0.0465
ZNF544	0.2068
D2HGDH	-0.353875
RPL18A	-0.8031
HEL308	-1.052375
MPP6	-1.3515
TCERG1	-0.31925
KRT16	-2.72
KLF17	-1.11675
KLF5	4.637375
CDR1	0.651625
VCX3A	-4.491
FBLN2	-0.916125
C14orf104	0.81425
HBE1	-6.4605
OR4S2	1.001
C1orf108	-0.398166666666667
ROBO4	2.76616666666667
CPEB4	-0.31525
C11orf80	0.245666666666667
BCKDHA	-0.287
MYOC	-0.323666666666667
GIF	2.188
CKMT1A	3.429
RPL3	-0.2952
THBS1	1.14175
APOO	-0.32025
ARMCX1	-1.97275
HSZFP36	0.89125
SNAPC5	-0.10725
EIF4ENIF1	0.2715
ZNF433	-1.019
TNFRSF21	0.92675
TMPRSS7	-0.257
SPATA18	0.0157
HPDL	1.893
MKL2	-0.000599999999999984
TBX3	0.906153846153846
C21orf93	0.0173333333333333
DAXX	0.2185
ELMO1	-0.54675
RGS13	0.611333333333333
TAF11	-0.37475
UNC13A	-1.59725
LOC653314	-0.5879
ORC3L	-0.20725
IMAA	0.2465
TARBP2	-0.2095
CABIN1	-0.7915
TRIOBP	-0.3895625
HIST1H2AC	-0.1145
RGS22	-3.647
NCOA1	0.466666666666667
IL25	-0.349
SNCG	-1.048
GPR6	0.209
AMDHD1	-1.97116666666667
CHEK2	0.18075
C6orf142	-0.7205
DRD4	0.014
C14orf68	-1.0775
GDF11	-1.46025
SEMG2	0.4255
CD247	-3.17925
CDAN1	0.09625
RBMX2	-0.0495
TGS1	-1.0445
OIT3	-0.17375
SYF2	-0.1925
MCM4	-1.08475
PKHD1L1	-0.425125
CEP192	-0.632666666666667
IFT88	0.61975
RPL9	0.184714285714286
RAB32	0.773
DDX43	-3.04675
P2RX2	-0.168833333333333
OR5D18	0.3165
UBE1	-0.395583333333333
SLC24A1	0.848875
ARHGAP5	1.2615
CETP	-0.7485
KIAA1731	-0.1678
SLC9A4	0.7735
PTPN6	0.26325
BAHD1	0.6375
GRIK3	-0.277
CACNB2	0.0413
PDE10A	-0.11675
DGCR14	-1.19975
PCDHB9	0.4725
RHOQ	0.575
MAP3K4	0.443
KTI12	1.226
RPL23AP13	-0.6795
GNG11	-1.2505
CLCN3	0.7635
GPAM	0.17025
VSTM2A	-1.346
SLAMF7	-0.443166666666667
INTS2	-1.2675
PPP2CA	0.1552
LRP12	-0.715933333333334
SEC14L2	-1.13033333333333
DKFZP586H2123	1.789
MC3R	-0.6005
CIRH1A	-0.6195
HIST1H2AB	-0.2725
POLH	0.0315714285714286
MGC16703	-2.26116666666667
SNAPC2	-1.8325
FILIP1L	1.19525
RASGRP4	0.18
LRRC1	2.08375
GAS1	-2.61725
PRAC	3.961
DGKA	-0.4245
NT5C3	0.33325
PEG3	-3.8954
NADK	-1.3875
PRR17	-0.489
LOC374569	0.57225
SGSH	-0.304166666666667
NLRP8	-0.149
GALT	0.3696
MCF2	-0.7325
ZNF263	-0.05125
TACSTD1	3.70333333333333
TYR	-7.03111111111111
ATP6AP2	-0.59925
RNUXA	0.474
ABHD10	0.103
GDPD2	-1.20725
SLC35C1	1.78275
UBE2A	0.46725
HERC5	-1.50416666666667
FAM112B	-5.1835
FBXL16	0.2115
DKFZP434A0131	-0.3455
ELA3A	-1.704
RBM41	-0.38425
HAO2	-0.0825
RNH1	-0.29475
SHANK2	1.159
OSBP2	-1.544
DAK	-2.06016666666667
C3orf58	0.63525
TCL1B	0.08
KBTBD2	0.11
SUGT1L1	1.0555
UBE2E2	-1.86566666666667
MYL9	1.754625
CDC23	-0.432
PBXIP1	0.0239
CXorf40B	-0.491
NBL1	0.41825
RTBDN	-0.025
RAB11FIP5	-0.40725
TTTY13	-0.0475
SCOTIN	-0.36075
SOHLH1	0.5035
CDKN1A	-0.195
NCK1	-0.23075
ZNF550	0.67
SAPS3	0.0890833333333334
SPIN3	0.714333333333333
MAGEE2	-0.4015
MIS12	-1.03266666666667
OR8H2	0.101
KIAA0774	-1.6
UNC5D	0.1525
CUL7	-1.47166666666667
LIPC	-4.16066666666667
DIO1	-1.7925
C20orf11	0.399
CTRL	-0.56975
HS3ST2	0.6545
PAK4	0.626833333333333
CCRL1	-0.198
RNF10	0.784625
ZNF567	0.76175
ZNF660	-0.7645
TCEAL3	-1.73725
MAGOH	1.7815
CENPB	-0.473333333333333
C19orf7	1.533
LOC388965	-0.27825
ZCCHC13	0.244
JMJD1A	-0.3358
HIST1H4H	-0.2995
TBRG1	-0.5495
GPC3	-5.92475
TAF1C	-0.52475
EBNA1BP2	-0.2675
CIAPIN1	0.14825
PDGFRA	-0.995764705882353
CSTB	-0.385875
CENPI	-0.0758333333333333
GTF2E2	0.225166666666667
RPP21	0.65075
CCNF	-0.315
KCNQ3	-0.0025
FAM79A	0.475
SLC22A12	0.187
NOVA1	-0.859666666666667
FZD3	0.9969
AKAP8	-0.561
SOCS5	-0.18525
CFDP1	-0.0945
DLG5	-0.052
PGM5	0.0436666666666667
C1orf144	-0.572
HDAC10	-0.4325
RND2	-1.10675
C20orf199	-0.323
RNMT	-0.943
SLURP1	0.1155
ASTN1	0.022625
SH3BGR	-1.634
MYCL1	0.285125
ZHX1	-0.2525
CENPK	-0.31425
FOSB	1.2577
LOC643406	-0.1235
C2orf59	-0.5515
TMEM135	-0.6535
SLC27A2	0.50625
KRT33A	-0.4515
OVOL1	1.63125
PAMCI	-1.3825
S100A7	-1.222
ZNF789	1.0415
HARS2	0.65325
RPL23A	-0.833833333333333
TCF23	0.17275
UPF3B	-0.071875
C17orf78	1.196
HLA-DOB	0.331833333333333
C14orf142	-0.0213333333333333
TEKT5	0.55
DMWD	-0.4
POLD1	-1.35066666666667
GSCL	-0.7595
CALD1	0.301
SCRT1	0.227833333333333
AIG1	1.41575
UNC84B	-1.752
ZNF404	-2.87475
TMED6	1.44075
KIAA1462	-0.3535
LRRC27	-0.1382
PYGO1	0.658
PIGU	0.164
ALAS2	-4.7575
WRNIP1	0.176125
CNNM3	-0.3755
ZNF2	-0.4205
ST3GAL5	-2.07616666666667
MRPL23	1.22675
TSSK6	-0.86825
PSMA6	0.09175
C16orf70	-0.40925
KIAA1602	-0.9145
ALMS1	-0.425666666666667
DCN	0.1935
TMEM132D	-0.62925
SUCLG2	0.53825
ABHD14A	0.35225
DEXI	0.178
AMPD2	-1.09366666666667
IFNAR2	-0.504333333333333
CYB5A	0.8077
TLOC1	0.35025
NXF5	-0.735166666666667
NRBF2	-0.508875
KCTD3	0.09825
ITGAE	-1.28
SLC30A3	-0.8655
ZRF1	0.192
IFRD2	0.35625
XAB1	0.226
PYCR2	-1.14383333333333
SERPINB3	-2.8355
TMLHE	0.6105
GEFT	-0.975
ABCA5	-0.873571428571429
EMR4	0.541666666666667
TSFM	0.33675
HIST3H2BB	-0.44275
ARHGEF19	-0.57425
TSPAN17	-0.596333333333333
ABCC8	-0.38325
MAP1S	-0.290833333333333
C22orf36	0.593
BNC2	-1.50221428571429
HIST1H4A	-0.4005
NDUFS3	0.7025
WDR3	0.251
XKR4	-0.587666666666667
TTC33	0.0791428571428572
STMN2	4.05925
CPN2	-0.880333333333333
HSPC105	1.04425
PCOLCE2	-6.045
C3orf55	1.367
KLHDC9	0.650833333333333
TBC1D23	0.58925
ATXN2L	-0.662
MAP2K3	0.08875
SCAP	0.37175
ZNF486	0.0266666666666667
C20orf96	0.735
NARS	-0.6905
ADAMTSL1	-0.963230769230769
PRCC	0.1805
CCDC126	0.533666666666667
ZNF675	-1.009
CALCOCO1	-0.49475
ANKRD43	3.61
CWF19L2	-0.3735
ZBTB32	0.4985
BRAF	0.95625
ODF4	-0.12275
MGC14376	-0.635333333333333
HORMAD1	-0.6545
AAK1	0.3513
PEBP1	0.483416666666667
TNFSF5IP1	0.00383333333333333
DKFZp564N2472	0.0365
RMND1	-0.24325
IGKV1-5	-0.1285
COL1A2	1.26675
SERPINA5	-5.74875
AANAT	-0.2685
C19orf21	3.39616666666667
GEMIN5	0.61575
UBR4	-0.361166666666667
LTBP3	-1.16266666666667
AMHR2	-1.86466666666667
PROCR	-0.377
MYBBP1A	-1.52175
C20orf39	-1.60266666666667
ZNF697	1.341625
PASK	-0.9594
ZNF776	0.3715
RFXDC2	-0.3595
KIAA0467	0.06925
C10orf96	-0.8225
ZNF503	0.1475
GULP1	-1.35158333333333
KCNE4	-0.9625
DKFZp434K191	-1.42514285714286
LOC196913	-0.5275
BHLHB4	0.193
CH25H	2.75125
LOC81691	-1.152
ALPL	-0.671642857142857
COL12A1	1.612
FOLR3	-2.22816666666667
GPR123	0.297375
TRIM62	-0.475571428571429
ABLIM1	2.07466666666667
MAST3	-1.3065
RHBDD1	-0.501
LOC338809	1.27
RYBP	0.358
TTC26	-0.167
ZNF22	0.899166666666667
ISCA2	0.42725
RDM1	-1.515
PIGM	0.1615
GNB3	-0.983
ACTR2	0.663
HMGB1	2.03075
EDG1	1.83866666666667
SOAT2	-4.478
OR10AD1	0.4115
RAP1GDS1	0.257916666666667
LCE1F	0.1325
ESM1	-0.1005
RCN3	1.3445
CREBL1	-0.0315
DBNL	-1.0385
PTGER3	1.10675
USP30	0.638666666666667
BCL2L12	0.6635
KIF26B	1.68275
ZNF416	0.82275
ZNF225	-0.2945
C17orf70	-0.98375
ZNF554	0.09725
RAE1	-0.2845
TNIK	0.9945
ACTN3	0.9235
MGC45922	0.293
CCNA1	-1.57066666666667
RYK	0.959166666666667
IL26	0.551
LRP3	0.318666666666667
QARS	-0.183
SOX7	0.803642857142857
BID	-0.01625
OR2S2	0.4745
CXCL14	4.5495
C11orf47	0.803
MGC29891	0.965166666666667
HSPB8	-0.6418
PRDM14	-1.459
NUFIP2	0.111
MNAT1	-0.433375
ZDHHC2	2.06958333333333
MBNL2	0.261625
ADD3	1.72175
CSNK2A1P	-1.38525
KLK6	-0.325166666666667
TMEM111	-0.3085
KIAA1279	-0.71625
NUBP2	-0.7425
RAB42	-2.94225
ID3	-0.58
TM9SF1	-0.4435
MDP-1	-1.00075
POU4F2	0.63225
IQCK	-0.88225
C16orf14	0.75025
CAPN3	-0.7935
FAM43B	-1.12175
RECQL	-1.1595
AP1G1	0.412071428571429
CTNNBL1	-0.116
ECHDC1	0.3535
SMARCC1	0.8989
FOXQ1	1.359125
GNAI3	0.986833333333333
POLG2	-2.09325
CD4	-0.0511249999999999
ITLN1	3.0925
EBI2	0.6965
IRF1	0.3775
PTPRE	2.1408
PTK2B	-0.477
NXNL2	-1.262
SOX4	1.55516666666667
TSPAN3	1.5915
SH2D1A	-3.8166
C8orf58	-0.746333333333333
USP20	-0.95075
DUSP22	0.4535
CALB1	-1.159
L3MBTL2	-0.178833333333333
MCRS1	-0.206
TMEM118	-1.3315
C18orf8	0.332
FLJ10241	0.135125
GJA12	3.3115
PKD1	-0.234
ZFP3	0.1705
JAM3	-2.04975
LAPTM4A	0.6856
DIRC2	-0.21425
KIAA2022	-0.8596
MYOM1	-0.2318
TRPM8	-2.7054
MOP-1	0.7495
PHKG2	0.08525
ZNF650	0.6965
KIAA1522	-0.008875
PSG8	-1.148
DDX19B	-0.6245
MOBKL1B	0.751
DIAPH2	1.30525
PTPN12	0.391
CLN8	-0.3973
CRYZL1	-1.381
CRY2	0.289583333333333
FCGR2B	0.201
PNPLA4	-0.051625
ZNF454	-1.321
DKFZp434B1231	-0.07575
CLDN11	-0.0526
RFWD2	1.11833333333333
CIB2	0.0943333333333333
MXRA8	0.228125
HRK	-1.174125
MAML2	-0.196
C4orf31	-0.32625
C6orf192	0.2225
COG6	1.127375
FAM5B	0.29475
NFATC1	-1.7666
SEPT10	0.82475
SCYL1	-1.7201
RPP40	0.28625
SCOC	-0.6071
KIAA1450	0.59525
CTDSPL2	-0.07325
TBX5	0.3825
NAPG	0.292
RHD	-4.11075
C14orf45	-0.6785
ZBTB22	-0.074
PLCG1	-0.4565
ANKRD10	0.3495
AQP7P2	0.179666666666667
TAGLN2	0.248666666666667
HTR2C	0.0296666666666667
SLC16A7	-1.48366666666667
C17orf83	0.34875
TSGA14	-0.0270833333333333
MDH1	-0.1525
PPP3R2	0.479833333333333
DCBLD2	-1.16842857142857
RBM33	1.11475
DPH3	-0.47525
SYT10	-0.358666666666667
FMO4	0.251375
THYN1	-0.874
DRD5	-0.77
OTOR	0.290428571428571
PGRMC2	-0.9661
KATNAL1	-1.02
PAQR6	-2.23225
UBE2I	-0.18625
C14orf28	-0.4295
C8orf70	1.3215
FLYWCH1	-1.139
ANGPTL3	-0.0505
GLRX2	0.573666666666667
ATP11A	0.663714285714286
ARL5B	2.175625
MUC16	-1.823
SLC25A5	-0.511357142857143
ACRC	0.43975
MYO1C	-0.5615
FAM89B	-0.646833333333333
FAS	-1.746125
KIFAP3	1.02275
GLRA2	-0.118
BTN3A2	-1.0076
CNKSR3	0.717375
CSTF3	0.5395
ARPM1	1.6945
KIAA1530	-1.896
C9orf150	1.97683333333333
PRKCI	0.3575
tcag7.1015	-0.31125
SOD3	1.05475
ZNF574	0.95475
CYP21A2	-0.22425
RPL12	0.70025
COMMD2	-0.96725
WIZ	-0.739
LOC344405	1.309
ALDH4A1	0.846941176470588
CRYAB	1.15975
COPA	0.316366666666667
PCDHGA7	0.0446666666666667
KIF11	-0.588333333333333
RASD2	-0.4895
SLC26A3	1.7845
ZNF175	-0.777
JAKMIP2	-2.704125
C8orf4	2.951
PTHLH	-0.095
SLC40A1	1.57275
OR7D4	0.126666666666667
PCDHB17	1.2415
CD36	0.647357142857143
C6orf203	1.2379
PRKG2	-0.497
LOC400566	-1.1675
ANAPC13	0.0655
SLCO3A1	-0.67025
ZNF692	-1.7555
FANCL	-0.1715
SH3GLB1	0.70975
C12orf61	-0.889
KBTBD6	1.0955
SUPT5H	0.993
XRCC6	-0.531
HUS1B	0.7739
FAM133B	0.455785714285714
LOC728276	0.462
KCTD18	0.103
SOS2	1.2045
CCDC99	-0.154
C1QTNF5	2.1455
NNAT	-0.0966666666666666
USP16	-0.36575
LARS	-0.834875
ZBTB2	1.313875
ABO	0.341333333333333
TRAF3	0.94975
GALNT5	0.507
NAP5	-1.047875
ALG14	1.297
KIAA0515	0.29168
WDR75	0.208666666666667
TEX261	-0.588583333333333
LY86	-1.6
LOC389072	0.353
FLJ13611	0.6935
MRGPRX2	0.339
SNRPA	-0.384375
OR2G2	-0.2765
GPRASP2	-0.2585
C7orf42	0.9258
C9orf163	-0.1135
CYP11B2	1.613
FCRL3	0.12
PRDX1	-0.046
FGB	-4.239
COX17	0.7365
C16orf33	-0.97625
PIWIL1	1.6345
FOLR1	-2.27916666666667
KIAA0082	-0.00700000000000001
FREQ	-1.05116666666667
TMCC2	-1.3195
TCF12	0.497666666666667
ZNF721	0.74825
FAM130A2	0.99625
POU4F1	-0.796
SNRPF	1.015
SGIP1	1.02566666666667
ZNF641	0.6005
EMG1	0.0895
PRRG4	3.0215
HIRA	-0.91875
MYNN	0.532666666666667
AEBP2	0.424583333333333
TBXA2R	0.1825
ISL2	-0.735833333333333
PCDHB11	-0.2765
RNF144A	-1.094875
MARCH5	0.033625
DULLARD	-1.044
DCLRE1B	0.5985
ITGA8	-0.17625
TP73	-0.388625
PRKCD	1.3525
NDUFB4	0.286
ATP13A4	0.104125
ANTXR2	-0.769333333333333
COL4A3	-0.0693333333333333
MYO10	0.2913
SLC6A18	-0.01675
PEX1	0.50325
TMEM74	0.298666666666667
RBM19	-0.361
TAPBP	-0.02945
RUNX1	0.087375
MID1	0.700083333333334
GPR64	-0.713666666666667
RASEF	5.31375
GABRG1	0.14725
MYO16	-0.50225
DBF4	-0.23
TSHZ2	0.10825
RIPK2	0.399125
PPTC7	0.511333333333333
KIF4B	-0.087
LRRC31	2.363
ZNF540	-0.34475
EFNB3	-0.657666666666667
LOH12CR1	0.83575
STON2	0.0706666666666667
GLP1R	-0.273333333333333
CSTF2T	0.781375
IREB2	0.35025
GRSF1	-0.617
PDCD7	0.0418333333333333
LRRC43	-0.1705
CNR1	-0.923166666666667
IL1F7	0.409
C12orf64	-0.28
FAM69B	-2.46475
NR2E1	-1.72433333333333
MS4A6A	-0.2308
FTL	-0.2883
C7orf36	1.27525
PCLO	0.8345
DYRK2	1.67308333333333
ARIH2	0.667875
SAMD7	0.8
SCNN1D	-1.03875
SLC32A1	-0.708
C22orf25	-1.52066666666667
MRPS18A	0.9115
GPR112	-0.053
EARS2	0.1995
ERN2	2.787
ATPBD3	-0.0481666666666667
PRH2	-0.6665
CDKN2D	-0.559166666666667
PGLYRP2	-1.32625
TRIM40	-0.2595
SEC14L3	-0.0115
SLC22A1	0.1815
BTN2A3	0.5425
RASA4	-0.504
CCNL2	-1.3345
MYBPC3	0.609
GJA4	1.71
CDC42SE1	0.407375
TRPV2	-2.43925
MYPN	-2.794
SIM1	0.09
CDADC1	1.36925
ZFHX4	-0.8765
NIBP	0.826833333333333
ADAMTS19	-1.212
ABTB2	0.95475
TSPYL2	-0.237125
EIF2S3	0.2544
SOX30	0.204
AP2A1	-0.508
DKFZP564O0523	0.533166666666667
LOC285398	-0.4585
CDH18	-4.17725
CHL1	0.701571428571429
GATS	-0.701888888888889
TBC1D2B	0.377
OR1J1	-2.557
GSN	-0.9875
DPCR1	0.161428571428571
GARNL4	-0.67
SMARCA5	-0.54225
PLEKHG3	1.6155
ZBTB45	0.8045
FRMD6	-2.572
PLS1	2.85033333333333
DGKZ	0.502666666666667
EFNA1	1.9228
WDR85	-0.265125
ANK2	-0.7475
PAGE4	-0.991833333333333
SENP6	1.91466666666667
AKR7A2	-1.25616666666667
FKBP10	0.25475
VEGFC	-3.719
LARP1	0.242
SRBD1	0.40475
ITGB6	1.806
SLC1A2	-1.54707142857143
INVS	0.172
MPO	1.21
MOBKL3	0.2731
CUTL2	-1.5475
KLK2	-0.0355833333333333
VIM	-3.379
REG1B	4.4055
PCDHGC4	0.3545
C3orf34	-1.71766666666667
SUMO3	-0.4035
CST9L	-0.75975
MLL4	0.707
SPR	1.151
SAMD9L	-2.1015
ABCE1	-3.46944695195361e-18
SUPT3H	-0.0636666666666667
ACTBL1	-2.03125
ADAMTS4	0.617
SLIT3	1.52175
RHEBL1	0.08475
NPM2	0.41475
MAN1C1	-1.216875
KIAA1856	0.969833333333333
HSPA6	-0.69125
LOC388152	0.6965
C10orf140	-0.654666666666667
ZDHHC12	0.128
LIN7A	1.6551
PHC2	-0.259916666666667
SPHK1	-3.26125
TRIM26	0.5140625
FAM83E	2.965
C18orf24	-0.592333333333333
ZNF578	1.25016666666667
ORAI1	-0.055
RUVBL1	-1.10266666666667
C7orf20	-0.212166666666667
APAF1	1.9885
SLC36A4	-2.77566666666667
MYH11	5.595
NEK1	-1.4022
MPP2	-1.570875
C12orf24	-2.067
TNK2	0.039625
ZNF289	-0.48225
MATN3	-3.33566666666667
IFNGR2	0.615833333333333
ITPR1	-2.140625
EBF3	1.0964
TBC1D20	-0.6449
OR10P1	0.29375
DDAH2	1.7815
SHPRH	-0.287
STX7	0.0845
LOC554248	-1.01275
BCAR1	-0.8495
ATXN3	1.36758333333333
TRIM27	-0.217
CDC42EP2	-0.0835
CHP	0.990857142857143
SOX17	1.22775
ZNF259	-0.310333333333333
CHCHD1	0.25875
ZDHHC19	0.328
GBP2	1.045
GARNL3	-0.00537499999999998
MRC2	-1.533
C1orf52	0.025
AOF2	-1.03133333333333
LRPPRC	0.1148
ACVR1C	2.74466666666667
TM4SF18	1.58166666666667
TMEM169	-0.304166666666667
PPP1R16A	0.312
EBF1	-0.4615
RRS1	0.674333333333333
SNX2	0.1665
OR2T2	-0.586
RBX1	-0.5595
ANKRD54	-0.654833333333333
TSNAX	-0.272666666666667
TMEM83	-1.8015
ZBTB7A	0.329
ATM	-1.00791666666667
LOC338328	0.0543333333333333
TIE1	0.418166666666667
HIST1H3G	-0.942833333333333
PASD1	-4.87466666666667
TINAG	3.01225
PCDHAC2	0.53
LRRC15	-2.06342857142857
WBSCR17	-0.19625
TFF2	-0.1565
PARP2	-0.449
NDFIP2	1.473125
PCDHGB2	-1.8635
WDR60	0.0915
MAP7D2	0.5103
USP45	-0.45925
GSDML	0.0365
TNS1	-0.3196
PLCD4	-1.186
IQCD	-0.188
SMPX	2.8315
CD9	0.622
SRGN	-0.818
CASP7	2.041
INOC1	0.678333333333333
DKFZp451M2119	-0.00850000000000001
VMAC	-0.4935
USP53	0.5645
CAMK1G	-0.3505
TMEM106A	-0.695166666666667
CDC20	0.0146
ACSL5	3.8765
CBWD5	0.478375
C1orf87	-0.8965
KIAA1274	2.53775
PRUNE2	0.0980714285714286
LYPLA2	-0.8585
DOK6	-2.97666666666667
GPR149	0.05325
FAM30A	-0.2615
TMEM129	-0.55725
SLC35B3	0.603
ACPP	1.4681
LOC200261	0.131
SLC4A7	0.0751
CCDC40	0.0925
GART	-0.96975
THOP1	-1.71775
SCARB1	-0.87075
CACNA1F	-0.74075
TRIAP1	0.3315
SYT14L	-0.2915
SFRS8	0.000666666666666663
PBOV1	-0.265
GOLSYN	1.82325
GJB7	-1.2795
CAMK2N1	0.736
GREM1	3.09441666666667
FLJ20433	0.41775
QPCT	-0.403375
PRKAG2	1.16883333333333
H2AFX	-0.947125
C6orf154	-1.38775
PLOD3	-0.08825
ZBTB39	0.465833333333333
WASF3	-0.9385
DRG1	-0.62675
PRR4	-0.627
SPCS1	-0.4545
KDELR3	-0.809833333333333
SRP19	0.507166666666667
GABRA6	0.433666666666667
MFSD1	-0.9865
MMEL1	-0.5695
PDXDC2	0.6494
BUB1	-0.655666666666667
RNF138	-0.547875
MYLPF	-0.6805
AIF1	-2.13333333333333
DYNLRB1	0.9598
HCN3	0.4835
HIST1H2AI	0.19175
MAP4K5	0.326416666666667
LASP1	0.344
LOC130951	0.2145
PLAA	1.31175
KRT6A	-1.5675
C6orf117	-0.072625
ARHGAP23	-0.4455
PTF1A	2.6685
GPHA2	-0.22225
LCE3B	-0.28475
MCL1	1.0575
EHBP1	-0.50075
PRNP	-1.17106666666667
ZSCAN1	-0.05175
C1orf113	-0.201
FOXA3	2.833
NEB	-0.345
ASGR1	-1.302
CTGF	0.172833333333333
RAB17	-0.343666666666667
MST101	0.671
JARID1B	0.4844
USP37	-0.96
PTBP1	0.0083333333333333
PTPN7	-1.62633333333333
CDC7	-1.2475
SNX7	1.31175
ZNF335	-0.173
CPT2	0.6065
HEATR1	-0.393875
HSPC152	-0.222625
C5orf40	0.21675
PSME1	0.211
STAG3	-1.95825
TMEM154	0.964166666666667
KLHL32	0.8135
TSGA10IP	-1.5375
SUV420H2	-0.482666666666667
SF1	-0.6096
2'-PDE	1.034625
PNLIPRP2	2.529
TRSPAP1	-0.993416666666667
NUP210	0.150666666666667
ANP32C	0.530333333333333
RAB11B	-0.38
ASB15	0.589
