Hybridization REF	TCGA-AA-A01I-01A-02R-A00A-07
KIAA0467	-0.4975
C10orf96	-1.33966666666667
ZNF503	0.38425
GULP1	-2.01083333333333
KCNE4	-2.50783333333333
DKFZp434K191	-1.386625
LOC196913	-0.2895
BHLHB4	0.4675
CH25H	1.45125
LOC81691	-0.513833333333333
ALPL	-0.5905
COL12A1	0.550375
FOLR3	-1.6735
GPR123	0.00387500000000005
TRIM62	-0.600714285714286
ABLIM1	2.02066666666667
MAST3	0.25075
RHBDD1	1.05433333333333
LOC338809	0.618
RYBP	-0.55375
TTC26	-0.25525
ZNF22	0.164833333333333
ISCA2	-0.0385
RDM1	-0.603
PIGM	-0.04025
GNB3	-0.831
ACTR2	1.1055
HMGB1	0.71895
EDG1	0.7955
SOAT2	-4.015
OR10AD1	0.207
RAP1GDS1	1.09533333333333
LCE1F	0.483
ESM1	-0.67075
RCN3	0.2425
CREBL1	-0.2965
DBNL	-1.04683333333333
PTGER3	-0.324375
USP30	0.846166666666667
BCL2L12	-0.2015
KIF26B	1.464
ZNF416	0.12475
ZNF225	-0.4465
C17orf70	-1.07275
ZNF554	-0.12375
RAE1	-1.0515
TNIK	1.39733333333333
ACTN3	0.166
MGC45922	0.511
CCNA1	-2.055
RYK	0.3005
IL26	1.168
LRP3	0.178833333333333
QARS	-0.3595
SOX7	-0.240142857142857
BID	0.729875
OR2S2	0.178
CXCL14	4.72725
C11orf47	0.3135
MGC29891	1.57066666666667
HSPB8	-1.2484
PRDM14	-1.321
NUFIP2	-0.20675
MNAT1	-0.58425
ZDHHC2	1.67425
MBNL2	0.470375
ADD3	1.29125
CSNK2A1P	-0.235
KLK6	2.022
TMEM111	-0.5437
KIAA1279	-0.269
NUBP2	-1.01016666666667
RAB42	-2.97525
ID3	-0.7199
TM9SF1	-0.76525
MDP-1	-1.049
POU4F2	0.795
IQCK	-0.25475
C16orf14	0.67275
CAPN3	0.894625
FAM43B	-1.0755
RECQL	-0.53375
AP1G1	-0.152285714285714
CTNNBL1	-0.366166666666667
ECHDC1	1.35366666666667
SMARCC1	-0.2677
FOXQ1	1.514625
GNAI3	0.678666666666667
POLG2	-1.41
CD4	0.4005
ITLN1	4.556
EBI2	1.49425
IRF1	0.974
PTPRE	2.4788
PTK2B	-0.26925
NXNL2	-0.7125
SOX4	1.2355
TSPAN3	1.36216666666667
SH2D1A	-2.78466666666667
C8orf58	-1.79216666666667
USP20	-1.63825
DUSP22	-0.56325
CALB1	-1.33933333333333
L3MBTL2	0.112833333333333
MCRS1	0.127
TMEM118	-1.28233333333333
C18orf8	0.761166666666667
FLJ10241	-0.401875
GJA12	1.4175
PKD1	-0.932333333333333
ZFP3	0.174
JAM3	-2.637125
LAPTM4A	1.0775
DIRC2	0.66725
KIAA2022	-1.5912
MYOM1	0.4955
TRPM8	-0.694666666666667
MOP-1	1.09025
PHKG2	-0.951625
ZNF650	0.67675
KIAA1522	0.3445
PSG8	-1.041
DDX19B	-0.57
MOBKL1B	1.314
DIAPH2	1.518
PTPN12	0.28075
CLN8	-0.192
CRYZL1	-0.3085
CRY2	-0.492916666666667
FCGR2B	0.848
PNPLA4	0.47675
ZNF454	-0.163
DKFZp434B1231	0.08275
CLDN11	0.384
RFWD2	0.743166666666667
CIB2	0.0245
MXRA8	-0.265625
HRK	-1.446625
MAML2	-0.00374999999999999
C4orf31	0.1215
C6orf192	0.43725
COG6	0.824875
FAM5B	-0.052
NFATC1	-1.8915
SEPT10	0.702
SCYL1	-1.0577
RPP40	0.29
SCOC	0.5334
KIAA1450	1.56775
CTDSPL2	-0.5495
TBX5	0.269833333333333
NAPG	1.160375
RHD	-4.21
C14orf45	-1.66433333333333
ZBTB22	0.088
PLCG1	-1.108
ANKRD10	0.163875
AQP7P2	-0.629
TAGLN2	-0.349833333333333
HTR2C	-1.1832
SLC16A7	-2.1635
C17orf83	-0.391
TSGA14	-0.465916666666667
MDH1	0.224
PPP3R2	0.1005
DCBLD2	-1.77757142857143
RBM33	-0.80325
DPH3	-0.26275
SYT10	-0.800333333333333
FMO4	1.276
THYN1	-0.18025
DRD5	0.543
OTOR	-0.11075
PGRMC2	-0.434444444444444
KATNAL1	-2.78475
PAQR6	-2.986
UBE2I	-0.20325
C14orf28	-0.192
C8orf70	-0.96675
FLYWCH1	-1.047375
ANGPTL3	-0.08675
GLRX2	0.199666666666667
ATP11A	0.291928571428571
ARL5B	1.402625
MUC16	-1.7155
SLC25A5	1.14585714285714
ACRC	0.29825
MYO1C	-0.522875
FAM89B	0.0195
FAS	1.115875
KIFAP3	-0.185
GLRA2	1.0695
BTN3A2	-0.0754
CNKSR3	0.170875
CSTF3	-0.891666666666667
ARPM1	1.2175
KIAA1530	0.1545
C9orf150	2.892
PRKCI	0.03025
tcag7.1015	-0.821
SOD3	2.099
ZNF574	0.07675
CYP21A2	-0.589
RPL12	0.9095
COMMD2	-1.02625
WIZ	-0.33175
LOC344405	-0.861
ALDH4A1	0.517588235294118
CRYAB	0.374
COPA	-0.1882
PCDHGA7	0.206833333333333
KIF11	-0.70225
RASD2	-0.278
SLC26A3	3.962
ZNF175	-4.187
JAKMIP2	-2.0805
C8orf4	2.17766666666667
PTHLH	-1.10325
SLC40A1	3.47816666666667
OR7D4	0.707166666666667
PCDHB17	-0.0965
CD36	0.274846153846154
C6orf203	1.9435
PRKG2	-0.2935
LOC400566	1.836
ANAPC13	0.0615
SLCO3A1	-1.22975
ZNF692	-1.862
FANCL	-0.936
SH3GLB1	1.27025
C12orf61	-0.52
KBTBD6	-0.467
SUPT5H	-0.3665
XRCC6	-0.568
HUS1B	-0.6869
FAM133B	-0.344714285714286
LOC728276	0.6525
KCTD18	1.26325
SOS2	0.993166666666667
CCDC99	-1.31
C1QTNF5	1.9055
NNAT	0.0993333333333333
USP16	0.328
LARS	-0.416
ZBTB2	0.639875
ABO	0.565833333333333
TRAF3	0.89525
GALNT5	1.8005
NAP5	-0.04375
ALG14	1.37166666666667
KIAA0515	-0.8035
WDR75	-0.0045
TEX261	-0.482
LY86	-0.60775
LOC389072	0.051
FLJ13611	0.443
MRGPRX2	0.147
SNRPA	-0.783375
OR2G2	-0.04
GPRASP2	0.299
C7orf42	0.7974
C9orf163	-0.1325
CYP11B2	-0.0810000000000001
FCRL3	0.1076
PRDX1	-0.9495
FGB	-5.7825
COX17	0.809833333333333
C16orf33	-1.069
PIWIL1	1.6505
FOLR1	-1.7605
KIAA0082	-0.6135
FREQ	-0.789
TMCC2	-2.21483333333333
TCF12	0.0556666666666667
ZNF721	0.9655
FAM130A2	-0.3015
POU4F1	-0.875
SNRPF	0.092625
SGIP1	0.259666666666667
ZNF641	1.24183333333333
EMG1	0.441875
PRRG4	1.875
HIRA	-0.565
MYNN	0.225833333333333
AEBP2	0.0744166666666667
TBXA2R	-0.382
ISL2	-1.08133333333333
PCDHB11	-0.8125
RNF144A	-0.18375
MARCH5	0.4435
DULLARD	-0.815833333333333
DCLRE1B	-0.588833333333333
ITGA8	-0.5025
TP73	-0.0965714285714286
PRKCD	0.53625
NDUFB4	0.21675
ATP13A4	0.55375
ANTXR2	1.12783333333333
COL4A3	-0.537833333333333
MYO10	0.0934
SLC6A18	0.38825
PEX1	0.17375
TMEM74	-1.11283333333333
RBM19	0.262
TAPBP	0.11145
RUNX1	-0.6895
MID1	0.96925
GPR64	-2.894
RASEF	2.06325
GABRG1	0.325142857142857
MYO16	-0.67075
DBF4	-1.03416666666667
TSHZ2	-0.148
RIPK2	0.202875
PPTC7	0.492666666666667
KIF4B	-0.326
LRRC31	3.3895
ZNF540	-0.65575
EFNB3	-0.391833333333333
LOH12CR1	1.654375
STON2	0.0575
GLP1R	0.4675
CSTF2T	0.68575
IREB2	-0.412375
GRSF1	0.017
PDCD7	-0.842666666666667
LRRC43	0.8535
CNR1	-0.751833333333333
IL1F7	1.998
C12orf64	0.70275
FAM69B	-3.2825
NR2E1	-2.002
MS4A6A	1.084
FTL	-0.5018
C7orf36	0.86075
PCLO	-0.3729
DYRK2	1.84416666666667
ARIH2	-0.5235
SAMD7	-0.0595
SCNN1D	-0.725
SLC32A1	-0.791625
C22orf25	-0.756
MRPS18A	0.8682
GPR112	0.471
EARS2	-0.4715
ERN2	2.8195
ATPBD3	-0.00466666666666667
PRH2	0.0495
CDKN2D	-0.380666666666667
PGLYRP2	-1.121
TRIM40	0.62225
SEC14L3	0.265333333333333
SLC22A1	0.23075
BTN2A3	0.037
RASA4	-0.27
CCNL2	-0.87
MYBPC3	0.733
GJA4	1.15525
CDC42SE1	0.21075
TRPV2	-2.34275
MYPN	-2.0105
SIM1	0.448
CDADC1	0.364333333333333
ZFHX4	-2.7125
NIBP	0.0181666666666667
ADAMTS19	-1.00966666666667
ABTB2	0.09125
TSPYL2	-0.854714285714286
EIF2S3	0.9033
SOX30	0.1335
AP2A1	-0.375166666666667
DKFZP564O0523	-0.283166666666667
LOC285398	-0.061
CDH18	-4.7875
CHL1	0.83075
GATS	-0.7448
TBC1D2B	0.161333333333333
OR1J1	0.2155
GSN	0.287166666666667
DPCR1	-0.016625
GARNL4	-0.0366666666666667
SMARCA5	-0.0555
PLEKHG3	1.49016666666667
ZBTB45	0.249
FRMD6	-2.95166666666667
PLS1	3.84483333333333
DGKZ	0.216166666666667
EFNA1	1.1072
WDR85	-0.55675
ANK2	-0.8
PAGE4	-0.7105
SENP6	1.13283333333333
AKR7A2	-1.103
FKBP10	-1.002
VEGFC	-5.01483333333333
LARP1	-0.2948125
SRBD1	1.10075
ITGB6	3.63475
SLC1A2	-1.651
INVS	0.379166666666667
MPO	1.27525
MOBKL3	0.3552
CUTL2	-1.90875
KLK2	0.0239166666666667
VIM	-4.186
REG1B	3.578
PCDHGC4	0.4425
C3orf34	-2.07683333333333
SUMO3	-0.576
CST9L	-0.32125
MLL4	-0.6815
SPR	1.45516666666667
SAMD9L	-0.37
ABCE1	-0.127
SUPT3H	0.636166666666667
ACTBL1	-1.3875
ADAMTS4	-0.0653333333333333
SLIT3	0.8055
RHEBL1	-0.47475
NPM2	1.007
MAN1C1	-1.417
KIAA1856	0.577583333333333
HSPA6	-0.1355
LOC388152	-0.982
C10orf140	-2.9135
ZDHHC12	-0.35
LIN7A	1.1215
PHC2	0.0731666666666667
SPHK1	-3.2445
TRIM26	0.361875
FAM83E	2.23
C18orf24	-0.106166666666667
ZNF578	0.149
ORAI1	0.20175
RUVBL1	-0.8215
C7orf20	-0.722833333333333
APAF1	1.8455
SLC36A4	-2.31833333333333
MYH11	4.8335
NEK1	-0.6712
MPP2	-1.70225
C12orf24	-3.94525
TNK2	-0.0158125
ZNF289	-1.079
MATN3	-3.45616666666667
IFNGR2	1.4435
ITPR1	-2.164625
EBF3	1.04944444444444
TBC1D20	0.4637
OR10P1	0.32025
DDAH2	0.74575
SHPRH	-0.4935
STX7	0.8675
LOC554248	-2.3195
BCAR1	-0.64025
ATXN3	0.659583333333333
TRIM27	-0.3525
CDC42EP2	1.1095
CHP	0.7045
SOX17	0.75675
ZNF259	0.193333333333333
CHCHD1	0.543875
ZDHHC19	0.3985
GBP2	2.103
GARNL3	0.116375
MRC2	-1.6605
C1orf52	-0.67225
AOF2	-0.4465
LRPPRC	0.9053
ACVR1C	2.51733333333333
TM4SF18	0.969
TMEM169	-0.590833333333333
PPP1R16A	0.24375
EBF1	-1.3404
RRS1	-0.011
SNX2	0.00975
OR2T2	0.7285
RBX1	-0.45125
ANKRD54	-0.551666666666667
TSNAX	-0.401166666666667
TMEM83	-1.9835
ZBTB7A	0.371
ATM	-0.8415
LOC338328	0.212666666666667
TIE1	-0.315666666666667
HIST1H3G	-0.703
PASD1	-4.60183333333333
TINAG	4.93675
PCDHAC2	-0.15
LRRC15	-2.0745
WBSCR17	-1.25225
TFF2	1.605
PARP2	-1.18325
NDFIP2	1.746625
PCDHGB2	0.5865
WDR60	-0.57925
MAP7D2	0.9467
USP45	-0.31825
GSDML	2.56725
TNS1	-0.7523
PLCD4	-1.928
IQCD	-0.469166666666667
SMPX	-2.17075
CD9	1.57933333333333
SRGN	-0.146125
CASP7	2.248375
INOC1	0.122
DKFZp451M2119	0.434375
VMAC	-0.4285
USP53	1.3195
CAMK1G	-0.586875
TMEM106A	-0.964333333333333
CDC20	-0.5846
ACSL5	3.90333333333333
CBWD5	-0.4265
C1orf87	-0.037
KIAA1274	2.91375
PRUNE2	1.26728571428571
LYPLA2	-0.411333333333333
DOK6	-2.99283333333333
GPR149	-0.06375
FAM30A	2.8625
TMEM129	0.0125
SLC35B3	0.898
ACPP	-0.0287
LOC200261	0.755
SLC4A7	-0.5146
CCDC40	-1.30675
GART	-0.60975
THOP1	-1.29825
SCARB1	-0.608125
CACNA1F	0.1585
TRIAP1	0.4045
SYT14L	0.243
SFRS8	-0.7505
PBOV1	-0.06525
GOLSYN	2.21475
GJB7	-1.159
CAMK2N1	0.568166666666667
GREM1	2.2945
FLJ20433	0.53825
QPCT	0.495125
PRKAG2	1.73933333333333
H2AFX	-1.034125
C6orf154	-1.81775
PLOD3	-0.81
ZBTB39	0.1265
WASF3	-2.70116666666667
DRG1	-0.52225
PRR4	-2.1425
SPCS1	-0.7325
KDELR3	-0.0786666666666667
SRP19	-0.1965
GABRA6	0.52775
MFSD1	-0.09675
MMEL1	2.67375
PDXDC2	0.0661
BUB1	-0.802888888888889
RNF138	-0.272875
MYLPF	-0.5345
AIF1	-0.772833333333333
DYNLRB1	0.3703
HCN3	-0.997833333333333
HIST1H2AI	0.35175
MAP4K5	-0.372333333333333
LASP1	0.526625
LOC130951	-0.506
PLAA	0.662125
KRT6A	0.7995
C6orf117	1.517875
ARHGAP23	-0.65
PTF1A	0.3695
GPHA2	-0.0925
LCE3B	0.4085
MCL1	0.343785714285714
EHBP1	-0.545833333333333
PRNP	-1.5333125
ZSCAN1	0.377
C1orf113	0.853333333333333
FOXA3	2.132
NEB	1.3595
ASGR1	-4.61533333333333
CTGF	-0.480166666666667
RAB17	0.311833333333333
MST101	-0.39325
JARID1B	-0.55
USP37	-0.5672
PTBP1	-0.439833333333333
PTPN7	-0.828666666666667
CDC7	-2.34866666666667
SNX7	1.51775
ZNF335	-0.37875
CPT2	0.33075
HEATR1	-0.69025
HSPC152	-0.26475
C5orf40	0.494666666666667
PSME1	0.00649999999999999
STAG3	-1.4095
TMEM154	2.8425
KLHL32	0.986166666666667
TSGA10IP	-1.8335
SUV420H2	-1.345
SF1	-0.5408
2'-PDE	0.6243125
PNLIPRP2	5.667
TRSPAP1	0.122916666666667
NUP210	-0.752666666666667
ANP32C	-0.119
RAB11B	-0.6525
ASB15	0.4115
ITGB3BP	-1.842
UBASH3A	-1.10925
YWHAB	0.64525
TPRX1	0.029
LY6G5C	-0.254375
SLC7A2	-3.29925
CLK1	0.1406
HSD3B7	-0.326166666666667
VDR	3.9925
C16orf74	-2.75625
ACE	0.329666666666667
PSMA2	-0.769333333333333
CCDC131	-0.398625
ZNF213	-0.543166666666667
EML2	0.644
ALS2CR13	1.333
GLYATL1	3.248
DSPP	-0.2015
DHFRL1	-0.40025
C10orf30	1.463
SH3RF2	2.79616666666667
LOC197322	0.4315
DLL3	-1.3905
TIGD7	-2.588
GFRA3	0.1645
CPA1	-0.0656
RTN4	-0.327166666666667
PPT2	-1.64383333333333
FASLG	2.07433333333333
FOXP4	0.658375
RPL26	0.6799
GNL3L	-0.467833333333333
FMR1NB	0.244666666666667
CD163	5.4145
SGPP2	4.1995
GIMAP2	2.027
CD37	-0.968
DPT	1.00466666666667
NBLA00301	-0.21775
RGS5	1.09983333333333
C9orf4	0.239
ACTL8	-0.278833333333333
PRKAR2B	-1.973375
OPLAH	0.824
C20orf134	2.45625
SPACA5	-0.376
TBL1X	-0.044
TSPYL3	-0.4995
CHCHD3	-0.48825
CRKRS	0.328
GPR65	2.4545
DFFA	-0.429625
FUT1	1.5295
C6orf204	-2.31266666666667
TMEM51	1.0025
ZNF580	-1.17275
CMTM2	0.17425
C20orf200	-0.00749999999999999
EZH1	-0.717
FDX1L	-0.6855
MRPL32	-0.00199999999999999
PCAF	-0.6229
ALOX15B	0.139666666666667
CD59	0.0162083333333333
CDK9	-0.406
ERP29	0.858666666666667
TTR	-3.0755
BCMO1	1.236
DDIT4	0.1032
PTGDS	2.79625
C3orf63	-0.1285
BST2	-0.126125
CYP1A2	-0.316
C5orf25	0.5845
STX1A	-0.774235294117647
OR2A12	0.3315
SH3BP5L	-0.39925
SERINC5	1.33825
USP6	-0.8885
MRPL3	0.0236666666666667
POMP	0.918125
INPP4B	1.02175
GMPPB	0.0685
EAPP	0.26425
AHSA1	-0.79075
ABCA11	-0.0645
SLC5A6	0.204166666666667
HIVEP2	0.8995
SUMO2	-0.21325
KIAA1822L	-0.749
C11orf67	0.89625
TXK	0.02825
PHCA	-0.350125
ICAM4	-2.248
FPGS	0.438833333333333
SNRPA1	-0.74325
KCNJ4	-0.2365
KIF6	-0.7918
HIST1H2BG	-2.27533333333333
SLC5A5	-0.11125
ZNF354B	-0.0278333333333333
IL12RB2	-0.00025
C11orf76	0.276166666666667
GAL3ST2	0.5515
AIFM2	0.671125
SYNC1	-1.498625
UBL3	-0.25025
PIK3CG	-1.3628
NLN	0.2576
BCORL1	0.1935
CD5L	0.41525
ZNF238	1.06433333333333
KIAA1394	-1.02925
C16orf55	-0.3839
CYP3A7	2.8285
KRTAP3-1	-1.567
TFDP1	-0.3335
MND1	-0.72525
NODAL	-0.0685
GTPBP4	-0.64475
TUBGCP2	0.1055
SLITRK5	-2.29525
CIC	-0.6085
CD79A	0.333333333333333
SAMD14	0.00116666666666667
TNPO3	-1.3835
OR10G3	0.2595
OR10G8	0.4195
CCDC111	-0.2965
HOXC9	-4.02875
DCUN1D1	0.456916666666667
CYB5R1	-0.1065
TSR2	0.0395
DAB2IP	0.747
SLC6A5	-0.125
RAB3D	0.45175
DCUN1D4	-0.6475
ERBB3	1.05008333333333
SDC1	1.648
ATP6V1H	-0.166666666666667
SYK	3.045
ST20	-0.56475
C13orf30	-0.6205
WDR40A	0.491
ADMR	0.4135
LOC388335	1.97525
ACSM1	-0.485
TDG	0.11775
FLJ11235	-0.17225
MRPS5	0.2455
AGPAT2	1.33883333333333
SLC12A1	0.712571428571429
CYP27A1	-1.3385
THAP7	-1.5115
XPO1	-0.109666666666667
ALMS1L	0.291
C1orf2	-1.564125
ZNF777	-0.216166666666667
CAMK2A	-0.130666666666667
SMC1B	-0.35925
IHPK2	-0.386066666666667
LEMD1	1.42025
NKD2	-0.2043
CLU	-1.67392857142857
ARMETL1	-0.6325
PABPC4	-0.9085
CXCL12	-0.8515
TFAP2C	-3.075
TTTY8	0.553
ABCB10	-0.438
ENDOD1	1.07166666666667
IDI1	-1.083
KCTD6	0.3565
CCDC105	0.2635
ULBP2	0.519
ZDHHC5	0.4155
WNT8A	-0.00725000000000001
COMMD10	0.169
KLHL12	0.123125
GPR50	0.247
NR5A2	0.50175
OXGR1	5.75466666666667
EHD3	-1.56425
CAPRIN2	-0.495
KLRC3	-4.3885
SF3B1	-0.166571428571429
IPO7	0.87375
ALDH1A1	0.6045
ANKRD5	1.015625
TSNARE1	0.43
DDEFL1	-1.058
RNASEL	0.7995
DNAH9	0.6995
HELLS	-1.36775
TNS4	4.0395
NAV1	-1.3909
KIAA1409	-0.272
C20orf26	0.542833333333333
TUBG1	-1.70525
IRX2	0.44125
CNGA4	-0.0665
MGC50559	0.433333333333333
OR4K17	0.201333333333333
TM2D2	-0.0291666666666667
FAM32A	-0.4785
TXNDC14	-0.167
CCBL1	-2.384
ANK1	-2.7048
PRSS23	-1.641875
PPM1L	-0.6805
SPATA20	-0.54675
APCS	-0.08825
C14orf122	-0.639166666666667
PSMB5	-0.0155
C6orf10	-0.1262
SETDB2	1.0335
SPNS3	1.07625
SGMS2	1.323
MXD3	-1.02933333333333
MON2	-0.4504
CARTPT	0.5995
HNF4A	0.908166666666667
RABEP1	-0.11775
TNFRSF10B	0.93275
USH1G	-0.0745
PPAP2B	-2.20766666666667
TMEM16K	-0.66675
CTDSP1	0.274833333333333
CDK5R1	-0.247
GABRR1	-0.9435
OPN1LW	0.8
FAM98C	0.793875
DBN1	-0.77125
ACAD10	-0.652833333333333
QTRTD1	-0.15625
WNK3	-1.158
RPS19	0.42875
C1QB	2.196875
OTUD5	-0.50225
SLC41A2	1.79266666666667
TMEM22	-3.333
KHSRP	-0.337583333333333
TNFRSF11A	1.038
FBL	-0.791833333333333
IBTK	0.761666666666667
OXER1	0.135
CBLN4	-0.2515
GPR172B	0.724833333333333
CFTR	6.5715
VSX1	1.0335
CAMK1D	0.678
LOXL3	-3.1165
RTP4	2.201
SLFNL1	-0.0545
KIAA0828	1.7155
PAR5	0.87
LOC723972	-0.18275
GDI2	0.906375
CEBPA	1.2349
MLF2	-1.07533333333333
AFMID	-0.39475
ALOX12B	-0.44125
BPHL	-0.194375
COX5B	0.959
S100A10	0.9378
THOC6	0.000499999999999994
NHN1	-0.77675
RRP12	-0.360333333333333
ARID3B	-1.71325
CD3G	-1.794
KIAA0133	-0.00775
NAT11	-1.8865
PPAT	-1.88783333333333
SIRT3	-0.2877
TCERG1L	-1.52725
NIPA1	-0.2239
DPP8	-0.7807
IL7R	0.584833333333333
ZFP64	0.61425
DMAP1	-1.0826
TRMT12	-0.29275
TLR4	3.9381
WFIKKN2	0.00274999999999997
RAB12	-1.37383333333333
DDX51	-0.1955
KIAA1086	-2.1315
ZNF295	-0.0296666666666667
ACVR2B	-1.86992857142857
LOC494150	0.1725
ZNF517	-0.27
DNASE1L2	-1.62333333333333
SUFU	-0.172666666666667
LOC283677	-0.0185
LMO3	-0.302333333333333
PPP2R5D	-0.264666666666667
ZNF587	0.4321
HIST4H4	-0.044
CYP2C8	-0.01125
C1orf80	-0.1685
DOCK5	0.912
C9orf24	1.09825
OR5AR1	-0.304
C11orf24	-0.22575
UNQ1940	-0.49825
CAP2	-3.64916666666667
TIMM44	-0.71325
DSEL	-2.4238
ROM1	-0.73275
FBXO4	0.249625
MYLC2PL	-1.291
MLH3	0.0173
NOX1	6.9505
DPEP2	0.043
DNAJB5	-1.7715
RLTPR	0.268
MBIP	-0.266333333333333
COPB1	-0.567166666666667
SFTPA1B	0.185
C10orf4	-0.0444000000000001
PRELID1	-0.49475
NOLA1	0.02675
C19orf24	0.137
TLR9	-1.2495
HLA-DMA	2.26583333333333
HCRP1	-0.5295
GPR137	-0.695666666666667
ITGA11	-1.87483333333333
PHF13	-0.965833333333333
MARK4	-0.216166666666667
METTL4	0.65875
MBD3	-0.9553
LOC134145	0.901125
FGF3	0.29725
SLC35A3	1.465875
CLEC16A	-0.60475
AMOTL1	-2.92033333333333
FLJ31438	-0.23775
PAICS	-0.547875
TOMM40L	0.292666666666667
MMD	0.0505
KLK10	2.83
NIT2	0.326666666666667
SERPINB10	0.24425
KLF15	-0.8729
CCDC5	-0.47
WSB2	1.4955
ME3	2.009125
CACYBP	-0.69625
TCTN2	0.178
JAK1	0.984125
C2orf25	0.371
GPD2	1.5375
FBXL11	-0.0481666666666667
CDV3	0.566666666666667
GALNT11	-0.509375
NDUFA12L	0.1571
FLOT1	-1.91828571428571
TOR1AIP2	0.55625
MMP25	0.23775
C1orf164	-0.0679
CHST5	2.4535
LYRM4	-0.27055
GPER	-4.7805
HIPK2	0.854833333333333
DAP	-0.8
ZMIZ1	-0.432666666666667
DDX58	0.623625
DCC1	-0.95875
AKT1	-1.096125
ENPP6	-0.137666666666667
ERVWE1	-0.420833333333333
CDC34	-0.30725
RNF125	-0.6285
CASC1	-0.67825
SHROOM2	-0.534
RRM2B	-0.263166666666667
COL6A3	0.4235
TMEFF1	-2.46225
PLEKHA4	-0.9707
LYSMD1	0.115166666666667
SEPT1	-1.10016666666667
AOF1	1.5255
GNPAT	-0.386
WDR18	-0.30075
HSD17B12	1.485
HIST1H2BM	-1.88083333333333
INDOL1	0.118666666666667
SUDS3	1.115
C1orf192	0.3815
CYP2B6	0.10225
TBC1D2	2.24633333333333
SLC25A12	-0.157625
ERCC6L	-0.206166666666667
MGC10814	-0.654166666666667
POLR2C	-0.441833333333333
ZNF77	-0.8635
EIF3K	0.0872
HPX	-0.60475
ANKRD27	0.1135
MALAT1	-0.1581875
PLB1	0.867
HRNBP3	-0.64725
CPSF4	-0.9205
OR52N2	0.154
PIP5KL1	-1.1235
GH1	0.079
HPS5	-0.94125
SLFN5	-0.358375
POP5	-0.0495
OVOS2	-3.33833333333333
C20orf108	-0.211375
MARS	-0.54
CLRN3	8.8525
ARSE	3.477
PPIE	-0.347666666666667
PHACS	-1.33033333333333
GP5	0.611
IL8RB	1.10133333333333
FCRLA	-1.314625
ARRDC1	0.4278
KRTAP9-4	0.6465
ZNF613	0.4025
OR11A1	0.2825
TMEM132B	-2.1755
PGLS	0.5835
BSND	-1.9575
KCNK18	0.494
FOXD4	-0.2445
SV2C	2.62325
LCN2	7.1695
ZNF490	0.1843
C3orf15	-0.0101
CACNA2D4	-1.44016666666667
CBX5	0.109
MAGEB4	0.849
BOLA1	-0.693
PPP2R5E	-0.4765
COL5A1	-0.9305
ASB7	-0.493666666666667
SFT2D1	0.818875
DERL1	0.3098
RABL2A	0.630166666666667
MOAP1	-0.79125
KIAA1545	0.468
F3	2.3445
PLEKHM2	-1.265
CCDC89	-1.03333333333333
EFCAB1	0.898375
TMEM48	0.01125
SEPHS2	0.21525
PYGM	-0.68225
PRICKLE1	-1.81025
WNT5B	-1.76175
TAS2R38	1.0865
IMP5	-0.35975
KHDRBS1	0.1114
LARS2	0.173833333333333
C3orf28	-0.56825
FTCD	-3.2385
C10orf68	-0.236166666666667
DGAT2L3	0.019
PSEN1	0.471833333333333
MGC33657	0.188666666666667
PLA2G4B	1.0445
CDKN2A	-2.95883333333333
DLX1	-2.52725
TSHB	0.171
C18orf37	1.01675
MEX3C	0.325125
MAMDC2	-1.01025
PDIA4	0.2805
ATP5E	0.259
CASP2	-0.223857142857143
SERBP1	0.0745
ZNF341	-0.292333333333333
TESC	2.3495
TMEM31	-0.53375
OR51I2	0.3245
YTHDC1	0.303571428571429
JUN	0.416166666666667
AGMAT	1.87066666666667
PCNXL2	0.5465
ATAD5	-1.526875
STK38	1.297625
AZI1	-1.291375
RBP1	-0.9595
C4orf26	0.02
KIAA1026	-0.327125
TMEM101	-0.144
HSFX1	0.121
TREX1	-0.07525
C18orf10	-0.9846
TRIM15	3.704875
CA6	0.824714285714286
CEP57	-0.534125
AR	-2.13666666666667
SESN2	0.185833333333333
KIF3C	-1.27425
EPB41L5	0.5125
ARHGEF10	-0.895363636363636
POLR3D	-0.443375
INDO	0.9965
GABRA3	-0.7665
SCG5	-1.0145
E2F3	0.1973
TIGD5	-0.24275
FGD6	1.73725
KLHL3	0.878375
SCGB3A2	-1.4585
URP2	-0.962833333333333
ATP6V1B1	-0.9104
CALML6	-0.5315
LOC100049076	-2.5095
TMF1	-0.02325
LOC388503	0.04375
CDH5	1.302375
RPS6KC1	-0.647
DAAM1	0.1272
TNFRSF10D	0.2925
GSTT1	-3.0562
INPP5A	0.55275
TRAF3IP1	1.293
SMARCE1	-0.502357142857143
VRK1	-0.68175
TTC16	0.0945
AARS	-1.04733333333333
ARHGAP27	1.07766666666667
ZAK	0.726285714285714
ACSM2B	-1.96175
TRAP1	-0.632
MRPL53	0.611375
RNF44	0.39
NPTXR	-1.19
DPYSL3	-0.688666666666667
APP	2.4696
GLS2	1.18616666666667
MNX1	0.369666666666667
CMTM7	0.34525
OR10A7	0.5855
NYD-SP21	0.802833333333333
ORC5L	-0.32675
SLC16A10	0.057375
TMEM178	-0.3405
LOC441601	-3.2255
PTGIS	-1.724
KBTBD7	0.4675
C19orf41	0.078
CEACAM3	4.54625
KRT23	3.135
SERHL	-0.974
PNKD	0.2173125
