Hybridization REF	TCGA-AA-A02W-01A-01R-A00A-07
APBA2	-1.55883333333333
IGSF9	1.03975
WNT6	0.135142857142857
MYCBPAP	0.9095
ATP2B2	-0.2871
CPVL	-1.5089
TRAM2	-0.61875
NOP5/NOP58	0.49725
ZNRF4	0.1245
TLK1	-0.223125
MTMR12	0.795642857142857
ZNF384	-0.0618333333333333
FAM9B	-2.97475
RPN1	0.5135
PMVK	-0.76725
EIF3D	0.0108
SIX2	-1.17325
HPS1	0.172142857142857
RNF7	0.1485
PSKH2	0.113
KCTD13	-0.0821666666666667
CSMD3	-0.1026
FBF1	-0.0755
IL8	-1.563625
SERPINB13	0.0291666666666667
FBXL20	0.94775
BLR1	0.153
SH2B1	-0.619
RFNG	-0.175625
RAB20	1.19933333333333
RBM7	-0.172
POLR1A	0.0568333333333333
TMPRSS4	4.13175
TAF9	-0.904625
TERF2	-0.208666666666667
TNFRSF1A	-0.5035
ACADVL	-0.584833333333333
GTF2H5	0.4165
EDG8	-0.959666666666667
C9orf140	-0.251
UST6	0.58475
ZBTB8OS	-0.793
ZNF710	0.43
GPR174	-0.726
ATP6V0A2	0.21775
KIAA0319L	0.31625
XKRX	4.311
DOPEY2	1.1944
SDHD	0.0205
SUMF1	2.019
OSM	1.64325
OPN3	-1.4255
DAGLB	-0.324333333333333
PPFIBP1	-0.4564
TRIM63	-5.1085
C10orf53	-0.2925
LYPD3	-2.76566666666667
BCL7A	0.355625
AGER	-0.793666666666667
TCF19	-1.44425
SAT2	-0.1695
PFTK1	-2.342
GABRE	0.101375
C15orf38	0.1944
FIS1	-0.035
KCNV2	0.03075
CLPS	0.49025
PPCDC	-1.113875
FOXN2	0.243333333333333
NT5E	-1.0818
CD83	0.296
IL18	0.564
VPS16	0.0785
IGFBP2	0.5985
NOTCH2	-0.96925
SIGLEC1	0.72725
CD93	2.8465
SULF2	-1.38025
CEP164	0.246125
P53AIP1	0.0851666666666667
TOR2A	0.128166666666667
ZNF136	0.0385
MGP	0.3644
CCDC144A	0.999666666666667
TRPC1	-1.84933333333333
SMS	-0.541
MAPK7	-0.618833333333333
RRAGC	-0.3575
PARD6A	-0.105166666666667
NUB1	1.01266666666667
SYNGR4	0.27275
OR11H12	0.1855
WIF1	3.3435
GCH1	0.78775
OR11H4	0.1635
SLC44A5	0.7775
GPRIN2	2.50866666666667
LOC401431	-1.12125
CPA4	-2.971
MELK	-0.853111111111111
IL15RA	0.22225
CUL3	0.92425
HMBOX1	-0.3525
PODXL	-1.6
CCT6B	-0.616833333333333
COMTD1	0.575
MUC20	4.00383333333333
GPX2	4.714375
ITK	-1.5635
FBXL5	-0.116
C13orf27	-0.93775
DEFA5	1.663
TRHDE	-2.2905
MTP18	-0.565333333333333
UQCRQ	-0.0717
ITGB2	0.02525
CSRP2BP	0.9165
TAS2R44	0.4035
PHPT1	-0.093375
FAM44C	-0.45725
ERH	0.41325
MPHOSPH1	-0.6835
MORC1	-0.411
PARVB	0.23325
LAMA1	-2.66816666666667
PGBD3	-0.28625
GIMAP6	2.52025
AREG	1.936
LIPT1	0.244
MGC99813	-0.0865
C1orf201	-0.0173333333333333
GRIN2A	-0.4763
MAN2C1	-0.4585
NSUN5	-0.03075
SF3B5	-0.06575
MYC	1.26275
NRXN1	-0.883416666666667
ZNF18	0.58825
SPDYA	-0.216375
SLC37A1	0.8795
DECR2	0.96625
ANKRD38	-1.337875
SPTLC3	-1.65416666666667
SUPT16H	-0.052875
DTWD2	-0.6895
ULBP1	-0.1795
ZADH1	-0.499666666666667
OIP5	-1.5685
IL10RB	0.0993333333333333
OTUB2	1.124625
VWA3A	0.0485
SPIC	0.256333333333333
OR6C4	0.2375
PSCD4	0.128333333333333
DPY19L2P2	-0.817
TRAPPC6A	0.726333333333333
C21orf2	-0.642333333333333
CEMP1	-0.7135
LIN7B	0.277
E2F7	-1.42533333333333
VCP	-0.186375
LAMA3	1.34308333333333
BGN	0.12875
GPR160	3.01883333333333
COCH	-1.48016666666667
GPR81	1.99166666666667
APOBEC3F	-1.35325
tcag7.1017	-0.363
C1orf32	0.3715
SCGB1D2	-0.65275
FLJ43987	-0.3385
C6orf170	0.39625
KLK9	0.122
GPD1L	0.373125
VPS37B	1.09325
ATG3	-0.145333333333333
ADAMTS17	-0.5265
KLHDC2	0.434166666666667
NDUFV2	-1.066
BLK	-2.478
MATN4	-0.38
GPM6A	0.360875
GBP4	2.67333333333333
TMEM162	-0.134666666666667
PKP2	1.885
HRASLS	-3.78744444444444
MMP1	-0.55525
SFXN3	-0.2676
FSD1	-1.734
ST6GALNAC3	-1.6565
CA12	0.6258
NCOA6	1.16325
C19orf58	-0.9302
PPP4R1	-0.431333333333333
MAN1A2	-0.1255
IKBKAP	-1.513
UPF1	-0.156333333333333
KIAA1219	0.92125
WNT16	-0.255333333333333
SNW1	0.053875
IL18RAP	1.394
RPP30	-0.490375
CDC40	0.112142857142857
SETD3	0.7605
SLAMF6	-0.1805
ELK4	-0.004
TRIM47	-0.271
ACOX3	0.414875
TRIM6	-2.018125
KIAA0372	-0.611833333333333
TP53AP1	0.980625
SMURF2	0.39775
ADAD1	0.0225
EBP	0.0535
KRTAP13-2	0.1435
FLJ36874	0.220333333333333
TOR1A	-0.267166666666667
P2RY4	0.5045
GPBP1	-0.573
TRPV1	0.125625
ADAMTS12	-1.01316666666667
PES1	-0.1276
ATG4A	-0.609
MAGEA10	-5.27425
WFS1	-0.28475
CC2D1B	-0.216333333333333
PABPN1	0.386125
SLC25A30	-0.492
SLCO1C1	-0.255666666666667
SLC22A5	0.53275
KIF23	-1.65266666666667
SYN2	-0.486
ASPN	5.00783333333333
CENTG2	0.713
QSOX2	-0.4776
FLJ10815	0.772333333333333
STK24	0.7575625
SPEG	0.4607
STK10	-0.601
DACT2	3.872
AAAS	-0.0095
SSX3	-0.927125
ABCD3	-0.2574
C4orf12	-0.944375
PARVG	-0.447666666666667
FIG4	0.11275
C9orf46	1.1565
TMCO6	0.186
IGHMBP2	-0.57075
DUS2L	-0.766666666666667
FAM3C	-1.6149375
TMEM16D	-1.871
DCTN4	0.3755
KCNH3	-0.352
EIF2AK2	0.993
AP1S3	0.0455
CST4	1.731
PAM	0.2110625
NUTF2	-0.58075
CITED2	-0.9419
SLC39A4	2.6135
C2orf52	-0.1565
GRM3	0.161
C12orf49	0.95225
CCDC49	0.2228
GRAMD1B	-1.010375
FNDC4	-1.067
SIAH2	-0.0115
GDPD4	0.424
C21orf87	0.114375
ATP5A1	-0.924666666666667
C16orf63	-0.132
LOC388135	-1.23233333333333
ATP5J2	-0.0935
MMP3	0.4365
EMID2	-0.0265
CRHR1	0.0675
WDR70	0.9445
C13orf31	1.17825
ZFAND1	1.00875
CCL18	3.99916666666667
C3orf49	0.1215
RINT1	-1.807
KIAA0408	0.0268333333333333
F13A1	2.0412
SLC10A1	0.109333333333333
OGN	-1.538
GIPC2	2.35216666666667
XPO6	-0.973
LCE1A	0.2505
FMR1	1.0348
LOC374920	0.28675
DUSP3	0.168375
ANKMY1	0.006
C7orf50	-0.5535
BBS9	-0.1572
UNC119B	0.2615
C9orf72	0.561
MGC35440	-0.89275
ENTPD6	1.69125
PPP1R2P9	0.546
ERCC4	-0.16825
FAHD2B	0.1625
HMHA1	-0.5
HACL1	-0.216
RAD23A	-0.6145
FAM83B	1.93475
PPP5C	-0.655833333333333
RNASEH2C	-0.17425
C9orf153	-0.03475
SCAMP4	0.292375
GHITM	-0.1837
NDUFB7	-0.150375
ADCYAP1	0.9525
SP110	0.55
MAP3K7IP2	0.04025
DHH	0.2115
AGRN	0.0492857142857143
WDR33	0.286166666666667
CEP290	-0.0501666666666667
PRPS1L1	-0.899666666666667
KLRA1	-0.331
GPR97	0.044
CHD7	1.56491666666667
TLR10	0.5395
SLC30A8	-0.6545
HIC1	0.414833333333333
IAPP	0.697
RXFP4	0.508
GP1BB	0.4695
SHQ1	0.3495
NKX2-3	0.825166666666667
API5	0.318
FTHP1	0.081
MOV10L1	-0.2615
TRIM6-TRIM34	1.55983333333333
ADHFE1	-1.3025
FAM117A	-0.2925
DDI1	0.182666666666667
CDON	-0.8645
TRIM73	-0.7425
IGKC	2.37
MMP14	0.186
DYNC1LI1	-0.392125
C11orf66	0.20525
TRBV3-1	-1.63325
FASTKD5	1.06
BIVM	-0.3455
LHX4	-0.99525
CXCL2	2.5132
RAB2B	0.137333333333333
IZUMO1	-0.22275
MAP3K15	-1.677625
FAM19A2	-0.322333333333333
ZC3H8	0.439166666666667
ZMAT1	-1.4495
SPINK5L3	-2.54125
SLC10A6	0.665
APPL2	0.836625
CARD10	0.255333333333333
LOC402176	0.78375
EEF1D	0.9573
RAB6A	0.42
C12orf5	-0.5715
PAPOLG	0.384
MSRB2	0.33625
BCR	0.104222222222222
PUS3	0.20725
TIAM2	-0.32625
ZNF317	0.369333333333333
CHD2	0.0752857142857143
FZD5	1.0835
NUDT8	-0.10525
ZNF763	0.4045
PRC1	-2.02688888888889
ABCB9	-0.0173333333333333
SPATA3	0.35075
TRAK2	-0.1505
STAB1	1.939875
LRRTM2	0.0281666666666667
psiTPTE22	0.66175
DBI	0.1645
SERPINA11	-3.037
NAT5	0.2555
C20orf58	-2.0075
RPS6KA4	0.438833333333333
FLJ90650	-0.353
TGFBRAP1	0.2925
CHRDL2	1.68125
FAHD2A	-0.205833333333333
CNTN1	-0.284
BBS4	-1.7404
TMEM181	0.63225
MINPP1	-0.1805
MPHOSPH6	-1.23875
HOXC10	-1.7645
ITPKB	-0.551125
CLPTM1L	0.519375
MEOX2	-1.26883333333333
ATP6V0C	0.142125
PRPF8	-0.619833333333333
TMC5	3.454
FKBP3	-0.33575
PLEKHB2	-0.521125
OR4D6	0.6305
ZNF544	-0.4905
D2HGDH	0.646875
RPL18A	0.0149
HEL308	-0.44925
MPP6	-1.50375
TCERG1	-0.75625
KRT16	-2.053
KLF17	-0.79025
KLF5	4.341375
CDR1	-0.34775
VCX3A	-4.5255
FBLN2	-0.839125
C14orf104	0.705
HBE1	-5.7091
OR4S2	0.31
C1orf108	-1.085
ROBO4	1.98316666666667
CPEB4	-1.693
C11orf80	-0.594
BCKDHA	-0.6415
MYOC	1.21725
GIF	3.4965
CKMT1A	2.604
RPL3	0.504
THBS1	1.342625
APOO	-0.0815
ARMCX1	-1.89425
HSZFP36	0.7675
SNAPC5	-0.2105
EIF4ENIF1	0.10975
ZNF433	-0.957
TNFRSF21	1.118875
TMPRSS7	-0.1135
SPATA18	-0.3497
HPDL	0.234
MKL2	0.161
TBX3	-0.440923076923077
C21orf93	0.4344
DAXX	0.16825
ELMO1	-0.41075
RGS13	0.7535
TAF11	-0.789
UNC13A	-1.8825
LOC653314	0.2589
ORC3L	0.43875
IMAA	0.876
TARBP2	-0.057
CABIN1	-0.2162
TRIOBP	-0.080875
HIST1H2AC	-0.1345
RGS22	-3.44966666666667
NCOA1	0.558
IL25	0.352
SNCG	-0.5895
GPR6	0.52
AMDHD1	-1.49733333333333
CHEK2	-0.3425
C6orf142	-0.48
DRD4	0.33725
C14orf68	-0.64625
GDF11	-0.032
SEMG2	0.491
CD247	-1.31875
CDAN1	-0.574
RBMX2	0.47
TGS1	0.912
OIT3	-0.5115
SYF2	0.0655
MCM4	0.176
PKHD1L1	-0.201142857142857
CEP192	-0.502666666666667
IFT88	0.9355
RPL9	0.241714285714286
RAB32	0.098
DDX43	-4.08375
P2RX2	0.0561666666666667
OR5D18	0.684
UBE1	0.2115
SLC24A1	0.223875
ARHGAP5	0.47875
CETP	-1.461
KIAA1731	-0.400333333333333
SLC9A4	0.551
PTPN6	0.906
BAHD1	0.0385
GRIK3	-0.1525
CACNB2	-0.3086
PDE10A	-1.3255
DGCR14	-0.6465
PCDHB9	-0.609833333333333
RHOQ	-0.194
MAP3K4	0.1395
KTI12	-0.0393333333333333
RPL23AP13	-0.59775
GNG11	-2.533
CLCN3	0.0915
GPAM	-0.7805
VSTM2A	-0.103
SLAMF7	1.53133333333333
INTS2	-0.22825
PPP2CA	-1.0184
LRP12	-1.26013333333333
SEC14L2	-0.0345555555555555
DKFZP586H2123	1.2205
MC3R	-0.2005
CIRH1A	-1.21483333333333
HIST1H2AB	-1.02733333333333
POLH	-0.55275
MGC16703	-1.93333333333333
SNAPC2	-0.511
FILIP1L	1.42325
RASGRP4	0.213
LRRC1	1.7485
GAS1	-2.296
PRAC	4.9445
DGKA	-0.493833333333333
NT5C3	-0.483
PEG3	-4.25758333333333
NADK	-0.822
PRR17	2.82325
LOC374569	2.9115
SGSH	-0.0318333333333333
NLRP8	-0.0365
GALT	0.0885
MCF2	-0.8055
ZNF263	0.30925
TACSTD1	3.98183333333333
TYR	-7.0677
ATP6AP2	0.20525
RNUXA	-0.6015
ABHD10	-0.249
GDPD2	0.03925
SLC35C1	1.21325
UBE2A	0.28325
HERC5	-1.6855
FAM112B	-5.6915
FBXL16	-0.41025
DKFZP434A0131	-0.056
ELA3A	-1.6435
RBM41	-0.139375
HAO2	0.0115
RNH1	-0.781
SHANK2	1.10583333333333
OSBP2	-0.820875
DAK	-0.337333333333333
C3orf58	-0.01925
TCL1B	-1.2055
KBTBD2	-0.0905
SUGT1L1	2.27775
UBE2E2	-2.49666666666667
MYL9	1.602625
CDC23	-1.1805
PBXIP1	0.7198
CXorf40B	-0.188
NBL1	1.23325
RTBDN	0.2695
RAB11FIP5	-0.575625
TTTY13	-0.1585
SCOTIN	-0.524666666666667
SOHLH1	-0.892833333333333
CDKN1A	-0.609142857142857
NCK1	-0.22825
ZNF550	-0.10075
SAPS3	0.30525
SPIN3	1.1435
MAGEE2	0.000750000000000001
MIS12	-0.6355
OR8H2	0.229
KIAA0774	-2.42683333333333
UNC5D	-1.002
CUL7	-0.339333333333333
LIPC	-4.32166666666667
DIO1	-2.3265
C20orf11	0.5148
CTRL	-0.201
HS3ST2	-0.503
PAK4	0.610833333333333
CCRL1	-0.03175
RNF10	0.35475
ZNF567	-0.2
ZNF660	0.602
TCEAL3	-1.868
MAGOH	-0.123666666666667
CENPB	0.187166666666667
C19orf7	0.375125
LOC388965	0.15425
ZCCHC13	0.494
JMJD1A	0.1547
HIST1H4H	-0.7325
TBRG1	0.0188
GPC3	-6.249625
TAF1C	-0.73625
EBNA1BP2	-0.925666666666667
CIAPIN1	-0.0155
PDGFRA	-0.336722222222222
CSTB	-0.238
CENPI	-0.8605
GTF2E2	-1.3255
RPP21	0.66625
CCNF	-1.007
KCNQ3	0.6945
FAM79A	1.246
SLC22A12	0.4355
NOVA1	-1.61516666666667
FZD3	0.1168
AKAP8	-0.5685
SOCS5	-0.345375
CFDP1	-0.84875
DLG5	-0.7185
PGM5	1.01883333333333
C1orf144	-0.176916666666667
HDAC10	-0.1275
RND2	-0.9065
C20orf199	-0.21325
RNMT	-0.72275
SLURP1	0.74725
ASTN1	-0.724875
SH3BGR	-0.0925
MYCL1	0.84275
ZHX1	0.53
CENPK	-1.97875
FOSB	0.5996
LOC643406	1.396375
C2orf59	-1.136125
TMEM135	-0.716
SLC27A2	0.9305
KRT33A	-0.5255
OVOL1	2.366125
PAMCI	-3.72283333333333
S100A7	-1.0015
ZNF789	-0.192
HARS2	0.02575
RPL23A	0.343833333333333
TCF23	0.04325
UPF3B	0.01525
C17orf78	0.2685
HLA-DOB	0.0855
C14orf142	-0.203
TEKT5	1.83183333333333
DMWD	0.082
POLD1	-1.30566666666667
GSCL	-0.0225
CALD1	-0.1165
SCRT1	0.371833333333333
AIG1	0.99075
UNC84B	-0.843
ZNF404	-1.19325
TMED6	0.81125
KIAA1462	-0.475
LRRC27	1.21916666666667
PYGO1	-0.8905
PIGU	0.596666666666667
ALAS2	-4.3895
WRNIP1	0.5665
CNNM3	0.706
ZNF2	0.27325
ST3GAL5	-1.60725
MRPL23	0.39625
TSSK6	-0.26475
PSMA6	-0.581
C16orf70	-0.6055
KIAA1602	-0.25125
ALMS1	0.142333333333333
DCN	-0.253625
TMEM132D	-0.4915
SUCLG2	0.70675
ABHD14A	-0.16075
DEXI	0.3315
AMPD2	-0.702333333333333
IFNAR2	0.283
CYB5A	1.0274
TLOC1	0.52805
NXF5	-0.500333333333333
NRBF2	-0.5895
KCTD3	-0.691
ITGAE	-0.670833333333333
SLC30A3	-1.77883333333333
ZRF1	-0.2445
IFRD2	0.366125
XAB1	0.06375
PYCR2	-0.931833333333333
SERPINB3	-4.0165
TMLHE	0.9796
GEFT	-0.639375
ABCA5	-0.585125
EMR4	0.486666666666667
TSFM	-0.24575
HIST3H2BB	-1.78525
ARHGEF19	0.95
TSPAN17	-0.09
ABCC8	0.46975
MAP1S	-0.0268333333333333
C22orf36	0.673
BNC2	-1.79735714285714
HIST1H4A	-0.68125
NDUFS3	-0.547833333333333
WDR3	-0.323166666666667
XKR4	-0.30575
TTC33	0.348357142857143
STMN2	3.632
CPN2	-0.543
HSPC105	0.556
PCOLCE2	-2.01525
C3orf55	0.83
KLHDC9	1.25666666666667
TBC1D23	0.221125
ATXN2L	-1.20733333333333
MAP2K3	0.448333333333333
SCAP	0.40525
ZNF486	0.361666666666667
C20orf96	1.42475
NARS	0.03275
ADAMTSL1	-1.25
PRCC	-0.222833333333333
CCDC126	-0.145916666666667
ZNF675	-0.596
CALCOCO1	0.97675
ANKRD43	2.90825
CWF19L2	0.055
ZBTB32	1.17283333333333
BRAF	-0.7855
ODF4	0.30275
MGC14376	-0.6725
HORMAD1	-2.579
AAK1	0.0321666666666667
PEBP1	0.12025
TNFSF5IP1	0.122666666666667
DKFZp564N2472	0.33075
RMND1	0.237
IGKV1-5	4.11875
COL1A2	0.451166666666667
SERPINA5	-5.392
AANAT	0.371
C19orf21	2.96016666666667
GEMIN5	0.2805
UBR4	-0.314
LTBP3	0.660166666666667
AMHR2	-2.218
PROCR	0.8265
MYBBP1A	0.3095
C20orf39	-1.0465
ZNF697	-0.432125
PASK	-0.3462
ZNF776	0.104833333333333
RFXDC2	-0.73625
KIAA0467	0.4885
C10orf96	-0.8395
ZNF503	0.90075
GULP1	-1.7105
KCNE4	-1.63866666666667
DKFZp434K191	-1.493
LOC196913	0.152
BHLHB4	0.6805
CH25H	2.05725
LOC81691	-1.09216666666667
ALPL	-0.430071428571428
COL12A1	0.70375
FOLR3	-1.04316666666667
GPR123	0.119
TRIM62	-0.342785714285714
ABLIM1	0.776666666666667
MAST3	-0.2985
RHBDD1	0.4465
LOC338809	0.1625
RYBP	0.11575
TTC26	-0.53025
ZNF22	0.0731666666666667
ISCA2	0.03475
RDM1	-0.78975
PIGM	0.147
GNB3	-1.051
ACTR2	0.1144
HMGB1	0.61105
EDG1	0.803666666666667
SOAT2	-3.61075
OR10AD1	0.2975
RAP1GDS1	-0.1605
LCE1F	0.1775
ESM1	-1.290375
RCN3	0.8875
CREBL1	-0.13575
DBNL	-0.581
PTGER3	0.4365
USP30	0.495166666666667
BCL2L12	-0.443666666666667
KIF26B	1.27275
ZNF416	0.44825
ZNF225	-0.3535
C17orf70	-0.40225
ZNF554	0.182
RAE1	-0.1505
TNIK	1.324
ACTN3	0.297
MGC45922	0.502
CCNA1	-1.79783333333333
RYK	0.855333333333333
IL26	0.0965
LRP3	0.489166666666667
QARS	0.15875
SOX7	0.0551428571428572
BID	0.382375
OR2S2	0.046
CXCL14	5.8855
C11orf47	0.1025
MGC29891	-0.238166666666667
HSPB8	-0.8534
PRDM14	-1.599
NUFIP2	0.35275
MNAT1	-0.476125
ZDHHC2	0.132
MBNL2	0.505375
ADD3	0.954125
CSNK2A1P	-0.146
KLK6	-0.305166666666667
TMEM111	-0.3593
KIAA1279	0.162
NUBP2	-0.766166666666667
RAB42	-2.73975
ID3	-0.9592
TM9SF1	-0.02525
MDP-1	-0.7015
POU4F2	0.377
IQCK	1.4945
C16orf14	0.351
CAPN3	-0.853875
FAM43B	-1.279
RECQL	-1.206
AP1G1	-1.58835714285714
CTNNBL1	0.376666666666667
ECHDC1	0.175
SMARCC1	0.6472
FOXQ1	1.818
GNAI3	-0.169166666666667
POLG2	-0.55825
CD4	0.84825
ITLN1	4.0115
EBI2	1.1995
IRF1	0.69925
PTPRE	1.3631
PTK2B	-0.84225
NXNL2	-1.092
SOX4	1.75477777777778
TSPAN3	0.883166666666667
SH2D1A	-3.65383333333333
C8orf58	-1.58066666666667
USP20	-0.885
DUSP22	-0.868
CALB1	-1.29833333333333
L3MBTL2	0.480333333333333
MCRS1	0.08025
TMEM118	-1.74116666666667
C18orf8	-0.180666666666667
FLJ10241	-0.171
GJA12	0.682
PKD1	-0.5025
ZFP3	0.456
JAM3	-2.18075
LAPTM4A	0.2625
DIRC2	-0.242
KIAA2022	-1.05916666666667
MYOM1	0.184333333333333
TRPM8	-2.1115
MOP-1	0.761
PHKG2	-0.031875
ZNF650	0.582875
KIAA1522	0.198125
PSG8	-0.990166666666667
DDX19B	-0.6485
MOBKL1B	-0.264
DIAPH2	1.50575
PTPN12	0.02525
CLN8	-1.0714
CRYZL1	-0.921833333333333
CRY2	0.0914166666666667
FCGR2B	0.837166666666667
PNPLA4	1.985625
ZNF454	-0.6465
DKFZp434B1231	0.0125
CLDN11	0.0919
RFWD2	0.548833333333333
CIB2	1.97833333333333
MXRA8	1.22575
HRK	-1.198625
MAML2	-0.72625
C4orf31	0.69675
C6orf192	-0.1515
COG6	0.883875
FAM5B	-0.131
NFATC1	-2.0654
SEPT10	0.066
SCYL1	-0.4658
RPP40	-0.18
SCOC	-0.5295
KIAA1450	0.477
CTDSPL2	-1.53
TBX5	-0.0055
NAPG	-0.73525
RHD	-4.921
C14orf45	-0.231666666666667
ZBTB22	0.2655
PLCG1	-0.234
ANKRD10	0.21375
AQP7P2	0.12525
TAGLN2	-0.608666666666667
HTR2C	-0.852833333333333
SLC16A7	-2.28766666666667
C17orf83	0.11125
TSGA14	-0.589333333333333
MDH1	-0.82725
PPP3R2	0.111
DCBLD2	-1.94992857142857
RBM33	0.268875
DPH3	-0.571
SYT10	-0.7835
FMO4	1.24075
THYN1	-0.05125
DRD5	-1.5455
OTOR	0.1045
PGRMC2	-0.5087
KATNAL1	-1.707625
PAQR6	-2.642
UBE2I	-0.7425
C14orf28	0.24825
C8orf70	0.68675
FLYWCH1	-0.799875
ANGPTL3	-0.8395
GLRX2	-0.7415
ATP11A	1.21657142857143
ARL5B	-0.57475
MUC16	-2.50575
SLC25A5	-0.170214285714286
ACRC	-0.12025
MYO1C	-0.093
FAM89B	0.420833333333333
FAS	-1.32975
KIFAP3	-0.11325
GLRA2	0.57
BTN3A2	-0.5455
CNKSR3	0.810875
CSTF3	-0.6355
ARPM1	0.9595
KIAA1530	-1.0095
C9orf150	2.02133333333333
PRKCI	0.45925
tcag7.1015	-0.79975
SOD3	2.09825
ZNF574	0.48975
CYP21A2	-0.2315
RPL12	0.5665
COMMD2	-0.9125
WIZ	-0.564
LOC344405	-1.31825
ALDH4A1	-0.464882352941176
CRYAB	1.218
COPA	-0.154833333333333
PCDHGA7	0.159333333333333
KIF11	-1.32508333333333
RASD2	-0.29125
SLC26A3	1.0265
ZNF175	-0.653
JAKMIP2	-2.2235
C8orf4	2.00883333333333
PTHLH	-0.484
SLC40A1	2.01191666666667
OR7D4	0.235333333333333
PCDHB17	0.3855
CD36	-0.0112142857142857
C6orf203	0.8119
PRKG2	0.206
LOC400566	0.20675
ANAPC13	0.58775
SLCO3A1	-0.31
ZNF692	-1.2905
FANCL	-1.171
SH3GLB1	-0.33
C12orf61	-0.313
KBTBD6	1.51575
SUPT5H	-0.0145
XRCC6	-0.8777
HUS1B	-0.5341
FAM133B	-0.0957857142857143
LOC728276	0.444
KCTD18	0.544
SOS2	0.871666666666667
CCDC99	-1.371
C1QTNF5	2.4085
NNAT	0.204
USP16	-0.22075
LARS	-0.722375
ZBTB2	0.4
ABO	0.3455
TRAF3	0.45475
GALNT5	-0.004
NAP5	-1.867625
ALG14	0.6625
KIAA0515	-0.285
WDR75	-0.03
TEX261	0.180833333333333
LY86	-1.0245
LOC389072	0.345
FLJ13611	-0.63075
MRGPRX2	0.079
SNRPA	-0.4005
OR2G2	0.0655
GPRASP2	-0.016
C7orf42	0.4536
C9orf163	0.149
CYP11B2	0.316
FCRL3	0.630666666666667
PRDX1	-0.633
FGB	-6.29233333333333
COX17	0.267166666666667
C16orf33	-0.827
PIWIL1	0.911666666666667
FOLR1	-0.7595
KIAA0082	0.19125
FREQ	-1.149
TMCC2	-1.32016666666667
TCF12	0.123166666666667
ZNF721	0.11525
FAM130A2	0.30075
POU4F1	-1.0315
SNRPF	-0.177875
SGIP1	0.938
ZNF641	0.387666666666667
EMG1	-0.066125
PRRG4	1.32
HIRA	0.11525
MYNN	-0.0523333333333333
AEBP2	-0.1855
TBXA2R	-0.4595
ISL2	-1.1425
PCDHB11	-0.616
RNF144A	-0.895375
MARCH5	-0.157375
DULLARD	-0.555
DCLRE1B	-0.312166666666667
ITGA8	0.2735
TP73	-0.223625
PRKCD	1.84075
NDUFB4	-0.55825
ATP13A4	0.18125
ANTXR2	-1.00783333333333
COL4A3	-0.813166666666667
MYO10	0.5237
SLC6A18	0.60925
PEX1	0.4035
TMEM74	-0.9925
RBM19	0.367
TAPBP	0.27735
RUNX1	-0.440875
MID1	0.715083333333333
GPR64	-2.157
RASEF	3.45875
GABRG1	-0.17925
MYO16	-0.92675
DBF4	-1.0465
TSHZ2	1.27375
RIPK2	0.937625
PPTC7	0.346333333333333
KIF4B	-0.776
LRRC31	2.610375
ZNF540	-0.25675
EFNB3	-0.813666666666667
LOH12CR1	0.767875
STON2	0.3935
GLP1R	1.20525
CSTF2T	1.1455
IREB2	-1.134
GRSF1	0.0075
PDCD7	-0.3625
LRRC43	0.6915
CNR1	-0.192333333333333
IL1F7	1.847
C12orf64	-0.5535
FAM69B	-3.22325
NR2E1	-1.89716666666667
MS4A6A	0.7986
FTL	-0.7557
C7orf36	1.0305
PCLO	0.7839
DYRK2	1.40558333333333
ARIH2	-0.49175
SAMD7	0.421
SCNN1D	-0.38825
SLC32A1	-0.814625
C22orf25	-1.0525
MRPS18A	0.2366
GPR112	0.0205
EARS2	0.28525
ERN2	2.5835
ATPBD3	0.411833333333333
PRH2	0.269
CDKN2D	-1.33066666666667
PGLYRP2	-0.8
TRIM40	0.269
SEC14L3	-0.0521666666666667
SLC22A1	-0.045
BTN2A3	0.283
RASA4	-0.15425
CCNL2	-0.777
MYBPC3	0.5905
GJA4	1.58025
CDC42SE1	-0.285375
TRPV2	-2.2015
MYPN	-3.4531
SIM1	0.298
CDADC1	1.07058333333333
ZFHX4	-1.43325
NIBP	1.427
ADAMTS19	-1.93725
ABTB2	0.329
TSPYL2	-0.131
EIF2S3	0.0886
SOX30	0.4495
AP2A1	-0.626833333333333
DKFZP564O0523	0.0705
LOC285398	0.059
CDH18	-5.2775
CHL1	0.67575
GATS	-0.3158
TBC1D2B	-0.2635
OR1J1	-0.375
GSN	0.473333333333333
DPCR1	0.100375
GARNL4	-0.196333333333333
SMARCA5	-0.346
PLEKHG3	0.675
ZBTB45	0.0595
FRMD6	-2.60333333333333
PLS1	3.09
DGKZ	0.787166666666667
EFNA1	1.9504
WDR85	-0.37225
ANK2	-0.47625
PAGE4	-0.794833333333333
SENP6	1.5305
AKR7A2	-0.878666666666667
FKBP10	0.813
VEGFC	-4.15516666666667
LARP1	0.0035
SRBD1	-0.11275
ITGB6	2.197
SLC1A2	-1.8805
INVS	-0.14
MPO	0.89775
MOBKL3	-0.0501
CUTL2	-1.917125
KLK2	0.145916666666667
VIM	-3.37475
REG1B	4.84116666666667
PCDHGC4	1.0235
C3orf34	-0.479833333333333
SUMO3	-0.681
CST9L	-0.50225
MLL4	-0.17225
SPR	1.56083333333333
SAMD9L	-0.972
ABCE1	0.10725
SUPT3H	0.00899999999999999
ACTBL1	-1.55425
