Hybridization REF	TCGA-AA-A01G-01A-01R-A002-07
JARID1B	-0.2216
USP37	-0.291
PTBP1	-0.282833333333333
PTPN7	-1.48016666666667
CDC7	-1.0185
SNX7	1.312
ZNF335	-0.096
CPT2	-0.077
HEATR1	-0.49525
HSPC152	-0.117125
C5orf40	0.19625
PSME1	0.1505
STAG3	-1.161
TMEM154	1.24033333333333
KLHL32	0.916666666666667
TSGA10IP	-1.7795
SUV420H2	-0.4025
SF1	-0.0742
2'-PDE	0.95425
PNLIPRP2	3.4285
TRSPAP1	-0.779166666666667
NUP210	-0.821833333333333
ANP32C	-0.376166666666667
RAB11B	-0.381666666666667
ASB15	0.0885
ITGB3BP	-1.2025
UBASH3A	-1.488
YWHAB	1.123625
TPRX1	0.4945
LY6G5C	-0.367875
SLC7A2	-3.33025
CLK1	-0.0777
HSD3B7	-1.23066666666667
VDR	4.189
C16orf74	-2.767
ACE	0.547
PSMA2	-0.464
CCDC131	1.299625
ZNF213	-0.220166666666667
EML2	0.89275
ALS2CR13	0.9185
GLYATL1	-1.125
DSPP	-0.041
DHFRL1	-0.232375
C10orf30	1.1635
SH3RF2	3.02266666666667
LOC197322	-0.00216666666666667
DLL3	-1.362375
TIGD7	-1.006
GFRA3	0.19875
CPA1	-0.1318
RTN4	-0.839666666666667
PPT2	-2.05033333333333
FASLG	2.35858333333333
FOXP4	0.834125
RPL26	0.0373
GNL3L	-0.127833333333333
FMR1NB	-0.1925
CD163	5.62425
SGPP2	4.76875
GIMAP2	1.1625
CD37	-1.09266666666667
DPT	0.671916666666667
NBLA00301	0.34375
RGS5	0.974083333333334
C9orf4	-0.204
ACTL8	-1.192
PRKAR2B	-2.2295
OPLAH	0.551166666666667
C20orf134	2.85825
SPACA5	-0.223
TBL1X	-0.421166666666667
TSPYL3	-0.7975
CHCHD3	-0.18075
CRKRS	0.253
GPR65	3.001
DFFA	-0.220375
FUT1	1.46875
C6orf204	-1.44666666666667
TMEM51	1.49525
ZNF580	0.57425
CMTM2	0.6595
C20orf200	-0.6615
EZH1	-0.286333333333333
FDX1L	-0.735375
MRPL32	-0.1035
PCAF	-1.6251
ALOX15B	0.1284
CD59	-0.683333333333333
CDK9	-0.648875
ERP29	0.5115
TTR	-1.42575
BCMO1	1.95
DDIT4	-0.7182
PTGDS	1.88825
C3orf63	-0.053
BST2	-0.13875
CYP1A2	0.186666666666667
C5orf25	0.674
STX1A	-0.600375
OR2A12	-0.1525
SH3BP5L	-0.17725
SERINC5	1.887
USP6	-0.5689
MRPL3	0.0533333333333333
POMP	1.2515
INPP4B	-0.495625
GMPPB	0.1135
EAPP	0.08625
AHSA1	-0.5855
ABCA11	0.1045
SLC5A6	0.200916666666667
HIVEP2	0.2225
SUMO2	0.243125
KIAA1822L	-1.8325
C11orf67	0.21625
TXK	-0.01375
PHCA	0.0455625
ICAM4	-2.62116666666667
FPGS	0.086
SNRPA1	-0.4175
KCNJ4	-1.11725
KIF6	-1.1415
HIST1H2BG	-1.59066666666667
SLC5A5	0.2295
ZNF354B	-0.5895
IL12RB2	0.594
C11orf76	0.4505
GAL3ST2	1.824
AIFM2	0.065375
SYNC1	-0.733875
UBL3	0.190875
PIK3CG	-2.50966666666667
NLN	-0.1069
BCORL1	0.575
CD5L	0.1165
ZNF238	2.2825
KIAA1394	-1.9075
C16orf55	0.5419
CYP3A7	1.551
KRTAP3-1	-2.2125
TFDP1	0.043
MND1	-1.25
NODAL	0.191833333333333
GTPBP4	-0.28575
TUBGCP2	0.14525
SLITRK5	-3.88725
CIC	-0.011
CD79A	0.713
SAMD14	0.1605
TNPO3	-0.9645
OR10G3	-0.1125
OR10G8	0.1585
CCDC111	-0.8115
HOXC9	-4.7435
DCUN1D1	0.212333333333333
CYB5R1	-0.699
TSR2	-0.48675
DAB2IP	0.9148
SLC6A5	0.191
RAB3D	0.12875
DCUN1D4	-0.4715
ERBB3	1.10666666666667
SDC1	1.0115
ATP6V1H	-0.499166666666667
SYK	3.0965
ST20	-0.103
C13orf30	0.5295
WDR40A	0.633833333333333
ADMR	0.7305
LOC388335	0.47175
ACSM1	0.481
TDG	0.957166666666667
FLJ11235	0.7995
MRPS5	-0.106166666666667
AGPAT2	0.631333333333333
SLC12A1	0.571375
CYP27A1	-1.7595
THAP7	-1.1545
XPO1	-0.0189166666666666
ALMS1L	-0.213166666666667
C1orf2	-0.6205
ZNF777	0.133333333333333
CAMK2A	0.389666666666667
SMC1B	-0.954833333333333
IHPK2	0.00420000000000001
LEMD1	-0.125
NKD2	0.7553
CLU	-2.02164285714286
ARMETL1	-0.863
PABPC4	-1.40775
CXCL12	-1.0575
TFAP2C	-3.2818
TTTY8	0.05
ABCB10	-0.1636
ENDOD1	0.650833333333333
IDI1	-0.843
KCTD6	0.305166666666667
CCDC105	0.531
ULBP2	-0.784333333333333
ZDHHC5	0.78275
WNT8A	-0.506
COMMD10	0.30125
KLHL12	-0.20375
GPR50	-0.2965
NR5A2	1.18275
OXGR1	5.71733333333333
EHD3	-1.6235
CAPRIN2	-0.953875
KLRC3	-3.6065
SF3B1	0.0613571428571429
IPO7	0.94425
ALDH1A1	2.75783333333333
ANKRD5	0.379125
TSNARE1	0.3325
DDEFL1	-0.78725
RNASEL	0.778
DNAH9	-0.84725
HELLS	-0.44325
TNS4	3.397
NAV1	-0.3843
KIAA1409	-0.351666666666667
C20orf26	0.514666666666667
TUBG1	-1.2465
IRX2	-5.3025
CNGA4	-0.00600000000000001
MGC50559	0.122666666666667
OR4K17	0.357166666666667
TM2D2	-0.613666666666667
FAM32A	-0.70425
TXNDC14	0.0655
CCBL1	-1.9535
ANK1	-2.697
PRSS23	-1.13625
PPM1L	0.46
SPATA20	-0.439
APCS	0.4585
C14orf122	-0.106666666666667
PSMB5	0.13
C6orf10	0.086
SETDB2	0.579833333333333
SPNS3	0.19825
SGMS2	1.25166666666667
MXD3	-0.921166666666667
MON2	0.0692
CARTPT	0.35275
HNF4A	2.00883333333333
RABEP1	-0.8595
TNFRSF10B	-0.88875
USH1G	0.3165
PPAP2B	-2.4375
TMEM16K	-0.7435
CTDSP1	0.299666666666667
CDK5R1	0.980666666666667
GABRR1	0.203
OPN1LW	0.3755
FAM98C	1.117
DBN1	-1.536625
ACAD10	-0.842833333333334
QTRTD1	0.40325
WNK3	-2.2655
RPS19	1.2675
C1QB	2.778625
OTUD5	-0.95
SLC41A2	1.49233333333333
TMEM22	-3.1265
KHSRP	0.453416666666667
TNFRSF11A	2.43583333333333
FBL	0.704333333333333
IBTK	0.510666666666667
OXER1	0.374
CBLN4	-0.57175
GPR172B	1.65833333333333
CFTR	5.55475
VSX1	1.529
CAMK1D	1.0865
LOXL3	-2.67275
RTP4	1.67475
SLFNL1	0.054
KIAA0828	2.073875
PAR5	0.738
LOC723972	-0.44475
GDI2	0.782375
CEBPA	1.8504
MLF2	-0.2705
AFMID	-0.38025
ALOX12B	-0.348333333333333
BPHL	-0.436625
COX5B	0.22875
S100A10	1.1533
THOC6	0.078
NHN1	0.09725
RRP12	-0.112666666666667
ARID3B	-1.29775
CD3G	-1.87133333333333
KIAA0133	0.354
NAT11	-0.823333333333333
PPAT	0.2335
SIRT3	-0.4873
TCERG1L	-2.15725
NIPA1	-0.4278
DPP8	-0.4168
IL7R	0.291333333333333
ZFP64	0.459416666666667
DMAP1	-0.6439
TRMT12	0.53925
TLR4	2.2349
WFIKKN2	0.07075
RAB12	-1.24233333333333
DDX51	0.206833333333333
KIAA1086	-2.9835
ZNF295	-0.0391666666666667
ACVR2B	-1.56007142857143
LOC494150	0.408
ZNF517	-0.6635
DNASE1L2	-1.33033333333333
SUFU	0.219666666666667
LOC283677	0.158
LMO3	-1.54266666666667
PPP2R5D	-0.567
ZNF587	1.4354
HIST4H4	0.78975
CYP2C8	-0.3665
C1orf80	-0.1545
DOCK5	-0.2945
C9orf24	2.0685
OR5AR1	0.834
C11orf24	-0.53275
UNQ1940	-0.6915
CAP2	-2.76683333333333
TIMM44	-0.88275
DSEL	-2.9325
ROM1	-0.11175
FBXO4	-0.1985
MYLC2PL	-1.73425
MLH3	0.2886
NOX1	6.6815
DPEP2	0.35775
DNAJB5	-1.74875
RLTPR	0.57
MBIP	0.2395
COPB1	-0.695666666666667
SFTPA1B	-0.303
C10orf4	-0.4382
PRELID1	-0.14475
NOLA1	0.35225
C19orf24	0.28175
TLR9	-1.482
HLA-DMA	0.905333333333333
HCRP1	-1.1
GPR137	-0.688666666666667
ITGA11	-2.005
PHF13	-0.625166666666667
MARK4	-0.210666666666667
METTL4	0.11575
MBD3	-0.4646
LOC134145	0.422375
FGF3	0.03125
SLC35A3	1.709
CLEC16A	0.17875
AMOTL1	-2.56933333333333
FLJ31438	-0.7115
PAICS	-0.010375
TOMM40L	0.0221666666666667
MMD	-0.01375
KLK10	2.381
NIT2	0.195
SERPINB10	0.4655
KLF15	-1.4678
CCDC5	-0.3175
WSB2	0.988375
ME3	2.586875
CACYBP	-0.397666666666667
TCTN2	0.179
JAK1	1.14675
C2orf25	-0.543
GPD2	1.56475
FBXL11	-0.379
CDV3	0.176333333333333
GALNT11	-0.4675
NDUFA12L	0.2098
FLOT1	-1.55564285714286
TOR1AIP2	0.2915
MMP25	0.06475
C1orf164	0.1161
CHST5	3.05725
LYRM4	0.0694
GPER	-4.29525
HIPK2	1.00508333333333
DAP	-1.0838
ZMIZ1	-0.115
DDX58	0.960625
DCC1	-0.42925
AKT1	-1.110125
ENPP6	0.228333333333333
ERVWE1	-0.862833333333333
CDC34	-0.48325
RNF125	0.14625
CASC1	-0.8045
SHROOM2	0.8815
RRM2B	-0.4405
COL6A3	0.106285714285714
TMEFF1	-2.5115
PLEKHA4	-0.6139
LYSMD1	0.1595
SEPT1	-1.36866666666667
AOF1	1.4375
GNPAT	-0.25225
WDR18	-0.2375
HSD17B12	-0.011
HIST1H2BM	-1.07166666666667
INDOL1	-0.148166666666667
SUDS3	1.1855
C1orf192	1.052
CYP2B6	0.3925
TBC1D2	1.1405
SLC25A12	-0.9275
ERCC6L	-0.348166666666667
MGC10814	-0.614
POLR2C	-0.0203333333333334
ZNF77	-0.289333333333333
EIF3K	1.0745
HPX	-1.148
ANKRD27	1.168
MALAT1	-0.0708125
PLB1	0.4935
HRNBP3	-0.8645
CPSF4	-0.3815
OR52N2	0.2425
PIP5KL1	-1.8255
GH1	-0.137
HPS5	-1.019
SLFN5	-0.639375
POP5	0.336166666666667
OVOS2	-2.52633333333333
C20orf108	-1.317875
MARS	-1.0725
CLRN3	8.294
ARSE	2.55116666666667
PPIE	-0.6495
PHACS	-0.582
GP5	-0.571
IL8RB	1.86216666666667
FCRLA	-1.880625
ARRDC1	-0.2714
KRTAP9-4	0.705
ZNF613	1.848
OR11A1	0.5495
TMEM132B	-2.949875
PGLS	0.29225
BSND	-2.66033333333333
KCNK18	0.8455
FOXD4	1.05475
SV2C	0.05125
LCN2	5.94383333333333
ZNF490	0.1322
C3orf15	-0.419333333333333
CACNA2D4	-1.3345
CBX5	-0.396
MAGEB4	0.0855
BOLA1	-0.7905
PPP2R5E	-0.18225
COL5A1	-0.365833333333333
ASB7	0.0591666666666667
SFT2D1	0.193875
DERL1	0.1478
RABL2A	0.275
MOAP1	-0.96775
KIAA1545	0.666333333333333
F3	1.938
PLEKHM2	-1.147
CCDC89	-0.6665
EFCAB1	0.733
TMEM48	0.1155
SEPHS2	0.2545
PYGM	-1.1695
PRICKLE1	-1.81425
WNT5B	-0.8555
TAS2R38	-0.0265
IMP5	0.01175
KHDRBS1	0.473
LARS2	0.282333333333333
C3orf28	-0.314
FTCD	-3.46025
C10orf68	0.0561666666666667
DGAT2L3	-0.11175
PSEN1	0.3735
MGC33657	0.5165
PLA2G4B	0.468666666666667
CDKN2A	-0.737916666666667
DLX1	-3.1035
TSHB	0.421
C18orf37	0.67325
MEX3C	0.351875
MAMDC2	-1.8885
PDIA4	0.538083333333333
ATP5E	0.751
CASP2	0.0182142857142857
SERBP1	0.434
ZNF341	-0.230833333333333
TESC	2.1445
TMEM31	-0.93275
OR51I2	0.0495
YTHDC1	0.997
JUN	1.88066666666667
AGMAT	1.61333333333333
PCNXL2	0.018
ATAD5	-0.142125
STK38	0.818125
AZI1	-0.501
RBP1	2.238
C4orf26	-0.977333333333333
KIAA1026	-0.426625
TMEM101	0.06175
HSFX1	-0.7565
TREX1	0.40175
C18orf10	-0.3936
TRIM15	2.422875
CA6	0.191857142857143
CEP57	-0.4865
AR	-1.61666666666667
SESN2	-0.292166666666667
KIF3C	-1.307
EPB41L5	0.255125
ARHGEF10	-0.718181818181818
POLR3D	-1.508125
INDO	-0.793666666666667
GABRA3	-0.281
SCG5	-0.9741
E2F3	0.1623
TIGD5	0.72375
FGD6	1.61
KLHL3	1.019125
SCGB3A2	-2.591
URP2	-1.35566666666667
ATP6V1B1	-1.5239
CALML6	-0.5915
LOC100049076	-1.6185
TMF1	0.14075
LOC388503	0.12475
CDH5	1.73375
RPS6KC1	-0.619
DAAM1	0.3015
TNFRSF10D	-0.46925
GSTT1	0.9305
INPP5A	0.2675
TRAF3IP1	1.0462
SMARCE1	0.410142857142857
VRK1	-0.41425
TTC16	0.2025
AARS	-0.8165
ARHGAP27	1.11816666666667
ZAK	1.361
ACSM2B	-3.3975
TRAP1	-0.122666666666667
MRPL53	-0.07125
RNF44	0.286
NPTXR	-1.539
DPYSL3	-0.798833333333333
APP	2.5022
GLS2	0.803333333333333
MNX1	0.589833333333333
CMTM7	0.522
OR10A7	0.3725
NYD-SP21	1.33133333333333
ORC5L	-0.52725
SLC16A10	-0.546375
TMEM178	-0.853
LOC441601	-4.21425
PTGIS	-2.35625
KBTBD7	0.71325
C19orf41	3.01825
CEACAM3	3.90416666666667
KRT23	3.521
SERHL	-0.483
PNKD	0.336125
UBC	-0.30075
ATRN	-0.606375
HAPLN1	0.66675
RANGAP1	-1.17675
C10orf26	0.370666666666667
KCNA7	-0.608666666666667
SRY	0.636
LOC376693	-0.25125
HIST1H2BF	-1.2885
CDCA8	-0.275166666666667
MLC1	-2.42
TNIP3	1.35725
OR4D1	0.935
IFT52	-0.4755
GOLT1A	1.393
UTP20	1.49025
RP3-402G11.5	-0.521
PRSS33	0.3435
PMPCA	-0.338
APOB48R	2.6045
GLTP	0.2085
MPL	0.728
C9orf78	-0.87
ADAM12	-1.9245
CSPG4	-2.428
LOC144305	1.448
KRTAP4-10	2.3501
PAK1	-0.08475
ADCY7	-0.6981
TAS2R43	-0.0225
FRAS1	-0.0260714285714286
PPP1R14A	-0.244833333333333
OR2B6	-1.83825
ATP13A1	-0.878
SIDT1	0.55075
C1RL	0.364333333333333
PRKRA	0.237
TLN1	-0.8259
RP11-50D16.3	1.33341666666667
MITF	-3.01541666666667
GYS1	0.042
LYG1	-0.7265
NSMCE4A	0.3572
DNAI1	0.0415
HOXD11	1.589
FNBP1L	1.8073
DHX35	0.81725
LCE3E	0.41775
SLC33A1	0.5475
DCLK3	0.4675
TRIM33	-1.12466666666667
TMCC3	3.17316666666667
FBXO42	0.135166666666667
C1orf27	-0.6252
C17orf50	0.0955
RNF14	0.214916666666667
SLC4A8	-0.374125
RAB3IP	1.8968
COX6C	0.421
PCSK1	1.3047
SLC13A1	0.205375
ARF6	0.7615
KIAA1009	-0.137
HOXA13	3.2395
HMGN1	-0.187625
CXADR	1.73441666666667
MGC14436	0.639
UTF1	0.6175
TSC22D1	1.8256
BZRAP1	-1.3585
PUF60	0.264916666666667
SHC1	-1.15025
HOOK3	0.4701
LIMS2	-0.331333333333333
BAHCC1	-1.75416666666667
CLCC1	0.08
ENTPD3	0.734833333333333
SMO	-2.60475
PIK3R5	-0.29075
CDC14A	-0.299833333333333
KRT1	2.22725
ENOX2	0.93
FLJ22655	-1.3435
FPRL1	1.2595
INTS6	1.2668
ZCCHC5	0.516
SMC3	-0.56825
C6orf123	2.2095
FLJ20160	1.60425
LOC653391	-0.986666666666666
GSS	0.51225
NT5M	-2.342
SIX5	-1.5045
TAF5	-0.112
KCNA1	-0.2094
ANLN	-1.007
MGC45491	-0.1154
SSTR2	0.8605
LYPD4	0.10925
TH1L	-0.627625
CHRNA5	0.4155
PNMA6A	-1.51
FLJ16369	-0.33
DLX2	-2.9045
C6orf108	0.260083333333333
ALDH3A2	0.261166666666667
CLEC1B	-0.0193333333333333
LEPREL2	-2.14275
FOXJ1	-0.1034
OR1D4	0.019
PPIL4	0.04525
MTRR	-0.91725
SLC27A3	-0.866
HTR7	-2.16816666666667
MIB2	-0.293375
BHMT	-1.899
A2ML1	0.845
MSMB	-2.945125
KIAA1383	-1.350875
TRUB2	0.21775
PF4	4.40316666666667
IL1F5	0.0335
LRRC37B2	-0.345
IPO4	-0.2375
FIGF	0.117
QDPR	-0.174
ZNF598	-0.03225
BOP1	0.763625
MAPK12	-3.09983333333333
POLR1E	-0.664125
CEECAM1	-2.12483333333333
INSRR	0.0106666666666667
SIPA1	-0.68125
ULK4	-0.623
BTN3A1	-0.1092
FABP5	2.6615
KBTBD3	0.0246666666666667
SORT1	0.111833333333333
YWHAQ	-0.2816875
LRIT1	0.5705
KIAA1704	0.7233
MEIS2	-2.9904
ENOSF1	0.189333333333333
PCDH7	-1.49307142857143
FZD9	-2.41166666666667
RPLP1	0.392666666666667
ZNF75A	-0.3185
P4HA3	0.786
NKX6-1	0.084
CTA-216E10.6	-1.63733333333333
IFT140	-1.20825
DENND1A	0.09075
ALCAM	-0.8912
ABHD2	0.0929090909090909
QPRT	-1.35116666666667
TRAM1	0.680214285714285
ATP1B4	0.369125
NUP37	0.09125
SAA3P	-0.4155
SLC22A6	0.5745
KIAA0265	0.34125
ZNF41	0.422
ADAM19	0.9533
ERAF	-0.97175
DEFB119	0.293666666666667
DNMT3B	-2.23166666666667
SNF1LK2	0.172
MGC24039	-1.22033333333333
TAS2R48	0.0923333333333333
PNLDC1	0.6225
ADAMTS16	-0.243857142857143
TMEM92	1.43683333333333
CCT8	-0.146416666666667
POGZ	-0.0815833333333334
N-PAC	0.47075
GUCA1B	-0.472333333333333
ZZEF1	0.0461666666666667
OR2C3	0.3775
ZNF334	-3.14683333333333
RANBP6	-0.2495
LDHB	0.412083333333333
BAMBI	-0.887
RAB5B	0.0715
FOXB1	0.67525
MRPS12	1.33175
MRGPRF	-0.32425
CRIPT	-0.2855
CYP2D7P1	0.5925
RYR1	-0.83375
NDUFA2	0.166125
TRIP12	-0.0908333333333334
KCNE3	5.91383333333333
MOBKL2B	1.7308
MIOX	-0.20225
ACOT7	-0.145125
FGF6	0.2765
RASSF5	-1.8583
ATAD3B	-1.107
IKZF3	0.785
H3F3B	-0.275857142857143
C6orf91	-0.257
SEC11C	0.341
TMEM14C	-0.95875
KIAA1632	-0.499375
SLC38A4	1.90375
FGFR3	-0.972666666666666
HES7	0.43125
HINT3	0.444
ARIH1	-0.457
FLJ35880	-1.77225
C1orf129	0.1775
POU6F1	-0.80775
RPL32	-0.131625
BBS1	-0.00166666666666667
RGPD5	0.0875
SULT1C2	0.587
KDELC1	-1.594
PIP5K3	-0.6115
CHI3L1	0.5902
CSDA	0.20025
VTCN1	-3.12825
WDR62	0.09975
TMEM170	0.42175
KIF2A	0.034
C6orf182	-1.2285
ARL6IP6	-0.736
ZCCHC9	-0.15325
RARB	-1.07866666666667
ZNF320	1.28425
DHX15	0.204
PICALM	-0.17
CNOT6	0.3185
HIST1H1A	-0.331
ZNF702	2.19483333333333
OR1E2	0.3
HLF	-1.4559
LOC442582	-1.574
KIAA0494	1.2695
TCF4	-0.7173
APOBEC3B	-1.6675
FAM54B	-0.75
MYH2	-2.01525
FXN	0.2335
C12orf59	-0.1175
PAEP	-1.06325
SPG11	0.184125
VN1R4	0.12225
KCNJ13	-0.7405
NOC3L	0.48425
C5orf36	0.1575
CPAMD8	-1.4565
MLN	-0.0666
FLJ11184	0.06625
TIAM1	-1.33066666666667
OR10J3	-0.5655
OR52E2	0.192
PBX1	-1.0111
UBL7	-1.4045
PXMP2	0.8025
SYTL1	-1.3705
FAM126B	1.067
ZNF711	-1.29975
GGA1	-0.236
VAMP4	-0.2515
BCAP29	-0.5015
C20orf19	-0.612875
ZNF275	0.08375
NEK6	0.92625
SETD8	0.430583333333333
HEXIM1	1.29108333333333
SULT1A2	-0.734
KLHL9	0.8975
SLC39A12	-0.486
ARHGEF16	1.60233333333333
SCN1A	-0.837666666666667
HNRPH1	0.626
C9orf103	0.462
ECE1	-0.3505
MED18	-0.224
TEX13B	0.6765
SNN	-0.7535
C6orf62	0.0147222222222222
WNT3A	-0.0312
IL22RA2	1.3785
MGC21881	-1.201
GABBR1	-0.82375
YIPF6	-0.074
PROX1	1.53266666666667
PPP1R1B	4.26775
LANCL2	-0.122
SCN3A	-1.20283333333333
SSRP1	-0.331833333333333
ASXL2	-0.04225
RPE65	0.1505
SNAI1	-0.7215
EFNA2	0.389
CLDN9	-0.04025
TP53I13	-0.678625
LOC375748	-0.19125
C9orf7	-0.10425
C14orf178	0.093
GC	-0.599
IER3	0.875333333333333
KCTD10	0.69525
FLJ45717	0.54225
ADC	-0.379333333333333
LOC285908	-1.17425
MLL3	-0.223375
KIAA1787	-1.12675
MGC31957	-1.664
MUC5B	0.551416666666667
ZNF193	0.32975
CSRP1	-0.42275
MOSPD1	-1.13416666666667
C21orf49	0.183
RAD1	-0.9695
ANKRD34	-2.244
NFRKB	-0.733
FANCA	-0.431
VTI1A	0.910357142857143
PCBP3	-1.287
BFSP2	-1.82725
ZNF354C	-0.068
FRMPD4	0.29575
IKBKG	-1.22116666666667
LOC441046	0.4955
UNQ9438	0.6675
TM4SF20	3.3465
MAGEC1	-5.8605
AMMECR1	0.400875
GLDN	-0.76625
TTC30B	-0.141
SEC13	-0.5359
EGF	0.381625
HAGH	-0.357625
VSIG1	0.349666666666667
NHLH2	0.33575
NCAPD3	-0.96975
MGC16121	-2.756
HIATL2	-0.251
BRCC3	1.07233333333333
LCE2D	1.0755
TMEM79	-1.03525
GTF3C5	-0.17625
AKR1C4	0.1688
C3orf59	0.934125
RBM26	0.463375
DUSP14	-0.313666666666667
AP4M1	-0.447166666666667
RIMBP2	1.115
ABCC2	-3.8025
DNAJC16	0.750166666666667
TTC12	1.42183333333333
SNX13	-0.319333333333333
C6orf168	-3.05125
C1orf100	-1.19675
CSPP1	0.399083333333333
LRRC56	0.8035
OR1J2	0.5045
THY1	-0.643
KIT	1.136
TBC1D8	-0.74075
EPHA7	-0.16075
SOLH	0.885625
SVIP	1.142
ZNF294	-0.04925
HAND2	0.2725
CENTB2	0.654833333333333
MARVELD3	2.9155
CREB3	-0.562
KRTAP1-5	-3.30125
OR8K1	0.387
MED25	0.265333333333333
FDX1	0.618666666666667
FAM19A1	0.507166666666667
IL13RA1	0.8224
ZNF627	0.0168333333333333
NHP2L1	-0.229125
EIF2B2	-0.295625
ZNF593	0.91975
WIPI2	-0.416166666666667
RANBP1	-0.163
TAS2R7	-0.511
LOC283514	1.341
CSNK2B	-0.8344
CFHR1	0.638
DKFZP434O047	-0.0108333333333333
WBP11	-0.000749999999999997
TEX2	0.61675
GALNT2	-0.736166666666667
FLJ33360	0.28675
WNT9A	-0.8475
IL29	-0.05375
STK3	0.905333333333334
REPS2	1.90875
FAM78A	-1.79325
MGC3207	0.088
FCGR3A	6.05875
H2AFY2	1.26025
RNF150	-3.4445
CCNK	0.625125
VEZT	0.9335
FSHR	0.436
C1orf66	-0.984333333333333
LCE2B	0.2286
CD200	-1.681
ORMDL1	-0.727
OR51S1	0.965
KRT83	0.051
COL19A1	-0.40675
POL3S	-0.69275
ZNF468	1.65883333333333
BAG3	-0.427625
C1GALT1	0.1695
CA5A	-4.32875
DKK4	3.987
SGK2	3.129125
PIK3C2G	0.3295
USP11	-0.8715
IMPA2	0.84175
PRKDC	0.497928571428571
MSR1	1.32475
PDCD6IP	-0.03975
FAM122A	-0.14525
ZNF740	0.4005
ATXN2	0.215333333333333
SLC17A4	3.79416666666667
RAXL1	0.0336666666666666
RS1	0.362
NET1	1.1795
NPY1R	-2.6105
MVD	-0.605
C11orf61	-0.134125
CHDH	1.081
GCNT2	-2.10864285714286
LGALS12	-2.5545
IK	-0.2245
C7orf41	-0.377666666666667
SURF4	-0.308666666666667
C1orf91	0.537833333333333
BCS1L	0.102333333333333
C20orf141	0.505833333333333
BCAS2	-0.74975
ACE2	5.85825
ICT1	1.065
CD79B	0.017
MRPS9	0.6065
AADACL1	1.28375
IRS2	-0.54325
LUZP2	-2.2095
TMEM148	-0.02875
ZNF514	0.0135
ADCK2	-0.5135
ZKSCAN1	0.103071428571429
FASTKD2	0.63525
KCNMB3	-0.886
POFUT2	-1.0581
GNG2	-1.5596
OR6Y1	0.5585
FAM26A	-0.418
CAND2	-3.00875
FLYWCH2	-0.183125
BCL6	-0.30875
MDH2	0.285214285714286
DRP2	-0.317
TPD52L1	0.48875
TXNL4A	-0.198875
OR3A1	-0.114
C22orf9	-0.317428571428571
RAB25	2.11383333333333
PCTK3	0.28975
POR	-0.518166666666667
ARPP-19	-0.0943333333333334
SREBF2	-0.500125
ZWINT	-0.202333333333333
TRUB1	0.71075
ENPP2	0.116333333333333
UXT	0.0428333333333333
ALG11	0.0415
SMCR7	-1.06
SLC31A2	-0.20725
USMG5	0.394
ZNF780B	1.2005
APEX1	-0.10925
THSD3	-2.96825
CEP68	0.2262
NY-SAR-48	-0.56425
ZIC3	-4.5525
LPAL2	0.478888888888889
MRPL11	0.0711666666666667
VPS53	-1.578
MPDU1	-0.427875
UBL4B	0.00366666666666667
LASS3	-0.0235
GAST	0.452666666666667
SPERT	1.30733333333333
UBE2L3	0.322875
MLSTD2	0.699
ADRA1D	0.738
FZD10	-3.50933333333333
ATP6V1E1	-1.240375
SAR1A	0.6106875
MCTP2	1.10683333333333
TMEM5	0.47325
BIRC2	-1.12933333333333
TMEFF2	-2.68866666666667
NLGN3	-1.0598
LMX1A	-0.11675
C19orf51	-1.59975
LOH3CR2A	0.388166666666667
SLC9A3R2	0.951
TIMP1	-0.947666666666667
PFN4	-0.79
UCK1	-1.54475
TPST2	-0.23125
AQP6	0.5645
OR1N2	0.269
KCNIP1	-0.837333333333333
SFTPG	2.1105
KIAA0087	0.5835
UBXD3	1.797
ABT1	0.2085
RIPK5	-0.505428571428571
SMG1	0.0413
BTBD8	-0.513
PIP5K1C	0.00620000000000002
POU2F2	0.0924
C17orf57	0.0455
TSPAN14	-0.1467
NUDT16	0.7325
GPT	2.22625
PDK4	-1.084
ELL3	2.149625
NNMT	-1.56333333333333
NUFIP1	1.054
RHBDL1	1.026
FILIP1	0.0192
C17orf56	-0.479
C8orf73	1.042
FLJ21438	-0.491
TBC1D10A	0.023
ERGIC3	-0.267333333333333
CREB3L4	-1.03025
TARBP1	-0.354
C1orf9	-0.128
COLEC12	-4.712
FBXO30	0.03075
TNFRSF25	1.134
UBE2T	-0.784
SLC2A1	-0.1262
RPH3A	-0.875
LSAMP	-2.0795
CER1	0.3005
ATP2A3	-0.3339
SGK	-1.37675
CCR7	1.697
ZIK1	-3.50375
RECQL5	-0.647625
HSD17B7P2	0.24
MTERFD1	0.29825
ANGPTL1	-0.6135
NLRX1	-1.2755
FHOD3	0.111666666666667
PSG7	-0.9365
ARHGEF5	1.837125
C14orf21	0.143833333333333
FGD2	0.9635
OR5T2	0.1095
P2RY14	2.72266666666667
PPP1CA	-0.522
ZNF33B	0.7045
MOCS1	-1.98933333333333
NAP1L1	0.67375
IGSF21	-1.98616666666667
PTDSS1	1.02761538461538
SLC38A6	-0.62925
GLCCI1	-1.998125
CCR4	0.174
OLFM2	-0.2165
COX6A1	1.21716666666667
B3GALT2	0.582166666666667
BEST3	-0.6015
CD14	3.117625
ABCC9	-0.728375
SNAP29	-0.195
HMGCR	0.80275
IFT74	1.05033333333333
