Hybridization REF	TCGA-AA-A02R-01A-01R-A00A-07
PAGE4	-1.04933333333333
SENP6	1.28283333333333
AKR7A2	0.2825
FKBP10	-1.9685
VEGFC	-2.2875
LARP1	-0.115375
SRBD1	0.45875
ITGB6	0.74
SLC1A2	-2.19584615384615
INVS	-0.105833333333333
MPO	0.85175
MOBKL3	-0.2149
CUTL2	-1.718375
KLK2	0.01975
VIM	-2.26225
REG1B	0.71
PCDHGC4	1.1465
C3orf34	-1.652
SUMO3	-0.028
CST9L	-0.55825
MLL4	-0.0555
SPR	1.31733333333333
SAMD9L	3.1585
ABCE1	0.53825
SUPT3H	-0.67
ACTBL1	-2.452
ADAMTS4	0.511666666666667
SLIT3	1.032
RHEBL1	0.2555
NPM2	0.20725
MAN1C1	-0.532375
KIAA1856	0.969
HSPA6	1.7775
LOC388152	-0.027
C10orf140	-0.52625
ZDHHC12	0.025
LIN7A	-1.4108
PHC2	0.436
SPHK1	-0.2755
TRIM26	0.7805
FAM83E	0.7795
C18orf24	-0.673333333333333
ZNF578	1.25983333333333
ORAI1	0.58075
RUVBL1	-0.427583333333333
C7orf20	-0.963333333333333
APAF1	0.508
SLC36A4	-1.95616666666667
MYH11	5.56283333333333
NEK1	-0.5428
MPP2	-1.42025
C12orf24	-1.34125
TNK2	-0.3121875
ZNF289	-0.45175
MATN3	-3.88214285714286
IFNGR2	0.842166666666667
ITPR1	-1.457625
EBF3	0.7627
TBC1D20	-0.0656
OR10P1	0.3255
DDAH2	-0.52575
SHPRH	-0.92275
STX7	0.082
LOC554248	-2.2145
BCAR1	-0.33425
ATXN3	-0.324416666666667
TRIM27	0.2
CDC42EP2	0.597
CHP	0.519571428571429
SOX17	1.70675
ZNF259	0.175666666666667
CHCHD1	0.397125
ZDHHC19	1.1325
GBP2	3.828
GARNL3	0.26875
MRC2	-0.53125
C1orf52	-0.94675
AOF2	-0.147833333333333
LRPPRC	0.2649
ACVR1C	-0.527166666666667
TM4SF18	0.6745
TMEM169	-0.4365
PPP1R16A	-0.167125
EBF1	-2.193
RRS1	0.433
SNX2	-0.64
OR2T2	0.139
RBX1	-0.28775
ANKRD54	-0.513
TSNAX	-0.375166666666667
TMEM83	-2.1065
ZBTB7A	1.48975
ATM	-1.894
LOC338328	0.695
TIE1	0.376
HIST1H3G	-0.6725
PASD1	-5.23983333333333
TINAG	1.028
PCDHAC2	-1.38
LRRC15	-2.495125
WBSCR17	-1.32025
TFF2	1.4885
PARP2	-1.02825
NDFIP2	0.118875
PCDHGB2	1.1525
WDR60	-0.51325
MAP7D2	-2.10555555555556
USP45	-0.59225
GSDML	1.4285
TNS1	0.3761
PLCD4	-2.04175
IQCD	-2.17383333333333
SMPX	1.748
CD9	0.862166666666667
SRGN	2.0805
CASP7	1.687625
INOC1	0.846166666666667
DKFZp451M2119	-1.347125
VMAC	0.197
USP53	0.7008
CAMK1G	-0.277
TMEM106A	0.169166666666667
CDC20	-0.3124
ACSL5	2.36733333333333
CBWD5	-1.31125
C1orf87	-0.8314
KIAA1274	3.152
PRUNE2	-2.09321428571429
LYPLA2	0.377333333333333
DOK6	-2.789
GPR149	-0.314
FAM30A	1.96
TMEM129	0.0825
SLC35B3	-0.38275
ACPP	0.3008
LOC200261	-1.2055
SLC4A7	-0.6649
CCDC40	-0.12375
GART	-0.1305
THOP1	-1.45525
SCARB1	0.276125
CACNA1F	0.20425
TRIAP1	0.8275
SYT14L	-0.4225
SFRS8	0.144666666666667
PBOV1	0.19975
GOLSYN	-1.8775
GJB7	-1.9035
CAMK2N1	1.23191666666667
GREM1	4.72825
FLJ20433	0.32525
QPCT	-4.35875
PRKAG2	0.949333333333333
H2AFX	-0.4225
C6orf154	2.193
PLOD3	-0.09975
ZBTB39	1.18133333333333
WASF3	-2.24975
DRG1	-0.41
PRR4	-0.721
SPCS1	-0.3855
KDELR3	0.872833333333333
SRP19	-0.441833333333333
GABRA6	0.218333333333333
MFSD1	0.6265
MMEL1	0.2055
PDXDC2	-0.3544
BUB1	-0.79
RNF138	-0.015125
MYLPF	-0.550666666666667
AIF1	1.15033333333333
DYNLRB1	-0.0705
HCN3	-1.06916666666667
HIST1H2AI	-0.7175
MAP4K5	-0.295166666666667
LASP1	0.67025
LOC130951	-0.5295
PLAA	0.31475
KRT6A	-3.3435
C6orf117	0.116875
ARHGAP23	-0.3535
PTF1A	0.966
GPHA2	-0.35775
LCE3B	0.8865
MCL1	0.855214285714286
EHBP1	-0.897
PRNP	-0.184125
ZSCAN1	0.71
C1orf113	0.0863333333333334
FOXA3	-0.737875
NEB	-0.852
ASGR1	-5.13583333333333
CTGF	1.0705
RAB17	-0.863
MST101	0.1285
JARID1B	-1.1553
USP37	0.0357
PTBP1	0.234333333333333
PTPN7	0.395333333333333
CDC7	-0.654166666666667
SNX7	0.89475
ZNF335	-0.2965
CPT2	0.93325
HEATR1	-0.47625
HSPC152	0.215625
C5orf40	0.85575
PSME1	1.53716666666667
STAG3	-1.79075
TMEM154	2.14483333333333
KLHL32	0.345666666666667
TSGA10IP	-0.8355
SUV420H2	-0.713
SF1	-0.6922
2'-PDE	0.9804375
PNLIPRP2	-2.517
TRSPAP1	-0.267666666666667
NUP210	-0.128333333333333
ANP32C	-0.364666666666667
RAB11B	0.368166666666667
ASB15	0.862
ITGB3BP	-1.40925
UBASH3A	0.35575
YWHAB	-0.229625
TPRX1	0.2805
LY6G5C	0.236375
SLC7A2	-2.45575
CLK1	-0.4012
HSD3B7	1.44366666666667
VDR	2.67575
C16orf74	-1.49575
ACE	0.89775
PSMA2	0.0953333333333333
CCDC131	-0.436375
ZNF213	0.0306666666666667
EML2	0.326
ALS2CR13	0.851
GLYATL1	-3.98475
DSPP	-0.7115
DHFRL1	-0.338625
C10orf30	1.71583333333333
SH3RF2	3.217
LOC197322	0.497
DLL3	-2.091375
TIGD7	-3.039
GFRA3	0.433
CPA1	-0.363166666666667
RTN4	-1.26116666666667
PPT2	-1.224
FASLG	4.20858333333333
FOXP4	1.044375
RPL26	0.651
GNL3L	-0.902833333333333
FMR1NB	-0.319
CD163	7.6995
SGPP2	4.6565
GIMAP2	1.58075
CD37	1.71316666666667
DPT	0.355833333333333
NBLA00301	0.78
RGS5	-0.731
C9orf4	0.2535
ACTL8	-1.7495
PRKAR2B	1.21025
OPLAH	1.20333333333333
C20orf134	0.79875
SPACA5	-0.30625
TBL1X	0.136833333333333
TSPYL3	0.2195
CHCHD3	-0.405
CRKRS	0.984833333333333
GPR65	4.2545
DFFA	0.5595
FUT1	0.785
C6orf204	-0.501333333333333
TMEM51	1.16275
ZNF580	0.2985
CMTM2	0.430666666666667
C20orf200	-0.603
EZH1	-0.600166666666667
FDX1L	-0.872375
MRPL32	0.29475
PCAF	-0.5922
ALOX15B	2.66133333333333
CD59	-0.101458333333333
CDK9	0.89125
ERP29	0.7055
TTR	-7.275
BCMO1	1.085
DDIT4	-1.3165
PTGDS	3.53725
C3orf63	-0.685
BST2	1.81625
CYP1A2	-0.360333333333333
C5orf25	0.7965
STX1A	-0.741705882352941
OR2A12	0.6675
SH3BP5L	-0.082
SERINC5	0.3265
USP6	-0.7414
MRPL3	-0.206833333333333
POMP	0.575125
INPP4B	-1.96725
GMPPB	0.2025
EAPP	0.17825
AHSA1	0.0145
ABCA11	0.3355
SLC5A6	-0.375416666666667
HIVEP2	0.68625
SUMO2	-0.577375
KIAA1822L	-1.83483333333333
C11orf67	-0.00575
TXK	0.496375
PHCA	0.2128125
ICAM4	-1.461
FPGS	0.287833333333333
SNRPA1	-0.88925
KCNJ4	-0.52
KIF6	-0.924
HIST1H2BG	-2.49333333333333
SLC5A5	0.225
ZNF354B	0.529166666666667
IL12RB2	2.0275
C11orf76	0.784
GAL3ST2	0.045
AIFM2	0.27475
SYNC1	-1.367875
UBL3	-0.728625
PIK3CG	-0.982
NLN	0.0538
BCORL1	1.43525
CD5L	0.8125
ZNF238	0.617166666666667
KIAA1394	0.114
C16orf55	-0.8704
CYP3A7	0.79025
KRTAP3-1	-2.139
TFDP1	0.460333333333333
MND1	-0.60825
NODAL	-0.143833333333333
GTPBP4	0.00475
TUBGCP2	0.258
SLITRK5	-3.79125
CIC	-0.13625
CD79A	1.0875
SAMD14	-0.163166666666667
TNPO3	-0.4785
OR10G3	1.3365
OR10G8	0.752
CCDC111	-0.426
HOXC9	-0.66625
DCUN1D1	0.01325
CYB5R1	-0.11225
TSR2	-0.33075
DAB2IP	0.6637
SLC6A5	0.341
RAB3D	0.227
DCUN1D4	-1.042
ERBB3	1.51041666666667
SDC1	0.836333333333333
ATP6V1H	-0.1555
SYK	2.8545
ST20	-0.66425
C13orf30	1.417
WDR40A	0.503
ADMR	0.5585
LOC388335	0.46075
ACSM1	-1.7855
TDG	0.039
FLJ11235	-0.276
MRPS5	0.0856666666666667
AGPAT2	0.408666666666667
SLC12A1	0.1235
CYP27A1	-1.49
THAP7	-0.7
XPO1	-0.297
ALMS1L	-0.255833333333333
C1orf2	0.76525
ZNF777	0.735833333333333
CAMK2A	0.0995
SMC1B	-0.56575
IHPK2	-0.4104
LEMD1	0.7735
NKD2	0.6856
CLU	-1.92792857142857
ARMETL1	-2.451
PABPC4	-0.4785
CXCL12	-1.15166666666667
TFAP2C	-3.9835
TTTY8	0.13
ABCB10	-0.2346
ENDOD1	2.19183333333333
IDI1	-1.46
KCTD6	-0.223
CCDC105	0.0585
ULBP2	0.960333333333333
ZDHHC5	0.9445
WNT8A	-0.3075
COMMD10	0.30325
KLHL12	-0.05375
GPR50	0.3385
NR5A2	0.611125
OXGR1	0.815333333333333
EHD3	-1.7065
CAPRIN2	0.526
KLRC3	-3.38025
SF3B1	-0.230785714285714
IPO7	0.0755
ALDH1A1	-0.305333333333333
ANKRD5	0.62625
TSNARE1	0.309
DDEFL1	0.79
RNASEL	0.2915
DNAH9	-1.699
HELLS	-0.32275
TNS4	3.404
NAV1	-1.1151
KIAA1409	-0.565
C20orf26	0.389333333333333
TUBG1	-1.49925
IRX2	-6.312
CNGA4	-0.79
MGC50559	0.526166666666667
OR4K17	0.539
TM2D2	0.176583333333333
FAM32A	-0.384
TXNDC14	0.14275
CCBL1	-1.6145
ANK1	-2.0659
PRSS23	-3.061625
PPM1L	-0.677
SPATA20	0.161
APCS	-0.33975
C14orf122	-1.108
PSMB5	-0.3415
C6orf10	0.009
SETDB2	0.0763333333333333
SPNS3	-1.24175
SGMS2	1.22016666666667
MXD3	-1.1605
MON2	-0.6351
CARTPT	1.51125
HNF4A	1.18083333333333
RABEP1	0.3046
TNFRSF10B	0.430625
USH1G	0.7695
PPAP2B	-2.38833333333333
TMEM16K	-1.1435
CTDSP1	1.17433333333333
CDK5R1	0.356666666666667
GABRR1	0.0935
OPN1LW	0.467
FAM98C	1.16325
DBN1	-0.081625
ACAD10	0.47175
QTRTD1	-0.10875
WNK3	-1.74633333333333
RPS19	1.050875
C1QB	4.118125
OTUD5	-0.172125
SLC41A2	0.349833333333333
TMEM22	-3.17016666666667
KHSRP	0.0534166666666666
TNFRSF11A	1.61483333333333
FBL	-0.2935
IBTK	0.481333333333333
OXER1	0.6815
CBLN4	-0.502
GPR172B	0.212666666666667
CFTR	4.438
VSX1	0.2625
CAMK1D	0.2065
LOXL3	-1.8695
RTP4	3.4585
SLFNL1	-0.4615
KIAA0828	0.81
PAR5	-1.569
LOC723972	-0.41175
GDI2	0.450875
CEBPA	1.4158
MLF2	0.662666666666667
AFMID	0.0525
ALOX12B	0.46325
BPHL	0.769625
COX5B	-0.0235
S100A10	0.7724
THOC6	0.37175
NHN1	0.089
RRP12	0.0405
ARID3B	-1.59725
CD3G	-0.361666666666667
KIAA0133	0.2985
NAT11	-1.32083333333333
PPAT	-0.561166666666667
SIRT3	-0.0005
TCERG1L	-1.72675
NIPA1	0.2662
DPP8	-0.6198
IL7R	0.917166666666667
ZFP64	0.5195
DMAP1	-0.7975
TRMT12	-3.1835
TLR4	1.733
WFIKKN2	0.36425
RAB12	1.36166666666667
DDX51	0.097
KIAA1086	0.03725
ZNF295	-0.427666666666667
ACVR2B	-2.41314285714286
LOC494150	0.02275
ZNF517	-0.079
DNASE1L2	-1.40483333333333
SUFU	0.243416666666667
LOC283677	-0.038
LMO3	0.0335
PPP2R5D	-0.1275
ZNF587	-0.0686
HIST4H4	0.55525
CYP2C8	0.27425
C1orf80	0.989333333333333
DOCK5	0.320666666666667
C9orf24	4.38325
OR5AR1	-0.1785
C11orf24	-0.23475
UNQ1940	-0.50125
CAP2	-2.89633333333333
TIMM44	-0.298
DSEL	-2.95655555555556
ROM1	-0.99675
FBXO4	-0.552625
MYLC2PL	-2.19
MLH3	0.1102
NOX1	5.1305
DPEP2	2.08525
DNAJB5	-1.2945
RLTPR	0.2795
MBIP	-0.743666666666667
COPB1	0.0323333333333333
SFTPA1B	0.562
C10orf4	-0.5259
PRELID1	0.27275
NOLA1	0.46375
C19orf24	0.53475
TLR9	-1.6325
HLA-DMA	4.86958333333333
HCRP1	-1.151
GPR137	0.3175
ITGA11	-0.951166666666667
PHF13	-0.3195
MARK4	0.458666666666667
METTL4	-0.4295
MBD3	-0.3842
LOC134145	-0.216625
FGF3	-0.0685
SLC35A3	0.876375
CLEC16A	-0.1935
AMOTL1	-2.61991666666667
FLJ31438	-1.57325
PAICS	-0.398625
TOMM40L	-0.377333333333333
MMD	-1.69625
KLK10	4.8018
NIT2	-0.0765
SERPINB10	0.4915
KLF15	0.6747
CCDC5	-0.69825
WSB2	0.497875
ME3	1.697625
CACYBP	-0.210416666666667
TCTN2	1.95
JAK1	0.7505
C2orf25	-0.6305
GPD2	1.027
FBXL11	0.3
CDV3	-0.10925
GALNT11	-0.938875
NDUFA12L	-0.4104
FLOT1	-0.292
TOR1AIP2	0.37475
MMP25	2.58925
C1orf164	0.716
CHST5	1.55175
LYRM4	-0.26485
GPER	-4.1745
HIPK2	0.51625
DAP	-0.9554
ZMIZ1	0.143
DDX58	2.382375
DCC1	-0.9295
AKT1	-0.420875
ENPP6	0.115333333333333
ERVWE1	-0.535833333333333
CDC34	-0.21625
RNF125	0.2655
CASC1	0.114
SHROOM2	-3.646
RRM2B	1.23766666666667
COL6A3	1.10314285714286
TMEFF1	-3.331
PLEKHA4	-1.0352
LYSMD1	-0.292333333333333
SEPT1	0.283666666666667
AOF1	0.7015
GNPAT	-0.61975
WDR18	0.0445
HSD17B12	1.89233333333333
HIST1H2BM	-1.59766666666667
INDOL1	1.152
SUDS3	1.166
C1orf192	0.6285
CYP2B6	-0.62775
TBC1D2	1.032
SLC25A12	-2.061125
ERCC6L	-0.0746666666666667
MGC10814	-1.70583333333333
POLR2C	-0.298
ZNF77	-0.2015
EIF3K	-0.2923
HPX	-0.509
ANKRD27	0.617125
MALAT1	-2.4155
PLB1	0.619833333333333
HRNBP3	-0.80675
CPSF4	-0.11875
OR52N2	0.4975
PIP5KL1	-0.662
GH1	0.22475
HPS5	0.389
SLFN5	0.13525
POP5	0.4335
OVOS2	-3.15
C20orf108	-0.106
MARS	-1.83025
CLRN3	6.358
ARSE	1.43683333333333
PPIE	-0.439333333333333
PHACS	-1.38016666666667
GP5	-1.069
IL8RB	1.70816666666667
FCRLA	-1.56325
ARRDC1	0.1971
KRTAP9-4	0.2855
ZNF613	1.339
OR11A1	0.3555
TMEM132B	-0.8275
PGLS	0.259
BSND	-3.16683333333333
KCNK18	-0.689
FOXD4	0.5235
SV2C	0.10075
LCN2	1.6495
ZNF490	0.2792
C3orf15	2.7699
CACNA2D4	-0.656166666666667
CBX5	-0.17125
MAGEB4	0.0073333333333333
BOLA1	-0.925
PPP2R5E	-0.53925
COL5A1	-0.734333333333333
ASB7	0.9845
SFT2D1	0.313625
DERL1	-0.4248
RABL2A	0.471333333333333
MOAP1	-0.279
KIAA1545	0.8265
F3	2.51575
PLEKHM2	-0.2615
CCDC89	-0.614
EFCAB1	0.66075
TMEM48	0.10025
SEPHS2	0.10475
PYGM	-0.6105
PRICKLE1	-1.17425
WNT5B	-2.9015
TAS2R38	-1.004
IMP5	0.8365
KHDRBS1	-0.5424
LARS2	0.195833333333333
C3orf28	-1.145
FTCD	-3.90175
C10orf68	-0.485333333333333
DGAT2L3	0.1725
PSEN1	1.00008333333333
MGC33657	0.64475
PLA2G4B	-0.299666666666667
CDKN2A	-4.34108333333333
DLX1	-3.52875
TSHB	0.555
C18orf37	0.762
MEX3C	0.538125
MAMDC2	-1.7795
PDIA4	0.0821666666666667
ATP5E	-0.33825
CASP2	0.251571428571429
SERBP1	0.191538461538462
ZNF341	-0.00666666666666666
TESC	1.74675
TMEM31	-0.87625
OR51I2	1.962
YTHDC1	0.188142857142857
JUN	-0.154
AGMAT	0.356333333333333
PCNXL2	-0.3435
ATAD5	-1.194125
STK38	-0.126375
AZI1	-0.523375
RBP1	-0.138
C4orf26	-0.832
KIAA1026	0.303125
TMEM101	-0.0725
HSFX1	0.254
TREX1	1.89125
C18orf10	0.0641
TRIM15	1.970125
CA6	-0.071
CEP57	-0.5835
AR	-2.08266666666667
SESN2	-1.11566666666667
KIF3C	-0.66975
EPB41L5	0.438625
ARHGEF10	-0.0656363636363636
POLR3D	-0.543375
INDO	5.6775
GABRA3	-0.2805
SCG5	-1.8146
E2F3	-0.2451
TIGD5	1.024
FGD6	2.70091666666667
KLHL3	-0.713375
SCGB3A2	-1.6195
URP2	0.537666666666667
ATP6V1B1	-0.4743
CALML6	-1.2
LOC100049076	-2.8305
TMF1	-0.018
LOC388503	0.03425
CDH5	1.965375
RPS6KC1	-0.5195
DAAM1	-0.1962
TNFRSF10D	0.2925
GSTT1	-3.0513
INPP5A	0.627
TRAF3IP1	0.1498
SMARCE1	-0.298230769230769
VRK1	-0.16725
TTC16	0.3535
AARS	-1.19083333333333
ARHGAP27	1.23783333333333
ZAK	0.0943571428571428
ACSM2B	-2.36625
TRAP1	0.349833333333333
MRPL53	-0.44575
RNF44	-0.0935
NPTXR	-0.1405
DPYSL3	-0.567
APP	1.873
GLS2	3.27133333333333
MNX1	0.868
CMTM7	1.16275
OR10A7	0.902
NYD-SP21	2.41233333333333
ORC5L	0.10075
SLC16A10	0.323625
TMEM178	-0.9835
LOC441601	-4.9315
PTGIS	0.0145
KBTBD7	-2.8225
C19orf41	-0.297
CEACAM3	0.43275
KRT23	-5.934
SERHL	-1.881
PNKD	0.3096875
UBC	0.06525
ATRN	-0.6545
HAPLN1	-0.44375
RANGAP1	-0.5025
C10orf26	0.503333333333333
KCNA7	-0.36875
SRY	0.4515
LOC376693	-0.042
HIST1H2BF	-2.06525
CDCA8	-0.297166666666667
MLC1	-2.502
TNIP3	2.2615
OR4D1	0.2655
IFT52	-0.531166666666667
GOLT1A	0.382166666666667
UTP20	0.41725
RP3-402G11.5	-0.103625
PRSS33	-0.494
PMPCA	0.42475
APOB48R	1.94316666666667
GLTP	0.493
MPL	1.7395
C9orf78	-0.775
ADAM12	-0.730375
CSPG4	-3.8665
LOC144305	1.8785
KRTAP4-10	0.5303
PAK1	0.52825
ADCY7	0.3514
TAS2R43	0.0225
FRAS1	0.410357142857143
PPP1R14A	-1.57916666666667
OR2B6	-1.62775
ATP13A1	0.196666666666667
SIDT1	0.9105
C1RL	0.789333333333333
PRKRA	-0.0625
TLN1	0.3402
RP11-50D16.3	-0.13625
MITF	-2.51125
GYS1	0.177
LYG1	-0.935666666666667
NSMCE4A	0.4659
DNAI1	0.097
HOXD11	-1.205
FNBP1L	0.8669
DHX35	-0.39975
LCE3E	0.425
SLC33A1	0.4545
DCLK3	0.5585
TRIM33	-1.4
TMCC3	4.02666666666667
FBXO42	0.394666666666667
C1orf27	-0.4268
C17orf50	0.469
RNF14	-0.323416666666667
SLC4A8	-0.661375
RAB3IP	0.4601
COX6C	0.0863571428571429
PCSK1	-3.7587
SLC13A1	0.410142857142857
ARF6	1.67616666666667
KIAA1009	0.088
HOXA13	1.92225
HMGN1	-0.3995
CXADR	0.162833333333333
MGC14436	1.0685
UTF1	0.893
TSC22D1	-1.3984
BZRAP1	2.167
PUF60	0.239583333333333
SHC1	-0.43525
HOOK3	-0.0818
LIMS2	0.3955
BAHCC1	0.688666666666667
CLCC1	-0.522
ENTPD3	1.64816666666667
SMO	-3.32225
PIK3R5	0.44225
CDC14A	-0.432583333333333
KRT1	-0.51075
ENOX2	0.181833333333333
FLJ22655	-2.18533333333333
FPRL1	2.2515
INTS6	0.5054
ZCCHC5	-0.0165
SMC3	0.513
C6orf123	0.585166666666667
FLJ20160	1.604
LOC653391	-1.6695
GSS	-0.28475
NT5M	-0.588
SIX5	-0.34075
TAF5	0.396
KCNA1	-0.9232
ANLN	-1.57566666666667
MGC45491	-0.0374
SSTR2	0.6535
LYPD4	0.1295
TH1L	-0.721875
CHRNA5	-0.0655
PNMA6A	-1.001
FLJ16369	-0.00849999999999998
DLX2	-2.4711
C6orf108	0.721083333333333
ALDH3A2	1.37066666666667
CLEC1B	0.2575
LEPREL2	-0.5665
FOXJ1	-0.5079
OR1D4	0.3885
PPIL4	-0.09825
MTRR	-1.127
SLC27A3	0.428666666666667
HTR7	-2.60166666666667
MIB2	1.2655
BHMT	-2.09833333333333
A2ML1	0.7165
MSMB	-3.588875
KIAA1383	-0.810375
TRUB2	0.20475
PF4	0.63
IL1F5	0.0168333333333333
LRRC37B2	0.218
IPO4	-0.13275
FIGF	-1.67175
QDPR	0.0475
ZNF598	-0.3475
BOP1	-0.198
MAPK12	0.931833333333333
POLR1E	-0.541625
CEECAM1	-0.5515
INSRR	-0.0483333333333334
SIPA1	-0.0395
ULK4	0.4885
BTN3A1	2.1356
FABP5	1.1756
KBTBD3	0.574666666666667
SORT1	-0.744666666666667
YWHAQ	-0.404
LRIT1	0.4755
KIAA1704	-0.4276
MEIS2	-1.2784
ENOSF1	-0.1965
PCDH7	-1.00685714285714
FZD9	-1.982
RPLP1	0.641333333333333
ZNF75A	-1.865
P4HA3	1.15025
NKX6-1	0.7215
CTA-216E10.6	-1.15566666666667
IFT140	-0.049
DENND1A	0.79875
ALCAM	-0.3578
ABHD2	0.0357727272727273
QPRT	-4.158
TRAM1	0.0194285714285714
ATP1B4	0.32325
NUP37	0.12925
SAA3P	0.0905
SLC22A6	0.26075
KIAA0265	0.05175
ZNF41	-0.0215
ADAM19	0.569
ERAF	-0.10225
DEFB119	0.433416666666667
DNMT3B	-3.859
SNF1LK2	0.32325
MGC24039	-0.362
TAS2R48	-0.638333333333333
PNLDC1	0.31875
ADAMTS16	0.006625
TMEM92	2.7205
CCT8	-0.34525
POGZ	-0.868416666666667
N-PAC	-0.3125
GUCA1B	-1.4405
ZZEF1	-0.1845
OR2C3	0.508
ZNF334	-2.88983333333333
RANBP6	0.086
LDHB	-0.0658333333333334
BAMBI	-2.014
RAB5B	0.7465
FOXB1	0.97375
MRPS12	0.7225
MRGPRF	0.40475
CRIPT	-0.086
CYP2D7P1	0.4005
RYR1	0.053125
NDUFA2	0.242375
TRIP12	0.306833333333333
KCNE3	4.99533333333333
MOBKL2B	1.0963
MIOX	0.57575
ACOT7	-0.605125
FGF6	0.7475
RASSF5	0.2222
ATAD3B	-0.931666666666667
IKZF3	1.433
H3F3B	-0.758714285714286
C6orf91	-0.11
SEC11C	-0.40825
TMEM14C	-0.9605
KIAA1632	-0.083125
SLC38A4	-0.92025
FGFR3	-1.10058333333333
HES7	1.02175
HINT3	0.5705
ARIH1	-0.0975
FLJ35880	-1.778
C1orf129	-0.1805
POU6F1	-0.4115
RPL32	-0.006125
BBS1	0.286666666666667
RGPD5	-0.0895
SULT1C2	3.65725
KDELC1	-1.75575
PIP5K3	-0.057
CHI3L1	3.5533
CSDA	-0.118666666666667
VTCN1	-4.2875
WDR62	-1.2125
TMEM170	-0.04
KIF2A	-0.18375
C6orf182	-1.27733333333333
ARL6IP6	-0.6615
ZCCHC9	-0.4825
RARB	0.00683333333333334
ZNF320	0.651875
DHX15	0.578125
PICALM	-0.365
CNOT6	0.479916666666667
HIST1H1A	-1.23975
ZNF702	1.33466666666667
OR1E2	0.5875
HLF	-1.9359
LOC442582	-2.4265
KIAA0494	0.606
TCF4	-0.9855
APOBEC3B	-1.8315
FAM54B	-0.41925
MYH2	-2.25025
FXN	0.960166666666667
C12orf59	0.323
PAEP	-0.7615
SPG11	-0.113375
VN1R4	-0.3045
KCNJ13	-0.6745
NOC3L	0.082
C5orf36	0.707
CPAMD8	-1.7885
MLN	-0.3717
FLJ11184	-0.05425
TIAM1	-0.979833333333334
OR10J3	0.5805
OR52E2	0.765
PBX1	-1.2762
UBL7	-0.9275
PXMP2	0.4175
SYTL1	0.266
FAM126B	1.44
ZNF711	-3.69925
GGA1	-0.737333333333333
VAMP4	-0.870166666666667
BCAP29	-0.574
C20orf19	-1.4365
ZNF275	0.714875
NEK6	0.60525
SETD8	0.756166666666667
HEXIM1	0.0635
SULT1A2	-1.326625
KLHL9	1.343
SLC39A12	0.63125
ARHGEF16	1.515
SCN1A	-0.908666666666667
HNRPH1	-0.480583333333333
C9orf103	0.559
ECE1	0.0746666666666667
MED18	0.76975
TEX13B	0.412
SNN	0.2255
C6orf62	-0.0433888888888888
WNT3A	0.3716
IL22RA2	1.015
MGC21881	0.049625
GABBR1	0.61075
YIPF6	-0.9975
PROX1	0.749833333333333
PPP1R1B	4.42325
LANCL2	0.5835
SCN3A	-0.805666666666667
SSRP1	-0.422166666666667
ASXL2	-1.26275
RPE65	-0.2535
SNAI1	-0.415
EFNA2	1.827
CLDN9	0.289125
TP53I13	-0.90225
LOC375748	-0.34
C9orf7	-0.20525
C14orf178	-0.21
GC	-0.91
IER3	-0.3995
KCTD10	0.7955
FLJ45717	1.1125
ADC	1.13683333333333
LOC285908	-2.129
MLL3	-0.585625
KIAA1787	-0.87425
MGC31957	-1.23375
MUC5B	0.407
ZNF193	0.20275
CSRP1	0.44775
MOSPD1	-0.937833333333333
C21orf49	-0.5545
RAD1	-0.66125
ANKRD34	-0.65975
NFRKB	-0.227
FANCA	-0.5495
VTI1A	-0.0702142857142857
PCBP3	-0.339833333333333
BFSP2	-1.25125
ZNF354C	-0.1825
FRMPD4	0.457
IKBKG	-1.22016666666667
LOC441046	-0.883
UNQ9438	0.680166666666667
TM4SF20	2.0145
MAGEC1	-5.689
AMMECR1	0.0625
GLDN	0.0625
TTC30B	-0.45375
SEC13	-0.5783
EGF	-2.06742857142857
HAGH	-0.666625
VSIG1	0.696333333333333
NHLH2	0.5215
NCAPD3	-1.017375
MGC16121	-3.2025
HIATL2	-0.5775
BRCC3	0.614
LCE2D	0.4125
TMEM79	-1.6175
GTF3C5	-0.1375
AKR1C4	0.277166666666667
C3orf59	0.033875
RBM26	0.118625
DUSP14	-0.110666666666667
AP4M1	-0.394166666666667
RIMBP2	-0.0676666666666667
ABCC2	-5.62066666666667
DNAJC16	0.689166666666667
TTC12	0.825666666666667
SNX13	0.1335
C6orf168	0.22625
C1orf100	-1.78025
CSPP1	-0.157916666666667
LRRC56	0.2175
OR1J2	0.556
THY1	-0.0892
KIT	-2.069
TBC1D8	0.0855
EPHA7	-0.192
SOLH	0.94775
SVIP	1.387
ZNF294	-1.59925
HAND2	0.809333333333333
CENTB2	0.548333333333333
MARVELD3	3.1955
CREB3	-0.179
KRTAP1-5	-3.45975
OR8K1	0.469
MED25	0.212833333333333
FDX1	0.334
FAM19A1	1.28283333333333
IL13RA1	1.1078
ZNF627	-0.0148333333333333
NHP2L1	-0.12375
EIF2B2	-0.566875
ZNF593	0.70375
WIPI2	-0.0104166666666667
RANBP1	-0.63725
TAS2R7	0.5855
LOC283514	-0.1505
CSNK2B	-0.2269
CFHR1	0.3955
DKFZP434O047	-0.237333333333333
WBP11	0.43225
TEX2	-0.60975
GALNT2	-0.6525
FLJ33360	0.62625
WNT9A	0.088
IL29	-0.3225
STK3	0.243333333333333
