Hybridization REF	TCGA-AA-A00D-01A-01R-A002-07
RNF138	-0.73275
MYLPF	-0.749666666666667
AIF1	1.31683333333333
DYNLRB1	0.3756
HCN3	-1.00783333333333
HIST1H2AI	-0.31525
MAP4K5	0.448333333333333
LASP1	0.6025
LOC130951	0.182
PLAA	0.7715
KRT6A	-1.719
C6orf117	-3.198
ARHGAP23	-0.6125
PTF1A	-0.523
GPHA2	-1.0005
LCE3B	0.66825
MCL1	0.498571428571429
EHBP1	-0.2355
PRNP	-0.7549375
ZSCAN1	0.33575
C1orf113	0.808166666666667
FOXA3	2.38325
NEB	0.89425
ASGR1	-2.22183333333333
CTGF	-0.0933333333333333
RAB17	-0.438166666666667
MST101	0.0685
JARID1B	-0.4123
USP37	-0.4841
PTBP1	-0.181
PTPN7	0.832666666666667
CDC7	-1.012
SNX7	1.35775
ZNF335	-0.4945
CPT2	0.39575
HEATR1	-0.6585
HSPC152	-0.861
C5orf40	0.5835
PSME1	1.53766666666667
STAG3	-1.14475
TMEM154	2.0035
KLHL32	-0.488833333333333
TSGA10IP	-1.33
SUV420H2	-1.00766666666667
SF1	-0.2986
2'-PDE	0.7080625
PNLIPRP2	-1.4035
TRSPAP1	-0.491833333333333
NUP210	-2.40983333333333
ANP32C	-1.3765
RAB11B	0.269166666666667
ASB15	-0.012
ITGB3BP	-0.99925
UBASH3A	0.215
YWHAB	1.0355
TPRX1	0.28575
LY6G5C	0.338125
SLC7A2	-3.375625
CLK1	0.309
HSD3B7	0.5305
VDR	3.0605
C16orf74	-2.24975
ACE	0.64575
PSMA2	-0.166333333333333
CCDC131	0.18
ZNF213	-0.0258333333333333
EML2	0.33875
ALS2CR13	0.3255
GLYATL1	1.28125
DSPP	-0.0365
DHFRL1	-0.088
C10orf30	1.06783333333333
SH3RF2	2.20916666666667
LOC197322	0.274666666666667
DLL3	-2.0595
TIGD7	-1.6485
GFRA3	-0.00650000000000002
CPA1	-0.119333333333333
RTN4	-0.0261666666666667
PPT2	-1.4205
FASLG	4.05633333333333
FOXP4	0.620875
RPL26	-0.488
GNL3L	-0.1615
FMR1NB	-0.078
CD163	7.34175
SGPP2	4.27575
GIMAP2	1.32775
CD37	1.21233333333333
DPT	3.02766666666667
NBLA00301	1.53975
RGS5	1.53725
C9orf4	-0.259
ACTL8	-2.08316666666667
PRKAR2B	-0.936625
OPLAH	2.18616666666667
C20orf134	2.40875
SPACA5	0.46
TBL1X	-1.27216666666667
TSPYL3	-0.2855
CHCHD3	-0.092
CRKRS	0.6295
GPR65	4.72725
DFFA	-0.097375
FUT1	0.82275
C6orf204	-0.121333333333333
TMEM51	1.69275
ZNF580	0.663
CMTM2	0.9965
C20orf200	-0.0465
EZH1	-0.145
FDX1L	-0.660375
MRPL32	-0.08425
PCAF	-0.3184
ALOX15B	1.73783333333333
CD59	-0.1865
CDK9	0.06425
ERP29	0.292833333333333
TTR	-6.164
BCMO1	3.3275
DDIT4	-1.3205
PTGDS	2.94925
C3orf63	0.150333333333333
BST2	1.769875
CYP1A2	-0.2485
C5orf25	0.378
STX1A	-0.770588235294118
OR2A12	0.58
SH3BP5L	-0.2195
SERINC5	2.268
USP6	-0.7512
MRPL3	-0.299
POMP	1.24925
INPP4B	-0.149625
GMPPB	0.3715
EAPP	0.4485
AHSA1	0.02475
ABCA11	-0.2125
SLC5A6	-0.69225
HIVEP2	0.62525
SUMO2	-0.376625
KIAA1822L	-2.309
C11orf67	-0.15
TXK	1.020375
PHCA	1.1935
ICAM4	-2.3105
FPGS	0.122166666666667
SNRPA1	-0.716
KCNJ4	-1.2465
KIF6	-1.04666666666667
HIST1H2BG	-1.68133333333333
SLC5A5	0.048
ZNF354B	0.110333333333333
IL12RB2	1.56275
C11orf76	0.235333333333333
GAL3ST2	0.092
AIFM2	0.298625
SYNC1	-0.90725
UBL3	0.861875
PIK3CG	-0.195166666666667
NLN	-0.1696
BCORL1	-0.085
CD5L	-0.21225
ZNF238	1.4465
KIAA1394	-1.07925
C16orf55	0.2889
CYP3A7	1.4
KRTAP3-1	-1.82
TFDP1	1.0015
MND1	-1.35275
NODAL	0.6235
GTPBP4	-0.12825
TUBGCP2	-0.10625
SLITRK5	-3.829
CIC	-0.20225
CD79A	2.4485
SAMD14	0.226833333333333
TNPO3	-0.3805
OR10G3	0.7585
OR10G8	0.542
CCDC111	-0.288
HOXC9	-2.90425
DCUN1D1	0.0846666666666667
CYB5R1	-0.07025
TSR2	0.30025
DAB2IP	1.0481
SLC6A5	0.0975
RAB3D	0.9965
DCUN1D4	-0.514166666666667
ERBB3	1.00566666666667
SDC1	1.49383333333333
ATP6V1H	1.1295
SYK	3.526
ST20	-0.71275
C13orf30	0.0015
WDR40A	0.4185
ADMR	0.419
LOC388335	0.90675
ACSM1	-1.827
TDG	-0.25125
FLJ11235	0.46625
MRPS5	-0.375
AGPAT2	0.395166666666667
SLC12A1	0.131375
CYP27A1	-0.41525
THAP7	-1.11475
XPO1	-0.365166666666667
ALMS1L	-0.232666666666667
C1orf2	-0.118
ZNF777	0.0813333333333333
CAMK2A	0.097
SMC1B	4.662875
IHPK2	0.1244
LEMD1	-0.00850000000000001
NKD2	0.6647
CLU	-1.686
ARMETL1	-1.455
PABPC4	0.039
CXCL12	0.354833333333333
TFAP2C	-0.8195
TTTY8	-0.1055
ABCB10	-0.1216
ENDOD1	0.120333333333333
IDI1	-1.567
KCTD6	-0.771333333333333
CCDC105	-0.926
ULBP2	-1.40433333333333
ZDHHC5	0.77075
WNT8A	0.0393333333333333
COMMD10	-0.14375
KLHL12	-0.145375
GPR50	0.999
NR5A2	0.351875
OXGR1	4.32416666666667
EHD3	-0.8515
CAPRIN2	-1.056125
KLRC3	-0.88575
SF3B1	0.155285714285714
IPO7	0.63525
ALDH1A1	1.76616666666667
ANKRD5	-0.62425
TSNARE1	-0.2715
DDEFL1	-0.96825
RNASEL	0.646166666666667
DNAH9	-1.0215
HELLS	-0.32925
TNS4	2.512
NAV1	-0.4582
KIAA1409	-0.5455
C20orf26	1.085
TUBG1	-1.293
IRX2	1.32625
CNGA4	-0.057
MGC50559	0.215333333333333
OR4K17	0.861333333333333
TM2D2	0.0491666666666666
FAM32A	-0.26375
TXNDC14	0.09975
CCBL1	-1.484
ANK1	-1.4094
PRSS23	-2.046625
PPM1L	0.5045
SPATA20	-0.42925
APCS	0.07875
C14orf122	0.0668333333333333
PSMB5	-0.297375
C6orf10	0.1683
SETDB2	1.02183333333333
SPNS3	-0.06175
SGMS2	1.28483333333333
MXD3	-0.957333333333333
MON2	-0.2015
CARTPT	0.1765
HNF4A	0.975666666666667
RABEP1	-0.3197
TNFRSF10B	-0.475
USH1G	-0.169
PPAP2B	-1.673
TMEM16K	-0.195
CTDSP1	0.564333333333333
CDK5R1	-0.137166666666667
GABRR1	2.0035
OPN1LW	0.289
FAM98C	0.779375
DBN1	-0.799125
ACAD10	-0.0261666666666667
QTRTD1	-0.17725
WNK3	-2.168
RPS19	0.406875
C1QB	3.604875
OTUD5	-0.163
SLC41A2	1.497
TMEM22	-1.80733333333333
KHSRP	0.0268333333333333
TNFRSF11A	-1.1675
FBL	-0.5285
IBTK	0.3285
OXER1	0.0565
CBLN4	-0.3775
GPR172B	1.6725
CFTR	4.806
VSX1	0.8605
CAMK1D	0.24025
LOXL3	-2.143
RTP4	1.8425
SLFNL1	0.09875
KIAA0828	0.3215
PAR5	0.5995
LOC723972	-1.44725
GDI2	0.57
CEBPA	0.792
MLF2	-0.248
AFMID	-0.8135
ALOX12B	0.03575
BPHL	0.001875
COX5B	0.2555
S100A10	0.657
THOC6	-0.293
NHN1	0.058
RRP12	0.0828333333333333
ARID3B	-2.252
CD3G	0.0181666666666667
KIAA0133	0.096
NAT11	-0.756
PPAT	-0.1665
SIRT3	-0.3198
TCERG1L	-2.215
NIPA1	-0.3431
DPP8	-0.7148
IL7R	2.30383333333333
ZFP64	0.614916666666667
DMAP1	-0.5172
TRMT12	-2.46475
TLR4	2.2701
WFIKKN2	0.07575
RAB12	-1.25283333333333
DDX51	-0.0205
KIAA1086	-3.01475
ZNF295	-0.531166666666667
ACVR2B	-1.73557142857143
LOC494150	-0.149875
ZNF517	-0.0515
DNASE1L2	-1.37683333333333
SUFU	0.174666666666667
LOC283677	0.587
LMO3	-0.640166666666667
PPP2R5D	-0.188
ZNF587	0.5256
HIST4H4	-0.17125
CYP2C8	-0.12
C1orf80	0.542333333333333
DOCK5	0.00566666666666667
C9orf24	3.135
OR5AR1	1.227
C11orf24	-0.862
UNQ1940	-0.89575
CAP2	-2.12466666666667
TIMM44	-0.88175
DSEL	-2.4752
ROM1	-0.65875
FBXO4	-0.209
MYLC2PL	-1.852
MLH3	1.0338
NOX1	5.01866666666667
DPEP2	1.909
DNAJB5	-1.29825
RLTPR	0.166
MBIP	-0.0433333333333333
COPB1	-0.0615
SFTPA1B	0.21
C10orf4	0.0069
PRELID1	-0.36975
NOLA1	0.4015
C19orf24	-0.0605
TLR9	-1.2525
HLA-DMA	3.8705
HCRP1	-1.0135
GPR137	-0.386
ITGA11	-0.956166666666666
PHF13	-0.2905
MARK4	-0.374166666666667
METTL4	-0.49225
MBD3	-0.5208
LOC134145	0.479125
FGF3	0.51475
SLC35A3	1.51675
CLEC16A	0.082
AMOTL1	-1.96875
FLJ31438	-0.023
PAICS	-0.5435
TOMM40L	0.164166666666667
MMD	-0.869
KLK10	3.4232
NIT2	0.228
SERPINB10	-0.07225
KLF15	-0.9466
CCDC5	-1.2675
WSB2	0.416125
ME3	1.8905
CACYBP	-0.772916666666667
TCTN2	-0.182
JAK1	1.826875
C2orf25	-0.58625
GPD2	1.2995
FBXL11	0.1955
CDV3	0.219916666666667
GALNT11	0.221
NDUFA12L	-0.0966
FLOT1	-0.962
TOR1AIP2	0.04075
MMP25	1.994
C1orf164	0.3448
CHST5	1.82875
LYRM4	-0.4987
GPER	-3.94425
HIPK2	0.669416666666667
DAP	-0.6529
ZMIZ1	-0.144166666666667
DDX58	1.8885
DCC1	0.2845
AKT1	-0.33125
ENPP6	0.576166666666667
ERVWE1	-0.515666666666667
CDC34	0.1085
RNF125	0.6945
CASC1	-0.1695
SHROOM2	-2.55575
RRM2B	0.770333333333333
COL6A3	0.74925
TMEFF1	-2.5595
PLEKHA4	0.0977
LYSMD1	0.0491666666666667
SEPT1	0.215666666666667
AOF1	0.8695
GNPAT	0.41775
WDR18	-0.55525
HSD17B12	0.0703333333333333
HIST1H2BM	-1.2815
INDOL1	1.2135
SUDS3	0.47975
C1orf192	0.1
CYP2B6	-0.11875
TBC1D2	1.21866666666667
SLC25A12	-0.3935
ERCC6L	-0.241666666666667
MGC10814	-0.809666666666667
POLR2C	0.0658333333333333
ZNF77	-0.00883333333333333
EIF3K	0.1441
HPX	-1.162
ANKRD27	0.179125
MALAT1	-0.4788125
PLB1	1.09916666666667
HRNBP3	-1.064875
CPSF4	-0.14125
OR52N2	0.2875
PIP5KL1	-1.7145
GH1	-0.03225
HPS5	-0.1205
SLFN5	1.39625
POP5	-0.300166666666667
OVOS2	-3.24216666666667
C20orf108	0.33625
MARS	-0.601
CLRN3	7.73216666666667
ARSE	0.611833333333333
PPIE	-0.5755
PHACS	0.108666666666667
GP5	1.1415
IL8RB	2.151
FCRLA	-0.56675
ARRDC1	0.2586
KRTAP9-4	-0.00924999999999999
ZNF613	0.758
OR11A1	0.335
TMEM132B	-2.88728571428571
PGLS	0.43675
BSND	-2.994
KCNK18	-0.0165
FOXD4	0.56525
SV2C	0.2345
LCN2	6.3305
ZNF490	0.2348
C3orf15	-0.1822
CACNA2D4	0.0118333333333333
CBX5	-0.35925
MAGEB4	0.354
BOLA1	-0.434
PPP2R5E	-0.121
COL5A1	-0.325583333333333
ASB7	-0.486
SFT2D1	0.300375
DERL1	1.0988
RABL2A	0.388
MOAP1	-0.0025
KIAA1545	0.260333333333333
F3	1.07575
PLEKHM2	-0.97025
CCDC89	-0.306666666666667
EFCAB1	0.34575
TMEM48	-0.37725
SEPHS2	0.20275
PYGM	-0.7
PRICKLE1	-0.7145
WNT5B	0.1695
TAS2R38	0.543
IMP5	0.0214999999999999
KHDRBS1	0.0437
LARS2	-0.338333333333333
C3orf28	-0.7815
FTCD	-3.66425
C10orf68	0.133833333333333
DGAT2L3	-0.634
PSEN1	0.874333333333333
MGC33657	0.032
PLA2G4B	0.0943333333333333
CDKN2A	-1.28916666666667
DLX1	-3.335
TSHB	0.0025
C18orf37	-0.79675
MEX3C	-0.169
MAMDC2	-1.96375
PDIA4	-0.118416666666667
ATP5E	0.7565
CASP2	-0.0345714285714286
SERBP1	-0.139653846153846
ZNF341	-0.0418333333333333
TESC	1.53125
TMEM31	-1.26325
OR51I2	0.5335
YTHDC1	0.655214285714286
JUN	1.4665
AGMAT	0.692
PCNXL2	-0.025
ATAD5	-0.964
STK38	0.796625
AZI1	-0.53675
RBP1	-0.9145
C4orf26	-0.12825
KIAA1026	0.18475
TMEM101	-0.28475
HSFX1	-0.116
TREX1	0.13025
C18orf10	-1.3655
TRIM15	2.3845
CA6	1.1215
CEP57	-0.568
AR	-1.90016666666667
SESN2	-0.959833333333333
KIF3C	-1.1105
EPB41L5	0.16925
ARHGEF10	-0.840590909090909
POLR3D	-0.8145
INDO	3.67266666666667
GABRA3	-0.809
SCG5	-2.4274
E2F3	-0.0605
TIGD5	1.2685
FGD6	1.63816666666667
KLHL3	-0.185625
SCGB3A2	-2.397
URP2	0.296
ATP6V1B1	-0.9789
CALML6	-0.6845
LOC100049076	-2.688
TMF1	0.67725
LOC388503	1.3425
CDH5	2.509
RPS6KC1	-0.101833333333333
DAAM1	0.644
TNFRSF10D	0.10575
GSTT1	1.0552
INPP5A	0.6625
TRAF3IP1	0.8922
SMARCE1	0.0984285714285714
VRK1	-0.242
TTC16	0.22925
AARS	-0.824666666666667
ARHGAP27	1.08516666666667
ZAK	1.1115
ACSM2B	-3.54575
TRAP1	-0.3595
MRPL53	-0.229375
RNF44	0.005
NPTXR	-1.47525
DPYSL3	-0.14
APP	2.4887
GLS2	1.69566666666667
MNX1	0.249833333333333
CMTM7	0.911
OR10A7	0.114
NYD-SP21	2.93166666666667
ORC5L	0.08875
SLC16A10	-0.215125
TMEM178	-0.033
LOC441601	-4.79625
PTGIS	1.14075
KBTBD7	0.924
C19orf41	-0.31975
CEACAM3	2.33533333333333
KRT23	2.78825
SERHL	-0.219
PNKD	1.051375
UBC	0.63725
ATRN	-1.3365
HAPLN1	-0.404
RANGAP1	-0.51375
C10orf26	0.860333333333333
KCNA7	-0.3595
SRY	-0.432
LOC376693	-0.37825
HIST1H2BF	-1.33525
CDCA8	-0.5335
MLC1	-1.959
TNIP3	2.246
OR4D1	0.4385
IFT52	0.615
GOLT1A	1.50666666666667
UTP20	0.551
RP3-402G11.5	-0.46425
PRSS33	4.401
PMPCA	-0.2565
APOB48R	1.85183333333333
GLTP	0.18525
MPL	0.56475
C9orf78	-0.30625
ADAM12	-0.410125
CSPG4	-2.8705
LOC144305	1.7635
KRTAP4-10	2.1296
PAK1	1.1145
ADCY7	-0.2838
TAS2R43	-0.033
FRAS1	0.00871428571428573
PPP1R14A	-0.603833333333333
OR2B6	-2.0605
ATP13A1	0.141666666666667
SIDT1	0.3935
C1RL	0.788166666666667
PRKRA	0.141
TLN1	0.0159
RP11-50D16.3	1.097
MITF	-2.25308333333333
GYS1	-0.75
LYG1	-0.761333333333333
NSMCE4A	0.1561
DNAI1	0.035
HOXD11	1.03
FNBP1L	1.5386
DHX35	0.41775
LCE3E	0.250375
SLC33A1	0.86475
DCLK3	0.427166666666667
TRIM33	-0.895166666666667
TMCC3	1.15666666666667
FBXO42	0.404833333333333
C1orf27	0.1159
C17orf50	0.137
RNF14	0.162416666666667
SLC4A8	-0.904125
RAB3IP	0.5773
COX6C	0.506714285714286
PCSK1	-2.9911
SLC13A1	0.052625
ARF6	0.7745
KIAA1009	0.79275
HOXA13	3.50825
HMGN1	-0.44025
CXADR	0.973916666666667
MGC14436	0.3805
UTF1	0.8085
TSC22D1	1.882
BZRAP1	-0.545333333333333
PUF60	1.32616666666667
SHC1	-0.627375
HOOK3	1.4956
LIMS2	0.210833333333333
BAHCC1	-1.1105
CLCC1	-0.357333333333333
ENTPD3	0.714833333333333
SMO	-2.71625
PIK3R5	0.88375
CDC14A	-0.1075
KRT1	2.16
ENOX2	1.45166666666667
FLJ22655	-0.05525
FPRL1	2.973
INTS6	1.1771
ZCCHC5	0.2135
SMC3	-0.41075
C6orf123	3.39366666666667
FLJ20160	2.28925
LOC653391	-1.80066666666667
GSS	0.43575
NT5M	-2.0215
SIX5	-0.847
TAF5	-0.183
KCNA1	0.105333333333333
ANLN	-1.44283333333333
MGC45491	-0.5825
SSTR2	1.07525
LYPD4	0.47675
TH1L	-0.327625
CHRNA5	-0.9525
PNMA6A	-1.20325
FLJ16369	-0.029
DLX2	-3.57377777777778
C6orf108	0.425833333333333
ALDH3A2	0.517
CLEC1B	0.306833333333333
LEPREL2	-1.7505
FOXJ1	1.7015
OR1D4	-0.0855
PPIL4	-0.00975000000000001
MTRR	-0.43575
SLC27A3	-0.484666666666667
HTR7	-1.72666666666667
MIB2	0.384
BHMT	-0.717
A2ML1	0.772
MSMB	-3.894875
KIAA1383	-0.638125
TRUB2	0.053
PF4	4.5255
IL1F5	-0.313
LRRC37B2	0.11175
IPO4	1.43275
FIGF	-0.30775
QDPR	-0.36175
ZNF598	-0.671
BOP1	0.8905
MAPK12	-1.52466666666667
POLR1E	-0.337375
CEECAM1	-1.42833333333333
INSRR	-0.106833333333333
SIPA1	0.46675
ULK4	0.433833333333333
BTN3A1	1.5333
FABP5	1.9932
KBTBD3	1.13316666666667
SORT1	0.167916666666667
YWHAQ	0.1171875
LRIT1	-0.125
KIAA1704	1.0538
MEIS2	-2.1745
ENOSF1	0.185
PCDH7	-0.960285714285714
FZD9	-3.14083333333333
RPLP1	-0.452333333333333
ZNF75A	-0.60225
P4HA3	1.926875
NKX6-1	0.67125
CTA-216E10.6	-1.02583333333333
IFT140	-0.3355
DENND1A	0.61625
ALCAM	0.4703
ABHD2	0.793818181818182
QPRT	-0.721333333333333
TRAM1	1.35464285714286
ATP1B4	0.138875
NUP37	-0.5225
SAA3P	0.7455
SLC22A6	0.6515
KIAA0265	0.163
ZNF41	0.45975
ADAM19	0.9607
ERAF	-1.016
DEFB119	0.616833333333333
DNMT3B	-3.662
SNF1LK2	0.235
MGC24039	-0.783666666666667
TAS2R48	-0.645833333333333
PNLDC1	-0.01775
ADAMTS16	-0.0465
TMEM92	0.877833333333333
CCT8	-0.5025
POGZ	-0.8215
N-PAC	0.439
GUCA1B	-1.34883333333333
ZZEF1	0.0846666666666667
OR2C3	-0.038
ZNF334	-1.82433333333333
RANBP6	-0.25625
LDHB	-2.01466666666667
BAMBI	0.445625
RAB5B	0.4215
FOXB1	0.23975
MRPS12	0.38275
MRGPRF	0.168
CRIPT	-0.3475
CYP2D7P1	-0.2215
RYR1	-0.003625
NDUFA2	0.180375
TRIP12	0.326833333333333
KCNE3	5.78083333333333
MOBKL2B	0.7819
MIOX	-0.074
ACOT7	-0.27125
FGF6	-0.6155
RASSF5	0.3768
ATAD3B	-1.05933333333333
IKZF3	1.606
H3F3B	-0.459785714285714
C6orf91	0.59
SEC11C	-0.40675
TMEM14C	-0.69825
KIAA1632	-0.6725
SLC38A4	-0.60975
FGFR3	-2.69958333333333
HES7	0.3755
HINT3	0.389
ARIH1	-0.8565
FLJ35880	0.82525
C1orf129	-0.0385
POU6F1	-0.637375
RPL32	-0.17625
BBS1	0.381333333333333
RGPD5	0.1285
SULT1C2	1.343
KDELC1	-1.39825
PIP5K3	0.164
CHI3L1	1.31
CSDA	-0.0473333333333333
VTCN1	-2.7335
WDR62	-1.018
TMEM170	-0.2905
KIF2A	0.15775
C6orf182	-0.948833333333333
ARL6IP6	-0.6305
ZCCHC9	-0.356
RARB	-0.0431666666666667
ZNF320	-1.173125
DHX15	-0.014875
PICALM	0.172666666666667
CNOT6	-0.0545
HIST1H1A	0.06175
ZNF702	-1.28216666666667
OR1E2	1.436
HLF	-1.5698
LOC442582	-1.2035
KIAA0494	1.272875
TCF4	0.1514
APOBEC3B	0.13925
FAM54B	-0.24575
MYH2	-2.468
FXN	-0.284833333333333
C12orf59	0.4995
PAEP	-1.354
SPG11	-0.24475
VN1R4	0.01725
KCNJ13	-1.399
NOC3L	-0.093
C5orf36	0.1085
CPAMD8	-1.09775
MLN	-0.3393
FLJ11184	0.03375
TIAM1	-0.629666666666667
OR10J3	0.4115
OR52E2	0.497
PBX1	0.2755
UBL7	-1.044
PXMP2	-0.50525
SYTL1	-0.062
FAM126B	1.1725
ZNF711	-0.979
GGA1	0.0108333333333333
VAMP4	0.0421666666666667
BCAP29	-0.7093
C20orf19	-1.0355
ZNF275	0.7025
NEK6	1.526
SETD8	-0.265583333333333
HEXIM1	-0.258666666666667
SULT1A2	-0.87625
KLHL9	0.69575
SLC39A12	-0.1955
ARHGEF16	1.4385
SCN1A	-0.521833333333333
HNRPH1	-0.491666666666667
C9orf103	0.886
ECE1	-0.381
MED18	0.12025
TEX13B	0.00599999999999998
SNN	0.70825
C6orf62	0.276777777777778
WNT3A	0.2867
IL22RA2	2.7445
MGC21881	-0.022375
GABBR1	0.11675
YIPF6	0.196
PROX1	2.076
PPP1R1B	3.66775
LANCL2	-0.1493
SCN3A	-1.14
SSRP1	-0.278166666666667
ASXL2	-0.0045
RPE65	-0.0295
SNAI1	-0.1255
EFNA2	0.7855
CLDN9	-0.018625
TP53I13	-0.744625
LOC375748	0.72425
C9orf7	-0.06575
C14orf178	-0.822
GC	-0.34525
IER3	0.417166666666667
KCTD10	0.193375
FLJ45717	0.28625
ADC	0.5505
LOC285908	-0.945583333333333
MLL3	0.00325
KIAA1787	-1.01225
MGC31957	-1.15475
MUC5B	1.59325
ZNF193	-0.4
CSRP1	-0.368875
MOSPD1	0.3025
C21orf49	0.112
RAD1	-0.77075
ANKRD34	-1.68975
NFRKB	-0.459
FANCA	-1.0005
VTI1A	0.843142857142857
PCBP3	0.274166666666667
BFSP2	-0.64775
ZNF354C	-0.309625
FRMPD4	-0.306
IKBKG	-0.264
LOC441046	-0.9655
UNQ9438	1.32
TM4SF20	5.3715
MAGEC1	-6.04075
AMMECR1	0.788625
GLDN	-0.465
TTC30B	0.434
SEC13	-0.5453
EGF	-2.72875
HAGH	-0.595625
VSIG1	0.0645
NHLH2	0.5155
NCAPD3	-0.752375
MGC16121	-2.372
HIATL2	0.50625
BRCC3	1.35083333333333
LCE2D	0.7405
TMEM79	-0.354
GTF3C5	-0.0545
AKR1C4	4.82633333333333
C3orf59	0.353
RBM26	0.637875
DUSP14	-0.741666666666667
AP4M1	-0.485333333333333
RIMBP2	-0.290666666666667
ABCC2	-3.431
DNAJC16	0.239333333333333
TTC12	1.9055
SNX13	-0.0756666666666667
C6orf168	-3.2305
C1orf100	-1.27425
CSPP1	1.51225
LRRC56	0.808
OR1J2	0.0625
THY1	-0.0191
KIT	-0.930666666666667
TBC1D8	-0.56475
EPHA7	-0.05375
SOLH	0.52275
SVIP	0.32
ZNF294	0.3925
HAND2	1.8755
CENTB2	0.690166666666667
MARVELD3	3.073
CREB3	0.256166666666667
KRTAP1-5	-3.5595
OR8K1	0.622
MED25	-0.0298333333333333
FDX1	0.372166666666667
FAM19A1	2.2125
IL13RA1	0.8516
ZNF627	0.266666666666667
NHP2L1	-0.316875
EIF2B2	-0.143625
ZNF593	0.58525
WIPI2	0.106
RANBP1	-0.4925
TAS2R7	0.6065
LOC283514	-1.452
CSNK2B	-0.5461
CFHR1	0.2755
DKFZP434O047	0.1682
WBP11	-0.56825
TEX2	0.34225
GALNT2	-0.1405
FLJ33360	0.59375
WNT9A	-0.4095
IL29	-0.341
STK3	1.92666666666667
REPS2	1.003125
FAM78A	0.07175
MGC3207	-0.4695
FCGR3A	6.9155
H2AFY2	1.0105
RNF150	-1.7995
CCNK	0.571375
VEZT	0.952
FSHR	-0.288
C1orf66	-1.06716666666667
LCE2B	0.3135
CD200	-0.83525
ORMDL1	-0.24825
OR51S1	0.1695
KRT83	-0.55625
COL19A1	0.0273333333333333
POL3S	-0.07025
ZNF468	-0.862
BAG3	-0.225
C1GALT1	0.126
CA5A	-4.429
DKK4	3.933
SGK2	1.7715
PIK3C2G	-0.1445
USP11	-0.316375
IMPA2	-0.301
PRKDC	-0.539
MSR1	3.441625
PDCD6IP	0.6605
FAM122A	-0.4095
ZNF740	0.445
ATXN2	-0.264166666666667
SLC17A4	3.29483333333333
RAXL1	-0.380666666666667
RS1	0.4695
NET1	1.41933333333333
NPY1R	-5.20883333333333
MVD	-1.39725
C11orf61	-0.673625
CHDH	1.022
GCNT2	-3.11157142857143
LGALS12	-2.45875
IK	0.0238333333333333
C7orf41	0.220055555555556
SURF4	0.311833333333333
C1orf91	0.5265
BCS1L	-0.528666666666667
C20orf141	0.381
BCAS2	-0.62675
ACE2	4.41975
ICT1	0.24
CD79B	2.5055
MRPS9	-0.3765
AADACL1	0.946
IRS2	0.933
LUZP2	-2.423
TMEM148	0.40775
ZNF514	0.8
ADCK2	-0.1431
ZKSCAN1	0.767
FASTKD2	0.479625
KCNMB3	-0.513833333333333
POFUT2	-0.8328
GNG2	-0.7444
OR6Y1	0.381
FAM26A	-0.0425
CAND2	-2.54275
FLYWCH2	-0.671875
BCL6	0.15825
MDH2	0.636214285714286
DRP2	0.1605
TPD52L1	-0.60275
TXNL4A	-0.941375
OR3A1	0.63125
C22orf9	0.489071428571429
RAB25	2.31183333333333
PCTK3	0.2485
POR	0.192666666666667
ARPP-19	-0.89475
SREBF2	-0.705125
ZWINT	-0.507
TRUB1	0.62175
ENPP2	1.987
UXT	0.556833333333333
ALG11	1.01
SMCR7	-0.66325
SLC31A2	1.77175
USMG5	0.1465
ZNF780B	0.1745
APEX1	0.383125
THSD3	0.1295
CEP68	0.7856
NY-SAR-48	-1.23075
ZIC3	-5.0815
LPAL2	0.0517
MRPL11	-0.203666666666667
VPS53	-0.978666666666667
MPDU1	-0.819625
UBL4B	-0.201
LASS3	0.113
GAST	0.623166666666667
SPERT	1.57733333333333
UBE2L3	0.12125
MLSTD2	0.34375
ADRA1D	0.3365
FZD10	-3.05466666666667
ATP6V1E1	0.126625
SAR1A	0.418
MCTP2	0.922
TMEM5	0.0045
BIRC2	-0.435333333333333
TMEFF2	-2.75583333333333
NLGN3	-0.273166666666667
LMX1A	-0.302
C19orf51	-1.18825
LOH3CR2A	-0.259833333333333
SLC9A3R2	1.1435
TIMP1	0.701333333333333
PFN4	0.262
UCK1	-1.07775
TPST2	0.6705
AQP6	0.731833333333333
OR1N2	0.3635
KCNIP1	-0.311333333333333
SFTPG	2.89083333333333
KIAA0087	-1.699
UBXD3	2.628
ABT1	0.22175
RIPK5	-0.336785714285714
SMG1	-0.0671
BTBD8	0.097
PIP5K1C	0.3274
POU2F2	1.3479
C17orf57	0.2455
TSPAN14	0.2714
NUDT16	0.0685
GPT	-0.683
PDK4	-1.1382
ELL3	1.2515
NNMT	0.1425
NUFIP1	1.13975
RHBDL1	1.199
FILIP1	1.037
C17orf56	-0.40525
C8orf73	0.67425
FLJ21438	1.10875
TBC1D10A	0.17625
ERGIC3	0.581666666666667
CREB3L4	-1.03925
TARBP1	-0.3815
C1orf9	0.0995
COLEC12	-2.545
FBXO30	0.5885
TNFRSF25	1.46925
UBE2T	-1.28633333333333
SLC2A1	0.1632
RPH3A	0.08225
LSAMP	-1.4195
CER1	0.14175
ATP2A3	-0.8128
SGK	-1.0225
CCR7	3.203
ZIK1	-2.53
RECQL5	-0.864375
HSD17B7P2	-1.13825
MTERFD1	1.247125
ANGPTL1	0.308333333333333
NLRX1	-0.1495
