Hybridization REF	TCGA-AA-A00Z-01A-01R-A002-07
IKBKAP	-0.09025
UPF1	0.798833333333333
KIAA1219	0.43325
WNT16	-0.133166666666667
SNW1	-0.5635
IL18RAP	2.14275
RPP30	0.032125
CDC40	0.191714285714286
SETD3	-0.100833333333333
SLAMF6	0.12175
ELK4	0.1455
TRIM47	0.0305
ACOX3	0.44575
TRIM6	-2.509375
KIAA0372	-0.151333333333333
TP53AP1	0.589375
SMURF2	0.032
ADAD1	0.25075
EBP	1.187
KRTAP13-2	-0.1445
FLJ36874	0.0996666666666667
TOR1A	-0.422333333333333
P2RY4	0.661
GPBP1	-0.48625
TRPV1	-0.22525
ADAMTS12	-0.689166666666667
PES1	-0.1851
ATG4A	0.860666666666667
MAGEA10	-4.17025
WFS1	-0.7335
CC2D1B	-0.183333333333333
PABPN1	-0.24275
SLC25A30	-0.04475
SLCO1C1	0.0745
SLC22A5	0.7245
KIF23	-0.433833333333333
SYN2	-0.658166666666667
ASPN	4.97316666666667
CENTG2	0.403
QSOX2	-0.4066
FLJ10815	-0.1635
STK24	0.3549375
SPEG	-1.4194
STK10	-0.116
DACT2	-0.0615
AAAS	-0.70625
SSX3	-0.975625
ABCD3	0.6008
C4orf12	-1.800125
PARVG	-0.515166666666667
FIG4	0.314
C9orf46	0.967
TMCO6	-0.92
IGHMBP2	-0.54975
DUS2L	-0.318166666666667
FAM3C	-0.4745
TMEM16D	-2.054
DCTN4	0.074
KCNH3	0.2395
EIF2AK2	0.6035
AP1S3	0.6065
CST4	0.4715
PAM	-0.293
NUTF2	-0.3975
CITED2	-1.2761
SLC39A4	0.4475
C2orf52	-0.4965
GRM3	0.157
C12orf49	0.705875
CCDC49	0.4638
GRAMD1B	-1.424
FNDC4	-1.08075
SIAH2	-0.502875
GDPD4	0.06775
C21orf87	0.018125
ATP5A1	-1.1275
C16orf63	-0.215625
LOC388135	-0.861666666666667
ATP5J2	-0.131875
MMP3	1.03725
EMID2	-0.4355
CRHR1	0.068
WDR70	0.0655
C13orf31	1.93125
ZFAND1	0.245
CCL18	4.11316666666667
C3orf49	-0.534
RINT1	0.036
KIAA0408	-1.84683333333333
F13A1	0.7864
SLC10A1	0.229833333333333
OGN	-0.906
GIPC2	3.24083333333333
XPO6	-0.494666666666667
LCE1A	0.175
FMR1	1.3498
LOC374920	-0.49725
DUSP3	0.2865
ANKMY1	0.04325
C7orf50	-0.929
BBS9	-0.8522
UNC119B	-0.28425
C9orf72	0.45275
MGC35440	0.2955
ENTPD6	0.93025
PPP1R2P9	0.169
ERCC4	-0.13525
FAHD2B	-1.0375
HMHA1	0.745
HACL1	-0.09025
RAD23A	0.531833333333333
FAM83B	-0.171
PPP5C	-0.666666666666667
RNASEH2C	-0.982
C9orf153	0.14375
SCAMP4	0.595125
GHITM	0.603
NDUFB7	1.113
ADCYAP1	-0.165833333333333
SP110	0.9005
MAP3K7IP2	0.014
DHH	0.401
AGRN	-1.27157142857143
WDR33	0.143833333333333
CEP290	0.0453333333333333
PRPS1L1	-0.3845
KLRA1	-0.153
GPR97	-0.0015
CHD7	0.209416666666667
TLR10	0.419
SLC30A8	-1.025
HIC1	0.3585
IAPP	0.415
RXFP4	1.30525
GP1BB	0.71775
SHQ1	0.329
NKX2-3	0.487666666666667
API5	0.10525
FTHP1	-0.2635
MOV10L1	-0.484666666666667
TRIM6-TRIM34	1.36633333333333
ADHFE1	-1.521
FAM117A	-1.0585
DDI1	0.186
CDON	-1.665
TRIM73	-0.006
IGKC	2.8675
MMP14	-0.737916666666667
DYNC1LI1	-0.353625
C11orf66	-0.55225
TRBV3-1	-1.43175
FASTKD5	0.89075
BIVM	-0.61775
LHX4	-0.1
CXCL2	3.8703
RAB2B	-0.4485
IZUMO1	0.19225
MAP3K15	-1.790375
FAM19A2	-0.0388333333333333
ZC3H8	0.426333333333333
ZMAT1	0.7665
SPINK5L3	-2.64275
SLC10A6	0.589
APPL2	0.326125
CARD10	0.502166666666667
LOC402176	-0.091375
EEF1D	0.2138
RAB6A	0.374
C12orf5	0.35675
PAPOLG	0.4935
MSRB2	-0.695
BCR	0.266444444444444
PUS3	0.111
TIAM2	-0.9
ZNF317	0.7145
CHD2	-0.072
FZD5	1.43727272727273
NUDT8	-0.13825
ZNF763	0.216
PRC1	-0.682
ABCB9	-0.418166666666667
SPATA3	0.0835
TRAK2	-0.406625
STAB1	2.1485
LRRTM2	0.105833333333333
psiTPTE22	0.77125
DBI	1.4335
SERPINA11	-3.05175
NAT5	0.51525
C20orf58	-1.903
RPS6KA4	0.327666666666667
FLJ90650	-0.58175
TGFBRAP1	0.2715
CHRDL2	1.0535
FAHD2A	-1.22716666666667
CNTN1	-0.28425
BBS4	-1.2209
TMEM181	0.481
MINPP1	0.003
MPHOSPH6	0.37625
HOXC10	-1.7094
ITPKB	-0.58275
CLPTM1L	0.1105
MEOX2	-1.534
ATP6V0C	-1.031625
PRPF8	-1.1405
TMC5	3.4255
FKBP3	-0.86475
PLEKHB2	0.2175
OR4D6	0.0865
ZNF544	-1.2655
D2HGDH	0.0655
RPL18A	0.6644
HEL308	-0.186375
MPP6	-1.878
TCERG1	-0.8955
KRT16	-2.12666666666667
KLF17	-1.00575
KLF5	3.751
CDR1	0.44575
VCX3A	-3.903
FBLN2	-0.464875
C14orf104	-0.24
HBE1	-4.865
OR4S2	0.0755
C1orf108	-0.656166666666667
ROBO4	2.73466666666667
CPEB4	-0.06875
C11orf80	-0.971333333333333
BCKDHA	-0.424833333333333
MYOC	0.18475
GIF	1.1395
CKMT1A	2.413
RPL3	0.1
THBS1	1.679625
APOO	0.51875
ARMCX1	-1.99425
HSZFP36	2.183
SNAPC5	-0.02975
EIF4ENIF1	0.1375
ZNF433	-0.2875
TNFRSF21	0.9175
TMPRSS7	0.0405
SPATA18	-0.2432
HPDL	1.803
MKL2	0.1101
TBX3	-0.536692307692308
C21orf93	0.391833333333333
DAXX	-0.237
ELMO1	-0.10325
RGS13	0.683166666666667
TAF11	-0.42125
UNC13A	-1.64525
LOC653314	0.4552
ORC3L	-0.05675
IMAA	-0.9545
TARBP2	-0.328
CABIN1	-0.1025
TRIOBP	-0.163
HIST1H2AC	-0.09825
RGS22	-3.19116666666667
NCOA1	0.0125
IL25	0.2855
SNCG	-1.025
GPR6	0.2015
AMDHD1	-1.14783333333333
CHEK2	0.03125
C6orf142	-0.784
DRD4	0.527
C14orf68	-0.77575
GDF11	-1.61
SEMG2	0.101
CD247	-1.1795
CDAN1	0.08525
RBMX2	0.7265
TGS1	-0.051
OIT3	0.8115
SYF2	-0.0595
MCM4	-0.341375
PKHD1L1	1.876375
CEP192	-1.06933333333333
IFT88	0.1775
RPL9	0.458214285714286
RAB32	0.5885
DDX43	-2.56525
P2RX2	0.0426666666666667
OR5D18	-0.026
UBE1	-0.808333333333333
SLC24A1	0.127875
ARHGAP5	0.07775
CETP	-1.108
KIAA1731	-0.1105
SLC9A4	0.1535
PTPN6	0.473
BAHD1	-0.23
GRIK3	-0.238
CACNB2	-0.7673
PDE10A	-1.36825
DGCR14	-0.4935
PCDHB9	-0.8085
RHOQ	-0.432666666666667
MAP3K4	-0.1035
KTI12	0.1455
RPL23AP13	-1.916
GNG11	-1.893
CLCN3	1.099
GPAM	0.213125
VSTM2A	0.108
SLAMF7	2.14516666666667
INTS2	0.08525
PPP2CA	-0.2947
LRP12	0.645333333333333
SEC14L2	-1.61266666666667
DKFZP586H2123	1.71225
MC3R	-0.005
CIRH1A	-0.890166666666667
HIST1H2AB	-0.235333333333333
POLH	-0.571625
MGC16703	-1.29433333333333
SNAPC2	-1.5325
FILIP1L	0.89775
RASGRP4	0.278
LRRC1	1.35925
GAS1	-3.56275
PRAC	4.52025
DGKA	-1.29633333333333
NT5C3	0.26825
PEG3	-4.11066666666667
NADK	0.244
PRR17	-0.04975
LOC374569	0.979
SGSH	-0.397166666666667
NLRP8	-0.0305
GALT	-0.3856
MCF2	-1.2645
ZNF263	-0.487
TACSTD1	3.81966666666667
TYR	-6.1377
ATP6AP2	0.31625
RNUXA	-0.29675
ABHD10	-0.119777777777778
GDPD2	1.19675
SLC35C1	0.4605
UBE2A	0.835125
HERC5	-0.6055
FAM112B	-4.68183333333333
FBXL16	-3.56925
DKFZP434A0131	-0.22825
ELA3A	-1.6825
RBM41	0.213125
HAO2	0.187
RNH1	-0.216875
SHANK2	0.526
OSBP2	-0.71825
DAK	-1.01866666666667
C3orf58	0.311
TCL1B	-0.6075
KBTBD2	-0.496
SUGT1L1	1.1155
UBE2E2	-2.04
MYL9	1.26525
CDC23	-0.144
PBXIP1	-0.3712
CXorf40B	0.5775
NBL1	0.82775
RTBDN	0.1175
RAB11FIP5	-0.558875
TTTY13	1.1345
SCOTIN	-0.226
SOHLH1	-0.449166666666667
CDKN1A	0.260857142857143
NCK1	0.28375
ZNF550	-0.5045
SAPS3	0.351416666666667
SPIN3	1.0185
MAGEE2	-0.298
MIS12	-1.08916666666667
OR8H2	0.059
KIAA0774	-1.6855
UNC5D	-2.0645
CUL7	-1.39516666666667
LIPC	-3.12133333333333
DIO1	-2.6125
C20orf11	0.4411
CTRL	-0.19075
HS3ST2	-0.18925
PAK4	0.848333333333333
CCRL1	0.63875
RNF10	-0.2425
ZNF567	-0.21275
ZNF660	-0.4405
TCEAL3	-0.81
MAGOH	0.901
CENPB	0.408833333333333
C19orf7	0.08975
LOC388965	0.3435
ZCCHC13	-0.2645
JMJD1A	-0.7065
HIST1H4H	-0.886
TBRG1	-0.127
GPC3	-3.968625
TAF1C	-0.58275
EBNA1BP2	0.210666666666667
CIAPIN1	0.20875
PDGFRA	-0.412055555555556
CSTB	-0.628875
CENPI	0.441166666666667
GTF2E2	0.239
RPP21	0.534
CCNF	-1.1755
KCNQ3	0.4465
FAM79A	1.82575
SLC22A12	0.3685
NOVA1	-1.36083333333333
FZD3	1.2436
AKAP8	0.46725
SOCS5	-0.433625
CFDP1	-0.8065
DLG5	-0.6605
PGM5	0.77875
C1orf144	0.573416666666667
HDAC10	-0.044
RND2	-0.997
C20orf199	0.12275
RNMT	-0.9475
SLURP1	0.270875
ASTN1	-0.652375
SH3BGR	-0.35
MYCL1	0.972625
ZHX1	-0.5815
CENPK	-0.3845
FOSB	-0.3572
LOC643406	1.739
C2orf59	-1.069
TMEM135	-0.522125
SLC27A2	1.037
KRT33A	0.383
OVOL1	1.91225
PAMCI	-1.75116666666667
S100A7	-0.101
ZNF789	0.306
HARS2	0.2965
RPL23A	0.0566666666666667
TCF23	0.27
UPF3B	0.661625
C17orf78	0.922
HLA-DOB	0.288
C14orf142	0.222666666666667
TEKT5	1.49983333333333
DMWD	0.0315
POLD1	-1.2135
GSCL	0.0545
CALD1	-0.6148
SCRT1	0.3745
AIG1	0.4415
UNC84B	-1.282
ZNF404	-2.99825
TMED6	0.45425
KIAA1462	0.001
LRRC27	0.587666666666667
PYGO1	-0.228
PIGU	0.717666666666667
ALAS2	-3.634
WRNIP1	-0.0825
CNNM3	0.0035
ZNF2	-0.49925
ST3GAL5	-2.05358333333333
MRPL23	0.50025
TSSK6	-0.01825
PSMA6	-0.403
C16orf70	0.0645
KIAA1602	-0.74475
ALMS1	0.206
DCN	0.206
TMEM132D	-0.4695
SUCLG2	0.4015
ABHD14A	-0.5345
DEXI	-0.0345
AMPD2	-0.776833333333333
IFNAR2	0.190666666666667
CYB5A	0.4565
TLOC1	0.4994
NXF5	2.71033333333333
NRBF2	0.28125
KCTD3	-0.85475
ITGAE	-0.458833333333333
SLC30A3	-1.61533333333333
ZRF1	0.072
IFRD2	0.47175
XAB1	-0.17675
PYCR2	-0.9245
SERPINB3	-2.9655
TMLHE	1.0835
GEFT	-1.45725
ABCA5	-0.164625
EMR4	0.170333333333333
TSFM	-0.2635
HIST3H2BB	-1.25675
ARHGEF19	0.29775
TSPAN17	-0.294666666666667
ABCC8	-0.395
MAP1S	0.288
C22orf36	-0.568
BNC2	-1.57021428571429
HIST1H4A	-0.348
NDUFS3	0.127833333333333
WDR3	0.137666666666667
XKR4	-0.1025
TTC33	0.0809285714285714
STMN2	2.5215
CPN2	-0.650166666666667
HSPC105	-1.69375
PCOLCE2	-6.0555
C3orf55	-0.582
KLHDC9	0.709166666666667
TBC1D23	0.33675
ATXN2L	-0.739666666666667
MAP2K3	0.0579166666666667
SCAP	0.2105
ZNF486	-0.449666666666667
C20orf96	0.48025
NARS	-0.2535
ADAMTSL1	-1.12728571428571
PRCC	-0.406
CCDC126	0.22875
ZNF675	-1.07475
CALCOCO1	-0.36775
ANKRD43	4.00825
CWF19L2	-0.1505
ZBTB32	1.02733333333333
BRAF	-0.863
ODF4	0.24625
MGC14376	0.249833333333333
HORMAD1	-1.05733333333333
AAK1	-0.13825
PEBP1	-0.08825
TNFSF5IP1	-0.389833333333333
DKFZp564N2472	0.328
RMND1	0.04725
IGKV1-5	3.53475
COL1A2	0.969666666666667
SERPINA5	-4.47075
AANAT	0.1795
C19orf21	3.71433333333333
GEMIN5	0.21025
UBR4	-0.0385
LTBP3	-0.9995
AMHR2	-2.40583333333333
PROCR	0.77075
MYBBP1A	-1.15725
C20orf39	-1.01383333333333
ZNF697	-0.7175
PASK	-0.3581
ZNF776	-0.0995
RFXDC2	-0.15475
KIAA0467	-0.41525
C10orf96	-1.5015
ZNF503	0.74075
GULP1	-1.95691666666667
KCNE4	-1.94866666666667
DKFZp434K191	-1.318625
LOC196913	-0.1635
BHLHB4	0.718
CH25H	1.5505
LOC81691	-1.1215
ALPL	-0.571071428571429
COL12A1	0.6305
FOLR3	-2.43833333333333
GPR123	0.06975
TRIM62	-0.465071428571429
ABLIM1	1.17466666666667
MAST3	0.0635
RHBDD1	0.4835
LOC338809	0.2805
RYBP	-0.22675
TTC26	-0.435125
ZNF22	0.170166666666667
ISCA2	-0.54525
RDM1	1.31125
PIGM	0.64475
GNB3	-1.042
ACTR2	0.1183
HMGB1	0.18815
EDG1	1.209
SOAT2	-3.45
OR10AD1	0.2145
RAP1GDS1	0.519666666666667
LCE1F	0.541
ESM1	-1.34975
RCN3	0.6355
CREBL1	-0.3935
DBNL	-1.1535
PTGER3	0.509
USP30	0.485833333333333
BCL2L12	-0.082
KIF26B	0.7865
ZNF416	0.1405
ZNF225	0.054
C17orf70	-1.1015
ZNF554	0.00850000000000001
RAE1	0.412
TNIK	0.0933333333333333
ACTN3	-0.4775
MGC45922	0.8645
CCNA1	-2.10733333333333
RYK	0.0255
IL26	0.07
LRP3	0.4405
QARS	-0.06525
SOX7	0.187214285714286
BID	1.066875
OR2S2	0.0765
CXCL14	4.5285
C11orf47	-0.5755
MGC29891	0.3345
HSPB8	-1.1133
PRDM14	-0.9275
NUFIP2	0.3945
MNAT1	-0.7185
ZDHHC2	0.376083333333333
MBNL2	-0.330625
ADD3	0.901
CSNK2A1P	-0.02475
KLK6	-1.18516666666667
TMEM111	-0.2193
KIAA1279	0.262
NUBP2	-0.822833333333333
RAB42	-2.094
ID3	-0.2283
TM9SF1	-0.82425
MDP-1	-1.4165
POU4F2	0.0815
IQCK	0.29325
C16orf14	-0.2575
CAPN3	-0.113625
FAM43B	-1.141375
RECQL	-0.81675
AP1G1	-0.1495
CTNNBL1	0.0341666666666667
ECHDC1	0.535666666666667
SMARCC1	0.3333
FOXQ1	1.372
GNAI3	0.1465
POLG2	-0.4695
CD4	0.560375
ITLN1	4.636
EBI2	1.75675
IRF1	1.3535
PTPRE	2.452
PTK2B	-0.178
NXNL2	-0.904
SOX4	0.227277777777778
TSPAN3	1.37133333333333
SH2D1A	-3.64616666666667
C8orf58	-1.30283333333333
USP20	-1.16375
DUSP22	-1.16583333333333
CALB1	-2.02383333333333
L3MBTL2	0.415583333333333
MCRS1	-0.1985
TMEM118	-1.00816666666667
C18orf8	0.252833333333333
FLJ10241	-0.04475
GJA12	-0.144
PKD1	-1.18366666666667
ZFP3	-0.389
JAM3	-2.264625
LAPTM4A	0.306
DIRC2	0.67225
KIAA2022	-1.20983333333333
MYOM1	0.0673333333333333
TRPM8	-2.551
MOP-1	1.00925
PHKG2	-0.25725
ZNF650	0.69925
KIAA1522	0.66425
PSG8	-1.19966666666667
DDX19B	-0.347
MOBKL1B	0.23625
DIAPH2	1.84775
PTPN12	-0.78675
CLN8	0.1008
CRYZL1	-0.9695
CRY2	-0.441416666666667
FCGR2B	0.8655
PNPLA4	1.328
ZNF454	-0.408
DKFZp434B1231	0.03275
CLDN11	-0.1017
RFWD2	0.58
CIB2	0.036
MXRA8	0.57825
HRK	-1.168
MAML2	-0.99475
C4orf31	1.159
C6orf192	0.2025
COG6	0.8235
FAM5B	-0.32075
NFATC1	-1.563
SEPT10	-0.13525
SCYL1	-0.5721
RPP40	0.00525
SCOC	0.0765
KIAA1450	1.34925
CTDSPL2	-0.49225
TBX5	0.859166666666667
NAPG	-0.133625
RHD	-3.719
C14orf45	-1.07516666666667
ZBTB22	-0.332
PLCG1	-0.8235
ANKRD10	-0.571875
AQP7P2	-0.45525
TAGLN2	-0.00583333333333334
HTR2C	-1.057
SLC16A7	-2.03183333333333
C17orf83	0.05725
TSGA14	-0.25625
MDH1	-0.244
PPP3R2	0.215833333333333
DCBLD2	-1.90278571428571
RBM33	0.25075
DPH3	-0.1
SYT10	-1.012
FMO4	0.85675
THYN1	-0.2905
DRD5	-0.8175
OTOR	0.0025
PGRMC2	-0.1608
KATNAL1	-1.349875
PAQR6	-3.5885
UBE2I	-0.89
C14orf28	-0.22975
C8orf70	0.0955
FLYWCH1	-1.347375
ANGPTL3	-0.42875
GLRX2	0.1815
ATP11A	0.0292142857142857
ARL5B	0.143375
MUC16	-2.22675
SLC25A5	0.962714285714286
ACRC	0.146
MYO1C	-0.288125
FAM89B	-0.226666666666667
FAS	-0.02075
KIFAP3	0.064
GLRA2	1.864
BTN3A2	0.2902
CNKSR3	0.66225
CSTF3	0.00533333333333334
ARPM1	1.39725
KIAA1530	-0.642
C9orf150	1.94833333333333
PRKCI	0.29175
tcag7.1015	-0.675
SOD3	0.271
ZNF574	0.0805
CYP21A2	-0.59875
RPL12	0.59275
COMMD2	-0.50675
WIZ	0.231
LOC344405	-0.35075
ALDH4A1	-0.252470588235294
CRYAB	0.99075
COPA	-0.0645666666666667
PCDHGA7	0.228833333333333
KIF11	-0.29925
RASD2	-0.2345
SLC26A3	2.869
ZNF175	-1.0255
JAKMIP2	-2.39
C8orf4	1.327
PTHLH	-0.866
SLC40A1	2.21375
OR7D4	0.239333333333333
PCDHB17	-0.64
CD36	0.744071428571429
C6orf203	1.0236
PRKG2	-0.1885
LOC400566	0.99
ANAPC13	0.65325
SLCO3A1	0.8125
ZNF692	-1.6085
FANCL	-0.544
SH3GLB1	0.69425
C12orf61	-0.2095
KBTBD6	0.17575
SUPT5H	0.430875
XRCC6	-0.2263
HUS1B	-0.6556
FAM133B	-0.338357142857143
LOC728276	0.047
KCTD18	0.34925
SOS2	0.223333333333333
CCDC99	-0.48275
C1QTNF5	2.319
NNAT	0.103333333333333
USP16	0.07625
LARS	-0.16875
ZBTB2	-0.000499999999999997
ABO	0.389833333333333
TRAF3	0.06125
GALNT5	0.5055
NAP5	-0.495
ALG14	1.00183333333333
KIAA0515	-0.435
WDR75	-0.005
TEX261	0.0746666666666667
LY86	-0.775
LOC389072	-0.22
FLJ13611	0.1375
MRGPRX2	0.289
SNRPA	-0.5365
OR2G2	0.14
GPRASP2	-0.31775
C7orf42	-0.0563
C9orf163	-0.065
CYP11B2	0.6225
FCRL3	0.263333333333333
PRDX1	-0.18925
FGB	-4.80483333333333
COX17	0.376166666666667
C16orf33	-1.0735
PIWIL1	3.38183333333333
FOLR1	-2.29766666666667
KIAA0082	-0.356
FREQ	-1.77816666666667
TMCC2	-1.97566666666667
TCF12	0.40025
ZNF721	-0.18825
FAM130A2	0.32625
POU4F1	0.67375
SNRPF	0.18075
SGIP1	0.755833333333333
ZNF641	0.270166666666667
EMG1	0.10375
PRRG4	1.5295
HIRA	-0.2505
MYNN	-0.0815
AEBP2	-0.110333333333333
TBXA2R	-0.389333333333333
ISL2	-1.17616666666667
PCDHB11	-1.596
RNF144A	-1.174375
MARCH5	0.10075
DULLARD	-1.31666666666667
DCLRE1B	0.229333333333333
ITGA8	1.01
TP73	-0.171375
PRKCD	0.693
NDUFB4	0.223
ATP13A4	0.355375
ANTXR2	-0.526333333333333
COL4A3	-0.638
MYO10	0.4483
SLC6A18	0.2885
PEX1	0.216
TMEM74	-0.866833333333333
RBM19	0.19325
TAPBP	0.12795
RUNX1	-1.212
MID1	1.34583333333333
GPR64	-1.94216666666667
RASEF	2.76875
GABRG1	0.006625
MYO16	-1.247
DBF4	-0.287
TSHZ2	0.688
RIPK2	-0.091875
PPTC7	0.300333333333333
KIF4B	-0.0285
LRRC31	3.906
ZNF540	-0.685
EFNB3	-0.569166666666667
LOH12CR1	0.923625
STON2	-0.170833333333333
GLP1R	-0.07125
CSTF2T	1.123125
IREB2	-0.324
GRSF1	0.12275
PDCD7	-0.271333333333333
LRRC43	0.373
CNR1	-0.457666666666667
IL1F7	-0.0525
C12orf64	-0.15925
FAM69B	-2.808
NR2E1	-1.86583333333333
MS4A6A	1.3105
FTL	-0.2068
C7orf36	0.88675
PCLO	0.5861
DYRK2	1.26275
ARIH2	-0.311875
SAMD7	0.1915
SCNN1D	-0.624
SLC32A1	-0.9665
C22orf25	-0.348833333333333
MRPS18A	0.4938
GPR112	0.1085
EARS2	0.04175
ERN2	1.395
ATPBD3	0.1725
PRH2	-0.8055
CDKN2D	1.07266666666667
PGLYRP2	-0.9975
TRIM40	0.537
SEC14L3	-0.324
SLC22A1	-0.00474999999999999
BTN2A3	0.0715
RASA4	-0.76325
CCNL2	0.15825
MYBPC3	0.448
GJA4	1.69475
CDC42SE1	-0.497625
TRPV2	-1.8655
MYPN	-2.5686
SIM1	0.2535
CDADC1	0.80675
ZFHX4	-1.72175
NIBP	0.0656666666666667
ADAMTS19	-1.77125
ABTB2	-0.114
TSPYL2	-0.5185
EIF2S3	0.1386
SOX30	1.243
AP2A1	-0.2155
DKFZP564O0523	-0.156166666666667
LOC285398	0.015
CDH18	-4.83975
CHL1	0.6435
GATS	-0.8826
TBC1D2B	0.438
OR1J1	0.2285
GSN	0.321666666666667
DPCR1	0.19925
GARNL4	-0.2985
SMARCA5	0.13125
PLEKHG3	0.842666666666667
ZBTB45	-0.1785
FRMD6	-2.57183333333333
PLS1	3.5045
DGKZ	0.1475
EFNA1	0.4056
WDR85	-0.384
ANK2	-0.45475
PAGE4	-0.419
SENP6	0.590166666666667
AKR7A2	-0.7285
FKBP10	-0.8105
VEGFC	-3.63583333333333
LARP1	0.1275
SRBD1	0.18525
ITGB6	2.4635
SLC1A2	-1.67785714285714
INVS	0.506
MPO	1.43875
MOBKL3	0.2989
CUTL2	-1.930625
KLK2	-0.0101666666666667
VIM	-2.91
REG1B	3.01416666666667
PCDHGC4	0.27175
C3orf34	-1.7755
SUMO3	-0.786
CST9L	-0.75275
MLL4	0.371
SPR	0.620833333333333
SAMD9L	-0.1045
ABCE1	0.45125
SUPT3H	-0.4195
ACTBL1	-1.7305
ADAMTS4	0.0443333333333333
SLIT3	1.0045
RHEBL1	-0.6355
NPM2	0.62425
MAN1C1	-0.867
KIAA1856	0.421666666666667
HSPA6	0.58125
LOC388152	0.235
C10orf140	-1.78825
ZDHHC12	0.404
LIN7A	-1.6991
PHC2	-0.18825
SPHK1	-2.59625
TRIM26	0.3025
FAM83E	2.1445
C18orf24	-0.68
ZNF578	0.223
ORAI1	-0.331
RUVBL1	-0.0105
C7orf20	-0.0368333333333333
APAF1	0.5365
SLC36A4	-0.864333333333333
MYH11	4.96816666666667
NEK1	0.1216
MPP2	-1.54325
C12orf24	-2.14625
TNK2	0.1169375
ZNF289	-0.90975
MATN3	-3.57614285714286
IFNGR2	0.136166666666667
ITPR1	-1.610625
EBF3	0.8321
TBC1D20	-0.3107
OR10P1	0.28825
DDAH2	0.7865
SHPRH	-0.2275
STX7	0.335
LOC554248	-0.98525
BCAR1	-0.5025
ATXN3	-0.493083333333333
TRIM27	-0.29775
CDC42EP2	-0.392
CHP	0.614857142857143
SOX17	1.161
ZNF259	-0.0413333333333333
CHCHD1	0.55
ZDHHC19	0.0345
GBP2	2.0285
GARNL3	1.30325
MRC2	-0.9185
C1orf52	-0.4125
AOF2	-0.436833333333333
LRPPRC	0.2678
ACVR1C	3.00766666666667
TM4SF18	1.42883333333333
TMEM169	-0.557
PPP1R16A	-0.00299999999999999
EBF1	-0.599333333333333
RRS1	0.762666666666667
SNX2	-0.0225
OR2T2	0.095
RBX1	-0.46825
ANKRD54	-0.128666666666667
TSNAX	-0.430166666666667
TMEM83	-1.93525
ZBTB7A	0.88425
ATM	-0.872083333333333
LOC338328	0.686833333333333
TIE1	0.1126
HIST1H3G	-0.298333333333333
PASD1	-4.21316666666667
TINAG	2.57525
PCDHAC2	-0.341
LRRC15	-1.393875
WBSCR17	-0.9875
TFF2	0.648
PARP2	-0.8335
NDFIP2	1.264
PCDHGB2	-0.3475
WDR60	-0.65525
MAP7D2	-1.4425
USP45	-0.796
GSDML	1.969
TNS1	-0.7148
PLCD4	-1.597
IQCD	0.244833333333333
SMPX	-1.8125
CD9	0.754666666666667
SRGN	-0.27975
CASP7	1.963
INOC1	0.480666666666667
DKFZp451M2119	-0.68125
VMAC	0.5645
USP53	1.8193
CAMK1G	-0.603625
TMEM106A	-0.530666666666667
CDC20	-0.2577
ACSL5	3.59816666666667
CBWD5	0.015375
C1orf87	-0.658333333333333
KIAA1274	1.318
PRUNE2	-0.505428571428571
LYPLA2	-0.297166666666667
DOK6	-2.095
GPR149	0.05925
FAM30A	1.32875
TMEM129	-0.114
SLC35B3	0.8465
ACPP	0.6267
LOC200261	-0.7455
SLC4A7	-0.2516
CCDC40	0.21775
GART	-0.41825
THOP1	0.50225
SCARB1	-0.57875
CACNA1F	-0.08825
TRIAP1	0.145
SYT14L	-0.236
SFRS8	-0.115666666666667
PBOV1	0.26975
GOLSYN	2.68075
GJB7	-0.836
CAMK2N1	1.315
GREM1	2.96758333333333
FLJ20433	-0.10575
QPCT	-4.144125
PRKAG2	0.636666666666667
H2AFX	-0.64125
C6orf154	-1.1395
PLOD3	-1.00475
ZBTB39	0.1715
WASF3	-1.22133333333333
DRG1	-0.234
PRR4	-1.4055
SPCS1	-0.37675
KDELR3	-0.4215
SRP19	-0.05
GABRA6	0.22275
MFSD1	-0.61675
MMEL1	0.6385
PDXDC2	0.1928
BUB1	-1.13555555555556
RNF138	-0.952
MYLPF	-0.712833333333333
AIF1	-0.692166666666667
DYNLRB1	0.8013
HCN3	-0.4295
HIST1H2AI	-0.02925
MAP4K5	-0.119833333333333
LASP1	0.59825
LOC130951	-0.6985
PLAA	0.600875
KRT6A	-3.107
C6orf117	-1.00875
ARHGAP23	-0.282
PTF1A	-0.448
GPHA2	-0.45975
LCE3B	0.244
MCL1	0.0437142857142857
EHBP1	-0.933666666666667
PRNP	-0.346875
ZSCAN1	0.21575
C1orf113	-0.121
FOXA3	2.56775
NEB	0.351
ASGR1	-4.37716666666667
CTGF	-0.323333333333333
RAB17	-0.1335
MST101	0.2205
JARID1B	-1.239
USP37	0.0181
PTBP1	0.0635
PTPN7	-0.927166666666667
CDC7	-0.519333333333333
SNX7	1.056
ZNF335	-0.14575
CPT2	0.16525
HEATR1	-0.281875
HSPC152	0.044
C5orf40	0.17325
PSME1	-0.147
STAG3	-0.729
TMEM154	0.887666666666667
KLHL32	-0.052
TSGA10IP	-0.706
SUV420H2	-0.398
SF1	-0.5653
2'-PDE	0.586875
PNLIPRP2	5.3845
TRSPAP1	-0.41275
NUP210	-1.28566666666667
ANP32C	-0.333166666666667
RAB11B	-0.282333333333333
ASB15	0.265
