Hybridization REF	TCGA-AA-A02J-01A-01R-A00A-07
UBXD7	-0.7025
ZNF674	-0.315
TMEM35	-0.586625
BRSK2	1.5735
HECTD3	-0.1575
TMEM188	-0.00341666666666667
LGALS9	1.8265
SCARB2	0.387166666666667
USP34	-0.64775
C17orf28	0.580166666666667
ZDHHC23	1.201
AQP12B	4.138
SLC16A3	-1.43075
APLP2	0.368125
ITIH2	-6.30725
MICAL3	0.631
TNNI3K	-0.4108
HDAC2	0.4795
PRR7	0.3994
THBS2	-3.857125
LOC751071	-0.379166666666667
CA2	0.366666666666667
RANBP17	1.56775
RLN3	0.344
CRYZ	-1.06683333333333
GBAS	0.517666666666667
TAS1R1	-0.684
MPZL3	1.5555
PCDH8	-1.83925
HSP90B1	0.00200000000000001
KCNK15	-0.667
TNIP2	-0.201666666666667
GPR146	-0.931
NOL6	0.00175
SPC25	-0.815888888888889
STEAP2	3.15685714285714
VAMP3	0.118833333333333
TCIRG1	-0.18825
ZP4	-0.089
PARL	-0.141375
TRIM39	0.076
KIAA1305	2.7795
CRNN	0.189166666666667
GRN	-0.27175
HSH2D	-0.04975
SCAMP1	-0.536375
KIAA1913	0.92375
PTS	-0.19425
BANP	-0.170714285714286
PRKACG	0.163
ADCY6	0.37
C16orf46	-0.0045
CYP51A1	0.57075
DDC	4.58425
ANPEP	-1.19483333333333
PROM1	4.09633333333333
SIGLEC10	0.34975
COPG	0.4255
FAM26E	-0.544571428571429
TRIP4	0.069
SNX3	-0.287333333333333
C1orf175	1.04666666666667
PPY2	0.37475
C14orf152	0.041
FTSJ1	-0.223
DST	-0.54365
LOC554235	0.1075
GLRX5	-0.1985
C20orf12	0.2049
CAB39	0.469166666666667
MSH2	-0.8305
PIP4K2C	0.595375
CYLD	-0.41225
WTAP	0.4494375
MGAT4A	1.28788888888889
TSC22D4	-0.6661
CHRM2	0.989
PPYR1	0.059
CCNH	-0.4185
RRM1	0.0955
ECAT8	-4.52825
LOC400120	-0.12825
GABRA4	1.639625
C14orf4	0.543333333333333
C1orf59	0.47575
CTDSPL	0.9395
NHEDC2	-0.928
PDE11A	-0.832
KLHL29	0.66625
CD5	-0.8865
TSPAN9	0.116625
WDR67	0.848
THUMPD1	-0.0267
C18orf17	-1.5205
CLYBL	0.747333333333334
FLJ13231	-1.2
CMBL	-0.0379999999999999
LECT2	0.91325
NKAPL	0.3914
LOC654780	0.8055
OR4C6	0.402
RAB30	-1.17333333333333
TSSK4	-0.1415
TMEM163	-0.535
OSBPL11	0.269
GNB5	-1.35316666666667
CCL21	0.4975
C1orf121	0.547666666666667
FMO2	0.104666666666667
RPTN	-1.1505
MSTN	0.7285
VCL	-0.491571428571428
FYTTD1	-0.941
C11orf1	0.35375
CCDC88C	0.324125
HFE	-0.216722222222222
MOGAT1	0.2865
FAM125B	1.027
IRGQ	-0.315
RAVER2	1.45925
AKAP5	-1.5435
SSSCA1	-0.22775
C11orf63	-1.578625
ACTG2	1.0211
PORCN	-2.3155
DTL	-1.09727272727273
TMEM151	0.34575
FAM122C	-0.19875
RSAD2	0.2922
BAT4	-0.648
KRTDAP	-1.53216666666667
MYH8	0.0545714285714285
CRTC3	0.12175
LRRFIP2	0.7168
INTS4	-0.446333333333333
TTN	-1.644
SLC26A5	0.6315
PLLP	-1.41325
RGS6	-0.290875
SRGAP3	0.59175
ZNF525	0.472333333333333
NBR2	-0.214333333333333
C13orf1	1.3451
ZNF137	-0.1925
CEP27	-0.39025
BEST2	1.8425
RNF121	-0.00725000000000001
DMRTC2	0.425
C8orf76	0.82975
BCCIP	0.040125
MEST	1.24025
HTRA2	-0.5205
ANGPTL2	-1.9875
ILKAP	0.2005
ERAS	0.1075
HBS1L	-0.888
CPA5	0.259
TMEM30A	-0.199333333333333
CD300LF	0.6425
WISP3	-0.1485
CRK	-0.584642857142857
PDS5A	0.0319
BRPF3	0.656833333333333
NEDD9	-0.479125
SMPDL3B	0.38875
PSG6	0.84375
PSMD13	-0.409
ETV5	-3.603
OR51A4	0.0625
BTBD7	0.719
GSTO1	-0.493125
hCG_16001	1.339
MAD2L1BP	-0.203666666666667
COX6A2	0.1285
SCNN1A	2.02716666666667
LSM1	-0.00566666666666667
UGT2B11	-0.733
IDUA	0.29575
PPP2R3C	-0.36
COX11	0.109333333333333
PDZK1	-1.76925
ZNF443	1.2705
MGC21874	0.4845
ZNF323	0.0348
KRTAP10-10	0.596
CXCL6	1.1835
SLC34A2	-0.0564
LOC284402	0.3465
NPTN	0.257916666666667
UPP1	-1.77233333333333
SLC6A9	-0.031
OR7G3	0.001
CISD1	0.392333333333333
ZNF545	-3.49366666666667
SYT14	-0.1005
NT5C3L	-0.611666666666667
ZNHIT3	-0.420333333333333
SNRPD3	0.351
KIAA0701	-0.4635
UNC93B1	0.512833333333333
GMNN	-0.3245
SPCS2	0.245333333333333
LOC388524	1.0005
NAPRT1	1.05275
PNLIPRP1	0.736
OR6V1	0.5345
PRKAB1	0.836
EYA4	-2.87733333333333
KIF20A	-1.114
ALG10	0.04125
ITPKC	1.24983333333333
LMX1B	0.116333333333333
RPUSD4	0.207166666666667
C7orf34	-0.164166666666667
DLGAP2	0.327625
PFN1	-0.689
MICALL2	0.146416666666667
ZNF654	-0.6385
SS18L1	-0.324625
SLC16A8	0.32175
MKI67IP	0.3485
ITGB3	-1.784
TCEA3	1.53575
CEP152	-1.0383125
CLIP1	-0.20225
ZNF75	0.846875
ATP5C1	-0.152333333333333
NUDT5	0.0155
PSCDBP	-1.6665
UBP1	0.42
RBM27	-0.10525
C13orf15	1.88975
ZNF282	0.328833333333333
ZNF222	-1.1366
COL10A1	1.37725
PRDM15	-0.455625
TTTY5	-0.834
FAM9C	-0.8815
C20orf67	0.184
GNG13	-0.1695
F12	1.60075
C1orf41	-0.835
CPXCR1	-0.421
GSK3A	0.20325
SUPT6H	-1.05933333333333
PI16	-1.74383333333333
ELL2	-1.49383333333333
C9orf167	-1.7665
PVRL3	0.5004
FLJ38596	-0.07825
ADAM20	0.32375
GPR89A	-0.006
GPR87	-2.477
ZNF30	0.19075
SMR3B	0.49175
ZNF770	0.13275
TRPC4AP	-0.405166666666667
DKFZP686E2158	0.722833333333333
C2orf28	-0.264666666666667
FREM1	1.01033333333333
LAMA4	-0.995833333333333
ADPRHL2	0.043
EIF4G2	0.592
GUCA1A	0.0455
CTNNA2	-1.745625
NUDT15	0.515166666666667
CEPT1	0.604333333333333
ZNFX1	0.1861
CCDC92	0.6765
TDRD1	-0.5435
KCNK5	1.08016666666667
ETNK1	0.175166666666667
LTA	0.317
TTPA	2.30616666666667
B3GALNT2	-0.26475
SC65	-1.8435
PEX5L	-1.054
EPS15L1	-0.46625
MGEA5	-0.4555
HIST1H3A	0.57575
ING1	0.153
BCAT1	-4.593875
ORC6L	-0.861363636363636
KLK11	-3.545
C19orf28	-1.16775
DNER	-4.23342857142857
MED22	-0.930357142857143
ETV6	0.68475
CHAC2	-1.14225
CD300E	0.5345
CEBPB	0.60175
ZNF398	0.0615
LRCH3	-0.1125
HMGA1	-0.406666666666667
CAPN7	-0.228333333333333
MGC5566	-3.22475
CCL3	1.760625
NANOS1	-1.18275
ZFYVE19	-0.50375
APITD1	-0.107166666666667
PARD3	0.483
IRAK4	-0.138666666666667
SERPINI2	0.2095
CEP170L	-2.60325
TTC9	0.732125
MYOM3	1.816
MLPH	-3.17825
LOC222699	-0.8995
NRG1	-1.92316666666667
TBC1D9	-1.45045454545455
TTK	-0.299333333333333
ZNF557	0.6056
DDX41	-1.037
FANK1	-0.212
UBE2D2	0.187
PSMB10	1.15675
MYH7B	1.3315
GABARAPL2	-0.846625
MARVELD2	2.19016666666667
DGCR2	0.773333333333333
UNC45A	-0.472333333333333
C6orf72	-0.5725
ZNF683	0.3435
GIT2	-0.55525
CASK	2.53416666666667
C14orf161	1.1515
LRRC44	0.02225
TIFA	-0.535125
UTP11L	-0.9645
C6orf65	-1.75625
FDPS	-0.36375
DUSP9	-1.8543
SLC17A8	0.286166666666667
OR51G1	0.324
NANS	0.2905
OLFML1	0.36125
ATP10B	4.366375
NPAS3	-1.5605
PRKCA	-1.5003
GGA2	-0.4439375
LCE4A	0.0635
SPANXN3	0.613
CCDC115	0.0515
SDCCAG3	-0.24525
GLIPR1L1	0.81975
TTC1	0.08225
C17orf76	3.1675
MAD2L2	-2.29025
HIPK1	-0.5851
LRRC3B	-0.269833333333333
CLN3	0.200409090909091
C17orf47	0.189
FMN2	-2.99585714285714
TUBB1	-1.694625
WAPAL	0.5355
C3orf21	-1.449
SCN5A	0.5419
SMYD1	0.33575
BEX5	-0.0515
ZNF192	0.5815
SEC22A	-0.187333333333333
GRIA2	0.103076923076923
KIAA0825	-1.09475
NUSAP1	-0.871727272727273
LANCL1	-0.89375
C15orf40	-0.3334
ZNF645	0.7485
GPR61	0.359
NLRP14	0.1075
SNX21	-0.3026
C1QTNF8	0.627
C17orf46	0.39575
IFNA8	0.3775
SPRR1B	-1.69233333333333
FLRT1	-0.54175
SNX17	-0.584166666666667
ASB2	-1.312
HBG1	-6.959
RPRML	0.836
JOSD2	0.462666666666667
PLSCR3	-1.14675
SPOCD1	-1.47866666666667
RAB39	0.453
GHRH	0.0471666666666667
ITIH5L	0.03825
C17orf37	0.3395
SMCR8	0.33025
DPY19L2P3	-0.922166666666667
IL11RA	-0.956
GDF3	-4.51233333333333
RPS6KB1	-1.46258333333333
DNAJC19	0.2191
TOP1	0.731
CRCT1	0.444875
MPST	1.311375
DPM2	0.291125
FAM38B	-3.38116666666667
SLC18A1	-1.52116666666667
FARP1	0.1595
PAX7	0.1025
TUBD1	-1.23975
GNL3	0.570375
BTG2	2.264
NDUFS6	-0.283
C1orf79	-1.1025
ERAL1	-0.42775
ECHS1	0.629
VPS4A	-0.121666666666667
CYP11A1	-1.184625
ABCC6	0.939571428571429
PBX4	-0.483
MOSC1	0.945625
NCF4	-0.95225
HYMAI	-0.1045
NAGPA	-0.297375
OTOP2	0.656
ACOT12	0.4605
MTHFD2L	-0.741875
LOC441376	-1.17233333333333
C19orf34	0.3305
RAB1B	0.048
ALDOAP2	-1.1625
NTRK1	-2.29466666666667
ARTS-1	0.5897
SLC6A11	-0.744
NAP1L2	-4.6945
CNGB1	0.118833333333333
EPB41L4B	2.22672727272727
FAM134B	2.612375
HS3ST3A1	-3.11283333333333
CPXM2	0.25375
SIRPB2	-1.5325
CHORDC1	0.118666666666667
TRIB3	0.923666666666667
SLC2A5	0.19975
C2orf49	0.118166666666667
DDX5	-0.777
OR5L1	0.6535
ANAPC4	-0.157666666666667
ZSWIM1	1.050125
LOC93622	-0.797625
KCNK3	-0.5599
RP11-35N6.1	-1.091
ZFP161	-0.465833333333333
AQP9	1.013
SLC15A2	-0.308666666666667
MREG	-1.15683333333333
OR9I1	0.4185
PDLIM2	-0.641625
ADAM7	0.5095
GSTCD	0.113333333333333
WDR21A	0.728
SLC12A8	1.86516666666667
TMEM174	0.21375
IGSF3	-0.439166666666667
LRRN1	0.26
LOC402117	0.1505
SRPK1	0.592
LY6K	-2.65346666666667
NFIA	2.167
PTCD3	0.411375
LEP	-0.331333333333333
PCDH21	3.2765
MAPKAPK2	-0.564214285714286
NMNAT1	0.665
LHFPL2	-0.148
C9orf43	0.48475
DIP2A	-0.695
ACTR8	0.215
CCDC34	0.14075
PTPN22	-1.84375
ITGA3	-1.417
FAM129C	0.13925
RABGGTA	0.393666666666667
UNC45B	0.1405
KIAA1033	-0.37425
ZNF510	-0.185333333333333
CYP2D6	0.467
SLC26A10	-2.4155
STX8	-0.723
LUZP1	-0.311375
WDR89	0.188333333333333
EIF4G3	-1.0352
C5AR1	0.222
ZNF623	1.1155
A2M	-2.174
TGM7	0.5395
GRPEL1	0.232833333333333
LMNB2	0.012
ROCK2	0.769
SNX16	0.490125
CCDC66	-0.463
ANXA3	2.025
KIAA1609	-0.4775
EED	-0.67325
RNF32	1.82733333333333
HES1	1.8168
CLC	0.507333333333333
ISL1	-0.1345
KIAA0528	-0.03
MANEA	0.089875
C1orf61	-1.934
hCG_2001000	1.098
RAPGEF6	-0.4404
KIAA0020	0.736833333333333
NEIL1	0.21725
C16orf45	-3.4335
RBM10	0.0326666666666667
C10orf125	0.642125
MRS2L	-0.237
DNAH17	-1.62425
C19orf10	-0.5315
C1orf160	-0.32975
SLFN12	-2.5565
EXOC3	-0.542833333333333
HIST3H3	-0.18
NCOR2	-0.304333333333333
TNFRSF9	0.034
MFSD8	0.716
ALX1	-4.837
NOL1	-0.55875
PODN	0.197
TIAL1	-0.64825
HIST1H1E	-1.37
NPY6R	0.26625
TM4SF4	0.16075
CORO2A	1.0365
ETNK2	-1.76033333333333
APOE	-2.3036
ANGPT4	0.305
HDGF2	-0.6265
G30	-0.691
ST8SIA4	-1.54775
F2RL1	2.946
FAM19A4	-4.30333333333333
CCAR1	0.0245
B3GNT7	0.3465
OPHN1	-0.3373
DSCR6	-0.275
C21orf13	-0.653833333333333
GAS2L1	-0.616083333333333
RFX3	0.249
COPS4	-0.176375
BCHE	-6.05883333333333
BCL2	-1.48525
HBZ	-4.05966666666667
ARL13B	-0.97675
MAPBPIP	0.425625
MYO15B	2.744375
SPZ1	0.35425
KIAA1324	1.57155555555556
PLCL2	-2.930625
C4orf29	-0.05675
WDFY2	-1.39225
ZNF284	-2.016
NAALADL1	0.5575
DUSP5	-0.586333333333333
PXDN	-2.033875
SLMO1	-0.22525
TNXB	0.6698
BIRC7	-0.83375
A4GALT	-1.169
TIMM22	-1.213
FAM110C	0.4745
TOMM34	0.4905
ABHD9	-0.052
ADAM32	3.37
CRHBP	-2.07966666666667
AQP2	0.421
LOC130355	0.533
ZNF187	-0.947333333333333
ZNF816A	0.656
F7	1.344875
CNOT1	0.4264
SLC13A4	-1.086
ZBTB11	-0.45325
B3GALT5	0.57325
EXOC2	-0.133666666666667
IRS1	-0.8588
TMEM1	0.713833333333333
MRPL34	-0.605166666666667
SAMM50	-1.43725
CDC42EP3	-0.406375
HSF2	-0.9499
MFN2	-0.35375
TSPAN7	0.830166666666667
NUCB1	0.2055
RHOH	-4.455
ARL16	-0.323
TACR1	-0.2095
SFRS5	-0.581333333333333
SNX25	0.70875
RHBDF1	0.204666666666667
PCDH18	0.440333333333333
HMG1L1	0.11875
MYO5C	1.080375
MAPK10	-0.699
LDHAL6A	0.347666666666667
NUDT12	0.804
NCAM1	-0.477125
GLIS2	0.355
GGTL4	0.27425
DAPP1	-2.33275
ATF7	0.15075
KIAA0748	-3.19225
NFIL3	-0.07375
TM6SF1	-1.5967
SEZ6	0.3295
NANOS3	1.94083333333333
DNAJA3	0.201
CLDN6	-1.586
CIITA	1.0068
EPHA4	-3.10616666666667
FANCC	0.462
CMTM3	-1.4755
PSG3	-0.569875
MRPL15	1.49775
C21orf59	0.0825
PLCXD2	0.08375
C2orf34	0.482125
UBE2L6	-0.587625
MED14	0.8346
HP1BP3	-1.5777
C6orf208	0.127
TPBG	-3.9455
OSR2	-2.521625
XPC	-0.145166666666667
KLHL7	-0.95625
CCR3	0.0841666666666667
AGTPBP1	-0.7285
PCSK6	-0.2188
STAT5A	-1.6556
FAM18B	-0.60825
LONRF2	-5.01616666666667
PTPN2	-1.079125
SF3A3	-0.637
EFCBP2	-0.29575
HCFC1	-0.236333333333333
AHNAK	-1.59365
ACTR5	-0.084
KIF14	-1.58428571428571
TENC1	-1.0775
HEATR5B	-0.0415
YIPF2	0.285166666666667
MYEOV2	0.695
DUSP18	2.52325
KIAA1012	-0.9855
AHR	0.7205
C17orf53	-0.764166666666667
PTPRH	0.97125
ATP6V1C1	0.926
TAS2R3	0.0665
LOC440356	-1.79425
COQ10B	0.05375
PSMF1	0.901916666666667
SORBS2	2.53633333333333
NFE2L2	0.39975
TMCO7	0.47125
SH3PXD2A	-0.2825
SH2D2A	0.59425
SPINK5	1.043
MRPS24	0.141
OPA3	0.164375
TRAF7	-0.009
C4orf35	0.726833333333333
MT1G	-0.235
MGC39545	-0.358333333333333
HS1BP3	0.219
OR2B2	0.231
CHRM4	0.396
SFRP2	-4.33008333333333
RIC3	-2.11
ART1	0.0705
C6orf1	-0.49225
DUS4L	0.3155
C10orf104	0.55475
TNFAIP6	-1.03525
RTEL1	0.294
CCT4	-0.3282
ZNF709	-0.0115
CHMP6	0.133666666666667
UPP2	0.40275
CYP19A1	-2.815625
CD151	-0.203666666666667
NDUFA13	0.0601666666666667
ARFRP1	0.253333333333333
FAM26B	-2.266
CRYBA1	-1.1605
MRPL41	-0.3045
NPFFR2	-0.908857142857143
HRH2	0.339
SCAMP3	-0.509
MTMR6	0.1025
MTG1	-0.515833333333333
UBTD1	-0.93925
CRABP1	-2.5725
FLJ33790	-1.3478
KIAA1908	-1.77516666666667
GPR158	-2.04425
PACSIN3	0.166666666666667
OMD	-0.7865
CATSPER1	-1.964
HOXB8	1.8415
FBXO46	1.2835
OAS1	1.60016666666667
SVIL	-0.166
PHB2	-0.39225
ADCY3	0.1635
NDRG2	1.56566666666667
ERMAP	0.5344
APBA2	-2.136
IGSF9	1.63025
WNT6	-0.991928571428571
MYCBPAP	-1.147
ATP2B2	-0.4283
CPVL	-1.1967
TRAM2	-0.440666666666667
NOP5/NOP58	-0.009
ZNRF4	0.30275
TLK1	0.00662500000000001
MTMR12	0.183071428571429
ZNF384	-0.4865
FAM9B	-3.02125
RPN1	0.8816
PMVK	-0.3695
EIF3D	0.0333
SIX2	-1.3855
HPS1	0.691142857142857
RNF7	0.0595
PSKH2	0.4445
KCTD13	-0.355166666666667
CSMD3	-0.0522
FBF1	-0.2685
IL8	-2.391375
SERPINB13	-0.0260833333333333
FBXL20	0.13825
BLR1	0.36125
SH2B1	-0.7145
RFNG	-0.526625
RAB20	0.8975
RBM7	-0.09825
POLR1A	-0.112333333333333
TMPRSS4	4.02775
TAF9	-0.424375
TERF2	0.443
TNFRSF1A	0.099
ACADVL	-1.30066666666667
GTF2H5	0.04
EDG8	-1.6295
C9orf140	0.737125
UST6	-0.0306666666666667
ZBTB8OS	0.06075
ZNF710	0.999
GPR174	-1.66
ATP6V0A2	0.26175
KIAA0319L	-0.437666666666667
XKRX	3.8545
DOPEY2	1.5819
SDHD	0.00341666666666669
SUMF1	1.3205
OSM	1.944
OPN3	-1.375
DAGLB	-0.286666666666667
PPFIBP1	-0.9205
TRIM63	-4.8395
C10orf53	-0.026
LYPD3	-3.62116666666667
BCL7A	0.385125
AGER	-1.15366666666667
TCF19	-0.62425
SAT2	-0.427
PFTK1	-3.746
GABRE	0.755875
C15orf38	0.9004
FIS1	0.4835
KCNV2	0.059
CLPS	0.488
PPCDC	-0.56275
FOXN2	0.396666666666667
NT5E	-0.4612
CD83	0.23475
IL18	0.366625
VPS16	0.0575
IGFBP2	0.245833333333333
NOTCH2	-1.10125
SIGLEC1	0.16575
CD93	2.492
SULF2	-0.7495
CEP164	0.016125
P53AIP1	0.157833333333333
TOR2A	0.1035
ZNF136	-0.1315
MGP	-1.3964
CCDC144A	-0.263666666666667
TRPC1	-3.54616666666667
SMS	0.138
MAPK7	-1.1485
RRAGC	-0.09775
PARD6A	-0.1215
NUB1	0.664666666666667
SYNGR4	-1.38777878078145e-17
OR11H12	-0.067
WIF1	5.315875
GCH1	1.22775
OR11H4	0.78
SLC44A5	0.4765
GPRIN2	2.87816666666667
LOC401431	-0.44975
CPA4	-2.6186
MELK	-0.103666666666667
IL15RA	0.596
CUL3	0.034375
HMBOX1	-2.92675
PODXL	-3.29775
CCT6B	0.518166666666667
COMTD1	1.5375
MUC20	4.79916666666667
GPX2	4.656375
ITK	-2.61425
FBXL5	-0.1845
C13orf27	-1.12775
DEFA5	3.2505
TRHDE	-0.28
MTP18	0.357
UQCRQ	0.87
ITGB2	-1.27108333333333
CSRP2BP	1.02625
TAS2R44	0.4105
PHPT1	0.07525
FAM44C	0.206
ERH	0.32075
MPHOSPH1	-0.0661666666666667
MORC1	-0.5425
PARVB	-3.1185
LAMA1	-2.89725
PGBD3	-0.422
GIMAP6	1.924
AREG	3.55966666666667
LIPT1	0.02725
MGC99813	-1.12525
C1orf201	-0.381333333333333
GRIN2A	-1.0169
MAN2C1	-0.76225
NSUN5	0.0965
SF3B5	0.21175
MYC	1.311
NRXN1	-0.875272727272727
ZNF18	-0.22825
SPDYA	-1.006375
SLC37A1	1.723
DECR2	0.54175
ANKRD38	-1.50225
SPTLC3	-1.29558333333333
SUPT16H	-0.1535
DTWD2	-0.01575
ULBP1	-0.8885
ZADH1	0.221166666666667
OIP5	-0.35625
IL10RB	0.296333333333333
OTUB2	0.472875
VWA3A	0.0803333333333334
SPIC	0.0721666666666667
OR6C4	0.4345
PSCD4	-0.864166666666667
DPY19L2P2	-0.3385
TRAPPC6A	1.277
C21orf2	-1.07883333333333
CEMP1	-1.02825
LIN7B	0.7345
E2F7	-0.634166666666667
VCP	-0.288
LAMA3	1.56708333333333
BGN	-0.41275
GPR160	2.49466666666667
COCH	-3.4685
GPR81	1.373
APOBEC3F	-0.53875
tcag7.1017	-0.636
C1orf32	0.44
SCGB1D2	-0.9675
FLJ43987	-1.065
C6orf170	-0.01525
KLK9	0.1395
GPD1L	0.87325
VPS37B	0.9765
ATG3	-0.0618333333333333
ADAMTS17	-2.215
KLHDC2	-0.0946666666666667
NDUFV2	-1.54425
BLK	-3.3605
MATN4	-1.1885
GPM6A	-1.97225
GBP4	0.138333333333333
TMEM162	0.0645
PKP2	1.854
HRASLS	-4.51822222222222
MMP1	-1.5415
SFXN3	-0.5736
FSD1	-1.788
ST6GALNAC3	-2.731
CA12	1.0173
NCOA6	1.16725
C19orf58	-0.3829
PPP4R1	-1.00916666666667
MAN1A2	-0.0541666666666667
IKBKAP	-1.22675
UPF1	0.125833333333333
KIAA1219	0.85075
WNT16	0.281666666666667
SNW1	0.004375
IL18RAP	1.263
RPP30	0.05125
CDC40	0.0293571428571429
SETD3	0.9675
SLAMF6	-0.533
ELK4	-0.049
TRIM47	-0.835333333333333
ACOX3	0.703
TRIM6	-3.399
KIAA0372	-0.619
TP53AP1	0.865625
SMURF2	-0.873
ADAD1	0.0665
EBP	1.4211
KRTAP13-2	0.0955
FLJ36874	0.183333333333333
TOR1A	-0.0715
P2RY4	0.3995
GPBP1	-0.504
TRPV1	-0.081625
ADAMTS12	-1.1965
PES1	-0.2418
ATG4A	0.3935
MAGEA10	-5.53075
WFS1	0.652
CC2D1B	-0.0783333333333333
PABPN1	0.281125
SLC25A30	-0.34175
SLCO1C1	-0.275833333333333
SLC22A5	0.99275
KIF23	-0.753
SYN2	-0.399166666666667
ASPN	2.4695
CENTG2	0.5145
QSOX2	-0.1029
FLJ10815	-0.113
STK24	0.3841875
SPEG	-1.748
STK10	-0.3975
DACT2	2.9365
AAAS	-0.262
SSX3	-0.80525
ABCD3	0.6424
C4orf12	-0.974
PARVG	-1.58183333333333
FIG4	-0.70025
C9orf46	1.12425
TMCO6	-0.368
IGHMBP2	-0.675
DUS2L	-0.191333333333333
FAM3C	0.2606875
TMEM16D	-2.403375
DCTN4	0.4155
KCNH3	0.1185
EIF2AK2	0.2135
AP1S3	0.816125
CST4	-2.4265
PAM	-0.072
NUTF2	-0.0275
CITED2	-1.5606
SLC39A4	2.54475
C2orf52	-1.0265
GRM3	-0.088
C12orf49	0.829875
CCDC49	-0.2134
GRAMD1B	-1.264375
FNDC4	-1.73225
SIAH2	-0.3645
GDPD4	0.0365
C21orf87	0.549625
ATP5A1	-1.34416666666667
C16orf63	-0.415125
LOC388135	-1.6395
ATP5J2	0.333
MMP3	-0.48375
EMID2	0.067
CRHR1	0.153
WDR70	-0.127
C13orf31	1.26125
ZFAND1	1.61425
CCL18	2.63266666666667
C3orf49	-1.764
RINT1	0.141
KIAA0408	-3.0945
F13A1	1.4299
SLC10A1	0.056
OGN	-2.90425
GIPC2	4.034
XPO6	-0.731
LCE1A	0.592
FMR1	0.9498
LOC374920	-0.3325
DUSP3	0.341875
ANKMY1	0.192
C7orf50	-0.5795
BBS9	-0.6602
UNC119B	-0.254875
C9orf72	0.498
MGC35440	0.59925
ENTPD6	1.451625
PPP1R2P9	0.92875
ERCC4	-0.06
FAHD2B	-0.8175
HMHA1	0.1085
HACL1	-0.28275
RAD23A	-0.609
FAM83B	0.81975
PPP5C	-0.484333333333333
RNASEH2C	-0.08675
C9orf153	-0.65325
SCAMP4	0.425125
GHITM	0.4037
NDUFB7	0.069375
ADCYAP1	-0.0306666666666667
SP110	-0.427166666666667
MAP3K7IP2	0.10775
DHH	0.2405
AGRN	-0.621714285714286
WDR33	0.0476666666666667
CEP290	-1.24216666666667
PRPS1L1	-0.258666666666667
KLRA1	-1.1405
GPR97	0.0745
CHD7	1.48075
TLR10	0.12925
SLC30A8	-0.842
HIC1	-0.1675
IAPP	0.363
RXFP4	1.58625
GP1BB	-0.03675
SHQ1	0.391
NKX2-3	0.279166666666667
API5	-0.08125
FTHP1	-0.17
MOV10L1	0.217166666666667
TRIM6-TRIM34	0.939333333333333
ADHFE1	-1.626
FAM117A	-0.79675
DDI1	0.0034
CDON	-1.24916666666667
TRIM73	-1.1455
IGKC	0.647
MMP14	-1.15133333333333
DYNC1LI1	-0.688625
C11orf66	0.481
TRBV3-1	-1.58375
FASTKD5	0.506
BIVM	-0.29875
LHX4	-0.01875
CXCL2	4.6149
RAB2B	-0.305833333333333
IZUMO1	-0.74475
MAP3K15	-1.760625
FAM19A2	0.208166666666667
ZC3H8	0.585666666666667
ZMAT1	-0.964875
SPINK5L3	-3.51025
SLC10A6	0.553
APPL2	0.55925
CARD10	0.8835
LOC402176	0.1575
EEF1D	1.8648
RAB6A	0.7526
C12orf5	0.39225
PAPOLG	-0.24175
MSRB2	1.249
BCR	0.386
PUS3	-0.2695
TIAM2	0.49875
ZNF317	0.468666666666667
CHD2	0.190357142857143
FZD5	1.45572727272727
NUDT8	-0.05925
ZNF763	0.314
PRC1	-0.826
ABCB9	-0.170166666666667
SPATA3	0.404
TRAK2	-0.44325
STAB1	1.382125
LRRTM2	-0.179833333333333
psiTPTE22	0.12975
DBI	0.70075
SERPINA11	-3.189
NAT5	0.754
C20orf58	-2.44925
RPS6KA4	0.8425
FLJ90650	-0.54575
TGFBRAP1	-0.11
CHRDL2	-0.043625
FAHD2A	-0.842166666666667
CNTN1	0.2895
BBS4	-1.634
TMEM181	0.15025
MINPP1	0.266
MPHOSPH6	-0.49775
HOXC10	-1.9542
ITPKB	-1.05725
CLPTM1L	-0.116625
MEOX2	-2.4755
ATP6V0C	-0.096875
PRPF8	-1.28966666666667
TMC5	3.87925
FKBP3	-0.06625
PLEKHB2	-0.094625
OR4D6	0.7275
ZNF544	-1.8845
D2HGDH	0.110375
RPL18A	0.3616
HEL308	-0.208125
MPP6	-0.689
TCERG1	-0.73075
KRT16	-2.3935
KLF17	-1.5545
KLF5	3.872625
CDR1	-0.275625
VCX3A	-4.422
FBLN2	-1.617375
C14orf104	0.14975
HBE1	-5.7599
OR4S2	0.8415
C1orf108	-0.4685
ROBO4	2.0025
CPEB4	-0.972
C11orf80	-0.612
BCKDHA	-0.465833333333333
MYOC	0.20525
GIF	2.6545
CKMT1A	2.555
RPL3	0.6171
THBS1	0.156
APOO	0.315
ARMCX1	-3.1125
HSZFP36	1.39075
SNAPC5	-0.033
EIF4ENIF1	0.782
ZNF433	-0.89475
TNFRSF21	1.19625
TMPRSS7	0.126
SPATA18	0.1214
HPDL	0.249
MKL2	-0.0339
TBX3	0.143384615384615
C21orf93	0.319
DAXX	-0.38975
ELMO1	0.614
RGS13	0.7444
TAF11	-0.70325
UNC13A	-2.939
LOC653314	-0.0919
ORC3L	-0.33525
IMAA	-0.796
TARBP2	-0.36675
CABIN1	-0.3577
TRIOBP	-0.0210625
HIST1H2AC	0.31725
RGS22	-3.0035
NCOA1	0.416
