Hybridization REF	TCGA-AA-A00R-01A-01R-A002-07
SPCS1	-0.62425
KDELR3	0.6605
SRP19	-0.4825
GABRA6	0.447666666666667
MFSD1	0.33375
MMEL1	-0.475
PDXDC2	0.5792
BUB1	-0.408444444444444
RNF138	0.11875
MYLPF	-0.582166666666667
AIF1	1.2155
DYNLRB1	-0.4733
HCN3	-0.795166666666667
HIST1H2AI	-0.765
MAP4K5	0.188
LASP1	0.82225
LOC130951	0.6045
PLAA	1.331875
KRT6A	-3.417
C6orf117	0.176125
ARHGAP23	-0.2495
PTF1A	-0.402
GPHA2	-0.752
LCE3B	0.58925
MCL1	1.16542857142857
EHBP1	-0.553
PRNP	-0.660875
ZSCAN1	0.54125
C1orf113	0.071
FOXA3	0.1225
NEB	-0.59775
ASGR1	-4.80216666666667
CTGF	-0.3605
RAB17	-0.461333333333333
MST101	0.57525
JARID1B	-1.3874
USP37	0.5899
PTBP1	0.242833333333333
PTPN7	1.10533333333333
CDC7	-0.308
SNX7	-0.361
ZNF335	-0.475
CPT2	0.4885
HEATR1	-0.64475
HSPC152	0.306375
C5orf40	0.39275
PSME1	1.686
STAG3	-1.548
TMEM154	-0.2035
KLHL32	0.359
TSGA10IP	-2.654
SUV420H2	-0.973333333333333
SF1	0.1368
2'-PDE	1.2396875
PNLIPRP2	-0.2265
TRSPAP1	0.249416666666667
NUP210	-1.0765
ANP32C	-0.403833333333333
RAB11B	0.0856666666666667
ASB15	0.324
ITGB3BP	-0.621
UBASH3A	1.21725
YWHAB	0.132375
TPRX1	0.5345
LY6G5C	0.516875
SLC7A2	-3.72
CLK1	0.1798
HSD3B7	1.81233333333333
VDR	3.26875
C16orf74	-2.0975
ACE	0.25675
PSMA2	0.0321666666666667
CCDC131	0.013625
ZNF213	-0.549666666666667
EML2	0.148
ALS2CR13	0.834166666666667
GLYATL1	-3.75075
DSPP	-0.36
DHFRL1	-0.01
C10orf30	1.27833333333333
SH3RF2	2.88833333333333
LOC197322	-0.0651666666666667
DLL3	-0.328625
TIGD7	-2.53875
GFRA3	0.0645
CPA1	-0.562
RTN4	-1.322
PPT2	-1.18766666666667
FASLG	5.237
FOXP4	0.078625
RPL26	-0.1282
GNL3L	-0.931166666666667
FMR1NB	-0.4705
CD163	7.16475
SGPP2	4.3585
GIMAP2	1.11125
CD37	1.311
DPT	1.71758333333333
NBLA00301	1.631
RGS5	0.360666666666667
C9orf4	-0.5275
ACTL8	-1.96533333333333
PRKAR2B	-1.972875
OPLAH	1.47133333333333
C20orf134	0.2835
SPACA5	0.0405
TBL1X	1.242
TSPYL3	-0.4365
CHCHD3	0.04175
CRKRS	0.930666666666667
GPR65	4.66375
DFFA	-0.510125
FUT1	0.427
C6orf204	0.561833333333333
TMEM51	0.8355
ZNF580	-0.594
CMTM2	1.58
C20orf200	-0.204
EZH1	-0.221166666666667
FDX1L	-0.853
MRPL32	-0.24625
PCAF	-0.3366
ALOX15B	2.26583333333333
CD59	-0.329541666666667
CDK9	0.396
ERP29	0.198833333333333
TTR	-6.53825
BCMO1	1.545
DDIT4	-1.5588
PTGDS	2.90475
C3orf63	-0.419333333333333
BST2	1.711375
CYP1A2	-0.1035
C5orf25	0.20925
STX1A	-0.895941176470588
OR2A12	-0.2175
SH3BP5L	-0.3475
SERINC5	0.19175
USP6	-0.8995
MRPL3	-0.00933333333333332
POMP	0.777875
INPP4B	-0.271
GMPPB	0.77425
EAPP	0.01025
AHSA1	-0.02725
ABCA11	-0.579
SLC5A6	-0.6475
HIVEP2	-0.22875
SUMO2	-0.037875
KIAA1822L	-2.83633333333333
C11orf67	0.37725
TXK	0.95925
PHCA	0.613
ICAM4	-2.49166666666667
FPGS	0.170166666666667
SNRPA1	-0.561
KCNJ4	-0.67275
KIF6	-0.7275
HIST1H2BG	-2.14466666666667
SLC5A5	-0.03325
ZNF354B	-0.232166666666667
IL12RB2	2.45475
C11orf76	-0.1084
GAL3ST2	0.851
AIFM2	0.762
SYNC1	-0.94225
UBL3	-0.05925
PIK3CG	0.403333333333333
NLN	0.373222222222222
BCORL1	1.4845
CD5L	-0.33275
ZNF238	0.179833333333333
KIAA1394	-1.172
C16orf55	-0.1901
CYP3A7	0.668
KRTAP3-1	-3.1265
TFDP1	0.635333333333333
MND1	-0.2655
NODAL	-0.2205
GTPBP4	0.02475
TUBGCP2	-0.16
SLITRK5	-3.503
CIC	-0.01325
CD79A	1.974
SAMD14	0.179166666666667
TNPO3	0.2075
OR10G3	0.0975
OR10G8	0.241
CCDC111	0.32
HOXC9	-4.2535
DCUN1D1	0.294083333333333
CYB5R1	-0.2085
TSR2	-0.1445
DAB2IP	0.0749
SLC6A5	0.135
RAB3D	0.89875
DCUN1D4	-1.11783333333333
ERBB3	0.586916666666667
SDC1	1.13908333333333
ATP6V1H	-0.0766666666666667
SYK	3.066
ST20	-0.46675
C13orf30	-0.5385
WDR40A	0.301166666666667
ADMR	0.157
LOC388335	0.251
ACSM1	-3.2305
TDG	0.303666666666667
FLJ11235	0.66375
MRPS5	1.22216666666667
AGPAT2	0.00216666666666666
SLC12A1	0.291714285714286
CYP27A1	-1.7855
THAP7	-1.003
XPO1	-0.0651666666666667
ALMS1L	0.649666666666667
C1orf2	0.89775
ZNF777	0.219166666666667
CAMK2A	0.5422
SMC1B	-0.70725
IHPK2	-0.978
LEMD1	-2.0685
NKD2	-1.2121
CLU	-2.32192857142857
ARMETL1	-0.907
PABPC4	-0.61525
CXCL12	-0.259333333333333
TFAP2C	-3.1553
TTTY8	0.375
ABCB10	0.324
ENDOD1	0.386
IDI1	-1.6945
KCTD6	0.024
CCDC105	-0.69
ULBP2	-0.6825
ZDHHC5	0.76175
WNT8A	1.02125
COMMD10	-0.3225
KLHL12	-0.304625
GPR50	0.5025
NR5A2	1.62575
OXGR1	-0.1485
EHD3	-1.3865
CAPRIN2	-0.595125
KLRC3	-0.25225
SF3B1	0.4245
IPO7	0.64525
ALDH1A1	2.01516666666667
ANKRD5	1.5825
TSNARE1	-0.514
DDEFL1	-0.50325
RNASEL	0.665666666666667
DNAH9	-1.49233333333333
HELLS	0.181
TNS4	3.318
NAV1	-0.6646
KIAA1409	-0.0335
C20orf26	1.287
TUBG1	-0.819
IRX2	-1.76075
CNGA4	0.2535
MGC50559	1.021
OR4K17	0.013
TM2D2	0.663333333333333
FAM32A	-0.26625
TXNDC14	0.844
CCBL1	-1.385
ANK1	-1.8677
PRSS23	-2.928125
PPM1L	0.2455
SPATA20	-0.47275
APCS	-0.2775
C14orf122	-0.3035
PSMB5	0.189625
C6orf10	0.102555555555556
SETDB2	0.333666666666667
SPNS3	0.46825
SGMS2	1.9715
MXD3	-0.936333333333333
MON2	-0.1518
CARTPT	0.18875
HNF4A	1.42233333333333
RABEP1	0.1851
TNFRSF10B	0.317125
USH1G	-0.1845
PPAP2B	-2.74966666666667
TMEM16K	-1.122
CTDSP1	1.05333333333333
CDK5R1	0.427833333333333
GABRR1	0.022
OPN1LW	0.3365
FAM98C	1.171125
DBN1	-0.658125
ACAD10	0.00350000000000002
QTRTD1	-0.22175
WNK3	-2.52566666666667
RPS19	0.270875
C1QB	4.005
OTUD5	-0.4445
SLC41A2	2.49233333333333
TMEM22	-3.04933333333333
KHSRP	0.42475
TNFRSF11A	2.33
FBL	-0.549666666666667
IBTK	0.782333333333333
OXER1	-0.1425
CBLN4	-0.904125
GPR172B	1.3135
CFTR	4.78475
VSX1	1.251
CAMK1D	0.69075
LOXL3	-2.432
RTP4	3.14275
SLFNL1	-0.16675
KIAA0828	2.113375
PAR5	0.3705
LOC723972	-0.36225
GDI2	0.987875
CEBPA	0.3407
MLF2	0.00583333333333333
AFMID	-0.2485
ALOX12B	0.86275
BPHL	0.268
COX5B	0.4865
S100A10	1.2925
THOC6	0.56525
NHN1	0.39725
RRP12	0.147333333333333
ARID3B	-1.77925
CD3G	1.18933333333333
KIAA0133	0.3275
NAT11	-0.6015
PPAT	-1.05683333333333
SIRT3	0.2104
TCERG1L	-2.4165
NIPA1	1.1056
DPP8	-0.1778
IL7R	2.28066666666667
ZFP64	0.196416666666667
DMAP1	-0.9352
TRMT12	-0.44475
TLR4	1.9112
WFIKKN2	-0.36675
RAB12	0.4715
DDX51	-0.1985
KIAA1086	-2.4545
ZNF295	-0.339666666666667
ACVR2B	-1.85307142857143
LOC494150	0.391125
ZNF517	-0.338
DNASE1L2	-1.29883333333333
SUFU	0.271166666666667
LOC283677	-0.3005
LMO3	-0.258833333333333
PPP2R5D	0.081
ZNF587	0.3089
HIST4H4	-0.35875
CYP2C8	0.26525
C1orf80	0.667
DOCK5	1.81316666666667
C9orf24	-0.5435
OR5AR1	2.721
C11orf24	-0.204
UNQ1940	-0.705
CAP2	-1.49233333333333
TIMM44	-0.18675
DSEL	-2.8357
ROM1	-0.35575
FBXO4	0.884875
MYLC2PL	-2.23325
MLH3	0.9444
NOX1	3.30166666666667
DPEP2	1.6815
DNAJB5	-0.81925
RLTPR	0.3395
MBIP	0.747
COPB1	-0.152833333333333
SFTPA1B	0.555
C10orf4	0.3927
PRELID1	0.33375
NOLA1	0.6565
C19orf24	0.6155
TLR9	-1.3385
HLA-DMA	3.66033333333333
HCRP1	-0.063
GPR137	-0.0181666666666667
ITGA11	-1.7655
PHF13	-0.394
MARK4	-0.0456666666666667
METTL4	0.4685
MBD3	0.00550000000000001
LOC134145	-0.21175
FGF3	-0.053
SLC35A3	1.413375
CLEC16A	0.353
AMOTL1	-2.11583333333333
FLJ31438	-0.68775
PAICS	0.13625
TOMM40L	0.2695
MMD	-1.41425
KLK10	1.5953
NIT2	-0.4225
SERPINB10	0.1475
KLF15	-0.5993
CCDC5	-0.07425
WSB2	0.21375
ME3	1.74425
CACYBP	0.3905
TCTN2	1.428
JAK1	2.03225
C2orf25	-0.3875
GPD2	2.23175
FBXL11	0.531833333333333
CDV3	0.54275
GALNT11	-0.13825
NDUFA12L	-0.1092
FLOT1	-0.4155
TOR1AIP2	0.72275
MMP25	2.73725
C1orf164	0.0517
CHST5	1.94925
LYRM4	-0.4382
GPER	-4.6935
HIPK2	0.74275
DAP	-0.3992
ZMIZ1	0.035
DDX58	1.444875
DCC1	0.308
AKT1	0.099125
ENPP6	0.132666666666667
ERVWE1	-0.631833333333333
CDC34	-0.4815
RNF125	1.158
CASC1	-1.3055
SHROOM2	-2.58625
RRM2B	1.43466666666667
COL6A3	0.517
TMEFF1	-2.61
PLEKHA4	-1.6435
LYSMD1	0.670666666666667
SEPT1	0.952166666666667
AOF1	1.5435
GNPAT	-0.11525
WDR18	-0.28475
HSD17B12	0.945833333333333
HIST1H2BM	-1.3025
INDOL1	1.78416666666667
SUDS3	0.0985
C1orf192	0.2115
CYP2B6	-0.13925
TBC1D2	1.126
SLC25A12	-0.4655
ERCC6L	0.0943333333333333
MGC10814	-0.752166666666667
POLR2C	-0.579666666666667
ZNF77	-0.305666666666667
EIF3K	0.3027
HPX	-1.68625
ANKRD27	-0.224625
MALAT1	-0.9884375
PLB1	1.0065
HRNBP3	-0.89175
CPSF4	-0.31375
OR52N2	-0.016
PIP5KL1	-1.243
GH1	0.28625
HPS5	0.612
SLFN5	1.342125
POP5	-0.0136666666666667
OVOS2	-1.835
C20orf108	-0.70325
MARS	-0.68925
CLRN3	6.633
ARSE	2.07433333333333
PPIE	-0.251333333333333
PHACS	-1.62983333333333
GP5	-0.4495
IL8RB	2.191
FCRLA	-0.48625
ARRDC1	0.0476
KRTAP9-4	0.48175
ZNF613	-0.5935
OR11A1	0.2955
TMEM132B	-3.176875
PGLS	0.25975
BSND	-3.03966666666667
KCNK18	-0.293
FOXD4	0.077
SV2C	-0.607
LCN2	6.17016666666667
ZNF490	0.5589
C3orf15	-0.3468
CACNA2D4	-0.417
CBX5	0.10625
MAGEB4	-0.0795
BOLA1	-1.26125
PPP2R5E	-0.00924999999999999
COL5A1	-0.318333333333333
ASB7	0.393833333333333
SFT2D1	0.270875
DERL1	0.5959
RABL2A	0.182
MOAP1	-1.00475
KIAA1545	0.282666666666667
F3	1.0865
PLEKHM2	-0.839
CCDC89	-0.8505
EFCAB1	0.70375
TMEM48	0.7015
SEPHS2	0.03875
PYGM	-0.035
PRICKLE1	-1.26275
WNT5B	-2.257
TAS2R38	0.2425
IMP5	0.4635
KHDRBS1	0.3414
LARS2	0.505166666666667
C3orf28	-0.43625
FTCD	-3.84425
C10orf68	-0.858833333333333
DGAT2L3	-0.00849999999999998
PSEN1	1.086
MGC33657	-0.62775
PLA2G4B	0.440833333333333
CDKN2A	-3.47908333333333
DLX1	-3.31075
TSHB	0.094
C18orf37	0.3185
MEX3C	0.5115
MAMDC2	-1.737
PDIA4	-0.17375
ATP5E	0.1045
CASP2	0.6365
SERBP1	0.198807692307692
ZNF341	-0.121
TESC	-2.173
TMEM31	0.13875
OR51I2	0.5895
YTHDC1	0.676785714285714
JUN	0.359666666666667
AGMAT	0.952666666666667
PCNXL2	-0.0165
ATAD5	-0.437375
STK38	0.26475
AZI1	-0.2995
RBP1	-0.9635
C4orf26	0.03175
KIAA1026	-0.75625
TMEM101	0.10225
HSFX1	0.4105
TREX1	0.11325
C18orf10	-0.6617
TRIM15	3.524125
CA6	-0.181125
CEP57	-0.59475
AR	-2.06083333333333
SESN2	-1.276
KIF3C	-1.738875
EPB41L5	-0.389625
ARHGEF10	0.312818181818182
POLR3D	-0.453875
INDO	5.11666666666667
GABRA3	-1.134
SCG5	-3.1478
E2F3	-0.1471
TIGD5	1.18225
FGD6	0.9375
KLHL3	-0.546625
SCGB3A2	-2.6545
URP2	0.597
ATP6V1B1	-1.6972
CALML6	-0.6635
LOC100049076	-1.7425
TMF1	0.82575
LOC388503	-0.11
CDH5	2.719
RPS6KC1	-0.590833333333333
DAAM1	-0.3364
TNFRSF10D	1.26475
GSTT1	0.6716
INPP5A	0.95675
TRAF3IP1	1.2121
SMARCE1	0.145642857142857
VRK1	-0.0705
TTC16	0.1265
AARS	-1.14583333333333
ARHGAP27	0.988
ZAK	-0.0105
ACSM2B	-3.804
TRAP1	0.0508333333333333
MRPL53	-0.24775
RNF44	-0.31525
NPTXR	-1.5955
DPYSL3	-0.738166666666667
APP	2.3352
GLS2	0.997666666666666
MNX1	-0.111166666666667
CMTM7	0.52225
OR10A7	0.1665
NYD-SP21	3.3625
ORC5L	0.01275
SLC16A10	0.284
TMEM178	-1.3515
LOC441601	-5.22525
PTGIS	-1.21725
KBTBD7	0.0335
C19orf41	0.60825
CEACAM3	0.857583333333333
KRT23	-4.638
SERHL	-0.426
PNKD	0.382375
UBC	0.0235
ATRN	-0.573
HAPLN1	-0.0175
RANGAP1	-0.13075
C10orf26	0.768166666666667
KCNA7	-0.36125
SRY	0.873
LOC376693	-0.61475
HIST1H2BF	-1.84
CDCA8	0.0386666666666667
MLC1	-2.46425
TNIP3	3.53725
OR4D1	0.3875
IFT52	-0.367166666666667
GOLT1A	0.963833333333333
UTP20	0.92775
RP3-402G11.5	-0.4945
PRSS33	-1.7175
PMPCA	0.075
APOB48R	2.23233333333333
GLTP	0.61675
MPL	0.96775
C9orf78	-1.053
ADAM12	-0.790375
CSPG4	-2.4445
LOC144305	0.394
KRTAP4-10	-0.449
PAK1	1.31725
ADCY7	0.3964
TAS2R43	0.142
FRAS1	-3.992
PPP1R14A	-0.926
OR2B6	-1.58775
ATP13A1	-0.057
SIDT1	0.054
C1RL	0.310333333333333
PRKRA	0.071
TLN1	0.0914
RP11-50D16.3	-0.194666666666667
MITF	-2.4025
GYS1	0.0275
LYG1	0.4595
NSMCE4A	0.3086
DNAI1	0.373
HOXD11	-0.451
FNBP1L	0.9503
DHX35	-0.398
LCE3E	0.00762500000000001
SLC33A1	0.35975
DCLK3	1.16666666666667
TRIM33	-1.50833333333333
TMCC3	3.2065
FBXO42	0.446166666666667
C1orf27	-0.6452
C17orf50	-0.0105
RNF14	0.0118333333333333
SLC4A8	-0.855625
RAB3IP	0.6721
COX6C	0.282571428571429
PCSK1	-3.8713
SLC13A1	-0.272714285714286
ARF6	1.11333333333333
KIAA1009	-0.14725
HOXA13	2.1085
HMGN1	-0.186
CXADR	-0.0655
MGC14436	0.927
UTF1	0.6615
TSC22D1	-0.642
BZRAP1	1.49283333333333
PUF60	0.812583333333333
SHC1	-1.024625
HOOK3	0.616
LIMS2	0.112
BAHCC1	0.153166666666667
CLCC1	-0.759166666666667
ENTPD3	-0.2314
SMO	-1.93725
PIK3R5	1.267
CDC14A	0.0305833333333333
KRT1	0.19625
ENOX2	1.66016666666667
FLJ22655	-2.73675
FPRL1	2.99
INTS6	0.2401
ZCCHC5	0.1365
SMC3	0.249
C6orf123	0.721666666666667
FLJ20160	2.74025
LOC653391	-0.918
GSS	-0.311
NT5M	-1.121
SIX5	-0.72225
TAF5	0.3845
KCNA1	0.349
ANLN	-0.154833333333333
MGC45491	-0.4908
SSTR2	0.95775
LYPD4	-0.2435
TH1L	-0.447875
CHRNA5	0.3985
PNMA6A	-0.35825
FLJ16369	0.2925
DLX2	-3.47733333333333
C6orf108	0.3305
ALDH3A2	0.8965
CLEC1B	0.465833333333333
LEPREL2	-1.81325
FOXJ1	1.8902
OR1D4	0.23
PPIL4	0.23225
MTRR	-0.5915
SLC27A3	0.923333333333333
HTR7	-1.95616666666667
MIB2	-0.027875
BHMT	1.64416666666667
A2ML1	0.472
MSMB	-3.994125
KIAA1383	-0.755666666666667
TRUB2	0.1555
PF4	1.04016666666667
IL1F5	0.354
LRRC37B2	0.381
IPO4	-0.5895
FIGF	-0.68275
QDPR	-0.96775
ZNF598	-0.75625
BOP1	-0.270375
MAPK12	-0.437833333333333
POLR1E	0.073
CEECAM1	-0.5835
INSRR	-0.0498333333333333
SIPA1	0.41675
ULK4	0.0896666666666667
BTN3A1	1.4079
FABP5	1.8623
KBTBD3	1.00633333333333
SORT1	-0.405666666666667
YWHAQ	-0.3051875
LRIT1	0.1985
KIAA1704	-0.1767
MEIS2	-0.4233
ENOSF1	0.893833333333333
PCDH7	-1.1885
FZD9	0.2455
RPLP1	0.029
ZNF75A	-0.91675
P4HA3	1.03775
NKX6-1	0.04975
CTA-216E10.6	0.207333333333333
IFT140	-1.17425
DENND1A	1.17375
ALCAM	1.2625
ABHD2	0.440772727272727
QPRT	-3.735
TRAM1	0.799571428571429
ATP1B4	0.509125
NUP37	-0.50725
SAA3P	0.1475
SLC22A6	0.331666666666667
KIAA0265	0.24975
ZNF41	0.21275
ADAM19	1.3072
ERAF	-1.3475
DEFB119	0.612727272727273
DNMT3B	-3.57066666666667
SNF1LK2	-0.32825
MGC24039	0.07025
TAS2R48	0.0241666666666667
PNLDC1	0.46775
ADAMTS16	-0.056875
TMEM92	3.26583333333333
CCT8	-0.402833333333333
POGZ	-0.632083333333333
N-PAC	-0.65375
GUCA1B	-0.237166666666667
ZZEF1	0.485666666666667
OR2C3	0.83525
ZNF334	-2.79283333333333
RANBP6	0.17025
LDHB	-0.527
BAMBI	-4.335875
RAB5B	0.10825
FOXB1	0.46025
MRPS12	0.81
MRGPRF	0.08475
CRIPT	-0.4835
CYP2D7P1	0.0555
RYR1	1.84575
NDUFA2	0.006375
TRIP12	0.572166666666667
KCNE3	2.70016666666667
MOBKL2B	2.0518
MIOX	1.76675
ACOT7	-0.039
FGF6	-0.126
RASSF5	0.5535
ATAD3B	-0.2985
IKZF3	2.1355
H3F3B	-0.382928571428571
C6orf91	1.2865
SEC11C	0.28425
TMEM14C	-0.599
KIAA1632	-0.49
SLC38A4	-0.93175
FGFR3	-1.46941666666667
HES7	0.46775
HINT3	1.73325
ARIH1	-0.266
FLJ35880	-0.6035
C1orf129	0.7805
POU6F1	0.1725
RPL32	-0.5935
BBS1	-0.317
RGPD5	0.619
SULT1C2	3.455
KDELC1	-1.85375
PIP5K3	-0.0741666666666666
CHI3L1	2.6132
CSDA	-0.315083333333333
VTCN1	-3.63775
WDR62	-0.473
TMEM170	0.408
KIF2A	0.0045
C6orf182	-0.9285
ARL6IP6	-0.3885
ZCCHC9	-1.18375
RARB	-0.362833333333333
ZNF320	0.76
DHX15	0.4845
PICALM	0.216166666666667
CNOT6	0.525583333333333
HIST1H1A	0.42525
ZNF702	1.425
OR1E2	0.6595
HLF	-1.1695
LOC442582	-1.0165
KIAA0494	1.300375
TCF4	-0.2891
APOBEC3B	-1.79475
FAM54B	0.0745
MYH2	-3.67375
FXN	0.656
C12orf59	0.402
PAEP	-1.29
SPG11	0.560375
VN1R4	0.0965
KCNJ13	-0.74125
NOC3L	-0.06825
C5orf36	0.1555
CPAMD8	-1.39325
MLN	-0.8217
FLJ11184	-0.25125
TIAM1	-1.1015
OR10J3	0.403
OR52E2	0.449
PBX1	-1.7139
UBL7	-0.943333333333333
PXMP2	0.93925
SYTL1	-1.51866666666667
FAM126B	2.00325
ZNF711	-0.429
GGA1	0.128166666666667
VAMP4	0.00316666666666667
BCAP29	0.3361
C20orf19	-0.25125
ZNF275	0.17175
NEK6	0.31225
SETD8	0.805916666666667
HEXIM1	-0.60575
SULT1A2	-1.363625
KLHL9	0.55975
SLC39A12	0.35325
ARHGEF16	1.3015
SCN1A	-0.955
HNRPH1	0.582916666666667
C9orf103	1.0935
ECE1	0.0786666666666667
MED18	-0.02225
TEX13B	0.4495
SNN	0.01925
C6orf62	0.536666666666667
WNT3A	3.5036
IL22RA2	4.369
MGC21881	-1.22125
GABBR1	0.10675
YIPF6	-0.36425
PROX1	-1.97083333333333
PPP1R1B	3.5675
LANCL2	0.1641
SCN3A	-1.618
SSRP1	0.235166666666667
ASXL2	-0.18425
RPE65	-0.04
SNAI1	-1.00725
EFNA2	2.4285
CLDN9	-0.24625
TP53I13	-0.496375
LOC375748	0.531
C9orf7	-0.15225
C14orf178	-0.5225
GC	-0.25975
IER3	0.5635
KCTD10	-0.078
FLJ45717	0.40575
ADC	0.538833333333333
LOC285908	-1.34275
MLL3	-0.0645
KIAA1787	-0.45775
MGC31957	-1.33425
MUC5B	-0.891083333333333
ZNF193	-0.20725
CSRP1	0.217
MOSPD1	-0.7355
C21orf49	-1.0635
RAD1	-0.676
ANKRD34	-0.61525
NFRKB	-0.0915
FANCA	-0.53675
VTI1A	0.784571428571429
PCBP3	0.224833333333333
BFSP2	-0.78325
ZNF354C	-0.494285714285714
FRMPD4	-0.329
IKBKG	-0.936
LOC441046	-1.512
UNQ9438	0.404333333333333
TM4SF20	0.5895
MAGEC1	-6.2915
AMMECR1	0.995125
GLDN	-1.928
TTC30B	0.4985
SEC13	-0.1061
EGF	-3.51175
HAGH	-0.683875
VSIG1	0.6314
NHLH2	0.2195
NCAPD3	-0.791125
MGC16121	-2.60625
HIATL2	-0.05025
BRCC3	0.843833333333333
LCE2D	0.6215
TMEM79	-0.646
GTF3C5	-0.36375
AKR1C4	1.24533333333333
C3orf59	-1.19575
RBM26	0.11425
DUSP14	-0.5025
AP4M1	-0.388833333333333
RIMBP2	-0.980833333333333
ABCC2	-5.0005
DNAJC16	-0.321333333333333
TTC12	0.681166666666667
SNX13	-0.142166666666667
C6orf168	0.79575
C1orf100	-1.90925
CSPP1	1.18158333333333
LRRC56	-1.30725
OR1J2	-0.367
THY1	-0.7877
KIT	1.33833333333333
TBC1D8	-0.1955
EPHA7	-0.205
SOLH	0.9465
SVIP	-0.145
ZNF294	-1.25525
HAND2	1.78866666666667
CENTB2	0.699666666666667
MARVELD3	2.792375
CREB3	0.6085
KRTAP1-5	-3.81525
OR8K1	0.221
MED25	-0.3185
FDX1	0.4635
FAM19A1	0.848333333333333
IL13RA1	1.5234
ZNF627	-0.7145
NHP2L1	-0.203875
EIF2B2	0.02375
ZNF593	0.565
WIPI2	-0.455583333333333
RANBP1	0.4525
TAS2R7	-0.9225
LOC283514	0.539
CSNK2B	-0.5123
CFHR1	0.336
DKFZP434O047	-0.210333333333333
WBP11	-0.13675
TEX2	-0.18675
GALNT2	-0.247166666666667
FLJ33360	1.02925
WNT9A	-0.362
IL29	-0.4235
STK3	1.19
REPS2	0.17825
FAM78A	0.498
MGC3207	-0.5275
FCGR3A	7.21075
H2AFY2	1.59775
RNF150	-2.196
CCNK	0.4885
VEZT	0.646166666666667
FSHR	1.0225
C1orf66	-1.01816666666667
LCE2B	0.2616
CD200	1.041
ORMDL1	-0.15875
OR51S1	0.657
KRT83	-0.626
COL19A1	-0.181
POL3S	-0.30975
ZNF468	0.715333333333333
BAG3	0.21925
C1GALT1	0.59775
CA5A	-4.5855
DKK4	-0.16
SGK2	0.048125
PIK3C2G	0.21675
USP11	-1.252625
IMPA2	0.91675
PRKDC	-0.0271428571428571
MSR1	3.663625
PDCD6IP	0.198666666666667
FAM122A	-0.37375
ZNF740	0.54875
ATXN2	-0.636
SLC17A4	0.5098
RAXL1	-0.5825
RS1	0.526666666666667
NET1	0.471
NPY1R	-6.33716666666667
MVD	-1.23325
C11orf61	0.682125
CHDH	-0.629
GCNT2	-3.28742857142857
LGALS12	-2.41125
IK	-0.238333333333333
C7orf41	-0.572833333333333
SURF4	0.4375
C1orf91	0.00133333333333333
BCS1L	-0.1
C20orf141	0.373666666666667
BCAS2	-0.6275
ACE2	3.15725
ICT1	0.4885
CD79B	2.25525
MRPS9	-0.16575
AADACL1	-0.026
IRS2	1.64275
LUZP2	-3.115
TMEM148	0.2615
ZNF514	-0.384166666666667
ADCK2	0.9214
ZKSCAN1	-0.597357142857143
FASTKD2	0.745875
KCNMB3	-0.6995
POFUT2	-1.0367
GNG2	-0.948
OR6Y1	0.3265
FAM26A	-1.744
CAND2	-2.92775
FLYWCH2	-0.606375
BCL6	-0.08275
MDH2	0.629857142857143
DRP2	0.2015
TPD52L1	-1.7075
TXNL4A	0.386375
OR3A1	0.6015
C22orf9	0.314142857142857
RAB25	2.11216666666667
PCTK3	0.0935
POR	-1.03183333333333
ARPP-19	0.0871666666666667
SREBF2	-1.0055
ZWINT	0.2195
TRUB1	0.82075
ENPP2	2.06483333333333
UXT	-0.428666666666667
ALG11	-0.3405
SMCR7	-0.1255
SLC31A2	1.205
USMG5	0.356
ZNF780B	-1.05425
APEX1	-0.030875
THSD3	-3.2465
CEP68	-0.5588
NY-SAR-48	-0.16225
ZIC3	-5.388
LPAL2	-0.043625
MRPL11	0.4465
VPS53	-0.345166666666667
MPDU1	0.56725
UBL4B	0.1295
LASS3	0.243
GAST	0.0881666666666667
SPERT	-0.400333333333333
UBE2L3	0.31
MLSTD2	0.786916666666667
ADRA1D	0.1595
FZD10	-4.01
ATP6V1E1	-0.462625
SAR1A	0.453625
MCTP2	1.86466666666667
TMEM5	-0.6255
BIRC2	-0.6385
TMEFF2	-3.2935
NLGN3	-0.708166666666667
LMX1A	-0.07775
C19orf51	-1.111
LOH3CR2A	-0.0015
SLC9A3R2	0.595833333333333
TIMP1	0.106333333333333
PFN4	-1.23025
UCK1	-0.85625
TPST2	0.743
AQP6	0.296
OR1N2	0.468
KCNIP1	-0.2065
SFTPG	2.21616666666667
KIAA0087	0.1675
UBXD3	-1.3254
ABT1	0.6285
RIPK5	-0.3
SMG1	0.329
BTBD8	-0.057
PIP5K1C	0.3541
POU2F2	1.1584
C17orf57	0.01425
TSPAN14	0.0079
NUDT16	0.2905
GPT	0.55125
PDK4	-2.6711
ELL3	1.281625
NNMT	-0.462333333333333
NUFIP1	-0.704625
RHBDL1	0.789
FILIP1	1.1973
C17orf56	-0.39625
C8orf73	0.94025
FLJ21438	2.3105
TBC1D10A	-0.32275
ERGIC3	-0.333666666666667
CREB3L4	-1.50875
TARBP1	-0.51
C1orf9	-0.7435
COLEC12	-3.2365
FBXO30	0.1505
TNFRSF25	0.8175
UBE2T	-0.681333333333333
SLC2A1	-1.2364
RPH3A	-0.389333333333333
LSAMP	-2.8555
CER1	0.2225
ATP2A3	0.1505
SGK	-2.10175
CCR7	3.4095
ZIK1	-2.248
