Hybridization REF	TCGA-A8-A09W-01A-11R-A00Z-07
PSME1	0.8155
STAG3	-2.0705
TMEM154	1.12966666666667
KLHL32	-0.64
TSGA10IP	-0.7195
SUV420H2	-0.572833333333333
SF1	-1.5893
2'-PDE	0.3428125
PNLIPRP2	-1.103
TRSPAP1	-0.104583333333333
NUP210	-0.0638333333333333
ANP32C	-2.10433333333333
RAB11B	0.0893333333333333
ASB15	0.1985
ITGB3BP	-1.23475
UBASH3A	-0.804
YWHAB	0.065625
TPRX1	-0.3285
LY6G5C	0.3465
SLC7A2	-0.05
CLK1	0.1919
HSD3B7	0.714
VDR	2.361
C16orf74	0.15975
ACE	-0.12025
PSMA2	0.133
CCDC131	-0.97
ZNF213	0.648
EML2	0.051
ALS2CR13	-0.185333333333333
GLYATL1	-0.70325
DSPP	-0.141
DHFRL1	0.151
C10orf30	0.298166666666667
SH3RF2	-0.941166666666667
LOC197322	-0.176666666666667
DLL3	-1.3685
TIGD7	0.61625
GFRA3	0.27675
CPA1	-0.2315
RTN4	0.08
PPT2	-1.929
FASLG	1.61858333333333
FOXP4	0.379625
RPL26	0.1634
GNL3L	-1.75033333333333
FMR1NB	-0.0151666666666667
CD163	6.45825
SGPP2	0.31
GIMAP2	0.51975
CD37	0.949666666666667
DPT	4.70975
NBLA00301	0.62425
RGS5	2.86641666666667
C9orf4	0.276
ACTL8	-1.05783333333333
PRKAR2B	0.116625
OPLAH	0.608333333333333
C20orf134	3.0945
SPACA5	-0.07
TBL1X	-0.327833333333333
TSPYL3	0.4795
CHCHD3	-1.23375
CRKRS	0.323
GPR65	4.6925
DFFA	-0.810625
FUT1	1.059
C6orf204	-1.29383333333333
TMEM51	-0.05175
ZNF580	-0.45025
CMTM2	0.54225
C20orf200	-0.328
EZH1	-0.226833333333333
FDX1L	-0.248
MRPL32	-0.06125
PCAF	-0.7919
ALOX15B	4.754
CD59	0.130041666666667
CDK9	0.530625
ERP29	-0.186833333333333
TTR	-4.88975
BCMO1	0.583
DDIT4	-0.7848
PTGDS	0.261
C3orf63	-0.232166666666667
BST2	1.03175
CYP1A2	-0.7855
C5orf25	-0.95875
STX1A	-1.259
OR2A12	0.3635
SH3BP5L	0.399
SERINC5	1.207875
USP6	-0.4041
MRPL3	-0.327833333333333
POMP	0.73025
INPP4B	-0.00637499999999991
GMPPB	1.617
EAPP	0.358
AHSA1	-0.3895
ABCA11	-0.9145
SLC5A6	1.22925
HIVEP2	0.362
SUMO2	0.168
KIAA1822L	2.201
C11orf67	0.907
TXK	-1.023
PHCA	1.245
ICAM4	-1.4715
FPGS	0.866333333333333
SNRPA1	-1.188
KCNJ4	-0.13625
KIF6	-0.9565
HIST1H2BG	-0.0715
SLC5A5	0.0895
ZNF354B	-1.3845
IL12RB2	-0.5725
C11orf76	0.7145
GAL3ST2	0.292
AIFM2	-0.439125
SYNC1	-0.31625
UBL3	0.02525
PIK3CG	-0.95
NLN	-0.5372
BCORL1	0.15675
CD5L	0.079
ZNF238	-1.23766666666667
KIAA1394	-0.43525
C16orf55	-0.3736
CYP3A7	-1.98275
KRTAP3-1	-2.2895
TFDP1	0.188
MND1	-1.6995
NODAL	0.189666666666667
GTPBP4	-0.6125
TUBGCP2	1.8295
SLITRK5	1.209
CIC	-0.0045
CD79A	0.437833333333333
SAMD14	0.366
TNPO3	-1.0955
OR10G3	0.2205
OR10G8	0.137
CCDC111	-0.6325
HOXC9	0.70625
DCUN1D1	0.310166666666667
CYB5R1	2.48675
TSR2	0.52025
DAB2IP	1.0048
SLC6A5	0.2795
RAB3D	2.58825
DCUN1D4	-0.606666666666667
ERBB3	1.67091666666667
SDC1	2.434
ATP6V1H	0.330833333333333
SYK	1.9325
ST20	-1.22175
C13orf30	0.124
WDR40A	1.089
ADMR	0.3375
LOC388335	1.24
ACSM1	0.1445
TDG	-0.422
FLJ11235	0.69875
MRPS5	-0.378666666666667
AGPAT2	1.0745
SLC12A1	1.1275
CYP27A1	1.26825
THAP7	-0.7215
XPO1	-0.710916666666667
ALMS1L	0.345666666666667
C1orf2	0.494875
ZNF777	-0.634333333333333
CAMK2A	0.0953333333333333
SMC1B	0.604625
IHPK2	-0.544933333333333
LEMD1	-3.18275
NKD2	-0.5998
CLU	2.0005
ARMETL1	-0.341
PABPC4	-0.581
CXCL12	2.85683333333333
TFAP2C	1.1058
TTTY8	0.7315
ABCB10	-0.4661
ENDOD1	1.83766666666667
IDI1	-0.395
KCTD6	1.84233333333333
CCDC105	-0.444
ULBP2	-1.07866666666667
ZDHHC5	1.124
WNT8A	0.28975
COMMD10	-0.0215
KLHL12	-0.31075
GPR50	0.4835
NR5A2	0.0495
OXGR1	2.7155
EHD3	0.10775
CAPRIN2	-1.027
KLRC3	-3.85325
SF3B1	-0.0583571428571429
IPO7	0.7025
ALDH1A1	-0.683333333333333
ANKRD5	1.729625
TSNARE1	0.537
DDEFL1	0.6845
RNASEL	1.36216666666667
DNAH9	-1.36
HELLS	-0.4525
TNS4	-1.228
NAV1	0.7011
KIAA1409	-0.4035
C20orf26	1.11933333333333
TUBG1	0.139
IRX2	4.293
CNGA4	0.1585
MGC50559	1.35783333333333
OR4K17	0.173166666666667
TM2D2	0.727083333333333
FAM32A	0.74425
TXNDC14	0.169
CCBL1	-0.9805
ANK1	-2.3929
PRSS23	-1.3655
PPM1L	0.756
SPATA20	0.022
APCS	0.34825
C14orf122	0.565666666666667
PSMB5	0.52725
C6orf10	0.0813
SETDB2	-0.498166666666667
SPNS3	-0.784
SGMS2	1.61416666666667
MXD3	-0.383333333333333
MON2	-0.6057
CARTPT	0.19375
HNF4A	-0.5722
RABEP1	1.56885
TNFRSF10B	-1.109125
USH1G	0.2575
PPAP2B	-1.24983333333333
TMEM16K	0.12525
CTDSP1	0.893
CDK5R1	-0.00466666666666663
GABRR1	-0.099
OPN1LW	0.2815
FAM98C	1.06325
DBN1	-1.1015
ACAD10	0.360333333333333
QTRTD1	-0.0785
WNK3	-1.62416666666667
RPS19	-0.321875
C1QB	3.240625
OTUD5	-0.558125
SLC41A2	1.63183333333333
TMEM22	-1.825
KHSRP	-0.570833333333333
TNFRSF11A	1.10533333333333
FBL	-0.646333333333333
IBTK	-0.926666666666667
OXER1	0.353
CBLN4	1.108875
GPR172B	2.29633333333333
CFTR	0.1775
VSX1	2.1285
CAMK1D	-0.857
LOXL3	-1.653
RTP4	1.08825
SLFNL1	-0.6605
KIAA0828	-0.424875
PAR5	-2.0745
LOC723972	-1.87575
GDI2	0.473875
CEBPA	1.5347
MLF2	0.099
AFMID	-0.027
ALOX12B	-0.128
BPHL	-0.020875
COX5B	-0.08425
S100A10	-0.0598
THOC6	-0.12975
NHN1	-0.16225
RRP12	0.602666666666667
ARID3B	-2.8855
CD3G	-2.12083333333333
KIAA0133	-0.04
NAT11	-0.321
PPAT	-0.339166666666667
SIRT3	0.1077
TCERG1L	-1.2175
NIPA1	0.5764
DPP8	-0.9776
IL7R	-0.461333333333333
ZFP64	0.679666666666667
DMAP1	-0.4747
TRMT12	1.1665
TLR4	1.7442
WFIKKN2	0.02975
RAB12	-0.873333333333333
DDX51	-0.503333333333333
KIAA1086	-1.99575
ZNF295	-0.8675
ACVR2B	-1.40328571428571
LOC494150	0.0645
ZNF517	0.4255
DNASE1L2	-1.895
SUFU	0.720333333333333
LOC283677	-0.405
LMO3	0.955333333333333
PPP2R5D	0.203666666666667
ZNF587	-0.383
HIST4H4	0.047
CYP2C8	4.909
C1orf80	0.439333333333333
DOCK5	-0.273666666666667
C9orf24	0.74675
OR5AR1	0.0125
C11orf24	-0.24575
UNQ1940	0.19025
CAP2	0.205166666666667
TIMM44	-0.1005
DSEL	-1.6056
ROM1	0.916
FBXO4	0.741125
MYLC2PL	-1.16625
MLH3	0.6335
NOX1	0.538833333333333
DPEP2	1.711
DNAJB5	-0.24825
RLTPR	-0.071
MBIP	-0.886
COPB1	0.0493333333333333
SFTPA1B	0.663
C10orf4	0.2516
PRELID1	-0.77875
NOLA1	-0.383
C19orf24	0.811
TLR9	-1.2305
HLA-DMA	3.16966666666667
HCRP1	-0.69
GPR137	0.656
ITGA11	0.624833333333333
PHF13	-0.179166666666667
MARK4	0.178
METTL4	-0.1235
MBD3	0.0822
LOC134145	-0.086
FGF3	0.4145
SLC35A3	0.23275
CLEC16A	-0.8975
AMOTL1	1.79525
FLJ31438	-1.828
PAICS	-1.2485
TOMM40L	0.180833333333333
MMD	-0.65875
KLK10	-1.4269
NIT2	0.210666666666667
SERPINB10	0.612
KLF15	-0.483
CCDC5	-1.102
WSB2	0.183125
ME3	0.15175
CACYBP	0.860416666666667
TCTN2	0.685
JAK1	0.091375
C2orf25	-1.00075
GPD2	1.276
FBXL11	0.592
CDV3	-0.92675
GALNT11	-0.772375
NDUFA12L	-0.517
FLOT1	-0.489571428571429
TOR1AIP2	1.182
MMP25	0.02125
C1orf164	-0.4007
CHST5	0.06625
LYRM4	-0.4869
GPER	-2.378
HIPK2	-0.100333333333333
DAP	0.2895
ZMIZ1	0.475833333333333
DDX58	0.919625
DCC1	-1.296
AKT1	0.554125
ENPP6	0.222
ERVWE1	-0.243666666666667
CDC34	0.12525
RNF125	-2.146
CASC1	0.79275
SHROOM2	0.812
RRM2B	1.24
COL6A3	0.962125
TMEFF1	-2.66225
PLEKHA4	-0.1241
LYSMD1	0.569833333333333
SEPT1	-0.324666666666667
AOF1	-0.1755
GNPAT	0.0235
WDR18	-0.25025
HSD17B12	-0.134333333333333
HIST1H2BM	0.0701666666666667
INDOL1	0.310166666666667
SUDS3	0.786
C1orf192	-0.091
CYP2B6	-0.9415
TBC1D2	2.509
SLC25A12	-0.550875
ERCC6L	-0.651833333333333
MGC10814	-1.62833333333333
POLR2C	-1.39116666666667
ZNF77	-0.289666666666667
EIF3K	-0.1591
HPX	3.79775
ANKRD27	-0.083875
MALAT1	-1.2
PLB1	0.876166666666667
HRNBP3	-0.769375
CPSF4	-1.129
OR52N2	0.1935
PIP5KL1	0.31025
GH1	0.2035
HPS5	-0.8205
SLFN5	-0.19275
POP5	-0.365333333333333
OVOS2	-4.349
C20orf108	0.235
MARS	0.0385
CLRN3	0.813
ARSE	-1.373
PPIE	0.0901666666666667
PHACS	-0.846666666666667
GP5	-0.8735
IL8RB	1.1034
FCRLA	-1.79925
ARRDC1	1.6054
KRTAP9-4	0.13175
ZNF613	2.1245
OR11A1	0.615
TMEM132B	-1.624625
PGLS	0.843
BSND	-2.0205
KCNK18	0.3775
FOXD4	0.20475
SV2C	1.5385
LCN2	0.122666666666667
ZNF490	0.4326
C3orf15	1.4021
CACNA2D4	-1.16233333333333
CBX5	-0.8985
MAGEB4	0.1785
BOLA1	0.50325
PPP2R5E	-0.302
COL5A1	0.783833333333333
ASB7	-0.902
SFT2D1	-0.049625
DERL1	0.9751
RABL2A	-0.0586666666666667
MOAP1	0.68925
KIAA1545	0.73
F3	-1.1875
PLEKHM2	-0.5735
CCDC89	0.149666666666667
EFCAB1	0.788125
TMEM48	-0.11375
SEPHS2	0.436
PYGM	0.092
PRICKLE1	1.42025
WNT5B	-1.063
TAS2R38	0.1955
IMP5	-0.1595
KHDRBS1	-0.1462
LARS2	-0.576666666666667
C3orf28	1.10625
FTCD	-2.61975
C10orf68	0.0643333333333333
DGAT2L3	2.377
PSEN1	0.956666666666667
MGC33657	0.11425
PLA2G4B	-0.0591666666666667
CDKN2A	-0.656833333333333
DLX1	-0.43175
TSHB	-0.058
C18orf37	-1.00325
MEX3C	-0.59275
MAMDC2	-1.23475
PDIA4	-0.685916666666667
ATP5E	-0.02675
CASP2	-0.343
SERBP1	-0.241769230769231
ZNF341	0.726166666666667
TESC	-2.51825
TMEM31	-0.014
OR51I2	0.858
YTHDC1	-0.0801428571428571
JUN	-0.890833333333333
AGMAT	-3.16183333333333
PCNXL2	0.21425
ATAD5	-1.997875
STK38	0.461875
AZI1	0.785375
RBP1	0.665
C4orf26	-1.25675
KIAA1026	-0.256
TMEM101	1.55225
HSFX1	0.133
TREX1	1.962
C18orf10	-0.8725
TRIM15	-2.571875
CA6	0.051875
CEP57	-0.676875
AR	4.06016666666667
SESN2	-0.128833333333333
KIF3C	-0.690375
EPB41L5	0.523
ARHGEF10	-1.65172727272727
POLR3D	-0.084875
INDO	-1.02
GABRA3	-0.324
SCG5	-1.7645
E2F3	-0.6193
TIGD5	1.14625
FGD6	-0.0473333333333333
KLHL3	-0.385875
SCGB3A2	-1.34
URP2	0.321833333333333
ATP6V1B1	0.0487
CALML6	1.8035
LOC100049076	-1.8055
TMF1	-0.0955
LOC388503	0.025
CDH5	2.639625
RPS6KC1	0.5175
DAAM1	0.1806
TNFRSF10D	-0.878
GSTT1	0.9895
INPP5A	1.30375
TRAF3IP1	0.9541
SMARCE1	-0.3185
VRK1	-1.23625
TTC16	0.88925
AARS	-1.01683333333333
ARHGAP27	0.908833333333333
ZAK	-0.351857142857143
ACSM2B	-1.86575
TRAP1	-0.449666666666667
MRPL53	0.436
RNF44	-1.969
NPTXR	0.16975
DPYSL3	0.213166666666667
APP	0.31
GLS2	0.0496666666666667
MNX1	-1.05566666666667
CMTM7	-0.97525
OR10A7	0.6185
NYD-SP21	2.16916666666667
ORC5L	-0.54075
SLC16A10	-0.118625
TMEM178	-0.6575
LOC441601	-3.2745
PTGIS	1.05225
KBTBD7	0.4695
C19orf41	-0.09975
CEACAM3	-0.186416666666667
KRT23	-3.524
SERHL	3.565
PNKD	0.9211875
UBC	0.25475
ATRN	-0.848
HAPLN1	0.96025
RANGAP1	-0.88625
C10orf26	1.9205
KCNA7	0.29
SRY	0.177
LOC376693	-0.43325
HIST1H2BF	0.077
CDCA8	-0.540166666666667
MLC1	-2.01425
TNIP3	0.36325
OR4D1	0.7275
IFT52	-1.00166666666667
GOLT1A	0.135833333333333
UTP20	-0.611875
RP3-402G11.5	-0.724625
PRSS33	-1.07125
PMPCA	0.277
APOB48R	2.262
GLTP	0.56875
MPL	0.43325
C9orf78	0.065
ADAM12	0.463875
CSPG4	-1.5245
LOC144305	1.03
KRTAP4-10	0.1859
PAK1	0.6575
ADCY7	-0.6979
TAS2R43	-0.864
FRAS1	0.440428571428571
PPP1R14A	-0.631333333333333
OR2B6	-1.026
ATP13A1	0.307
SIDT1	2.0995
C1RL	-0.488833333333333
PRKRA	-0.3905
TLN1	0.6516
RP11-50D16.3	-0.214666666666667
MITF	-1.32591666666667
GYS1	0.0295
LYG1	-1.72433333333333
NSMCE4A	-0.196
DNAI1	0.146
HOXD11	-0.7475
FNBP1L	0.576
DHX35	-0.5515
LCE3E	0.47
SLC33A1	0.80775
DCLK3	0.533
TRIM33	-0.665
TMCC3	0.693
FBXO42	-0.59
C1orf27	0.5548
C17orf50	0.623
RNF14	0.558
SLC4A8	1.07
RAB3IP	0.5693
COX6C	0.901071428571429
PCSK1	-3.293
SLC13A1	0.309375
ARF6	0.89
KIAA1009	-0.946625
HOXA13	-2.393
HMGN1	-0.443375
CXADR	-0.319
MGC14436	0.4445
UTF1	1.068
TSC22D1	-0.0531
BZRAP1	0.048
PUF60	0.700916666666667
SHC1	0.036125
HOOK3	-0.1274
LIMS2	0.928166666666667
BAHCC1	-0.672833333333333
CLCC1	0.477166666666667
ENTPD3	2.58766666666667
SMO	-0.974
PIK3R5	0.64875
CDC14A	-0.527333333333333
KRT1	3.018
ENOX2	-0.553166666666667
FLJ22655	0.85175
FPRL1	0.306
INTS6	-0.5013
ZCCHC5	-0.204
SMC3	-0.352
C6orf123	0.327166666666667
FLJ20160	0.74875
LOC653391	-1.31566666666667
GSS	0.09325
NT5M	0.379
SIX5	0.09275
TAF5	0.245
KCNA1	0.65
ANLN	-1.38616666666667
MGC45491	-0.5589
SSTR2	2.64875
LYPD4	0.25875
TH1L	0.018
CHRNA5	0.5965
PNMA6A	-0.84675
FLJ16369	0.133
DLX2	-1.4338
C6orf108	0.0741666666666667
ALDH3A2	-0.2125
CLEC1B	0.150166666666667
LEPREL2	-0.40225
FOXJ1	0.1847
OR1D4	0.68
PPIL4	-0.29
MTRR	-1.0225
SLC27A3	2.42933333333333
HTR7	-0.576166666666667
MIB2	-0.702625
BHMT	-1.02883333333333
A2ML1	0.63
MSMB	4.097375
KIAA1383	0.168375
TRUB2	0.7945
PF4	0.468833333333333
IL1F5	1.36916666666667
LRRC37B2	0.06525
IPO4	0.1345
FIGF	-0.094
QDPR	-0.57725
ZNF598	-0.85675
BOP1	0.22225
MAPK12	-1.70466666666667
POLR1E	-0.7375
CEECAM1	0.211833333333333
INSRR	0.586166666666667
SIPA1	0.95425
ULK4	0.638333333333333
BTN3A1	-0.1929
FABP5	2.834
KBTBD3	1.856
SORT1	0.169833333333333
YWHAQ	-0.2094375
LRIT1	-0.1315
KIAA1704	-1.0214
MEIS2	-1.7939
ENOSF1	0.314
PCDH7	-0.0893571428571429
FZD9	-0.960166666666667
RPLP1	0.577666666666667
ZNF75A	0.1665
P4HA3	2.581625
NKX6-1	0.3785
CTA-216E10.6	-0.151
IFT140	0.90825
DENND1A	0.086
ALCAM	2.5325
ABHD2	0.361818181818182
QPRT	-2.65683333333333
TRAM1	1.22185714285714
ATP1B4	0.246875
NUP37	-1.317
SAA3P	-0.057
SLC22A6	0.1715
KIAA0265	0.138125
ZNF41	-0.25
ADAM19	0.1733
ERAF	-0.12575
DEFB119	0.1135
DNMT3B	-3.00766666666667
SNF1LK2	0.284
MGC24039	-1.34041666666667
TAS2R48	-0.635166666666667
PNLDC1	0.6165
ADAMTS16	1.015625
TMEM92	-1.556
CCT8	-0.0563333333333333
POGZ	-0.364666666666667
N-PAC	0.29575
GUCA1B	-0.917333333333333
ZZEF1	0.688166666666667
OR2C3	0.0265
ZNF334	-2.37716666666667
RANBP6	-0.1245
LDHB	-2.66766666666667
BAMBI	0.9035
RAB5B	1.1795
FOXB1	1.30075
MRPS12	0.477
MRGPRF	-0.276
CRIPT	-0.253
CYP2D7P1	-0.395
RYR1	-0.38625
NDUFA2	0.88525
TRIP12	0.697416666666667
KCNE3	1.90883333333333
MOBKL2B	-0.3049
MIOX	0.3105
ACOT7	-1.089625
FGF6	0.832
RASSF5	-0.4897
ATAD3B	-1.42883333333333
IKZF3	0.2945
H3F3B	0.264357142857143
C6orf91	1.43
SEC11C	-1.0595
TMEM14C	-0.79625
KIAA1632	-0.451
SLC38A4	-0.05775
FGFR3	-0.216083333333333
HES7	1.179
HINT3	0.4715
ARIH1	-0.7255
FLJ35880	-0.739666666666667
C1orf129	0.649
POU6F1	-0.43325
RPL32	-0.41275
BBS1	0.795333333333333
RGPD5	-0.306
SULT1C2	-1.32825
KDELC1	-1.64025
PIP5K3	-0.695833333333333
CHI3L1	-1.0553
CSDA	-1.27608333333333
VTCN1	4.50525
WDR62	-0.35625
TMEM170	-0.64175
KIF2A	-0.81375
C6orf182	-1.58083333333333
ARL6IP6	-1.783
ZCCHC9	-0.78
RARB	-0.4185
ZNF320	0.394
DHX15	-0.40575
PICALM	-0.0825
CNOT6	-0.3765
HIST1H1A	1.903
ZNF702	1.44516666666667
OR1E2	0.7865
HLF	-1.207
LOC442582	-2.7055
KIAA0494	0.715625
TCF4	0.2797
APOBEC3B	-0.7965
FAM54B	-0.39975
MYH2	-1.92125
FXN	-0.140833333333333
C12orf59	0.7075
PAEP	-0.84675
SPG11	-0.710375
VN1R4	0.1925
KCNJ13	0.0595
NOC3L	-0.90775
C5orf36	0.7795
CPAMD8	-0.1565
MLN	-0.1255
FLJ11184	-0.45325
TIAM1	0.134166666666667
OR10J3	0.1975
OR52E2	0.5015
PBX1	2.9793
UBL7	-0.929333333333333
PXMP2	1.0905
SYTL1	-0.430833333333333
FAM126B	0.628
ZNF711	-0.826875
GGA1	-1.32416666666667
VAMP4	0.694
BCAP29	-0.2916
C20orf19	-2.024
ZNF275	-0.500375
NEK6	0.04425
SETD8	-0.561666666666667
HEXIM1	1.08825
SULT1A2	-0.945125
KLHL9	0.72
SLC39A12	0.1355
ARHGEF16	-0.299166666666667
SCN1A	-0.4455
HNRPH1	-1.1555
C9orf103	0.6765
ECE1	0.374833333333333
MED18	-2.61775
TEX13B	0.637
SNN	-0.20675
C6orf62	0.273833333333333
WNT3A	0.8685
IL22RA2	0.5765
MGC21881	-0.173375
GABBR1	-0.7685
YIPF6	0.2865
PROX1	-1.45033333333333
PPP1R1B	-0.473
LANCL2	0.7785
SCN3A	-0.635666666666667
SSRP1	-0.263833333333333
ASXL2	-1.0555
RPE65	0.133
SNAI1	-0.91675
EFNA2	0.2295
CLDN9	0.306
TP53I13	1.338125
LOC375748	-0.07725
C9orf7	1.81225
C14orf178	0.426
GC	-1.03866666666667
IER3	-0.1
KCTD10	0.906125
FLJ45717	0.926
ADC	1.4245
LOC285908	-1.96408333333333
MLL3	-1.226625
KIAA1787	-0.37325
MGC31957	-1.57775
MUC5B	-0.42525
ZNF193	-0.358
CSRP1	1.26025
MOSPD1	-0.792666666666667
C21orf49	-0.202
RAD1	-0.81025
ANKRD34	-0.36225
NFRKB	0.1865
FANCA	-3.06475
VTI1A	0.588857142857143
PCBP3	-0.0285
BFSP2	-1.417
ZNF354C	0.12975
FRMPD4	0.09275
IKBKG	-0.2015
LOC441046	1.185
UNQ9438	0.666
TM4SF20	-0.2735
MAGEC1	-4.4735
AMMECR1	-0.6645
GLDN	0.962
TTC30B	1.31575
SEC13	-0.2322
EGF	4.268375
HAGH	0.248625
VSIG1	0.576
NHLH2	0.72025
NCAPD3	-1.48525
MGC16121	-3.1775
HIATL2	0.48275
BRCC3	0.7225
LCE2D	0.419
TMEM79	1.035
GTF3C5	0.3095
AKR1C4	-0.145833333333333
C3orf59	-0.058375
RBM26	-0.905125
DUSP14	-0.56
AP4M1	-0.661833333333333
RIMBP2	-0.600333333333333
ABCC2	-4.0295
DNAJC16	0.446333333333333
TTC12	1.6255
SNX13	0.392666666666667
C6orf168	0.3205
C1orf100	-0.79825
CSPP1	0.638083333333333
LRRC56	1.3655
OR1J2	0.083
THY1	0.5223
KIT	0.491
TBC1D8	1.137
EPHA7	0.4795
SOLH	-0.06175
SVIP	0.741
ZNF294	-0.6155
HAND2	1.1505
CENTB2	0.0771666666666667
MARVELD3	2.7705
CREB3	2.12566666666667
KRTAP1-5	-2.91175
OR8K1	0.6305
MED25	0.798666666666667
FDX1	0.145
FAM19A1	4.62592926927149e-18
IL13RA1	0.9987
ZNF627	0.0591666666666667
NHP2L1	-0.493875
EIF2B2	-0.20475
ZNF593	-0.638
WIPI2	0.359916666666667
RANBP1	-2.2085
TAS2R7	0.4095
LOC283514	0.647
CSNK2B	-0.3631
CFHR1	0.2905
DKFZP434O047	0.0718333333333333
WBP11	-1.42825
TEX2	1.1445
GALNT2	-0.791666666666667
FLJ33360	0.23925
WNT9A	0.3415
IL29	0.00799999999999999
STK3	1.30166666666667
REPS2	1.254125
FAM78A	-0.935
MGC3207	-1.0475
FCGR3A	7.09225
H2AFY2	1.7665
RNF150	-1.671
CCNK	-0.571125
VEZT	0.431
FSHR	-0.3075
C1orf66	0.390833333333333
LCE2B	0.2323
CD200	-0.215
ORMDL1	0.039125
OR51S1	-0.056
KRT83	1.006
COL19A1	0.20925
POL3S	-0.0595
ZNF468	0.274333333333333
BAG3	2.121125
C1GALT1	-0.2585
CA5A	-3.87425
DKK4	-0.3725
SGK2	-1.8105
PIK3C2G	0.04675
USP11	-0.357875
IMPA2	0.387
PRKDC	-0.731857142857143
MSR1	4.198125
PDCD6IP	0.532416666666667
FAM122A	-0.40675
ZNF740	-0.07425
ATXN2	-0.558333333333333
SLC17A4	0.0894
RAXL1	-1.58166666666667
RS1	0.19025
NET1	-0.221666666666667
NPY1R	-3.54966666666667
MVD	-0.8
C11orf61	-1.293875
CHDH	0.341
GCNT2	-1.02871428571429
LGALS12	-1.342
IK	-0.123833333333333
C7orf41	0.579611111111111
SURF4	1.01983333333333
C1orf91	0.1425
BCS1L	-0.3215
C20orf141	0.660333333333333
BCAS2	-0.5895
ACE2	-0.97775
ICT1	1.4675
CD79B	0.42175
MRPS9	-0.3385
AADACL1	-0.0755
IRS2	-1.219625
LUZP2	3.5915
TMEM148	0.18825
ZNF514	-0.456333333333333
ADCK2	0.9915
ZKSCAN1	-1.59557142857143
FASTKD2	0.511125
KCNMB3	-0.811166666666667
POFUT2	-1.3589
GNG2	-0.6968
OR6Y1	0.0545
FAM26A	-0.75825
CAND2	-2.103
FLYWCH2	1.040125
BCL6	1.288
MDH2	-0.166
DRP2	-0.0825
TPD52L1	1.9045
TXNL4A	0.089125
OR3A1	-0.646
C22orf9	0.6075
RAB25	2.26883333333333
PCTK3	-0.0985
POR	-0.286166666666667
ARPP-19	-0.766666666666667
SREBF2	-0.618125
ZWINT	0.108333333333333
TRUB1	1.139375
ENPP2	-0.102333333333333
UXT	-0.750666666666667
ALG11	-0.4565
SMCR7	1.58975
SLC31A2	3.4785
USMG5	0.45075
ZNF780B	-0.307
APEX1	0.1445
THSD3	-2.1935
CEP68	0.3368
NY-SAR-48	-0.3055
ZIC3	-3.611
LPAL2	-0.0881
MRPL11	0.00116666666666667
VPS53	-1.498
MPDU1	1.31725
UBL4B	0.649
LASS3	0.44475
GAST	0.3245
SPERT	-0.359166666666667
UBE2L3	0.218
MLSTD2	0.719416666666667
ADRA1D	0.4295
FZD10	-2.83216666666667
ATP6V1E1	0.116375
SAR1A	0.7079375
MCTP2	-1.7465
TMEM5	-0.47725
BIRC2	-0.583
TMEFF2	-2.28366666666667
NLGN3	-0.599833333333333
LMX1A	0.70775
C19orf51	-0.49175
LOH3CR2A	-0.0938333333333334
SLC9A3R2	0.745666666666667
TIMP1	-0.247166666666667
PFN4	0.73025
UCK1	0.5395
TPST2	-1.38575
AQP6	0.191833333333333
OR1N2	0.061
KCNIP1	-0.2315
SFTPG	0.419833333333333
KIAA0087	0.123
UBXD3	0.1956
ABT1	0.60175
RIPK5	-0.00428571428571428
SMG1	-1.6748
BTBD8	0.362
PIP5K1C	1.1572
POU2F2	0.4383
C17orf57	0.358
TSPAN14	0.317
NUDT16	0.571666666666667
GPT	0.9445
PDK4	-1.0327
ELL3	2.3195
NNMT	0.492166666666667
NUFIP1	-0.968
RHBDL1	1.2285
FILIP1	1.6227
C17orf56	-0.73525
C8orf73	1.272
FLJ21438	0.19575
TBC1D10A	0.40175
ERGIC3	-0.2935
CREB3L4	3.71675
TARBP1	-1.3195
C1orf9	1.78425
COLEC12	0.257166666666667
FBXO30	0.40575
TNFRSF25	-2.452
UBE2T	-0.266666666666667
SLC2A1	-0.6014
RPH3A	-0.0215
LSAMP	-3.13975
CER1	0.572
ATP2A3	2.8751
SGK	-2.032
CCR7	1.9995
ZIK1	-1.822
RECQL5	0.4765
HSD17B7P2	0.80725
MTERFD1	0.368625
ANGPTL1	1.07866666666667
NLRX1	-0.662
FHOD3	-0.102666666666667
PSG7	-0.78475
ARHGEF5	0.943875
C14orf21	-0.0988333333333333
FGD2	1.129375
OR5T2	-0.03575
P2RY14	2.08116666666667
PPP1CA	1.021
ZNF33B	-0.124
MOCS1	-0.285833333333333
NAP1L1	-0.12975
IGSF21	3.13916666666667
PTDSS1	0.613230769230769
SLC38A6	0.35925
GLCCI1	-1.121375
CCR4	0.4025
OLFM2	0.61725
COX6A1	0.899666666666667
B3GALT2	0.266833333333333
BEST3	-1.6068
CD14	4.14825
ABCC9	0.81375
SNAP29	0.396875
HMGCR	-0.47975
IFT74	-0.9115
CNTROB	0.0461666666666667
ZNF548	0.157
INSL6	0.149
HERC1	-1.2165
HOXB1	0.8435
EMCN	4.9825
BLNK	1.75516666666667
SKP1A	0.370142857142857
IL19	4.21325
DOC2A	0.17725
COPB2	0.491
CDC27	-0.652
LECT1	-0.768
UBR1	-0.231833333333333
COPS6	-0.9025
MCCC1	0.316333333333333
