Hybridization REF	TCGA-C8-A12U-01A-11R-A115-07
MGC16703	-0.663166666666667
SNAPC2	0.79
FILIP1L	0.07275
RASGRP4	0.352
LRRC1	2.183
GAS1	-2.4135
PRAC	-0.82525
DGKA	-0.794166666666667
NT5C3	-0.79675
PEG3	-3.04683333333333
NADK	-0.45575
PRR17	1.08925
LOC374569	-0.17675
SGSH	-0.286166666666667
NLRP8	0.2845
GALT	-0.4932
MCF2	-0.9
ZNF263	0.2105
TACSTD1	2.40516666666667
TYR	-6.0659
ATP6AP2	0.36475
RNUXA	0.19075
ABHD10	0.8423
GDPD2	-1.01575
SLC35C1	-0.03725
UBE2A	0.412875
HERC5	-0.5075
FAM112B	-4.08816666666667
FBXL16	2.7905
DKFZP434A0131	-0.79225
ELA3A	-1.613
RBM41	-0.867875
HAO2	0.11625
RNH1	-0.29075
SHANK2	0.0128333333333333
OSBP2	-0.79575
DAK	0.142333333333333
C3orf58	-0.242666666666667
TCL1B	-0.7525
KBTBD2	-0.500625
SUGT1L1	0.95625
UBE2E2	-0.509
MYL9	1.1285
CDC23	-0.0203333333333333
PBXIP1	0.9565
CXorf40B	1.951
NBL1	-0.642
RTBDN	3.025
RAB11FIP5	-0.59075
TTTY13	0.2875
SCOTIN	0.24825
SOHLH1	1.21916666666667
CDKN1A	0.568714285714286
NCK1	-0.14975
ZNF550	-0.1275
SAPS3	-0.147666666666667
SPIN3	0.418166666666667
MAGEE2	-0.0505
MIS12	-0.739833333333333
OR8H2	0.405
KIAA0774	-1.2365
UNC5D	-2.14
CUL7	-1.03866666666667
LIPC	-2.9205
DIO1	-1.58975
C20orf11	0.1204
CTRL	0.01775
HS3ST2	2.31375
PAK4	1.04833333333333
CCRL1	0.284
RNF10	0.033875
ZNF567	0.57775
ZNF660	-1.0955
TCEAL3	1.2975
MAGOH	0.3165
CENPB	0.0933333333333333
C19orf7	0.342375
LOC388965	0.25675
ZCCHC13	0.4585
JMJD1A	-0.5635
HIST1H4H	2.8435
TBRG1	-1.3279
GPC3	-5.47275
TAF1C	-0.713
EBNA1BP2	0.0526666666666667
CIAPIN1	0.22725
PDGFRA	-1.90527777777778
CSTB	1.206375
CENPI	-0.334833333333333
GTF2E2	0.0136666666666667
RPP21	0.631
CCNF	-0.741833333333333
KCNQ3	0.432
FAM79A	0.93825
SLC22A12	0.164
NOVA1	0.2675
FZD3	-0.0632
AKAP8	-0.08025
SOCS5	-0.792625
CFDP1	-0.06
DLG5	1.37725
PGM5	-0.043
C1orf144	0.5455
HDAC10	-0.9455
RND2	-1.03575
C20orf199	-1.26275
RNMT	-0.5885
SLURP1	1.976
ASTN1	-0.731
SH3BGR	2.80125
MYCL1	-1.472375
ZHX1	0.577666666666667
CENPK	-1.76225
FOSB	0.2732
LOC643406	1.817625
C2orf59	-1.90675
TMEM135	0.46675
SLC27A2	-1.7995
KRT33A	1.5045
OVOL1	1.520125
PAMCI	-4.21716666666667
S100A7	-1.0635
ZNF789	-0.587
HARS2	-0.52575
RPL23A	-1.81083333333333
TCF23	0.10575
UPF3B	-0.74425
C17orf78	0.58
HLA-DOB	0.613833333333333
C14orf142	0.912833333333333
TEKT5	1.9125
DMWD	0.3355
POLD1	-1.71766666666667
GSCL	0.2235
CALD1	-1.0038
SCRT1	0.121333333333333
AIG1	0.036
UNC84B	-1.429
ZNF404	0.98625
TMED6	-3.1395
KIAA1462	-0.3495
LRRC27	1.36766666666667
PYGO1	-0.8005
PIGU	0.175333333333333
ALAS2	-3.981
WRNIP1	0.31175
CNNM3	0.713
ZNF2	1.0485
ST3GAL5	-0.6635
MRPL23	0.0045
TSSK6	-0.22275
PSMA6	1.0965
C16orf70	0.97325
KIAA1602	-0.73475
ALMS1	-0.041
DCN	-0.456
TMEM132D	-0.995
SUCLG2	0.294
ABHD14A	0.5035
DEXI	-1.8865
AMPD2	-2.38316666666667
IFNAR2	0.7985
CYB5A	3.7873
TLOC1	0.21175
NXF5	-0.522333333333333
NRBF2	-0.230375
KCTD3	0.853
ITGAE	-0.650166666666667
SLC30A3	-1.6125
ZRF1	-0.4735
IFRD2	-0.3585
XAB1	-0.06075
PYCR2	-0.0913333333333333
SERPINB3	-3.6995
TMLHE	-0.3092
GEFT	-2.120125
ABCA5	0.718375
EMR4	0.261
TSFM	-0.00675
HIST3H2BB	1.95625
ARHGEF19	0.83075
TSPAN17	0.239833333333333
ABCC8	2.60325
MAP1S	0.235833333333333
C22orf36	2.12475
BNC2	-2.20914285714286
HIST1H4A	0.686
NDUFS3	-0.222
WDR3	-1.20933333333333
XKR4	-0.86525
TTC33	-0.670142857142857
STMN2	1.83275
CPN2	-1.05633333333333
HSPC105	-0.700625
PCOLCE2	-6.18375
C3orf55	0.8225
KLHDC9	3.08133333333333
TBC1D23	0.588875
ATXN2L	-0.447666666666667
MAP2K3	-0.479666666666667
SCAP	-0.21625
ZNF486	1.31666666666667
C20orf96	0.15775
NARS	0.82975
ADAMTSL1	-1.034
PRCC	0.0291666666666667
CCDC126	1.41375
ZNF675	0.957
CALCOCO1	-0.452
ANKRD43	-0.284
CWF19L2	-0.545333333333333
ZBTB32	2.47583333333333
BRAF	2.043
ODF4	0.1945
MGC14376	-0.717166666666667
HORMAD1	-2.29133333333333
AAK1	-0.05675
PEBP1	0.145
TNFSF5IP1	0.363166666666667
DKFZp564N2472	0.392
RMND1	1.287
IGKV1-5	4.38775
COL1A2	0.132833333333333
SERPINA5	2.436375
AANAT	0.516
C19orf21	-3.2665
GEMIN5	0.14075
UBR4	-0.6705
LTBP3	-0.0903333333333333
AMHR2	-1.502
PROCR	-2.873
MYBBP1A	-1.29925
C20orf39	-2.81933333333333
ZNF697	-0.197375
PASK	0.9171
ZNF776	0.730333333333333
RFXDC2	-0.3335
KIAA0467	-0.34675
C10orf96	-1.9085
ZNF503	-1.144
GULP1	-2.54791666666667
KCNE4	-1.41516666666667
DKFZp434K191	-1.345125
LOC196913	0.2195
BHLHB4	-0.112
CH25H	-0.833
LOC81691	0.0616666666666667
ALPL	-0.387571428571428
COL12A1	-0.13475
FOLR3	-2.45266666666667
GPR123	0.24875
TRIM62	0.408928571428571
ABLIM1	-1.59633333333333
MAST3	-0.19425
RHBDD1	0.8685
LOC338809	0.0385
RYBP	1.0015
TTC26	0.6145
ZNF22	-1.31866666666667
ISCA2	-0.2315
RDM1	-1.4465
PIGM	1.58025
GNB3	-1.0635
ACTR2	0.4578
HMGB1	0.1091
EDG1	2.21583333333333
SOAT2	-3.69125
OR10AD1	0.325
RAP1GDS1	-0.528583333333333
LCE1F	0.297
ESM1	-0.90875
RCN3	0.271
CREBL1	-0.654
DBNL	-1.42
PTGER3	0.03275
USP30	0.2315
BCL2L12	-1.98316666666667
KIF26B	0.9195
ZNF416	0.4625
ZNF225	0.052
C17orf70	0.15525
ZNF554	-0.1235
RAE1	-0.233666666666667
TNIK	0.936
ACTN3	-0.1765
MGC45922	-0.052
CCNA1	-0.844333333333333
RYK	-0.159
IL26	-0.0035
LRP3	0.209
QARS	-0.32425
SOX7	0.824714285714286
BID	-1.668
OR2S2	-0.117
CXCL14	0.3265
C11orf47	-0.89
MGC29891	-0.274666666666667
HSPB8	2.5047
PRDM14	-2.0315
NUFIP2	0.04125
MNAT1	0.583125
ZDHHC2	-0.478083333333333
MBNL2	-1.074
ADD3	-0.607625
CSNK2A1P	-0.0375
KLK6	-2.04233333333333
TMEM111	0.8274
KIAA1279	0.83075
NUBP2	0.601666666666667
RAB42	-0.87625
ID3	-1.7675
TM9SF1	1.1495
MDP-1	-0.7905
POU4F2	0.07575
IQCK	1.12675
C16orf14	0.9175
CAPN3	-1.89375
FAM43B	-0.829625
RECQL	-1.65175
AP1G1	0.705928571428571
CTNNBL1	0.165333333333333
ECHDC1	-3.11916666666667
SMARCC1	-0.3149
FOXQ1	-2.464125
GNAI3	0.189833333333333
POLG2	-0.082
CD4	1.03925
ITLN1	1.7165
EBI2	3.02125
IRF1	1.13675
PTPRE	1.1336
PTK2B	-0.6765
NXNL2	-1.7035
SOX4	0.660333333333333
TSPAN3	-2.4985
SH2D1A	-1.11666666666667
C8orf58	-1.1145
USP20	-0.60225
DUSP22	-0.734
CALB1	-2.26683333333333
L3MBTL2	0.772166666666667
MCRS1	-1.04175
TMEM118	-0.6675
C18orf8	1.01916666666667
FLJ10241	-0.20425
GJA12	-0.403
PKD1	-0.515666666666667
ZFP3	0.436
JAM3	-2.67275
LAPTM4A	0.7392
DIRC2	0.7295
KIAA2022	2.31533333333333
MYOM1	-0.367833333333333
TRPM8	-2.6535
MOP-1	0.4195
PHKG2	0.4855
ZNF650	0.8135
KIAA1522	1.776
PSG8	-1.49133333333333
DDX19B	0.0275
MOBKL1B	0.332
DIAPH2	-1.358
PTPN12	0.20775
CLN8	-0.8334
CRYZL1	1.38416666666667
CRY2	-0.42625
FCGR2B	3.26766666666667
PNPLA4	1.888125
ZNF454	-1.895
DKFZp434B1231	0.06525
CLDN11	0.0955
RFWD2	-0.397833333333333
CIB2	-1.17133333333333
MXRA8	0.990625
HRK	0.071375
MAML2	-1.11025
C4orf31	-1.338
C6orf192	-0.633
COG6	0.45125
FAM5B	0.7565
NFATC1	-0.6152
SEPT10	-0.27175
SCYL1	-0.5154
RPP40	-0.3185
SCOC	0.6563
KIAA1450	0.1405
CTDSPL2	-0.431
TBX5	0.572
NAPG	1.002875
RHD	-4.344
C14orf45	1.4685
ZBTB22	-0.317
PLCG1	-0.8885
ANKRD10	-1.759125
AQP7P2	-0.01275
TAGLN2	1.73283333333333
HTR2C	-1.18516666666667
SLC16A7	-1.10933333333333
C17orf83	0.0525
TSGA14	0.451666666666667
MDH1	0.8915
PPP3R2	0.124166666666667
DCBLD2	-2.48442857142857
RBM33	-0.89525
DPH3	-0.565
SYT10	-1.02633333333333
FMO4	1.89125
THYN1	-0.7695
DRD5	-1.8185
OTOR	1.725
PGRMC2	-0.3791
KATNAL1	-0.262875
PAQR6	-2.4295
UBE2I	0.8945
C14orf28	0.53925
C8orf70	2.08525
FLYWCH1	0.2335
ANGPTL3	-1.65575
GLRX2	-0.324666666666667
ATP11A	-0.0937857142857143
ARL5B	0.769125
MUC16	-2.57975
SLC25A5	-0.0815
ACRC	-1.57675
MYO1C	-0.267375
FAM89B	0.696833333333333
FAS	-0.35225
KIFAP3	0.201
GLRA2	-0.127
BTN3A2	0.7804
CNKSR3	-2.05475
CSTF3	-0.00266666666666667
ARPM1	0.7325
KIAA1530	-0.1375
C9orf150	1.68583333333333
PRKCI	1.534
tcag7.1015	-0.80625
SOD3	-1.65725
ZNF574	0.45975
CYP21A2	1.64475
RPL12	-0.404
COMMD2	0.07875
WIZ	0.38725
LOC344405	-0.1145
ALDH4A1	0.657411764705882
CRYAB	-0.06025
COPA	0.473933333333333
PCDHGA7	0.525333333333333
KIF11	-0.613
RASD2	-0.26775
SLC26A3	-0.1495
ZNF175	-0.557
JAKMIP2	-2.314125
C8orf4	-0.264833333333333
PTHLH	0.4335
SLC40A1	0.33125
OR7D4	0.436333333333333
PCDHB17	1.6645
CD36	1.42728571428571
C6orf203	0.7244
PRKG2	0.407
LOC400566	1.187
ANAPC13	0.98675
SLCO3A1	-1.532
ZNF692	-1.1935
FANCL	-1.944
SH3GLB1	0.24875
C12orf61	-0.2525
KBTBD6	0.93175
SUPT5H	0.203875
XRCC6	-0.4855
HUS1B	0.1356
FAM133B	0.215642857142857
LOC728276	-0.916
KCTD18	1.01725
SOS2	1.0555
CCDC99	-0.6805
C1QTNF5	1.862
NNAT	-0.1115
USP16	-0.82675
LARS	-0.39025
ZBTB2	-0.35375
ABO	0.214166666666667
TRAF3	-0.18975
GALNT5	-3.2385
NAP5	1.0945
ALG14	0.414666666666667
KIAA0515	0.395
WDR75	-0.441666666666667
TEX261	0.1065
LY86	0.35175
LOC389072	-0.7485
FLJ13611	0.78425
MRGPRX2	0.696
SNRPA	-0.377375
OR2G2	0.2785
GPRASP2	0.06275
C7orf42	-0.0716
C9orf163	-0.355
CYP11B2	0.2605
FCRL3	2.18033333333333
PRDX1	0.82275
FGB	-6.726
COX17	0.8435
C16orf33	1.17175
PIWIL1	-0.314833333333333
FOLR1	-2.7195
KIAA0082	-1.0375
FREQ	0.231
TMCC2	-1.67616666666667
TCF12	0.0574166666666667
ZNF721	1.0535
FAM130A2	-0.0755
POU4F1	-2.05875
SNRPF	-0.09975
SGIP1	0.249833333333333
ZNF641	0.0778333333333333
EMG1	-0.801
PRRG4	1.802
HIRA	-2.213
MYNN	0.571833333333333
AEBP2	0.307833333333333
TBXA2R	-0.423833333333333
ISL2	-1.5645
PCDHB11	1.4005
RNF144A	-1.28375
MARCH5	0.165125
DULLARD	-0.505
DCLRE1B	-0.888833333333333
ITGA8	-0.2655
TP73	0.145
PRKCD	1.29125
NDUFB4	1.14925
ATP13A4	1.896125
ANTXR2	-2.11933333333333
COL4A3	-0.382833333333333
MYO10	-1.7173
SLC6A18	0.27225
PEX1	0.25575
TMEM74	-1.56883333333333
RBM19	-0.5985
TAPBP	0.21805
RUNX1	0.13
MID1	-2.72591666666667
GPR64	-1.1925
RASEF	1.81825
GABRG1	-0.168625
MYO16	0.03625
DBF4	-0.545833333333333
TSHZ2	1.767
RIPK2	1.404625
PPTC7	0.028
KIF4B	-0.102
LRRC31	-0.10625
ZNF540	0.99475
EFNB3	-0.605333333333333
LOH12CR1	0.162
STON2	0.644833333333333
GLP1R	0.2395
CSTF2T	-0.901375
IREB2	-0.310125
GRSF1	-0.20525
PDCD7	-0.751333333333334
LRRC43	1.2505
CNR1	-0.0265
IL1F7	-0.302
C12orf64	-0.31575
FAM69B	-1.106
NR2E1	-2.0925
MS4A6A	2.1269
FTL	-0.0532
C7orf36	-0.20725
PCLO	1.7814
DYRK2	2.28741666666667
ARIH2	-0.603
SAMD7	0.672
SCNN1D	-0.565
SLC32A1	-0.864375
C22orf25	-0.787833333333333
MRPS18A	-0.289
GPR112	-0.273
EARS2	0.27225
ERN2	0.185
ATPBD3	0.306166666666667
PRH2	-0.786
CDKN2D	1.06583333333333
PGLYRP2	1.80425
TRIM40	-0.00924999999999999
SEC14L3	0.026
SLC22A1	-0.13725
BTN2A3	-0.2495
RASA4	-0.55825
CCNL2	-0.64825
MYBPC3	0.5695
GJA4	2.685
CDC42SE1	0.550125
TRPV2	-1.29075
MYPN	-3.9021
SIM1	0.3175
CDADC1	-0.3935
ZFHX4	1.6155
NIBP	1.57466666666667
ADAMTS19	-1.61775
ABTB2	0.26475
TSPYL2	-0.347
EIF2S3	-1.1231
SOX30	0.51
AP2A1	0.480833333333333
DKFZP564O0523	-0.510833333333333
LOC285398	0.02625
CDH18	-1.32175
CHL1	0.884875
GATS	-0.1796
TBC1D2B	-0.0426666666666667
OR1J1	-0.161
GSN	-0.428
DPCR1	0.28325
GARNL4	-0.299166666666667
SMARCA5	0.2055
PLEKHG3	1.01883333333333
ZBTB45	0.6005
FRMD6	-0.910333333333333
PLS1	1.453
DGKZ	-0.0595
EFNA1	0.9087
WDR85	-0.592
ANK2	-1.076
PAGE4	-0.526
SENP6	0.3945
AKR7A2	0.67
FKBP10	-2.98225
VEGFC	-2.18066666666667
LARP1	0.454875
SRBD1	0.30975
ITGB6	0.06875
SLC1A2	0.507642857142857
INVS	-0.261333333333333
MPO	0.33625
MOBKL3	0.412
CUTL2	-1.294375
KLK2	0.06975
VIM	-1.88
REG1B	0.151666666666667
PCDHGC4	0.3315
C3orf34	0.9585
SUMO3	-0.544833333333333
CST9L	-0.707
MLL4	-0.22875
SPR	1.38216666666667
SAMD9L	0.4125
ABCE1	-0.295
SUPT3H	-1.30883333333333
ACTBL1	3.5085
ADAMTS4	0.364333333333333
SLIT3	1.533
RHEBL1	-1.11825
NPM2	-2.13925
MAN1C1	0.021125
KIAA1856	0.209833333333333
HSPA6	2.41425
LOC388152	-0.1155
C10orf140	-2.23775
ZDHHC12	0.9365
LIN7A	-1.0013
PHC2	-0.161666666666667
SPHK1	-2.028
TRIM26	0.56475
FAM83E	-0.685
C18orf24	0.1755
ZNF578	0.638
ORAI1	-0.64325
RUVBL1	-0.0189166666666667
C7orf20	-0.731
APAF1	-0.283
SLC36A4	-0.1975
MYH11	3.82833333333333
NEK1	0.6146
MPP2	-0.819625
C12orf24	-2.8815
TNK2	-0.072875
ZNF289	-0.6225
MATN3	-3.52757142857143
IFNGR2	1.2465
ITPR1	0.848375
EBF3	1.8326
TBC1D20	0.1439
OR10P1	0.30925
DDAH2	-0.3475
SHPRH	-0.53075
STX7	-0.168
LOC554248	-2.48025
BCAR1	0.3705
ATXN3	0.444666666666667
TRIM27	-0.5475
CDC42EP2	-0.055
CHP	-0.0738571428571429
SOX17	1.265
ZNF259	-0.099
CHCHD1	0.268875
ZDHHC19	0.403
GBP2	2.2395
GARNL3	0.86025
MRC2	-0.74125
C1orf52	-0.3715
AOF2	-0.526166666666667
LRPPRC	-0.1457
ACVR1C	-1.052
TM4SF18	1.943
TMEM169	0.530666666666667
PPP1R16A	0.363125
EBF1	-0.324833333333333
RRS1	0.771
SNX2	-0.40925
OR2T2	0.6155
RBX1	0.17925
ANKRD54	0.649666666666667
TSNAX	0.4035
TMEM83	-1.83625
ZBTB7A	0.6215
ATM	-1.42916666666667
LOC338328	1.987
TIE1	0.920333333333333
HIST1H3G	2.84183333333333
PASD1	-4.24633333333333
TINAG	0.3265
PCDHAC2	0.1555
LRRC15	-1.471125
WBSCR17	-0.903
TFF2	0.1235
PARP2	0.535
NDFIP2	-0.310125
PCDHGB2	1.113
WDR60	-0.29475
MAP7D2	-2.0511
USP45	-1.1705
GSDML	0.1495
TNS1	-0.252
PLCD4	0.1585
IQCD	2.33383333333333
SMPX	-3.2595
CD9	-0.449666666666667
SRGN	0.9675
CASP7	0.25825
INOC1	-0.0185
DKFZp451M2119	-1.142375
VMAC	-0.0975
USP53	-0.0173
CAMK1G	0.056
TMEM106A	-0.73
CDC20	-0.9472
ACSL5	-1.07266666666667
CBWD5	0.124375
C1orf87	-1.07316666666667
KIAA1274	-0.742
PRUNE2	-2.83142857142857
LYPLA2	0.5055
DOK6	-1.17783333333333
GPR149	-0.2925
FAM30A	2.221
TMEM129	-0.14375
SLC35B3	0.667
ACPP	1.053
LOC200261	-1.186
SLC4A7	1.7155
CCDC40	2.84625
GART	0.330875
THOP1	-0.7465
SCARB1	-1.609875
CACNA1F	-0.061
TRIAP1	-0.239166666666667
SYT14L	0.458
SFRS8	-0.173333333333333
PBOV1	0.1045
GOLSYN	1.9155
GJB7	-1.169
CAMK2N1	1.00475
GREM1	1.79466666666667
FLJ20433	0.51425
QPCT	-3.87
PRKAG2	1.1175
H2AFX	0.172
C6orf154	1.94
PLOD3	-0.67125
ZBTB39	-1.41133333333333
WASF3	0.312916666666667
DRG1	-0.1585
PRR4	-1.499
SPCS1	0.26525
KDELR3	-3.03116666666667
SRP19	0.49
GABRA6	0.35275
MFSD1	0.30175
MMEL1	2.6705
PDXDC2	-0.5147
BUB1	-1.09888888888889
RNF138	-0.328125
MYLPF	0.0891666666666667
AIF1	0.683
DYNLRB1	1.2233
HCN3	-0.8235
HIST1H2AI	0.43175
MAP4K5	0.0926666666666667
LASP1	1.04075
LOC130951	-0.0435
PLAA	0.242625
KRT6A	-2.694
C6orf117	-3.358
ARHGAP23	-1.081
PTF1A	0.4705
GPHA2	-0.107
LCE3B	0.4115
MCL1	-0.379214285714286
EHBP1	-0.519916666666667
PRNP	-1.3561875
ZSCAN1	0.54675
C1orf113	-1.67083333333333
FOXA3	-2.84425
NEB	-0.33225
ASGR1	-4.3345
CTGF	-0.332166666666667
RAB17	1.04466666666667
MST101	0.5025
JARID1B	0.6305
USP37	0.8999
PTBP1	-0.413333333333333
PTPN7	-0.0623333333333333
CDC7	0.619666666666667
SNX7	-1.00975
ZNF335	0.291
CPT2	1.185
HEATR1	-1.256875
HSPC152	0.224875
C5orf40	0.16575
PSME1	1.688
STAG3	-2.34875
TMEM154	1.127
KLHL32	0.784
TSGA10IP	-1.0825
SUV420H2	-0.514833333333333
SF1	-0.4414
2'-PDE	0.3876875
PNLIPRP2	-2.284
TRSPAP1	-0.0721666666666667
NUP210	-0.296
ANP32C	-1.7415
RAB11B	0.660166666666667
ASB15	0.3095
ITGB3BP	-1.0125
UBASH3A	-0.1115
YWHAB	1.248125
TPRX1	0.03875
LY6G5C	0.080375
SLC7A2	1.613875
CLK1	0.5222
HSD3B7	0.0838333333333333
VDR	1.24525
C16orf74	-0.5675
ACE	0.092
PSMA2	-0.371833333333333
CCDC131	-0.175
ZNF213	1.51
EML2	-0.55
ALS2CR13	0.295666666666667
GLYATL1	-2.5195
DSPP	-0.153
DHFRL1	0.46225
C10orf30	-1.27183333333333
SH3RF2	-1.83316666666667
LOC197322	0.4385
DLL3	0.525375
TIGD7	1.7035
GFRA3	-0.06225
CPA1	-0.0363333333333333
RTN4	0.273333333333333
PPT2	-2.24216666666667
FASLG	3.74808333333333
FOXP4	0.114125
RPL26	-1.0804
GNL3L	-1.35533333333333
FMR1NB	0.124333333333333
CD163	6.43475
SGPP2	4.2415
GIMAP2	1.797
CD37	1.483
DPT	1.6375
NBLA00301	0.49325
RGS5	1.18208333333333
C9orf4	-0.101
ACTL8	-1.66533333333333
PRKAR2B	1.181875
OPLAH	-1.36166666666667
C20orf134	2.48275
SPACA5	0.0335
TBL1X	0.505333333333333
TSPYL3	0.15
CHCHD3	-0.30725
CRKRS	0.1375
GPR65	4.40575
DFFA	-0.750625
FUT1	-0.46025
C6orf204	-0.486666666666667
TMEM51	-0.083
ZNF580	0.2185
CMTM2	0.20875
C20orf200	-0.29
EZH1	-0.6085
FDX1L	-0.3605
MRPL32	0.27425
PCAF	-0.4229
ALOX15B	0.707333333333333
CD59	0.022125
CDK9	0.27675
ERP29	-0.0388333333333333
TTR	-5.471
BCMO1	-0.1845
DDIT4	-2.1696
PTGDS	2.7315
C3orf63	0.0913333333333333
BST2	-1.807
CYP1A2	-0.415166666666667
C5orf25	-0.1015
STX1A	-0.476882352941177
OR2A12	0.1325
SH3BP5L	-0.0855
SERINC5	0.6975
USP6	1.0714
MRPL3	0.0643333333333333
POMP	0.033875
INPP4B	0.680625
GMPPB	0.41375
EAPP	0.656
AHSA1	0.086
ABCA11	0.177
SLC5A6	-0.265333333333333
HIVEP2	0.0105
SUMO2	1.408375
KIAA1822L	-0.558
C11orf67	-0.02225
TXK	-0.352125
PHCA	0.4776875
ICAM4	-1.938
FPGS	-0.177166666666667
SNRPA1	-0.5295
KCNJ4	-0.39225
KIF6	0.6272
HIST1H2BG	2.98966666666667
SLC5A5	0.16025
ZNF354B	-0.0708333333333333
IL12RB2	1.2015
C11orf76	0.199166666666667
GAL3ST2	0.172
AIFM2	-0.711375
SYNC1	0.366875
UBL3	0.0745
PIK3CG	-0.817166666666667
NLN	0.464
BCORL1	1.021
CD5L	0.29025
ZNF238	-0.863166666666667
KIAA1394	-0.4935
C16orf55	0.1888
CYP3A7	-2.209
KRTAP3-1	-1.654
TFDP1	-0.810333333333333
MND1	-1.18525
NODAL	0.0556666666666667
GTPBP4	-0.14025
TUBGCP2	0.0515
SLITRK5	0.01525
CIC	0.93175
CD79A	1.16466666666667
SAMD14	1.5585
TNPO3	-1.0105
OR10G3	0.5715
OR10G8	0.3995
CCDC111	-0.144
HOXC9	1.60125
DCUN1D1	0.8075
CYB5R1	1.05025
TSR2	-0.028
DAB2IP	-1.0033
SLC6A5	0.151
RAB3D	0.7875
DCUN1D4	0.0601666666666667
ERBB3	0.906583333333333
SDC1	1.01391666666667
ATP6V1H	1.172
SYK	1.6395
ST20	0.63525
C13orf30	-0.107
WDR40A	0.1315
ADMR	0.5975
LOC388335	0.09
ACSM1	2.379
TDG	0.333166666666667
FLJ11235	0.5575
MRPS5	0.2585
AGPAT2	0.0448333333333333
SLC12A1	0.32975
CYP27A1	-2.0185
THAP7	-0.17025
XPO1	-0.596083333333333
ALMS1L	0.1145
C1orf2	-0.17875
ZNF777	-0.189333333333333
CAMK2A	0.215833333333333
SMC1B	3.853625
IHPK2	-0.144466666666667
LEMD1	-3.90475
NKD2	-0.9396
CLU	1.0385
ARMETL1	-0.7315
PABPC4	-1.45775
CXCL12	1.904
TFAP2C	0.0674
TTTY8	0.118
ABCB10	-0.8456
ENDOD1	1.99533333333333
IDI1	-0.0415
KCTD6	2.91933333333333
CCDC105	-0.5365
ULBP2	0.9655
ZDHHC5	0.32875
WNT8A	-0.19575
COMMD10	0.68375
KLHL12	0.381375
GPR50	0.265
NR5A2	0.75225
OXGR1	-0.0801666666666667
EHD3	-0.38175
CAPRIN2	-2.11375
KLRC3	-1.17175
SF3B1	0.476285714285714
IPO7	0.319
ALDH1A1	-0.7075
ANKRD5	2.366375
TSNARE1	0.09
DDEFL1	1.14375
RNASEL	2.29883333333333
DNAH9	-0.03775
HELLS	-1.56175
TNS4	-2.0915
NAV1	-0.1195
KIAA1409	-0.85
C20orf26	2.6105
TUBG1	-0.753
IRX2	-1.03725
CNGA4	-0.051
MGC50559	1.04816666666667
OR4K17	0.1725
TM2D2	0.00699999999999997
FAM32A	-0.2245
TXNDC14	-0.435
CCBL1	-1.43
ANK1	-2.6261
PRSS23	-3.328125
PPM1L	0.49
SPATA20	1.1875
APCS	0.256
C14orf122	0.848666666666667
PSMB5	0.847875
C6orf10	-0.1362
SETDB2	0.152666666666667
SPNS3	-1.05525
SGMS2	-0.2705
MXD3	-0.3215
MON2	1.6883
CARTPT	0.13075
HNF4A	-0.918833333333333
RABEP1	0.7992
TNFRSF10B	-0.904
USH1G	0.2155
PPAP2B	-1.82433333333333
TMEM16K	0.24125
CTDSP1	0.685166666666667
CDK5R1	0.260166666666667
GABRR1	-0.1355
OPN1LW	0.332
FAM98C	0.6705
DBN1	0.19675
ACAD10	-0.258416666666667
QTRTD1	0.66075
WNK3	-2.067
RPS19	-0.568875
C1QB	3.151625
OTUD5	-0.54525
SLC41A2	2.36166666666667
TMEM22	-2.74716666666667
KHSRP	-0.790666666666667
TNFRSF11A	-0.551
FBL	-1.36516666666667
IBTK	0.6545
OXER1	-0.224
CBLN4	0.216625
GPR172B	1.8055
CFTR	-1.839
VSX1	0.6405
CAMK1D	0.25
LOXL3	-2.84075
RTP4	3.77475
SLFNL1	0.0635
KIAA0828	0.47425
PAR5	0.4875
LOC723972	-1.65725
GDI2	-0.096875
CEBPA	-0.2177
MLF2	-0.481
AFMID	-1.3965
ALOX12B	-0.3575
BPHL	0.689625
COX5B	0.88875
S100A10	-2.431
THOC6	0.14775
NHN1	0.26925
RRP12	-0.213666666666667
ARID3B	-2.003
CD3G	-0.356
KIAA0133	-0.572
NAT11	-1.18266666666667
PPAT	-0.416333333333333
SIRT3	0.0477
TCERG1L	0.5855
NIPA1	-0.273
DPP8	0.1454
IL7R	0.575333333333333
ZFP64	0.4295
DMAP1	-0.0641
TRMT12	1.4635
TLR4	1.0175
WFIKKN2	0.1285
RAB12	-0.8115
DDX51	-0.523833333333333
KIAA1086	-2.341
ZNF295	-0.542666666666667
ACVR2B	-1.19571428571429
LOC494150	0.857375
ZNF517	-0.1395
DNASE1L2	0.298833333333333
SUFU	0.212
LOC283677	-0.3285
LMO3	-0.477666666666667
PPP2R5D	0.156333333333333
ZNF587	0.8857
HIST4H4	0.40725
CYP2C8	-0.4735
C1orf80	0.126
DOCK5	-0.0966666666666667
C9orf24	-0.842
OR5AR1	0.1695
C11orf24	-1.2385
UNQ1940	-0.25175
CAP2	-1.39916666666667
TIMM44	-1.0545
DSEL	-2.6968
ROM1	0.07525
FBXO4	0.9185
MYLC2PL	-1.97325
MLH3	0.6949
NOX1	0.7945
DPEP2	1.72
DNAJB5	-0.1375
RLTPR	0.313
MBIP	-0.424833333333333
COPB1	0.835833333333333
SFTPA1B	0.285
