Hybridization REF	TCGA-AR-A0TX-01A-11R-A084-07
CD36	4.42178571428571
C6orf203	0.9877
PRKG2	-0.518
LOC400566	1.1705
ANAPC13	0.8325
SLCO3A1	-0.635
ZNF692	-1.713
FANCL	-1.2655
SH3GLB1	0.7365
C12orf61	0.576
KBTBD6	0.02525
SUPT5H	0.423125
XRCC6	-0.1088
HUS1B	-0.4536
FAM133B	-0.599571428571428
LOC728276	-1.2505
KCTD18	0.8355
SOS2	0.731333333333333
CCDC99	-1.46875
C1QTNF5	2.9845
NNAT	0.932666666666667
USP16	0.10275
LARS	-1.14775
ZBTB2	0.581625
ABO	0.173
TRAF3	0.08325
GALNT5	-0.469
NAP5	1.199125
ALG14	0.562
KIAA0515	-0.0226538461538461
WDR75	-1
TEX261	0.58425
LY86	1.1155
LOC389072	-0.418
FLJ13611	0.078
MRGPRX2	0.3205
SNRPA	-0.5475
OR2G2	0.3455
GPRASP2	-0.9915
C7orf42	0.4198
C9orf163	-1.137
CYP11B2	0.3175
FCRL3	2.53616666666667
PRDX1	0.49325
FGB	-4.7395
COX17	-0.266333333333333
C16orf33	0.38175
PIWIL1	-0.289
FOLR1	-3.48783333333333
KIAA0082	-0.41975
FREQ	0.168166666666667
TMCC2	-1.135
TCF12	-0.10425
ZNF721	-0.17325
FAM130A2	0.32125
POU4F1	-2.36875
SNRPF	-1.51125
SGIP1	1.24333333333333
ZNF641	1.42616666666667
EMG1	-0.828
PRRG4	2.333
HIRA	-3.2035
MYNN	0.32
AEBP2	-0.264916666666667
TBXA2R	-0.0805
ISL2	-2.15916666666667
PCDHB11	0.5425
RNF144A	0.255125
MARCH5	0.82
DULLARD	-0.380333333333333
DCLRE1B	-0.990333333333333
ITGA8	0.35
TP73	-0.238625
PRKCD	1.40025
NDUFB4	0.246
ATP13A4	2.67775
ANTXR2	-0.456166666666667
COL4A3	-0.423166666666667
MYO10	-0.226
SLC6A18	0.188
PEX1	0.526
TMEM74	-1.475
RBM19	-0.443
TAPBP	0.78095
RUNX1	-0.414
MID1	-0.4255
GPR64	0.167333333333333
RASEF	3.69175
GABRG1	-0.490428571428571
MYO16	-0.83
DBF4	-1.00316666666667
TSHZ2	3.15025
RIPK2	0.11525
PPTC7	-0.490833333333333
KIF4B	-0.7755
LRRC31	5.471625
ZNF540	1.43325
EFNB3	-0.455666666666667
LOH12CR1	0.36375
STON2	0.568166666666667
GLP1R	0.87025
CSTF2T	0.042125
IREB2	-0.951
GRSF1	0.3605
PDCD7	-1.17183333333333
LRRC43	1.2955
CNR1	1.0885
IL1F7	-1.3255
C12orf64	-0.305
FAM69B	-0.64275
NR2E1	-2.14883333333333
MS4A6A	3.6171
FTL	0.6387
C7orf36	-0.17025
PCLO	1.3765
DYRK2	2.76241666666667
ARIH2	-0.76175
SAMD7	-0.0755
SCNN1D	-1.4365
SLC32A1	-0.54875
C22orf25	0.549333333333333
MRPS18A	-0.525
GPR112	0.115
EARS2	-1.478
ERN2	0.426
ATPBD3	-0.717666666666667
PRH2	-0.792
CDKN2D	0.391
PGLYRP2	-0.9645
TRIM40	0.345
SEC14L3	-0.0258333333333333
SLC22A1	0.29275
BTN2A3	-0.302
RASA4	0.1875
CCNL2	-0.93775
MYBPC3	0.7495
GJA4	3.41275
CDC42SE1	1.42325
TRPV2	-0.33175
MYPN	-4.4326
SIM1	0.2455
CDADC1	-0.146416666666667
ZFHX4	0.40775
NIBP	0.750333333333333
ADAMTS19	0.994
ABTB2	-0.63625
TSPYL2	-0.295125
EIF2S3	-0.6289
SOX30	0.321333333333333
AP2A1	-0.0685
DKFZP564O0523	0.382166666666667
LOC285398	-0.0145
CDH18	-5.03375
CHL1	2.370125
GATS	0.067
TBC1D2B	0.497666666666667
OR1J1	-0.0755
GSN	2.02866666666667
DPCR1	-0.209875
GARNL4	0.397666666666667
SMARCA5	-0.366
PLEKHG3	1.25666666666667
ZBTB45	0.672
FRMD6	0.0341666666666667
PLS1	-1.111
DGKZ	1.20966666666667
EFNA1	1.146
WDR85	-0.669875
ANK2	0.50875
PAGE4	-1.6645
SENP6	1.02366666666667
AKR7A2	0.1455
FKBP10	-2.62425
VEGFC	-1.22533333333333
LARP1	-0.3475625
SRBD1	0.533
ITGB6	3.38
SLC1A2	-1.22564285714286
INVS	-0.668
MPO	0.81575
MOBKL3	0.6493
CUTL2	0.31
KLK2	-0.0424166666666667
VIM	-0.00625
REG1B	0.449833333333333
PCDHGC4	0.13575
C3orf34	-0.272833333333333
SUMO3	0.666666666666667
CST9L	-1.93275
MLL4	-0.0365
SPR	-0.385833333333333
SAMD9L	2.82175
ABCE1	-0.53
SUPT3H	-1.47516666666667
ACTBL1	0.10475
ADAMTS4	0.6715
SLIT3	3.16125
RHEBL1	-1.314
NPM2	-2.0685
MAN1C1	3.113
KIAA1856	0.785666666666667
HSPA6	1.122
LOC388152	-1.753
C10orf140	-1.09325
ZDHHC12	-0.298
LIN7A	-0.3566
PHC2	0.899916666666667
SPHK1	-0.7545
TRIM26	1.0711875
FAM83E	2.9265
C18orf24	-0.9545
ZNF578	0.420333333333333
ORAI1	-0.407
RUVBL1	-0.477833333333333
C7orf20	-0.7715
APAF1	-1.033
SLC36A4	-0.830833333333333
MYH11	3.83416666666667
NEK1	0.1545
MPP2	-1.761625
C12orf24	-4.188
TNK2	0.307625
ZNF289	0.17675
MATN3	-1.76542857142857
IFNGR2	1.42966666666667
ITPR1	-0.08925
EBF3	3.7759
TBC1D20	0.5277
OR10P1	0.32325
DDAH2	0.747
SHPRH	-0.147625
STX7	0.032
LOC554248	-1.91575
BCAR1	0.689
ATXN3	-0.2315
TRIM27	0.041
CDC42EP2	0.915
CHP	0.299214285714286
SOX17	1.935125
ZNF259	-0.633
CHCHD1	0.047
ZDHHC19	0.112
GBP2	3.8765
GARNL3	1.024
MRC2	0.50475
C1orf52	-0.8805
AOF2	0.129
LRPPRC	0.0978
ACVR1C	2.8215
TM4SF18	2.85916666666667
TMEM169	-0.3845
PPP1R16A	-0.5985
EBF1	1.83283333333333
RRS1	-0.601333333333333
SNX2	-0.08675
OR2T2	0.0895
RBX1	-0.208
ANKRD54	0.547
TSNAX	0.287833333333333
TMEM83	-2.57025
ZBTB7A	0.46625
ATM	-0.708583333333333
LOC338328	2.54683333333333
TIE1	1.6605
HIST1H3G	0.369166666666667
PASD1	-5.01833333333333
TINAG	0.16625
PCDHAC2	0.3745
LRRC15	1.066125
WBSCR17	-0.72775
TFF2	-0.401
PARP2	-0.74225
NDFIP2	-0.5515
PCDHGB2	0.236
WDR60	0.10775
MAP7D2	-0.2845
USP45	-1.4
GSDML	2.5775
TNS1	0.2281
PLCD4	1.7075
IQCD	-0.188833333333333
SMPX	-2.13475
CD9	1.52366666666667
SRGN	1.853625
CASP7	1.515375
INOC1	-0.298833333333333
DKFZp451M2119	-1.58325
VMAC	1.5235
USP53	0.7078
CAMK1G	-0.017375
TMEM106A	1.03
CDC20	-1.3451
ACSL5	0.909333333333333
CBWD5	0.0636249999999999
C1orf87	-1.3715
KIAA1274	0.85775
PRUNE2	-2.298
LYPLA2	1.1475
DOK6	-2.21583333333333
GPR149	-0.2635
FAM30A	4.35175
TMEM129	0.30625
SLC35B3	1.0175
ACPP	1.6415
LOC200261	-0.929
SLC4A7	-0.898
CCDC40	2.87575
GART	-1.238625
THOP1	-0.58225
SCARB1	-1.27
CACNA1F	-0.5545
TRIAP1	-0.881
SYT14L	0.024
SFRS8	-1.13183333333333
PBOV1	-0.0635
GOLSYN	1.566
GJB7	-1.8515
CAMK2N1	2.10533333333333
GREM1	2.30741666666667
FLJ20433	0.62775
QPCT	-2.15075
PRKAG2	1.03366666666667
H2AFX	-0.099125
C6orf154	2.10375
PLOD3	-1.1635
ZBTB39	0.437666666666667
WASF3	2.05641666666667
DRG1	0.30225
PRR4	-0.924
SPCS1	-0.83275
KDELR3	0.735833333333333
SRP19	-0.213666666666667
GABRA6	-0.3135
MFSD1	0.747
MMEL1	3.40425
PDXDC2	0.2101
BUB1	-2.61955555555556
RNF138	-0.126125
MYLPF	-1.04716666666667
AIF1	1.24316666666667
DYNLRB1	0.4657
HCN3	-1.96833333333333
HIST1H2AI	0.12275
MAP4K5	-0.121416666666667
LASP1	3.460625
LOC130951	1.149
PLAA	1.042
KRT6A	-3.405
C6orf117	-3.110625
ARHGAP23	2.618
PTF1A	-0.017
GPHA2	-0.60425
LCE3B	0.78775
MCL1	0.263571428571429
EHBP1	-1.10425
PRNP	-0.905125
ZSCAN1	0.56775
C1orf113	-0.082
FOXA3	-4.085875
NEB	0.95775
ASGR1	-4.55233333333333
CTGF	0.764833333333333
RAB17	1.47633333333333
MST101	0.40825
JARID1B	0.3459
USP37	0.0955
PTBP1	0.072
PTPN7	0.982166666666667
CDC7	-2.18166666666667
SNX7	0.477
ZNF335	0.43225
CPT2	-0.587
HEATR1	-1.439375
HSPC152	-0.44375
C5orf40	-0.00675000000000001
PSME1	0.808
STAG3	-1.61725
TMEM154	2.60616666666667
KLHL32	-0.239
TSGA10IP	-1.4925
SUV420H2	-0.443
SF1	-0.7899
2'-PDE	-0.2690625
PNLIPRP2	-1.806
TRSPAP1	-0.0125833333333333
NUP210	-1.2895
ANP32C	-1.62433333333333
RAB11B	0.543333333333333
ASB15	-0.0325
ITGB3BP	-1.858
UBASH3A	0.99675
YWHAB	0.6245
TPRX1	0.41
LY6G5C	-0.141125
SLC7A2	-1.000375
CLK1	0.3769
HSD3B7	0.1245
VDR	2.8665
C16orf74	-0.09725
ACE	0.56125
PSMA2	-0.121333333333333
CCDC131	-0.67175
ZNF213	1.0635
EML2	-0.94525
ALS2CR13	-0.0913333333333333
GLYATL1	5.08975
DSPP	-0.0145
DHFRL1	-0.72075
C10orf30	0.2365
SH3RF2	-0.1615
LOC197322	-0.0801666666666667
DLL3	-1.056625
TIGD7	-0.292
GFRA3	0.4445
CPA1	0.619833333333333
RTN4	0.767166666666667
PPT2	-2.17333333333333
FASLG	4.50641666666667
FOXP4	1.75975
RPL26	-0.1854
GNL3L	-0.991166666666667
FMR1NB	-0.173166666666667
CD163	7.4265
SGPP2	3.23975
GIMAP2	1.81975
CD37	2.14216666666667
DPT	4.00958333333333
NBLA00301	2.09175
RGS5	1.70525
C9orf4	-0.2425
ACTL8	-4.53833333333333
PRKAR2B	1.378625
OPLAH	1.11933333333333
C20orf134	1.31625
SPACA5	0.20975
TBL1X	-0.0233333333333333
TSPYL3	0.0395
CHCHD3	-0.6705
CRKRS	1.23733333333333
GPR65	5.4915
DFFA	-0.898125
FUT1	0.163
C6orf204	-0.255666666666667
TMEM51	0.4425
ZNF580	-0.39475
CMTM2	0.23825
C20orf200	-0.17
EZH1	-0.463166666666667
FDX1L	-0.5255
MRPL32	-0.32825
PCAF	-0.2015
ALOX15B	4.54166666666667
CD59	0.643708333333333
CDK9	-0.021375
ERP29	-0.773333333333333
TTR	-6.40925
BCMO1	0.19
DDIT4	-0.4342
PTGDS	3.47075
C3orf63	-0.554166666666667
BST2	0.706125
CYP1A2	-0.5735
C5orf25	-0.58425
STX1A	-0.186529411764706
OR2A12	-0.105
SH3BP5L	0.019
SERINC5	0.183375
USP6	-1.4203
MRPL3	0.00383333333333334
POMP	0.389125
INPP4B	-0.498
GMPPB	0.52725
EAPP	0.17875
AHSA1	-0.26775
ABCA11	0.867
SLC5A6	1.59166666666667
HIVEP2	1.066
SUMO2	-0.21075
KIAA1822L	-2.13533333333333
C11orf67	0.53175
TXK	1.32875
PHCA	1.5755625
ICAM4	-2.6085
FPGS	-0.129166666666667
SNRPA1	-1.78525
KCNJ4	-0.90525
KIF6	0.1788
HIST1H2BG	0.125666666666667
SLC5A5	0.416
ZNF354B	0.125166666666667
IL12RB2	2.9575
C11orf76	0.0568333333333333
GAL3ST2	1.3935
AIFM2	-0.4945
SYNC1	-0.010375
UBL3	1.72225
PIK3CG	-0.0773333333333333
NLN	-0.1762
BCORL1	-0.0625
CD5L	-0.20075
ZNF238	1.5
KIAA1394	-0.3525
C16orf55	0.1501
CYP3A7	-2.83925
KRTAP3-1	-2.59
TFDP1	-0.842833333333333
MND1	-2.42625
NODAL	-0.015
GTPBP4	-0.81725
TUBGCP2	0.73875
SLITRK5	-3.53125
CIC	0.4365
CD79A	2.0755
SAMD14	0.370333333333333
TNPO3	0.08
OR10G3	-0.2255
OR10G8	0.198
CCDC111	-0.2765
HOXC9	1.30525
DCUN1D1	0.75625
CYB5R1	1.69925
TSR2	-0.05
DAB2IP	0.5127
SLC6A5	-0.0705
RAB3D	2.32575
DCUN1D4	-1.08133333333333
ERBB3	2.09716666666667
SDC1	2.38308333333333
ATP6V1H	0.3875
SYK	1.816
ST20	-1.14425
C13orf30	0.1115
WDR40A	0.752333333333333
ADMR	0.2635
LOC388335	1.41525
ACSM1	0.099
TDG	-0.936166666666666
FLJ11235	0.5025
MRPS5	-0.713333333333333
AGPAT2	1.28916666666667
SLC12A1	1.482375
CYP27A1	0.27275
THAP7	-0.12775
XPO1	-0.706
ALMS1L	0.3455
C1orf2	-0.294
ZNF777	0.074
CAMK2A	0.199
SMC1B	0.820125
IHPK2	-0.279933333333333
LEMD1	-4.382
NKD2	-0.0259
CLU	0.722857142857143
ARMETL1	-0.536
PABPC4	0.078
CXCL12	2.489
TFAP2C	2.5664
TTTY8	-0.2295
ABCB10	-0.8189
ENDOD1	0.881166666666667
IDI1	-0.291
KCTD6	0.1725
CCDC105	-0.5255
ULBP2	-1.81116666666667
ZDHHC5	0.764
WNT8A	-0.54425
COMMD10	0.29
KLHL12	-0.36075
GPR50	0.2935
NR5A2	0.54875
OXGR1	0.242
EHD3	0.05125
CAPRIN2	-0.814875
KLRC3	-1.41525
SF3B1	-0.0644285714285714
IPO7	-0.78525
ALDH1A1	0.709666666666667
ANKRD5	0.870375
TSNARE1	-0.104
DDEFL1	2.0665
RNASEL	1.07466666666667
DNAH9	-0.46825
HELLS	-2.00225
TNS4	-1.549
NAV1	-0.0323
KIAA1409	-0.39075
C20orf26	2.64366666666667
TUBG1	-1.08
IRX2	2.31975
CNGA4	-0.228
MGC50559	0.681833333333333
OR4K17	0.131166666666667
TM2D2	0.27725
FAM32A	0.64725
TXNDC14	-0.417
CCBL1	-1.5915
ANK1	-2.5619
PRSS23	-1.347375
PPM1L	1.2695
SPATA20	-1.23475
APCS	0.17375
C14orf122	-0.437
PSMB5	-0.179125
C6orf10	0.277333333333333
SETDB2	-0.303833333333333
SPNS3	-0.69725
SGMS2	1.8205
MXD3	-0.2605
MON2	1.6193
CARTPT	0.4125
HNF4A	-1.38866666666667
RABEP1	0.5278
TNFRSF10B	-1.63625
USH1G	0.0695
PPAP2B	-0.209333333333333
TMEM16K	0.621
CTDSP1	1.03883333333333
CDK5R1	0.605
GABRR1	-0.00749999999999999
OPN1LW	-0.1715
FAM98C	0.32675
DBN1	0.594125
ACAD10	-0.652333333333333
QTRTD1	-0.4425
WNK3	-0.0806666666666667
RPS19	-0.93125
C1QB	3.558625
OTUD5	-0.1295
SLC41A2	1.37716666666667
TMEM22	-1.67733333333333
KHSRP	-0.80925
TNFRSF11A	-0.7765
FBL	-0.823166666666667
IBTK	0.053
OXER1	-0.175
CBLN4	0.425
GPR172B	0.5045
CFTR	-0.40975
VSX1	1.403
CAMK1D	0.57375
LOXL3	-1.7105
RTP4	1.0545
SLFNL1	0.38825
KIAA0828	0.25525
PAR5	1.16
LOC723972	-1.3
GDI2	0.612
CEBPA	1.6489
MLF2	0.299166666666667
AFMID	0.54475
ALOX12B	-0.60975
BPHL	0.095125
COX5B	-0.0985
S100A10	-0.3731
THOC6	0.17275
NHN1	0.199
RRP12	-0.167833333333333
ARID3B	-1.94775
CD3G	-0.594833333333333
KIAA0133	-0.4715
NAT11	-0.791333333333333
PPAT	-0.917166666666667
SIRT3	-0.7094
TCERG1L	-2.32375
NIPA1	-0.4897
DPP8	-0.4632
IL7R	1.34483333333333
ZFP64	0.715166666666667
DMAP1	0.055
TRMT12	0.0695
TLR4	2.3811
WFIKKN2	-0.2065
RAB12	-1.13616666666667
DDX51	-1.51566666666667
KIAA1086	-2.96625
ZNF295	-0.0126666666666667
ACVR2B	-2.34264285714286
LOC494150	-1.36925
ZNF517	-0.3455
DNASE1L2	-0.600166666666667
SUFU	1.29216666666667
LOC283677	0.599
LMO3	1.32833333333333
PPP2R5D	-0.0283333333333333
ZNF587	0.0314
HIST4H4	-0.01075
CYP2C8	0.12925
C1orf80	0.148166666666667
DOCK5	-0.977666666666667
C9orf24	-0.23725
OR5AR1	0.1345
C11orf24	-0.257
UNQ1940	-0.73225
CAP2	0.472166666666667
TIMM44	-0.7995
DSEL	-1.7201
ROM1	0.18075
FBXO4	0.077
MYLC2PL	-2.23425
MLH3	0.5158
NOX1	0.3325
DPEP2	2.67825
DNAJB5	0.29275
RLTPR	0.2955
MBIP	-0.244666666666667
COPB1	0.744833333333333
SFTPA1B	0.1755
C10orf4	0.4569
PRELID1	-0.3115
NOLA1	-0.4645
C19orf24	-0.67225
TLR9	-0.5195
HLA-DMA	3.85358333333333
HCRP1	-0.569
GPR137	0.257
ITGA11	-0.204833333333333
PHF13	0.6075
MARK4	0.7845
METTL4	-0.815
MBD3	-0.5807
LOC134145	0.769375
FGF3	-0.16575
SLC35A3	1.85625
CLEC16A	0.41825
AMOTL1	-0.181916666666667
FLJ31438	-1.4145
PAICS	-1.7895
TOMM40L	0.177
MMD	-0.49675
KLK10	-1.9352
NIT2	0.512666666666667
SERPINB10	0.68025
KLF15	0.2039
CCDC5	-0.89175
WSB2	0.629625
ME3	0.43325
CACYBP	-1.02658333333333
TCTN2	0.0835
JAK1	1.264375
C2orf25	-0.064
GPD2	1.4065
FBXL11	0.673
CDV3	-0.494416666666667
GALNT11	0.771625
NDUFA12L	-1.5723
FLOT1	-0.148428571428571
TOR1AIP2	0.226
MMP25	2.86625
C1orf164	-0.4056
CHST5	-0.08675
LYRM4	-0.62555
GPER	-1.97525
HIPK2	0.7395
DAP	1.2151
ZMIZ1	0.935666666666667
DDX58	2.155125
DCC1	-1.876
AKT1	1.434
ENPP6	0.519
ERVWE1	-0.756666666666667
CDC34	0.3825
RNF125	-0.53225
CASC1	3.049
SHROOM2	0.79775
RRM2B	-0.0516666666666667
COL6A3	2.23625
TMEFF1	-0.774
PLEKHA4	-0.5191
LYSMD1	0.260666666666667
SEPT1	0.696333333333333
AOF1	0.23
GNPAT	-0.32675
WDR18	-0.557
HSD17B12	-0.508333333333333
HIST1H2BM	0.2075
INDOL1	1.80183333333333
SUDS3	-0.5135
C1orf192	0.886
CYP2B6	-0.799
TBC1D2	2.01633333333333
SLC25A12	0.02875
ERCC6L	-0.7695
MGC10814	-1.19416666666667
POLR2C	-0.470666666666667
ZNF77	0.259333333333333
EIF3K	0.1237
HPX	3.95675
ANKRD27	-0.169875
MALAT1	-0.943875
PLB1	1.0715
HRNBP3	-1.31525
CPSF4	-0.8595
OR52N2	0.266
PIP5KL1	-0.36825
GH1	0.03275
HPS5	0.09525
SLFN5	1.55375
POP5	-0.871833333333333
OVOS2	-3.84883333333333
C20orf108	1.729125
MARS	-0.02025
CLRN3	0.596333333333333
ARSE	-2.41616666666667
PPIE	-0.365333333333333
PHACS	-0.1015
GP5	-0.3605
IL8RB	1.54533333333333
FCRLA	0.622
ARRDC1	1.0282
KRTAP9-4	0.24725
ZNF613	1.961
OR11A1	0.142
TMEM132B	-2.834625
PGLS	-0.34325
BSND	-3.147
KCNK18	0.234
FOXD4	0.489
SV2C	1.29475
LCN2	-1.73216666666667
ZNF490	1.2241
C3orf15	1.7201
CACNA2D4	-1.64483333333333
CBX5	-1.289
MAGEB4	-0.0495
BOLA1	-0.492
PPP2R5E	0.1765
COL5A1	2.08425
ASB7	-0.299
SFT2D1	-0.19675
DERL1	-0.0583
RABL2A	1.8495
MOAP1	0.54175
KIAA1545	0.372166666666667
F3	0.06825
PLEKHM2	0.03775
CCDC89	1.72233333333333
EFCAB1	0.534625
TMEM48	-2.0005
SEPHS2	1.35225
PYGM	0.30475
PRICKLE1	2.55675
WNT5B	-0.77525
TAS2R38	0.169
IMP5	0.20275
KHDRBS1	-0.0586
LARS2	-1.06866666666667
C3orf28	-0.819
FTCD	-3.13725
C10orf68	-0.667
DGAT2L3	0.25
PSEN1	1.18825
MGC33657	0.7525
PLA2G4B	-0.276833333333333
CDKN2A	-0.666666666666667
DLX1	-2.57425
TSHB	-0.109
C18orf37	0.10675
MEX3C	0.42025
MAMDC2	-0.66625
PDIA4	0.422666666666667
ATP5E	-0.76725
CASP2	0.124428571428571
SERBP1	-0.196961538461538
ZNF341	1.41516666666667
TESC	-2.63825
TMEM31	0.188
OR51I2	0.6885
YTHDC1	0.704142857142857
JUN	1.12483333333333
AGMAT	-2.84116666666667
PCNXL2	-0.19725
ATAD5	-2.250625
STK38	0.528625
AZI1	0.32225
RBP1	2.4945
C4orf26	-0.67625
KIAA1026	1.050875
TMEM101	-1.8465
HSFX1	0.164
TREX1	0.775
C18orf10	0.0536
TRIM15	-3.94675
CA6	-0.11175
CEP57	-1.10125
AR	3.30616666666667
SESN2	-1.00333333333333
KIF3C	1.178875
EPB41L5	0.563125
ARHGEF10	-1.27836363636364
POLR3D	-0.988375
INDO	2.38866666666667
GABRA3	0.295
SCG5	-1.9843
E2F3	-0.4897
TIGD5	0.02675
FGD6	0.72125
KLHL3	0.079375
SCGB3A2	-1.9755
URP2	1.3565
ATP6V1B1	-0.2076
CALML6	-0.785
LOC100049076	0.0705
TMF1	-0.2655
LOC388503	-0.21975
CDH5	3.19725
RPS6KC1	0.1115
DAAM1	1.5307
TNFRSF10D	-1.20175
GSTT1	-1.4929
INPP5A	1.396
TRAF3IP1	1.1848
SMARCE1	-0.0485
VRK1	-1.30925
TTC16	1.01
AARS	-0.687166666666667
ARHGAP27	0.639333333333333
ZAK	0.337214285714286
ACSM2B	-2.9525
TRAP1	-1.1585
MRPL53	0.109375
RNF44	-0.2115
NPTXR	1.615
DPYSL3	0.812666666666667
APP	0.925
GLS2	-2.389
MNX1	1.438
CMTM7	-0.383
OR10A7	-0.447
NYD-SP21	2.465
ORC5L	-0.47825
SLC16A10	-0.45975
TMEM178	0.7435
LOC441601	-4.8065
PTGIS	3.217
KBTBD7	0.50125
C19orf41	-0.453
CEACAM3	1.20791666666667
KRT23	1.00825
SERHL	2.3415
PNKD	1.1266875
UBC	0.619
ATRN	0.041
HAPLN1	-1.46325
RANGAP1	0.16425
C10orf26	1.72983333333333
KCNA7	-0.53475
SRY	0.1105
LOC376693	-0.7955
HIST1H2BF	0.37875
CDCA8	-1.1335
MLC1	-1.68775
TNIP3	1.82125
OR4D1	0.2575
IFT52	3.484
GOLT1A	-1.01416666666667
UTP20	-1.661
RP3-402G11.5	-0.00449999999999999
PRSS33	-2.27625
PMPCA	-0.7295
APOB48R	2.22133333333333
GLTP	0.2335
MPL	0.67375
C9orf78	0.1265
ADAM12	1.617375
CSPG4	-2.3545
LOC144305	-0.2905
KRTAP4-10	-0.4148
PAK1	0.5285
ADCY7	0.1853
TAS2R43	-0.1755
FRAS1	-2.72364285714286
PPP1R14A	-0.610166666666667
OR2B6	-0.30075
ATP13A1	-0.0606666666666667
SIDT1	2.5845
C1RL	-0.146333333333333
PRKRA	0.4375
TLN1	0.4259
RP11-50D16.3	0.165833333333333
MITF	-1.59758333333333
GYS1	-0.63675
LYG1	-0.471666666666667
NSMCE4A	-0.3912
DNAI1	1.3225
HOXD11	-1.8635
FNBP1L	1.8659
DHX35	0.11025
LCE3E	-0.0115
SLC33A1	0.761
DCLK3	0.137166666666667
TRIM33	-1.29416666666667
TMCC3	2.114
FBXO42	0.447833333333333
C1orf27	-0.2887
C17orf50	0.632
RNF14	0.646
SLC4A8	0.944
RAB3IP	2.3037
COX6C	-1.0155
PCSK1	-3.4864
SLC13A1	-0.163375
ARF6	0.887
KIAA1009	-0.28275
HOXA13	-3.3765
HMGN1	-0.22925
CXADR	1.23616666666667
MGC14436	-0.177
UTF1	0.098
TSC22D1	-0.0329
BZRAP1	0.264
PUF60	-0.27025
SHC1	-0.407625
HOOK3	0.9188
LIMS2	1.20783333333333
BAHCC1	-0.8185
CLCC1	-0.2285
ENTPD3	3.86483333333333
SMO	0.4945
PIK3R5	1.688
CDC14A	0.50975
KRT1	2.59
ENOX2	0.117666666666667
FLJ22655	1.6875
FPRL1	0.998
INTS6	-0.0242
ZCCHC5	1.4275
SMC3	-0.687
C6orf123	1.01966666666667
FLJ20160	2.4075
LOC653391	-0.535166666666667
GSS	0.4095
NT5M	-1.41075
SIX5	0.66275
TAF5	-0.9475
KCNA1	-0.729833333333333
ANLN	-2.33666666666667
MGC45491	-1.4493
SSTR2	2.991
LYPD4	1.88875
TH1L	1.62525
CHRNA5	-2.431
PNMA6A	-0.386
FLJ16369	-0.2205
DLX2	-2.5547
C6orf108	-1.49008333333333
ALDH3A2	1.42133333333333
CLEC1B	1.08683333333333
LEPREL2	-1.4275
FOXJ1	-0.5082
OR1D4	0.1805
PPIL4	-0.19625
MTRR	-0.3455
SLC27A3	0.944333333333333
HTR7	-1.438
MIB2	-0.061625
BHMT	-1.5165
A2ML1	0.111
MSMB	1.562375
KIAA1383	0.94225
TRUB2	-0.581
PF4	0.602833333333333
IL1F5	0.242833333333333
LRRC37B2	-0.01025
IPO4	-0.95375
FIGF	2.88275
QDPR	1.5185
ZNF598	-0.1755
BOP1	-1.5695
MAPK12	-1.11583333333333
POLR1E	-1.143125
CEECAM1	-0.170333333333333
INSRR	-0.151
SIPA1	0.76625
ULK4	0.450666666666667
BTN3A1	2.0047
FABP5	-0.7806
KBTBD3	1.31683333333333
SORT1	-0.224
YWHAQ	1.059
LRIT1	-0.231
KIAA1704	-0.8368
MEIS2	-1.9105
ENOSF1	-1.3945
PCDH7	-0.0682857142857143
FZD9	-2.08133333333333
RPLP1	-1.21283333333333
ZNF75A	0.29225
P4HA3	2.840375
NKX6-1	0.34625
CTA-216E10.6	-0.427
IFT140	0.3775
DENND1A	0.379416666666667
ALCAM	1.6891
ABHD2	-0.614545454545455
QPRT	-0.344833333333333
TRAM1	0.477785714285714
ATP1B4	0.301625
NUP37	-2.08325
SAA3P	-0.1545
SLC22A6	0.15575
KIAA0265	-0.241875
ZNF41	-0.01525
ADAM19	0.7868
ERAF	-0.96825
DEFB119	0.221181818181818
DNMT3B	-3.50033333333333
SNF1LK2	0.7085
MGC24039	-1.44325
TAS2R48	-0.4895
PNLDC1	0.59275
ADAMTS16	0.204625
TMEM92	-1.00066666666667
CCT8	-0.682166666666667
POGZ	-0.456666666666667
N-PAC	0.71325
GUCA1B	-0.360666666666667
ZZEF1	-0.183833333333333
OR2C3	-0.09475
ZNF334	0.0268333333333333
RANBP6	0.6525
LDHB	-2.65541666666667
BAMBI	2.630875
RAB5B	1.71175
FOXB1	0.2295
MRPS12	-0.3075
MRGPRF	0.53575
CRIPT	-0.6715
CYP2D7P1	-0.6785
RYR1	0.547875
NDUFA2	0.175125
TRIP12	0.893
KCNE3	2.80566666666667
MOBKL2B	-0.6038
MIOX	-0.052
ACOT7	-0.31
FGF6	0.414
RASSF5	1.0358
ATAD3B	-1.127
IKZF3	1.6325
H3F3B	0.302857142857143
C6orf91	1.0455
SEC11C	0.78525
TMEM14C	-0.5025
KIAA1632	0.10375
SLC38A4	-0.0625
FGFR3	-0.259416666666667
HES7	0.46775
HINT3	-0.4645
ARIH1	-0.5545
FLJ35880	1.04375
C1orf129	0.0235
POU6F1	-0.08075
RPL32	-1.110125
BBS1	1.02033333333333
RGPD5	0.0005
SULT1C2	0.0805
KDELC1	-1.56075
PIP5K3	-0.330333333333333
CHI3L1	1.7298
CSDA	-0.806083333333333
VTCN1	1.0585
WDR62	-1.74375
TMEM170	-0.717
