Hybridization REF	TCGA-AN-A0XV-01A-11R-A109-07
APOBEC3F	-1.55975
tcag7.1017	-0.58925
C1orf32	0.3415
SCGB1D2	6.80675
FLJ43987	-0.05
C6orf170	0.34625
KLK9	0.201
GPD1L	-0.367625
VPS37B	0.52225
ATG3	-0.255333333333333
ADAMTS17	0.7455
KLHDC2	0.842333333333333
NDUFV2	0.19425
BLK	-1.30925
MATN4	-1.113
GPM6A	0.442
GBP4	2.88083333333333
TMEM162	0.421833333333333
PKP2	0.477
HRASLS	1.60533333333333
MMP1	-3.82475
SFXN3	-0.0619
FSD1	-1.4925
ST6GALNAC3	-0.993333333333333
CA12	3.4806
NCOA6	0.03075
C19orf58	-0.3274
PPP4R1	0.507166666666667
MAN1A2	0.524833333333333
IKBKAP	-1.17475
UPF1	0.2965
KIAA1219	0.52325
WNT16	-0.202666666666667
SNW1	-0.242625
IL18RAP	2.23775
RPP30	-0.38025
CDC40	0.176285714285714
SETD3	0.572833333333333
SLAMF6	0.44225
ELK4	-0.197
TRIM47	0.641
ACOX3	1.23225
TRIM6	0.86725
KIAA0372	-0.522333333333333
TP53AP1	0.612625
SMURF2	-0.927
ADAD1	0.61475
EBP	-1.1904
KRTAP13-2	-0.0195
FLJ36874	-0.310666666666667
TOR1A	-0.0426666666666667
P2RY4	0.6235
GPBP1	-0.2295
TRPV1	0.714625
ADAMTS12	0.388333333333333
PES1	-0.2146
ATG4A	0.5415
MAGEA10	-4.1415
WFS1	2.28225
CC2D1B	-0.2175
PABPN1	-0.160375
SLC25A30	-0.23425
SLCO1C1	0.127333333333333
SLC22A5	0.945
KIF23	-2.0875
SYN2	-0.0275
ASPN	8.18266666666667
CENTG2	0.759
QSOX2	-1.7122
FLJ10815	0.566333333333333
STK24	-0.411375
SPEG	-0.4562
STK10	0.2475
DACT2	-1.557
AAAS	-0.3115
SSX3	-0.864
ABCD3	1.7155
C4orf12	0.47725
PARVG	0.410666666666667
FIG4	1.50875
C9orf46	0.37875
TMCO6	-0.05
IGHMBP2	-0.601
DUS2L	0.164166666666667
FAM3C	0.1308125
TMEM16D	-1.3225
DCTN4	1.019
KCNH3	-0.367
EIF2AK2	-0.06025
AP1S3	-0.3635
CST4	0.568
PAM	0.2883125
NUTF2	-0.282
CITED2	0.4011
SLC39A4	-0.772
C2orf52	-0.198
GRM3	0.28425
C12orf49	0.64975
CCDC49	-0.1036
GRAMD1B	-0.859875
FNDC4	0.052
SIAH2	1.211
GDPD4	-0.02375
C21orf87	0.580625
ATP5A1	0.398333333333333
C16orf63	-0.856375
LOC388135	0.371166666666667
ATP5J2	-0.49025
MMP3	-0.4475
EMID2	-0.24975
CRHR1	0.1645
WDR70	-0.473
C13orf31	0.82475
ZFAND1	1.69025
CCL18	3.57233333333333
C3orf49	-0.598
RINT1	-0.7215
KIAA0408	-1.41633333333333
F13A1	4.7238
SLC10A1	0.0841666666666667
OGN	3.42525
GIPC2	-0.366
XPO6	-1.12966666666667
LCE1A	0.676
FMR1	0.1376
LOC374920	-0.404
DUSP3	0.267375
ANKMY1	0.3815
C7orf50	-0.44675
BBS9	0.494
UNC119B	-0.35075
C9orf72	-0.079375
MGC35440	-0.41125
ENTPD6	0.141875
PPP1R2P9	-0.09275
ERCC4	0.1155
FAHD2B	0.478
HMHA1	-0.053
HACL1	-0.36
RAD23A	-0.595333333333333
FAM83B	-0.55425
PPP5C	-0.587
RNASEH2C	0.171875
C9orf153	-0.661
SCAMP4	0.67475
GHITM	0.3118
NDUFB7	0.206875
ADCYAP1	0.531333333333333
SP110	1.75466666666667
MAP3K7IP2	0.338
DHH	0.0785
AGRN	-0.1765
WDR33	0.226333333333333
CEP290	-0.834
PRPS1L1	-2.17816666666667
KLRA1	-0.0875
GPR97	0.3955
CHD7	-0.709083333333333
TLR10	0.6835
SLC30A8	-0.129
HIC1	1.53366666666667
IAPP	0.24
RXFP4	-0.1335
GP1BB	0.56375
SHQ1	0.44
NKX2-3	0.42
API5	0.11
FTHP1	0.3525
MOV10L1	1.04733333333333
TRIM6-TRIM34	1.37833333333333
ADHFE1	2.24925
FAM117A	-0.1325
DDI1	0.321666666666667
CDON	0.448666666666667
TRIM73	-0.188
IGKC	4.184
MMP14	-0.0635
DYNC1LI1	-0.102375
C11orf66	0.3555
TRBV3-1	-0.50875
FASTKD5	0.21475
BIVM	-0.67525
LHX4	0.04625
CXCL2	-0.3836
RAB2B	0.0676666666666667
IZUMO1	-0.29225
MAP3K15	-1.321625
FAM19A2	0.414166666666667
ZC3H8	0.288
ZMAT1	2.476
SPINK5L3	-1.22875
SLC10A6	0.0635
APPL2	0.137625
CARD10	0.410666666666667
LOC402176	-1.285375
EEF1D	-0.0433
RAB6A	0.7461
C12orf5	-0.565625
PAPOLG	0.33925
MSRB2	0.77625
BCR	0.610666666666667
PUS3	-0.5225
TIAM2	0.40375
ZNF317	0.255833333333333
CHD2	0.417928571428571
FZD5	-0.842409090909091
NUDT8	-0.977
ZNF763	0.378
PRC1	-1.378
ABCB9	0.0466666666666667
SPATA3	0.57575
TRAK2	0.60525
STAB1	2.298125
LRRTM2	0.3885
psiTPTE22	0.72575
DBI	1.2995
SERPINA11	0.22125
NAT5	0.08175
C20orf58	-1.68375
RPS6KA4	0.211333333333333
FLJ90650	-0.0265
TGFBRAP1	0.334
CHRDL2	-0.544
FAHD2A	0.1835
CNTN1	0.2615
BBS4	0.2043
TMEM181	-0.433
MINPP1	0.07825
MPHOSPH6	0.538166666666667
HOXC10	0.3502
ITPKB	0.216125
CLPTM1L	-0.086625
MEOX2	1.81966666666667
ATP6V0C	0.798375
PRPF8	-0.0845
TMC5	2.91975
FKBP3	-0.47475
PLEKHB2	-0.097625
OR4D6	0.0325
ZNF544	-0.554
D2HGDH	0.550125
RPL18A	-0.3779
HEL308	0.057875
MPP6	-2.60275
TCERG1	-1.368
KRT16	-1.1985
KLF17	-0.37775
KLF5	-1.326
CDR1	1.728
VCX3A	-3.935
FBLN2	2.235375
C14orf104	0.07875
HBE1	-4.4972
OR4S2	0.5965
C1orf108	-0.680166666666667
ROBO4	3.37616666666667
CPEB4	1.0865
C11orf80	0.022
BCKDHA	0.918166666666667
MYOC	2.6755
GIF	-0.034
CKMT1A	1.497
RPL3	0.9434
THBS1	1.858875
APOO	-0.83675
ARMCX1	2.4735
HSZFP36	1.3395
SNAPC5	-0.4885
EIF4ENIF1	0.80275
ZNF433	0.67275
TNFRSF21	-0.931625
TMPRSS7	-0.0875
SPATA18	1.9746
HPDL	-3.2385
MKL2	1.2769
TBX3	0.797230769230769
C21orf93	0.309333333333333
DAXX	-0.06975
ELMO1	0.406125
RGS13	1.98216666666667
TAF11	-1.23
UNC13A	-1.97825
LOC653314	0.1969
ORC3L	-0.15975
IMAA	-2.933
TARBP2	-0.45175
CABIN1	-0.4235
TRIOBP	0.4170625
HIST1H2AC	1.206625
RGS22	2.61283333333333
NCOA1	1.58116666666667
IL25	1.149
SNCG	0.3485
GPR6	-0.0415
AMDHD1	-1.105
CHEK2	-1.15525
C6orf142	0.07175
DRD4	0.54475
C14orf68	-0.53475
GDF11	-1.99975
SEMG2	0.68
CD247	-0.39825
CDAN1	-0.0565
RBMX2	-0.121333333333333
TGS1	-0.4395
OIT3	-0.6435
SYF2	0.1215
MCM4	-2.052
PKHD1L1	0.947625
CEP192	-0.809
IFT88	0.707
RPL9	-0.166785714285714
RAB32	0.144125
DDX43	-1.8615
P2RX2	0.127666666666667
OR5D18	0.737
UBE1	-0.472
SLC24A1	0.262875
ARHGAP5	0.15025
CETP	-0.10325
KIAA1731	-0.423833333333333
SLC9A4	0.429
PTPN6	0.9235
BAHD1	-0.3505
GRIK3	0.2945
CACNB2	-0.2949
PDE10A	-0.52225
DGCR14	0.02275
PCDHB9	0.059
RHOQ	-0.427833333333333
MAP3K4	0.0865
KTI12	-0.841666666666667
RPL23AP13	-0.719
GNG11	0.1995
CLCN3	0.461666666666667
GPAM	-0.59325
VSTM2A	-0.6175
SLAMF7	2.63983333333333
INTS2	-1.61175
PPP2CA	-0.0988
LRP12	0.0958666666666667
SEC14L2	1.50144444444444
DKFZP586H2123	3.623
MC3R	-0.425
CIRH1A	-1.0395
HIST1H2AB	1.1025
POLH	-0.392875
MGC16703	-1.4855
SNAPC2	0.0965
FILIP1L	2.0055
RASGRP4	0.2365
LRRC1	1.36325
GAS1	1.8045
PRAC	-0.44625
DGKA	-0.448166666666667
NT5C3	0.19725
PEG3	-3.20183333333333
NADK	-0.6765
PRR17	-0.38725
LOC374569	-0.13975
SGSH	0.798333333333333
NLRP8	0.0795
GALT	0.1487
MCF2	-0.4495
ZNF263	0.1285
TACSTD1	1.24833333333333
TYR	-5.9435
ATP6AP2	0.25825
RNUXA	-0.4225
ABHD10	-0.0446
GDPD2	-0.5505
SLC35C1	-0.30675
UBE2A	0.073625
HERC5	-0.838166666666667
FAM112B	-4.64483333333333
FBXL16	1.976
DKFZP434A0131	-0.51775
ELA3A	-1.518
RBM41	-1.303125
HAO2	-0.03925
RNH1	0.404125
SHANK2	0.483333333333333
OSBP2	-0.989
DAK	-0.008
C3orf58	0.0288333333333334
TCL1B	-0.4165
KBTBD2	-0.00125
SUGT1L1	0.214
UBE2E2	0.287
MYL9	1.882
CDC23	-0.6445
PBXIP1	1.2981
CXorf40B	0.8825
NBL1	1.67625
RTBDN	0.297
RAB11FIP5	0.5305
TTTY13	-0.00700000000000001
SCOTIN	-0.00733333333333333
SOHLH1	0.06
CDKN1A	0.226642857142857
NCK1	-0.1235
ZNF550	-0.324
SAPS3	0.271583333333333
SPIN3	1.167
MAGEE2	0.35325
MIS12	-0.409
OR8H2	0.203
KIAA0774	-0.294333333333333
UNC5D	-0.814
CUL7	-0.348
LIPC	-2.19683333333333
DIO1	4.404
C20orf11	-0.1009
CTRL	-0.48625
HS3ST2	2.5125
PAK4	0.650666666666667
CCRL1	2.73625
RNF10	0.41825
ZNF567	-0.02525
ZNF660	-0.7375
TCEAL3	1.25
MAGOH	-0.558
CENPB	-0.200166666666667
C19orf7	0.447125
LOC388965	0.063
ZCCHC13	-0.1265
JMJD1A	-0.485
HIST1H4H	0.8985
TBRG1	0.2327
GPC3	-3.2195
TAF1C	-0.46125
EBNA1BP2	-0.782833333333333
CIAPIN1	-0.0205
PDGFRA	-0.393111111111111
CSTB	-0.003875
CENPI	-1.7475
GTF2E2	-0.512833333333333
RPP21	-0.24225
CCNF	-1.22333333333333
KCNQ3	0.657
FAM79A	1.58375
SLC22A12	0.322
NOVA1	1.43733333333333
FZD3	-0.3046
AKAP8	-0.238
SOCS5	0.0755
CFDP1	-0.98825
DLG5	0.51575
PGM5	1.11608333333333
C1orf144	0.12975
HDAC10	-1.04
RND2	-0.617
C20orf199	-0.88375
RNMT	-0.77625
SLURP1	0.657125
ASTN1	0.32375
SH3BGR	1.399
MYCL1	0.195375
ZHX1	0.273666666666667
CENPK	-3.0725
FOSB	2.2132
LOC643406	0.659125
C2orf59	-0.749125
TMEM135	0.441375
SLC27A2	-1.97125
KRT33A	2.518
OVOL1	1.110375
PAMCI	-1.644
S100A7	-0.4835
ZNF789	-1.011
HARS2	0.113
RPL23A	-0.4465
TCF23	0.6305
UPF3B	-1.554875
C17orf78	0.9595
HLA-DOB	1.26316666666667
C14orf142	0.373
TEKT5	0.684
DMWD	0.19
POLD1	-1.676
GSCL	-0.0925
CALD1	0.5061
SCRT1	0.354833333333333
AIG1	1.9095
UNC84B	0.15825
ZNF404	-0.67925
TMED6	-2.104
KIAA1462	0.6395
LRRC27	1.512
PYGO1	-0.655
PIGU	-0.438166666666667
ALAS2	-3.66766666666667
WRNIP1	0.4995
CNNM3	0.553
ZNF2	0.6435
ST3GAL5	-0.63275
MRPL23	0.00125
TSSK6	0.096
PSMA6	-0.7105
C16orf70	0.4695
KIAA1602	0.01175
ALMS1	0.112833333333333
DCN	3.343375
TMEM132D	-0.31675
SUCLG2	0.939
ABHD14A	0.97
DEXI	0.146666666666667
AMPD2	-1.025
IFNAR2	-0.463
CYB5A	3.0641
TLOC1	0.26305
NXF5	-0.2295
NRBF2	0.03925
KCTD3	1.358
ITGAE	-1.171
SLC30A3	-1.7695
ZRF1	-1.4315
IFRD2	-0.698
XAB1	-0.284
PYCR2	-0.3175
SERPINB3	-2.61
TMLHE	0.2478
GEFT	-0.92675
ABCA5	0.349625
EMR4	0.379166666666667
TSFM	0.16275
HIST3H2BB	0.31925
ARHGEF19	0.4545
TSPAN17	0.027
ABCC8	3.25225
MAP1S	-0.0343333333333333
C22orf36	1.2415
BNC2	0.0907857142857143
HIST1H4A	-0.17325
NDUFS3	-0.389
WDR3	-0.686
XKR4	-0.14625
TTC33	-0.310928571428571
STMN2	3.47825
CPN2	-0.372166666666667
HSPC105	0.211375
PCOLCE2	-3.0085
C3orf55	0.662
KLHDC9	1.634
TBC1D23	0.457625
ATXN2L	-1.24066666666667
MAP2K3	0.257416666666667
SCAP	-0.13925
ZNF486	0.209333333333333
C20orf96	0.365
NARS	0.29725
ADAMTSL1	-0.468571428571429
PRCC	0.326166666666667
CCDC126	2.02691666666667
ZNF675	-0.1015
CALCOCO1	1.04875
ANKRD43	-0.1335
CWF19L2	0.509333333333333
ZBTB32	1.32966666666667
BRAF	0.32075
ODF4	0.11925
MGC14376	0.805166666666667
HORMAD1	-1.498
AAK1	-0.23375
PEBP1	0.878333333333333
TNFSF5IP1	0.449333333333333
DKFZp564N2472	0.375
RMND1	1.125
IGKV1-5	3.91225
COL1A2	2.7975
SERPINA5	-1.925875
AANAT	0.1055
C19orf21	-1.06533333333333
GEMIN5	-0.561
UBR4	0.230833333333333
LTBP3	1.08966666666667
AMHR2	-1.70483333333333
PROCR	-1.129
MYBBP1A	-0.5025
C20orf39	1.756
ZNF697	-0.6485
PASK	-0.584
ZNF776	0.715666666666667
RFXDC2	-0.45
KIAA0467	0.54025
C10orf96	0.1785
ZNF503	-0.90525
GULP1	-0.992416666666667
KCNE4	2.90233333333333
DKFZp434K191	-0.17575
LOC196913	0.3185
BHLHB4	0.452
CH25H	1.3805
LOC81691	-0.498666666666667
ALPL	0.212714285714286
COL12A1	2.671875
FOLR3	-2.05466666666667
GPR123	0.203
TRIM62	0.333785714285714
ABLIM1	1.23316666666667
MAST3	-0.5825
RHBDD1	0.641
LOC338809	0.8085
RYBP	0.17225
TTC26	-0.001625
ZNF22	-0.230166666666667
ISCA2	-0.08525
RDM1	-1.61475
PIGM	0.5145
GNB3	-0.8735
ACTR2	-0.0666
HMGB1	-0.6386
EDG1	3.94483333333333
SOAT2	-3.24925
OR10AD1	0.063
RAP1GDS1	0.2755
LCE1F	0.00549999999999999
ESM1	-1.529625
RCN3	2.134
CREBL1	-0.48875
DBNL	-0.3235
PTGER3	1.797875
USP30	0.170333333333333
BCL2L12	-0.281
KIF26B	1.3015
ZNF416	0.2545
ZNF225	0.1445
C17orf70	0.15225
ZNF554	0.3305
RAE1	-0.665333333333333
TNIK	0.454833333333333
ACTN3	0.1225
MGC45922	0.452
CCNA1	-0.378333333333333
RYK	0.331666666666667
IL26	-0.019
LRP3	0.529166666666667
QARS	0.08275
SOX7	0.977428571428572
BID	-1.045
OR2S2	-0.225
CXCL14	4.2445
C11orf47	-0.23
MGC29891	-0.290333333333333
HSPB8	2.4237
PRDM14	-0.9475
NUFIP2	0.15225
MNAT1	-0.439375
ZDHHC2	0.402166666666667
MBNL2	0.15275
ADD3	-0.4905
CSNK2A1P	-0.3675
KLK6	-1.37733333333333
TMEM111	0.2836
KIAA1279	1.13075
NUBP2	-0.0841666666666667
RAB42	-1.535
ID3	-0.094
TM9SF1	0.77375
MDP-1	0.03275
POU4F2	0.00299999999999999
IQCK	1.29975
C16orf14	-0.31225
CAPN3	-1.113625
FAM43B	-0.0763750000000001
RECQL	-0.78275
AP1G1	0.140785714285714
CTNNBL1	-0.217
ECHDC1	-2.45416666666667
SMARCC1	0.0548
FOXQ1	-1.574625
GNAI3	0.5795
POLG2	-1.848
CD4	0.735875
ITLN1	0.14875
EBI2	3.574
IRF1	0.667
PTPRE	0.9288
PTK2B	-0.6255
NXNL2	1.3195
SOX4	0.121611111111111
TSPAN3	0.335166666666667
SH2D1A	-1.57516666666667
C8orf58	-0.448833333333333
USP20	-0.6075
DUSP22	0.0763333333333333
CALB1	-1.41416666666667
L3MBTL2	1.38508333333333
MCRS1	-0.27325
TMEM118	-0.9865
C18orf8	0.709333333333333
FLJ10241	0.03025
GJA12	0.97925
PKD1	-0.479666666666667
ZFP3	0.118
JAM3	0.212125
LAPTM4A	1.2742
DIRC2	0.7005
KIAA2022	0.447666666666667
MYOM1	0.973666666666667
TRPM8	-1.40716666666667
MOP-1	0.857
PHKG2	-0.0165
ZNF650	0.59725
KIAA1522	1.315625
PSG8	0.0228333333333333
DDX19B	0.2785
MOBKL1B	-0.04575
DIAPH2	-0.253583333333333
PTPN12	-0.251
CLN8	-1.2296
CRYZL1	-0.4505
CRY2	0.798
FCGR2B	3.52
PNPLA4	1.992
ZNF454	-0.0415
DKFZp434B1231	0.42375
CLDN11	0.6139
RFWD2	0.47
CIB2	-0.961666666666667
MXRA8	2.995375
HRK	0.00237500000000002
MAML2	-0.16775
C4orf31	1.00075
C6orf192	-0.1435
COG6	0.1595
FAM5B	-0.03775
NFATC1	0.9048
SEPT10	0.11
SCYL1	-0.1546
RPP40	-0.71425
SCOC	0.4444
KIAA1450	0.19375
CTDSPL2	-0.57325
TBX5	1.623
NAPG	0.165375
RHD	-3.2265
C14orf45	1.6655
ZBTB22	0.776
PLCG1	-0.826
ANKRD10	-0.4765
AQP7P2	0.551
TAGLN2	0.359
HTR2C	-0.680833333333333
SLC16A7	-0.652333333333333
C17orf83	-0.4045
TSGA14	-0.682166666666667
MDH1	-0.45275
PPP3R2	0.188
DCBLD2	-1.86842857142857
RBM33	-1.23225
DPH3	-1.734
SYT10	-0.567666666666667
FMO4	1.918875
THYN1	-0.621
DRD5	-0.2345
OTOR	0.54825
PGRMC2	0.3277
KATNAL1	-0.37825
PAQR6	-2.18425
UBE2I	-0.462
C14orf28	0.299
C8orf70	-0.06525
FLYWCH1	-0.57775
ANGPTL3	-0.3015
GLRX2	-0.821333333333333
ATP11A	-0.626285714285714
ARL5B	0.09475
MUC16	-1.71575
SLC25A5	-0.718071428571429
ACRC	-0.96775
MYO1C	0.126875
FAM89B	0.761666666666667
FAS	0.8365
KIFAP3	0.6875
GLRA2	0.093
BTN3A2	1.1393
CNKSR3	-0.237375
CSTF3	-0.663666666666667
ARPM1	0.48825
KIAA1530	-0.855
C9orf150	0.881166666666667
PRKCI	-0.34225
tcag7.1015	-0.88725
SOD3	1.1475
ZNF574	0.20825
CYP21A2	1.4435
RPL12	0.81225
COMMD2	-0.92025
WIZ	-0.3155
LOC344405	-0.42475
ALDH4A1	-0.95464705882353
CRYAB	2.21525
COPA	0.1626
PCDHGA7	0.312333333333333
KIF11	-1.08166666666667
RASD2	0.338625
SLC26A3	0.075
ZNF175	-0.577
JAKMIP2	-1.75775
C8orf4	0.602166666666667
PTHLH	0.83075
SLC40A1	2.0815
OR7D4	0.336333333333333
PCDHB17	0.212
CD36	2.73878571428571
C6orf203	0.4236
PRKG2	-0.688
LOC400566	1.49375
ANAPC13	0.557
SLCO3A1	-0.76825
ZNF692	-1.246
FANCL	-1.122
SH3GLB1	0.8525
C12orf61	0.523
KBTBD6	-0.006
SUPT5H	0.274625
XRCC6	-0.111
HUS1B	0.4929
FAM133B	-0.381214285714286
LOC728276	-0.195
KCTD18	1.0685
SOS2	0.516333333333333
CCDC99	-1.3975
C1QTNF5	3.455
NNAT	0.0675
USP16	0.2225
LARS	-0.521875
ZBTB2	0.758
ABO	0.7255
TRAF3	-0.733
GALNT5	-1.9585
NAP5	0.4025
ALG14	0.674666666666667
KIAA0515	-0.186846153846154
WDR75	-0.836166666666667
TEX261	0.14275
LY86	0.30625
LOC389072	-0.6985
FLJ13611	0.04975
MRGPRX2	0.347
SNRPA	-0.6615
OR2G2	0.1315
GPRASP2	0.3635
C7orf42	0.6929
C9orf163	-0.535
CYP11B2	0.082
FCRL3	0.735
PRDX1	1.03675
FGB	-5.30933333333333
COX17	0.336833333333333
C16orf33	-0.4005
PIWIL1	-0.201666666666667
FOLR1	-1.716
KIAA0082	-0.104
FREQ	-1.10316666666667
TMCC2	-1.14616666666667
TCF12	0.0233333333333333
ZNF721	-0.071
FAM130A2	1.0715
POU4F1	-0.89175
SNRPF	-1.604875
SGIP1	1.4005
ZNF641	0.799666666666667
EMG1	-0.496875
PRRG4	0.8255
HIRA	-3.78225
MYNN	0.167833333333333
AEBP2	-0.373666666666667
TBXA2R	-0.0351666666666667
ISL2	-0.832
PCDHB11	0.258
RNF144A	-0.235625
MARCH5	0.459
DULLARD	-0.0761666666666667
DCLRE1B	-0.288833333333333
ITGA8	1.3005
TP73	-0.150125
PRKCD	1.532
NDUFB4	0.02875
ATP13A4	1.74275
ANTXR2	-0.208833333333333
COL4A3	-0.245666666666667
MYO10	-0.9283
SLC6A18	0.1855
PEX1	0.659
TMEM74	-0.536833333333333
RBM19	-0.07625
TAPBP	0.23015
RUNX1	0.770125
MID1	-0.768583333333333
GPR64	-0.657666666666667
RASEF	4.415
GABRG1	-0.219
MYO16	-0.07225
DBF4	-2.12016666666667
TSHZ2	2.64175
RIPK2	0.31325
PPTC7	-0.0465
KIF4B	-0.9355
LRRC31	0.465875
ZNF540	1.391
EFNB3	-0.198833333333333
LOH12CR1	0.36275
STON2	0.608
GLP1R	0.28775
CSTF2T	0.14
IREB2	-0.83725
GRSF1	0.752
PDCD7	-0.679166666666667
LRRC43	0.4685
CNR1	0.878833333333333
IL1F7	-0.3175
C12orf64	-0.328
FAM69B	-0.98825
NR2E1	-1.6915
MS4A6A	1.8023
FTL	-0.4218
C7orf36	0.06575
PCLO	1.3191
DYRK2	0.270333333333333
ARIH2	-0.74225
SAMD7	0.362
SCNN1D	-0.80175
SLC32A1	-0.552875
C22orf25	-0.273666666666667
MRPS18A	0.0303
GPR112	0.3545
EARS2	-0.3215
ERN2	0.321
ATPBD3	0.334833333333333
PRH2	-0.227
CDKN2D	-0.264833333333333
PGLYRP2	0.29475
TRIM40	0.1435
SEC14L3	0.204666666666667
SLC22A1	0.10675
BTN2A3	0.1215
RASA4	0.85225
CCNL2	-0.73575
MYBPC3	0.2395
GJA4	2.82875
CDC42SE1	0.346125
TRPV2	-1.2095
MYPN	-2.8821
SIM1	0.0305
CDADC1	-0.0600833333333333
ZFHX4	1.125
NIBP	0.151833333333333
ADAMTS19	-1.3865
ABTB2	-1.3855
TSPYL2	-0.241875
EIF2S3	-0.9172
SOX30	0.08
AP2A1	-0.515666666666667
DKFZP564O0523	-0.389
LOC285398	-0.1265
CDH18	-3.974
CHL1	1.5355
GATS	0.1757
TBC1D2B	0.275333333333333
OR1J1	0.067
GSN	2.067
DPCR1	0.38925
GARNL4	-0.925666666666667
SMARCA5	-0.49425
PLEKHG3	0.868833333333333
ZBTB45	0.8025
FRMD6	0.568833333333333
PLS1	1.11066666666667
DGKZ	-0.188
EFNA1	2.3923
WDR85	-0.497125
ANK2	0.80225
PAGE4	-0.5345
SENP6	0.7625
AKR7A2	1.282
FKBP10	-2.0595
VEGFC	-0.812333333333333
LARP1	-0.417375
SRBD1	0.3585
ITGB6	3.10725
SLC1A2	0.934
INVS	-1.01383333333333
MPO	0.1095
MOBKL3	-0.0568
CUTL2	-0.821375
KLK2	0.0908333333333333
VIM	-0.14125
REG1B	0.3385
PCDHGC4	0.42825
C3orf34	-0.629333333333333
SUMO3	-0.2205
CST9L	4.70325
MLL4	-0.43925
SPR	1.3615
SAMD9L	1.114
ABCE1	-0.32625
SUPT3H	-0.603333333333333
ACTBL1	0.65125
ADAMTS4	0.451833333333333
SLIT3	3.1385
RHEBL1	-0.9275
NPM2	-0.97025
MAN1C1	0.574875
KIAA1856	0.507416666666667
HSPA6	1.356
LOC388152	-0.5135
C10orf140	1.094
ZDHHC12	0.0055
LIN7A	-1.0151
PHC2	0.193666666666667
SPHK1	-0.539
TRIM26	0.2954375
FAM83E	1.302
C18orf24	-1.31483333333333
ZNF578	0.515833333333333
ORAI1	-0.16675
RUVBL1	-0.374666666666667
C7orf20	-0.191666666666667
APAF1	-2.1225
SLC36A4	-1.42333333333333
MYH11	4.25816666666667
NEK1	0.4841
MPP2	-0.126
C12orf24	-2.087
TNK2	0.340625
ZNF289	0.08725
MATN3	0.174428571428571
IFNGR2	1.482
ITPR1	2.059
EBF3	3.4454
TBC1D20	0.2126
OR10P1	0.30925
DDAH2	0.87425
SHPRH	0.2575
STX7	0.1225
LOC554248	-2.0495
BCAR1	1.18225
ATXN3	-0.214333333333333
TRIM27	-0.0915
CDC42EP2	0.7555
CHP	0.478785714285714
SOX17	2.517625
ZNF259	-0.4885
CHCHD1	-0.00737500000000001
ZDHHC19	0.194
GBP2	2.2075
GARNL3	1.49925
MRC2	0.205
C1orf52	-0.9925
AOF2	-0.163
LRPPRC	0.00310000000000003
ACVR1C	0.3965
TM4SF18	2.3795
TMEM169	-0.137166666666667
PPP1R16A	-1.313375
EBF1	1.88883333333333
RRS1	1.84933333333333
SNX2	-0.34525
OR2T2	0.553
RBX1	-0.18925
ANKRD54	0.291333333333333
TSNAX	-0.169166666666667
TMEM83	-1.27075
ZBTB7A	0.6645
ATM	-1.17166666666667
LOC338328	2.00983333333333
TIE1	1.613
HIST1H3G	-0.0393333333333333
PASD1	-4.23433333333333
TINAG	0.52425
PCDHAC2	0.468
LRRC15	1.176
WBSCR17	-0.94525
TFF2	0.1025
PARP2	-0.85525
NDFIP2	-0.63975
PCDHGB2	0.572
WDR60	-0.00975
MAP7D2	-0.7501
USP45	-0.8635
GSDML	-0.05675
TNS1	0.112
PLCD4	1.83925
IQCD	1.28533333333333
SMPX	-1.61025
CD9	1.03366666666667
SRGN	0.9575
CASP7	2.18925
INOC1	-0.0025
DKFZp451M2119	-0.737875
VMAC	0.953
USP53	0.5372
CAMK1G	-0.22875
TMEM106A	0.5125
CDC20	-1.5109
ACSL5	0.178333333333333
CBWD5	-0.750625
C1orf87	-0.5535
KIAA1274	0.00275
PRUNE2	-1.06221428571429
LYPLA2	-0.1885
DOK6	-1.095
GPR149	-0.25025
FAM30A	2.59375
TMEM129	0.37125
SLC35B3	0.45125
ACPP	0.3461
LOC200261	0.288
SLC4A7	0.7507
CCDC40	2.3165
GART	-1.29275
THOP1	-0.11
SCARB1	-0.46775
CACNA1F	0.38375
TRIAP1	-0.715333333333333
SYT14L	1.391
SFRS8	-0.286
PBOV1	-0.15125
GOLSYN	2.919
GJB7	-0.7735
CAMK2N1	0.0425833333333333
GREM1	2.55033333333333
FLJ20433	1.133
QPCT	-2.81875
PRKAG2	1.505
H2AFX	-0.91125
C6orf154	-0.5195
PLOD3	-1.013
ZBTB39	-0.665333333333333
WASF3	-0.361083333333333
DRG1	-0.13875
PRR4	-0.628
SPCS1	-0.12225
KDELR3	-0.0291666666666667
SRP19	-0.345166666666667
GABRA6	0.36025
MFSD1	0.315
MMEL1	1.68375
PDXDC2	-0.1138
BUB1	-3.04055555555556
RNF138	-1.244375
MYLPF	0.135833333333333
AIF1	0.193333333333333
DYNLRB1	0.4445
HCN3	-0.479666666666667
HIST1H2AI	0.748
MAP4K5	0.247833333333333
LASP1	0.709875
LOC130951	1.701
PLAA	-0.167
KRT6A	-2.09
C6orf117	-1.58675
ARHGAP23	-0.6875
PTF1A	0.2785
GPHA2	-0.0975
LCE3B	0.06725
MCL1	0.403142857142857
EHBP1	-0.627083333333333
PRNP	-0.321625
ZSCAN1	0.2055
C1orf113	0.6095
FOXA3	-2.924875
NEB	0.2965
ASGR1	-4.96916666666667
CTGF	1.61933333333333
RAB17	0.5795
MST101	0.018
