Hybridization REF	TCGA-B6-A0RM-01A-11R-A084-07
PRRG4	1.74
HIRA	-2.9775
MYNN	0.3255
AEBP2	0.0110833333333333
TBXA2R	-0.195333333333333
ISL2	-1.48733333333333
PCDHB11	-0.6375
RNF144A	-1.18275
MARCH5	1.120375
DULLARD	-0.284833333333333
DCLRE1B	-0.848
ITGA8	0.9335
TP73	-0.36525
PRKCD	2.0105
NDUFB4	0.016
ATP13A4	0.21075
ANTXR2	-1.1425
COL4A3	0.820333333333333
MYO10	-1.3617
SLC6A18	0.3905
PEX1	0.13025
TMEM74	-0.884833333333333
RBM19	-0.08
TAPBP	-0.0467
RUNX1	0.42575
MID1	-2.75641666666667
GPR64	-2.32183333333333
RASEF	4.965
GABRG1	-0.038
MYO16	-0.63875
DBF4	-1.52616666666667
TSHZ2	1.499
RIPK2	0.606125
PPTC7	0.602166666666667
KIF4B	-1.031
LRRC31	-0.0285
ZNF540	1.2575
EFNB3	-0.216333333333333
LOH12CR1	0.14375
STON2	0.6355
GLP1R	0.37375
CSTF2T	-0.025875
IREB2	-0.72575
GRSF1	0.31025
PDCD7	-0.530166666666667
LRRC43	-0.736
CNR1	-0.0593333333333333
IL1F7	-0.499
C12orf64	-0.42675
FAM69B	-2.02425
NR2E1	-1.86766666666667
MS4A6A	2.3306
FTL	-1.2333
C7orf36	-0.17475
PCLO	1.752
DYRK2	0.331083333333333
ARIH2	-0.055875
SAMD7	0.2355
SCNN1D	-0.94475
SLC32A1	-0.4925
C22orf25	-0.208333333333333
MRPS18A	-0.218
GPR112	0.596
EARS2	0.49175
ERN2	0.2135
ATPBD3	-0.227
PRH2	0.433
CDKN2D	0.00166666666666667
PGLYRP2	2.7295
TRIM40	0.08725
SEC14L3	-0.516666666666667
SLC22A1	-0.437
BTN2A3	-0.65675
RASA4	0.9775
CCNL2	-0.708166666666667
MYBPC3	0.256
GJA4	2.21975
CDC42SE1	1.1145
TRPV2	-2.243
MYPN	1.7608
SIM1	0.7345
CDADC1	0.343166666666667
ZFHX4	0.58225
NIBP	2.04233333333333
ADAMTS19	0.63675
ABTB2	-0.2715
TSPYL2	-1.050125
EIF2S3	-0.5833
SOX30	0.039
AP2A1	-0.710666666666667
DKFZP564O0523	0.261833333333333
LOC285398	0.26075
CDH18	-4.87175
CHL1	0.4965
GATS	0.038
TBC1D2B	0.341833333333333
OR1J1	0.2315
GSN	0.746333333333333
DPCR1	-0.0445
GARNL4	-0.546833333333333
SMARCA5	-0.04675
PLEKHG3	0.8
ZBTB45	0.624
FRMD6	-0.280833333333333
PLS1	0.318833333333333
DGKZ	-0.0811666666666667
EFNA1	1.1049
WDR85	-0.396875
ANK2	-0.08875
PAGE4	-0.372333333333333
SENP6	1.20283333333333
AKR7A2	1.1445
FKBP10	-1.73875
VEGFC	-1.69883333333333
LARP1	-0.0964375
SRBD1	0.22525
ITGB6	1.6185
SLC1A2	1.9435
INVS	-1.30383333333333
MPO	0.0175
MOBKL3	-0.0112
CUTL2	-1.513625
KLK2	-0.00958333333333333
VIM	-1.82925
REG1B	-0.111833333333333
PCDHGC4	0.2625
C3orf34	-0.740666666666666
SUMO3	-0.334
CST9L	6.6195
MLL4	-0.80125
SPR	2.33816666666667
SAMD9L	-0.644
ABCE1	-0.2295
SUPT3H	-0.868
ACTBL1	0.42075
ADAMTS4	0.327833333333333
SLIT3	2.70425
RHEBL1	-1.3885
NPM2	-2.07875
MAN1C1	1.434875
KIAA1856	0.62375
HSPA6	0.8165
LOC388152	0.0435
C10orf140	1.3785
ZDHHC12	-0.735
LIN7A	-1.2244
PHC2	0.28325
SPHK1	-1.94875
TRIM26	0.09125
FAM83E	1.1475
C18orf24	-1.59883333333333
ZNF578	0.110666666666667
ORAI1	-0.69875
RUVBL1	-0.320083333333333
C7orf20	0.211166666666667
APAF1	-1.319
SLC36A4	-2.10783333333333
MYH11	4.2025
NEK1	0.6559
MPP2	-1.259875
C12orf24	-2.0765
TNK2	0.9404375
ZNF289	-0.1735
MATN3	-1.43714285714286
IFNGR2	0.747
ITPR1	1.237375
EBF3	2.9245
TBC1D20	0.2496
OR10P1	0.222
DDAH2	1.08625
SHPRH	0.21625
STX7	-0.7735
LOC554248	-0.9015
BCAR1	-0.721
ATXN3	-0.0238333333333333
TRIM27	-0.6545
CDC42EP2	0.6845
CHP	0.108071428571429
SOX17	0.9225
ZNF259	-0.9855
CHCHD1	0.424875
ZDHHC19	0.2555
GBP2	3.015
GARNL3	1.665125
MRC2	-0.2015
C1orf52	-0.229
AOF2	-0.109666666666667
LRPPRC	0.0976
ACVR1C	-1.2955
TM4SF18	1.3505
TMEM169	0.269166666666667
PPP1R16A	1.206375
EBF1	-0.538333333333333
RRS1	1.0025
SNX2	-0.47275
OR2T2	0.063
RBX1	0.19275
ANKRD54	0.428166666666667
TSNAX	0.3215
TMEM83	-2.12975
ZBTB7A	0.9475
ATM	-1.55041666666667
LOC338328	2.00333333333333
TIE1	0.0178333333333333
HIST1H3G	-0.207333333333333
PASD1	-4.357
TINAG	0.566
PCDHAC2	-0.1175
LRRC15	0.314
WBSCR17	-0.85
TFF2	-0.4565
PARP2	-0.75175
NDFIP2	-0.102375
PCDHGB2	-0.452
WDR60	0.0885
MAP7D2	-1.0189
USP45	-0.95075
GSDML	-0.65175
TNS1	-0.0447
PLCD4	2.92975
IQCD	1.71633333333333
SMPX	7.127
CD9	1.56116666666667
SRGN	-0.150875
CASP7	1.539625
INOC1	0.151333333333333
DKFZp451M2119	-1.8735
VMAC	1.724
USP53	0.4859
CAMK1G	-0.93075
TMEM106A	0.032
CDC20	-2.0112
ACSL5	-1.719
CBWD5	-0.414875
C1orf87	-0.897333333333333
KIAA1274	0.0595
PRUNE2	-0.632428571428571
LYPLA2	-0.486333333333333
DOK6	-2.11216666666667
GPR149	-0.327
FAM30A	1.20675
TMEM129	0.55125
SLC35B3	0.61825
ACPP	-0.2795
LOC200261	-0.2515
SLC4A7	0.5117
CCDC40	2.63625
GART	-1.142875
THOP1	-0.73
SCARB1	-0.9455
CACNA1F	0.456
TRIAP1	-0.382
SYT14L	-0.034
SFRS8	-0.0586666666666667
PBOV1	0.12475
GOLSYN	3.71
GJB7	-1.172
CAMK2N1	1.69283333333333
GREM1	-0.0513333333333333
FLJ20433	0.81275
QPCT	-4.81025
PRKAG2	1.37966666666667
H2AFX	-0.6555
C6orf154	-0.188
PLOD3	-1.82375
ZBTB39	-0.305
WASF3	-0.0100833333333333
DRG1	-0.23875
PRR4	0.154
SPCS1	0.0895
KDELR3	-2.27033333333333
SRP19	-0.273166666666667
GABRA6	0.198
MFSD1	0.30425
MMEL1	2.68075
PDXDC2	-0.0696
BUB1	-2.86488888888889
RNF138	-0.817875
MYLPF	6.11833333333333
AIF1	-0.397166666666667
DYNLRB1	0.3034
HCN3	-1.7435
HIST1H2AI	0.31875
MAP4K5	0.417833333333333
LASP1	0.436375
LOC130951	-0.362
PLAA	0.729
KRT6A	-3.0705
C6orf117	-2.47725
ARHGAP23	-1.6365
PTF1A	-0.122
GPHA2	-0.3455
LCE3B	0.245
MCL1	-0.216285714285714
EHBP1	-0.768083333333333
PRNP	-1.558625
ZSCAN1	-0.10675
C1orf113	1.0275
FOXA3	-3.67725
NEB	7.6445
ASGR1	-5.56133333333333
CTGF	0.156166666666667
RAB17	0.982666666666667
MST101	0.2305
JARID1B	0.1855
USP37	0.4259
PTBP1	-0.217
PTPN7	-1.1135
CDC7	-2.47433333333333
SNX7	-0.30375
ZNF335	-0.54525
CPT2	0.13875
HEATR1	-1.147125
HSPC152	0.586125
C5orf40	0.1795
PSME1	0.0691666666666667
STAG3	-1.48375
TMEM154	1.71433333333333
KLHL32	0.275166666666667
TSGA10IP	-1.0575
SUV420H2	-0.812166666666667
SF1	0.2289
2'-PDE	0.849625
PNLIPRP2	-0.3755
TRSPAP1	-0.20425
NUP210	-0.303833333333333
ANP32C	-0.7765
RAB11B	0.174333333333333
ASB15	2.54
ITGB3BP	-1.32875
UBASH3A	-1.624
YWHAB	0.591625
TPRX1	-0.37775
LY6G5C	-0.14875
SLC7A2	-1.2485
CLK1	1.1942
HSD3B7	0.277833333333333
VDR	2.64825
C16orf74	1.48875
ACE	-0.20725
PSMA2	-0.284333333333333
CCDC131	-0.00537499999999999
ZNF213	1.74016666666667
EML2	1.12
ALS2CR13	0.466666666666667
GLYATL1	3.36775
DSPP	0.532
DHFRL1	-0.4595
C10orf30	1.71033333333333
SH3RF2	0.724666666666667
LOC197322	-0.696333333333333
DLL3	-1.898375
TIGD7	0.47125
GFRA3	-0.095
CPA1	-0.169
RTN4	0.121333333333333
PPT2	-1.311
FASLG	1.67233333333333
FOXP4	-0.07825
RPL26	0.4393
GNL3L	-1.64966666666667
FMR1NB	-0.289166666666667
CD163	5.975
SGPP2	-0.28575
GIMAP2	-0.33275
CD37	0.1745
DPT	3.86058333333333
NBLA00301	1.26675
RGS5	1.04991666666667
C9orf4	-0.196
ACTL8	-3.70466666666667
PRKAR2B	1.2125
OPLAH	0.705166666666667
C20orf134	1.7535
SPACA5	0.881
TBL1X	0.804666666666667
TSPYL3	0.343
CHCHD3	-0.43975
CRKRS	-0.372333333333333
GPR65	3.73825
DFFA	-0.40875
FUT1	1.26425
C6orf204	-0.492333333333333
TMEM51	-0.1255
ZNF580	-0.2705
CMTM2	0.309
C20orf200	0.2965
EZH1	0.296166666666667
FDX1L	-0.538125
MRPL32	-0.15675
PCAF	-0.6456
ALOX15B	1.51616666666667
CD59	0.733875
CDK9	0.224625
ERP29	-0.533166666666667
TTR	-6.083
BCMO1	0.395
DDIT4	-2.7596
PTGDS	2.58675
C3orf63	0.365
BST2	1.023375
CYP1A2	-0.232666666666667
C5orf25	-1.492
STX1A	-0.928764705882353
OR2A12	0.8055
SH3BP5L	0.2955
SERINC5	0.1165
USP6	-0.0897
MRPL3	-0.123
POMP	-0.042875
INPP4B	1.893
GMPPB	-0.40575
EAPP	0.6025
AHSA1	-0.40425
ABCA11	0.1055
SLC5A6	-0.00833333333333335
HIVEP2	-0.1395
SUMO2	-0.41925
KIAA1822L	-0.799166666666667
C11orf67	1.02325
TXK	-1.00825
PHCA	-0.4403125
ICAM4	-2.78683333333333
FPGS	-0.0758333333333333
SNRPA1	-1.4115
KCNJ4	-0.9705
KIF6	-0.6301
HIST1H2BG	-1.4515
SLC5A5	0.1415
ZNF354B	-0.329833333333333
IL12RB2	0.7375
C11orf76	0.141833333333333
GAL3ST2	-0.082
AIFM2	-0.538875
SYNC1	0.64875
UBL3	0.623125
PIK3CG	-1.73866666666667
NLN	-0.2159
BCORL1	0.32225
CD5L	0.0175
ZNF238	-0.371166666666667
KIAA1394	1.09225
C16orf55	-0.6524
CYP3A7	-1.52275
KRTAP3-1	-2.583
TFDP1	-0.255666666666667
MND1	-2.46175
NODAL	-0.244333333333333
GTPBP4	-0.49475
TUBGCP2	0.000250000000000007
SLITRK5	-2.30125
CIC	0.117
CD79A	0.1685
SAMD14	0.612333333333333
TNPO3	-0.693
OR10G3	0.2665
OR10G8	0.119
CCDC111	0.22
HOXC9	-1.4945
DCUN1D1	0.14775
CYB5R1	1.894
TSR2	0.19375
DAB2IP	0.3793
SLC6A5	0.0695
RAB3D	1.065
DCUN1D4	-1.0415
ERBB3	1.86333333333333
SDC1	-1.12516666666667
ATP6V1H	1.95866666666667
SYK	1.6745
ST20	-0.657
C13orf30	0.662
WDR40A	1.14733333333333
ADMR	0.1355
LOC388335	0.99525
ACSM1	3.0725
TDG	-0.778416666666667
FLJ11235	0.2025
MRPS5	-0.887666666666667
AGPAT2	-1.3785
SLC12A1	-0.063125
CYP27A1	-1.61075
THAP7	-0.82775
XPO1	-0.257833333333333
ALMS1L	0.672666666666667
C1orf2	-0.68925
ZNF777	0.145666666666667
CAMK2A	0.813666666666667
SMC1B	-0.323125
IHPK2	0.123533333333333
LEMD1	-3.907
NKD2	-0.4639
CLU	-0.115785714285714
ARMETL1	1.152
PABPC4	-0.4445
CXCL12	2.34216666666667
TFAP2C	0.1971
TTTY8	0.5125
ABCB10	-1.1258
ENDOD1	0.9685
IDI1	-1.8615
KCTD6	2.66233333333333
CCDC105	0.5155
ULBP2	-2.04533333333333
ZDHHC5	0.69025
WNT8A	-0.0875
COMMD10	0.167
KLHL12	0.05375
GPR50	0.499
NR5A2	-0.0605
OXGR1	2.20116666666667
EHD3	-1.2075
CAPRIN2	-0.389875
KLRC3	-3.46275
SF3B1	0.356285714285714
IPO7	0.4655
ALDH1A1	-1.22233333333333
ANKRD5	0.589875
TSNARE1	0.5025
DDEFL1	1.01025
RNASEL	0.462666666666667
DNAH9	-0.801
HELLS	-1.342
TNS4	-0.611
NAV1	0.2061
KIAA1409	0.02075
C20orf26	4.51833333333333
TUBG1	-1.052
IRX2	3.31725
CNGA4	-0.0455
MGC50559	1.064
OR4K17	0.397
TM2D2	0.905916666666667
FAM32A	-0.111
TXNDC14	0.12275
CCBL1	-1.1645
ANK1	0.8199
PRSS23	-2.81725
PPM1L	0.2655
SPATA20	-0.8955
APCS	-0.1725
C14orf122	-0.5825
PSMB5	-0.428125
C6orf10	0.3759
SETDB2	0.943
SPNS3	-1.8415
SGMS2	-0.633166666666667
MXD3	-0.943333333333333
MON2	-0.1773
CARTPT	1.6455
HNF4A	-1.053
RABEP1	1.60455
TNFRSF10B	-2.446375
USH1G	-0.1735
PPAP2B	-1.80083333333333
TMEM16K	-0.4685
CTDSP1	1
CDK5R1	-0.148666666666667
GABRR1	-0.211
OPN1LW	0.3805
FAM98C	1.242
DBN1	-0.92625
ACAD10	0.00166666666666667
QTRTD1	-0.517
WNK3	-0.341
RPS19	-0.686625
C1QB	2.618375
OTUD5	-0.35075
SLC41A2	-1.40933333333333
TMEM22	-3.23216666666667
KHSRP	-0.7215
TNFRSF11A	-0.799666666666667
FBL	-0.991333333333333
IBTK	0.780333333333333
OXER1	-0.0535
CBLN4	0.72425
GPR172B	0.9605
CFTR	-2.17375
VSX1	1.2495
CAMK1D	-1.40575
LOXL3	-2.4955
RTP4	-0.269
SLFNL1	0.228
KIAA0828	-0.370125
PAR5	0.184
LOC723972	-0.61925
GDI2	0.330875
CEBPA	-0.087
MLF2	-0.554666666666667
AFMID	-0.265
ALOX12B	-0.5445
BPHL	0.310375
COX5B	-0.35725
S100A10	-0.9303
THOC6	1.1485
NHN1	-0.49425
RRP12	-0.526333333333333
ARID3B	-2.87325
CD3G	-2.1065
KIAA0133	-0.143
NAT11	-0.5165
PPAT	-0.778333333333333
SIRT3	1.1546
TCERG1L	-0.56875
NIPA1	-0.1667
DPP8	0.1813
IL7R	-0.307333333333333
ZFP64	-0.251416666666667
DMAP1	-0.0143
TRMT12	1.9115
TLR4	0.6338
WFIKKN2	0.334
RAB12	0.9115
DDX51	0.0241666666666667
KIAA1086	-2.5915
ZNF295	-1.00983333333333
ACVR2B	-0.222857142857143
LOC494150	-0.85975
ZNF517	0.234
DNASE1L2	0.681
SUFU	0.29975
LOC283677	-0.437
LMO3	-0.9255
PPP2R5D	-0.5205
ZNF587	0.5077
HIST4H4	-0.1835
CYP2C8	0.178
C1orf80	-0.198
DOCK5	-1.25933333333333
C9orf24	0.24025
OR5AR1	-0.065
C11orf24	-1.038
UNQ1940	-0.35
CAP2	2.1985
TIMM44	-0.85775
DSEL	0.4135
ROM1	0.45125
FBXO4	0.038125
MYLC2PL	1.16725
MLH3	1.1573
NOX1	0.672666666666667
DPEP2	1.51725
DNAJB5	0.2855
RLTPR	0.267
MBIP	-0.407666666666667
COPB1	-0.109
SFTPA1B	-0.122
C10orf4	0.2271
PRELID1	-0.84625
NOLA1	-0.25575
C19orf24	-0.27925
TLR9	-1.2655
HLA-DMA	2.27075
HCRP1	0.1945
GPR137	-0.290333333333333
ITGA11	0.00416666666666667
PHF13	0.751333333333333
MARK4	0.476166666666667
METTL4	-0.617
MBD3	-0.1625
LOC134145	0.25725
FGF3	0.16725
SLC35A3	0.549125
CLEC16A	0.333
AMOTL1	-1.13675
FLJ31438	0.03475
PAICS	-1.03325
TOMM40L	-0.382833333333333
MMD	-1.6435
KLK10	-2.1435
NIT2	0.114666666666667
SERPINB10	0.23625
KLF15	-0.2341
CCDC5	-0.2665
WSB2	-0.057875
ME3	0.46125
CACYBP	-0.628916666666667
TCTN2	0.269
JAK1	1.651125
C2orf25	-0.4395
GPD2	2.1595
FBXL11	0.477333333333333
CDV3	1.22408333333333
GALNT11	0.626375
NDUFA12L	-1.4749
FLOT1	0.294214285714286
TOR1AIP2	0.0295
MMP25	2.58225
C1orf164	0.0831
CHST5	-0.2455
LYRM4	-0.7249
GPER	-1.48825
HIPK2	-1.635
DAP	-0.2299
ZMIZ1	1.63283333333333
DDX58	1.15425
DCC1	-1.09075
AKT1	0.03175
ENPP6	0.560833333333333
ERVWE1	-0.0885
CDC34	-0.90125
RNF125	-2.02525
CASC1	3.07875
SHROOM2	2.2565
RRM2B	1.19283333333333
COL6A3	1.146875
TMEFF1	-2.81425
PLEKHA4	-0.4681
LYSMD1	1.38433333333333
SEPT1	-0.8875
AOF1	-0.1415
GNPAT	-0.3905
WDR18	-0.065
HSD17B12	-0.19
HIST1H2BM	-0.529833333333333
INDOL1	-0.541
SUDS3	0.94625
C1orf192	0.202
CYP2B6	-0.7575
TBC1D2	1.26583333333333
SLC25A12	0.270875
ERCC6L	-1.62466666666667
MGC10814	-1.24416666666667
POLR2C	-1.3225
ZNF77	0.139
EIF3K	-0.1854
HPX	2.749
ANKRD27	-0.266625
MALAT1	1.26275
PLB1	0.259333333333333
HRNBP3	-1.110125
CPSF4	-0.8675
OR52N2	-0.032
PIP5KL1	0.33525
GH1	0.259
HPS5	-0.355
SLFN5	0.618125
POP5	-0.7695
OVOS2	-3.5765
C20orf108	-0.326625
MARS	-1.4685
CLRN3	2.03583333333333
ARSE	-2.19216666666667
PPIE	-0.165166666666667
PHACS	-0.646
GP5	-0.4125
IL8RB	0.376666666666667
FCRLA	-1.944625
ARRDC1	0.4223
KRTAP9-4	0.1035
ZNF613	0.749
OR11A1	0.2035
TMEM132B	-2.013125
PGLS	0.42475
BSND	-2.21333333333333
KCNK18	-0.741
FOXD4	0.54825
SV2C	0.53725
LCN2	-0.6645
ZNF490	0.7166
C3orf15	1.6126
CACNA2D4	-1.16666666666667
CBX5	-1.202
MAGEB4	0.04225
BOLA1	0.4845
PPP2R5E	0.2305
COL5A1	0.0688333333333334
ASB7	0.160833333333333
SFT2D1	-0.145
DERL1	0.8273
RABL2A	0.791666666666667
MOAP1	0.7025
KIAA1545	0.322166666666667
F3	-0.757
PLEKHM2	-0.846
CCDC89	-0.0238333333333333
EFCAB1	0.058875
TMEM48	-0.61925
SEPHS2	0.58725
PYGM	4.82225
PRICKLE1	1.1165
WNT5B	-2.2165
TAS2R38	-0.6655
IMP5	0.03425
KHDRBS1	0.2222
LARS2	-0.559666666666667
C3orf28	-0.9725
FTCD	-3.60625
C10orf68	2.10833333333333
DGAT2L3	-0.23475
PSEN1	0.67675
MGC33657	0.198
PLA2G4B	0.950166666666667
CDKN2A	-1.50908333333333
DLX1	-3.108
TSHB	0.137
C18orf37	0.75425
MEX3C	0.286875
MAMDC2	-0.07125
PDIA4	-0.9475
ATP5E	-0.19075
CASP2	-0.0645714285714286
SERBP1	0.114038461538462
ZNF341	0.157833333333333
TESC	-2.512
TMEM31	-0.113
OR51I2	0.3515
YTHDC1	1.101
JUN	-0.189666666666667
AGMAT	-2.74666666666667
PCNXL2	-0.361
ATAD5	-1.720875
STK38	-0.395875
AZI1	-0.713625
RBP1	2.545
C4orf26	-1.01525
KIAA1026	1.490375
TMEM101	0.87275
HSFX1	0.34
TREX1	1.0645
C18orf10	-0.701
TRIM15	-3.677
CA6	0.286714285714286
CEP57	-1.275625
AR	4.1575
SESN2	-0.636166666666667
KIF3C	-0.545375
EPB41L5	0.576375
ARHGEF10	-1.25381818181818
POLR3D	-1.281875
INDO	-1.79833333333333
GABRA3	-0.297
SCG5	-2.9329
E2F3	-0.9085
TIGD5	1.57225
FGD6	0.894083333333333
KLHL3	-0.45125
SCGB3A2	-2.687
URP2	-0.644333333333333
ATP6V1B1	1.4656
CALML6	2.1955
LOC100049076	-0.503
TMF1	0.34175
LOC388503	-0.08175
CDH5	2.101
RPS6KC1	-0.5435
DAAM1	0.6566
TNFRSF10D	-1.34925
GSTT1	0.5479
INPP5A	0.55975
TRAF3IP1	1.5841
SMARCE1	0.2805
VRK1	-1.38925
TTC16	0.47525
AARS	-1.3185
ARHGAP27	-0.952166666666667
ZAK	0.935714285714286
ACSM2B	-2.87225
TRAP1	-0.237333333333333
MRPL53	-0.131875
RNF44	0.23025
NPTXR	-0.44525
DPYSL3	-0.0585
APP	1.7512
GLS2	-0.627833333333333
MNX1	-3.117
CMTM7	1.04175
OR10A7	-0.028
NYD-SP21	5.57816666666667
ORC5L	-0.49675
SLC16A10	-0.963625
TMEM178	-0.4155
LOC441601	-4.05675
PTGIS	0.1755
KBTBD7	1.445
C19orf41	0.1855
CEACAM3	-0.58775
KRT23	1.18075
SERHL	0.7095
PNKD	-0.027125
UBC	0.3445
ATRN	-0.59825
HAPLN1	-2.12375
RANGAP1	-0.20425
C10orf26	1.42216666666667
KCNA7	4.80475
SRY	0.0955
LOC376693	-0.66675
HIST1H2BF	-0.43875
CDCA8	-2.16483333333333
MLC1	-2.462
TNIP3	0.47025
OR4D1	0.3835
IFT52	-0.2935
GOLT1A	1.28
UTP20	-0.212375
RP3-402G11.5	-0.396125
PRSS33	-1.476
PMPCA	-0.6725
APOB48R	1.89033333333333
GLTP	0.87225
MPL	0.6525
C9orf78	-0.13275
ADAM12	-0.199
CSPG4	-1.5915
LOC144305	-0.5015
KRTAP4-10	-0.274
PAK1	-0.0995
ADCY7	-0.9879
TAS2R43	0.2265
FRAS1	-2.23807142857143
PPP1R14A	-1.54466666666667
OR2B6	-1.8565
ATP13A1	-0.529
SIDT1	1.8525
C1RL	1.728
PRKRA	0.263
TLN1	-0.3016
RP11-50D16.3	0.58525
MITF	-1.76541666666667
GYS1	-0.31175
LYG1	-0.899166666666667
NSMCE4A	0.062
DNAI1	2.85625
HOXD11	-1.0385
FNBP1L	1.8905
DHX35	-0.29525
LCE3E	0.21425
SLC33A1	0.34775
DCLK3	0.187666666666667
TRIM33	-0.167
TMCC3	1.57216666666667
FBXO42	0.101333333333333
C1orf27	-0.1624
C17orf50	0.4945
RNF14	0.904666666666667
SLC4A8	0.425125
RAB3IP	1.0018
COX6C	2.37264285714286
PCSK1	-3.9603
SLC13A1	0.055875
ARF6	1.06983333333333
KIAA1009	0.612875
HOXA13	-2.586
HMGN1	-0.31025
CXADR	-0.117416666666667
MGC14436	0.1205
UTF1	0.3595
TSC22D1	1.2287
BZRAP1	2.17783333333333
PUF60	1.54708333333333
SHC1	-0.745
HOOK3	2.2515
LIMS2	-0.365
BAHCC1	0.103
CLCC1	-0.159166666666667
ENTPD3	0.985833333333333
SMO	-2.434
PIK3R5	0.0625
CDC14A	2.33008333333333
KRT1	3.96125
ENOX2	0.218166666666667
FLJ22655	0.53525
FPRL1	-0.0565
INTS6	0.2662
ZCCHC5	0.799
SMC3	-0.23675
C6orf123	0.673166666666667
FLJ20160	-1.0965
LOC653391	-0.407833333333333
GSS	-0.21825
NT5M	0.39975
SIX5	-0.11425
TAF5	-0.748
KCNA1	0.331166666666667
ANLN	-3.08016666666667
MGC45491	-1.0443
SSTR2	0.20625
LYPD4	0.0475
TH1L	-0.255875
CHRNA5	-4.16
PNMA6A	-0.73075
FLJ16369	-0.2915
DLX2	-2.6654
C6orf108	-1.02583333333333
ALDH3A2	2.78533333333333
CLEC1B	0.366833333333333
LEPREL2	-1.81225
FOXJ1	-0.5519
OR1D4	0.2525
PPIL4	0.592
MTRR	0.3445
SLC27A3	0.364333333333333
HTR7	-0.2855
MIB2	0.014875
BHMT	-0.618
A2ML1	0.506
MSMB	0.802375
KIAA1383	1.207375
TRUB2	0.29775
PF4	-0.0601666666666667
IL1F5	0.356666666666667
LRRC37B2	-0.395
IPO4	-0.25525
FIGF	1.453
QDPR	1.32925
ZNF598	-0.037
BOP1	0.485875
MAPK12	-0.9185
POLR1E	-0.807625
CEECAM1	-0.4805
INSRR	0.1485
SIPA1	0.42675
ULK4	-0.2145
BTN3A1	-0.5395
FABP5	-1.4758
KBTBD3	1.9765
SORT1	0.16075
YWHAQ	-0.4579375
LRIT1	-0.2445
KIAA1704	-0.0402
MEIS2	-2.045
ENOSF1	0.487833333333333
PCDH7	-0.792285714285714
FZD9	-1.582
RPLP1	0.437333333333333
ZNF75A	1.034
P4HA3	2.7785
NKX6-1	0.22525
CTA-216E10.6	-0.051
IFT140	2.2945
DENND1A	-0.496083333333333
ALCAM	1.3353
ABHD2	0.758727272727273
QPRT	-3.134
TRAM1	1.60078571428571
ATP1B4	1.47025
NUP37	-1.356
SAA3P	0.1505
SLC22A6	0.18825
KIAA0265	0.085375
ZNF41	-0.168
ADAM19	0.1214
ERAF	-0.56025
DEFB119	0.0668333333333333
DNMT3B	-4.27133333333333
SNF1LK2	-0.618
MGC24039	-1.91466666666667
TAS2R48	-0.215833333333333
PNLDC1	-0.000250000000000001
ADAMTS16	0.810375
TMEM92	-2.54933333333333
CCT8	-0.180166666666667
POGZ	0.585666666666667
N-PAC	1.3085
GUCA1B	-1.342
ZZEF1	0.667833333333333
OR2C3	0.74125
ZNF334	1.0185
RANBP6	0.4485
LDHB	-2.876
BAMBI	2.4125
RAB5B	1.11
FOXB1	0.32125
MRPS12	-0.434
MRGPRF	-0.787625
CRIPT	-0.116
CYP2D7P1	-0.503
RYR1	2.99725
NDUFA2	0.501
TRIP12	0.368916666666667
KCNE3	1.3565
MOBKL2B	-2.059
MIOX	0.044
ACOT7	0.192375
FGF6	-0.4845
RASSF5	-0.7071
ATAD3B	-1.46866666666667
IKZF3	0.4015
H3F3B	0.562
C6orf91	1.4575
SEC11C	-0.94675
TMEM14C	-0.0065
KIAA1632	-0.18675
SLC38A4	0.489
FGFR3	1.17841666666667
HES7	0.348
HINT3	-0.06575
ARIH1	-0.82
FLJ35880	-1.675
C1orf129	0.6855
POU6F1	0.34125
RPL32	-0.24375
BBS1	1.70983333333333
RGPD5	-0.0385
SULT1C2	-0.18725
KDELC1	-1.9015
PIP5K3	-0.293
CHI3L1	-0.307
CSDA	1.207
VTCN1	4.3245
WDR62	-1.40775
TMEM170	-0.8365
KIF2A	-1.827
C6orf182	-1.27583333333333
ARL6IP6	-0.7015
ZCCHC9	-0.55675
RARB	-0.274
ZNF320	0.6195
DHX15	-0.03575
PICALM	-0.3165
CNOT6	0.829583333333333
HIST1H1A	1.821
ZNF702	0.281
OR1E2	0.294
HLF	-1.7259
LOC442582	-1.461
KIAA0494	1.335
TCF4	0.5049
APOBEC3B	-1.31525
FAM54B	0.383
MYH2	6.27675
FXN	-0.387666666666667
C12orf59	0.3685
PAEP	2.904
SPG11	0.24875
VN1R4	0.07225
KCNJ13	-0.886
NOC3L	0.3745
C5orf36	0.39
CPAMD8	0.4195
MLN	-0.5013
FLJ11184	0.685
TIAM1	1.02916666666667
OR10J3	0.1795
OR52E2	0.2775
PBX1	2.6227
UBL7	-0.892833333333333
PXMP2	0.64575
SYTL1	0.0218333333333333
FAM126B	0.87675
ZNF711	-2.166375
GGA1	-0.138166666666667
VAMP4	-0.201666666666667
BCAP29	0.0744
C20orf19	-1.0435
ZNF275	-0.821125
NEK6	0.45325
SETD8	-0.177166666666667
HEXIM1	1.62816666666667
SULT1A2	0.12025
KLHL9	1.227
SLC39A12	0.00175
ARHGEF16	0.7415
SCN1A	-0.476833333333333
HNRPH1	-0.24725
C9orf103	0.88
ECE1	-0.0698333333333333
MED18	-3.0505
TEX13B	0.3155
SNN	-0.01525
