Hybridization REF	TCGA-AN-A0AS-01A-11R-A00Z-07
MPHOSPH6	-0.264333333333333
HOXC10	1.8827
ITPKB	0.211375
CLPTM1L	0.313375
MEOX2	-0.608333333333333
ATP6V0C	0.576375
PRPF8	-0.644166666666667
TMC5	3.48375
FKBP3	-1.2795
PLEKHB2	-0.553625
OR4D6	0.2555
ZNF544	-0.2349
D2HGDH	-0.722125
RPL18A	0.2647
HEL308	-0.831125
MPP6	-3.0465
TCERG1	-1.80675
KRT16	-2.23366666666667
KLF17	-0.5535
KLF5	-0.107625
CDR1	2.35875
VCX3A	-5.161
FBLN2	2.795375
C14orf104	-0.44675
HBE1	-4.3909
OR4S2	-0.12
C1orf108	-0.766333333333333
ROBO4	3.8775
CPEB4	0.383
C11orf80	0.331333333333333
BCKDHA	0.753833333333333
MYOC	0.3485
GIF	0.406
CKMT1A	0.433
RPL3	1.2059
THBS1	2.859375
APOO	-1.6995
ARMCX1	0.20325
HSZFP36	-0.063
SNAPC5	-0.574
EIF4ENIF1	1.53375
ZNF433	-0.87125
TNFRSF21	0.156625
TMPRSS7	0.427
SPATA18	1.0606
HPDL	-2.9675
MKL2	0.5275
TBX3	1.49584615384615
C21orf93	0.597
DAXX	0.1755
ELMO1	1.245
RGS13	1.3935
TAF11	-0.73825
UNC13A	-2.31675
LOC653314	-0.3588
ORC3L	-1.37725
IMAA	-1.1875
TARBP2	-0.7365
CABIN1	-0.0412
TRIOBP	0.19175
HIST1H2AC	1.3735
RGS22	-2.72866666666667
NCOA1	0.453666666666667
IL25	0.8095
SNCG	4.1105
GPR6	0.639
AMDHD1	-2.71716666666667
CHEK2	-0.88025
C6orf142	-1.41025
DRD4	0.70075
C14orf68	-0.31075
GDF11	-1.732
SEMG2	0.624
CD247	-2.4155
CDAN1	-0.5645
RBMX2	0.152666666666667
TGS1	0.38675
OIT3	0.50075
SYF2	0.49775
MCM4	-1.0295
PKHD1L1	-0.124625
CEP192	-1.67183333333333
IFT88	-0.3685
RPL9	0.644785714285714
RAB32	0.4505
DDX43	-2.43575
P2RX2	0.725333333333333
OR5D18	0.249
UBE1	0.6135
SLC24A1	-0.479
ARHGAP5	-0.11275
CETP	-0.2035
KIAA1731	-1.28383333333333
SLC9A4	0.6105
PTPN6	1.59575
BAHD1	0.29425
GRIK3	1.0205
CACNB2	-0.8057
PDE10A	-0.3205
DGCR14	0.33675
PCDHB9	-0.821166666666667
RHOQ	0.0658333333333333
MAP3K4	0.088
KTI12	0.107666666666667
RPL23AP13	-1.381
GNG11	-0.7245
CLCN3	-0.497
GPAM	-1.063875
VSTM2A	0.1115
SLAMF7	1.48416666666667
INTS2	-1.8625
PPP2CA	-0.1472
LRP12	0.563066666666667
SEC14L2	1.65944444444444
DKFZP586H2123	1.92725
MC3R	0.2885
CIRH1A	-1.22966666666667
HIST1H2AB	0.905
POLH	-1.3965
MGC16703	-2.0985
SNAPC2	0.461
FILIP1L	1.551
RASGRP4	1.038
LRRC1	0.5945
GAS1	2.23
PRAC	-0.93725
DGKA	-1.1695
NT5C3	-1.417
PEG3	0.56625
NADK	-0.14925
PRR17	-0.10075
LOC374569	0.9795
SGSH	0.423666666666667
NLRP8	-0.013
GALT	-0.8226
MCF2	-1.049
ZNF263	1.19525
TACSTD1	0.021
TYR	-6.0373
ATP6AP2	0.399
RNUXA	-0.18275
ABHD10	-0.2027
GDPD2	-0.99875
SLC35C1	1.86525
UBE2A	0.00887499999999999
HERC5	-1.59833333333333
FAM112B	-4.39933333333333
FBXL16	2.0555
DKFZP434A0131	-0.4475
ELA3A	-2.2805
RBM41	-1.48025
HAO2	-0.00149999999999999
RNH1	0.415875
SHANK2	2.13283333333333
OSBP2	-1.176625
DAK	-0.417833333333333
C3orf58	-0.3725
TCL1B	-0.2415
KBTBD2	-0.30975
SUGT1L1	-0.05075
UBE2E2	1.35533333333333
MYL9	3.23325
CDC23	-1.04533333333333
PBXIP1	1.1925
CXorf40B	0.763
NBL1	2.47725
RTBDN	0.503
RAB11FIP5	0.79425
TTTY13	-1.147
SCOTIN	0.416333333333333
SOHLH1	-0.224333333333333
CDKN1A	0.175357142857143
NCK1	0.01075
ZNF550	-0.22475
SAPS3	0.194083333333333
SPIN3	0.641333333333333
MAGEE2	0.2895
MIS12	-1.42716666666667
OR8H2	0.699
KIAA0774	-0.219333333333333
UNC5D	-1.884
CUL7	-0.124166666666667
LIPC	-2.5295
DIO1	1.4915
C20orf11	0.2315
CTRL	-0.577
HS3ST2	5.6165
PAK4	0.980166666666667
CCRL1	6.90275
RNF10	-0.008
ZNF567	-0.259
ZNF660	-1.26
TCEAL3	0.1985
MAGOH	-0.650833333333333
CENPB	0.577333333333333
C19orf7	0.262
LOC388965	-0.02675
ZCCHC13	0.2315
JMJD1A	-1.3908
HIST1H4H	1.2795
TBRG1	-0.338
GPC3	-1.702125
TAF1C	-0.487
EBNA1BP2	-0.747666666666667
CIAPIN1	-0.179
PDGFRA	0.138055555555556
CSTB	0.802625
CENPI	-2.34083333333333
GTF2E2	-1.20166666666667
RPP21	-0.496
CCNF	-0.644333333333333
KCNQ3	1.1705
FAM79A	1.48575
SLC22A12	0.9555
NOVA1	-0.847333333333333
FZD3	-0.8566
AKAP8	-0.607
SOCS5	0.409375
CFDP1	-0.8885
DLG5	1.3645
PGM5	0.1265
C1orf144	0.48025
HDAC10	-0.508
RND2	-1.06625
C20orf199	0.4875
RNMT	-0.5275
SLURP1	1.1135
ASTN1	-0.787
SH3BGR	1.044
MYCL1	-0.179
ZHX1	0.4805
CENPK	-3.41575
FOSB	0.6034
LOC643406	0.3155
C2orf59	-0.256625
TMEM135	-0.4515
SLC27A2	-2.607
KRT33A	1.7545
OVOL1	1.94225
PAMCI	-2.2365
S100A7	0.2235
ZNF789	-1.9715
HARS2	0.08975
RPL23A	-0.782666666666667
TCF23	0.18975
UPF3B	-1.55925
C17orf78	-0.8365
HLA-DOB	-0.4515
C14orf142	1.132
TEKT5	0.351666666666667
DMWD	0.316
POLD1	-2.01483333333333
GSCL	0.273
CALD1	1.0247
SCRT1	0.5515
AIG1	0.062
UNC84B	0.77925
ZNF404	-0.43375
TMED6	-3.38825
KIAA1462	1.0425
LRRC27	1.4065
PYGO1	-0.297
PIGU	0.4175
ALAS2	-3.36433333333333
WRNIP1	0.647125
CNNM3	0.21
ZNF2	0.65375
ST3GAL5	-0.495833333333333
MRPL23	-0.58825
TSSK6	-0.2505
PSMA6	-0.76725
C16orf70	-0.365
KIAA1602	-0.053
ALMS1	-0.4975
DCN	3.468375
TMEM132D	-0.75175
SUCLG2	0.60325
ABHD14A	-0.20575
DEXI	0.6475
AMPD2	-0.366666666666667
IFNAR2	0.572
CYB5A	4.0928
TLOC1	0.35105
NXF5	-0.519
NRBF2	0.815625
KCTD3	0.948
ITGAE	-1.36566666666667
SLC30A3	-1.9635
ZRF1	-1.474
IFRD2	-0.14675
XAB1	-0.66775
PYCR2	-0.304666666666667
SERPINB3	-4.651
TMLHE	-0.431
GEFT	-1.210875
ABCA5	-2.378875
EMR4	0.268833333333333
TSFM	0.1765
HIST3H2BB	0.3245
ARHGEF19	0.7525
TSPAN17	0.618
ABCC8	0.6375
MAP1S	0.749666666666667
C22orf36	0.72075
BNC2	1.094
HIST1H4A	-0.74775
NDUFS3	-0.201666666666667
WDR3	-0.741666666666667
XKR4	-0.965
TTC33	-0.294142857142857
STMN2	4.67725
CPN2	-0.566666666666667
HSPC105	1.368875
PCOLCE2	-3.77
C3orf55	0.917
KLHDC9	1.1865
TBC1D23	0.4445
ATXN2L	-1.418
MAP2K3	1.04316666666667
SCAP	0.644
ZNF486	-0.551
C20orf96	0.063
NARS	-0.447
ADAMTSL1	0.354071428571429
PRCC	0.5385
CCDC126	0.370666666666667
ZNF675	-1.30225
CALCOCO1	0.37525
ANKRD43	0.6615
CWF19L2	-0.377166666666667
ZBTB32	0.205166666666667
BRAF	0.3375
ODF4	0.797
MGC14376	1.04583333333333
HORMAD1	-2.78483333333333
AAK1	0.361
PEBP1	0.194666666666667
TNFSF5IP1	-0.221666666666667
DKFZp564N2472	0.61275
RMND1	1.84775
IGKV1-5	-0.0045
COL1A2	4.15216666666667
SERPINA5	-3.431875
AANAT	0.8055
C19orf21	1.54683333333333
GEMIN5	-0.68
UBR4	0.323333333333333
LTBP3	1.3635
AMHR2	-1.95733333333333
PROCR	-0.82725
MYBBP1A	-0.516
C20orf39	3.77066666666667
ZNF697	-0.426625
PASK	-1.9138
ZNF776	0.422
RFXDC2	-0.93075
KIAA0467	0.258
C10orf96	-1.7165
ZNF503	0.377
GULP1	-0.258916666666667
KCNE4	0.963333333333333
DKFZp434K191	-1.644875
LOC196913	0.074
BHLHB4	1.39
CH25H	-0.78375
LOC81691	-2.007
ALPL	-0.755142857142857
COL12A1	3.762
FOLR3	-0.0113333333333333
GPR123	-0.00262499999999996
TRIM62	0.317857142857143
ABLIM1	0.135833333333333
MAST3	-0.5865
RHBDD1	0.434833333333333
LOC338809	0.0115
RYBP	0.48325
TTC26	-0.678125
ZNF22	0.222166666666667
ISCA2	-0.817
RDM1	-3.43125
PIGM	0.26525
GNB3	-1.071
ACTR2	-0.3743
HMGB1	0.3472
EDG1	1.98033333333333
SOAT2	-3.27075
OR10AD1	0.246
RAP1GDS1	-0.202083333333333
LCE1F	0.4775
ESM1	0.286125
RCN3	3.23525
CREBL1	-0.35225
DBNL	0.3685
PTGER3	0.919375
USP30	0.155333333333333
BCL2L12	-0.683833333333333
KIF26B	2.37225
ZNF416	0.80275
ZNF225	-0.429
C17orf70	0.318
ZNF554	0.57075
RAE1	-1.01783333333333
TNIK	-0.547333333333333
ACTN3	1.307
MGC45922	1.217
CCNA1	-0.620666666666667
RYK	0.840166666666667
IL26	0.1225
LRP3	0.974166666666667
QARS	0.58325
SOX7	0.162214285714286
BID	0.662
OR2S2	0.247
CXCL14	1.7835
C11orf47	-0.3265
MGC29891	0.224833333333333
HSPB8	0.2551
PRDM14	-1.2345
NUFIP2	-0.17675
MNAT1	-0.57875
ZDHHC2	-0.641166666666667
MBNL2	-1.1545
ADD3	-0.4445
CSNK2A1P	-0.0335
KLK6	-1.12266666666667
TMEM111	0.387
KIAA1279	0.24525
NUBP2	0.430666666666667
RAB42	0.312
ID3	-0.4837
TM9SF1	0.2435
MDP-1	-0.99925
POU4F2	0.22175
IQCK	-0.20275
C16orf14	-0.23275
CAPN3	-1.6875
FAM43B	-0.076
RECQL	-1.33475
AP1G1	0.00435714285714288
CTNNBL1	-0.378833333333333
ECHDC1	-1.84366666666667
SMARCC1	-0.0222
FOXQ1	-0.86275
GNAI3	0.497333333333333
POLG2	-2.60675
CD4	1.474875
ITLN1	-0.0695
EBI2	3.224
IRF1	1.1565
PTPRE	1.6574
PTK2B	1.66725
NXNL2	-0.2945
SOX4	1.07266666666667
TSPAN3	0.104166666666667
SH2D1A	-4.07
C8orf58	-0.3055
USP20	-0.58
DUSP22	-0.601583333333333
CALB1	-2.16
L3MBTL2	0.90025
MCRS1	-0.477
TMEM118	-1.66966666666667
C18orf8	0.594666666666667
FLJ10241	-0.0985
GJA12	0.818
PKD1	0.445666666666667
ZFP3	0.616
JAM3	-0.32325
LAPTM4A	1.064
DIRC2	-0.10875
KIAA2022	-0.7395
MYOM1	0.402833333333333
TRPM8	-2.206
MOP-1	1.2645
PHKG2	0.211125
ZNF650	-0.360125
KIAA1522	1.329125
PSG8	0.00933333333333333
DDX19B	-0.184
MOBKL1B	0.000500000000000004
DIAPH2	-0.42575
PTPN12	-0.16225
CLN8	-0.279
CRYZL1	-0.246
CRY2	1.4385
FCGR2B	5.83133333333333
PNPLA4	1.5495
ZNF454	0.076
DKFZp434B1231	-0.35525
CLDN11	0.0991
RFWD2	0.357833333333333
CIB2	-0.565833333333333
MXRA8	3.912875
HRK	0.588
MAML2	0.123
C4orf31	1.354
C6orf192	-0.94375
COG6	1.54075
FAM5B	-0.52925
NFATC1	1.4613
SEPT10	-0.18875
SCYL1	0.8226
RPP40	-1.59
SCOC	-0.1727
KIAA1450	1.10075
CTDSPL2	-0.21475
TBX5	2.49533333333333
NAPG	0.153875
RHD	-4.3335
C14orf45	0.2355
ZBTB22	1.057
PLCG1	-1.1365
ANKRD10	-0.39475
AQP7P2	-0.31175
TAGLN2	0.541166666666667
HTR2C	-1.19666666666667
SLC16A7	-1.4735
C17orf83	0.27775
TSGA14	-1.61933333333333
MDH1	-1.15875
PPP3R2	0.393333333333333
DCBLD2	-1.95928571428571
RBM33	-0.20225
DPH3	-1.54725
SYT10	-0.967666666666667
FMO4	0.555625
THYN1	-1.17625
DRD5	-2.091
OTOR	0.061625
PGRMC2	0.2039
KATNAL1	0.184
PAQR6	-2.87625
UBE2I	-0.61225
C14orf28	0.496
C8orf70	0.85475
FLYWCH1	-0.33975
ANGPTL3	-0.921666666666667
GLRX2	-0.276
ATP11A	0.00592857142857143
ARL5B	0.132125
MUC16	-1.971
SLC25A5	-0.873571428571429
ACRC	-1.16125
MYO1C	-0.00599999999999995
FAM89B	1.24616666666667
FAS	-0.31075
KIFAP3	0.7935
GLRA2	1.181
BTN3A2	-0.4178
CNKSR3	-2.13175
CSTF3	-1.06683333333333
ARPM1	0.86975
KIAA1530	-0.7535
C9orf150	0.448666666666667
PRKCI	-0.66225
tcag7.1015	-0.6765
SOD3	-0.21025
ZNF574	0.93575
CYP21A2	1.203
RPL12	1.029
COMMD2	-0.23325
WIZ	0.25475
LOC344405	-2.31075
ALDH4A1	-1.70605882352941
CRYAB	3.6105
COPA	0.8993
PCDHGA7	0.761
KIF11	-1.82733333333333
RASD2	0.803625
SLC26A3	-0.5895
ZNF175	-1.0425
JAKMIP2	-1.10025
C8orf4	-0.146666666666667
PTHLH	0.611
SLC40A1	4.24275
OR7D4	0.430833333333333
PCDHB17	-1.176
CD36	3.312
C6orf203	0.3019
PRKG2	-0.0175
LOC400566	-0.84225
ANAPC13	-0.068
SLCO3A1	-0.68
ZNF692	-1.683
FANCL	-2.442
SH3GLB1	0.5475
C12orf61	0.7735
KBTBD6	0.7345
SUPT5H	0.676375
XRCC6	-0.3403
HUS1B	-0.1455
FAM133B	-0.611857142857143
LOC728276	-1.349
KCTD18	0.66725
SOS2	0.577666666666667
CCDC99	-2.19
C1QTNF5	4.778
NNAT	0.323333333333333
USP16	0.17975
LARS	-1.55425
ZBTB2	0.423125
ABO	0.556666666666667
TRAF3	0.453
GALNT5	-0.9475
NAP5	-1.77025
ALG14	0.928833333333333
KIAA0515	0.0420384615384615
WDR75	-1.08533333333333
TEX261	0.0683333333333333
LY86	1.66425
LOC389072	-1.1255
FLJ13611	-0.37825
MRGPRX2	0.553
SNRPA	-0.923
OR2G2	0.99
GPRASP2	1.0825
C7orf42	0.2342
C9orf163	0.00850000000000001
CYP11B2	0.116
FCRL3	0.772
PRDX1	-0.3105
FGB	-2.38183333333333
COX17	-0.139333333333333
C16orf33	-1.405
PIWIL1	0.2395
FOLR1	-0.233833333333333
KIAA0082	-0.33675
FREQ	-0.153
TMCC2	-1.066
TCF12	-0.313333333333333
ZNF721	-0.745
FAM130A2	0.71225
POU4F1	0.87425
SNRPF	-2.082875
SGIP1	2.95883333333333
ZNF641	0.333833333333333
EMG1	-0.346625
PRRG4	1.6535
HIRA	-2.9365
MYNN	-0.255
AEBP2	-0.473583333333333
TBXA2R	0.672833333333334
ISL2	-1.59333333333333
PCDHB11	-0.3565
RNF144A	0.3865
MARCH5	0.01975
DULLARD	0.2735
DCLRE1B	-1.14783333333333
ITGA8	0.036
TP73	-0.1375
PRKCD	3.118
NDUFB4	-0.47975
ATP13A4	-0.08775
ANTXR2	0.0485
COL4A3	-0.393833333333333
MYO10	-1.1678
SLC6A18	0.9285
PEX1	-1.26125
TMEM74	-1.21766666666667
RBM19	0.3475
TAPBP	0.4555
RUNX1	1.591125
MID1	0.759
GPR64	-1.781
RASEF	3.6545
GABRG1	0.517375
MYO16	-1.11025
DBF4	-2.91983333333333
TSHZ2	2.457
RIPK2	0.09275
PPTC7	-0.740666666666667
KIF4B	-0.9865
LRRC31	0.636125
ZNF540	0.1825
EFNB3	0.167833333333333
LOH12CR1	0.140875
STON2	-0.00483333333333332
GLP1R	0.40175
CSTF2T	-0.446875
IREB2	-0.8155
GRSF1	-0.35125
PDCD7	-0.788666666666667
LRRC43	-0.53
CNR1	-0.577333333333333
IL1F7	-0.0945
C12orf64	-0.6405
FAM69B	-1.0495
NR2E1	-1.84483333333333
MS4A6A	2.0942
FTL	1.0867
C7orf36	-0.469
PCLO	-0.3445
DYRK2	2.10333333333333
ARIH2	-0.111375
SAMD7	0.413
SCNN1D	-0.7595
SLC32A1	-0.655875
C22orf25	0.154
MRPS18A	-0.3548
GPR112	0.06
EARS2	-0.5525
ERN2	0.4885
ATPBD3	0.662166666666667
PRH2	-0.6045
CDKN2D	0.0911666666666667
PGLYRP2	0.94775
TRIM40	0.2695
SEC14L3	0.0911666666666667
SLC22A1	-0.0605
BTN2A3	-0.09075
RASA4	-0.033
CCNL2	-0.881083333333334
MYBPC3	0.8025
GJA4	2.2795
CDC42SE1	0.314
TRPV2	-0.13
MYPN	-4.3676
SIM1	0.488
CDADC1	0.126
ZFHX4	1.906
NIBP	0.812833333333333
ADAMTS19	-2.601
ABTB2	-1.551
TSPYL2	1.46375
EIF2S3	0.0059
SOX30	0.20575
AP2A1	-0.183833333333333
DKFZP564O0523	-0.511166666666667
LOC285398	0.13675
CDH18	-5.3285
CHL1	0.49825
GATS	-0.9483
TBC1D2B	0.391666666666667
OR1J1	-0.169
GSN	1.24566666666667
DPCR1	0.058
GARNL4	-0.354833333333333
SMARCA5	-0.52725
PLEKHG3	0.433333333333333
ZBTB45	0.873
FRMD6	0.141
PLS1	1.14416666666667
DGKZ	0.457833333333333
EFNA1	2.0095
WDR85	-0.380625
ANK2	0.83375
PAGE4	-1.382
SENP6	0.241166666666667
AKR7A2	0.281833333333333
FKBP10	-0.51475
VEGFC	-0.947166666666667
LARP1	-0.3928125
SRBD1	0.1055
ITGB6	1.71725
SLC1A2	-0.328142857142857
INVS	-0.171333333333333
MPO	0.02475
MOBKL3	0.0172
CUTL2	-2.1165
KLK2	-0.000833333333333339
VIM	-0.53975
REG1B	0.136166666666667
PCDHGC4	0.663
C3orf34	-1.061
SUMO3	0.0885
CST9L	-0.71275
MLL4	0.04625
SPR	1.00183333333333
SAMD9L	0.42725
ABCE1	-0.641
SUPT3H	-0.956
ACTBL1	-1.33
ADAMTS4	1.181
SLIT3	4.063
RHEBL1	-1.67225
NPM2	-1.67775
MAN1C1	0.288125
KIAA1856	1.46158333333333
HSPA6	3.289
LOC388152	-0.235
C10orf140	-1.164
ZDHHC12	0.1625
LIN7A	-1.8765
PHC2	0.578916666666667
SPHK1	1.35725
TRIM26	0.4040625
FAM83E	0.6205
C18orf24	-1.61283333333333
ZNF578	-0.014
ORAI1	-0.69925
RUVBL1	-0.835083333333333
C7orf20	0.246166666666667
APAF1	-1.388
SLC36A4	-1.8755
MYH11	3.08966666666667
NEK1	-0.419
MPP2	-1.208
C12orf24	-2.85875
TNK2	0.872125
ZNF289	0.1795
MATN3	-0.656285714285714
IFNGR2	1.10283333333333
ITPR1	-0.745
EBF3	3.2921
TBC1D20	1.0003
OR10P1	0.57475
DDAH2	1.02975
SHPRH	-1.16125
STX7	0.5045
LOC554248	-1.505
BCAR1	0.75375
ATXN3	1.38616666666667
TRIM27	0.0565
CDC42EP2	0.6915
CHP	0.428714285714286
SOX17	1.5895
ZNF259	-0.452166666666667
CHCHD1	0.927125
ZDHHC19	0.184
GBP2	2.12
GARNL3	-0.47525
MRC2	1.18875
C1orf52	-0.12225
AOF2	-0.515
LRPPRC	-0.5635
ACVR1C	-1.89416666666667
TM4SF18	2.08733333333333
TMEM169	0.1245
PPP1R16A	1.4865
EBF1	0.417333333333333
RRS1	1.16133333333333
SNX2	0.2065
OR2T2	0.1425
RBX1	-0.672
ANKRD54	0.900166666666667
TSNAX	-0.0771666666666667
TMEM83	-1.622
ZBTB7A	1.12375
ATM	-1.99758333333333
LOC338328	1.68933333333333
TIE1	1.18066666666667
HIST1H3G	-0.705833333333333
PASD1	-4.13783333333333
TINAG	0.874666666666667
PCDHAC2	0.8135
LRRC15	2.418375
WBSCR17	-1.6385
TFF2	-0.3355
PARP2	-1.0025
NDFIP2	-0.292
PCDHGB2	-0.175
WDR60	-1.15375
MAP7D2	-1.4871
USP45	-1.82075
GSDML	-1.06625
TNS1	0.9268
PLCD4	-1.233
IQCD	0.352166666666667
SMPX	-2.5545
CD9	1.2855
SRGN	1.1875
CASP7	1.7005
INOC1	0.165166666666667
DKFZp451M2119	-1.026
VMAC	0.87
USP53	0.3314
CAMK1G	-0.63875
TMEM106A	-0.177333333333333
CDC20	-0.8921
ACSL5	0.208833333333333
CBWD5	-1.191375
C1orf87	-1.38383333333333
KIAA1274	1.0425
PRUNE2	0.419642857142857
LYPLA2	0.256166666666667
DOK6	0.210833333333333
GPR149	-0.052
FAM30A	0.261
TMEM129	-0.49275
SLC35B3	0.693
ACPP	-0.8167
LOC200261	-1.031
SLC4A7	0.4082
CCDC40	1.33775
GART	-1.384125
THOP1	-1.392
SCARB1	-0.859375
CACNA1F	-0.0215
TRIAP1	-0.632166666666667
SYT14L	1.049
SFRS8	-1.067
PBOV1	0.5155
GOLSYN	1.14975
GJB7	-2.1305
CAMK2N1	0.7095
GREM1	5.34333333333333
FLJ20433	0.81125
QPCT	-3.002125
PRKAG2	1.21533333333333
H2AFX	-1.208625
C6orf154	0.2885
PLOD3	-1.3005
ZBTB39	-0.217666666666667
WASF3	-0.3975
DRG1	-0.2495
PRR4	-0.905
SPCS1	-0.02
KDELR3	1.92233333333333
SRP19	-0.088
GABRA6	0.596
MFSD1	1.097
MMEL1	2.50225
PDXDC2	0.2448
BUB1	-3.282
RNF138	-0.786
MYLPF	-0.4815
AIF1	0.559333333333333
DYNLRB1	1.7507
HCN3	-1.14783333333333
HIST1H2AI	0.5745
MAP4K5	0.41425
LASP1	0.60575
LOC130951	0.5375
PLAA	0.88425
KRT6A	-2.784
C6orf117	-3.235375
ARHGAP23	0.1595
PTF1A	-0.305
GPHA2	-0.43275
LCE3B	0.36075
MCL1	0.505785714285714
EHBP1	-0.561416666666667
PRNP	-0.0290625
ZSCAN1	1.11325
C1orf113	-0.361666666666667
FOXA3	0.44875
NEB	-0.71475
ASGR1	-4.73833333333333
CTGF	2.102
RAB17	1.02266666666667
MST101	-0.606
JARID1B	0.8242
USP37	-0.6661
PTBP1	0.262
PTPN7	-0.547166666666667
CDC7	-2.93066666666667
SNX7	-0.267
ZNF335	0.126
CPT2	-0.04875
HEATR1	-0.852875
HSPC152	0.100875
C5orf40	0.5785
PSME1	-0.150666666666667
STAG3	-2.0635
TMEM154	0.0263333333333333
KLHL32	-0.407666666666667
TSGA10IP	-1.0625
SUV420H2	-0.734833333333333
SF1	-0.5465
2'-PDE	0.193875
PNLIPRP2	0.7015
TRSPAP1	0.295083333333333
NUP210	-0.404166666666667
ANP32C	-0.7475
RAB11B	0.374333333333333
ASB15	0.135
ITGB3BP	-2.3325
UBASH3A	-1.7185
YWHAB	-0.362
TPRX1	0.45175
LY6G5C	-0.428125
SLC7A2	0.679375
CLK1	-0.016
HSD3B7	0.4635
VDR	2.6475
C16orf74	-0.749
ACE	1.12775
PSMA2	-0.842
CCDC131	-0.62725
ZNF213	1.313
EML2	0.041
ALS2CR13	-0.320166666666667
GLYATL1	2.18125
DSPP	0.209
DHFRL1	-0.603875
C10orf30	-0.161333333333333
SH3RF2	-1.753
LOC197322	0.1805
DLL3	-1.7115
TIGD7	0.403
GFRA3	0.432
CPA1	-0.0206666666666667
RTN4	-0.953666666666667
PPT2	-2.47483333333333
FASLG	1.65808333333333
FOXP4	0.51825
RPL26	0.4791
GNL3L	-1.69983333333333
FMR1NB	-0.322
CD163	8.04375
SGPP2	0.3665
GIMAP2	-0.66525
CD37	1.35233333333333
DPT	4.80183333333333
NBLA00301	2.77475
RGS5	0.273916666666667
C9orf4	0.328
ACTL8	-2.53833333333333
PRKAR2B	-1.445
OPLAH	1.83616666666667
C20orf134	1.6195
SPACA5	0.09075
TBL1X	0.763666666666667
TSPYL3	0.2115
CHCHD3	-1.086
CRKRS	-0.2295
GPR65	5.0705
DFFA	-0.06275
FUT1	1.33675
C6orf204	-1.1135
TMEM51	1.14675
ZNF580	-0.393
CMTM2	-0.0525
C20orf200	-0.512
EZH1	-0.379666666666667
FDX1L	-0.501125
MRPL32	-0.26675
PCAF	-1.1131
ALOX15B	2.05866666666667
CD59	0.920083333333333
CDK9	0.2265
ERP29	-0.762833333333333
TTR	-5.485
BCMO1	0.2445
DDIT4	-0.6446
PTGDS	3.71225
C3orf63	-0.249333333333333
BST2	0.397375
CYP1A2	-0.667666666666667
C5orf25	-1.65775
STX1A	-0.967705882352941
OR2A12	0.515
SH3BP5L	0.444
SERINC5	0.716875
USP6	-1.0765
MRPL3	-0.114833333333333
POMP	1.1765
INPP4B	0.5845
GMPPB	2.95525
EAPP	0.21925
AHSA1	0.20075
ABCA11	-1.451
SLC5A6	-0.877916666666667
HIVEP2	1.61375
SUMO2	-0.698625
KIAA1822L	0.4175
C11orf67	0.8775
TXK	-1.1045
PHCA	-0.0698125
ICAM4	-2.29383333333333
FPGS	0.703666666666667
SNRPA1	-1.20325
KCNJ4	-0.4375
KIF6	-0.8356
HIST1H2BG	-0.1825
SLC5A5	0.526
ZNF354B	-0.336166666666667
IL12RB2	-0.2685
C11orf76	0.5445
GAL3ST2	0.3315
AIFM2	0.359375
SYNC1	-0.872625
UBL3	1.08175
PIK3CG	-1.259
NLN	-0.7132
BCORL1	-0.30425
CD5L	0.25575
ZNF238	2.823
KIAA1394	-0.32275
C16orf55	-0.6666
CYP3A7	-2.3765
KRTAP3-1	-2.6365
TFDP1	-0.986833333333333
MND1	-3.365
NODAL	-0.0188333333333334
GTPBP4	-0.46475
TUBGCP2	1.461
SLITRK5	-4.034
CIC	0.73375
CD79A	0.3245
SAMD14	1.36433333333333
TNPO3	-1.2115
OR10G3	0.1285
OR10G8	0.149
CCDC111	-1.285
HOXC9	1.88175
DCUN1D1	0.333083333333333
CYB5R1	1.204
TSR2	0.444
DAB2IP	0.9627
SLC6A5	0.3735
RAB3D	1.77575
DCUN1D4	-1.14933333333333
ERBB3	1.33116666666667
SDC1	2.65991666666667
ATP6V1H	0.7895
SYK	1.347
ST20	-0.60725
C13orf30	0.2345
WDR40A	0.5895
ADMR	0.4655
LOC388335	1.22425
ACSM1	-1.862
TDG	-0.869583333333333
FLJ11235	0.65625
MRPS5	-0.562166666666667
AGPAT2	1.27666666666667
SLC12A1	0.230375
CYP27A1	0.30375
THAP7	-0.46825
XPO1	-0.777416666666667
ALMS1L	-0.266333333333333
C1orf2	-0.310125
ZNF777	0.353833333333333
CAMK2A	0.422
SMC1B	-0.50725
IHPK2	0.225733333333333
LEMD1	-3.844
NKD2	0.1303
CLU	1.25992857142857
ARMETL1	-1.08
PABPC4	-0.293
CXCL12	3.40583333333333
TFAP2C	1.1793
TTTY8	0.395
ABCB10	-1.3458
ENDOD1	0.750666666666667
IDI1	-1.501
KCTD6	0.722
CCDC105	0.2125
ULBP2	-0.381166666666667
ZDHHC5	0.3775
WNT8A	0.4055
COMMD10	-0.18325
KLHL12	-0.44425
GPR50	0.43
NR5A2	-0.0295714285714286
OXGR1	0.05
EHD3	0.023
CAPRIN2	-1.027375
KLRC3	-4.31575
SF3B1	-0.566214285714286
IPO7	-0.54975
ALDH1A1	-1.49983333333333
ANKRD5	0.088625
TSNARE1	0.6645
DDEFL1	1.0675
RNASEL	1.276
DNAH9	-1.33725
HELLS	-2.62575
TNS4	-2.006
NAV1	0.325
