Hybridization REF	TCGA-E2-A15D-01A-11R-A115-07
PODXL	-1.0795
CCT6B	1.375
COMTD1	-0.618
MUC20	0.798
GPX2	-3.75675
ITK	-1.05975
FBXL5	1.50275
C13orf27	-2.2015
DEFA5	0.391
TRHDE	0.878
MTP18	-1.12283333333333
UQCRQ	-0.4641
ITGB2	1.36625
CSRP2BP	0.3835
TAS2R44	0.1175
PHPT1	0.3285
FAM44C	-0.4685
ERH	0.09
MPHOSPH1	-2.17283333333333
MORC1	-1.482
PARVB	-0.562
LAMA1	-2.67533333333333
PGBD3	-0.242
GIMAP6	3.968
AREG	3.0485
LIPT1	-0.5825
MGC99813	-0.625
C1orf201	0.722666666666667
GRIN2A	-0.564555555555556
MAN2C1	-0.258375
NSUN5	-0.156
SF3B5	-0.21625
MYC	-1.71025
NRXN1	-0.7045
ZNF18	1.04225
SPDYA	-0.614875
SLC37A1	1.008
DECR2	1.079
ANKRD38	0.62925
SPTLC3	-1.06258333333333
SUPT16H	-0.679375
DTWD2	0.0665
ULBP1	-0.993
ZADH1	0.0145
OIP5	-3.8105
IL10RB	0.0713333333333333
OTUB2	-0.0445
VWA3A	0.741166666666667
SPIC	0.1745
OR6C4	0.0405
PSCD4	1.31616666666667
DPY19L2P2	-1.17
TRAPPC6A	0.946333333333333
C21orf2	0.779166666666666
CEMP1	0.77
LIN7B	-0.0405
E2F7	-2.08233333333333
VCP	0.0684
LAMA3	-0.278666666666667
BGN	1.72675
GPR160	1.0295
COCH	-0.455333333333333
GPR81	2.18383333333333
APOBEC3F	-1.49275
tcag7.1017	-0.147
C1orf32	0.384
SCGB1D2	0.51625
FLJ43987	-0.91
C6orf170	1.07025
KLK9	0.1095
GPD1L	0.43125
VPS37B	0.14
ATG3	-0.635333333333333
ADAMTS17	0.2805
KLHDC2	-0.139
NDUFV2	-0.01775
BLK	-2.76875
MATN4	-1.5965
GPM6A	0.93875
GBP4	3.39983333333333
TMEM162	0.478
PKP2	-1.3
HRASLS	0.246666666666667
MMP1	-2.2165
SFXN3	-0.255
FSD1	-1.54383333333333
ST6GALNAC3	-2.118
CA12	1.8596
NCOA6	0.42875
C19orf58	-0.5287
PPP4R1	0.7785
MAN1A2	0.907333333333333
IKBKAP	-1.1065
UPF1	-0.0123333333333333
KIAA1219	0.169
WNT16	0.942166666666667
SNW1	-0.17825
IL18RAP	2.73
RPP30	-0.580125
CDC40	0.118928571428571
SETD3	0.156166666666667
SLAMF6	-0.196
ELK4	-0.3855
TRIM47	0.912666666666667
ACOX3	1.734
TRIM6	0.60425
KIAA0372	-0.424666666666667
TP53AP1	1.55275
SMURF2	-1.12875
ADAD1	0.28075
EBP	-1.9738
KRTAP13-2	-0.013
FLJ36874	-0.760166666666667
TOR1A	-0.5445
P2RY4	0.448
GPBP1	0.1095
TRPV1	0.534
ADAMTS12	0.460833333333333
PES1	0.0694
ATG4A	0.268666666666667
MAGEA10	-4.8055
WFS1	1.64925
CC2D1B	-0.212666666666667
PABPN1	-0.313625
SLC25A30	0.40175
SLCO1C1	1.37116666666667
SLC22A5	0.8545
KIF23	-3.34966666666667
SYN2	-0.518
ASPN	8.49383333333333
CENTG2	0.308
QSOX2	-2.0641
FLJ10815	-0.149666666666667
STK24	-0.0956875
SPEG	0.3498
STK10	0.0191666666666667
DACT2	-2.5885
AAAS	-0.58725
SSX3	-2.04885714285714
ABCD3	-0.4569
C4orf12	-0.094375
PARVG	0.947333333333333
FIG4	1.28225
C9orf46	1.26575
TMCO6	-0.312
IGHMBP2	-0.892
DUS2L	-0.614166666666667
FAM3C	-0.322625
TMEM16D	-2.241625
DCTN4	0.34875
KCNH3	0.468
EIF2AK2	0.18075
AP1S3	-0.393625
CST4	0.962
PAM	-0.0275625
NUTF2	-0.83325
CITED2	0.083
SLC39A4	0.4135
C2orf52	-2.1115
GRM3	-0.46875
C12orf49	0.23
CCDC49	-0.1113
GRAMD1B	-1.739
FNDC4	1.5515
SIAH2	0.98075
GDPD4	0.3575
C21orf87	0.24925
ATP5A1	0.252833333333333
C16orf63	-0.00237500000000001
LOC388135	-0.454333333333333
ATP5J2	-0.252875
MMP3	1.4485
EMID2	-0.086
CRHR1	0.203
WDR70	-0.78575
C13orf31	1.9865
ZFAND1	-0.483
CCL18	3.27583333333333
C3orf49	0.087
RINT1	-1.205
KIAA0408	-1.64133333333333
F13A1	4.5874
SLC10A1	0.308666666666667
OGN	3.74325
GIPC2	-0.853166666666667
XPO6	-0.312333333333333
LCE1A	0.5425
FMR1	-0.3028
LOC374920	0.00925
DUSP3	0.14625
ANKMY1	1.33475
C7orf50	0.3715
BBS9	-0.1889
UNC119B	-0.157125
C9orf72	-0.03825
MGC35440	-0.06175
ENTPD6	-0.268875
PPP1R2P9	0.108
ERCC4	0.457
FAHD2B	-0.091
HMHA1	0.089
HACL1	-0.69625
RAD23A	-0.9895
FAM83B	-1.64275
PPP5C	-0.200333333333333
RNASEH2C	-0.43075
C9orf153	-0.54425
SCAMP4	0.957875
GHITM	-0.1575
NDUFB7	0.078875
ADCYAP1	1.37266666666667
SP110	1.90333333333333
MAP3K7IP2	0.00925
DHH	0.1185
AGRN	0.764785714285714
WDR33	0.754833333333333
CEP290	0.006
PRPS1L1	-2.55383333333333
KLRA1	0.049
GPR97	0.0785
CHD7	-0.376333333333333
TLR10	1.304
SLC30A8	-1.7865
HIC1	1.254
IAPP	-0.458
RXFP4	-0.547
GP1BB	0.8795
SHQ1	0.008
NKX2-3	-0.0396666666666667
API5	-0.28475
FTHP1	0.2035
MOV10L1	0.4514
TRIM6-TRIM34	1.7965
ADHFE1	1.3315
FAM117A	-0.88725
DDI1	0.0788333333333334
CDON	-0.074
TRIM73	-1.302
IGKC	2.5285
MMP14	-0.6025
DYNC1LI1	-0.115625
C11orf66	1.7055
TRBV3-1	-1.0245
FASTKD5	-0.334
BIVM	-1.0965
LHX4	-1.0585
CXCL2	-0.2058
RAB2B	-0.371333333333333
IZUMO1	-0.838
MAP3K15	-2.462
FAM19A2	0.739333333333333
ZC3H8	-0.6355
ZMAT1	2.515125
SPINK5L3	-3.34025
SLC10A6	3.9405
APPL2	0.617625
CARD10	0.514
LOC402176	-1.043875
EEF1D	1.1483
RAB6A	-2.77555756156289e-18
C12orf5	-0.922125
PAPOLG	0.6565
MSRB2	1.22475
BCR	1.08238888888889
PUS3	-0.37675
TIAM2	0.5015
ZNF317	0.211666666666667
CHD2	-0.337928571428571
FZD5	-2.32772727272727
NUDT8	-2.13575
ZNF763	0.478
PRC1	-2.82166666666667
ABCB9	0.500166666666667
SPATA3	0.26075
TRAK2	0.000499999999999997
STAB1	2.57625
LRRTM2	0.00733333333333334
psiTPTE22	1.451
DBI	0.32475
SERPINA11	0.967
NAT5	-0.50675
C20orf58	-2.1605
RPS6KA4	0.239333333333333
FLJ90650	1.65125
TGFBRAP1	-0.0365
CHRDL2	1.6515
FAHD2A	-0.6955
CNTN1	0.795
BBS4	0.5509
TMEM181	-0.03775
MINPP1	-0.32
MPHOSPH6	-1.96608333333333
HOXC10	1.8654
ITPKB	1.0905
CLPTM1L	-0.804875
MEOX2	1.188
ATP6V0C	0.7685
PRPF8	-0.0598333333333333
TMC5	4.9165
FKBP3	-0.7875
PLEKHB2	-0.053375
OR4D6	0.1585
ZNF544	-0.9209
D2HGDH	0.340125
RPL18A	-0.5586
HEL308	-0.244875
MPP6	-3.46875
TCERG1	-1.3935
KRT16	-0.620166666666667
KLF17	-2.062
KLF5	0.24575
CDR1	3.258125
VCX3A	-4.332
FBLN2	1.955375
C14orf104	-0.3765
HBE1	-4.7434
OR4S2	-0.452
C1orf108	-0.985666666666667
ROBO4	3.633
CPEB4	0.587375
C11orf80	-0.821833333333334
BCKDHA	0.706666666666667
MYOC	1.73475
GIF	0.471
CKMT1A	1.16
RPL3	0.6966
THBS1	2.564625
APOO	-0.764
ARMCX1	1.65
HSZFP36	0.7265
SNAPC5	-0.20825
EIF4ENIF1	0.59475
ZNF433	0.80025
TNFRSF21	-1.265375
TMPRSS7	0.3835
SPATA18	2.5067
HPDL	-3.5615
MKL2	1.9975
TBX3	1.63546153846154
C21orf93	0.116666666666667
DAXX	0.45375
ELMO1	0.929
RGS13	1.545
TAF11	-0.563
UNC13A	-1.838875
LOC653314	-0.295
ORC3L	-0.51525
IMAA	-1.618
TARBP2	-0.5405
CABIN1	0.4396
TRIOBP	0.173625
HIST1H2AC	1.487875
RGS22	2.8075
NCOA1	1.26283333333333
IL25	2.9345
SNCG	-0.4445
GPR6	0.6525
AMDHD1	-1.4655
CHEK2	-1.188375
C6orf142	0.924
DRD4	0.81025
C14orf68	-1.48525
GDF11	-2.36275
SEMG2	-0.49
CD247	-0.488
CDAN1	-0.04975
RBMX2	-0.31
TGS1	-0.325
OIT3	3.1525
SYF2	0.17975
MCM4	-2.022125
PKHD1L1	-0.536571428571429
CEP192	-0.6005
IFT88	1.24825
RPL9	-0.330714285714286
RAB32	-0.222
DDX43	-1.91425
P2RX2	0.253666666666667
OR5D18	-0.6855
UBE1	-0.423333333333333
SLC24A1	1.362125
ARHGAP5	-0.12175
CETP	-0.766
KIAA1731	-0.730333333333333
SLC9A4	0.2425
PTPN6	0.9765
BAHD1	0.822
GRIK3	0.3
CACNB2	-0.8227
PDE10A	-0.4255
DGCR14	0.1185
PCDHB9	-0.682333333333333
RHOQ	0.267
MAP3K4	0.2405
KTI12	-0.344333333333333
RPL23AP13	-0.4615
GNG11	0.71425
CLCN3	0.996166666666667
GPAM	1.263125
VSTM2A	0.9455
SLAMF7	2.16966666666667
INTS2	-0.91225
PPP2CA	-0.1512
LRP12	-0.723866666666667
SEC14L2	0.567
DKFZP586H2123	1.674
MC3R	-0.3455
CIRH1A	-2.077
HIST1H2AB	0.316833333333333
POLH	-0.539875
MGC16703	-1.72933333333333
SNAPC2	0.7455
FILIP1L	1.29075
RASGRP4	-0.1755
LRRC1	2.20625
GAS1	0.572
PRAC	-0.485
DGKA	0.0566666666666667
NT5C3	-0.5275
PEG3	-3.04541666666667
NADK	-0.51475
PRR17	0.8785
LOC374569	1.58825
SGSH	0.407666666666667
NLRP8	0.6395
GALT	-0.8961
MCF2	-1.1265
ZNF263	1.326
TACSTD1	0.962333333333333
TYR	-6.3553
ATP6AP2	-0.55625
RNUXA	-0.3605
ABHD10	-0.0432
GDPD2	-0.9635
SLC35C1	0.353
UBE2A	-0.248375
HERC5	-1.77683333333333
FAM112B	-4.77066666666667
FBXL16	2.62825
DKFZP434A0131	-0.6155
ELA3A	-2.21
RBM41	-1.4635
HAO2	-0.142333333333333
RNH1	0.383
SHANK2	0.612333333333333
OSBP2	-1.029875
DAK	-0.1185
C3orf58	-0.0995833333333333
TCL1B	-0.3625
KBTBD2	-0.0595
SUGT1L1	0.08875
UBE2E2	0.0316666666666667
MYL9	2.4335
CDC23	-1.31116666666667
PBXIP1	1.9043
CXorf40B	0.1855
NBL1	1.92725
RTBDN	0.2155
RAB11FIP5	0.7065
TTTY13	-1.2305
SCOTIN	0.443916666666667
SOHLH1	-1.1425
CDKN1A	0.820142857142857
NCK1	-0.47475
ZNF550	-2.37725
SAPS3	-0.317583333333333
SPIN3	-0.226333333333333
MAGEE2	0.28
MIS12	-0.731333333333333
OR8H2	0.5925
KIAA0774	-1.00533333333333
UNC5D	-1.8805
CUL7	-0.124333333333333
LIPC	-3.11683333333333
DIO1	-0.27175
C20orf11	0.0528
CTRL	-0.41
HS3ST2	1.16125
PAK4	0.647666666666667
CCRL1	3.072
RNF10	0.392
ZNF567	0.09725
ZNF660	-1.058
TCEAL3	0.697
MAGOH	-0.782833333333333
CENPB	0.167666666666667
C19orf7	0.41475
LOC388965	-0.1985
ZCCHC13	2.006
JMJD1A	-0.8366
HIST1H4H	-0.1605
TBRG1	-0.4114
GPC3	-4.245875
TAF1C	-0.902
EBNA1BP2	-0.916666666666667
CIAPIN1	-0.912
PDGFRA	-0.4115
CSTB	-0.147125
CENPI	-3.3455
GTF2E2	-0.0541666666666667
RPP21	-0.538
CCNF	-1.3775
KCNQ3	0.985
FAM79A	1.0325
SLC22A12	0.1355
NOVA1	-0.232166666666667
FZD3	1.4247
AKAP8	-0.419
SOCS5	-0.0865
CFDP1	-1.2445
DLG5	1.18275
PGM5	0.684
C1orf144	-0.176
HDAC10	-1.021
RND2	0.59875
C20orf199	-1.3905
RNMT	-0.285375
SLURP1	-0.1195
ASTN1	-1.07242857142857
SH3BGR	1.43625
MYCL1	-0.454
ZHX1	-0.106666666666667
CENPK	-4.48025
FOSB	2.0706
LOC643406	-0.159375
C2orf59	-0.05225
TMEM135	0.1545
SLC27A2	0.40375
KRT33A	0.7655
OVOL1	1.3155
PAMCI	-2.822
S100A7	3.938
ZNF789	-0.8845
HARS2	0.24525
RPL23A	-0.606333333333333
TCF23	-0.031
UPF3B	-1.7545
C17orf78	0.1455
HLA-DOB	0.1075
C14orf142	-0.291
TEKT5	1.45833333333333
DMWD	0.6145
POLD1	-1.98566666666667
GSCL	-0.804
CALD1	0.1035
SCRT1	0.56
AIG1	0.305
UNC84B	0.80825
ZNF404	-2.0045
TMED6	-3.27975
KIAA1462	0.2815
LRRC27	1.84566666666667
PYGO1	-0.916
PIGU	-0.843833333333333
ALAS2	-3.8085
WRNIP1	0.151
CNNM3	0.4765
ZNF2	-0.084
ST3GAL5	0.0214166666666667
MRPL23	-0.1755
TSSK6	0.26675
PSMA6	-1.0645
C16orf70	-0.95775
KIAA1602	0.017
ALMS1	0.3785
DCN	2.59475
TMEM132D	-1.05766666666667
SUCLG2	0.61625
ABHD14A	0.10675
DEXI	0.731833333333333
AMPD2	-0.977833333333333
IFNAR2	-0.204666666666667
CYB5A	3.0219
TLOC1	0.32165
NXF5	-0.940666666666667
NRBF2	-0.021125
KCTD3	1.896
ITGAE	-0.972166666666667
SLC30A3	-1.85683333333333
ZRF1	-0.965
IFRD2	-0.765375
XAB1	-0.63
PYCR2	0.384666666666667
SERPINB3	-5.0185
TMLHE	-0.2711
GEFT	-0.33425
ABCA5	-0.79475
EMR4	-0.215
TSFM	-0.1205
HIST3H2BB	0.42125
ARHGEF19	1.40125
TSPAN17	-0.0928333333333333
ABCC8	4.42025
MAP1S	0.127333333333333
C22orf36	1.98375
BNC2	0.147357142857143
HIST1H4A	-1.30075
NDUFS3	-0.515
WDR3	-1.276
XKR4	-1.22375
TTC33	-0.604285714285714
STMN2	4.14475
CPN2	-0.903333333333333
HSPC105	0.624625
PCOLCE2	-0.43225
C3orf55	0.9085
KLHDC9	3.71916666666667
TBC1D23	-0.102625
ATXN2L	-0.519833333333333
MAP2K3	0.24025
SCAP	-0.10975
ZNF486	-0.539833333333333
C20orf96	0.161
NARS	0.33325
ADAMTSL1	-0.335428571428571
PRCC	1.2475
CCDC126	1.07316666666667
ZNF675	-0.438
CALCOCO1	1.12325
ANKRD43	1.99875
CWF19L2	0.319666666666667
ZBTB32	1.098
BRAF	0.30625
ODF4	0.27975
MGC14376	0.1455
HORMAD1	-2.883
AAK1	-0.385083333333333
PEBP1	0.4605
TNFSF5IP1	0.0125
DKFZp564N2472	0.17
RMND1	-0.843875
IGKV1-5	2.5175
COL1A2	2.99491666666667
SERPINA5	-0.540125
AANAT	0.347
C19orf21	1.7465
GEMIN5	-0.4425
UBR4	-0.523666666666667
LTBP3	1.51866666666667
AMHR2	-2.58833333333333
PROCR	-0.65325
MYBBP1A	-0.5715
C20orf39	2.07033333333333
ZNF697	-0.962625
PASK	-0.2715
ZNF776	0.1535
RFXDC2	-0.14925
KIAA0467	0.23825
C10orf96	-2.28475
ZNF503	-0.26175
GULP1	-1.48133333333333
KCNE4	2.25383333333333
DKFZp434K191	1.665875
LOC196913	0.1765
BHLHB4	1.055
CH25H	0.84775
LOC81691	-0.386833333333333
ALPL	-0.319642857142857
COL12A1	3.102
FOLR3	-2.831
GPR123	-0.295875
TRIM62	0.555214285714286
ABLIM1	0.866
MAST3	0.25525
RHBDD1	0.901166666666667
LOC338809	0.729
RYBP	0.51525
TTC26	0.20725
ZNF22	0.318
ISCA2	-0.24025
RDM1	-2.88875
PIGM	0.69775
GNB3	-1.3935
ACTR2	-0.4883
HMGB1	-0.1064
EDG1	3.22666666666667
SOAT2	-1.453
OR10AD1	0.248
RAP1GDS1	0.383166666666667
LCE1F	0.4005
ESM1	-1.708
RCN3	2.2715
CREBL1	-0.4555
DBNL	0.0211666666666667
PTGER3	3.4125
USP30	-0.140166666666667
BCL2L12	-1.16066666666667
KIF26B	2.334
ZNF416	-0.2445
ZNF225	-0.101
C17orf70	0.29625
ZNF554	0.744
RAE1	-1.14683333333333
TNIK	-0.387833333333333
ACTN3	0.356
MGC45922	0.6175
CCNA1	1.08466666666667
RYK	0.829166666666667
IL26	0.4505
LRP3	1.08916666666667
QARS	0.37625
SOX7	1.15085714285714
BID	-1.02075
OR2S2	-0.2305
CXCL14	5.00275
C11orf47	-0.1705
MGC29891	1.21966666666667
HSPB8	0.6485
PRDM14	-2.272
NUFIP2	-0.17375
MNAT1	-0.493125
ZDHHC2	-0.428583333333333
MBNL2	0.22325
ADD3	-0.826375
CSNK2A1P	-0.7315
KLK6	-2.7145
TMEM111	-0.0147
KIAA1279	0.7945
NUBP2	0.714
RAB42	-1.32525
ID3	-0.4442
TM9SF1	0.468
MDP-1	-0.3665
POU4F2	0.1375
IQCK	2.667
C16orf14	0.2465
CAPN3	-1.3575
FAM43B	0.800875
RECQL	-1.06975
AP1G1	-0.724071428571428
CTNNBL1	-0.771166666666667
ECHDC1	-0.589
SMARCC1	-0.3634
FOXQ1	-2.1745
GNAI3	0.0508333333333333
POLG2	-1.27625
CD4	1.170875
ITLN1	-1.6595
EBI2	2.717
IRF1	0.62025
PTPRE	1.6806
PTK2B	-0.2095
NXNL2	-1.272
SOX4	0.689666666666667
TSPAN3	0.909166666666667
SH2D1A	-2.82633333333333
C8orf58	-0.0531666666666667
USP20	-0.3145
DUSP22	-0.544333333333333
CALB1	-3.33616666666667
L3MBTL2	1.68066666666667
MCRS1	-0.333
TMEM118	-0.989166666666667
C18orf8	0.5505
FLJ10241	0.078875
GJA12	1.17925
PKD1	0.458666666666667
ZFP3	0.393
JAM3	-0.97275
LAPTM4A	0.8379
DIRC2	-0.2
KIAA2022	0.471
MYOM1	1.383
TRPM8	-3.911
MOP-1	0.5765
PHKG2	0.465
ZNF650	0.254875
KIAA1522	1.479375
PSG8	-1.58483333333333
DDX19B	-0.842
MOBKL1B	-0.8245
DIAPH2	-0.458916666666667
PTPN12	0.2185
CLN8	-0.1653
CRYZL1	-0.6015
CRY2	0.86425
FCGR2B	3.4715
PNPLA4	1.57925
ZNF454	1.0905
DKFZp434B1231	-0.18225
CLDN11	-0.0723
RFWD2	1.00083333333333
CIB2	-0.996333333333333
MXRA8	3.41
HRK	-0.593875
MAML2	-0.6665
C4orf31	-0.32275
C6orf192	0.00924999999999999
COG6	0.113
FAM5B	-0.755
NFATC1	1.5347
SEPT10	-0.6785
SCYL1	0.00609999999999999
RPP40	-1.5895
SCOC	-0.245
KIAA1450	0.3205
CTDSPL2	-0.4245
TBX5	2.5445
NAPG	0.012875
RHD	-5.84275
C14orf45	2.3495
ZBTB22	0.965
PLCG1	-1.2135
ANKRD10	-0.450375
AQP7P2	3.481
TAGLN2	0.8465
HTR2C	-1.1278
SLC16A7	1.02316666666667
C17orf83	-0.169333333333333
TSGA14	0.0865
MDH1	-0.8195
PPP3R2	0.474666666666667
DCBLD2	-1.68757142857143
RBM33	-0.89775
DPH3	-2.1975
SYT10	-1.7854
FMO4	3.000625
THYN1	-0.77425
DRD5	-2.021
OTOR	1.33325
PGRMC2	0.1014
KATNAL1	-0.125
PAQR6	-0.45925
UBE2I	0.2695
C14orf28	-0.093
C8orf70	0.47825
FLYWCH1	0.2785
ANGPTL3	-0.69125
GLRX2	-0.2855
ATP11A	-0.681714285714286
ARL5B	-0.7385
MUC16	-2.091
SLC25A5	-1.63328571428571
ACRC	-0.36825
MYO1C	0.673875
FAM89B	1.26166666666667
FAS	0.763375
KIFAP3	1.54075
GLRA2	0.3545
BTN3A2	-0.094
CNKSR3	1.73675
CSTF3	-0.982833333333333
ARPM1	0.61075
KIAA1530	-0.1275
C9orf150	2.0155
PRKCI	-0.31025
tcag7.1015	-1.26275
SOD3	1.248
ZNF574	0.414
CYP21A2	2.152
RPL12	0.28375
COMMD2	-1.3335
WIZ	0.39275
LOC344405	-1.5985
ALDH4A1	-0.541823529411765
CRYAB	2.489
COPA	0.729333333333333
PCDHGA7	0.266
KIF11	-2.65141666666667
RASD2	0.1105
SLC26A3	1.529
ZNF175	-1.4125
JAKMIP2	-2.745375
C8orf4	3.73216666666667
PTHLH	4.2185
SLC40A1	3.08558333333333
OR7D4	0.106333333333333
PCDHB17	-1.493
CD36	4.86785714285714
C6orf203	0.1014
PRKG2	0.802
LOC400566	2.74425
ANAPC13	0.27625
SLCO3A1	-0.3525
ZNF692	-0.1335
FANCL	-1.1735
SH3GLB1	0.53225
C12orf61	0.499
KBTBD6	0.5025
SUPT5H	0.1905
XRCC6	-0.4686
HUS1B	-1.2585
FAM133B	-0.155785714285714
LOC728276	1.479
KCTD18	0.99425
SOS2	0.9975
CCDC99	-2.30125
C1QTNF5	4.023
NNAT	3.40266666666667
USP16	0.22675
LARS	-0.61
ZBTB2	0.01275
ABO	0.0703333333333333
TRAF3	0.1915
GALNT5	-2.72
NAP5	0.74775
ALG14	0.3845
KIAA0515	0.0487307692307692
WDR75	-0.820833333333333
TEX261	-0.188166666666667
LY86	0.57025
LOC389072	-1.263
FLJ13611	-0.4425
MRGPRX2	0.2715
SNRPA	-1.101375
OR2G2	0.0025
GPRASP2	1.08625
C7orf42	0.8719
C9orf163	-0.5445
CYP11B2	-0.818
FCRL3	1.187
PRDX1	-0.96775
FGB	-6.326
COX17	-0.891833333333333
C16orf33	-0.03625
PIWIL1	-0.938166666666667
FOLR1	-3.21483333333333
KIAA0082	-0.94525
FREQ	-0.653166666666667
TMCC2	-1.263
TCF12	0.517916666666667
ZNF721	1.15625
FAM130A2	0.97975
POU4F1	-2.596
SNRPF	-1.59675
SGIP1	2.163
ZNF641	1.00433333333333
EMG1	-0.85875
PRRG4	0.861
HIRA	-3.282
MYNN	0.294333333333333
AEBP2	-0.744333333333334
TBXA2R	0.289666666666667
ISL2	-1.57366666666667
PCDHB11	-0.2445
RNF144A	-0.37775
MARCH5	0.146875
DULLARD	0.139666666666667
DCLRE1B	-0.235666666666667
ITGA8	0.4075
TP73	0.178375
PRKCD	1.0085
NDUFB4	-0.438
ATP13A4	0.260375
ANTXR2	-0.609
COL4A3	-0.987166666666667
MYO10	-1.9071
SLC6A18	-0.059
PEX1	0.42775
TMEM74	-1.7395
RBM19	-0.00575
TAPBP	0.7322
RUNX1	1.744125
MID1	-1.845
GPR64	-0.5935
RASEF	3.71825
GABRG1	0.0113333333333333
MYO16	0.31575
DBF4	-1.815
TSHZ2	3.1665
RIPK2	-0.48625
PPTC7	-0.457666666666667
KIF4B	-2.142
LRRC31	0.143875
ZNF540	1.485
EFNB3	-0.4945
LOH12CR1	-0.097625
STON2	-0.430333333333333
GLP1R	-0.124333333333333
CSTF2T	-1.549375
IREB2	-1.1605
GRSF1	-0.42025
PDCD7	-0.153166666666667
LRRC43	3.389
CNR1	0.735666666666667
IL1F7	-0.3335
C12orf64	-0.594
FAM69B	-0.6985
NR2E1	-2.51883333333333
MS4A6A	2.5836
FTL	-0.6639
C7orf36	-0.46275
PCLO	2.4134
DYRK2	0.444
ARIH2	-0.50775
SAMD7	0.628
SCNN1D	-0.195
SLC32A1	-1.112375
C22orf25	-0.214333333333333
MRPS18A	-0.2364
GPR112	-0.114
EARS2	0.5145
ERN2	0.202
ATPBD3	-0.161166666666667
PRH2	-0.46
CDKN2D	-0.600166666666667
PGLYRP2	1.997
TRIM40	-0.4685
SEC14L3	-0.923
SLC22A1	-0.415
BTN2A3	-0.34625
RASA4	1.17325
CCNL2	-0.644583333333333
MYBPC3	0.5715
GJA4	3.69125
CDC42SE1	1.137
TRPV2	-1.349
MYPN	-4.5806
SIM1	0.606
CDADC1	-0.0639166666666666
ZFHX4	1.79325
NIBP	1.21133333333333
ADAMTS19	-3.30725
ABTB2	-0.501
TSPYL2	-0.408
EIF2S3	-0.6444
SOX30	-0.13725
AP2A1	-0.339
DKFZP564O0523	0.31
LOC285398	-0.42775
CDH18	-5.92275
CHL1	2.660875
GATS	-0.3262
TBC1D2B	0.448
OR1J1	0.651
GSN	2.13666666666667
DPCR1	0.287
GARNL4	-0.478
SMARCA5	-0.61075
PLEKHG3	1.16633333333333
ZBTB45	1.471
FRMD6	0.737333333333333
PLS1	-0.1485
DGKZ	0.0291666666666667
EFNA1	2.0661
WDR85	-0.61575
ANK2	0.47825
PAGE4	-2.12466666666667
SENP6	1.10633333333333
AKR7A2	0.216333333333333
FKBP10	-1.0105
VEGFC	-0.975333333333333
LARP1	-0.4450625
SRBD1	-0.22175
ITGB6	4.54875
SLC1A2	1.35869230769231
INVS	-0.695
MPO	0.20275
MOBKL3	-0.3761
CUTL2	-2.412875
KLK2	0.07325
VIM	-0.10575
REG1B	0.087
PCDHGC4	0.28525
C3orf34	-0.154333333333333
SUMO3	-0.388166666666667
CST9L	-0.79975
MLL4	0.01225
SPR	2.17016666666667
SAMD9L	1.1715
ABCE1	-0.85375
SUPT3H	-1.20583333333333
ACTBL1	-0.687
ADAMTS4	1.82033333333333
SLIT3	2.891
RHEBL1	-1.14625
NPM2	-1.50325
MAN1C1	0.529
KIAA1856	1.11616666666667
HSPA6	0.959
LOC388152	-0.5625
C10orf140	1.83525
ZDHHC12	-0.3945
LIN7A	-1.7628
PHC2	0.204333333333333
SPHK1	-0.54075
TRIM26	0.585375
FAM83E	2.362
C18orf24	-2.621
ZNF578	0.544833333333333
ORAI1	0.2485
RUVBL1	-0.361166666666667
C7orf20	-0.0253333333333333
APAF1	-1.772
SLC36A4	-1.9375
MYH11	3.63383333333333
NEK1	0.4542
MPP2	0.27025
C12orf24	-2.84175
TNK2	0.6018125
ZNF289	0.15975
MATN3	1.26842857142857
IFNGR2	1.51666666666667
ITPR1	0.385125
EBF3	4.0278
TBC1D20	-0.189
OR10P1	0.31225
DDAH2	1.5365
SHPRH	-0.32
STX7	-0.3955
LOC554248	-1.84375
BCAR1	-0.046
ATXN3	0.00158333333333333
TRIM27	-0.592
CDC42EP2	0.5145
CHP	0.1665
SOX17	2.72225
ZNF259	-0.827166666666667
CHCHD1	0.14025
ZDHHC19	0.235
GBP2	2.2995
GARNL3	1.8245
MRC2	0.5005
C1orf52	-0.826
AOF2	-0.638
LRPPRC	-0.1869
ACVR1C	2.8515
TM4SF18	2.77966666666667
TMEM169	-0.117166666666667
PPP1R16A	1.281125
EBF1	2.765
RRS1	-0.3895
SNX2	-0.52375
OR2T2	0.5125
RBX1	-0.52525
ANKRD54	0.404333333333333
TSNAX	0.7795
TMEM83	-1.18825
ZBTB7A	1.00675
ATM	-0.502727272727273
LOC338328	2.62683333333333
TIE1	1.7555
HIST1H3G	0.0811666666666666
PASD1	-4.4295
TINAG	0.6285
PCDHAC2	0.368
LRRC15	1.773125
WBSCR17	-1.208
TFF2	0.1555
PARP2	-0.992
NDFIP2	-0.364375
PCDHGB2	-1.1655
WDR60	0.9365
MAP7D2	-1.9154
USP45	-1.315
GSDML	-0.40375
TNS1	0.3603
PLCD4	1.994
IQCD	1.67333333333333
SMPX	-3.60625
CD9	0.801333333333333
SRGN	-0.161375
CASP7	0.97525
INOC1	0.627833333333333
DKFZp451M2119	-1.026625
VMAC	1.8175
USP53	0.8597
CAMK1G	-0.316875
TMEM106A	0.3035
CDC20	-2.8467
ACSL5	0.785666666666667
CBWD5	1.213125
C1orf87	-0.9605
KIAA1274	0.96475
