Hybridization REF	TCGA-A8-A08A-01A-11R-A00Z-07
MST101	-0.23775
JARID1B	1.3689
USP37	0.3394
PTBP1	-0.493166666666667
PTPN7	-0.2685
CDC7	-2.29783333333333
SNX7	0.363
ZNF335	-0.22325
CPT2	1.08375
HEATR1	-0.329875
HSPC152	-0.30875
C5orf40	0.34525
PSME1	0.534333333333333
STAG3	-1.59825
TMEM154	0.571666666666667
KLHL32	-0.5272
TSGA10IP	-0.606
SUV420H2	-0.720833333333333
SF1	-0.2844
2'-PDE	0.4911875
PNLIPRP2	-0.082
TRSPAP1	-0.0864166666666667
NUP210	-0.730166666666667
ANP32C	-2.23733333333333
RAB11B	0.586333333333333
ASB15	-0.098
ITGB3BP	-2.17
UBASH3A	-0.957
YWHAB	0.200625
TPRX1	0.0365
LY6G5C	0.23325
SLC7A2	0.583375
CLK1	-0.6855
HSD3B7	1.30516666666667
VDR	3.542
C16orf74	1.766
ACE	0.329
PSMA2	-0.564333333333333
CCDC131	-0.70875
ZNF213	1.04083333333333
EML2	0.5275
ALS2CR13	0.275
GLYATL1	3.37925
DSPP	-0.547
DHFRL1	-0.6335
C10orf30	-3.036
SH3RF2	-0.0808333333333333
LOC197322	0.660666666666667
DLL3	-0.872875
TIGD7	-0.07275
GFRA3	0.18525
CPA1	-0.00600000000000002
RTN4	0.588
PPT2	-2.124
FASLG	2.00533333333333
FOXP4	0.04325
RPL26	0.0232
GNL3L	-1.49716666666667
FMR1NB	0.296333333333333
CD163	6.73875
SGPP2	3.6755
GIMAP2	1.143
CD37	1.38533333333333
DPT	2.90433333333333
NBLA00301	1.307
RGS5	0.986166666666667
C9orf4	0.5325
ACTL8	-2.36183333333333
PRKAR2B	1.6915
OPLAH	1.3945
C20orf134	1.7915
SPACA5	0.328
TBL1X	-0.335833333333333
TSPYL3	-0.1855
CHCHD3	-1.16125
CRKRS	-0.254333333333333
GPR65	6.28275
DFFA	-0.173125
FUT1	0.246
C6orf204	-1.24283333333333
TMEM51	-0.14475
ZNF580	0.54925
CMTM2	0.4465
C20orf200	-0.6525
EZH1	-0.063
FDX1L	-0.30425
MRPL32	-0.51875
PCAF	-1.1333
ALOX15B	0.965
CD59	1.018125
CDK9	0.2275
ERP29	0.0581666666666667
TTR	-5.81
BCMO1	0.465
DDIT4	-1.4966
PTGDS	0.675
C3orf63	-0.0181666666666667
BST2	1.095375
CYP1A2	-0.141333333333333
C5orf25	-1.484
STX1A	-1.16064705882353
OR2A12	0.05
SH3BP5L	1.002
SERINC5	0.62375
USP6	-0.8749
MRPL3	-0.513
POMP	0.3925
INPP4B	0.833125
GMPPB	0.84225
EAPP	0.39675
AHSA1	-0.6485
ABCA11	0.217
SLC5A6	0.363333333333333
HIVEP2	0.05075
SUMO2	-0.508875
KIAA1822L	2.79433333333333
C11orf67	0.847
TXK	-0.619
PHCA	1.004
ICAM4	-2.15716666666667
FPGS	0.61
SNRPA1	-1.60025
KCNJ4	-1.143
KIF6	0.2117
HIST1H2BG	0.147666666666667
SLC5A5	0.50975
ZNF354B	-0.967333333333333
IL12RB2	1.032
C11orf76	0.677333333333333
GAL3ST2	-0.181
AIFM2	-0.45
SYNC1	0.07175
UBL3	0.8405
PIK3CG	-0.7125
NLN	-0.7582
BCORL1	0.45825
CD5L	0.37325
ZNF238	4.008
KIAA1394	-0.56325
C16orf55	0.6587
CYP3A7	-3.06625
KRTAP3-1	-1.326
TFDP1	-0.6765
MND1	-4.58975
NODAL	-0.2465
GTPBP4	-1.25325
TUBGCP2	0.8765
SLITRK5	-3.667
CIC	0.8335
CD79A	0.0493333333333334
SAMD14	0.944333333333333
TNPO3	-0.345
OR10G3	1.325
OR10G8	1.0675
CCDC111	-0.627
HOXC9	-1.73475
DCUN1D1	-0.11875
CYB5R1	2.11525
TSR2	0.347
DAB2IP	0.3441
SLC6A5	0.1775
RAB3D	2.15625
DCUN1D4	-0.7255
ERBB3	1.47925
SDC1	1.95008333333333
ATP6V1H	-0.036
SYK	1.923
ST20	-1.31575
C13orf30	2.3095
WDR40A	0.196833333333333
ADMR	0.1425
LOC388335	2.43675
ACSM1	3.5765
TDG	-0.291666666666667
FLJ11235	0.30325
MRPS5	-0.988833333333333
AGPAT2	0.00950000000000001
SLC12A1	0.01875
CYP27A1	-0.241
THAP7	-0.64375
XPO1	-0.91625
ALMS1L	0.740333333333333
C1orf2	0.35675
ZNF777	-0.121833333333333
CAMK2A	-0.179
SMC1B	-0.138875
IHPK2	0.1886
LEMD1	-4.8805
NKD2	0.1735
CLU	1.58242857142857
ARMETL1	-0.5745
PABPC4	-0.934
CXCL12	2.20983333333333
TFAP2C	-0.3502
TTTY8	-1.7265
ABCB10	-0.3354
ENDOD1	-0.8335
IDI1	-1.3555
KCTD6	1.47033333333333
CCDC105	5.012
ULBP2	-1.97583333333333
ZDHHC5	0.25725
WNT8A	0.6345
COMMD10	0.194
KLHL12	0.13575
GPR50	0.19
NR5A2	-0.11
OXGR1	0.191333333333333
EHD3	0.12175
CAPRIN2	-1.0345
KLRC3	-4.6195
SF3B1	0.284928571428572
IPO7	-0.24175
ALDH1A1	-2.11766666666667
ANKRD5	1.371625
TSNARE1	0.253
DDEFL1	1.45
RNASEL	1.839
DNAH9	-1.1895
HELLS	-2.41025
TNS4	0.654
NAV1	0.3502
KIAA1409	-0.7465
C20orf26	3.2755
TUBG1	-1.1555
IRX2	2.7145
CNGA4	-0.4705
MGC50559	1.26166666666667
OR4K17	0.304333333333333
TM2D2	0.295833333333333
FAM32A	-0.157
TXNDC14	-0.15575
CCBL1	-1.2545
ANK1	-3.2133
PRSS23	-0.20525
PPM1L	-0.249
SPATA20	-0.22725
APCS	-0.2335
C14orf122	-0.4525
PSMB5	-0.04875
C6orf10	-0.150111111111111
SETDB2	0.229333333333333
SPNS3	-0.53275
SGMS2	-0.598166666666667
MXD3	-0.902333333333333
MON2	-0.0328
CARTPT	1.49975
HNF4A	-2.07266666666667
RABEP1	1.6386
TNFRSF10B	-0.716125
USH1G	0.1505
PPAP2B	-1.76716666666667
TMEM16K	-0.20625
CTDSP1	0.739333333333333
CDK5R1	-0.1165
GABRR1	-0.749
OPN1LW	0.0685
FAM98C	0.89075
DBN1	-0.320875
ACAD10	0.105333333333333
QTRTD1	-0.47325
WNK3	0.578333333333333
RPS19	-0.93
C1QB	3.783625
OTUD5	-0.334625
SLC41A2	1.33466666666667
TMEM22	-2.9765
KHSRP	-0.48325
TNFRSF11A	0.11
FBL	-1.036
IBTK	0.519833333333333
OXER1	-0.0435
CBLN4	0.844625
GPR172B	0.549666666666667
CFTR	-1.164
VSX1	0.9705
CAMK1D	0.28725
LOXL3	-2.1185
RTP4	0.519
SLFNL1	-0.11525
KIAA0828	0.245375
PAR5	-1.1105
LOC723972	-2.1325
GDI2	0.2345
CEBPA	1.3542
MLF2	-0.0186666666666667
AFMID	0.148
ALOX12B	-0.291
BPHL	0.652
COX5B	-0.252
S100A10	-0.3208
THOC6	0.58675
NHN1	1.04925
RRP12	-0.152333333333333
ARID3B	-2.05425
CD3G	-2.01933333333333
KIAA0133	0.000250000000000014
NAT11	-1.23483333333333
PPAT	-0.406166666666667
SIRT3	0.0095
TCERG1L	-1.53075
NIPA1	-0.6401
DPP8	0.0498
IL7R	-0.09
ZFP64	-0.234833333333333
DMAP1	-0.0519
TRMT12	0.33
TLR4	1.5661
WFIKKN2	-0.20875
RAB12	-0.6855
DDX51	-0.2525
KIAA1086	-2.9405
ZNF295	-0.7285
ACVR2B	-1.17707142857143
LOC494150	-0.913
ZNF517	-0.0565
DNASE1L2	-1.96366666666667
SUFU	0.585416666666667
LOC283677	-7.515
LMO3	-0.9585
PPP2R5D	-0.119
ZNF587	-0.1958
HIST4H4	-0.07275
CYP2C8	0.446666666666667
C1orf80	0.788166666666667
DOCK5	-1.10516666666667
C9orf24	0.83825
OR5AR1	-0.4935
C11orf24	-0.43075
UNQ1940	-0.07025
CAP2	1.87466666666667
TIMM44	-0.789
DSEL	-1.6013
ROM1	0.05175
FBXO4	0.282375
MYLC2PL	-1.2655
MLH3	0.7472
NOX1	0.647666666666667
DPEP2	1.92175
DNAJB5	-0.212
RLTPR	0.3275
MBIP	-0.588166666666667
COPB1	-0.730666666666667
SFTPA1B	-0.28
C10orf4	-0.1626
PRELID1	-0.401
NOLA1	-0.311
C19orf24	0.44075
TLR9	-1.8555
HLA-DMA	3.49808333333333
HCRP1	-0.3375
GPR137	0.531666666666667
ITGA11	0.177166666666667
PHF13	0.2035
MARK4	0.358
METTL4	-1.18725
MBD3	-0.079
LOC134145	-0.261125
FGF3	0.54
SLC35A3	1.175875
CLEC16A	0.54375
AMOTL1	-1.86391666666667
FLJ31438	-0.10175
PAICS	-1.589125
TOMM40L	0.7775
MMD	-0.87575
KLK10	-1.9146
NIT2	0.140666666666667
SERPINB10	0.193
KLF15	-0.7319
CCDC5	-0.83225
WSB2	0.588125
ME3	1.665625
CACYBP	-0.4875
TCTN2	1.326
JAK1	0.4025
C2orf25	-0.397
GPD2	1.43325
FBXL11	-0.0783333333333333
CDV3	-0.287416666666667
GALNT11	0.60975
NDUFA12L	-1.057
FLOT1	-0.218571428571429
TOR1AIP2	0.5735
MMP25	-0.53175
C1orf164	-0.2602
CHST5	-0.09325
LYRM4	-0.55365
GPER	-1.18925
HIPK2	1.21516666666667
DAP	0.4566
ZMIZ1	0.940333333333333
DDX58	1.779125
DCC1	-2.42925
AKT1	0.057375
ENPP6	0.127
ERVWE1	-0.1045
CDC34	-0.304
RNF125	-1.3365
CASC1	4.214
SHROOM2	-0.27325
RRM2B	0.299666666666667
COL6A3	2.0405
TMEFF1	-1.8465
PLEKHA4	-0.7688
LYSMD1	1.40816666666667
SEPT1	-0.385666666666667
AOF1	-0.63675
GNPAT	0.4645
WDR18	0.0695
HSD17B12	-0.0508333333333333
HIST1H2BM	0.0903333333333333
INDOL1	-1.3406
SUDS3	0.2475
C1orf192	0.5645
CYP2B6	-0.5635
TBC1D2	1.47816666666667
SLC25A12	1.14625
ERCC6L	-2.08683333333333
MGC10814	-0.965
POLR2C	-1.47683333333333
ZNF77	0.36
EIF3K	-0.2328
HPX	0.95375
ANKRD27	-0.9195
MALAT1	-0.1966875
PLB1	1.24633333333333
HRNBP3	-0.9335
CPSF4	-0.70425
OR52N2	0.2365
PIP5KL1	0.567
GH1	-0.598
HPS5	-0.541
SLFN5	0.338375
POP5	-0.401666666666667
OVOS2	-5.8188
C20orf108	0.119
MARS	-0.88425
CLRN3	2.62366666666667
ARSE	-0.772
PPIE	0.0306666666666667
PHACS	1.00683333333333
GP5	0.492
IL8RB	1.77233333333333
FCRLA	-2.125625
ARRDC1	0.5308
KRTAP9-4	0.351
ZNF613	0.8865
OR11A1	0.3135
TMEM132B	-2.01957142857143
PGLS	0.75125
BSND	-2.07866666666667
KCNK18	-3.456
FOXD4	0.309
SV2C	-1.81
LCN2	-0.675
ZNF490	0.7644
C3orf15	2.9855
CACNA2D4	-0.445166666666667
CBX5	-1.19125
MAGEB4	0.39425
BOLA1	1.34575
PPP2R5E	-0.3405
COL5A1	1.73666666666667
ASB7	-0.240166666666667
SFT2D1	-0.18375
DERL1	-0.1818
RABL2A	0.633666666666667
MOAP1	0.57975
KIAA1545	0.912333333333333
F3	-1.2365
PLEKHM2	-0.5025
CCDC89	0.2565
EFCAB1	-0.657428571428571
TMEM48	-0.56575
SEPHS2	0.68775
PYGM	-0.525333333333333
PRICKLE1	1.93975
WNT5B	-1.19
TAS2R38	-0.192
IMP5	0.68375
KHDRBS1	-0.0208
LARS2	-0.991333333333333
C3orf28	-0.64975
FTCD	-2.87175
C10orf68	1.82233333333333
DGAT2L3	0.33925
PSEN1	0.906166666666667
MGC33657	1.43333333333333
PLA2G4B	0.6735
CDKN2A	-1.44625
DLX1	-3.0045
TSHB	-0.197
C18orf37	-0.119
MEX3C	0.125875
MAMDC2	-1.54625
PDIA4	-0.784666666666667
ATP5E	0.06775
CASP2	-0.212428571428571
SERBP1	-0.217923076923077
ZNF341	0.474666666666667
TESC	-2.895
TMEM31	-0.489
OR51I2	0.43
YTHDC1	0.346
JUN	1.44283333333333
AGMAT	-3.19
PCNXL2	0.7285
ATAD5	-2.788
STK38	-0.5935
AZI1	-0.335375
RBP1	0.3395
C4orf26	-0.51125
KIAA1026	1.318125
TMEM101	1.90025
HSFX1	-0.003
TREX1	1.548
C18orf10	-0.1573
TRIM15	-3.62725
CA6	-0.446428571428571
CEP57	-2.152
AR	4.764
SESN2	0.246833333333333
KIF3C	-0.052375
EPB41L5	0.397875
ARHGEF10	-1.12931818181818
POLR3D	-0.672125
INDO	-0.875
GABRA3	0.2505
SCG5	-1.7214
E2F3	-0.5152
TIGD5	0.4025
FGD6	1.6015
KLHL3	0.415
SCGB3A2	-0.494
URP2	0.391666666666667
ATP6V1B1	-1.0965
CALML6	-0.5425
LOC100049076	1.436
TMF1	0.20125
LOC388503	-0.2965
CDH5	2.3905
RPS6KC1	0.941333333333333
DAAM1	0.5738
TNFRSF10D	-0.8775
GSTT1	-2.4114
INPP5A	0.092
TRAF3IP1	1.4191
SMARCE1	-0.306230769230769
VRK1	-2.33575
TTC16	1.62425
AARS	-1.16716666666667
ARHGAP27	0.392833333333333
ZAK	-0.200785714285714
ACSM2B	-2.35325
TRAP1	-0.3435
MRPL53	0.43875
RNF44	-0.51725
NPTXR	-0.3005
DPYSL3	0.628333333333333
APP	2.1498
GLS2	0.00316666666666666
MNX1	-3.137
CMTM7	-0.2595
OR10A7	0.111
NYD-SP21	4.2595
ORC5L	-0.142
SLC16A10	-1.6215
TMEM178	-0.382
LOC441601	-4.17675
PTGIS	0.7875
KBTBD7	1.3525
C19orf41	-0.35375
CEACAM3	0.441416666666667
KRT23	-0.49575
SERHL	2.8245
PNKD	-0.1825
UBC	0.2745
ATRN	-0.091125
HAPLN1	1.49875
RANGAP1	-0.5445
C10orf26	1.80066666666667
KCNA7	-1.25075
SRY	2.561
LOC376693	-0.6375
HIST1H2BF	0.18725
CDCA8	-2.50033333333333
MLC1	-2.6455
TNIP3	-1.07675
OR4D1	0.6915
IFT52	-0.4495
GOLT1A	1.82216666666667
UTP20	-0.311375
RP3-402G11.5	0.101
PRSS33	-1.1305
PMPCA	-0.17075
APOB48R	3.2405
GLTP	0.7215
MPL	0.59575
C9orf78	-0.1745
ADAM12	1.448375
CSPG4	-2.1555
LOC144305	-0.4585
KRTAP4-10	0.1484
PAK1	0.84
ADCY7	-0.5392
TAS2R43	-0.231
FRAS1	-3.28935714285714
PPP1R14A	-0.2455
OR2B6	-0.63525
ATP13A1	0.146666666666667
SIDT1	1.563
C1RL	1.24083333333333
PRKRA	0.0645
TLN1	0.4224
RP11-50D16.3	0.48775
MITF	-1.65475
GYS1	-0.096
LYG1	-2.30833333333333
NSMCE4A	-0.0583
DNAI1	0.21325
HOXD11	-1.742
FNBP1L	1.5359
DHX35	-0.751
LCE3E	0.681125
SLC33A1	-0.08875
DCLK3	-1.105
TRIM33	-0.545666666666667
TMCC3	0.758166666666667
FBXO42	-0.0268333333333333
C1orf27	0.9303
C17orf50	0.3685
RNF14	0.935916666666667
SLC4A8	-0.506125
RAB3IP	0.8444
COX6C	1.08178571428571
PCSK1	-4.226
SLC13A1	0.517142857142857
ARF6	0.476
KIAA1009	0.0415
HOXA13	-3.836
HMGN1	-0.55175
CXADR	-2.30516666666667
MGC14436	0.4185
UTF1	1.164
TSC22D1	0.4638
BZRAP1	0.996666666666667
PUF60	0.292833333333333
SHC1	0.464125
HOOK3	0.9124
LIMS2	0.202333333333333
BAHCC1	-1.7875
CLCC1	0.661666666666667
ENTPD3	5.46566666666667
SMO	-0.727
PIK3R5	0.387
CDC14A	-1.38583333333333
KRT1	-0.69925
ENOX2	0.332
FLJ22655	-2.76475
FPRL1	-0.328
INTS6	0.4393
ZCCHC5	0.7045
SMC3	-1.034
C6orf123	0.195666666666667
FLJ20160	2.1235
LOC653391	1.064
GSS	0.107
NT5M	-0.0385
SIX5	0.317
TAF5	-1.511
KCNA1	0.7404
ANLN	-3.321
MGC45491	-0.9668
SSTR2	4.119
LYPD4	1.66975
TH1L	-0.67075
CHRNA5	-1.6925
PNMA6A	-0.61675
FLJ16369	-0.6085
DLX2	1.7095
C6orf108	0.185916666666667
ALDH3A2	0.586166666666667
CLEC1B	1.20933333333333
LEPREL2	-0.69425
FOXJ1	0.0387
OR1D4	0.4255
PPIL4	-0.42875
MTRR	-1.26725
SLC27A3	-0.264666666666667
HTR7	-0.2895
MIB2	-0.375
BHMT	-1.7
A2ML1	0.2925
MSMB	3.785125
KIAA1383	2.35928571428571
TRUB2	0.224
PF4	0.232833333333333
IL1F5	0.72675
LRRC37B2	-0.3035
IPO4	0.36625
FIGF	-0.238
QDPR	2.5585
ZNF598	-0.532
BOP1	-0.415625
MAPK12	-2.0545
POLR1E	-0.602625
CEECAM1	0.000999999999999992
INSRR	0.362666666666667
SIPA1	1.01525
ULK4	0.603666666666667
BTN3A1	-0.2062
FABP5	-0.9072
KBTBD3	1.57933333333333
SORT1	0.054
YWHAQ	-0.287
LRIT1	-1.4195
KIAA1704	-0.6552
MEIS2	-2.2423
ENOSF1	-0.194666666666667
PCDH7	0.334571428571429
FZD9	-2.19266666666667
RPLP1	0.747333333333333
ZNF75A	-0.30175
P4HA3	3.170875
NKX6-1	0.05025
CTA-216E10.6	0.112166666666667
IFT140	1.43625
DENND1A	0.0735833333333334
ALCAM	1.4654
ABHD2	-0.362681818181818
QPRT	-1.92716666666667
TRAM1	0.378642857142857
ATP1B4	0.399285714285714
NUP37	-1.49125
SAA3P	-0.6195
SLC22A6	0.043
KIAA0265	0.0313750000000001
ZNF41	-0.4575
ADAM19	0.3236
ERAF	-0.3485
DEFB119	0.347333333333333
DNMT3B	-4.8
SNF1LK2	-0.7015
MGC24039	-0.3355
TAS2R48	-0.87
PNLDC1	-0.331
ADAMTS16	0.514125
TMEM92	-0.810166666666667
CCT8	-0.88725
POGZ	1.25608333333333
N-PAC	0.6395
GUCA1B	-1.65283333333333
ZZEF1	0.376166666666667
OR2C3	0.0285
ZNF334	-2.31816666666667
RANBP6	0.73475
LDHB	-3.34541666666667
BAMBI	-3.92625
RAB5B	0.865
FOXB1	1.28175
MRPS12	-0.205
MRGPRF	-0.117875
CRIPT	-0.308
CYP2D7P1	-0.263
RYR1	-0.17625
NDUFA2	0.386375
TRIP12	0.665916666666667
KCNE3	1.993
MOBKL2B	-0.6946
MIOX	0.05875
ACOT7	-1.265125
FGF6	0.191
RASSF5	-0.9713
ATAD3B	-1.58083333333333
IKZF3	0.2105
H3F3B	-0.125
C6orf91	0.0315
SEC11C	-0.32
TMEM14C	-0.46425
KIAA1632	-0.17675
SLC38A4	0.21875
FGFR3	-1.69433333333333
HES7	1.4465
HINT3	-0.539
ARIH1	-0.6665
FLJ35880	-1.839
C1orf129	0.87
POU6F1	-0.531625
RPL32	-0.2145
BBS1	1.56933333333333
RGPD5	0.2615
SULT1C2	-2.46975
KDELC1	-1.72625
PIP5K3	-1.63033333333333
CHI3L1	-0.0001
CSDA	-2.48025
VTCN1	4.1845
WDR62	-1.68875
TMEM170	-1.51775
KIF2A	-1.366
C6orf182	-1.29
ARL6IP6	-1.728
ZCCHC9	-1.1645
RARB	0.619
ZNF320	0.244285714285714
DHX15	-0.255875
PICALM	-0.171333333333333
CNOT6	0.30725
HIST1H1A	0.4875
ZNF702	-0.786
OR1E2	0.7245
HLF	-0.1073
LOC442582	-1.704
KIAA0494	1.672125
TCF4	1.1866
APOBEC3B	-1.7915
FAM54B	0.13475
MYH2	-2.5325
FXN	-0.0513333333333333
C12orf59	0.814
PAEP	-0.4985
SPG11	0.50575
VN1R4	0.28
KCNJ13	-0.6835
NOC3L	-0.58025
C5orf36	1.0775
CPAMD8	-1.81425
MLN	-0.5953
FLJ11184	-0.19375
TIAM1	0.407666666666667
OR10J3	0.32
OR52E2	-0.7445
PBX1	1.9282
UBL7	-0.245
PXMP2	0.1595
SYTL1	0.608
FAM126B	0.47825
ZNF711	-3.355125
GGA1	-0.173666666666667
VAMP4	0.845166666666667
BCAP29	0.3562
C20orf19	-1.084625
ZNF275	0.031625
NEK6	0.55275
SETD8	-0.59875
HEXIM1	1.02216666666667
SULT1A2	0.0775
KLHL9	1.42375
SLC39A12	-0.324
ARHGEF16	0.674333333333333
SCN1A	-1.57316666666667
HNRPH1	-1.43316666666667
C9orf103	1.263
ECE1	0.149666666666667
MED18	-3.11375
TEX13B	0.026
SNN	-0.6855
C6orf62	0.256
WNT3A	0.137
IL22RA2	0.2545
MGC21881	-0.1475
GABBR1	-0.168
YIPF6	0.295
PROX1	-2.77233333333333
PPP1R1B	2.95225
LANCL2	0.5844
SCN3A	-1.67733333333333
SSRP1	-0.843333333333333
ASXL2	0.282
RPE65	-3.238
SNAI1	-1.7055
EFNA2	0.215
CLDN9	0.243375
TP53I13	0.418375
LOC375748	0.6155
C9orf7	1.07025
C14orf178	-0.2045
GC	-0.731333333333333
IER3	0.4615
KCTD10	0.31525
FLJ45717	1.16375
ADC	1.50666666666667
LOC285908	-0.286666666666667
MLL3	-0.395
KIAA1787	-0.36725
MGC31957	-0.59475
MUC5B	0.433166666666667
ZNF193	0.18625
CSRP1	0.522875
MOSPD1	-0.851166666666667
C21orf49	0.503
RAD1	-1.03275
ANKRD34	-0.67425
NFRKB	-1.154
FANCA	-2.7925
VTI1A	0.254928571428571
PCBP3	-0.292333333333333
BFSP2	-1.09825
ZNF354C	-0.10025
FRMPD4	0.30325
IKBKG	-0.325833333333333
LOC441046	-0.5535
UNQ9438	0.455833333333333
TM4SF20	-0.8375
MAGEC1	-5.878
AMMECR1	-0.03925
GLDN	2.848
TTC30B	1.2735
SEC13	-0.5243
EGF	2.5375
HAGH	0.34
VSIG1	0.8335
NHLH2	0.374
NCAPD3	-1.7685
MGC16121	-3.058
HIATL2	-0.504
BRCC3	0.283833333333333
LCE2D	1.2235
TMEM79	2.189
GTF3C5	-0.68875
AKR1C4	-0.323
C3orf59	0.512375
RBM26	-0.327125
DUSP14	-0.7125
AP4M1	0.0406666666666667
RIMBP2	-0.1865
ABCC2	-4.835
DNAJC16	0.9675
TTC12	2.14033333333333
SNX13	0.172333333333333
C6orf168	0.3205
C1orf100	-1.68533333333333
CSPP1	-0.0935
LRRC56	1.23475
OR1J2	0.425
THY1	1.1012
KIT	-1.33683333333333
TBC1D8	1.7235
EPHA7	-0.873
SOLH	0.084875
SVIP	0.60175
ZNF294	-0.26025
HAND2	1.5725
CENTB2	0.566333333333333
MARVELD3	2.508375
CREB3	0.960166666666667
KRTAP1-5	-4.195
OR8K1	0.264
MED25	0.607333333333333
FDX1	-0.863833333333333
FAM19A1	-0.224833333333333
IL13RA1	0.6217
ZNF627	0.408333333333333
NHP2L1	-0.223
EIF2B2	-0.545625
ZNF593	0.3285
WIPI2	0.352416666666667
RANBP1	-1.54325
TAS2R7	-0.3825
LOC283514	-0.3585
CSNK2B	-0.6696
CFHR1	-0.283
DKFZP434O047	-0.00516666666666665
WBP11	-0.614
TEX2	0.7645
GALNT2	-0.242833333333333
FLJ33360	0.9525
WNT9A	-0.204
IL29	0.342
STK3	-0.268555555555556
REPS2	1.492875
FAM78A	-0.41825
MGC3207	0.4565
FCGR3A	7.14075
H2AFY2	0.81475
RNF150	-1.73175
CCNK	-0.397875
VEZT	0.801333333333333
FSHR	-0.1695
C1orf66	0.813666666666667
LCE2B	0.5445
CD200	-1.42325
ORMDL1	-0.309625
OR51S1	0.027
KRT83	-1.19325
COL19A1	0.12175
POL3S	-0.356
ZNF468	0.157
BAG3	0.6335
C1GALT1	-2.0615
CA5A	-4.1985
DKK4	0.1985
SGK2	-1.64
PIK3C2G	1.7365
USP11	-0.56175
IMPA2	-1.469
PRKDC	-0.775714285714286
MSR1	4.72975
PDCD6IP	0.00125000000000001
FAM122A	-0.147
ZNF740	0.16
ATXN2	-0.126666666666667
SLC17A4	-0.3642
RAXL1	-0.324666666666667
RS1	0.608
NET1	0.750333333333333
NPY1R	3.054
MVD	-1.00075
C11orf61	-1.601
CHDH	0.3835
GCNT2	-1.15942857142857
LGALS12	-0.36675
IK	-0.163666666666667
C7orf41	0.941277777777778
SURF4	-0.608833333333333
C1orf91	0.157
BCS1L	-0.817
C20orf141	0.3625
BCAS2	-0.77525
ACE2	-1.25225
ICT1	0.145
CD79B	0.1925
MRPS9	-0.42725
AADACL1	-0.4505
IRS2	-1.09075
LUZP2	-2.271
TMEM148	-0.1285
ZNF514	0.4945
ADCK2	1.0856
ZKSCAN1	0.655928571428571
FASTKD2	-0.24375
KCNMB3	-1.058
POFUT2	-1.0281
GNG2	-0.8118
OR6Y1	-0.3285
FAM26A	-1.697
CAND2	-2.18425
FLYWCH2	0.653875
BCL6	1.17775
MDH2	-0.142428571428571
DRP2	0.3675
TPD52L1	-1.493875
TXNL4A	-0.359625
OR3A1	-1.16833333333333
C22orf9	0.9685
RAB25	2.745
PCTK3	0.20975
POR	-0.572
ARPP-19	0.166083333333333
SREBF2	-0.18375
ZWINT	-1.44983333333333
TRUB1	0.687
ENPP2	-0.743833333333333
UXT	-0.4625
ALG11	-0.372
SMCR7	1.76175
SLC31A2	1.41425
USMG5	0.00825
ZNF780B	-0.2845
APEX1	-0.173625
THSD3	-2.1215
CEP68	0.9168
NY-SAR-48	-1.6145
ZIC3	-5.18966666666667
LPAL2	-0.098888888888889
MRPL11	-0.921
VPS53	-1.52216666666667
MPDU1	0.73025
UBL4B	0.00775000000000001
LASS3	0.90525
GAST	0.466333333333333
SPERT	0.1344
UBE2L3	0.189
MLSTD2	-1.14158333333333
ADRA1D	0.044
FZD10	-0.9315
ATP6V1E1	0.236625
SAR1A	0.3323125
MCTP2	-2.33783333333333
TMEM5	-0.3025
BIRC2	-1.748
TMEFF2	-3.03066666666667
NLGN3	-1.7454
LMX1A	0.2945
C19orf51	0.90225
LOH3CR2A	0.7815
SLC9A3R2	1.762
TIMP1	1.12733333333333
PFN4	-0.1335
UCK1	-0.49
TPST2	0.3765
AQP6	1.4415
OR1N2	0.022
KCNIP1	-0.1815
SFTPG	0.500833333333333
KIAA0087	0.214
UBXD3	3.4295
ABT1	-0.1435
RIPK5	0.485714285714286
SMG1	-0.4233
BTBD8	-1.4175
PIP5K1C	1.0469
POU2F2	0.863
C17orf57	0.0495
TSPAN14	0.1835
NUDT16	0.969166666666667
GPT	0.69725
PDK4	-1.8802
ELL3	1.45625
NNMT	1.2705
NUFIP1	-0.689
RHBDL1	1.4905
FILIP1	0.9685
C17orf56	-1.35225
C8orf73	0.3495
FLJ21438	1.128
TBC1D10A	0.606
ERGIC3	0.120333333333333
CREB3L4	3.20925
TARBP1	-0.02875
C1orf9	1.60175
COLEC12	0.00333333333333334
FBXO30	0.63225
TNFRSF25	-1.54075
UBE2T	-1.7595
SLC2A1	-1.9519
RPH3A	-0.375
LSAMP	-2.73775
CER1	-0.00950000000000002
ATP2A3	0.6493
SGK	-1.725
CCR7	1.452
ZIK1	-2.18075
RECQL5	-0.46775
HSD17B7P2	1.8695
MTERFD1	-1.0365
ANGPTL1	-0.8505
NLRX1	-0.048
FHOD3	0.8705
PSG7	-0.7345
ARHGEF5	1.743375
C14orf21	-0.109833333333333
FGD2	1.176625
OR5T2	0.23125
P2RY14	2.264
PPP1CA	-0.0231666666666667
ZNF33B	-0.14875
MOCS1	-0.4745
NAP1L1	-0.5773125
IGSF21	3.613
PTDSS1	-0.450076923076923
SLC38A6	-0.01425
GLCCI1	-0.289875
CCR4	0.8605
OLFM2	0.55375
COX6A1	0.452666666666667
B3GALT2	0.164166666666667
BEST3	-1.0324
CD14	4.547375
ABCC9	0.80725
SNAP29	0.514875
HMGCR	-0.661625
IFT74	0.841833333333333
CNTROB	-0.005
