Hybridization REF	TCGA-A8-A07E-01A-11R-A034-07
RHBDF1	0.4775
PCDH18	3.22266666666667
HMG1L1	0.2355
MYO5C	1.123125
MAPK10	1.4555
LDHAL6A	0.551833333333333
NUDT12	-0.510666666666667
NCAM1	-0.513875
GLIS2	0.5215
GGTL4	-0.4685
DAPP1	0.19325
ATF7	0.614125
KIAA0748	-0.24225
NFIL3	-0.84125
TM6SF1	0.6373
SEZ6	0.1305
NANOS3	0.574333333333333
DNAJA3	-0.750666666666667
CLDN6	-2.685
CIITA	2.8104
EPHA4	-0.29775
FANCC	1.108
CMTM3	0.91725
PSG3	-0.704428571428571
MRPL15	-0.366
C21orf59	-0.2215
PLCXD2	-0.35025
C2orf34	-0.0505
UBE2L6	1.045875
MED14	-0.0418333333333333
HP1BP3	-0.1051
C6orf208	0.0885
TPBG	1.541
OSR2	1.059
XPC	0.0781666666666667
KLHL7	-0.864
CCR3	-0.162
AGTPBP1	-0.444166666666667
PCSK6	0.1958
STAT5A	-1.0927
FAM18B	-0.15625
LONRF2	0.0428333333333333
PTPN2	-0.494375
SF3A3	-0.624166666666667
EFCBP2	-0.5045
HCFC1	-0.190833333333333
AHNAK	0.55875
ACTR5	-0.0315
KIF14	-1.757
TENC1	1.49575
HEATR5B	0.962
YIPF2	0.4035
MYEOV2	0.442
DUSP18	0.92925
KIAA1012	0.2555
AHR	0.366666666666667
C17orf53	-1.68366666666667
PTPRH	-4.20625
ATP6V1C1	-0.5168
TAS2R3	0.1425
LOC440356	-1.957
COQ10B	0.55125
PSMF1	0.282583333333333
SORBS2	1.46108333333333
NFE2L2	0.24975
TMCO7	-0.3485
SH3PXD2A	1.0483
SH2D2A	-0.95475
SPINK5	-3.3795
MRPS24	-0.977
OPA3	0.28775
TRAF7	-0.160833333333333
C4orf35	0.348833333333333
MT1G	-0.338625
MGC39545	-0.341
HS1BP3	0.2545
OR2B2	0.5315
CHRM4	0.3805
SFRP2	3.82991666666667
RIC3	-0.493
ART1	0.1665
C6orf1	0.528
DUS4L	-1.585
C10orf104	0.39125
TNFAIP6	3.4375
RTEL1	-0.879
CCT4	-0.4283
ZNF709	-0.09875
CHMP6	0.473166666666667
UPP2	1.10525
CYP19A1	1.125625
CD151	-0.598333333333333
NDUFA13	0.0566666666666667
ARFRP1	-0.6775
FAM26B	2.67925
CRYBA1	-2.3185
MRPL41	0.297833333333333
NPFFR2	1.305375
HRH2	0.2605
SCAMP3	0.113166666666667
MTMR6	0.8628
MTG1	-1.07883333333333
UBTD1	1.431
CRABP1	-3.09
FLJ33790	0.0367
KIAA1908	-0.680166666666667
GPR158	-2.5145
PACSIN3	-0.4475
OMD	4.112
CATSPER1	-0.2775
HOXB8	-0.326
FBXO46	0.43
OAS1	0.883166666666667
SVIL	0.232
PHB2	-0.47375
ADCY3	0.3715
NDRG2	1.14516666666667
ERMAP	0.4015
APBA2	-1.893
IGSF9	2.76675
WNT6	-0.286071428571428
MYCBPAP	-0.90075
ATP2B2	-0.0939
CPVL	0.1505
TRAM2	-0.52375
NOP5/NOP58	-0.64475
ZNRF4	0.09575
TLK1	0.2015
MTMR12	0.4575
ZNF384	-0.2845
FAM9B	-2.96566666666667
RPN1	0.7838
PMVK	0.36575
EIF3D	-0.1012
SIX2	1.67625
HPS1	0.298428571428571
RNF7	0.60775
PSKH2	0.158
KCTD13	-0.571
CSMD3	-0.776
FBF1	-0.942
IL8	-4.217
SERPINB13	0.281181818181818
FBXL20	-0.65475
BLR1	0.106
SH2B1	-0.875833333333333
RFNG	-0.38025
RAB20	0.872666666666667
RBM7	-0.008
POLR1A	-0.466666666666667
TMPRSS4	-3.02425
TAF9	-0.70275
TERF2	-0.538333333333333
TNFRSF1A	1.09858333333333
ACADVL	-0.841333333333333
GTF2H5	0.34175
EDG8	1.13683333333333
C9orf140	-0.443375
UST6	0.0975
ZBTB8OS	-0.5835
ZNF710	0.762
GPR174	-0.9335
ATP6V0A2	-0.41025
KIAA0319L	-0.220583333333333
XKRX	0.1915
DOPEY2	1.7784
SDHD	-0.552833333333333
SUMF1	1.18575
OSM	1.9305
OPN3	-0.60525
DAGLB	-0.331666666666667
PPFIBP1	0.4055
TRIM63	-1.0285
C10orf53	0.141
LYPD3	0.387833333333333
BCL7A	-0.00525
AGER	-1.27816666666667
TCF19	-0.276
SAT2	-0.38525
PFTK1	1.08483333333333
GABRE	-2.6505
C15orf38	1.2755
FIS1	0.2835
KCNV2	0.0635
CLPS	0.16425
PPCDC	-0.786
FOXN2	0.578833333333333
NT5E	-1.8569
CD83	0.534
IL18	-0.4705
VPS16	0.4535
IGFBP2	-0.710333333333333
NOTCH2	0.846
SIGLEC1	3.024625
CD93	6.251
SULF2	0.34875
CEP164	-0.555625
P53AIP1	0.367166666666667
TOR2A	-0.174
ZNF136	0.519
MGP	2.8639
CCDC144A	-0.416
TRPC1	-0.128333333333333
SMS	-0.434166666666667
MAPK7	-0.202333333333333
RRAGC	1.09875
PARD6A	-0.253333333333333
NUB1	0.383333333333333
SYNGR4	0.307
OR11H12	-0.147
WIF1	0.046
GCH1	0.40675
OR11H4	-0.1585
SLC44A5	1.6955
GPRIN2	2.61733333333333
LOC401431	-0.425
CPA4	-2.9099
MELK	-1.00711111111111
IL15RA	1.10025
CUL3	0.558875
HMBOX1	0.799
PODXL	-1.091
CCT6B	0.911333333333333
COMTD1	-0.19775
MUC20	3.21566666666667
GPX2	-2.435
ITK	-0.23525
FBXL5	1.54025
C13orf27	-1.29225
DEFA5	0.8295
TRHDE	0.3685
MTP18	-0.8885
UQCRQ	0.5473
ITGB2	1.80416666666667
CSRP2BP	-0.0245
TAS2R44	0.266
PHPT1	-0.010375
FAM44C	-0.28825
ERH	0.234
MPHOSPH1	-1.70966666666667
MORC1	-0.993
PARVB	-1.04125
LAMA1	-2.04416666666667
PGBD3	0.2875
GIMAP6	4.521
AREG	-1.0165
LIPT1	-0.2265
MGC99813	-1.633
C1orf201	0.0223333333333333
GRIN2A	-0.7093
MAN2C1	-1.316375
NSUN5	-0.99675
SF3B5	0.267
MYC	-1.62525
NRXN1	0.0668333333333333
ZNF18	0.001
SPDYA	-0.168
SLC37A1	1.5005
DECR2	-0.358
ANKRD38	0.634571428571429
SPTLC3	-0.934333333333333
SUPT16H	-0.296375
DTWD2	1.35375
ULBP1	0.013
ZADH1	-1.4845
OIP5	-1.4485
IL10RB	0.009
OTUB2	0.35675
VWA3A	0.301333333333333
SPIC	0.1378
OR6C4	0.329
PSCD4	1.60416666666667
DPY19L2P2	-0.048
TRAPPC6A	-0.239666666666667
C21orf2	-0.893333333333333
CEMP1	-0.596
LIN7B	-0.6015
E2F7	-1.314
VCP	0.36775
LAMA3	0.551916666666667
BGN	2.1015
GPR160	2.01033333333333
COCH	-4.50883333333333
GPR81	1.3345
APOBEC3F	-1.60975
tcag7.1017	-0.90625
C1orf32	0.099
SCGB1D2	5.293
FLJ43987	-0.1345
C6orf170	-0.1265
KLK9	0.503
GPD1L	1.40525
VPS37B	0.906
ATG3	-0.101666666666667
ADAMTS17	0.245
KLHDC2	-0.24
NDUFV2	-0.353
BLK	-2.44475
MATN4	-0.4515
GPM6A	0.464375
GBP4	3.47633333333333
TMEM162	-0.0933333333333333
PKP2	-0.404
HRASLS	-3.23522222222222
MMP1	-0.6905
SFXN3	0.1073
FSD1	-1.58
ST6GALNAC3	-0.930166666666667
CA12	1.6819
NCOA6	0.1975
C19orf58	-0.3167
PPP4R1	0.266333333333333
MAN1A2	0.524166666666667
IKBKAP	-0.9105
UPF1	0.172666666666667
KIAA1219	0.47475
WNT16	0.327
SNW1	-0.1715
IL18RAP	3.418
RPP30	-0.5255
CDC40	-0.00164285714285713
SETD3	0.0805
SLAMF6	0.43975
ELK4	-0.3395
TRIM47	0.713333333333333
ACOX3	1.372125
TRIM6	-0.949125
KIAA0372	-0.326166666666667
TP53AP1	0.517875
SMURF2	-0.37775
ADAD1	-0.05175
EBP	-1.1006
KRTAP13-2	-0.342
FLJ36874	-1.04383333333333
TOR1A	0.256833333333333
P2RY4	0.5445
GPBP1	0.202
TRPV1	-0.936375
ADAMTS12	1.404
PES1	-0.735
ATG4A	0.825333333333333
MAGEA10	-4.95075
WFS1	1.255
CC2D1B	-0.390333333333333
PABPN1	-0.295125
SLC25A30	0.48675
SLCO1C1	0.798666666666667
SLC22A5	0.51775
KIF23	-1.398
SYN2	-0.289666666666667
ASPN	8.06883333333333
CENTG2	0.685
QSOX2	-1.5487
FLJ10815	0.0415
STK24	0.1111875
SPEG	0.1594
STK10	0.454166666666667
DACT2	0.8175
AAAS	-0.59675
SSX3	-2.130875
ABCD3	0.6029
C4orf12	-0.04875
PARVG	0.9165
FIG4	1.55475
C9orf46	0.38375
TMCO6	-1.126
IGHMBP2	-0.69525
DUS2L	-1.18616666666667
FAM3C	0.145125
TMEM16D	-2.166
DCTN4	0.4515
KCNH3	-0.1855
EIF2AK2	0.75725
AP1S3	0.133125
CST4	-0.017
PAM	1.0044375
NUTF2	-0.40325
CITED2	-0.1619
SLC39A4	0.05625
C2orf52	-1.419
GRM3	0.5335
C12orf49	1.1005
CCDC49	-0.5445
GRAMD1B	-1.4005
FNDC4	1.25475
SIAH2	0.451
GDPD4	0.3055
C21orf87	0.251125
ATP5A1	-0.0365
C16orf63	-0.695875
LOC388135	0.7035
ATP5J2	-0.526875
MMP3	1.02025
EMID2	-0.44625
CRHR1	0.42575
WDR70	-0.342
C13orf31	1.836
ZFAND1	0.9745
CCL18	3.92666666666667
C3orf49	0.358
RINT1	-0.0685
KIAA0408	-2.3515
F13A1	5.3657
SLC10A1	2.17933333333333
OGN	3.47425
GIPC2	-0.0973333333333333
XPO6	-0.535333333333333
LCE1A	0.9365
FMR1	0.0835
LOC374920	-0.52675
DUSP3	0.337375
ANKMY1	0.08
C7orf50	-0.17725
BBS9	0.0315
UNC119B	0.024125
C9orf72	-0.241875
MGC35440	0.175
ENTPD6	0.013
PPP1R2P9	-0.0636666666666668
ERCC4	0.347
FAHD2B	-1.0905
HMHA1	0.001
HACL1	-0.41225
RAD23A	-0.536666666666667
FAM83B	0.44975
PPP5C	-1.0175
RNASEH2C	-0.365875
C9orf153	-0.17725
SCAMP4	0.371625
GHITM	0.8771
NDUFB7	0.324875
ADCYAP1	1.53083333333333
SP110	1.7845
MAP3K7IP2	0.19625
DHH	-0.297
AGRN	0.571571428571429
WDR33	1.764
CEP290	-0.1145
PRPS1L1	-1.5585
KLRA1	0.3155
GPR97	-0.188
CHD7	-0.151916666666667
TLR10	1.236
SLC30A8	0.979
HIC1	2.013
IAPP	0.476
RXFP4	0.3415
GP1BB	0.58125
SHQ1	0.0285
NKX2-3	0.286666666666667
API5	0.1245
FTHP1	0.441
MOV10L1	0.1132
TRIM6-TRIM34	2.293
ADHFE1	-0.81025
FAM117A	-1.03
DDI1	0.1595
CDON	0.393666666666667
TRIM73	-2.135
IGKC	0.9005
MMP14	0.65425
DYNC1LI1	0.1435
C11orf66	-0.166
TRBV3-1	-1.18225
FASTKD5	0.156
BIVM	-1.44725
LHX4	-0.2585
CXCL2	-1.4087
RAB2B	-0.1345
IZUMO1	-0.3265
MAP3K15	-1.926375
FAM19A2	0.507833333333333
ZC3H8	-0.774833333333333
ZMAT1	1.277
SPINK5L3	-2.41425
SLC10A6	0.408
APPL2	0.317
CARD10	-0.584833333333333
LOC402176	-0.423
EEF1D	0.9819
RAB6A	0.5962
C12orf5	-0.03575
PAPOLG	0.0225
MSRB2	-0.07125
BCR	0.670111111111111
PUS3	-0.3265
TIAM2	0.112
ZNF317	-0.0166666666666667
CHD2	-0.0852857142857143
FZD5	-1.14109090909091
NUDT8	1.4225
ZNF763	-0.06
PRC1	-0.841333333333333
ABCB9	0.395
SPATA3	0.06
TRAK2	0.93825
STAB1	3.334625
LRRTM2	0.338166666666667
psiTPTE22	0.6335
DBI	1.1035
SERPINA11	-1.09
NAT5	-0.20775
C20orf58	-2.27925
RPS6KA4	0.927333333333333
FLJ90650	1.09575
TGFBRAP1	0.306
CHRDL2	1.436125
FAHD2A	-1.27716666666667
CNTN1	0.65975
BBS4	-0.6399
TMEM181	0.69425
MINPP1	0.522
MPHOSPH6	-0.80825
HOXC10	1.7708
ITPKB	0.350875
CLPTM1L	-0.126
MEOX2	1.76733333333333
ATP6V0C	0.157
PRPF8	-0.354166666666667
TMC5	2.9995
FKBP3	-0.25825
PLEKHB2	0.442
OR4D6	0.0275
ZNF544	-0.3284
D2HGDH	-0.802875
RPL18A	-0.3018
HEL308	-0.77325
MPP6	-3.44075
TCERG1	-1.2135
KRT16	0.750666666666667
KLF17	-0.883
KLF5	1.172
CDR1	3.2725
VCX3A	-4.3195
FBLN2	2.90025
C14orf104	-0.538
HBE1	-5.047
OR4S2	-0.6035
C1orf108	-0.277
ROBO4	4.099
CPEB4	0.01975
C11orf80	0.111666666666667
BCKDHA	0.314666666666667
MYOC	2.1345
GIF	-0.27
CKMT1A	0.778
RPL3	0.0868
THBS1	2.85925
APOO	-0.78275
ARMCX1	1.62975
HSZFP36	0.89575
SNAPC5	-0.66525
EIF4ENIF1	0.368
ZNF433	-0.10525
TNFRSF21	-0.90325
TMPRSS7	-0.517
SPATA18	0.9311
HPDL	-3.05
MKL2	1.3941
TBX3	0.834230769230769
C21orf93	0.172333333333333
DAXX	0.112
ELMO1	0.492375
RGS13	3.13933333333333
TAF11	-0.42075
UNC13A	-1.89675
LOC653314	-0.7112
ORC3L	-0.608
IMAA	-3.065
TARBP2	-0.57525
CABIN1	-0.4233
TRIOBP	0.2195625
HIST1H2AC	-0.82175
RGS22	-1.01316666666667
NCOA1	1.55266666666667
IL25	0.573
SNCG	0.638
GPR6	0.217
AMDHD1	-1.92416666666667
CHEK2	-1.272
C6orf142	0.62825
DRD4	0.41125
C14orf68	-0.99925
GDF11	-0.93725
SEMG2	-0.3375
CD247	-0.039
CDAN1	-0.66325
RBMX2	0.146166666666667
TGS1	-0.4905
OIT3	2.113
SYF2	0.39575
MCM4	-1.960375
PKHD1L1	0.391125
CEP192	-0.752333333333333
IFT88	0.21725
RPL9	0.215857142857143
RAB32	0.3865
DDX43	-2.00025
P2RX2	0.344666666666667
OR5D18	-0.0365
UBE1	0.289083333333333
SLC24A1	0.682
ARHGAP5	0.2325
CETP	1.2745
KIAA1731	-0.586
SLC9A4	0.6245
PTPN6	0.704
BAHD1	0.71225
GRIK3	0.5495
CACNB2	-0.4891
PDE10A	-0.15175
DGCR14	-0.7925
PCDHB9	-0.303
RHOQ	1.12233333333333
MAP3K4	0.19575
KTI12	0.160666666666667
RPL23AP13	-0.78125
GNG11	1.76525
CLCN3	0.323833333333333
GPAM	-0.477
VSTM2A	3.4645
SLAMF7	2.07116666666667
INTS2	-1.3245
PPP2CA	0.5389
LRP12	0.385266666666667
SEC14L2	2.04922222222222
DKFZP586H2123	4.08425
MC3R	-0.0615
CIRH1A	-1.60983333333333
HIST1H2AB	-0.404666666666667
POLH	-0.451375
MGC16703	-1.431
SNAPC2	0.646
FILIP1L	1.57975
RASGRP4	0.377
LRRC1	1.429
GAS1	1.43
PRAC	-1.1795
DGKA	-0.2715
NT5C3	-1.096
PEG3	-3.5425
NADK	-0.5885
PRR17	0.2215
LOC374569	0.24025
SGSH	0.623666666666667
NLRP8	-0.1555
GALT	-0.3518
MCF2	-0.9445
ZNF263	0.401
TACSTD1	1.74083333333333
TYR	-6.5007
ATP6AP2	0.40175
RNUXA	-0.08125
ABHD10	-0.4705
GDPD2	-1.26025
SLC35C1	1.091
UBE2A	0.185125
HERC5	-0.264833333333333
FAM112B	-4.73033333333333
FBXL16	0.58975
DKFZP434A0131	-0.90775
ELA3A	-2.546
RBM41	-1.07275
HAO2	0.7
RNH1	0.059375
SHANK2	0.869
OSBP2	-1.9645
DAK	-1.42
C3orf58	0.41475
TCL1B	-0.863
KBTBD2	-0.17475
SUGT1L1	-0.1435
UBE2E2	0.667333333333333
MYL9	2.43375
CDC23	-0.481833333333333
PBXIP1	1.0377
CXorf40B	1.0085
NBL1	1.575
RTBDN	0.0025
RAB11FIP5	0.572625
TTTY13	-0.462
SCOTIN	0.31525
SOHLH1	-0.0341666666666667
CDKN1A	1.03192857142857
NCK1	0.3035
ZNF550	-0.6875
SAPS3	0.471166666666667
SPIN3	-0.143833333333333
MAGEE2	0.73425
MIS12	-0.798833333333333
OR8H2	0.6315
KIAA0774	-0.889166666666667
UNC5D	-2.5645
CUL7	-0.5135
LIPC	-1.34716666666667
DIO1	-1.5075
C20orf11	0.35
CTRL	-0.98625
HS3ST2	1.74175
PAK4	0.675333333333333
CCRL1	4.3285
RNF10	0.359875
ZNF567	0.032
ZNF660	-0.0715
TCEAL3	0.894
MAGOH	-0.084
CENPB	-0.132166666666667
C19orf7	0.6745
LOC388965	0.33725
ZCCHC13	3.1715
JMJD1A	-1.2435
HIST1H4H	-0.531
TBRG1	-0.9369
GPC3	-3.395625
TAF1C	-0.90975
EBNA1BP2	-0.597833333333333
CIAPIN1	-0.504
PDGFRA	0.452
CSTB	-0.425375
CENPI	-0.748833333333333
GTF2E2	-0.549333333333333
RPP21	-0.3425
CCNF	-0.586833333333333
KCNQ3	0.743
FAM79A	1.59425
SLC22A12	0.4855
NOVA1	-0.555833333333333
FZD3	0.1426
AKAP8	-0.22425
SOCS5	0.800625
CFDP1	-0.9425
DLG5	1.157
PGM5	0.915333333333333
C1orf144	0.613583333333333
HDAC10	-1.6955
RND2	-0.99825
C20orf199	-1.429
RNMT	-0.657125
SLURP1	0.46375
ASTN1	-0.52875
SH3BGR	-0.3145
MYCL1	-0.345875
ZHX1	0.577666666666667
CENPK	-1.96375
FOSB	0.7003
LOC643406	0.409
C2orf59	-0.63175
TMEM135	-1.1625
SLC27A2	-2.3845
KRT33A	0.996
OVOL1	1.3755
PAMCI	-1.6215
S100A7	5.242
ZNF789	-1.544
HARS2	0.1035
RPL23A	-1.18683333333333
TCF23	-0.02
UPF3B	-1.645375
C17orf78	-0.508
HLA-DOB	0.554333333333333
C14orf142	0.455333333333333
TEKT5	1.7585
DMWD	-0.0695
POLD1	-1.84633333333333
GSCL	-0.587
CALD1	0.7313
SCRT1	0.192166666666667
AIG1	0.12925
UNC84B	-0.21625
ZNF404	-1.08325
TMED6	-3.51325
KIAA1462	1.6945
LRRC27	1.12833333333333
PYGO1	0.475
PIGU	-0.398166666666667
ALAS2	-3.66166666666667
WRNIP1	0.0235
CNNM3	0.232
ZNF2	0.4675
ST3GAL5	-0.623916666666667
MRPL23	-0.88375
TSSK6	-0.59075
PSMA6	-0.1415
C16orf70	-0.2775
KIAA1602	0.3645
ALMS1	0.2825
DCN	3.92125
TMEM132D	-1.364
SUCLG2	-0.16375
ABHD14A	0.10325
DEXI	0.0765
AMPD2	-1.10183333333333
IFNAR2	-0.145
CYB5A	2.2324
TLOC1	0.73415
NXF5	-0.2175
NRBF2	0.575625
KCTD3	1.00075
ITGAE	-0.797666666666667
SLC30A3	-2.00966666666667
ZRF1	-1.0925
IFRD2	-0.56625
XAB1	-0.07475
PYCR2	-0.702666666666667
SERPINB3	-4.379
TMLHE	0.0192
GEFT	-0.93325
ABCA5	-0.929
EMR4	-0.127833333333333
TSFM	-0.2435
HIST3H2BB	-2.2395
ARHGEF19	0.7845
TSPAN17	0.507833333333333
ABCC8	1.67625
MAP1S	0.389833333333333
C22orf36	-0.45575
BNC2	0.495857142857143
HIST1H4A	-1.065
NDUFS3	0.115833333333333
WDR3	-0.791833333333333
XKR4	1.03875
TTC33	0.100571428571429
STMN2	4.5035
CPN2	-0.422333333333333
HSPC105	0.245625
PCOLCE2	-1.5515
C3orf55	0.8945
KLHDC9	1.91083333333333
TBC1D23	0.328375
ATXN2L	-1.54241666666667
MAP2K3	0.0565
SCAP	-0.08375
ZNF486	1.145
C20orf96	-0.22925
NARS	-0.4335
ADAMTSL1	-0.182642857142857
PRCC	0.696666666666667
CCDC126	1.55466666666667
ZNF675	0.2635
CALCOCO1	0.2465
ANKRD43	3.428
CWF19L2	-0.304833333333333
ZBTB32	0.745333333333333
BRAF	-0.567
ODF4	0.25025
MGC14376	1.23333333333333
HORMAD1	-1.98216666666667
AAK1	0.203333333333333
PEBP1	0.28625
TNFSF5IP1	0.0535
DKFZp564N2472	0.3555
RMND1	-0.113875
IGKV1-5	1.3685
COL1A2	3.59733333333333
SERPINA5	-1.21375
AANAT	0.2055
C19orf21	0.1865
GEMIN5	-0.462
UBR4	-0.354666666666667
LTBP3	0.699833333333333
AMHR2	-2.33716666666667
PROCR	-0.2835
MYBBP1A	-1.43275
C20orf39	1.16583333333333
ZNF697	-0.02525
PASK	-0.2483
ZNF776	0.7445
RFXDC2	0.19575
KIAA0467	-0.12275
C10orf96	-1.25625
ZNF503	0.44225
GULP1	-0.951583333333333
KCNE4	1.1865
DKFZp434K191	-1.234625
LOC196913	-1.1225
BHLHB4	0.442
CH25H	2.4485
LOC81691	-1.40316666666667
ALPL	0.154285714285714
COL12A1	3.0625
FOLR3	-2.39433333333333
GPR123	0.14
TRIM62	0.491857142857143
ABLIM1	0.741833333333333
MAST3	-0.20925
RHBDD1	0.293666666666667
LOC338809	0.3025
RYBP	0.371
TTC26	0.211625
ZNF22	0.635166666666667
ISCA2	-0.43075
RDM1	-2.912
PIGM	1.11225
GNB3	-0.6035
ACTR2	0.7927
HMGB1	0.79075
EDG1	3.90916666666667
SOAT2	-2.957
OR10AD1	0.6445
RAP1GDS1	-0.00516666666666666
LCE1F	0.178
ESM1	-0.11525
RCN3	2.6505
CREBL1	-0.93775
DBNL	-0.211833333333333
PTGER3	2.811625
USP30	0.0491666666666667
BCL2L12	-0.304666666666667
KIF26B	2.50275
ZNF416	0.96975
ZNF225	0.2135
C17orf70	0.01675
ZNF554	0.12175
RAE1	-1.06383333333333
TNIK	0.885666666666667
ACTN3	0.51
MGC45922	0.5705
CCNA1	-0.100333333333333
RYK	0.678833333333333
IL26	0.3755
LRP3	0.825
QARS	0.3145
SOX7	1.89342857142857
BID	-0.5225
OR2S2	-0.5405
CXCL14	4.61525
C11orf47	-0.9325
MGC29891	0.433166666666667
HSPB8	0.2072
PRDM14	-2.269
NUFIP2	-0.1965
MNAT1	-0.968375
ZDHHC2	-0.8265
MBNL2	0.755625
ADD3	0.90175
CSNK2A1P	-0.45125
KLK6	-0.9635
TMEM111	0.1551
KIAA1279	1.2635
NUBP2	0.062
RAB42	-0.438
ID3	-0.197
TM9SF1	0.1
MDP-1	-0.27825
POU4F2	0.167
IQCK	0.87775
C16orf14	-1.41025
CAPN3	-1.97075
FAM43B	0.528
RECQL	0.03525
AP1G1	-0.291214285714286
CTNNBL1	-0.305666666666667
ECHDC1	-0.1865
SMARCC1	0.079
FOXQ1	-1.264625
GNAI3	0.469
POLG2	-2.0755
CD4	1.1155
ITLN1	0.28425
EBI2	3.72375
IRF1	0.422
PTPRE	1.846
PTK2B	-0.56
NXNL2	-1.048
SOX4	1.37827777777778
TSPAN3	0.174
SH2D1A	-1.81883333333333
C8orf58	-0.311666666666667
USP20	-1.00625
DUSP22	-0.300916666666667
CALB1	-2.726
L3MBTL2	0.662666666666667
MCRS1	-0.34125
TMEM118	-1.17883333333333
C18orf8	0.248
FLJ10241	-0.089375
GJA12	1.4885
PKD1	-0.195333333333333
ZFP3	0.608
JAM3	0.421625
LAPTM4A	1.5113
DIRC2	0.4005
KIAA2022	2.29833333333333
MYOM1	0.9216
TRPM8	-3.0705
MOP-1	1.0035
PHKG2	-0.32575
ZNF650	0.37375
KIAA1522	1.260625
PSG8	-1.613
DDX19B	-0.4965
MOBKL1B	0.1235
DIAPH2	0.184083333333333
PTPN12	0.18575
CLN8	-0.1037
CRYZL1	-0.0633333333333333
CRY2	0.84925
FCGR2B	4.00166666666667
PNPLA4	0.70125
ZNF454	0.3705
DKFZp434B1231	0.188
CLDN11	0.4718
RFWD2	0.642333333333333
CIB2	-0.2855
MXRA8	3.582875
HRK	-0.030625
MAML2	-0.21575
C4orf31	1.1625
C6orf192	-0.03475
COG6	0.36775
FAM5B	0.5325
NFATC1	0.7539
SEPT10	0.09875
SCYL1	-0.0465
RPP40	-0.48425
SCOC	-0.0135
KIAA1450	0.70975
CTDSPL2	0.15075
TBX5	1.8085
NAPG	-0.351125
RHD	-4.673
C14orf45	2.07566666666667
ZBTB22	0.877
PLCG1	-1.008
ANKRD10	-0.999875
AQP7P2	0.73475
TAGLN2	0.678833333333333
HTR2C	-1.54616666666667
SLC16A7	0.355666666666667
C17orf83	-0.051
TSGA14	-0.959666666666667
MDH1	-0.683
PPP3R2	0.5672
DCBLD2	-1.51242857142857
RBM33	-0.64225
DPH3	-1.146
SYT10	-0.799166666666667
FMO4	1.57225
THYN1	-0.9435
DRD5	-1.564
OTOR	0.598333333333333
PGRMC2	0.0321
KATNAL1	0.393375
PAQR6	-3.04525
UBE2I	-0.00025
C14orf28	0.354
C8orf70	1.5975
FLYWCH1	-0.76525
ANGPTL3	-1.219
GLRX2	0.0236666666666667
ATP11A	-0.318142857142857
ARL5B	0.7045
MUC16	-3.12475
SLC25A5	-0.291
ACRC	-0.886
MYO1C	-0.35375
FAM89B	1.69933333333333
FAS	0.625375
KIFAP3	1.0905
GLRA2	0.0325
BTN3A2	-0.765
CNKSR3	-0.2055
CSTF3	-0.7965
ARPM1	1.15225
KIAA1530	-0.8975
C9orf150	1.62116666666667
PRKCI	0.2345
tcag7.1015	-0.9985
SOD3	0.988
ZNF574	0.39375
CYP21A2	2.12025
RPL12	-0.25075
COMMD2	-0.53325
WIZ	0.57325
LOC344405	-1.472
ALDH4A1	-0.307117647058824
CRYAB	2.78925
COPA	0.547366666666667
PCDHGA7	0.445333333333333
KIF11	-0.580916666666667
RASD2	0.25025
SLC26A3	-0.204
ZNF175	-0.7355
JAKMIP2	-2.315375
C8orf4	0.641333333333333
PTHLH	0.71725
SLC40A1	3.37216666666667
OR7D4	0.498666666666667
PCDHB17	-1.178
CD36	4.481
C6orf203	0.4722
PRKG2	0.1165
LOC400566	0.8385
ANAPC13	0.43325
SLCO3A1	-0.10325
ZNF692	-2.329
FANCL	-1.4195
SH3GLB1	1.14625
C12orf61	-0.3145
KBTBD6	0.07725
SUPT5H	0.25975
XRCC6	-0.4229
HUS1B	-0.2002
FAM133B	-0.4535
LOC728276	-0.8045
KCTD18	0.62925
SOS2	0.728166666666667
CCDC99	-1.652
C1QTNF5	4.4185
NNAT	1.59283333333333
USP16	0.29175
LARS	-0.685625
ZBTB2	0.6935
ABO	0.344
TRAF3	0.13175
GALNT5	-2.9175
NAP5	2.227125
ALG14	1.2305
KIAA0515	0.162615384615385
WDR75	-0.674166666666667
TEX261	0.0725833333333333
LY86	0.98075
LOC389072	-0.5275
FLJ13611	0.035
MRGPRX2	0.643
SNRPA	-1.014625
OR2G2	0.4075
GPRASP2	0.81275
C7orf42	0.8195
C9orf163	-0.756
CYP11B2	-0.309
FCRL3	1.5905
PRDX1	-0.48175
FGB	-7.6405
COX17	0.1265
C16orf33	-0.31675
PIWIL1	-0.3022
FOLR1	-2.20816666666667
KIAA0082	-0.78175
FREQ	-0.0731666666666667
TMCC2	-0.958666666666666
TCF12	0.63875
ZNF721	0.334
FAM130A2	0.74025
POU4F1	-2.3865
SNRPF	-0.844625
SGIP1	1.90366666666667
ZNF641	0.918333333333333
EMG1	-0.139375
PRRG4	0.764
HIRA	-3.62825
MYNN	0.45
AEBP2	-0.288416666666667
TBXA2R	0.8695
ISL2	-1.74766666666667
PCDHB11	0.0305
RNF144A	0.368125
MARCH5	0.87425
DULLARD	-0.175166666666667
DCLRE1B	-0.160333333333333
ITGA8	0.86325
TP73	0.203875
PRKCD	1.52175
NDUFB4	0.1595
ATP13A4	0.08025
ANTXR2	0.162666666666667
COL4A3	-0.7065
MYO10	-1.1117
