Hybridization REF	TCGA-AN-A0FY-01A-11R-A034-07
PIGM	0.34775
GNB3	-1.5865
ACTR2	-0.3448
HMGB1	0.8735
EDG1	1.61833333333333
SOAT2	-2.106
OR10AD1	0.8945
RAP1GDS1	1.01566666666667
LCE1F	0.554
ESM1	0.011125
RCN3	2.52925
CREBL1	-0.459
DBNL	0.0341666666666667
PTGER3	2.400125
USP30	0.0461666666666667
BCL2L12	0.6945
KIF26B	2.3305
ZNF416	1.07975
ZNF225	-0.449
C17orf70	0.51975
ZNF554	1.126
RAE1	1.40883333333333
TNIK	-1.6535
ACTN3	0.8315
MGC45922	0.6865
CCNA1	-0.354333333333333
RYK	0.786
IL26	0.104
LRP3	0.590833333333333
QARS	-0.37075
SOX7	0.392571428571429
BID	-0.813375
OR2S2	-0.0515
CXCL14	5.57725
C11orf47	0.139
MGC29891	-0.0141666666666667
HSPB8	3.8632
PRDM14	-2.0915
NUFIP2	0.73725
MNAT1	-0.105625
ZDHHC2	-2.2735
MBNL2	-0.397875
ADD3	-0.120375
CSNK2A1P	-0.65775
KLK6	-2.09466666666667
TMEM111	-0.2305
KIAA1279	0.06025
NUBP2	0.362
RAB42	-0.4715
ID3	-1.0555
TM9SF1	-0.40125
MDP-1	-0.03625
POU4F2	0.30925
IQCK	1.222
C16orf14	-0.68875
CAPN3	-2.01875
FAM43B	-0.400875
RECQL	-1.03025
AP1G1	0.6435
CTNNBL1	-0.624333333333333
ECHDC1	-0.515333333333333
SMARCC1	0.2458
FOXQ1	-1.136875
GNAI3	0.5305
POLG2	-0.749
CD4	0.865375
ITLN1	-0.55025
EBI2	2.01025
IRF1	-0.11725
PTPRE	0.5919
PTK2B	-1.43275
NXNL2	-0.1025
SOX4	0.958333333333333
TSPAN3	-0.734166666666667
SH2D1A	-3.63433333333333
C8orf58	-0.640333333333333
USP20	-0.82625
DUSP22	-0.346583333333333
CALB1	-2.42766666666667
L3MBTL2	0.02525
MCRS1	-0.08475
TMEM118	-0.446833333333333
C18orf8	1.03183333333333
FLJ10241	-0.402
GJA12	1.50325
PKD1	0.615666666666667
ZFP3	0.594
JAM3	-0.96025
LAPTM4A	1.1713
DIRC2	-0.914
KIAA2022	1.70133333333333
MYOM1	0.139166666666667
TRPM8	-2.62566666666667
MOP-1	1.074
PHKG2	0.174125
ZNF650	-0.013125
KIAA1522	1.33325
PSG8	-1.01666666666667
DDX19B	-0.139
MOBKL1B	-0.0235
DIAPH2	0.00383333333333335
PTPN12	0.3515
CLN8	-0.0721
CRYZL1	-1.02616666666667
CRY2	0.312833333333333
FCGR2B	3.1985
PNPLA4	0.084875
ZNF454	1.0905
DKFZp434B1231	-0.0695
CLDN11	0.1586
RFWD2	0.4095
CIB2	-0.431
MXRA8	4.9025
HRK	1.6635
MAML2	-1.219
C4orf31	-0.03425
C6orf192	-0.77675
COG6	0.334625
FAM5B	1.175
NFATC1	-0.5675
SEPT10	0.16875
SCYL1	-0.398
RPP40	-0.51775
SCOC	-0.013
KIAA1450	0.423
CTDSPL2	-0.14625
TBX5	2.24216666666667
NAPG	-1.073875
RHD	-4.294
C14orf45	0.679166666666667
ZBTB22	0.6855
PLCG1	-0.913
ANKRD10	0.6815
AQP7P2	0.71825
TAGLN2	0.407
HTR2C	-1.64266666666667
SLC16A7	-0.491166666666667
C17orf83	0.24475
TSGA14	-0.7685
MDH1	-0.7645
PPP3R2	0.111166666666667
DCBLD2	-1.28514285714286
RBM33	-0.510375
DPH3	-1.87925
SYT10	-1.07316666666667
FMO4	0.981
THYN1	-0.23275
DRD5	-1.9965
OTOR	0.261625
PGRMC2	0.1486
KATNAL1	0.02225
PAQR6	-1.85825
UBE2I	0.0025
C14orf28	-0.0785
C8orf70	-0.882
FLYWCH1	-0.665625
ANGPTL3	-1.17525
GLRX2	0.247166666666667
ATP11A	-0.695357142857143
ARL5B	0.39475
MUC16	-3.08075
SLC25A5	-0.894785714285714
ACRC	0.43275
MYO1C	-0.50025
FAM89B	1.08666666666667
FAS	-0.493625
KIFAP3	1.1715
GLRA2	-0.056
BTN3A2	0.0942
CNKSR3	0.2655
CSTF3	-0.175
ARPM1	-0.44775
KIAA1530	-0.258
C9orf150	2.716
PRKCI	0.2325
tcag7.1015	-0.95725
SOD3	-0.93525
ZNF574	0.75825
CYP21A2	1.43625
RPL12	-0.58975
COMMD2	-0.7485
WIZ	-0.148
LOC344405	-2.75
ALDH4A1	-0.0957647058823529
CRYAB	2.20625
COPA	0.1081
PCDHGA7	0.480166666666667
KIF11	-0.8085
RASD2	-0.403125
SLC26A3	-0.647
ZNF175	0.2935
JAKMIP2	-2.289
C8orf4	-1.18566666666667
PTHLH	2.76175
SLC40A1	1.28375
OR7D4	0.538166666666667
PCDHB17	-0.355
CD36	3.10657142857143
C6orf203	1.0248
PRKG2	-0.108
LOC400566	0.05625
ANAPC13	-0.287
SLCO3A1	-0.95525
ZNF692	-1.089
FANCL	0.1795
SH3GLB1	0.648
C12orf61	-0.2335
KBTBD6	-0.55975
SUPT5H	0.18125
XRCC6	-0.6927
HUS1B	-0.4029
FAM133B	-0.375857142857143
LOC728276	-0.4195
KCTD18	0.42125
SOS2	0.396666666666667
CCDC99	-0.80225
C1QTNF5	3.893
NNAT	1.04216666666667
USP16	-0.10875
LARS	-0.708625
ZBTB2	1.369
ABO	-0.124833333333333
TRAF3	-0.33675
GALNT5	-1.9395
NAP5	1.180375
ALG14	0.129666666666667
KIAA0515	0.277538461538462
WDR75	-0.8365
TEX261	-0.154916666666667
LY86	0.684
LOC389072	-1.197
FLJ13611	-0.0595
MRGPRX2	0.4315
SNRPA	-0.835625
OR2G2	-0.08
GPRASP2	-0.07725
C7orf42	0.5422
C9orf163	-0.095
CYP11B2	0.5905
FCRL3	0.661666666666667
PRDX1	0.0805
FGB	-6.61933333333333
COX17	0.676166666666667
C16orf33	0.12725
PIWIL1	0.0106666666666667
FOLR1	-2.846
KIAA0082	-0.14875
FREQ	-1.05016666666667
TMCC2	0.68
TCF12	-0.0548333333333333
ZNF721	0.655
FAM130A2	0.496
POU4F1	1.2525
SNRPF	-1.00325
SGIP1	2.316
ZNF641	1.11183333333333
EMG1	-0.3555
PRRG4	2.3175
HIRA	-2.56225
MYNN	0.108666666666667
AEBP2	-0.145666666666667
TBXA2R	0.0743333333333333
ISL2	-1.62266666666667
PCDHB11	-1.1905
RNF144A	-0.568125
MARCH5	0.15625
DULLARD	-0.257666666666667
DCLRE1B	-0.188833333333333
ITGA8	0.974
TP73	-0.043125
PRKCD	1.41675
NDUFB4	-0.43525
ATP13A4	0.024
ANTXR2	-0.695166666666667
COL4A3	-0.552166666666667
MYO10	-1.9304
SLC6A18	0.53975
PEX1	-0.547
TMEM74	-1.06316666666667
RBM19	0.272
TAPBP	0.0593
RUNX1	1.2335
MID1	-0.740666666666667
GPR64	-1.05
RASEF	4.66175
GABRG1	-0.179625
MYO16	-0.58275
DBF4	-1.08433333333333
TSHZ2	1.65025
RIPK2	-0.018125
PPTC7	-0.514666666666667
KIF4B	-0.438
LRRC31	0.0635
ZNF540	0.83375
EFNB3	-0.165166666666667
LOH12CR1	0.630375
STON2	-0.00566666666666667
GLP1R	0.221
CSTF2T	-0.379875
IREB2	-1.182625
GRSF1	-0.03875
PDCD7	-1.24066666666667
LRRC43	-0.066
CNR1	0.294333333333333
IL1F7	-0.137
C12orf64	-0.1075
FAM69B	-2.35275
NR2E1	-2.247
MS4A6A	2.127
FTL	-0.567
C7orf36	-0.37625
PCLO	1.8141
DYRK2	0.811583333333333
ARIH2	0.28875
SAMD7	-0.0855
SCNN1D	-0.639
SLC32A1	-0.973125
C22orf25	-0.897
MRPS18A	0.1206
GPR112	1.7945
EARS2	-0.4315
ERN2	0.4975
ATPBD3	0.494833333333333
PRH2	-0.346
CDKN2D	1.161
PGLYRP2	0.2825
TRIM40	0.35025
SEC14L3	0.286333333333333
SLC22A1	0.788
BTN2A3	-0.2345
RASA4	1.21275
CCNL2	-0.526333333333333
MYBPC3	0.404
GJA4	3.4065
CDC42SE1	0.33325
TRPV2	-1.04225
MYPN	-3.8614
SIM1	0.401
CDADC1	-0.0455833333333333
ZFHX4	1.10075
NIBP	1.337
ADAMTS19	1.35775
ABTB2	1.45375
TSPYL2	-0.508625
EIF2S3	-0.5272
SOX30	-0.31725
AP2A1	0.1055
DKFZP564O0523	-0.515333333333333
LOC285398	-0.09225
CDH18	-4.493
CHL1	0.807125
GATS	0.8852
TBC1D2B	0.379666666666667
OR1J1	0.1555
GSN	1.14683333333333
DPCR1	0.175
GARNL4	-0.6375
SMARCA5	-0.4925
PLEKHG3	0.822666666666667
ZBTB45	1.76
FRMD6	0.643333333333333
PLS1	1.03883333333333
DGKZ	0.355333333333333
EFNA1	1.7633
WDR85	-0.240625
ANK2	-0.36425
PAGE4	-0.898333333333333
SENP6	0.990666666666667
AKR7A2	0.843666666666667
FKBP10	-1.8555
VEGFC	-1.78366666666667
LARP1	-0.4063125
SRBD1	-0.04275
ITGB6	0.282
SLC1A2	1.04014285714286
INVS	-1.175
MPO	-0.05
MOBKL3	-0.03
CUTL2	-1.5475
KLK2	-0.109666666666667
VIM	-0.86325
REG1B	-0.3015
PCDHGC4	0.393
C3orf34	-1.67116666666667
SUMO3	-0.594666666666667
CST9L	5.76325
MLL4	-0.128
SPR	-0.338333333333333
SAMD9L	0.23725
ABCE1	-0.49525
SUPT3H	-1.03133333333333
ACTBL1	-0.985
ADAMTS4	1.015
SLIT3	3.254
RHEBL1	0.307
NPM2	-2.11875
MAN1C1	0.490375
KIAA1856	1.01916666666667
HSPA6	0.294
LOC388152	-0.9905
C10orf140	2.31725
ZDHHC12	-0.4405
LIN7A	-0.1505
PHC2	0.386
SPHK1	0.36075
TRIM26	0.162625
FAM83E	0.764
C18orf24	-0.237
ZNF578	1.3885
ORAI1	-0.1485
RUVBL1	-0.996083333333333
C7orf20	-0.431
APAF1	0.3455
SLC36A4	-0.4955
MYH11	4.71033333333333
NEK1	0.3336
MPP2	-0.732875
C12orf24	-0.9305
TNK2	1.00375
ZNF289	-0.475
MATN3	-1.18742857142857
IFNGR2	0.299833333333333
ITPR1	-0.236375
EBF3	3.0012
TBC1D20	-0.1178
OR10P1	0.49075
DDAH2	1.19875
SHPRH	0.243625
STX7	0.1915
LOC554248	-1.29475
BCAR1	0.10825
ATXN3	-0.344083333333333
TRIM27	-0.46175
CDC42EP2	0.5235
CHP	-0.318571428571429
SOX17	1.681
ZNF259	-0.179166666666667
CHCHD1	0.31375
ZDHHC19	0.1405
GBP2	2.309
GARNL3	0.758
MRC2	0.3955
C1orf52	0.07
AOF2	-0.0581666666666667
LRPPRC	-0.4201
ACVR1C	-0.246333333333333
TM4SF18	2.094
TMEM169	0.0775
PPP1R16A	0.772375
EBF1	1.39116666666667
RRS1	0.160666666666667
SNX2	-0.506
OR2T2	0.047
RBX1	-0.25825
ANKRD54	0.102
TSNAX	0.164
TMEM83	-1.417
ZBTB7A	0.434
ATM	-1.95058333333333
LOC338328	1.58166666666667
TIE1	0.924833333333333
HIST1H3G	-0.2795
PASD1	-4.59583333333333
TINAG	0.546
PCDHAC2	-0.2515
LRRC15	1.290875
WBSCR17	-1.479
TFF2	0.5105
PARP2	-0.59275
NDFIP2	0.962625
PCDHGB2	-0.6375
WDR60	-0.04875
MAP7D2	-1.8945
USP45	-1.0885
GSDML	-1.07
TNS1	0.2974
PLCD4	0.99275
IQCD	0.590833333333333
SMPX	-2.55
CD9	1.38366666666667
SRGN	0.140125
CASP7	1.21075
INOC1	-0.0468333333333333
DKFZp451M2119	-1.64775
VMAC	0.297
USP53	-0.1549
CAMK1G	-0.421375
TMEM106A	-0.4865
CDC20	-0.7381
ACSL5	0.196833333333333
CBWD5	0.480625
C1orf87	-0.8905
KIAA1274	0.008
PRUNE2	0.704
LYPLA2	-0.162833333333333
DOK6	-1.3355
GPR149	0.13575
FAM30A	0.08175
TMEM129	0.8385
SLC35B3	0.287
ACPP	-0.4797
LOC200261	-0.6605
SLC4A7	0.3232
CCDC40	1.385
GART	-1.246625
THOP1	-0.75175
SCARB1	-0.917125
CACNA1F	-0.462
TRIAP1	-0.548666666666667
SYT14L	-0.0955
SFRS8	-0.236666666666667
PBOV1	0.15775
GOLSYN	-0.82675
GJB7	3.8685
CAMK2N1	1.35716666666667
GREM1	3.34966666666667
FLJ20433	0.55
QPCT	-3.546
PRKAG2	0.3065
H2AFX	-0.530875
C6orf154	0.00575000000000001
PLOD3	-1.50075
ZBTB39	-0.217333333333333
WASF3	0.2695
DRG1	-0.5455
PRR4	-0.315
SPCS1	-0.78175
KDELR3	-0.5175
SRP19	-0.336833333333333
GABRA6	0.2635
MFSD1	0.40125
MMEL1	0.15475
PDXDC2	-0.1688
BUB1	-2.40666666666667
RNF138	0.128625
MYLPF	-0.9725
AIF1	0.1105
DYNLRB1	0.4254
HCN3	-0.750833333333333
HIST1H2AI	-0.38275
MAP4K5	0.377416666666667
LASP1	0.45125
LOC130951	0.722
PLAA	0.993
KRT6A	-3.119
C6orf117	-3.13075
ARHGAP23	-0.9025
PTF1A	0.3685
GPHA2	-0.1205
LCE3B	-0.02975
MCL1	-0.1625
EHBP1	-0.347083333333333
PRNP	-1.3224375
ZSCAN1	0.61425
C1orf113	1.2055
FOXA3	-3.032625
NEB	0.098
ASGR1	-4.879
CTGF	1.26216666666667
RAB17	0.669166666666667
MST101	-0.06825
JARID1B	0.6945
USP37	0.2558
PTBP1	-0.299833333333333
PTPN7	-1.005
CDC7	-0.479166666666667
SNX7	1.09075
ZNF335	1.74275
CPT2	-0.2675
HEATR1	-0.8745
HSPC152	0.314625
C5orf40	0.1805
PSME1	-0.501
STAG3	-1.4475
TMEM154	-0.2955
KLHL32	0.346
TSGA10IP	-1.2415
SUV420H2	0.652833333333333
SF1	-0.2536
2'-PDE	-0.14025
PNLIPRP2	4.2145
TRSPAP1	0.6215
NUP210	-0.363833333333333
ANP32C	-1.28133333333333
RAB11B	0.673
ASB15	-0.3135
ITGB3BP	-1.209
UBASH3A	-1.80325
YWHAB	2.43275
TPRX1	0.03475
LY6G5C	-0.265
SLC7A2	-0.742125
CLK1	1.15
HSD3B7	-0.2435
VDR	2.41825
C16orf74	1.57175
ACE	-0.39525
PSMA2	-0.279166666666667
CCDC131	0.011875
ZNF213	1.1675
EML2	-0.81
ALS2CR13	0.00850000000000001
GLYATL1	2.481
DSPP	0.072
DHFRL1	-1.021375
C10orf30	-2.06416666666667
SH3RF2	-2.24883333333333
LOC197322	-0.4175
DLL3	-1.79425
TIGD7	0.80725
GFRA3	0.434
CPA1	0.0273333333333333
RTN4	-0.6815
PPT2	-0.699
FASLG	1.96266666666667
FOXP4	0.883375
RPL26	0.6932
GNL3L	-1.73433333333333
FMR1NB	0.176666666666667
CD163	7.182
SGPP2	-0.16875
GIMAP2	-0.2745
CD37	0.345833333333333
DPT	3.36516666666667
NBLA00301	1.28775
RGS5	0.449166666666667
C9orf4	-0.128
ACTL8	-3.45533333333333
PRKAR2B	-0.635375
OPLAH	1.23383333333333
C20orf134	0.88525
SPACA5	-0.138
TBL1X	0.784833333333333
TSPYL3	0.447
CHCHD3	-1.25725
CRKRS	-0.397
GPR65	4.05825
DFFA	-0.206625
FUT1	1.07525
C6orf204	-0.835666666666667
TMEM51	1.30375
ZNF580	0.741
CMTM2	1.251
C20orf200	-0.343
EZH1	-0.474666666666667
FDX1L	0.413
MRPL32	-0.191
PCAF	-1.2363
ALOX15B	1.33566666666667
CD59	0.272375
CDK9	-0.2085
ERP29	-0.946333333333333
TTR	-6.1485
BCMO1	0.1205
DDIT4	-1.6055
PTGDS	2.58275
C3orf63	0.141
BST2	-0.448125
CYP1A2	-0.139
C5orf25	-3.057
STX1A	-0.091
OR2A12	0.248
SH3BP5L	0.8295
SERINC5	0.36625
USP6	-0.5799
MRPL3	-0.452833333333333
POMP	0.21
INPP4B	0.2455
GMPPB	-0.4195
EAPP	0.90375
AHSA1	-1.32925
ABCA11	0.0135
SLC5A6	0.13475
HIVEP2	1.416
SUMO2	0.16775
KIAA1822L	-1.15283333333333
C11orf67	0.68125
TXK	-0.946125
PHCA	1.50925
ICAM4	-3.175
FPGS	-0.297333333333333
SNRPA1	-1.0165
KCNJ4	-0.93375
KIF6	-1.2631
HIST1H2BG	-1.944
SLC5A5	0.4025
ZNF354B	0.0615
IL12RB2	3.70275
C11orf76	0.330333333333333
GAL3ST2	0.1255
AIFM2	-0.140375
SYNC1	-0.4875
UBL3	0.359125
PIK3CG	-1.79116666666667
NLN	-0.716
BCORL1	0.21
CD5L	0.05775
ZNF238	2.42983333333333
KIAA1394	-0.7295
C16orf55	0.5224
CYP3A7	-2.1975
KRTAP3-1	-2.9725
TFDP1	0.457833333333333
MND1	-3.2635
NODAL	-0.069
GTPBP4	-0.63475
TUBGCP2	0.2235
SLITRK5	-3.4325
CIC	0.631
CD79A	0.2265
SAMD14	0.518333333333333
TNPO3	-1.0375
OR10G3	0.712
OR10G8	0.372
CCDC111	-1.0495
HOXC9	0.80675
DCUN1D1	0.1655
CYB5R1	1.83125
TSR2	-0.00425
DAB2IP	0.9837
SLC6A5	0.1
RAB3D	1.45175
DCUN1D4	-0.132166666666667
ERBB3	0.906666666666667
SDC1	1.83116666666667
ATP6V1H	0.774
SYK	0.4735
ST20	-0.56775
C13orf30	0.035
WDR40A	1.76983333333333
ADMR	-0.087
LOC388335	0.803
ACSM1	0.6775
TDG	-0.308833333333333
FLJ11235	0.60375
MRPS5	-0.741333333333333
AGPAT2	-1.90333333333333
SLC12A1	0.08625
CYP27A1	-1.63175
THAP7	-1.33525
XPO1	-0.324666666666667
ALMS1L	0.636
C1orf2	-0.183375
ZNF777	0.1155
CAMK2A	0.413166666666667
SMC1B	-0.1065
IHPK2	-0.00546666666666667
LEMD1	-3.55175
NKD2	0.5893
CLU	-1.371
ARMETL1	-1.666
PABPC4	-1.28175
CXCL12	2.0135
TFAP2C	3.4651
TTTY8	-0.4835
ABCB10	-0.3604
ENDOD1	0.00966666666666668
IDI1	-1.8825
KCTD6	1.10233333333333
CCDC105	0.428
ULBP2	-1.80933333333333
ZDHHC5	0.5505
WNT8A	-0.0415
COMMD10	0.05725
KLHL12	-0.21575
GPR50	0.2725
NR5A2	-0.356125
OXGR1	1.446
EHD3	-0.412
CAPRIN2	-1.152625
KLRC3	-5.07125
SF3B1	0.136071428571428
IPO7	0.5585
ALDH1A1	-2.096
ANKRD5	0.447875
TSNARE1	0.722
DDEFL1	1.00925
RNASEL	0.916166666666666
DNAH9	-0.95125
HELLS	-0.94975
TNS4	2.3445
NAV1	-0.2019
KIAA1409	-0.7735
C20orf26	1.47466666666667
TUBG1	-1.56325
IRX2	1.00475
CNGA4	-0.4015
MGC50559	1.10716666666667
OR4K17	0.4295
TM2D2	0.413583333333333
FAM32A	0.24
TXNDC14	-0.2595
CCBL1	-1.196
ANK1	-2.9976
PRSS23	0.191875
PPM1L	1.0645
SPATA20	-0.85775
APCS	0.16725
C14orf122	-0.251666666666667
PSMB5	-0.464
C6orf10	0.0146
SETDB2	-0.386666666666667
SPNS3	-1.5635
SGMS2	0.619833333333333
MXD3	0.0638333333333333
MON2	0.0311
CARTPT	3.496
HNF4A	-1.0185
RABEP1	1.1091
TNFRSF10B	-2.685375
USH1G	0.2315
PPAP2B	-1.1685
TMEM16K	-0.48675
CTDSP1	1.01983333333333
CDK5R1	0.348666666666667
GABRR1	0.216
OPN1LW	0.0635
FAM98C	1.084375
DBN1	-0.3425
ACAD10	-0.687583333333333
QTRTD1	-0.096
WNK3	0.858666666666667
RPS19	-0.366
C1QB	3.3095
OTUD5	-0.013625
SLC41A2	-0.138666666666667
TMEM22	-2.65616666666667
KHSRP	-0.637666666666667
TNFRSF11A	-1.11766666666667
FBL	-0.566333333333333
IBTK	0.424833333333333
OXER1	-0.2505
CBLN4	0.466875
GPR172B	0.540166666666667
CFTR	-2.024
VSX1	0.2305
CAMK1D	1.87225
LOXL3	-1.6945
RTP4	1.31975
SLFNL1	1.31
KIAA0828	-0.847875
PAR5	0.183
LOC723972	-1.3585
GDI2	0.127875
CEBPA	0.251
MLF2	-0.237166666666667
AFMID	-0.8205
ALOX12B	-0.38425
BPHL	0.00787499999999999
COX5B	-0.63975
S100A10	-1.0463
THOC6	0.362
NHN1	0.388
RRP12	-0.581
ARID3B	-2.11975
CD3G	-2.459
KIAA0133	-0.07075
NAT11	-0.6705
PPAT	0.0495
SIRT3	0.315
TCERG1L	2.693
NIPA1	-1.0651
DPP8	-0.9013
IL7R	0.5495
ZFP64	0.928333333333333
DMAP1	0.3503
TRMT12	0.611
TLR4	0.9813
WFIKKN2	1.54025
RAB12	-0.286166666666667
DDX51	-0.753833333333333
KIAA1086	-2.842
ZNF295	-0.295833333333333
ACVR2B	0.0807142857142857
LOC494150	-1.2815
ZNF517	0.3115
DNASE1L2	-0.101166666666667
SUFU	0.546333333333333
LOC283677	-0.2335
LMO3	1.7865
PPP2R5D	0.150833333333333
ZNF587	1.1271
HIST4H4	-0.25775
CYP2C8	-0.22875
C1orf80	-0.0116666666666667
DOCK5	-1.1305
C9orf24	2.12875
OR5AR1	-0.048
C11orf24	-0.20225
UNQ1940	-0.72475
CAP2	1.80183333333333
TIMM44	-0.2895
DSEL	0.00129999999999997
ROM1	0.76325
FBXO4	-0.5575
MYLC2PL	-1.75975
MLH3	0.4407
NOX1	0.273
DPEP2	1.66875
DNAJB5	-0.147
RLTPR	0.1695
MBIP	0.00433333333333333
COPB1	-0.0336666666666667
SFTPA1B	-0.196
C10orf4	-0.3942
PRELID1	-1.09925
NOLA1	-0.21575
C19orf24	-0.32875
TLR9	-1.25
HLA-DMA	2.48366666666667
HCRP1	1.4945
GPR137	-0.142166666666667
ITGA11	1.3395
PHF13	1.07316666666667
MARK4	0.487
METTL4	-1.323
MBD3	-0.157
LOC134145	0.438
FGF3	0.092
SLC35A3	1.327875
CLEC16A	0.02375
AMOTL1	-0.41825
FLJ31438	-0.83075
PAICS	-1.113
TOMM40L	0.2505
MMD	-0.43425
KLK10	-1.3477
NIT2	-0.336833333333333
SERPINB10	0.40575
KLF15	-0.9033
CCDC5	0.67
WSB2	0.538625
ME3	3.152375
CACYBP	-0.291833333333333
TCTN2	-0.013
JAK1	1.526875
C2orf25	-0.3535
GPD2	0.865
FBXL11	0.948166666666667
CDV3	0.22
GALNT11	-0.276125
NDUFA12L	-0.9269
FLOT1	-0.0110714285714286
TOR1AIP2	0.302
MMP25	2.69675
C1orf164	-0.007
CHST5	-0.04225
LYRM4	-0.62615
GPER	-0.59025
HIPK2	1.197
DAP	-0.0576
ZMIZ1	0.728166666666667
DDX58	1.0825
DCC1	-0.8045
AKT1	-0.8565
ENPP6	0.145333333333333
ERVWE1	-0.3475
CDC34	-0.5825
RNF125	-2.36925
CASC1	2.92675
SHROOM2	0.981
RRM2B	0.284666666666667
COL6A3	2.253125
TMEFF1	-1.15425
PLEKHA4	1.1893
LYSMD1	1.03666666666667
SEPT1	-1.15166666666667
AOF1	0.131
GNPAT	-0.25925
WDR18	-0.57325
HSD17B12	-0.837166666666667
HIST1H2BM	-1.25116666666667
INDOL1	-0.7445
SUDS3	0.78675
C1orf192	-0.0415
CYP2B6	-0.10675
TBC1D2	1.4975
SLC25A12	-0.585875
ERCC6L	-1.03616666666667
MGC10814	-0.893
POLR2C	-0.7775
ZNF77	0.214833333333333
EIF3K	-0.0704
HPX	1.00075
ANKRD27	0.15025
MALAT1	1.1028125
PLB1	0.0345
HRNBP3	-1.1235
CPSF4	-0.94175
OR52N2	0.1285
PIP5KL1	0.2875
GH1	-0.18625
HPS5	-0.202
SLFN5	-0.255375
POP5	-0.827333333333333
OVOS2	-3.13916666666667
C20orf108	2.379625
MARS	-1.23175
CLRN3	0.512833333333333
ARSE	-1.38183333333333
PPIE	-0.0533333333333333
PHACS	-1.042
GP5	-1.1645
IL8RB	0.593833333333333
FCRLA	-2.133875
ARRDC1	0.3543
KRTAP9-4	-0.211
ZNF613	3.014
OR11A1	0.4115
TMEM132B	-2.749
PGLS	-0.40275
BSND	-0.8615
KCNK18	-0.141
FOXD4	0.64725
SV2C	-0.708
LCN2	-1.18583333333333
ZNF490	0.8895
C3orf15	1.0054
CACNA2D4	-1.37566666666667
CBX5	0.22175
MAGEB4	0.2635
BOLA1	0.008
PPP2R5E	-0.1
COL5A1	1.83525
ASB7	-0.486666666666667
SFT2D1	0.126
DERL1	0.2945
RABL2A	0.559
MOAP1	-0.9045
KIAA1545	0.684
F3	-1.1285
PLEKHM2	-0.4865
CCDC89	1.86316666666667
EFCAB1	2.86
TMEM48	-0.7175
SEPHS2	-0.41275
PYGM	-0.5245
PRICKLE1	1.3085
WNT5B	-0.54125
TAS2R38	-0.317
IMP5	-0.089
KHDRBS1	0.2807
LARS2	-0.738
C3orf28	-1.32875
FTCD	-3.5505
C10orf68	1.31383333333333
DGAT2L3	-0.20275
PSEN1	0.125416666666667
MGC33657	0.401666666666667
PLA2G4B	0.157833333333333
CDKN2A	1.56025
DLX1	-2.86675
TSHB	0.1395
C18orf37	1.367
MEX3C	0.52975
MAMDC2	-0.3985
PDIA4	-0.816583333333333
ATP5E	1.69075
CASP2	-0.0849285714285714
SERBP1	0.415153846153846
ZNF341	0.0165
TESC	-3.1445
TMEM31	0.7295
OR51I2	0.592
YTHDC1	0.990428571428571
JUN	0.483333333333333
AGMAT	-3.11816666666667
PCNXL2	0.1955
ATAD5	-1.7475
STK38	0.1185
AZI1	0.619125
RBP1	1.252
C4orf26	-0.6235
KIAA1026	0.966875
TMEM101	-0.5825
HSFX1	0.1275
TREX1	0.281
C18orf10	0.4845
TRIM15	-3.691375
CA6	0.19775
CEP57	-0.3545
AR	3.34366666666667
SESN2	-0.537166666666667
KIF3C	0.118
EPB41L5	0.56425
ARHGEF10	-1.29154545454545
POLR3D	-1.09275
INDO	-1.148
GABRA3	-0.2715
SCG5	-0.8992
E2F3	0.3494
TIGD5	1.14275
FGD6	1.26125
KLHL3	-0.113875
SCGB3A2	-1.3665
URP2	-0.201
ATP6V1B1	1.6486
CALML6	-1.4275
LOC100049076	0.164
TMF1	-0.2555
LOC388503	0.059
CDH5	2.314125
RPS6KC1	0.0625
DAAM1	1.0472
TNFRSF10D	-0.9
GSTT1	-1.4511
INPP5A	-0.32175
TRAF3IP1	1.1604
SMARCE1	-0.462857142857143
VRK1	-1.48925
TTC16	0.1385
AARS	-0.185166666666667
ARHGAP27	-0.595166666666667
ZAK	-1.28071428571429
ACSM2B	-2.62375
TRAP1	-0.797333333333333
MRPL53	0.182375
RNF44	-0.731
NPTXR	-1.1955
DPYSL3	1.5535
APP	1.7432
GLS2	-0.0573333333333333
MNX1	-0.480666666666667
CMTM7	0.07575
OR10A7	0.0355
NYD-SP21	3.533
ORC5L	-1.04975
SLC16A10	-1.6825
TMEM178	-0.2325
LOC441601	-4.54175
PTGIS	3.554
KBTBD7	0.2095
C19orf41	-0.08575
CEACAM3	-0.109083333333333
KRT23	2.08275
SERHL	0.3035
PNKD	0.05275
UBC	0.64675
ATRN	-0.668125
HAPLN1	4.0425
RANGAP1	-1.18475
C10orf26	0.81
KCNA7	-0.05375
SRY	0.3675
LOC376693	-0.4055
HIST1H2BF	-1.313
CDCA8	-0.423166666666667
MLC1	-2.9875
TNIP3	0.53225
OR4D1	0.62
IFT52	2.3985
GOLT1A	-0.443666666666667
UTP20	-0.402
RP3-402G11.5	-0.4575
PRSS33	-1.969
PMPCA	-0.6275
APOB48R	1.98333333333333
GLTP	0.459
MPL	0.97975
C9orf78	-0.50425
ADAM12	1.432125
CSPG4	-1.2015
LOC144305	0.642
KRTAP4-10	-0.2474
PAK1	0.05425
ADCY7	-0.3917
TAS2R43	-0.069
FRAS1	-2.62442857142857
