Hybridization REF	TCGA-A2-A0ST-01A-12R-A084-07
PORCN	-1.361
DTL	-1.36772727272727
TMEM151	0.55975
FAM122C	-0.52
RSAD2	5.0922
BAT4	-0.616
KRTDAP	-1.359
MYH8	0.128833333333333
CRTC3	0.3235
LRRFIP2	0.5406
INTS4	0.0921666666666666
TTN	0.413166666666667
SLC26A5	-0.034
PLLP	-0.41075
RGS6	-0.07375
SRGAP3	1.172125
ZNF525	0.288166666666667
NBR2	-0.404333333333333
C13orf1	-0.7111
ZNF137	-0.1055
CEP27	-1.5125
BEST2	0.375
RNF121	-0.69625
DMRTC2	0.27075
C8orf76	-0.213
BCCIP	-0.210875
MEST	2.0755
HTRA2	-0.4175
ANGPTL2	-0.463
ILKAP	-0.274666666666667
ERAS	0.0615
HBS1L	-0.445625
CPA5	0.8695
TMEM30A	0.877166666666667
CD300LF	3.40333333333333
WISP3	5.302
CRK	0.202714285714286
PDS5A	-0.8237
BRPF3	0.2245
NEDD9	0.2535
SMPDL3B	1.29925
PSG6	-1.3915
PSMD13	0.15425
ETV5	-1.1030625
OR51A4	-0.3285
BTBD7	0.541416666666667
GSTO1	-0.884875
hCG_16001	0.3765
MAD2L1BP	-0.524
COX6A2	1.2315
SCNN1A	-0.3225
LSM1	-0.115333333333333
UGT2B11	-0.7565
IDUA	-0.2455
PPP2R3C	-0.488833333333333
COX11	-0.615
PDZK1	-2.03525
ZNF443	-0.265166666666667
MGC21874	0.7145
ZNF323	0.6745
KRTAP10-10	0.1815
CXCL6	0.0435
SLC34A2	2.7471
LOC284402	0.1495
NPTN	0.318
UPP1	-1.57466666666667
SLC6A9	-0.3505
OR7G3	0.14175
CISD1	-0.696833333333333
ZNF545	0.21
SYT14	1.3175
NT5C3L	-0.415833333333333
ZNHIT3	-0.52
SNRPD3	-0.70575
KIAA0701	-0.091625
UNC93B1	0.941166666666667
GMNN	-1.636125
SPCS2	0.410833333333333
LOC388524	-0.1515
NAPRT1	-0.3885
PNLIPRP1	0.32375
OR6V1	0.9745
PRKAB1	-0.99775
EYA4	-3.15666666666667
KIF20A	-1.6195
ALG10	-0.59275
ITPKC	1.44383333333333
LMX1B	-0.00616666666666664
RPUSD4	-0.408
C7orf34	0.475666666666667
DLGAP2	0.253
PFN1	0.1219
MICALL2	0.608416666666667
ZNF654	0.15
SS18L1	-1.024625
SLC16A8	0.95275
MKI67IP	-0.0261666666666667
ITGB3	-1.35375
TCEA3	0.980833333333333
CEP152	-1.3849375
CLIP1	1.057375
ZNF75	0.3176875
ATP5C1	-0.319
NUDT5	-0.444833333333333
PSCDBP	3.713
UBP1	-0.26875
RBM27	0.58825
C13orf15	3.29075
ZNF282	-0.2865
ZNF222	0.2764
COL10A1	3.19375
PRDM15	-0.68125
TTTY5	0.0395
FAM9C	-0.06925
C20orf67	0.1095
GNG13	-0.2315
F12	-0.385
C1orf41	-0.74475
CPXCR1	1.2405
GSK3A	-0.0215
SUPT6H	-0.26
PI16	1.6975
ELL2	-0.212166666666667
C9orf167	-0.428166666666667
PVRL3	-1.77
FLJ38596	0.234333333333333
ADAM20	0.6985
GPR89A	-0.018
GPR87	-1.184
ZNF30	-0.0635
SMR3B	-0.1435
ZNF770	0.171875
TRPC4AP	-0.4745
DKFZP686E2158	-0.00133333333333333
C2orf28	-0.619166666666667
FREM1	0.243833333333333
LAMA4	0.137166666666667
ADPRHL2	-0.055
EIF4G2	0.381166666666667
GUCA1A	-0.834
CTNNA2	-1.438125
NUDT15	-0.642666666666667
CEPT1	0.235333333333333
ZNFX1	1.3415
CCDC92	0.77125
TDRD1	-0.538
KCNK5	0.856666666666667
ETNK1	0.107666666666667
LTA	1.7815
TTPA	0.3886
B3GALNT2	0.40025
SC65	-1.99266666666667
PEX5L	-1.328875
EPS15L1	-0.48
MGEA5	0.416875
HIST1H3A	0.413
ING1	1.079
BCAT1	-2.040375
ORC6L	-2.19690909090909
KLK11	-2.40416666666667
C19orf28	-1.087
DNER	-4.079625
MED22	-0.799928571428571
ETV6	2.60508333333333
CHAC2	-1.77025
CD300E	-0.067
CEBPB	1.51666666666667
ZNF398	-0.11
LRCH3	0.1485
HMGA1	-1.47716666666667
CAPN7	-0.156
MGC5566	-2.11225
CCL3	3.603
NANOS1	-0.287428571428571
ZFYVE19	-0.84475
APITD1	-1.15166666666667
PARD3	1.358625
IRAK4	-0.0911666666666667
SERPINI2	0.1895
CEP170L	0.13075
TTC9	1.818375
MYOM3	-1.4905
MLPH	-1.769625
LOC222699	-0.228
NRG1	-0.83125
TBC1D9	1.06872727272727
TTK	-0.785
ZNF557	0.4189
DDX41	-0.469166666666667
FANK1	0.514
UBE2D2	-0.125375
PSMB10	1.990625
MYH7B	0.1355
GABARAPL2	-0.43975
MARVELD2	0.6225
DGCR2	0.265666666666667
UNC45A	-0.487166666666667
C6orf72	0.5915
ZNF683	5.6465
GIT2	0.91275
CASK	0.917833333333333
C14orf161	1.594
LRRC44	0.10775
TIFA	0.9395
UTP11L	-0.72325
C6orf65	-0.4745
FDPS	-0.37025
DUSP9	-2.1774
SLC17A8	0.2415
OR51G1	0.346833333333333
NANS	-0.6345
OLFML1	1.7205
ATP10B	-0.508375
NPAS3	0.9985
PRKCA	-0.9673
GGA2	0.4373125
LCE4A	0.257
SPANXN3	0.2985
CCDC115	1.4445
SDCCAG3	-0.61175
GLIPR1L1	-0.6085
TTC1	-0.1825
C17orf76	-0.0725
MAD2L2	-1.11675
HIPK1	0.1776
LRRC3B	1.42216666666667
CLN3	-1.05836363636364
C17orf47	-0.1465
FMN2	-2.362125
TUBB1	-1.225875
WAPAL	0.693666666666667
C3orf21	-0.807
SCN5A	-0.7772
SMYD1	0.4655
BEX5	1.582
ZNF192	-1.369
SEC22A	-0.0165
GRIA2	0.449769230769231
KIAA0825	-1.0335
NUSAP1	-1.48863636363636
LANCL1	-0.608
C15orf40	-0.5057
ZNF645	0.218142857142857
GPR61	-0.01275
NLRP14	-0.5165
SNX21	-0.6342
C1QTNF8	0.3365
C17orf46	0.9835
IFNA8	0.432
SPRR1B	-2.148
FLRT1	-0.49025
SNX17	-0.1615
ASB2	1.79483333333333
HBG1	-5.6035
RPRML	-2.33175
JOSD2	0.0923333333333333
PLSCR3	0.40925
SPOCD1	-1.8455
RAB39	-0.744
GHRH	-0.167333333333333
ITIH5L	0.016
C17orf37	0.159
SMCR8	0.14325
DPY19L2P3	-1.25033333333333
IL11RA	1.73916666666667
GDF3	-3.3305
RPS6KB1	-0.766416666666667
DNAJC19	-0.5446
TOP1	0.0355
CRCT1	-0.414714285714286
MPST	0.010625
DPM2	-0.519875
FAM38B	-2.28316666666667
SLC18A1	-0.6595
FARP1	-0.347
PAX7	0.1335
TUBD1	-0.99475
GNL3	-0.342
BTG2	1.94986666666667
NDUFS6	-0.85125
C1orf79	-0.80175
ERAL1	-0.84425
ECHS1	0.4655
VPS4A	-0.194166666666667
CYP11A1	-0.103625
ABCC6	-1.864
PBX4	-0.321
MOSC1	-0.917875
NCF4	1.69725
HYMAI	-0.225
NAGPA	-0.53
OTOP2	0.30725
ACOT12	-0.19175
MTHFD2L	-0.383625
LOC441376	3.077
C19orf34	-0.4155
RAB1B	-0.3735
ALDOAP2	-1.7835
NTRK1	-1.8045
ARTS-1	1.3831
SLC6A11	-0.188
NAP1L2	0.19525
CNGB1	0.308833333333333
EPB41L4B	-0.383181818181818
FAM134B	0.13125
HS3ST3A1	-0.268833333333333
CPXM2	3.76775
SIRPB2	-0.095
CHORDC1	-0.862333333333333
TRIB3	-2.88766666666667
SLC2A5	1.5745
C2orf49	-0.958166666666667
DDX5	-0.373
OR5L1	-0.0985
ANAPC4	-0.755166666666667
ZSWIM1	-0.00925
LOC93622	-0.69025
KCNK3	0.2055
RP11-35N6.1	-1.32325
ZFP161	0.231166666666667
AQP9	3.5995
SLC15A2	0.491833333333333
MREG	0.0648333333333333
OR9I1	0.1525
PDLIM2	-0.08575
ADAM7	0.5905
GSTCD	-0.721333333333333
WDR21A	0.100375
SLC12A8	2.17033333333333
TMEM174	0.389
IGSF3	1.2555
LRRN1	1.677
LOC402117	0.42275
SRPK1	-0.343333333333333
LY6K	-1.0165625
NFIA	1.3375
PTCD3	-0.136875
LEP	0.5485
PCDH21	-0.6632
MAPKAPK2	0.549214285714286
NMNAT1	-1.10783333333333
LHFPL2	0.997125
C9orf43	0.21
DIP2A	-0.510166666666667
ACTR8	0.038
CCDC34	-0.30975
PTPN22	1.426125
ITGA3	-1.08625
FAM129C	3.24175
RABGGTA	-0.0025
UNC45B	0.66425
KIAA1033	0.358125
ZNF510	0.0473333333333333
CYP2D6	-1.03066666666667
SLC26A10	-2.161
STX8	0.08175
LUZP1	-0.073875
WDR89	0.233666666666667
EIF4G3	-0.4578
C5AR1	0.983875
ZNF623	-0.8025
A2M	0.8915
TGM7	-0.196
GRPEL1	-0.719333333333333
LMNB2	-0.9701
ROCK2	0.303833333333333
SNX16	0.21525
CCDC66	0.4405
ANXA3	0.4355
KIAA1609	0.304
EED	-0.64325
RNF32	0.249333333333333
HES1	0.4259
CLC	0.934666666666667
ISL1	-0.522666666666667
KIAA0528	0.63075
MANEA	1.237375
C1orf61	-0.9765
hCG_2001000	0.60325
RAPGEF6	0.5793
KIAA0020	0.00299999999999999
NEIL1	0.44775
C16orf45	-1.548375
RBM10	-0.431666666666667
C10orf125	0.401625
MRS2L	-0.63575
DNAH17	-1.23375
C19orf10	-0.909
C1orf160	0.18875
SLFN12	1.691
EXOC3	-0.1135
HIST3H3	0.206
NCOR2	0.136
TNFRSF9	3.31325
MFSD8	0.22125
ALX1	-2.95333333333333
NOL1	-0.68175
PODN	1.74575
TIAL1	-1.08525
HIST1H1E	-0.67175
NPY6R	0.34925
TM4SF4	0.33825
CORO2A	-0.95125
ETNK2	-0.9245
APOE	0.8634
ANGPT4	0.5605
HDGF2	-0.321
G30	0.0905
ST8SIA4	1.356875
F2RL1	-1.38225
FAM19A4	-2.31775
CCAR1	-0.74725
B3GNT7	0.05125
OPHN1	-0.2399
DSCR6	-1.95
C21orf13	-0.100833333333333
GAS2L1	0.0145
RFX3	0.2405
COPS4	-0.271375
BCHE	-4.4635
BCL2	2.4355
HBZ	-3.01716666666667
ARL13B	-0.23725
MAPBPIP	0.182625
MYO15B	-0.19125
SPZ1	0.828
KIAA1324	1.738
PLCL2	0.748375
C4orf29	-1.01625
WDFY2	0.038
ZNF284	-0.0495
NAALADL1	0.8185
DUSP5	1.10666666666667
PXDN	-0.5555
SLMO1	-1.4495
TNXB	0.7343
BIRC7	-0.7005
A4GALT	1.44616666666667
TIMM22	-0.05525
FAM110C	-0.894
TOMM34	-0.520125
ABHD9	1.6725
ADAM32	2.2195
CRHBP	-0.0765
AQP2	0.426
LOC130355	-0.029
ZNF187	0.121
ZNF816A	0.44
F7	-1.0735
CNOT1	0.0388
SLC13A4	-1.37625
ZBTB11	-0.39425
B3GALT5	0.532
EXOC2	0.5115
IRS1	-0.3951
TMEM1	0.481
MRPL34	-0.598333333333333
SAMM50	-0.986
CDC42EP3	1.591375
HSF2	-0.0937
MFN2	-0.31675
TSPAN7	0.716666666666667
NUCB1	0.793416666666667
RHOH	1.2255
ARL16	-0.494
TACR1	0.2245
SFRS5	-0.556
SNX25	0.13
RHBDF1	-0.00433333333333333
PCDH18	1.6145
HMG1L1	0.167
MYO5C	-0.49025
MAPK10	1.9245
LDHAL6A	0.2508
NUDT12	-0.286666666666667
NCAM1	-0.42625
GLIS2	1.376
GGTL4	0.12925
DAPP1	3.20425
ATF7	0.483571428571429
KIAA0748	1.5485
NFIL3	-0.148
TM6SF1	0.6914
SEZ6	-0.1775
NANOS3	0.1665
DNAJA3	-1.15733333333333
CLDN6	-3.405
CIITA	4.6032
EPHA4	1.4525
FANCC	-0.14875
CMTM3	0.308375
PSG3	-0.497375
MRPL15	0.0615
C21orf59	-0.5665
PLCXD2	0.37925
C2orf34	-0.282875
UBE2L6	2.197
MED14	0.0795
HP1BP3	-0.2163
C6orf208	-0.807
TPBG	-0.5065
OSR2	-0.304625
XPC	0.105
KLHL7	-0.32925
CCR3	0.1134
AGTPBP1	-0.152
PCSK6	-0.1798
STAT5A	0.15
FAM18B	0.47325
LONRF2	-3.11133333333333
PTPN2	0.09475
SF3A3	-0.455
EFCBP2	-0.2475
HCFC1	-0.345833333333333
AHNAK	0.3811
ACTR5	-0.61
KIF14	-1.15728571428571
TENC1	0.422
HEATR5B	0.4105
YIPF2	0.0215
MYEOV2	-0.245166666666667
DUSP18	1.12875
KIAA1012	0.415
AHR	1.11783333333333
C17orf53	-1.20416666666667
PTPRH	-3.862
ATP6V1C1	-0.0948
TAS2R3	0.227
LOC440356	-1.8035
COQ10B	0.24275
PSMF1	-0.124666666666667
SORBS2	3.02533333333333
NFE2L2	0.212
TMCO7	-0.37225
SH3PXD2A	0.156
SH2D2A	1.3715
SPINK5	0.245
MRPS24	-0.66875
OPA3	0.5855
TRAF7	-0.0821666666666667
C4orf35	0.271833333333333
MT1G	-0.65125
MGC39545	0.012
HS1BP3	-0.4249
OR2B2	0.5555
CHRM4	-0.2
SFRP2	1.59275
RIC3	0.78875
ART1	0.2635
C6orf1	0.219875
DUS4L	-1.196
C10orf104	0.46325
TNFAIP6	1.7625
RTEL1	-1.0415
CCT4	-0.7642
ZNF709	0.0005
CHMP6	0.1955
UPP2	-0.2715
CYP19A1	-2.389375
CD151	-1.31466666666667
NDUFA13	-0.812333333333333
ARFRP1	-0.717
FAM26B	2.244
CRYBA1	-1.6745
MRPL41	-0.8815
NPFFR2	-0.998125
HRH2	0.516
SCAMP3	-0.289833333333333
MTMR6	0.9571
MTG1	-0.496
UBTD1	0.35825
CRABP1	2.4165
FLJ33790	-0.8036
KIAA1908	-0.601833333333333
GPR158	0.34125
PACSIN3	0.784833333333333
OMD	1.8255
CATSPER1	-0.274666666666667
HOXB8	-0.130125
FBXO46	1.025
OAS1	2.72033333333333
SVIL	1.21625
PHB2	-0.42675
ADCY3	0.2325
NDRG2	3.05633333333333
ERMAP	0.4077
APBA2	-1.3405
IGSF9	2.13025
WNT6	2.36328571428571
MYCBPAP	-0.33475
ATP2B2	-0.2057
CPVL	1.3891
TRAM2	-0.114833333333333
NOP5/NOP58	-0.2745
ZNRF4	0.07275
TLK1	0.41525
MTMR12	0.222857142857143
ZNF384	-0.229666666666667
FAM9B	-2.677
RPN1	0.6658
PMVK	0.05125
EIF3D	0.0329
SIX2	-0.9395
HPS1	0.913285714285714
RNF7	0.042
PSKH2	0.1395
KCTD13	-0.414
CSMD3	-0.4693
FBF1	-0.9425
IL8	-4.321375
SERPINB13	0.164090909090909
FBXL20	-0.1785
BLR1	0.42025
SH2B1	-0.5405
RFNG	-0.431875
RAB20	1.251
RBM7	0.108
POLR1A	-0.357
TMPRSS4	-3.1675
TAF9	-1.15575
TERF2	0.282
TNFRSF1A	0.794
ACADVL	-0.667166666666667
GTF2H5	-0.2905
EDG8	-0.718833333333333
C9orf140	-1.53125
UST6	1.173
ZBTB8OS	-0.7035
ZNF710	0.266
GPR174	1.014
ATP6V0A2	0.2185
KIAA0319L	0.0688333333333333
XKRX	0.237
DOPEY2	1.2397
SDHD	-0.320416666666667
SUMF1	0.31475
OSM	3.7295
OPN3	-0.0725
DAGLB	-0.207166666666667
PPFIBP1	0.028
TRIM63	-3.94775
C10orf53	0.0385
LYPD3	0.639
BCL7A	-0.01275
AGER	-0.85
TCF19	-0.863
SAT2	0.227
PFTK1	0.476166666666667
GABRE	-1.439875
C15orf38	0.6326
FIS1	-0.078
KCNV2	-0.74325
CLPS	1.24725
PPCDC	-0.631
FOXN2	2.0875
NT5E	-2.8054
CD83	2.74925
IL18	2.461625
VPS16	-0.70025
IGFBP2	-2.8315
NOTCH2	1.0805
SIGLEC1	3.34825
CD93	5.1345
SULF2	0.37375
CEP164	-0.418
P53AIP1	0.0845
TOR2A	-0.0143333333333333
ZNF136	0.2395
MGP	3.4971
CCDC144A	0.252833333333333
TRPC1	-0.8145
SMS	-0.652333333333333
MAPK7	-0.3945
RRAGC	0.954
PARD6A	-0.453166666666667
NUB1	1.50533333333333
SYNGR4	0.59825
OR11H12	0.0365
WIF1	2.19925
GCH1	1.025
OR11H4	0.5485
SLC44A5	-1.1895
GPRIN2	2.312
LOC401431	-0.80025
CPA4	-0.8786
MELK	-0.738555555555556
IL15RA	2.1355
CUL3	0.24775
HMBOX1	-0.7265
PODXL	-0.258
CCT6B	0.668833333333333
COMTD1	-0.98425
MUC20	1.19433333333333
GPX2	-3.272875
ITK	1.706375
FBXL5	0.7735
C13orf27	-1.80025
DEFA5	0.541
TRHDE	0.2715
MTP18	-0.618666666666667
UQCRQ	-0.8898
ITGB2	3.72691666666667
CSRP2BP	-0.3465
TAS2R44	0.748
PHPT1	-0.690875
FAM44C	-0.27775
ERH	-0.08575
MPHOSPH1	-1.4375
MORC1	-0.168
PARVB	-0.5905
LAMA1	-2.50491666666667
PGBD3	-0.20725
GIMAP6	4.9255
AREG	-2.2835
LIPT1	0.01925
MGC99813	-1.48
C1orf201	-0.515
GRIN2A	-0.3495
MAN2C1	-1.224125
NSUN5	-0.87
SF3B5	1.0375
MYC	-0.020125
NRXN1	0.212416666666667
ZNF18	0.30875
SPDYA	-0.564428571428571
SLC37A1	1.5945
DECR2	-0.211
ANKRD38	0.182
SPTLC3	-1.69825
SUPT16H	-0.386375
DTWD2	-0.53175
ULBP1	-0.212
ZADH1	-1.23683333333333
OIP5	-2.0935
IL10RB	0.621
OTUB2	-0.619875
VWA3A	-0.272333333333333
SPIC	1.71566666666667
OR6C4	-0.6975
PSCD4	2.53433333333333
DPY19L2P2	-0.644
TRAPPC6A	0.768166666666667
C21orf2	0.0673333333333333
CEMP1	-0.2075
LIN7B	-0.2005
E2F7	-1.90383333333333
VCP	0.1974375
LAMA3	0.857416666666667
BGN	0.36525
GPR160	-0.623
COCH	-2.76083333333333
GPR81	1.23416666666667
APOBEC3F	0.03775
tcag7.1017	-0.55175
C1orf32	1.7155
SCGB1D2	6.3155
FLJ43987	-0.3525
C6orf170	0.50975
KLK9	-0.0485
GPD1L	-0.24575
VPS37B	0.29525
ATG3	-0.1935
ADAMTS17	-0.2575
KLHDC2	-0.586333333333333
NDUFV2	-0.9035
BLK	1.4235
MATN4	1.204
GPM6A	-0.265
GBP4	6.238
TMEM162	0.318333333333333
PKP2	1.2815
HRASLS	1.28288888888889
MMP1	-3.9165
SFXN3	-0.4734
FSD1	-2.30333333333333
ST6GALNAC3	-1.59816666666667
CA12	-0.8554
NCOA6	0.583
C19orf58	-0.5831
PPP4R1	-0.439333333333333
MAN1A2	1.70683333333333
IKBKAP	-1.789
UPF1	-0.291
KIAA1219	-0.00550000000000001
WNT16	0.952166666666667
SNW1	-0.306125
IL18RAP	4.8935
RPP30	-0.350625
CDC40	0.985785714285715
SETD3	0.198833333333333
SLAMF6	2.35725
ELK4	0.235
TRIM47	1.13166666666667
ACOX3	0.30025
TRIM6	-0.225625
KIAA0372	-0.3395
TP53AP1	-0.308125
SMURF2	0.31375
ADAD1	0.341
EBP	-0.9991
KRTAP13-2	0.4125
FLJ36874	-0.697833333333333
TOR1A	-0.204666666666667
P2RY4	1.415
GPBP1	0.15575
TRPV1	-0.326375
ADAMTS12	-0.160166666666667
PES1	-0.2806
ATG4A	0.617333333333333
MAGEA10	-4.57
WFS1	-0.302
CC2D1B	-0.00183333333333334
PABPN1	-0.0335000000000001
SLC25A30	0.181
SLCO1C1	-0.1
SLC22A5	-0.71125
KIF23	-1.751
SYN2	-0.629333333333333
ASPN	3.617
CENTG2	0.281
QSOX2	-1.3837
FLJ10815	-0.183
STK24	-0.024875
SPEG	-0.127
STK10	1.17216666666667
DACT2	1.585
AAAS	-1.273
SSX3	-1.07625
ABCD3	-0.1615
C4orf12	-0.93975
PARVG	2.3965
FIG4	0.81025
C9orf46	1.3525
TMCO6	-0.85
IGHMBP2	-1.10975
DUS2L	-0.228833333333333
FAM3C	0.416125
TMEM16D	-1.117875
DCTN4	-0.129
KCNH3	0.59575
EIF2AK2	2.415
AP1S3	-0.247125
CST4	0.2015
PAM	-0.07825
NUTF2	0.076
CITED2	1.0633
SLC39A4	-0.2795
C2orf52	-2.2275
GRM3	-0.455
C12orf49	0.154625
CCDC49	0.1493
GRAMD1B	-0.699625
FNDC4	-0.36
SIAH2	-0.19925
GDPD4	0.576
C21orf87	0.30375
ATP5A1	-0.689833333333333
C16orf63	-1.164625
LOC388135	-2.073
ATP5J2	-0.430875
MMP3	-4.87275
EMID2	-0.61775
CRHR1	0.9645
WDR70	0.0465
C13orf31	1.846
ZFAND1	0.3155
CCL18	4.77666666666667
C3orf49	-0.2165
RINT1	-3.0505
KIAA0408	-0.845666666666667
F13A1	5.3398
SLC10A1	-0.4535
OGN	1.37075
GIPC2	-0.383666666666667
XPO6	-0.554
LCE1A	1.418
FMR1	1.154
LOC374920	-0.125
DUSP3	0.271625
ANKMY1	-0.63475
C7orf50	-0.231
BBS9	-0.1768
UNC119B	-0.878125
C9orf72	0.52925
MGC35440	-0.1505
ENTPD6	-0.97375
PPP1R2P9	1.27875
ERCC4	-0.371
FAHD2B	-0.9405
HMHA1	1.3775
HACL1	-0.18
RAD23A	-0.529666666666667
FAM83B	0.16025
PPP5C	-0.965166666666667
RNASEH2C	-0.27375
C9orf153	-0.141
SCAMP4	0.134125
GHITM	0.0818
NDUFB7	-0.033875
ADCYAP1	0.442
SP110	3.08666666666667
MAP3K7IP2	0.925
DHH	0.336
AGRN	0.300857142857143
WDR33	0.297833333333333
CEP290	0.205333333333333
PRPS1L1	-1.75783333333333
KLRA1	0.243
GPR97	0.2245
CHD7	-0.297083333333333
TLR10	3.24275
SLC30A8	-0.669
HIC1	0.9195
IAPP	1.4845
RXFP4	0.466
GP1BB	1.2305
SHQ1	-0.186
NKX2-3	0.356666666666667
API5	0.86
FTHP1	0.43
MOV10L1	0.1892
TRIM6-TRIM34	3.33766666666667
ADHFE1	0.352
FAM117A	0.97725
DDI1	-0.0304
CDON	-0.349333333333333
TRIM73	0.7845
IGKC	5.636
MMP14	-0.146583333333333
DYNC1LI1	-0.121875
C11orf66	-0.2205
TRBV3-1	-0.2465
FASTKD5	-0.6025
BIVM	-1.43275
LHX4	-0.527
CXCL2	2.7836
RAB2B	-0.509166666666667
IZUMO1	-0.705
MAP3K15	-2.43225
FAM19A2	-0.2295
ZC3H8	-0.583833333333333
ZMAT1	1.885
SPINK5L3	-1.805
SLC10A6	0.54
APPL2	-0.4135
CARD10	-0.868333333333333
LOC402176	0.3925
EEF1D	0.2869
RAB6A	0.576888888888889
C12orf5	-0.77675
PAPOLG	0.461
MSRB2	0.67675
BCR	0.590333333333333
PUS3	0.34725
TIAM2	1.80425
ZNF317	-0.028
CHD2	0.182230769230769
FZD5	-1.20963636363636
NUDT8	-0.72325
ZNF763	0.677
PRC1	-1.54833333333333
ABCB9	-0.238166666666667
SPATA3	0.18375
TRAK2	0.246625
STAB1	3.187875
LRRTM2	0.1895
psiTPTE22	1.33275
DBI	0.086
SERPINA11	-3.26975
NAT5	-1.00625
C20orf58	-2.56375
RPS6KA4	1.10633333333333
FLJ90650	-0.96825
TGFBRAP1	0.15675
CHRDL2	0.17875
FAHD2A	-1.09083333333333
CNTN1	0.678
BBS4	-0.9332
TMEM181	-0.588
MINPP1	-0.22475
MPHOSPH6	-0.0259166666666667
HOXC10	-0.5341
ITPKB	0.263
CLPTM1L	-0.096625
MEOX2	1.43283333333333
ATP6V0C	-0.17825
PRPF8	-0.283333333333333
TMC5	1.409
FKBP3	-1.19175
PLEKHB2	-0.244125
OR4D6	-0.0145
ZNF544	-0.4831
D2HGDH	-0.672125
RPL18A	-0.0021
HEL308	0.099625
MPP6	-2.36025
TCERG1	-0.95925
KRT16	1.27833333333333
KLF17	-1.219
KLF5	1.91875
CDR1	1.128125
VCX3A	-4.9075
FBLN2	1.915875
C14orf104	-0.21475
HBE1	-4.8062
OR4S2	-0.448
C1orf108	-0.341166666666667
ROBO4	3.97866666666667
CPEB4	0.860125
C11orf80	0.295666666666667
BCKDHA	0.831333333333333
MYOC	2.22525
GIF	-0.26
CKMT1A	0.993
RPL3	0.217
THBS1	0.6125
APOO	-0.64175
ARMCX1	1.70225
HSZFP36	-0.33425
SNAPC5	-0.43375
EIF4ENIF1	0.59875
ZNF433	-1.449
TNFRSF21	0.708625
TMPRSS7	-0.197
SPATA18	0.6749
HPDL	-1.4355
MKL2	0.6709
TBX3	-1.28276923076923
C21orf93	0.292166666666667
DAXX	0.243
ELMO1	1.983
RGS13	2.80666666666667
TAF11	-0.71775
UNC13A	-0.957875
LOC653314	0.1248
ORC3L	-0.08825
IMAA	-1.9095
TARBP2	-0.87975
CABIN1	0.1417
TRIOBP	-0.219625
HIST1H2AC	0.6485
RGS22	-2.98516666666667
NCOA1	1.49366666666667
IL25	1.0405
SNCG	1.826
GPR6	-0.175
AMDHD1	-1.87533333333333
CHEK2	-0.524875
C6orf142	-0.07875
DRD4	0.80675
C14orf68	-1.4915
GDF11	-2.04325
SEMG2	-0.2285
CD247	2.3785
CDAN1	-1.03025
RBMX2	0.428833333333333
TGS1	-0.0575
OIT3	0.68775
SYF2	0.34475
MCM4	-1.141
PKHD1L1	2.08225
CEP192	-0.443666666666667
IFT88	-0.2195
RPL9	-0.344071428571429
RAB32	0.765125
DDX43	-2.51025
P2RX2	0.2215
OR5D18	0.4315
UBE1	-0.314083333333333
SLC24A1	-0.032125
ARHGAP5	0.53475
CETP	0.428
KIAA1731	-0.312666666666667
SLC9A4	0.387
PTPN6	2.305
BAHD1	0.56
GRIK3	-0.2625
CACNB2	-0.424
PDE10A	-1.02875
DGCR14	-0.149
PCDHB9	0.227166666666667
RHOQ	1.00666666666667
MAP3K4	-0.252
KTI12	-0.123166666666667
RPL23AP13	-0.5055
GNG11	-0.3185
CLCN3	0.975166666666667
GPAM	-1.336
VSTM2A	null
SLAMF7	5.8945
INTS2	-1.054
PPP2CA	-0.2045
LRP12	-0.6854
SEC14L2	0.170888888888889
DKFZP586H2123	2.71075
MC3R	-0.0255
CIRH1A	-1.04133333333333
HIST1H2AB	0.152333333333333
POLH	-0.523125
MGC16703	-2.0285
SNAPC2	-0.3445
FILIP1L	1.15925
RASGRP4	0.0175
LRRC1	1.4425
GAS1	1.49
PRAC	-0.28375
DGKA	0.541666666666667
NT5C3	0.33425
PEG3	-2.74316666666667
NADK	-0.7855
PRR17	0.9365
LOC374569	0.9205
SGSH	-0.110833333333333
NLRP8	-0.0505
GALT	1.1228
MCF2	-1.0095
ZNF263	-0.265
TACSTD1	0.365
TYR	-6.3836
ATP6AP2	0.54575
RNUXA	-0.351
ABHD10	-0.232666666666667
GDPD2	-1.07025
SLC35C1	1.45475
UBE2A	0.21875
HERC5	1.858
FAM112B	-3.69866666666667
FBXL16	-1.051
DKFZP434A0131	-0.14725
ELA3A	-3.0225
RBM41	-0.76275
HAO2	0.36925
RNH1	0.06075
SHANK2	1.49966666666667
OSBP2	-1.787
DAK	-1.187
C3orf58	1.53108333333333
TCL1B	0.582
KBTBD2	0.1495
SUGT1L1	0.07875
UBE2E2	1.2865
MYL9	2.004375
CDC23	-0.9535
PBXIP1	1.4266
CXorf40B	0.801
NBL1	0.24975
RTBDN	0.48
RAB11FIP5	-0.359375
TTTY13	-0.513
SCOTIN	0.203666666666667
SOHLH1	-0.63
CDKN1A	0.176428571428571
NCK1	1.55125
ZNF550	0.052
SAPS3	0.3165
SPIN3	0.235666666666667
MAGEE2	-0.33425
MIS12	-0.416333333333333
OR8H2	0.8445
KIAA0774	-1.4235
UNC5D	-1.635
CUL7	-0.382333333333333
LIPC	-2.84916666666667
DIO1	-1.57975
C20orf11	0.0533
CTRL	-0.298
HS3ST2	2.391
