Hybridization REF	TCGA-AO-A12H-01A-11R-A115-07
PPFIBP1	-0.2419
TRIM63	-1.7045
C10orf53	0.813
LYPD3	-0.0311666666666667
BCL7A	0.593
AGER	-1.312
TCF19	-0.837375
SAT2	1.204
PFTK1	-0.514333333333333
GABRE	-3.327375
C15orf38	1.2722
FIS1	-0.5655
KCNV2	-0.2315
CLPS	-0.038
PPCDC	-0.185375
FOXN2	-0.473166666666667
NT5E	-3.6358
CD83	0.265
IL18	0.21375
VPS16	0.0825
IGFBP2	-1.59116666666667
NOTCH2	0.695
SIGLEC1	3.229875
CD93	6.0045
SULF2	-2.116
CEP164	-0.720375
P53AIP1	0.266
TOR2A	0.196833333333333
ZNF136	1.27425
MGP	1.2047
CCDC144A	0.704666666666667
TRPC1	-0.350333333333333
SMS	-0.793666666666667
MAPK7	-0.436
RRAGC	0.818
PARD6A	0.649833333333333
NUB1	0.788166666666667
SYNGR4	-0.31025
OR11H12	0.377
WIF1	-0.239375
GCH1	0.63025
OR11H4	0.08
SLC44A5	0.272
GPRIN2	1.15983333333333
LOC401431	0.89375
CPA4	-2.1915
MELK	-2.829
IL15RA	-0.9255
CUL3	1.13975
HMBOX1	0.517
PODXL	-0.484
CCT6B	2.0355
COMTD1	-0.20925
MUC20	1.53
GPX2	-3.6215
ITK	-2.648625
FBXL5	2.659
C13orf27	-1.94575
DEFA5	-0.7215
TRHDE	0.08
MTP18	-1.14516666666667
UQCRQ	-0.9191
ITGB2	1.7935
CSRP2BP	0.94225
TAS2R44	-0.13
PHPT1	0.09725
FAM44C	0.053
ERH	-0.4125
MPHOSPH1	-1.67516666666667
MORC1	-1.0145
PARVB	-0.89275
LAMA1	-2.75841666666667
PGBD3	0.49225
GIMAP6	4.01875
AREG	-6.68033333333333
LIPT1	0.03975
MGC99813	-0.52
C1orf201	0.6015
GRIN2A	-0.4638
MAN2C1	-1.2045
NSUN5	-0.99025
SF3B5	0.0475
MYC	-0.7680625
NRXN1	-1.4971
ZNF18	0.8975
SPDYA	-0.30825
SLC37A1	1.2705
DECR2	0.55775
ANKRD38	0.387875
SPTLC3	-1.49833333333333
SUPT16H	-0.379375
DTWD2	1.8345
ULBP1	-1.264
ZADH1	1.00433333333333
OIP5	-2.65675
IL10RB	0.171333333333333
OTUB2	0.463875
VWA3A	1.138
SPIC	-0.176166666666667
OR6C4	0.4415
PSCD4	1.13333333333333
DPY19L2P2	1.2035
TRAPPC6A	0.7805
C21orf2	0.0968333333333333
CEMP1	-0.183
LIN7B	0.678
E2F7	-2.50433333333333
VCP	0.1199375
LAMA3	2.46591666666667
BGN	0.75575
GPR160	1.1
COCH	-5.10916666666667
GPR81	1.74316666666667
APOBEC3F	-1.88175
tcag7.1017	-1.0035
C1orf32	0.3975
SCGB1D2	0.083
FLJ43987	0.332
C6orf170	1.271
KLK9	0.408
GPD1L	1.256
VPS37B	-0.41225
ATG3	-0.153
ADAMTS17	-0.262
KLHDC2	-0.077
NDUFV2	0.50275
BLK	-3.262
MATN4	-1.8235
GPM6A	-0.370125
GBP4	3.48616666666667
TMEM162	0.265833333333333
PKP2	0.8805
HRASLS	-1.63811111111111
MMP1	-4.28875
SFXN3	-0.3246
FSD1	-2.0055
ST6GALNAC3	-1.8265
CA12	0.3802
NCOA6	0.57675
C19orf58	0.0339
PPP4R1	0.419833333333333
MAN1A2	0.571
IKBKAP	-0.8425
UPF1	0.68
KIAA1219	1.29
WNT16	0.257
SNW1	0.586
IL18RAP	0.195
RPP30	-0.549875
CDC40	0.631642857142857
SETD3	0.506166666666667
SLAMF6	-0.482
ELK4	-0.9245
TRIM47	-0.225666666666667
ACOX3	1.7485
TRIM6	-0.839125
KIAA0372	-0.2195
TP53AP1	1.3065
SMURF2	-0.059
ADAD1	0.46575
EBP	-0.8154
KRTAP13-2	-0.2465
FLJ36874	-1.18
TOR1A	0.196
P2RY4	-0.4555
GPBP1	0.64175
TRPV1	0.24075
ADAMTS12	-0.478666666666667
PES1	-0.5376
ATG4A	0.477
MAGEA10	-4.663
WFS1	2.0215
CC2D1B	0.236833333333333
PABPN1	-0.605625
SLC25A30	0.36275
SLCO1C1	0.195
SLC22A5	1.80575
KIF23	-2.46033333333333
SYN2	-0.4685
ASPN	8.14916666666667
CENTG2	0.701
QSOX2	-1.2131
FLJ10815	0.121833333333333
STK24	0.1686875
SPEG	-0.1165
STK10	0.0266666666666667
DACT2	-3.434
AAAS	-0.81075
SSX3	-1.157875
ABCD3	1.6232
C4orf12	1.355
PARVG	0.776666666666667
FIG4	1.458
C9orf46	1.299
TMCO6	-1.0105
IGHMBP2	0.4105
DUS2L	-0.238333333333333
FAM3C	-0.6753125
TMEM16D	-0.768625
DCTN4	1.49525
KCNH3	-0.2485
EIF2AK2	2.2375
AP1S3	-0.042
CST4	0.2055
PAM	-1.217125
NUTF2	-0.3225
CITED2	1.2156
SLC39A4	-1.074
C2orf52	-0.467
GRM3	-0.0875
C12orf49	-0.25675
CCDC49	-0.251
GRAMD1B	-0.847285714285714
FNDC4	-0.634
SIAH2	2.114625
GDPD4	0.3975
C21orf87	0.602875
ATP5A1	0.205
C16orf63	-0.38825
LOC388135	-0.453333333333333
ATP5J2	-0.52375
MMP3	-3.4575
EMID2	-0.154
CRHR1	0.17675
WDR70	-0.82625
C13orf31	2.14825
ZFAND1	-0.039
CCL18	2.87933333333333
C3orf49	0.714
RINT1	-1.3705
KIAA0408	-3.08683333333333
F13A1	4.0649
SLC10A1	0.7055
OGN	1.645
GIPC2	-2.05916666666667
XPO6	-0.873166666666667
LCE1A	0.0185
FMR1	0.5895
LOC374920	0.35525
DUSP3	0.1805
ANKMY1	0.6275
C7orf50	-0.011
BBS9	-0.4188
UNC119B	-0.15375
C9orf72	0.36775
MGC35440	0.021
ENTPD6	0.40825
PPP1R2P9	-0.214
ERCC4	0.8025
FAHD2B	-0.582
HMHA1	0.2275
HACL1	-0.3585
RAD23A	-0.307833333333333
FAM83B	0.032
PPP5C	-0.844333333333333
RNASEH2C	0.107125
C9orf153	-0.22625
SCAMP4	0.556625
GHITM	0.1889
NDUFB7	-0.142875
ADCYAP1	-0.788833333333333
SP110	1.97566666666667
MAP3K7IP2	0.72525
DHH	-0.191
AGRN	0.807785714285714
WDR33	0.729166666666667
CEP290	0.846
PRPS1L1	-2.24416666666667
KLRA1	-0.7145
GPR97	0.1765
CHD7	-1.12741666666667
TLR10	1.34175
SLC30A8	5.2525
HIC1	0.401833333333333
IAPP	-0.4315
RXFP4	0.39875
GP1BB	-1.37475
SHQ1	-0.0925
NKX2-3	0.152166666666667
API5	-0.15375
FTHP1	-0.3345
MOV10L1	0.9332
TRIM6-TRIM34	2.24583333333333
ADHFE1	1.9425
FAM117A	0.802
DDI1	-0.0124
CDON	1.16616666666667
TRIM73	-1.141
IGKC	0.181
MMP14	-1.1195
DYNC1LI1	0.9465
C11orf66	1.13725
TRBV3-1	-1.226
FASTKD5	-0.37025
BIVM	-0.487
LHX4	-0.258
CXCL2	-2.6794
RAB2B	-1.24
IZUMO1	-0.84525
MAP3K15	-1.59625
FAM19A2	0.541333333333333
ZC3H8	0.0188333333333333
ZMAT1	3.100375
SPINK5L3	-3.83925
SLC10A6	-0.0385
APPL2	0.6155
CARD10	0.894833333333333
LOC402176	-1.853625
EEF1D	1.4959
RAB6A	0.4581
C12orf5	-1.32375
PAPOLG	0.51625
MSRB2	0.86775
BCR	0.735611111111111
PUS3	-0.1475
TIAM2	-1.06375
ZNF317	-0.147666666666667
CHD2	0.484571428571429
FZD5	-2.41027272727273
NUDT8	-2.1645
ZNF763	0.3085
PRC1	-2.31622222222222
ABCB9	1.593
SPATA3	0.46125
TRAK2	1.014875
STAB1	2.860875
LRRTM2	-0.649
psiTPTE22	-1.0405
DBI	-0.03275
SERPINA11	-0.05175
NAT5	0.103
C20orf58	-2.2205
RPS6KA4	-0.025
FLJ90650	-1.43375
TGFBRAP1	0.587
CHRDL2	-1.279875
FAHD2A	-0.5665
CNTN1	-0.6975
BBS4	0.3626
TMEM181	2.77425
MINPP1	-0.267
MPHOSPH6	-0.142416666666667
HOXC10	-0.141
ITPKB	0.02875
CLPTM1L	0.00650000000000002
MEOX2	-0.985333333333333
ATP6V0C	1.0265
PRPF8	-0.294833333333333
TMC5	0.117
FKBP3	-0.4345
PLEKHB2	0.546125
OR4D6	0.389
ZNF544	0.142
D2HGDH	-0.26975
RPL18A	-1.6521
HEL308	-0.012125
MPP6	-3.61275
TCERG1	-1.379
KRT16	-2.18883333333333
KLF17	-1.182
KLF5	-1.569
CDR1	0.600375
VCX3A	-4.288
FBLN2	0.031625
C14orf104	0.028
HBE1	-4.5745
OR4S2	-0.021
C1orf108	-1.007
ROBO4	3.56283333333333
CPEB4	1.346
C11orf80	-1.37616666666667
BCKDHA	0.640833333333333
MYOC	2.3175
GIF	-0.3065
CKMT1A	0.7645
RPL3	1.0312
THBS1	3.16175
APOO	-0.67325
ARMCX1	1.7955
HSZFP36	1.54075
SNAPC5	0.18475
EIF4ENIF1	0.74575
ZNF433	0.83075
TNFRSF21	-1.603
TMPRSS7	0.1845
SPATA18	1.9539
HPDL	-3.538
MKL2	0.9121
TBX3	3.17707692307692
C21orf93	-0.3215
DAXX	0.68025
ELMO1	-0.145
RGS13	0.768
TAF11	-0.16675
UNC13A	-2.424375
LOC653314	-0.1392
ORC3L	0.32425
IMAA	-2.6335
TARBP2	-1.29675
CABIN1	0.0273
TRIOBP	0.228625
HIST1H2AC	1.612875
RGS22	2.64533333333333
NCOA1	2.16416666666667
IL25	0.232
SNCG	-0.975
GPR6	0.344
AMDHD1	-1.46166666666667
CHEK2	-1.260375
C6orf142	-0.4045
DRD4	-0.9665
C14orf68	-1.289
GDF11	-1.72825
SEMG2	-0.4565
CD247	-2.735
CDAN1	0.48975
RBMX2	-0.206666666666667
TGS1	-0.90325
OIT3	1.08975
SYF2	0.31375
MCM4	-2.073625
PKHD1L1	0.200142857142857
CEP192	-0.681333333333333
IFT88	1.6505
RPL9	0.00228571428571427
RAB32	-0.85025
DDX43	-2.41225
P2RX2	-0.166833333333333
OR5D18	0.986
UBE1	0.00441666666666667
SLC24A1	1.01475
ARHGAP5	0.81675
CETP	0.47975
KIAA1731	0.2155
SLC9A4	0.4545
PTPN6	1.699
BAHD1	0.537
GRIK3	0.971
CACNB2	1.3296
PDE10A	1.182
DGCR14	0.121
PCDHB9	0.149833333333333
RHOQ	-0.425333333333333
MAP3K4	0.355
KTI12	0.223833333333333
RPL23AP13	-0.0565
GNG11	-0.64825
CLCN3	1.036
GPAM	-1.012
VSTM2A	6.3545
SLAMF7	0.4095
INTS2	-0.94625
PPP2CA	-0.366
LRP12	-0.114333333333333
SEC14L2	1.12522222222222
DKFZP586H2123	2.73825
MC3R	-0.112
CIRH1A	-1.45816666666667
HIST1H2AB	0.910166666666667
POLH	0.080125
MGC16703	-0.623666666666667
SNAPC2	0.9025
FILIP1L	0.03325
RASGRP4	0.4545
LRRC1	1.8225
GAS1	-0.1965
PRAC	-1.05675
DGKA	-0.3915
NT5C3	-0.59975
PEG3	-4.16525
NADK	-0.00475
PRR17	0.208
LOC374569	-0.46625
SGSH	0.672333333333333
NLRP8	1.3155
GALT	-1.184
MCF2	-1.1035
ZNF263	0.9095
TACSTD1	1.32183333333333
TYR	-6.2848
ATP6AP2	0.80575
RNUXA	0.641
ABHD10	1.3505
GDPD2	-0.6725
SLC35C1	-0.371
UBE2A	0.35675
HERC5	0.8075
FAM112B	-4.82066666666667
FBXL16	0.551
DKFZP434A0131	-0.8005
ELA3A	-2.205
RBM41	-0.84975
HAO2	1.2745
RNH1	-0.118125
SHANK2	1.25383333333333
OSBP2	0.642875
DAK	0.0535
C3orf58	0.808416666666667
TCL1B	-0.704
KBTBD2	-0.30825
SUGT1L1	2.23925
UBE2E2	0.946333333333333
MYL9	1.3695
CDC23	-0.952666666666667
PBXIP1	0.8427
CXorf40B	-0.034
NBL1	1.8745
RTBDN	-0.2675
RAB11FIP5	1.092125
TTTY13	0.419
SCOTIN	0.232833333333333
SOHLH1	-1.05116666666667
CDKN1A	0.597071428571428
NCK1	0.2085
ZNF550	-0.107
SAPS3	-0.01775
SPIN3	1.07266666666667
MAGEE2	-0.493
MIS12	-0.394166666666667
OR8H2	0.574
KIAA0774	0.857166666666667
UNC5D	-1.7305
CUL7	-0.0213333333333333
LIPC	-3.27133333333333
DIO1	4.156
C20orf11	-0.1612
CTRL	-0.687
HS3ST2	0.482
PAK4	0.594
CCRL1	3.15125
RNF10	0.544625
ZNF567	0.15025
ZNF660	2.691
TCEAL3	3.441
MAGOH	-0.695
CENPB	-0.354833333333333
C19orf7	0.468875
LOC388965	0.29825
ZCCHC13	1.3825
JMJD1A	-0.8112
HIST1H4H	-0.4915
TBRG1	-0.4072
GPC3	-4.525375
TAF1C	-0.53225
EBNA1BP2	-0.494666666666667
CIAPIN1	-0.49175
PDGFRA	-2.17616666666667
CSTB	-0.5325
CENPI	-2.8495
GTF2E2	-0.5355
RPP21	-0.6615
CCNF	-0.929666666666667
KCNQ3	0.7985
FAM79A	1.6605
SLC22A12	-0.3285
NOVA1	-1.642
FZD3	0.9417
AKAP8	-0.50775
SOCS5	0.012125
CFDP1	-0.16325
DLG5	0.973
PGM5	0.159916666666667
C1orf144	0.465333333333333
HDAC10	-0.811
RND2	-1.524
C20orf199	-1.10025
RNMT	-0.531875
SLURP1	-0.045
ASTN1	-0.511125
SH3BGR	1.25825
MYCL1	-1.61675
ZHX1	1.08183333333333
CENPK	-4.18175
FOSB	1.7403
LOC643406	0.67425
C2orf59	-1.202375
TMEM135	-0.498375
SLC27A2	2.96325
KRT33A	0.2985
OVOL1	0.305125
PAMCI	-3.61066666666667
S100A7	-1.9195
ZNF789	-1.6165
HARS2	-0.5435
RPL23A	-0.8095
TCF23	1.531
UPF3B	-0.74675
C17orf78	-0.2895
HLA-DOB	-0.769333333333333
C14orf142	0.0156666666666667
TEKT5	0.693166666666667
DMWD	-0.029
POLD1	-1.98433333333333
GSCL	-1.165
CALD1	-0.9118
SCRT1	-0.4905
AIG1	2.49625
UNC84B	0.276
ZNF404	2.171
TMED6	-3.28
KIAA1462	0.475
LRRC27	2.23616666666667
PYGO1	0.4525
PIGU	-0.724
ALAS2	-3.89883333333333
WRNIP1	0.629
CNNM3	0.6655
ZNF2	1.01075
ST3GAL5	-1.178
MRPL23	-0.41925
TSSK6	-0.21525
PSMA6	-0.37025
C16orf70	0.4365
KIAA1602	-0.13025
ALMS1	0.655
DCN	0.756
TMEM132D	-1.8215
SUCLG2	0.0785
ABHD14A	0.696
DEXI	0.00216666666666666
AMPD2	-0.902166666666667
IFNAR2	-0.552833333333333
CYB5A	1.9604
TLOC1	0.74645
NXF5	-0.788
NRBF2	-0.586625
KCTD3	1.26275
ITGAE	-1.43933333333333
SLC30A3	-2.20616666666667
ZRF1	-1.068
IFRD2	-0.963375
XAB1	-0.6665
PYCR2	0.117666666666667
SERPINB3	-2.547
TMLHE	1.1069
GEFT	-0.710625
ABCA5	0.4885
EMR4	-0.193166666666667
TSFM	-0.1695
HIST3H2BB	0.332
ARHGEF19	0.61975
TSPAN17	-0.499666666666667
ABCC8	4.031
MAP1S	0.41
C22orf36	0.63175
BNC2	-1.48228571428571
HIST1H4A	-0.78125
NDUFS3	-0.386166666666667
WDR3	-0.548
XKR4	-1.42825
TTC33	-0.516461538461538
STMN2	3.5185
CPN2	-0.954666666666667
HSPC105	2.361375
PCOLCE2	-6.66
C3orf55	-0.361
KLHDC9	1.96816666666667
TBC1D23	-0.249375
ATXN2L	-1.06758333333333
MAP2K3	0.297083333333333
SCAP	-0.1775
ZNF486	1.29666666666667
C20orf96	0.991
NARS	0.27775
ADAMTSL1	-0.503928571428571
PRCC	0.522666666666667
CCDC126	2.44558333333333
ZNF675	0.97775
CALCOCO1	0.4185
ANKRD43	1.38725
CWF19L2	0.292
ZBTB32	0.237666666666667
BRAF	0.02875
ODF4	0.29925
MGC14376	0.6025
HORMAD1	-2.763
AAK1	8.33333333333288e-05
PEBP1	1.85716666666667
TNFSF5IP1	-0.0571666666666667
DKFZp564N2472	0.34975
RMND1	0.657625
IGKV1-5	1.16825
COL1A2	0.681833333333333
SERPINA5	-0.941125
AANAT	0.297
C19orf21	2.018
GEMIN5	-0.045
UBR4	-0.2135
LTBP3	0.482
AMHR2	-2.03733333333333
PROCR	0.741
MYBBP1A	-0.329
C20orf39	-0.0135
ZNF697	-0.776125
PASK	-0.1359
ZNF776	1.43716666666667
RFXDC2	-0.191625
KIAA0467	0.1595
C10orf96	-2.45525
ZNF503	-1.293
GULP1	-2.55908333333333
KCNE4	4.77483333333333
DKFZp434K191	-1.91675
LOC196913	-0.216
BHLHB4	-0.9355
CH25H	0.273
LOC81691	-0.294
ALPL	0.015
COL12A1	3.54375
FOLR3	-2.67516666666667
GPR123	0.00737499999999999
TRIM62	1.03607142857143
ABLIM1	-0.075
MAST3	0.0645
RHBDD1	0.32
LOC338809	-0.759
RYBP	1.01275
TTC26	-0.25875
ZNF22	0.0961666666666667
ISCA2	-0.129
RDM1	-1.94825
PIGM	0.39625
GNB3	-0.867
ACTR2	0.1371
HMGB1	0.08545
EDG1	3.04783333333333
SOAT2	-3.71875
OR10AD1	0.6585
RAP1GDS1	2.338
LCE1F	0.86
ESM1	-0.646125
RCN3	1.156
CREBL1	-0.4325
DBNL	-0.200333333333333
PTGER3	1.784875
USP30	-0.157333333333333
BCL2L12	-1.459
KIF26B	2.8255
ZNF416	0.774
ZNF225	0.8425
C17orf70	-0.27425
ZNF554	1.30175
RAE1	-0.9035
TNIK	-1.68266666666667
ACTN3	1.0835
MGC45922	-0.8225
CCNA1	-1.93916666666667
RYK	0.677
IL26	-0.0805
LRP3	0.0598333333333333
QARS	-0.2315
SOX7	1.53985714285714
BID	-0.422
OR2S2	0.4085
CXCL14	5.42825
C11orf47	-0.9025
MGC29891	0.2795
HSPB8	1.9685
PRDM14	-2.9715
NUFIP2	0.427
MNAT1	-0.331
ZDHHC2	1.21541666666667
MBNL2	0.592875
ADD3	-1.704
CSNK2A1P	-0.742
KLK6	-1.91316666666667
TMEM111	0.4229
KIAA1279	1.536
NUBP2	-0.123833333333333
RAB42	-2.05175
ID3	-1.6157
TM9SF1	0.2695
MDP-1	-0.2085
POU4F2	0.39
IQCK	1.19125
C16orf14	-0.58375
CAPN3	-1.971125
FAM43B	-0.8135
RECQL	-1.487
AP1G1	0.821357142857143
CTNNBL1	-0.935833333333333
ECHDC1	-0.0785
SMARCC1	0.0059
FOXQ1	-2.921875
GNAI3	-0.1415
POLG2	-1.863
CD4	0.847375
ITLN1	-1.4805
EBI2	2.83775
IRF1	0.2035
PTPRE	1.572
PTK2B	0.78325
NXNL2	0.8585
SOX4	-0.00261111111111104
TSPAN3	2.07266666666667
SH2D1A	-4.32783333333333
C8orf58	-0.549666666666667
USP20	-0.7385
DUSP22	-0.956833333333334
CALB1	-2.907
L3MBTL2	1.43233333333333
MCRS1	-0.704
TMEM118	-0.58
C18orf8	0.5445
FLJ10241	0.084625
GJA12	0.71975
PKD1	-0.689166666666667
ZFP3	1.078
JAM3	-1.70725
LAPTM4A	1.2683
DIRC2	1.0985
KIAA2022	3.18816666666667
MYOM1	0.791666666666667
TRPM8	-3.32683333333333
MOP-1	-0.296
PHKG2	-0.1025
ZNF650	1.294625
KIAA1522	2.315125
PSG8	-2.26633333333333
DDX19B	0.031
MOBKL1B	-0.253
DIAPH2	-0.788666666666667
PTPN12	0.3855
CLN8	-1.0338
CRYZL1	-0.1175
CRY2	1.05816666666667
FCGR2B	3.53433333333333
PNPLA4	2.361875
ZNF454	0.3315
DKFZp434B1231	-0.2345
CLDN11	0.0642
RFWD2	0.266666666666667
CIB2	-1.5235
MXRA8	0.9945
HRK	-2.00625
MAML2	-0.5405
C4orf31	-1.31875
C6orf192	-1.035
COG6	0.800375
FAM5B	4.8195
NFATC1	0.4613
SEPT10	-0.424333333333333
SCYL1	-0.1949
RPP40	-0.61975
SCOC	0.5465
KIAA1450	0.00025
CTDSPL2	-0.66375
TBX5	1.6615
NAPG	0.333
RHD	-5.45825
C14orf45	1.72183333333333
ZBTB22	1.9675
PLCG1	-1.9845
ANKRD10	-1.06525
AQP7P2	0.1215
TAGLN2	-1.5525
HTR2C	-1.2545
SLC16A7	-1.69416666666667
C17orf83	-0.619
TSGA14	-0.590666666666667
MDH1	-0.2165
PPP3R2	0.0235
DCBLD2	-2.16721428571429
RBM33	-0.93575
DPH3	-1.8245
SYT10	-1.45283333333333
FMO4	1.606625
THYN1	-0.34575
DRD5	-2.5285
OTOR	0.3115
PGRMC2	0.1509
KATNAL1	-0.707875
PAQR6	-1.48
UBE2I	-0.2355
C14orf28	0.294
C8orf70	-0.06825
FLYWCH1	-0.56
ANGPTL3	-1.504
GLRX2	-0.669833333333333
ATP11A	-0.995142857142857
ARL5B	0.01625
MUC16	-2.7175
SLC25A5	-1.68314285714286
ACRC	-0.743
MYO1C	0.2835
FAM89B	0.676
FAS	-1.183875
KIFAP3	0.3115
GLRA2	0.042
BTN3A2	-0.1146
CNKSR3	0.41025
CSTF3	-0.817
ARPM1	1.1155
KIAA1530	-0.806
C9orf150	2.99416666666667
PRKCI	0.42475
tcag7.1015	-1.42125
SOD3	-1.411
ZNF574	0.6555
CYP21A2	1.77575
RPL12	0.91
COMMD2	-0.90425
WIZ	0.401
LOC344405	-1.1785
ALDH4A1	-0.198
CRYAB	0.29825
COPA	0.332
PCDHGA7	0.5655
KIF11	-1.68116666666667
RASD2	0.59425
SLC26A3	-0.431
ZNF175	0.104
JAKMIP2	-1.937
C8orf4	1.56083333333333
PTHLH	-0.192
SLC40A1	1.31133333333333
OR7D4	0.625666666666667
PCDHB17	-0.515
CD36	1.85614285714286
C6orf203	1.1445
PRKG2	0.597
LOC400566	2.902
ANAPC13	0.34825
SLCO3A1	1.57625
ZNF692	-1.639
FANCL	-0.834
SH3GLB1	1.068
C12orf61	0.2175
KBTBD6	1.65725
SUPT5H	0.18875
XRCC6	-0.5474
HUS1B	-0.2164
FAM133B	0.386285714285714
LOC728276	0.235
KCTD18	1.3155
SOS2	1.04716666666667
CCDC99	-2.0685
C1QTNF5	2.7385
NNAT	-0.686666666666667
USP16	0.35225
LARS	-0.365625
ZBTB2	1.1545
ABO	0.549
TRAF3	0.19975
GALNT5	-2.5945
NAP5	0.939
ALG14	0.418833333333333
KIAA0515	0.237461538461539
WDR75	-0.5795
TEX261	-0.29
LY86	0.66825
LOC389072	-0.3005
FLJ13611	0.24975
MRGPRX2	0.6705
SNRPA	-0.942375
OR2G2	0.4785
GPRASP2	1.52425
C7orf42	0.1463
C9orf163	-0.5755
CYP11B2	0.6315
FCRL3	0.716666666666667
PRDX1	-0.16025
FGB	-7.15566666666667
COX17	1.038
C16orf33	-0.53175
PIWIL1	0.152666666666667
FOLR1	-3.02433333333333
KIAA0082	-0.5515
FREQ	-1.07366666666667
TMCC2	-1.82816666666667
TCF12	0.122916666666667
ZNF721	1.321
FAM130A2	0.9515
POU4F1	-2.88875
SNRPF	-1.173625
SGIP1	0.7565
ZNF641	1.27
EMG1	-0.535375
PRRG4	1.5805
HIRA	-2.192
MYNN	0.329666666666667
AEBP2	-0.75675
TBXA2R	-0.0175
ISL2	-1.5325
PCDHB11	0.2245
RNF144A	-0.632625
MARCH5	0.446875
DULLARD	-0.284333333333333
DCLRE1B	-0.550166666666667
ITGA8	0.94325
TP73	-0.282125
PRKCD	2.15725
NDUFB4	0.307
ATP13A4	0.34825
ANTXR2	0.0656666666666667
COL4A3	-0.760333333333333
MYO10	-2.2666
SLC6A18	0.368
PEX1	-0.09125
TMEM74	-2.52533333333333
RBM19	-0.3795
TAPBP	0.64285
RUNX1	0.0475
MID1	-2.57183333333333
GPR64	-1.44116666666667
RASEF	3.21925
GABRG1	0.211125
MYO16	-1.2955
DBF4	-1.37616666666667
TSHZ2	0.99775
RIPK2	0.66
PPTC7	-0.262833333333333
KIF4B	-1.428
LRRC31	0.479125
ZNF540	2.82075
EFNB3	-0.126333333333333
LOH12CR1	1.086875
STON2	2.26033333333333
GLP1R	-0.88175
CSTF2T	-0.364625
IREB2	-1.23675
GRSF1	0.7395
PDCD7	0.0233333333333333
LRRC43	1.631
CNR1	0.456166666666667
IL1F7	-0.5275
C12orf64	-0.48375
FAM69B	-0.473
NR2E1	-2.32233333333333
MS4A6A	2.8404
FTL	-0.9445
C7orf36	-0.04225
PCLO	2.7933
DYRK2	0.0361666666666667
ARIH2	-0.242
SAMD7	0.582
SCNN1D	-0.4245
SLC32A1	-1.644125
C22orf25	0.375
MRPS18A	-0.4939
GPR112	0.247
EARS2	-0.31325
ERN2	-0.422
ATPBD3	-0.441666666666667
PRH2	-0.234
CDKN2D	0.2495
PGLYRP2	1.16975
TRIM40	0.3515
SEC14L3	0.028
SLC22A1	-0.435
BTN2A3	0.144
RASA4	1.262
CCNL2	-0.934583333333333
MYBPC3	0.3855
GJA4	3.54275
CDC42SE1	0.9545
TRPV2	-1.7255
MYPN	-4.9223
SIM1	0.26
CDADC1	0.65875
ZFHX4	-0.7235
NIBP	0.945833333333333
ADAMTS19	1.5575
ABTB2	-2.24725
TSPYL2	0.681875
EIF2S3	-1.0668
SOX30	1.462
AP2A1	-0.354666666666667
DKFZP564O0523	0.335833333333333
LOC285398	0.12225
CDH18	-3.056
CHL1	-0.903285714285714
GATS	-0.905333333333333
TBC1D2B	-0.128833333333333
OR1J1	0.427
GSN	0.170166666666667
DPCR1	0.1025
GARNL4	-1.008
SMARCA5	0.166
PLEKHG3	1.19533333333333
ZBTB45	0.4935
FRMD6	-0.358
PLS1	-2.06066666666667
DGKZ	0.0243333333333333
EFNA1	1.8804
WDR85	-0.84475
ANK2	-0.6915
PAGE4	-0.4945
SENP6	1.8825
AKR7A2	0.8195
FKBP10	-0.60425
VEGFC	-0.909833333333333
LARP1	0.3145625
SRBD1	0.5525
ITGB6	0.4585
SLC1A2	-0.773785714285714
INVS	-0.0295
MPO	0.98175
MOBKL3	-0.0195
CUTL2	-1.443625
KLK2	0.289333333333333
VIM	-1.323
REG1B	-0.3
PCDHGC4	0.811
C3orf34	-0.0493333333333333
SUMO3	0.208666666666667
CST9L	2.37275
MLL4	-0.21175
SPR	1.591
SAMD9L	0.06925
ABCE1	-0.13325
SUPT3H	-1.25466666666667
ACTBL1	2.57075
ADAMTS4	0.610333333333333
SLIT3	2.51225
RHEBL1	-1.6785
NPM2	-1.2275
MAN1C1	1.2555
KIAA1856	0.0513333333333334
HSPA6	1.43475
LOC388152	-0.8105
C10orf140	3.6425
ZDHHC12	-0.582
LIN7A	-0.8094
PHC2	0.0928333333333333
SPHK1	-2.33875
TRIM26	0.7216875
FAM83E	3.0025
C18orf24	-2.03783333333333
ZNF578	0.181833333333333
ORAI1	0.333
RUVBL1	-0.946583333333333
C7orf20	-0.901666666666667
APAF1	-0.071
SLC36A4	-1.64366666666667
MYH11	4.17233333333333
NEK1	0.4866
MPP2	1.055625
C12orf24	-2.0625
TNK2	-0.0694375
ZNF289	-0.2965
MATN3	-0.403571428571429
IFNGR2	0.53
ITPR1	2.912375
EBF3	2.9999
TBC1D20	0.3287
OR10P1	0.1545
DDAH2	1.37775
SHPRH	0.420125
STX7	-0.593
LOC554248	-0.54675
BCAR1	0.33125
ATXN3	0.169916666666667
TRIM27	-0.29775
CDC42EP2	0.2655
CHP	0.170857142857143
SOX17	1.19075
ZNF259	-0.779166666666667
CHCHD1	0.300625
ZDHHC19	0.278
GBP2	1.0635
GARNL3	1.620875
MRC2	-0.77175
C1orf52	-0.2055
AOF2	-0.4545
LRPPRC	-0.2229
ACVR1C	1.00433333333333
TM4SF18	3.5465
TMEM169	-0.4125
PPP1R16A	-0.224125
