Hybridization REF	TCGA-B6-A0IH-01A-11R-A115-07
ZDHHC12	-0.928
LIN7A	-1.1863
PHC2	-0.00333333333333334
SPHK1	-0.98025
TRIM26	-0.1669375
FAM83E	0.9875
C18orf24	-2.849
ZNF578	1.03333333333333
ORAI1	-0.271
RUVBL1	-1.12108333333333
C7orf20	-0.473333333333333
APAF1	-1.9835
SLC36A4	-1.403
MYH11	5.27616666666667
NEK1	0.767
MPP2	-0.8565
C12orf24	-2.71525
TNK2	-0.193625
ZNF289	-0.72375
MATN3	1.629
IFNGR2	1.983
ITPR1	2.019375
EBF3	4.4006
TBC1D20	0.0343
OR10P1	0.15475
DDAH2	1.46525
SHPRH	0.45375
STX7	-0.24
LOC554248	-2.28275
BCAR1	0.0745
ATXN3	-0.292833333333333
TRIM27	-1.135
CDC42EP2	1.451
CHP	-0.537142857142857
SOX17	1.969375
ZNF259	-1.2755
CHCHD1	0.163375
ZDHHC19	-0.1395
GBP2	2.511
GARNL3	2.172625
MRC2	-0.057
C1orf52	-0.6675
AOF2	-1.13533333333333
LRPPRC	-1.0551
ACVR1C	-0.321666666666667
TM4SF18	4.73733333333333
TMEM169	-0.482
PPP1R16A	-0.33825
EBF1	0.830833333333333
RRS1	-0.2195
SNX2	0.1755
OR2T2	0.532
RBX1	0.37575
ANKRD54	-0.792666666666667
TSNAX	0.687666666666667
TMEM83	-1.877
ZBTB7A	0.60075
ATM	-1.21208333333333
LOC338328	3.08966666666667
TIE1	1.9755
HIST1H3G	-0.6055
PASD1	-4.653
TINAG	0.378
PCDHAC2	0.1945
LRRC15	0.4385
WBSCR17	-0.45975
TFF2	-0.367
PARP2	-1.3395
NDFIP2	0.013875
PCDHGB2	-0.4745
WDR60	0.81725
MAP7D2	-2.1243
USP45	0.38525
GSDML	-0.6145
TNS1	0.3157
PLCD4	0.961
IQCD	-0.2395
SMPX	-2.65575
CD9	1.384
SRGN	1.52425
CASP7	0.832625
INOC1	-0.174166666666667
DKFZp451M2119	-1.15425
VMAC	0.9005
USP53	0.7429
CAMK1G	-0.576125
TMEM106A	0.1
CDC20	-3.916
ACSL5	1.38216666666667
CBWD5	0.456375
C1orf87	-0.9805
KIAA1274	0.883
PRUNE2	-0.865714285714286
LYPLA2	-1.00133333333333
DOK6	0.622166666666667
GPR149	0.095
FAM30A	5.5725
TMEM129	0.17075
SLC35B3	1.47075
ACPP	0.1869
LOC200261	-0.839
SLC4A7	-0.0748
CCDC40	1.9005
GART	-1.723125
THOP1	-1.619
SCARB1	-1.1255
CACNA1F	0.5445
TRIAP1	-0.43
SYT14L	-0.112
SFRS8	0.194166666666667
PBOV1	-0.35825
GOLSYN	1.205
GJB7	-1.163
CAMK2N1	0.227083333333333
GREM1	2.93583333333333
FLJ20433	0.674
QPCT	-1.376125
PRKAG2	1.382
H2AFX	-2.052125
C6orf154	0.31675
PLOD3	-1.22575
ZBTB39	-0.2975
WASF3	0.660583333333333
DRG1	-0.63175
PRR4	3.587
SPCS1	-0.279
KDELR3	0.522
SRP19	0.0903333333333333
GABRA6	0.467
MFSD1	1.20325
MMEL1	1.28775
PDXDC2	0.2172
BUB1	-5.01144444444444
RNF138	-0.236625
MYLPF	-0.592166666666667
AIF1	1.2795
DYNLRB1	0.6053
HCN3	-1.23133333333333
HIST1H2AI	-1.413
MAP4K5	0.380833333333333
LASP1	0.049
LOC130951	0.226
PLAA	0.898625
KRT6A	-2.2285
C6orf117	-1.439375
ARHGAP23	-0.415
PTF1A	0.2005
GPHA2	-0.39425
LCE3B	-0.304
MCL1	0.632928571428572
EHBP1	-0.597666666666667
PRNP	-0.3935
ZSCAN1	0.41675
C1orf113	-0.921
FOXA3	-2.971875
NEB	0.1345
ASGR1	-4.277
CTGF	2.85616666666667
RAB17	0.475666666666667
MST101	0.41675
JARID1B	1.3818
USP37	0.269
PTBP1	-1.17333333333333
PTPN7	-0.742166666666667
CDC7	-3.27616666666667
SNX7	0.3705
ZNF335	-0.48975
CPT2	-0.485
HEATR1	-0.311625
HSPC152	-0.15875
C5orf40	0.23275
PSME1	-0.217833333333333
STAG3	-2.14
TMEM154	0.704666666666667
KLHL32	-0.3275
TSGA10IP	-1.651
SUV420H2	-1.143
SF1	0.0794
2'-PDE	-0.199625
PNLIPRP2	0.948
TRSPAP1	-0.249583333333333
NUP210	-1.7105
ANP32C	-1.943
RAB11B	0.636
ASB15	1.3365
ITGB3BP	-1.76
UBASH3A	0.14775
YWHAB	0.39475
TPRX1	-0.063
LY6G5C	0.1295
SLC7A2	0.362375
CLK1	-0.2691
HSD3B7	0.180333333333333
VDR	2.308
C16orf74	-1.2485
ACE	-0.0315
PSMA2	-0.0781666666666667
CCDC131	-0.428
ZNF213	0.932166666666667
EML2	-2.11275
ALS2CR13	0.749166666666667
GLYATL1	3.27475
DSPP	0.4595
DHFRL1	-0.635375
C10orf30	1.42616666666667
SH3RF2	-0.556
LOC197322	-0.95
DLL3	-1.653625
TIGD7	0.716
GFRA3	-0.31175
CPA1	-0.182666666666667
RTN4	0.230333333333333
PPT2	-1.448
FASLG	3.231
FOXP4	-0.0155
RPL26	0.2757
GNL3L	-1.47766666666667
FMR1NB	0.100166666666667
CD163	6.9185
SGPP2	2.88225
GIMAP2	2.11025
CD37	1.50816666666667
DPT	4.17458333333333
NBLA00301	2.026
RGS5	3.53408333333333
C9orf4	-0.4035
ACTL8	-3.604
PRKAR2B	1.454375
OPLAH	0.1265
C20orf134	2.17175
SPACA5	0.12375
TBL1X	0.0515
TSPYL3	0.276
CHCHD3	-0.80125
CRKRS	-0.618
GPR65	4.96175
DFFA	-1.02975
FUT1	0.30375
C6orf204	0.746
TMEM51	0.73775
ZNF580	0.17875
CMTM2	0.67
C20orf200	-0.6145
EZH1	0.0803333333333333
FDX1L	-0.89475
MRPL32	-0.1515
PCAF	-0.32
ALOX15B	0.909333333333333
CD59	0.725791666666667
CDK9	-0.062375
ERP29	-0.1845
TTR	-5.04325
BCMO1	-0.2345
DDIT4	-1.4552
PTGDS	4.04125
C3orf63	0.291166666666667
BST2	0.09625
CYP1A2	-0.1645
C5orf25	-0.39575
STX1A	-1.20441176470588
OR2A12	0.1445
SH3BP5L	-0.61425
SERINC5	-0.39375
USP6	-0.9825
MRPL3	-0.380833333333333
POMP	-0.7035
INPP4B	0.196625
GMPPB	-0.66825
EAPP	0.44175
AHSA1	-1.098
ABCA11	0.831
SLC5A6	-0.58525
HIVEP2	1.1045
SUMO2	-0.00537500000000002
KIAA1822L	-1.8185
C11orf67	1.02375
TXK	0.45775
PHCA	0.4979375
ICAM4	-1.9445
FPGS	-0.507
SNRPA1	-2.11325
KCNJ4	-0.27875
KIF6	0.5192
HIST1H2BG	-1.80483333333333
SLC5A5	0.621
ZNF354B	0.157666666666667
IL12RB2	0.8275
C11orf76	0.144666666666667
GAL3ST2	0.342
AIFM2	-0.959625
SYNC1	-0.16925
UBL3	0.959375
PIK3CG	-0.089
NLN	-0.5799
BCORL1	0.76575
CD5L	-0.0525
ZNF238	3.68983333333333
KIAA1394	-0.646
C16orf55	-0.7593
CYP3A7	-0.71125
KRTAP3-1	-2.332
TFDP1	-0.885
MND1	-4.89825
NODAL	-0.182166666666667
GTPBP4	-0.96275
TUBGCP2	-0.4525
SLITRK5	-1.22475
CIC	0.66525
CD79A	1.94316666666667
SAMD14	0.214666666666667
TNPO3	-1.347
OR10G3	0.4435
OR10G8	0.039
CCDC111	0.2995
HOXC9	1.38825
DCUN1D1	0.198166666666667
CYB5R1	2.036
TSR2	-0.3405
DAB2IP	1.0576
SLC6A5	-0.032
RAB3D	1.216
DCUN1D4	-0.555
ERBB3	1.14808333333333
SDC1	0.774416666666667
ATP6V1H	0.561
SYK	2.276
ST20	-0.486
C13orf30	1.1115
WDR40A	0.467333333333333
ADMR	0.247
LOC388335	2.628
ACSM1	0.099
TDG	-0.38025
FLJ11235	0.214
MRPS5	-1.34866666666667
AGPAT2	-0.722333333333333
SLC12A1	-0.0846249999999999
CYP27A1	-0.25225
THAP7	-0.78475
XPO1	-1.28566666666667
ALMS1L	0.316166666666667
C1orf2	-0.27675
ZNF777	0.431
CAMK2A	-0.221
SMC1B	2.470875
IHPK2	-0.563866666666667
LEMD1	-2.05725
NKD2	-0.3758
CLU	2.55
ARMETL1	0.4935
PABPC4	-1.367
CXCL12	3.66766666666667
TFAP2C	0.5722
TTTY8	0.3145
ABCB10	-0.4216
ENDOD1	0.989833333333333
IDI1	-1.6795
KCTD6	0.793833333333333
CCDC105	-0.023
ULBP2	-1.47466666666667
ZDHHC5	0.19775
WNT8A	-0.361
COMMD10	0.56275
KLHL12	0.6005
GPR50	0.02
NR5A2	0.908625
OXGR1	1.8505
EHD3	0.078
CAPRIN2	-0.83875
KLRC3	-3.3165
SF3B1	0.192714285714286
IPO7	-0.80225
ALDH1A1	0.806666666666667
ANKRD5	0.861875
TSNARE1	0.2575
DDEFL1	1.399
RNASEL	1.60583333333333
DNAH9	-0.0995
HELLS	-2.383
TNS4	1.816
NAV1	0.2173
KIAA1409	-0.3675
C20orf26	3.706
TUBG1	-2.1035
IRX2	3.11
CNGA4	-0.568
MGC50559	1.29633333333333
OR4K17	0.482333333333333
TM2D2	1.43616666666667
FAM32A	0.1715
TXNDC14	0.03475
CCBL1	-2.0465
ANK1	-2.5754
PRSS23	-1.731875
PPM1L	-0.4135
SPATA20	-1.06625
APCS	0.36275
C14orf122	-1.51366666666667
PSMB5	-0.958625
C6orf10	-0.2082
SETDB2	0.695833333333333
SPNS3	-0.41325
SGMS2	0.293833333333333
MXD3	-2.1695
MON2	0.3119
CARTPT	0.36475
HNF4A	-0.771
RABEP1	0.1678
TNFRSF10B	-0.930625
USH1G	-0.2385
PPAP2B	-0.113833333333333
TMEM16K	0.05275
CTDSP1	1.10766666666667
CDK5R1	-0.543833333333333
GABRR1	-0.06
OPN1LW	-0.5705
FAM98C	0.713875
DBN1	-0.052
ACAD10	-0.786083333333333
QTRTD1	0.1075
WNK3	-0.958166666666667
RPS19	0.256
C1QB	3.205875
OTUD5	-0.471875
SLC41A2	1.00183333333333
TMEM22	-0.604666666666667
KHSRP	-0.801916666666667
TNFRSF11A	0.132833333333333
FBL	-0.452166666666667
IBTK	0.631
OXER1	0.0895
CBLN4	3.45225
GPR172B	1.14733333333333
CFTR	1.3915
VSX1	1.74
CAMK1D	0.23725
LOXL3	-2.93125
RTP4	1.9825
SLFNL1	0.05725
KIAA0828	-0.202875
PAR5	-0.863
LOC723972	-2.04975
GDI2	-0.154125
CEBPA	-0.4222
MLF2	-0.653833333333333
AFMID	-0.77375
ALOX12B	-0.4345
BPHL	0.26475
COX5B	-0.62575
S100A10	0.0049
THOC6	-0.8555
NHN1	-1.0085
RRP12	-1.0245
ARID3B	-2.21025
CD3G	0.150333333333333
KIAA0133	-0.395
NAT11	-1.4305
PPAT	-1.524
SIRT3	1.0977
TCERG1L	-1.627
NIPA1	-1.1235
DPP8	0.1863
IL7R	1.5215
ZFP64	0.176833333333333
DMAP1	-0.7193
TRMT12	0.66675
TLR4	1.822
WFIKKN2	0.43375
RAB12	-0.624333333333333
DDX51	-0.918666666666667
KIAA1086	-2.93875
ZNF295	0.314333333333333
ACVR2B	-1.175
LOC494150	-1.382875
ZNF517	0.023
DNASE1L2	-2.53916666666667
SUFU	0.63225
LOC283677	0.347
LMO3	-0.3915
PPP2R5D	-0.803166666666667
ZNF587	-0.5815
HIST4H4	-0.4075
CYP2C8	0.83925
C1orf80	0.303333333333333
DOCK5	-0.9115
C9orf24	-0.26225
OR5AR1	0.371
C11orf24	-0.294
UNQ1940	-0.668
CAP2	0.851666666666667
TIMM44	-1.96075
DSEL	0.2088
ROM1	0.73325
FBXO4	1.28725
MYLC2PL	-1.8365
MLH3	0.3956
NOX1	0.392666666666667
DPEP2	1.5955
DNAJB5	0.357
RLTPR	-0.012
MBIP	-0.0198333333333333
COPB1	0.153833333333333
SFTPA1B	-0.00549999999999999
C10orf4	0.1864
PRELID1	-1.22425
NOLA1	-0.44075
C19orf24	-0.33
TLR9	-1.01
HLA-DMA	3.5835
HCRP1	1.1715
GPR137	-0.135166666666667
ITGA11	-1.7505
PHF13	0.9875
MARK4	0.7135
METTL4	-0.53825
MBD3	-0.907
LOC134145	0.804125
FGF3	0.058
SLC35A3	0.622625
CLEC16A	0.7205
AMOTL1	0.177583333333333
FLJ31438	-0.72275
PAICS	-2.382375
TOMM40L	0.317
MMD	-1.436
KLK10	1.7991
NIT2	-0.0693333333333333
SERPINB10	0.4885
KLF15	0.053
CCDC5	-1.317
WSB2	-0.86875
ME3	0.943625
CACYBP	-0.361916666666667
TCTN2	0.061
JAK1	1.055875
C2orf25	0.12075
GPD2	0.8465
FBXL11	0.343833333333333
CDV3	-0.128083333333333
GALNT11	1.384625
NDUFA12L	-0.8673
FLOT1	-0.368571428571429
TOR1AIP2	0.93525
MMP25	0.204
C1orf164	-0.0372
CHST5	-0.411
LYRM4	-0.20275
GPER	-0.73
HIPK2	1.1985
DAP	-0.4599
ZMIZ1	0.703666666666667
DDX58	1.578125
DCC1	-2.378
AKT1	-1.303375
ENPP6	3.2205
ERVWE1	-0.329166666666667
CDC34	-1.28425
RNF125	-0.70075
CASC1	3.93825
SHROOM2	0.2965
RRM2B	0.162166666666667
COL6A3	2.642875
TMEFF1	-2.00525
PLEKHA4	1.1142
LYSMD1	0.318666666666667
SEPT1	-0.360166666666667
AOF1	-0.0025
GNPAT	0.33925
WDR18	-1.0505
HSD17B12	0.443333333333333
HIST1H2BM	-1.4595
INDOL1	1.091
SUDS3	0.18125
C1orf192	0.6475
CYP2B6	-0.5215
TBC1D2	1.38916666666667
SLC25A12	0.968
ERCC6L	-3.39433333333333
MGC10814	-0.888166666666667
POLR2C	-1.04866666666667
ZNF77	0.474666666666667
EIF3K	0.38
HPX	4.08
ANKRD27	-0.03825
MALAT1	0.7469375
PLB1	1.36233333333333
HRNBP3	-0.7845
CPSF4	-0.809
OR52N2	0.318
PIP5KL1	0.247
GH1	0.053
HPS5	-0.2485
SLFN5	1.823
POP5	-0.903666666666667
OVOS2	-2.187
C20orf108	-0.292375
MARS	-1.84825
CLRN3	2.79983333333333
ARSE	-1.3335
PPIE	-0.584166666666667
PHACS	-0.2955
GP5	0.2615
IL8RB	0.817333333333333
FCRLA	-0.753
ARRDC1	-0.1475
KRTAP9-4	0.49
ZNF613	2
OR11A1	-0.133
TMEM132B	-2.42585714285714
PGLS	-0.116
BSND	-2.03316666666667
KCNK18	-0.2245
FOXD4	0.113
SV2C	2.2015
LCN2	0.0921666666666667
ZNF490	0.7211
C3orf15	2.185
CACNA2D4	-1.239
CBX5	-0.53725
MAGEB4	0.1045
BOLA1	0.79075
PPP2R5E	0.163
COL5A1	1.4465
ASB7	-0.521166666666667
SFT2D1	0.006875
DERL1	-0.0243
RABL2A	1.17733333333333
MOAP1	0.162
KIAA1545	-0.1285
F3	0.277
PLEKHM2	-1.19075
CCDC89	1.8085
EFCAB1	2.714375
TMEM48	-1.62725
SEPHS2	0.23075
PYGM	0.218
PRICKLE1	2.95325
WNT5B	-0.20525
TAS2R38	-0.0995
IMP5	0.269
KHDRBS1	-0.0464
LARS2	-1.4795
C3orf28	-0.76875
FTCD	-3.39525
C10orf68	2.484
DGAT2L3	0.12125
PSEN1	0.232416666666667
MGC33657	0.8785
PLA2G4B	0.1115
CDKN2A	-1.40591666666667
DLX1	-2.54375
TSHB	-0.458
C18orf37	0.154
MEX3C	0.897125
MAMDC2	1.47025
PDIA4	-0.682583333333333
ATP5E	0.38125
CASP2	-0.3475
SERBP1	-0.468076923076923
ZNF341	-0.0108333333333333
TESC	-1.5085
TMEM31	1.38975
OR51I2	0.885
YTHDC1	0.850428571428572
JUN	2.1805
AGMAT	-3.62616666666667
PCNXL2	0.94525
ATAD5	-2.27575
STK38	-0.605875
AZI1	-0.649875
RBP1	2.0515
C4orf26	-0.67
KIAA1026	0.482875
TMEM101	0.52275
HSFX1	0.3185
TREX1	0.367
C18orf10	-0.56
TRIM15	-3.372
CA6	0.259
CEP57	-0.9835
AR	2.93083333333333
SESN2	-0.871333333333333
KIF3C	-0.377875
EPB41L5	1.438625
ARHGEF10	0.367272727272727
POLR3D	-1.154375
INDO	1.2905
GABRA3	-0.492
SCG5	0.1261
E2F3	-0.1569
TIGD5	0.2975
FGD6	0.728916666666667
KLHL3	0.601
SCGB3A2	-2.0005
URP2	-0.255833333333333
ATP6V1B1	0.0332
CALML6	-0.4865
LOC100049076	-0.7615
TMF1	0.4215
LOC388503	-0.1785
CDH5	2.940875
RPS6KC1	0.954833333333333
DAAM1	0.9007
TNFRSF10D	-0.72175
GSTT1	0.4236
INPP5A	-0.035
TRAF3IP1	1.5201
SMARCE1	0.154571428571429
VRK1	-1.439
TTC16	0.40375
AARS	-1.59266666666667
ARHGAP27	-0.429166666666667
ZAK	0.670142857142857
ACSM2B	-2.92475
TRAP1	-1.92216666666667
MRPL53	0.065125
RNF44	-0.0655
NPTXR	0.17125
DPYSL3	0.343833333333333
APP	1.0826
GLS2	-1.13616666666667
MNX1	-0.8845
CMTM7	0.06125
OR10A7	0.2235
NYD-SP21	3.512
ORC5L	-0.1675
SLC16A10	-2.154125
TMEM178	0.612
LOC441601	-4.19475
PTGIS	2.85
KBTBD7	1.23025
C19orf41	-0.062
CEACAM3	0.115
KRT23	1.135
SERHL	1.4475
PNKD	0.6395
UBC	0.5545
ATRN	0.129375
HAPLN1	0.52325
RANGAP1	-1.477
C10orf26	1.26066666666667
KCNA7	-0.90975
SRY	-0.047
LOC376693	0.05875
HIST1H2BF	-1.328
CDCA8	-3.327
MLC1	-1.5435
TNIP3	1.28225
OR4D1	0.153
IFT52	0.7865
GOLT1A	2.34833333333333
UTP20	-1.006875
RP3-402G11.5	-1.291125
PRSS33	-1.113
PMPCA	-1.2
APOB48R	1.53766666666667
GLTP	0.17975
MPL	0.537
C9orf78	-0.088
ADAM12	1.780875
CSPG4	-2.384
LOC144305	-1.6425
KRTAP4-10	-0.7267
PAK1	-0.84575
ADCY7	-0.9333
TAS2R43	-0.0315
FRAS1	-0.522714285714286
PPP1R14A	-0.276666666666667
OR2B6	-0.83175
ATP13A1	-0.806333333333333
SIDT1	1.998
C1RL	1.87766666666667
PRKRA	0.5385
TLN1	-0.0728
RP11-50D16.3	0.539333333333333
MITF	-1.33058333333333
GYS1	-0.73525
LYG1	-1.28516666666667
NSMCE4A	-0.1911
DNAI1	0.20325
HOXD11	-0.303
FNBP1L	1.6837
DHX35	-0.69775
LCE3E	0.198125
SLC33A1	0.29875
DCLK3	0.439166666666667
TRIM33	-0.569833333333333
TMCC3	1.9675
FBXO42	0.499
C1orf27	0.9666
C17orf50	0.285
RNF14	0.786916666666667
SLC4A8	1.062125
RAB3IP	-0.2066
COX6C	-0.546857142857143
PCSK1	-3.7351
SLC13A1	0.39225
ARF6	0.192
KIAA1009	0.970375
HOXA13	-2.22225
HMGN1	-0.342375
CXADR	1.07116666666667
MGC14436	-0.035
UTF1	-0.404
TSC22D1	1.2254
BZRAP1	1.4235
PUF60	-0.224916666666667
SHC1	-0.074375
HOOK3	1.4025
LIMS2	1.88466666666667
BAHCC1	0.136833333333333
CLCC1	0.248666666666667
ENTPD3	3.92683333333333
SMO	0.1305
PIK3R5	0.67075
CDC14A	0.7725
KRT1	3.24
ENOX2	0.970666666666667
FLJ22655	2.74075
FPRL1	-0.276
INTS6	0.8572
ZCCHC5	0.739
SMC3	-0.5305
C6orf123	1.838
FLJ20160	2.5745
LOC653391	-0.112
GSS	-1.18925
NT5M	-1.40025
SIX5	0.464
TAF5	-1.394
KCNA1	1.74666666666667
ANLN	-5.40516666666667
MGC45491	-0.9782
SSTR2	2.8755
LYPD4	0.8075
TH1L	-1.255875
CHRNA5	-2.5895
PNMA6A	-0.10475
FLJ16369	-0.4185
DLX2	1.8722
C6orf108	-0.716666666666667
ALDH3A2	-0.224833333333333
CLEC1B	0.228333333333333
LEPREL2	-0.33075
FOXJ1	0.2664
OR1D4	0.315
PPIL4	0.3145
MTRR	-0.8595
SLC27A3	0.644
HTR7	0.243166666666667
MIB2	-0.542875
BHMT	-1.26566666666667
A2ML1	0.1315
MSMB	-2.19375
KIAA1383	1.631375
TRUB2	-0.0575
PF4	0.766166666666667
IL1F5	0.382666666666667
LRRC37B2	-0.25375
IPO4	-1.79925
FIGF	1.79225
QDPR	-0.462
ZNF598	-1.73325
BOP1	-1.966125
MAPK12	-1.56433333333333
POLR1E	-1.11075
CEECAM1	-0.443
INSRR	-0.134666666666667
SIPA1	0.6375
ULK4	0.192166666666667
BTN3A1	0.1929
FABP5	-0.9894
KBTBD3	2.3295
SORT1	-0.202083333333333
YWHAQ	-0.3155625
LRIT1	0.188
KIAA1704	0.0204
MEIS2	0.7229
ENOSF1	-1.148
PCDH7	0.999214285714286
FZD9	-2.06266666666667
RPLP1	-0.0528333333333333
ZNF75A	1.03925
P4HA3	3.29675
NKX6-1	0.02675
CTA-216E10.6	-1.22
IFT140	0.69525
DENND1A	0.0683333333333334
ALCAM	1.0499
ABHD2	-0.1885
QPRT	-2.56116666666667
TRAM1	0.831785714285714
ATP1B4	-0.072875
NUP37	-1.6315
SAA3P	0.3025
SLC22A6	0.1685
KIAA0265	-0.49125
ZNF41	1.117
ADAM19	0.0377
ERAF	-0.51975
DEFB119	-0.0175833333333333
DNMT3B	-3.58116666666667
SNF1LK2	-0.0465
MGC24039	-0.627833333333333
TAS2R48	-0.704
PNLDC1	0.69175
ADAMTS16	0.062375
TMEM92	-0.105
CCT8	-1.01275
POGZ	1.75241666666667
N-PAC	-0.24125
GUCA1B	-0.715
ZZEF1	-0.314666666666667
OR2C3	0.16925
ZNF334	-0.261666666666667
RANBP6	0.703
LDHB	-2.40925
BAMBI	3.111625
RAB5B	0.50375
FOXB1	-0.30225
MRPS12	-0.3885
MRGPRF	1.293
CRIPT	-0.664
CYP2D7P1	-0.9715
RYR1	1.006625
NDUFA2	0.1795
TRIP12	0.37325
KCNE3	1.75733333333333
MOBKL2B	0.9358
MIOX	-0.08325
ACOT7	-2.755875
FGF6	0.05
RASSF5	-0.1507
ATAD3B	-1.7885
IKZF3	0.8365
H3F3B	0.239571428571429
C6orf91	0.803
SEC11C	-0.117
TMEM14C	0.338
KIAA1632	0.337
SLC38A4	0.455
FGFR3	-2.34266666666667
HES7	-0.8525
HINT3	-0.0975
ARIH1	-0.9075
FLJ35880	-1.184
C1orf129	0.6135
POU6F1	0.200125
RPL32	0.300875
BBS1	1.32166666666667
RGPD5	-0.199
SULT1C2	-0.57175
KDELC1	-0.78325
PIP5K3	-0.221
CHI3L1	0.9799
CSDA	-0.258166666666667
VTCN1	5.56675
WDR62	-2.169
TMEM170	-0.63875
KIF2A	-1.0915
C6orf182	-1.441
ARL6IP6	-1.009
ZCCHC9	-0.5005
RARB	1.29316666666667
ZNF320	0.979
DHX15	-0.970375
PICALM	-0.557666666666667
CNOT6	0.266333333333333
HIST1H1A	0.235
ZNF702	1.24266666666667
OR1E2	0.4105
HLF	-0.6978
LOC442582	-1.3395
KIAA0494	1.843125
TCF4	2.0763
APOBEC3B	-4.0945
FAM54B	-0.6
MYH2	-1.28125
FXN	-1.1695
C12orf59	0.2135
PAEP	-1.4405
SPG11	-0.12
VN1R4	-0.19
KCNJ13	-0.4525
NOC3L	-0.597
C5orf36	1.6635
CPAMD8	2.283
MLN	-0.3177
FLJ11184	-0.4025
TIAM1	0.588666666666667
OR10J3	0.153
OR52E2	0.6575
PBX1	2.1948
UBL7	-1.224
PXMP2	-1.3435
SYTL1	-0.514666666666667
FAM126B	1.2475
ZNF711	1.696125
GGA1	-1.03416666666667
VAMP4	0.827166666666667
BCAP29	0.0738
C20orf19	0.035375
ZNF275	-0.33175
NEK6	0.46
SETD8	-1.20891666666667
HEXIM1	0.980833333333333
SULT1A2	-1.098875
KLHL9	1.602
SLC39A12	0.516
ARHGEF16	-0.528166666666667
SCN1A	0.106833333333333
HNRPH1	-1.08416666666667
C9orf103	1.10275
ECE1	-0.145
MED18	-3.621
TEX13B	-0.1345
SNN	-0.05125
C6orf62	0.126833333333333
WNT3A	-0.0351
IL22RA2	0.183
MGC21881	0.991875
GABBR1	0.28275
YIPF6	0.551
PROX1	0.949833333333333
PPP1R1B	3.52925
LANCL2	0.0696
SCN3A	-0.260833333333333
SSRP1	-1.33533333333333
ASXL2	0.12275
RPE65	-0.21
SNAI1	-0.469
EFNA2	0.163
CLDN9	-0.022125
TP53I13	-0.991125
LOC375748	0.8905
C9orf7	0.7125
C14orf178	0.197
GC	-0.58925
IER3	-1.087
KCTD10	0.77025
FLJ45717	-0.5385
ADC	0.678166666666667
LOC285908	-0.549583333333333
MLL3	-0.298875
KIAA1787	-0.9345
MGC31957	-1.674
MUC5B	-0.257083333333333
ZNF193	0.192
CSRP1	0.223
MOSPD1	-0.552833333333333
C21orf49	1.0795
RAD1	-0.76
ANKRD34	-1.3815
NFRKB	-0.6645
FANCA	-3.902
VTI1A	0.547071428571429
PCBP3	-0.870333333333333
BFSP2	-0.8065
ZNF354C	-0.126375
FRMPD4	-0.324
IKBKG	-1.154
LOC441046	0.4295
UNQ9438	0.0506666666666667
TM4SF20	0.066
MAGEC1	-6.0375
AMMECR1	-0.723125
GLDN	0.276
TTC30B	1.99025
SEC13	-0.8119
EGF	0.46525
HAGH	-0.8445
VSIG1	-0.2765
NHLH2	-0.0775
NCAPD3	-1.656875
MGC16121	-1.27
HIATL2	-1.302
BRCC3	0.0255
LCE2D	-0.1035
TMEM79	1.34425
GTF3C5	-1.074
AKR1C4	-0.0511666666666667
C3orf59	0.677375
RBM26	-0.012125
DUSP14	-0.7375
AP4M1	-0.365833333333333
RIMBP2	-0.0685
ABCC2	-5.03066666666667
DNAJC16	0.559
TTC12	1.10433333333333
SNX13	0.3405
C6orf168	0.3675
C1orf100	-0.8625
CSPP1	0.61725
LRRC56	1.5815
OR1J2	0.0135
THY1	0.8106
KIT	2.44166666666667
TBC1D8	-0.3375
EPHA7	0.25525
SOLH	-0.867
SVIP	1.02175
ZNF294	0.43775
HAND2	2.55966666666667
CENTB2	1.32283333333333
MARVELD3	1.571875
CREB3	0.667666666666667
KRTAP1-5	-3.4815
OR8K1	0.5435
MED25	0.0428333333333333
FDX1	0.169
FAM19A1	0.815666666666667
IL13RA1	1.46
ZNF627	1.694
NHP2L1	-0.73925
EIF2B2	-0.689
ZNF593	-0.172
WIPI2	0.372833333333333
RANBP1	-1.582
TAS2R7	0.0485
LOC283514	0.00600000000000001
CSNK2B	-0.8125
CFHR1	-0.0175
DKFZP434O047	0.2785
WBP11	-0.42225
TEX2	0.187
GALNT2	-0.264166666666667
FLJ33360	0.16725
WNT9A	-0.67325
IL29	0.0255
STK3	1.19244444444444
REPS2	0.960875
FAM78A	-0.45925
MGC3207	0.066
FCGR3A	6.891
H2AFY2	-0.1365
RNF150	-0.06275
CCNK	-0.2065
VEZT	0.6505
FSHR	0.021
C1orf66	0.603
LCE2B	0.1483
CD200	0.92175
ORMDL1	0.113125
OR51S1	0.249
KRT83	-1.4515
COL19A1	-0.185
POL3S	-0.31425
ZNF468	1.01683333333333
BAG3	0.4785
C1GALT1	-2.148
CA5A	-4.7845
DKK4	2.5485
SGK2	-0.306125
PIK3C2G	3.228
USP11	-0.1215
IMPA2	-0.42775
PRKDC	-0.859642857142857
MSR1	2.5425
PDCD6IP	-0.19125
FAM122A	0.23975
ZNF740	-0.3445
ATXN2	0.1175
SLC17A4	0.0821666666666667
RAXL1	-0.696166666666667
RS1	0.242
NET1	1.23516666666667
NPY1R	-2.164
MVD	-2.3395
C11orf61	-0.674
CHDH	-0.223
GCNT2	-0.567857142857143
LGALS12	-1.0295
IK	-0.00283333333333334
C7orf41	0.993388888888889
