Hybridization REF	TCGA-A2-A04P-01A-31R-A034-07
TAF1A	-1.26325
CBFB	-0.9535
HIST1H3H	0.326166666666667
C7orf29	-1.4535
COMMD4	-1.3845
DPP3	-1.2325
DAB2	0.29775
LOC388882	-0.52
YPEL4	-0.552625
AGBL3	2.169
LRP6	1.7256
SERPINH1	0.503333333333333
TLE1	1.917
CD244	0.759333333333333
ZDHHC15	0.3745
MGLL	-0.1134
PLDN	-1.38541666666667
LOC654346	2.3195
FAP	2.725
GPR37	0.0236666666666667
SCARA5	0.365666666666667
EBF4	1.86427272727273
LSM6	-0.05575
MLLT1	0.1420625
SLC5A12	-0.4945
A2BP1	-0.8194
COPS5	-1.20833333333333
TPM4	0.563928571428571
TNFSF4	0.489333333333333
ACADSB	-1.32977777777778
HERPUD1	-0.202
BCL2L11	-0.126722222222222
CEP78	0.41475
CDCA3	0.233125
WBSCR19	0.4591
MYO1A	-1.3225
PPEF1	1.077
LOC440348	0.186
CPEB2	-0.37275
BPTF	0.285333333333333
RPL21	-1.203875
GSX2	-0.198
ADPRH	1.27666666666667
C17orf68	-0.419833333333333
KCNS1	2.22966666666667
MLLT6	0.1842
PIWIL4	1.54075
RNF26	-0.744
RAP1B	-0.886375
ADAMTS1	-0.6111
ZNF571	-0.48
P2RY6	0.936
TRIM21	0.598833333333333
CADM3	0.8715
NLRC5	0.815666666666667
ADRA2B	1.19183333333333
LOC90835	-0.94825
PCF11	-1.146
LOC400451	1.793
GLTSCR1	1.8252
C17orf88	0.122166666666667
CDH16	-1.536
FGF7	1.98025
PCSK4	0.666
NPC1L1	-0.788
TAT	0.248
TBCA	-1.612
MGC33407	-0.2685
GPR115	-0.990125
CYGB	-0.2245
FNBP4	-0.171333333333333
C12orf43	-0.96675
CBL	0.1032
CLECL1	1.70525
PPAPDC1A	0.2795
WDR25	-0.680166666666667
SGCA	1.9285
C22orf29	-0.164833333333333
YIPF1	-0.21325
GALK2	-0.79725
RAB3B	-3.71833333333333
LOC440087	0.58125
UCP1	-0.513
REEP5	0.731
FADD	-0.755
FOXA1	-1.509375
CACNA1A	0.884333333333333
ABI1	-0.409166666666667
GRIN2D	2.25325
SLC1A4	-0.992833333333333
LOC401127	-0.42875
HINT2	0.36425
PLD4	0.622833333333333
ZNF286A	0.17325
ENY2	-0.1555
IL1F6	0.518
PXDNL	2.42125
C20orf79	-0.208
TNFSF13B	4.26883333333333
DENND3	0.41
JARID1D	-2.9365
HIST1H2AK	1.299875
LOC93349	0.0905
SSH1	-0.3671
ENSA	0.01325
LOC219854	-2.3675
CKAP2	-1.689
DKFZP564J102	-0.5915
MGC87315	0.0691666666666666
HNRPAB	-0.2725
AMH	-1.7335
ZNF526	1.9025
BRUNOL5	0.1222
CACNG3	0.567166666666667
TRPM1	-1.917
PPP2R1A	0.77975
COL2A1	-1.491
DDN	0.328666666666667
FLJ25770	0.407083333333333
HK2	-0.615928571428571
ELOVL6	-0.512875
MDK	-1.04125
EPHX1	1.6185
RASSF2	0.780375
DKFZP434B0335	0.873
DLX3	-0.17775
PRTN3	-0.13125
AVPR1A	-0.1395
C21orf125	0.53875
TNFAIP8	0.0528333333333334
GNB2L1	-1.205
CALCRL	2.659
SCGB2A2	7.96083333333333
UBXD7	-0.42825
ZNF674	-1.0455
TMEM35	-0.377125
BRSK2	-1.0795
HECTD3	0.240333333333333
TMEM188	-1.29625
LGALS9	2.376375
SCARB2	0.670416666666667
USP34	-0.0341666666666667
C17orf28	1.1135
ZDHHC23	-0.91075
AQP12B	0.4815
SLC16A3	-2.106375
APLP2	-0.620375
ITIH2	-5.20925
MICAL3	0.418125
TNNI3K	-0.2495
HDAC2	0.144
PRR7	0.777
THBS2	-0.129875
LOC751071	-0.7145
CA2	-0.283
RANBP17	2.3695
RLN3	0.5175
CRYZ	-1.20783333333333
GBAS	-1.17416666666667
TAS1R1	0.981
MPZL3	0.7265
PCDH8	-0.6245
HSP90B1	-1.05991666666667
KCNK15	-0.213
TNIP2	-0.173
GPR146	-0.0915
NOL6	0.388
SPC25	-1.94222222222222
STEAP2	-1.25071428571429
VAMP3	-1.37716666666667
TCIRG1	0.46075
ZP4	-0.123833333333333
PARL	-1.386375
TRIM39	0.407
KIAA1305	3.00675
CRNN	0.623666666666667
GRN	-0.52925
HSH2D	-0.63375
SCAMP1	-1.1815
KIAA1913	0.31425
PTS	-1.00125
BANP	0.719142857142857
PRKACG	0.222
ADCY6	-0.325
C16orf46	0.1645
CYP51A1	0.372875
DDC	-3.69
ANPEP	-1.0835
PROM1	4.175
SIGLEC10	1.09
COPG	1.647
FAM26E	0.2035
TRIP4	-0.39725
SNX3	-0.605
C1orf175	0.544333333333333
PPY2	0.50175
C14orf152	0.75075
FTSJ1	-1.17033333333333
DST	0.3355
LOC554235	0.607
GLRX5	-1.30475
C20orf12	0.1779
CAB39	-0.713666666666667
MSH2	-1.27316666666667
PIP4K2C	0.39875
CYLD	1.110375
WTAP	0.12775
MGAT4A	0.568222222222222
TSC22D4	0.2348
CHRM2	-0.7115
PPYR1	0.775666666666667
CCNH	-1.75483333333333
RRM1	-1.8825
ECAT8	-2.83375
LOC400120	0.08275
GABRA4	0.376
C14orf4	1.79233333333333
C1orf59	0.28275
CTDSPL	-1.55033333333333
NHEDC2	-1.63
PDE11A	-1.37893333333333
KLHL29	-0.7125
CD5	0.2688
TSPAN9	0.8746875
WDR67	-0.7295
THUMPD1	0.6831
C18orf17	-0.8795
CLYBL	-1.05316666666667
FLJ13231	-0.29075
CMBL	-2.38725
LECT2	-0.1985
NKAPL	1.33266666666667
LOC654780	0.7675
OR4C6	0.4325
RAB30	-0.7905
TSSK4	-0.05
TMEM163	-0.261
OSBPL11	0.554333333333333
GNB5	-1.164
CCL21	3.2195
C1orf121	0.609333333333333
FMO2	4.91766666666667
RPTN	0.266
MSTN	-0.1375
VCL	0.370642857142857
FYTTD1	-0.65025
C11orf1	-0.41575
CCDC88C	1.54125
HFE	-0.673444444444444
MOGAT1	4.1795
FAM125B	-0.290333333333333
IRGQ	1.243
RAVER2	1.04075
AKAP5	-1.449
SSSCA1	-0.80225
C11orf63	0.15975
ACTG2	2.2515
PORCN	-1.103
DTL	-1.88109090909091
TMEM151	1.37725
FAM122C	-1.00375
RSAD2	3.7578
BAT4	-0.569
KRTDAP	0.165666666666667
MYH8	0.303125
CRTC3	-0.5415
LRRFIP2	0.347
INTS4	-0.907666666666667
TTN	0.594
SLC26A5	0.387
PLLP	-1.579
RGS6	1.6695
SRGAP3	1.299125
ZNF525	-0.546166666666667
NBR2	-1.5805
C13orf1	-0.4771
ZNF137	-0.2525
CEP27	-2.11575
BEST2	0.6345
RNF121	-0.521
DMRTC2	2.439
C8orf76	-0.525
BCCIP	-0.474625
MEST	-1.126
HTRA2	-0.606
ANGPTL2	0.8385
ILKAP	-0.0751666666666666
ERAS	0.226
HBS1L	0.058875
CPA5	0.8305
TMEM30A	-0.824666666666667
CD300LF	1.56416666666667
WISP3	-0.3395
CRK	-0.0702142857142857
PDS5A	-2.9125
BRPF3	-0.0865
NEDD9	-0.40475
SMPDL3B	-0.23125
PSG6	-1.43175
PSMD13	-0.52025
ETV5	-2.1273125
OR51A4	0.0375
BTBD7	1.21766666666667
GSTO1	-1.459125
hCG_16001	-0.513
MAD2L1BP	-1.44716666666667
COX6A2	2.293
SCNN1A	0.471666666666667
LSM1	-0.4395
UGT2B11	0.354
IDUA	1.90425
PPP2R3C	-1.847
COX11	-1.98366666666667
PDZK1	-3.4835
ZNF443	-0.436
MGC21874	1.93966666666667
ZNF323	0.7305
KRTAP10-10	0.8805
CXCL6	-0.2255
SLC34A2	4.1825
LOC284402	0.6645
NPTN	-0.744
UPP1	-2.20191666666667
SLC6A9	0.2115
OR7G3	0.203
CISD1	-0.268833333333333
ZNF545	-0.609166666666667
SYT14	-1.236
NT5C3L	-1.13366666666667
ZNHIT3	-1.52316666666667
SNRPD3	0.5095
KIAA0701	-0.389875
UNC93B1	1.316
GMNN	-1.33475
SPCS2	-0.641833333333333
LOC388524	-1.612
NAPRT1	1.257
PNLIPRP1	0.48925
OR6V1	1.158
PRKAB1	-1.27225
EYA4	-2.76016666666667
KIF20A	0.8445
ALG10	-0.0495
ITPKC	2.47283333333333
LMX1B	1.32916666666667
RPUSD4	-1.878
C7orf34	-0.075
DLGAP2	0.625
PFN1	-0.1698
MICALL2	0.190083333333333
ZNF654	0.715
SS18L1	-0.561625
SLC16A8	1.80475
MKI67IP	-0.769
ITGB3	-1.5215
TCEA3	0.879083333333333
CEP152	-1.88
CLIP1	0.67775
ZNF75	-0.07275
ATP5C1	-1.01033333333333
NUDT5	0.342833333333333
PSCDBP	1.87425
UBP1	-1.23175
RBM27	0.0585
C13orf15	3.25
ZNF282	-0.549166666666667
ZNF222	-0.7493
COL10A1	6.78125
PRDM15	0.148875
TTTY5	-0.199
FAM9C	-0.149363636363636
C20orf67	0.0545
GNG13	0.325
F12	-0.40225
C1orf41	-0.51575
CPXCR1	0.126
GSK3A	0.99725
SUPT6H	-0.650166666666667
PI16	1.32183333333333
ELL2	-1.76441666666667
C9orf167	-2.25716666666667
PVRL3	-2.8098
FLJ38596	-0.22225
ADAM20	-0.425
GPR89A	0.1475
GPR87	2.371
ZNF30	-0.405
SMR3B	0.79825
ZNF770	-0.2345
TRPC4AP	-1.368
DKFZP686E2158	-0.145833333333333
C2orf28	-0.486333333333333
FREM1	-2.153
LAMA4	0.761833333333333
ADPRHL2	-0.28775
EIF4G2	-0.5035
GUCA1A	-0.1255
CTNNA2	-1.376125
NUDT15	-1.63866666666667
CEPT1	-1.216
ZNFX1	-0.3243
CCDC92	1.48525
TDRD1	-0.8275
KCNK5	1.57033333333333
ETNK1	-0.111083333333333
LTA	1.127
TTPA	0.239666666666667
B3GALNT2	1.253875
SC65	-1.57766666666667
PEX5L	-1.17142857142857
EPS15L1	0.409
MGEA5	0.023375
HIST1H3A	2.095
ING1	0.113375
BCAT1	-3.50575
ORC6L	-1.85972727272727
KLK11	-2.4525
C19orf28	-0.4275
DNER	-0.738
MED22	-1.28835714285714
ETV6	2.83683333333333
CHAC2	-1.10125
CD300E	0.1765
CEBPB	1.15816666666667
ZNF398	0.06875
LRCH3	0.1095
HMGA1	-0.75
CAPN7	-1.103
MGC5566	-2.8395
CCL3	2.321625
NANOS1	-0.836625
ZFYVE19	-1.09275
APITD1	-0.509166666666667
PARD3	0.465
IRAK4	0.193833333333333
SERPINI2	-0.0965
CEP170L	-0.6735
TTC9	0.929875
MYOM3	-1.6685
MLPH	-0.627
LOC222699	-0.5735
NRG1	-1.61491666666667
TBC1D9	-1.67172727272727
TTK	-0.615333333333333
ZNF557	-0.086
DDX41	-0.2475
FANK1	2.0895
UBE2D2	-0.4565
PSMB10	0.85725
MYH7B	-0.73
GABARAPL2	-1.1445
MARVELD2	1.44516666666667
DGCR2	1.19266666666667
UNC45A	-0.592833333333333
C6orf72	1.13
ZNF683	4.3055
GIT2	-0.294375
CASK	1.619
C14orf161	3.64966666666667
LRRC44	-0.50975
TIFA	0.254375
UTP11L	-0.8455
C6orf65	-1.622
FDPS	-1.49725
DUSP9	-1.3764
SLC17A8	-0.259166666666667
OR51G1	0.495
NANS	1.4005
OLFML1	1.482
ATP10B	-0.001
NPAS3	-0.56925
PRKCA	-1.4751
GGA2	0.2733125
LCE4A	0.62
SPANXN3	0.0395
CCDC115	0.176875
SDCCAG3	-1.777
GLIPR1L1	0.38475
TTC1	-0.22925
C17orf76	-0.645
MAD2L2	-1.615
HIPK1	0.2544
LRRC3B	-0.5464
CLN3	-1.23372727272727
C17orf47	0.7275
FMN2	-2.1435
TUBB1	-1.753
WAPAL	-0.400166666666667
C3orf21	-0.099375
SCN5A	-0.576
SMYD1	1.1415
BEX5	0.98675
ZNF192	-0.429
SEC22A	-0.195333333333333
GRIA2	0.697071428571429
KIAA0825	-1.93625
NUSAP1	-2.32863636363636
LANCL1	-1.300625
C15orf40	-1.1866
ZNF645	0.151125
GPR61	0.33325
NLRP14	0.006
SNX21	-0.6881
C1QTNF8	0.756
C17orf46	0.59075
IFNA8	0.589
SPRR1B	1.4065
FLRT1	-0.41925
SNX17	-2.02166666666667
ASB2	1.04583333333333
HBG1	-5.4835
RPRML	-0.3295
JOSD2	-0.0158333333333333
PLSCR3	0.23
SPOCD1	0.103333333333333
RAB39	-1.5455
GHRH	0.245
ITIH5L	0.42225
C17orf37	0.777
SMCR8	0.31475
DPY19L2P3	-1.16766666666667
IL11RA	-0.143333333333333
GDF3	-3.23616666666667
RPS6KB1	-1.31383333333333
DNAJC19	-0.4377
TOP1	-1.133
CRCT1	-0.64325
MPST	0.9785
DPM2	-0.390125
FAM38B	-1.37166666666667
SLC18A1	-2.7505
FARP1	-0.0711666666666667
PAX7	0.41375
TUBD1	-1.23375
GNL3	-0.34225
BTG2	1.36173333333333
NDUFS6	-0.33725
C1orf79	-0.448
ERAL1	-0.37975
ECHS1	-0.486
VPS4A	-0.0363333333333333
CYP11A1	-1.104
ABCC6	-1.10571428571429
PBX4	-1.398
MOSC1	0.34575
NCF4	-0.47575
HYMAI	-0.299
NAGPA	-1.171125
OTOP2	0.5905
ACOT12	-0.07175
MTHFD2L	-0.48425
LOC441376	1.461
C19orf34	0.076
RAB1B	-0.3545
ALDOAP2	-1.2655
NTRK1	-1.9295
ARTS-1	-1.0809
SLC6A11	-0.417
NAP1L2	-2.72125
CNGB1	-0.0261666666666667
EPB41L4B	0.01525
FAM134B	-2.42975
HS3ST3A1	0.298666666666667
CPXM2	5.60925
SIRPB2	0.2575
CHORDC1	-0.8035
TRIB3	-3.61533333333333
SLC2A5	1.19725
C2orf49	0.301666666666667
DDX5	0.095
OR5L1	2.395
ANAPC4	-0.567833333333333
ZSWIM1	0.08675
LOC93622	-0.08975
KCNK3	0.1825
RP11-35N6.1	-2.350125
ZFP161	-0.346166666666667
AQP9	1.84975
SLC15A2	2.54233333333333
MREG	-0.9225
OR9I1	0.101
PDLIM2	-0.41075
ADAM7	0.339
GSTCD	0.467333333333333
WDR21A	0.273125
SLC12A8	1.32283333333333
TMEM174	0.251
IGSF3	0.4935
LRRN1	0.45675
LOC402117	-0.24975
SRPK1	-1.3435
LY6K	-0.140375
NFIA	3.75
PTCD3	-0.332125
LEP	1.56
PCDH21	-0.49
MAPKAPK2	0.875428571428571
NMNAT1	0.9475
LHFPL2	0.595625
C9orf43	0.08175
DIP2A	-0.435333333333333
ACTR8	-0.349375
CCDC34	-1.64025
PTPN22	-0.651625
ITGA3	-1.937375
FAM129C	1.19825
RABGGTA	-0.111666666666667
UNC45B	0.209
KIAA1033	-0.9085
ZNF510	-0.180833333333333
CYP2D6	0.285333333333333
SLC26A10	-1.929
STX8	-0.55325
LUZP1	-0.269125
WDR89	0.258166666666667
EIF4G3	-0.1284
C5AR1	1.129375
ZNF623	-0.182
A2M	0.244
TGM7	0.411
GRPEL1	0.655333333333333
LMNB2	0.4011
ROCK2	0.909
SNX16	-0.526
CCDC66	0.649
ANXA3	0.7275
KIAA1609	0.83025
EED	-1.80975
RNF32	-0.838666666666667
HES1	2.1849
CLC	-0.153
ISL1	-0.680666666666667
KIAA0528	0.8035
MANEA	-0.64875
C1orf61	-1.869
hCG_2001000	-0.15325
RAPGEF6	-0.4391
KIAA0020	0.754
NEIL1	0.792
C16orf45	-1.703
RBM10	0.378666666666667
C10orf125	-1.328
MRS2L	1.0635
DNAH17	-0.81025
C19orf10	-0.57425
C1orf160	1.05275
SLFN12	0.73125
EXOC3	-0.156
HIST3H3	1.20675
NCOR2	-0.231166666666667
TNFRSF9	1.66425
MFSD8	-0.26625
ALX1	-4.30983333333333
NOL1	0.3835
PODN	3.2645
TIAL1	-1.74575
HIST1H1E	0.99475
NPY6R	0.4235
TM4SF4	-1.00075
CORO2A	0.39775
ETNK2	-2.34466666666667
APOE	1.3587
ANGPT4	1.0375
HDGF2	-0.122
G30	0.3245
ST8SIA4	-0.729375
F2RL1	-0.00887500000000002
FAM19A4	-1.59025
CCAR1	0.30575
B3GNT7	1.822
OPHN1	0.3371
DSCR6	-1.0545
C21orf13	2.01466666666667
GAS2L1	0.955416666666667
RFX3	0.887333333333333
COPS4	-2.349125
BCHE	-2.03316666666667
BCL2	-0.55775
HBZ	-2.84966666666667
ARL13B	0.114
MAPBPIP	0.5645
MYO15B	-0.034
SPZ1	0.76575
KIAA1324	2.22477777777778
PLCL2	-1.46225
C4orf29	-0.424
WDFY2	-0.55225
ZNF284	-1.4315
NAALADL1	-0.4675
DUSP5	0.157333333333333
PXDN	0.247375
SLMO1	0.07825
TNXB	1.4175
BIRC7	-0.58875
A4GALT	0.4095
TIMM22	0.8705
FAM110C	2.20875
TOMM34	-1.400375
ABHD9	1.098
ADAM32	2.859
CRHBP	-0.95825
AQP2	1.135875
LOC130355	0.3705
ZNF187	-0.497833333333333
ZNF816A	-0.46
F7	-0.85425
CNOT1	-1.2769
SLC13A4	-0.508
ZBTB11	-0.397
B3GALT5	0.73375
EXOC2	0.0463333333333333
IRS1	-0.4673
TMEM1	0.1105
MRPL34	0.842166666666667
SAMM50	-1.1335
CDC42EP3	0.5915
HSF2	-1.4509
MFN2	0.44825
TSPAN7	-1.89883333333333
NUCB1	1.23325
RHOH	-1.169
ARL16	-0.523
TACR1	-0.04825
SFRS5	-0.614166666666667
SNX25	-1.008625
RHBDF1	0.744166666666667
PCDH18	2.59
HMG1L1	1.56525
MYO5C	-0.5395
MAPK10	1.6
LDHAL6A	-0.00516666666666669
NUDT12	-1.178
NCAM1	-0.10075
GLIS2	1.9895
GGTL4	0.27
DAPP1	0.87375
ATF7	0.59175
KIAA0748	-0.726
NFIL3	0.80375
TM6SF1	-0.6943
SEZ6	0.09825
NANOS3	1.4695
DNAJA3	-1.15966666666667
CLDN6	-1.9045
CIITA	2.8811
EPHA4	0.581916666666667
FANCC	2.25325
CMTM3	-0.325875
PSG3	-0.3995
MRPL15	-0.18175
C21orf59	0.1495
PLCXD2	0.26625
C2orf34	-0.163375
UBE2L6	0.377625
MED14	-0.0326666666666667
HP1BP3	-0.9268
C6orf208	0.4785
TPBG	-0.133
OSR2	-0.78375
XPC	-1.26566666666667
KLHL7	-0.502916666666667
CCR3	-0.479833333333333
AGTPBP1	-0.0438333333333333
PCSK6	-2.4074
STAT5A	-1.4477
FAM18B	-1.44575
LONRF2	-0.244
PTPN2	-0.345625
SF3A3	-0.9275
EFCBP2	0.43225
HCFC1	-1.5725
AHNAK	-0.8916
ACTR5	-0.55775
KIF14	-1.83328571428571
TENC1	0.5865
HEATR5B	0.6255
YIPF2	0.992
MYEOV2	0.275
DUSP18	0.50725
KIAA1012	-1.04425
AHR	-0.177166666666667
C17orf53	-1.68183333333333
PTPRH	-3.77325
ATP6V1C1	-1.9437
TAS2R3	0.282
LOC440356	-1.59925
COQ10B	-0.794
PSMF1	-0.104416666666667
SORBS2	1.67233333333333
NFE2L2	-0.212
TMCO7	-1.10375
SH3PXD2A	0.6999
SH2D2A	-0.2405
SPINK5	-1.428
MRPS24	-0.54375
OPA3	1.75075
TRAF7	-0.474333333333333
C4orf35	0.509333333333333
MT1G	-0.796
MGC39545	0.00633333333333335
HS1BP3	0.2737
OR2B2	0.962
CHRM4	0.621
SFRP2	1.729
RIC3	-1.0055
ART1	-0.6245
C6orf1	0.049
DUS4L	-1.5915
C10orf104	-0.336
TNFAIP6	2.58575
RTEL1	-0.39325
CCT4	-1.4827
ZNF709	-0.8675
CHMP6	1.1365
UPP2	0.423
CYP19A1	-2.503375
CD151	-0.686
NDUFA13	0.7345
ARFRP1	-1.24333333333333
FAM26B	0.5035
CRYBA1	-1.5765
MRPL41	0.772
NPFFR2	-1.32825
HRH2	0.5315
SCAMP3	-1.58083333333333
MTMR6	0.0595
MTG1	-2.139
UBTD1	1.4455
CRABP1	1.1295
FLJ33790	-0.8087
KIAA1908	-0.851
GPR158	0.8
PACSIN3	1.07183333333333
OMD	0.550666666666667
CATSPER1	-1.158
HOXB8	-0.576125
FBXO46	2.462
OAS1	1.6625
SVIL	0.39425
PHB2	-0.4815
ADCY3	0.567
NDRG2	3.04
ERMAP	-1.0445
APBA2	-0.8165
IGSF9	1.628
WNT6	0.363928571428571
MYCBPAP	-1.6
ATP2B2	0.4339
CPVL	-1.7002
TRAM2	-0.747083333333333
NOP5/NOP58	0.2725
ZNRF4	0.3405
TLK1	-0.14
MTMR12	-0.0402142857142857
ZNF384	-0.236666666666667
FAM9B	-2.437
RPN1	0.9337
PMVK	0.13225
EIF3D	-0.466
SIX2	2.4435
HPS1	1.01407142857143
RNF7	0.07375
PSKH2	0.592
KCTD13	0.718333333333333
CSMD3	-0.8238
FBF1	0.902
IL8	-4.1255
SERPINB13	0.0375833333333333
FBXL20	-0.22775
BLR1	0.7965
SH2B1	0.317166666666667
RFNG	0.29
RAB20	-0.6065
RBM7	-3.18625
POLR1A	-0.453
TMPRSS4	-1.14575
TAF9	-1.800625
TERF2	-1.47733333333333
TNFRSF1A	1.54041666666667
ACADVL	-0.5605
GTF2H5	1.53225
EDG8	0.033
C9orf140	-0.39375
UST6	0.57125
ZBTB8OS	0.3895
ZNF710	1.629
GPR174	-1.2425
ATP6V0A2	-0.6875
KIAA0319L	0.149666666666667
XKRX	0.473
DOPEY2	1.5319
SDHD	-1.9025
SUMF1	0.51575
OSM	5.02575
OPN3	-0.0895
DAGLB	-0.277666666666667
PPFIBP1	1.4406
TRIM63	-4.21675
C10orf53	-0.351
LYPD3	0.812833333333333
BCL7A	0.000374999999999999
AGER	-0.427833333333333
TCF19	-0.6485
SAT2	-0.26225
PFTK1	1.925
GABRE	0.928625
C15orf38	0.2116
FIS1	-0.8425
KCNV2	1.32825
CLPS	0.50925
PPCDC	-0.524375
FOXN2	1.86316666666667
NT5E	-3.0529
CD83	1.69625
IL18	-0.55775
VPS16	0.63475
IGFBP2	-1.60116666666667
NOTCH2	0.42225
SIGLEC1	2.800125
CD93	5.186
SULF2	-0.7955
CEP164	-0.000999999999999987
P53AIP1	0.322666666666667
TOR2A	0.2785
ZNF136	-0.233
MGP	5.0045
CCDC144A	0.568666666666667
TRPC1	-1.46
SMS	-0.0238333333333333
MAPK7	0.193666666666667
RRAGC	0.302
PARD6A	-1.04683333333333
NUB1	0.248166666666667
SYNGR4	1.59625
OR11H12	0.119
WIF1	2.470125
GCH1	-0.53775
OR11H4	0.2455
SLC44A5	-0.1535
GPRIN2	3.499
LOC401431	-1.131
CPA4	-0.1305
MELK	-0.503777777777778
IL15RA	1.14275
CUL3	-0.934125
HMBOX1	-2.651
PODXL	-0.7115
CCT6B	1.28583333333333
COMTD1	0.88425
MUC20	2.24483333333333
GPX2	-3.3275
ITK	-0.490125
FBXL5	1.2255
C13orf27	-1.56575
DEFA5	1.0255
TRHDE	0.116
MTP18	-0.715
UQCRQ	-0.456
ITGB2	1.05766666666667
CSRP2BP	-0.14675
TAS2R44	1.4885
PHPT1	-0.519125
FAM44C	-0.86875
ERH	0.61925
MPHOSPH1	-2.36666666666667
MORC1	-0.0575
PARVB	-1.4315
LAMA1	-2.29283333333333
PGBD3	-0.90925
GIMAP6	4.04475
AREG	-2.44033333333333
LIPT1	-0.7825
MGC99813	-0.8515
C1orf201	0.559166666666667
GRIN2A	-0.6978
MAN2C1	-1.205
NSUN5	-1.23275
SF3B5	0.90725
MYC	-1.4905
NRXN1	1.148
ZNF18	0.36075
SPDYA	0.18
SLC37A1	1.9045
DECR2	0.87425
ANKRD38	1.146375
SPTLC3	0.572666666666667
SUPT16H	-0.2285
DTWD2	-0.158
ULBP1	-0.628
ZADH1	-2.59766666666667
OIP5	-2.323
IL10RB	-0.856
OTUB2	-0.042125
VWA3A	0.343166666666667
SPIC	1.8555
OR6C4	0.259
PSCD4	0.728
DPY19L2P2	-1.1215
TRAPPC6A	0.480666666666667
C21orf2	-0.643
CEMP1	0.1885
LIN7B	1.6335
E2F7	-2.21183333333333
VCP	-0.1811875
LAMA3	0.146833333333333
BGN	2.58375
GPR160	-0.396333333333333
COCH	-2.3125
GPR81	0.409833333333333
APOBEC3F	-1.89975
tcag7.1017	-0.23925
C1orf32	0.957
SCGB1D2	3.14575
FLJ43987	0.14
C6orf170	-0.89075
KLK9	0.541
GPD1L	-0.34575
VPS37B	1.78625
ATG3	-1.34033333333333
ADAMTS17	-0.649
KLHDC2	-1.3655
NDUFV2	-0.866
BLK	0.0435
MATN4	2.207
GPM6A	-0.381428571428571
GBP4	4.98816666666667
TMEM162	0.452166666666667
PKP2	1.4825
HRASLS	1.38633333333333
MMP1	-4.655
SFXN3	-0.3257
FSD1	-1.48266666666667
ST6GALNAC3	-2.0585
CA12	-1.1048
NCOA6	-0.047
C19orf58	1.314
PPP4R1	-1.2155
MAN1A2	2.22583333333333
IKBKAP	-2.641
UPF1	1.17683333333333
KIAA1219	-0.87025
WNT16	0.2795
SNW1	-0.635125
IL18RAP	2.54375
RPP30	-0.612375
CDC40	-0.676857142857143
SETD3	1.19383333333333
SLAMF6	0.04125
ELK4	-0.108
TRIM47	2.258
ACOX3	1.498875
TRIM6	0.171875
KIAA0372	-1.238
TP53AP1	0.777
SMURF2	0.137
ADAD1	1.1065
EBP	0.0138
KRTAP13-2	0.1415
FLJ36874	-0.964666666666667
TOR1A	-0.971
P2RY4	1.889
GPBP1	-0.40325
TRPV1	0.19525
ADAMTS12	0.7445
PES1	-0.9044
ATG4A	0.834
MAGEA10	-3.85525
WFS1	0.6735
CC2D1B	0.314666666666667
PABPN1	1.439875
SLC25A30	-0.02825
SLCO1C1	-0.0905
SLC22A5	-0.10075
KIF23	-1.89233333333333
SYN2	-0.3645
ASPN	6.19933333333333
CENTG2	0.42875
QSOX2	-1.7886
FLJ10815	0.408166666666667
STK24	-0.7893125
SPEG	0.7136
STK10	-0.471
DACT2	-1.0285
AAAS	0.2015
SSX3	-1.232375
ABCD3	-1.1674
C4orf12	-1.50275
PARVG	1.00133333333333
FIG4	-0.573
C9orf46	-0.65875
TMCO6	0.143
IGHMBP2	-1.40625
DUS2L	-1.2
FAM3C	-1.3364375
TMEM16D	-1.9145
DCTN4	0.37025
KCNH3	-0.2295
EIF2AK2	2.9585
AP1S3	-0.158625
CST4	0.502
PAM	0.5294375
NUTF2	0.14975
CITED2	0.6899
SLC39A4	1.51275
C2orf52	-1.121
GRM3	-0.36075
C12orf49	-0.862375
CCDC49	-1.1791
GRAMD1B	-0.611
FNDC4	0.77175
SIAH2	-0.819875
GDPD4	0.27875
C21orf87	1.8345
ATP5A1	-2.2825
C16orf63	-1.339375
LOC388135	-0.202833333333333
ATP5J2	0.284
MMP3	-4.64825
EMID2	-0.22475
CRHR1	0.5175
WDR70	-0.1295
C13orf31	2.1655
ZFAND1	-1.6125
CCL18	4.55483333333333
C3orf49	-0.343
RINT1	-1.1195
KIAA0408	-1.74283333333333
F13A1	3.2382
SLC10A1	-0.146
OGN	-0.8575
GIPC2	-1.836
XPO6	-0.529833333333333
LCE1A	1.8815
FMR1	0.1543
LOC374920	1.26075
DUSP3	-0.252875
ANKMY1	-0.20575
C7orf50	-0.09575
BBS9	-1.1208
UNC119B	-0.859875
C9orf72	-0.079625
MGC35440	0.65925
ENTPD6	0.34125
PPP1R2P9	0.913333333333333
ERCC4	0.22475
FAHD2B	0.4505
HMHA1	-1.191
HACL1	-2.10225
RAD23A	0.287333333333333
FAM83B	1.317
PPP5C	-0.888333333333333
RNASEH2C	-0.212875
C9orf153	-0.1055
SCAMP4	0.997625
GHITM	-0.6294
NDUFB7	1.325625
ADCYAP1	0.931333333333333
SP110	2.18216666666667
MAP3K7IP2	1.51475
DHH	0.69
AGRN	0.506
WDR33	0.714833333333333
CEP290	0.00266666666666666
PRPS1L1	-1.841
KLRA1	-1.904
GPR97	0.158
CHD7	0.950666666666667
