Hybridization REF	TCGA-A2-A04X-01A-21R-A034-07
ZBTB8OS	0.392
ZNF710	0.578
GPR174	-0.9815
ATP6V0A2	-0.67225
KIAA0319L	0.39975
XKRX	-0.5065
DOPEY2	2.3168
SDHD	-1.51641666666667
SUMF1	1.40175
OSM	2.00225
OPN3	-1.2475
DAGLB	-0.216666666666667
PPFIBP1	0.3274
TRIM63	-3.637
C10orf53	0.146
LYPD3	2.81016666666667
BCL7A	-1.803
AGER	-1.03783333333333
TCF19	-0.02925
SAT2	0.69675
PFTK1	2.00366666666667
GABRE	-3.153375
C15orf38	1.9158
FIS1	-0.9565
KCNV2	-0.21225
CLPS	0.38275
PPCDC	-0.458
FOXN2	0.710166666666667
NT5E	-3.1343
CD83	1.05475
IL18	1.67
VPS16	0.947
IGFBP2	-2.03683333333333
NOTCH2	0.45975
SIGLEC1	3.3565
CD93	4.592
SULF2	-1.329
CEP164	-0.292625
P53AIP1	-0.432
TOR2A	0.351666666666667
ZNF136	0.66825
MGP	1.0469
CCDC144A	0.901
TRPC1	-1.6905
SMS	-0.192833333333333
MAPK7	-0.210166666666667
RRAGC	0.88775
PARD6A	1.8125
NUB1	0.578
SYNGR4	1.554
OR11H12	0.0735
WIF1	0.298285714285714
GCH1	-0.0945
OR11H4	0.289
SLC44A5	-1.0375
GPRIN2	1.04433333333333
LOC401431	-0.568
CPA4	-2.9706
MELK	-0.959888888888889
IL15RA	1.23075
CUL3	-0.561375
HMBOX1	-0.65025
PODXL	-2.145
CCT6B	1.51283333333333
COMTD1	1.148
MUC20	-1.18683333333333
GPX2	-0.64075
ITK	0.15075
FBXL5	2.04775
C13orf27	-1.8935
DEFA5	-0.37
TRHDE	0.083
MTP18	-0.498
UQCRQ	0.7738
ITGB2	2.32933333333333
CSRP2BP	0.9895
TAS2R44	0.8005
PHPT1	0.48525
FAM44C	-0.80275
ERH	0.25
MPHOSPH1	-1.45583333333333
MORC1	-0.117
PARVB	-0.69525
LAMA1	-2.32208333333333
PGBD3	-0.46
GIMAP6	4.475
AREG	-1.80966666666667
LIPT1	0.136
MGC99813	-1.33275
C1orf201	0.304666666666667
GRIN2A	-1.1911
MAN2C1	-0.657125
NSUN5	-0.3325
SF3B5	-0.01325
MYC	-2.2529375
NRXN1	-0.269666666666667
ZNF18	1.2075
SPDYA	-0.0175
SLC37A1	1.837
DECR2	0.15525
ANKRD38	-0.2355
SPTLC3	1.45141666666667
SUPT16H	-0.486125
DTWD2	1.587
ULBP1	-0.4275
ZADH1	0.3055
OIP5	-1.55825
IL10RB	0.0498333333333333
OTUB2	1.20025
VWA3A	0.1652
SPIC	0.154666666666667
OR6C4	0.1975
PSCD4	1.40766666666667
DPY19L2P2	-0.679
TRAPPC6A	0.4745
C21orf2	-0.617
CEMP1	-0.41025
LIN7B	1.1945
E2F7	-1.3215
VCP	0.432125
LAMA3	0.403916666666667
BGN	1.39625
GPR160	1.93933333333333
COCH	-2.937
GPR81	2.02083333333333
APOBEC3F	-0.99625
tcag7.1017	-0.96
C1orf32	0.9555
SCGB1D2	7.5515
FLJ43987	-0.3345
C6orf170	0.09175
KLK9	0.2715
GPD1L	2.550125
VPS37B	0.3235
ATG3	-0.475
ADAMTS17	0.301
KLHDC2	0.144
NDUFV2	-0.363
BLK	-0.5755
MATN4	-0.9195
GPM6A	0.00462499999999996
GBP4	5.53316666666667
TMEM162	0.356333333333333
PKP2	0.389
HRASLS	-2.68344444444444
MMP1	-1.495
SFXN3	-0.0309
FSD1	-1.66283333333333
ST6GALNAC3	-1.95116666666667
CA12	0.6695
NCOA6	0.94175
C19orf58	0.268
PPP4R1	-1.175
MAN1A2	1.78283333333333
IKBKAP	-1.2105
UPF1	0.649666666666667
KIAA1219	0.6405
WNT16	0.317
SNW1	0.05425
IL18RAP	4.49275
RPP30	-0.369625
CDC40	-0.588857142857143
SETD3	0.6425
SLAMF6	1.134
ELK4	0.229
TRIM47	1.50366666666667
ACOX3	0.764125
TRIM6	-0.621375
KIAA0372	-0.566666666666667
TP53AP1	1.319625
SMURF2	-0.787
ADAD1	0.12375
EBP	-0.0779
KRTAP13-2	-0.057
FLJ36874	-1.3675
TOR1A	-0.240166666666667
P2RY4	1.41
GPBP1	0.18225
TRPV1	0.899625
ADAMTS12	0.0806666666666667
PES1	-0.7135
ATG4A	1.13116666666667
MAGEA10	-4.2215
WFS1	1.99475
CC2D1B	0.6205
PABPN1	0.183
SLC25A30	-0.40125
SLCO1C1	0.0918333333333333
SLC22A5	2.24675
KIF23	-1.4505
SYN2	-1.03366666666667
ASPN	5.81266666666667
CENTG2	0.3915
QSOX2	-1.921
FLJ10815	0.529833333333333
STK24	-0.8641875
SPEG	-0.3385
STK10	0.373166666666667
DACT2	-1.2515
AAAS	-0.215
SSX3	-1.524875
ABCD3	0.3135
C4orf12	-0.299625
PARVG	1.6445
FIG4	-0.3775
C9orf46	0.7195
TMCO6	-0.2685
IGHMBP2	-0.5785
DUS2L	-0.2025
FAM3C	-1.9260625
TMEM16D	-1.52925
DCTN4	0.74075
KCNH3	-0.134
EIF2AK2	1.5965
AP1S3	0.283
CST4	0.4585
PAM	-0.2110625
NUTF2	0.0255
CITED2	-0.3721
SLC39A4	-1.59325
C2orf52	-0.6995
GRM3	0.12075
C12orf49	1.037
CCDC49	0.4625
GRAMD1B	-0.824
FNDC4	-0.924
SIAH2	0.028
GDPD4	0.37525
C21orf87	1.08075
ATP5A1	-1.33016666666667
C16orf63	-1.063
LOC388135	-0.2715
ATP5J2	-1.018125
MMP3	-1.75475
EMID2	-0.4575
CRHR1	0.178
WDR70	-0.34525
C13orf31	1.75
ZFAND1	-1.248
CCL18	4.911
C3orf49	-0.4705
RINT1	-2.533
KIAA0408	-1.7285
F13A1	3.7916
SLC10A1	0.486166666666667
OGN	4.45275
GIPC2	-1.87466666666667
XPO6	-0.736333333333333
LCE1A	1.012
FMR1	0.313
LOC374920	0.24575
DUSP3	0.362125
ANKMY1	0.01525
C7orf50	-0.406
BBS9	0.138
UNC119B	-0.93
C9orf72	-0.052875
MGC35440	0.069
ENTPD6	1.119875
PPP1R2P9	0.66525
ERCC4	0.12025
FAHD2B	-0.515
HMHA1	0.183
HACL1	-1.04
RAD23A	-0.258
FAM83B	2.5345
PPP5C	-0.93
RNASEH2C	0.914
C9orf153	-0.263
SCAMP4	0.74775
GHITM	0.3306
NDUFB7	0.539125
ADCYAP1	1.25666666666667
SP110	3.40066666666667
MAP3K7IP2	-0.0935
DHH	0.308
AGRN	-0.124428571428571
WDR33	0.348
CEP290	0.845333333333333
PRPS1L1	-1.451
KLRA1	-0.3805
GPR97	-0.0805
CHD7	-1.101
TLR10	0.949
SLC30A8	-1.1035
HIC1	0.970666666666667
IAPP	0.803
RXFP4	0.623
GP1BB	1.8305
SHQ1	0.305
NKX2-3	0.0111666666666667
API5	0.09125
FTHP1	-0.269
MOV10L1	0.152166666666667
TRIM6-TRIM34	3.022
ADHFE1	0.66725
FAM117A	0.4035
DDI1	0.327
CDON	-1.81733333333333
TRIM73	-1.402
IGKC	5.6855
MMP14	-0.00974999999999997
DYNC1LI1	-0.54325
C11orf66	-0.649
TRBV3-1	-0.77875
FASTKD5	0.548
BIVM	-1.244
LHX4	1.15125
CXCL2	-2.0337
RAB2B	-0.157
IZUMO1	-1.13125
MAP3K15	-2.1785
FAM19A2	-0.19
ZC3H8	-0.377166666666667
ZMAT1	1.89125
SPINK5L3	-2.84366666666667
SLC10A6	0.1645
APPL2	0.246375
CARD10	-1.11933333333333
LOC402176	-1.97075
EEF1D	0.5114
RAB6A	0.6435
C12orf5	-0.123375
PAPOLG	0.0085
MSRB2	-0.8585
BCR	0.224111111111111
PUS3	-0.335
TIAM2	-0.34475
ZNF317	-0.111166666666667
CHD2	0.107285714285714
FZD5	-1.389
NUDT8	-0.73325
ZNF763	-0.223
PRC1	-0.935666666666667
ABCB9	0.252
SPATA3	0.69475
TRAK2	0.126875
STAB1	2.799625
LRRTM2	0.190666666666667
psiTPTE22	1.892
DBI	1.566
SERPINA11	-2.0705
NAT5	0.55475
C20orf58	-2.16425
RPS6KA4	0.554333333333333
FLJ90650	-0.43725
TGFBRAP1	0.3965
CHRDL2	-1.19675
FAHD2A	-0.538333333333333
CNTN1	-0.8425
BBS4	0.3536
TMEM181	-0.53375
MINPP1	-1.03625
MPHOSPH6	-0.492083333333333
HOXC10	1.7468
ITPKB	-0.558625
CLPTM1L	-0.03425
MEOX2	-1.16933333333333
ATP6V0C	0.1575
PRPF8	-0.171666666666667
TMC5	3.3415
FKBP3	0.06325
PLEKHB2	0.24975
OR4D6	0.2605
ZNF544	-0.4
D2HGDH	-0.04125
RPL18A	-0.1128
HEL308	0.11625
MPP6	-3.291
TCERG1	-2.124
KRT16	-1.674
KLF17	-1.23866666666667
KLF5	-0.737375
CDR1	3.124875
VCX3A	-5.4005
FBLN2	2.045875
C14orf104	-0.317
HBE1	-4.9125
OR4S2	0.2835
C1orf108	-0.547333333333333
ROBO4	3.856
CPEB4	0.2995
C11orf80	-0.5535
BCKDHA	-0.691666666666667
MYOC	-0.2355
GIF	-0.2325
CKMT1A	0.872
RPL3	0.12
THBS1	2.911
APOO	-0.0525
ARMCX1	1.25525
HSZFP36	0.70175
SNAPC5	-0.0145
EIF4ENIF1	0.82825
ZNF433	0.103
TNFRSF21	-0.88775
TMPRSS7	0.348
SPATA18	1.7707
HPDL	-1.7285
MKL2	0.7127
TBX3	1.63484615384615
C21orf93	0.633333333333333
DAXX	0.19825
ELMO1	0.270125
RGS13	1.3095
TAF11	-1.17475
UNC13A	-1.85275
LOC653314	2.0604
ORC3L	-0.66475
IMAA	-2.863
TARBP2	-0.61125
CABIN1	-0.2904
TRIOBP	0.3951875
HIST1H2AC	1.512875
RGS22	4.023
NCOA1	1.4545
IL25	0.988
SNCG	0.012
GPR6	0.522
AMDHD1	-0.985333333333333
CHEK2	-0.896
C6orf142	-0.3835
DRD4	1.08775
C14orf68	-0.86975
GDF11	-2.10175
SEMG2	-0.4305
CD247	0.765
CDAN1	0.24875
RBMX2	-0.214166666666667
TGS1	-1.96025
OIT3	1.7315
SYF2	0.01625
MCM4	-1.20175
PKHD1L1	0.757875
CEP192	-1.816
IFT88	-0.4235
RPL9	0.0405
RAB32	-0.445875
DDX43	-2.1165
P2RX2	0.467666666666667
OR5D18	0.9385
UBE1	-0.02225
SLC24A1	0.116625
ARHGAP5	-0.78125
CETP	-0.31225
KIAA1731	-0.3495
SLC9A4	0.404
PTPN6	1.66025
BAHD1	-0.2675
GRIK3	0.7145
CACNB2	0.2275
PDE10A	-0.4935
DGCR14	0.206
PCDHB9	-0.4635
RHOQ	0.00466666666666666
MAP3K4	-0.521
KTI12	0.2735
RPL23AP13	-2.65025
GNG11	-1.00975
CLCN3	2.16883333333333
GPAM	-0.459625
VSTM2A	-0.645
SLAMF7	4.62966666666667
INTS2	-1.111
PPP2CA	0.0251
LRP12	-1.56353333333333
SEC14L2	3.28233333333333
DKFZP586H2123	2.005
MC3R	-0.284
CIRH1A	-1.70583333333333
HIST1H2AB	1.18416666666667
POLH	0.02475
MGC16703	-2.29
SNAPC2	-0.2225
FILIP1L	0.51
RASGRP4	0.6775
LRRC1	2.25275
GAS1	0.05675
PRAC	-0.68
DGKA	-0.21
NT5C3	0.54175
PEG3	-2.55308333333333
NADK	0.2645
PRR17	2.1575
LOC374569	-0.42125
SGSH	0.0295
NLRP8	0.8565
GALT	-0.157
MCF2	-1.674
ZNF263	-0.48575
TACSTD1	0.535333333333333
TYR	-6.3034
ATP6AP2	0.23975
RNUXA	0.26075
ABHD10	-0.0382222222222222
GDPD2	-0.9535
SLC35C1	0.243
UBE2A	0.16375
HERC5	1.71283333333333
FAM112B	-4.30783333333333
FBXL16	1.20275
DKFZP434A0131	-0.7325
ELA3A	-2.314
RBM41	-0.6845
HAO2	0.17175
RNH1	0.237875
SHANK2	-0.283666666666667
OSBP2	-0.270875
DAK	0.331333333333333
C3orf58	-0.490666666666667
TCL1B	-0.234
KBTBD2	-0.61825
SUGT1L1	0.6995
UBE2E2	-0.868333333333334
MYL9	2.39175
CDC23	-0.832833333333333
PBXIP1	2.9568
CXorf40B	1.1545
NBL1	-0.24625
RTBDN	0.844
RAB11FIP5	0.26875
TTTY13	-0.336
SCOTIN	0.223083333333333
SOHLH1	-0.799
CDKN1A	1.39342857142857
NCK1	0.01875
ZNF550	-0.28875
SAPS3	0.401833333333333
SPIN3	-0.176333333333333
MAGEE2	-0.57475
MIS12	-0.235166666666667
OR8H2	0.262
KIAA0774	-1.62783333333333
UNC5D	-2.658
CUL7	0.507833333333333
LIPC	-2.8645
DIO1	0.2205
C20orf11	0.0951
CTRL	-0.38125
HS3ST2	2.7125
PAK4	1.279
CCRL1	1.718
RNF10	1.175625
ZNF567	-0.45525
ZNF660	-1.0465
TCEAL3	1.7815
MAGOH	-0.204
CENPB	0.699166666666667
C19orf7	1.2045
LOC388965	0.0845
ZCCHC13	0.802
JMJD1A	-1.2958
HIST1H4H	0.9235
TBRG1	-1.0807
GPC3	-5.66775
TAF1C	-0.217875
EBNA1BP2	-1.20733333333333
CIAPIN1	-0.36175
PDGFRA	-0.9785
CSTB	-0.321
CENPI	-1.22833333333333
GTF2E2	-0.548333333333333
RPP21	1.00475
CCNF	-0.8895
KCNQ3	0.4145
FAM79A	0.828
SLC22A12	0.9855
NOVA1	-1.16066666666667
FZD3	-0.3908
AKAP8	-0.38975
SOCS5	-1.177875
CFDP1	-0.01525
DLG5	0.66225
PGM5	-0.08475
C1orf144	0.70475
HDAC10	-0.7645
RND2	-1.19925
C20orf199	-0.824
RNMT	-1.300625
SLURP1	0.39
ASTN1	-0.6965
SH3BGR	-0.187
MYCL1	-0.054875
ZHX1	-0.190833333333333
CENPK	-2.72575
FOSB	0.3078
LOC643406	0.05825
C2orf59	-0.633375
TMEM135	0.24825
SLC27A2	-2.14575
KRT33A	1.268
OVOL1	-0.199625
PAMCI	-3.34416666666667
S100A7	-1.3405
ZNF789	-2.2945
HARS2	0.1045
RPL23A	-0.483833333333333
TCF23	0.56275
UPF3B	-0.929625
C17orf78	0.802
HLA-DOB	1.8825
C14orf142	0.473666666666667
TEKT5	1.89733333333333
DMWD	0.48
POLD1	-1.23816666666667
GSCL	0.4495
CALD1	-0.5208
SCRT1	0.587333333333333
AIG1	-0.5335
UNC84B	-0.537
ZNF404	0.65725
TMED6	-2.71275
KIAA1462	-0.5795
LRRC27	1.6895
PYGO1	0.3295
PIGU	-0.3535
ALAS2	-3.67566666666667
WRNIP1	0.576375
CNNM3	0.5875
ZNF2	0.24875
ST3GAL5	-0.27225
MRPL23	0.6185
TSSK6	-0.33525
PSMA6	0.23425
C16orf70	0.2895
KIAA1602	0.362
ALMS1	0.266333333333333
DCN	1.000625
TMEM132D	-0.858
SUCLG2	0.12375
ABHD14A	0.055
DEXI	-1.03666666666667
AMPD2	-1.41616666666667
IFNAR2	0.227
CYB5A	0.5338
TLOC1	-0.10565
NXF5	0.25
NRBF2	-0.123125
KCTD3	0.84825
ITGAE	-0.859166666666667
SLC30A3	-1.34516666666667
ZRF1	-1.441
IFRD2	-0.349
XAB1	-0.414
PYCR2	0.2005
SERPINB3	-4.883
TMLHE	0.0567
GEFT	-1.833125
ABCA5	0.5515
EMR4	0.112333333333333
TSFM	-0.25975
HIST3H2BB	0.95
ARHGEF19	0.13
TSPAN17	0.0485
ABCC8	3.34525
MAP1S	0.546166666666667
C22orf36	0.11575
BNC2	-1.01128571428571
HIST1H4A	-0.29025
NDUFS3	-0.159666666666667
WDR3	-1.00016666666667
XKR4	0.26725
TTC33	-0.335285714285714
STMN2	4.3145
CPN2	-0.586666666666667
HSPC105	0.648
PCOLCE2	-5.7825
C3orf55	1.8255
KLHDC9	2.77283333333333
TBC1D23	0.294
ATXN2L	-0.849916666666667
MAP2K3	0.515666666666667
SCAP	-0.3625
ZNF486	0.767
C20orf96	2.4
NARS	-0.91725
ADAMTSL1	-1.04042857142857
PRCC	-0.279666666666667
CCDC126	1.078
ZNF675	0.3145
CALCOCO1	0.18125
ANKRD43	0.08625
CWF19L2	-0.239666666666667
ZBTB32	2.85083333333333
BRAF	-0.27575
ODF4	0.157
MGC14376	1.08933333333333
HORMAD1	0.829166666666667
AAK1	0.034
PEBP1	1.00658333333333
TNFSF5IP1	-0.906833333333333
DKFZp564N2472	0.6765
RMND1	-1.001875
IGKV1-5	5.0925
COL1A2	2.42116666666667
SERPINA5	-0.928125
AANAT	0.8765
C19orf21	1.03583333333333
GEMIN5	-0.37125
UBR4	-0.0225
LTBP3	0.336166666666667
AMHR2	-2.49583333333333
PROCR	-1.51125
MYBBP1A	-0.4375
C20orf39	-0.445
ZNF697	-0.929625
PASK	0.0681
ZNF776	0.927833333333333
RFXDC2	-0.3905
KIAA0467	0.625
C10orf96	-0.95325
ZNF503	-0.36675
GULP1	-1.86483333333333
KCNE4	-0.110833333333333
DKFZp434K191	-0.655125
LOC196913	-0.2195
BHLHB4	1.714
CH25H	0.05025
LOC81691	-0.770833333333333
ALPL	0.298357142857143
COL12A1	2.128
FOLR3	-2.0735
GPR123	-0.173875
TRIM62	1.05514285714286
ABLIM1	1.30583333333333
MAST3	-0.362
RHBDD1	0.790666666666667
LOC338809	0.86
RYBP	1.14
TTC26	-1.059125
ZNF22	-0.796166666666667
ISCA2	-0.1465
RDM1	-0.7725
PIGM	-0.4205
GNB3	-1.2175
ACTR2	0.2436
HMGB1	-0.7527
EDG1	2.94216666666667
SOAT2	-3.4485
OR10AD1	-0.1125
RAP1GDS1	0.412583333333333
LCE1F	0.4895
ESM1	-0.4035
RCN3	1.3795
CREBL1	-0.11425
DBNL	-0.724
PTGER3	0.355142857142857
USP30	1.03566666666667
BCL2L12	-0.642333333333333
KIF26B	2.42975
ZNF416	0.89075
ZNF225	0.086
C17orf70	0.3265
ZNF554	0.86775
RAE1	-0.444666666666667
TNIK	-0.557833333333333
ACTN3	0.6445
MGC45922	1.7475
CCNA1	-1.43033333333333
RYK	0.197833333333333
IL26	0.0695
LRP3	1.64466666666667
QARS	-0.59525
SOX7	0.401571428571429
BID	-0.841125
OR2S2	0.2065
CXCL14	4.85525
C11orf47	-0.62
MGC29891	-0.162166666666667
HSPB8	-0.3807
PRDM14	-2.062
NUFIP2	0.39325
MNAT1	-0.78425
ZDHHC2	-0.466833333333333
MBNL2	-0.131
ADD3	-0.293125
CSNK2A1P	-0.37725
KLK6	-2.08516666666667
TMEM111	0.6964
KIAA1279	0.06075
NUBP2	0.247833333333333
RAB42	-0.08175
ID3	-0.9421
TM9SF1	0.57425
MDP-1	-1.099
POU4F2	0.0925
IQCK	0.26825
C16orf14	-0.9535
CAPN3	-1.069875
FAM43B	-0.237375
RECQL	-0.71825
AP1G1	1.07021428571429
CTNNBL1	-0.3995
ECHDC1	-1.816
SMARCC1	0.1668
FOXQ1	-1.5225
GNAI3	0.218333333333333
POLG2	-2.092
CD4	1.81825
ITLN1	0.70975
EBI2	3.59975
IRF1	1.81625
PTPRE	1.3827
PTK2B	-0.53175
NXNL2	-0.573
SOX4	0.363666666666667
TSPAN3	-0.0545
SH2D1A	-0.8405
C8orf58	-0.812666666666667
USP20	-0.586
DUSP22	-0.281333333333333
CALB1	-1.697
L3MBTL2	1.10175
MCRS1	-0.16725
TMEM118	-0.152
C18orf8	0.213333333333333
FLJ10241	-0.06675
GJA12	0.70925
PKD1	-0.875
ZFP3	0.565
JAM3	-1.41625
LAPTM4A	1.1124
DIRC2	0.97375
KIAA2022	-1.13083333333333
MYOM1	0.345666666666667
TRPM8	-2.30183333333333
MOP-1	2.2855
PHKG2	-0.228
ZNF650	0.347875
KIAA1522	1.544875
PSG8	-1.69983333333333
DDX19B	-0.6155
MOBKL1B	0.00474999999999999
DIAPH2	-0.130083333333333
PTPN12	-0.02725
CLN8	-1.1986
CRYZL1	-0.563
CRY2	0.400333333333333
FCGR2B	3.20183333333333
PNPLA4	0.4815
ZNF454	-0.4695
DKFZp434B1231	-0.126
CLDN11	0.3997
RFWD2	0.202166666666667
CIB2	-0.562833333333333
MXRA8	2.017
HRK	0.699875
MAML2	-0.7565
C4orf31	-1.62775
C6orf192	-0.33025
COG6	0.37825
FAM5B	-0.13225
NFATC1	0.6794
SEPT10	-0.47525
SCYL1	0.2298
RPP40	0.32875
SCOC	-0.0658
KIAA1450	-0.307
CTDSPL2	-0.1445
TBX5	1.326
NAPG	0.426875
RHD	-3.65325
C14orf45	2.03133333333333
ZBTB22	1.3335
PLCG1	-0.5685
ANKRD10	-1.8305
AQP7P2	-0.49425
TAGLN2	-1.14416666666667
HTR2C	-0.9935
SLC16A7	-1.22566666666667
C17orf83	-0.09725
TSGA14	-1.77591666666667
MDH1	-0.34575
PPP3R2	0.527166666666667
DCBLD2	-1.5695
RBM33	-0.461125
DPH3	-1.153
SYT10	-1.18033333333333
FMO4	2.886125
THYN1	-1.401
DRD5	-1.6145
OTOR	0.445571428571429
PGRMC2	0.1162
KATNAL1	-1.658625
PAQR6	-1.397
UBE2I	-0.56775
C14orf28	0.9095
C8orf70	-0.454
FLYWCH1	-0.5035
ANGPTL3	0.0125
GLRX2	-0.206666666666667
ATP11A	-0.807142857142857
ARL5B	0.916625
MUC16	-2.73125
SLC25A5	-1.33885714285714
ACRC	-0.20575
MYO1C	0.307625
FAM89B	1.04216666666667
FAS	0.477625
KIFAP3	-0.23875
GLRA2	0.248
BTN3A2	2.0019
CNKSR3	-0.13675
CSTF3	-0.231
ARPM1	0.6205
KIAA1530	0.8015
C9orf150	3.0895
PRKCI	0.387
tcag7.1015	-1.558
SOD3	-0.62275
ZNF574	0.619
CYP21A2	1.60925
RPL12	0.008
COMMD2	-1.14625
WIZ	-0.2135
LOC344405	-0.434
ALDH4A1	0.140117647058824
CRYAB	1.04675
COPA	-0.101
PCDHGA7	1.02733333333333
KIF11	-0.450083333333333
RASD2	0.5775
SLC26A3	1.825
ZNF175	-0.396
JAKMIP2	-1.43775
C8orf4	2.568
PTHLH	0.1525
SLC40A1	3.56533333333333
OR7D4	0.384
PCDHB17	-0.059
CD36	1.56421428571429
C6orf203	0.4497
PRKG2	-0.0205
LOC400566	0.79875
ANAPC13	0.63575
SLCO3A1	-0.953
ZNF692	-1.404
FANCL	-1.0765
SH3GLB1	0.7655
C12orf61	-0.5835
KBTBD6	-0.37575
SUPT5H	0.59
XRCC6	-0.1262
HUS1B	0.6455
FAM133B	-0.207071428571429
LOC728276	0.1415
KCTD18	0.42175
SOS2	0.56
CCDC99	-1.68425
C1QTNF5	2.515
NNAT	-0.154333333333333
USP16	0.16925
LARS	-0.46825
ZBTB2	-0.38475
ABO	-0.309166666666667
TRAF3	0.402
GALNT5	-2.7855
NAP5	2.887375
ALG14	0.922666666666667
KIAA0515	-0.392346153846154
WDR75	-0.638333333333333
TEX261	-0.06025
LY86	1.45775
LOC389072	-0.877
FLJ13611	0.236
MRGPRX2	0.537
SNRPA	-1.00725
OR2G2	0.352
GPRASP2	0.299
C7orf42	0.3054
C9orf163	-0.1465
CYP11B2	0.059
FCRL3	1.87716666666667
PRDX1	0.653
FGB	-2.95166666666667
COX17	0.550833333333333
C16orf33	-0.2595
PIWIL1	-0.189833333333333
FOLR1	-2.9835
KIAA0082	0.68725
FREQ	-1.67066666666667
TMCC2	-1.16783333333333
TCF12	-0.0906666666666667
ZNF721	0.338
FAM130A2	0.50975
POU4F1	-2.13175
SNRPF	-0.76075
SGIP1	0.858666666666667
ZNF641	0.635333333333333
EMG1	-0.34175
PRRG4	2.26
HIRA	-2.88575
MYNN	0.408833333333333
AEBP2	-0.648416666666667
TBXA2R	0.670166666666667
ISL2	-1.79233333333333
PCDHB11	0.5145
RNF144A	-1.400375
MARCH5	0.525
DULLARD	-0.382333333333333
DCLRE1B	-1.11133333333333
ITGA8	1.19125
TP73	0.216875
PRKCD	2.12175
NDUFB4	0.80925
ATP13A4	0.591
ANTXR2	-0.754666666666667
COL4A3	0.0891666666666667
MYO10	-2.0507
SLC6A18	0.94275
PEX1	0.0905
TMEM74	-1.00933333333333
RBM19	0.8675
TAPBP	1.2765
RUNX1	0.38425
MID1	-1.72608333333333
GPR64	0.969
RASEF	4.42025
GABRG1	-0.05025
MYO16	-0.6935
DBF4	-1.7135
TSHZ2	2.07
RIPK2	0.60075
PPTC7	-0.243333333333333
KIF4B	-0.668
LRRC31	5.94825
ZNF540	0.34125
EFNB3	-0.327666666666667
LOH12CR1	1.7225
STON2	0.135166666666667
GLP1R	0.49475
CSTF2T	0.464125
IREB2	-0.29125
GRSF1	-0.22025
PDCD7	-0.404
LRRC43	-0.834
CNR1	-0.037
IL1F7	-0.2225
C12orf64	0.192
FAM69B	-1.7435
NR2E1	-1.575
MS4A6A	2.9665
FTL	-0.3786
C7orf36	-0.17475
PCLO	1.9638
DYRK2	0.479416666666667
ARIH2	-0.468125
SAMD7	0.807
SCNN1D	-0.308
SLC32A1	-0.582625
C22orf25	-0.263
MRPS18A	0.6463
GPR112	0.2695
EARS2	-0.618
ERN2	1.5215
ATPBD3	0.6455
PRH2	-0.3685
CDKN2D	0.434
PGLYRP2	-1.224
TRIM40	0.7505
SEC14L3	-0.0125
SLC22A1	0.1275
BTN2A3	0.34725
RASA4	0.139
CCNL2	-0.642666666666667
MYBPC3	0.7185
GJA4	3.80575
CDC42SE1	0.063375
TRPV2	-0.41025
MYPN	-3.7002
SIM1	0.0795
CDADC1	0.137666666666667
ZFHX4	-0.1885
NIBP	0.687333333333333
ADAMTS19	0.261
ABTB2	-1.51325
TSPYL2	-0.618875
EIF2S3	-0.9513
SOX30	-0.4055
AP2A1	-0.0323333333333333
DKFZP564O0523	-0.274833333333333
LOC285398	-0.73
CDH18	-4.31475
CHL1	0.345666666666667
GATS	-0.782
TBC1D2B	0.375333333333333
OR1J1	0.025
GSN	1.34316666666667
DPCR1	0.096
GARNL4	-0.557666666666667
SMARCA5	0.21325
PLEKHG3	0.512833333333333
ZBTB45	1.098
FRMD6	-0.970666666666667
PLS1	-0.797666666666667
DGKZ	0.283833333333333
EFNA1	2.2394
WDR85	-0.81775
ANK2	-0.4825
PAGE4	-0.837333333333333
SENP6	-0.670833333333333
AKR7A2	0.204333333333333
FKBP10	-2.68875
VEGFC	-1.71066666666667
LARP1	0.15375
SRBD1	0.9475
ITGB6	2.54175
SLC1A2	-0.439692307692308
INVS	0.0481666666666667
MPO	0.261
MOBKL3	-0.5984
CUTL2	-1.035875
KLK2	-0.0105833333333333
VIM	-1.71475
REG1B	-0.0226666666666666
PCDHGC4	0.5285
C3orf34	-0.612166666666667
SUMO3	-0.487166666666667
CST9L	-1.23575
MLL4	-0.376
SPR	0.872
SAMD9L	3.42175
ABCE1	-0.592
SUPT3H	-0.376666666666667
ACTBL1	0.473
ADAMTS4	0.367166666666667
SLIT3	3.07875
RHEBL1	-0.71975
NPM2	-1.6605
MAN1C1	0.917875
KIAA1856	1.07283333333333
HSPA6	3.27575
LOC388152	-0.5685
C10orf140	2.0055
ZDHHC12	0.2005
LIN7A	2.7803
PHC2	-0.4135
SPHK1	-0.8815
TRIM26	1.1020625
FAM83E	2.1905
C18orf24	-1.54133333333333
ZNF578	0.176833333333333
ORAI1	0.003
RUVBL1	-1.05541666666667
C7orf20	-0.884333333333333
APAF1	-0.418
SLC36A4	-1.5755
MYH11	4.2375
NEK1	0.0318
MPP2	-1.633
C12orf24	-3.44275
TNK2	1.013125
ZNF289	-0.53
MATN3	-0.191428571428571
IFNGR2	0.431833333333333
ITPR1	-0.179125
EBF3	2.5828
TBC1D20	0.9808
OR10P1	0.6395
DDAH2	1.99875
SHPRH	-0.933625
STX7	-0.5065
LOC554248	-2.795
BCAR1	0.475
ATXN3	0.775833333333333
TRIM27	0.6975
CDC42EP2	0.283
