Hybridization REF	TCGA-AN-A0XO-01A-11R-A109-07
EXOC3	0.1685
HIST3H3	0.43725
NCOR2	-0.1415
TNFRSF9	-0.6705
MFSD8	0.43425
ALX1	-3.48
NOL1	-0.95475
PODN	2.56125
TIAL1	-0.69875
HIST1H1E	0.149
NPY6R	0.213
TM4SF4	1.356
CORO2A	0.73
ETNK2	0.100166666666667
APOE	-0.5257
ANGPT4	0.1345
HDGF2	-0.1135
G30	-0.5025
ST8SIA4	-0.894375
F2RL1	1.29675
FAM19A4	-2.17525
CCAR1	-0.75175
B3GNT7	0.49775
OPHN1	-0.4218
DSCR6	0.784
C21orf13	0.830166666666667
GAS2L1	0.235333333333333
RFX3	0.153666666666667
COPS4	0.125625
BCHE	-0.137
BCL2	2.775875
HBZ	-3.09383333333333
ARL13B	0.193125
MAPBPIP	0.92
MYO15B	-0.517625
SPZ1	-0.0725
KIAA1324	3.25444444444444
PLCL2	1.010125
C4orf29	-0.45125
WDFY2	-0.36325
ZNF284	-0.0725
NAALADL1	0.3105
DUSP5	0.717
PXDN	0.786875
SLMO1	0.3545
TNXB	0.3328
BIRC7	-1.09125
A4GALT	0.8615
TIMM22	-0.05175
FAM110C	1.634
TOMM34	-0.73825
ABHD9	0.497
ADAM32	0.5285
CRHBP	-1.175
AQP2	0.446125
LOC130355	0.5
ZNF187	0.574666666666667
ZNF816A	0.8725
F7	-0.33875
CNOT1	0.2278
SLC13A4	-0.48375
ZBTB11	-0.0935
B3GALT5	1.748
EXOC2	0.652833333333333
IRS1	0.2727
TMEM1	-0.598166666666667
MRPL34	-0.5035
SAMM50	-0.87175
CDC42EP3	0.199125
HSF2	-0.5131
MFN2	-0.3845
TSPAN7	-2.785
NUCB1	0.436416666666667
RHOH	-1.20175
ARL16	-0.2755
TACR1	0.0615
SFRS5	-1.12316666666667
SNX25	-0.45425
RHBDF1	0.900666666666667
PCDH18	2.008
HMG1L1	-0.46475
MYO5C	1.088125
MAPK10	0.8005
LDHAL6A	-0.731166666666667
NUDT12	1.29633333333333
NCAM1	-0.313125
GLIS2	0.281
GGTL4	0.6155
DAPP1	-1.0265
ATF7	0.59975
KIAA0748	-1.67925
NFIL3	0.823
TM6SF1	-0.5596
SEZ6	0.29975
NANOS3	0.671333333333333
DNAJA3	-0.130166666666667
CLDN6	-2.733
CIITA	1.7729
EPHA4	2.72016666666667
FANCC	-0.2495
CMTM3	0.10525
PSG3	0.065625
MRPL15	-0.572
C21orf59	-0.4735
PLCXD2	-0.095
C2orf34	-0.37225
UBE2L6	0.916
MED14	0.176166666666667
HP1BP3	-0.1255
C6orf208	-0.347
TPBG	0.96875
OSR2	0.30975
XPC	0.146166666666667
KLHL7	-0.49975
CCR3	-0.391666666666667
AGTPBP1	-1.6325
PCSK6	-0.0959333333333334
STAT5A	-1.6666
FAM18B	0.64575
LONRF2	0.0311666666666667
PTPN2	0.031375
SF3A3	-0.605333333333333
EFCBP2	-0.15325
HCFC1	-1.3035
AHNAK	-0.36955
ACTR5	-0.1185
KIF14	-2.78057142857143
TENC1	1.173
HEATR5B	0.337
YIPF2	0.742666666666667
MYEOV2	0.6495
DUSP18	0.86575
KIAA1012	0.8885
AHR	0.147333333333333
C17orf53	-1.62133333333333
PTPRH	-2.93875
ATP6V1C1	0.4677
TAS2R3	-0.4815
LOC440356	0.6855
COQ10B	0.4395
PSMF1	0.298
SORBS2	1.63725
NFE2L2	0.089
TMCO7	-0.54825
SH3PXD2A	0.3697
SH2D2A	-1.7185
SPINK5	-3.2485
MRPS24	-0.724
OPA3	0.487125
TRAF7	0.5025
C4orf35	-0.0368333333333333
MT1G	-0.6475
MGC39545	0.331
HS1BP3	0.7402
OR2B2	0.081
CHRM4	-0.11
SFRP2	3.8305
RIC3	-0.1695
ART1	0.257
C6orf1	0.86375
DUS4L	-0.51025
C10orf104	0.345
TNFAIP6	2.5005
RTEL1	-0.8955
CCT4	-0.2924
ZNF709	0.261
CHMP6	0.4525
UPP2	0.165
CYP19A1	-2.776875
CD151	0.0111666666666667
NDUFA13	-0.00983333333333334
ARFRP1	-0.276833333333333
FAM26B	1.58375
CRYBA1	-1.9805
MRPL41	-0.0376666666666667
NPFFR2	-0.914125
HRH2	0.2675
SCAMP3	0.326666666666667
MTMR6	0.732
MTG1	-0.719
UBTD1	1.25125
CRABP1	-0.281
FLJ33790	-0.0165
KIAA1908	-1.05116666666667
GPR158	-2.0765
PACSIN3	0.192833333333333
OMD	3.5875
CATSPER1	-0.704666666666667
HOXB8	-0.33675
FBXO46	0.855
OAS1	-0.270666666666667
SVIL	0.1305
PHB2	-0.39575
ADCY3	-1.225
NDRG2	0.744833333333333
ERMAP	0.6053
APBA2	-1.17133333333333
IGSF9	2.651
WNT6	0.297714285714286
MYCBPAP	2.27275
ATP2B2	-0.2306
CPVL	-2.3893
TRAM2	-0.42925
NOP5/NOP58	-1.032
ZNRF4	0.12675
TLK1	0.259375
MTMR12	0.558285714285714
ZNF384	-0.4725
FAM9B	-3.5075
RPN1	0.7919
PMVK	1.08025
EIF3D	-0.1836
SIX2	-0.00325000000000003
HPS1	0.420357142857143
RNF7	0.06875
PSKH2	0.1975
KCTD13	-0.326166666666667
CSMD3	-0.6639
FBF1	-0.104
IL8	-4.638
SERPINB13	0.254666666666667
FBXL20	0.34125
BLR1	0.4245
SH2B1	-0.37
RFNG	-0.209625
RAB20	1.99116666666667
RBM7	-0.37675
POLR1A	-0.626833333333333
TMPRSS4	-2.18525
TAF9	-0.66475
TERF2	-0.51
TNFRSF1A	0.87
ACADVL	-0.8555
GTF2H5	0.015
EDG8	0.462833333333333
C9orf140	-1.289875
UST6	0.16225
ZBTB8OS	-0.6695
ZNF710	0.866
GPR174	-1.149
ATP6V0A2	-0.71875
KIAA0319L	-0.574166666666667
XKRX	0.6515
DOPEY2	1.405
SDHD	-0.197916666666667
SUMF1	1.95475
OSM	2.3485
OPN3	0.27325
DAGLB	-0.3555
PPFIBP1	0.2588
TRIM63	-4.08525
C10orf53	0.00949999999999995
LYPD3	-0.263
BCL7A	-0.282375
AGER	-1.45466666666667
TCF19	-1.4685
SAT2	-0.38975
PFTK1	1.048
GABRE	0.11025
C15orf38	1.6952
FIS1	0.2885
KCNV2	-0.0905
CLPS	0.7335
PPCDC	-0.115375
FOXN2	-0.485166666666667
NT5E	-3.1503
CD83	-0.0955
IL18	0.071375
VPS16	0.30725
IGFBP2	-0.729
NOTCH2	0.27775
SIGLEC1	1.4945
CD93	4.6765
SULF2	-0.1655
CEP164	-0.123125
P53AIP1	0.774833333333333
TOR2A	-0.106166666666667
ZNF136	0.5095
MGP	3.2179
CCDC144A	-0.404666666666667
TRPC1	-0.593666666666667
SMS	0.00216666666666666
MAPK7	-0.0225
RRAGC	0.561
PARD6A	0.41
NUB1	0.367333333333333
SYNGR4	0.93225
OR11H12	0.2165
WIF1	0.3295
GCH1	0.11
OR11H4	0.12
SLC44A5	1.696
GPRIN2	2.7395
LOC401431	0.1625
CPA4	-2.124
MELK	-2.36044444444444
IL15RA	-0.0865
CUL3	0.393875
HMBOX1	0.27325
PODXL	-2.0145
CCT6B	0.019
COMTD1	-0.5095
MUC20	1.3855
GPX2	-2.952875
ITK	-2.343375
FBXL5	0.87825
C13orf27	-1.71425
DEFA5	0.536
TRHDE	-0.9145
MTP18	-0.789333333333333
UQCRQ	1.7737
ITGB2	0.308083333333333
CSRP2BP	-0.071
TAS2R44	0.155
PHPT1	0.715
FAM44C	0.32
ERH	-0.1055
MPHOSPH1	-1.52966666666667
MORC1	-0.2245
PARVB	-1.85025
LAMA1	-1.6705
PGBD3	0.44575
GIMAP6	3.342
AREG	-1.806
LIPT1	-0.24225
MGC99813	-1.8325
C1orf201	0.0353333333333334
GRIN2A	-0.5802
MAN2C1	-1.212125
NSUN5	-0.522
SF3B5	0.19125
MYC	-1.973875
NRXN1	-0.2975
ZNF18	0.062
SPDYA	0.10275
SLC37A1	1.2205
DECR2	0.941
ANKRD38	1.527625
SPTLC3	0.05725
SUPT16H	-0.699875
DTWD2	1.00325
ULBP1	0.2985
ZADH1	0.194333333333333
OIP5	-2.916
IL10RB	0.000499999999999999
OTUB2	1.100125
VWA3A	-0.021
SPIC	0.348666666666667
OR6C4	0.1505
PSCD4	0.191333333333333
DPY19L2P2	0.2125
TRAPPC6A	0.917
C21orf2	-0.306166666666667
CEMP1	0.2395
LIN7B	-0.149
E2F7	-2.46033333333333
VCP	0.0095
LAMA3	1.07375
BGN	2.31125
GPR160	1.75516666666667
COCH	-3.87833333333333
GPR81	0.702833333333333
APOBEC3F	-2.9045
tcag7.1017	-0.5575
C1orf32	0.029
SCGB1D2	6.837
FLJ43987	0.033
C6orf170	0.27125
KLK9	0.594
GPD1L	1.82975
VPS37B	-0.229
ATG3	-0.522666666666667
ADAMTS17	-0.094
KLHDC2	0.000166666666666669
NDUFV2	-1.0435
BLK	-3.0865
MATN4	-1.3725
GPM6A	-0.5105
GBP4	1.34383333333333
TMEM162	0.2385
PKP2	0.0035
HRASLS	2.63844444444444
MMP1	-3.063
SFXN3	-0.1392
FSD1	-1.863
ST6GALNAC3	-2.06816666666667
CA12	3.3157
NCOA6	0.162
C19orf58	-0.5189
PPP4R1	-0.110166666666667
MAN1A2	0.262166666666667
IKBKAP	-1.32525
UPF1	-0.0613333333333333
KIAA1219	0.36175
WNT16	0.116333333333333
SNW1	-0.848
IL18RAP	0.767
RPP30	-0.13825
CDC40	0.149428571428571
SETD3	1.31116666666667
SLAMF6	-0.3955
ELK4	-0.3825
TRIM47	0.499666666666667
ACOX3	1.002
TRIM6	-0.598
KIAA0372	-0.0323333333333333
TP53AP1	0.7455
SMURF2	-0.78575
ADAD1	0.3435
EBP	-1.3609
KRTAP13-2	0.3925
FLJ36874	-0.74
TOR1A	-0.0025
P2RY4	1.0285
GPBP1	0.39125
TRPV1	-0.134
ADAMTS12	0.840333333333333
PES1	-0.8087
ATG4A	0.816333333333333
MAGEA10	-4.4285
WFS1	1.22475
CC2D1B	-0.472666666666667
PABPN1	0.165625
SLC25A30	-0.27025
SLCO1C1	-0.213
SLC22A5	1.44425
KIF23	-2.464
SYN2	-0.4065
ASPN	8.0585
CENTG2	0.44325
QSOX2	-1.9723
FLJ10815	0.385166666666667
STK24	-0.5609375
SPEG	0.5297
STK10	-0.254333333333333
DACT2	-0.609
AAAS	-0.42375
SSX3	-1.64425
ABCD3	-0.011
C4orf12	-0.4675
PARVG	-0.814833333333333
FIG4	0.22125
C9orf46	0.75025
TMCO6	-0.297
IGHMBP2	-0.9005
DUS2L	-0.869333333333333
FAM3C	0.0510625
TMEM16D	-2.053
DCTN4	1.25075
KCNH3	-0.12325
EIF2AK2	-0.8265
AP1S3	1.39275
CST4	1.5555
PAM	0.7293125
NUTF2	-0.708
CITED2	1.0702
SLC39A4	0.543
C2orf52	-0.573
GRM3	0.17175
C12orf49	0.501375
CCDC49	-0.0827
GRAMD1B	-1.3685
FNDC4	0.57825
SIAH2	0.534125
GDPD4	-0.203
C21orf87	-0.00300000000000001
ATP5A1	0.0815
C16orf63	-0.75075
LOC388135	-0.00849999999999999
ATP5J2	-0.498125
MMP3	0.45675
EMID2	-0.243
CRHR1	0.48225
WDR70	0.21425
C13orf31	0.5235
ZFAND1	0.02775
CCL18	1.78083333333333
C3orf49	0.176
RINT1	-0.8525
KIAA0408	-2.31833333333333
F13A1	5.2146
SLC10A1	0.0996666666666667
OGN	2.20675
GIPC2	-1.91866666666667
XPO6	-0.881666666666667
LCE1A	0.8305
FMR1	0.2372
LOC374920	-0.48025
DUSP3	0.527125
ANKMY1	0.018
C7orf50	-0.19475
BBS9	0.1048
UNC119B	-0.169
C9orf72	-0.617125
MGC35440	-0.306
ENTPD6	-0.167125
PPP1R2P9	0.16425
ERCC4	0.27225
FAHD2B	0.078
HMHA1	-1.0045
HACL1	-1.36125
RAD23A	-0.786333333333333
FAM83B	-1.04075
PPP5C	-0.5905
RNASEH2C	0.4405
C9orf153	-0.11725
SCAMP4	0.525625
GHITM	0.2663
NDUFB7	0.37
ADCYAP1	-0.0648333333333333
SP110	1.23216666666667
MAP3K7IP2	0.7065
DHH	0.4555
AGRN	1.06964285714286
WDR33	-0.0218333333333333
CEP290	-1.48116666666667
PRPS1L1	-1.75083333333333
KLRA1	-0.984
GPR97	-0.294
CHD7	-2.03275
TLR10	0.07675
SLC30A8	0.436
HIC1	1.203
IAPP	0.2775
RXFP4	0.284
GP1BB	0.8895
SHQ1	0.553
NKX2-3	0.539333333333333
API5	0.036
FTHP1	1.645
MOV10L1	0.304833333333333
TRIM6-TRIM34	0.936666666666667
ADHFE1	0.641
FAM117A	-0.73325
DDI1	0.509666666666667
CDON	-0.0346666666666667
TRIM73	-0.616
IGKC	1.549
MMP14	0.661416666666667
DYNC1LI1	-0.031875
C11orf66	0.579
TRBV3-1	-1.96175
FASTKD5	0.14725
BIVM	-1.42
LHX4	-0.1085
CXCL2	-1.872
RAB2B	-0.2895
IZUMO1	-0.706
MAP3K15	-1.9165
FAM19A2	0.653333333333333
ZC3H8	-0.6895
ZMAT1	1.4105
SPINK5L3	-2.492
SLC10A6	1.09
APPL2	-0.4275
CARD10	-0.358833333333333
LOC402176	-0.16775
EEF1D	0.8259
RAB6A	0.6355
C12orf5	-0.467125
PAPOLG	0.48075
MSRB2	0.91725
BCR	-0.204166666666667
PUS3	0.05475
TIAM2	0.88275
ZNF317	0.444833333333333
CHD2	0.198428571428571
FZD5	-2.00072727272727
NUDT8	-1.3575
ZNF763	0.052
PRC1	-1.95766666666667
ABCB9	0.0236666666666667
SPATA3	0.167
TRAK2	0.31825
STAB1	2.459375
LRRTM2	0.385
psiTPTE22	0.87425
DBI	-0.30125
SERPINA11	-0.748
NAT5	-0.03025
C20orf58	-0.865
RPS6KA4	0.670833333333333
FLJ90650	0.26075
TGFBRAP1	0.04375
CHRDL2	1.17275
FAHD2A	-0.439166666666667
CNTN1	0.763
BBS4	0.2227
TMEM181	0.5555
MINPP1	0.019
MPHOSPH6	-0.796166666666667
HOXC10	2.5099
ITPKB	0.596625
CLPTM1L	0.070125
MEOX2	-1.29883333333333
ATP6V0C	0.850625
PRPF8	-0.774833333333333
TMC5	2.832
FKBP3	-0.5465
PLEKHB2	0.4945
OR4D6	0.5265
ZNF544	-0.2481
D2HGDH	-0.5555
RPL18A	-0.0937
HEL308	-0.13375
MPP6	-3.785
TCERG1	-1.219
KRT16	1.38
KLF17	-0.73725
KLF5	0.191375
CDR1	1.98025
VCX3A	-4.112
FBLN2	1.754
C14orf104	-0.176
HBE1	-4.5612
OR4S2	1.628
C1orf108	-0.2905
ROBO4	3.37816666666667
CPEB4	0.936
C11orf80	0.309166666666667
BCKDHA	0.655166666666667
MYOC	0.40475
GIF	0.2455
CKMT1A	-1.7335
RPL3	0.728
THBS1	3.255
APOO	-1.038
ARMCX1	0.2705
HSZFP36	0.819
SNAPC5	-0.48125
EIF4ENIF1	0.1745
ZNF433	0.578
TNFRSF21	-0.1895
TMPRSS7	-0.2295
SPATA18	1.9823
HPDL	-3.0545
MKL2	1.3145
TBX3	2.05553846153846
C21orf93	0.402333333333333
DAXX	-0.1825
ELMO1	-0.227375
RGS13	0.439666666666667
TAF11	-0.82
UNC13A	-2.25825
LOC653314	0.2649
ORC3L	-0.44925
IMAA	-3.1465
TARBP2	-0.163
CABIN1	-0.8081
TRIOBP	-0.16125
HIST1H2AC	1.338625
RGS22	-1.67933333333333
NCOA1	1.1745
IL25	0.3925
SNCG	2.0665
GPR6	0.334
AMDHD1	-2.202
CHEK2	-2.0155
C6orf142	-0.5515
DRD4	0.57625
C14orf68	-0.9165
GDF11	-1.43775
SEMG2	0.786
CD247	-3.477
CDAN1	0.05775
RBMX2	0.348333333333333
TGS1	-0.5
OIT3	0.3145
SYF2	-0.013
MCM4	-1.987
PKHD1L1	-0.134
CEP192	-0.626666666666667
IFT88	1.311
RPL9	0.506285714285714
RAB32	0.266625
DDX43	-3.17775
P2RX2	0.373333333333333
OR5D18	0.0505
UBE1	-0.39675
SLC24A1	-0.00425
ARHGAP5	0.20275
CETP	-0.358
KIAA1731	-1.0015
SLC9A4	0.5455
PTPN6	0.73125
BAHD1	0.05925
GRIK3	0.9525
CACNB2	-1.1418
PDE10A	-0.194
DGCR14	-0.5285
PCDHB9	-0.419
RHOQ	0.203833333333333
MAP3K4	0.46875
KTI12	-0.518
RPL23AP13	-0.79625
GNG11	-1.21175
CLCN3	0.981333333333333
GPAM	-0.635
VSTM2A	0.875
SLAMF7	-0.498333333333333
INTS2	-1.44275
PPP2CA	0.8212
LRP12	-0.2892
SEC14L2	1.70288888888889
DKFZP586H2123	4.345
MC3R	0.722
CIRH1A	-1.564
HIST1H2AB	0.670166666666667
POLH	-0.8855
MGC16703	-2.196
SNAPC2	0.6565
FILIP1L	1.1495
RASGRP4	0.45
LRRC1	1.63225
GAS1	1.46275
PRAC	-0.78125
DGKA	0.0368333333333333
NT5C3	-1.2765
PEG3	-1.64316666666667
NADK	-0.7875
PRR17	0.47425
LOC374569	-0.16425
SGSH	0.531333333333333
NLRP8	0.3535
GALT	-1.3461
MCF2	-0.9875
ZNF263	0.9105
TACSTD1	-0.0453333333333333
TYR	-6.2866
ATP6AP2	0.07475
RNUXA	0.58425
ABHD10	0.034
GDPD2	-0.95925
SLC35C1	0.37875
UBE2A	-0.0815
HERC5	-1.56816666666667
FAM112B	-4.58366666666667
FBXL16	1.269
DKFZP434A0131	-0.9775
ELA3A	-2.391
RBM41	-1.023125
HAO2	0.12175
RNH1	0.141375
SHANK2	1.36133333333333
OSBP2	-1.644625
DAK	-0.4985
C3orf58	-0.639333333333333
TCL1B	-0.208
KBTBD2	-0.23375
SUGT1L1	0.1945
UBE2E2	-0.339166666666667
MYL9	2.849875
CDC23	-0.0681666666666667
PBXIP1	1.0124
CXorf40B	0.62
NBL1	1.184
RTBDN	0.3655
RAB11FIP5	0.5585
TTTY13	-0.7625
SCOTIN	-0.0726666666666667
SOHLH1	-0.3165
CDKN1A	0.262142857142857
NCK1	-0.019
ZNF550	-0.6385
SAPS3	0.0374166666666667
SPIN3	1.0485
MAGEE2	0.295
MIS12	-1.45733333333333
OR8H2	-0.025
KIAA0774	-0.0786666666666667
UNC5D	-1.8695
CUL7	-0.362666666666667
LIPC	-3.51783333333333
DIO1	-0.33925
C20orf11	-0.0226
CTRL	-1.13175
HS3ST2	1.37275
PAK4	0.855333333333333
CCRL1	3.41875
RNF10	-0.038375
ZNF567	0.29825
ZNF660	-0.9715
TCEAL3	0.48275
MAGOH	-0.069
CENPB	0.241166666666667
C19orf7	0.576875
LOC388965	0.05825
ZCCHC13	0.5885
JMJD1A	-0.2538
HIST1H4H	1.1475
TBRG1	-0.8062
GPC3	-4.12375
TAF1C	-1.133375
EBNA1BP2	-1.01866666666667
CIAPIN1	0.006
PDGFRA	-0.374666666666667
CSTB	-0.0085
CENPI	-2.055
GTF2E2	-1.09616666666667
RPP21	0.000749999999999999
CCNF	-0.989833333333333
KCNQ3	1.1695
FAM79A	1.40725
SLC22A12	0.748
NOVA1	-0.798666666666667
FZD3	0.5117
AKAP8	-0.04525
SOCS5	0.2985
CFDP1	-1.09975
DLG5	1.14825
PGM5	0.344916666666667
C1orf144	0.0415833333333333
HDAC10	-1.8405
RND2	-1.20325
C20orf199	0.16925
RNMT	0.236875
SLURP1	2.708
ASTN1	-0.018375
SH3BGR	1.92125
MYCL1	-0.11275
ZHX1	0.160666666666667
CENPK	-2.65525
FOSB	-0.1529
LOC643406	0.09675
C2orf59	-0.7455
TMEM135	0.497
SLC27A2	-0.9
KRT33A	2.894
OVOL1	1.5875
PAMCI	-2.48266666666667
S100A7	0.208
ZNF789	-1.104
HARS2	1.043
RPL23A	-0.114166666666667
TCF23	0.13925
UPF3B	-1.993125
C17orf78	0.159
HLA-DOB	-0.07
C14orf142	-0.183
TEKT5	0.308666666666667
DMWD	0.47
POLD1	-1.715
GSCL	0.253
CALD1	0.9422
SCRT1	0.305833333333333
AIG1	1.16175
UNC84B	-0.7615
ZNF404	-2.72425
TMED6	-3.73025
KIAA1462	0.1935
LRRC27	1.26383333333333
PYGO1	-0.5215
PIGU	-0.159333333333333
ALAS2	-3.76
WRNIP1	0.273875
CNNM3	-0.127
ZNF2	0.73875
ST3GAL5	-1.01633333333333
MRPL23	0.24175
TSSK6	0.0395
PSMA6	-0.8895
C16orf70	-0.413
KIAA1602	0.084
ALMS1	0.290833333333333
DCN	2.7805
TMEM132D	-0.9635
SUCLG2	1.42675
ABHD14A	0.933
DEXI	0.336666666666667
AMPD2	-1.661
IFNAR2	-0.281
CYB5A	2.7554
TLOC1	1.0588
NXF5	-0.421833333333333
NRBF2	-0.0475
KCTD3	1.31975
ITGAE	-1.5045
SLC30A3	-1.36433333333333
ZRF1	-1.4195
IFRD2	-0.361
XAB1	-0.30525
PYCR2	-0.1635
SERPINB3	-4.4705
TMLHE	-0.4086
GEFT	-0.875375
ABCA5	-2.22825
EMR4	0.123
TSFM	-0.17775
HIST3H2BB	0.147
ARHGEF19	1.01675
TSPAN17	0.215166666666667
ABCC8	3.48925
MAP1S	0.2725
C22orf36	0.964
BNC2	0.0167857142857143
HIST1H4A	-0.5495
NDUFS3	-0.492333333333333
WDR3	-1.46333333333333
XKR4	-0.73375
TTC33	-0.448928571428571
STMN2	4.71425
CPN2	-1.23716666666667
HSPC105	1.25375
PCOLCE2	-5.40075
C3orf55	1.337
KLHDC9	2.55266666666667
TBC1D23	0.418875
ATXN2L	-1.41858333333333
MAP2K3	0.0444166666666667
SCAP	0.148
ZNF486	0.1065
C20orf96	0.02175
NARS	0.18375
ADAMTSL1	-0.730285714285714
PRCC	0.767833333333333
CCDC126	1.31958333333333
ZNF675	-0.35975
CALCOCO1	0.69425
ANKRD43	3.85225
CWF19L2	0.189166666666667
ZBTB32	0.141666666666667
BRAF	0.84375
ODF4	0.537
MGC14376	0.790666666666667
HORMAD1	-2.676
AAK1	-0.12175
PEBP1	0.229333333333333
TNFSF5IP1	0.745666666666667
DKFZp564N2472	0.20875
RMND1	1.646
IGKV1-5	1.90425
COL1A2	3.31041666666667
SERPINA5	-1.5445
AANAT	0.3885
C19orf21	1.21483333333333
GEMIN5	0.11775
UBR4	0.177166666666667
LTBP3	0.938833333333334
AMHR2	-2.5055
PROCR	-1.79375
MYBBP1A	-1.50875
C20orf39	2.0785
ZNF697	-0.48825
PASK	-0.9639
ZNF776	0.795
RFXDC2	-0.0595
KIAA0467	-0.05
C10orf96	-1.46275
ZNF503	-0.57
GULP1	-1.26033333333333
KCNE4	2.56466666666667
DKFZp434K191	-1.3795
LOC196913	0.00949999999999995
BHLHB4	0.7465
CH25H	-0.522
LOC81691	-1.13516666666667
ALPL	-0.552642857142857
COL12A1	3.45575
FOLR3	-1.946
GPR123	-0.067625
TRIM62	0.237071428571429
ABLIM1	0.297666666666667
MAST3	-0.638
RHBDD1	1.108
LOC338809	0.643
RYBP	0.774
TTC26	0.320875
ZNF22	-0.310333333333333
ISCA2	-0.07825
RDM1	-1.05975
PIGM	0.756
GNB3	-1.0535
ACTR2	-0.2283
HMGB1	-0.00215000000000004
EDG1	1.529
SOAT2	-3.35525
OR10AD1	0.2295
RAP1GDS1	0.955416666666667
LCE1F	0.521
ESM1	0.357625
RCN3	2.302
CREBL1	-0.59575
DBNL	-0.0805
PTGER3	2.32
USP30	0.446333333333333
BCL2L12	-0.4
KIF26B	2.25375
ZNF416	0.66525
ZNF225	0.205
C17orf70	-0.1255
ZNF554	0.43425
RAE1	-0.300833333333333
TNIK	1.47866666666667
ACTN3	0.9615
MGC45922	0.938
CCNA1	0.202666666666667
RYK	0.7485
IL26	0.061
LRP3	0.711
QARS	0.346
SOX7	0.794357142857143
BID	-0.80875
OR2S2	0.336
CXCL14	4.46225
C11orf47	-0.9025
MGC29891	0.595833333333333
HSPB8	0.0441
PRDM14	-1.542
NUFIP2	-0.0625
MNAT1	-0.43075
ZDHHC2	-2.09875
MBNL2	0.1215
ADD3	-1.7375
CSNK2A1P	-0.26825
KLK6	0.496
TMEM111	0.4098
KIAA1279	0.89675
NUBP2	0.617333333333333
RAB42	-1.52925
ID3	-0.5982
TM9SF1	0.245
MDP-1	-0.1365
POU4F2	0.36175
IQCK	1.15775
C16orf14	-0.03125
CAPN3	-1.7395
FAM43B	0.2375
RECQL	-0.7615
AP1G1	-0.1565
CTNNBL1	-0.00266666666666666
ECHDC1	-2.782
SMARCC1	0.0902
FOXQ1	-0.824875
GNAI3	0.580333333333333
POLG2	-1.94675
CD4	0.632375
ITLN1	-1.36225
EBI2	1.48075
IRF1	0.42
PTPRE	1.7201
PTK2B	-1.14025
NXNL2	0.441
SOX4	1.42761111111111
TSPAN3	-0.316
SH2D1A	-4.372
C8orf58	-0.426333333333333
USP20	-0.942
DUSP22	-0.62275
CALB1	-0.602166666666667
L3MBTL2	0.6315
MCRS1	-0.20325
TMEM118	-1.42216666666667
C18orf8	0.187833333333333
FLJ10241	0.235875
GJA12	0.80675
PKD1	-0.379166666666667
ZFP3	0.102
JAM3	-0.54875
LAPTM4A	0.9068
DIRC2	0.3785
KIAA2022	0.390666666666667
MYOM1	0.248833333333333
TRPM8	-1.27866666666667
MOP-1	1.314
PHKG2	0.07825
ZNF650	0.524625
KIAA1522	1.53725
PSG8	-0.217833333333333
DDX19B	-0.496
MOBKL1B	0.295
DIAPH2	-1.23883333333333
PTPN12	-0.28625
CLN8	-1.1099
CRYZL1	-0.2325
CRY2	0.848916666666667
FCGR2B	2.28316666666667
PNPLA4	1.222875
ZNF454	0.0675
DKFZp434B1231	-0.2635
CLDN11	0.435
RFWD2	0.592
CIB2	-0.550166666666667
MXRA8	3.571125
HRK	-0.356875
MAML2	-0.3345
C4orf31	0.3895
C6orf192	-1.23225
COG6	0.853625
FAM5B	-0.48825
NFATC1	0.6953
SEPT10	0.306
SCYL1	-0.4622
RPP40	-1.138
SCOC	0.348
KIAA1450	0.544
CTDSPL2	-0.55075
TBX5	1.89583333333333
NAPG	-0.741375
RHD	-4.53575
C14orf45	1.985
ZBTB22	0.2365
PLCG1	-1.4605
ANKRD10	-0.223375
AQP7P2	-0.25975
TAGLN2	-0.230166666666667
HTR2C	-0.890833333333333
SLC16A7	-1.40433333333333
C17orf83	0.05075
TSGA14	-0.71575
MDH1	-1.11975
PPP3R2	0.323
DCBLD2	-2.09942857142857
RBM33	-0.57975
DPH3	-1.40725
SYT10	-1.71883333333333
FMO4	1.496375
THYN1	-0.49825
DRD5	-2.2775
OTOR	1.113625
PGRMC2	0.5556
KATNAL1	-0.604125
PAQR6	-2.0695
UBE2I	-0.0355
C14orf28	0.39325
C8orf70	1.36175
FLYWCH1	-0.222125
ANGPTL3	-1.2695
GLRX2	-0.012
ATP11A	-1.14407142857143
ARL5B	-0.07225
MUC16	-2.59525
SLC25A5	-0.646642857142857
ACRC	-1.577
MYO1C	-0.571875
FAM89B	1.07166666666667
FAS	0.132125
KIFAP3	0.927
GLRA2	0.794
BTN3A2	0.0226
CNKSR3	-1.6935
CSTF3	-0.875833333333333
ARPM1	0.70275
KIAA1530	-1.4545
C9orf150	4.04766666666667
PRKCI	-0.06225
tcag7.1015	-0.644
SOD3	-1.15075
ZNF574	0.5975
CYP21A2	2.906
RPL12	1.01075
COMMD2	-0.21025
WIZ	0.07625
LOC344405	-1.584
ALDH4A1	-0.721235294117647
CRYAB	3.30125
COPA	0.3529
PCDHGA7	0.881666666666667
KIF11	-1.16991666666667
RASD2	0.545625
SLC26A3	0.393
ZNF175	-0.4655
JAKMIP2	-1.653375
C8orf4	1.1295
PTHLH	0.366
SLC40A1	4.68925
OR7D4	0.380833333333333
PCDHB17	0.724
CD36	1.77785714285714
C6orf203	0.3738
PRKG2	-0.05
