Hybridization REF	TCGA-B6-A0WV-01A-11R-A109-07
APPL2	0.262
CARD10	0.8795
LOC402176	-1.42975
EEF1D	0.666
RAB6A	0.3582
C12orf5	0.3615
PAPOLG	0.11325
MSRB2	0.46525
BCR	0.904222222222222
PUS3	-1.04025
TIAM2	-0.60625
ZNF317	0.537833333333333
CHD2	0.361857142857143
FZD5	-2.36936363636364
NUDT8	-0.96625
ZNF763	0.9125
PRC1	-1.31544444444444
ABCB9	1.14916666666667
SPATA3	0.26575
TRAK2	1.18575
STAB1	2.279875
LRRTM2	-0.0403333333333333
psiTPTE22	0.07775
DBI	0.06725
SERPINA11	-0.258
NAT5	0.78775
C20orf58	-2.44375
RPS6KA4	0.841666666666667
FLJ90650	-0.29275
TGFBRAP1	0.12425
CHRDL2	-0.19475
FAHD2A	0.508333333333333
CNTN1	0.24575
BBS4	0.1651
TMEM181	-0.3585
MINPP1	0.4585
MPHOSPH6	-0.41025
HOXC10	1.9871
ITPKB	0.328375
CLPTM1L	0.2805
MEOX2	-0.764666666666667
ATP6V0C	0.428875
PRPF8	-0.402166666666667
TMC5	1.2345
FKBP3	0.08525
PLEKHB2	0.5325
OR4D6	-0.2085
ZNF544	-1.4964
D2HGDH	0.173125
RPL18A	-0.4892
HEL308	-0.15875
MPP6	-4.7715
TCERG1	-1.22
KRT16	-1.04083333333333
KLF17	-1.33266666666667
KLF5	-1.005125
CDR1	3.243625
VCX3A	-4.254
FBLN2	0.765625
C14orf104	-0.43825
HBE1	-5.2825
OR4S2	-0.146
C1orf108	-0.801
ROBO4	2.65183333333333
CPEB4	0.822875
C11orf80	1.57
BCKDHA	1.19483333333333
MYOC	0.0655
GIF	-0.1405
CKMT1A	0.343
RPL3	0.9058
THBS1	2.944375
APOO	-0.122
ARMCX1	1.2095
HSZFP36	1.69375
SNAPC5	-0.94375
EIF4ENIF1	1.14225
ZNF433	1.595
TNFRSF21	-1.77975
TMPRSS7	-2.908
SPATA18	2.7003
HPDL	-4.251
MKL2	1.1267
TBX3	0.522153846153846
C21orf93	0.401333333333333
DAXX	0.04975
ELMO1	-0.98225
RGS13	0.160666666666667
TAF11	-0.9
UNC13A	-0.498
LOC653314	-0.6306
ORC3L	-0.49
IMAA	-2.727
TARBP2	-0.2085
CABIN1	-0.0508
TRIOBP	0.4833125
HIST1H2AC	0.637
RGS22	0.6545
NCOA1	1.2225
IL25	0.065
SNCG	0.3025
GPR6	0.747
AMDHD1	-0.6925
CHEK2	-0.58375
C6orf142	-1.33125
DRD4	0.36075
C14orf68	-0.94225
GDF11	-1.69275
SEMG2	0.4455
CD247	-3.618
CDAN1	-0.403
RBMX2	0.319333333333333
TGS1	-0.23775
OIT3	-0.325
SYF2	-0.50625
MCM4	-1.723125
PKHD1L1	-0.032
CEP192	-0.756833333333333
IFT88	1.09925
RPL9	-0.426928571428571
RAB32	-0.200375
DDX43	-4.50725
P2RX2	0.584833333333333
OR5D18	1.203
UBE1	0.0279166666666667
SLC24A1	0.04575
ARHGAP5	0.65325
CETP	-1.044
KIAA1731	-1.063
SLC9A4	0.8355
PTPN6	0.9925
BAHD1	-0.0725
GRIK3	0.5785
CACNB2	-0.8581
PDE10A	-1.4125
DGCR14	0.2025
PCDHB9	-0.8115
RHOQ	0.540666666666667
MAP3K4	-0.33775
KTI12	-0.5175
RPL23AP13	-1.15
GNG11	-2.21925
CLCN3	0.7595
GPAM	-0.035875
VSTM2A	2.1045
SLAMF7	-0.188666666666667
INTS2	-0.391
PPP2CA	0.6734
LRP12	0.3722
SEC14L2	2.13922222222222
DKFZP586H2123	3.318
MC3R	-0.664
CIRH1A	-0.830666666666667
HIST1H2AB	1.37416666666667
POLH	-0.51725
MGC16703	-2.2205
SNAPC2	0.6945
FILIP1L	1.24775
RASGRP4	0.1405
LRRC1	1.727
GAS1	-0.48025
PRAC	-0.737
DGKA	0.438833333333333
NT5C3	-0.9215
PEG3	-4.48316666666667
NADK	-1.0025
PRR17	-0.56325
LOC374569	-0.51375
SGSH	0.733
NLRP8	0.9375
GALT	-1.1341
MCF2	-1.3155
ZNF263	0.4305
TACSTD1	0.877166666666667
TYR	-7.0092
ATP6AP2	0.08975
RNUXA	0.026
ABHD10	0.4304
GDPD2	0.26475
SLC35C1	0.222
UBE2A	-0.5595
HERC5	-0.7005
FAM112B	-5.591
FBXL16	0.76425
DKFZP434A0131	-0.67125
ELA3A	-3.0055
RBM41	-0.58025
HAO2	-0.9835
RNH1	0.70275
SHANK2	0.976666666666667
OSBP2	-0.133625
DAK	0.638833333333333
C3orf58	0.413916666666667
TCL1B	-1.18
KBTBD2	-0.185
SUGT1L1	0.3115
UBE2E2	0.731833333333333
MYL9	2.307625
CDC23	-0.0811666666666667
PBXIP1	1.0166
CXorf40B	2.1105
NBL1	0.51775
RTBDN	0.4445
RAB11FIP5	0.40225
TTTY13	-0.536
SCOTIN	0.133833333333333
SOHLH1	0.087
CDKN1A	0.953857142857143
NCK1	-0.7075
ZNF550	-0.721
SAPS3	1.94941666666667
SPIN3	0.8
MAGEE2	-0.01575
MIS12	-0.7425
OR8H2	1.3555
KIAA0774	-1.51016666666667
UNC5D	-1.3525
CUL7	-0.352333333333333
LIPC	-4.04166666666667
DIO1	1.76625
C20orf11	0.6603
CTRL	-1.221
HS3ST2	1.65325
PAK4	1.07066666666667
CCRL1	2.42025
RNF10	0.583125
ZNF567	-0.043
ZNF660	-1.3445
TCEAL3	1.421
MAGOH	-0.263666666666667
CENPB	0.693666666666667
C19orf7	0.44775
LOC388965	0.46225
ZCCHC13	0.677
JMJD1A	-0.4696
HIST1H4H	1.2255
TBRG1	-1.0536
GPC3	-5.321125
TAF1C	-0.871625
EBNA1BP2	-0.516666666666667
CIAPIN1	-0.178
PDGFRA	-1.42316666666667
CSTB	-0.371375
CENPI	-0.848666666666667
GTF2E2	0.355
RPP21	-0.422
CCNF	-0.928
KCNQ3	1.1035
FAM79A	0.91475
SLC22A12	0.354
NOVA1	0.8025
FZD3	0.4736
AKAP8	-0.2045
SOCS5	-0.11675
CFDP1	-0.6555
DLG5	1.72825
PGM5	0.209833333333333
C1orf144	-0.0693333333333333
HDAC10	-1.7055
RND2	-1.01725
C20orf199	-0.728
RNMT	-0.84775
SLURP1	0.075375
ASTN1	-0.12625
SH3BGR	1.72075
MYCL1	0.535375
ZHX1	0.0085
CENPK	-2.8225
FOSB	0.6091
LOC643406	0.388875
C2orf59	-1.035125
TMEM135	1.349125
SLC27A2	0.3295
KRT33A	2.25
OVOL1	1.156625
PAMCI	-3.429
S100A7	-1.2325
ZNF789	-1.061
HARS2	0.64975
RPL23A	-0.225833333333333
TCF23	0.0685
UPF3B	-1.376
C17orf78	0.366
HLA-DOB	-0.299166666666667
C14orf142	-0.109833333333333
TEKT5	1.4845
DMWD	0.6005
POLD1	-1.50566666666667
GSCL	0.124
CALD1	-0.129
SCRT1	-0.0146666666666667
AIG1	1.2825
UNC84B	0.15225
ZNF404	-0.843
TMED6	-3.71775
KIAA1462	-0.2465
LRRC27	2.4235
PYGO1	-0.794
PIGU	0.818333333333333
ALAS2	-4.36733333333333
WRNIP1	0.003875
CNNM3	0.6695
ZNF2	1.054
ST3GAL5	-1.58216666666667
MRPL23	0.344
TSSK6	0.10525
PSMA6	0.18775
C16orf70	0.20475
KIAA1602	0.18475
ALMS1	0.429166666666667
DCN	0.96225
TMEM132D	-0.61975
SUCLG2	0.6045
ABHD14A	0.67175
DEXI	-0.14
AMPD2	-1.64466666666667
IFNAR2	-0.713666666666667
CYB5A	2.3415
TLOC1	0.83115
NXF5	-0.505666666666667
NRBF2	-0.1735
KCTD3	0.72225
ITGAE	-0.978833333333333
SLC30A3	-1.8065
ZRF1	-1.3695
IFRD2	0.039875
XAB1	-0.50375
PYCR2	-0.927333333333333
SERPINB3	-5.035
TMLHE	-2.0725
GEFT	-1.142625
ABCA5	0.194125
EMR4	0.1296
TSFM	-0.1285
HIST3H2BB	0.26225
ARHGEF19	0.316
TSPAN17	0.978333333333333
ABCC8	2.59125
MAP1S	-0.0876666666666667
C22orf36	0.977
BNC2	-1.17142857142857
HIST1H4A	-0.42525
NDUFS3	-0.0438333333333333
WDR3	-1.205
XKR4	-0.535
TTC33	0.218357142857143
STMN2	3.64775
CPN2	-1.15266666666667
HSPC105	1.30975
PCOLCE2	-4.2345
C3orf55	0.903
KLHDC9	2.65016666666667
TBC1D23	0.24175
ATXN2L	-1.37941666666667
MAP2K3	0.173
SCAP	0.43
ZNF486	-0.936333333333333
C20orf96	0.1355
NARS	-0.06525
ADAMTSL1	-1.61164285714286
PRCC	0.748
CCDC126	1.8245
ZNF675	-1.044
CALCOCO1	0.29525
ANKRD43	1.1845
CWF19L2	-0.5345
ZBTB32	0.331166666666667
BRAF	0.41575
ODF4	0.56575
MGC14376	0.372666666666667
HORMAD1	-2.58583333333333
AAK1	0.273416666666667
PEBP1	0.7355
TNFSF5IP1	0.0278333333333333
DKFZp564N2472	1.28825
RMND1	-0.15675
IGKV1-5	1.63025
COL1A2	2.35425
SERPINA5	-2.49775
AANAT	0.2655
C19orf21	-0.692166666666667
GEMIN5	-0.01375
UBR4	-0.374333333333333
LTBP3	0.496333333333333
AMHR2	-2.4895
PROCR	-0.89175
MYBBP1A	-1.2145
C20orf39	0.547666666666667
ZNF697	-0.4975
PASK	-0.0652
ZNF776	0.541
RFXDC2	-0.73475
KIAA0467	0.111
C10orf96	-1.087
ZNF503	-1.253
GULP1	-2.25841666666667
KCNE4	0.708333333333333
DKFZp434K191	-0.577625
LOC196913	-0.0425
BHLHB4	-0.129
CH25H	0.04525
LOC81691	0.0333333333333333
ALPL	-0.256714285714286
COL12A1	1.8985
FOLR3	-3.062
GPR123	0.608875
TRIM62	0.859714285714286
ABLIM1	0.450833333333333
MAST3	0.36875
RHBDD1	1.3035
LOC338809	0.5395
RYBP	0.26225
TTC26	0.476625
ZNF22	-1.492
ISCA2	-0.511
RDM1	-0.4425
PIGM	1.18125
GNB3	-1.7775
ACTR2	-0.2483
HMGB1	-0.38765
EDG1	1.33216666666667
SOAT2	-3.8205
OR10AD1	0.3615
RAP1GDS1	0.186583333333333
LCE1F	0.351
ESM1	-1.399125
RCN3	1.645
CREBL1	-1.02125
DBNL	0.193833333333333
PTGER3	3.076125
USP30	0.940333333333333
BCL2L12	-0.328666666666667
KIF26B	1.6555
ZNF416	0.84825
ZNF225	0.38
C17orf70	0.789
ZNF554	0.4595
RAE1	0.112333333333333
TNIK	2.043
ACTN3	0.781
MGC45922	0.156
CCNA1	-0.8805
RYK	0.396333333333333
IL26	-0.03
LRP3	0.430833333333333
QARS	0.67175
SOX7	0.3875
BID	-0.313625
OR2S2	0.495
CXCL14	2.09525
C11orf47	-0.181
MGC29891	-0.479166666666667
HSPB8	2.9315
PRDM14	-1.872
NUFIP2	0.8105
MNAT1	0.498875
ZDHHC2	-2.71391666666667
MBNL2	-0.0575
ADD3	-0.66875
CSNK2A1P	0.2135
KLK6	-0.875
TMEM111	0.9516
KIAA1279	1.60075
NUBP2	0.2395
RAB42	-2.0375
ID3	-1.2703
TM9SF1	1.25275
MDP-1	0.70225
POU4F2	0.80175
IQCK	1.535
C16orf14	-0.80225
CAPN3	-2.296625
FAM43B	-1.029625
RECQL	-0.2645
AP1G1	0.5455
CTNNBL1	0.655166666666667
ECHDC1	-1.36566666666667
SMARCC1	-0.3948
FOXQ1	-1.708
GNAI3	0.3415
POLG2	-1.22625
CD4	0.330375
ITLN1	-0.48375
EBI2	0.9025
IRF1	0.20775
PTPRE	1.0649
PTK2B	-1.5425
NXNL2	0.9025
SOX4	0.0983333333333333
TSPAN3	-0.506166666666667
SH2D1A	-4.345
C8orf58	-0.5995
USP20	-0.6545
DUSP22	-0.926666666666667
CALB1	-2.56966666666667
L3MBTL2	1.8225
MCRS1	0.21225
TMEM118	0.295666666666667
C18orf8	0.466333333333333
FLJ10241	0.7275
GJA12	0.37175
PKD1	-0.3005
ZFP3	0.285
JAM3	-1.8895
LAPTM4A	1.0816
DIRC2	1.04375
KIAA2022	-1.1495
MYOM1	-0.2955
TRPM8	-2.72916666666667
MOP-1	0.64625
PHKG2	0.56975
ZNF650	0.66775
KIAA1522	1.43
PSG8	-1.65916666666667
DDX19B	0.2915
MOBKL1B	0.17125
DIAPH2	-1.94975
PTPN12	-0.04625
CLN8	-0.4715
CRYZL1	-0.142666666666667
CRY2	0.8325
FCGR2B	1.8665
PNPLA4	2.66525
ZNF454	-0.595
DKFZp434B1231	-0.15775
CLDN11	0.4986
RFWD2	0.4165
CIB2	-1.33833333333333
MXRA8	2.079
HRK	-0.565375
MAML2	-0.54175
C4orf31	-0.841
C6orf192	-1.16575
COG6	0.316875
FAM5B	0.34825
NFATC1	-0.2064
SEPT10	0.08375
SCYL1	-0.1777
RPP40	-1.38125
SCOC	0.4229
KIAA1450	-0.2155
CTDSPL2	-0.97375
TBX5	1.3065
NAPG	-0.6255
RHD	-5.12275
C14orf45	2.924
ZBTB22	0.184
PLCG1	-1.047
ANKRD10	-1.121125
AQP7P2	0.261
TAGLN2	0.364833333333333
HTR2C	-1.21066666666667
SLC16A7	-1.78583333333333
C17orf83	-0.52825
TSGA14	0.461916666666667
MDH1	-0.41625
PPP3R2	-0.357333333333333
DCBLD2	-2.40935714285714
RBM33	-0.84275
DPH3	-1.7905
SYT10	-1.343
FMO4	2.088375
THYN1	-0.99925
DRD5	-3.0585
OTOR	1.05942857142857
PGRMC2	0.663
KATNAL1	-0.258625
PAQR6	-0.82125
UBE2I	-0.42825
C14orf28	1.01775
C8orf70	-0.393
FLYWCH1	-0.197875
ANGPTL3	-0.4845
GLRX2	-0.5305
ATP11A	-1.93685714285714
ARL5B	0.183375
MUC16	-2.65725
SLC25A5	0.252357142857143
ACRC	-1.3465
MYO1C	-0.377625
FAM89B	1.16233333333333
FAS	0.63375
KIFAP3	1.17075
GLRA2	0.5915
BTN3A2	-0.9093
CNKSR3	-2.6885
CSTF3	-0.716666666666667
ARPM1	0.99
KIAA1530	-0.5665
C9orf150	1.48683333333333
PRKCI	-0.1195
tcag7.1015	-0.2345
SOD3	-1.51825
ZNF574	0.4335
CYP21A2	0.02975
RPL12	-0.3925
COMMD2	-0.82125
WIZ	0.253
LOC344405	-1.02
ALDH4A1	-0.768529411764706
CRYAB	2.1525
COPA	0.155166666666667
PCDHGA7	0.5455
KIF11	-0.392833333333333
RASD2	0.229875
SLC26A3	-0.128
ZNF175	-0.1585
JAKMIP2	-2.438875
C8orf4	-0.152666666666667
PTHLH	1.88675
SLC40A1	0.8
OR7D4	0.5585
PCDHB17	-0.436
CD36	2.38778571428571
C6orf203	-0.1738
PRKG2	0.8655
LOC400566	2.26675
ANAPC13	0.20125
SLCO3A1	-2.1315
ZNF692	-1.8415
FANCL	-1.1885
SH3GLB1	-0.0345
C12orf61	-2.227
KBTBD6	0.1195
SUPT5H	-0.053125
XRCC6	0.5183
HUS1B	-1.2228
FAM133B	-0.334714285714286
LOC728276	-1.228
KCTD18	0.7395
SOS2	0.599333333333333
CCDC99	-1.15
C1QTNF5	2.96
NNAT	0.184
USP16	0.392
LARS	-0.438125
ZBTB2	-0.132375
ABO	-0.0175
TRAF3	-0.8385
GALNT5	-0.504
NAP5	0.475125
ALG14	0.345333333333333
KIAA0515	0.155192307692308
WDR75	-1.4045
TEX261	0.688
LY86	-0.821
LOC389072	-0.453
FLJ13611	-0.71
MRGPRX2	0.935
SNRPA	-0.78425
OR2G2	0.3585
GPRASP2	0.88725
C7orf42	0.4729
C9orf163	-0.427
CYP11B2	-1.164
FCRL3	0.4468
PRDX1	0.274
FGB	-6.71266666666667
COX17	0.2355
C16orf33	-0.02025
PIWIL1	-0.429333333333333
FOLR1	-3.34466666666667
KIAA0082	-0.8795
FREQ	-0.347666666666667
TMCC2	-1.47016666666667
TCF12	-0.466833333333333
ZNF721	-0.107
FAM130A2	0.3965
POU4F1	-2.93575
SNRPF	-0.850125
SGIP1	1.35466666666667
ZNF641	1.5525
EMG1	0.0685
PRRG4	1.0485
HIRA	-2.5725
MYNN	0.621333333333333
AEBP2	0.202333333333333
TBXA2R	-0.427333333333333
ISL2	-1.40183333333333
PCDHB11	0.019
RNF144A	-1.050125
MARCH5	0.77025
DULLARD	-0.483833333333333
DCLRE1B	-0.190166666666667
ITGA8	-0.425
TP73	0.378625
PRKCD	2.123
NDUFB4	0.51375
ATP13A4	0.459
ANTXR2	-1.90733333333333
COL4A3	-0.842666666666667
MYO10	-1.3194
SLC6A18	0.57975
PEX1	0.82275
TMEM74	-1.70766666666667
RBM19	-0.1205
TAPBP	0.258
RUNX1	0.699375
MID1	-2.40825
GPR64	-1.69716666666667
RASEF	3.76
GABRG1	-0.771875
MYO16	-0.68125
DBF4	-1.55433333333333
TSHZ2	1.819
RIPK2	-0.30425
PPTC7	-0.345666666666667
KIF4B	-0.1285
LRRC31	1.45375
ZNF540	1.51075
EFNB3	0.433
LOH12CR1	0.4315
STON2	0.742333333333333
GLP1R	0.406
CSTF2T	0.96525
IREB2	-1.017625
GRSF1	0.04875
PDCD7	-1.31633333333333
LRRC43	1.0325
CNR1	0.782
IL1F7	-0.8815
C12orf64	-0.622
FAM69B	-2.44925
NR2E1	-2.86316666666667
MS4A6A	1.0022
FTL	-1.1504
C7orf36	0.01625
PCLO	2.7373
DYRK2	0.3145
ARIH2	-0.574875
SAMD7	1.066
SCNN1D	-1.02125
SLC32A1	-0.585625
C22orf25	0.785666666666667
MRPS18A	-0.1647
GPR112	-0.3315
EARS2	-0.00675
ERN2	0.409
ATPBD3	0.539833333333333
PRH2	-0.5985
CDKN2D	0.0963333333333334
PGLYRP2	3.58175
TRIM40	-0.74525
SEC14L3	-0.55625
SLC22A1	1.38777878078145e-17
BTN2A3	-0.51825
RASA4	0.50125
CCNL2	-0.995
MYBPC3	0.3615
GJA4	3.3765
CDC42SE1	0.645125
TRPV2	-2.74
MYPN	-4.182
SIM1	0.157
CDADC1	-0.451083333333333
ZFHX4	-0.21925
NIBP	1.13883333333333
ADAMTS19	0.18675
ABTB2	-1.14025
TSPYL2	-0.683375
EIF2S3	-0.6021
SOX30	0.04375
AP2A1	-0.251833333333333
DKFZP564O0523	0.0256666666666667
LOC285398	0.46975
CDH18	-5.8025
CHL1	0.897
GATS	-0.1339
TBC1D2B	-0.473166666666667
OR1J1	-0.0055
GSN	0.988166666666667
DPCR1	0.547571428571429
GARNL4	0.0765
SMARCA5	-0.29425
PLEKHG3	1.57316666666667
ZBTB45	0.8175
FRMD6	0.746333333333333
PLS1	1.4305
DGKZ	0.336333333333333
EFNA1	1.4494
WDR85	-0.80625
ANK2	-0.395
PAGE4	-1.4314
SENP6	0.662666666666667
AKR7A2	0.897166666666667
FKBP10	-2.71825
VEGFC	-2.30866666666667
LARP1	-0.1409375
SRBD1	0.25875
ITGB6	4.39625
SLC1A2	1.99546153846154
INVS	-0.1545
MPO	0.3175
MOBKL3	0.0367
CUTL2	-1.704125
KLK2	0.0306666666666666
VIM	-2.114
REG1B	0.161833333333333
PCDHGC4	0.9
C3orf34	0.175333333333333
SUMO3	-0.0101666666666667
CST9L	6.21125
MLL4	-0.25175
SPR	1.60216666666667
SAMD9L	-1.3395
ABCE1	-0.519
SUPT3H	-0.932166666666667
ACTBL1	0.8755
ADAMTS4	0.498
SLIT3	2.2235
RHEBL1	-0.9275
NPM2	-1.6665
MAN1C1	0.608
KIAA1856	0.583166666666667
HSPA6	0.46775
LOC388152	-0.9295
C10orf140	2.3965
ZDHHC12	0.576
LIN7A	0.0902
PHC2	-0.171666666666667
SPHK1	-0.41125
TRIM26	0.0805625
FAM83E	0.553
C18orf24	-0.7835
ZNF578	0.0661666666666667
ORAI1	-0.11925
RUVBL1	-0.06375
C7orf20	0.342666666666667
APAF1	-1.956
SLC36A4	-2.5375
MYH11	4.19966666666667
NEK1	0.693
MPP2	0.089625
C12orf24	-2.52875
TNK2	0.486666666666667
ZNF289	0.56375
MATN3	-0.516428571428571
IFNGR2	0.368333333333333
ITPR1	1.2915
EBF3	1.6412
TBC1D20	1.3335
OR10P1	0.34675
DDAH2	1.10875
SHPRH	-0.22875
STX7	-0.7455
LOC554248	-2.227
BCAR1	0.4955
ATXN3	-0.932333333333333
TRIM27	-0.63575
CDC42EP2	-0.0425
CHP	0.0196428571428571
SOX17	1.29275
ZNF259	-1.02433333333333
CHCHD1	0.585375
ZDHHC19	0.4425
GBP2	1.343
GARNL3	2.111125
MRC2	-0.14025
C1orf52	-1.25825
AOF2	-0.550833333333333
LRPPRC	-0.1611
ACVR1C	-0.296
TM4SF18	3.16733333333333
TMEM169	0.0366666666666667
PPP1R16A	0.504375
EBF1	-0.136666666666667
RRS1	-0.471
SNX2	0.076
OR2T2	-0.444
RBX1	0.072
ANKRD54	0.956333333333333
TSNAX	0.339
TMEM83	-2.24075
ZBTB7A	0.8195
ATM	-2.10727272727273
LOC338328	2.04433333333333
TIE1	0.394666666666667
HIST1H3G	0.9985
PASD1	-5.05466666666667
TINAG	0.51275
PCDHAC2	1.401
LRRC15	0.246625
WBSCR17	-1.322
TFF2	-0.5045
PARP2	-0.0635
NDFIP2	-0.293
PCDHGB2	1.304
WDR60	1.143
MAP7D2	-1.3478
USP45	-1.21
GSDML	-1.154
TNS1	-0.2436
PLCD4	2.26925
IQCD	1.81183333333333
SMPX	-3.276
CD9	1.40916666666667
SRGN	-0.967125
CASP7	1.4865
INOC1	-0.339666666666667
DKFZp451M2119	-1.36475
VMAC	1.556
USP53	0.0789
CAMK1G	-0.3075
TMEM106A	-0.372333333333333
CDC20	-1.7375
ACSL5	-1.9535
CBWD5	-0.42075
C1orf87	-1.12816666666667
KIAA1274	-0.6955
PRUNE2	-2.33328571428571
LYPLA2	-0.0815
DOK6	-2.78166666666667
GPR149	-0.00575000000000001
FAM30A	-0.23625
TMEM129	0.26525
SLC35B3	0.34125
ACPP	0.189
LOC200261	-1.9595
SLC4A7	2.4864
CCDC40	2.0505
GART	-1.026
THOP1	-0.7425
SCARB1	-0.072625
CACNA1F	-0.225
TRIAP1	0.0288333333333333
SYT14L	1.0435
SFRS8	-0.0961666666666667
PBOV1	-0.04075
GOLSYN	1.3345
GJB7	-2.472
CAMK2N1	1.01558333333333
GREM1	3.38158333333333
FLJ20433	0.8345
QPCT	-3.243875
PRKAG2	1.534
H2AFX	-0.8885
C6orf154	0.907
PLOD3	-0.7605
ZBTB39	-0.267833333333333
WASF3	-1.72733333333333
DRG1	0.2895
PRR4	-0.84
SPCS1	0.202
KDELR3	0.869333333333333
SRP19	0.0955
GABRA6	0.318
MFSD1	0.43825
MMEL1	2.4545
PDXDC2	-0.2516
BUB1	-2.25033333333333
RNF138	-0.86375
MYLPF	0.199666666666667
AIF1	-1.82133333333333
DYNLRB1	1.2299
HCN3	-0.559666666666667
HIST1H2AI	1.405
MAP4K5	0.5585
LASP1	0.040875
LOC130951	2.268
PLAA	0.145
KRT6A	-1.172
C6orf117	-2.39225
ARHGAP23	-1.5045
PTF1A	0.0115
GPHA2	-0.84625
LCE3B	-0.06525
MCL1	-0.171642857142857
EHBP1	-0.669916666666667
PRNP	-1.6003125
ZSCAN1	0.63325
C1orf113	-0.524666666666667
FOXA3	-4.16475
NEB	-0.1425
ASGR1	-5.78016666666667
CTGF	0.261166666666667
RAB17	0.388333333333333
MST101	-0.24975
JARID1B	0.8289
USP37	0.1758
PTBP1	-0.392166666666667
PTPN7	-1.72616666666667
CDC7	-1.225
SNX7	-0.0305
ZNF335	0.52725
CPT2	-0.0585
HEATR1	-1.139
HSPC152	0.741
C5orf40	0.23725
PSME1	1.42883333333333
STAG3	-2.269
TMEM154	0.144166666666667
KLHL32	-0.555666666666667
TSGA10IP	-1.5585
SUV420H2	-0.279
SF1	-0.6447
2'-PDE	0.3601875
PNLIPRP2	1.496
TRSPAP1	-0.33675
NUP210	-0.806333333333333
ANP32C	-2.70583333333333
RAB11B	0.915
ASB15	0.7255
ITGB3BP	-1.38575
UBASH3A	-2.67625
YWHAB	1.16675
TPRX1	0.39075
LY6G5C	-0.201625
SLC7A2	0.519
CLK1	-0.2379
HSD3B7	0.883
VDR	2.34225
C16orf74	1.36175
ACE	0.0922500000000001
PSMA2	0.00366666666666665
CCDC131	-0.791125
ZNF213	1.12466666666667
EML2	-0.0475
ALS2CR13	-0.226833333333333
GLYATL1	2.96025
DSPP	-0.3895
DHFRL1	0.117
C10orf30	-0.1225
SH3RF2	0.731166666666667
LOC197322	0.418166666666667
DLL3	-1.855625
TIGD7	0.97625
GFRA3	0.04475
CPA1	0.388333333333333
RTN4	0.949166666666667
PPT2	-2.42366666666667
FASLG	1.49433333333333
FOXP4	0.690875
RPL26	-0.6301
GNL3L	-1.56383333333333
FMR1NB	-0.134166666666667
CD163	5.26675
SGPP2	0.68825
GIMAP2	-1.755
CD37	-0.809666666666667
DPT	1.74075
NBLA00301	0.9395
RGS5	2.535
C9orf4	-0.243
ACTL8	-3.89866666666667
PRKAR2B	1.761
OPLAH	0.559166666666667
C20orf134	2.315
SPACA5	-0.18225
TBL1X	0.229166666666667
TSPYL3	0.8555
CHCHD3	-0.2125
CRKRS	-0.372666666666667
GPR65	3.147
DFFA	-0.59525
FUT1	1.10875
C6orf204	-1.039
TMEM51	-0.34275
ZNF580	0.4535
CMTM2	0.123
C20orf200	-0.426
EZH1	0.0521666666666667
FDX1L	0.242875
MRPL32	-0.41075
PCAF	-0.7763
ALOX15B	0.761
CD59	0.777708333333333
CDK9	0.40175
ERP29	0.0415
TTR	-6.8885
BCMO1	0.31
DDIT4	0.0439
PTGDS	2.637
C3orf63	-0.016
BST2	1.24575
CYP1A2	-0.498833333333333
C5orf25	-0.274
STX1A	-0.329588235294118
OR2A12	0.482
SH3BP5L	-0.34975
SERINC5	0.214375
USP6	0.0965
MRPL3	-0.310333333333333
POMP	-0.42225
INPP4B	1.52975
GMPPB	1.328
EAPP	0.754
AHSA1	-0.907
ABCA11	-0.2755
SLC5A6	-0.334333333333333
HIVEP2	0.59225
SUMO2	-0.002
KIAA1822L	-1.21716666666667
C11orf67	0.80625
TXK	-0.828625
PHCA	-1.21525
ICAM4	-3.03033333333333
FPGS	0.059
SNRPA1	-1.705
KCNJ4	-0.846
KIF6	0.5072
HIST1H2BG	0.172833333333333
SLC5A5	0.871
ZNF354B	-0.389333333333333
IL12RB2	-0.97925
C11orf76	0.194833333333333
GAL3ST2	0.5055
AIFM2	-0.5935
SYNC1	-0.848
UBL3	-0.238375
PIK3CG	-2.96733333333333
NLN	-1.2507
BCORL1	0.60075
CD5L	0.46675
ZNF238	1.21933333333333
KIAA1394	-0.84375
C16orf55	0.8506
CYP3A7	-3.1325
KRTAP3-1	-1.921
TFDP1	-0.0121666666666667
MND1	-2.67875
NODAL	0.102666666666667
GTPBP4	-0.96575
TUBGCP2	0.8655
SLITRK5	-2.22625
CIC	0.66775
CD79A	0.279166666666667
SAMD14	0.627166666666667
TNPO3	0.5945
OR10G3	0.0185
OR10G8	0.9725
CCDC111	-0.204
HOXC9	0.54775
DCUN1D1	0.284166666666667
CYB5R1	1.24175
TSR2	0.37925
DAB2IP	0.0336
SLC6A5	0.171
RAB3D	1.77375
DCUN1D4	-0.2195
ERBB3	1.74366666666667
SDC1	0.981166666666667
ATP6V1H	0.59
SYK	1.655
ST20	-1.499
C13orf30	1.302
WDR40A	0.0691666666666667
ADMR	0.3565
LOC388335	-0.02375
ACSM1	2.946
TDG	-0.274166666666667
FLJ11235	0.218
MRPS5	-0.517166666666667
AGPAT2	0.234833333333333
SLC12A1	0.635875
CYP27A1	0.39275
THAP7	-0.12075
XPO1	-0.3855
ALMS1L	0.4205
C1orf2	-0.528875
ZNF777	0.213333333333333
CAMK2A	0.563666666666667
SMC1B	1.258625
IHPK2	0.146733333333333
