Hybridization REF	TCGA-A2-A0ER-01A-21R-A034-07
APOBEC3F	-1.216
tcag7.1017	-0.48975
C1orf32	0.131
SCGB1D2	5.94725
FLJ43987	-0.095
C6orf170	-0.54375
KLK9	0.149
GPD1L	1.683625
VPS37B	-0.14575
ATG3	0.00683333333333333
ADAMTS17	0.1755
KLHDC2	0.629
NDUFV2	0.2525
BLK	-2.47025
MATN4	-1.633
GPM6A	-0.511571428571429
GBP4	2.41433333333333
TMEM162	-0.0361666666666667
PKP2	-0.75
HRASLS	-2.08988888888889
MMP1	-3.92175
SFXN3	0.6105
FSD1	-1.792
ST6GALNAC3	-3.2445
CA12	3.5266
NCOA6	0.18575
C19orf58	0.0666
PPP4R1	0.367166666666667
MAN1A2	0.6605
IKBKAP	-1.04925
UPF1	0.167166666666667
KIAA1219	0.94775
WNT16	0.0605
SNW1	-0.071625
IL18RAP	1.5555
RPP30	-0.408625
CDC40	0.470928571428571
SETD3	0.495666666666667
SLAMF6	-1.31675
ELK4	-0.382
TRIM47	0.449333333333333
ACOX3	1.443125
TRIM6	0.4565
KIAA0372	-0.0161666666666667
TP53AP1	0.43075
SMURF2	-1.57425
ADAD1	0.3275
EBP	-0.2096
KRTAP13-2	-0.4235
FLJ36874	-0.249833333333333
TOR1A	-0.00216666666666667
P2RY4	0.249
GPBP1	0.01775
TRPV1	-0.218375
ADAMTS12	-0.451
PES1	-0.7067
ATG4A	0.9005
MAGEA10	-4.22125
WFS1	2.01275
CC2D1B	-0.4085
PABPN1	-0.45275
SLC25A30	0.85925
SLCO1C1	0.278
SLC22A5	0.972
KIF23	-0.7515
SYN2	-0.333833333333333
ASPN	7.0855
CENTG2	1.2035
QSOX2	-1.9548
FLJ10815	0.917
STK24	0.3146875
SPEG	-0.2373
STK10	-0.2495
DACT2	1.786
AAAS	-0.845
SSX3	-2.53214285714286
ABCD3	2.5377
C4orf12	0.776875
PARVG	0.724166666666667
FIG4	1.473
C9orf46	0.867
TMCO6	-0.44
IGHMBP2	0.00825
DUS2L	-0.6085
FAM3C	0.3986875
TMEM16D	-2.537625
DCTN4	0.84875
KCNH3	-1.28
EIF2AK2	0.80625
AP1S3	0.832375
CST4	0.0025
PAM	-1.638875
NUTF2	-0.54675
CITED2	0.7095
SLC39A4	-0.87025
C2orf52	-1.1385
GRM3	-0.185333333333333
C12orf49	0.40825
CCDC49	-0.1409
GRAMD1B	-1.660875
FNDC4	-0.73775
SIAH2	0.261
GDPD4	0.63325
C21orf87	0.040375
ATP5A1	0.7415
C16orf63	-0.664125
LOC388135	-0.61
ATP5J2	-0.295875
MMP3	-0.84
EMID2	-0.428333333333333
CRHR1	0.31575
WDR70	-0.377
C13orf31	1.12575
ZFAND1	0.53775
CCL18	3.42616666666667
C3orf49	-0.2425
RINT1	-0.8105
KIAA0408	-2.14733333333333
F13A1	3.9985
SLC10A1	0.602833333333333
OGN	1.95225
GIPC2	-1.169
XPO6	-1.0145
LCE1A	0.144
FMR1	0.8285
LOC374920	0.20575
DUSP3	0.109875
ANKMY1	-0.09325
C7orf50	-0.1605
BBS9	-0.1512
UNC119B	-0.02125
C9orf72	0.49
MGC35440	-0.25
ENTPD6	0.071125
PPP1R2P9	0.35825
ERCC4	-0.039
FAHD2B	0.5485
HMHA1	-0.28
HACL1	-0.03225
RAD23A	0.00266666666666666
FAM83B	-2.5655
PPP5C	-0.460833333333333
RNASEH2C	0.7785
C9orf153	-1.05925
SCAMP4	0.79125
GHITM	0.7331
NDUFB7	0.10875
ADCYAP1	1.86966666666667
SP110	1.04833333333333
MAP3K7IP2	-0.00125
DHH	0.129
AGRN	0.652928571428571
WDR33	-0.1985
CEP290	0.748333333333333
PRPS1L1	-2.68533333333333
KLRA1	-0.346
GPR97	-0.067
CHD7	-1.689
TLR10	1.0145
SLC30A8	-1.201
HIC1	0.351166666666667
IAPP	0.415
RXFP4	0.15375
GP1BB	0.19875
SHQ1	0.0295
NKX2-3	0.208
API5	0.55075
FTHP1	0.155
MOV10L1	0.8222
TRIM6-TRIM34	2.445
ADHFE1	0.5155
FAM117A	0.254
DDI1	0.676666666666667
CDON	0.256166666666667
TRIM73	0.113
IGKC	2.897
MMP14	-0.774083333333333
DYNC1LI1	0.500875
C11orf66	0.73075
TRBV3-1	-0.34325
FASTKD5	0.242
BIVM	-1.3625
LHX4	-0.171
CXCL2	-1.0833
RAB2B	0.045
IZUMO1	-1.0445
MAP3K15	-2.04725
FAM19A2	0.4225
ZC3H8	-1.07416666666667
ZMAT1	1.339375
SPINK5L3	-1.68425
SLC10A6	1.0365
APPL2	-0.057125
CARD10	0.895333333333333
LOC402176	0.172125
EEF1D	-0.2689
RAB6A	-0.0884
C12orf5	-0.06525
PAPOLG	-0.2335
MSRB2	1.0805
BCR	0.693888888888889
PUS3	-0.81075
TIAM2	-1.1465
ZNF317	-0.425
CHD2	-0.185214285714286
FZD5	-0.183863636363636
NUDT8	-1.74275
ZNF763	0.785
PRC1	-0.694222222222222
ABCB9	-0.1895
SPATA3	0.189
TRAK2	0.7425
STAB1	2.4425
LRRTM2	-1.32883333333333
psiTPTE22	0.17775
DBI	-0.79625
SERPINA11	-1.73575
NAT5	0.7835
C20orf58	-2.25875
RPS6KA4	-0.740666666666667
FLJ90650	-0.6315
TGFBRAP1	0.154
CHRDL2	0.280875
FAHD2A	0.336833333333333
CNTN1	-0.0986666666666666
BBS4	1.0835
TMEM181	0.7985
MINPP1	0.7225
MPHOSPH6	-0.357833333333333
HOXC10	-1.325
ITPKB	-0.148375
CLPTM1L	-0.05575
MEOX2	0.0763333333333333
ATP6V0C	0.873375
PRPF8	-0.2105
TMC5	1.97975
FKBP3	-0.015
PLEKHB2	0.3075
OR4D6	-0.097
ZNF544	0.00559999999999999
D2HGDH	-0.751
RPL18A	-0.8286
HEL308	-0.208625
MPP6	-3.7535
TCERG1	-1.42575
KRT16	-1.85583333333333
KLF17	0.0606666666666666
KLF5	-1.806
CDR1	2.3635
VCX3A	-3.8575
FBLN2	0.425875
C14orf104	-0.125
HBE1	-4.7687
OR4S2	3.879
C1orf108	0.0621666666666667
ROBO4	2.90016666666667
CPEB4	2.501375
C11orf80	1.47583333333333
BCKDHA	0.731333333333333
MYOC	0.635
GIF	0.915
CKMT1A	1.7365
RPL3	0.4471
THBS1	2.173125
APOO	-0.36475
ARMCX1	1.43775
HSZFP36	1.2305
SNAPC5	-0.36625
EIF4ENIF1	1.113
ZNF433	0.89025
TNFRSF21	-1.651375
TMPRSS7	-0.3935
SPATA18	-0.263875
HPDL	-3.1605
MKL2	1.0522
TBX3	1.24884615384615
C21orf93	-0.0438333333333333
DAXX	0.404
ELMO1	-0.46875
RGS13	2.58316666666667
TAF11	-1.23975
UNC13A	-2.414125
LOC653314	-0.1897
ORC3L	0.011
IMAA	-3.421
TARBP2	-1.10775
CABIN1	-0.2635
TRIOBP	0.2644375
HIST1H2AC	0.526
RGS22	2.39483333333333
NCOA1	1.5695
IL25	0.5565
SNCG	-0.1885
GPR6	-0.568
AMDHD1	1.91366666666667
CHEK2	-1.3995
C6orf142	-0.11325
DRD4	0.03925
C14orf68	-1.07775
GDF11	-1.90925
SEMG2	0.0345
CD247	-1.64625
CDAN1	0.3625
RBMX2	0.006
TGS1	-0.48625
OIT3	0.75675
SYF2	0.46025
MCM4	-2.356375
PKHD1L1	-0.147833333333333
CEP192	-0.313833333333333
IFT88	1.605
RPL9	0.162785714285714
RAB32	-0.262375
DDX43	-3.11125
P2RX2	0.3195
OR5D18	0.888
UBE1	0.245333333333333
SLC24A1	0.8305
ARHGAP5	0.65025
CETP	-1.21425
KIAA1731	-0.796333333333333
SLC9A4	-0.2775
PTPN6	0.898
BAHD1	0.4175
GRIK3	0.168
CACNB2	0.3866
PDE10A	1.50175
DGCR14	-0.35225
PCDHB9	-1.796
RHOQ	0.814166666666667
MAP3K4	-0.50225
KTI12	-0.480166666666667
RPL23AP13	-2.416
GNG11	-1.441
CLCN3	1.31366666666667
GPAM	-1.078
VSTM2A	1.172
SLAMF7	2.123
INTS2	-1.0275
PPP2CA	-0.1046
LRP12	-0.8468
SEC14L2	2.75255555555556
DKFZP586H2123	1.734
MC3R	-0.4305
CIRH1A	-1.17466666666667
HIST1H2AB	0.865333333333333
POLH	-0.444
MGC16703	-1.709
SNAPC2	1.0215
FILIP1L	-0.06
RASGRP4	0.128
LRRC1	1.71475
GAS1	-0.90075
PRAC	-0.60275
DGKA	-0.441833333333333
NT5C3	-0.35125
PEG3	-0.829916666666667
NADK	-1.07075
PRR17	-0.097
LOC374569	-1.20033333333333
SGSH	0.5255
NLRP8	0.226
GALT	-0.9055
MCF2	1.0075
ZNF263	-0.193
TACSTD1	1.05816666666667
TYR	-6.26688888888889
ATP6AP2	1.07675
RNUXA	0.35325
ABHD10	0.246444444444444
GDPD2	-1.05
SLC35C1	0.28925
UBE2A	0.72675
HERC5	-0.0463333333333333
FAM112B	-4.06466666666667
FBXL16	2.31575
DKFZP434A0131	-0.6805
ELA3A	-2.5255
RBM41	-0.9115
HAO2	-0.406
RNH1	0.63775
SHANK2	1.16816666666667
OSBP2	-0.612375
DAK	-0.635666666666667
C3orf58	0.175416666666667
TCL1B	3.6875
KBTBD2	-0.368625
SUGT1L1	1.362
UBE2E2	0.036
MYL9	1.552375
CDC23	-0.3525
PBXIP1	0.8343
CXorf40B	1.3405
NBL1	1.54075
RTBDN	-0.0285
RAB11FIP5	0.84375
TTTY13	-0.4035
SCOTIN	-0.00949999999999998
SOHLH1	-1.357
CDKN1A	0.642285714285714
NCK1	-0.148
ZNF550	-0.3715
SAPS3	0.877
SPIN3	-0.0273333333333333
MAGEE2	-1.12125
MIS12	-0.465833333333333
OR8H2	0.6415
KIAA0774	-0.567166666666667
UNC5D	-1.969
CUL7	-0.388833333333333
LIPC	-4.49833333333333
DIO1	0.44775
C20orf11	0.1384
CTRL	-1.1335
HS3ST2	1.50175
PAK4	0.682
CCRL1	2.8705
RNF10	0.3715
ZNF567	0.461
ZNF660	-0.276
TCEAL3	2.45725
MAGOH	0.5555
CENPB	-0.365166666666667
C19orf7	0.86
LOC388965	0.22825
ZCCHC13	1.325
JMJD1A	-0.5889
HIST1H4H	1.147
TBRG1	-1.2915
GPC3	-1.133125
TAF1C	-0.704125
EBNA1BP2	-0.6445
CIAPIN1	-0.02375
PDGFRA	-1.09458823529412
CSTB	0.30475
CENPI	-1.5945
GTF2E2	-1.06033333333333
RPP21	-0.61775
CCNF	-1.2005
KCNQ3	1.1815
FAM79A	1.8465
SLC22A12	0.2435
NOVA1	0.399666666666667
FZD3	-0.3871
AKAP8	-0.83225
SOCS5	0.475375
CFDP1	-0.919
DLG5	1.2935
PGM5	0.563916666666667
C1orf144	0.00125000000000001
HDAC10	-1.687
RND2	-0.062
C20orf199	-0.5995
RNMT	-0.904
SLURP1	0.272875
ASTN1	-0.27
SH3BGR	1.73
MYCL1	-1.427375
ZHX1	0.144
CENPK	-2.12875
FOSB	1.2072
LOC643406	0.107125
C2orf59	-1.18875
TMEM135	-0.879125
SLC27A2	3.76
KRT33A	3.025
OVOL1	1.9225
PAMCI	1.20733333333333
S100A7	-0.223
ZNF789	-1.2305
HARS2	-0.0345
RPL23A	-0.992666666666667
TCF23	0.08425
UPF3B	-1.77775
C17orf78	-1.3985
HLA-DOB	0.363
C14orf142	0.514666666666667
TEKT5	-0.357666666666667
DMWD	0.0125
POLD1	-1.84383333333333
GSCL	-0.5335
CALD1	-0.815
SCRT1	-0.6105
AIG1	2.57225
UNC84B	0.079
ZNF404	-0.159
TMED6	-3.1995
KIAA1462	-1.1835
LRRC27	1.673
PYGO1	0.105
PIGU	-0.772666666666667
ALAS2	-3.62916666666667
WRNIP1	-0.07575
CNNM3	0.791
ZNF2	0.51325
ST3GAL5	-0.208416666666667
MRPL23	-0.135
TSSK6	-0.52775
PSMA6	-0.29125
C16orf70	0.1755
KIAA1602	0.1675
ALMS1	0.3665
DCN	1.61025
TMEM132D	-0.73825
SUCLG2	0.61775
ABHD14A	0.78825
DEXI	-0.104
AMPD2	-1.622
IFNAR2	-0.732
CYB5A	2.1491
TLOC1	1.4521
NXF5	-0.701333333333333
NRBF2	-0.3215
KCTD3	1.40225
ITGAE	-0.718333333333333
SLC30A3	-2.04233333333333
ZRF1	-1.4045
IFRD2	-0.582
XAB1	-0.086
PYCR2	-0.380666666666667
SERPINB3	-2.4445
TMLHE	0.3677
GEFT	-1.659625
ABCA5	0.114375
EMR4	0.557333333333333
TSFM	-0.11525
HIST3H2BB	-1.0835
ARHGEF19	0.168
TSPAN17	-0.246333333333333
ABCC8	3.05275
MAP1S	0.128833333333333
C22orf36	0.869
BNC2	-1.11607142857143
HIST1H4A	-0.894
NDUFS3	1.02066666666667
WDR3	-0.6985
XKR4	-0.82325
TTC33	-0.227357142857143
STMN2	3.10925
CPN2	-1.33666666666667
HSPC105	1.421125
PCOLCE2	-4.02625
C3orf55	1.23
KLHDC9	2.19383333333333
TBC1D23	0.211125
ATXN2L	-1.30283333333333
MAP2K3	-0.106333333333333
SCAP	-0.11625
ZNF486	0.851833333333333
C20orf96	0.3435
NARS	-0.17675
ADAMTSL1	-1.30628571428571
PRCC	-0.0576666666666667
CCDC126	2.53516666666667
ZNF675	0.76475
CALCOCO1	1.0725
ANKRD43	2.10625
CWF19L2	0.148666666666667
ZBTB32	0.732833333333333
BRAF	0.196
ODF4	0.189
MGC14376	0.3805
HORMAD1	-1.6702
AAK1	-0.182833333333333
PEBP1	1.37575
TNFSF5IP1	0.215666666666667
DKFZp564N2472	0.87875
RMND1	0.350875
IGKV1-5	3.87225
COL1A2	1.34883333333333
SERPINA5	2.20575
AANAT	0.641
C19orf21	1.596
GEMIN5	-0.93425
UBR4	-0.625833333333333
LTBP3	1.56566666666667
AMHR2	-2.51033333333333
PROCR	-1.878
MYBBP1A	-1.03725
C20orf39	-0.7395
ZNF697	-0.5765
PASK	-0.4132
ZNF776	1.79
RFXDC2	-0.34575
KIAA0467	0.173
C10orf96	-0.668666666666667
ZNF503	-1.806
GULP1	-1.69575
KCNE4	4.37366666666667
DKFZp434K191	-2.30225
LOC196913	0.6505
BHLHB4	0.1935
CH25H	1.149
LOC81691	-0.382833333333333
ALPL	0.121714285714286
COL12A1	1.0665
FOLR3	-2.6335
GPR123	-0.451142857142857
TRIM62	0.703
ABLIM1	-0.293666666666667
MAST3	-0.57425
RHBDD1	0.68
LOC338809	0.7265
RYBP	0.99075
TTC26	-0.062875
ZNF22	0.2005
ISCA2	0.016
RDM1	-0.38675
PIGM	0.0215
GNB3	-1.3385
ACTR2	0.784
HMGB1	0.1692
EDG1	2.691
SOAT2	-3.171
OR10AD1	-0.625
RAP1GDS1	2.44466666666667
LCE1F	0.8565
ESM1	-1.847125
RCN3	0.956
CREBL1	-0.58625
DBNL	-0.4205
PTGER3	3.36975
USP30	0.0106666666666667
BCL2L12	-0.612166666666667
KIF26B	1.354
ZNF416	0.77675
ZNF225	-0.972
C17orf70	-0.262
ZNF554	1.48
RAE1	-1.08316666666667
TNIK	-1.74983333333333
ACTN3	0.0985
MGC45922	-0.0255
CCNA1	-0.724166666666667
RYK	-0.00200000000000001
IL26	-0.383
LRP3	0.190666666666667
QARS	-0.135
SOX7	0.831928571428571
BID	-1.222875
OR2S2	-0.8915
CXCL14	3.07075
C11orf47	-0.2795
MGC29891	-0.500833333333333
HSPB8	3.5237
PRDM14	-0.7385
NUFIP2	0.4065
MNAT1	-0.290875
ZDHHC2	0.80575
MBNL2	0.288125
ADD3	-1.87475
CSNK2A1P	-0.73575
KLK6	-1.59216666666667
TMEM111	0.6943
KIAA1279	2.12425
NUBP2	-0.0385
RAB42	-0.66325
ID3	-1.4945
TM9SF1	0.51425
MDP-1	0.45
POU4F2	0.61725
IQCK	1.19725
C16orf14	-1.1345
CAPN3	-2.0785
FAM43B	-0.357375
RECQL	0.8565
AP1G1	0.6425
CTNNBL1	-0.461166666666667
ECHDC1	-0.754166666666667
SMARCC1	0.00679999999999999
FOXQ1	-2.254875
GNAI3	0.253166666666667
POLG2	-1.85225
CD4	0.77675
ITLN1	-0.5895
EBI2	4.22375
IRF1	-0.339
PTPRE	1.7405
PTK2B	-1.02925
NXNL2	2.4425
SOX4	0.523388888888889
TSPAN3	-0.071
SH2D1A	-2.6585
C8orf58	-1.39733333333333
USP20	-0.888
DUSP22	-0.605166666666667
CALB1	-1.7395
L3MBTL2	1.13091666666667
MCRS1	-0.55225
TMEM118	-0.861
C18orf8	0.8215
FLJ10241	0.37325
GJA12	0.36625
PKD1	-0.7025
ZFP3	1.172
JAM3	-1.843625
LAPTM4A	1.8757
DIRC2	0.539
KIAA2022	1.38966666666667
MYOM1	0.217333333333333
TRPM8	-4.11383333333333
MOP-1	0.7385
PHKG2	0.117
ZNF650	1.08275
KIAA1522	1.359875
PSG8	0.249666666666667
DDX19B	-0.0155
MOBKL1B	0.11575
DIAPH2	-1.90241666666667
PTPN12	0.2375
CLN8	-0.7656
CRYZL1	0.284
CRY2	1.37483333333333
FCGR2B	3.84383333333333
PNPLA4	2.41825
ZNF454	-1.166
DKFZp434B1231	0.0935
CLDN11	0.4873
RFWD2	-0.241333333333333
CIB2	-1.18566666666667
MXRA8	1.434875
HRK	-1.096625
MAML2	-0.653
C4orf31	1.914
C6orf192	-0.6055
COG6	1.351875
FAM5B	0.234
NFATC1	0.1139
SEPT10	1.02275
SCYL1	0.5144
RPP40	-1.894
SCOC	1.298
KIAA1450	-0.97275
CTDSPL2	-0.46875
TBX5	0.2255
NAPG	0.37
RHD	-4.41175
C14orf45	2.5495
ZBTB22	0.7195
PLCG1	-1.0415
ANKRD10	-1.4415
AQP7P2	0.41025
TAGLN2	-0.356333333333333
HTR2C	-0.2558
SLC16A7	-1.29216666666667
C17orf83	1.08233333333333
TSGA14	-0.262166666666667
MDH1	0.075
PPP3R2	0.3944
DCBLD2	-1.87392857142857
RBM33	-0.69275
DPH3	-1.482
SYT10	-1.91933333333333
FMO4	0.89225
THYN1	-1.48225
DRD5	-2.023
OTOR	0.061
PGRMC2	0.856
KATNAL1	0.48225
PAQR6	-3.5755
UBE2I	-0.785
C14orf28	0.25425
C8orf70	-0.149
FLYWCH1	-0.857125
ANGPTL3	-0.596
GLRX2	-0.361833333333333
ATP11A	-1.01657142857143
ARL5B	0.15675
MUC16	-3.54925
SLC25A5	-0.462857142857143
ACRC	-1.51575
MYO1C	-0.20775
FAM89B	0.8005
FAS	-0.655125
KIFAP3	0.946
GLRA2	0.703
BTN3A2	-1.3403
CNKSR3	1.02725
CSTF3	0.286666666666667
ARPM1	-0.05375
KIAA1530	-1.257
C9orf150	-0.242833333333333
PRKCI	0.4775
tcag7.1015	-0.77325
SOD3	-0.57175
ZNF574	0.3655
CYP21A2	0.61725
RPL12	-0.2315
COMMD2	-0.36325
WIZ	-0.35025
LOC344405	-1.296
ALDH4A1	0.309529411764706
CRYAB	1.03175
COPA	0.403133333333333
PCDHGA7	0.305
KIF11	-0.99125
RASD2	-0.021625
SLC26A3	1.2245
ZNF175	-0.75
JAKMIP2	-1.613625
C8orf4	2.8965
PTHLH	-0.23275
SLC40A1	1.78041666666667
OR7D4	0.0951666666666667
PCDHB17	-0.891
CD36	2.55985714285714
C6orf203	0.251
PRKG2	-0.5585
LOC400566	1.278
ANAPC13	0.4085
SLCO3A1	0.90225
ZNF692	-2.6745
FANCL	-0.708
SH3GLB1	0.8155
C12orf61	0.3505
KBTBD6	0.337
SUPT5H	-0.192125
XRCC6	0.1492
HUS1B	-0.3038
FAM133B	-0.163571428571429
LOC728276	-2.151
KCTD18	1.06975
SOS2	0.968666666666667
CCDC99	-1.49325
C1QTNF5	2.6235
NNAT	1.2565
USP16	0.07225
LARS	-0.684125
ZBTB2	-0.227
ABO	-0.917666666666667
TRAF3	-0.09625
GALNT5	-2.543
NAP5	1.352625
ALG14	1.36916666666667
KIAA0515	0.221692307692308
WDR75	-1.185
TEX261	0.122083333333333
LY86	0.593
LOC389072	-0.5015
FLJ13611	0.473
MRGPRX2	0.568
SNRPA	-0.951625
OR2G2	0.525
GPRASP2	1.25175
C7orf42	0.3532
C9orf163	-0.56
CYP11B2	0.1535
FCRL3	0.7188
PRDX1	0.52825
FGB	-6.66883333333333
COX17	0.5252
C16orf33	-0.11975
PIWIL1	0.923166666666667
FOLR1	-2.51716666666667
KIAA0082	-0.27425
FREQ	-1.63066666666667
TMCC2	-2.073
TCF12	0.465083333333333
ZNF721	0.61425
FAM130A2	0.395
POU4F1	-1.854
SNRPF	-1.091
SGIP1	0.3535
ZNF641	0.128666666666667
EMG1	-1.19075
PRRG4	1.58
HIRA	-2.70075
MYNN	0.490166666666667
AEBP2	0.174166666666667
TBXA2R	0.3595
ISL2	-1.17216666666667
PCDHB11	-1.602
RNF144A	-1.26225
MARCH5	0.947125
DULLARD	-0.0105
DCLRE1B	-0.422333333333333
ITGA8	0.07
TP73	-0.415125
PRKCD	1.1565
NDUFB4	0.4175
ATP13A4	-0.34425
ANTXR2	-0.983333333333333
COL4A3	-1.57533333333333
MYO10	-1.4534
SLC6A18	0.47525
PEX1	0.37175
TMEM74	-1.4905
RBM19	-0.656
TAPBP	0.4724
RUNX1	0.6715
MID1	-2.17175
GPR64	0.991333333333333
RASEF	5.101
GABRG1	0.681142857142857
MYO16	-0.74425
DBF4	-1.93716666666667
TSHZ2	1.89075
RIPK2	-0.553625
PPTC7	0.707833333333333
KIF4B	-0.657
LRRC31	0.674428571428571
ZNF540	1.89425
EFNB3	0.372666666666667
LOH12CR1	0.092375
STON2	1.07433333333333
GLP1R	-0.402333333333333
CSTF2T	0.333
IREB2	-1.144375
GRSF1	0.6395
PDCD7	-0.601833333333333
LRRC43	-0.148
CNR1	3.986
IL1F7	-0.713
C12orf64	-0.16375
FAM69B	-1.041
NR2E1	-2.24016666666667
MS4A6A	2.4165
FTL	-1.5063
C7orf36	0.0635
PCLO	1.4479
DYRK2	-0.148916666666667
ARIH2	0.30275
SAMD7	0.209
SCNN1D	-1.24675
SLC32A1	-0.967714285714285
C22orf25	-0.322
MRPS18A	-0.3397
GPR112	0.389
EARS2	-0.777
ERN2	0.6815
ATPBD3	-0.455333333333333
PRH2	-0.0475
CDKN2D	1.3385
PGLYRP2	4.2845
TRIM40	0.2465
SEC14L3	0.7942
SLC22A1	-0.41975
BTN2A3	-0.18675
RASA4	0.27725
CCNL2	-1.4205
MYBPC3	0.7165
GJA4	3.1625
CDC42SE1	0.2625
TRPV2	-1.76875
MYPN	-4.245
SIM1	0.094
CDADC1	0.6915
ZFHX4	-0.5555
NIBP	0.9575
ADAMTS19	-1.74975
ABTB2	-1.84775
TSPYL2	0.07825
EIF2S3	-0.9024
SOX30	-0.163333333333333
AP2A1	-0.104333333333333
DKFZP564O0523	-0.3385
LOC285398	-0.6775
CDH18	-4.771
CHL1	0.576125
GATS	0.395111111111111
TBC1D2B	-0.363166666666667
OR1J1	-0.055
GSN	1.18433333333333
DPCR1	-0.46475
GARNL4	-0.610666666666667
SMARCA5	-0.44975
PLEKHG3	1.2225
ZBTB45	0.861
FRMD6	0.664
PLS1	1.52083333333333
DGKZ	0.387833333333333
EFNA1	0.2081
WDR85	-1.255375
ANK2	-1.12175
PAGE4	-1.1922
SENP6	1.56683333333333
AKR7A2	1.543
FKBP10	-1.0945
VEGFC	-1.6355
LARP1	-0.65125
SRBD1	-0.033
ITGB6	0.91625
SLC1A2	1.71714285714286
INVS	-0.65
MPO	-0.14575
MOBKL3	0.4809
CUTL2	-1.315
KLK2	0.171166666666667
VIM	-1.715
REG1B	0.202833333333333
PCDHGC4	0.82425
C3orf34	-0.529666666666667
SUMO3	0.3185
CST9L	5.967
MLL4	-0.6995
SPR	1.65433333333333
SAMD9L	-0.052
ABCE1	-0.9385
SUPT3H	-1.19983333333333
ACTBL1	-0.22675
ADAMTS4	0.00383333333333336
SLIT3	2.305
RHEBL1	0.06125
NPM2	-2.751
MAN1C1	0.334875
KIAA1856	0.4245
HSPA6	1.209
LOC388152	-0.867
C10orf140	3.61175
ZDHHC12	-0.029
LIN7A	2.2909
PHC2	-0.3675
SPHK1	-1.00575
TRIM26	-0.1563125
FAM83E	2.3045
C18orf24	-1.1635
ZNF578	0.00849999999999999
ORAI1	0.3075
RUVBL1	-0.5565
C7orf20	-0.69
APAF1	-0.2305
SLC36A4	-0.5205
MYH11	4.091
NEK1	1.1245
MPP2	-1.064375
C12orf24	-2.2635
TNK2	0.1418125
ZNF289	0.3525
MATN3	1.23428571428571
IFNGR2	0.485666666666667
ITPR1	2.083875
EBF3	2.0618
TBC1D20	-0.0663
OR10P1	0.40225
DDAH2	1.4145
SHPRH	-0.4155
STX7	-0.6115
LOC554248	-2.21975
BCAR1	0.06075
ATXN3	0.0681666666666667
TRIM27	-0.684
CDC42EP2	0.6145
CHP	1.06171428571429
SOX17	1.6115
ZNF259	-1.6175
CHCHD1	0.206875
ZDHHC19	0.6405
GBP2	2.4805
GARNL3	0.886375
MRC2	-0.629
C1orf52	-0.93025
AOF2	-0.656333333333333
LRPPRC	-0.4957
ACVR1C	-0.7738
TM4SF18	2.4945
TMEM169	-0.6975
PPP1R16A	-0.393
EBF1	-0.655
RRS1	-0.6645
SNX2	0.154
OR2T2	-0.062
RBX1	0.35125
ANKRD54	1.054
TSNAX	1.01116666666667
TMEM83	-1.71025
ZBTB7A	0.64925
ATM	-2.64441666666667
LOC338328	1.23933333333333
TIE1	1.12916666666667
HIST1H3G	-0.2365
PASD1	-4.69283333333333
TINAG	0.3715
PCDHAC2	-0.8685
LRRC15	-0.94125
WBSCR17	-1.71325
TFF2	2.86
PARP2	-0.37025
NDFIP2	0.89775
PCDHGB2	-0.3745
WDR60	0.58675
MAP7D2	-1.8721
USP45	-1.08625
GSDML	-1.93175
TNS1	-0.0561
PLCD4	2.73025
IQCD	1.57966666666667
SMPX	-1.8965
CD9	1.49866666666667
SRGN	1.4635
CASP7	1.433625
INOC1	-0.0176666666666667
DKFZp451M2119	0.646125
VMAC	1.056
USP53	0.6127
CAMK1G	-0.348125
TMEM106A	-0.00683333333333333
CDC20	-1.9147
ACSL5	-1.289
CBWD5	-1.190625
C1orf87	0.468166666666667
KIAA1274	0.40475
PRUNE2	-1.83523076923077
LYPLA2	-0.711666666666667
DOK6	-1.628
GPR149	-0.20325
FAM30A	1.00825
TMEM129	0.73375
SLC35B3	1.45375
ACPP	0.0406
LOC200261	-0.715
SLC4A7	0.2041
CCDC40	2.25925
GART	-1.450375
THOP1	-0.33225
SCARB1	-1.083375
CACNA1F	0.07625
TRIAP1	-0.444
SYT14L	0.815
SFRS8	-0.808833333333333
PBOV1	0.40425
GOLSYN	1.911
GJB7	-1.475
CAMK2N1	1.57325
GREM1	2.78858333333333
FLJ20433	0.8875
QPCT	-2.5175
PRKAG2	1.39066666666667
H2AFX	-0.985375
C6orf154	1.98775
PLOD3	-0.90825
ZBTB39	-0.145666666666667
WASF3	-0.47575
DRG1	0.309
PRR4	-0.0765
SPCS1	0.478
KDELR3	1.05283333333333
SRP19	0.348166666666667
GABRA6	0.3175
MFSD1	0.55775
MMEL1	1.20525
PDXDC2	-0.349
BUB1	-2.32022222222222
RNF138	-0.819375
MYLPF	-1.0152
AIF1	0.0965
DYNLRB1	0.8113
HCN3	-1.134
HIST1H2AI	0.35625
MAP4K5	-0.00491666666666666
LASP1	0.87125
LOC130951	0.212
PLAA	0.722875
KRT6A	-3.086
C6orf117	-2.82425
ARHGAP23	-0.271
PTF1A	null
GPHA2	-0.315
LCE3B	-0.82675
MCL1	0.2
EHBP1	-0.51875
PRNP	-1.68133333333333
ZSCAN1	-0.08625
C1orf113	0.732
FOXA3	-2.631875
NEB	-2.02625
ASGR1	-5.203
CTGF	0.9912
RAB17	0.828333333333333
