Hybridization REF	TCGA-A7-A0CH-11A-32R-A089-07
TSGA10IP	-1.577
SUV420H2	-1.3445
SF1	-0.0324
2'-PDE	-0.1236875
PNLIPRP2	-0.353
TRSPAP1	0.0600833333333333
NUP210	-2.01183333333333
ANP32C	-2.04933333333333
RAB11B	-0.133166666666667
ASB15	-0.4465
ITGB3BP	-1.68575
UBASH3A	-0.916
YWHAB	0.49425
TPRX1	-0.585
LY6G5C	-0.30275
SLC7A2	-1.634125
CLK1	0.3527
HSD3B7	-0.380333333333333
VDR	1.7975
C16orf74	0.264
ACE	-0.1945
PSMA2	-0.330166666666667
CCDC131	-0.187125
ZNF213	-0.403
EML2	-1.444
ALS2CR13	-0.0258333333333333
GLYATL1	5.58575
DSPP	0.0765
DHFRL1	-0.12225
C10orf30	0.997833333333333
SH3RF2	0.900166666666667
LOC197322	-0.584333333333333
DLL3	-2.260125
TIGD7	0.31225
GFRA3	0.03525
CPA1	3.09166666666667
RTN4	0.9395
PPT2	-1.35733333333333
FASLG	2.009
FOXP4	-0.1125
RPL26	0.4573
GNL3L	-2.05083333333333
FMR1NB	0.199
CD163	7.7375
SGPP2	3.147
GIMAP2	1.951
CD37	1.48733333333333
DPT	5.7995
NBLA00301	3.214
RGS5	3.39575
C9orf4	-0.6885
ACTL8	-3.77616666666667
PRKAR2B	2.434125
OPLAH	0.2345
C20orf134	1.3515
SPACA5	-0.2445
TBL1X	-0.0608333333333333
TSPYL3	-0.411
CHCHD3	-1.15675
CRKRS	-0.872666666666667
GPR65	4.54125
DFFA	-0.8275
FUT1	0.627
C6orf204	0.823
TMEM51	0.39525
ZNF580	-0.2415
CMTM2	0.60125
C20orf200	-1.502
EZH1	1.16733333333333
FDX1L	-0.022375
MRPL32	-0.48875
PCAF	0.4778
ALOX15B	5.51316666666667
CD59	1.55904166666667
CDK9	-0.071375
ERP29	0.1795
TTR	-5.773
BCMO1	0.0655
DDIT4	-0.5768
PTGDS	4.2295
C3orf63	0.0603333333333333
BST2	-0.2565
CYP1A2	0.0301666666666667
C5orf25	-0.976
STX1A	-1.79035294117647
OR2A12	-0.279
SH3BP5L	-0.6135
SERINC5	0.468875
USP6	-1.1436
MRPL3	-1.03233333333333
POMP	0.093125
INPP4B	0.752
GMPPB	0.2875
EAPP	0.63125
AHSA1	-1.33425
ABCA11	0.0705
SLC5A6	-0.505416666666667
HIVEP2	1.49625
SUMO2	-0.207875
KIAA1822L	-0.5385
C11orf67	2.14525
TXK	0.8125
PHCA	-0.304125
ICAM4	-2.19883333333333
FPGS	-0.00933333333333333
SNRPA1	-1.70725
KCNJ4	-1.4175
KIF6	0.3045
HIST1H2BG	-0.575
SLC5A5	0.40875
ZNF354B	0.0333333333333333
IL12RB2	2.792
C11orf76	0.166333333333333
GAL3ST2	-0.0625
AIFM2	1.987875
SYNC1	0.15625
UBL3	0.710375
PIK3CG	-0.524
NLN	-0.9882
BCORL1	0.2825
CD5L	-0.0845
ZNF238	1.435
KIAA1394	-0.67925
C16orf55	-0.8542
CYP3A7	-0.9075
KRTAP3-1	-2.157
TFDP1	-1.56983333333333
MND1	-4.83275
NODAL	-0.206333333333333
GTPBP4	-1.24125
TUBGCP2	0.20875
SLITRK5	-0.77275
CIC	0.60025
CD79A	1.9995
SAMD14	-0.0615
TNPO3	-0.927
OR10G3	0.835
OR10G8	0.6395
CCDC111	-0.1805
HOXC9	0.85375
DCUN1D1	0.494416666666667
CYB5R1	1.60525
TSR2	0.01625
DAB2IP	1.2624
SLC6A5	0.357
RAB3D	0.71575
DCUN1D4	-0.103
ERBB3	-0.359666666666667
SDC1	-0.377833333333333
ATP6V1H	0.346333333333333
SYK	2.267
ST20	-0.808
C13orf30	2.683
WDR40A	-0.186
ADMR	0.0385
LOC388335	4.0695
ACSM1	5.1835
TDG	-0.52425
FLJ11235	0.66225
MRPS5	-0.818
AGPAT2	1.775
SLC12A1	0.109125
CYP27A1	-0.21775
THAP7	-1.378
XPO1	-0.872333333333334
ALMS1L	0.1145
C1orf2	-0.71575
ZNF777	-0.1355
CAMK2A	-0.219
SMC1B	-0.702875
IHPK2	-0.1186
LEMD1	-1.96225
NKD2	-1.1544
CLU	2.17957142857143
ARMETL1	0.9285
PABPC4	-1.69575
CXCL12	4.413
TFAP2C	1.0019
TTTY8	-0.603
ABCB10	-1.2656
ENDOD1	1.07333333333333
IDI1	-0.573
KCTD6	0.4375
CCDC105	0.1125
ULBP2	-1.65316666666667
ZDHHC5	0.52875
WNT8A	0.211
COMMD10	-0.2925
KLHL12	-0.410125
GPR50	-0.085
NR5A2	0.97
OXGR1	2.93466666666667
EHD3	-0.22825
CAPRIN2	-0.6105
KLRC3	-4.04925
SF3B1	0.142785714285714
IPO7	-0.18475
ALDH1A1	1.8605
ANKRD5	-0.3335
TSNARE1	0.3615
DDEFL1	0.85375
RNASEL	1.47683333333333
DNAH9	0.53375
HELLS	-3.246
TNS4	2.1105
NAV1	1.0057
KIAA1409	0.027
C20orf26	3.04616666666667
TUBG1	-1.77775
IRX2	2.9125
CNGA4	-0.081
MGC50559	1.69866666666667
OR4K17	-0.227166666666667
TM2D2	0.801583333333333
FAM32A	-0.368
TXNDC14	-0.50075
CCBL1	-0.655
ANK1	-2.3363
PRSS23	-1.430125
PPM1L	0.0185
SPATA20	-0.276
APCS	-0.0495
C14orf122	-1.33866666666667
PSMB5	-0.277875
C6orf10	-0.0022
SETDB2	0.744166666666667
SPNS3	-1.38925
SGMS2	1.28666666666667
MXD3	-1.46883333333333
MON2	0.3521
CARTPT	1.835
HNF4A	-1.19233333333333
RABEP1	1.2674
TNFRSF10B	-0.737375
USH1G	-0.6435
PPAP2B	0.330833333333333
TMEM16K	-0.00125
CTDSP1	1.12083333333333
CDK5R1	-0.733833333333333
GABRR1	-0.7655
OPN1LW	-0.044
FAM98C	0.471875
DBN1	-0.368375
ACAD10	-0.818916666666667
QTRTD1	-0.859
WNK3	-0.668833333333333
RPS19	-0.380875
C1QB	3.692875
OTUD5	-0.522125
SLC41A2	1.45716666666667
TMEM22	0.495166666666667
KHSRP	-1.61883333333333
TNFRSF11A	0.00366666666666666
FBL	-0.565166666666667
IBTK	0.341
OXER1	-0.1935
CBLN4	2.908625
GPR172B	1.10566666666667
CFTR	1.0085
VSX1	2.814
CAMK1D	0.207
LOXL3	-1.99375
RTP4	1.8235
SLFNL1	-0.49025
KIAA0828	-0.52775
PAR5	1.0835
LOC723972	-2.1725
GDI2	0.115
CEBPA	2.1892
MLF2	-0.7215
AFMID	-0.8935
ALOX12B	-0.5045
BPHL	0.216
COX5B	-0.01875
S100A10	1.3363
THOC6	-0.6295
NHN1	0.1135
RRP12	-0.869833333333333
ARID3B	-2.19075
CD3G	-1.33583333333333
KIAA0133	-1.12675
NAT11	-1.44283333333333
PPAT	-1.43566666666667
SIRT3	0.5211
TCERG1L	-0.7175
NIPA1	-1.1927
DPP8	0.1668
IL7R	1.4535
ZFP64	-0.249166666666667
DMAP1	-0.1727
TRMT12	0.09925
TLR4	2.862
WFIKKN2	0.39125
RAB12	-0.606833333333333
DDX51	-0.415166666666667
KIAA1086	-2.917
ZNF295	0.225166666666667
ACVR2B	-1.00985714285714
LOC494150	-1.039
ZNF517	0.1285
DNASE1L2	-2.76783333333333
SUFU	0.260666666666667
LOC283677	-0.846
LMO3	3.17533333333333
PPP2R5D	-0.649333333333333
ZNF587	-1.1644
HIST4H4	-0.2135
CYP2C8	0.5965
C1orf80	0.2445
DOCK5	-0.982833333333333
C9orf24	1.70125
OR5AR1	0.6125
C11orf24	-0.33175
UNQ1940	-0.65025
CAP2	1.71516666666667
TIMM44	-1.19925
DSEL	0.7557
ROM1	1.167
FBXO4	0.16025
MYLC2PL	-1.628
MLH3	0.5381
NOX1	-0.206166666666667
DPEP2	2.7905
DNAJB5	0.631
RLTPR	-0.076
MBIP	-0.137166666666667
COPB1	-0.207666666666667
SFTPA1B	-0.1485
C10orf4	0.4007
PRELID1	-1.06775
NOLA1	-0.69625
C19orf24	0.0695
TLR9	-1.3225
HLA-DMA	3.11533333333333
HCRP1	-1.031
GPR137	-0.4345
ITGA11	-0.7855
PHF13	0.302333333333333
MARK4	0.0515
METTL4	-0.517
MBD3	-0.6206
LOC134145	0.448125
FGF3	0.38925
SLC35A3	0.906125
CLEC16A	-0.1795
AMOTL1	-0.281583333333333
FLJ31438	-0.1975
PAICS	-2.21225
TOMM40L	-0.0398333333333333
MMD	2.46675
KLK10	1.8857
NIT2	-0.1
SERPINB10	0.53575
KLF15	1.5543
CCDC5	-1.1175
WSB2	0.16775
ME3	1.79075
CACYBP	-0.878166666666667
TCTN2	0.5745
JAK1	1.59225
C2orf25	-0.231
GPD2	0.86175
FBXL11	-0.0755
CDV3	-0.229916666666667
GALNT11	0.65075
NDUFA12L	-0.8477
FLOT1	-0.996142857142857
TOR1AIP2	0.4585
MMP25	0.568
C1orf164	-0.2063
CHST5	-0.07825
LYRM4	-0.05095
GPER	1.05525
HIPK2	2.71941666666667
DAP	-0.4561
ZMIZ1	0.279833333333333
DDX58	1.641125
DCC1	-2.8465
AKT1	-1.043625
ENPP6	1.02366666666667
ERVWE1	-0.374166666666667
CDC34	-0.53225
RNF125	-0.2065
CASC1	3.0085
SHROOM2	-0.61125
RRM2B	0.789166666666667
COL6A3	1.224375
TMEFF1	-2.553
PLEKHA4	1.5196
LYSMD1	0.733166666666667
SEPT1	-0.865333333333333
AOF1	-0.47425
GNPAT	-0.225
WDR18	-0.6225
HSD17B12	-0.611833333333333
HIST1H2BM	-0.9385
INDOL1	-0.175833333333333
SUDS3	0.40975
C1orf192	0.1465
CYP2B6	-0.33925
TBC1D2	1.1505
SLC25A12	-0.4635
ERCC6L	-3.63233333333333
MGC10814	-0.8435
POLR2C	-0.925
ZNF77	-0.296
EIF3K	0.3487
HPX	1.35025
ANKRD27	-0.197625
MALAT1	-1.08475
PLB1	1.83633333333333
HRNBP3	-1.131625
CPSF4	-0.5305
OR52N2	0.5975
PIP5KL1	-0.6525
GH1	0.51525
HPS5	0.11
SLFN5	2.4145
POP5	-0.00399999999999999
OVOS2	-2.93533333333333
C20orf108	0.259875
MARS	-1.8175
CLRN3	2.64533333333333
ARSE	-2.31683333333333
PPIE	-0.214833333333333
PHACS	0.842333333333333
GP5	-0.402
IL8RB	2.09333333333333
FCRLA	0.849375
ARRDC1	-0.5406
KRTAP9-4	0.51425
ZNF613	1.9075
OR11A1	0.0415
TMEM132B	-2.933125
PGLS	0.14225
BSND	-2.68483333333333
KCNK18	0.6165
FOXD4	-0.19825
SV2C	2.42625
LCN2	2.19383333333333
ZNF490	0.2395
C3orf15	1.5483
CACNA2D4	-0.7
CBX5	-1.083
MAGEB4	0.107
BOLA1	0.3975
PPP2R5E	-0.02175
COL5A1	-0.465916666666667
ASB7	-0.580666666666667
SFT2D1	-0.045
DERL1	0.3777
RABL2A	0.464
MOAP1	-0.2985
KIAA1545	0.729833333333333
F3	2.54125
PLEKHM2	-0.29125
CCDC89	1.8485
EFCAB1	3.3925
TMEM48	-1.594
SEPHS2	-0.20525
PYGM	0.6745
PRICKLE1	1.401
WNT5B	-0.72225
TAS2R38	0.705
IMP5	0.03025
KHDRBS1	-0.0238
LARS2	-1.24616666666667
C3orf28	-0.62475
FTCD	-3.55575
C10orf68	0.9935
DGAT2L3	0.1205
PSEN1	-0.07325
MGC33657	0.28
PLA2G4B	0.771333333333333
CDKN2A	-0.3825
DLX1	-2.38075
TSHB	-0.16
C18orf37	0.0865
MEX3C	-0.065875
MAMDC2	2.93075
PDIA4	-1.08766666666667
ATP5E	0.43325
CASP2	-0.878857142857143
SERBP1	-0.0908846153846154
ZNF341	-0.608833333333333
TESC	-1.1305
TMEM31	-0.61
OR51I2	0.5565
YTHDC1	0.474642857142857
JUN	2.49066666666667
AGMAT	-3.621
PCNXL2	-0.06425
ATAD5	-2.57675
STK38	-0.3065
AZI1	-0.862
RBP1	2.723
C4orf26	-0.62875
KIAA1026	0.838375
TMEM101	0.6885
HSFX1	1.474
TREX1	0.5345
C18orf10	-0.6619
TRIM15	-3.63075
CA6	0.4045
CEP57	-0.8335
AR	3.68483333333333
SESN2	-0.299833333333333
KIF3C	-0.76625
EPB41L5	0.288625
ARHGEF10	-0.215238095238095
POLR3D	-1.150875
INDO	0.271666666666667
GABRA3	-0.486
SCG5	-1.0598
E2F3	-1.0968
TIGD5	-0.123
FGD6	0.481916666666667
KLHL3	1.273
SCGB3A2	-0.8315
URP2	0.780166666666667
ATP6V1B1	0.7603
CALML6	-0.846
LOC100049076	-0.837
TMF1	-0.0835
LOC388503	-0.55425
CDH5	3.7915
RPS6KC1	0.130166666666667
DAAM1	1.7584
TNFRSF10D	-0.8645
GSTT1	1.112
INPP5A	0.118
TRAF3IP1	1.3143
SMARCE1	-0.0405
VRK1	-1.67325
TTC16	0.0835
AARS	-1.09166666666667
ARHGAP27	-0.510833333333333
ZAK	1.09578571428571
ACSM2B	-1.28375
TRAP1	-1.53033333333333
MRPL53	0.495
RNF44	-0.56725
NPTXR	0.38325
DPYSL3	0.326333333333333
APP	1.0401
GLS2	-0.814166666666667
MNX1	-3.696
CMTM7	1.22325
OR10A7	-0.0005
NYD-SP21	4.01033333333333
ORC5L	-1.23825
SLC16A10	-1.91225
TMEM178	1.126
LOC441601	-4.392
PTGIS	4.17825
KBTBD7	1.112
C19orf41	0.1255
CEACAM3	-0.802583333333333
KRT23	2.34
SERHL	3.808
PNKD	-0.677
UBC	0.92225
ATRN	-0.459625
HAPLN1	-2.98325
RANGAP1	-1.96925
C10orf26	1.35783333333333
KCNA7	-0.8295
SRY	0.496
LOC376693	-0.21575
HIST1H2BF	-0.91825
CDCA8	-3.86616666666667
MLC1	-0.408
TNIP3	0.36675
OR4D1	0.266
IFT52	-0.8165
GOLT1A	-0.174666666666667
UTP20	-0.38975
RP3-402G11.5	-0.587375
PRSS33	-1.62525
PMPCA	-0.9485
APOB48R	1.84866666666667
GLTP	0.79425
MPL	1.9675
C9orf78	-0.37325
ADAM12	0.268875
CSPG4	-0.169
LOC144305	-0.819
KRTAP4-10	-0.2825
PAK1	-1.2745
ADCY7	-0.7095
TAS2R43	0.047
FRAS1	-1.01185714285714
PPP1R14A	2.02933333333333
OR2B6	-2.037
ATP13A1	-0.946833333333333
SIDT1	1.4985
C1RL	1.8935
PRKRA	-0.0175
TLN1	0.3518
RP11-50D16.3	1.12808333333333
MITF	-0.0914166666666667
GYS1	-0.423
LYG1	-0.932666666666667
NSMCE4A	0.1916
DNAI1	-0.12125
HOXD11	-1.171
FNBP1L	1.6965
DHX35	-0.766
LCE3E	0.329875
SLC33A1	0.31025
DCLK3	-0.175333333333333
TRIM33	-0.724333333333333
TMCC3	3.153
FBXO42	0.437666666666667
C1orf27	0.0229
C17orf50	0.8965
RNF14	0.894416666666667
SLC4A8	-0.591125
RAB3IP	-0.0683
COX6C	-0.271714285714286
PCSK1	-3.5005
SLC13A1	-0.169125
ARF6	0.063
KIAA1009	0.428
HOXA13	-2.54575
HMGN1	-0.83
CXADR	-1.6995
MGC14436	-0.506
UTF1	0.295
TSC22D1	1.1822
BZRAP1	1.20383333333333
PUF60	-0.63275
SHC1	-0.732875
HOOK3	1.6657
LIMS2	3.21516666666667
BAHCC1	-0.135333333333333
CLCC1	0.530333333333333
ENTPD3	3.35916666666667
SMO	-0.8115
PIK3R5	2.04425
CDC14A	0.285166666666667
KRT1	3.34575
ENOX2	0.3145
FLJ22655	4.854
FPRL1	1.469
INTS6	0.814
ZCCHC5	1.4735
SMC3	-0.7175
C6orf123	1.71383333333333
FLJ20160	1.466
LOC653391	0.233
GSS	-0.34775
NT5M	-0.67125
SIX5	-0.022
TAF5	-1.596
KCNA1	1.408
ANLN	-4.50583333333333
MGC45491	0.3802
SSTR2	2.84525
LYPD4	0.25075
TH1L	-1.1295
CHRNA5	-3.5365
PNMA6A	-0.99325
FLJ16369	-0.65
DLX2	-1.8234
C6orf108	-0.659833333333333
ALDH3A2	1.386
CLEC1B	0.1525
LEPREL2	-1.167
FOXJ1	0.2969
OR1D4	0.144
PPIL4	-0.33525
MTRR	-0.5055
SLC27A3	1.58283333333333
HTR7	-0.5185
MIB2	-0.43375
BHMT	-1.15366666666667
A2ML1	0.7245
MSMB	0.519
KIAA1383	0.854
TRUB2	-0.46475
PF4	2.7285
IL1F5	0.567666666666667
LRRC37B2	-0.46425
IPO4	-1.1825
FIGF	6.06325
QDPR	0.76225
ZNF598	-1.2745
BOP1	-1.7555
MAPK12	-1.804
POLR1E	-1.174875
CEECAM1	-0.776833333333333
INSRR	-0.0756666666666667
SIPA1	0.42375
ULK4	0.754166666666667
BTN3A1	0.1193
FABP5	1.7856
KBTBD3	1.88533333333333
SORT1	0.08625
YWHAQ	-0.5764375
LRIT1	0.154
KIAA1704	-0.3291
MEIS2	0.2873
ENOSF1	-0.753166666666667
PCDH7	-0.296071428571429
FZD9	-1.16533333333333
RPLP1	0.41
ZNF75A	-0.6
P4HA3	1.993
NKX6-1	-0.07625
CTA-216E10.6	0.267833333333333
IFT140	0.173
DENND1A	-0.525333333333333
ALCAM	0.9277
ABHD2	-0.285909090909091
QPRT	-1.55333333333333
TRAM1	0.185
ATP1B4	-0.018
NUP37	-1.51225
SAA3P	3.683
SLC22A6	0.10975
KIAA0265	0.05
ZNF41	-0.53125
ADAM19	-0.3027
ERAF	-0.2355
DEFB119	0.245090909090909
DNMT3B	-4.69533333333333
SNF1LK2	2.35125
MGC24039	-0.215416666666667
TAS2R48	-0.631166666666667
PNLDC1	1.1835
ADAMTS16	0.654
TMEM92	-2.14083333333333
CCT8	-0.81575
POGZ	0.217333333333333
N-PAC	-1.38525
GUCA1B	-0.728666666666667
ZZEF1	0.712166666666667
OR2C3	0.16075
ZNF334	-0.377166666666667
RANBP6	0.51925
LDHB	-0.538083333333333
BAMBI	-0.62225
RAB5B	0.47975
FOXB1	0.21975
MRPS12	-0.83625
MRGPRF	1.38
CRIPT	-0.12
CYP2D7P1	-1.006
RYR1	0.984625
NDUFA2	0.49625
TRIP12	0.13075
KCNE3	3.72616666666667
MOBKL2B	0.5229
MIOX	-0.44025
ACOT7	-2.108875
FGF6	-0.1685
RASSF5	-0.9821
ATAD3B	-1.70983333333333
IKZF3	0.3695
H3F3B	0.0152142857142857
C6orf91	1.5345
SEC11C	-0.0275
TMEM14C	-0.13375
KIAA1632	-0.08025
SLC38A4	-0.574
FGFR3	-2.38225
HES7	0.8295
HINT3	-0.391
ARIH1	-1.3035
FLJ35880	-1.32325
C1orf129	0.7945
POU6F1	0.700875
RPL32	0.474625
BBS1	0.880166666666667
RGPD5	0.301
SULT1C2	-0.02275
KDELC1	-2.12775
PIP5K3	-0.614833333333333
CHI3L1	2.7541
CSDA	-0.00491666666666666
VTCN1	4.6745
WDR62	-1.97775
TMEM170	-1.17525
KIF2A	-1.455
C6orf182	-1.4555
ARL6IP6	-1.318
ZCCHC9	-0.591
RARB	1.06616666666667
ZNF320	-0.013875
DHX15	-0.81475
PICALM	-0.211
CNOT6	-0.37075
HIST1H1A	-0.0365
ZNF702	0.133166666666667
OR1E2	0.00850000000000001
HLF	-0.2568
LOC442582	-1.6175
KIAA0494	1.6905
TCF4	2.4377
APOBEC3B	-2.88775
FAM54B	0.09175
MYH2	-1.213
FXN	-0.585333333333333
C12orf59	-0.00650000000000001
PAEP	-1.14125
SPG11	0.0285
VN1R4	-0.12225
KCNJ13	-0.73725
NOC3L	-0.56925
C5orf36	0.1955
CPAMD8	2.9745
MLN	-0.2857
FLJ11184	-0.089
TIAM1	0.408333333333333
OR10J3	0.029
OR52E2	0.34
PBX1	1.2162
UBL7	-1.13033333333333
PXMP2	-0.31275
SYTL1	-0.622
FAM126B	0.57975
ZNF711	-1.549375
GGA1	-0.874833333333333
VAMP4	0.817
BCAP29	0.0952
C20orf19	-0.3155
ZNF275	-0.167125
NEK6	0.016
SETD8	-0.689666666666667
HEXIM1	1.20725
SULT1A2	-0.2295
KLHL9	1.6555
SLC39A12	1.00575
ARHGEF16	-0.230333333333333
SCN1A	0.254666666666667
HNRPH1	-0.846833333333333
C9orf103	1.79125
ECE1	0.3445
MED18	-3.7065
TEX13B	0.268
SNN	0.89225
C6orf62	0.177944444444444
WNT3A	0.256
IL22RA2	2.703
MGC21881	1.07875
GABBR1	-1.0285
YIPF6	0.26075
PROX1	0.587333333333333
PPP1R1B	3.88425
LANCL2	0.1773
SCN3A	0.2055
SSRP1	-1.33833333333333
ASXL2	0.1945
RPE65	0.926
SNAI1	-1.06925
EFNA2	-0.28775
CLDN9	-0.221375
TP53I13	0.01025
LOC375748	-0.15825
C9orf7	0.195
C14orf178	0.1035
GC	-0.4825
IER3	-0.680166666666667
KCTD10	1.323375
FLJ45717	0.10675
ADC	0.425833333333333
LOC285908	-1.02291666666667
MLL3	-0.526625
KIAA1787	-0.86525
MGC31957	-1.6925
MUC5B	-0.695666666666667
ZNF193	0.07125
CSRP1	0.8695
MOSPD1	-1.10266666666667
C21orf49	0.7645
RAD1	-1.479
ANKRD34	-2.03275
NFRKB	-1.1
FANCA	-3.73925
VTI1A	0.672928571428571
PCBP3	0.491333333333333
BFSP2	-1.17975
ZNF354C	-0.049625
FRMPD4	-0.12325
IKBKG	-0.580333333333333
LOC441046	-0.0975
UNQ9438	0.674333333333333
TM4SF20	0.2135
MAGEC1	-5.82866666666667
AMMECR1	-1.285375
GLDN	3.455
TTC30B	1.13125
SEC13	-0.4622
EGF	2.5515
HAGH	0.1155
VSIG1	-0.239
NHLH2	0.0405
NCAPD3	-1.8385
MGC16121	-3.17825
HIATL2	-0.70625
BRCC3	-0.492
LCE2D	1.617
TMEM79	0.13625
GTF3C5	-1.10225
AKR1C4	0.6554
C3orf59	-0.195
RBM26	-0.32975
DUSP14	-0.213833333333333
AP4M1	-0.478166666666667
RIMBP2	0.00316666666666665
ABCC2	-2.82516666666667
DNAJC16	0.495
TTC12	1.16716666666667
SNX13	-0.221
C6orf168	0.2735
C1orf100	-0.43525
CSPP1	-0.294666666666667
LRRC56	0.5905
OR1J2	0.075
THY1	-0.0612
KIT	3.6625
TBC1D8	0.95175
EPHA7	-0.27525
SOLH	-1.1085
SVIP	0.03725
ZNF294	-0.1665
HAND2	3.42966666666667
CENTB2	1.165
MARVELD3	2.049625
CREB3	0.623
KRTAP1-5	-2.45
OR8K1	0.482
MED25	-0.179333333333333
FDX1	0.132
FAM19A1	0.300666666666667
IL13RA1	0.6611
ZNF627	-0.00316666666666667
NHP2L1	-0.422625
EIF2B2	-0.713125
ZNF593	-0.4535
WIPI2	0.59175
RANBP1	-1.65875
TAS2R7	0.258
LOC283514	1.206
CSNK2B	-0.7478
CFHR1	0.176
DKFZP434O047	0.0251666666666666
WBP11	-0.6835
TEX2	0.74725
GALNT2	-0.878666666666667
FLJ33360	0.55775
WNT9A	-0.10275
IL29	0.02875
STK3	0.359222222222222
REPS2	0.843875
FAM78A	-0.36775
MGC3207	-0.8395
FCGR3A	7.08625
H2AFY2	0.264
RNF150	3.0145
CCNK	0.00912499999999996
VEZT	0.734666666666667
FSHR	0.6085
C1orf66	-0.151166666666667
LCE2B	0.3177
CD200	0.89175
ORMDL1	-0.326125
OR51S1	-0.295
KRT83	-1.46775
COL19A1	0.53275
POL3S	-0.88475
ZNF468	-0.592333333333333
BAG3	0.5195
C1GALT1	-0.95275
CA5A	-4.4105
DKK4	1.14
SGK2	2.342
PIK3C2G	4.61825
USP11	-0.15725
IMPA2	-0.664
PRKDC	-1.41678571428571
MSR1	4.365125
PDCD6IP	-0.254
FAM122A	0.471
ZNF740	-0.39525
ATXN2	0.058
SLC17A4	-0.193166666666667
RAXL1	-0.368
RS1	-0.08475
NET1	1.27666666666667
NPY1R	3.54516666666667
MVD	-1.57275
C11orf61	-0.92975
CHDH	-0.072
GCNT2	0.128357142857143
LGALS12	3.796
IK	0.488833333333333
C7orf41	2.36622222222222
SURF4	-0.122166666666667
C1orf91	-0.0893333333333333
BCS1L	-0.781333333333333
C20orf141	0.223833333333333
BCAS2	-0.358
ACE2	1.48775
ICT1	0.14575
CD79B	3.19275
MRPS9	-0.164
AADACL1	0.4275
IRS2	1.28075
LUZP2	1.091
TMEM148	-0.22025
ZNF514	0.363
ADCK2	0.069
ZKSCAN1	0.294428571428571
FASTKD2	-0.194
KCNMB3	0.0256666666666667
POFUT2	-1.0739
GNG2	1.6155
OR6Y1	0.0805
FAM26A	-2.519
CAND2	0.0235
FLYWCH2	0.2465
BCL6	2.9435
MDH2	-0.341714285714286
DRP2	-0.347
TPD52L1	0.227625
TXNL4A	-0.6005
OR3A1	0.13625
C22orf9	0.5535
RAB25	0.684
PCTK3	-0.40525
POR	0.563
ARPP-19	-0.07525
SREBF2	-1.252
ZWINT	-2.8055
TRUB1	0.56675
ENPP2	3.83783333333333
UXT	-0.2445
ALG11	-0.5825
SMCR7	0.65825
SLC31A2	2.98325
USMG5	0.3265
ZNF780B	0.65325
APEX1	-0.667875
THSD3	-3.3555
CEP68	2.142
NY-SAR-48	-1.44325
ZIC3	-4.59666666666667
LPAL2	-0.3312
MRPL11	-1.135
VPS53	-1.0495
MPDU1	0.083375
UBL4B	0.215
LASS3	0.268
GAST	0.046
SPERT	0.193166666666667
UBE2L3	0.34675
MLSTD2	-0.721666666666667
ADRA1D	0.5265
FZD10	-1.4205
ATP6V1E1	0.47875
SAR1A	1.408625
MCTP2	-1.2625
TMEM5	-0.4145
BIRC2	-0.457666666666667
TMEFF2	-1.67
NLGN3	-0.373
LMX1A	0.82625
C19orf51	-1.322
LOH3CR2A	3.70333333333333
SLC9A3R2	-0.371333333333333
TIMP1	0.177833333333333
PFN4	0.48075
UCK1	-0.04775
TPST2	1.353
AQP6	-0.044
OR1N2	0.45875
KCNIP1	1.03925
SFTPG	0.659833333333333
KIAA0087	0.2635
UBXD3	1.9581
ABT1	0.26475
RIPK5	0.163
SMG1	-0.925
BTBD8	-0.347
PIP5K1C	0.4329
POU2F2	1.631
C17orf57	0.34075
TSPAN14	-0.1467
NUDT16	0.664
GPT	1.10125
PDK4	4.1475
ELL3	0.326375
NNMT	2.03583333333333
NUFIP1	-0.445875
RHBDL1	1.447
FILIP1	3.3582
C17orf56	-1.081
C8orf73	0.21275
FLJ21438	0.672
TBC1D10A	1.05
ERGIC3	-0.491166666666667
CREB3L4	1.61875
TARBP1	-0.829
C1orf9	0.48975
COLEC12	0.514666666666667
FBXO30	0.8135
TNFRSF25	0.42875
UBE2T	-3.4135
SLC2A1	-1.9132
RPH3A	0.3775
LSAMP	-2.1785
CER1	-0.15225
ATP2A3	-0.8601
SGK	0.51325
CCR7	3.77675
ZIK1	-0.6035
RECQL5	-0.831875
HSD17B7P2	-0.9025
MTERFD1	-0.823375
ANGPTL1	4.17333333333333
NLRX1	0.583333333333333
FHOD3	1.8405
PSG7	-0.91675
ARHGEF5	1.56775
C14orf21	-0.2845
FGD2	1.65375
OR5T2	0.00750000000000001
P2RY14	4.37266666666667
PPP1CA	-0.792166666666667
ZNF33B	0.3445
MOCS1	0.537
NAP1L1	-0.1824375
IGSF21	2.07416666666667
PTDSS1	-0.421923076923077
SLC38A6	0.454
GLCCI1	-0.011375
CCR4	0.2435
OLFM2	0.12125
COX6A1	0.301666666666667
B3GALT2	0.4155
BEST3	-0.5962
CD14	5.064625
ABCC9	2.5045
SNAP29	0.196625
HMGCR	-0.55475
IFT74	0.8365
CNTROB	-0.597833333333333
ZNF548	0.368
INSL6	0.32025
HERC1	0.607
HOXB1	0.135
EMCN	6.083
BLNK	0.606
SKP1A	0.54
IL19	-0.11125
DOC2A	-1.0105
COPB2	0.242
CDC27	-0.056
LECT1	-0.8825
UBR1	0.765916666666667
COPS6	-0.84075
MCCC1	0.895111111111111
C12orf33	0.445
