Hybridization REF	TCGA-B6-A0RP-01A-21R-A084-07
RIG	-0.357166666666667
GLUD1	0.646833333333333
HNRPCL1	0.39025
HBXIP	-0.67475
RNF207	-0.053
APIP	-0.82025
PLA2G3	-2.29566666666667
CCDC84	-0.58425
MYLIP	0.466615384615385
PHIP	0.135
AARS2	-0.365666666666667
DHX32	1.322
SCAPER	0.0616666666666667
MEN1	-0.08075
NIP7	-1.51575
FLJ25404	0.342
FASTKD3	-0.9625
TMEM158	-1.42433333333333
RARA	1.61375
BDH1	0.732
ANKRD16	1.04125
CARM1	0.531
SS18	0.0483333333333333
IKZF2	0.068
MYD88	1.2285
PML	0.46415
TAF1A	-0.3865
CBFB	-0.886125
HIST1H3H	-1.9685
C7orf29	-1.722
COMMD4	-0.605333333333333
DPP3	-1.23425
DAB2	0.626125
LOC388882	-0.3635
YPEL4	-0.288625
AGBL3	0.883
LRP6	-0.5963
SERPINH1	0.0759166666666667
TLE1	-0.21575
CD244	1.14716666666667
ZDHHC15	-0.2865
MGLL	0.2599
PLDN	-0.0744166666666667
LOC654346	1.4875
FAP	3.38325
GPR37	-0.407833333333333
SCARA5	1.32516666666667
EBF4	2.14136363636364
LSM6	-0.3895
MLLT1	-0.0603125
SLC5A12	-0.15525
A2BP1	-1.39816666666667
COPS5	-0.0345
TPM4	-0.245857142857143
TNFSF4	1.477
ACADSB	2.84411111111111
HERPUD1	1.00275
BCL2L11	-0.286722222222222
CEP78	-1.71675
CDCA3	-2.4285
WBSCR19	0.4909
MYO1A	-1.9755
PPEF1	3.83566666666667
LOC440348	-0.7645
CPEB2	1.315625
BPTF	-0.401916666666667
RPL21	-0.4493125
GSX2	0.1
ADPRH	1.08683333333333
C17orf68	1.04483333333333
KCNS1	-0.548
MLLT6	0.2331
PIWIL4	0.09425
RNF26	-0.068
RAP1B	0.295375
ADAMTS1	-2.5404
ZNF571	1.54825
P2RY6	-0.1485
TRIM21	1.36883333333333
CADM3	0.2055
NLRC5	0.774833333333333
ADRA2B	-0.405333333333333
LOC90835	0.486625
PCF11	-0.02375
LOC400451	1.6275
GLTSCR1	0.6789
C17orf88	-0.519666666666667
CDH16	-1.582
FGF7	1.88375
PCSK4	0.321666666666667
NPC1L1	-1.41366666666667
TAT	-0.090125
TBCA	-0.81625
MGC33407	-0.08125
GPR115	-1.20725
CYGB	-0.086
FNBP4	-1.07383333333333
C12orf43	-0.086
CBL	-0.3221
CLECL1	1.983
PPAPDC1A	2.761
WDR25	1.07016666666667
SGCA	1.3335
C22orf29	0.0455
YIPF1	2.1475
GALK2	-0.41675
RAB3B	-3.55366666666667
LOC440087	-0.276
UCP1	-0.451
REEP5	1.47975
FADD	0.0348
FOXA1	3.862375
CACNA1A	0.302833333333333
ABI1	0.543833333333333
GRIN2D	0.9465
SLC1A4	0.7735
LOC401127	-1.50325
HINT2	0.42
PLD4	1.52366666666667
ZNF286A	-0.752
ENY2	-0.6735
IL1F6	0.329
PXDNL	3.8735
C20orf79	0.1705
TNFSF13B	3.25316666666667
DENND3	0.766625
JARID1D	-2.99725
HIST1H2AK	0.2165
LOC93349	-0.2565
SSH1	-0.9206
ENSA	-0.41125
LOC219854	0.876
CKAP2	-1.8214
DKFZP564J102	0.227333333333333
MGC87315	-0.1135
HNRPAB	-1.84775
AMH	-2.102
ZNF526	0.6975
BRUNOL5	-0.2484
CACNG3	0.1305
TRPM1	-1.3295
PPP2R1A	-0.08375
COL2A1	-1.4625
DDN	-0.129166666666667
FLJ25770	0.780583333333333
HK2	-0.895285714285714
ELOVL6	-1.6135
MDK	-0.3835
EPHX1	1.53175
RASSF2	0.848875
DKFZP434B0335	-0.20225
DLX3	-0.593125
PRTN3	-0.629
AVPR1A	0.55175
C21orf125	-2.0645
TNFAIP8	-0.574333333333333
GNB2L1	-0.7525
CALCRL	2.434
SCGB2A2	9.11316666666667
UBXD7	-0.24275
ZNF674	0.226
TMEM35	0.2175
BRSK2	0.143625
HECTD3	-0.165833333333333
TMEM188	-0.135583333333333
LGALS9	1.672
SCARB2	0.995666666666667
USP34	-0.206
C17orf28	1.46625
ZDHHC23	-0.781
AQP12B	0.0885
SLC16A3	-1.637
APLP2	0.455625
ITIH2	-5.24375
MICAL3	-0.8745
TNNI3K	0.3139
HDAC2	-0.6215
PRR7	-0.0426
THBS2	1.762875
LOC751071	0.0351666666666667
CA2	1.89266666666667
RANBP17	-0.226
RLN3	-0.347
CRYZ	0.116
GBAS	0.415833333333333
TAS1R1	-0.547
MPZL3	0.471
PCDH8	-1.3775
HSP90B1	-0.869333333333333
KCNK15	0.8835
TNIP2	0.5005
GPR146	-0.31275
NOL6	-0.209625
SPC25	-4.30255555555556
STEAP2	2.22678571428571
VAMP3	-0.164166666666667
TCIRG1	0.38875
ZP4	0.359666666666667
PARL	0.323
TRIM39	0.669333333333333
KIAA1305	1.03825
CRNN	0.426666666666667
GRN	0.87075
HSH2D	0.41875
SCAMP1	0.5315625
KIAA1913	1.13625
PTS	-0.63325
BANP	0.527714285714286
PRKACG	0.29125
ADCY6	0.146833333333333
C16orf46	0.597
CYP51A1	0.431
DDC	-5.6155
ANPEP	-1.04583333333333
PROM1	-3.1465
SIGLEC10	2.17625
COPG	0.7795
FAM26E	1.8215
TRIP4	0.4325
SNX3	0.112666666666667
C1orf175	0.498333333333333
PPY2	0.07975
C14orf152	0.1785
FTSJ1	-0.445166666666667
DST	0.54765
LOC554235	0.0615
GLRX5	-0.03175
C20orf12	1.2943
CAB39	0.234333333333333
MSH2	-1.14216666666667
PIP4K2C	0.143625
CYLD	1.04775
WTAP	0.58025
MGAT4A	1.57311111111111
TSC22D4	-0.425
CHRM2	-2.1525
PPYR1	0.2
CCNH	-0.766
RRM1	-0.54925
ECAT8	-3.3125
LOC400120	-0.26675
GABRA4	-0.003625
C14orf4	0.701333333333333
C1orf59	-1.2945
CTDSPL	1.49916666666667
NHEDC2	-1.5425
PDE11A	-0.9779375
KLHL29	-1.20025
CD5	-0.3297
TSPAN9	1.724125
WDR67	-1.6715
THUMPD1	0.4562
C18orf17	0.3255
CLYBL	-0.170166666666667
FLJ13231	-0.62825
CMBL	0.532375
LECT2	-0.37375
NKAPL	1.5425
LOC654780	0.1815
OR4C6	-0.3745
RAB30	1.98566666666667
TSSK4	-0.0705
TMEM163	0.4915
OSBPL11	0.592833333333333
GNB5	-0.8755
CCL21	0.4945
C1orf121	0.583833333333333
FMO2	1.04116666666667
RPTN	-1.0945
MSTN	0.514
VCL	-0.240571428571429
FYTTD1	0.15975
C11orf1	0.598
CCDC88C	0.42825
HFE	0.128444444444444
MOGAT1	-0.1825
FAM125B	-0.0471666666666667
IRGQ	0.177
RAVER2	-0.33725
AKAP5	0.298
SSSCA1	-0.30825
C11orf63	2.16825
ACTG2	1.0295
PORCN	-0.723
DTL	-2.62990909090909
TMEM151	0.363
FAM122C	-1.36825
RSAD2	3.074
BAT4	0.248
KRTDAP	-1.28816666666667
MYH8	0.27475
CRTC3	0.77825
LRRFIP2	0.8032
INTS4	-0.378
TTN	-1.05716666666667
SLC26A5	0.722
PLLP	-0.20075
RGS6	-0.7355
SRGAP3	1.485
ZNF525	0.392333333333333
NBR2	0.0555
C13orf1	-0.1382
ZNF137	0.779
CEP27	-2.04525
BEST2	0.133
RNF121	0.0205
DMRTC2	-0.556
C8orf76	-0.22175
BCCIP	0.397625
MEST	-2.03
HTRA2	0.5265
ANGPTL2	1.12675
ILKAP	-0.414666666666667
ERAS	-0.001
HBS1L	-0.904125
CPA5	-0.0545
TMEM30A	1.39
CD300LF	1.80183333333333
WISP3	-0.6605
CRK	0.517928571428571
PDS5A	-0.2676
BRPF3	0.1605
NEDD9	1.335375
SMPDL3B	1.1675
PSG6	0.2585
PSMD13	0.2345
ETV5	-1.1196875
OR51A4	0.027
BTBD7	0.839416666666667
GSTO1	-0.759
hCG_16001	0.311
MAD2L1BP	0.174333333333333
COX6A2	1.045
SCNN1A	2.3225
LSM1	0.216333333333333
UGT2B11	-3.58275
IDUA	0.93475
PPP2R3C	-0.404666666666667
COX11	-1.48816666666667
PDZK1	1.42425
ZNF443	0.618833333333333
MGC21874	1.27116666666667
ZNF323	1.7084
KRTAP10-10	0.217
CXCL6	-0.25
SLC34A2	0.4293
LOC284402	0.353
NPTN	-0.04
UPP1	-2.07441666666667
SLC6A9	-0.609
OR7G3	-0.07825
CISD1	-0.210666666666667
ZNF545	-1.2525
SYT14	-0.5515
NT5C3L	0.160833333333333
ZNHIT3	-0.104666666666667
SNRPD3	-0.56975
KIAA0701	0.14825
UNC93B1	0.0885
GMNN	-2.1175
SPCS2	0.541833333333333
LOC388524	-0.553
NAPRT1	0.225125
PNLIPRP1	-0.1445
OR6V1	0.502
PRKAB1	0.3125
EYA4	-3.19116666666667
KIF20A	-3.19025
ALG10	0.02925
ITPKC	1.28933333333333
LMX1B	1.09633333333333
RPUSD4	-0.469333333333333
C7orf34	0.289666666666667
DLGAP2	0.30475
PFN1	-0.619
MICALL2	-0.367583333333333
ZNF654	0.2445
SS18L1	-1.364875
SLC16A8	0.15875
MKI67IP	-0.012
ITGB3	1.996375
TCEA3	2.85241666666667
CEP152	-2.3021875
CLIP1	0.32375
ZNF75	0.2395625
ATP5C1	-0.859333333333333
NUDT5	-0.8165
PSCDBP	2.02375
UBP1	-0.27125
RBM27	-0.598
C13orf15	2.42625
ZNF282	-0.129833333333333
ZNF222	0.2672
COL10A1	6.23225
PRDM15	-0.753125
TTTY5	0.1965
FAM9C	-0.461416666666667
C20orf67	0.1615
GNG13	0.4535
F12	0.82775
C1orf41	-0.967
CPXCR1	-0.1455
GSK3A	0.1425
SUPT6H	-0.0601666666666667
PI16	2.4465
ELL2	-0.370083333333333
C9orf167	-1.337
PVRL3	-1.87
FLJ38596	1.03875
ADAM20	0.21575
GPR89A	0.7515
GPR87	-2.642
ZNF30	0.9965
SMR3B	0.035
ZNF770	-0.049875
TRPC4AP	-0.541166666666667
DKFZP686E2158	0.0175
C2orf28	0.434833333333333
FREM1	-2.15016666666667
LAMA4	0.968
ADPRHL2	0.26275
EIF4G2	0.2825
GUCA1A	-0.4325
CTNNA2	-1.6025
NUDT15	-1.598
CEPT1	0.0975
ZNFX1	0.8518
CCDC92	0.95425
TDRD1	-0.573
KCNK5	-1.62216666666667
ETNK1	0.380583333333333
LTA	0.1545
TTPA	0.159
B3GALNT2	-0.30625
SC65	0.492333333333333
PEX5L	-0.884625
EPS15L1	-0.055
MGEA5	0.07525
HIST1H3A	0.8575
ING1	0.302625
BCAT1	-2.093625
ORC6L	-4.18709090909091
KLK11	-5.07666666666667
C19orf28	-1.463
DNER	-4.29075
MED22	-0.599357142857143
ETV6	1.12341666666667
CHAC2	-0.88925
CD300E	0.011
CEBPB	0.421666666666667
ZNF398	-0.13875
LRCH3	-0.046
HMGA1	-2.05283333333333
CAPN7	0.425666666666667
MGC5566	-2.28875
CCL3	3.15
NANOS1	0.577625
ZFYVE19	0.41225
APITD1	-0.387333333333333
PARD3	0.553
IRAK4	-0.013
SERPINI2	-0.087
CEP170L	-0.0495
TTC9	2.17675
MYOM3	-1.1555
MLPH	2.494
LOC222699	0.1275
NRG1	-0.686333333333333
TBC1D9	5.38736363636364
TTK	-3.138
ZNF557	0.7062
DDX41	-0.397
FANK1	3.1225
UBE2D2	-0.461
PSMB10	0.49
MYH7B	0.737
GABARAPL2	-0.470375
MARVELD2	1.00716666666667
DGCR2	0.869
UNC45A	0.1435
C6orf72	0.6815
ZNF683	4.83375
GIT2	0.165
CASK	0.0768333333333333
C14orf161	2.924
LRRC44	-0.69625
TIFA	0.527625
UTP11L	-0.7435
C6orf65	-0.2835
FDPS	-0.023
DUSP9	-1.9704
SLC17A8	0.4815
OR51G1	0.2555
NANS	-0.03
OLFML1	1.87075
ATP10B	-0.91725
NPAS3	-0.235
PRKCA	-2.072
GGA2	-0.0634375
LCE4A	0.4195
SPANXN3	0.06325
CCDC115	1.96325
SDCCAG3	-0.88375
GLIPR1L1	-0.09575
TTC1	-0.101
C17orf76	0.39675
MAD2L2	-1.3425
HIPK1	-0.4261
LRRC3B	-0.269666666666667
CLN3	0.177727272727273
C17orf47	0.4015
FMN2	-2.525875
TUBB1	-1.52475
WAPAL	0.358166666666667
C3orf21	0.101875
SCN5A	-0.294
SMYD1	-0.35925
BEX5	1.386
ZNF192	0.089
SEC22A	1.01716666666667
GRIA2	4.69085714285714
KIAA0825	-0.68925
NUSAP1	-3.28072727272727
LANCL1	-0.176
C15orf40	-0.4399
ZNF645	0.09125
GPR61	0.20275
NLRP14	-0.0045
SNX21	0.6076
C1QTNF8	-0.1195
C17orf46	0.37875
IFNA8	0.058
SPRR1B	-1.26983333333333
FLRT1	-0.4445
SNX17	0.691333333333333
ASB2	-0.371833333333333
HBG1	-5.2275
RPRML	-2.35725
JOSD2	0.0978333333333333
PLSCR3	0.6635
SPOCD1	-0.974666666666667
RAB39	-0.153
GHRH	2.44133333333333
ITIH5L	0.6795
C17orf37	0.32025
SMCR8	0.2575
DPY19L2P3	-0.553833333333333
IL11RA	0.591166666666667
GDF3	-3.66466666666667
RPS6KB1	-1.15608333333333
DNAJC19	0.5919
TOP1	-0.8755
CRCT1	0.402375
MPST	-0.125
DPM2	0.11975
FAM38B	-1.0015
SLC18A1	-2.072
FARP1	-0.273166666666667
PAX7	0.097
TUBD1	-1.08075
GNL3	-0.472375
BTG2	1.89753333333333
NDUFS6	-1.13875
C1orf79	-1.77225
ERAL1	-0.414
ECHS1	0.63725
VPS4A	-0.580333333333333
CYP11A1	-0.277875
ABCC6	0.235857142857143
PBX4	-1.068
MOSC1	-0.5555
NCF4	0.93125
HYMAI	0.0635
NAGPA	0.29875
OTOP2	0.32675
ACOT12	0.00125
MTHFD2L	-0.32825
LOC441376	3.857
C19orf34	-0.3665
RAB1B	0.23625
ALDOAP2	-0.8165
NTRK1	-1.53916666666667
ARTS-1	0.5799
SLC6A11	-1.1745
NAP1L2	0.88
CNGB1	-0.113666666666667
EPB41L4B	0.3085
FAM134B	2.636125
HS3ST3A1	-0.529333333333333
CPXM2	4.5965
SIRPB2	0.6325
CHORDC1	-1.17033333333333
TRIB3	-0.888666666666667
SLC2A5	0.87
C2orf49	-0.677666666666667
DDX5	-0.49025
OR5L1	0.1925
ANAPC4	-0.1505
ZSWIM1	0.618125
LOC93622	0.500875
KCNK3	-0.00530000000000001
RP11-35N6.1	-1.61175
ZFP161	0.562333333333333
AQP9	0.9185
SLC15A2	-1.33433333333333
MREG	0.345333333333333
OR9I1	0.0755
PDLIM2	0.9415
ADAM7	0.379
GSTCD	0.210166666666667
WDR21A	0.0565
SLC12A8	1.7305
TMEM174	0.3625
IGSF3	0.243083333333333
LRRN1	2.68925
LOC402117	-0.02425
SRPK1	-1.55716666666667
LY6K	-1.3464375
NFIA	1.6635
PTCD3	-0.49725
LEP	1.39716666666667
PCDH21	-0.621
MAPKAPK2	0.6155
NMNAT1	-1.15616666666667
LHFPL2	0.42475
C9orf43	0.93475
DIP2A	-0.647833333333333
ACTR8	0.288375
CCDC34	-1.0195
PTPN22	-0.478625
ITGA3	-0.842
FAM129C	0.50275
RABGGTA	0.181666666666667
UNC45B	0.18725
KIAA1033	-0.267375
ZNF510	0.0191666666666667
CYP2D6	-0.758833333333333
SLC26A10	-1.675
STX8	0.7405
LUZP1	0.091625
WDR89	0.184833333333333
EIF4G3	-0.3503
C5AR1	0.859875
ZNF623	0.3755
A2M	0.624
TGM7	0.118
GRPEL1	-0.665
LMNB2	-1.6844
ROCK2	0.2305
SNX16	0.464
CCDC66	0.08175
ANXA3	-2.0715
KIAA1609	-0.356
EED	-0.84925
RNF32	0.716
HES1	1.029
CLC	0.201833333333333
ISL1	-0.185
KIAA0528	0.587875
MANEA	0.597625
C1orf61	-2.027
hCG_2001000	0.32
RAPGEF6	-0.1558
KIAA0020	-0.845
NEIL1	1.551
C16orf45	0.20225
RBM10	-0.155333333333333
C10orf125	-0.6525
MRS2L	-0.5115
DNAH17	-0.96475
C19orf10	-0.3035
C1orf160	0.4215
SLFN12	0.859
EXOC3	-0.434666666666667
HIST3H3	0.61625
NCOR2	0.411333333333333
TNFRSF9	0.3345
MFSD8	0.46725
ALX1	-3.15083333333333
NOL1	-1.54125
PODN	2.99925
TIAL1	-0.966
HIST1H1E	-1.8005
NPY6R	0.19
TM4SF4	-0.39775
CORO2A	0.54425
ETNK2	0.807666666666667
APOE	0.4089
ANGPT4	0.2965
HDGF2	-0.2245
G30	0.7005
ST8SIA4	-0.09725
F2RL1	0.341125
FAM19A4	-3.2275
CCAR1	-0.702
B3GNT7	0.14025
OPHN1	-0.353
DSCR6	0.8005
C21orf13	1.207
GAS2L1	0.688166666666667
RFX3	-0.0831666666666667
COPS4	0.414125
BCHE	-4.4135
BCL2	2.139375
HBZ	-2.93183333333333
ARL13B	0.367
MAPBPIP	1.36825
MYO15B	0.899375
SPZ1	0.0445
KIAA1324	3.27766666666667
PLCL2	-0.26425
C4orf29	-0.2225
WDFY2	-0.748875
ZNF284	-0.1485
NAALADL1	0.629
DUSP5	1.44033333333333
PXDN	0.87825
SLMO1	-0.89075
TNXB	0.3365
BIRC7	-1.34525
A4GALT	1.22666666666667
TIMM22	0.48125
FAM110C	-0.0805
TOMM34	-0.75475
ABHD9	0.1315
ADAM32	-0.095
CRHBP	0.172
AQP2	0.42175
LOC130355	0.78725
ZNF187	0.814166666666667
ZNF816A	0.7985
F7	0.758625
CNOT1	-0.9933
SLC13A4	-0.66
ZBTB11	0.036
B3GALT5	-0.01625
EXOC2	0.5345
IRS1	0.8507
TMEM1	-0.289
MRPL34	0.00516666666666668
SAMM50	-0.4945
CDC42EP3	0.631125
HSF2	-0.372
MFN2	-0.0825
TSPAN7	-1.09683333333333
NUCB1	0.556666666666667
RHOH	0.936
ARL16	-0.066
TACR1	0.13275
SFRS5	-0.697166666666667
SNX25	0.112
RHBDF1	1.42566666666667
PCDH18	1.83983333333333
HMG1L1	-1.13725
MYO5C	0.98125
MAPK10	-0.21
LDHAL6A	0.471333333333333
NUDT12	1.36633333333333
NCAM1	0.157125
GLIS2	0.584
GGTL4	-1.2265
DAPP1	1.2045
ATF7	0.629625
KIAA0748	-1.00975
NFIL3	-1.9635
TM6SF1	-0.066
SEZ6	0.082
NANOS3	0.733833333333333
DNAJA3	0.062
CLDN6	-2.709
CIITA	2.4796
EPHA4	-1.05141666666667
FANCC	-0.6275
CMTM3	1.453125
PSG3	-0.497875
MRPL15	-0.12525
C21orf59	-0.3405
PLCXD2	0.06975
C2orf34	-0.173875
UBE2L6	1.36525
MED14	-0.231
HP1BP3	-0.346
C6orf208	0.835
TPBG	0.93125
OSR2	0.177625
XPC	0.603166666666667
KLHL7	-0.654416666666667
CCR3	-0.514833333333333
AGTPBP1	-1.59833333333333
PCSK6	1.17453333333333
STAT5A	-0.573
FAM18B	0.51025
LONRF2	0.7025
PTPN2	-1.093625
SF3A3	-0.9455
EFCBP2	0.02425
HCFC1	-0.7125
AHNAK	0.6482
ACTR5	-0.578
KIF14	-3.48128571428571
TENC1	1.40175
HEATR5B	1.2205
YIPF2	0.609
MYEOV2	0.3245
DUSP18	1.09425
KIAA1012	0.22975
AHR	1.17216666666667
C17orf53	-1.47033333333333
PTPRH	-3.76975
ATP6V1C1	0.4354
TAS2R3	-0.0805
LOC440356	-0.309
COQ10B	0.4145
PSMF1	0.411583333333333
SORBS2	2.64491666666667
NFE2L2	-0.257
TMCO7	-0.44375
SH3PXD2A	0.0989
SH2D2A	-1.108
SPINK5	-2.6925
MRPS24	-0.6895
OPA3	0.2805
TRAF7	-0.368666666666667
C4orf35	0.0501666666666667
MT1G	-1.442125
MGC39545	-0.00624999999999999
HS1BP3	0.4667
OR2B2	0.413
CHRM4	0.2345
SFRP2	4.09491666666667
RIC3	-0.03925
ART1	0.3455
C6orf1	1.658375
DUS4L	-0.43375
C10orf104	0.57975
TNFAIP6	2.8395
RTEL1	-1.2255
CCT4	-0.669
ZNF709	0.2055
CHMP6	0.387666666666667
UPP2	0.55175
CYP19A1	-1.792
CD151	-0.00100000000000002
NDUFA13	-0.0323333333333333
ARFRP1	-0.986166666666667
FAM26B	2.31775
CRYBA1	-1.4645
MRPL41	0.0278333333333333
NPFFR2	0.38875
HRH2	0.165
SCAMP3	0.681166666666667
MTMR6	0.2603
MTG1	-1.12733333333333
UBTD1	1.63575
CRABP1	-2.933
FLJ33790	0.8706
KIAA1908	-0.410666666666667
GPR158	-3.15825
PACSIN3	0.176666666666667
OMD	4.40766666666667
CATSPER1	0.407166666666667
HOXB8	-0.540625
FBXO46	0.9305
OAS1	1.54033333333333
SVIL	0.25325
PHB2	-0.8685
ADCY3	0.245
NDRG2	1.0395
ERMAP	0.741
APBA2	-0.557833333333333
IGSF9	1.71475
WNT6	-0.683642857142857
MYCBPAP	1.014
ATP2B2	-0.1437
CPVL	-0.8401
TRAM2	-0.607583333333333
NOP5/NOP58	-0.99375
ZNRF4	-0.2685
TLK1	0.321125
MTMR12	0.0991428571428572
ZNF384	-0.327333333333333
FAM9B	-2.46175
RPN1	0.5305
PMVK	1.668
EIF3D	-0.1646
SIX2	-0.4135
HPS1	0.237785714285714
RNF7	0.66975
PSKH2	0.4175
KCTD13	0.0411666666666667
CSMD3	-0.4621
FBF1	0.143
IL8	-4.63625
SERPINB13	-0.12325
FBXL20	0.398
BLR1	0.3635
SH2B1	0.236833333333333
RFNG	0.113
RAB20	0.281166666666667
RBM7	0.0725
POLR1A	-0.373
TMPRSS4	-3.00475
TAF9	-1.076875
TERF2	0.019
TNFRSF1A	0.86425
ACADVL	-0.691333333333333
GTF2H5	0.47975
EDG8	-0.373666666666667
C9orf140	-2.04325
UST6	-0.15475
ZBTB8OS	-0.857
ZNF710	0.602
GPR174	-1.0065
ATP6V0A2	-0.36825
KIAA0319L	0.30525
XKRX	1.2155
DOPEY2	0.4003
SDHD	-0.34325
SUMF1	2.65
OSM	3.506
OPN3	-0.423
DAGLB	0.036
PPFIBP1	0.2989
TRIM63	-4.07825
C10orf53	-0.2485
LYPD3	2.14516666666667
BCL7A	-0.178125
AGER	-1.3765
TCF19	-1.260375
SAT2	0.71725
PFTK1	0.4375
GABRE	-3.004375
C15orf38	1.1756
FIS1	0.365
KCNV2	-0.07275
CLPS	0.1735
PPCDC	-0.676375
FOXN2	-0.517666666666667
NT5E	-2.4339
CD83	1.2575
IL18	0.820625
VPS16	0.30775
IGFBP2	0.669666666666667
NOTCH2	0.8305
SIGLEC1	2.86725
CD93	5.3215
SULF2	0.45775
CEP164	0.065
P53AIP1	-0.0266666666666667
TOR2A	0.0536666666666667
ZNF136	0.70475
MGP	3.2923
CCDC144A	0.6325
TRPC1	-0.103
SMS	-1.34983333333333
MAPK7	-0.190833333333333
RRAGC	0.637
PARD6A	0.166166666666667
NUB1	0.7415
SYNGR4	0.52
OR11H12	0.1075
WIF1	0.151625
GCH1	0.30075
OR11H4	0.1685
SLC44A5	0.5005
GPRIN2	2.38266666666667
LOC401431	1.3155
CPA4	-2.8953
MELK	-3.82533333333333
IL15RA	0.92025
CUL3	0.64625
HMBOX1	0.862
PODXL	-2.12225
CCT6B	1.592
COMTD1	-0.62375
MUC20	1.82716666666667
GPX2	-3.712625
ITK	-0.781
FBXL5	1.967
C13orf27	-2.5325
DEFA5	0.5145
TRHDE	-0.2135
MTP18	-0.092
UQCRQ	-0.2068
ITGB2	2.029
CSRP2BP	0.595
TAS2R44	0.3665
PHPT1	0.359
FAM44C	-0.12225
ERH	0.27325
MPHOSPH1	-2.01316666666667
MORC1	-0.0595
PARVB	-0.907
LAMA1	-1.98833333333333
PGBD3	0.84425
GIMAP6	3.9015
AREG	-3.4865
LIPT1	0.96525
MGC99813	-1.4365
C1orf201	0.0985
GRIN2A	-0.7108
MAN2C1	-0.781875
NSUN5	-0.584
SF3B5	0.5635
MYC	-1.5325
NRXN1	-0.438666666666667
ZNF18	1.215
SPDYA	-0.316625
SLC37A1	0.783
DECR2	0.795
ANKRD38	1.600875
SPTLC3	-0.213666666666667
SUPT16H	-0.600375
DTWD2	0.14575
ULBP1	0.419
ZADH1	0.655666666666667
OIP5	-3.73075
IL10RB	0.333666666666667
OTUB2	0.425
VWA3A	0.1545
SPIC	0.2135
OR6C4	0.2745
PSCD4	1.61416666666667
DPY19L2P2	-0.724
TRAPPC6A	1.4205
C21orf2	-0.143166666666667
CEMP1	0.13775
LIN7B	-0.142
E2F7	-3.208
VCP	-0.2770625
LAMA3	0.548833333333333
BGN	2.0065
GPR160	2.38966666666667
COCH	-4.45566666666667
GPR81	2.29833333333333
APOBEC3F	-1.59925
tcag7.1017	-0.247
C1orf32	0.2075
SCGB1D2	7.06175
FLJ43987	-0.1555
C6orf170	0.611
KLK9	0.4485
GPD1L	2.132
VPS37B	-0.64175
ATG3	-0.0148333333333333
ADAMTS17	-0.1485
KLHDC2	0.314833333333333
NDUFV2	-0.06875
BLK	-1.81675
MATN4	-1.505
GPM6A	0.30275
GBP4	3.15616666666667
TMEM162	0.337333333333333
PKP2	0.769
HRASLS	-0.406444444444444
MMP1	-3.513
SFXN3	0.3047
FSD1	-1.881
ST6GALNAC3	-1.64233333333333
CA12	2.9356
NCOA6	0.271
C19orf58	-0.5833
PPP4R1	0.511833333333333
MAN1A2	0.590833333333333
IKBKAP	-1.2275
UPF1	0.0276666666666667
KIAA1219	0.37325
WNT16	0.405
SNW1	0.114375
IL18RAP	2.49425
RPP30	-0.24625
CDC40	-0.0175
SETD3	0.124833333333333
SLAMF6	0.1195
ELK4	-0.2725
TRIM47	0.841166666666667
ACOX3	1.4545
TRIM6	-0.156125
KIAA0372	-0.569166666666667
TP53AP1	1.299875
SMURF2	-0.18425
ADAD1	0.24675
EBP	-1.1407
KRTAP13-2	-0.142
FLJ36874	-0.457166666666667
TOR1A	-0.275166666666667
P2RY4	0.6165
GPBP1	-0.1615
TRPV1	0.491375
ADAMTS12	0.816166666666667
PES1	-0.4714
ATG4A	0.607333333333333
MAGEA10	-4.4915
WFS1	1.776
CC2D1B	-0.37
PABPN1	-0.574875
SLC25A30	-0.246
SLCO1C1	0.244833333333333
SLC22A5	1.12375
KIF23	-3.216
SYN2	-0.561
ASPN	8.6725
CENTG2	0.55675
QSOX2	-2.0605
FLJ10815	-0.0793333333333333
STK24	-0.7275
SPEG	-0.1808
STK10	0.142833333333333
DACT2	-2.335
AAAS	-1.00775
SSX3	-1.359375
ABCD3	0.4056
C4orf12	0.422
PARVG	1.146
FIG4	1.159
C9orf46	0.61425
TMCO6	-0.5115
IGHMBP2	-0.87725
DUS2L	-0.656333333333333
FAM3C	-0.28675
TMEM16D	-1.919125
DCTN4	0.23575
KCNH3	-0.2565
EIF2AK2	0.63075
AP1S3	0.1475
CST4	0.0735
PAM	0.3016875
NUTF2	-0.89675
CITED2	0.678
SLC39A4	-0.21825
C2orf52	-1.043
GRM3	-0.11275
C12orf49	0.325375
CCDC49	0.2432
GRAMD1B	-1.406875
FNDC4	0.509
SIAH2	1.640375
GDPD4	0.303
C21orf87	0.902875
ATP5A1	-0.413333333333333
C16orf63	-0.181125
LOC388135	-0.334666666666667
ATP5J2	-0.752625
MMP3	-1.3915
EMID2	-0.227
CRHR1	0.30425
WDR70	-0.3005
C13orf31	0.507
ZFAND1	-0.149
CCL18	3.09483333333333
C3orf49	0.098
RINT1	-0.3215
KIAA0408	-1.239
F13A1	5.2506
SLC10A1	0.0885
OGN	2.62525
GIPC2	-1.23816666666667
XPO6	-0.289333333333333
LCE1A	0.7515
FMR1	0.0186
LOC374920	0.01975
DUSP3	0.155125
ANKMY1	0.70675
C7orf50	-0.035
BBS9	0.313
UNC119B	-0.430625
C9orf72	-0.389375
MGC35440	-0.4995
ENTPD6	0.516625
PPP1R2P9	0.00125
