Hybridization REF	TCGA-AN-A0XW-01A-11R-A109-07
LRRC1	1.9255
GAS1	2.701
PRAC	-0.315
DGKA	0.1455
NT5C3	-0.46875
PEG3	-3.409
NADK	-0.803
PRR17	-0.28675
LOC374569	-0.18825
SGSH	-0.323
NLRP8	1.4215
GALT	-0.7169
MCF2	-0.3865
ZNF263	-0.19375
TACSTD1	0.902333333333333
TYR	-6.3741
ATP6AP2	0.3795
RNUXA	-0.129
ABHD10	-0.086
GDPD2	-0.7925
SLC35C1	0.4655
UBE2A	0.5375
HERC5	-0.197833333333333
FAM112B	-3.984
FBXL16	0.343
DKFZP434A0131	-1.30675
ELA3A	-2.48
RBM41	-1.585625
HAO2	0.11525
RNH1	0.070125
SHANK2	1.541
OSBP2	-0.995375
DAK	-0.592333333333333
C3orf58	0.315583333333333
TCL1B	-0.1475
KBTBD2	0.047875
SUGT1L1	0.21
UBE2E2	0.709833333333333
MYL9	2.748375
CDC23	-0.571166666666667
PBXIP1	1.1661
CXorf40B	0.7075
NBL1	2.01525
RTBDN	0.4375
RAB11FIP5	0.332375
TTTY13	-0.7525
SCOTIN	0.14425
SOHLH1	-0.817
CDKN1A	0.4235
NCK1	0.20925
ZNF550	-1.2345
SAPS3	0.232583333333333
SPIN3	0.197
MAGEE2	0.142
MIS12	-0.799666666666667
OR8H2	0.384
KIAA0774	-0.239833333333333
UNC5D	-2.1065
CUL7	-0.303
LIPC	-1.97383333333333
DIO1	0.9575
C20orf11	-0.6089
CTRL	-0.7355
HS3ST2	1.7015
PAK4	1.15816666666667
CCRL1	4.565
RNF10	0.36475
ZNF567	0.55375
ZNF660	-0.599
TCEAL3	0.87725
MAGOH	-0.761166666666667
CENPB	-0.0311666666666667
C19orf7	0.516
LOC388965	0.01375
ZCCHC13	0.396
JMJD1A	-0.3986
HIST1H4H	1.212
TBRG1	-0.6275
GPC3	-4.341875
TAF1C	-0.917625
EBNA1BP2	-0.6505
CIAPIN1	-0.347
PDGFRA	-0.0449444444444444
CSTB	0.185625
CENPI	-1.5145
GTF2E2	-0.0373333333333333
RPP21	0.49625
CCNF	-1.41133333333333
KCNQ3	1.1245
FAM79A	0.61925
SLC22A12	0.6035
NOVA1	2.6515
FZD3	-0.1093
AKAP8	-0.61625
SOCS5	0.4455
CFDP1	-0.55425
DLG5	-0.02875
PGM5	0.39675
C1orf144	0.599083333333333
HDAC10	-1.523
RND2	-0.849
C20orf199	-1.71775
RNMT	-0.718125
SLURP1	0.58975
ASTN1	-0.51425
SH3BGR	1.935
MYCL1	-0.53925
ZHX1	-0.253
CENPK	-2.55775
FOSB	1.2936
LOC643406	0.341125
C2orf59	-0.912625
TMEM135	-0.15525
SLC27A2	-0.34475
KRT33A	2.03
OVOL1	-0.261
PAMCI	-2.90733333333333
S100A7	-0.614
ZNF789	-1.1145
HARS2	0.214
RPL23A	-0.159666666666667
TCF23	0.49175
UPF3B	-1.341375
C17orf78	0.833
HLA-DOB	1.43916666666667
C14orf142	0.526333333333333
TEKT5	1.103
DMWD	0.4105
POLD1	-1.20866666666667
GSCL	0.1255
CALD1	0.9173
SCRT1	0.234333333333333
AIG1	0.22825
UNC84B	-0.25375
ZNF404	-0.7835
TMED6	-2.6995
KIAA1462	0.7425
LRRC27	1.54783333333333
PYGO1	-0.0235
PIGU	-0.318333333333333
ALAS2	-3.86266666666667
WRNIP1	-0.132125
CNNM3	-0.314
ZNF2	0.5345
ST3GAL5	0.9185
MRPL23	0.048
TSSK6	-0.42975
PSMA6	-0.367
C16orf70	0.1755
KIAA1602	0.2395
ALMS1	0.3095
DCN	4.03075
TMEM132D	-1.075
SUCLG2	0.126
ABHD14A	0.72375
DEXI	0.503833333333333
AMPD2	-1.4435
IFNAR2	-0.242166666666667
CYB5A	1.8972
TLOC1	0.53315
NXF5	-0.551833333333333
NRBF2	0.44225
KCTD3	1.46775
ITGAE	-1.21766666666667
SLC30A3	-1.77816666666667
ZRF1	-1.185
IFRD2	-0.064625
XAB1	-0.30675
PYCR2	-0.6425
SERPINB3	-2.3455
TMLHE	-0.1492
GEFT	-1.182625
ABCA5	-1.541875
EMR4	-0.0943333333333334
TSFM	-0.7955
HIST3H2BB	0.027
ARHGEF19	0.96475
TSPAN17	0.234166666666667
ABCC8	5.098
MAP1S	0.458166666666667
C22orf36	0.4695
BNC2	0.931285714285714
HIST1H4A	-0.78025
NDUFS3	-0.317
WDR3	-1.44833333333333
XKR4	-0.9625
TTC33	-0.52
STMN2	2.3765
CPN2	-1.00733333333333
HSPC105	1.53
PCOLCE2	-5.87875
C3orf55	2.6185
KLHDC9	1.0515
TBC1D23	0.575
ATXN2L	-1.40441666666667
MAP2K3	-0.140583333333333
SCAP	0.01325
ZNF486	-0.496166666666667
C20orf96	-1.2675
NARS	0.30675
ADAMTSL1	-0.594928571428571
PRCC	0.852833333333333
CCDC126	1.184
ZNF675	-0.5165
CALCOCO1	0.6645
ANKRD43	-0.17175
CWF19L2	0.1255
ZBTB32	1.995
BRAF	-0.90875
ODF4	0.34175
MGC14376	1.332
HORMAD1	-1.63033333333333
AAK1	0.100583333333333
PEBP1	0.34675
TNFSF5IP1	0.2285
DKFZp564N2472	0.66125
RMND1	-0.434875
IGKV1-5	4.42125
COL1A2	4.04
SERPINA5	0.589125
AANAT	0.621
C19orf21	1.366
GEMIN5	0.14925
UBR4	-0.4705
LTBP3	0.478333333333333
AMHR2	-2.097
PROCR	-0.475
MYBBP1A	-1.64675
C20orf39	2.01466666666667
ZNF697	-0.561625
PASK	-0.381
ZNF776	0.335666666666667
RFXDC2	0.101125
KIAA0467	-0.03025
C10orf96	-0.8205
ZNF503	-0.5465
GULP1	-0.835666666666667
KCNE4	2.08283333333333
DKFZp434K191	-0.928125
LOC196913	0.0865
BHLHB4	0.4885
CH25H	0.95875
LOC81691	-1.43383333333333
ALPL	-0.038
COL12A1	4.288125
FOLR3	-2.3175
GPR123	0.111125
TRIM62	0.379428571428571
ABLIM1	-0.145
MAST3	0.03275
RHBDD1	1.30116666666667
LOC338809	-1.2385
RYBP	0.04125
TTC26	-0.407125
ZNF22	0.147333333333333
ISCA2	0.022
RDM1	-1.737
PIGM	1.09025
GNB3	-1.071
ACTR2	-0.023
HMGB1	-0.46895
EDG1	2.21633333333333
SOAT2	-2.835
OR10AD1	0.361
RAP1GDS1	0.526
LCE1F	0.324
ESM1	-0.101
RCN3	2.72025
CREBL1	-0.72975
DBNL	-0.619666666666667
PTGER3	2.769625
USP30	-0.0803333333333334
BCL2L12	0.267666666666667
KIF26B	2.879
ZNF416	0.8295
ZNF225	0.549
C17orf70	-0.489
ZNF554	-0.13775
RAE1	-0.476166666666667
TNIK	0.204833333333333
ACTN3	0.855
MGC45922	0.806
CCNA1	0.3005
RYK	0.327666666666667
IL26	0.403
LRP3	0.853833333333333
QARS	0.114
SOX7	0.655
BID	-0.35875
OR2S2	0.262
CXCL14	4.3485
C11orf47	-0.6315
MGC29891	0.4425
HSPB8	1.4806
PRDM14	-1.603
NUFIP2	1.497
MNAT1	-0.80925
ZDHHC2	0.574
MBNL2	0.5895
ADD3	-0.29625
CSNK2A1P	-0.85675
KLK6	-0.4935
TMEM111	0.2747
KIAA1279	0.67375
NUBP2	-0.239
RAB42	-0.478
ID3	-0.2702
TM9SF1	0.88825
MDP-1	-0.55975
POU4F2	0.1095
IQCK	0.9825
C16orf14	-1.02475
CAPN3	-1.55275
FAM43B	-0.440375
RECQL	0.053
AP1G1	0.296928571428571
CTNNBL1	-0.269333333333333
ECHDC1	-1.9775
SMARCC1	-0.3779
FOXQ1	-0.845125
GNAI3	0.0361666666666667
POLG2	-1.826
CD4	1.7975
ITLN1	0.84225
EBI2	3.96475
IRF1	1.83625
PTPRE	1.8355
PTK2B	-0.8395
NXNL2	0.2175
SOX4	1.07577777777778
TSPAN3	-0.453333333333333
SH2D1A	-0.7745
C8orf58	-0.0945
USP20	-0.93
DUSP22	-0.764833333333333
CALB1	-2.2865
L3MBTL2	1.10266666666667
MCRS1	-0.37475
TMEM118	-0.0685
C18orf8	0.979166666666667
FLJ10241	0.734125
GJA12	0.28575
PKD1	-0.699666666666667
ZFP3	0.3375
JAM3	-0.430375
LAPTM4A	1.18
DIRC2	0.6875
KIAA2022	0.8
MYOM1	0.678666666666667
TRPM8	-1.957
MOP-1	1.056
PHKG2	0.12175
ZNF650	0.742625
KIAA1522	0.69975
PSG8	-1.55133333333333
DDX19B	-0.013
MOBKL1B	0.26825
DIAPH2	-0.644
PTPN12	0.0645
CLN8	-1.0225
CRYZL1	-0.2715
CRY2	0.381583333333333
FCGR2B	4.42583333333333
PNPLA4	0.9205
ZNF454	-0.4945
DKFZp434B1231	-0.08575
CLDN11	0.3786
RFWD2	1.14033333333333
CIB2	-0.715833333333333
MXRA8	3.753375
HRK	-0.735875
MAML2	0.59825
C4orf31	-0.06575
C6orf192	-1.329
COG6	0.190125
FAM5B	4.2155
NFATC1	1.1719
SEPT10	-0.85575
SCYL1	-0.631
RPP40	-1.33275
SCOC	-0.2374
KIAA1450	0.50225
CTDSPL2	-0.4265
TBX5	2.521
NAPG	-0.494875
RHD	-4.68025
C14orf45	1.77666666666667
ZBTB22	0.064
PLCG1	-0.802
ANKRD10	-1.048375
AQP7P2	-0.67625
TAGLN2	0.6995
HTR2C	-0.593
SLC16A7	-1.07066666666667
C17orf83	-0.27825
TSGA14	-0.48725
MDH1	-0.02825
PPP3R2	0.0155
DCBLD2	-1.00078571428571
RBM33	-0.858375
DPH3	-1.01575
SYT10	-0.953333333333333
FMO4	3.43325
THYN1	-0.88875
DRD5	-1.4005
OTOR	0.534375
PGRMC2	-0.6291
KATNAL1	-0.49525
PAQR6	-0.062
UBE2I	-0.14375
C14orf28	0.367
C8orf70	0.3675
FLYWCH1	-0.353625
ANGPTL3	-0.94025
GLRX2	0.162833333333333
ATP11A	-0.977857142857143
ARL5B	0.1895
MUC16	-2.58725
SLC25A5	-0.712142857142857
ACRC	-0.8255
MYO1C	-0.551375
FAM89B	0.995333333333333
FAS	1.454875
KIFAP3	2.03475
GLRA2	0.408
BTN3A2	1.5935
CNKSR3	-0.154
CSTF3	-0.687666666666667
ARPM1	0.813
KIAA1530	-0.992
C9orf150	1.62466666666667
PRKCI	-0.30925
tcag7.1015	-1.0165
SOD3	-0.68
ZNF574	0.758
CYP21A2	1.968
RPL12	-0.16875
COMMD2	-0.7815
WIZ	0.21575
LOC344405	-1.91025
ALDH4A1	-0.615588235294118
CRYAB	2.4285
COPA	0.380733333333333
PCDHGA7	0.408166666666667
KIF11	-0.97675
RASD2	0.163
SLC26A3	2.02
ZNF175	0.532
JAKMIP2	0.848375
C8orf4	3.822
PTHLH	4.35425
SLC40A1	3.35541666666667
OR7D4	0.4805
PCDHB17	-0.1075
CD36	0.193071428571429
C6orf203	-0.1736
PRKG2	-0.095
LOC400566	0.64375
ANAPC13	0.11725
SLCO3A1	-0.12325
ZNF692	-1.298
FANCL	-1.4635
SH3GLB1	0.285
C12orf61	0.4295
KBTBD6	0.07475
SUPT5H	0.59625
XRCC6	0.1164
HUS1B	-0.6868
FAM133B	-0.789428571428571
LOC728276	-0.2845
KCTD18	0.41675
SOS2	0.674166666666667
CCDC99	-1.1505
C1QTNF5	4.09
NNAT	0.0943333333333333
USP16	-0.22275
LARS	-0.782875
ZBTB2	0.122125
ABO	0.1755
TRAF3	-0.00800000000000001
GALNT5	-0.0755
NAP5	0.848625
ALG14	2.3655
KIAA0515	-0.372653846153846
WDR75	-0.65
TEX261	0.678916666666667
LY86	1.786
LOC389072	-0.5985
FLJ13611	-0.04675
MRGPRX2	0.482
SNRPA	-0.620625
OR2G2	0.3885
GPRASP2	0.228
C7orf42	0.7048
C9orf163	-0.369
CYP11B2	1.0515
FCRL3	1.4555
PRDX1	0.46875
FGB	-5.05183333333333
COX17	0.00116666666666667
C16orf33	0.2765
PIWIL1	-0.322166666666667
FOLR1	-2.87516666666667
KIAA0082	-0.4235
FREQ	-0.597666666666667
TMCC2	-0.744
TCF12	0.83475
ZNF721	-0.45375
FAM130A2	0.272
POU4F1	-2.1255
SNRPF	-0.902875
SGIP1	3.12516666666667
ZNF641	0.958666666666667
EMG1	-1.118125
PRRG4	0.871
HIRA	-3.2555
MYNN	0.357666666666667
AEBP2	-0.427333333333333
TBXA2R	-0.1025
ISL2	-1.31683333333333
PCDHB11	0.081
RNF144A	-0.095125
MARCH5	-0.117625
DULLARD	-0.180333333333333
DCLRE1B	-0.9195
ITGA8	0.69575
TP73	-0.284
PRKCD	1.19775
NDUFB4	0.737
ATP13A4	2.2525
ANTXR2	0.0421666666666667
COL4A3	-1.06883333333333
MYO10	-1.5899
SLC6A18	0.6295
PEX1	0.27075
TMEM74	-1.201
RBM19	-0.65375
TAPBP	0.63535
RUNX1	0.796125
MID1	-1.25716666666667
GPR64	-0.445
RASEF	3.1375
GABRG1	-0.08
MYO16	0.2545
DBF4	-1.22383333333333
TSHZ2	2.94425
RIPK2	0.3455
PPTC7	-0.225833333333333
KIF4B	-0.338
LRRC31	4.444375
ZNF540	1.987
EFNB3	0.156333333333333
LOH12CR1	0.05625
STON2	-0.0696666666666667
GLP1R	0.03025
CSTF2T	0.22125
IREB2	-0.830875
GRSF1	0.13475
PDCD7	-0.926
LRRC43	-0.199
CNR1	0.0776666666666667
IL1F7	-0.299
C12orf64	-0.3605
FAM69B	-0.687
NR2E1	-2.23783333333333
MS4A6A	3.4
FTL	0.8359
C7orf36	-0.135
PCLO	1.6661
DYRK2	0.874916666666667
ARIH2	-0.80725
SAMD7	0.4075
SCNN1D	-0.806
SLC32A1	-0.687625
C22orf25	-0.034
MRPS18A	-0.3088
GPR112	0.06
EARS2	-0.6815
ERN2	0.679
ATPBD3	0.7075
PRH2	-0.045
CDKN2D	0.468166666666667
PGLYRP2	0.07125
TRIM40	-0.10925
SEC14L3	0.833333333333333
SLC22A1	-0.0625
BTN2A3	0.0685
RASA4	-0.4895
CCNL2	-1.14966666666667
MYBPC3	0.409
GJA4	3.53825
CDC42SE1	0.97975
TRPV2	-0.4815
MYPN	-3.6578
SIM1	0.529
CDADC1	-0.355333333333333
ZFHX4	1.86975
NIBP	1.17216666666667
ADAMTS19	-0.97325
ABTB2	-1.2205
TSPYL2	-0.402
EIF2S3	-1.5296
SOX30	0.022
AP2A1	0.0941666666666667
DKFZP564O0523	-0.507833333333333
LOC285398	-0.23925
CDH18	-3.00025
CHL1	3.0875
GATS	-0.5389
TBC1D2B	0.6655
OR1J1	0.124
GSN	1.196
DPCR1	0.4675
GARNL4	-0.396166666666667
SMARCA5	-0.642
PLEKHG3	0.383833333333333
ZBTB45	0.927
FRMD6	0.8475
PLS1	0.528
DGKZ	0.024
EFNA1	0.6237
WDR85	-0.7145
ANK2	0.17375
PAGE4	-0.872
SENP6	0.539833333333333
AKR7A2	0.154666666666667
FKBP10	-2.25475
VEGFC	-0.620666666666667
LARP1	-0.462625
SRBD1	0.04925
ITGB6	3.53625
SLC1A2	0.978571428571429
INVS	-0.296166666666667
MPO	0.54375
MOBKL3	-0.0245
CUTL2	-0.427
KLK2	-0.110666666666667
VIM	0.358
REG1B	-0.266666666666667
PCDHGC4	0.65475
C3orf34	0.144
SUMO3	0.156666666666667
CST9L	1.389
MLL4	0.1165
SPR	0.753833333333333
SAMD9L	2.27075
ABCE1	-0.616
SUPT3H	-0.1115
ACTBL1	-0.021
ADAMTS4	1.45783333333333
SLIT3	3.566
RHEBL1	-0.202
NPM2	-1.42675
MAN1C1	0.993875
KIAA1856	0.669833333333333
HSPA6	2.048
LOC388152	-1.0485
C10orf140	-1.9695
ZDHHC12	0.298
LIN7A	0.8363
PHC2	0.164083333333333
SPHK1	-0.015
TRIM26	0.41225
FAM83E	0.4695
C18orf24	-0.493666666666667
ZNF578	0.348833333333333
ORAI1	-0.74075
RUVBL1	-0.45925
C7orf20	-1.14183333333333
APAF1	-1.458
SLC36A4	-1.59283333333333
MYH11	4.51183333333333
NEK1	0.349
MPP2	-0.983
C12orf24	-3.02775
TNK2	0.20425
ZNF289	-0.3445
MATN3	1.49657142857143
IFNGR2	1.33133333333333
ITPR1	2.021375
EBF3	2.6348
TBC1D20	-0.3862
OR10P1	0.30575
DDAH2	1.517
SHPRH	-0.84875
STX7	0.194
LOC554248	-2.567
BCAR1	0.71675
ATXN3	-0.24625
TRIM27	-0.09475
CDC42EP2	-0.0305
CHP	0.304714285714286
SOX17	1.75925
ZNF259	-0.644833333333333
CHCHD1	-0.089125
ZDHHC19	0.227
GBP2	3.8
GARNL3	1.324875
MRC2	0.63075
C1orf52	-1.21625
AOF2	-0.676166666666667
LRPPRC	-0.4425
ACVR1C	-0.153333333333333
TM4SF18	2.375
TMEM169	-0.157333333333333
PPP1R16A	-0.562875
EBF1	0.371833333333333
RRS1	-0.9615
SNX2	0.133
OR2T2	0.268
RBX1	-0.00475
ANKRD54	0.759666666666667
TSNAX	-0.312666666666667
TMEM83	-1.922
ZBTB7A	0.4055
ATM	-1.30691666666667
LOC338328	0.97
TIE1	0.7695
HIST1H3G	-0.472833333333333
PASD1	-4.12366666666667
TINAG	0.62725
PCDHAC2	0.8845
LRRC15	1.968375
WBSCR17	-1.27075
TFF2	-0.0085
PARP2	-0.52225
NDFIP2	-0.329625
PCDHGB2	-0.1185
WDR60	-0.26125
MAP7D2	-1.064
USP45	-0.132
GSDML	-0.7495
TNS1	0.0556
PLCD4	-0.23225
IQCD	0.8755
SMPX	-1.11175
CD9	0.915333333333333
SRGN	1.522
CASP7	0.703625
INOC1	-0.0366666666666667
DKFZp451M2119	-1.791125
VMAC	1.034
USP53	0.3647
CAMK1G	-0.042125
TMEM106A	0.5485
CDC20	-1.2571
ACSL5	0.0836666666666667
CBWD5	-1.837125
C1orf87	0.197666666666667
KIAA1274	1.34175
PRUNE2	-1.36692857142857
LYPLA2	-0.386666666666667
DOK6	-1.1125
GPR149	-0.044
FAM30A	3.31375
TMEM129	-0.38275
SLC35B3	0.37575
ACPP	-0.3992
LOC200261	-0.7265
SLC4A7	-0.2551
CCDC40	1.9665
GART	-1.004375
THOP1	-1.67225
SCARB1	-1.282625
CACNA1F	0.102
TRIAP1	-0.434166666666667
SYT14L	-0.5355
SFRS8	-0.3205
PBOV1	0.39675
GOLSYN	2.961
GJB7	-1.6175
CAMK2N1	0.52625
GREM1	4.68233333333333
FLJ20433	0.414
QPCT	-2.948375
PRKAG2	1.06283333333333
H2AFX	-1.2925
C6orf154	-0.0145
PLOD3	-0.88125
ZBTB39	-0.110333333333333
WASF3	-0.58325
DRG1	-0.309
PRR4	-0.4075
SPCS1	-0.1455
KDELR3	1.46216666666667
SRP19	0.0205
GABRA6	0.54125
MFSD1	0.78675
MMEL1	0.3685
PDXDC2	-0.5822
BUB1	-2.04177777777778
RNF138	-0.7795
MYLPF	-0.0618333333333334
AIF1	2.00433333333333
DYNLRB1	0.3721
HCN3	-0.953333333333333
HIST1H2AI	0.6765
MAP4K5	0.287916666666667
LASP1	0.730375
LOC130951	0.384
PLAA	0.195625
KRT6A	-0.36
C6orf117	-2.2965
ARHGAP23	-0.2285
PTF1A	-0.659
GPHA2	-0.52375
LCE3B	0.267
MCL1	0.677071428571429
EHBP1	-0.538833333333333
PRNP	-0.0881875
ZSCAN1	0.815
C1orf113	-0.411
FOXA3	-3.008875
NEB	0.97025
ASGR1	-4.4085
CTGF	2.28483333333333
RAB17	-0.367833333333333
MST101	-0.19925
JARID1B	1.9992
USP37	0.0524
PTBP1	-0.564333333333333
PTPN7	0.602833333333333
CDC7	-1.66616666666667
SNX7	1.715
ZNF335	0.18625
CPT2	0.1635
HEATR1	-0.4355
HSPC152	-0.03425
C5orf40	0.39825
PSME1	0.861
STAG3	-1.62575
TMEM154	-0.0936666666666667
KLHL32	-0.273
TSGA10IP	-1.143
SUV420H2	-0.932833333333333
SF1	-1.3157
2'-PDE	-0.137375
PNLIPRP2	0.7435
TRSPAP1	-0.1895
NUP210	-1.32733333333333
ANP32C	-1.879
RAB11B	0.7025
ASB15	1.5215
ITGB3BP	-1.4265
UBASH3A	0.53825
YWHAB	0.53125
TPRX1	0.05
LY6G5C	0.284375
SLC7A2	0.8105
CLK1	0.1372
HSD3B7	0.180833333333333
VDR	2.481
C16orf74	0.1515
ACE	0.97275
PSMA2	0.0746666666666667
CCDC131	-1.007625
ZNF213	0.648166666666667
EML2	-0.3945
ALS2CR13	-0.0418333333333333
GLYATL1	2.771
DSPP	-0.345
DHFRL1	-0.128
C10orf30	-0.826
SH3RF2	1.1515
LOC197322	0.0538333333333333
DLL3	-1.39
TIGD7	0.14975
GFRA3	0.153
CPA1	-0.125666666666667
RTN4	0.331833333333333
PPT2	-1.42933333333333
FASLG	4.18416666666667
FOXP4	0.518375
RPL26	-0.7781
GNL3L	-1.4235
FMR1NB	-0.408166666666667
CD163	6.587
SGPP2	3.68475
GIMAP2	2.0155
CD37	1.85766666666667
DPT	4.08791666666667
NBLA00301	2.55725
RGS5	1.89108333333333
C9orf4	0.5985
ACTL8	-3.72166666666667
PRKAR2B	-0.221625
OPLAH	-1.6805
C20orf134	1.24775
SPACA5	0.14625
TBL1X	-0.334833333333333
TSPYL3	1.0715
CHCHD3	-0.56275
CRKRS	-0.403166666666667
GPR65	6.01975
DFFA	-1.07675
FUT1	0.59175
C6orf204	-0.519666666666667
TMEM51	0.581
ZNF580	0.7795
CMTM2	0.1435
C20orf200	-0.8125
EZH1	-0.558166666666667
FDX1L	-0.14625
MRPL32	-0.293
PCAF	-0.499
ALOX15B	2.35766666666667
CD59	0.618291666666667
CDK9	0.084125
ERP29	-0.602
TTR	-5.691
BCMO1	1.1425
DDIT4	-0.7495
PTGDS	3.05025
C3orf63	0.209833333333333
BST2	1.06375
CYP1A2	-0.498166666666667
C5orf25	-0.376
STX1A	-0.771352941176471
OR2A12	-0.0355
SH3BP5L	0.27425
SERINC5	0.213
USP6	1.1873
MRPL3	-0.287166666666667
POMP	-0.089625
INPP4B	0.644
GMPPB	0.14625
EAPP	0.149
AHSA1	-0.035
ABCA11	-0.972
SLC5A6	-0.222583333333333
HIVEP2	0.668
SUMO2	-0.548
KIAA1822L	2.06066666666667
C11orf67	4.29875
TXK	0.674375
PHCA	2.922375
ICAM4	-2.37466666666667
FPGS	-0.4025
SNRPA1	-1.4875
KCNJ4	-0.57375
KIF6	-0.431
HIST1H2BG	-0.111166666666667
SLC5A5	0.52675
ZNF354B	-0.4195
IL12RB2	2.191
C11orf76	0.223
GAL3ST2	0.362
AIFM2	-0.840375
SYNC1	-0.19725
UBL3	0.536625
PIK3CG	-0.180166666666667
NLN	-0.3935
BCORL1	-0.2145
CD5L	-0.047
ZNF238	1.35133333333333
KIAA1394	-0.48275
C16orf55	0.1039
CYP3A7	-0.47775
KRTAP3-1	-1.911
TFDP1	-0.758
MND1	-4.159
NODAL	-0.170166666666667
GTPBP4	-0.7745
TUBGCP2	-0.15975
SLITRK5	-1.27925
CIC	1.24525
CD79A	1.556
SAMD14	1.0525
TNPO3	-0.525
OR10G3	0.9275
OR10G8	0.37
CCDC111	-0.63
HOXC9	1.13875
DCUN1D1	0.221166666666667
CYB5R1	1.363
TSR2	-0.217
DAB2IP	0.1361
SLC6A5	0.025
RAB3D	0.67175
DCUN1D4	-0.385
ERBB3	1.10508333333333
SDC1	2.03891666666667
ATP6V1H	0.3745
SYK	2.4645
ST20	-0.06725
C13orf30	-0.105
WDR40A	-0.143333333333333
ADMR	0.6915
LOC388335	1.1005
ACSM1	1.9785
TDG	-0.38725
FLJ11235	0.52075
MRPS5	-0.540166666666667
AGPAT2	0.0388333333333333
SLC12A1	0.59925
CYP27A1	-0.4295
THAP7	-0.66625
XPO1	-0.285083333333333
ALMS1L	0.596166666666667
C1orf2	-0.185375
ZNF777	-0.0411666666666667
CAMK2A	0.176666666666667
SMC1B	-0.4495
IHPK2	0.0124666666666667
LEMD1	-1.83925
NKD2	0.4203
CLU	0.340642857142857
ARMETL1	-0.939
PABPC4	-0.38975
CXCL12	3.07683333333333
TFAP2C	0.4459
TTTY8	-0.026
ABCB10	-0.6882
ENDOD1	-0.148666666666667
IDI1	-0.564
KCTD6	-0.0541666666666667
CCDC105	0.00800000000000001
ULBP2	-0.227666666666667
ZDHHC5	0.732
WNT8A	-0.33
COMMD10	0.439
KLHL12	0.890875
GPR50	0.473
NR5A2	0.253125
OXGR1	0.998
EHD3	0.736
CAPRIN2	0.000874999999999994
KLRC3	-1.717
SF3B1	0.181428571428571
IPO7	-0.413
ALDH1A1	1.2335
ANKRD5	0.501375
TSNARE1	0.38
DDEFL1	1.3895
RNASEL	1.77983333333333
DNAH9	0.9215
HELLS	-1.937
TNS4	2.483
NAV1	1.126
KIAA1409	-0.16
C20orf26	1.83383333333333
TUBG1	-1.25175
IRX2	1.33975
CNGA4	0.118
MGC50559	1.511
OR4K17	0.1275
TM2D2	0.9475
FAM32A	0.454
TXNDC14	-0.32725
CCBL1	-1.0455
ANK1	-2.0834
PRSS23	0.89
PPM1L	0.2
SPATA20	2.3705
APCS	0.54075
C14orf122	0.17
PSMB5	0.28575
C6orf10	0.1967
SETDB2	-0.0955
SPNS3	-1.23125
SGMS2	0.6215
MXD3	-0.205833333333333
MON2	-0.2372
CARTPT	3.857
HNF4A	-0.894
RABEP1	1.32975
TNFRSF10B	-0.947
USH1G	-0.1295
PPAP2B	-0.550666666666667
TMEM16K	1.009
CTDSP1	0.820166666666667
CDK5R1	-0.149833333333333
GABRR1	-0.633
OPN1LW	-0.0495
FAM98C	0.936125
DBN1	0.287375
ACAD10	-0.488
QTRTD1	-0.43075
WNK3	-0.714666666666667
RPS19	0.491375
C1QB	3.7485
OTUD5	-0.323
SLC41A2	1.00816666666667
TMEM22	-2.111
KHSRP	-0.737
TNFRSF11A	-0.760666666666667
FBL	-0.721666666666667
IBTK	-0.0485
OXER1	0.0415
CBLN4	0.561
GPR172B	0.725166666666667
CFTR	-1.26225
VSX1	0.396
CAMK1D	0.19225
LOXL3	-1.9055
RTP4	1.488
SLFNL1	0.8875
KIAA0828	0.712125
PAR5	0.019
LOC723972	-1.75225
GDI2	0.595875
CEBPA	1.0429
MLF2	-0.225166666666667
AFMID	-0.89025
ALOX12B	-0.10725
BPHL	-1.12475
COX5B	0.224
S100A10	0.6295
THOC6	-0.15975
NHN1	0.561
RRP12	-1.07383333333333
ARID3B	-2.24975
CD3G	-0.642333333333333
KIAA0133	0.069
NAT11	-1.80333333333333
PPAT	-0.1545
SIRT3	-0.0099
TCERG1L	-0.38775
NIPA1	0.3129
DPP8	0.2561
IL7R	1.76983333333333
ZFP64	-0.0535
DMAP1	0.0417
TRMT12	-0.0045
TLR4	2.8572
WFIKKN2	0.415
RAB12	-0.382833333333333
DDX51	-0.850666666666667
KIAA1086	-2.56475
ZNF295	-0.58
ACVR2B	-1.71471428571429
LOC494150	0.382125
ZNF517	-0.278
DNASE1L2	-0.7345
SUFU	0.265083333333333
LOC283677	0.396
LMO3	4.1855
PPP2R5D	0.101333333333333
ZNF587	0.0196
HIST4H4	-0.05175
CYP2C8	-0.1145
C1orf80	1.31866666666667
DOCK5	-0.745833333333333
C9orf24	-0.1985
OR5AR1	2.53
C11orf24	0.20125
UNQ1940	-0.35975
CAP2	0.999333333333333
TIMM44	-0.58975
DSEL	-0.3727
ROM1	-0.6875
FBXO4	0.213125
MYLC2PL	-1.45575
MLH3	0.8999
NOX1	0.502
DPEP2	2.72025
DNAJB5	0.61775
RLTPR	0.702
MBIP	-0.246
COPB1	0.799666666666667
SFTPA1B	0.3215
C10orf4	-0.6662
PRELID1	-0.0835
NOLA1	-1.473
C19orf24	-0.0245
TLR9	-1.4015
HLA-DMA	3.89741666666667
HCRP1	-0.532
GPR137	-0.216666666666667
ITGA11	2.48633333333333
PHF13	0.085
