Hybridization REF	TCGA-E2-A10B-01A-11R-A10J-07
HIST1H3G	-0.304333333333333
PASD1	-4.05416666666667
TINAG	0.12875
PCDHAC2	0.6305
LRRC15	1.53875
WBSCR17	-1.078
TFF2	-0.482
PARP2	-0.75875
NDFIP2	-0.069
PCDHGB2	-0.9225
WDR60	0.0335
MAP7D2	-1.2075
USP45	-1.845
GSDML	-1.1995
TNS1	0.3041
PLCD4	0.72
IQCD	1.8075
SMPX	-0.7515
CD9	2.397
SRGN	0.388875
CASP7	1.0335
INOC1	-0.176
DKFZp451M2119	-0.913
VMAC	1.17
USP53	0.1951
CAMK1G	-0.402625
TMEM106A	-0.186333333333333
CDC20	-1.9959
ACSL5	-0.388
CBWD5	-0.846125
C1orf87	1.16566666666667
KIAA1274	1.42
PRUNE2	-0.620571428571429
LYPLA2	-0.0566666666666667
DOK6	-1.40916666666667
GPR149	0.0145
FAM30A	0.86175
TMEM129	0.62
SLC35B3	0.7665
ACPP	0.0496
LOC200261	-0.117
SLC4A7	0.6553
CCDC40	1.903
GART	-1.059125
THOP1	-1.404
SCARB1	-0.564625
CACNA1F	0.01775
TRIAP1	0.478833333333333
SYT14L	0.1875
SFRS8	0.2795
PBOV1	-0.059
GOLSYN	1.97125
GJB7	-1.604
CAMK2N1	0.462916666666667
GREM1	2.29125
FLJ20433	0.58075
QPCT	-0.93875
PRKAG2	1.23433333333333
H2AFX	-1.084375
C6orf154	1.75825
PLOD3	-0.8835
ZBTB39	-0.283666666666667
WASF3	-0.570333333333333
DRG1	-0.51825
PRR4	-0.671
SPCS1	-0.3025
KDELR3	0.702666666666667
SRP19	0.331
GABRA6	0.48725
MFSD1	0.7315
MMEL1	1.38925
PDXDC2	0.1629
BUB1	-2.96288888888889
RNF138	-0.365
MYLPF	-0.394333333333333
AIF1	1.04766666666667
DYNLRB1	0.9833
HCN3	-1.2505
HIST1H2AI	0.66825
MAP4K5	-0.161166666666667
LASP1	0.89625
LOC130951	-0.188
PLAA	1.260375
KRT6A	-0.488
C6orf117	-2.684625
ARHGAP23	-0.3535
PTF1A	-0.0725
GPHA2	-0.306
LCE3B	-0.0705
MCL1	0.864071428571428
EHBP1	-0.7035
PRNP	-0.4866875
ZSCAN1	0.1775
C1orf113	-0.261833333333333
FOXA3	-3.40275
NEB	-0.22225
ASGR1	-4.8755
CTGF	1.3095
RAB17	0.682333333333333
MST101	0.491
JARID1B	0.9347
USP37	0.098
PTBP1	-0.303833333333333
PTPN7	-0.403166666666667
CDC7	-3.08366666666667
SNX7	0.1755
ZNF335	0.203
CPT2	0.0485
HEATR1	-0.430375
HSPC152	-0.047125
C5orf40	0.1955
PSME1	0.653833333333333
STAG3	-2.07825
TMEM154	0.224666666666667
KLHL32	-0.334666666666667
TSGA10IP	-0.916
SUV420H2	-0.247166666666667
SF1	-0.5716
2'-PDE	0.1121875
PNLIPRP2	1.1415
TRSPAP1	-0.319666666666667
NUP210	-0.597166666666667
ANP32C	-2.1385
RAB11B	0.5205
ASB15	0.303
ITGB3BP	-1.24725
UBASH3A	-0.646
YWHAB	1.572875
TPRX1	-0.325
LY6G5C	0.079
SLC7A2	0.2265
CLK1	-0.3391
HSD3B7	0.736666666666667
VDR	2.51225
C16orf74	0.3745
ACE	0.18825
PSMA2	-0.115166666666667
CCDC131	-0.203875
ZNF213	0.828666666666667
EML2	0.23475
ALS2CR13	0.199833333333333
GLYATL1	3.46975
DSPP	0.018
DHFRL1	-0.899625
C10orf30	-1.029
SH3RF2	-0.128
LOC197322	0.007
DLL3	-0.58725
TIGD7	0.78225
GFRA3	-0.0865
CPA1	0.0575
RTN4	-0.385666666666667
PPT2	-2.12133333333333
FASLG	1.61183333333333
FOXP4	0.26175
RPL26	-0.115
GNL3L	-1.76333333333333
FMR1NB	-0.0953333333333333
CD163	5.92675
SGPP2	2.27925
GIMAP2	1.67825
CD37	0.9225
DPT	3.96275
NBLA00301	0.86075
RGS5	1.44758333333333
C9orf4	0.5355
ACTL8	-2.91383333333333
PRKAR2B	1.042625
OPLAH	0.681
C20orf134	1.838
SPACA5	0.28325
TBL1X	-0.3035
TSPYL3	0.709
CHCHD3	-0.697
CRKRS	-0.0185
GPR65	3.063
DFFA	-0.76675
FUT1	1.01125
C6orf204	-0.646833333333333
TMEM51	0.5715
ZNF580	0.06625
CMTM2	-0.0325
C20orf200	-0.488
EZH1	0.015
FDX1L	0.209625
MRPL32	0.08725
PCAF	-0.0497
ALOX15B	1.08416666666667
CD59	0.246125
CDK9	0.5395
ERP29	0.375
TTR	-5.07225
BCMO1	0.079
DDIT4	-1.0048
PTGDS	2.06425
C3orf63	-0.257166666666667
BST2	2.118625
CYP1A2	-0.481
C5orf25	-0.56725
STX1A	-0.789705882352941
OR2A12	0.032
SH3BP5L	0.3215
SERINC5	0.1155
USP6	-0.8761
MRPL3	-0.370166666666667
POMP	-0.00775000000000003
INPP4B	-0.324
GMPPB	0.146
EAPP	0.36075
AHSA1	-0.75125
ABCA11	-0.3125
SLC5A6	-0.922416666666667
HIVEP2	0.465
SUMO2	-0.2785
KIAA1822L	0.446333333333333
C11orf67	1.4315
TXK	-0.362
PHCA	-0.465375
ICAM4	-2.36366666666667
FPGS	0.334666666666667
SNRPA1	-1.651
KCNJ4	-0.55775
KIF6	0.802
HIST1H2BG	-1.0695
SLC5A5	0.2505
ZNF354B	-0.0206666666666667
IL12RB2	0.1635
C11orf76	0.253833333333333
GAL3ST2	-0.033
AIFM2	-0.016375
SYNC1	-0.45925
UBL3	0.588125
PIK3CG	-0.5985
NLN	-0.6734
BCORL1	0.18525
CD5L	0.07725
ZNF238	2.81766666666667
KIAA1394	-0.13175
C16orf55	0.2308
CYP3A7	-1.5355
KRTAP3-1	-1.618
TFDP1	-0.4935
MND1	-3.30075
NODAL	0.118666666666667
GTPBP4	-1.121
TUBGCP2	0.33975
SLITRK5	-2.00925
CIC	0.71625
CD79A	0.566
SAMD14	0.0881666666666667
TNPO3	-0.322
OR10G3	0.5055
OR10G8	0.061
CCDC111	-0.519
HOXC9	1.79175
DCUN1D1	0.244583333333333
CYB5R1	2.46725
TSR2	0.326
DAB2IP	0.9569
SLC6A5	0.0905
RAB3D	1.60875
DCUN1D4	-0.519
ERBB3	1.65325
SDC1	1.1895
ATP6V1H	-0.0895
SYK	2.119
ST20	-0.93475
C13orf30	0.2495
WDR40A	0.947333333333333
ADMR	0.1465
LOC388335	0.77725
ACSM1	1.7975
TDG	0.185166666666667
FLJ11235	0.34275
MRPS5	-0.796333333333333
AGPAT2	1.27216666666667
SLC12A1	0.1345
CYP27A1	0.4315
THAP7	-0.8185
XPO1	-0.534416666666667
ALMS1L	0.526833333333333
C1orf2	-0.3355
ZNF777	0.263666666666667
CAMK2A	0.283666666666667
SMC1B	-0.4215
IHPK2	-0.1252
LEMD1	-2.62325
NKD2	0.1666
CLU	0.679285714285714
ARMETL1	-0.4535
PABPC4	-2.152
CXCL12	2.37283333333333
TFAP2C	1.3089
TTTY8	-0.22
ABCB10	-0.5657
ENDOD1	0.785833333333333
IDI1	-1.5765
KCTD6	1.63683333333333
CCDC105	-0.2725
ULBP2	-1.34866666666667
ZDHHC5	0.296
WNT8A	0.04875
COMMD10	0.942
KLHL12	1.00225
GPR50	0.1395
NR5A2	0.01075
OXGR1	0.622
EHD3	0.42425
CAPRIN2	-0.744375
KLRC3	-3.6415
SF3B1	0.102214285714286
IPO7	-0.74225
ALDH1A1	-0.818833333333333
ANKRD5	1.756625
TSNARE1	-0.042
DDEFL1	1.304
RNASEL	1.68283333333333
DNAH9	1.4755
HELLS	-2.25925
TNS4	-1.099
NAV1	0.0726
KIAA1409	0.2595
C20orf26	1.65983333333333
TUBG1	-0.74175
IRX2	2.8055
CNGA4	-0.1415
MGC50559	1.08516666666667
OR4K17	0.318833333333333
TM2D2	0.399833333333333
FAM32A	0.294
TXNDC14	-0.445
CCBL1	-1.193
ANK1	-2.1822
PRSS23	0.29775
PPM1L	0.3225
SPATA20	-1.7765
APCS	0.00375
C14orf122	-0.486
PSMB5	-0.45275
C6orf10	0.168
SETDB2	0.428333333333333
SPNS3	-0.9485
SGMS2	0.0681666666666667
MXD3	-0.9525
MON2	0.022
CARTPT	6.57225
HNF4A	-0.572666666666667
RABEP1	1.909
TNFRSF10B	-0.837875
USH1G	0.1945
PPAP2B	-1.18816666666667
TMEM16K	-0.47475
CTDSP1	0.4415
CDK5R1	-0.0176666666666667
GABRR1	0.163
OPN1LW	-0.526
FAM98C	0.7405
DBN1	0.43325
ACAD10	-0.0995833333333333
QTRTD1	-0.43325
WNK3	0.116
RPS19	-0.374125
C1QB	2.786625
OTUD5	-0.278
SLC41A2	0.593666666666667
TMEM22	-2.04383333333333
KHSRP	-0.567333333333333
TNFRSF11A	-0.072
FBL	-0.732666666666667
IBTK	0.357166666666667
OXER1	-0.046
CBLN4	0.83075
GPR172B	1.2225
CFTR	-0.16075
VSX1	0.6745
CAMK1D	0.7465
LOXL3	-1.622
RTP4	3.62425
SLFNL1	-0.5015
KIAA0828	0.335
PAR5	0.2615
LOC723972	-1.99775
GDI2	-0.00712500000000001
CEBPA	1.3573
MLF2	0.4035
AFMID	-1.16275
ALOX12B	-0.085
BPHL	-0.137
COX5B	-0.01075
S100A10	-0.4928
THOC6	0.1865
NHN1	0.414
RRP12	-0.3145
ARID3B	-2.75525
CD3G	-1.1145
KIAA0133	-0.304
NAT11	-1.06266666666667
PPAT	-2.287
SIRT3	0.4923
TCERG1L	-0.97075
NIPA1	-0.5682
DPP8	-0.1293
IL7R	0.536
ZFP64	0.5995
DMAP1	0.1533
TRMT12	0.24
TLR4	1.3265
WFIKKN2	-0.1385
RAB12	-0.0911666666666667
DDX51	-0.0515
KIAA1086	-2.14825
ZNF295	0.0621666666666667
ACVR2B	-1.3425
LOC494150	-0.790375
ZNF517	-0.3855
DNASE1L2	-1.35716666666667
SUFU	0.678166666666667
LOC283677	0.067
LMO3	1.53316666666667
PPP2R5D	-0.3185
ZNF587	0.2885
HIST4H4	0.26125
CYP2C8	-0.25925
C1orf80	0.3085
DOCK5	-1.00566666666667
C9orf24	0.5585
OR5AR1	0.339
C11orf24	-0.5735
UNQ1940	-0.41925
CAP2	2.79916666666667
TIMM44	-0.66075
DSEL	-0.6884
ROM1	1.7625
FBXO4	0.632625
MYLC2PL	-1.2105
MLH3	-0.0055
NOX1	0.279833333333333
DPEP2	1.47
DNAJB5	0.1725
RLTPR	0.107
MBIP	-1.83333333333333
COPB1	-0.405333333333333
SFTPA1B	0.075
C10orf4	-0.1006
PRELID1	-0.02375
NOLA1	-0.2395
C19orf24	0.33725
TLR9	-2.0065
HLA-DMA	2.73558333333333
HCRP1	-0.4495
GPR137	0.558166666666667
ITGA11	1.14316666666667
PHF13	0.337833333333333
MARK4	0.474
METTL4	0.0265
MBD3	-0.1181
LOC134145	1.085125
FGF3	0.342
SLC35A3	0.7255
CLEC16A	0.5615
AMOTL1	-1.34516666666667
FLJ31438	-1.219
PAICS	-1.734125
TOMM40L	0.562666666666667
MMD	-1.415
KLK10	1.0665
NIT2	0.235
SERPINB10	0.09675
KLF15	-0.5267
CCDC5	-0.50575
WSB2	0.443625
ME3	2.21225
CACYBP	0.0204166666666667
TCTN2	0.937
JAK1	0.429875
C2orf25	-0.42975
GPD2	0.837
FBXL11	-0.0355
CDV3	-0.118666666666667
GALNT11	0.322125
NDUFA12L	-0.5801
FLOT1	-0.212928571428571
TOR1AIP2	0.2495
MMP25	0.45175
C1orf164	-0.5186
CHST5	-0.07325
LYRM4	-0.65075
GPER	-2.00075
HIPK2	1.39816666666667
DAP	0.9559
ZMIZ1	0.5665
DDX58	3.32275
DCC1	-2.3795
AKT1	-0.4515
ENPP6	0.07
ERVWE1	-0.551166666666667
CDC34	-0.06025
RNF125	-1.96175
CASC1	4.29925
SHROOM2	0.8255
RRM2B	0.162833333333333
COL6A3	1.508625
TMEFF1	-2.24125
PLEKHA4	1.3487
LYSMD1	0.972833333333333
SEPT1	-0.696333333333333
AOF1	0.297
GNPAT	0.3395
WDR18	0.25175
HSD17B12	-0.566
HIST1H2BM	-0.955666666666667
INDOL1	1.15648231731787e-17
SUDS3	1.0135
C1orf192	0.7475
CYP2B6	-0.38275
TBC1D2	2.1125
SLC25A12	-0.367625
ERCC6L	-1.89866666666667
MGC10814	-0.860333333333334
POLR2C	-1.32666666666667
ZNF77	0.167333333333333
EIF3K	0.4679
HPX	4.3785
ANKRD27	-0.294375
MALAT1	-0.1796875
PLB1	0.907666666666667
HRNBP3	-0.553125
CPSF4	-0.91225
OR52N2	0.047
PIP5KL1	1.0735
GH1	0.158
HPS5	-0.54325
SLFN5	0.427
POP5	0.5605
OVOS2	-3.9895
C20orf108	0.00950000000000002
MARS	0.0375
CLRN3	0.668833333333333
ARSE	-0.965666666666667
PPIE	0.0446666666666667
PHACS	-0.443
GP5	-0.0345
IL8RB	0.667
FCRLA	-1.14275
ARRDC1	0.3937
KRTAP9-4	0.41325
ZNF613	1.455
OR11A1	-0.0905
TMEM132B	-1.198125
PGLS	0.43525
BSND	-1.74333333333333
KCNK18	0.021
FOXD4	0.13625
SV2C	0.117
LCN2	0.613166666666667
ZNF490	1.0696
C3orf15	1.1774
CACNA2D4	-0.716166666666667
CBX5	-0.94975
MAGEB4	0.1835
BOLA1	0.52375
PPP2R5E	-0.0315
COL5A1	1.32141666666667
ASB7	0.231333333333333
SFT2D1	-0.257
DERL1	-0.2828
RABL2A	0.849833333333333
MOAP1	0.59775
KIAA1545	1.16183333333333
F3	-0.217
PLEKHM2	-0.437
CCDC89	0.526833333333333
EFCAB1	0.903875
TMEM48	-1.29575
SEPHS2	0.352
PYGM	0.10175
PRICKLE1	1.797
WNT5B	1.235
TAS2R38	0.021
IMP5	-0.162
KHDRBS1	-0.2377
LARS2	-0.489333333333333
C3orf28	-0.1075
FTCD	-2.45625
C10orf68	0.312333333333333
DGAT2L3	0.03725
PSEN1	0.697583333333333
MGC33657	0.40475
PLA2G4B	0.292
CDKN2A	-0.997083333333333
DLX1	-2.72925
TSHB	-0.0675
C18orf37	0.99925
MEX3C	0.3795
MAMDC2	-0.32275
PDIA4	-0.340583333333333
ATP5E	1.35375
CASP2	-0.386142857142857
SERBP1	-0.764846153846154
ZNF341	0.338666666666667
TESC	-2.667
TMEM31	-0.54925
OR51I2	0.173
YTHDC1	0.354214285714286
JUN	0.636833333333333
AGMAT	-2.23366666666667
PCNXL2	0.00899999999999998
ATAD5	-2.049
STK38	-0.301375
AZI1	-0.258125
RBP1	0.2245
C4orf26	-0.29475
KIAA1026	1.09425
TMEM101	0.419
HSFX1	-0.0085
TREX1	0.75125
C18orf10	-0.0014
TRIM15	-2.514875
CA6	-0.147875
CEP57	-1.256375
AR	3.89366666666667
SESN2	-0.3105
KIF3C	-0.170375
EPB41L5	1.918875
ARHGEF10	-0.950590909090909
POLR3D	-0.5075
INDO	-0.781166666666667
GABRA3	0.0615
SCG5	-1.9486
E2F3	-0.9218
TIGD5	0.2195
FGD6	2.06033333333333
KLHL3	0.916
SCGB3A2	-1.5125
URP2	0.184333333333333
ATP6V1B1	0.6634
CALML6	-0.6305
LOC100049076	0.659
TMF1	0.167
LOC388503	0.0435
CDH5	2.124875
RPS6KC1	0.483
DAAM1	0.099
TNFRSF10D	-0.698
GSTT1	1.2076
INPP5A	0.10075
TRAF3IP1	1.0002
SMARCE1	-0.074
VRK1	-1.435
TTC16	1.42025
AARS	-0.545666666666667
ARHGAP27	0.073
ZAK	0.673071428571429
ACSM2B	-2.07075
TRAP1	-0.410166666666667
MRPL53	0.52975
RNF44	-0.46375
NPTXR	1.335
DPYSL3	1.01833333333333
APP	0.9857
GLS2	0.484
MNX1	-1.095
CMTM7	-0.46875
OR10A7	-0.3635
NYD-SP21	2.281
ORC5L	-0.35675
SLC16A10	-1.424875
TMEM178	-0.851
LOC441601	-3.51975
PTGIS	1.351
KBTBD7	0.94175
C19orf41	0.09175
CEACAM3	2.50608333333333
KRT23	1.48175
SERHL	2.0325
PNKD	0.453875
UBC	1.11325
ATRN	-0.2475
HAPLN1	1.707
RANGAP1	-0.964
C10orf26	1.51316666666667
KCNA7	-0.167
SRY	-0.7675
LOC376693	-0.9535
HIST1H2BF	-0.86425
CDCA8	-2.15033333333333
MLC1	-1.726
TNIP3	0.20175
OR4D1	0.275
IFT52	0.423
GOLT1A	1.12233333333333
UTP20	0.191
RP3-402G11.5	-0.383125
PRSS33	-1.36525
PMPCA	-0.072
APOB48R	2.82366666666667
GLTP	0.45875
MPL	0.27175
C9orf78	0.18775
ADAM12	1.30375
CSPG4	-1.826
LOC144305	0.7685
KRTAP4-10	0.3302
PAK1	1.8845
ADCY7	-0.2735
TAS2R43	-0.43
FRAS1	-1.16021428571429
PPP1R14A	-0.209166666666667
OR2B6	-0.6735
ATP13A1	0.362333333333333
SIDT1	1.65925
C1RL	0.445333333333333
PRKRA	-0.1725
TLN1	0.4193
RP11-50D16.3	0.112916666666667
MITF	-1.28716666666667
GYS1	0.265
LYG1	-1.52233333333333
NSMCE4A	-0.2652
DNAI1	0.55175
HOXD11	-1.2705
FNBP1L	1.2336
DHX35	0.30175
LCE3E	0.30575
SLC33A1	0.17225
DCLK3	0.101
TRIM33	-0.702
TMCC3	0.732
FBXO42	-0.119166666666667
C1orf27	0.4905
C17orf50	0.2185
RNF14	1.19475
SLC4A8	0.781
RAB3IP	2.1878
COX6C	0.917571428571429
PCSK1	-0.7627
SLC13A1	0.204125
ARF6	-0.0985
KIAA1009	-0.07425
HOXA13	-1.77225
HMGN1	0.8295
CXADR	-1.12208333333333
MGC14436	-0.268
UTF1	0.616
TSC22D1	0.0548
BZRAP1	1.1275
PUF60	-0.263
SHC1	-0.082625
HOOK3	0.2373
LIMS2	0.8825
BAHCC1	-0.8765
CLCC1	0.940666666666667
ENTPD3	2.44283333333333
SMO	-0.85775
PIK3R5	0.32925
CDC14A	-0.494166666666667
KRT1	-0.0435
ENOX2	0.309333333333333
FLJ22655	-0.53225
FPRL1	0.2405
INTS6	0.4114
ZCCHC5	0.3405
SMC3	-0.95925
C6orf123	0.329
FLJ20160	2.33925
LOC653391	-0.0141666666666667
GSS	0.33
NT5M	0.10975
SIX5	0.59075
TAF5	-1.0835
KCNA1	0.0508333333333333
ANLN	-3.00866666666667
MGC45491	-0.8688
SSTR2	2.15125
LYPD4	0.33525
TH1L	-0.86
CHRNA5	-2.7405
PNMA6A	-0.15325
FLJ16369	-0.236
DLX2	-2.5107
C6orf108	0.24625
ALDH3A2	0.621833333333333
CLEC1B	0.580166666666667
LEPREL2	-0.21075
FOXJ1	1.3025
OR1D4	0.099
PPIL4	-0.1945
MTRR	-0.17825
SLC27A3	1.11433333333333
HTR7	0.9405
MIB2	-0.47775
BHMT	-1.17
A2ML1	0.912
MSMB	-1.712625
KIAA1383	0.940125
TRUB2	0.02775
PF4	0.0728333333333333
IL1F5	0.0495
LRRC37B2	-0.3605
IPO4	-0.45775
FIGF	0.372
QDPR	3.302
ZNF598	-0.314
BOP1	-1.2265
MAPK12	-1.0315
POLR1E	-0.564375
CEECAM1	-0.00266666666666667
INSRR	0.286
SIPA1	0.88725
ULK4	0.864666666666667
BTN3A1	0.0488
FABP5	-0.7181
KBTBD3	1.078
SORT1	0.077
YWHAQ	-0.1986875
LRIT1	-0.316
KIAA1704	-0.4053
MEIS2	-1.6758
ENOSF1	-0.239833333333333
PCDH7	-0.293928571428571
FZD9	-2.0255
RPLP1	0.239
ZNF75A	0.29775
P4HA3	2.59625
NKX6-1	-0.11425
CTA-216E10.6	-0.319333333333333
IFT140	0.9795
DENND1A	-0.145083333333333
ALCAM	2.2062
ABHD2	0.667545454545455
QPRT	-2.51166666666667
TRAM1	0.1025
ATP1B4	0.167125
NUP37	-0.58175
SAA3P	0.2115
SLC22A6	0.17775
KIAA0265	0.1575
ZNF41	-0.1305
ADAM19	0.2913
ERAF	-0.5375
DEFB119	0.309083333333333
DNMT3B	-4.12433333333333
SNF1LK2	-0.39475
MGC24039	0.100083333333333
TAS2R48	-0.241166666666667
PNLDC1	0.078
ADAMTS16	0.22775
TMEM92	-0.9835
CCT8	-0.189833333333333
POGZ	0.954833333333334
N-PAC	0.7125
GUCA1B	-1.1185
ZZEF1	0.281333333333333
OR2C3	0.19375
ZNF334	-0.614333333333333
RANBP6	0.5255
LDHB	-2.8565
BAMBI	-0.4585
RAB5B	1.21225
FOXB1	0.96975
MRPS12	0.06175
MRGPRF	0.11325
CRIPT	-0.6185
CYP2D7P1	-0.475
RYR1	1.116125
NDUFA2	1.370625
TRIP12	0.49575
KCNE3	1.95283333333333
MOBKL2B	-0.8429
MIOX	0.13325
ACOT7	-0.493625
FGF6	-0.0225
RASSF5	-0.3836
ATAD3B	-1.57816666666667
IKZF3	0.2885
H3F3B	0.193857142857143
C6orf91	0.711
SEC11C	2.5335
TMEM14C	-0.79175
KIAA1632	0.227375
SLC38A4	-0.00349999999999999
FGFR3	-0.699333333333333
HES7	1.33125
HINT3	-0.40225
ARIH1	-0.7985
FLJ35880	-0.655
C1orf129	0.3415
POU6F1	-0.25525
RPL32	-0.41475
BBS1	0.939166666666667
RGPD5	0.6545
SULT1C2	-0.807
KDELC1	-1.3195
PIP5K3	-0.722333333333333
CHI3L1	0.9823
CSDA	-1.82041666666667
VTCN1	0.651
WDR62	-0.96925
TMEM170	-0.73875
KIF2A	-0.47375
C6orf182	-1.21633333333333
ARL6IP6	-1.938
ZCCHC9	-0.62225
RARB	0.0638333333333333
ZNF320	0.451625
DHX15	-0.4145
PICALM	-0.21
CNOT6	0.438833333333333
HIST1H1A	-0.34525
ZNF702	-0.309333333333333
OR1E2	0.218
HLF	-1.0949
LOC442582	-1.9435
KIAA0494	1.682375
TCF4	0.9361
APOBEC3B	-1.15275
FAM54B	0.06375
MYH2	-0.9165
FXN	-0.132666666666667
C12orf59	0.3695
PAEP	-0.8835
SPG11	0.11075
VN1R4	-0.0345
KCNJ13	-0.172
NOC3L	-0.69325
C5orf36	0.9285
CPAMD8	0.95775
MLN	-0.2947
FLJ11184	-0.51275
TIAM1	0.421833333333333
OR10J3	0.125
OR52E2	-1.676
PBX1	2.4152
UBL7	-0.624166666666667
PXMP2	0.80025
SYTL1	0.138333333333333
FAM126B	0.61525
ZNF711	-2.164
GGA1	-0.626333333333333
VAMP4	0.655166666666667
BCAP29	0.455
C20orf19	-0.890125
ZNF275	0.083375
NEK6	0.7845
SETD8	-0.057
HEXIM1	1.06383333333333
SULT1A2	-0.005875
KLHL9	1.62275
SLC39A12	0.34125
ARHGEF16	0.597166666666667
SCN1A	-0.264166666666667
HNRPH1	-0.439916666666667
C9orf103	0.35575
ECE1	0.209166666666667
MED18	-2.5255
TEX13B	0.0925
SNN	0.425
C6orf62	0.572833333333333
WNT3A	1.0291
IL22RA2	0.3125
MGC21881	-0.01575
GABBR1	-0.40125
YIPF6	0.2685
PROX1	-0.4085
PPP1R1B	2.4645
LANCL2	0.5073
SCN3A	-0.816333333333333
SSRP1	-0.7575
ASXL2	-0.30375
RPE65	0.434
SNAI1	-0.784
EFNA2	0.2
CLDN9	0.00425000000000001
TP53I13	0.3435
LOC375748	-0.2065
C9orf7	2.022
C14orf178	-0.3695
GC	-0.12525
IER3	-1.575
KCTD10	0.6925
FLJ45717	0.61325
ADC	1.31766666666667
LOC285908	-1.1125
MLL3	-0.414125
KIAA1787	-0.354
MGC31957	-1.588
MUC5B	1.07216666666667
ZNF193	-0.2655
CSRP1	0.366875
MOSPD1	-0.851666666666667
C21orf49	-0.0105
RAD1	-0.427
ANKRD34	-0.997
NFRKB	-0.5875
FANCA	-2.984
VTI1A	0.296571428571429
PCBP3	-0.2485
BFSP2	-0.99525
ZNF354C	-0.313
FRMPD4	-0.0125
IKBKG	-0.298166666666667
LOC441046	0.2635
UNQ9438	0.521833333333333
TM4SF20	-0.2925
MAGEC1	-4.65725
AMMECR1	-0.605125
GLDN	0.9925
TTC30B	1.03875
SEC13	-0.1189
EGF	0.801375
HAGH	1.019875
VSIG1	0.221166666666667
NHLH2	0.05975
NCAPD3	-1.19725
MGC16121	-2.922
HIATL2	-0.2285
BRCC3	0.179666666666667
LCE2D	0.5545
TMEM79	0.96225
GTF3C5	-0.167
AKR1C4	-0.0241666666666667
C3orf59	-0.080625
RBM26	-0.709125
DUSP14	-0.272333333333333
AP4M1	0.0916666666666667
RIMBP2	0.284833333333333
ABCC2	-4.30333333333333
DNAJC16	0.374666666666667
TTC12	2.45466666666667
SNX13	-0.301666666666667
C6orf168	0.98325
C1orf100	-0.073
CSPP1	-0.05275
LRRC56	2.27375
OR1J2	0.15
THY1	1.1065
KIT	0.271666666666667
TBC1D8	0.653
EPHA7	-0.64625
SOLH	0.086125
SVIP	0.70725
ZNF294	-0.07325
HAND2	1.43316666666667
CENTB2	0.590166666666667
MARVELD3	1.941
CREB3	1.26683333333333
KRTAP1-5	-1.9955
OR8K1	-0.002
MED25	0.486833333333333
FDX1	-0.195833333333333
FAM19A1	0.183166666666667
IL13RA1	0.9068
ZNF627	1.0005
NHP2L1	-0.245
EIF2B2	-0.57475
ZNF593	-0.32125
WIPI2	0.154166666666667
RANBP1	-1.30975
TAS2R7	0.0395
LOC283514	0.2015
CSNK2B	-0.6285
CFHR1	0.017
DKFZP434O047	-0.0386666666666667
WBP11	-0.181
TEX2	0.23625
GALNT2	0.0125
FLJ33360	0.15125
WNT9A	0.0095
IL29	-0.2125
STK3	0.0896666666666667
REPS2	3.54575
FAM78A	-0.24675
MGC3207	-0.8955
FCGR3A	6.47125
H2AFY2	0.82775
RNF150	-1.10975
CCNK	-0.590375
VEZT	1.0765
FSHR	0.0305
C1orf66	0.715166666666667
LCE2B	0.1506
CD200	0.04575
ORMDL1	-0.4145
OR51S1	0.1065
KRT83	-0.634
COL19A1	-0.15175
POL3S	-0.22025
ZNF468	0.6845
BAG3	0.586875
C1GALT1	-2.16725
CA5A	-3.61575
DKK4	-0.7395
SGK2	-0.922
PIK3C2G	0.17925
USP11	-0.58325
IMPA2	-0.66975
PRKDC	-0.912928571428571
MSR1	2.306875
PDCD6IP	-0.504166666666667
FAM122A	-0.15125
ZNF740	0.2975
ATXN2	0.181666666666667
SLC17A4	0.28
RAXL1	-0.7255
RS1	0.138
NET1	0.737
NPY1R	3.83333333333333
MVD	-1.482
C11orf61	-0.69675
CHDH	0.8605
GCNT2	-1.54085714285714
LGALS12	-0.1925
IK	0.839333333333333
C7orf41	0.450666666666667
SURF4	-0.234166666666667
C1orf91	-0.119333333333333
BCS1L	-0.541333333333333
C20orf141	0.164
BCAS2	-0.522
ACE2	-0.7575
ICT1	0.1145
CD79B	1.04025
MRPS9	-0.29225
AADACL1	-0.38525
IRS2	-1.080375
LUZP2	0.1815
TMEM148	0.92825
ZNF514	-0.425166666666667
ADCK2	0.8628
ZKSCAN1	0.214857142857143
FASTKD2	-0.451125
KCNMB3	-0.166333333333333
POFUT2	-0.1563
GNG2	-0.6109
OR6Y1	0.0515
FAM26A	-0.6725
CAND2	-0.39575
FLYWCH2	1.2375
BCL6	1.63175
MDH2	-0.043
DRP2	0.0155
TPD52L1	1.357875
TXNL4A	0.00962499999999999
OR3A1	-0.07425
C22orf9	0.863357142857143
RAB25	2.46216666666667
PCTK3	-0.14125
POR	-0.370333333333333
ARPP-19	-0.462833333333333
SREBF2	-0.584875
ZWINT	-1.169
TRUB1	0.44875
ENPP2	0.856833333333333
UXT	-0.208333333333333
ALG11	-0.572
SMCR7	0.7375
SLC31A2	1.07925
USMG5	0.10375
ZNF780B	0.2565
APEX1	-0.259125
THSD3	-2.59625
CEP68	0.4301
NY-SAR-48	-0.8265
ZIC3	-3.01283333333333
LPAL2	0.0025
MRPL11	-1.06833333333333
VPS53	-0.4655
