Hybridization REF	TCGA-AR-A0TV-01A-21R-A084-07
FIS1	-0.217
KCNV2	-0.37525
CLPS	0.30275
PPCDC	-0.710625
FOXN2	-0.285333333333333
NT5E	-3.4784
CD83	1.32825
IL18	1.916625
VPS16	-0.5645
IGFBP2	-3.48283333333333
NOTCH2	0.70925
SIGLEC1	3.257125
CD93	4.3305
SULF2	-2.5255
CEP164	-0.99925
P53AIP1	0.914166666666667
TOR2A	-0.0363333333333333
ZNF136	1.07025
MGP	2.4518
CCDC144A	0.388166666666667
TRPC1	-0.3575
SMS	0.234166666666667
MAPK7	-0.741
RRAGC	0.56175
PARD6A	-0.2085
NUB1	0.502
SYNGR4	0.48025
OR11H12	-0.146
WIF1	-0.205125
GCH1	-0.0315
OR11H4	-0.172
SLC44A5	-0.4945
GPRIN2	-0.0511666666666667
LOC401431	-0.107
CPA4	-3.0562
MELK	-2.113
IL15RA	1.2655
CUL3	1.308375
HMBOX1	0.3785
PODXL	-2.1405
CCT6B	0.766333333333333
COMTD1	-0.98825
MUC20	1.67683333333333
GPX2	-3.882125
ITK	0.218875
FBXL5	2.66775
C13orf27	-2.15225
DEFA5	-0.089
TRHDE	0.023
MTP18	-0.3585
UQCRQ	-0.706
ITGB2	2.30816666666667
CSRP2BP	0.965
TAS2R44	0.065
PHPT1	0.23
FAM44C	0.93475
ERH	-0.8765
MPHOSPH1	-1.10583333333333
MORC1	-0.1835
PARVB	1.2185
LAMA1	-2.70041666666667
PGBD3	-0.34125
GIMAP6	3.86325
AREG	-6.7695
LIPT1	0.31375
MGC99813	-0.312
C1orf201	0.572333333333333
GRIN2A	-0.9989
MAN2C1	-1.382
NSUN5	-1.071
SF3B5	0.8615
MYC	-0.021125
NRXN1	-0.824666666666667
ZNF18	1.148
SPDYA	0.404125
SLC37A1	0.975
DECR2	0.32325
ANKRD38	-1.1605
SPTLC3	-2.07225
SUPT16H	0.16275
DTWD2	-0.29875
ULBP1	0.1665
ZADH1	-1.01866666666667
OIP5	-1.345
IL10RB	0.848333333333333
OTUB2	0.428375
VWA3A	2.25033333333333
SPIC	0.759
OR6C4	0.024
PSCD4	1.03683333333333
DPY19L2P2	0.634
TRAPPC6A	0.902333333333333
C21orf2	-0.312333333333333
CEMP1	-0.6525
LIN7B	0.4675
E2F7	-2.09033333333333
VCP	0.02725
LAMA3	-1.25466666666667
BGN	0.84975
GPR160	1.83066666666667
COCH	1.47633333333333
GPR81	3.2405
APOBEC3F	-0.80175
tcag7.1017	-1.04475
C1orf32	0.449
SCGB1D2	0.27775
FLJ43987	0.2725
C6orf170	1.46725
KLK9	-0.1015
GPD1L	-0.079875
VPS37B	0.153
ATG3	0.196
ADAMTS17	-0.3545
KLHDC2	1.1805
NDUFV2	-0.42025
BLK	-2.594
MATN4	-0.6975
GPM6A	-0.348875
GBP4	4.63533333333333
TMEM162	0.0313333333333333
PKP2	-1.1595
HRASLS	-3.70344444444444
MMP1	-1.8695
SFXN3	-0.3324
FSD1	-2.00433333333333
ST6GALNAC3	-1.03716666666667
CA12	3.5833
NCOA6	0.599
C19orf58	0.1536
PPP4R1	1.1045
MAN1A2	2.27116666666667
IKBKAP	-0.52375
UPF1	0.318
KIAA1219	1.5125
WNT16	0.0436666666666666
SNW1	-0.77725
IL18RAP	3.38675
RPP30	-0.527375
CDC40	0.321928571428571
SETD3	-0.122166666666667
SLAMF6	1.18625
ELK4	-0.071
TRIM47	0.4425
ACOX3	1.106625
TRIM6	0.842375
KIAA0372	-0.643666666666667
TP53AP1	-0.12625
SMURF2	-1.159
ADAD1	0.30025
EBP	-1.1861
KRTAP13-2	-0.153
FLJ36874	-1.06233333333333
TOR1A	0.447
P2RY4	0.4255
GPBP1	-0.51125
TRPV1	-0.2525
ADAMTS12	-0.781
PES1	0.4517
ATG4A	1.07066666666667
MAGEA10	-5.023
WFS1	1.83625
CC2D1B	0.138833333333333
PABPN1	-0.597625
SLC25A30	0.0105
SLCO1C1	-0.029
SLC22A5	1.394
KIF23	-1.2845
SYN2	-0.5385
ASPN	5.9085
CENTG2	1.3505
QSOX2	-1.0563
FLJ10815	-0.1275
STK24	-0.00843750000000001
SPEG	-0.1437
STK10	0.384666666666667
DACT2	-1.7675
AAAS	-1.09675
SSX3	-1.5625
ABCD3	1.3348
C4orf12	1.84375
PARVG	1.18816666666667
FIG4	1.96425
C9orf46	-0.25025
TMCO6	-0.8375
IGHMBP2	0.8275
DUS2L	-0.5355
FAM3C	0.5004375
TMEM16D	-2.089875
DCTN4	0.363
KCNH3	-0.55275
EIF2AK2	1.66225
AP1S3	-0.05025
CST4	1.7905
PAM	-2.0175
NUTF2	-0.8925
CITED2	0.2607
SLC39A4	-0.145
C2orf52	-0.1
GRM3	-0.01875
C12orf49	1.09325
CCDC49	0.1397
GRAMD1B	-1.33025
FNDC4	-1.4625
SIAH2	1.92875
GDPD4	0.0035
C21orf87	0.90875
ATP5A1	0.816
C16orf63	0.83125
LOC388135	-1.6105
ATP5J2	-1.044375
MMP3	-1.88275
EMID2	-0.4855
CRHR1	0.06225
WDR70	0.07875
C13orf31	0.48475
ZFAND1	1.58675
CCL18	3.50783333333333
C3orf49	0.4615
RINT1	-0.8495
KIAA0408	-1.9955
F13A1	2.8892
SLC10A1	0.215
OGN	-1.85425
GIPC2	-2.3705
XPO6	0.173666666666667
LCE1A	0.035
FMR1	0.5363
LOC374920	-0.24775
DUSP3	0.38525
ANKMY1	0.35375
C7orf50	-0.79
BBS9	0.1332
UNC119B	0.681
C9orf72	0.38775
MGC35440	1.454
ENTPD6	0.474625
PPP1R2P9	0.372
ERCC4	0.377
FAHD2B	-0.2655
HMHA1	0.9105
HACL1	-0.12025
RAD23A	0.103166666666667
FAM83B	-2.305
PPP5C	0.251666666666667
RNASEH2C	1.159
C9orf153	-0.5435
SCAMP4	0.530375
GHITM	-0.0482
NDUFB7	0.0755
ADCYAP1	-0.441333333333333
SP110	2.36166666666667
MAP3K7IP2	0.22075
DHH	0.094
AGRN	-0.803428571428571
WDR33	0.190333333333333
CEP290	0.15
PRPS1L1	-1.096
KLRA1	-0.3245
GPR97	-0.154
CHD7	-2.10775
TLR10	1.0445
SLC30A8	-0.5405
HIC1	0.4395
IAPP	0.2055
RXFP4	0.1645
GP1BB	0.28075
SHQ1	0.769
NKX2-3	0.399833333333333
API5	-0.3945
FTHP1	-0.4575
MOV10L1	0.7235
TRIM6-TRIM34	1.144
ADHFE1	-0.05675
FAM117A	-0.88075
DDI1	-0.0155
CDON	-1.939
TRIM73	-0.9135
IGKC	4.2925
MMP14	-0.918416666666667
DYNC1LI1	0.511625
C11orf66	0.17275
TRBV3-1	-0.93225
FASTKD5	-0.86225
BIVM	-3.156
LHX4	-0.0975
CXCL2	-2.39
RAB2B	0.464833333333333
IZUMO1	-0.774
MAP3K15	-0.764625
FAM19A2	0.278666666666667
ZC3H8	0.717666666666667
ZMAT1	1.393
SPINK5L3	-2.5575
SLC10A6	0.434
APPL2	0.886375
CARD10	0.804166666666667
LOC402176	-1.472125
EEF1D	-0.2399
RAB6A	-0.3389
C12orf5	-0.506875
PAPOLG	0.7945
MSRB2	0.61525
BCR	1.52255555555556
PUS3	-1.6495
TIAM2	0.043
ZNF317	0.00633333333333333
CHD2	0.0190714285714286
FZD5	-1.84668181818182
NUDT8	-1.3895
ZNF763	0.3775
PRC1	-0.664888888888889
ABCB9	1.9145
SPATA3	-0.05225
TRAK2	0.450875
STAB1	2.408875
LRRTM2	-0.411833333333333
psiTPTE22	0.43725
DBI	-0.097
SERPINA11	2.26825
NAT5	0.88875
C20orf58	-2.63975
RPS6KA4	-0.509166666666667
FLJ90650	-1.41225
TGFBRAP1	0.24025
CHRDL2	-0.967125
FAHD2A	-0.179166666666667
CNTN1	-0.222
BBS4	0.3076
TMEM181	0.04525
MINPP1	0.216
MPHOSPH6	-0.327
HOXC10	1.0542
ITPKB	-1.023125
CLPTM1L	0.553125
MEOX2	-0.832166666666667
ATP6V0C	1.453
PRPF8	-0.266166666666667
TMC5	3.482
FKBP3	-0.747
PLEKHB2	0.452875
OR4D6	-0.021
ZNF544	0.1581
D2HGDH	-0.979375
RPL18A	-0.8381
HEL308	-0.549
MPP6	-4.68475
TCERG1	-1.7875
KRT16	-2.96516666666667
KLF17	-0.9655
KLF5	-3.761875
CDR1	0.588875
VCX3A	-4.9225
FBLN2	0.271125
C14orf104	0.25425
HBE1	-5.0544
OR4S2	-0.3065
C1orf108	-0.998166666666667
ROBO4	2.94283333333333
CPEB4	2.3455
C11orf80	-0.123333333333333
BCKDHA	0.8545
MYOC	0.46275
GIF	0.48
CKMT1A	1.401
RPL3	0.3712
THBS1	1.831125
APOO	0.091
ARMCX1	1.675
HSZFP36	1.12125
SNAPC5	0.0545
EIF4ENIF1	1.02575
ZNF433	0.88625
TNFRSF21	-2.680625
TMPRSS7	0.3035
SPATA18	-0.0818
HPDL	-2.171
MKL2	1.7235
TBX3	2.13676923076923
C21orf93	0.101833333333333
DAXX	0.12875
ELMO1	-0.205875
RGS13	0.850166666666667
TAF11	0.0135
UNC13A	-1.152625
LOC653314	-0.3529
ORC3L	0.70625
IMAA	-2.101
TARBP2	-0.94975
CABIN1	0.0795
TRIOBP	0.231875
HIST1H2AC	-0.00999999999999999
RGS22	3.34183333333333
NCOA1	1.7595
IL25	2.789
SNCG	2.17
GPR6	0.2465
AMDHD1	-1.93883333333333
CHEK2	-0.02575
C6orf142	-1.0395
DRD4	0.63575
C14orf68	-1.13325
GDF11	-2.63275
SEMG2	0.65
CD247	0.05525
CDAN1	0.0455
RBMX2	-0.493
TGS1	-0.075
OIT3	1.48975
SYF2	0.19975
MCM4	-1.504875
PKHD1L1	0.457125
CEP192	-0.554666666666667
IFT88	0.804
RPL9	-0.347214285714286
RAB32	0.04125
DDX43	-3.02225
P2RX2	-0.116166666666667
OR5D18	0.349
UBE1	-0.283083333333333
SLC24A1	0.993625
ARHGAP5	0.79575
CETP	-0.40825
KIAA1731	-0.6265
SLC9A4	0.528
PTPN6	1.2755
BAHD1	-0.93
GRIK3	0.9905
CACNB2	-0.776
PDE10A	-0.89725
DGCR14	0.433
PCDHB9	-0.981
RHOQ	0.516666666666667
MAP3K4	0.259
KTI12	-0.500666666666667
RPL23AP13	-1.198
GNG11	-1.92725
CLCN3	0.456
GPAM	-1.019125
VSTM2A	0.1915
SLAMF7	4.00316666666667
INTS2	-1.1
PPP2CA	-0.2969
LRP12	-0.105333333333333
SEC14L2	-0.438888888888889
DKFZP586H2123	0.97975
MC3R	0.001
CIRH1A	-1.52383333333333
HIST1H2AB	0.372833333333333
POLH	0.409
MGC16703	-1.22966666666667
SNAPC2	0.671
FILIP1L	0.24725
RASGRP4	0.5495
LRRC1	2.1195
GAS1	-1.156
PRAC	-0.70225
DGKA	-0.302833333333333
NT5C3	0.099
PEG3	-1.13325
NADK	0.7175
PRR17	0.39125
LOC374569	-1.021
SGSH	-0.1905
NLRP8	0.1295
GALT	-0.5243
MCF2	-1.201
ZNF263	0.70875
TACSTD1	2.0025
TYR	-6.846
ATP6AP2	0.7265
RNUXA	-0.975
ABHD10	0.4392
GDPD2	-1.25975
SLC35C1	-1.08075
UBE2A	0.2115
HERC5	-0.456
FAM112B	-4.5875
FBXL16	1.71475
DKFZP434A0131	-1.01675
ELA3A	-2.52
RBM41	-0.513375
HAO2	-0.0825
RNH1	-0.56125
SHANK2	0.110333333333333
OSBP2	-0.091125
DAK	-1.1195
C3orf58	-1.15483333333333
TCL1B	-1.4445
KBTBD2	0.4975
SUGT1L1	1.337
UBE2E2	-0.112166666666667
MYL9	2.239625
CDC23	-1.43766666666667
PBXIP1	0.5014
CXorf40B	0.5885
NBL1	-0.0435
RTBDN	0.688
RAB11FIP5	0.7735
TTTY13	-0.348
SCOTIN	0.403583333333333
SOHLH1	-0.784666666666667
CDKN1A	0.427428571428571
NCK1	0.094
ZNF550	-0.8595
SAPS3	0.813
SPIN3	-0.278
MAGEE2	-0.4915
MIS12	0.0521666666666667
OR8H2	1.813
KIAA0774	-1.97766666666667
UNC5D	-1.8875
CUL7	0.277666666666667
LIPC	-2.981
DIO1	5.079
C20orf11	0.7513
CTRL	-0.86
HS3ST2	2.64125
PAK4	0.726833333333333
CCRL1	1.397
RNF10	0.225875
ZNF567	-0.62525
ZNF660	-0.569
TCEAL3	1.495
MAGOH	-1.2645
CENPB	-0.538833333333333
C19orf7	0.17425
LOC388965	0.537
ZCCHC13	0.7105
JMJD1A	-1.0539
HIST1H4H	-1.2545
TBRG1	-0.753
GPC3	-6.30875
TAF1C	-1.098625
EBNA1BP2	0.2135
CIAPIN1	-0.8465
PDGFRA	-1.361
CSTB	-0.206875
CENPI	-0.7325
GTF2E2	-0.695166666666667
RPP21	0.01475
CCNF	-0.223666666666667
KCNQ3	0.5775
FAM79A	1.762
SLC22A12	0.237
NOVA1	0.241
FZD3	-2.3691
AKAP8	-0.21425
SOCS5	0.295625
CFDP1	-1.2775
DLG5	0.65425
PGM5	0.0670833333333333
C1orf144	0.814333333333333
HDAC10	-0.752
RND2	0.759
C20orf199	-1.16375
RNMT	-0.520625
SLURP1	0.196625
ASTN1	-0.85575
SH3BGR	2.042
MYCL1	1.15675
ZHX1	1.0095
CENPK	-2.563
FOSB	1.5387
LOC643406	0.32925
C2orf59	-0.9055
TMEM135	-0.14275
SLC27A2	-0.48925
KRT33A	1.8385
OVOL1	2.218375
PAMCI	-3.71716666666667
S100A7	-1.883
ZNF789	-1.8625
HARS2	-1.06925
RPL23A	-0.698
TCF23	-0.3435
UPF3B	-1.452625
C17orf78	0.1535
HLA-DOB	0.702666666666667
C14orf142	0.441333333333333
TEKT5	2.05483333333333
DMWD	0.0915
POLD1	-1.74116666666667
GSCL	0.5385
CALD1	-1.2439
SCRT1	0.2065
AIG1	1.73925
UNC84B	2.06325
ZNF404	0.8705
TMED6	-3.56425
KIAA1462	0.311
LRRC27	1.98666666666667
PYGO1	0.504
PIGU	0.333166666666667
ALAS2	-4.04533333333333
WRNIP1	0.990125
CNNM3	0.414
ZNF2	0.58475
ST3GAL5	-0.897083333333333
MRPL23	-0.96825
TSSK6	-0.08625
PSMA6	1.358
C16orf70	-1.06525
KIAA1602	-0.2865
ALMS1	0.2665
DCN	1.028375
TMEM132D	-0.635
SUCLG2	1.2065
ABHD14A	0.769
DEXI	1.03466666666667
AMPD2	-0.525333333333333
IFNAR2	0.3435
CYB5A	2.2952
TLOC1	1.0106
NXF5	-1.2765
NRBF2	-0.342
KCTD3	1.12725
ITGAE	0.4645
SLC30A3	-2.07466666666667
ZRF1	-1.858
IFRD2	-0.6285
XAB1	-0.085
PYCR2	0.198666666666667
SERPINB3	-4.5615
TMLHE	0.5272
GEFT	-0.871375
ABCA5	1.10125
EMR4	0.256666666666667
TSFM	0.147
HIST3H2BB	-1.17425
ARHGEF19	1.42525
TSPAN17	0.768166666666667
ABCC8	1.80325
MAP1S	-0.177166666666667
C22orf36	0.4765
BNC2	-1.31864285714286
HIST1H4A	-0.21525
NDUFS3	-0.758
WDR3	0.5035
XKR4	-0.47375
TTC33	0.379214285714286
STMN2	1.9335
CPN2	-0.915666666666667
HSPC105	1.888125
PCOLCE2	-6.76725
C3orf55	0.163
KLHDC9	3.3885
TBC1D23	0.542375
ATXN2L	-0.510666666666667
MAP2K3	0.378916666666667
SCAP	0.2105
ZNF486	0.0855
C20orf96	-0.103
NARS	-0.351
ADAMTSL1	-1.3155
PRCC	0.321333333333333
CCDC126	2.33283333333333
ZNF675	0.1655
CALCOCO1	0.6425
ANKRD43	-1.64325
CWF19L2	-0.296166666666667
ZBTB32	2.0675
BRAF	1.43675
ODF4	0.262
MGC14376	-0.224166666666667
HORMAD1	-2.001
AAK1	0.162916666666667
PEBP1	0.940833333333333
TNFSF5IP1	0.00666666666666667
DKFZp564N2472	0.696
RMND1	4.0385
IGKV1-5	4.2105
COL1A2	0.691
SERPINA5	2.105875
AANAT	0.2475
C19orf21	0.7665
GEMIN5	-0.60725
UBR4	-0.235333333333333
LTBP3	1.36566666666667
AMHR2	-0.721
PROCR	-0.55025
MYBBP1A	0.63925
C20orf39	-0.617333333333333
ZNF697	-1.129125
PASK	-0.1539
ZNF776	0.626833333333333
RFXDC2	-0.4595
KIAA0467	0.67075
C10orf96	-1.80175
ZNF503	-2.499
GULP1	-2.98981818181818
KCNE4	3.0765
DKFZp434K191	-1.202375
LOC196913	-0.432
BHLHB4	0.1025
CH25H	-1.07
LOC81691	0.544666666666667
ALPL	0.229642857142857
COL12A1	0.25225
FOLR3	-1.71466666666667
GPR123	0.074375
TRIM62	0.339428571428571
ABLIM1	0.641166666666667
MAST3	0.267
RHBDD1	0.880833333333333
LOC338809	0.2095
RYBP	0.13725
TTC26	0.1805
ZNF22	0.463666666666667
ISCA2	-0.232
RDM1	-1.0915
PIGM	1.076
GNB3	-0.975
ACTR2	0.3178
HMGB1	-0.6415
EDG1	2.0995
SOAT2	-3.862
OR10AD1	-0.248
RAP1GDS1	0.1635
LCE1F	-0.016
ESM1	-1.440875
RCN3	0.475
CREBL1	-0.55475
DBNL	0.481333333333333
PTGER3	0.66625
USP30	0.6815
BCL2L12	-1.01
KIF26B	1.286
ZNF416	0.11175
ZNF225	0.1155
C17orf70	-0.012
ZNF554	0.8255
RAE1	-0.815666666666667
TNIK	-0.672833333333333
ACTN3	-0.7345
MGC45922	0.38
CCNA1	-1.553
RYK	0.099
IL26	-0.6525
LRP3	0.309166666666667
QARS	-0.0465
SOX7	0.389714285714286
BID	-1.9145
OR2S2	0.2445
CXCL14	1.7405
C11orf47	-0.9665
MGC29891	0.0475
HSPB8	4.2397
PRDM14	-1.2425
NUFIP2	0.63125
MNAT1	-0.802375
ZDHHC2	-1.9925
MBNL2	0.792625
ADD3	-1.79225
CSNK2A1P	-0.598
KLK6	-2.87283333333333
TMEM111	1.1782
KIAA1279	1.18175
NUBP2	0.701333333333333
RAB42	-0.9595
ID3	-2.1932
TM9SF1	1.04225
MDP-1	0.316
POU4F2	0.22425
IQCK	1.90825
C16orf14	-0.42875
CAPN3	-1.63725
FAM43B	-0.44425
RECQL	-1.05875
AP1G1	-0.0618571428571429
CTNNBL1	-0.4005
ECHDC1	0.117666666666667
SMARCC1	0.3399
FOXQ1	-2.8395
GNAI3	0.502166666666667
POLG2	-1.9425
CD4	1.27075
ITLN1	1.07275
EBI2	4.17175
IRF1	1.62325
PTPRE	1.0528
PTK2B	0.06925
NXNL2	1.118
SOX4	-1.54505555555556
TSPAN3	1.84383333333333
SH2D1A	-1.02416666666667
C8orf58	-1.32666666666667
USP20	-0.576
DUSP22	-0.4825
CALB1	-3.03966666666667
L3MBTL2	2.09633333333333
MCRS1	-0.71375
TMEM118	0.318166666666667
C18orf8	0.919333333333333
FLJ10241	0.0965
GJA12	0.203
PKD1	-0.236333333333333
ZFP3	0.8185
JAM3	-1.611125
LAPTM4A	1.1478
DIRC2	1.533
KIAA2022	2.55533333333333
MYOM1	-0.301666666666667
TRPM8	-2.33283333333333
MOP-1	0.56325
PHKG2	0.18325
ZNF650	0.67
KIAA1522	1.75975
PSG8	-1.9575
DDX19B	-0.356
MOBKL1B	0.2885
DIAPH2	-0.22025
PTPN12	-0.69125
CLN8	0.3858
CRYZL1	0.677166666666667
CRY2	-0.248
FCGR2B	3.39883333333333
PNPLA4	2.421375
ZNF454	-0.324
DKFZp434B1231	-0.2265
CLDN11	0.1801
RFWD2	0.0908333333333333
CIB2	-1.8695
MXRA8	1.666
HRK	-0.635625
MAML2	-0.46525
C4orf31	-2.28275
C6orf192	0.11325
COG6	-0.062375
FAM5B	0.21875
NFATC1	0.8145
SEPT10	0.436
SCYL1	1.1773
RPP40	-1.3155
SCOC	1.2421
KIAA1450	-0.16225
CTDSPL2	-1.106
TBX5	1.19866666666667
NAPG	0.09625
RHD	-4.81975
C14orf45	1.48683333333333
ZBTB22	1.1645
PLCG1	-0.496
ANKRD10	-2.2175
AQP7P2	-1.05275
TAGLN2	-0.178333333333333
HTR2C	-1.30133333333333
SLC16A7	-1.18766666666667
C17orf83	0.14025
TSGA14	-0.17425
MDH1	-0.0025
PPP3R2	0.0693333333333333
DCBLD2	-3.74792857142857
RBM33	-0.711625
DPH3	-1.18425
SYT10	-1.03966666666667
FMO4	0.70225
THYN1	-1.3825
DRD5	-2.3675
OTOR	0.03725
PGRMC2	0.8211
KATNAL1	-0.300875
PAQR6	-1.819
UBE2I	-0.1915
C14orf28	-0.054
C8orf70	0.36375
FLYWCH1	0.056375
ANGPTL3	-1.20075
GLRX2	-0.672666666666667
ATP11A	-0.654071428571429
ARL5B	0.3635
MUC16	-3.36075
SLC25A5	-1.24671428571429
ACRC	-1.03625
MYO1C	0.0751250000000001
FAM89B	1.299
FAS	-0.10575
KIFAP3	0.9545
GLRA2	-1.34
BTN3A2	1.4647
CNKSR3	-1.6155
CSTF3	-0.891666666666667
ARPM1	-0.119
KIAA1530	0.5375
C9orf150	0.00866666666666666
PRKCI	-0.03425
tcag7.1015	-1.15125
SOD3	-1.259
ZNF574	0.14075
CYP21A2	-0.151
RPL12	0.10825
COMMD2	-0.76825
WIZ	0.192
LOC344405	0.56975
ALDH4A1	-0.730588235294118
CRYAB	2.62475
COPA	0.409866666666667
PCDHGA7	0.049
KIF11	-1.16108333333333
RASD2	0.517125
SLC26A3	-0.589
ZNF175	0.2055
JAKMIP2	-2.1935
C8orf4	0.184166666666667
PTHLH	-0.6995
SLC40A1	1.18458333333333
OR7D4	0.235333333333333
PCDHB17	-0.0345
CD36	1.91342857142857
C6orf203	0.3488
PRKG2	0.843
LOC400566	2.67025
ANAPC13	1.35725
SLCO3A1	-0.7795
ZNF692	-1.671
FANCL	-1.0595
SH3GLB1	0.842
C12orf61	0.458
KBTBD6	1.02175
SUPT5H	-0.0785
XRCC6	0.3485
HUS1B	0.0565
FAM133B	-0.970571428571429
LOC728276	-0.2565
KCTD18	0.88375
SOS2	-0.1345
CCDC99	-1.9195
C1QTNF5	1.2525
NNAT	-0.1345
USP16	0.36825
LARS	-1.628375
ZBTB2	1.293
ABO	0.0125
TRAF3	0.2315
GALNT5	-3.2465
NAP5	-0.99825
ALG14	1.4595
KIAA0515	-0.0443846153846154
WDR75	-1.02533333333333
TEX261	0.484583333333333
LY86	0.579
LOC389072	-0.514
FLJ13611	-0.76725
MRGPRX2	0.441
SNRPA	-0.83725
OR2G2	0.2915
GPRASP2	1.97775
C7orf42	-0.232
C9orf163	-0.8875
CYP11B2	0.703
FCRL3	1.5265
PRDX1	0.83575
FGB	-6.72033333333333
COX17	0.697333333333333
C16orf33	0.6915
PIWIL1	-0.0641666666666667
FOLR1	-2.83066666666667
KIAA0082	0.28025
FREQ	-0.867833333333333
TMCC2	-1.86683333333333
TCF12	0.0185
ZNF721	0.769
FAM130A2	0.29875
POU4F1	-2.806
SNRPF	-1.116875
SGIP1	0.912166666666667
ZNF641	1.009
EMG1	-0.26
PRRG4	1.064
HIRA	-1.65475
MYNN	0.433333333333333
AEBP2	-0.32
TBXA2R	1.017
ISL2	-1.211
PCDHB11	-1.388
RNF144A	-1.01575
MARCH5	0.048875
DULLARD	0.153833333333333
DCLRE1B	-1.15333333333333
ITGA8	-0.171
TP73	0.981
PRKCD	1.71725
NDUFB4	0.18275
ATP13A4	-0.019125
ANTXR2	-1.24483333333333
COL4A3	-0.518833333333333
MYO10	-2.9429
SLC6A18	0.311
PEX1	-0.0125
TMEM74	-1.22416666666667
RBM19	0.3775
TAPBP	0.66075
RUNX1	-2.331125
MID1	-3.12875
GPR64	-2.049
RASEF	4.1905
GABRG1	-0.130375
MYO16	-1.249
DBF4	-2.26983333333333
TSHZ2	1.51975
RIPK2	1.13375
PPTC7	1.06283333333333
KIF4B	0.032
LRRC31	0.034375
ZNF540	2.28175
EFNB3	0.681833333333333
LOH12CR1	0.73325
STON2	0.564833333333333
GLP1R	0.33425
CSTF2T	-0.027375
IREB2	-1.044625
GRSF1	0.87425
PDCD7	-0.647333333333333
LRRC43	3.007
CNR1	-0.1635
IL1F7	-0.7175
C12orf64	0.2065
FAM69B	0.105
NR2E1	-2.201
MS4A6A	2.744
FTL	-0.0329
C7orf36	-0.047
PCLO	-0.9445
DYRK2	-0.20725
ARIH2	-0.372125
SAMD7	0.5695
SCNN1D	-0.57475
SLC32A1	-0.93325
C22orf25	0.791333333333333
MRPS18A	0.1306
GPR112	0.2215
EARS2	0.487
ERN2	0.5575
ATPBD3	0.021
PRH2	-0.9725
CDKN2D	1.63383333333333
PGLYRP2	2.643
TRIM40	-0.28975
SEC14L3	0.122666666666667
SLC22A1	-0.196
BTN2A3	-0.3165
RASA4	1.18275
CCNL2	-1.47983333333333
MYBPC3	0.532
GJA4	2.7855
CDC42SE1	1.014375
TRPV2	-0.95775
MYPN	-4.0366
SIM1	0.3385
CDADC1	-0.072
ZFHX4	1.91975
NIBP	0.0898333333333333
ADAMTS19	-0.51075
ABTB2	-2.277
TSPYL2	-0.179
EIF2S3	-0.809
SOX30	-0.15375
AP2A1	0.0865
DKFZP564O0523	-0.408666666666667
LOC285398	0.31175
CDH18	-5.3985
CHL1	0.248375
GATS	-0.4762
TBC1D2B	0.2095
OR1J1	-0.2655
GSN	0.416
DPCR1	-0.10425
GARNL4	-0.813666666666667
SMARCA5	-0.14625
PLEKHG3	-1.38683333333333
ZBTB45	0.5875
FRMD6	-0.6995
PLS1	1.0115
DGKZ	-0.5875
EFNA1	0.5167
WDR85	-0.75825
ANK2	-0.46575
PAGE4	-1.1085
SENP6	2.21483333333333
AKR7A2	0.5115
FKBP10	-1.026
VEGFC	-2.78683333333333
LARP1	-0.123875
SRBD1	0.1395
ITGB6	0.66825
SLC1A2	-0.355928571428571
INVS	0.375833333333333
MPO	0.682
MOBKL3	-0.5779
CUTL2	-1.57275
KLK2	0.0900833333333333
VIM	-1.249
REG1B	0.271166666666667
PCDHGC4	0.59575
C3orf34	0.848666666666667
SUMO3	0.409333333333333
CST9L	0.78925
MLL4	-0.5585
SPR	1.163
SAMD9L	0.54825
ABCE1	-0.18825
SUPT3H	-0.295833333333333
ACTBL1	1.8975
ADAMTS4	0.618
SLIT3	2.015
RHEBL1	-0.27475
NPM2	-2.24525
MAN1C1	1.773125
KIAA1856	-0.0785833333333334
HSPA6	1.58775
LOC388152	-1.796
C10orf140	-2.225
ZDHHC12	-0.355
LIN7A	-1.1356
PHC2	0.184083333333333
SPHK1	-1.98025
TRIM26	0.71825
FAM83E	0.4075
C18orf24	-0.959166666666667
ZNF578	0.25
ORAI1	-0.081
RUVBL1	0.311583333333333
C7orf20	-1.09166666666667
APAF1	-0.0135
SLC36A4	-0.918166666666667
MYH11	3.92683333333333
NEK1	0.2735
MPP2	0.6275
C12orf24	-2.4965
TNK2	0.5938125
ZNF289	-0.12125
MATN3	-1.74271428571429
IFNGR2	1.142
ITPR1	2.785375
EBF3	2.1401
TBC1D20	0.7096
OR10P1	0.32825
DDAH2	1.247
SHPRH	0.35925
STX7	-0.367
LOC554248	-2.237
BCAR1	-0.6855
ATXN3	-0.391416666666667
TRIM27	0.2325
CDC42EP2	-1.7865
CHP	0.275214285714286
SOX17	1.3035
ZNF259	-1.21816666666667
CHCHD1	0.204625
ZDHHC19	-0.046
GBP2	2.9205
GARNL3	1.342625
MRC2	-0.49175
C1orf52	-0.362
AOF2	-0.018
LRPPRC	-0.3975
ACVR1C	-0.0426666666666667
TM4SF18	2.52616666666667
TMEM169	-0.365166666666667
PPP1R16A	-0.3755
EBF1	-0.118666666666667
RRS1	1.12016666666667
SNX2	-0.48975
OR2T2	0.027
RBX1	1.14475
ANKRD54	1.11816666666667
TSNAX	0.159666666666667
TMEM83	-2.3895
ZBTB7A	0.71325
ATM	-0.990916666666667
LOC338328	1.64733333333333
TIE1	0.916666666666667
