Hybridization REF	TCGA-AN-A0FV-01A-11R-A00Z-07
PHC2	0.228416666666667
SPHK1	-0.04275
TRIM26	0.2254375
FAM83E	0.748
C18orf24	-1.72766666666667
ZNF578	0.153
ORAI1	0.7445
RUVBL1	-0.053
C7orf20	-0.964166666666667
APAF1	-1.299
SLC36A4	-2.18266666666667
MYH11	4.66983333333333
NEK1	0.5671
MPP2	-0.846
C12orf24	-3.287
TNK2	0.413375
ZNF289	-0.3325
MATN3	-1.56128571428571
IFNGR2	0.642833333333333
ITPR1	1.886
EBF3	1.2121
TBC1D20	0.3773
OR10P1	0.51175
DDAH2	0.46175
SHPRH	-0.5595
STX7	-0.003
LOC554248	-2.34025
BCAR1	0.77975
ATXN3	0.03925
TRIM27	-0.0135
CDC42EP2	1.319
CHP	0.302428571428571
SOX17	1.555375
ZNF259	-1.34883333333333
CHCHD1	0.96275
ZDHHC19	0.0995
GBP2	1.447
GARNL3	1.755375
MRC2	0.95425
C1orf52	-0.97275
AOF2	-1.14233333333333
LRPPRC	0.4416
ACVR1C	-0.501333333333333
TM4SF18	2.53583333333333
TMEM169	0.829166666666667
PPP1R16A	0.17825
EBF1	-0.0778333333333333
RRS1	0.1005
SNX2	-0.563
OR2T2	0.311
RBX1	0.227
ANKRD54	1.18883333333333
TSNAX	0.648833333333333
TMEM83	-1.828
ZBTB7A	1.24825
ATM	-2.22808333333333
LOC338328	2.04166666666667
TIE1	0.802666666666667
HIST1H3G	0.736166666666667
PASD1	-3.97366666666667
TINAG	0.7225
PCDHAC2	0.518
LRRC15	1.12275
WBSCR17	-1.05875
TFF2	-0.252
PARP2	-0.797
NDFIP2	0.408375
PCDHGB2	-0.181
WDR60	-0.32925
MAP7D2	-1.5889
USP45	-1.34625
GSDML	2.41275
TNS1	0.4284
PLCD4	0.30975
IQCD	1.271
SMPX	-2.42475
CD9	0.6405
SRGN	-0.15475
CASP7	-0.079875
INOC1	0.0615
DKFZp451M2119	-1.862625
VMAC	1.1055
USP53	1.5583
CAMK1G	0.38525
TMEM106A	-0.2715
CDC20	-1.8495
ACSL5	-2.52383333333333
CBWD5	-1.377375
C1orf87	1.365
KIAA1274	-0.45925
PRUNE2	-1.96378571428571
LYPLA2	0.203166666666667
DOK6	-0.403166666666667
GPR149	-0.134
FAM30A	0.822
TMEM129	-0.8415
SLC35B3	0.3485
ACPP	0.5332
LOC200261	-0.605
SLC4A7	0.0927
CCDC40	3.07725
GART	-2.006875
THOP1	-1.3205
SCARB1	-1.772625
CACNA1F	1.24125
TRIAP1	-0.082
SYT14L	0.102
SFRS8	-0.7605
PBOV1	0.3485
GOLSYN	-1.4555
GJB7	-1.1375
CAMK2N1	2.913
GREM1	3.77008333333333
FLJ20433	1.383
QPCT	-3.354125
PRKAG2	0.654833333333333
H2AFX	-1.318875
C6orf154	2.385
PLOD3	-0.653
ZBTB39	0.00283333333333333
WASF3	1.48575
DRG1	-0.02875
PRR4	-0.9205
SPCS1	-0.000750000000000004
KDELR3	0.154833333333333
SRP19	-0.323833333333333
GABRA6	0.57625
MFSD1	0.42375
MMEL1	2.417
PDXDC2	0.2625
BUB1	-2.92788888888889
RNF138	-1.587625
MYLPF	-0.0055
AIF1	-0.172666666666667
DYNLRB1	0.8268
HCN3	-1.23083333333333
HIST1H2AI	1.1815
MAP4K5	0.240333333333333
LASP1	2.095375
LOC130951	0.5725
PLAA	1.256625
KRT6A	-0.824
C6orf117	-1.4805
ARHGAP23	0.388
PTF1A	-0.3655
GPHA2	-0.71425
LCE3B	0.56975
MCL1	0.0733571428571429
EHBP1	-0.730666666666667
PRNP	-0.3946875
ZSCAN1	0.69425
C1orf113	-1.17016666666667
FOXA3	-3.612875
NEB	0.93575
ASGR1	-5.312
CTGF	1.409
RAB17	0.677
MST101	-0.16925
JARID1B	1.0342
USP37	0.7645
PTBP1	-0.628333333333333
PTPN7	-1.4215
CDC7	-1.61566666666667
SNX7	-0.2685
ZNF335	0.26075
CPT2	0.33675
HEATR1	-1.0075
HSPC152	0.686625
C5orf40	0.084
PSME1	0.264166666666667
STAG3	-2.209
TMEM154	2.5955
KLHL32	-0.4035
TSGA10IP	-1.0995
SUV420H2	-0.462833333333333
SF1	-0.8057
2'-PDE	0.535875
PNLIPRP2	-0.729
TRSPAP1	-0.42875
NUP210	-1.23566666666667
ANP32C	-2.51483333333333
RAB11B	0.794
ASB15	0.577
ITGB3BP	-1.409
UBASH3A	-2.467
YWHAB	0.33925
TPRX1	0.335
LY6G5C	-0.08825
SLC7A2	-1.16175
CLK1	-0.52
HSD3B7	0.478166666666667
VDR	2.20825
C16orf74	-0.31125
ACE	0.224
PSMA2	-0.145833333333333
CCDC131	-0.147
ZNF213	1.034
EML2	-0.2005
ALS2CR13	-0.523166666666667
GLYATL1	-2.53725
DSPP	-0.1845
DHFRL1	-0.22225
C10orf30	-1.855
SH3RF2	-2.05116666666667
LOC197322	0.176666666666667
DLL3	-1.089875
TIGD7	-1.28675
GFRA3	0.14375
CPA1	-0.361
RTN4	-0.006
PPT2	-2.367
FASLG	0.578166666666667
FOXP4	0.86175
RPL26	-0.7468
GNL3L	-1.60083333333333
FMR1NB	0.08
CD163	6.3575
SGPP2	2.32375
GIMAP2	0.6525
CD37	0.504166666666667
DPT	3.48683333333333
NBLA00301	1.50225
RGS5	1.94483333333333
C9orf4	0.2665
ACTL8	-2.1885
PRKAR2B	0.99175
OPLAH	-0.197833333333333
C20orf134	-0.68875
SPACA5	0.193
TBL1X	0.6485
TSPYL3	0.124
CHCHD3	-0.75975
CRKRS	2.88866666666667
GPR65	4.2135
DFFA	-1.147375
FUT1	0.87725
C6orf204	-1.10466666666667
TMEM51	0.4535
ZNF580	0.23925
CMTM2	0.43525
C20orf200	0.0605
EZH1	-0.6945
FDX1L	-0.50925
MRPL32	-0.21275
PCAF	-0.1038
ALOX15B	4.54233333333333
CD59	1.15808333333333
CDK9	0.403875
ERP29	-0.151
TTR	-4.571
BCMO1	0.451
DDIT4	-0.5959
PTGDS	1.87025
C3orf63	0.134666666666667
BST2	-0.063625
CYP1A2	-0.2635
C5orf25	-1.18375
STX1A	-0.844705882352941
OR2A12	0.562
SH3BP5L	0.341
SERINC5	0.166625
USP6	-0.1381
MRPL3	-0.486166666666667
POMP	0.675625
INPP4B	0.626
GMPPB	0.9765
EAPP	0.422
AHSA1	-0.17975
ABCA11	-1.507
SLC5A6	0.261333333333333
HIVEP2	0.9495
SUMO2	-0.297125
KIAA1822L	1.9485
C11orf67	4.28825
TXK	-0.4675
PHCA	2.2760625
ICAM4	-2.20883333333333
FPGS	0.366166666666667
SNRPA1	-1.38025
KCNJ4	-0.61425
KIF6	-0.5392
HIST1H2BG	0.650666666666667
SLC5A5	2.734
ZNF354B	-0.657833333333333
IL12RB2	0.59775
C11orf76	0.488
GAL3ST2	0.0975
AIFM2	0.54325
SYNC1	-0.324375
UBL3	1.375875
PIK3CG	-1.76616666666667
NLN	-0.5214
BCORL1	0.54525
CD5L	0.138
ZNF238	-1.09033333333333
KIAA1394	-1.039
C16orf55	0.9877
CYP3A7	1.1135
KRTAP3-1	-2.365
TFDP1	0.129333333333333
MND1	-1.65875
NODAL	0.1435
GTPBP4	-0.759
TUBGCP2	0.5755
SLITRK5	-2.91425
CIC	0.30075
CD79A	0.442833333333333
SAMD14	1.0815
TNPO3	-0.662
OR10G3	0.539
OR10G8	0.6145
CCDC111	0.3165
HOXC9	1.6925
DCUN1D1	-0.164333333333333
CYB5R1	1.215
TSR2	0.70225
DAB2IP	0.6054
SLC6A5	-0.003
RAB3D	1.54775
DCUN1D4	-0.128833333333333
ERBB3	1.02125
SDC1	2.98933333333333
ATP6V1H	0.501
SYK	0.845
ST20	-0.18
C13orf30	0.1785
WDR40A	0.884333333333333
ADMR	0.377
LOC388335	1.32425
ACSM1	1.8355
TDG	0.64175
FLJ11235	1.0265
MRPS5	-1.32233333333333
AGPAT2	0.810666666666667
SLC12A1	-0.107625
CYP27A1	-0.69075
THAP7	-0.57425
XPO1	-0.473166666666667
ALMS1L	0.2735
C1orf2	-0.779625
ZNF777	-0.238666666666667
CAMK2A	0.6455
SMC1B	0.10125
IHPK2	0.376133333333333
LEMD1	-3.176
NKD2	-0.1805
CLU	2.91742857142857
ARMETL1	-0.393
PABPC4	-1.46425
CXCL12	1.2885
TFAP2C	2.772
TTTY8	-0.097
ABCB10	-1.0067
ENDOD1	-0.593166666666667
IDI1	-0.093
KCTD6	1.481
CCDC105	0.511
ULBP2	-0.293666666666667
ZDHHC5	0.612
WNT8A	-0.252
COMMD10	-0.265
KLHL12	-0.261375
GPR50	0.124
NR5A2	0.201875
OXGR1	0.106166666666667
EHD3	0.80325
CAPRIN2	-1.153875
KLRC3	-4.16675
SF3B1	0.0642142857142857
IPO7	-0.12825
ALDH1A1	-2.49116666666667
ANKRD5	1.7075
TSNARE1	1.1185
DDEFL1	1.06975
RNASEL	1.887
DNAH9	-0.9915
HELLS	-2.47925
TNS4	2.6665
NAV1	0.9779
KIAA1409	0.08975
C20orf26	3.06516666666667
TUBG1	-0.866
IRX2	1.97925
CNGA4	-0.267
MGC50559	0.578833333333333
OR4K17	0.151666666666667
TM2D2	0.555333333333333
FAM32A	-0.253
TXNDC14	0.0965
CCBL1	-0.754
ANK1	-3.0178
PRSS23	-1.0775
PPM1L	-0.017
SPATA20	-0.07825
APCS	0.2705
C14orf122	0.136333333333333
PSMB5	-0.0895
C6orf10	0.1746
SETDB2	-0.587166666666667
SPNS3	-1.105
SGMS2	0.117833333333333
MXD3	-1.0275
MON2	-0.0882
CARTPT	6.4195
HNF4A	-1.078
RABEP1	0.7258
TNFRSF10B	-1.257375
USH1G	0.475
PPAP2B	-2.00116666666667
TMEM16K	0.85575
CTDSP1	0.747333333333333
CDK5R1	0.509333333333333
GABRR1	0.1995
OPN1LW	0.4105
FAM98C	0.49875
DBN1	0.34675
ACAD10	-0.0613333333333333
QTRTD1	-0.3785
WNK3	-1.84083333333333
RPS19	-1.231375
C1QB	2.980625
OTUD5	0.262875
SLC41A2	1.5655
TMEM22	-2.6585
KHSRP	-0.233583333333333
TNFRSF11A	0.413
FBL	-1.65716666666667
IBTK	0.0695
OXER1	-0.3035
CBLN4	0.31
GPR172B	1.08766666666667
CFTR	4.115
VSX1	0.734
CAMK1D	0.0855
LOXL3	-2.039
RTP4	0.626
SLFNL1	-0.46375
KIAA0828	0.02075
PAR5	-0.327
LOC723972	-2.49
GDI2	-0.01575
CEBPA	0.5697
MLF2	-0.427333333333333
AFMID	-1.8375
ALOX12B	0.44425
BPHL	-0.507375
COX5B	-0.188
S100A10	0.9551
THOC6	0.047
NHN1	1.32625
RRP12	-0.223
ARID3B	-2.79825
CD3G	-2.94366666666667
KIAA0133	-0.36925
NAT11	-0.843166666666667
PPAT	-0.667666666666667
SIRT3	0.5604
TCERG1L	0.70325
NIPA1	-0.5276
DPP8	-0.1154
IL7R	-2.19583333333333
ZFP64	0.369833333333333
DMAP1	-0.9319
TRMT12	0.5975
TLR4	1.7863
WFIKKN2	0.0275
RAB12	-0.9475
DDX51	-0.117
KIAA1086	-2.75725
ZNF295	-0.201833333333333
ACVR2B	-0.989071428571428
LOC494150	-0.915
ZNF517	-0.1655
DNASE1L2	-1.21466666666667
SUFU	0.340666666666667
LOC283677	0.2185
LMO3	3.18966666666667
PPP2R5D	-0.563166666666667
ZNF587	-0.636
HIST4H4	0.2205
CYP2C8	0.0305
C1orf80	-0.158166666666667
DOCK5	0.325666666666667
C9orf24	0.7855
OR5AR1	-0.059
C11orf24	-0.1655
UNQ1940	-0.20175
CAP2	-1.358
TIMM44	-0.81175
DSEL	-1.6737
ROM1	-0.01075
FBXO4	0.033875
MYLC2PL	-1.57775
MLH3	0.635
NOX1	0.714333333333333
DPEP2	1.38775
DNAJB5	1.53075
RLTPR	0.047
MBIP	-0.362833333333333
COPB1	0.104166666666667
SFTPA1B	0.1735
C10orf4	-0.7237
PRELID1	-0.45975
NOLA1	-0.4175
C19orf24	0.0605
TLR9	-0.955
HLA-DMA	2.08375
HCRP1	-0.706
GPR137	0.706166666666667
ITGA11	1.21066666666667
PHF13	0.066
MARK4	0.240333333333333
METTL4	-1.381
MBD3	-0.7915
LOC134145	-0.187375
FGF3	0.346
SLC35A3	0.579625
CLEC16A	0.5685
AMOTL1	-1.23366666666667
FLJ31438	-0.844
PAICS	-1.277
TOMM40L	0.570333333333333
MMD	-0.50175
KLK10	-0.095
NIT2	0.517166666666667
SERPINB10	0.232
KLF15	-0.5662
CCDC5	-1.217
WSB2	0.944625
ME3	-0.171625
CACYBP	-0.0833333333333333
TCTN2	0.2585
JAK1	0.5565
C2orf25	-0.4395
GPD2	1.59525
FBXL11	-0.0158333333333333
CDV3	-0.759416666666667
GALNT11	0.1415
NDUFA12L	-1.5706
FLOT1	-0.229785714285714
TOR1AIP2	0.30225
MMP25	-0.18425
C1orf164	-0.7774
CHST5	-0.06975
LYRM4	-0.886
GPER	-3.101
HIPK2	0.317666666666667
DAP	0.1183
ZMIZ1	1.80433333333333
DDX58	2.369625
DCC1	-1.98725
AKT1	0.94775
ENPP6	0.713833333333333
ERVWE1	-0.423166666666667
CDC34	-0.48475
RNF125	-3.76775
CASC1	1.8735
SHROOM2	1.4065
RRM2B	0.8025
COL6A3	2.200375
TMEFF1	-1.85625
PLEKHA4	0.261
LYSMD1	-0.2155
SEPT1	-0.951
AOF1	-0.48025
GNPAT	0.095
WDR18	-0.2395
HSD17B12	-0.2895
HIST1H2BM	-0.238333333333333
INDOL1	-0.916333333333333
SUDS3	0.7105
C1orf192	0.43
CYP2B6	-0.894
TBC1D2	1.96366666666667
SLC25A12	-0.289625
ERCC6L	-1.10983333333333
MGC10814	-1.323
POLR2C	-0.963666666666667
ZNF77	-0.132333333333333
EIF3K	0.033
HPX	1.83275
ANKRD27	-0.237625
MALAT1	-0.9765625
PLB1	1.23433333333333
HRNBP3	-0.38375
CPSF4	-1.29475
OR52N2	0.481
PIP5KL1	-0.37925
GH1	0.26675
HPS5	-0.2555
SLFN5	1.270375
POP5	-0.271666666666667
OVOS2	-4.3595
C20orf108	0.519625
MARS	-0.586
CLRN3	0.943666666666667
ARSE	-0.496666666666667
PPIE	-0.0761666666666666
PHACS	0.173
GP5	-1.1775
IL8RB	0.589833333333333
FCRLA	-2.405375
ARRDC1	1.6973
KRTAP9-4	0.28775
ZNF613	0.956
OR11A1	0.509
TMEM132B	-1.8955
PGLS	0.795
BSND	-2.39166666666667
KCNK18	0.176
FOXD4	0.2335
SV2C	-0.48175
LCN2	4.14516666666667
ZNF490	0.2458
C3orf15	2.7264
CACNA2D4	-1.4845
CBX5	-0.3395
MAGEB4	0.411
BOLA1	0.3115
PPP2R5E	0.432
COL5A1	1.68916666666667
ASB7	-0.636
SFT2D1	-0.22225
DERL1	0.3449
RABL2A	0.935
MOAP1	0.194
KIAA1545	0.448666666666667
F3	0.739
PLEKHM2	-0.39275
CCDC89	1.361
EFCAB1	1.502
TMEM48	-1.4005
SEPHS2	1.81275
PYGM	-0.02675
PRICKLE1	2.02725
WNT5B	0.04575
TAS2R38	0.1825
IMP5	0.2115
KHDRBS1	0.0698
LARS2	-0.328833333333333
C3orf28	0.000250000000000002
FTCD	-2.64075
C10orf68	-0.1905
DGAT2L3	1.58025
PSEN1	0.73275
MGC33657	0.0955
PLA2G4B	0.197166666666667
CDKN2A	-0.640833333333333
DLX1	-2.572
TSHB	0.391
C18orf37	-0.0015
MEX3C	0.487375
MAMDC2	1.12725
PDIA4	-0.652833333333333
ATP5E	0.1405
CASP2	-0.101071428571429
SERBP1	-1.14626923076923
ZNF341	0.592666666666667
TESC	-2.80375
TMEM31	0.508
OR51I2	0.35
YTHDC1	0.419571428571428
JUN	1.17666666666667
AGMAT	-4.10583333333333
PCNXL2	0.1525
ATAD5	-2.26275
STK38	-0.412625
AZI1	-0.39175
RBP1	1.977
C4orf26	-0.5215
KIAA1026	1.179375
TMEM101	-0.157
HSFX1	0.027
TREX1	0.55525
C18orf10	-0.3136
TRIM15	-3.12825
CA6	0.224625
CEP57	-2.18575
AR	4.40683333333333
SESN2	-1.171
KIF3C	0.5775
EPB41L5	0.21025
ARHGEF10	-2.01859090909091
POLR3D	-0.346
INDO	-2.1215
GABRA3	0.167
SCG5	-0.6146
E2F3	-1.5351
TIGD5	0.4045
FGD6	0.480333333333333
KLHL3	0.18825
SCGB3A2	-1.127
URP2	-0.126833333333333
ATP6V1B1	1.0908
CALML6	-0.5735
LOC100049076	0.7085
TMF1	0.51975
LOC388503	-0.18825
CDH5	2.493625
RPS6KC1	-0.0856666666666667
DAAM1	1.4869
TNFRSF10D	0.18275
GSTT1	1.5819
INPP5A	0.2675
TRAF3IP1	1.1605
SMARCE1	-0.416
VRK1	-1.20625
TTC16	1.809
AARS	-0.200833333333333
ARHGAP27	0.228666666666667
ZAK	0.379357142857143
ACSM2B	-2.459
TRAP1	-1.3005
MRPL53	0.534
RNF44	-1.44625
NPTXR	1.29875
DPYSL3	1.03916666666667
APP	1.2795
GLS2	-1.19533333333333
MNX1	1.5295
CMTM7	-1.64125
OR10A7	-0.292
NYD-SP21	2.39066666666667
ORC5L	-0.11125
SLC16A10	-0.6635
TMEM178	0.316
LOC441601	-3.88375
PTGIS	-0.53175
KBTBD7	1.249
C19orf41	-0.3605
CEACAM3	2.248
KRT23	-2.4425
SERHL	3.5125
PNKD	0.6283125
UBC	0.8465
ATRN	0.327375
HAPLN1	-0.2025
RANGAP1	-0.307
C10orf26	0.960833333333333
KCNA7	-0.412
SRY	0.1905
LOC376693	-1.17175
HIST1H2BF	-0.16
CDCA8	-2.07366666666667
MLC1	-0.395
TNIP3	0.00624999999999999
OR4D1	0.7975
IFT52	0.0426666666666667
GOLT1A	-0.0331666666666667
UTP20	0.16325
RP3-402G11.5	-0.573875
PRSS33	-0.4685
PMPCA	0.0575
APOB48R	2.01416666666667
GLTP	1.15725
MPL	0.28225
C9orf78	0.32475
ADAM12	1.241875
CSPG4	-0.967
LOC144305	-0.271
KRTAP4-10	0.0838
PAK1	2.073
ADCY7	-0.2858
TAS2R43	-0.2225
FRAS1	-2.41307142857143
PPP1R14A	-0.125
OR2B6	-1.378
ATP13A1	-0.0381666666666667
SIDT1	2.00975
C1RL	1.344
PRKRA	0.3715
TLN1	0.6688
RP11-50D16.3	0.0463333333333333
MITF	-0.919416666666667
GYS1	0.054
LYG1	-0.792666666666667
NSMCE4A	-0.6922
DNAI1	1.03425
HOXD11	-0.936
FNBP1L	2.0389
DHX35	-0.541
LCE3E	0.310125
SLC33A1	0.45525
DCLK3	0.8
TRIM33	-0.253666666666667
TMCC3	1.41333333333333
FBXO42	0.1015
C1orf27	-0.1627
C17orf50	0.6685
RNF14	-0.0405
SLC4A8	0.267375
RAB3IP	1.2768
COX6C	-0.00735714285714287
PCSK1	-4.392
SLC13A1	0.431375
ARF6	0.428333333333333
KIAA1009	0.5285
HOXA13	-2.7975
HMGN1	-0.546625
CXADR	-3.0995
MGC14436	0.094
UTF1	0.7705
TSC22D1	0.9463
BZRAP1	1.4855
PUF60	0.480166666666667
SHC1	-0.1585
HOOK3	0.7097
LIMS2	1.24183333333333
BAHCC1	-0.192333333333333
CLCC1	-0.324833333333333
ENTPD3	1.87166666666667
SMO	-1.9445
PIK3R5	-0.1075
CDC14A	-0.766833333333333
KRT1	1.2315
ENOX2	0.499333333333333
FLJ22655	-1.6125
FPRL1	0.267
INTS6	0.3031
ZCCHC5	1.0575
SMC3	-0.746
C6orf123	0.9715
FLJ20160	2.77525
LOC653391	1.06333333333333
GSS	0.18825
NT5M	-0.534
SIX5	-0.86025
TAF5	-1.13
KCNA1	-0.368166666666667
ANLN	-1.73533333333333
MGC45491	-0.8358
SSTR2	2.507
LYPD4	0.53825
TH1L	-0.50275
CHRNA5	-1.4295
PNMA6A	-0.24175
FLJ16369	-0.05
DLX2	-2.9122
C6orf108	-0.84575
ALDH3A2	0.3155
CLEC1B	0.6845
LEPREL2	-0.28
FOXJ1	-0.5848
OR1D4	0.469
PPIL4	-0.643
MTRR	-0.975
SLC27A3	1.58183333333333
HTR7	-1.31266666666667
MIB2	-0.193625
BHMT	-1.67383333333333
A2ML1	0.6625
MSMB	1.655375
KIAA1383	0.54225
TRUB2	0.6935
PF4	0.418
IL1F5	0.0793333333333333
LRRC37B2	-0.4255
IPO4	-0.37
FIGF	-0.06625
QDPR	-0.36
ZNF598	0.029
BOP1	-0.530125
MAPK12	-1.989
POLR1E	-0.640875
CEECAM1	0.545166666666667
INSRR	0.189333333333333
SIPA1	0.62325
ULK4	0.156
BTN3A1	-0.8491
FABP5	-1.4952
KBTBD3	1.00716666666667
SORT1	0.145166666666667
YWHAQ	0.5723125
LRIT1	0.334
KIAA1704	-0.1203
MEIS2	-1.0125
ENOSF1	-0.968
PCDH7	0.378357142857143
FZD9	-1.81333333333333
RPLP1	-0.477333333333333
ZNF75A	-0.199
P4HA3	3.393
NKX6-1	0.62475
CTA-216E10.6	-0.029
IFT140	0.397
DENND1A	0.252
ALCAM	3.5684
ABHD2	-0.343090909090909
QPRT	0.262
TRAM1	0.0566428571428572
ATP1B4	0.237125
NUP37	-1.1645
SAA3P	0.0665
SLC22A6	0.23575
KIAA0265	0.612375
ZNF41	-0.0515
ADAM19	0.8958
ERAF	-0.73925
DEFB119	0.338
DNMT3B	-2.812
SNF1LK2	-0.7865
MGC24039	-0.293583333333333
TAS2R48	-0.687833333333333
PNLDC1	3.82675
ADAMTS16	1.3235
TMEM92	-1.4335
CCT8	-0.539916666666667
POGZ	0.18675
N-PAC	0.50475
GUCA1B	-0.424166666666667
ZZEF1	0.8805
OR2C3	0.74625
ZNF334	-2.35066666666667
RANBP6	0.5755
LDHB	-3.093
BAMBI	-3.123125
RAB5B	1.32125
FOXB1	0.8875
MRPS12	-0.14775
MRGPRF	0.34725
CRIPT	-0.9455
CYP2D7P1	-0.3995
RYR1	1.74325
NDUFA2	0.4645
TRIP12	0.572583333333333
KCNE3	2.349
MOBKL2B	-1.445
MIOX	0.40275
ACOT7	-0.099125
FGF6	0.381
RASSF5	-1.5271
ATAD3B	-1.71383333333333
IKZF3	1.9515
H3F3B	0.679785714285714
C6orf91	0.6625
SEC11C	-0.5055
TMEM14C	-0.838
KIAA1632	0.557125
SLC38A4	0.03075
FGFR3	-1.93033333333333
HES7	0.8975
HINT3	-0.27525
ARIH1	-0.589
FLJ35880	-2.06575
C1orf129	-0.3585
POU6F1	-0.59825
RPL32	-0.449625
BBS1	0.421666666666667
RGPD5	-0.4185
SULT1C2	-2.25625
KDELC1	-0.799
PIP5K3	-0.152833333333333
CHI3L1	0.3315
CSDA	-1.63308333333333
VTCN1	0.0705
WDR62	-1.556
TMEM170	-0.5575
KIF2A	-1.5275
C6orf182	-1.2445
ARL6IP6	-1.7765
ZCCHC9	-0.96025
RARB	-0.0276666666666667
ZNF320	0.46825
DHX15	-0.8495
PICALM	1.19666666666667
CNOT6	0.0500833333333333
HIST1H1A	0.4425
ZNF702	1.81666666666667
OR1E2	0.445
HLF	-1.3396
LOC442582	-2.592
KIAA0494	0.957375
TCF4	1.2155
APOBEC3B	-1.341
FAM54B	-0.2655
MYH2	-2.552
FXN	-0.3645
C12orf59	0.674
PAEP	-0.964
SPG11	-0.032375
VN1R4	0.0205
KCNJ13	-0.65675
NOC3L	-1.35225
C5orf36	0.9905
CPAMD8	-0.475
MLN	-0.3009
FLJ11184	-0.455
TIAM1	0.0378333333333334
OR10J3	0.1525
OR52E2	-0.673
PBX1	1.8817
UBL7	-1.1435
PXMP2	0.13875
SYTL1	-1.1375
FAM126B	1.12275
ZNF711	-0.867875
GGA1	-0.596166666666667
VAMP4	0.381666666666667
BCAP29	0.7029
C20orf19	-1.147875
ZNF275	0.8825
NEK6	0.88225
SETD8	-0.297333333333333
HEXIM1	0.0441666666666667
SULT1A2	-0.650625
KLHL9	1.288
SLC39A12	0.05675
ARHGEF16	1.28383333333333
SCN1A	-0.2465
HNRPH1	-1.60816666666667
C9orf103	1.89125
ECE1	0.1725
MED18	-3.33675
TEX13B	0.518
SNN	1.16425
C6orf62	-0.0866666666666667
WNT3A	0.5232
IL22RA2	0.6715
MGC21881	-0.37175
GABBR1	-0.38375
YIPF6	0.7625
PROX1	-1.58033333333333
PPP1R1B	3.56375
LANCL2	0.5987
SCN3A	-1.1915
SSRP1	-0.721833333333333
ASXL2	0.35575
RPE65	0.541
SNAI1	0.4985
EFNA2	-0.07075
CLDN9	0.326375
TP53I13	0.35725
LOC375748	-1.067
C9orf7	1.64625
C14orf178	-0.194
GC	-0.1835
IER3	-0.284833333333333
KCTD10	0.916125
FLJ45717	0.67825
ADC	0.543666666666667
LOC285908	-0.823333333333333
MLL3	-0.4995
KIAA1787	-0.54475
MGC31957	-0.79525
MUC5B	0.847333333333333
ZNF193	-0.14275
CSRP1	2.047
MOSPD1	-0.066
C21orf49	0.7025
RAD1	-0.47475
ANKRD34	1.80475
NFRKB	-1.36
FANCA	-2.97975
VTI1A	-0.116214285714286
PCBP3	1.22233333333333
BFSP2	-1.2405
ZNF354C	-0.055
FRMPD4	-0.148
IKBKG	-0.18
LOC441046	0.4715
UNQ9438	0.4155
TM4SF20	-0.841
MAGEC1	-2.94675
AMMECR1	0.0485
GLDN	1.21275
TTC30B	1.97675
SEC13	-0.1507
EGF	-1.699625
HAGH	0.74375
VSIG1	0.405166666666667
NHLH2	0.37575
NCAPD3	-1.974875
MGC16121	-3.30575
HIATL2	-0.6905
BRCC3	0.671333333333333
LCE2D	0.601
TMEM79	0.5475
GTF3C5	0.00225
AKR1C4	1.25316666666667
C3orf59	-0.39625
RBM26	-0.270625
DUSP14	-0.560833333333333
AP4M1	-0.475
RIMBP2	-0.293666666666667
ABCC2	-2.62
DNAJC16	0.440333333333333
TTC12	-0.152333333333333
SNX13	0.0818333333333333
C6orf168	1.375
C1orf100	-1.2285
CSPP1	0.0785833333333333
LRRC56	0.69875
OR1J2	0.5705
THY1	1.3328
KIT	-0.1965
TBC1D8	-0.8485
EPHA7	-0.40975
SOLH	-0.216
SVIP	0.04875
ZNF294	-0.5225
HAND2	2.39283333333333
CENTB2	0.804833333333333
MARVELD3	2.4115
CREB3	1.269
KRTAP1-5	-3.40025
OR8K1	0.375
MED25	0.0943333333333333
FDX1	-1.10583333333333
FAM19A1	-0.1085
IL13RA1	2.0408
ZNF627	0.246166666666667
NHP2L1	0.215875
EIF2B2	-0.285625
ZNF593	0.148
WIPI2	0.283666666666667
RANBP1	-1.11075
TAS2R7	0.1655
LOC283514	0.351
CSNK2B	-0.5309
CFHR1	0.764
DKFZP434O047	-0.1515
WBP11	-0.87725
TEX2	2.31925
GALNT2	-1.216
FLJ33360	0.6905
WNT9A	0.08175
IL29	0.39325
STK3	-0.11
REPS2	0.718625
FAM78A	-1.36925
MGC3207	-1.279
FCGR3A	6.887
H2AFY2	2.0755
RNF150	-1.9375
CCNK	0.44475
VEZT	0.716166666666667
FSHR	0.2285
C1orf66	0.496666666666667
LCE2B	0.3787
CD200	-0.90475
ORMDL1	0.4125
OR51S1	0.2645
KRT83	0.01275
COL19A1	-0.5015
POL3S	0.10325
ZNF468	0.00733333333333333
BAG3	0.642625
C1GALT1	-1.059
CA5A	-4.20925
DKK4	-1.157
SGK2	-0.962625
PIK3C2G	3.96475
USP11	0.195375
IMPA2	-2.08325
PRKDC	-0.442357142857143
MSR1	3.77425
PDCD6IP	0.332666666666667
FAM122A	0.798
ZNF740	-0.4215
ATXN2	0.104833333333333
SLC17A4	0.490666666666667
RAXL1	-0.825166666666667
RS1	0.10625
NET1	-1.3645
NPY1R	-1.89216666666667
MVD	0.08775
C11orf61	-1.582
CHDH	-0.1765
GCNT2	-1.70185714285714
LGALS12	-2.53475
IK	0.013
