Hybridization REF	TCGA-B6-A0WW-01A-11R-A109-07
SPRR1B	-0.774333333333333
FLRT1	-0.68525
SNX17	0.362333333333333
ASB2	-0.821666666666667
HBG1	-5.1955
RPRML	-1.575
JOSD2	0.4855
PLSCR3	0.549
SPOCD1	-0.0276666666666667
RAB39	-0.2995
GHRH	0.036
ITIH5L	0.8165
C17orf37	1.3125
SMCR8	0.37575
DPY19L2P3	-0.111
IL11RA	1.69166666666667
GDF3	-3.75116666666667
RPS6KB1	-1.20083333333333
DNAJC19	0.3341
TOP1	-0.07075
CRCT1	-0.880625
MPST	-0.129625
DPM2	0.515375
FAM38B	-0.834
SLC18A1	-1.86483333333333
FARP1	1.19083333333333
PAX7	1.7815
TUBD1	-0.9005
GNL3	-2.144625
BTG2	2.09266666666667
NDUFS6	-0.1
C1orf79	-3.14475
ERAL1	-0.01075
ECHS1	1.30525
VPS4A	-0.2245
CYP11A1	0.26875
ABCC6	-1.03514285714286
PBX4	-3.2575
MOSC1	1.08575
NCF4	-0.37475
HYMAI	0.8485
NAGPA	-0.67075
OTOP2	0.11575
ACOT12	0.0615
MTHFD2L	-0.289875
LOC441376	3.474
C19orf34	0.114
RAB1B	0.6955
ALDOAP2	-0.3235
NTRK1	-1.18416666666667
ARTS-1	0.2193
SLC6A11	-0.487
NAP1L2	0.39875
CNGB1	0.256833333333333
EPB41L4B	1.21633333333333
FAM134B	2.84075
HS3ST3A1	-0.565
CPXM2	4.31275
SIRPB2	0.9625
CHORDC1	-1.16766666666667
TRIB3	-0.732833333333333
SLC2A5	0.731
C2orf49	-0.459166666666667
DDX5	-0.63
OR5L1	0.7085
ANAPC4	-1.0485
ZSWIM1	0.51
LOC93622	0.1115
KCNK3	-0.2475
RP11-35N6.1	-2.05528571428571
ZFP161	-0.165166666666667
AQP9	2.11825
SLC15A2	1.43066666666667
MREG	0.3645
OR9I1	0.1865
PDLIM2	0.17075
ADAM7	0.99
GSTCD	0.777833333333333
WDR21A	0.01975
SLC12A8	2.27583333333333
TMEM174	0.1365
IGSF3	0.353333333333333
LRRN1	-0.907
LOC402117	0.04575
SRPK1	-1.45583333333333
LY6K	1.523375
NFIA	1.796
PTCD3	-0.548
LEP	-0.163166666666667
PCDH21	-1.03366666666667
MAPKAPK2	1.17957142857143
NMNAT1	-1.04683333333333
LHFPL2	0.668625
C9orf43	0.918
DIP2A	-0.447
ACTR8	-0.75525
CCDC34	-1.29575
PTPN22	-1.379
ITGA3	-0.88475
FAM129C	-0.398
RABGGTA	0.994166666666667
UNC45B	0.101
KIAA1033	0.1505
ZNF510	0.0406666666666667
CYP2D6	-0.943666666666667
SLC26A10	-1.836
STX8	0.83975
LUZP1	0.13825
WDR89	-0.434833333333333
EIF4G3	-0.2043
C5AR1	0.345625
ZNF623	1.6535
A2M	0.43275
TGM7	-0.107
GRPEL1	0.359
LMNB2	-1.6572
ROCK2	0.529666666666667
SNX16	0.8525
CCDC66	-0.3845
ANXA3	0.47975
KIAA1609	-0.475
EED	-1.926
RNF32	0.848833333333333
HES1	1.019
CLC	0.409166666666667
ISL1	-0.340333333333333
KIAA0528	0.0805
MANEA	0.812
C1orf61	-2.2355
hCG_2001000	-0.092
RAPGEF6	0.1324
KIAA0020	-1.86633333333333
NEIL1	0.78175
C16orf45	-0.562125
RBM10	0.113166666666667
C10orf125	-2.36425
MRS2L	-0.20025
DNAH17	-0.933875
C19orf10	-0.2765
C1orf160	0.284
SLFN12	0.9755
EXOC3	0.363666666666667
HIST3H3	0.59675
NCOR2	0.078
TNFRSF9	0.75075
MFSD8	0.84275
ALX1	-3.56883333333333
NOL1	-0.9755
PODN	1.438
TIAL1	-0.264
HIST1H1E	-0.22725
NPY6R	0.45775
TM4SF4	0.19325
CORO2A	1.47425
ETNK2	2.11516666666667
APOE	0.9119
ANGPT4	0.4385
HDGF2	-0.14725
G30	0.013
ST8SIA4	-0.492125
F2RL1	-1.4155
FAM19A4	-1.70575
CCAR1	-0.75775
B3GNT7	0.55675
OPHN1	-0.436
DSCR6	0.7545
C21orf13	-0.414666666666667
GAS2L1	0.461666666666667
RFX3	-0.427
COPS4	0.136875
BCHE	-4.80166666666667
BCL2	1.0705
HBZ	-3.201
ARL13B	0.027125
MAPBPIP	2.00025
MYO15B	-0.558625
SPZ1	0.2
KIAA1324	2.98811111111111
PLCL2	-1.442375
C4orf29	-0.66325
WDFY2	-0.238875
ZNF284	0.05
NAALADL1	-0.301
DUSP5	1.04366666666667
PXDN	0.95025
SLMO1	-1.5115
TNXB	0.2919
BIRC7	-1.5365
A4GALT	1.16283333333333
TIMM22	0.74925
FAM110C	2.01775
TOMM34	-0.703875
ABHD9	0.2645
ADAM32	1.011
CRHBP	-0.82125
AQP2	0.46025
LOC130355	1.5585
ZNF187	0.453166666666667
ZNF816A	0.7085
F7	0.86025
CNOT1	-0.4568
SLC13A4	0.35
ZBTB11	0.174
B3GALT5	0.60575
EXOC2	1.923
IRS1	-0.8279
TMEM1	-0.0896666666666667
MRPL34	0.0398333333333333
SAMM50	-0.5505
CDC42EP3	-0.256875
HSF2	-0.6832
MFN2	-0.952
TSPAN7	-2.49733333333333
NUCB1	0.64375
RHOH	-1.1025
ARL16	-0.4965
TACR1	0.17925
SFRS5	-1.41266666666667
SNX25	0.821
RHBDF1	0.896333333333333
PCDH18	1.12866666666667
HMG1L1	-1.18225
MYO5C	1.076125
MAPK10	2.0375
LDHAL6A	0.0591666666666667
NUDT12	0.835333333333333
NCAM1	-0.20675
GLIS2	0.2165
GGTL4	1.07875
DAPP1	0.018
ATF7	0.61
KIAA0748	-1.0025
NFIL3	-0.473
TM6SF1	0.4625
SEZ6	0.13375
NANOS3	0.635333333333333
DNAJA3	-0.224333333333333
CLDN6	-2.78
CIITA	2.1272
EPHA4	-1.52358333333333
FANCC	-0.74
CMTM3	0.078125
PSG3	-0.8835
MRPL15	-1.02275
C21orf59	-0.452
PLCXD2	0.26425
C2orf34	-0.037
UBE2L6	1.87925
MED14	0.062
HP1BP3	-1.2459
C6orf208	0.1515
TPBG	1.13975
OSR2	0.938625
XPC	-0.3515
KLHL7	-1.21458333333333
CCR3	1.012
AGTPBP1	-1.65816666666667
PCSK6	1.32713333333333
STAT5A	-1.196
FAM18B	0.464
LONRF2	0.2775
PTPN2	-1.410875
SF3A3	-1.16833333333333
EFCBP2	-0.20875
HCFC1	-0.812833333333333
AHNAK	-0.1146
ACTR5	-0.42
KIF14	-1.01957142857143
TENC1	0.59175
HEATR5B	1.149
YIPF2	0.774666666666667
MYEOV2	0.8615
DUSP18	0.63975
KIAA1012	-0.13725
AHR	-0.661166666666667
C17orf53	-1.23316666666667
PTPRH	-4.11125
ATP6V1C1	1.6116
TAS2R3	-0.16
LOC440356	0.36425
COQ10B	1.0985
PSMF1	0.493166666666667
SORBS2	2.52158333333333
NFE2L2	0.454
TMCO7	-0.6445
SH3PXD2A	-0.4939
SH2D2A	-1.43875
SPINK5	-3.5135
MRPS24	-0.40375
OPA3	0.414375
TRAF7	-0.189666666666667
C4orf35	0.2425
MT1G	-0.577875
MGC39545	-0.20725
HS1BP3	1.146
OR2B2	0.3775
CHRM4	0.117
SFRP2	3.29258333333333
RIC3	-1.0215
ART1	0.053
C6orf1	1.398375
DUS4L	-0.48625
C10orf104	0.25725
TNFAIP6	2.716
RTEL1	-0.34675
CCT4	-0.1467
ZNF709	-0.045
CHMP6	0.877166666666667
UPP2	0.36675
CYP19A1	-2.616
CD151	-1.54983333333333
NDUFA13	0.8535
ARFRP1	-0.461166666666667
FAM26B	1.98
CRYBA1	-1.3215
MRPL41	1.17466666666667
NPFFR2	0.18125
HRH2	0.2705
SCAMP3	1.44133333333333
MTMR6	0.4545
MTG1	-0.233333333333333
UBTD1	1.23175
CRABP1	0.021
FLJ33790	-0.0514
KIAA1908	-1.76883333333333
GPR158	-2.0455
PACSIN3	-0.7365
OMD	2.83416666666667
CATSPER1	-0.317166666666667
HOXB8	-0.63275
FBXO46	0.7435
OAS1	2.36166666666667
SVIL	0.6615
PHB2	-0.5025
ADCY3	-1.414
NDRG2	1.47883333333333
ERMAP	-0.2363
APBA2	-0.814166666666667
IGSF9	2.7395
WNT6	-0.0659285714285714
MYCBPAP	0.76
ATP2B2	-0.3012
CPVL	-1.9585
TRAM2	-0.301166666666667
NOP5/NOP58	-0.6365
ZNRF4	0.20125
TLK1	0.809
MTMR12	0.650142857142857
ZNF384	-0.216333333333333
FAM9B	-2.801
RPN1	0.9173
PMVK	1.67575
EIF3D	-0.6718
SIX2	-0.478
HPS1	0.466142857142857
RNF7	0.5485
PSKH2	0.382
KCTD13	-0.202
CSMD3	-0.5263
FBF1	-0.3495
IL8	-5.97075
SERPINB13	0.107166666666667
FBXL20	0.76625
BLR1	0.594
SH2B1	-0.500166666666667
RFNG	-0.443125
RAB20	0.257333333333333
RBM7	-1.71425
POLR1A	-0.0198333333333333
TMPRSS4	-2.038
TAF9	-1.175375
TERF2	0.0955
TNFRSF1A	0.525416666666667
ACADVL	-0.444833333333333
GTF2H5	0.82675
EDG8	-0.716166666666667
C9orf140	-1.329125
UST6	-0.042
ZBTB8OS	-0.67125
ZNF710	0.046
GPR174	-0.9525
ATP6V0A2	0.11025
KIAA0319L	0.0416666666666666
XKRX	-0.173
DOPEY2	2.2583
SDHD	-1.01475
SUMF1	2.43975
OSM	1.819
OPN3	-0.523
DAGLB	-0.288333333333333
PPFIBP1	0.3272
TRIM63	-2.406
C10orf53	-0.2
LYPD3	-0.586833333333333
BCL7A	0.497125
AGER	-1.6085
TCF19	-0.7685
SAT2	1.34875
PFTK1	1.0205
GABRE	-3.6685
C15orf38	1.582
FIS1	0.7905
KCNV2	0.05075
CLPS	0.46925
PPCDC	-0.168
FOXN2	0.071
NT5E	-2.9151
CD83	0.5025
IL18	-0.76475
VPS16	0.783
IGFBP2	-0.351333333333333
NOTCH2	0.00025
SIGLEC1	2.448625
CD93	4.6645
SULF2	-0.7095
CEP164	-0.317125
P53AIP1	-0.105166666666667
TOR2A	0.2215
ZNF136	0.50075
MGP	3.2518
CCDC144A	0.322166666666667
TRPC1	-1.282
SMS	-0.317333333333333
MAPK7	0.246
RRAGC	0.0445
PARD6A	-0.1585
NUB1	0.713666666666667
SYNGR4	0.8485
OR11H12	0.0785
WIF1	-0.013875
GCH1	0.44475
OR11H4	0.301
SLC44A5	0.187
GPRIN2	1.74833333333333
LOC401431	-0.20625
CPA4	-2.4399
MELK	-2.01688888888889
IL15RA	-0.1545
CUL3	1.135875
HMBOX1	-2.65575
PODXL	-1.88425
CCT6B	-0.441
COMTD1	0.34775
MUC20	2.34566666666667
GPX2	-1.82125
ITK	-1.391125
FBXL5	2.64275
C13orf27	-1.74425
DEFA5	0.0695
TRHDE	-0.698
MTP18	-1.26466666666667
UQCRQ	0.8947
ITGB2	0.588916666666667
CSRP2BP	0.5985
TAS2R44	0.1575
PHPT1	1.18975
FAM44C	-0.162
ERH	0.12125
MPHOSPH1	-1.14566666666667
MORC1	-0.8445
PARVB	-1.84
LAMA1	-2.07741666666667
PGBD3	-0.21575
GIMAP6	3.00625
AREG	-1.893
LIPT1	-0.244
MGC99813	-1.85275
C1orf201	0.398833333333333
GRIN2A	-0.6442
MAN2C1	-0.91
NSUN5	-0.43925
SF3B5	0.54175
MYC	-1.9473125
NRXN1	-0.556090909090909
ZNF18	0.79975
SPDYA	0.00199999999999997
SLC37A1	1.5695
DECR2	0.54975
ANKRD38	0.96875
SPTLC3	-0.323916666666667
SUPT16H	0.04425
DTWD2	1.31
ULBP1	-0.0655
ZADH1	-0.544333333333333
OIP5	-2.8415
IL10RB	0.1425
OTUB2	0.34525
VWA3A	0.246333333333333
SPIC	0.0541666666666666
OR6C4	0.0715
PSCD4	0.864666666666667
DPY19L2P2	-0.3875
TRAPPC6A	0.824166666666667
C21orf2	-0.784166666666667
CEMP1	-0.59175
LIN7B	0.391
E2F7	-2.521
VCP	2.185625
LAMA3	1.19266666666667
BGN	1.78225
GPR160	1.96983333333333
COCH	-5.21216666666667
GPR81	2.48666666666667
APOBEC3F	-2.2185
tcag7.1017	-0.677
C1orf32	0.0895
SCGB1D2	1.67175
FLJ43987	-0.126
C6orf170	1.12075
KLK9	0.767
GPD1L	0.653
VPS37B	0.05525
ATG3	-0.511
ADAMTS17	-0.6325
KLHDC2	0.131333333333333
NDUFV2	-0.7935
BLK	-3.2075
MATN4	-1.3865
GPM6A	-0.0515
GBP4	3.47516666666667
TMEM162	0.347333333333333
PKP2	-1.2755
HRASLS	-3.17744444444444
MMP1	-0.02425
SFXN3	-0.351
FSD1	-2
ST6GALNAC3	-2.088
CA12	3.2512
NCOA6	0.4905
C19orf58	0.2402
PPP4R1	0.000666666666666664
MAN1A2	0.477333333333333
IKBKAP	-0.71725
UPF1	0.525833333333333
KIAA1219	0.96525
WNT16	0.164166666666667
SNW1	-0.604875
IL18RAP	0.96975
RPP30	0.0245
CDC40	0.0689285714285714
SETD3	0.5725
SLAMF6	-0.08325
ELK4	-0.125
TRIM47	0.642666666666667
ACOX3	2.27325
TRIM6	0.3445
KIAA0372	-0.0571666666666667
TP53AP1	1.81425
SMURF2	0.07875
ADAD1	0.19675
EBP	-1.3274
KRTAP13-2	0.3185
FLJ36874	-0.466833333333333
TOR1A	0.741
P2RY4	1.1265
GPBP1	0.24225
TRPV1	-0.2645
ADAMTS12	0.382166666666667
PES1	-0.4453
ATG4A	1.14833333333333
MAGEA10	-4.55625
WFS1	1.78825
CC2D1B	-0.816333333333333
PABPN1	-0.01375
SLC25A30	-0.63
SLCO1C1	0.0858333333333334
SLC22A5	0.808
KIF23	-1.82383333333333
SYN2	-0.4765
ASPN	7.25666666666667
CENTG2	0.11575
QSOX2	-1.0286
FLJ10815	0.4
STK24	0.1585
SPEG	0.0967
STK10	-0.404666666666667
DACT2	-3.169
AAAS	-0.65625
SSX3	-1.534625
ABCD3	0.7739
C4orf12	-0.19575
PARVG	-0.0963333333333333
FIG4	1.94525
C9orf46	-0.524
TMCO6	-0.6315
IGHMBP2	0.09475
DUS2L	-0.636166666666667
FAM3C	-0.49425
TMEM16D	-1.77625
DCTN4	0.911
KCNH3	-0.3955
EIF2AK2	1.804
AP1S3	0.5105
CST4	0.163
PAM	0.107375
NUTF2	-0.38425
CITED2	0.969
SLC39A4	1.27875
C2orf52	-0.2325
GRM3	-0.14875
C12orf49	0.91975
CCDC49	0.232
GRAMD1B	-1.320375
FNDC4	-0.25275
SIAH2	1.19925
GDPD4	-0.36
C21orf87	0.7055
ATP5A1	-0.738333333333333
C16orf63	-0.98775
LOC388135	-0.726833333333333
ATP5J2	-0.0995
MMP3	-0.671
EMID2	-0.10325
CRHR1	0.65875
WDR70	-0.77725
C13orf31	1.17775
ZFAND1	0.75075
CCL18	2.70016666666667
C3orf49	0.094
RINT1	-1.377
KIAA0408	-1.48233333333333
F13A1	4.782
SLC10A1	-0.225
OGN	1.27825
GIPC2	-1.468
XPO6	-0.778666666666667
LCE1A	0.9805
FMR1	0.5477
LOC374920	-0.713
DUSP3	1.041375
ANKMY1	0.24025
C7orf50	0.40475
BBS9	-0.2129
UNC119B	-0.174
C9orf72	-1.156125
MGC35440	0.0145
ENTPD6	0.168875
PPP1R2P9	0.17025
ERCC4	0.58925
FAHD2B	0.7555
HMHA1	-0.23
HACL1	-1.903
RAD23A	-0.00316666666666667
FAM83B	0.38225
PPP5C	-0.524833333333333
RNASEH2C	1.292875
C9orf153	-0.5345
SCAMP4	1.157
GHITM	0.5753
NDUFB7	0.813875
ADCYAP1	-0.240666666666667
SP110	2.25783333333333
MAP3K7IP2	0.665
DHH	0.0715
AGRN	0.207785714285714
WDR33	0.317166666666667
CEP290	-0.227833333333333
PRPS1L1	-2.38633333333333
KLRA1	-0.333
GPR97	0.049
CHD7	-1.194
TLR10	-0.03075
SLC30A8	-0.0935
HIC1	0.8735
IAPP	0.5775
RXFP4	0.5075
GP1BB	0.97575
SHQ1	-0.017
NKX2-3	0.366833333333333
API5	-0.304
FTHP1	1.083
MOV10L1	0.5655
TRIM6-TRIM34	1.61433333333333
ADHFE1	0.48625
FAM117A	-1.632
DDI1	-0.074
CDON	-0.208333333333333
TRIM73	-0.1125
IGKC	3.0975
MMP14	0.0738333333333333
DYNC1LI1	-0.05875
C11orf66	0.2895
TRBV3-1	-1.36225
FASTKD5	0.24125
BIVM	-0.15075
LHX4	-0.2955
CXCL2	-2.4421
RAB2B	0.274166666666667
IZUMO1	-0.39225
MAP3K15	-1.68375
FAM19A2	-0.0623333333333333
ZC3H8	-0.915333333333333
ZMAT1	1.593875
SPINK5L3	-1.65525
SLC10A6	0.332
APPL2	0.57725
CARD10	-0.593333333333333
LOC402176	-1.883625
EEF1D	1.5107
RAB6A	0.1513
C12orf5	-0.399375
PAPOLG	0.8205
MSRB2	1.2935
BCR	1.30583333333333
PUS3	-0.37075
TIAM2	-0.081
ZNF317	0.322666666666667
CHD2	-0.190928571428571
FZD5	-2.77695454545455
NUDT8	-0.85
ZNF763	0.0055
PRC1	-1.98911111111111
ABCB9	0.931666666666667
SPATA3	0.26725
TRAK2	1.335
STAB1	2.379
LRRTM2	0.0393333333333334
psiTPTE22	1.09725
DBI	0.886
SERPINA11	-0.10975
NAT5	-0.03575
C20orf58	-1.35025
RPS6KA4	0.348166666666667
FLJ90650	-0.8525
TGFBRAP1	0.462
CHRDL2	-0.8855
FAHD2A	0.381
CNTN1	0.675
BBS4	-0.2225
TMEM181	-0.255
MINPP1	1.0715
MPHOSPH6	-1.54341666666667
HOXC10	2.3348
ITPKB	0.9835
CLPTM1L	0.263875
MEOX2	-0.924333333333333
ATP6V0C	0.837875
PRPF8	0.0748333333333333
TMC5	2.39025
FKBP3	-0.30575
PLEKHB2	0.767375
OR4D6	-0.177
ZNF544	-0.9873
D2HGDH	-0.6065
RPL18A	-0.9614
HEL308	-0.075375
MPP6	-4.6785
TCERG1	-1.2955
KRT16	-1.8785
KLF17	-0.842
KLF5	-1.22
CDR1	1.502125
VCX3A	-4.463
FBLN2	1.929
C14orf104	-0.45925
HBE1	-4.8657
OR4S2	0.4015
C1orf108	-0.659833333333333
ROBO4	3.12516666666667
CPEB4	1.139375
C11orf80	2.21433333333333
BCKDHA	0.752333333333333
MYOC	-0.26575
GIF	0.465
CKMT1A	-2.4105
RPL3	-0.1875
THBS1	3.037875
APOO	-0.49825
ARMCX1	1.30025
HSZFP36	0.3295
SNAPC5	-0.02175
EIF4ENIF1	0.3215
ZNF433	0.99775
TNFRSF21	0.306125
TMPRSS7	0.0695
SPATA18	1.2147
HPDL	-3.4925
MKL2	1.3758
TBX3	1.68676923076923
C21orf93	0.569
DAXX	-0.3045
ELMO1	-0.275375
RGS13	1.16983333333333
TAF11	-0.349
UNC13A	-1.8785
LOC653314	-0.2755
ORC3L	-0.09775
IMAA	-2.644
TARBP2	-0.4725
CABIN1	-0.5509
TRIOBP	-0.31725
HIST1H2AC	1.467375
RGS22	3.47433333333333
NCOA1	1.59516666666667
IL25	1.5
SNCG	0.9965
GPR6	0.2475
AMDHD1	-0.832833333333333
CHEK2	-2.954625
C6orf142	1.212
DRD4	0.67175
C14orf68	-0.7365
GDF11	-2.151
SEMG2	0.193
CD247	-1.7255
CDAN1	0.451
RBMX2	-0.553666666666667
TGS1	-0.51575
OIT3	-0.24125
SYF2	-0.90175
MCM4	-1.009375
PKHD1L1	-0.22975
CEP192	-1.94033333333333
IFT88	0.642
RPL9	-0.561571428571429
RAB32	0.11975
DDX43	-3.0755
P2RX2	0.479
OR5D18	0.2285
UBE1	-0.32375
SLC24A1	0.976375
ARHGAP5	0.6815
CETP	-0.372
KIAA1731	-0.671833333333333
SLC9A4	0.4595
PTPN6	0.9135
BAHD1	0.358
GRIK3	0.13
CACNB2	-1.0107
PDE10A	-0.25425
DGCR14	1.12025
PCDHB9	1.3565
RHOQ	0.4835
MAP3K4	0.41375
KTI12	-0.731
RPL23AP13	-0.2075
GNG11	-1.33225
CLCN3	0.730166666666667
GPAM	-0.462
VSTM2A	0.2075
SLAMF7	2.01916666666667
INTS2	-1.19025
PPP2CA	0.3835
LRP12	-0.8038
SEC14L2	-0.343444444444444
DKFZP586H2123	2.05275
MC3R	0.264
CIRH1A	-2.0445
HIST1H2AB	0.869166666666667
POLH	-0.166875
MGC16703	-1.82433333333333
SNAPC2	0.0035
FILIP1L	1.57925
RASGRP4	0.428
LRRC1	2.7135
GAS1	0.64275
PRAC	-0.55725
DGKA	-0.307166666666667
NT5C3	-0.564
PEG3	-3.12558333333333
NADK	-0.664
PRR17	1.26075
LOC374569	-0.32075
SGSH	-0.0341666666666667
NLRP8	0.0665
GALT	0.9104
MCF2	0.5215
ZNF263	0.35925
TACSTD1	1.65216666666667
TYR	-6.4154
ATP6AP2	0.27925
RNUXA	0.29475
ABHD10	0.18
GDPD2	0.66925
SLC35C1	-0.6745
UBE2A	0.321625
HERC5	0.836
FAM112B	-4.692
FBXL16	-5.1705
DKFZP434A0131	-0.72725
ELA3A	-2.659
RBM41	-1.07575
HAO2	-0.15975
RNH1	-0.07625
SHANK2	2.97666666666667
OSBP2	-1.457375
DAK	0.242333333333333
C3orf58	-1.00758333333333
TCL1B	-0.0635
KBTBD2	-0.093
SUGT1L1	0.89925
UBE2E2	-0.6795
MYL9	2.510125
CDC23	-0.411833333333333
PBXIP1	2.122
CXorf40B	0.763
NBL1	1.47525
RTBDN	0.49
RAB11FIP5	0.687875
TTTY13	-0.814
SCOTIN	-0.110833333333333
SOHLH1	-0.2475
CDKN1A	2.13021428571429
NCK1	-0.1855
ZNF550	-1.356
SAPS3	2.07408333333333
SPIN3	0.328166666666667
MAGEE2	-0.26525
MIS12	-0.152333333333333
OR8H2	0.714
KIAA0774	-1.18316666666667
UNC5D	-1.329
CUL7	-0.281
LIPC	-2.9035
DIO1	0.313
C20orf11	0.02
CTRL	-1.14625
HS3ST2	1.1255
PAK4	1.21983333333333
CCRL1	3.13825
RNF10	0.574
ZNF567	-0.147
ZNF660	-0.2045
TCEAL3	1.98725
MAGOH	-1.13866666666667
CENPB	-0.0656666666666667
C19orf7	0.438
LOC388965	0.47825
ZCCHC13	0.3085
JMJD1A	-0.8218
HIST1H4H	0.648
TBRG1	-1.0454
GPC3	-5.58575
TAF1C	-1.190875
EBNA1BP2	-1.27983333333333
CIAPIN1	-0.74975
PDGFRA	-1.12377777777778
CSTB	-0.15975
CENPI	-1.23366666666667
GTF2E2	-0.928666666666667
RPP21	0.03925
CCNF	-1.0675
KCNQ3	0.939
FAM79A	0.98875
SLC22A12	0.541
NOVA1	2.03083333333333
FZD3	0.2804
AKAP8	-0.56125
SOCS5	0.030125
CFDP1	-1.273
DLG5	0.78275
PGM5	0.0919166666666667
C1orf144	0.00125
HDAC10	-2.0395
RND2	-0.04275
C20orf199	-2.26825
RNMT	0.03275
SLURP1	1.211125
ASTN1	-0.235625
SH3BGR	1.99025
MYCL1	0.01925
ZHX1	0.702666666666667
CENPK	-2.89425
FOSB	0.7126
LOC643406	0.59425
C2orf59	-0.020375
TMEM135	0.010625
SLC27A2	-0.7125
KRT33A	2.9035
OVOL1	1.5465
PAMCI	-3.3605
S100A7	-0.7855
ZNF789	-1.4885
HARS2	0.63875
RPL23A	-0.714
TCF23	-0.06025
UPF3B	-2.384875
C17orf78	-0.0105
HLA-DOB	0.00816666666666667
C14orf142	-0.250166666666667
TEKT5	1.79366666666667
DMWD	0.378
POLD1	-1.95883333333333
GSCL	0.2305
CALD1	0.2598
SCRT1	0.565833333333333
AIG1	2.093
UNC84B	-0.1965
ZNF404	0.2335
TMED6	-2.08625
KIAA1462	0.7515
LRRC27	2.1905
PYGO1	-0.2905
PIGU	0.0278333333333333
ALAS2	-3.90566666666667
WRNIP1	0.704875
CNNM3	0.6585
ZNF2	0.59675
ST3GAL5	-1.08775
MRPL23	-0.342
TSSK6	-0.2075
PSMA6	-0.1075
C16orf70	-0.88
KIAA1602	-0.10825
ALMS1	0.2985
DCN	2.590375
TMEM132D	-0.59525
SUCLG2	-0.1725
ABHD14A	0.496
DEXI	0.136166666666667
AMPD2	-1.56716666666667
IFNAR2	0.0476666666666667
CYB5A	1.997
TLOC1	0.5423
NXF5	-0.156666666666667
NRBF2	0.10525
KCTD3	1.536
ITGAE	-0.309333333333333
SLC30A3	-2.2725
ZRF1	-1.6405
IFRD2	-1.154625
XAB1	-0.189
PYCR2	0.2795
SERPINB3	-4.64
TMLHE	0.1473
GEFT	-1.091625
ABCA5	-1.139875
EMR4	0.021
TSFM	-0.14625
HIST3H2BB	0.40675
ARHGEF19	0.43875
TSPAN17	0.439
ABCC8	3.9425
MAP1S	-0.0656666666666667
C22orf36	1.48975
BNC2	-0.436285714285714
HIST1H4A	-0.71025
NDUFS3	-0.910166666666667
WDR3	-1.6125
XKR4	-0.7585
TTC33	-0.0472857142857143
STMN2	2.25025
CPN2	-1.04766666666667
HSPC105	1.59525
PCOLCE2	-6.0255
C3orf55	0.4295
KLHDC9	3.601
TBC1D23	0.375375
ATXN2L	-1.4105
MAP2K3	-0.15825
SCAP	-0.41025
ZNF486	-0.0558333333333333
C20orf96	-0.48025
NARS	-0.529
ADAMTSL1	-0.930571428571428
PRCC	1.4495
CCDC126	1.07966666666667
ZNF675	-0.84125
CALCOCO1	0.071
ANKRD43	2.20225
CWF19L2	-0.177833333333333
ZBTB32	0.7665
BRAF	1.38625
ODF4	0.796
MGC14376	0.0428333333333333
HORMAD1	-1.7745
AAK1	0.21025
PEBP1	1.02008333333333
TNFSF5IP1	-0.829166666666667
DKFZp564N2472	0.54425
RMND1	0.611125
IGKV1-5	3.37275
COL1A2	3.21108333333333
SERPINA5	2.235125
AANAT	0.4645
C19orf21	2.09683333333333
GEMIN5	0.03925
UBR4	-0.230666666666667
LTBP3	1.12383333333333
AMHR2	-1.8935
PROCR	-1.3835
MYBBP1A	-0.52675
C20orf39	1.02433333333333
ZNF697	-0.7735
PASK	-0.4777
ZNF776	0.718666666666667
RFXDC2	-0.103125
KIAA0467	-0.634
C10orf96	-0.34225
ZNF503	-1.047
GULP1	-1.66216666666667
KCNE4	3.4775
DKFZp434K191	-0.492375
LOC196913	0.137
BHLHB4	0.787
CH25H	-0.532
LOC81691	-1.63766666666667
ALPL	-0.211785714285714
COL12A1	2.8985
FOLR3	-2.4495
GPR123	0.01225
TRIM62	0.569642857142857
ABLIM1	0.710166666666667
MAST3	-0.66075
RHBDD1	2.06566666666667
LOC338809	0.4845
RYBP	-0.15375
TTC26	0.233
ZNF22	0.038
ISCA2	-0.1815
RDM1	-1.8795
PIGM	1.63975
GNB3	-1.487
ACTR2	0.2065
HMGB1	-0.49075
EDG1	2.19316666666667
SOAT2	-3.81575
OR10AD1	0.53
RAP1GDS1	1.69858333333333
LCE1F	0.129
ESM1	-0.2325
RCN3	2.11425
CREBL1	-0.48025
DBNL	0.163166666666667
PTGER3	2.137875
USP30	0.556166666666667
BCL2L12	-0.482666666666667
KIF26B	2.21375
ZNF416	1.112
ZNF225	0.099
C17orf70	0.2075
ZNF554	0.65375
RAE1	-0.505
TNIK	-0.161666666666667
ACTN3	0.457
MGC45922	1.0635
CCNA1	-0.662833333333333
RYK	0.430833333333333
IL26	0.269
LRP3	0.931
QARS	-0.7505
SOX7	0.654
BID	-0.650375
OR2S2	0.5835
CXCL14	3.47125
C11orf47	-1.3495
MGC29891	1.216
HSPB8	2.6353
PRDM14	-0.92
NUFIP2	0.236
MNAT1	-0.1925
ZDHHC2	-1.68041666666667
MBNL2	0.728625
ADD3	-0.676125
CSNK2A1P	-0.00925
KLK6	-1.67166666666667
TMEM111	-0.0496
KIAA1279	1.28275
NUBP2	0.153
RAB42	-1.53825
ID3	-0.5076
TM9SF1	0.894
MDP-1	0.5135
POU4F2	0.34225
IQCK	1.5925
