Hybridization REF	TCGA-AN-A04C-01A-21R-A034-07
PLA2G3	-0.829666666666667
CCDC84	-2.24025
MYLIP	-0.492
PHIP	0.22125
AARS2	0.259833333333333
DHX32	0.80375
SCAPER	0.0815
MEN1	0.43525
NIP7	-0.489
FLJ25404	0.6975
FASTKD3	0.52925
TMEM158	-3.41066666666667
RARA	0.33375
BDH1	1.177
ANKRD16	0.47425
CARM1	0.087
SS18	0.327333333333333
IKZF2	-0.825916666666667
MYD88	0.6315
PML	0.20205
TAF1A	-0.84375
CBFB	-0.9495
HIST1H3H	1.21183333333333
C7orf29	-2.9515
COMMD4	-1.04433333333333
DPP3	-0.5945
DAB2	0.703125
LOC388882	-0.1115
YPEL4	-1.6325
AGBL3	1.143
LRP6	0.8232
SERPINH1	-0.168083333333333
TLE1	1.92275
CD244	0.369666666666667
ZDHHC15	-0.02325
MGLL	0.1631
PLDN	0.06175
LOC654346	1.2225
FAP	1.3605
GPR37	-0.553
SCARA5	-0.574833333333333
EBF4	0.725090909090909
LSM6	0.86175
MLLT1	-0.14875
SLC5A12	-0.7975
A2BP1	-0.912666666666667
COPS5	0.667333333333333
TPM4	0.263428571428571
TNFSF4	-0.0453333333333333
ACADSB	-0.318111111111111
HERPUD1	-0.27925
BCL2L11	0.639166666666667
CEP78	-1.074125
CDCA3	-0.456875
WBSCR19	-0.5781
MYO1A	-2.1605
PPEF1	2.09583333333333
LOC440348	-0.37875
CPEB2	0.801375
BPTF	0.316833333333333
RPL21	-0.3149375
GSX2	0.502
ADPRH	0.569
C17orf68	-0.4565
KCNS1	-0.301166666666667
MLLT6	-0.4842
PIWIL4	1.0425
RNF26	-1.105
RAP1B	-1.119375
ADAMTS1	-2.1786
ZNF571	1.4755
P2RY6	0.721
TRIM21	0.303833333333333
CADM3	0.67475
NLRC5	0.0981666666666667
ADRA2B	0.00749999999999999
LOC90835	-0.722875
PCF11	-0.84375
LOC400451	2.2125
GLTSCR1	0.8023
C17orf88	0.292666666666667
CDH16	-1.872
FGF7	0.997
PCSK4	0.244833333333333
NPC1L1	-0.5965
TAT	0.16825
TBCA	-0.794
MGC33407	0.20625
GPR115	-0.590142857142857
CYGB	-0.152
FNBP4	-0.913166666666667
C12orf43	-0.009
CBL	-0.2938
CLECL1	0.80825
PPAPDC1A	-1.41625
WDR25	-0.0166666666666667
SGCA	-0.0785
C22orf29	0.653666666666667
YIPF1	1.2615
GALK2	-0.13875
RAB3B	-2.35558333333333
LOC440087	-0.276
UCP1	-0.341
REEP5	1.345875
FADD	-0.3372
FOXA1	2.805375
CACNA1A	0.655666666666667
ABI1	0.261833333333333
GRIN2D	0.79375
SLC1A4	0.687833333333333
LOC401127	0.295
HINT2	-0.5865
PLD4	-0.121666666666667
ZNF286A	-0.16225
ENY2	0.67775
IL1F6	-0.8645
PXDNL	1.7895
C20orf79	1.043
TNFSF13B	2.34916666666667
DENND3	-0.41075
JARID1D	-2.04025
HIST1H2AK	1.114125
LOC93349	-0.1467
SSH1	-1.6166
ENSA	-0.221
LOC219854	-0.676833333333333
CKAP2	-0.8288
DKFZP564J102	-1.306
MGC87315	0.262
HNRPAB	-0.86275
AMH	-1.078
ZNF526	1.4465
BRUNOL5	0.307444444444444
CACNG3	0.271166666666667
TRPM1	-2.0485
PPP2R1A	0.897375
COL2A1	-1.8855
DDN	0.3025
FLJ25770	0.269181818181818
HK2	-0.359642857142857
ELOVL6	-1.24125
MDK	0.90125
EPHX1	1.3465
RASSF2	0.035125
DKFZP434B0335	-0.63125
DLX3	0.648875
PRTN3	-0.16525
AVPR1A	1.2165
C21orf125	-0.4095
TNFAIP8	-1.112
GNB2L1	-1.215
CALCRL	2.92025
SCGB2A2	8.30433333333333
UBXD7	-0.4315
ZNF674	-0.0665
TMEM35	-0.40425
BRSK2	-0.667
HECTD3	0.4785
TMEM188	-0.39325
LGALS9	1.098
SCARB2	1.50733333333333
USP34	0.3175
C17orf28	2.18866666666667
ZDHHC23	-1.92925
AQP12B	0.6025
SLC16A3	-3.096375
APLP2	0.155125
ITIH2	-5.13325
MICAL3	0.8245
TNNI3K	0.150777777777778
HDAC2	1.322
PRR7	-0.2062
THBS2	-1.50325
LOC751071	-0.523
CA2	0.00683333333333334
RANBP17	0.1095
RLN3	0.311
CRYZ	-0.593833333333333
GBAS	-0.1415
TAS1R1	-0.4305
MPZL3	0.4295
PCDH8	-2.47466666666667
HSP90B1	-1.47216666666667
KCNK15	0.046
TNIP2	-0.816333333333333
GPR146	-0.5085
NOL6	0.490625
SPC25	-1.25411111111111
STEAP2	1.64028571428571
VAMP3	-0.888833333333333
TCIRG1	-0.9535
ZP4	-0.488833333333333
PARL	-0.670125
TRIM39	0.456833333333333
KIAA1305	2.5565
CRNN	-0.3085
GRN	0.3725
HSH2D	-2.14175
SCAMP1	-0.09
KIAA1913	-0.3915
PTS	-0.21275
BANP	0.199642857142857
PRKACG	0.438
ADCY6	0.606666666666667
C16orf46	0.197
CYP51A1	-0.338
DDC	-3.416
ANPEP	-1.7475
PROM1	4.18
SIGLEC10	0.95625
COPG	0.339
FAM26E	0.33175
TRIP4	0.89275
SNX3	1.32283333333333
C1orf175	0.3285
PPY2	0.1945
C14orf152	0.743666666666667
FTSJ1	-0.796166666666667
DST	-0.41585
LOC554235	0.28625
GLRX5	-0.6695
C20orf12	0.696
CAB39	0.688333333333333
MSH2	-0.645666666666667
PIP4K2C	0.9635
CYLD	0.714125
WTAP	-1.532125
MGAT4A	3.14444444444444
TSC22D4	-0.2008
CHRM2	-1.05
PPYR1	0.276833333333333
CCNH	-1.47766666666667
RRM1	-1.33225
ECAT8	-3.28466666666667
LOC400120	0.21125
GABRA4	0.246875
C14orf4	0.7935
C1orf59	-0.20075
CTDSPL	-0.411166666666667
NHEDC2	-1.9075
PDE11A	-0.887125
KLHL29	-2.48575
CD5	-0.5657
TSPAN9	2.0054375
WDR67	0.755
THUMPD1	0.7648
C18orf17	0.369
CLYBL	-1.31333333333333
FLJ13231	0.185875
CMBL	0.9345
LECT2	0.858
NKAPL	1.32583333333333
LOC654780	0.654
OR4C6	-1.022
RAB30	0.0276666666666667
TSSK4	-0.0735
TMEM163	-0.095
OSBPL11	0.163583333333333
GNB5	-2.46083333333333
CCL21	0.88
C1orf121	0.336666666666667
FMO2	2.289
RPTN	0.932
MSTN	0.146
VCL	-0.109928571428571
FYTTD1	0.48575
C11orf1	-0.111
CCDC88C	0.751125
HFE	-0.576166666666667
MOGAT1	-0.71
FAM125B	0.0676666666666667
IRGQ	0.9585
RAVER2	0.2565
AKAP5	-0.262
SSSCA1	0.08475
C11orf63	-0.47225
ACTG2	0.1622
PORCN	-1.436
DTL	-0.970909090909091
TMEM151	0.9205
FAM122C	-0.83375
RSAD2	1.8148
BAT4	-0.925
KRTDAP	1.97566666666667
MYH8	-0.039
CRTC3	0.509
LRRFIP2	0.3833
INTS4	-0.1955
TTN	-0.584166666666667
SLC26A5	0.8325
PLLP	-1.259
RGS6	-0.49425
SRGAP3	0.709
ZNF525	0.4145
NBR2	0.732333333333333
C13orf1	0.0723
ZNF137	0.4295
CEP27	-0.62475
BEST2	0.666
RNF121	-0.92925
DMRTC2	1.82425
C8orf76	0.88625
BCCIP	0.25225
MEST	0.53275
HTRA2	-0.3595
ANGPTL2	-0.6855
ILKAP	0.261833333333333
ERAS	-0.1255
HBS1L	0.752375
CPA5	0.666
TMEM30A	-0.777833333333333
CD300LF	1.56883333333333
WISP3	2.258
CRK	0.0662142857142857
PDS5A	-0.8175
BRPF3	0.154833333333333
NEDD9	-0.2485
SMPDL3B	1.70975
PSG6	0.541
PSMD13	0.46475
ETV5	-2.26825
OR51A4	-0.0275
BTBD7	0.491666666666667
GSTO1	-1.82375
hCG_16001	-0.033
MAD2L1BP	-0.919333333333333
COX6A2	0.9255
SCNN1A	0.399333333333333
LSM1	-0.8405
UGT2B11	-0.8005
IDUA	-0.208
PPP2R3C	-0.844166666666667
COX11	-1.482
PDZK1	-3.82375
ZNF443	1.14233333333333
MGC21874	0.506
ZNF323	0.5287
KRTAP10-10	1.115
CXCL6	0.1665
SLC34A2	0.1063
LOC284402	0.0175
NPTN	0.517666666666667
UPP1	-2.32316666666667
SLC6A9	-0.2875
OR7G3	0.29525
CISD1	-0.979166666666667
ZNF545	0.340833333333333
SYT14	-0.548
NT5C3L	2.1885
ZNHIT3	-0.933
SNRPD3	0.22325
KIAA0701	-0.223625
UNC93B1	0.269333333333333
GMNN	-1.338375
SPCS2	0.4315
LOC388524	0.137
NAPRT1	-2.35025
PNLIPRP1	1.2975
OR6V1	0.7625
PRKAB1	-1.147
EYA4	-2.43916666666667
KIF20A	-1.202
ALG10	-1.012
ITPKC	1.91466666666667
LMX1B	0.591666666666667
RPUSD4	-0.0645
C7orf34	0.422333333333333
DLGAP2	0.178
PFN1	-0.3161
MICALL2	-0.867083333333333
ZNF654	0.34
SS18L1	-0.262375
SLC16A8	-0.1325
MKI67IP	0.156166666666667
ITGB3	-1.17675
TCEA3	2.37583333333333
CEP152	-1.198875
CLIP1	0.84525
ZNF75	-0.2670625
ATP5C1	-0.476666666666667
NUDT5	-0.392833333333333
PSCDBP	0.44775
UBP1	-0.0705
RBM27	-0.18825
C13orf15	1.375875
ZNF282	0.0191666666666667
ZNF222	0.1593
COL10A1	4.0375
PRDM15	-0.117625
TTTY5	-0.335
FAM9C	-0.437833333333333
C20orf67	0.11225
GNG13	0.547
F12	0.7125
C1orf41	-0.68525
CPXCR1	null
GSK3A	0.587625
SUPT6H	-0.5975
PI16	0.0263333333333333
ELL2	-1.23541666666667
C9orf167	-2.22483333333333
PVRL3	-3.4853
FLJ38596	0.51775
ADAM20	1.04866666666667
GPR89A	-0.363
GPR87	-0.353
ZNF30	1.51375
SMR3B	1.37475
ZNF770	0.170625
TRPC4AP	-0.265
DKFZP686E2158	0.0225
C2orf28	-0.524833333333333
FREM1	-2.29033333333333
LAMA4	-0.192333333333333
ADPRHL2	0.114
EIF4G2	0.712
GUCA1A	-0.333
CTNNA2	-0.65825
NUDT15	-0.0623333333333334
CEPT1	-1.09683333333333
ZNFX1	0.0337
CCDC92	0.43825
TDRD1	2.74
KCNK5	-2.09133333333333
ETNK1	-0.239416666666667
LTA	0.018
TTPA	0.3135
B3GALNT2	0.63725
SC65	0.4505
PEX5L	-0.833
EPS15L1	-0.03175
MGEA5	-0.164875
HIST1H3A	1.3975
ING1	-0.014375
BCAT1	-4.175625
ORC6L	-1.40618181818182
KLK11	-4.72116666666667
C19orf28	-1.585
DNER	-3.773375
MED22	-0.714214285714286
ETV6	1.67208333333333
CHAC2	-0.81975
CD300E	-0.2425
CEBPB	1.26575
ZNF398	-0.04
LRCH3	0.347
HMGA1	-0.648666666666667
CAPN7	-0.0873333333333333
MGC5566	-2.32225
CCL3	3.49475
NANOS1	2.704875
ZFYVE19	-0.30275
APITD1	-0.550833333333333
PARD3	1.967125
IRAK4	-0.118833333333333
SERPINI2	-0.9305
CEP170L	-0.12175
TTC9	2.5465
MYOM3	-1.05875
MLPH	1.3735
LOC222699	0.093
NRG1	-2.32533333333333
TBC1D9	1.61518181818182
TTK	-0.815666666666667
ZNF557	0.5549
DDX41	-1.00683333333333
FANK1	2.61
UBE2D2	-0.662
PSMB10	-0.305125
MYH7B	-0.451
GABARAPL2	-0.676625
MARVELD2	1.6315
DGCR2	0.500333333333333
UNC45A	-0.2295
C6orf72	1.516
ZNF683	3.227
GIT2	-0.81825
CASK	1.45916666666667
C14orf161	4.388
LRRC44	-1.28525
TIFA	0.418125
UTP11L	-0.198875
C6orf65	-2.397
FDPS	-1.266
DUSP9	-1.4725
SLC17A8	0.7985
OR51G1	-0.298333333333333
NANS	0.62825
OLFML1	1.136
ATP10B	-0.650142857142857
NPAS3	-0.5605
PRKCA	-3.18822222222222
GGA2	-0.644
LCE4A	0.765
SPANXN3	0.00124999999999997
CCDC115	0.60625
SDCCAG3	-0.88725
GLIPR1L1	-0.128666666666667
TTC1	-0.795
C17orf76	-1.17575
MAD2L2	-1.027
HIPK1	-0.1909
LRRC3B	-0.4208
CLN3	-0.229363636363636
C17orf47	-0.8295
FMN2	-2.618
TUBB1	-1.116125
WAPAL	0.541333333333333
C3orf21	-0.028875
SCN5A	-0.2754
SMYD1	0.01
BEX5	0.46975
ZNF192	-0.758
SEC22A	-0.133333333333333
GRIA2	0.523583333333333
KIAA0825	-1.15325
NUSAP1	-1.52145454545455
LANCL1	-0.04425
C15orf40	-0.7415
ZNF645	0.47775
GPR61	0.142
NLRP14	-0.0685
SNX21	-0.5374
C1QTNF8	0.7085
C17orf46	1.114
IFNA8	-0.5615
SPRR1B	0.211166666666667
FLRT1	0.4845
SNX17	-1.03933333333333
ASB2	-1.00966666666667
HBG1	-5.6605
RPRML	4.37075
JOSD2	0.561666666666667
PLSCR3	0.05925
SPOCD1	-1.32183333333333
RAB39	-0.787
GHRH	-0.0345
ITIH5L	-0.041
C17orf37	2.8275
SMCR8	1.0295
DPY19L2P3	-0.854166666666667
IL11RA	-0.304166666666667
GDF3	-4.22616666666667
RPS6KB1	-1.33183333333333
DNAJC19	0.0598
TOP1	0.6735
CRCT1	0.165714285714286
MPST	0.699
DPM2	-0.24425
FAM38B	-2.02583333333333
SLC18A1	-1.63083333333333
FARP1	-0.242333333333333
PAX7	0.0135
TUBD1	-0.037
GNL3	-0.584
BTG2	1.18166666666667
NDUFS6	0.13875
C1orf79	-1.05325
ERAL1	-0.01275
ECHS1	0.74975
VPS4A	-0.1335
CYP11A1	-0.498875
ABCC6	-1.3395
PBX4	-0.244
MOSC1	0.335375
NCF4	-0.31475
HYMAI	-0.552
NAGPA	-1.109375
OTOP2	0.1795
ACOT12	0.33675
MTHFD2L	-0.315875
LOC441376	0.8375
C19orf34	-0.3515
RAB1B	-0.231
ALDOAP2	-1.0375
NTRK1	-1.91033333333333
ARTS-1	-1.6418
SLC6A11	-0.3255
NAP1L2	0.1945
CNGB1	-0.0843333333333333
EPB41L4B	0.760583333333333
FAM134B	-0.812375
HS3ST3A1	-2.251
CPXM2	4.06325
SIRPB2	-1.0125
CHORDC1	0.543666666666667
TRIB3	-0.929
SLC2A5	0.1905
C2orf49	0.0266666666666667
DDX5	-0.11525
OR5L1	0.5505
ANAPC4	-1.66183333333333
ZSWIM1	0.619625
LOC93622	-1.040875
KCNK3	-0.5373
RP11-35N6.1	-1.4155
ZFP161	0.309166666666667
AQP9	1.803
SLC15A2	2.68466666666667
MREG	0.849
OR9I1	0.6575
PDLIM2	-1.144875
ADAM7	0.672
GSTCD	0.927833333333333
WDR21A	-0.120875
SLC12A8	1.63366666666667
TMEM174	0.066
IGSF3	1.40191666666667
LRRN1	-0.45375
LOC402117	0.07275
SRPK1	-0.455666666666667
LY6K	-1.004125
NFIA	2.9165
PTCD3	0.43925
LEP	2.04733333333333
PCDH21	-0.793333333333333
MAPKAPK2	0.623285714285714
NMNAT1	-0.139833333333333
LHFPL2	0.296625
C9orf43	0.71775
DIP2A	-0.853333333333333
ACTR8	-0.865625
CCDC34	0.508
PTPN22	-0.322125
ITGA3	-1.337
FAM129C	-0.1485
RABGGTA	-0.567333333333333
UNC45B	-0.2345
KIAA1033	-0.470125
ZNF510	-0.338666666666667
CYP2D6	-0.0628333333333333
SLC26A10	-2.316
STX8	-0.4905
LUZP1	0.340875
WDR89	0.186333333333333
EIF4G3	0.0698
C5AR1	0.738
ZNF623	-0.4765
A2M	0.005
TGM7	0.2615
GRPEL1	-1.2295
LMNB2	-0.8008
ROCK2	0.5675
SNX16	0.941125
CCDC66	0.058
ANXA3	0.22625
KIAA1609	0.162
EED	-1.4345
RNF32	-0.0726666666666667
HES1	1.3454
CLC	0.704333333333333
ISL1	0.0501666666666668
KIAA0528	-0.242375
MANEA	-0.473125
C1orf61	-2.8655
hCG_2001000	0.194
RAPGEF6	-0.1238
KIAA0020	0.289666666666667
NEIL1	1.70275
C16orf45	-2.64125
RBM10	-0.09
C10orf125	0.26
MRS2L	0.37125
DNAH17	-1.0235
C19orf10	-1.175
C1orf160	0.24325
SLFN12	0.61425
EXOC3	0.0975
HIST3H3	0.88075
NCOR2	-1.064
TNFRSF9	0.335
MFSD8	1.1335
ALX1	-3.4378
NOL1	0.0085
PODN	1.61475
TIAL1	-0.293
HIST1H1E	0.685
NPY6R	0.3645
TM4SF4	-0.03975
CORO2A	0.6495
ETNK2	-0.818
APOE	0.8562
ANGPT4	1.225
HDGF2	-0.44325
G30	1.118
ST8SIA4	-0.232375
F2RL1	-1.185125
FAM19A4	-3.36766666666667
CCAR1	0.527
B3GNT7	0.30525
OPHN1	0.2563
DSCR6	0.3135
C21orf13	0.249333333333333
GAS2L1	0.37175
RFX3	-0.5285
COPS4	-0.371625
BCHE	-3.9754
BCL2	-1.52375
HBZ	-3.195
ARL13B	-0.428875
MAPBPIP	0.454875
MYO15B	-0.021625
SPZ1	0.93075
KIAA1324	2.88111111111111
PLCL2	-1.517375
C4orf29	-0.85075
WDFY2	-0.597625
ZNF284	0.615
NAALADL1	-0.358
DUSP5	1.4075
PXDN	1.584125
SLMO1	-1.6975
TNXB	0.5171
BIRC7	-0.56225
A4GALT	-0.299666666666667
TIMM22	0.2905
FAM110C	1.79275
TOMM34	-1.344125
ABHD9	0.0295
ADAM32	0.00800000000000001
CRHBP	-0.32325
AQP2	0.441875
LOC130355	0.81875
ZNF187	-0.0896666666666667
ZNF816A	0.85
F7	1.057625
CNOT1	-0.2111
SLC13A4	-0.57075
ZBTB11	0.00325000000000001
B3GALT5	0.61825
EXOC2	0.786666666666667
IRS1	-2.462
TMEM1	-0.058
MRPL34	-0.2555
SAMM50	0.2115
CDC42EP3	0.585875
HSF2	-1.3077
MFN2	-0.31175
TSPAN7	-2.07116666666667
NUCB1	-0.109
RHOH	0.464
ARL16	0.222
TACR1	0.50875
SFRS5	-0.938166666666667
SNX25	-0.112
RHBDF1	0.000833333333333331
PCDH18	1.1705
HMG1L1	0.334
MYO5C	1.472625
MAPK10	2.084
LDHAL6A	0.1186
NUDT12	-0.129333333333333
NCAM1	-0.235625
GLIS2	1.1405
GGTL4	0.88575
DAPP1	1.53
ATF7	1.241875
KIAA0748	-0.821
NFIL3	0.062
TM6SF1	-0.8193
SEZ6	0.223
NANOS3	1.441
DNAJA3	-0.170333333333333
CLDN6	-2.007
CIITA	1.8363
EPHA4	0.00833333333333334
FANCC	0.3
CMTM3	0.28825
PSG3	0.040625
MRPL15	0.70475
C21orf59	0.49175
PLCXD2	0.720333333333333
C2orf34	0.4645
UBE2L6	-0.563375
MED14	0.294833333333333
HP1BP3	-1.3011
C6orf208	-0.101
TPBG	-1.56525
OSR2	-1.43525
XPC	-0.916666666666667
KLHL7	-0.80375
CCR3	0.1944
AGTPBP1	-0.933
PCSK6	-2.8574
STAT5A	-1.7549
FAM18B	-0.88375
LONRF2	-0.108
PTPN2	-0.5605
SF3A3	-1.03033333333333
EFCBP2	-0.16575
HCFC1	-0.896666666666667
AHNAK	1.24235
ACTR5	0.5165
KIF14	-0.768285714285714
TENC1	0.331
HEATR5B	1.2785
YIPF2	0.1925
MYEOV2	0.496166666666667
DUSP18	1.14575
KIAA1012	0.87125
AHR	-0.672333333333333
C17orf53	-0.338833333333333
PTPRH	-2.8605
ATP6V1C1	0.7773
TAS2R3	-0.0425
LOC440356	-1.5025
COQ10B	0.3745
PSMF1	0.38525
SORBS2	2.56141666666667
NFE2L2	0.348
TMCO7	-0.6125
SH3PXD2A	0.0502
SH2D2A	-1.42925
SPINK5	-2.485
MRPS24	-0.72675
OPA3	0.444
TRAF7	0.666333333333333
C4orf35	0.705833333333333
MT1G	1.067625
MGC39545	-0.1015
HS1BP3	0.5774
OR2B2	0.4775
CHRM4	0.633
SFRP2	1.36583333333333
RIC3	-1.27275
ART1	-0.758
C6orf1	0.51225
DUS4L	-1.432
C10orf104	-0.158
TNFAIP6	0.75325
RTEL1	-0.80575
CCT4	-0.6583
ZNF709	-0.06525
CHMP6	1.12366666666667
UPP2	-0.18
CYP19A1	-2.38442857142857
CD151	-0.0456666666666667
NDUFA13	-0.206666666666667
ARFRP1	-1.02116666666667
FAM26B	0.7015
CRYBA1	-0.981
MRPL41	0.767833333333333
NPFFR2	-1.55814285714286
HRH2	0.148
SCAMP3	-0.289
MTMR6	0.2029
MTG1	-0.804166666666667
UBTD1	1.0695
CRABP1	0.9265
FLJ33790	-0.7603
KIAA1908	-1.15516666666667
GPR158	-2.504
PACSIN3	0.4385
OMD	0.535333333333333
CATSPER1	-1.20083333333333
HOXB8	-0.357375
FBXO46	1.7745
OAS1	0.662666666666667
SVIL	0.4475
PHB2	-0.59675
ADCY3	-1.891
NDRG2	1.60783333333333
ERMAP	-1.145
APBA2	-0.727166666666667
IGSF9	3.10125
WNT6	0.0508571428571429
MYCBPAP	3.59875
ATP2B2	-0.48775
CPVL	-1.2834
TRAM2	-0.817666666666667
NOP5/NOP58	0.5935
ZNRF4	0.3515
TLK1	0.634
MTMR12	1.55
ZNF384	0.0793333333333334
FAM9B	-2.19875
RPN1	0.3638
PMVK	0.732
EIF3D	-0.1966
SIX2	2.58925
HPS1	0.491142857142857
RNF7	-0.053
PSKH2	0.3625
KCTD13	0.6865
CSMD3	0.168
FBF1	0.1265
IL8	-1.552
SERPINB13	0.082
FBXL20	0.4645
BLR1	0.312
SH2B1	-0.0663333333333333
RFNG	0.248125
RAB20	0.476666666666667
RBM7	-1.42575
POLR1A	0.0691666666666667
TMPRSS4	2.9085
TAF9	-1.31125
TERF2	0.206833333333333
TNFRSF1A	0.478166666666667
ACADVL	-0.615333333333333
GTF2H5	-0.34825
EDG8	0.771333333333333
C9orf140	0.52775
UST6	0.1785
ZBTB8OS	-0.277
ZNF710	1.316
GPR174	-2.47
ATP6V0A2	-0.768
KIAA0319L	0.218583333333333
XKRX	2.0645
DOPEY2	2.1004
SDHD	-1.09216666666667
SUMF1	1.35725
OSM	2.18225
OPN3	1.21425
DAGLB	-0.15
PPFIBP1	0.4672
TRIM63	-3.6335
C10orf53	-0.546
LYPD3	0.870666666666667
BCL7A	0.357625
AGER	-0.759166666666667
TCF19	-1.26675
SAT2	-0.423
PFTK1	-1.3325
GABRE	0.10225
C15orf38	-0.2721
FIS1	-0.62
KCNV2	1.3325
CLPS	0.995
PPCDC	-0.796
FOXN2	0.175666666666667
NT5E	-3.1956
CD83	0.30375
IL18	1.07875
VPS16	-0.34925
IGFBP2	-2.331
NOTCH2	0.6415
SIGLEC1	2.22685714285714
CD93	4.5065
SULF2	-1.74175
CEP164	0.200625
P53AIP1	-0.068
TOR2A	-0.1455
ZNF136	0.019
MGP	3.0592
CCDC144A	-0.0888333333333334
TRPC1	-2.21066666666667
SMS	-0.230833333333333
MAPK7	-0.392
RRAGC	0.39725
PARD6A	-0.316166666666667
NUB1	0.1815
SYNGR4	1.19575
OR11H12	0.336
WIF1	0.430625
GCH1	-0.31475
OR11H4	0.6895
SLC44A5	0.1365
GPRIN2	1.70383333333333
LOC401431	-0.982
CPA4	-0.7268
MELK	-0.786111111111111
IL15RA	-0.4025
CUL3	-0.123285714285714
HMBOX1	-0.953
PODXL	-2.558
CCT6B	0.00133333333333334
COMTD1	0.07725
MUC20	0.299
GPX2	-0.522
ITK	-0.7855
FBXL5	1.47425
C13orf27	-1.3135
DEFA5	-0.051
TRHDE	-0.856
MTP18	-0.6625
UQCRQ	0.0138
ITGB2	0.689083333333333
CSRP2BP	0.30475
TAS2R44	0.4175
PHPT1	-0.557375
FAM44C	-0.95775
ERH	0.449
MPHOSPH1	0.286
MORC1	-0.1335
PARVB	-0.228
LAMA1	-3.02927272727273
PGBD3	0.045
GIMAP6	3.43075
AREG	-1.71733333333333
LIPT1	0.1395
MGC99813	-0.948
C1orf201	0.481833333333333
GRIN2A	-0.6955
MAN2C1	-0.833375
NSUN5	-1.17825
SF3B5	1.6225
MYC	-0.555125
NRXN1	-0.3291
ZNF18	0.0455
SPDYA	0.154714285714286
SLC37A1	2.5895
DECR2	0.23875
ANKRD38	-0.401
SPTLC3	-1.20875
SUPT16H	0.0215
DTWD2	1.017
ULBP1	-0.094
ZADH1	-0.265166666666667
OIP5	-0.8855
IL10RB	-0.196333333333333
OTUB2	0.44875
VWA3A	0.531
SPIC	0.206
OR6C4	-0.366
PSCD4	0.781166666666667
DPY19L2P2	-1.095
TRAPPC6A	0.819833333333333
C21orf2	-1.1505
CEMP1	0.121
LIN7B	1.066
E2F7	-2.67133333333333
VCP	0.0561875
LAMA3	-0.124583333333333
BGN	0.88375
GPR160	1.338
COCH	-4.7184
GPR81	1.43366666666667
APOBEC3F	-2.63925
tcag7.1017	-0.65125
C1orf32	0.299
SCGB1D2	6.14225
FLJ43987	0.295
C6orf170	-0.86075
KLK9	0.3035
GPD1L	0.78275
VPS37B	1.40175
ATG3	-1.04
ADAMTS17	0.517
KLHDC2	-1.18666666666667
NDUFV2	-0.1605
BLK	-2.28875
MATN4	-0.256
GPM6A	-0.446285714285714
GBP4	3.27166666666667
TMEM162	0.532333333333333
PKP2	-0.6
HRASLS	1.76122222222222
MMP1	-1.61025
SFXN3	-1.2688
FSD1	-1.1975
ST6GALNAC3	-2.33283333333333
CA12	-0.9011
NCOA6	0.649
C19orf58	0.385
PPP4R1	-0.2765
MAN1A2	1.0855
IKBKAP	-0.969
UPF1	0.357333333333333
KIAA1219	0.20125
WNT16	0.4345
SNW1	-0.94525
IL18RAP	1.95475
RPP30	-0.5565
CDC40	0.808285714285714
SETD3	0.733
SLAMF6	0.36475
ELK4	-0.494
TRIM47	1.00116666666667
ACOX3	0.665875
TRIM6	0.448
KIAA0372	-1.42066666666667
TP53AP1	1.209625
SMURF2	-0.037
ADAD1	0.39275
EBP	-0.9398
KRTAP13-2	0.088
FLJ36874	-0.659333333333333
TOR1A	-0.678
P2RY4	1.3465
GPBP1	0.285
TRPV1	0.245875
ADAMTS12	-0.209666666666667
PES1	-0.3855
ATG4A	0.3175
MAGEA10	-3.787
WFS1	-0.3385
CC2D1B	-0.0778333333333333
PABPN1	0.451625
SLC25A30	-0.62175
SLCO1C1	-0.366333333333333
SLC22A5	1.4525
KIF23	-1.4075
SYN2	-0.315333333333333
ASPN	4.70883333333333
CENTG2	1.1595
QSOX2	-1.7394
FLJ10815	0.181666666666667
STK24	-0.518125
SPEG	0.358
STK10	-0.415333333333333
DACT2	-1.955
AAAS	0.021
SSX3	-1.015
ABCD3	-0.2169
C4orf12	-0.14775
PARVG	0.236166666666667
FIG4	2.41575
C9orf46	-0.07575
TMCO6	-0.4405
IGHMBP2	-0.26525
DUS2L	-0.2075
FAM3C	-0.90875
TMEM16D	-1.92557142857143
DCTN4	0.205
KCNH3	-0.64575
EIF2AK2	0.90475
AP1S3	0.78
CST4	-0.8915
PAM	-1.7985625
NUTF2	0.1605
CITED2	-0.4429
SLC39A4	0.327
C2orf52	-0.942
GRM3	-0.3925
C12orf49	0.20975
CCDC49	-1.0332
GRAMD1B	-1.015625
FNDC4	-0.5765
SIAH2	-0.3555
GDPD4	0.18825
C21orf87	0.479125
ATP5A1	-0.341833333333333
C16orf63	-0.322125
LOC388135	-1.26033333333333
ATP5J2	-0.05625
MMP3	-1.57875
EMID2	0.0265
CRHR1	0.27225
WDR70	0.65525
C13orf31	1.4725
ZFAND1	-0.77175
CCL18	4.4125
C3orf49	0.1025
RINT1	-0.8945
KIAA0408	-2.6878
F13A1	2.966
SLC10A1	0.252
OGN	0.67575
GIPC2	-2.2205
XPO6	-0.562333333333333
LCE1A	0.8625
FMR1	-0.1296
LOC374920	0.0065
DUSP3	0.846375
ANKMY1	1.038
C7orf50	-0.41075
BBS9	-0.9926
UNC119B	-0.412
C9orf72	-0.603375
MGC35440	0.078
ENTPD6	0.382
PPP1R2P9	0.15625
ERCC4	0.0365
