Hybridization REF	TCGA-C8-A12W-01A-11R-A115-07
MYOC	0.282
GIF	0.0775
CKMT1A	1.529
RPL3	0.1921
THBS1	2.700125
APOO	-0.137
ARMCX1	0.116
HSZFP36	0.246
SNAPC5	0.3195
EIF4ENIF1	0.4085
ZNF433	-0.752
TNFRSF21	-1.337125
TMPRSS7	0.839
SPATA18	0.5851
HPDL	-2.1415
MKL2	1.0323
TBX3	-1.33523076923077
C21orf93	0.2814
DAXX	0.065
ELMO1	0.172625
RGS13	3.85916666666667
TAF11	-0.75075
UNC13A	-2.018125
LOC653314	0.0653
ORC3L	-0.63025
IMAA	-2.523
TARBP2	-0.003
CABIN1	0.182
TRIOBP	0.334
HIST1H2AC	1.6815
RGS22	-2.41666666666667
NCOA1	0.47
IL25	1.111
SNCG	1.7085
GPR6	0.8705
AMDHD1	-1.0155
CHEK2	-0.397375
C6orf142	-2.036
DRD4	1.43325
C14orf68	-0.95375
GDF11	-1.09575
SEMG2	0.8295
CD247	-1.231
CDAN1	-0.1095
RBMX2	-0.546666666666667
TGS1	-0.0835
OIT3	0.399666666666667
SYF2	-0.2525
MCM4	0.234625
PKHD1L1	1.78575
CEP192	-0.949
IFT88	0.3855
RPL9	0.157857142857143
RAB32	-0.314625
DDX43	-1.3905
P2RX2	0.404166666666667
OR5D18	-0.768
UBE1	1.024
SLC24A1	0.6905
ARHGAP5	0.01325
CETP	-1.223
KIAA1731	-1.11916666666667
SLC9A4	0.6035
PTPN6	1.825
BAHD1	0.09825
GRIK3	1.293
CACNB2	-0.8723
PDE10A	-0.038
DGCR14	0.3085
PCDHB9	-1.16866666666667
RHOQ	0.254166666666667
MAP3K4	-0.92175
KTI12	-0.432666666666667
RPL23AP13	-2.6385
GNG11	-0.717
CLCN3	0.894666666666667
GPAM	-1.140125
VSTM2A	1.2085
SLAMF7	4.52583333333333
INTS2	-0.16525
PPP2CA	-0.2067
LRP12	0.123066666666667
SEC14L2	0.129555555555556
DKFZP586H2123	1.49725
MC3R	-0.4865
CIRH1A	-0.717833333333333
HIST1H2AB	2.733
POLH	-0.917125
MGC16703	-1.80383333333333
SNAPC2	0.6355
FILIP1L	1.77675
RASGRP4	0.4465
LRRC1	1.54975
GAS1	1.227
PRAC	-1.2045
DGKA	0.0433333333333333
NT5C3	-0.5035
PEG3	0.742
NADK	-0.73325
PRR17	1.83825
LOC374569	-0.74875
SGSH	-0.1545
NLRP8	-0.3425
GALT	-0.3851
MCF2	-0.9835
ZNF263	-0.6745
TACSTD1	0.586666666666667
TYR	-6.4602
ATP6AP2	0.64675
RNUXA	0.041
ABHD10	-0.5855
GDPD2	-0.136
SLC35C1	0.03125
UBE2A	0.307625
HERC5	-0.503
FAM112B	-1.48983333333333
FBXL16	0.4375
DKFZP434A0131	-0.75275
ELA3A	-2.203
RBM41	-1.455
HAO2	-0.2515
RNH1	0.0405
SHANK2	1.5728
OSBP2	-0.695125
DAK	0.0985
C3orf58	-0.198666666666667
TCL1B	2.15
KBTBD2	-1.009125
SUGT1L1	0.447
UBE2E2	0.863666666666667
MYL9	3.5495
CDC23	0.00616666666666665
PBXIP1	1.323
CXorf40B	0.2235
NBL1	1.84375
RTBDN	0.3985
RAB11FIP5	-0.43425
TTTY13	0.0875
SCOTIN	-0.00275
SOHLH1	4.19133333333333
CDKN1A	0.187571428571429
NCK1	0.048
ZNF550	0.06325
SAPS3	1.84941666666667
SPIN3	0.177333333333333
MAGEE2	0.31375
MIS12	0.006
OR8H2	0.1205
KIAA0774	-1.41633333333333
UNC5D	-1.175
CUL7	-0.0743333333333333
LIPC	-3.36033333333333
DIO1	1.04475
C20orf11	1.0065
CTRL	-0.861
HS3ST2	4.4405
PAK4	1.22533333333333
CCRL1	4.44175
RNF10	-0.13975
ZNF567	-0.175
ZNF660	-1.2885
TCEAL3	1.63325
MAGOH	0.579333333333333
CENPB	0.470333333333333
C19orf7	0.17225
LOC388965	0.4275
ZCCHC13	-0.464
JMJD1A	-1.4034
HIST1H4H	3.3385
TBRG1	-1.2458
GPC3	-4.38625
TAF1C	-0.531
EBNA1BP2	-0.564166666666667
CIAPIN1	0.0565
PDGFRA	0.974055555555555
CSTB	0.97325
CENPI	-1.467
GTF2E2	-0.802833333333333
RPP21	0.4275
CCNF	-0.59
KCNQ3	0.854
FAM79A	0.4285
SLC22A12	0.3355
NOVA1	0.107166666666667
FZD3	0.2625
AKAP8	-0.7745
SOCS5	0.139
CFDP1	-0.36225
DLG5	0.37175
PGM5	0.424833333333333
C1orf144	0.4665
HDAC10	-0.7675
RND2	0.76925
C20orf199	0.00425
RNMT	-1.066625
SLURP1	0.109875
ASTN1	-0.479375
SH3BGR	2.03475
MYCL1	-1.426875
ZHX1	0.1
CENPK	-1.68525
FOSB	0.1452
LOC643406	1.301625
C2orf59	-1.282125
TMEM135	0.131375
SLC27A2	-2.4775
KRT33A	2.8915
OVOL1	0.045375
PAMCI	-3.29683333333333
S100A7	-1.0505
ZNF789	-1.4595
HARS2	-0.045
RPL23A	-0.345833333333333
TCF23	0.1585
UPF3B	-1.386375
C17orf78	-0.506
HLA-DOB	1.6025
C14orf142	0.0716666666666667
TEKT5	2.41733333333333
DMWD	0.994
POLD1	-1.29633333333333
GSCL	0.0815
CALD1	0.0926
SCRT1	1.28716666666667
AIG1	0.1075
UNC84B	-0.23575
ZNF404	0.055
TMED6	-3.1245
KIAA1462	0.6885
LRRC27	1.1755
PYGO1	0.00499999999999999
PIGU	-0.298166666666667
ALAS2	-4.17983333333333
WRNIP1	-0.131375
CNNM3	0.397
ZNF2	-1.61375
ST3GAL5	-1.12008333333333
MRPL23	-0.538
TSSK6	-0.6885
PSMA6	0.34425
C16orf70	0.487
KIAA1602	-0.34575
ALMS1	-0.326833333333333
DCN	3.449125
TMEM132D	-1.574
SUCLG2	0.3505
ABHD14A	0.498
DEXI	0.105666666666667
AMPD2	-1.582
IFNAR2	-0.2895
CYB5A	1.0352
TLOC1	0.23765
NXF5	-0.772333333333333
NRBF2	-0.233625
KCTD3	1.28375
ITGAE	0.581333333333333
SLC30A3	-2.0915
ZRF1	-1.2285
IFRD2	-0.324375
XAB1	0.04925
PYCR2	-0.21
SERPINB3	-4.5245
TMLHE	-0.589
GEFT	-1.081125
ABCA5	-1.713
EMR4	0.2256
TSFM	1.08
HIST3H2BB	1.84375
ARHGEF19	-0.47
TSPAN17	-0.113833333333333
ABCC8	2.35575
MAP1S	0.720333333333333
C22orf36	1.3945
BNC2	0.360214285714286
HIST1H4A	0.202
NDUFS3	-0.3605
WDR3	-1.14
XKR4	0.176
TTC33	-0.865
STMN2	5.1175
CPN2	-1.421
HSPC105	-1.679
PCOLCE2	-4.505
C3orf55	1.231
KLHDC9	2.75566666666667
TBC1D23	0.305375
ATXN2L	-0.918916666666667
MAP2K3	-0.460916666666667
SCAP	-0.147
ZNF486	0.574666666666667
C20orf96	0.49275
NARS	-0.17925
ADAMTSL1	-0.932428571428571
PRCC	-0.0646666666666667
CCDC126	0.20525
ZNF675	-0.442
CALCOCO1	1.0875
ANKRD43	3.76675
CWF19L2	-0.495666666666667
ZBTB32	2.22816666666667
BRAF	-0.66375
ODF4	0.183
MGC14376	0.178333333333333
HORMAD1	-2.42275
AAK1	0.198416666666667
PEBP1	0.4555
TNFSF5IP1	-0.0331666666666667
DKFZp564N2472	0.456333333333333
RMND1	0.8725
IGKV1-5	5.495
COL1A2	3.66541666666667
SERPINA5	-1.48875
AANAT	0.8005
C19orf21	0.845166666666667
GEMIN5	-0.56925
UBR4	-0.6215
LTBP3	0.615333333333333
AMHR2	-1.8765
PROCR	-0.524
MYBBP1A	-0.6255
C20orf39	2.24983333333333
ZNF697	-0.536375
PASK	-0.6001
ZNF776	0.397333333333333
RFXDC2	-0.91475
KIAA0467	0.1095
C10orf96	-1.582
ZNF503	-0.322
GULP1	-0.103916666666667
KCNE4	-0.508833333333333
DKFZp434K191	-0.701125
LOC196913	0.173
BHLHB4	2.1905
CH25H	-0.58
LOC81691	-0.970666666666667
ALPL	-0.0931428571428571
COL12A1	2.6595
FOLR3	-2.50316666666667
GPR123	-0.06475
TRIM62	-0.019
ABLIM1	-0.586
MAST3	-0.97325
RHBDD1	0.559666666666667
LOC338809	0.534
RYBP	1.2525
TTC26	-0.29175
ZNF22	-0.423333333333333
ISCA2	-0.212
RDM1	-0.39775
PIGM	0.6015
GNB3	-1.174
ACTR2	0.3392
HMGB1	-0.08845
EDG1	2.213
SOAT2	-2.7835
OR10AD1	1.539
RAP1GDS1	0.436
LCE1F	0.6455
ESM1	-2.282375
RCN3	3.0935
CREBL1	-0.564
DBNL	-0.0075
PTGER3	1.415
USP30	0.616833333333333
BCL2L12	0.268333333333333
KIF26B	2.973
ZNF416	0.17425
ZNF225	-0.5925
C17orf70	0.392
ZNF554	0.339
RAE1	0.440666666666667
TNIK	-1.01466666666667
ACTN3	0.494
MGC45922	0.982
CCNA1	-0.376
RYK	-0.2455
IL26	0.5005
LRP3	0.989166666666667
QARS	-0.45525
SOX7	0.937642857142857
BID	-1.020875
OR2S2	0.4
CXCL14	1.97675
C11orf47	-1.5175
MGC29891	0.297
HSPB8	1.5576
PRDM14	-0.414
NUFIP2	0.55575
MNAT1	0.08375
ZDHHC2	-0.837583333333333
MBNL2	-0.22025
ADD3	-0.83925
CSNK2A1P	-0.7085
KLK6	-0.945666666666667
TMEM111	0.2366
KIAA1279	1.16525
NUBP2	0.354833333333333
RAB42	-0.294
ID3	-0.3298
TM9SF1	0.6155
MDP-1	1.1385
POU4F2	0.6425
IQCK	0.484
C16orf14	-0.316
CAPN3	-2.1255
FAM43B	0.58125
RECQL	0.118
AP1G1	1.32514285714286
CTNNBL1	0.690333333333333
ECHDC1	-1.80483333333333
SMARCC1	-0.2475
FOXQ1	-1.21425
GNAI3	-0.262166666666667
POLG2	-1.62525
CD4	2.004875
ITLN1	1.284
EBI2	3.76425
IRF1	-0.1225
PTPRE	2.1918
PTK2B	-0.02525
NXNL2	-2.0625
SOX4	0.304388888888889
TSPAN3	-0.339
SH2D1A	-2.54516666666667
C8orf58	-0.9385
USP20	-1.198
DUSP22	-1.23125
CALB1	-2.4452
L3MBTL2	2.16158333333333
MCRS1	0.03
TMEM118	-0.742
C18orf8	0.349
FLJ10241	0.5855
GJA12	0.72275
PKD1	-0.115166666666667
ZFP3	-0.1265
JAM3	-0.689625
LAPTM4A	1.461
DIRC2	6.93889390390723e-18
KIAA2022	0.629166666666667
MYOM1	0.309333333333333
TRPM8	-2.46183333333333
MOP-1	1.288
PHKG2	-0.355875
ZNF650	0.664625
KIAA1522	-0.000625000000000011
PSG8	-2.15833333333333
DDX19B	-0.078
MOBKL1B	0.14
DIAPH2	-0.78925
PTPN12	0.2205
CLN8	-0.1862
CRYZL1	0.306833333333333
CRY2	0.3175
FCGR2B	5.39233333333333
PNPLA4	1.169
ZNF454	-0.4745
DKFZp434B1231	-0.324
CLDN11	0.5235
RFWD2	-0.183666666666667
CIB2	-0.0271666666666667
MXRA8	4.41975
HRK	1.5325
MAML2	-0.136
C4orf31	-1.5855
C6orf192	-1.46
COG6	1.205375
FAM5B	-0.76375
NFATC1	-0.0303
SEPT10	-0.89425
SCYL1	-0.4316
RPP40	-0.6965
SCOC	1.0579
KIAA1450	0.3015
CTDSPL2	-0.08725
TBX5	2.898
NAPG	-0.08825
RHD	-4.756
C14orf45	0.947666666666667
ZBTB22	0.6775
PLCG1	-1.3565
ANKRD10	-1.67375
AQP7P2	0.4755
TAGLN2	0.506333333333333
HTR2C	-1.5665
SLC16A7	-0.340166666666667
C17orf83	0.42025
TSGA14	0.472083333333333
MDH1	-0.09625
PPP3R2	0.0331666666666666
DCBLD2	-1.94907142857143
RBM33	-0.516375
DPH3	-0.6275
SYT10	-1.18533333333333
FMO4	1.892125
THYN1	-1.6305
DRD5	-2.614
OTOR	3.51525
PGRMC2	0.1819
KATNAL1	-0.00862499999999999
PAQR6	-3.18875
UBE2I	-0.78875
C14orf28	0.6535
C8orf70	1.5175
FLYWCH1	0.169125
ANGPTL3	-1.56175
GLRX2	0.316
ATP11A	-0.885928571428571
ARL5B	0.73125
MUC16	-0.214
SLC25A5	-0.59
ACRC	-1.753
MYO1C	-0.0807500000000001
FAM89B	0.568333333333333
FAS	0.105625
KIFAP3	1.09175
GLRA2	0.788
BTN3A2	0.201
CNKSR3	-2.096
CSTF3	0.114833333333333
ARPM1	0.16075
KIAA1530	-1.1575
C9orf150	1.66866666666667
PRKCI	-0.0225
tcag7.1015	-0.21975
SOD3	-0.3385
ZNF574	0.874
CYP21A2	-0.007
RPL12	-0.895
COMMD2	-0.0905
WIZ	-1.07625
LOC344405	-1.079
ALDH4A1	0.534705882352941
CRYAB	2.8025
COPA	0.354233333333333
PCDHGA7	1.27283333333333
KIF11	-1.47316666666667
RASD2	0.106875
SLC26A3	0.3325
ZNF175	-0.292
JAKMIP2	-1.264625
C8orf4	0.1925
PTHLH	1.1665
SLC40A1	3.37758333333333
OR7D4	0.137333333333333
PCDHB17	0.0455
CD36	2.12921428571429
C6orf203	0.3059
PRKG2	-0.0625
LOC400566	0.93675
ANAPC13	0.431
SLCO3A1	-1.31125
ZNF692	-2.1315
FANCL	-0.9285
SH3GLB1	0.141
C12orf61	-0.6585
KBTBD6	-0.0575
SUPT5H	0.260625
XRCC6	0.5391
HUS1B	-0.7887
FAM133B	-0.279357142857143
LOC728276	-0.733
KCTD18	0.013
SOS2	0.6395
CCDC99	-1.775
C1QTNF5	4.4235
NNAT	-0.258333333333333
USP16	-0.94375
LARS	-0.507625
ZBTB2	-0.2415
ABO	-0.171333333333333
TRAF3	-0.7895
GALNT5	-1.579
NAP5	-0.2385
ALG14	0.136333333333333
KIAA0515	-0.0456538461538462
WDR75	-0.979333333333333
TEX261	0.333166666666667
LY86	1.6725
LOC389072	-1.734
FLJ13611	-0.601
MRGPRX2	0.358
SNRPA	-0.65475
OR2G2	0.6725
GPRASP2	0.60625
C7orf42	-0.1526
C9orf163	-0.463
CYP11B2	-0.1925
FCRL3	0.6595
PRDX1	0.04525
FGB	-6.50783333333333
COX17	1.23166666666667
C16orf33	0.69725
PIWIL1	-0.439666666666667
FOLR1	-3.06083333333333
KIAA0082	-0.0765
FREQ	-1.233
TMCC2	-0.994
TCF12	0.143
ZNF721	-0.0925
FAM130A2	1.10625
POU4F1	-2.20675
SNRPF	-0.11975
SGIP1	3.17816666666667
ZNF641	1.5785
EMG1	0.09375
PRRG4	0.4195
HIRA	-1.6005
MYNN	-0.200666666666667
AEBP2	1.24658333333333
TBXA2R	0.6025
ISL2	-1.7725
PCDHB11	-0.4255
RNF144A	-0.3425
MARCH5	0.1815
DULLARD	0.207166666666667
DCLRE1B	-1.10833333333333
ITGA8	2.249
TP73	0.424
PRKCD	1.72375
NDUFB4	0.42
ATP13A4	-0.011875
ANTXR2	-0.366166666666667
COL4A3	-0.1845
MYO10	-2.2848
SLC6A18	0.66225
PEX1	-0.0285
TMEM74	-2.2222
RBM19	0.34525
TAPBP	0.73625
RUNX1	-0.149625
MID1	-2.38383333333333
GPR64	-1.48533333333333
RASEF	2.45775
GABRG1	0.2845
MYO16	-1.90566666666667
DBF4	-1.33916666666667
TSHZ2	3.36625
RIPK2	0.232875
PPTC7	0.0781666666666667
KIF4B	-0.9205
LRRC31	0.3365
ZNF540	0.8125
EFNB3	0.350666666666667
LOH12CR1	0.7125
STON2	-0.1185
GLP1R	-0.21375
CSTF2T	-0.37375
IREB2	-1.864625
GRSF1	0.213
PDCD7	-0.7035
LRRC43	0.475
CNR1	-0.232166666666667
IL1F7	-0.7375
C12orf64	0.15
FAM69B	-1.40275
NR2E1	-2.29216666666667
MS4A6A	3.1559
FTL	0.3455
C7orf36	0.105
PCLO	0.9131
DYRK2	1.37425
ARIH2	-0.296875
SAMD7	0.7915
SCNN1D	-1.13625
SLC32A1	-1.21871428571429
C22orf25	-0.304
MRPS18A	0.1067
GPR112	1.002
EARS2	0.31
ERN2	0.505
ATPBD3	0.544666666666667
PRH2	0.0855
CDKN2D	0.735
PGLYRP2	2.0355
TRIM40	-0.638
SEC14L3	-0.0756666666666667
SLC22A1	0.69325
BTN2A3	-0.5075
RASA4	-0.00725
CCNL2	-1.5555
MYBPC3	0.201
GJA4	3.812
CDC42SE1	0.265625
TRPV2	-0.3885
MYPN	-4.4522
SIM1	0.4785
CDADC1	0.421
ZFHX4	1.70275
NIBP	1.5435
ADAMTS19	0.08125
ABTB2	-0.6075
TSPYL2	0.1205
EIF2S3	-1.3444
SOX30	0.1385
AP2A1	0.904333333333333
DKFZP564O0523	-0.782166666666667
LOC285398	-0.829
CDH18	-4.681
CHL1	1.2685
GATS	-0.8976
TBC1D2B	0.194
OR1J1	-0.207
GSN	0.613666666666667
DPCR1	0.054
GARNL4	-0.6775
SMARCA5	-0.22975
PLEKHG3	-0.8895
ZBTB45	0.839
FRMD6	0.137166666666667
PLS1	1.728
DGKZ	-0.023
EFNA1	0.0103
WDR85	-1.53875
ANK2	-0.55
PAGE4	-1.716
SENP6	0.531833333333333
AKR7A2	0.316666666666667
FKBP10	-1.7445
VEGFC	-0.8045
LARP1	-0.159125
SRBD1	-0.608
ITGB6	1.48625
SLC1A2	-0.124142857142857
INVS	-0.6065
MPO	0.46925
MOBKL3	0.388
CUTL2	-0.625
KLK2	-0.272083333333333
VIM	-0.58075
REG1B	0.1566
PCDHGC4	-0.0315
C3orf34	-0.408666666666667
SUMO3	0.6035
CST9L	3.5485
MLL4	-0.65575
SPR	1.02383333333333
SAMD9L	0.72775
ABCE1	-0.595
SUPT3H	-0.5735
ACTBL1	1.078
ADAMTS4	1.29183333333333
SLIT3	3.62375
RHEBL1	-1.7145
NPM2	-1.9315
MAN1C1	0.969875
KIAA1856	0.998666666666666
HSPA6	1.6705
LOC388152	-1.707
C10orf140	0.92975
ZDHHC12	0.475
LIN7A	-1.0048
PHC2	-0.58925
SPHK1	0.66775
TRIM26	0.04575
FAM83E	-0.477
C18orf24	-1.51266666666667
ZNF578	0.105833333333333
ORAI1	-0.02375
RUVBL1	-0.587333333333333
C7orf20	-0.437666666666667
APAF1	-1.024
SLC36A4	-1.27533333333333
MYH11	4.87366666666667
NEK1	0.3683
MPP2	0.378625
C12orf24	-1.62625
TNK2	0.525125
ZNF289	-0.2985
MATN3	-0.366142857142857
IFNGR2	0.9375
ITPR1	-0.096375
EBF3	2.2126
TBC1D20	0.2534
OR10P1	0.62025
DDAH2	0.6205
SHPRH	-0.72875
STX7	-0.26
LOC554248	-2.69175
BCAR1	0.18225
ATXN3	-0.0609166666666667
TRIM27	-0.67825
CDC42EP2	-0.275
CHP	0.585714285714286
SOX17	2.62725
ZNF259	0.0315
CHCHD1	0.397875
ZDHHC19	-0.2925
GBP2	2.027
GARNL3	-0.2145
MRC2	1.08975
C1orf52	-0.7235
AOF2	-1.60716666666667
LRPPRC	-0.5207
ACVR1C	-1.8505
TM4SF18	2.28883333333333
TMEM169	-0.290333333333333
PPP1R16A	0.5215
EBF1	0.6065
RRS1	1.40483333333333
SNX2	-0.03475
OR2T2	-0.7195
RBX1	1.086
ANKRD54	1.14
TSNAX	0.099
TMEM83	-2.4125
ZBTB7A	0.9055
ATM	-1.69958333333333
LOC338328	2.6155
TIE1	1.88033333333333
HIST1H3G	1.532
PASD1	-4.282
TINAG	1.21275
PCDHAC2	0.3
LRRC15	1.917625
WBSCR17	-1.36925
TFF2	1.7815
PARP2	-0.16475
NDFIP2	-0.077125
PCDHGB2	-1.374
WDR60	-1.10775
MAP7D2	-2.8472
USP45	-1.90175
GSDML	-1.261
TNS1	0.0787
PLCD4	-0.9325
IQCD	1.4205
SMPX	-2.729
CD9	1.52083333333333
SRGN	2.097
CASP7	1.237625
INOC1	-0.105833333333333
DKFZp451M2119	-1.610875
VMAC	1.0335
USP53	0.6834
CAMK1G	-0.0687499999999999
TMEM106A	0.514833333333333
CDC20	-1.4588
ACSL5	-0.816
CBWD5	-1.36875
C1orf87	-1.862
KIAA1274	-0.2905
PRUNE2	-2.09214285714286
LYPLA2	-0.262666666666667
DOK6	-1.34216666666667
GPR149	0.2955
FAM30A	4.419
TMEM129	0.09325
SLC35B3	1.159
ACPP	-0.335125
LOC200261	-1.7275
SLC4A7	1.609
CCDC40	1.03075
GART	-1.683125
THOP1	-1.02075
SCARB1	-0.1115
CACNA1F	0.3945
TRIAP1	0.1875
SYT14L	0.6675
SFRS8	-0.544333333333333
PBOV1	1.05375
GOLSYN	-0.57325
GJB7	2.879
CAMK2N1	1.3025
GREM1	3.80258333333333
FLJ20433	0.2415
QPCT	-2.871625
PRKAG2	0.0923333333333333
H2AFX	-0.37725
C6orf154	2.08825
PLOD3	-1.3745
ZBTB39	-0.784333333333333
WASF3	0.2625
DRG1	0.34425
PRR4	0.384
SPCS1	0.61075
KDELR3	1.00316666666667
SRP19	-0.1145
GABRA6	0.265
MFSD1	0.8505
MMEL1	2.39875
PDXDC2	-0.6978
BUB1	-2.59288888888889
RNF138	-1.47875
MYLPF	-0.489
AIF1	0.824666666666667
DYNLRB1	0.8941
HCN3	-1.44116666666667
HIST1H2AI	2.92175
MAP4K5	0.0889166666666667
LASP1	0.22
LOC130951	0.193
PLAA	0.068875
KRT6A	-1.437
C6orf117	-4.363
ARHGAP23	0.401
PTF1A	-0.1095
GPHA2	1.131
LCE3B	0.473
MCL1	0.00314285714285715
EHBP1	-1.27308333333333
PRNP	-0.843875
ZSCAN1	0.4745
C1orf113	0.078
FOXA3	-0.857625
NEB	-0.2995
ASGR1	-4.36983333333333
CTGF	2.4915
RAB17	-0.185833333333333
MST101	-0.616
JARID1B	0.0508
USP37	0.4754
PTBP1	-0.206833333333333
PTPN7	-0.445666666666667
CDC7	-1.52566666666667
SNX7	-0.051
ZNF335	-0.17825
CPT2	0.2965
HEATR1	-1.027875
HSPC152	0.351625
C5orf40	0.655
PSME1	0.295333333333333
STAG3	-2.24875
TMEM154	0.514666666666667
KLHL32	-0.255166666666667
TSGA10IP	-1.2715
SUV420H2	-0.483333333333333
SF1	-0.4183
2'-PDE	0.2621875
PNLIPRP2	-1.1115
TRSPAP1	-0.628416666666667
NUP210	-0.934166666666667
ANP32C	-1.3805
RAB11B	0.999333333333333
ASB15	-0.9005
ITGB3BP	-1.72725
UBASH3A	-1.41625
YWHAB	0.9035
TPRX1	0.1795
LY6G5C	0.47525
SLC7A2	-1.936375
CLK1	-0.0954
HSD3B7	0.531833333333333
VDR	3.72525
C16orf74	1.3725
ACE	-0.715
PSMA2	0.0426666666666667
CCDC131	-0.91225
ZNF213	1.28316666666667
EML2	-0.25325
ALS2CR13	-0.331666666666667
GLYATL1	-1.78275
DSPP	-1.4405
DHFRL1	0.47975
C10orf30	-1.70583333333333
SH3RF2	-1.38316666666667
LOC197322	-0.270666666666667
DLL3	-1.558625
TIGD7	-0.13975
GFRA3	0.04825
CPA1	-0.041
RTN4	-0.145833333333333
PPT2	-1.75966666666667
FASLG	2.74908333333333
FOXP4	0.600375
RPL26	0.3131
GNL3L	-1.3125
FMR1NB	-0.885666666666667
CD163	8.0295
SGPP2	0.0865
GIMAP2	0.80225
CD37	2.59
DPT	3.97208333333333
NBLA00301	2.19875
RGS5	1.34258333333333
C9orf4	0.5125
ACTL8	-3.60816666666667
PRKAR2B	0.020625
OPLAH	1.66016666666667
C20orf134	2.139
SPACA5	0.412
TBL1X	0.4705
TSPYL3	0.914
CHCHD3	-1.0445
CRKRS	0.350166666666667
GPR65	5.68425
DFFA	-0.298125
FUT1	1.2285
C6orf204	-1.3615
TMEM51	0.29125
ZNF580	1.24025
CMTM2	0.563
C20orf200	-0.0985
EZH1	-0.168833333333333
FDX1L	0.312375
MRPL32	0.18675
PCAF	-0.9719
ALOX15B	4.7165
CD59	0.316666666666667
CDK9	-0.65375
ERP29	-0.0493333333333333
TTR	-5.43825
BCMO1	0.358
DDIT4	-1.4572
PTGDS	2.607
C3orf63	-0.180166666666667
BST2	-0.05575
CYP1A2	0.113833333333333
C5orf25	-2.34975
STX1A	-1.29282352941176
OR2A12	-0.249
SH3BP5L	0.0785
SERINC5	-0.2205
USP6	-1.0048
MRPL3	-0.435333333333333
POMP	0.46625
INPP4B	0.829125
GMPPB	1.54575
EAPP	1.11425
AHSA1	-0.81575
ABCA11	-0.961
SLC5A6	0.165166666666667
HIVEP2	0.5905
SUMO2	0.0615
KIAA1822L	0.065
C11orf67	0.7955
TXK	-0.93525
PHCA	0.5518125
ICAM4	-1.61366666666667
FPGS	-0.308333333333333
SNRPA1	-0.8665
KCNJ4	-0.25675
KIF6	-0.8405
HIST1H2BG	2.00783333333333
SLC5A5	0.341
ZNF354B	-0.816833333333333
IL12RB2	0.519
C11orf76	0.737833333333333
GAL3ST2	1.015
AIFM2	-1.197875
SYNC1	-0.383
UBL3	0.6615
PIK3CG	-0.2345
NLN	-0.7866
BCORL1	-0.20225
CD5L	-0.2315
ZNF238	0.434333333333333
KIAA1394	-0.69125
C16orf55	0.5251
CYP3A7	-3.84075
KRTAP3-1	-1.4375
TFDP1	-1.01516666666667
MND1	-1.57875
NODAL	0.00699999999999999
GTPBP4	-0.474
TUBGCP2	0.288
SLITRK5	-3.64825
CIC	0.7055
CD79A	3.04116666666667
SAMD14	0.992666666666667
TNPO3	-1.313
OR10G3	-0.414
OR10G8	2.606
CCDC111	-0.7395
HOXC9	0.23525
DCUN1D1	-0.413916666666667
CYB5R1	0.809
TSR2	0.4455
DAB2IP	0.3984
SLC6A5	-0.073
RAB3D	1.62875
DCUN1D4	-0.9095
ERBB3	0.816583333333333
SDC1	1.63208333333333
ATP6V1H	1.65066666666667
SYK	1.3435
ST20	-0.1625
C13orf30	-0.4135
WDR40A	0.0633333333333333
ADMR	0.349
LOC388335	1.826
ACSM1	1.567
TDG	0.346333333333333
FLJ11235	1.11975
MRPS5	-1.04166666666667
AGPAT2	-1.09716666666667
SLC12A1	-0.366625
CYP27A1	-1.15775
THAP7	0.55925
XPO1	-0.384416666666667
ALMS1L	-0.417166666666667
C1orf2	-0.58925
ZNF777	-0.174
CAMK2A	0.4295
SMC1B	1.201375
IHPK2	-0.2846
LEMD1	-3.91775
NKD2	0.5014
CLU	-0.00907142857142859
ARMETL1	-0.4615
PABPC4	-1.557
CXCL12	3.39466666666667
TFAP2C	1.2009
TTTY8	0.0875
ABCB10	-0.7644
ENDOD1	0.152
IDI1	-0.435
KCTD6	2.16683333333333
CCDC105	0.3875
ULBP2	-0.940833333333333
ZDHHC5	0.1765
WNT8A	0.613333333333333
COMMD10	0.4265
KLHL12	0.014125
GPR50	0.544
NR5A2	-0.23525
OXGR1	0.630333333333333
EHD3	-0.13875
CAPRIN2	-1.277875
KLRC3	-2.6255
SF3B1	-0.0116428571428571
IPO7	0.1015
ALDH1A1	-0.188833333333333
ANKRD5	-0.102625
TSNARE1	0.6485
DDEFL1	0.81475
RNASEL	1.224
DNAH9	-1.1185
HELLS	-1.115
TNS4	1.7735
NAV1	-0.4388
KIAA1409	-0.14525
C20orf26	3.57133333333333
TUBG1	0.13475
IRX2	0.759
CNGA4	0.407
MGC50559	2.20016666666667
OR4K17	0.325166666666667
TM2D2	0.482666666666667
FAM32A	-0.43075
TXNDC14	-0.1075
CCBL1	-1.6285
ANK1	-3.0032
PRSS23	-1.62875
PPM1L	0.338
SPATA20	0.51625
APCS	0.31625
C14orf122	-0.145166666666667
PSMB5	0.59175
C6orf10	0.6705
SETDB2	0.381833333333333
SPNS3	-1.12125
SGMS2	1.00816666666667
MXD3	-0.840166666666667
MON2	-0.3977
CARTPT	1.5065
HNF4A	-0.865666666666667
RABEP1	0.2602
TNFRSF10B	-1.963
USH1G	1.006
PPAP2B	-1.36366666666667
TMEM16K	0.50225
CTDSP1	0.470166666666667
CDK5R1	0.298333333333333
