Hybridization REF	TCGA-AN-A0FN-01A-11R-A034-07
CCAR1	-0.48425
B3GNT7	0.059
OPHN1	-0.1961
DSCR6	1.8835
C21orf13	0.220166666666667
GAS2L1	0.316916666666667
RFX3	0.166166666666667
COPS4	0.013125
BCHE	-3.315
BCL2	2.313625
HBZ	-3.07866666666667
ARL13B	0.60725
MAPBPIP	0.789625
MYO15B	-0.0175
SPZ1	-0.17
KIAA1324	1.84011111111111
PLCL2	1.254875
C4orf29	-1.62425
WDFY2	-0.668875
ZNF284	-0.1025
NAALADL1	1.2115
DUSP5	0.525
PXDN	1.99825
SLMO1	-0.53
TNXB	0.6268
BIRC7	-0.41925
A4GALT	1.64
TIMM22	0.23725
FAM110C	0.87475
TOMM34	-1.449625
ABHD9	0.7975
ADAM32	1.009
CRHBP	0.84675
AQP2	0.66275
LOC130355	1.07875
ZNF187	0.456333333333333
ZNF816A	0.513
F7	0.807875
CNOT1	-1.1262
SLC13A4	-1.5905
ZBTB11	-0.16
B3GALT5	-0.165666666666667
EXOC2	0.204833333333333
IRS1	0.2122
TMEM1	-0.254166666666667
MRPL34	-0.355166666666667
SAMM50	-0.6695
CDC42EP3	1.5135
HSF2	-1.0276
MFN2	0.20225
TSPAN7	-0.197166666666667
NUCB1	0.404416666666667
RHOH	0.99
ARL16	-0.65
TACR1	1.708
SFRS5	-0.1975
SNX25	1.04825
RHBDF1	0.2025
PCDH18	3.379
HMG1L1	-0.25475
MYO5C	0.659625
MAPK10	-0.954
LDHAL6A	0.0642
NUDT12	0.494833333333333
NCAM1	-0.73775
GLIS2	0.8785
GGTL4	0.038
DAPP1	0.5925
ATF7	0.99225
KIAA0748	0.15175
NFIL3	-0.2345
TM6SF1	0.6092
SEZ6	-0.221875
NANOS3	0.713166666666667
DNAJA3	-1.235
CLDN6	-2.628
CIITA	3.2902
EPHA4	0.388583333333333
FANCC	-0.60825
CMTM3	1.768
PSG3	-0.590714285714286
MRPL15	-0.76675
C21orf59	-0.17925
PLCXD2	-0.17
C2orf34	-0.15
UBE2L6	1.2105
MED14	-0.9385
HP1BP3	0.2665
C6orf208	-0.1255
TPBG	1.0155
OSR2	1.21225
XPC	-0.293166666666667
KLHL7	-1.04658333333333
CCR3	-0.101833333333333
AGTPBP1	-0.697666666666667
PCSK6	1.09233333333333
STAT5A	-0.7719
FAM18B	0.161
LONRF2	-1.361
PTPN2	-0.43725
SF3A3	-0.860166666666667
EFCBP2	-0.627
HCFC1	-1.30633333333333
AHNAK	0.77055
ACTR5	-0.73275
KIF14	-1.92314285714286
TENC1	1.789
HEATR5B	0.593
YIPF2	0.121833333333333
MYEOV2	1.23533333333333
DUSP18	1.6325
KIAA1012	0.4455
AHR	0.434
C17orf53	-2.0045
PTPRH	-3.61775
ATP6V1C1	-0.6165
TAS2R3	-1.803
LOC440356	-1.70425
COQ10B	0.653
PSMF1	0.06925
SORBS2	1.632
NFE2L2	0.2765
TMCO7	0.10925
SH3PXD2A	1.8319
SH2D2A	0.46725
SPINK5	-1.8555
MRPS24	-1.07875
OPA3	0.579625
TRAF7	-1.17933333333333
C4orf35	-0.228333333333333
MT1G	-0.785125
MGC39545	0.809333333333333
HS1BP3	-0.0827777777777778
OR2B2	0.468
CHRM4	-0.574
SFRP2	4.825
RIC3	0.242
ART1	0.528
C6orf1	0.809375
DUS4L	-1.42725
C10orf104	0.1835
TNFAIP6	3.751
RTEL1	-0.716
CCT4	-1.103
ZNF709	-0.12
CHMP6	0.679666666666667
UPP2	0.36375
CYP19A1	-1.36785714285714
CD151	-0.309166666666667
NDUFA13	-0.00783333333333333
ARFRP1	-0.812833333333333
FAM26B	2.46075
CRYBA1	-1.2935
MRPL41	0.343833333333333
NPFFR2	0.58875
HRH2	-0.025
SCAMP3	-0.418666666666667
MTMR6	1.1797
MTG1	-0.915666666666667
UBTD1	1.9075
CRABP1	-2.788
FLJ33790	0.0672
KIAA1908	-1.10266666666667
GPR158	-1.1745
PACSIN3	-1.1605
OMD	4.82333333333333
CATSPER1	0.198666666666667
HOXB8	0.596625
FBXO46	0.723
OAS1	1.3825
SVIL	0.84975
PHB2	-0.7905
ADCY3	-0.0905
NDRG2	1.09183333333333
ERMAP	0.2928
APBA2	-0.291666666666667
IGSF9	1.699
WNT6	-0.0331428571428572
MYCBPAP	1.4345
ATP2B2	-0.7219
CPVL	0.0789
TRAM2	-0.396583333333333
NOP5/NOP58	-0.2645
ZNRF4	-0.21575
TLK1	0.229125
MTMR12	-0.611571428571429
ZNF384	-0.505333333333333
FAM9B	-4.19675
RPN1	0.3615
PMVK	0.39025
EIF3D	0.119
SIX2	0.347
HPS1	0.555142857142857
RNF7	0.36425
PSKH2	0.381
KCTD13	-1.017
CSMD3	-1.16833333333333
FBF1	0.562
IL8	-3.946625
SERPINB13	0.5219
FBXL20	-0.42575
BLR1	0.36225
SH2B1	-0.606833333333333
RFNG	-0.67975
RAB20	0.433166666666667
RBM7	-0.46075
POLR1A	-1.1795
TMPRSS4	-3.20075
TAF9	-0.78875
TERF2	-0.759833333333333
TNFRSF1A	0.822416666666667
ACADVL	-0.628833333333333
GTF2H5	0.516
EDG8	0.0741666666666667
C9orf140	-1.93875
UST6	0.77025
ZBTB8OS	-0.4245
ZNF710	0.1955
GPR174	-0.0275
ATP6V0A2	-0.25875
KIAA0319L	-0.579666666666667
XKRX	-1.83
DOPEY2	0.7681
SDHD	-0.397166666666667
SUMF1	1.29075
OSM	3.7315
OPN3	-1.7005
DAGLB	-0.331166666666667
PPFIBP1	0.9579
TRIM63	-1.21675
C10orf53	0.9665
LYPD3	0.823166666666667
BCL7A	-0.364875
AGER	-1.306
TCF19	-1.415125
SAT2	0.449
PFTK1	1.74133333333333
GABRE	-2.337
C15orf38	1.5551
FIS1	0.314
KCNV2	-0.53175
CLPS	-0.000750000000000001
PPCDC	-0.72475
FOXN2	1.15483333333333
NT5E	-1.7523
CD83	2.25575
IL18	1.272125
VPS16	0.366
IGFBP2	-1.178
NOTCH2	1.15875
SIGLEC1	2.382625
CD93	6.114
SULF2	1.69975
CEP164	-0.202625
P53AIP1	-0.275333333333333
TOR2A	-0.326666666666667
ZNF136	0.449
MGP	3.3352
CCDC144A	-0.997166666666667
TRPC1	0.659166666666667
SMS	-1.2775
MAPK7	0.104666666666667
RRAGC	1.01025
PARD6A	-0.4595
NUB1	0.316666666666667
SYNGR4	0.68675
OR11H12	0.803
WIF1	0.993375
GCH1	0.17275
OR11H4	0.2305
SLC44A5	0.071
GPRIN2	1.1885
LOC401431	0.43775
CPA4	-2.4617
MELK	-2.68055555555556
IL15RA	1.6565
CUL3	0.04425
HMBOX1	0.62425
PODXL	-1.2805
CCT6B	0.486166666666667
COMTD1	-0.67225
MUC20	0.291
GPX2	-3.535875
ITK	0.446
FBXL5	2.0685
C13orf27	-1.461
DEFA5	0.569
TRHDE	-0.4305
MTP18	-0.700166666666667
UQCRQ	0.7355
ITGB2	2.04516666666667
CSRP2BP	0.171
TAS2R44	0.846
PHPT1	0.353
FAM44C	-0.41825
ERH	1.0135
MPHOSPH1	-1.82533333333333
MORC1	0.123
PARVB	-0.5545
LAMA1	-1.82645454545455
PGBD3	0.338
GIMAP6	4.52025
AREG	-1.73083333333333
LIPT1	-0.0505
MGC99813	-1.47725
C1orf201	-0.211
GRIN2A	-1.29822222222222
MAN2C1	-1.0935
NSUN5	-1.09725
SF3B5	0.19725
MYC	-2.0955625
NRXN1	-0.546083333333333
ZNF18	0.9385
SPDYA	-1.28985714285714
SLC37A1	0.889
DECR2	-0.35075
ANKRD38	2.995625
SPTLC3	-1.40558333333333
SUPT16H	-0.7875
DTWD2	0.51875
ULBP1	-0.7975
ZADH1	-0.379333333333333
OIP5	-3.38675
IL10RB	0.201333333333333
OTUB2	-1.048375
VWA3A	0.398333333333333
SPIC	1.45833333333333
OR6C4	0.596
PSCD4	2.046
DPY19L2P2	-1.9555
TRAPPC6A	-0.0161666666666667
C21orf2	-0.347333333333333
CEMP1	-0.19375
LIN7B	-0.3725
E2F7	-2.27683333333333
VCP	-0.0758
LAMA3	0.534416666666667
BGN	2.614
GPR160	0.916
COCH	-2.5825
GPR81	1.54316666666667
APOBEC3F	-0.38875
tcag7.1017	-0.76375
C1orf32	0.292
SCGB1D2	6.48675
FLJ43987	-0.2135
C6orf170	-0.015
KLK9	0.179
GPD1L	0.7865
VPS37B	-0.289
ATG3	-0.322166666666667
ADAMTS17	-0.1685
KLHDC2	-0.162
NDUFV2	-0.21775
BLK	0.2735
MATN4	-1.379
GPM6A	0.734714285714286
GBP4	4.19666666666667
TMEM162	0.690833333333333
PKP2	-0.244
HRASLS	-0.354888888888889
MMP1	-0.25175
SFXN3	0.4743
FSD1	-1.7375
ST6GALNAC3	-0.287
CA12	2.0178
NCOA6	0.51025
C19orf58	-0.3951
PPP4R1	-0.035
MAN1A2	1.11383333333333
IKBKAP	-1.535
UPF1	-0.0353333333333333
KIAA1219	-0.39975
WNT16	0.5206
SNW1	-0.123625
IL18RAP	3.40275
RPP30	-0.300375
CDC40	-0.0365714285714285
SETD3	0.0678333333333333
SLAMF6	1.132
ELK4	-0.52
TRIM47	0.575
ACOX3	1.43775
TRIM6	0.86825
KIAA0372	-0.341666666666667
TP53AP1	1.09075
SMURF2	-0.55775
ADAD1	-1.22275
EBP	-1.4112
KRTAP13-2	0.026
FLJ36874	-1.06966666666667
TOR1A	-0.0595
P2RY4	0.9085
GPBP1	0.109
TRPV1	0.0975
ADAMTS12	1.26183333333333
PES1	-0.8315
ATG4A	0.789666666666667
MAGEA10	-4.875
WFS1	1.26475
CC2D1B	-0.696666666666667
PABPN1	0.293
SLC25A30	-0.3845
SLCO1C1	1.47583333333333
SLC22A5	0.49675
KIF23	-2.414
SYN2	-0.00983333333333332
ASPN	9.35916666666667
CENTG2	-0.11425
QSOX2	-1.6105
FLJ10815	-0.0658333333333334
STK24	-0.4014375
SPEG	-0.3182
STK10	0.7575
DACT2	-1.0575
AAAS	-0.86175
SSX3	-1.95275
ABCD3	-0.7049
C4orf12	0.313375
PARVG	1.72316666666667
FIG4	0.5865
C9orf46	0.89075
TMCO6	-0.603
IGHMBP2	-1.62
DUS2L	-0.839166666666667
FAM3C	-0.1874375
TMEM16D	-2.905
DCTN4	0.53775
KCNH3	-0.7255
EIF2AK2	1.127
AP1S3	0.042375
CST4	3.7005
PAM	1.3115
NUTF2	-0.8945
CITED2	-0.1196
SLC39A4	-0.7735
C2orf52	-1.3995
GRM3	-0.21875
C12orf49	-0.0905
CCDC49	-0.5151
GRAMD1B	-0.946375
FNDC4	1.2585
SIAH2	0.33575
GDPD4	-0.616
C21orf87	0.221
ATP5A1	-0.601666666666667
C16orf63	-1.10825
LOC388135	0.818
ATP5J2	-0.577875
MMP3	-0.00275000000000002
EMID2	-0.19
CRHR1	0.3555
WDR70	-0.2415
C13orf31	2.59975
ZFAND1	-0.7835
CCL18	4.188
C3orf49	1.076
RINT1	-1.2795
KIAA0408	-0.547333333333333
F13A1	5.1602
SLC10A1	-0.598666666666667
OGN	4.501
GIPC2	-0.212
XPO6	-0.987666666666667
LCE1A	1.5075
FMR1	0.7919
LOC374920	0.3745
DUSP3	0.47325
ANKMY1	-0.43225
C7orf50	-0.64425
BBS9	0.0825
UNC119B	-0.51
C9orf72	0.23425
MGC35440	-0.79875
ENTPD6	-0.46025
PPP1R2P9	0.52925
ERCC4	-0.324
FAHD2B	-0.769
HMHA1	1.1565
HACL1	-0.4545
RAD23A	-0.576166666666667
FAM83B	-1.29725
PPP5C	-1.56266666666667
RNASEH2C	0.02
C9orf153	-0.041
SCAMP4	0.520375
GHITM	-0.023
NDUFB7	-0.044875
ADCYAP1	1.96933333333333
SP110	2.20066666666667
MAP3K7IP2	0.556
DHH	-0.077
AGRN	0.263285714285714
WDR33	0.274833333333333
CEP290	0.5895
PRPS1L1	-2.00766666666667
KLRA1	-0.682
GPR97	-0.3645
CHD7	-0.702083333333333
TLR10	2.5845
SLC30A8	0.768
HIC1	2.17883333333333
IAPP	1.1085
RXFP4	0.24
GP1BB	1.20525
SHQ1	0.351
NKX2-3	0.7172
API5	-0.58575
FTHP1	0.7995
MOV10L1	0.7062
TRIM6-TRIM34	2.56683333333333
ADHFE1	0.83275
FAM117A	0.2395
DDI1	0.29975
CDON	-0.158
TRIM73	-1.187
IGKC	4.622
MMP14	1.28275
DYNC1LI1	-0.320875
C11orf66	-0.2735
TRBV3-1	-0.16075
FASTKD5	0.01325
BIVM	0.10325
LHX4	0.86375
CXCL2	-0.5086
RAB2B	0.0395
IZUMO1	-1.3875
MAP3K15	-2.326875
FAM19A2	0.243333333333333
ZC3H8	-0.917333333333333
ZMAT1	2.76475
SPINK5L3	-2.825
SLC10A6	1.1785
APPL2	-0.11575
CARD10	-0.195166666666667
LOC402176	-0.3
EEF1D	0.47
RAB6A	0.8465
C12orf5	0.280625
PAPOLG	1.2075
MSRB2	0.74875
BCR	0.242833333333333
PUS3	0.40225
TIAM2	1.89525
ZNF317	-0.121833333333333
CHD2	0.333142857142857
FZD5	-0.846272727272727
NUDT8	-0.96375
ZNF763	0.276
PRC1	-2.26455555555556
ABCB9	-0.225666666666667
SPATA3	0.20975
TRAK2	0.71425
STAB1	3.000125
LRRTM2	-0.447
psiTPTE22	1.31525
DBI	0.02375
SERPINA11	-0.41425
NAT5	-0.17025
C20orf58	-1.2895
RPS6KA4	0.628833333333333
FLJ90650	0.2965
TGFBRAP1	0.0005
CHRDL2	1.282625
FAHD2A	-0.7395
CNTN1	0.9935
BBS4	-0.0933
TMEM181	0.60325
MINPP1	-0.57675
MPHOSPH6	-0.538
HOXC10	-0.5283
ITPKB	0.440375
CLPTM1L	-0.411125
MEOX2	1.38266666666667
ATP6V0C	0.408625
PRPF8	-0.586666666666667
TMC5	4.06575
FKBP3	-0.52575
PLEKHB2	-0.563
OR4D6	0.652
ZNF544	-0.8449
D2HGDH	0.01225
RPL18A	-0.354
HEL308	0.19175
MPP6	-2.63125
TCERG1	-1.61775
KRT16	0.648166666666667
KLF17	-2.14975
KLF5	-1.866875
CDR1	3.094875
VCX3A	-4.8025
FBLN2	2.944375
C14orf104	-0.8625
HBE1	-4.7855
OR4S2	0.3285
C1orf108	-0.468
ROBO4	4.0325
CPEB4	0.70975
C11orf80	-0.943666666666667
BCKDHA	0.282833333333333
MYOC	2.74933333333333
GIF	-0.7715
CKMT1A	-1.9475
RPL3	0.2463
THBS1	2.67875
APOO	-0.56075
ARMCX1	1.54675
HSZFP36	0.439
SNAPC5	-0.089
EIF4ENIF1	0.77425
ZNF433	0.05225
TNFRSF21	-1.008875
TMPRSS7	0.511
SPATA18	0.93
HPDL	-2.824
MKL2	0.8671
TBX3	0.107846153846154
C21orf93	0.591666666666667
DAXX	-0.21725
ELMO1	1.00275
RGS13	3.09066666666667
TAF11	-1.421
UNC13A	-1.451375
LOC653314	-0.3707
ORC3L	-0.37925
IMAA	-3.3925
TARBP2	-0.5695
CABIN1	0.0982
TRIOBP	0.0745625
HIST1H2AC	-0.13675
RGS22	-0.0593333333333333
NCOA1	1.683
IL25	0.7695
SNCG	1.055
GPR6	-0.4135
AMDHD1	-1.71233333333333
CHEK2	-1.361
C6orf142	0.29725
DRD4	0.4515
C14orf68	-1.04825
GDF11	-0.841
SEMG2	0.061
CD247	1.25775
CDAN1	-0.16025
RBMX2	-0.102833333333333
TGS1	-0.967
OIT3	2.0085
SYF2	0.06575
MCM4	-3.10175
PKHD1L1	0.959571428571429
CEP192	-0.554833333333333
IFT88	0.8125
RPL9	0.1265
RAB32	0.885625
DDX43	0.46875
P2RX2	0.486333333333333
OR5D18	-0.5435
UBE1	-0.516083333333333
SLC24A1	0.614625
ARHGAP5	-0.317
CETP	0.65825
KIAA1731	-0.368166666666667
SLC9A4	0.5585
PTPN6	1.14225
BAHD1	0.331
GRIK3	-0.861
CACNB2	-0.6891
PDE10A	1.089
DGCR14	-0.1955
PCDHB9	-0.329666666666667
RHOQ	1.35183333333333
MAP3K4	-0.43225
KTI12	-0.297333333333333
RPL23AP13	-0.90175
GNG11	1.44075
CLCN3	1.1835
GPAM	-0.2295
VSTM2A	0.9635
SLAMF7	3.85933333333333
INTS2	-1.4905
PPP2CA	-0.6058
LRP12	0.689933333333333
SEC14L2	2.59588888888889
DKFZP586H2123	2.4565
MC3R	-0.4725
CIRH1A	-2.2075
HIST1H2AB	0.0825
POLH	-0.835125
MGC16703	-1.72
SNAPC2	0.4535
FILIP1L	2.5635
RASGRP4	0.341
LRRC1	0.91625
GAS1	2.2535
PRAC	-1.6545
DGKA	0.0266666666666667
NT5C3	-0.8965
PEG3	-2.55241666666667
NADK	-1.67375
PRR17	0.7955
LOC374569	-0.0415
SGSH	0.783
NLRP8	1.1555
GALT	-0.0559
MCF2	-1.2795
ZNF263	-0.64625
TACSTD1	-0.138666666666667
TYR	-5.9512
ATP6AP2	0.47225
RNUXA	0.12975
ABHD10	-0.067
GDPD2	-1.4295
SLC35C1	0.36975
UBE2A	0.365625
HERC5	-0.0616666666666667
FAM112B	-3.63116666666667
FBXL16	0.38675
DKFZP434A0131	-0.9005
ELA3A	-3.0785
RBM41	-1.0065
HAO2	1.1005
RNH1	0.179375
SHANK2	0.1005
OSBP2	-1.805875
DAK	-1.20883333333333
C3orf58	0.36175
TCL1B	-0.3915
KBTBD2	-0.154625
SUGT1L1	0.6675
UBE2E2	0.388833333333333
MYL9	3.160125
CDC23	-0.6975
PBXIP1	1.6804
CXorf40B	0.7595
NBL1	2.0435
RTBDN	0.0505
RAB11FIP5	0.796
TTTY13	-2.584
SCOTIN	0.07125
SOHLH1	0.016
CDKN1A	0.244214285714286
NCK1	0.35
ZNF550	0.0735
SAPS3	0.55075
SPIN3	-0.0883333333333333
MAGEE2	0.2455
MIS12	-0.384166666666667
OR8H2	0.5695
KIAA0774	-2.28566666666667
UNC5D	-1.191
CUL7	-0.812166666666667
LIPC	-1.76633333333333
DIO1	-1.0545
C20orf11	-0.6715
CTRL	-0.87375
HS3ST2	2.62225
PAK4	0.3395
CCRL1	5.4545
RNF10	0.635625
ZNF567	0.456
ZNF660	-0.1185
TCEAL3	2.22425
MAGOH	0.120666666666667
CENPB	-0.111666666666667
C19orf7	0.998
LOC388965	0.52525
ZCCHC13	0.4845
JMJD1A	-1.0038
HIST1H4H	-0.209
TBRG1	-0.2995
GPC3	-3.946125
TAF1C	-0.777875
EBNA1BP2	-1.09516666666667
CIAPIN1	-1.0055
PDGFRA	1.10455555555556
CSTB	0.058
CENPI	-2.89083333333333
GTF2E2	-0.304333333333333
RPP21	-0.231
CCNF	-2.332
KCNQ3	0.4935
FAM79A	1.18
SLC22A12	0.7715
NOVA1	0.368166666666667
FZD3	-0.1597
AKAP8	-0.417
SOCS5	0.907625
CFDP1	-1.2055
DLG5	0.42475
PGM5	1.093
C1orf144	0.25725
HDAC10	-1.5215
RND2	-1.27
C20orf199	-0.58
RNMT	-0.851375
SLURP1	0.611375
ASTN1	0.057375
SH3BGR	1.04625
MYCL1	-0.95225
ZHX1	0.379
CENPK	-3.33525
FOSB	3.2716
LOC643406	0.482
C2orf59	-0.23075
TMEM135	-0.46075
SLC27A2	-3.189
KRT33A	0.5735
OVOL1	-0.5995
PAMCI	-1.07366666666667
S100A7	-1.3905
ZNF789	-1.024
HARS2	0.06125
RPL23A	-0.7825
TCF23	-0.0405
UPF3B	-1.093375
C17orf78	-2.182
HLA-DOB	1.89716666666667
C14orf142	-0.165166666666667
TEKT5	1.42683333333333
DMWD	0.32
POLD1	-1.552
GSCL	0.445
CALD1	1.3909
SCRT1	0.382
AIG1	0.646
UNC84B	-0.70925
ZNF404	-0.19925
TMED6	-3.14525
KIAA1462	0.858
LRRC27	1.21133333333333
PYGO1	0.00600000000000001
PIGU	-0.949333333333333
ALAS2	-3.55833333333333
WRNIP1	-0.302625
CNNM3	-0.4325
ZNF2	0.5105
ST3GAL5	0.512583333333333
MRPL23	-0.54925
TSSK6	-0.251
PSMA6	-0.6585
C16orf70	0.03625
KIAA1602	0.424
ALMS1	0.258833333333333
DCN	4.25575
TMEM132D	-1.007
SUCLG2	-0.16925
ABHD14A	0.582
DEXI	0.561333333333333
AMPD2	-1.30966666666667
IFNAR2	0.254666666666667
CYB5A	1.664
TLOC1	0.49295
NXF5	-0.592666666666667
NRBF2	0.43975
KCTD3	0.63375
ITGAE	-0.699166666666667
SLC30A3	-2.06366666666667
ZRF1	-0.754
IFRD2	-0.798
XAB1	-0.34075
PYCR2	-0.491833333333333
SERPINB3	-4.463
TMLHE	0.0659
GEFT	0.267625
ABCA5	-0.516625
EMR4	-0.453833333333333
TSFM	-0.505
HIST3H2BB	-1.40375
ARHGEF19	-0.056
TSPAN17	-0.394166666666667
ABCC8	2.934
MAP1S	0.191666666666667
C22orf36	0.73775
BNC2	1.54085714285714
HIST1H4A	-0.71125
NDUFS3	-0.133166666666667
WDR3	-1.00483333333333
XKR4	-0.167
TTC33	-0.374
STMN2	4.54675
CPN2	-0.437333333333333
HSPC105	-0.161875
PCOLCE2	-1.3675
C3orf55	2.0785
KLHDC9	1.40366666666667
TBC1D23	0.229625
ATXN2L	-1.25441666666667
MAP2K3	-0.14325
SCAP	-0.5745
ZNF486	0.351
C20orf96	0.2275
NARS	-0.54275
ADAMTSL1	-0.089
PRCC	0.4235
CCDC126	1.83983333333333
ZNF675	-0.726
CALCOCO1	0.67175
ANKRD43	4.3495
CWF19L2	0.444166666666667
ZBTB32	2.41216666666667
BRAF	-0.6895
ODF4	0.39475
MGC14376	1.31833333333333
HORMAD1	-1.36283333333333
AAK1	0.235583333333333
PEBP1	0.563916666666667
TNFSF5IP1	-0.0445
DKFZp564N2472	-0.3395
RMND1	-0.675625
IGKV1-5	4.5085
COL1A2	4.24108333333333
SERPINA5	-3.048125
AANAT	0.747
C19orf21	0.330333333333333
GEMIN5	-0.606
UBR4	-0.615666666666667
LTBP3	1.19866666666667
AMHR2	-2.15966666666667
PROCR	0.604
MYBBP1A	-1.2985
C20orf39	3.465
ZNF697	0.565125
PASK	-0.5428
ZNF776	1.02366666666667
RFXDC2	0.059625
KIAA0467	0.14525
C10orf96	-0.836333333333333
ZNF503	0.968
GULP1	-0.0915
KCNE4	3.38133333333333
DKFZp434K191	-0.384375
LOC196913	0.5735
BHLHB4	1.35
CH25H	3.91
LOC81691	-1.93316666666667
ALPL	0.176357142857143
COL12A1	4.41625
FOLR3	-2.86016666666667
GPR123	-0.1115
TRIM62	-0.0137142857142857
ABLIM1	0.5155
MAST3	-0.87175
RHBDD1	0.0648333333333334
LOC338809	-1.929
RYBP	1.1465
TTC26	-0.748125
ZNF22	0.0765
ISCA2	-0.3185
RDM1	-2.043
PIGM	0.1695
GNB3	-1.587
ACTR2	0.9619
HMGB1	0.3517
EDG1	4.61633333333333
SOAT2	-3.2555
OR10AD1	-0.6245
RAP1GDS1	0.482583333333333
LCE1F	0.579
ESM1	-0.11225
RCN3	2.88325
CREBL1	-0.62725
DBNL	-0.655166666666667
PTGER3	2.530375
USP30	-0.364833333333333
BCL2L12	-0.526333333333333
KIF26B	3.179
ZNF416	0.61175
ZNF225	-0.103
C17orf70	0.19325
ZNF554	0.20025
RAE1	-1.312
TNIK	0.6285
ACTN3	0.891
MGC45922	0.7705
CCNA1	0.054
RYK	0.494666666666667
IL26	0.001
LRP3	0.9335
QARS	-0.822
SOX7	1.94371428571429
BID	-0.173125
OR2S2	1.5545
CXCL14	4.73775
C11orf47	-1.147
MGC29891	0.5045
HSPB8	1.186
PRDM14	-2.5705
NUFIP2	0.839
MNAT1	-0.78125
ZDHHC2	-0.0840833333333333
MBNL2	0.848375
ADD3	0.85825
CSNK2A1P	-1.29875
KLK6	-1.55933333333333
TMEM111	-0.1297
KIAA1279	0.52475
NUBP2	-0.758
RAB42	0.25825
ID3	0.6394
TM9SF1	-0.1605
MDP-1	0.147
POU4F2	0.150333333333333
IQCK	0.56025
C16orf14	-1.534
CAPN3	-1.730625
FAM43B	0.645
RECQL	-0.2045
AP1G1	-0.102928571428571
CTNNBL1	-0.794833333333333
ECHDC1	-0.358833333333333
SMARCC1	-0.2967
FOXQ1	-0.5575
GNAI3	-0.066
POLG2	-2.08575
CD4	1.385375
ITLN1	0.28725
EBI2	5.68475
IRF1	1.11975
PTPRE	2.5705
PTK2B	-0.33275
NXNL2	-1.8955
SOX4	0.756222222222222
TSPAN3	0.545333333333333
SH2D1A	0.2235
C8orf58	0.0488333333333333
USP20	-0.7885
DUSP22	0.118583333333333
CALB1	-2.4565
L3MBTL2	1.07275
MCRS1	-0.77175
TMEM118	-1.22533333333333
C18orf8	0.743
FLJ10241	-0.468875
GJA12	1.776
PKD1	-0.705166666666667
ZFP3	0.5375
JAM3	0.6875
LAPTM4A	1.5828
DIRC2	0.34025
KIAA2022	0.857166666666667
MYOM1	1.15516666666667
TRPM8	-2.426
MOP-1	1.67975
PHKG2	-0.477125
ZNF650	0.293375
KIAA1522	0.413
PSG8	-1.41116666666667
DDX19B	-0.5435
MOBKL1B	-0.16125
DIAPH2	0.685416666666667
PTPN12	0.17425
CLN8	-0.7478
CRYZL1	-0.413166666666667
CRY2	0.71925
FCGR2B	4.3515
PNPLA4	1.10375
ZNF454	0.472
DKFZp434B1231	0.15975
CLDN11	0.3513
RFWD2	0.610333333333333
CIB2	0.569333333333333
MXRA8	4.033875
HRK	-0.05125
MAML2	0.333
C4orf31	0.801
C6orf192	0.272
COG6	1.348375
FAM5B	-0.41925
NFATC1	1.3549
SEPT10	0.3545
SCYL1	-0.2985
RPP40	-1.28925
SCOC	-0.2307
KIAA1450	0.70825
CTDSPL2	-0.26025
TBX5	4.02066666666667
NAPG	0.19475
RHD	-4.19125
C14orf45	2.34883333333333
ZBTB22	0.8025
PLCG1	-0.6255
ANKRD10	-0.7285
AQP7P2	1.785
TAGLN2	0.387666666666667
HTR2C	-1.213
SLC16A7	0.752
C17orf83	-0.48125
TSGA14	-0.64775
MDH1	-0.1235
PPP3R2	0.396
DCBLD2	-1.34878571428571
RBM33	-0.253625
DPH3	-0.8025
SYT10	-1.3516
FMO4	2.169125
THYN1	-0.83075
DRD5	-1.6985
OTOR	-0.077875
PGRMC2	-0.1133
KATNAL1	0.412625
PAQR6	-3.12325
UBE2I	-0.77
C14orf28	0.287
C8orf70	1.1915
FLYWCH1	-0.80725
ANGPTL3	-1.95475
GLRX2	-0.123333333333333
ATP11A	-0.8335
ARL5B	0.140625
MUC16	-1.51875
SLC25A5	-1.23471428571429
ACRC	-0.818
MYO1C	-0.326375
FAM89B	1.091
FAS	1.771
KIFAP3	1.45275
GLRA2	0.32
BTN3A2	0.5066
CNKSR3	-0.76375
CSTF3	-0.609333333333333
ARPM1	1.274
KIAA1530	-1.2415
C9orf150	2.1505
PRKCI	-0.000750000000000001
tcag7.1015	-0.874
SOD3	1.3005
ZNF574	0.047
CYP21A2	1.304
RPL12	0.00600000000000001
COMMD2	-0.74175
WIZ	0.05525
LOC344405	-1.14975
ALDH4A1	-0.945470588235294
CRYAB	3.3945
COPA	0.199266666666667
PCDHGA7	0.7815
KIF11	-1.73783333333333
RASD2	0.29675
SLC26A3	1.724
ZNF175	-0.6285
JAKMIP2	-1.103375
C8orf4	4.50666666666667
PTHLH	1.911
SLC40A1	3.4425
OR7D4	0.310166666666667
PCDHB17	-1.6285
CD36	4.75878571428571
C6orf203	0.4829
PRKG2	-1.25
LOC400566	0.7325
ANAPC13	0.13675
SLCO3A1	-0.276
ZNF692	-2.1885
FANCL	-1.033
SH3GLB1	0.84675
C12orf61	0.1105
KBTBD6	0.36
SUPT5H	0.286875
XRCC6	-0.5497
HUS1B	-0.1765
FAM133B	-0.00364285714285716
LOC728276	1.345
KCTD18	0.154
SOS2	0.971166666666667
CCDC99	-2.0845
