Hybridization REF	TCGA-B6-A0X7-01A-11R-A10J-07
DCBLD2	-1.84907142857143
RBM33	-1.19575
DPH3	-2.0945
SYT10	-0.651166666666667
FMO4	1.59875
THYN1	-0.9685
DRD5	-1.303
OTOR	0.416
PGRMC2	0.4651
KATNAL1	-0.372875
PAQR6	-1.18425
UBE2I	-0.804
C14orf28	0.1095
C8orf70	2.349
FLYWCH1	-0.496125
ANGPTL3	-0.31325
GLRX2	-0.922833333333333
ATP11A	-0.930714285714286
ARL5B	-1.03575
MUC16	-2.28125
SLC25A5	-1.23235714285714
ACRC	-0.03475
MYO1C	0.2035
FAM89B	0.895833333333333
FAS	0.417375
KIFAP3	1.17775
GLRA2	-0.0415
BTN3A2	0.1341
CNKSR3	-0.639
CSTF3	-0.7625
ARPM1	0.439
KIAA1530	-0.7375
C9orf150	2.72233333333333
PRKCI	0.34325
tcag7.1015	-1.24125
SOD3	0.314
ZNF574	0.28325
CYP21A2	1.1495
RPL12	0.70125
COMMD2	-0.75575
WIZ	0.699
LOC344405	-0.77525
ALDH4A1	-0.767235294117647
CRYAB	2.18525
COPA	0.0896333333333333
PCDHGA7	0.466
KIF11	-1.78025
RASD2	-0.153375
SLC26A3	2.523
ZNF175	-0.319
JAKMIP2	-1.933125
C8orf4	2.717
PTHLH	-0.342
SLC40A1	4.41625
OR7D4	0.115
PCDHB17	-0.0205
CD36	3.94921428571429
C6orf203	0.4827
PRKG2	0.475
LOC400566	-0.0235
ANAPC13	0.43675
SLCO3A1	-0.613
ZNF692	-1.076
FANCL	-0.806
SH3GLB1	-0.34775
C12orf61	-0.4475
KBTBD6	0.882
SUPT5H	0.234375
XRCC6	-0.4011
HUS1B	-0.7446
FAM133B	0.234642857142857
LOC728276	0.172
KCTD18	0.82875
SOS2	1.11683333333333
CCDC99	-1.843
C1QTNF5	3.43
NNAT	1.396
USP16	0.08575
LARS	-0.53875
ZBTB2	1.036
ABO	0.0366666666666667
TRAF3	-0.42475
GALNT5	-1.609
NAP5	2.046
ALG14	0.486166666666667
KIAA0515	0.277153846153846
WDR75	-0.522166666666667
TEX261	-0.158916666666667
LY86	0.3105
LOC389072	0.0785
FLJ13611	0.066
MRGPRX2	-0.035
SNRPA	-1.00075
OR2G2	-0.1815
GPRASP2	0.831
C7orf42	0.588
C9orf163	-0.7075
CYP11B2	0.221
FCRL3	0.279333333333333
PRDX1	-0.294
FGB	-5.467
COX17	-0.0321666666666667
C16orf33	-0.4535
PIWIL1	-0.0345
FOLR1	-2.151
KIAA0082	-0.1805
FREQ	-0.882666666666667
TMCC2	-1.41666666666667
TCF12	0.233666666666667
ZNF721	0.59425
FAM130A2	0.266
POU4F1	-1.496
SNRPF	-1.10825
SGIP1	0.740166666666667
ZNF641	0.793
EMG1	-0.593625
PRRG4	1.4955
HIRA	-2.606
MYNN	0.266
AEBP2	-0.27475
TBXA2R	0.223
ISL2	-0.960333333333333
PCDHB11	-0.466
RNF144A	-0.130625
MARCH5	0.5415
DULLARD	-0.4465
DCLRE1B	-0.6125
ITGA8	0.84025
TP73	-0.238
PRKCD	1.35175
NDUFB4	0.099
ATP13A4	0.5905
ANTXR2	-0.371333333333333
COL4A3	-0.264
MYO10	-1.3443
SLC6A18	0.11525
PEX1	0.031
TMEM74	-0.433333333333333
RBM19	-0.0805
TAPBP	0.3693
RUNX1	0.861125
MID1	-1.00225
GPR64	-1.23816666666667
RASEF	3.1255
GABRG1	0.22025
MYO16	-0.34025
DBF4	-2.0985
TSHZ2	2.85
RIPK2	-0.438
PPTC7	0.0806666666666667
KIF4B	-1.5255
LRRC31	0.39025
ZNF540	1.98825
EFNB3	-0.0075
LOH12CR1	-0.148875
STON2	-0.0156666666666667
GLP1R	-0.06325
CSTF2T	0.62075
IREB2	-1.130625
GRSF1	-0.25175
PDCD7	-0.357333333333333
LRRC43	0.541
CNR1	0.193166666666667
IL1F7	0.01
C12orf64	0.088
FAM69B	-0.8345
NR2E1	-1.37433333333333
MS4A6A	1.3406
FTL	-0.6965
C7orf36	0.3815
PCLO	1.0033
DYRK2	0.530416666666667
ARIH2	0.38725
SAMD7	-0.1035
SCNN1D	-0.3775
SLC32A1	-0.758875
C22orf25	-0.327666666666667
MRPS18A	-0.511
GPR112	0.8865
EARS2	-0.366
ERN2	0.4185
ATPBD3	-0.00866666666666667
PRH2	0.272
CDKN2D	-0.631333333333333
PGLYRP2	1.8835
TRIM40	0.05875
SEC14L3	0.135
SLC22A1	-0.04875
BTN2A3	0.0055
RASA4	0.29975
CCNL2	-0.776666666666667
MYBPC3	0.108
GJA4	3.11025
CDC42SE1	1.26725
TRPV2	-1.687
MYPN	-2.6398
SIM1	0.537
CDADC1	0.333583333333333
ZFHX4	2.58
NIBP	1.5525
ADAMTS19	0.42775
ABTB2	-2.212
TSPYL2	-0.40375
EIF2S3	-0.869
SOX30	-0.3285
AP2A1	-0.8185
DKFZP564O0523	-0.0183333333333333
LOC285398	-0.05725
CDH18	-4.184
CHL1	0.91125
GATS	-0.2188
TBC1D2B	0.625833333333333
OR1J1	-0.1565
GSN	1.48816666666667
DPCR1	0.090875
GARNL4	-0.372833333333333
SMARCA5	-0.46775
PLEKHG3	1.06083333333333
ZBTB45	0.644
FRMD6	0.276833333333333
PLS1	-1.344
DGKZ	0.23
EFNA1	1.5765
WDR85	-0.50225
ANK2	0.07775
PAGE4	-0.322666666666667
SENP6	0.851
AKR7A2	0.221666666666667
FKBP10	-2.049
VEGFC	-0.91
LARP1	-0.5645625
SRBD1	-0.00175
ITGB6	1.40425
SLC1A2	-0.456714285714286
INVS	-1.0485
MPO	0.059
MOBKL3	-0.2852
CUTL2	-0.827
KLK2	-0.0465833333333334
VIM	-0.21375
REG1B	0.209833333333333
PCDHGC4	0.01875
C3orf34	-0.353833333333333
SUMO3	0.0343333333333333
CST9L	5.86325
MLL4	-0.76275
SPR	0.855666666666667
SAMD9L	1.1955
ABCE1	-0.1705
SUPT3H	-0.88
ACTBL1	1.57725
ADAMTS4	0.44
SLIT3	3.34425
RHEBL1	-1.23175
NPM2	-1.845
MAN1C1	0.218
KIAA1856	1.09575
HSPA6	0.55175
LOC388152	0.0425
C10orf140	1.706
ZDHHC12	-0.363
LIN7A	0.1874
PHC2	0.277916666666667
SPHK1	-1.0805
TRIM26	0.1075625
FAM83E	-0.462
C18orf24	-1.681
ZNF578	0.296
ORAI1	-0.91875
RUVBL1	-0.757083333333333
C7orf20	-1.2565
APAF1	-1.4145
SLC36A4	-2.056
MYH11	4.72733333333333
NEK1	0.9977
MPP2	0.273
C12orf24	-2.67
TNK2	0.660125
ZNF289	-0.29825
MATN3	0.399
IFNGR2	1.20266666666667
ITPR1	1.847875
EBF3	3.0123
TBC1D20	-0.0803
OR10P1	0.26175
DDAH2	1.678
SHPRH	0.555625
STX7	-0.403
LOC554248	-0.72925
BCAR1	-0.597
ATXN3	-0.188333333333333
TRIM27	-0.83025
CDC42EP2	0.4285
CHP	-0.108071428571429
SOX17	2.391125
ZNF259	-1.74366666666667
CHCHD1	0.080625
ZDHHC19	0.07
GBP2	2.035
GARNL3	1.68875
MRC2	0.3965
C1orf52	-1.235
AOF2	-0.7025
LRPPRC	-0.2651
ACVR1C	1.5515
TM4SF18	2.47483333333333
TMEM169	-0.134166666666667
PPP1R16A	0.075375
EBF1	1.88033333333333
RRS1	0.4185
SNX2	-0.09125
OR2T2	-0.0515
RBX1	-0.041
ANKRD54	0.2595
TSNAX	0.656833333333333
TMEM83	-1.21175
ZBTB7A	1.45575
ATM	-1.67216666666667
LOC338328	2.53766666666667
TIE1	1.0215
HIST1H3G	-0.542333333333333
PASD1	-3.91583333333333
TINAG	0.275
PCDHAC2	0.2695
LRRC15	1.561
WBSCR17	-1.175
TFF2	-0.5305
PARP2	-0.949
NDFIP2	-0.677625
PCDHGB2	-0.31
WDR60	0.3
MAP7D2	-1.3523
USP45	-1.18
GSDML	-0.05425
TNS1	-0.0722
PLCD4	1.283
IQCD	0.3245
SMPX	-1.43975
CD9	1.10433333333333
SRGN	0.19425
CASP7	0.91225
INOC1	0.176333333333333
DKFZp451M2119	-1.1685
VMAC	1.318
USP53	0.5669
CAMK1G	-0.577
TMEM106A	0.302833333333333
CDC20	-2.5669
ACSL5	-0.108833333333333
CBWD5	0.380375
C1orf87	-0.393833333333333
KIAA1274	0.028
PRUNE2	-1.22614285714286
LYPLA2	-0.613833333333333
DOK6	-0.693
GPR149	-0.06475
FAM30A	1.639
TMEM129	0.5975
SLC35B3	0.2315
ACPP	-0.2026
LOC200261	-0.7665
SLC4A7	-0.2141
CCDC40	1.46
GART	-1.60975
THOP1	-1.619
SCARB1	-1.139
CACNA1F	-0.008
TRIAP1	-0.301833333333333
SYT14L	0.1735
SFRS8	0.4405
PBOV1	0.18225
GOLSYN	2.54625
GJB7	-1.3125
CAMK2N1	1.58866666666667
GREM1	2.45166666666667
FLJ20433	0.69475
QPCT	-2.90925
PRKAG2	0.744
H2AFX	-2.25425
C6orf154	-0.443
PLOD3	-1.12
ZBTB39	-0.402
WASF3	0.184166666666667
DRG1	-0.73325
PRR4	0.619
SPCS1	-0.1995
KDELR3	0.180666666666667
SRP19	-0.161333333333333
GABRA6	-0.024
MFSD1	0.3715
MMEL1	2.2835
PDXDC2	-0.4009
BUB1	-4.30055555555556
RNF138	-1.40425
MYLPF	-0.864833333333333
AIF1	-0.217666666666667
DYNLRB1	0.1695
HCN3	-1.18116666666667
HIST1H2AI	-0.8275
MAP4K5	0.522833333333333
LASP1	0.524875
LOC130951	0.1695
PLAA	0.52675
KRT6A	-1.5395
C6orf117	-1.7155
ARHGAP23	-0.622
PTF1A	-0.4265
GPHA2	-0.3135
LCE3B	-0.00349999999999999
MCL1	0.0131428571428572
EHBP1	-0.470083333333333
PRNP	-0.8780625
ZSCAN1	0.022
C1orf113	0.7475
FOXA3	-3.191625
NEB	0.14175
ASGR1	-4.81483333333333
CTGF	0.881
RAB17	0.746833333333333
MST101	-0.14025
JARID1B	1.5726
USP37	0.4686
PTBP1	-0.8135
PTPN7	-1.0575
CDC7	-3.28483333333333
SNX7	-0.2495
ZNF335	-0.0355
CPT2	-0.4465
HEATR1	-0.013125
HSPC152	-0.10025
C5orf40	0.031
PSME1	0.0955
STAG3	-1.83875
TMEM154	0.771333333333333
KLHL32	-0.0906666666666667
TSGA10IP	-0.467
SUV420H2	-1.1015
SF1	0.2439
2'-PDE	-0.1600625
PNLIPRP2	-0.587
TRSPAP1	-0.312666666666667
NUP210	-0.625833333333333
ANP32C	-1.95
RAB11B	0.12
ASB15	0.261
ITGB3BP	-1.92975
UBASH3A	-1.6915
YWHAB	0.075
TPRX1	-0.423
LY6G5C	-0.16225
SLC7A2	-2.2165
CLK1	0.0578
HSD3B7	-0.368833333333333
VDR	2.59775
C16orf74	0.69925
ACE	-0.0865
PSMA2	-0.341
CCDC131	-0.29925
ZNF213	0.547666666666667
EML2	-0.11125
ALS2CR13	0.409166666666667
GLYATL1	2.77525
DSPP	0.0695
DHFRL1	-0.755625
C10orf30	1.42566666666667
SH3RF2	0.315166666666667
LOC197322	-0.674166666666667
DLL3	-1.5015
TIGD7	-0.29
GFRA3	-0.017
CPA1	0.0651666666666667
RTN4	0.123833333333333
PPT2	-1.78083333333333
FASLG	0.92575
FOXP4	0.24425
RPL26	-0.1779
GNL3L	-1.55366666666667
FMR1NB	0.192
CD163	5.009
SGPP2	0.1605
GIMAP2	0.71
CD37	0.217833333333333
DPT	4.85108333333333
NBLA00301	1.37575
RGS5	2.97533333333333
C9orf4	-0.023
ACTL8	-3.28966666666667
PRKAR2B	1.13025
OPLAH	1.09233333333333
C20orf134	1.52425
SPACA5	0.07175
TBL1X	0.114166666666667
TSPYL3	0.298
CHCHD3	-0.90925
CRKRS	-0.397833333333333
GPR65	2.78625
DFFA	-0.323625
FUT1	0.80975
C6orf204	-0.352833333333333
TMEM51	-0.6645
ZNF580	0.18925
CMTM2	0.313
C20orf200	-0.3575
EZH1	0.695666666666667
FDX1L	-0.552
MRPL32	-0.6495
PCAF	-1.0782
ALOX15B	0.507666666666667
CD59	0.575166666666667
CDK9	-0.205
ERP29	0.0808333333333333
TTR	-5.34025
BCMO1	-0.1465
DDIT4	-1.0805
PTGDS	2.97825
C3orf63	0.307166666666667
BST2	0.15725
CYP1A2	-0.0871666666666667
C5orf25	-1.177
STX1A	-0.797058823529412
OR2A12	0.123
SH3BP5L	0.813
SERINC5	-0.245
USP6	-0.6896
MRPL3	-0.5275
POMP	-0.33725
INPP4B	1.44625
GMPPB	-0.50025
EAPP	0.58025
AHSA1	-1.20325
ABCA11	0.332
SLC5A6	-0.18475
HIVEP2	0.69325
SUMO2	-0.101
KIAA1822L	-1.26666666666667
C11orf67	0.56225
TXK	-0.233375
PHCA	-1.0999375
ICAM4	-2.26466666666667
FPGS	-0.182333333333333
SNRPA1	-1.66825
KCNJ4	-0.5465
KIF6	0.1408
HIST1H2BG	-2.00566666666667
SLC5A5	0.077
ZNF354B	-0.163166666666667
IL12RB2	-0.10325
C11orf76	0.426166666666667
GAL3ST2	-0.0995
AIFM2	-0.4585
SYNC1	-0.058125
UBL3	0.682875
PIK3CG	-1.52933333333333
NLN	-0.9464
BCORL1	1.092
CD5L	-0.083
ZNF238	2.03433333333333
KIAA1394	-0.80625
C16orf55	-0.4385
CYP3A7	-1.717
KRTAP3-1	-2.162
TFDP1	-0.797
MND1	-3.65325
NODAL	0.0161666666666667
GTPBP4	-1.1445
TUBGCP2	0.62725
SLITRK5	-2.12275
CIC	0.55025
CD79A	0.2485
SAMD14	-0.0653333333333333
TNPO3	-0.9085
OR10G3	0.02
OR10G8	0.116
CCDC111	-0.0565
HOXC9	0.99225
DCUN1D1	0.12425
CYB5R1	2.44425
TSR2	0.37075
DAB2IP	0.4528
SLC6A5	-0.415
RAB3D	0.8245
DCUN1D4	-0.193166666666667
ERBB3	1.65433333333333
SDC1	0.797333333333333
ATP6V1H	0.529
SYK	1.7905
ST20	-0.92625
C13orf30	0.1255
WDR40A	0.212
ADMR	0.0815
LOC388335	1.71725
ACSM1	1.1945
TDG	-0.15625
FLJ11235	0.59425
MRPS5	-0.774333333333333
AGPAT2	-0.309333333333333
SLC12A1	0.09975
CYP27A1	-0.0725
THAP7	-0.94575
XPO1	-0.678583333333333
ALMS1L	1.11916666666667
C1orf2	-0.3395
ZNF777	0.0751666666666667
CAMK2A	-0.037
SMC1B	-0.065625
IHPK2	0.2802
LEMD1	-2.56
NKD2	0.4165
CLU	0.390285714285714
ARMETL1	-0.332
PABPC4	-1.046
CXCL12	2.23166666666667
TFAP2C	-0.3873
TTTY8	0.1175
ABCB10	-0.959
ENDOD1	-0.213166666666667
IDI1	-2.029
KCTD6	1.86716666666667
CCDC105	-0.0885
ULBP2	-1.54616666666667
ZDHHC5	0.7405
WNT8A	-0.0055
COMMD10	-0.10625
KLHL12	0.56125
GPR50	-0.1355
NR5A2	0.056375
OXGR1	1.28733333333333
EHD3	-0.0935
CAPRIN2	-0.6085
KLRC3	-4.18
SF3B1	0.0778571428571429
IPO7	-0.1155
ALDH1A1	0.0236666666666667
ANKRD5	0.471625
TSNARE1	0.4075
DDEFL1	0.77325
RNASEL	1.09533333333333
DNAH9	-0.23325
HELLS	-2.3695
TNS4	0.304
NAV1	0.2489
KIAA1409	-0.1765
C20orf26	3.14083333333333
TUBG1	-1.40225
IRX2	2.9005
CNGA4	-0.109
MGC50559	0.890333333333333
OR4K17	0.273166666666667
TM2D2	0.7705
FAM32A	-0.07075
TXNDC14	-0.234
CCBL1	-1.0835
ANK1	-2.4281
PRSS23	-1.795625
PPM1L	0.306
SPATA20	-0.306
APCS	0.094
C14orf122	-1.23466666666667
PSMB5	-0.33675
C6orf10	0.0951
SETDB2	0.913833333333333
SPNS3	-1.2285
SGMS2	0.719333333333333
MXD3	-1.3515
MON2	0.2967
CARTPT	0.224
HNF4A	-0.979
RABEP1	0.9471
TNFRSF10B	-2.0565
USH1G	-0.184
PPAP2B	-1.08233333333333
TMEM16K	0.017
CTDSP1	1.409
CDK5R1	-0.341166666666667
GABRR1	0.1315
OPN1LW	0.0795
FAM98C	0.829625
DBN1	-0.168125
ACAD10	-0.176583333333333
QTRTD1	-0.3605
WNK3	-0.361166666666667
RPS19	-0.00812500000000001
C1QB	2.062375
OTUD5	-0.213
SLC41A2	0.299
TMEM22	-1.67266666666667
KHSRP	-0.540166666666667
TNFRSF11A	-0.286333333333333
FBL	-0.464166666666667
IBTK	0.500833333333333
OXER1	-0.1005
CBLN4	1.4345
GPR172B	0.542833333333333
CFTR	-0.26425
VSX1	1.157
CAMK1D	0.21875
LOXL3	-2.92
RTP4	1.82325
SLFNL1	0.20125
KIAA0828	-0.6255
PAR5	0.268
LOC723972	-1.89625
GDI2	0.0875
CEBPA	0.7616
MLF2	-0.343333333333333
AFMID	-0.33425
ALOX12B	-0.06075
BPHL	-0.26
COX5B	-0.234
S100A10	-0.1335
THOC6	-0.18275
NHN1	-0.20275
RRP12	-0.486666666666667
ARID3B	-2.099
CD3G	-2.4375
KIAA0133	-0.131
NAT11	-0.850333333333333
PPAT	-1.3225
SIRT3	0.0222
TCERG1L	-1.01775
NIPA1	-0.8815
DPP8	0.1967
IL7R	-1.34566666666667
ZFP64	-0.199166666666667
DMAP1	0.0503
TRMT12	1.14175
TLR4	0.9742
WFIKKN2	0.079
RAB12	-0.461
DDX51	0.1905
KIAA1086	-1.9525
ZNF295	-0.5965
ACVR2B	-0.462
LOC494150	-0.961
ZNF517	-0.1765
DNASE1L2	-1.41716666666667
SUFU	0.55775
LOC283677	-0.0325
LMO3	0.545166666666667
PPP2R5D	-0.327833333333333
ZNF587	-0.2161
HIST4H4	-0.124
CYP2C8	0.1925
C1orf80	0.407833333333333
DOCK5	-1.51283333333333
C9orf24	-0.0205
OR5AR1	-0.1665
C11orf24	-0.4545
UNQ1940	-0.48
CAP2	2.01583333333333
TIMM44	-1.12275
DSEL	-0.2061
ROM1	0.0495
FBXO4	0.051
MYLC2PL	-1.18775
MLH3	0.858
NOX1	0.180333333333333
DPEP2	0.90225
DNAJB5	-0.00325000000000001
RLTPR	-0.2825
MBIP	-0.7475
COPB1	-0.173666666666667
SFTPA1B	-0.3525
C10orf4	0.6792
PRELID1	-0.57325
NOLA1	-0.373
C19orf24	-0.00675
TLR9	-1.468
HLA-DMA	2.628
HCRP1	1.6545
GPR137	-0.3425
ITGA11	-0.273333333333333
PHF13	0.766166666666667
MARK4	0.411833333333333
METTL4	-1.1315
MBD3	-0.354
LOC134145	-0.14025
FGF3	0.70875
SLC35A3	0.111875
CLEC16A	0.0385
AMOTL1	-1.1005
FLJ31438	0.21
PAICS	-1.496875
TOMM40L	0.0728333333333333
MMD	-1.00875
KLK10	3.2317
NIT2	0.025
SERPINB10	0.10275
KLF15	-0.2915
CCDC5	-0.65775
WSB2	-0.032375
ME3	1.006375
CACYBP	-0.7305
TCTN2	0.745
JAK1	0.45225
C2orf25	-0.4785
GPD2	0.60975
FBXL11	0.241166666666667
CDV3	0.941083333333334
GALNT11	1.085
NDUFA12L	-0.8671
FLOT1	-0.205357142857143
TOR1AIP2	-0.08025
MMP25	-0.401
C1orf164	0.068
CHST5	-0.174
LYRM4	-0.0574
GPER	-1.1295
HIPK2	1.27666666666667
DAP	0.0303
ZMIZ1	0.832666666666667
DDX58	1.435
DCC1	-2.094
AKT1	-0.580375
ENPP6	0.474
ERVWE1	-0.277166666666667
CDC34	-0.865
RNF125	-1.4295
CASC1	2.25075
SHROOM2	0.03325
RRM2B	0.448
COL6A3	2.328125
TMEFF1	-2.677
PLEKHA4	0.9091
LYSMD1	0.9795
SEPT1	-0.935666666666667
AOF1	-0.42975
GNPAT	0.52175
WDR18	0.145
HSD17B12	-0.5905
HIST1H2BM	-1.22583333333333
INDOL1	-0.0115
SUDS3	0.56
C1orf192	-0.06
CYP2B6	-0.23825
TBC1D2	1.12816666666667
SLC25A12	0.342625
ERCC6L	-2.794
MGC10814	-0.155333333333333
POLR2C	-1.20333333333333
ZNF77	0.2005
EIF3K	-0.067
HPX	1.68425
ANKRD27	-0.163125
MALAT1	1.4088125
PLB1	0.478333333333333
HRNBP3	-0.431875
CPSF4	-0.7195
OR52N2	0.052
PIP5KL1	-0.44125
GH1	-0.0765
HPS5	-0.6325
SLFN5	1.188
POP5	-0.356
OVOS2	-3.105
C20orf108	-0.298125
MARS	-1.2605
CLRN3	0.641333333333333
ARSE	-0.940166666666667
PPIE	-0.0636666666666667
PHACS	0.475833333333333
GP5	-0.175
IL8RB	0.441333333333333
FCRLA	-0.985625
ARRDC1	0.2204
KRTAP9-4	0.20625
ZNF613	1.878
OR11A1	0.031
TMEM132B	-1.357875
PGLS	0.31525
BSND	-1.748
KCNK18	0.028
FOXD4	0.50225
SV2C	0.764
LCN2	-0.140333333333333
ZNF490	0.6852
C3orf15	1.1713
CACNA2D4	-1.18
CBX5	-0.90825
MAGEB4	0.23125
BOLA1	0.9295
PPP2R5E	0.2435
COL5A1	2.102
ASB7	-0.194
SFT2D1	-0.3545
DERL1	0.1168
RABL2A	0.6565
MOAP1	0.2605
KIAA1545	1.46583333333333
F3	0.553
PLEKHM2	-0.65075
CCDC89	0.503833333333333
EFCAB1	0.7395
TMEM48	-2.09775
SEPHS2	-0.15175
PYGM	-0.24425
PRICKLE1	2.7565
WNT5B	-1.16375
TAS2R38	0.4245
IMP5	0.051
KHDRBS1	0.0565
LARS2	-0.641666666666667
C3orf28	-0.419
FTCD	-2.7905
C10orf68	1.8165
DGAT2L3	0.039
PSEN1	0.3675
MGC33657	0.05525
PLA2G4B	1.0115
CDKN2A	-1.38558333333333
DLX1	-1.367
TSHB	-0.293
C18orf37	-0.13575
MEX3C	0.788375
MAMDC2	0.07425
PDIA4	-0.996833333333333
ATP5E	0.22575
CASP2	-0.3385
SERBP1	-0.558076923076923
ZNF341	0.377166666666667
TESC	-1.5925
TMEM31	-0.14325
OR51I2	0.128
YTHDC1	0.691857142857143
JUN	0.989166666666667
AGMAT	-3.4485
PCNXL2	1.073
ATAD5	-1.941375
STK38	-0.506625
AZI1	-0.46075
RBP1	3.0795
C4orf26	-0.076
KIAA1026	0.398125
TMEM101	1.6115
HSFX1	-0.016
TREX1	0.477
C18orf10	-0.813
TRIM15	-2.594125
CA6	0.153375
CEP57	-1.54225
AR	4.03666666666667
SESN2	-0.253666666666667
KIF3C	-0.702375
EPB41L5	0.4715
ARHGEF10	-0.565636363636364
POLR3D	-1.443125
INDO	-1.59
GABRA3	-0.46
SCG5	-1.2328
E2F3	-0.7272
TIGD5	0.86325
FGD6	0.34525
KLHL3	0.5465
SCGB3A2	-1.4315
URP2	-0.852333333333333
ATP6V1B1	0.2
CALML6	-0.2925
LOC100049076	0.7085
TMF1	-0.19525
LOC388503	-0.07225
CDH5	2.58425
RPS6KC1	0.990666666666667
DAAM1	0.6003
TNFRSF10D	-0.84
GSTT1	0.9389
INPP5A	-0.03375
TRAF3IP1	1.0085
SMARCE1	0.386714285714286
VRK1	-1.962
TTC16	0.2135
AARS	-1.3515
ARHGAP27	-0.2095
ZAK	-0.227285714285714
ACSM2B	-1.95
TRAP1	-1.10616666666667
MRPL53	-0.121375
RNF44	-0.50875
NPTXR	-0.57575
DPYSL3	0.865333333333333
APP	1.3227
GLS2	-0.248
MNX1	-3.338
CMTM7	-0.787
OR10A7	0.0835
NYD-SP21	4.77166666666667
ORC5L	-0.5165
SLC16A10	-1.69525
TMEM178	0.161
LOC441601	-3.144
PTGIS	1.71275
KBTBD7	1.401
C19orf41	-0.1595
CEACAM3	-0.42775
KRT23	0.433
SERHL	3.295
PNKD	-0.1101875
UBC	0.453
ATRN	-0.098625
HAPLN1	-1.93075
RANGAP1	-1.13775
C10orf26	1.64016666666667
KCNA7	-0.1455
SRY	-0.156
LOC376693	-0.279
HIST1H2BF	-1.2195
CDCA8	-2.77833333333333
MLC1	-2.319
TNIP3	0.1595
OR4D1	0.24
IFT52	-0.583666666666667
GOLT1A	2.569
UTP20	-0.295875
RP3-402G11.5	-0.313
PRSS33	-1.19925
PMPCA	-0.87175
APOB48R	1.327
GLTP	0.6105
MPL	0.005
C9orf78	-0.0475
ADAM12	1.623375
CSPG4	-1.642
LOC144305	-0.868
KRTAP4-10	0.3149
PAK1	-0.41175
ADCY7	-1.1146
TAS2R43	0.025
FRAS1	-1.76128571428571
PPP1R14A	0.0993333333333333
OR2B6	-0.65525
ATP13A1	-0.338666666666667
SIDT1	1.9955
C1RL	1.86216666666667
PRKRA	0.2045
TLN1	-0.0675
RP11-50D16.3	0.629833333333333
MITF	-1.54908333333333
GYS1	-0.39375
LYG1	-0.416833333333333
NSMCE4A	-0.159
DNAI1	0.191
HOXD11	-0.7525
FNBP1L	0.9153
DHX35	-0.55425
LCE3E	0.344125
SLC33A1	-0.181
DCLK3	-0.0685
TRIM33	0.045
TMCC3	0.563
FBXO42	0.456333333333333
C1orf27	0.673
C17orf50	0.0205
RNF14	0.751333333333333
SLC4A8	1.197
RAB3IP	0.4235
COX6C	0.511857142857143
PCSK1	-3.337
SLC13A1	0.229
ARF6	0.406
KIAA1009	0.943875
HOXA13	-2.00875
HMGN1	-0.434625
CXADR	-0.77025
MGC14436	-0.2115
UTF1	0.6535
TSC22D1	0.976
BZRAP1	1.47716666666667
PUF60	0.502166666666667
SHC1	-0.26775
HOOK3	1.373
LIMS2	1.45683333333333
BAHCC1	-0.4745
CLCC1	0.506333333333333
ENTPD3	2.36833333333333
SMO	0.009
PIK3R5	0.13525
CDC14A	1.10866666666667
KRT1	2.35275
ENOX2	0.5615
FLJ22655	2.7935
FPRL1	0.1625
INTS6	0.9277
ZCCHC5	0.2445
SMC3	-0.53775
C6orf123	0.567333333333333
FLJ20160	1.664
LOC653391	0.601333333333333
GSS	-0.38925
NT5M	-0.32225
SIX5	0.1295
TAF5	-1.5195
KCNA1	0.733166666666667
ANLN	-3.59783333333333
MGC45491	-0.8766
SSTR2	1.86675
LYPD4	-0.07425
TH1L	-0.944
CHRNA5	-2.673
PNMA6A	-0.62675
FLJ16369	-0.335
DLX2	1.5094
C6orf108	-0.317416666666667
ALDH3A2	0.64
CLEC1B	0.469333333333333
LEPREL2	0.50775
FOXJ1	-0.5201
OR1D4	-0.176
PPIL4	-0.051
MTRR	-0.617
SLC27A3	0.671
HTR7	-0.403
MIB2	-0.327625
BHMT	-0.608666666666667
A2ML1	0.611
MSMB	-0.07375
KIAA1383	1.01125
TRUB2	0.12225
PF4	0.712333333333333
IL1F5	-0.0898333333333333
LRRC37B2	0.10025
IPO4	-0.326
FIGF	1.7885
QDPR	0.9195
ZNF598	-1.2545
BOP1	-0.187
MAPK12	-1.8545
POLR1E	-0.563875
CEECAM1	-0.101
INSRR	-0.0535
SIPA1	0.499
ULK4	0.607833333333333
BTN3A1	-0.0409
FABP5	-0.2281
KBTBD3	0.8735
SORT1	0.346083333333333
YWHAQ	-0.493625
LRIT1	-0.36
KIAA1704	-0.1825
MEIS2	-0.0372
ENOSF1	-0.0175
PCDH7	0.104
FZD9	-1.9415
RPLP1	0.788166666666667
ZNF75A	-0.2595
P4HA3	3.091875
NKX6-1	0.732
CTA-216E10.6	0.0663333333333333
IFT140	1.59225
DENND1A	-0.446833333333333
ALCAM	1.2991
ABHD2	0.0597727272727272
QPRT	-2.63183333333333
TRAM1	0.5325
ATP1B4	0.15275
NUP37	-1.14275
SAA3P	0.245
SLC22A6	0.21075
KIAA0265	-0.24575
ZNF41	0.25525
ADAM19	-0.142
ERAF	-0.5665
DEFB119	0.241454545454545
DNMT3B	-3.271
SNF1LK2	-0.02175
MGC24039	-1.47066666666667
TAS2R48	-0.305
PNLDC1	0.34325
ADAMTS16	1.293625
TMEM92	-1.27733333333333
CCT8	-0.811416666666667
