Hybridization REF	TCGA-AN-A0AT-01A-11R-A034-07
PKHD1L1	0.085375
CEP192	0.0335
IFT88	0.39875
RPL9	-0.0838571428571429
RAB32	1.100375
DDX43	-3.8925
P2RX2	0.147333333333333
OR5D18	0.3065
UBE1	-0.11875
SLC24A1	0.717875
ARHGAP5	0.76675
CETP	-1.1365
KIAA1731	0.0888333333333333
SLC9A4	0.6435
PTPN6	0.627
BAHD1	-0.05875
GRIK3	0.21
CACNB2	-0.9408
PDE10A	-0.78825
DGCR14	0.207
PCDHB9	-1.2945
RHOQ	1.6235
MAP3K4	0.01825
KTI12	-0.284333333333333
RPL23AP13	-0.341
GNG11	-2.18775
CLCN3	0.259333333333333
GPAM	0.58175
VSTM2A	-0.1215
SLAMF7	3.21733333333333
INTS2	-0.152
PPP2CA	-0.6102
LRP12	0.828066666666667
SEC14L2	1.04977777777778
DKFZP586H2123	0.0045
MC3R	0.525
CIRH1A	0.168166666666667
HIST1H2AB	-0.102
POLH	-0.765375
MGC16703	-1.97333333333333
SNAPC2	0.6355
FILIP1L	0.042
RASGRP4	0.4565
LRRC1	0.91475
GAS1	0.92525
PRAC	-1.31725
DGKA	-1.12733333333333
NT5C3	-0.572
PEG3	-4.69916666666667
NADK	0.3405
PRR17	-0.1485
LOC374569	1.40825
SGSH	-0.665833333333333
NLRP8	0.3665
GALT	-0.4078
MCF2	0.1045
ZNF263	-0.1285
TACSTD1	2.0155
TYR	-6.2401
ATP6AP2	-0.0145
RNUXA	-0.54275
ABHD10	0.251
GDPD2	-0.38375
SLC35C1	-0.37025
UBE2A	0.121
HERC5	1.03766666666667
FAM112B	-4.0645
FBXL16	-0.4215
DKFZP434A0131	-0.4855
ELA3A	-2.8045
RBM41	-0.465375
HAO2	-0.576
RNH1	0.198125
SHANK2	0.808333333333333
OSBP2	-1.416
DAK	-0.354333333333333
C3orf58	0.101666666666667
TCL1B	-1.3615
KBTBD2	-0.21
SUGT1L1	-0.27475
UBE2E2	2.01266666666667
MYL9	2.5475
CDC23	-0.535333333333333
PBXIP1	0.2418
CXorf40B	0.3385
NBL1	-0.13175
RTBDN	0.4465
RAB11FIP5	-0.01625
TTTY13	-0.9585
SCOTIN	-0.908583333333333
SOHLH1	0.892
CDKN1A	0.727857142857143
NCK1	-0.21975
ZNF550	0.05875
SAPS3	0.376416666666667
SPIN3	-0.186833333333333
MAGEE2	0.66025
MIS12	-1.1605
OR8H2	0.4265
KIAA0774	-1.6205
UNC5D	-2.063
CUL7	-0.335166666666667
LIPC	-3.44266666666667
DIO1	-3.29225
C20orf11	0.0615
CTRL	-0.00850000000000001
HS3ST2	1.211
PAK4	0.1525
CCRL1	1.33075
RNF10	-0.445375
ZNF567	0.8365
ZNF660	0.2155
TCEAL3	-0.07775
MAGOH	0.201833333333333
CENPB	0.162333333333333
C19orf7	-0.032
LOC388965	-0.205
ZCCHC13	0.4855
JMJD1A	-0.4597
HIST1H4H	-0.5825
TBRG1	-0.3128
GPC3	-5.250125
TAF1C	-0.488625
EBNA1BP2	0.483166666666667
CIAPIN1	0.34675
PDGFRA	-0.450055555555556
CSTB	0.9405
CENPI	-0.303166666666667
GTF2E2	-0.675333333333333
RPP21	0.8695
CCNF	-0.0541666666666667
KCNQ3	0.5255
FAM79A	0.2145
SLC22A12	0.691
NOVA1	-0.956166666666667
FZD3	0.4031
AKAP8	0.46775
SOCS5	0.867875
CFDP1	0.20925
DLG5	-0.57875
PGM5	-0.368166666666667
C1orf144	0.114333333333333
HDAC10	-1.375
RND2	0.09275
C20orf199	-0.50525
RNMT	0.78325
SLURP1	0.931375
ASTN1	0.573875
SH3BGR	1.33025
MYCL1	0.51325
ZHX1	-0.262666666666667
CENPK	-2.6415
FOSB	-0.6608
LOC643406	0.299375
C2orf59	-0.5465
TMEM135	-0.097125
SLC27A2	-2.68975
KRT33A	1.65
OVOL1	1.285375
PAMCI	-0.541166666666667
S100A7	-0.0035
ZNF789	-1.0345
HARS2	0.08375
RPL23A	0.414333333333333
TCF23	0.40375
UPF3B	-0.63
C17orf78	-0.139
HLA-DOB	1.80866666666667
C14orf142	0.5795
TEKT5	-0.3895
DMWD	0.116
POLD1	-0.429666666666667
GSCL	0.1145
CALD1	0.3007
SCRT1	0.092
AIG1	0.46
UNC84B	0.3295
ZNF404	-0.6325
TMED6	-3.4585
KIAA1462	-0.165
LRRC27	0.740333333333333
PYGO1	0.637
PIGU	0.410833333333333
ALAS2	-3.693
WRNIP1	1.369875
CNNM3	0.4335
ZNF2	0.53925
ST3GAL5	-1.57758333333333
MRPL23	0.57525
TSSK6	-0.157
PSMA6	0.1405
C16orf70	-0.197
KIAA1602	-0.389
ALMS1	0.265833333333333
DCN	1.04975
TMEM132D	-1.27
SUCLG2	-0.4835
ABHD14A	-0.53975
DEXI	0.4085
AMPD2	-0.426166666666667
IFNAR2	0.448833333333333
CYB5A	0.4295
TLOC1	-0.9579
NXF5	-0.892
NRBF2	-0.351
KCTD3	-0.70725
ITGAE	-0.644166666666667
SLC30A3	-1.336
ZRF1	-0.716
IFRD2	-0.295375
XAB1	0.37025
PYCR2	-1.601
SERPINB3	-0.7655
TMLHE	0.9053
GEFT	-1.469375
ABCA5	-0.664
EMR4	0.139
TSFM	-0.63175
HIST3H2BB	-0.58875
ARHGEF19	0.1935
TSPAN17	-0.2885
ABCC8	-1.36125
MAP1S	-0.0218333333333333
C22orf36	0.78
BNC2	-1.7565
HIST1H4A	-0.485
NDUFS3	0.436666666666667
WDR3	0.253166666666667
XKR4	-0.853
TTC33	-0.586714285714286
STMN2	3.36175
CPN2	-0.986166666666667
HSPC105	2.74075
PCOLCE2	-2.97075
C3orf55	3.5455
KLHDC9	-2.97866666666667
TBC1D23	0.303375
ATXN2L	-0.794833333333333
MAP2K3	0.593916666666667
SCAP	0.7405
ZNF486	-0.711833333333333
C20orf96	-0.26925
NARS	0.05175
ADAMTSL1	-1.49428571428571
PRCC	0.402833333333333
CCDC126	0.2405
ZNF675	-1.1825
CALCOCO1	-0.73025
ANKRD43	-0.38375
CWF19L2	-0.0478333333333333
ZBTB32	1.74966666666667
BRAF	1.34325
ODF4	0.46775
MGC14376	-0.141166666666667
HORMAD1	4.67066666666667
AAK1	0.018
PEBP1	-0.0979166666666667
TNFSF5IP1	0.828166666666667
DKFZp564N2472	0.18475
RMND1	0.352375
IGKV1-5	4.56425
COL1A2	1.24958333333333
SERPINA5	-0.319
AANAT	0.5615
C19orf21	-1.34483333333333
GEMIN5	0.641
UBR4	-0.0451666666666667
LTBP3	0.454333333333333
AMHR2	-2.661
PROCR	0.6405
MYBBP1A	-0.3265
C20orf39	0.222
ZNF697	-0.500875
PASK	-0.6283
ZNF776	0.637166666666667
RFXDC2	-0.3595
KIAA0467	0.6915
C10orf96	-1.17625
ZNF503	-1.08175
GULP1	-1.31908333333333
KCNE4	-1.78566666666667
DKFZp434K191	-1.315625
LOC196913	-0.138
BHLHB4	0.5915
CH25H	-0.109
LOC81691	-0.961666666666667
ALPL	1.16907142857143
COL12A1	1.57
FOLR3	-1.42066666666667
GPR123	0.0635
TRIM62	-0.272785714285714
ABLIM1	0.544166666666667
MAST3	-0.9745
RHBDD1	0.723833333333333
LOC338809	-0.1775
RYBP	-0.20225
TTC26	1.05725
ZNF22	0.664166666666667
ISCA2	0.29025
RDM1	-1.4885
PIGM	-0.0525
GNB3	-1.127
ACTR2	0.8296
HMGB1	0.59275
EDG1	1.22533333333333
SOAT2	-2.8445
OR10AD1	0.4795
RAP1GDS1	1.01891666666667
LCE1F	0.397
ESM1	-1.54475
RCN3	1.83025
CREBL1	-0.43425
DBNL	-0.0533333333333333
PTGER3	0.377375
USP30	-0.069
BCL2L12	0.740333333333333
KIF26B	2.16525
ZNF416	0.916
ZNF225	-0.6375
C17orf70	0.41775
ZNF554	0.70525
RAE1	-0.411833333333333
TNIK	-0.730666666666667
ACTN3	1.73
MGC45922	0.6965
CCNA1	4.812
RYK	0.139333333333333
IL26	0.2445
LRP3	0.676166666666667
QARS	-0.1855
SOX7	0.503142857142857
BID	1.3
OR2S2	0.473
CXCL14	1.5885
C11orf47	-0.704
MGC29891	0.317333333333333
HSPB8	-1.3882
PRDM14	-1.837
NUFIP2	0.12925
MNAT1	-0.649
ZDHHC2	0.39325
MBNL2	-0.641625
ADD3	-0.445875
CSNK2A1P	-0.38125
KLK6	3.451
TMEM111	0.01
KIAA1279	-0.10625
NUBP2	0.225166666666667
RAB42	0.348
ID3	-1.1574
TM9SF1	0.1025
MDP-1	-0.32575
POU4F2	0.25275
IQCK	0.03725
C16orf14	0.02225
CAPN3	-1.94875
FAM43B	-0.3885
RECQL	0.57275
AP1G1	0.570357142857143
CTNNBL1	0.185
ECHDC1	0.5695
SMARCC1	1.2021
FOXQ1	-2.13075
GNAI3	0.461166666666667
POLG2	-1.199
CD4	1.029125
ITLN1	0.574
EBI2	3.01325
IRF1	0.655
PTPRE	1.0411
PTK2B	-1.18375
NXNL2	-1.1805
SOX4	1.17022222222222
TSPAN3	-0.273333333333333
SH2D1A	-1.95766666666667
C8orf58	-0.256333333333333
USP20	-1.46
DUSP22	-0.252333333333333
CALB1	-2.101
L3MBTL2	0.903666666666667
MCRS1	-0.55725
TMEM118	-0.822666666666667
C18orf8	0.549166666666667
FLJ10241	-0.849375
GJA12	0.1495
PKD1	-0.253
ZFP3	0.835
JAM3	-2.711625
LAPTM4A	0.7093
DIRC2	1.011
KIAA2022	-0.352666666666667
MYOM1	1.00416666666667
TRPM8	-0.7965
MOP-1	1.11425
PHKG2	-0.25825
ZNF650	0.46925
KIAA1522	0.46475
PSG8	-2.02933333333333
DDX19B	-0.107
MOBKL1B	0.884
DIAPH2	0.244
PTPN12	1.132
CLN8	-1.7111
CRYZL1	-0.5635
CRY2	0.117583333333333
FCGR2B	4.49383333333333
PNPLA4	1.320125
ZNF454	0.689
DKFZp434B1231	-0.0225
CLDN11	0.2001
RFWD2	0.223333333333333
CIB2	1.24333333333333
MXRA8	0.8485
HRK	0.97575
MAML2	1.12625
C4orf31	-2.36425
C6orf192	1.39975
COG6	0.567375
FAM5B	2.51
NFATC1	2.1113
SEPT10	0.563
SCYL1	0.0048
RPP40	0.91525
SCOC	-0.4777
KIAA1450	-0.57125
CTDSPL2	-0.178
TBX5	0.950166666666667
NAPG	1.64625
RHD	-4.5485
C14orf45	1.046
ZBTB22	0.737
PLCG1	-0.737
ANKRD10	-1.280625
AQP7P2	-0.49025
TAGLN2	0.2385
HTR2C	-0.963
SLC16A7	-1.04483333333333
C17orf83	0.0245
TSGA14	0.171416666666667
MDH1	0.11
PPP3R2	-0.362833333333333
DCBLD2	-0.5805
RBM33	-0.34725
DPH3	-0.1735
SYT10	-1.474
FMO4	0.972125
THYN1	-0.96175
DRD5	-0.09
OTOR	0.012125
PGRMC2	0.0385
KATNAL1	0.674
PAQR6	-1.20125
UBE2I	-0.0175
C14orf28	0.629
C8orf70	0.46875
FLYWCH1	-0.845
ANGPTL3	-1.4675
GLRX2	0.661166666666667
ATP11A	-0.339071428571429
ARL5B	1.93825
MUC16	-0.62275
SLC25A5	-0.0188571428571429
ACRC	-1.38125
MYO1C	-0.61725
FAM89B	0.876333333333333
FAS	-0.62575
KIFAP3	0.21225
GLRA2	0.1055
BTN3A2	0.112
CNKSR3	1.356125
CSTF3	-0.320166666666667
ARPM1	2.33425
KIAA1530	0.745
C9orf150	-0.216666666666667
PRKCI	0.6315
tcag7.1015	-0.46775
SOD3	0.31125
ZNF574	-0.0065
CYP21A2	-1.07625
RPL12	-0.1585
COMMD2	-0.82775
WIZ	0.1975
LOC344405	-1.35275
ALDH4A1	-1.58235294117647
CRYAB	3.845
COPA	0.2711
PCDHGA7	0.239333333333333
KIF11	-0.636333333333333
RASD2	0.194625
SLC26A3	-0.5235
ZNF175	-1.347
JAKMIP2	-1.149625
C8orf4	-1.71333333333333
PTHLH	-0.13375
SLC40A1	0.25275
OR7D4	0.499
PCDHB17	-0.1985
CD36	0.695071428571429
C6orf203	0.6063
PRKG2	-0.075
LOC400566	-0.3165
ANAPC13	-1.03625
SLCO3A1	-0.8905
ZNF692	-1.1985
FANCL	-0.105
SH3GLB1	0.68025
C12orf61	-0.1655
KBTBD6	0.7225
SUPT5H	-0.26925
XRCC6	0.6764
HUS1B	-0.5953
FAM133B	-0.756928571428571
LOC728276	-0.9035
KCTD18	1.67725
SOS2	0.7675
CCDC99	-1.14775
C1QTNF5	2.5545
NNAT	0.1645
USP16	1.3165
LARS	-0.562125
ZBTB2	1.061625
ABO	-0.187166666666667
TRAF3	1.474
GALNT5	-3.32
NAP5	-0.459875
ALG14	0.3145
KIAA0515	-0.661576923076923
WDR75	0.752833333333333
TEX261	0.813416666666667
LY86	-0.091
LOC389072	-0.3455
FLJ13611	-0.54975
MRGPRX2	0.555
SNRPA	-0.426375
OR2G2	0.4095
GPRASP2	1.25075
C7orf42	0.8159
C9orf163	0.2515
CYP11B2	0.633
FCRL3	1.77433333333333
PRDX1	0.72575
FGB	-7.014
COX17	-0.083
C16orf33	0.158
PIWIL1	-0.178166666666667
FOLR1	-1.37983333333333
KIAA0082	0.419
FREQ	-0.382666666666667
TMCC2	-0.0268333333333333
TCF12	-0.648916666666667
ZNF721	-0.728
FAM130A2	0.723
POU4F1	0.70875
SNRPF	-0.012375
SGIP1	0.9465
ZNF641	1.01283333333333
EMG1	0.4535
PRRG4	1.4635
HIRA	-1.60325
MYNN	0.499
AEBP2	0.335833333333333
TBXA2R	0.131666666666667
ISL2	-1.32783333333333
PCDHB11	-0.7835
RNF144A	0.3625
MARCH5	-0.236875
DULLARD	-0.587666666666667
DCLRE1B	0.840333333333333
ITGA8	-0.5275
TP73	-0.334875
PRKCD	0.51775
NDUFB4	0.0985
ATP13A4	-0.226625
ANTXR2	-1.09416666666667
COL4A3	0.291166666666667
MYO10	-1.1093
SLC6A18	0.6775
PEX1	-0.90975
TMEM74	0.6245
RBM19	-0.19075
TAPBP	1.02695
RUNX1	-0.444
MID1	-0.178416666666667
GPR64	0.121
RASEF	2.69475
GABRG1	0.780125
MYO16	-0.6415
DBF4	-1.07333333333333
TSHZ2	1.1845
RIPK2	0.590625
PPTC7	0.405333333333333
KIF4B	0.2065
LRRC31	0.440375
ZNF540	0.3265
EFNB3	-0.182833333333333
LOH12CR1	1.12325
STON2	-0.3145
GLP1R	1.949
CSTF2T	0.338375
IREB2	-0.199625
GRSF1	-0.2585
PDCD7	0.171666666666667
LRRC43	0.6585
CNR1	0.6335
IL1F7	0.202
C12orf64	1.47
FAM69B	0.53975
NR2E1	-1.5435
MS4A6A	2.1027
FTL	-1.0231
C7orf36	-0.0415
PCLO	1.727
DYRK2	0.319166666666667
ARIH2	-0.94925
SAMD7	0.2455
SCNN1D	0.138
SLC32A1	-0.501375
C22orf25	-0.3115
MRPS18A	0.5919
GPR112	0.324
EARS2	-1.22875
ERN2	0.8975
ATPBD3	0.874833333333333
PRH2	0.405
CDKN2D	0.437666666666667
PGLYRP2	-0.765
TRIM40	0.4565
SEC14L3	0.3952
SLC22A1	-0.09175
BTN2A3	-0.114
RASA4	-0.36675
CCNL2	-0.585583333333333
MYBPC3	1.456
GJA4	3.10325
CDC42SE1	0.9725
TRPV2	-1.14925
MYPN	-4.6108
SIM1	0.8655
CDADC1	-0.72875
ZFHX4	0.565
NIBP	0.632333333333333
ADAMTS19	-1.145
ABTB2	0.855
TSPYL2	0.174375
EIF2S3	0.6414
SOX30	2.67075
AP2A1	-0.388166666666667
DKFZP564O0523	-1.07433333333333
LOC285398	-0.00250000000000002
CDH18	-4.92275
CHL1	1.093375
GATS	-0.5641
TBC1D2B	-0.161166666666667
OR1J1	-0.3705
GSN	2.34633333333333
DPCR1	0.269875
GARNL4	-0.881666666666667
SMARCA5	-0.05625
PLEKHG3	0.6545
ZBTB45	0.878
FRMD6	-0.421166666666667
PLS1	-1.37583333333333
DGKZ	0.163333333333333
EFNA1	0.6477
WDR85	-0.505875
ANK2	0.4775
PAGE4	-1.32933333333333
SENP6	0.335666666666667
AKR7A2	-0.365
FKBP10	-1.43575
VEGFC	-2.39283333333333
LARP1	0.2059375
SRBD1	0.48425
ITGB6	4.26025
SLC1A2	-1.36978571428571
INVS	0.903
MPO	1.52475
MOBKL3	0.7367
CUTL2	-1.965625
KLK2	-0.20125
VIM	-1.13675
REG1B	0.4215
PCDHGC4	0.215
C3orf34	-0.6545
SUMO3	0.757833333333333
CST9L	-1.40175
MLL4	0.71575
SPR	0.876333333333333
SAMD9L	0.003
ABCE1	-0.4135
SUPT3H	0.185833333333333
ACTBL1	-0.667
ADAMTS4	0.943666666666667
SLIT3	1.263
RHEBL1	-0.8905
NPM2	0.5535
MAN1C1	-0.42225
KIAA1856	0.6755
HSPA6	1.38575
LOC388152	-0.379
C10orf140	-0.9155
ZDHHC12	-0.2385
LIN7A	-2.0811
PHC2	0.398833333333333
SPHK1	0.473
TRIM26	0.5488125
FAM83E	-0.0865
C18orf24	0.816333333333333
ZNF578	0.213666666666667
ORAI1	-0.5825
RUVBL1	-0.578333333333333
C7orf20	-0.112333333333333
APAF1	-0.5825
SLC36A4	1.393
MYH11	4.11333333333333
NEK1	0.0167
MPP2	-1.606125
C12orf24	-1.604
TNK2	0.0748125
ZNF289	-0.40875
MATN3	-3.09442857142857
IFNGR2	1.458
ITPR1	-1.528125
EBF3	1.7059
TBC1D20	-0.1352
OR10P1	0.3375
DDAH2	1.33825
SHPRH	-0.094375
STX7	1.128
LOC554248	-0.242
BCAR1	-0.1345
ATXN3	0.970916666666667
TRIM27	0.25975
CDC42EP2	0.4975
CHP	-0.1945
SOX17	1.31825
ZNF259	-0.183833333333333
CHCHD1	-0.117375
ZDHHC19	0.248
GBP2	1.388
GARNL3	0.8455
MRC2	-0.2195
C1orf52	-0.56925
AOF2	0.250166666666667
LRPPRC	1.3059
ACVR1C	-0.5345
TM4SF18	2.81883333333333
TMEM169	0.215166666666667
PPP1R16A	-0.00587499999999999
EBF1	-0.615333333333333
RRS1	0.806666666666667
SNX2	-0.77275
OR2T2	0.101
RBX1	0.22825
ANKRD54	0.765
TSNAX	0.2895
TMEM83	-1.957
ZBTB7A	0.54475
ATM	-2.07825
LOC338328	1.36916666666667
TIE1	0.236833333333333
HIST1H3G	-0.246333333333333
PASD1	-4.58916666666667
TINAG	0.4675
PCDHAC2	0.4555
LRRC15	-0.163
WBSCR17	-1.55575
TFF2	4.331
PARP2	-0.02825
NDFIP2	0.03875
PCDHGB2	-0.296
WDR60	-0.98875
MAP7D2	1.6474
USP45	0.62675
GSDML	-1.4915
TNS1	0.0111
PLCD4	-1.2885
IQCD	0.3385
SMPX	0.3655
CD9	-0.08
SRGN	0.793875
CASP7	0.48375
INOC1	-0.134
DKFZp451M2119	-0.67275
VMAC	1.1425
USP53	0.7807
CAMK1G	-0.320375
TMEM106A	-0.385666666666667
CDC20	0.499
ACSL5	-1.23883333333333
CBWD5	-0.642125
C1orf87	-1.23083333333333
KIAA1274	0.31075
PRUNE2	-2.05342857142857
LYPLA2	-0.182833333333333
DOK6	-0.821166666666667
GPR149	-0.094
FAM30A	3.6995
TMEM129	-0.44525
SLC35B3	0.97625
ACPP	-0.9371
LOC200261	-1.2975
SLC4A7	1.0802
CCDC40	0.50975
GART	-0.090625
THOP1	-0.66375
SCARB1	0.456875
CACNA1F	-0.12625
TRIAP1	-0.499666666666667
SYT14L	0.3025
SFRS8	-0.297666666666667
PBOV1	0.26025
GOLSYN	-0.62575
GJB7	-0.4115
CAMK2N1	-1.77691666666667
GREM1	2.41341666666667
FLJ20433	0.44475
QPCT	-2.0705
PRKAG2	0.544166666666667
H2AFX	-1.042125
C6orf154	1.9935
PLOD3	-1.54125
ZBTB39	-0.6625
WASF3	0.4455
DRG1	0.444
PRR4	2.575
SPCS1	-0.85275
KDELR3	1.20566666666667
SRP19	-0.569166666666667
GABRA6	-0.18725
MFSD1	-0.07225
MMEL1	-1.0635
PDXDC2	-0.5508
BUB1	-0.663
RNF138	1.340625
MYLPF	-0.3965
AIF1	0.486
DYNLRB1	0.9845
HCN3	-1.49466666666667
HIST1H2AI	-0.03925
MAP4K5	0.505083333333333
LASP1	-0.78475
LOC130951	2.61
PLAA	-2.35925
KRT6A	1.971
C6orf117	-0.675625
ARHGAP23	-0.6045
PTF1A	0.131
GPHA2	-0.67725
LCE3B	0.659
MCL1	0.594214285714286
EHBP1	0.117666666666667
PRNP	0.2436875
ZSCAN1	0.59175
C1orf113	0.528333333333333
FOXA3	-1.721375
NEB	0.20925
ASGR1	-4.75833333333333
CTGF	1.3025
RAB17	-0.195
MST101	0.12825
JARID1B	0.5972
USP37	0.3351
PTBP1	-0.0765
PTPN7	-0.2675
CDC7	-1.44383333333333
SNX7	0.58875
ZNF335	0.03675
CPT2	-0.28425
HEATR1	0.224125
HSPC152	-0.058875
C5orf40	0.40475
PSME1	-0.248166666666667
STAG3	0.12675
TMEM154	-0.0326666666666667
KLHL32	0.0123333333333333
TSGA10IP	-1.576
SUV420H2	-0.562
SF1	-0.4344
2'-PDE	0.2464375
PNLIPRP2	-0.2135
TRSPAP1	0.45075
NUP210	-0.0891666666666667
ANP32C	-0.604
RAB11B	1.14716666666667
ASB15	0.637
ITGB3BP	-1.75425
UBASH3A	-0.5105
YWHAB	-0.0415
TPRX1	0.41425
LY6G5C	0.58925
SLC7A2	-2.70725
CLK1	-0.0216
HSD3B7	-0.7245
VDR	2.3515
C16orf74	-0.595
ACE	-0.56725
PSMA2	0.106666666666667
CCDC131	-1.2185
ZNF213	0.848166666666667
EML2	-1.5865
ALS2CR13	1.4685
GLYATL1	0.3765
DSPP	-0.022
DHFRL1	-0.146625
C10orf30	1.351
SH3RF2	-1.56016666666667
LOC197322	-0.323333333333333
DLL3	-0.408125
TIGD7	0.43075
GFRA3	2.04525
CPA1	0.044
RTN4	-0.352666666666667
PPT2	-1.93116666666667
FASLG	3.19833333333333
FOXP4	1.198375
RPL26	-0.277
GNL3L	-1.3825
FMR1NB	-0.542333333333333
CD163	7.256
SGPP2	4.5195
GIMAP2	-0.33025
CD37	0.832166666666667
DPT	4.17675
NBLA00301	1.87375
RGS5	-1.77658333333333
C9orf4	0.969
ACTL8	-0.810166666666667
PRKAR2B	0.1625
OPLAH	0.255333333333333
C20orf134	0.75225
SPACA5	0.01825
TBL1X	0.278333333333333
TSPYL3	0.224
CHCHD3	-0.02875
CRKRS	0.0521666666666667
GPR65	4.348
DFFA	-0.561
FUT1	0.8805
C6orf204	-0.056
TMEM51	-0.38925
ZNF580	-0.51775
CMTM2	0.1645
C20orf200	-0.222
EZH1	-0.798833333333333
FDX1L	0.728375
MRPL32	0.09825
PCAF	-0.9005
ALOX15B	1.421
CD59	1.52641666666667
CDK9	-0.485375
ERP29	-1.03066666666667
TTR	-6.13
BCMO1	-0.5405
DDIT4	-0.9028
PTGDS	2.805
C3orf63	-0.861666666666666
BST2	-2.18425
CYP1A2	-0.628666666666667
C5orf25	-0.17975
STX1A	-0.236705882352941
OR2A12	0.198
SH3BP5L	0.668
SERINC5	-0.675875
USP6	-0.4003
MRPL3	-0.543833333333333
POMP	0.94425
INPP4B	-2.473375
GMPPB	-0.59925
EAPP	0.53475
AHSA1	0.3315
ABCA11	-0.223
SLC5A6	-0.320083333333333
HIVEP2	0.41875
SUMO2	-0.012625
KIAA1822L	0.894333333333333
C11orf67	0.29925
TXK	-0.314125
PHCA	0.217875
ICAM4	-2.84933333333333
FPGS	-0.123166666666667
SNRPA1	0.86925
KCNJ4	-0.44825
KIF6	-0.3474
HIST1H2BG	-1.01283333333333
SLC5A5	0.00324999999999998
ZNF354B	-0.9865
IL12RB2	3.4515
C11orf76	0.588666666666667
GAL3ST2	0.068
AIFM2	0.059125
SYNC1	-0.985875
UBL3	-0.492625
PIK3CG	-1.63683333333333
NLN	0.3078
BCORL1	0.1815
CD5L	-0.34675
ZNF238	-0.531666666666667
KIAA1394	-0.45875
C16orf55	0.3155
CYP3A7	-2.65975
KRTAP3-1	-3.064
TFDP1	-0.0465
MND1	-0.631
NODAL	0.0803333333333333
GTPBP4	0.89775
TUBGCP2	0.316
SLITRK5	-1.83875
CIC	-0.312
CD79A	1.7105
SAMD14	0.914333333333333
TNPO3	-0.328
OR10G3	-0.358
OR10G8	0.3805
CCDC111	-0.8555
HOXC9	-0.1665
DCUN1D1	1.33858333333333
CYB5R1	0.614
TSR2	0.24375
DAB2IP	1.4947
SLC6A5	0.4095
RAB3D	1.7525
DCUN1D4	-0.205166666666667
ERBB3	-0.813
SDC1	0.0858333333333333
ATP6V1H	-0.650666666666667
SYK	2.468
ST20	0.55025
C13orf30	-0.3735
WDR40A	-0.00933333333333333
ADMR	0.11
LOC388335	2.315
ACSM1	-1.7395
TDG	0.446083333333333
FLJ11235	0.40125
MRPS5	0.0488333333333333
AGPAT2	0.692666666666667
SLC12A1	0.211125
CYP27A1	0.6665
THAP7	-0.7215
XPO1	0.106416666666667
ALMS1L	0.286166666666667
C1orf2	0.57575
ZNF777	-0.407666666666667
CAMK2A	0.233833333333333
SMC1B	4.099875
IHPK2	-1.0026
LEMD1	-0.7245
NKD2	-0.3587
CLU	-1.443
ARMETL1	0.8425
PABPC4	-0.157
CXCL12	1.325
TFAP2C	1.8102
TTTY8	-0.892
ABCB10	-0.6053
ENDOD1	0.819
IDI1	0.097
KCTD6	-0.831666666666667
CCDC105	0.1675
ULBP2	-0.034
ZDHHC5	0.2575
WNT8A	0.15025
COMMD10	-0.81975
KLHL12	0.507
GPR50	0.4735
NR5A2	-0.17525
OXGR1	3.63083333333333
EHD3	-0.031
CAPRIN2	-0.95125
KLRC3	-3.73475
SF3B1	0.397857142857143
IPO7	1.3715
ALDH1A1	-0.4425
ANKRD5	1.264375
TSNARE1	0.1215
DDEFL1	-0.31125
RNASEL	0.378
DNAH9	-1.2425
HELLS	-0.48175
TNS4	-1.6675
NAV1	-0.7585
KIAA1409	-0.39575
C20orf26	1.7955
TUBG1	-0.87075
IRX2	0.40125
CNGA4	-0.239
MGC50559	0.198833333333333
OR4K17	0.245833333333333
TM2D2	-0.114083333333333
FAM32A	-0.14875
TXNDC14	-0.1305
CCBL1	-1.7765
ANK1	-2.6009
PRSS23	-3.034125
PPM1L	0.182
SPATA20	-0.4545
APCS	0.33975
C14orf122	0.549666666666667
PSMB5	0.719625
C6orf10	0.1063
SETDB2	-0.456666666666667
SPNS3	-1.42975
SGMS2	1.462
MXD3	-0.821833333333333
MON2	-1.1687
CARTPT	-0.18875
HNF4A	-0.989833333333333
RABEP1	-0.92155
TNFRSF10B	-0.972875
USH1G	-0.688
PPAP2B	-2.86516666666667
TMEM16K	0.19
CTDSP1	0.241166666666667
CDK5R1	0.957666666666667
GABRR1	0.2625
OPN1LW	0.232
FAM98C	0.846125
DBN1	6.93889390390723e-18
ACAD10	-0.9505
QTRTD1	-0.0345
WNK3	0.588
RPS19	-0.054625
C1QB	3.593125
OTUD5	-0.30975
SLC41A2	2.25366666666667
TMEM22	-2.86883333333333
KHSRP	0.00833333333333334
TNFRSF11A	0.835
FBL	-0.696833333333333
IBTK	-0.323666666666667
OXER1	0.0155
CBLN4	-0.742625
GPR172B	1.66166666666667
CFTR	-1.64625
VSX1	2.0985
CAMK1D	1.7375
LOXL3	-1.60075
RTP4	0.7785
SLFNL1	-0.12
KIAA0828	-0.194125
PAR5	-0.277
LOC723972	-0.63175
GDI2	1.42975
CEBPA	-0.238
MLF2	0.0181666666666667
AFMID	-2.0175
ALOX12B	-0.0515
BPHL	0.72075
COX5B	0.23025
S100A10	0.2946
THOC6	0.7335
NHN1	0.5835
RRP12	-0.348333333333333
ARID3B	-1.57175
CD3G	-1.35166666666667
KIAA0133	-0.109
NAT11	-0.455833333333333
PPAT	0.052
SIRT3	0.4076
