Hybridization REF	TCGA-C8-A12Z-01A-11R-A115-07
DDX43	-2.72875
P2RX2	0.362833333333333
OR5D18	0.9375
UBE1	0.61525
SLC24A1	0.645625
ARHGAP5	-0.28475
CETP	-0.9465
KIAA1731	-0.945666666666667
SLC9A4	0.7575
PTPN6	0.6455
BAHD1	0.70375
GRIK3	0.308
CACNB2	-1.4273
PDE10A	-0.068
DGCR14	0.258
PCDHB9	-0.9065
RHOQ	-0.0336666666666667
MAP3K4	-0.4645
KTI12	0.560166666666667
RPL23AP13	-2.78775
GNG11	-1.3
CLCN3	1.32866666666667
GPAM	-0.128875
VSTM2A	-0.7635
SLAMF7	2.0354
INTS2	-0.27225
PPP2CA	0.2799
LRP12	1.35033333333333
SEC14L2	0.479222222222222
DKFZP586H2123	1.442
MC3R	0.053
CIRH1A	-1.69183333333333
HIST1H2AB	1.17783333333333
POLH	-1.02175
MGC16703	-1.85733333333333
SNAPC2	0.2485
FILIP1L	1.1965
RASGRP4	-0.025
LRRC1	1.706
GAS1	1.11425
PRAC	-0.7845
DGKA	0.722833333333333
NT5C3	-1.2775
PEG3	-1.11508333333333
NADK	-1.0765
PRR17	1.832
LOC374569	0.1855
SGSH	-0.9785
NLRP8	0.431
GALT	-1.0167
MCF2	-3.939
ZNF263	-0.412
TACSTD1	1.51766666666667
TYR	-5.99
ATP6AP2	0.16025
RNUXA	0.11425
ABHD10	0.4682
GDPD2	-1.3795
SLC35C1	1.96
UBE2A	0.0305
HERC5	-2.51466666666667
FAM112B	-4.12266666666667
FBXL16	1.324
DKFZP434A0131	-1.23025
ELA3A	-2.0005
RBM41	-1.33475
HAO2	-0.709
RNH1	0.176375
SHANK2	1.844
OSBP2	-1.579
DAK	0.342166666666667
C3orf58	-0.3605
TCL1B	-0.8165
KBTBD2	-0.368875
SUGT1L1	0.5985
UBE2E2	0.247833333333333
MYL9	2.840625
CDC23	-0.798166666666667
PBXIP1	1.7358
CXorf40B	0.6085
NBL1	0.95025
RTBDN	0.192
RAB11FIP5	0.51275
TTTY13	-0.026
SCOTIN	0.36575
SOHLH1	0.0655
CDKN1A	-0.0325
NCK1	-0.1085
ZNF550	-0.59475
SAPS3	0.760333333333333
SPIN3	0.00533333333333334
MAGEE2	-0.41375
MIS12	-0.8195
OR8H2	0.569
KIAA0774	0.9125
UNC5D	-1.6125
CUL7	-0.0933333333333333
LIPC	-2.86816666666667
DIO1	3.035
C20orf11	0.1444
CTRL	-0.92
HS3ST2	2.47075
PAK4	0.555166666666667
CCRL1	4.20425
RNF10	0.098375
ZNF567	-0.029
ZNF660	-2.404
TCEAL3	0.9325
MAGOH	2.55816666666667
CENPB	-0.108333333333333
C19orf7	0.679875
LOC388965	-0.06275
ZCCHC13	0.036
JMJD1A	-0.7194
HIST1H4H	2.2895
TBRG1	-1.0929
GPC3	-4.908125
TAF1C	-1.178
EBNA1BP2	-1.20383333333333
CIAPIN1	-0.51675
PDGFRA	-0.227941176470588
CSTB	1.14575
CENPI	-1.65766666666667
GTF2E2	-0.8955
RPP21	0.21075
CCNF	-1.12083333333333
KCNQ3	1.587
FAM79A	0.53425
SLC22A12	0.7925
NOVA1	-0.794166666666667
FZD3	-0.072
AKAP8	-0.2415
SOCS5	-0.13375
CFDP1	-1.20875
DLG5	0.86475
PGM5	-0.293166666666667
C1orf144	-0.0136666666666667
HDAC10	-1.4405
RND2	-0.92025
C20orf199	-1.27975
RNMT	-1.12075
SLURP1	2.10975
ASTN1	-0.397
SH3BGR	2.01475
MYCL1	1.08675
ZHX1	1.18716666666667
CENPK	-3.45975
FOSB	0.2907
LOC643406	-0.162625
C2orf59	-0.232125
TMEM135	1.18825
SLC27A2	-3.35
KRT33A	2.2485
OVOL1	1.547125
PAMCI	-3.67183333333333
S100A7	5.2765
ZNF789	-2.0195
HARS2	-0.2305
RPL23A	-0.756333333333333
TCF23	0.65875
UPF3B	-1.679375
C17orf78	-0.1875
HLA-DOB	-0.072
C14orf142	0.654666666666667
TEKT5	2.04683333333333
DMWD	0.7795
POLD1	-2.19933333333333
GSCL	-0.463
CALD1	-0.0316
SCRT1	0.595333333333333
AIG1	1.179
UNC84B	-0.31625
ZNF404	-0.969
TMED6	-3.2935
KIAA1462	-0.096
LRRC27	1.90166666666667
PYGO1	-0.078
PIGU	-0.491833333333333
ALAS2	-3.72166666666667
WRNIP1	0.1275
CNNM3	-0.201
ZNF2	0.0485
ST3GAL5	-1.28916666666667
MRPL23	0.4
TSSK6	0.12225
PSMA6	-0.50925
C16orf70	-0.7725
KIAA1602	0.301
ALMS1	-0.152833333333333
DCN	2.134875
TMEM132D	-1.22725
SUCLG2	0.04
ABHD14A	0.7065
DEXI	0.5725
AMPD2	-1.41983333333333
IFNAR2	-0.726333333333333
CYB5A	3.0756
TLOC1	1.1494
NXF5	-0.188
NRBF2	0.4775
KCTD3	1.46075
ITGAE	-1.19383333333333
SLC30A3	-1.53366666666667
ZRF1	-1.838
IFRD2	-0.25125
XAB1	-0.3045
PYCR2	0.0195
SERPINB3	-3.721
TMLHE	0.7186
GEFT	-1.44175
ABCA5	-2.175
EMR4	0.391
TSFM	-0.107
HIST3H2BB	0.46975
ARHGEF19	0.04625
TSPAN17	1.09266666666667
ABCC8	4.36025
MAP1S	1.03816666666667
C22orf36	0.93825
BNC2	-0.396857142857143
HIST1H4A	-0.9175
NDUFS3	-0.314333333333333
WDR3	0.653666666666667
XKR4	-1.104
TTC33	-0.2965
STMN2	4.0755
CPN2	-1.06266666666667
HSPC105	-0.37425
PCOLCE2	-4.2705
C3orf55	0.7865
KLHDC9	3.186
TBC1D23	0.120125
ATXN2L	-1.35875
MAP2K3	0.0145833333333333
SCAP	-0.5055
ZNF486	0.527166666666667
C20orf96	-1.1865
NARS	-0.56075
ADAMTSL1	0.784571428571428
PRCC	1.20666666666667
CCDC126	1.42141666666667
ZNF675	-0.31925
CALCOCO1	1.29975
ANKRD43	3.388
CWF19L2	0.187833333333333
ZBTB32	1.14766666666667
BRAF	0.27925
ODF4	0.7145
MGC14376	0.283
HORMAD1	-3.10883333333333
AAK1	0.0671666666666667
PEBP1	-0.3505
TNFSF5IP1	-0.680333333333333
DKFZp564N2472	0.44725
RMND1	-0.1715
IGKV1-5	4.33725
COL1A2	3.30933333333333
SERPINA5	-1.25275
AANAT	1.01
C19orf21	0.663333333333333
GEMIN5	-0.8135
UBR4	-0.692
LTBP3	0.770333333333333
AMHR2	-1.89466666666667
PROCR	-1.96025
MYBBP1A	-0.6525
C20orf39	1.74383333333333
ZNF697	0.18925
PASK	-1.0933
ZNF776	-0.807166666666667
RFXDC2	-0.281875
KIAA0467	-0.28775
C10orf96	-3.345
ZNF503	-0.7775
GULP1	-1.3885
KCNE4	-2.206
DKFZp434K191	-0.437375
LOC196913	-0.1025
BHLHB4	1.191
CH25H	-0.0175
LOC81691	-1.184
ALPL	-0.438928571428571
COL12A1	2.779
FOLR3	0.0071666666666667
GPR123	0.17925
TRIM62	0.473
ABLIM1	1.644
MAST3	-0.08075
RHBDD1	1.46683333333333
LOC338809	1.093
RYBP	0.57875
TTC26	0.723375
ZNF22	-1.4255
ISCA2	0.20875
RDM1	-1.63025
PIGM	2.33425
GNB3	-1.33
ACTR2	-0.0952
HMGB1	-0.3421
EDG1	1.64866666666667
SOAT2	-2.68525
OR10AD1	0.454
RAP1GDS1	0.249166666666667
LCE1F	0.815
ESM1	0.0686250000000001
RCN3	2.4395
CREBL1	-0.36475
DBNL	-0.534333333333333
PTGER3	1.23225
USP30	0.407833333333333
BCL2L12	-0.646
KIF26B	1.859
ZNF416	-0.00124999999999999
ZNF225	-0.561
C17orf70	-0.38575
ZNF554	0.33125
RAE1	-0.5695
TNIK	1.72316666666667
ACTN3	0.767
MGC45922	0.8545
CCNA1	1.04333333333333
RYK	0.416166666666667
IL26	0.318
LRP3	1.06683333333333
QARS	-0.029
SOX7	0.8855
BID	0.5145
OR2S2	0.3395
CXCL14	2.27725
C11orf47	-0.8705
MGC29891	1.49766666666667
HSPB8	0.2071
PRDM14	-2.609
NUFIP2	0.13475
MNAT1	-0.184875
ZDHHC2	-0.987916666666667
MBNL2	1.059
ADD3	-2.043625
CSNK2A1P	-0.2605
KLK6	0.287666666666667
TMEM111	0.3523
KIAA1279	1.59675
NUBP2	0.4865
RAB42	-1.00375
ID3	-1.1298
TM9SF1	0.482
MDP-1	-1.04075
POU4F2	0.16875
IQCK	2.147
C16orf14	-0.25675
CAPN3	-2.10075
FAM43B	-0.0595
RECQL	-0.363
AP1G1	0.0679285714285714
CTNNBL1	-0.727666666666667
ECHDC1	-2.907
SMARCC1	-0.5432
FOXQ1	-1.145625
GNAI3	0.209666666666667
POLG2	-0.88425
CD4	1.25475
ITLN1	-0.75175
EBI2	1.7825
IRF1	0.283
PTPRE	1.1346
PTK2B	-0.86575
NXNL2	-2.0765
SOX4	0.670944444444444
TSPAN3	-0.129333333333333
SH2D1A	-4.2355
C8orf58	-0.738333333333333
USP20	-0.7525
DUSP22	-0.165333333333333
CALB1	-2.489
L3MBTL2	1.59041666666667
MCRS1	0.449
TMEM118	-0.607833333333333
C18orf8	-0.182333333333333
FLJ10241	-0.380125
GJA12	1.57825
PKD1	-0.220166666666667
ZFP3	0.376
JAM3	-1.511125
LAPTM4A	1.4272
DIRC2	0.4605
KIAA2022	2.00633333333333
MYOM1	-0.625833333333333
TRPM8	-2.7625
MOP-1	1.10325
PHKG2	-0.00937499999999999
ZNF650	0.89125
KIAA1522	0.6995
PSG8	-1.52066666666667
DDX19B	-0.5855
MOBKL1B	0.64425
DIAPH2	-1.25283333333333
PTPN12	0.5705
CLN8	-0.3225
CRYZL1	0.202833333333333
CRY2	0.286416666666667
FCGR2B	4.30466666666667
PNPLA4	1.480125
ZNF454	-0.67
DKFZp434B1231	-0.09725
CLDN11	0.562222222222222
RFWD2	1.009
CIB2	0.085
MXRA8	3.364625
HRK	0.78875
MAML2	-1.04075
C4orf31	1.31875
C6orf192	0.66275
COG6	1.511375
FAM5B	-0.7135
NFATC1	0.0104
SEPT10	-0.46525
SCYL1	0.2813
RPP40	-0.1345
SCOC	1.3675
KIAA1450	1.07575
CTDSPL2	-0.32675
TBX5	2.24783333333333
NAPG	-0.509125
RHD	-4.628
C14orf45	3.04133333333333
ZBTB22	0.409
PLCG1	-1.7065
ANKRD10	-1.508625
AQP7P2	0.00125000000000001
TAGLN2	0.557333333333333
HTR2C	-1.61233333333333
SLC16A7	-1.73783333333333
C17orf83	-0.359333333333333
TSGA14	-0.172083333333333
MDH1	-0.095
PPP3R2	0.1736
DCBLD2	-3.2535
RBM33	0.593625
DPH3	-0.633
SYT10	-1.53283333333333
FMO4	2.123875
THYN1	-1.0755
DRD5	-3.155
OTOR	1.6195
PGRMC2	0.7574
KATNAL1	-0.713
PAQR6	-1.2855
UBE2I	-0.34175
C14orf28	0.04325
C8orf70	-0.844
FLYWCH1	-0.17975
ANGPTL3	-1.45525
GLRX2	0.488833333333333
ATP11A	-0.287714285714286
ARL5B	0.8945
MUC16	-2.22175
SLC25A5	-0.349428571428571
ACRC	-0.9385
MYO1C	-0.2395
FAM89B	1.705
FAS	0.222875
KIFAP3	1.1805
GLRA2	0.5225
BTN3A2	-0.0461
CNKSR3	-0.909
CSTF3	0.261333333333333
ARPM1	1.1355
KIAA1530	-0.551
C9orf150	1.02866666666667
PRKCI	-0.56275
tcag7.1015	-0.4595
SOD3	-0.9645
ZNF574	0.58875
CYP21A2	3.02875
RPL12	0.301
COMMD2	-1.05375
WIZ	-0.028
LOC344405	-1.6935
ALDH4A1	-0.966294117647059
CRYAB	1.798
COPA	1.55976666666667
PCDHGA7	0.5455
KIF11	-0.530666666666667
RASD2	0.95925
SLC26A3	-0.207
ZNF175	-0.221
JAKMIP2	-2.579125
C8orf4	-0.5675
PTHLH	0.30475
SLC40A1	4.61266666666667
OR7D4	0.528
PCDHB17	-0.8025
CD36	2.22714285714286
C6orf203	1.1221
PRKG2	0.163
LOC400566	1.4705
ANAPC13	0.38375
SLCO3A1	-1.193
ZNF692	-1.124
FANCL	-1.397
SH3GLB1	0.45875
C12orf61	-0.3375
KBTBD6	0.24525
SUPT5H	-0.120625
XRCC6	0.1489
HUS1B	-1.2262
FAM133B	-0.431714285714286
LOC728276	-0.959
KCTD18	0.67625
SOS2	1.16216666666667
CCDC99	-1.57175
C1QTNF5	3.8355
NNAT	-0.0745
USP16	0.56925
LARS	-0.73925
ZBTB2	-0.178625
ABO	0.302333333333333
TRAF3	0.10925
GALNT5	-1.6495
NAP5	-1.181125
ALG14	0.526666666666667
KIAA0515	0.478653846153846
WDR75	-0.5185
TEX261	0.902166666666667
LY86	0.303
LOC389072	-0.8155
FLJ13611	0.3965
MRGPRX2	0.545
SNRPA	-0.7615
OR2G2	1.0055
GPRASP2	-0.0025
C7orf42	0.7157
C9orf163	0.0655
CYP11B2	0.7255
FCRL3	0.3185
PRDX1	-1.89375
FGB	-2.67266666666667
COX17	0.660333333333333
C16orf33	-0.2355
PIWIL1	-0.136
FOLR1	0.5905
KIAA0082	-0.904
FREQ	0.191333333333333
TMCC2	-1.7986
TCF12	0.12225
ZNF721	-0.3425
FAM130A2	-0.41
POU4F1	-2.5815
SNRPF	-1.58875
SGIP1	1.97016666666667
ZNF641	0.4965
EMG1	-1.9055
PRRG4	1.244
HIRA	-3.0435
MYNN	0.768333333333333
AEBP2	-0.133583333333333
TBXA2R	0.911166666666667
ISL2	-1.68316666666667
PCDHB11	-0.2535
RNF144A	-0.174875
MARCH5	1.041875
DULLARD	-0.531333333333333
DCLRE1B	-1.2905
ITGA8	0.641
TP73	0.3595
PRKCD	1.2325
NDUFB4	1.00175
ATP13A4	3.108625
ANTXR2	-0.8195
COL4A3	-1.59366666666667
MYO10	-1.3945
SLC6A18	0.97675
PEX1	-0.04625
TMEM74	-0.173666666666667
RBM19	0.46975
TAPBP	0.37365
RUNX1	0.25325
MID1	-0.656333333333333
GPR64	-1.29666666666667
RASEF	2.2765
GABRG1	-0.209142857142857
MYO16	-1.13875
DBF4	-1.15066666666667
TSHZ2	1.4575
RIPK2	0.5045
PPTC7	-0.916
KIF4B	-0.686
LRRC31	5.01975
ZNF540	-0.274
EFNB3	0.362
LOH12CR1	0.154375
STON2	-0.1405
GLP1R	0.3925
CSTF2T	-0.294375
IREB2	-0.848875
GRSF1	0.2455
PDCD7	-0.957333333333333
LRRC43	1.7105
CNR1	1.03633333333333
IL1F7	-0.4095
C12orf64	-0.4475
FAM69B	0.105
NR2E1	-2.54116666666667
MS4A6A	0.9129
FTL	-1.1318
C7orf36	-0.01575
PCLO	-0.0829
DYRK2	0.265833333333333
ARIH2	-0.655625
SAMD7	0.077
SCNN1D	-1.3365
SLC32A1	-0.552571428571429
C22orf25	-0.244666666666667
MRPS18A	0.5702
GPR112	0.606
EARS2	-0.451
ERN2	0.329
ATPBD3	0.753
PRH2	-0.658
CDKN2D	-1.15016666666667
PGLYRP2	2.181
TRIM40	0.7905
SEC14L3	0.162
SLC22A1	-0.3415
BTN2A3	-0.7575
RASA4	-0.75725
CCNL2	-1.70125
MYBPC3	1.871
GJA4	3.1385
CDC42SE1	1.624375
TRPV2	-1.414
MYPN	-3.93988888888889
SIM1	0.6295
CDADC1	0.271833333333333
ZFHX4	1.059
NIBP	0.948
ADAMTS19	-2.19725
ABTB2	-0.58225
TSPYL2	0.031
EIF2S3	-0.1542
SOX30	0.479
AP2A1	-0.1625
DKFZP564O0523	-0.3485
LOC285398	0.16175
CDH18	-5.108
CHL1	0.568
GATS	-0.8636
TBC1D2B	-0.0396666666666667
OR1J1	-0.014
GSN	0.310833333333333
DPCR1	0.91825
GARNL4	-1.217
SMARCA5	0.129
PLEKHG3	1.2595
ZBTB45	0.832
FRMD6	-0.2415
PLS1	2.00016666666667
DGKZ	0.452166666666667
EFNA1	2.5642
WDR85	-1.022625
ANK2	-0.5485
PAGE4	-1.5144
SENP6	0.848
AKR7A2	0.0455
FKBP10	-0.32775
VEGFC	-1.91966666666667
LARP1	-0.0328125
SRBD1	0.924
ITGB6	5.27525
SLC1A2	-1.20092307692308
INVS	-0.205833333333333
MPO	0.23425
MOBKL3	0.6839
CUTL2	-2.40942857142857
KLK2	-0.219166666666667
VIM	-1.44475
REG1B	0.0115
PCDHGC4	0.4115
C3orf34	-0.5485
SUMO3	0.935666666666667
CST9L	-1.0655
MLL4	-0.8735
SPR	1.49883333333333
SAMD9L	-0.13
ABCE1	-0.142
SUPT3H	-0.951833333333333
ACTBL1	-3.5325
ADAMTS4	1.15966666666667
SLIT3	2.8115
RHEBL1	-0.6165
NPM2	-2.26575
MAN1C1	0.634
KIAA1856	0.82075
HSPA6	1.94675
LOC388152	-1.6465
C10orf140	-2.2415
ZDHHC12	0.204
LIN7A	-1.3973
PHC2	-0.54325
SPHK1	-0.20625
TRIM26	0.43675
FAM83E	1.5925
C18orf24	-1.79416666666667
ZNF578	0.022
ORAI1	-0.29925
RUVBL1	-0.410916666666667
C7orf20	-0.224666666666667
APAF1	-2.3775
SLC36A4	-1.97766666666667
MYH11	2.7055
NEK1	0.559
MPP2	-0.333375
C12orf24	-3.55175
TNK2	0.7188125
ZNF289	0.07675
MATN3	-0.912857142857143
IFNGR2	1.36033333333333
ITPR1	0.2475
EBF3	2.0446
TBC1D20	0.2922
OR10P1	0.9865
DDAH2	0.598
SHPRH	-0.879375
STX7	0.465
LOC554248	-2.31975
BCAR1	0.58325
ATXN3	-0.195
TRIM27	-0.0295
CDC42EP2	1.6785
CHP	0.4815
SOX17	2.081
ZNF259	-0.325166666666667
CHCHD1	0.442125
ZDHHC19	0.642
GBP2	2.5245
GARNL3	-0.404
MRC2	0.699
C1orf52	-1.386
AOF2	-1.22083333333333
LRPPRC	0.5281
ACVR1C	-1.69583333333333
TM4SF18	2.2935
TMEM169	-0.511
PPP1R16A	0.75075
EBF1	-0.315833333333333
RRS1	-0.5345
SNX2	-1.13425
OR2T2	0.176
RBX1	-0.19325
ANKRD54	0.501833333333333
TSNAX	0.979666666666667
TMEM83	-1.5745
ZBTB7A	0.37925
ATM	-1.25883333333333
LOC338328	1.85033333333333
TIE1	1.4095
HIST1H3G	0.0116666666666668
PASD1	-4.15583333333333
TINAG	0.269
PCDHAC2	-0.861
LRRC15	1.2165
WBSCR17	-1.371
TFF2	2.35
PARP2	-0.2235
NDFIP2	0.770875
PCDHGB2	-0.7795
WDR60	0.13325
MAP7D2	-2.0225
USP45	-1.313
GSDML	1.3725
TNS1	0.4403
PLCD4	0.46125
IQCD	1.9185
SMPX	-3.8975
CD9	1.39016666666667
SRGN	0.11375
CASP7	0.418875
INOC1	0.305
DKFZp451M2119	-2.66428571428571
VMAC	0.556
USP53	0.0103
CAMK1G	-0.430125
TMEM106A	-0.274833333333333
CDC20	-1.573
ACSL5	-0.0985
CBWD5	-1.951875
C1orf87	-1.1856
KIAA1274	-0.42675
PRUNE2	-3.64914285714286
LYPLA2	0.293
DOK6	-1.65316666666667
GPR149	-0.804
FAM30A	2.18175
TMEM129	-0.22
SLC35B3	1.94875
ACPP	0.8426
LOC200261	-1.298
SLC4A7	-0.2164
CCDC40	1.9745
GART	-0.846375
THOP1	-1.71675
SCARB1	0.057
CACNA1F	0.60625
TRIAP1	-0.187333333333333
SYT14L	0.17
SFRS8	-1.47133333333333
PBOV1	0.3475
GOLSYN	2.39625
GJB7	-1.324
CAMK2N1	0.3725
GREM1	3.91508333333333
FLJ20433	0.91425
QPCT	-2.82275
PRKAG2	1.3925
H2AFX	-0.196375
C6orf154	2.39925
PLOD3	-1.35875
ZBTB39	-0.355833333333333
WASF3	-0.90775
DRG1	0.1635
PRR4	-0.9215
SPCS1	0.36075
KDELR3	2.15833333333333
SRP19	0.157666666666667
GABRA6	0.292
MFSD1	-0.11275
MMEL1	3.56025
PDXDC2	-1.2675
BUB1	-1.50455555555556
RNF138	-0.73775
MYLPF	-0.203666666666667
AIF1	-0.628166666666667
DYNLRB1	0.7202
HCN3	-1.581
HIST1H2AI	0.98675
MAP4K5	-0.319583333333333
LASP1	1.834875
LOC130951	0.574
PLAA	0.817
KRT6A	-0.393
C6orf117	-2.16775
ARHGAP23	0.122
PTF1A	0.156
GPHA2	-0.0785
LCE3B	0.55725
MCL1	1.19485714285714
EHBP1	-1.03666666666667
PRNP	-0.349375
ZSCAN1	0.44775
C1orf113	-1.125
FOXA3	-2.098125
NEB	0.134
ASGR1	-4.5635
CTGF	1.213
RAB17	0.979
MST101	-0.1815
JARID1B	1.581
USP37	-0.046
PTBP1	-0.325
PTPN7	-1.18333333333333
CDC7	-1.865
SNX7	-0.54075
ZNF335	0.1885
CPT2	1.3155
HEATR1	-0.300375
HSPC152	0.432
C5orf40	0.54575
PSME1	-0.254
STAG3	-1.82325
TMEM154	1.29483333333333
KLHL32	-0.356166666666667
TSGA10IP	-1.67
SUV420H2	-0.794
SF1	-1.2824
2'-PDE	0.066125
PNLIPRP2	-2.5215
TRSPAP1	-0.15325
NUP210	-1.26383333333333
ANP32C	-1.18616666666667
RAB11B	0.199833333333333
ASB15	0.5645
ITGB3BP	-1.5185
UBASH3A	-2.478
YWHAB	0.114875
TPRX1	0.314
LY6G5C	-0.0645
SLC7A2	-2.873875
CLK1	-0.8774
HSD3B7	-0.365666666666667
VDR	2.84025
C16orf74	-0.678
ACE	1.3525
PSMA2	-0.753666666666667
CCDC131	-1.436625
ZNF213	1.588
EML2	-1.61375
ALS2CR13	-0.114666666666667
GLYATL1	1.9335
DSPP	-1.369
DHFRL1	-0.335
C10orf30	-2.72866666666667
SH3RF2	0.4125
LOC197322	-0.0381666666666667
DLL3	-1.365875
TIGD7	-0.79
GFRA3	0.393
CPA1	-0.223666666666667
RTN4	-0.153833333333333
PPT2	-2.05716666666667
FASLG	1.90891666666667
FOXP4	1.280125
RPL26	0.2553
GNL3L	-2.05566666666667
FMR1NB	-0.395
CD163	7.14225
SGPP2	3.91675
GIMAP2	0.698
CD37	0.359333333333333
DPT	3.42716666666667
NBLA00301	1.23225
RGS5	0.606583333333333
C9orf4	-1.0155
ACTL8	-1.02883333333333
PRKAR2B	-2.28775
OPLAH	1.095
C20orf134	2.5665
SPACA5	0.21925
TBL1X	-0.707333333333333
TSPYL3	-0.221
CHCHD3	-0.78775
CRKRS	3.0975
GPR65	3.55675
DFFA	-0.93925
FUT1	0.7005
C6orf204	-1.57633333333333
TMEM51	0.9085
ZNF580	-0.20825
CMTM2	-0.4675
C20orf200	-1.5765
EZH1	-1.212
FDX1L	-0.510625
MRPL32	-0.37425
PCAF	-0.916
ALOX15B	1.12966666666667
CD59	1.322875
CDK9	0.918875
ERP29	-0.439
TTR	-4.872
BCMO1	0.022
DDIT4	1.0214
PTGDS	2.68775
C3orf63	0.3765
BST2	0.45225
CYP1A2	-0.752833333333333
C5orf25	-0.71575
STX1A	-0.146647058823529
OR2A12	0.0635
SH3BP5L	1.0895
SERINC5	-0.117875
USP6	-0.3592
MRPL3	0.0791666666666667
POMP	0.527625
INPP4B	-1.0645
GMPPB	1.50475
EAPP	0.4195
AHSA1	-0.309
ABCA11	-0.7265
SLC5A6	0.26025
HIVEP2	1.2825
SUMO2	-0.9015
KIAA1822L	3.5395
C11orf67	0.56625
TXK	-0.906
PHCA	0.736875
ICAM4	-2.31033333333333
FPGS	0.449166666666667
SNRPA1	-0.92525
KCNJ4	-0.5875
KIF6	0.5348
HIST1H2BG	0.183
SLC5A5	0.65125
ZNF354B	-0.0941666666666667
IL12RB2	-0.15125
C11orf76	1.0365
GAL3ST2	1.312
AIFM2	-1.269875
SYNC1	-0.613
UBL3	0.93375
PIK3CG	-2.27066666666667
NLN	0.4953
BCORL1	-0.00949999999999999
CD5L	0.877
ZNF238	1.364
KIAA1394	0.553
C16orf55	-0.3391
CYP3A7	-0.89575
KRTAP3-1	-1.8545
TFDP1	-0.0203333333333333
MND1	-2.10575
NODAL	-0.0426666666666667
GTPBP4	-0.65575
TUBGCP2	0.45825
SLITRK5	-1.502
CIC	0.37425
CD79A	1.3385
SAMD14	1.42
TNPO3	-0.566
OR10G3	0.6085
OR10G8	0.506
CCDC111	0.827
HOXC9	2.358
DCUN1D1	0.495583333333333
CYB5R1	1.94325
TSR2	0.10575
DAB2IP	1.2269
SLC6A5	0.376
RAB3D	2.136
DCUN1D4	-0.722666666666667
ERBB3	1.91075
SDC1	2.23116666666667
ATP6V1H	0.43
SYK	1.7305
ST20	-0.9
C13orf30	-0.353
WDR40A	1.17983333333333
ADMR	0.9165
LOC388335	0.52225
ACSM1	2.36
TDG	-0.630833333333333
FLJ11235	0.55825
MRPS5	-0.804166666666667
AGPAT2	1.0345
SLC12A1	1.117625
CYP27A1	-0.14225
THAP7	0.04
XPO1	-0.354833333333333
ALMS1L	-0.138666666666667
C1orf2	0.51825
ZNF777	0.489833333333333
CAMK2A	0.107
SMC1B	2.73625
IHPK2	0.3494
LEMD1	-3.3325
NKD2	-0.0403
CLU	0.817714285714286
ARMETL1	0.4685
PABPC4	-1.5615
CXCL12	1.873
TFAP2C	1.4858
TTTY8	1.4345
ABCB10	0.1346
ENDOD1	0.957166666666667
IDI1	-0.226
KCTD6	1.23566666666667
CCDC105	-0.287
ULBP2	1.378
ZDHHC5	0.679
WNT8A	-0.1505
COMMD10	0.32
KLHL12	0.54975
GPR50	0.3675
NR5A2	-0.111625
OXGR1	0.671833333333333
EHD3	0.16175
CAPRIN2	-1.91525
KLRC3	-4.091
SF3B1	-0.0850714285714286
IPO7	0.58575
ALDH1A1	-2.31366666666667
ANKRD5	1.604125
TSNARE1	1.459
DDEFL1	1.432
RNASEL	1.83966666666667
DNAH9	-0.557
HELLS	-1.23475
TNS4	2.9805
NAV1	0.00289999999999999
KIAA1409	0.18825
C20orf26	3.46
TUBG1	-1.3545
IRX2	3.64225
CNGA4	-0.287
MGC50559	1.42733333333333
OR4K17	-0.201166666666667
TM2D2	0.133333333333333
FAM32A	-0.235
TXNDC14	0.1215
CCBL1	-1.733
ANK1	-3.1131
PRSS23	-1.95825
PPM1L	-0.029
SPATA20	0.48725
APCS	-0.16075
C14orf122	-0.389333333333333
PSMB5	0.06825
C6orf10	0.1658
SETDB2	-1.01733333333333
SPNS3	-1.359
SGMS2	1.3555
MXD3	-0.468833333333333
MON2	0.1967
CARTPT	0.64525
HNF4A	-0.876333333333333
RABEP1	-0.3016
TNFRSF10B	-1.07375
USH1G	0.467
PPAP2B	-1.5545
TMEM16K	0.1495
CTDSP1	0.804666666666667
CDK5R1	-0.318666666666667
GABRR1	-0.4805
OPN1LW	0.2195
FAM98C	0.604
DBN1	0.56375
ACAD10	-0.657916666666667
QTRTD1	-0.0235
WNK3	-1.73333333333333
RPS19	-0.160875
C1QB	2.848125
OTUD5	-0.310375
SLC41A2	1.732
TMEM22	-2.59183333333333
KHSRP	-1.33825
TNFRSF11A	-0.9615
FBL	-2.06783333333333
IBTK	0.489333333333333
OXER1	1.447
CBLN4	-0.3045
GPR172B	0.850333333333333
CFTR	-1.48475
VSX1	1.4065
CAMK1D	-0.353
LOXL3	-2.42775
RTP4	-0.27025
SLFNL1	-0.30125
KIAA0828	0.221875
PAR5	-0.2405
LOC723972	-1.0805
GDI2	0.343375
CEBPA	0.2971
MLF2	0.303333333333333
AFMID	-1.47325
ALOX12B	-0.11225
BPHL	-0.032625
COX5B	-0.46975
S100A10	-0.2367
THOC6	-0.271
NHN1	-0.27775
RRP12	0.273666666666667
ARID3B	-2.179
CD3G	-3.80083333333333
KIAA0133	0.38
NAT11	-0.964
PPAT	-1.25783333333333
SIRT3	0.7692
TCERG1L	-0.047
NIPA1	-0.1653
DPP8	0.4415
IL7R	-1.0615
ZFP64	0.9245
DMAP1	-0.8279
TRMT12	1.63075
TLR4	0.518
WFIKKN2	-0.029
RAB12	-1.474
