Hybridization REF	TCGA-AN-A0XU-01A-11R-A109-07
SAPS3	-0.643083333333333
SPIN3	0.173833333333333
MAGEE2	1.676
MIS12	0.893666666666667
OR8H2	0.072
KIAA0774	-0.440166666666667
UNC5D	-2.0515
CUL7	0.130833333333333
LIPC	-3.09233333333333
DIO1	-1.81575
C20orf11	0.6054
CTRL	-0.17175
HS3ST2	2.73575
PAK4	0.932166666666667
CCRL1	2.622
RNF10	-0.336625
ZNF567	1.05825
ZNF660	0.031
TCEAL3	-0.02375
MAGOH	0.899666666666667
CENPB	0.00816666666666667
C19orf7	0.46
LOC388965	0.40575
ZCCHC13	-0.2015
JMJD1A	-0.2681
HIST1H4H	-0.877
TBRG1	-0.2574
GPC3	-4.8125
TAF1C	0.248
EBNA1BP2	-0.0361666666666667
CIAPIN1	-0.29625
PDGFRA	0.457055555555555
CSTB	0.804625
CENPI	-0.3515
GTF2E2	-0.6335
RPP21	0.16
CCNF	-0.602333333333333
KCNQ3	0.274
FAM79A	0.75025
SLC22A12	0.409
NOVA1	-1.40033333333333
FZD3	1.3449
AKAP8	0.359
SOCS5	0.5775
CFDP1	0.142
DLG5	1.411
PGM5	-0.327416666666667
C1orf144	0.06075
HDAC10	-1.053
RND2	0.556
C20orf199	-0.4025
RNMT	-0.147875
SLURP1	2.016
ASTN1	-0.53775
SH3BGR	2.695
MYCL1	0.554
ZHX1	1.55433333333333
CENPK	-2.272
FOSB	0.0837
LOC643406	0.634625
C2orf59	-0.82625
TMEM135	-0.27075
SLC27A2	-2.9825
KRT33A	2.219
OVOL1	-0.318875
PAMCI	-0.718166666666667
S100A7	-1.3105
ZNF789	-0.951
HARS2	-0.27725
RPL23A	-0.955333333333333
TCF23	0.33575
UPF3B	0.020875
C17orf78	-1.114
HLA-DOB	2.39216666666667
C14orf142	1.6195
TEKT5	0.00883333333333333
DMWD	0.281
POLD1	-0.8335
GSCL	-0.1315
CALD1	1.1381
SCRT1	0.3355
AIG1	0.80325
UNC84B	0.2745
ZNF404	-0.234
TMED6	-2.707
KIAA1462	-0.5345
LRRC27	0.3475
PYGO1	-0.1575
PIGU	-0.893333333333333
ALAS2	-3.61516666666667
WRNIP1	-0.06275
CNNM3	-0.246
ZNF2	0.55775
ST3GAL5	-1.23775
MRPL23	-0.71525
TSSK6	-0.4055
PSMA6	-0.1645
C16orf70	-0.44625
KIAA1602	0.047
ALMS1	-0.055
DCN	-0.065375
TMEM132D	-0.6455
SUCLG2	-1.04225
ABHD14A	0.02225
DEXI	-0.0518333333333333
AMPD2	-0.700166666666667
IFNAR2	0.156833333333333
CYB5A	-0.1916
TLOC1	-0.2598
NXF5	-0.4315
NRBF2	-0.29475
KCTD3	-0.18725
ITGAE	0.6845
SLC30A3	-1.35216666666667
ZRF1	-0.9265
IFRD2	-0.79975
XAB1	0.5735
PYCR2	-0.8665
SERPINB3	-4.101
TMLHE	0.0643
GEFT	-1.270875
ABCA5	-0.57325
EMR4	-0.0403333333333333
TSFM	0.175
HIST3H2BB	-0.8595
ARHGEF19	1.15175
TSPAN17	-0.454
ABCC8	-0.89275
MAP1S	0.3385
C22orf36	1.15425
BNC2	-1.29121428571429
HIST1H4A	-0.47
NDUFS3	-0.568333333333333
WDR3	-0.272833333333333
XKR4	-0.64675
TTC33	-0.105571428571429
STMN2	3.358
CPN2	-0.938
HSPC105	3.03775
PCOLCE2	-0.004
C3orf55	3.951
KLHDC9	0.930333333333333
TBC1D23	0.895875
ATXN2L	-1.02216666666667
MAP2K3	0.771666666666667
SCAP	-0.958
ZNF486	-0.953333333333333
C20orf96	-0.621
NARS	0.25125
ADAMTSL1	-1.309
PRCC	0.9105
CCDC126	1.15025
ZNF675	-1.2545
CALCOCO1	0.17925
ANKRD43	-0.7565
CWF19L2	0.406666666666667
ZBTB32	0.974333333333333
BRAF	0.75425
ODF4	0.179
MGC14376	0.543833333333333
HORMAD1	3.41916666666667
AAK1	0.123416666666667
PEBP1	-0.0249166666666667
TNFSF5IP1	-0.132833333333333
DKFZp564N2472	0.05
RMND1	0.193875
IGKV1-5	5.14625
COL1A2	1.13516666666667
SERPINA5	-3.256
AANAT	0.283
C19orf21	-1.75466666666667
GEMIN5	-0.90575
UBR4	0.351833333333333
LTBP3	0.470333333333333
AMHR2	-2.31766666666667
PROCR	0.81275
MYBBP1A	-0.03225
C20orf39	-0.118333333333333
ZNF697	-0.3705
PASK	-0.5534
ZNF776	0.478666666666667
RFXDC2	-0.466
KIAA0467	0.05875
C10orf96	-1.18075
ZNF503	-0.5415
GULP1	0.495
KCNE4	-1.51966666666667
DKFZp434K191	1.130875
LOC196913	-0.266
BHLHB4	0.655
CH25H	-0.38425
LOC81691	0.373333333333333
ALPL	0.214
COL12A1	1.2375
FOLR3	-1.18683333333333
GPR123	0.086375
TRIM62	-0.027
ABLIM1	-0.033
MAST3	-0.95675
RHBDD1	-0.439833333333333
LOC338809	0.482
RYBP	0.2895
TTC26	0.622875
ZNF22	0.3535
ISCA2	0.008
RDM1	-0.85775
PIGM	0.844
GNB3	-1.2125
ACTR2	0.5969
HMGB1	0.6231
EDG1	1.36516666666667
SOAT2	-3.5995
OR10AD1	0.0115
RAP1GDS1	-0.422416666666667
LCE1F	0.477
ESM1	-1.410375
RCN3	2.27125
CREBL1	-0.573
DBNL	-0.521
PTGER3	-0.44225
USP30	0.5725
BCL2L12	0.181666666666667
KIF26B	1.39275
ZNF416	0.48575
ZNF225	0.1795
C17orf70	0.08025
ZNF554	-0.61125
RAE1	-0.111166666666667
TNIK	1.25966666666667
ACTN3	1.269
MGC45922	0.6735
CCNA1	2.927
RYK	0.389
IL26	0.315
LRP3	0.335666666666667
QARS	-0.75675
SOX7	1.382
BID	0.15925
OR2S2	0.3465
CXCL14	-0.23
C11orf47	-1.025
MGC29891	0.66
HSPB8	0.1696
PRDM14	-1.272
NUFIP2	0.1475
MNAT1	0.14175
ZDHHC2	-0.80175
MBNL2	0.801
ADD3	0.4765
CSNK2A1P	-0.19925
KLK6	3.1625
TMEM111	-0.0566
KIAA1279	-0.07475
NUBP2	-0.162
RAB42	-0.004
ID3	0.2136
TM9SF1	0.3665
MDP-1	-0.06175
POU4F2	0.142
IQCK	1.25575
C16orf14	-0.96875
CAPN3	-1.490375
FAM43B	0.799875
RECQL	0.8575
AP1G1	0.952142857142857
CTNNBL1	0.0766666666666667
ECHDC1	2.168
SMARCC1	-2.3074
FOXQ1	-0.46675
GNAI3	0.241
POLG2	-0.81575
CD4	1.113875
ITLN1	0.1045
EBI2	2.68
IRF1	1.56475
PTPRE	1.262
PTK2B	-0.70325
NXNL2	-0.982
SOX4	1.59816666666667
TSPAN3	1.10683333333333
SH2D1A	-2.36383333333333
C8orf58	-0.447666666666667
USP20	-1.8285
DUSP22	-0.669666666666667
CALB1	-2.3355
L3MBTL2	0.626333333333333
MCRS1	-0.0865
TMEM118	-0.1715
C18orf8	0.385333333333333
FLJ10241	-0.749
GJA12	0.308
PKD1	-0.195666666666667
ZFP3	1.2405
JAM3	0.182125
LAPTM4A	0.1271
DIRC2	-0.04225
KIAA2022	1.71183333333333
MYOM1	-0.336666666666667
TRPM8	-1.5365
MOP-1	0.83975
PHKG2	0.028625
ZNF650	0.69775
KIAA1522	0.416
PSG8	-2.007
DDX19B	0.445
MOBKL1B	0.47425
DIAPH2	-0.59125
PTPN12	-0.00625
CLN8	-1.1388
CRYZL1	-0.978333333333333
CRY2	-0.589333333333333
FCGR2B	4.5855
PNPLA4	0.273875
ZNF454	1.8375
DKFZp434B1231	-0.16425
CLDN11	0.0469
RFWD2	0.582166666666667
CIB2	1.71883333333333
MXRA8	2.688
HRK	0.581
MAML2	0.909
C4orf31	-1.74575
C6orf192	2.3565
COG6	0.4765
FAM5B	-0.21
NFATC1	1.9556
SEPT10	0.77575
SCYL1	-0.8303
RPP40	-0.4515
SCOC	0.9271
KIAA1450	0.46725
CTDSPL2	-0.281
TBX5	1.01516666666667
NAPG	0.0435
RHD	-3.84025
C14orf45	0.833
ZBTB22	0.166
PLCG1	-1.21
ANKRD10	0.155
AQP7P2	-0.3605
TAGLN2	1.18383333333333
HTR2C	-1.32966666666667
SLC16A7	-1.52433333333333
C17orf83	0.244
TSGA14	-0.22075
MDH1	0.19875
PPP3R2	0.280333333333333
DCBLD2	-0.534571428571429
RBM33	-0.019125
DPH3	-0.82275
SYT10	-1.34516666666667
FMO4	1.40975
THYN1	0.0485
DRD5	-0.942
OTOR	0.014375
PGRMC2	0.5027
KATNAL1	0.048875
PAQR6	0.0425
UBE2I	-0.23675
C14orf28	0.2665
C8orf70	0.618
FLYWCH1	-0.91125
ANGPTL3	-0.763
GLRX2	-0.222
ATP11A	0.935142857142857
ARL5B	1.60575
MUC16	-0.61175
SLC25A5	-0.000285714285714285
ACRC	-0.25675
MYO1C	-0.573625
FAM89B	0.522333333333333
FAS	1.551
KIFAP3	1.4315
GLRA2	0.3675
BTN3A2	1.5144
CNKSR3	0.5565
CSTF3	0.307333333333333
ARPM1	2.164
KIAA1530	-1.058
C9orf150	1.42766666666667
PRKCI	0.1255
tcag7.1015	0.21
SOD3	0.155
ZNF574	0.71925
CYP21A2	0.34525
RPL12	-0.474
COMMD2	0.69625
WIZ	0.6705
LOC344405	-0.2815
ALDH4A1	-1.49029411764706
CRYAB	4.506
COPA	0.7983
PCDHGA7	0.4615
KIF11	0.0109166666666667
RASD2	-0.143625
SLC26A3	-0.5695
ZNF175	-0.3615
JAKMIP2	-0.101625
C8orf4	-0.4735
PTHLH	0.755
SLC40A1	0.45525
OR7D4	0.0535
PCDHB17	2.996
CD36	1.52721428571429
C6orf203	1.1606
PRKG2	-0.37
LOC400566	0.6085
ANAPC13	0.554
SLCO3A1	-0.4355
ZNF692	-1.477
FANCL	-0.043
SH3GLB1	0.312
C12orf61	0.0465
KBTBD6	0.87075
SUPT5H	0.908125
XRCC6	0.4156
HUS1B	-0.6958
FAM133B	-0.380428571428571
LOC728276	-0.2485
KCTD18	0.4655
SOS2	0.905833333333333
CCDC99	-0.97
C1QTNF5	3.364
NNAT	-0.215333333333333
USP16	0.6605
LARS	-1.262875
ZBTB2	0.4895
ABO	-0.116833333333333
TRAF3	-0.31625
GALNT5	-2.566
NAP5	-1.253375
ALG14	0.0581666666666667
KIAA0515	-0.331269230769231
WDR75	0.250333333333333
TEX261	0.58725
LY86	0.3125
LOC389072	0.8915
FLJ13611	-0.15475
MRGPRX2	0.1165
SNRPA	-0.75025
OR2G2	0.229
GPRASP2	0.7415
C7orf42	-0.0792
C9orf163	-0.7415
CYP11B2	0.4395
FCRL3	0.7415
PRDX1	1.18325
FGB	-5.00833333333333
COX17	0.107666666666667
C16orf33	-0.395
PIWIL1	0.2025
FOLR1	-0.762166666666667
KIAA0082	-0.455
FREQ	-0.0221666666666667
TMCC2	-0.4565
TCF12	-0.309416666666667
ZNF721	-0.3555
FAM130A2	1.57775
POU4F1	2.004
SNRPF	-0.36425
SGIP1	0.677166666666667
ZNF641	1.51433333333333
EMG1	0.123875
PRRG4	1.776
HIRA	-2.8135
MYNN	0.605
AEBP2	0.2075
TBXA2R	-0.361166666666667
ISL2	-1.1655
PCDHB11	1.528
RNF144A	-0.221
MARCH5	0.87175
DULLARD	-0.488166666666667
DCLRE1B	0.144
ITGA8	-0.30275
TP73	-0.1805
PRKCD	0.954
NDUFB4	0.37225
ATP13A4	0.27925
ANTXR2	-1.34916666666667
COL4A3	-0.349833333333333
MYO10	0.6876
SLC6A18	0.26525
PEX1	-0.71
TMEM74	-0.5195
RBM19	-1.189
TAPBP	0.5185
RUNX1	1.06875
MID1	1.13733333333333
GPR64	-0.853
RASEF	0.557
GABRG1	-0.211125
MYO16	-1.26825
DBF4	-1.61183333333333
TSHZ2	3.2515
RIPK2	1.239375
PPTC7	0.745166666666667
KIF4B	-0.139
LRRC31	-0.07525
ZNF540	0.8235
EFNB3	0.199333333333333
LOH12CR1	0.02575
STON2	0.658
GLP1R	0.4615
CSTF2T	-0.331375
IREB2	0.21375
GRSF1	-0.34625
PDCD7	-0.943833333333333
LRRC43	0.567
CNR1	-0.501
IL1F7	-0.1745
C12orf64	-0.0385
FAM69B	-1.3685
NR2E1	-1.19716666666667
MS4A6A	1.904
FTL	-0.0382
C7orf36	0.3195
PCLO	0.2
DYRK2	0.495666666666667
ARIH2	-0.6575
SAMD7	0.7335
SCNN1D	-0.9385
SLC32A1	-0.90475
C22orf25	-1.04233333333333
MRPS18A	0.6078
GPR112	0.032
EARS2	-1.10725
ERN2	0.286
ATPBD3	0.3355
PRH2	-0.3105
CDKN2D	-0.178833333333333
PGLYRP2	-0.815
TRIM40	0.5285
SEC14L3	0.0555
SLC22A1	0.46275
BTN2A3	0.16125
RASA4	-0.57375
CCNL2	-1.66325
MYBPC3	0.5395
GJA4	1.495
CDC42SE1	1.3305
TRPV2	-1.166
MYPN	-3.42
SIM1	0.244
CDADC1	0.1545
ZFHX4	2.22075
NIBP	0.0568333333333333
ADAMTS19	-2.77725
ABTB2	0.69925
TSPYL2	0.434
EIF2S3	-1.4992
SOX30	0.48
AP2A1	-0.5615
DKFZP564O0523	-0.663
LOC285398	-0.07875
CDH18	-4.14075
CHL1	0.13025
GATS	-0.7185
TBC1D2B	0.9295
OR1J1	-0.0575
GSN	0.802333333333333
DPCR1	0.346125
GARNL4	-0.039
SMARCA5	0.62825
PLEKHG3	0.778333333333333
ZBTB45	-0.078
FRMD6	-0.5735
PLS1	-0.257166666666667
DGKZ	-0.359666666666667
EFNA1	2.3887
WDR85	-0.752875
ANK2	-0.4615
PAGE4	-0.693333333333333
SENP6	0.353
AKR7A2	-0.185166666666667
FKBP10	-2.3535
VEGFC	-2.8525
LARP1	-0.6496875
SRBD1	0.1525
ITGB6	3.185
SLC1A2	-1.07335714285714
INVS	-0.6865
MPO	-0.000749999999999987
MOBKL3	0.561
CUTL2	-1.740875
KLK2	-0.0116666666666667
VIM	0.097
REG1B	-0.126666666666667
PCDHGC4	0.42225
C3orf34	0.0178333333333333
SUMO3	0.243
CST9L	-1.01075
MLL4	0.145
SPR	-0.295
SAMD9L	0.49325
ABCE1	0.5755
SUPT3H	-0.6215
ACTBL1	0.3765
ADAMTS4	1.4035
SLIT3	1.9535
RHEBL1	-0.11025
NPM2	0.13075
MAN1C1	-0.7595
KIAA1856	0.549833333333333
HSPA6	3.186
LOC388152	-0.026
C10orf140	-0.30875
ZDHHC12	-0.897
LIN7A	-1.8111
PHC2	-0.101083333333333
SPHK1	2.323
TRIM26	0.9861875
FAM83E	0.4235
C18orf24	-0.608666666666667
ZNF578	0.243833333333333
ORAI1	-0.73475
RUVBL1	-0.107833333333333
C7orf20	-0.565333333333333
APAF1	-1.0755
SLC36A4	0.562666666666667
MYH11	1.985
NEK1	1.1878
MPP2	-0.84775
C12orf24	-1.542
TNK2	0.3873125
ZNF289	-1.471
MATN3	-2.62628571428571
IFNGR2	0.831
ITPR1	1.000125
EBF3	0.5035
TBC1D20	0.0511
OR10P1	0.2915
DDAH2	1.31825
SHPRH	0.268875
STX7	1.5045
LOC554248	-1.12775
BCAR1	0.4745
ATXN3	0.272166666666667
TRIM27	0.6745
CDC42EP2	-0.455
CHP	-0.0452857142857143
SOX17	1.27075
ZNF259	0.452333333333333
CHCHD1	-0.03375
ZDHHC19	0.2645
GBP2	2.286
GARNL3	-0.684
MRC2	0.509
C1orf52	-0.98975
AOF2	-0.776166666666667
LRPPRC	0.2832
ACVR1C	0.197833333333333
TM4SF18	3.4065
TMEM169	0.213166666666667
PPP1R16A	0.164625
EBF1	-1.13266666666667
RRS1	0.186
SNX2	-0.736
OR2T2	0.907
RBX1	0.39025
ANKRD54	0.791166666666667
TSNAX	-0.0251666666666667
TMEM83	-1.94475
ZBTB7A	-0.58575
ATM	-1.0095
LOC338328	0.251
TIE1	0.145833333333333
HIST1H3G	0.349166666666667
PASD1	-4.29516666666667
TINAG	0.37325
PCDHAC2	0.029
LRRC15	-0.899125
WBSCR17	-0.32525
TFF2	5.422
PARP2	0.25675
NDFIP2	-0.159
PCDHGB2	0.799
WDR60	-0.2475
MAP7D2	-0.2341
USP45	-0.253
GSDML	-0.75
TNS1	1.6983
PLCD4	1.67825
IQCD	0.3
SMPX	0.30625
CD9	1.573
SRGN	1.30225
CASP7	0.822375
INOC1	-0.530666666666667
DKFZp451M2119	-1.106625
VMAC	-0.2
USP53	-0.9908
CAMK1G	-0.37225
TMEM106A	0.0818333333333333
CDC20	0.1137
ACSL5	1.03583333333333
CBWD5	-0.78025
C1orf87	-0.641833333333333
KIAA1274	-0.1135
PRUNE2	0.816785714285714
LYPLA2	-0.6565
DOK6	-3.2965
GPR149	-0.07175
FAM30A	4.34175
TMEM129	-0.745
SLC35B3	0.6025
ACPP	-0.6483
LOC200261	-1.058
SLC4A7	-0.6983
CCDC40	0.953
GART	-0.398
THOP1	-1.89375
SCARB1	-0.663625
CACNA1F	-0.195
TRIAP1	-0.014
SYT14L	0.2695
SFRS8	-0.694833333333333
PBOV1	0.167
GOLSYN	1.12375
GJB7	-0.2905
CAMK2N1	0.606583333333333
GREM1	3.048
FLJ20433	-0.25175
QPCT	-0.191
PRKAG2	1.65583333333333
H2AFX	-0.271375
C6orf154	-0.00425
PLOD3	-0.8345
ZBTB39	0.255166666666667
WASF3	0.05975
DRG1	0.32125
PRR4	3.838
SPCS1	-0.748
KDELR3	1.33333333333333
SRP19	-0.1575
GABRA6	0.3205
MFSD1	0.76525
MMEL1	1.475
PDXDC2	0.3092
BUB1	-1.07111111111111
RNF138	-0.1155
MYLPF	-0.355666666666667
AIF1	0.755666666666667
DYNLRB1	-0.1114
HCN3	-1.534
HIST1H2AI	-0.57075
MAP4K5	1.26925
LASP1	-0.35375
LOC130951	0.044
PLAA	0.37375
KRT6A	4.165
C6orf117	-1.430875
ARHGAP23	-0.028
PTF1A	0.389
GPHA2	-0.168
LCE3B	0.26425
MCL1	0.687642857142857
EHBP1	0.388166666666667
PRNP	0.045375
ZSCAN1	0.08525
C1orf113	-0.507666666666667
FOXA3	-1.00775
NEB	-0.37925
ASGR1	-4.27866666666667
CTGF	2.65133333333333
RAB17	0.2045
MST101	-0.77
JARID1B	0.0507
USP37	0.8081
PTBP1	-0.645333333333333
PTPN7	-0.125
CDC7	-0.269833333333333
SNX7	1.39425
ZNF335	0.03375
CPT2	-0.0465
HEATR1	-0.220625
HSPC152	-0.926875
C5orf40	0.195
PSME1	0.1765
STAG3	-0.34025
TMEM154	1.569
KLHL32	-0.259166666666667
TSGA10IP	-1.2405
SUV420H2	-0.8585
SF1	-1.0919
2'-PDE	-0.19125
PNLIPRP2	-1.3825
TRSPAP1	0.0991666666666667
NUP210	-0.687333333333333
ANP32C	-1.81533333333333
RAB11B	0.628
ASB15	0.702
ITGB3BP	-0.898
UBASH3A	-0.56175
YWHAB	0.247875
TPRX1	0.29325
LY6G5C	-0.067625
SLC7A2	-2.47225
CLK1	0.3851
HSD3B7	-0.5575
VDR	3.20025
C16orf74	1.8715
ACE	0.341
PSMA2	-0.546
CCDC131	-0.762125
ZNF213	0.678666666666667
EML2	-0.21225
ALS2CR13	-0.303333333333333
GLYATL1	0.83875
DSPP	0.1175
DHFRL1	-0.646375
C10orf30	0.710833333333333
SH3RF2	0.751833333333333
LOC197322	0.105166666666667
DLL3	0.0775
TIGD7	1.08775
GFRA3	1.581
CPA1	-0.053
RTN4	0.365166666666667
PPT2	-2.04616666666667
FASLG	3.94366666666667
FOXP4	0.59425
RPL26	-0.7574
GNL3L	-1.35283333333333
FMR1NB	-0.114166666666667
CD163	7.24425
SGPP2	1.71075
GIMAP2	0.301
CD37	0.545666666666667
DPT	3.0635
NBLA00301	0.89825
RGS5	-0.666
C9orf4	-0.0265
ACTL8	-2.48966666666667
PRKAR2B	-0.846375
OPLAH	0.108666666666667
C20orf134	0.90125
SPACA5	0.139
TBL1X	-0.92
TSPYL3	0.0945
CHCHD3	-0.4945
CRKRS	0.539833333333333
GPR65	3.80525
DFFA	-1.0765
FUT1	1.1445
C6orf204	0.322666666666667
TMEM51	-0.14625
ZNF580	0.3035
CMTM2	-0.175
C20orf200	-0.798
EZH1	-1.18083333333333
FDX1L	0.085
MRPL32	-0.24875
PCAF	-1.3129
ALOX15B	1.63633333333333
CD59	2.36079166666667
CDK9	-0.059125
ERP29	-1.39833333333333
TTR	-5.89025
BCMO1	2.452
DDIT4	-0.6086
PTGDS	1.667
C3orf63	-0.794166666666667
BST2	0.43425
CYP1A2	-0.351333333333333
C5orf25	-0.4245
STX1A	-1.03035294117647
OR2A12	0.3405
SH3BP5L	0.19675
SERINC5	0.110125
USP6	0.1057
MRPL3	0.292833333333333
POMP	0.472
INPP4B	-1.779375
GMPPB	0.5405
EAPP	0.06
AHSA1	0.04825
ABCA11	-0.73
SLC5A6	-0.691
HIVEP2	1.166
SUMO2	0.225625
KIAA1822L	-0.0776666666666667
C11orf67	1.27925
TXK	0.199625
PHCA	0.116125
ICAM4	-2.49066666666667
FPGS	-0.177833333333333
SNRPA1	-0.032
KCNJ4	-0.67775
KIF6	-1.1836
HIST1H2BG	-1.27383333333333
SLC5A5	0.363
ZNF354B	-0.177333333333333
IL12RB2	4.091
C11orf76	-0.026
GAL3ST2	-0.0555
AIFM2	-0.34375
SYNC1	-1.204875
UBL3	0.119625
PIK3CG	-1.51483333333333
NLN	-0.1631
BCORL1	0.061
CD5L	-0.39275
ZNF238	-0.605666666666667
KIAA1394	-0.41625
C16orf55	0.6177
CYP3A7	-1.3035
KRTAP3-1	-2.069
TFDP1	0.772166666666667
MND1	-1.204
NODAL	-0.159166666666667
GTPBP4	0.33275
TUBGCP2	0.00300000000000001
SLITRK5	-3.06575
CIC	0.5225
CD79A	1.344
SAMD14	0.477833333333333
TNPO3	-0.178
OR10G3	0.492
OR10G8	0.088
CCDC111	-0.1725
HOXC9	1.50075
DCUN1D1	0.651833333333333
CYB5R1	-0.32525
TSR2	0.266
DAB2IP	0.071
SLC6A5	0.065
RAB3D	0.85975
DCUN1D4	-0.130666666666667
ERBB3	0.133166666666667
SDC1	0.702833333333333
ATP6V1H	-0.178333333333333
SYK	1.756
ST20	0.31575
C13orf30	0.222
WDR40A	-0.426666666666667
ADMR	0.1105
LOC388335	1.96125
ACSM1	-0.4045
TDG	0.489666666666667
FLJ11235	0.581
MRPS5	-0.0686666666666667
AGPAT2	-0.784166666666667
SLC12A1	0.40225
CYP27A1	0.48675
THAP7	-0.0715
XPO1	0.0278333333333333
ALMS1L	0.0601666666666666
C1orf2	0.506875
ZNF777	0.179333333333333
CAMK2A	0.1235
SMC1B	3.6135
IHPK2	0.0876666666666667
LEMD1	0.5175
NKD2	-0.7284
CLU	1.56014285714286
ARMETL1	0.7055
PABPC4	-1.19025
CXCL12	0.700833333333333
TFAP2C	1.0731
TTTY8	0.172
ABCB10	-0.7263
ENDOD1	1.33566666666667
IDI1	-0.8895
KCTD6	-1.01683333333333
CCDC105	0.7865
ULBP2	1.1245
ZDHHC5	0.163
WNT8A	-0.106
COMMD10	-0.59675
KLHL12	-0.539125
GPR50	0.134
NR5A2	-0.230625
OXGR1	3.9415
EHD3	-0.18675
CAPRIN2	-0.630625
KLRC3	-2.07
SF3B1	0.7345
IPO7	-0.32075
ALDH1A1	-1.971
ANKRD5	0.704375
TSNARE1	0.195
DDEFL1	1.05575
RNASEL	0.2555
DNAH9	-0.8725
HELLS	-0.17975
TNS4	1.5095
NAV1	-0.6468
KIAA1409	0.074
C20orf26	0.966166666666667
TUBG1	-1.502
IRX2	1.92975
CNGA4	-0.27
MGC50559	0.231
OR4K17	0.106166666666667
TM2D2	0.225
FAM32A	0.301
TXNDC14	-0.6695
CCBL1	-1.6925
ANK1	-2.3391
PRSS23	-2.691375
PPM1L	0.1105
SPATA20	-2.01025
APCS	0.127
C14orf122	-0.0491666666666667
PSMB5	0.297625
C6orf10	0.1105
SETDB2	-0.386333333333333
SPNS3	-1.1985
SGMS2	1.46
MXD3	-0.584166666666667
MON2	0.2458
CARTPT	0.5
HNF4A	-0.933833333333333
RABEP1	-0.0659
TNFRSF10B	-1.234625
USH1G	0.1005
PPAP2B	-2.176
TMEM16K	-1.124
CTDSP1	0.433833333333333
CDK5R1	-0.038
GABRR1	-0.3465
OPN1LW	0.124
FAM98C	-0.004625
DBN1	0.28775
ACAD10	-0.81175
QTRTD1	-0.143
WNK3	0.00866666666666667
RPS19	0.280375
C1QB	3.328875
OTUD5	-0.518
SLC41A2	1.98583333333333
TMEM22	-0.793666666666667
KHSRP	-0.797083333333333
TNFRSF11A	0.2145
FBL	-0.114666666666667
IBTK	-0.0811666666666667
OXER1	0.1275
CBLN4	-0.49575
GPR172B	2.64866666666667
CFTR	-0.7685
VSX1	2.014
CAMK1D	2.27075
LOXL3	-1.07825
RTP4	1.6375
SLFNL1	0.193
KIAA0828	-0.7575
PAR5	-0.2555
LOC723972	-1.8685
GDI2	1.073875
CEBPA	0.3052
MLF2	0.134666666666667
AFMID	-0.77125
ALOX12B	0.31575
BPHL	-0.716625
COX5B	0.1845
S100A10	1.5156
THOC6	-0.10775
NHN1	1.249
RRP12	-0.0055
ARID3B	-1.85525
CD3G	-1.017
KIAA0133	0.3345
NAT11	-1.5365
PPAT	-0.325833333333333
SIRT3	-0.5914
TCERG1L	-2.0205
NIPA1	-0.0986
DPP8	-0.6665
IL7R	-0.442666666666667
ZFP64	0.383916666666667
DMAP1	-0.0105
TRMT12	1.425
TLR4	1.1062
WFIKKN2	0.72875
RAB12	-0.4945
DDX51	-1.07533333333333
KIAA1086	-2.66475
ZNF295	-0.5
ACVR2B	-1.99192857142857
LOC494150	-0.776375
ZNF517	-0.55
DNASE1L2	-1.087
SUFU	0.288333333333333
LOC283677	0.11
LMO3	-0.528333333333333
PPP2R5D	-0.434833333333333
ZNF587	0.2381
HIST4H4	-0.22975
CYP2C8	0.1455
C1orf80	0.455666666666667
DOCK5	0.101166666666667
C9orf24	1.716
OR5AR1	-0.0795
C11orf24	-0.658
UNQ1940	-0.682
CAP2	1.558
TIMM44	-0.05425
DSEL	-2.0594
ROM1	0.8665
FBXO4	-0.043125
MYLC2PL	-1.565
MLH3	0.9529
NOX1	0.3085
DPEP2	1.13375
DNAJB5	-0.2765
RLTPR	-0.023
MBIP	-0.0675
COPB1	-0.1685
SFTPA1B	-0.126
C10orf4	0.2897
PRELID1	-0.42725
NOLA1	-0.051
C19orf24	-0.2925
TLR9	-0.9635
HLA-DMA	4.17033333333333
HCRP1	-1.4895
GPR137	-0.531166666666667
ITGA11	-1.19483333333333
PHF13	-0.2855
MARK4	0.0541666666666667
METTL4	-0.04975
MBD3	-0.92
LOC134145	-0.680875
FGF3	0.34475
SLC35A3	0.162375
CLEC16A	-0.2445
AMOTL1	-0.461333333333333
FLJ31438	-0.78525
PAICS	-0.59575
TOMM40L	0.509333333333333
MMD	-1.16725
KLK10	1.3069
NIT2	0.0211666666666667
SERPINB10	-0.331
KLF15	-1.0646
CCDC5	-0.2665
WSB2	-0.295375
ME3	1.094125
CACYBP	-0.693333333333333
TCTN2	-0.338
JAK1	0.108
C2orf25	0.55975
GPD2	1.64725
FBXL11	0.151166666666667
CDV3	0.48875
GALNT11	1.458125
NDUFA12L	-1.299
FLOT1	-0.382
TOR1AIP2	0.63125
MMP25	0.99075
C1orf164	-0.1661
CHST5	-0.1285
LYRM4	-0.77725
GPER	-1.01475
HIPK2	0.886166666666667
DAP	1.1173
ZMIZ1	0.663
DDX58	1.03425
DCC1	0.26675
AKT1	-0.22525
ENPP6	2.7725
ERVWE1	-0.5515
CDC34	-0.652
RNF125	-2.61225
CASC1	1.5045
SHROOM2	0.36625
RRM2B	0.4175
COL6A3	0.644
TMEFF1	-1.087
PLEKHA4	1.6369
LYSMD1	0.748833333333333
SEPT1	-0.703
