Hybridization REF	TCGA-A7-A0CD-01A-11R-A00Z-07
EIF3D	0.6613
SIX2	-0.3865
HPS1	0.129214285714286
RNF7	0.2825
PSKH2	0.0725
KCTD13	-0.0841666666666667
CSMD3	-0.319777777777778
FBF1	-0.148
IL8	-6.30425
SERPINB13	0.458545454545455
FBXL20	0.2805
BLR1	0.6705
SH2B1	-0.0648333333333333
RFNG	0.299875
RAB20	-1.86183333333333
RBM7	0.02
POLR1A	-0.292833333333333
TMPRSS4	-0.31275
TAF9	-0.385
TERF2	-0.202833333333333
TNFRSF1A	0.426666666666667
ACADVL	-1.36733333333333
GTF2H5	0.00275
EDG8	-0.516833333333333
C9orf140	-1.617875
UST6	0.421
ZBTB8OS	-1.221
ZNF710	0.145
GPR174	-1.833
ATP6V0A2	-0.76675
KIAA0319L	0.815833333333333
XKRX	0.845
DOPEY2	-1.2814
SDHD	-0.29725
SUMF1	2.90075
OSM	1.41775
OPN3	-2.94725
DAGLB	-0.694666666666667
PPFIBP1	0.8899
TRIM63	-3.897
C10orf53	-1.049
LYPD3	3.00083333333333
BCL7A	0.273
AGER	-1.68566666666667
TCF19	-0.407125
SAT2	-0.17425
PFTK1	-0.473166666666667
GABRE	-3.437125
C15orf38	0.4961
FIS1	-0.6875
KCNV2	-0.1485
CLPS	0.403
PPCDC	-0.794375
FOXN2	-0.438833333333333
NT5E	-3.5138
CD83	0.23075
IL18	-0.319625
VPS16	0.36325
IGFBP2	-0.252
NOTCH2	0.5065
SIGLEC1	2.345625
CD93	5.436
SULF2	-1.23725
CEP164	0.157375
P53AIP1	-0.2072
TOR2A	-0.056
ZNF136	0.78175
MGP	2.8945
CCDC144A	0.446
TRPC1	-1.84933333333333
SMS	-1.00566666666667
MAPK7	-0.8795
RRAGC	0.43
PARD6A	0.254333333333333
NUB1	0.494
SYNGR4	-0.13
OR11H12	0.4005
WIF1	0.259142857142857
GCH1	-0.136
OR11H4	-0.066
SLC44A5	0.047
GPRIN2	-0.8515
LOC401431	-0.5745
CPA4	-3.23
MELK	-2.86722222222222
IL15RA	-0.46625
CUL3	0.63775
HMBOX1	0.715
PODXL	-1.80075
CCT6B	1.45883333333333
COMTD1	-0.36575
MUC20	-0.379333333333333
GPX2	-3.61625
ITK	-2.72225
FBXL5	2.0695
C13orf27	-2.12425
DEFA5	0.5565
TRHDE	0.231
MTP18	0.5505
UQCRQ	-0.0836
ITGB2	0.658166666666667
CSRP2BP	0.90425
TAS2R44	0.6125
PHPT1	-0.348875
FAM44C	1.50075
ERH	0.60875
MPHOSPH1	-1.287
MORC1	-1.3665
PARVB	-0.80375
LAMA1	-2.5395
PGBD3	0.56575
GIMAP6	3.5645
AREG	-4.518
LIPT1	0.4945
MGC99813	-1.5725
C1orf201	0.756666666666667
GRIN2A	-0.764444444444444
MAN2C1	-1.143
NSUN5	-1.01225
SF3B5	-0.37875
MYC	-0.1361875
NRXN1	-0.7182
ZNF18	0.121
SPDYA	-0.2895
SLC37A1	0.7785
DECR2	-0.0085
ANKRD38	0.492857142857143
SPTLC3	-0.506833333333333
SUPT16H	-0.39075
DTWD2	0.474
ULBP1	0.369
ZADH1	1.10216666666667
OIP5	-2.579
IL10RB	0.0195
OTUB2	-0.314875
VWA3A	0.392833333333333
SPIC	-0.34
OR6C4	0.735
PSCD4	0.363333333333333
DPY19L2P2	0.2225
TRAPPC6A	0.549166666666667
C21orf2	-0.292833333333333
CEMP1	-0.34275
LIN7B	-0.207
E2F7	-1.55816666666667
VCP	-0.3071875
LAMA3	2.96975
BGN	1.8
GPR160	1.78716666666667
COCH	-5.1605
GPR81	2.044
APOBEC3F	-2.19475
tcag7.1017	-0.781
C1orf32	0.103
SCGB1D2	4.74325
FLJ43987	-0.407
C6orf170	0.4165
KLK9	0.4245
GPD1L	1.515625
VPS37B	-0.307
ATG3	-0.142333333333333
ADAMTS17	-0.2285
KLHDC2	0.554666666666667
NDUFV2	0.037
BLK	-2.5345
MATN4	-1.974
GPM6A	3.370625
GBP4	3.52116666666667
TMEM162	0.164166666666667
PKP2	1.6305
HRASLS	-3.50011111111111
MMP1	-4.4765
SFXN3	-0.1932
FSD1	-1.96916666666667
ST6GALNAC3	-1.40766666666667
CA12	3.4387
NCOA6	0.56275
C19orf58	-0.2381
PPP4R1	0.704333333333333
MAN1A2	0.425333333333333
IKBKAP	-1.10575
UPF1	0.233833333333333
KIAA1219	1.035
WNT16	0.894833333333333
SNW1	-0.37825
IL18RAP	1.20575
RPP30	-0.616
CDC40	-0.657857142857143
SETD3	0.1015
SLAMF6	-0.54925
ELK4	-0.545
TRIM47	0.884833333333333
ACOX3	1.802625
TRIM6	0.78625
KIAA0372	0.0651666666666667
TP53AP1	0.4225
SMURF2	-0.08525
ADAD1	0.66375
EBP	-0.2458
KRTAP13-2	0.072
FLJ36874	-0.8145
TOR1A	-0.66
P2RY4	0.97
GPBP1	0.46025
TRPV1	-0.49775
ADAMTS12	-0.1936
PES1	0.3751
ATG4A	0.501833333333333
MAGEA10	-4.5445
WFS1	2.0355
CC2D1B	-0.1192
PABPN1	-0.347375
SLC25A30	-0.15025
SLCO1C1	0.234
SLC22A5	2.73225
KIF23	-2.30966666666667
SYN2	-0.549166666666667
ASPN	7.13583333333333
CENTG2	1.217
QSOX2	-2.3723
FLJ10815	0.315166666666667
STK24	-0.40025
SPEG	-0.4372
STK10	0.0251666666666667
DACT2	-4.23
AAAS	-0.736
SSX3	-1.45325
ABCD3	1.6578
C4orf12	-0.290125
PARVG	-0.156666666666667
FIG4	0.8425
C9orf46	0.38075
TMCO6	-0.7015
IGHMBP2	-0.222
DUS2L	-0.596166666666667
FAM3C	-0.876625
TMEM16D	-2.742125
DCTN4	1.12775
KCNH3	-0.57625
EIF2AK2	1.03925
AP1S3	-0.33675
CST4	2.3915
PAM	-0.34525
NUTF2	-0.72275
CITED2	0.8413
SLC39A4	-0.378
C2orf52	-1.065
GRM3	0.5665
C12orf49	0.98275
CCDC49	0.7127
GRAMD1B	-2.20214285714286
FNDC4	-0.96475
SIAH2	1.427625
GDPD4	0.08775
C21orf87	0.489375
ATP5A1	-0.187
C16orf63	-0.654875
LOC388135	-0.7196
ATP5J2	-1.42125
MMP3	-4.12675
EMID2	0.264333333333333
CRHR1	0.2575
WDR70	-0.29
C13orf31	0.6665
ZFAND1	-0.05775
CCL18	0.945666666666667
C3orf49	0.1085
RINT1	-1.4035
KIAA0408	-1.89783333333333
F13A1	4.3323
SLC10A1	-0.0683333333333333
OGN	1.10175
GIPC2	-2.20183333333333
XPO6	-0.3185
LCE1A	0.0655
FMR1	0.9376
LOC374920	-0.09325
DUSP3	0.773625
ANKMY1	-0.4515
C7orf50	-0.90025
BBS9	-0.8931
UNC119B	0.1055
C9orf72	-0.136625
MGC35440	-0.525333333333333
ENTPD6	0.878375
PPP1R2P9	0.2085
ERCC4	0.3575
FAHD2B	-0.4955
HMHA1	-0.7935
HACL1	0.4665
RAD23A	0.0425
FAM83B	0.5515
PPP5C	-0.763666666666667
RNASEH2C	-0.180875
C9orf153	-0.71075
SCAMP4	0.74475
GHITM	0.2938
NDUFB7	0.791375
ADCYAP1	-0.804666666666667
SP110	1.91416666666667
MAP3K7IP2	-0.22925
DHH	0.2735
AGRN	0.4755
WDR33	0.198166666666667
CEP290	1.381
PRPS1L1	-1.812
KLRA1	0.246
GPR97	-0.577
CHD7	-3.18458333333333
TLR10	0.27025
SLC30A8	-1.2015
HIC1	0.810666666666667
IAPP	0.3595
RXFP4	0.392
GP1BB	0.67025
SHQ1	0.2445
NKX2-3	0.0733333333333333
API5	0.059
FTHP1	-0.035
MOV10L1	1.10466666666667
TRIM6-TRIM34	2.65133333333333
ADHFE1	0.10275
FAM117A	-0.225
DDI1	-0.091
CDON	0.959166666666667
TRIM73	-0.0760000000000001
IGKC	3.41
MMP14	-0.708166666666667
DYNC1LI1	-0.876875
C11orf66	-0.22275
TRBV3-1	-1.322
FASTKD5	0.556
BIVM	-1.6455
LHX4	0.31025
CXCL2	-2.5257
RAB2B	-1.08233333333333
IZUMO1	-0.293
MAP3K15	-1.737
FAM19A2	-0.0826666666666667
ZC3H8	-0.521
ZMAT1	1.3515
SPINK5L3	-2.15125
SLC10A6	0.8105
APPL2	0.349375
CARD10	0.883
LOC402176	-0.53775
EEF1D	0.8299
RAB6A	0.514
C12orf5	-1.127625
PAPOLG	-0.137
MSRB2	0.698
BCR	0.894
PUS3	0.10125
TIAM2	-0.76725
ZNF317	0.305833333333333
CHD2	0.268142857142857
FZD5	0.173227272727273
NUDT8	-1.6055
ZNF763	0.447
PRC1	-1.62655555555556
ABCB9	0.661166666666667
SPATA3	0.547
TRAK2	0.126125
STAB1	3.04775
LRRTM2	-0.169
psiTPTE22	1.1135
DBI	0.5655
SERPINA11	-0.797
NAT5	0.91325
C20orf58	-2.23975
RPS6KA4	-0.132833333333333
FLJ90650	-0.46325
TGFBRAP1	0.4305
CHRDL2	-1.87425
FAHD2A	-0.8615
CNTN1	0.20875
BBS4	0.2105
TMEM181	-0.2985
MINPP1	0.0445
MPHOSPH6	-1.52581818181818
HOXC10	-1.6077
ITPKB	0.80625
CLPTM1L	0.016625
MEOX2	-0.762333333333333
ATP6V0C	0.433375
PRPF8	-0.646333333333333
TMC5	3.1425
FKBP3	-0.769
PLEKHB2	0.1085
OR4D6	0.2035
ZNF544	0.1971
D2HGDH	-0.18825
RPL18A	-0.6605
HEL308	-0.501625
MPP6	-3.1365
TCERG1	-1.1665
KRT16	-0.2665
KLF17	-0.9835
KLF5	-2.2795
CDR1	1.9905
VCX3A	-5.3915
FBLN2	0.9975
C14orf104	-0.431
HBE1	-4.5906
OR4S2	2.0455
C1orf108	-0.635
ROBO4	3.54216666666667
CPEB4	2.22275
C11orf80	-0.7865
BCKDHA	0.339166666666667
MYOC	-0.31725
GIF	0.343
CKMT1A	0.7685
RPL3	0.9743
THBS1	3.2645
APOO	-0.22975
ARMCX1	1.663
HSZFP36	0.93675
SNAPC5	-0.1235
EIF4ENIF1	1.3745
ZNF433	0.3555
TNFRSF21	-1.96275
TMPRSS7	0.2275
SPATA18	0.4678
HPDL	-2.4345
MKL2	1.5047
TBX3	2.88230769230769
C21orf93	0.101333333333333
DAXX	1.1725
ELMO1	-0.197375
RGS13	2.40533333333333
TAF11	-0.85825
UNC13A	-1.38775
LOC653314	0.3429
ORC3L	-0.572
IMAA	-2.3075
TARBP2	-1.0165
CABIN1	-0.051
TRIOBP	0.358875
HIST1H2AC	2.107875
RGS22	1.7215
NCOA1	1.3885
IL25	1.724
SNCG	-0.084
GPR6	-0.1885
AMDHD1	2.31066666666667
CHEK2	-0.715875
C6orf142	-1.27525
DRD4	0.58725
C14orf68	-1.128
GDF11	-2.2605
SEMG2	0.6325
CD247	-1.226
CDAN1	0.033
RBMX2	-0.418
TGS1	-0.3655
OIT3	0.433333333333333
SYF2	0.33625
MCM4	-2.0995
PKHD1L1	1.15275
CEP192	-0.286333333333333
IFT88	0.55275
RPL9	0.180214285714286
RAB32	-0.026
DDX43	-3.742
P2RX2	0.115666666666667
OR5D18	0.6115
UBE1	0.3525
SLC24A1	0.280875
ARHGAP5	-0.114
CETP	-0.58925
KIAA1731	-0.757
SLC9A4	0.833
PTPN6	0.82425
BAHD1	-0.17425
GRIK3	0.5155
CACNB2	-0.5107
PDE10A	-0.37375
DGCR14	0.2995
PCDHB9	-0.0511666666666667
RHOQ	-0.0495
MAP3K4	-0.492
KTI12	-0.206666666666667
RPL23AP13	-0.5055
GNG11	-0.842
CLCN3	0.8185
GPAM	-0.97325
VSTM2A	0.8155
SLAMF7	1.3745
INTS2	-0.496
PPP2CA	0.249
LRP12	-1.0738
SEC14L2	4.15133333333333
DKFZP586H2123	1.40275
MC3R	-0.253
CIRH1A	-1.48183333333333
HIST1H2AB	1.25916666666667
POLH	0.0410000000000001
MGC16703	-2.285
SNAPC2	0.958
FILIP1L	0.33875
RASGRP4	0.6795
LRRC1	2.93325
GAS1	-1.38475
PRAC	-0.819
DGKA	-0.154
NT5C3	0.34125
PEG3	-3.06958333333333
NADK	-0.55475
PRR17	-0.13175
LOC374569	-1.01225
SGSH	1.2405
NLRP8	0.56
GALT	-0.0621
MCF2	-0.9325
ZNF263	0.797
TACSTD1	0.7075
TYR	-6.0296
ATP6AP2	0.9265
RNUXA	0.3835
ABHD10	0.3651
GDPD2	-0.112
SLC35C1	-0.97
UBE2A	0.343285714285714
HERC5	-0.933166666666667
FAM112B	-4.77783333333333
FBXL16	2.8305
DKFZP434A0131	-0.825
ELA3A	-2.7765
RBM41	-0.145375
HAO2	0.132666666666667
RNH1	0.394125
SHANK2	1.15633333333333
OSBP2	0.176125
DAK	0.0725
C3orf58	-0.72925
TCL1B	0.529
KBTBD2	-0.595375
SUGT1L1	0.7255
UBE2E2	-1.3695
MYL9	2.215625
CDC23	-0.651666666666667
PBXIP1	1.7665
CXorf40B	0.618
NBL1	1.95075
RTBDN	0.8265
RAB11FIP5	1.228125
TTTY13	-0.818
SCOTIN	0.0623333333333333
SOHLH1	-0.338166666666667
CDKN1A	-0.3265
NCK1	0.05675
ZNF550	0.306
SAPS3	0.309333333333333
SPIN3	0.068
MAGEE2	0.079
MIS12	-1.06733333333333
OR8H2	0.0675
KIAA0774	-1.756
UNC5D	-2.184
CUL7	0.367166666666667
LIPC	-3.01933333333333
DIO1	3.9485
C20orf11	0.1561
CTRL	-1.49725
HS3ST2	0.8485
PAK4	0.725666666666667
CCRL1	1.7195
RNF10	-0.126875
ZNF567	0.58675
ZNF660	-0.924
TCEAL3	3.68925
MAGOH	-0.9125
CENPB	0.09
C19orf7	0.966125
LOC388965	1.03875
ZCCHC13	0.722
JMJD1A	-0.7692
HIST1H4H	1.7675
TBRG1	0.1433
GPC3	-5.413875
TAF1C	-1.631125
EBNA1BP2	-0.741166666666667
CIAPIN1	-0.68775
PDGFRA	-1.09033333333333
CSTB	-0.600375
CENPI	-1.637
GTF2E2	-0.594666666666667
RPP21	0.6495
CCNF	-1.17283333333333
KCNQ3	1.2055
FAM79A	1.1185
SLC22A12	0.2535
NOVA1	-0.6135
FZD3	-2.3156
AKAP8	-0.058
SOCS5	0.403375
CFDP1	-1.45
DLG5	0.42975
PGM5	0.166083333333333
C1orf144	0.49675
HDAC10	-1.3885
RND2	0.2125
C20orf199	-0.845
RNMT	0.507375
SLURP1	0.11425
ASTN1	-0.874428571428571
SH3BGR	-0.317
MYCL1	0.318125
ZHX1	-0.26
CENPK	-3.24375
FOSB	0.8713
LOC643406	0.44075
C2orf59	-1.2205
TMEM135	0.042
SLC27A2	1.722
KRT33A	3.167
OVOL1	0.666375
PAMCI	-3.1095
S100A7	-0.5955
ZNF789	-0.9195
HARS2	0.0725
RPL23A	1.298
TCF23	0.1305
UPF3B	-1.664375
C17orf78	-0.032
HLA-DOB	-0.4435
C14orf142	0.517
TEKT5	0.363166666666667
DMWD	0.1025
POLD1	-1.5515
GSCL	-0.953
CALD1	-0.2914
SCRT1	0.519166666666667
AIG1	1.84375
UNC84B	0.827
ZNF404	-2.682
TMED6	-3.4885
KIAA1462	0.796
LRRC27	1.70466666666667
PYGO1	0.165
PIGU	-0.178833333333333
ALAS2	-3.70183333333333
WRNIP1	0.40925
CNNM3	0.553
ZNF2	0.5835
ST3GAL5	-0.58775
MRPL23	-0.34475
TSSK6	-0.45975
PSMA6	-0.499
C16orf70	-0.452
KIAA1602	-0.0285
ALMS1	0.792833333333333
DCN	1.516375
TMEM132D	-0.48875
SUCLG2	0.83125
ABHD14A	0.34725
DEXI	0.117333333333333
AMPD2	-1.04366666666667
IFNAR2	-0.751333333333333
CYB5A	2.0614
TLOC1	1.17675
NXF5	-0.210833333333333
NRBF2	-0.77925
KCTD3	1.2055
ITGAE	-1.72116666666667
SLC30A3	-2.463
ZRF1	-1.6405
IFRD2	-0.603875
XAB1	-0.32625
PYCR2	-0.1965
SERPINB3	-4.1535
TMLHE	1.2015
GEFT	-1.08175
ABCA5	0.2985
EMR4	0.190666666666667
TSFM	-0.3715
HIST3H2BB	1.38125
ARHGEF19	0.68275
TSPAN17	0.1555
ABCC8	2.91325
MAP1S	0.742333333333333
C22orf36	0.88625
BNC2	-0.413642857142857
HIST1H4A	-0.56325
NDUFS3	-0.131333333333333
WDR3	-0.814
XKR4	-0.252666666666667
TTC33	0.126071428571429
STMN2	3.091
CPN2	-0.848333333333333
HSPC105	1.535875
PCOLCE2	-3.6205
C3orf55	1.56
KLHDC9	3.37283333333333
TBC1D23	0.311875
ATXN2L	-0.983083333333333
MAP2K3	0.164083333333333
SCAP	-0.471
ZNF486	1.35016666666667
C20orf96	0.1445
NARS	0.24675
ADAMTSL1	-1.31078571428571
PRCC	0.607333333333333
CCDC126	2.14766666666667
ZNF675	0.618
CALCOCO1	1.458
ANKRD43	5.206
CWF19L2	1.3795
ZBTB32	0.1415
BRAF	-0.9735
ODF4	0.647
MGC14376	-1.10483333333333
HORMAD1	-1.4314
AAK1	-0.269909090909091
PEBP1	1.09275
TNFSF5IP1	0.1625
DKFZp564N2472	0.29
RMND1	0.3095
IGKV1-5	3.94225
COL1A2	2.22883333333333
SERPINA5	-3.8265
AANAT	0.4725
C19orf21	1.6145
GEMIN5	0.47275
UBR4	-0.2605
LTBP3	0.9075
AMHR2	-2.65066666666667
PROCR	-0.7715
MYBBP1A	-0.98525
C20orf39	0.402333333333333
ZNF697	-0.819375
PASK	-0.5569
ZNF776	1.41866666666667
RFXDC2	0.18675
KIAA0467	0.27325
C10orf96	-1.33325
ZNF503	-1.868
GULP1	-1.67
KCNE4	-0.595333333333333
DKFZp434K191	-1.7405
LOC196913	-2.278
BHLHB4	0.994
CH25H	-0.7135
LOC81691	-0.911833333333333
ALPL	-0.117357142857143
COL12A1	2.603125
FOLR3	-2.46116666666667
GPR123	0.19825
TRIM62	0.363428571428571
ABLIM1	0.261
MAST3	-0.30875
RHBDD1	0.8485
LOC338809	-0.396
RYBP	1.08775
TTC26	-1.11675
ZNF22	-1.1335
ISCA2	0.125
RDM1	-1.39525
PIGM	1.18075
GNB3	-1.239
ACTR2	0.0221
HMGB1	-0.46645
EDG1	2.4765
SOAT2	-3.86575
OR10AD1	-0.182
RAP1GDS1	1.41875
LCE1F	0.55
ESM1	-0.208125
RCN3	1.41925
CREBL1	-0.01325
DBNL	-0.184666666666667
PTGER3	0.90325
USP30	1.04166666666667
BCL2L12	-0.7465
KIF26B	3.342
ZNF416	1.62225
ZNF225	0.517
C17orf70	0.347
ZNF554	1.05675
RAE1	-0.760666666666667
TNIK	-1.4735
ACTN3	-0.0535
MGC45922	0.595
CCNA1	-1.5024
RYK	0.744333333333333
IL26	0.113
LRP3	0.775166666666667
QARS	-0.06
SOX7	0.679214285714286
BID	-0.3185
OR2S2	0.5835
CXCL14	5.419
C11orf47	-0.789
MGC29891	0.661333333333333
HSPB8	2.7313
PRDM14	-1.1465
NUFIP2	1.56375
MNAT1	-0.319625
ZDHHC2	1.17141666666667
MBNL2	0.0135
ADD3	-2.044125
CSNK2A1P	-0.4125
KLK6	-2.33916666666667
TMEM111	0.5722
KIAA1279	1.05975
NUBP2	-0.0316666666666667
RAB42	-0.392
ID3	-1.1104
TM9SF1	0.2605
MDP-1	-1.0785
POU4F2	0.24475
IQCK	1.00525
C16orf14	-0.24725
CAPN3	-1.71625
FAM43B	-0.300125
RECQL	-1.0915
AP1G1	-0.317642857142857
CTNNBL1	-0.233666666666667
ECHDC1	-0.798333333333333
SMARCC1	0.4485
FOXQ1	-1.579875
GNAI3	-0.0566666666666667
POLG2	-1.3695
CD4	1.023875
ITLN1	-0.57175
EBI2	1.23975
IRF1	0.82225
PTPRE	1.1205
PTK2B	-0.51675
NXNL2	0.24
SOX4	0.586611111111111
TSPAN3	0.473666666666667
SH2D1A	-3.91783333333333
C8orf58	0.0631666666666667
USP20	-0.61075
DUSP22	-0.53725
CALB1	-2.27166666666667
L3MBTL2	0.867083333333333
MCRS1	-0.45175
TMEM118	-1.3775
C18orf8	0.751
FLJ10241	0.183875
GJA12	0.9215
PKD1	-0.727333333333333
ZFP3	0.2705
JAM3	-1.263
LAPTM4A	1.8138
DIRC2	1.26325
KIAA2022	2.1195
MYOM1	0.528166666666667
TRPM8	-2.52266666666667
MOP-1	1.01325
PHKG2	-0.731875
ZNF650	0.46025
KIAA1522	1.589375
PSG8	-1.01233333333333
DDX19B	-0.4505
MOBKL1B	-0.495
DIAPH2	0.2755
PTPN12	-0.88025
CLN8	-0.4982
CRYZL1	0.179666666666667
CRY2	0.9165
FCGR2B	2.58566666666667
PNPLA4	1.84175
ZNF454	-0.1335
DKFZp434B1231	-0.29775
CLDN11	0.0327
RFWD2	0.2145
CIB2	-1.06566666666667
MXRA8	2.081
HRK	-0.62425
MAML2	-0.76175
C4orf31	-1.35075
C6orf192	-0.32525
COG6	0.224375
FAM5B	-0.6665
NFATC1	2.2437
SEPT10	-1.808
SCYL1	-0.1206
RPP40	-0.2325
SCOC	0.3832
KIAA1450	-1.1475
CTDSPL2	-0.4485
TBX5	1.3888
NAPG	-0.6005
RHD	-5.2195
C14orf45	2.72133333333333
ZBTB22	1.8905
PLCG1	-0.96
ANKRD10	-2.25225
AQP7P2	0.11725
TAGLN2	0.684
HTR2C	-1.35316666666667
SLC16A7	-0.910333333333333
C17orf83	1.03125
TSGA14	-1.12075
MDH1	-0.39325
PPP3R2	0.127
DCBLD2	-1.02564285714286
RBM33	-1.218125
DPH3	-1.7985
SYT10	-1.007
FMO4	1.697125
THYN1	-0.78525
DRD5	-2.044
OTOR	0.03125
PGRMC2	0.5741
KATNAL1	0.035125
PAQR6	-3.661
UBE2I	-1.04275
C14orf28	0.76275
C8orf70	0.91725
FLYWCH1	-0.450875
ANGPTL3	-0.628
GLRX2	0.265
ATP11A	-1.12978571428571
ARL5B	-0.091
MUC16	-3.06325
SLC25A5	-0.921642857142857
ACRC	-1.79425
MYO1C	-0.075375
FAM89B	0.966
FAS	-0.356625
KIFAP3	1.43175
GLRA2	-0.3845
BTN3A2	0.6124
CNKSR3	-1.007125
CSTF3	0.330666666666667
ARPM1	0.331
KIAA1530	0.073
C9orf150	2.42166666666667
PRKCI	0.5925
tcag7.1015	-1.25425
SOD3	-0.5775
ZNF574	0.695
CYP21A2	0.84775
RPL12	-0.18925
COMMD2	-0.9255
WIZ	0.1455
LOC344405	-2.1725
ALDH4A1	-1.297
CRYAB	1.6425
COPA	0.743766666666667
PCDHGA7	0.702666666666667
KIF11	-1.47233333333333
RASD2	-0.274375
SLC26A3	0.735
ZNF175	0.1215
JAKMIP2	-1.78575
C8orf4	0.256333333333333
PTHLH	-1.23125
SLC40A1	1.06975
OR7D4	0.1325
PCDHB17	-0.512
CD36	3.25707142857143
C6orf203	0.0129
PRKG2	-0.213
LOC400566	1.0225
ANAPC13	0.91525
SLCO3A1	-0.359
ZNF692	-1.75
FANCL	-1.013
SH3GLB1	0.3685
C12orf61	0.4145
KBTBD6	0.12625
SUPT5H	0.2605
XRCC6	0.5282
HUS1B	-0.1365
FAM133B	-0.623142857142857
LOC728276	0.463
KCTD18	0.26775
SOS2	0.741333333333333
CCDC99	-1.59125
C1QTNF5	3.353
NNAT	0.265833333333333
USP16	0.094
LARS	-0.568125
ZBTB2	0.406625
ABO	0.271666666666667
TRAF3	-0.66025
GALNT5	-2.9085
NAP5	2.17225
ALG14	0.681166666666667
KIAA0515	0.133153846153846
WDR75	-1.4
TEX261	0.184083333333333
LY86	0.35375
LOC389072	-0.6165
FLJ13611	-0.4885
MRGPRX2	0.762
SNRPA	-0.546875
OR2G2	0.514
GPRASP2	1.776
C7orf42	-0.1418
C9orf163	-0.656
CYP11B2	0.648
FCRL3	1.2338
PRDX1	0.018
FGB	-7.23233333333333
COX17	0.422333333333333
C16orf33	-0.164
PIWIL1	-0.3768
FOLR1	-2.734
KIAA0082	0.79175
FREQ	-1.81866666666667
TMCC2	-2.07533333333333
TCF12	0.3405
ZNF721	0.48
FAM130A2	0.607
POU4F1	-2.34825
SNRPF	-1.306125
SGIP1	0.772166666666667
ZNF641	1.04716666666667
EMG1	-0.040125
PRRG4	1.8265
HIRA	-2.99
MYNN	0.782333333333333
AEBP2	0.291916666666667
TBXA2R	0.276833333333333
ISL2	-1.66933333333333
PCDHB11	-0.00650000000000001
RNF144A	-0.862625
MARCH5	0.705
DULLARD	-0.695333333333333
DCLRE1B	-0.642166666666667
ITGA8	0.95125
TP73	0.73175
PRKCD	2.14675
NDUFB4	0.2165
ATP13A4	-0.165375
ANTXR2	-0.179333333333333
COL4A3	-1.16083333333333
MYO10	-2.8772
SLC6A18	0.45025
PEX1	-0.6055
TMEM74	-1.5908
RBM19	0.4645
TAPBP	1.1678
RUNX1	0.2475
MID1	-2.45833333333333
GPR64	3.70666666666667
RASEF	3.175
GABRG1	-0.0697142857142857
MYO16	-0.408
DBF4	-2.23733333333333
TSHZ2	1.77375
RIPK2	0.505375
PPTC7	0.152333333333333
KIF4B	-0.97
LRRC31	3.432625
ZNF540	2.7795
EFNB3	-0.275333333333333
LOH12CR1	0.439375
STON2	1.03083333333333
GLP1R	-0.30075
CSTF2T	0.72675
IREB2	-1.0535
GRSF1	0.61625
PDCD7	-0.487666666666667
LRRC43	-0.32
CNR1	-0.591666666666667
IL1F7	-0.2485
C12orf64	-0.802666666666667
FAM69B	-0.68325
NR2E1	-1.92483333333333
MS4A6A	1.5004
FTL	-1.1588
C7orf36	-0.22975
PCLO	0.0214
DYRK2	0.5395
ARIH2	-0.4075
SAMD7	-0.1485
SCNN1D	-1.229
SLC32A1	-1.230875
C22orf25	0.4185
MRPS18A	0.296
GPR112	0.467
EARS2	-0.367
ERN2	0.27
ATPBD3	0.4845
PRH2	-0.7895
CDKN2D	0.120333333333333
PGLYRP2	-0.212
TRIM40	-0.415
SEC14L3	0.115666666666667
SLC22A1	-0.52175
BTN2A3	0.156
RASA4	-0.22125
CCNL2	-0.759083333333333
MYBPC3	0.302
GJA4	3.689
CDC42SE1	-0.336125
TRPV2	-2.1785
MYPN	-4.28411111111111
SIM1	0.426
CDADC1	0.333
ZFHX4	0.58625
NIBP	0.730333333333333
ADAMTS19	-0.8025
ABTB2	-2.333
TSPYL2	-0.749375
EIF2S3	-0.2401
SOX30	-0.58775
AP2A1	-0.163666666666667
DKFZP564O0523	-0.495666666666667
LOC285398	-0.26975
CDH18	-4.63125
CHL1	0.2045
GATS	-0.504111111111111
TBC1D2B	0.186666666666667
OR1J1	-0.143
GSN	1.14533333333333
DPCR1	0.216875
GARNL4	-0.483666666666667
SMARCA5	-0.63375
PLEKHG3	0.474
ZBTB45	1.13
FRMD6	-0.655333333333333
PLS1	0.948666666666667
DGKZ	-0.4455
EFNA1	1.5721
WDR85	-1.106625
ANK2	-0.64525
PAGE4	-0.544833333333333
SENP6	0.3215
AKR7A2	0.767833333333333
FKBP10	-1.9255
VEGFC	-1.68833333333333
LARP1	-0.0319375
SRBD1	0.01325
ITGB6	1.43325
SLC1A2	0.0286666666666667
INVS	-0.0371666666666667
MPO	-0.3445
MOBKL3	-0.2786
CUTL2	-0.297125
KLK2	-0.0569166666666666
VIM	-1.535
REG1B	0.301833333333333
PCDHGC4	-0.0775
C3orf34	-0.546333333333333
SUMO3	-0.582
CST9L	6.085
MLL4	-0.378
SPR	1.66883333333333
SAMD9L	0.678
ABCE1	-0.5225
SUPT3H	-0.463333333333333
ACTBL1	0.26325
ADAMTS4	1.26516666666667
SLIT3	2.41325
RHEBL1	-0.53175
NPM2	-2.1025
MAN1C1	2.540125
KIAA1856	0.831583333333333
HSPA6	1.9255
LOC388152	-1.276
C10orf140	-1.67175
ZDHHC12	-0.873
LIN7A	2.052
PHC2	0.00454545454545459
SPHK1	-1.048
TRIM26	0.776125
FAM83E	-1.829
