Hybridization REF	TCGA-A2-A0SV-01A-11R-A084-07
SCOC	0.6404
KIAA1450	0.93175
CTDSPL2	-0.438
TBX5	1.31266666666667
NAPG	0.0905
RHD	-4.2805
C14orf45	1.7215
ZBTB22	0.6965
PLCG1	-1.024
ANKRD10	-1.119875
AQP7P2	-0.01
TAGLN2	0.650166666666667
HTR2C	-1.06266666666667
SLC16A7	-1.03483333333333
C17orf83	0.446
TSGA14	0.382416666666667
MDH1	-0.64175
PPP3R2	0.348833333333333
DCBLD2	-1.68085714285714
RBM33	-0.087
DPH3	-1.12275
SYT10	-0.7635
FMO4	1.548125
THYN1	-0.47475
DRD5	-1.917
OTOR	0.826
PGRMC2	0.2204
KATNAL1	-0.202375
PAQR6	-1.3215
UBE2I	-0.1895
C14orf28	-0.1115
C8orf70	1.14025
FLYWCH1	-0.3415
ANGPTL3	-1
GLRX2	0.4635
ATP11A	-0.616
ARL5B	0.213875
MUC16	-2.471
SLC25A5	-0.2465
ACRC	-2.091
MYO1C	-0.411625
FAM89B	0.902333333333333
FAS	0.80675
KIFAP3	1.1965
GLRA2	0.1625
BTN3A2	0.7755
CNKSR3	-1.1305
CSTF3	-0.0423333333333333
ARPM1	1.04475
KIAA1530	0.0765
C9orf150	0.806
PRKCI	-0.32625
tcag7.1015	-0.53225
SOD3	-0.085
ZNF574	0.02375
CYP21A2	2.634
RPL12	-0.18375
COMMD2	-0.48825
WIZ	0.5465
LOC344405	-1.455
ALDH4A1	-0.195823529411765
CRYAB	2.24175
COPA	0.5772
PCDHGA7	0.214333333333333
KIF11	-1.4855
RASD2	-0.015875
SLC26A3	-0.1105
ZNF175	-0.807
JAKMIP2	-1.376625
C8orf4	1.77083333333333
PTHLH	2.09325
SLC40A1	3.21575
OR7D4	0.6425
PCDHB17	1.891
CD36	4.81114285714286
C6orf203	0.102
PRKG2	0.301
LOC400566	0.642
ANAPC13	0.474
SLCO3A1	-1.0625
ZNF692	-1.2095
FANCL	-1.1575
SH3GLB1	0.63125
C12orf61	0.091
KBTBD6	-0.63075
SUPT5H	-0.1875
XRCC6	0.2209
HUS1B	-0.3617
FAM133B	-0.757
LOC728276	0.2145
KCTD18	0.57925
SOS2	-0.541
CCDC99	-1.08075
C1QTNF5	3.7815
NNAT	0.0505
USP16	0.9005
LARS	-0.35275
ZBTB2	-0.291375
ABO	-0.00183333333333333
TRAF3	-0.24
GALNT5	-1.462
NAP5	-0.81675
ALG14	0.0166666666666667
KIAA0515	-0.313846153846154
WDR75	-0.9815
TEX261	-0.269416666666667
LY86	1.44375
LOC389072	-0.3205
FLJ13611	0.06175
MRGPRX2	0.4185
SNRPA	-0.7575
OR2G2	0.394
GPRASP2	0.46775
C7orf42	0.4996
C9orf163	-0.5955
CYP11B2	0.377
FCRL3	1.83066666666667
PRDX1	0.96425
FGB	0.42
COX17	0.514
C16orf33	0.322
PIWIL1	0.3445
FOLR1	-1.05983333333333
KIAA0082	0.00125
FREQ	-0.308333333333333
TMCC2	-1.27916666666667
TCF12	0.0159166666666667
ZNF721	-0.78225
FAM130A2	0.703
POU4F1	-2.60575
SNRPF	-0.86075
SGIP1	2.58416666666667
ZNF641	0.461333333333333
EMG1	0.353875
PRRG4	1.381
HIRA	-3.3285
MYNN	0.2915
AEBP2	-0.263833333333333
TBXA2R	0.205
ISL2	-1.3885
PCDHB11	0.6255
RNF144A	-0.4505
MARCH5	-0.373875
DULLARD	-0.327833333333333
DCLRE1B	-0.8735
ITGA8	0.08775
TP73	0.537125
PRKCD	1.82325
NDUFB4	0.38825
ATP13A4	0.0845
ANTXR2	0.0173333333333333
COL4A3	-0.5975
MYO10	-1.8385
SLC6A18	0.55075
PEX1	0.3435
TMEM74	-1.25366666666667
RBM19	-0.45
TAPBP	0.51525
RUNX1	0.53975
MID1	0.391
GPR64	-1.666
RASEF	4.1885
GABRG1	0.13525
MYO16	-1.095
DBF4	-1.35683333333333
TSHZ2	2.4255
RIPK2	1.303875
PPTC7	-0.492166666666667
KIF4B	-0.2875
LRRC31	1.854875
ZNF540	-0.10775
EFNB3	-0.307666666666667
LOH12CR1	0.95825
STON2	-0.412833333333333
GLP1R	0.1965
CSTF2T	-1.0595
IREB2	-0.8695
GRSF1	0.0125
PDCD7	-1.02183333333333
LRRC43	1.944
CNR1	-0.401666666666667
IL1F7	-0.6545
C12orf64	-0.257
FAM69B	-1.0185
NR2E1	-1.72866666666667
MS4A6A	2.6599
FTL	0.8917
C7orf36	-0.0765
PCLO	1.34
DYRK2	0.78575
ARIH2	-0.285125
SAMD7	0.574
SCNN1D	-0.77625
SLC32A1	-0.967
C22orf25	-0.1845
MRPS18A	-0.1741
GPR112	0.202
EARS2	0.0135
ERN2	0.474
ATPBD3	-0.277666666666667
PRH2	-0.3365
CDKN2D	0.985666666666667
PGLYRP2	0.25725
TRIM40	0.10125
SEC14L3	0.108166666666667
SLC22A1	-0.43225
BTN2A3	-0.10325
RASA4	0.472
CCNL2	-1.11291666666667
MYBPC3	0.5725
GJA4	2.74225
CDC42SE1	0.875625
TRPV2	0.09625
MYPN	-3.8889
SIM1	0.3185
CDADC1	-0.339833333333333
ZFHX4	0.94825
NIBP	0.8275
ADAMTS19	-2.24825
ABTB2	-0.8885
TSPYL2	-0.857875
EIF2S3	-0.9155
SOX30	-0.10575
AP2A1	-0.443
DKFZP564O0523	-0.0155
LOC285398	0.1635
CDH18	-5.1
CHL1	0.73625
GATS	-0.2058
TBC1D2B	0.0601666666666667
OR1J1	-0.4215
GSN	1.23633333333333
DPCR1	0.292625
GARNL4	-1.1185
SMARCA5	-0.3875
PLEKHG3	-0.00133333333333332
ZBTB45	0.1725
FRMD6	0.136666666666667
PLS1	1.30683333333333
DGKZ	0.0485
EFNA1	1.7377
WDR85	-0.491625
ANK2	0.0255
PAGE4	-1.0105
SENP6	-0.0841666666666667
AKR7A2	0.3725
FKBP10	-1.6795
VEGFC	-1.06866666666667
LARP1	0.2530625
SRBD1	0.249
ITGB6	0.908
SLC1A2	0.0598461538461538
INVS	-0.2655
MPO	0.45525
MOBKL3	0.4
CUTL2	-1.199375
KLK2	-0.262166666666667
VIM	-0.273
REG1B	0.312166666666667
PCDHGC4	0.1095
C3orf34	-0.176666666666667
SUMO3	1.1045
CST9L	-0.50225
MLL4	-0.613
SPR	1.04683333333333
SAMD9L	2.603
ABCE1	-0.6345
SUPT3H	-0.387
ACTBL1	-1.5125
ADAMTS4	1.55966666666667
SLIT3	3.231
RHEBL1	-0.1665
NPM2	-1.12575
MAN1C1	0.523625
KIAA1856	0.413333333333333
HSPA6	1.787
LOC388152	-0.539
C10orf140	-0.052
ZDHHC12	0.1485
LIN7A	-1.8542
PHC2	0.297083333333333
SPHK1	0.57
TRIM26	0.3275625
FAM83E	-0.817
C18orf24	-1.00666666666667
ZNF578	0.2645
ORAI1	-0.71725
RUVBL1	0.639416666666667
C7orf20	-0.076
APAF1	-0.6435
SLC36A4	-0.386333333333333
MYH11	3.77683333333333
NEK1	0.0728
MPP2	1.25725
C12orf24	-1.92875
TNK2	0.1171875
ZNF289	0.05775
MATN3	-1.64614285714286
IFNGR2	1.61733333333333
ITPR1	0.072625
EBF3	3.4274
TBC1D20	0.7004
OR10P1	0.36325
DDAH2	0.8105
SHPRH	-0.688875
STX7	0.418
LOC554248	-1.607
BCAR1	0.93425
ATXN3	-0.269083333333333
TRIM27	-0.49125
CDC42EP2	0.495
CHP	0.4435
SOX17	1.294
ZNF259	-0.275666666666667
CHCHD1	0.266625
ZDHHC19	0.0445
GBP2	2.4335
GARNL3	-0.105875
MRC2	0.28875
C1orf52	-0.50525
AOF2	-0.362
LRPPRC	-0.3775
ACVR1C	-1.66566666666667
TM4SF18	1.901
TMEM169	0.394833333333333
PPP1R16A	1.29025
EBF1	1.24533333333333
RRS1	1.16666666666667
SNX2	0.35575
OR2T2	0.21
RBX1	0.46025
ANKRD54	0.305166666666667
TSNAX	1.013
TMEM83	-1.471
ZBTB7A	0.3235
ATM	-1.39941666666667
LOC338328	1.54116666666667
TIE1	0.901
HIST1H3G	0.330833333333333
PASD1	-4.48933333333333
TINAG	0.36875
PCDHAC2	0.052
LRRC15	1.725125
WBSCR17	-0.75
TFF2	-0.212
PARP2	-0.97775
NDFIP2	-0.41775
PCDHGB2	-0.2795
WDR60	0.25325
MAP7D2	-1.1836
USP45	-1.34525
GSDML	-0.3725
TNS1	0.4007
PLCD4	1.645
IQCD	1.082
SMPX	-1.54525
CD9	1.43933333333333
SRGN	1.8405
CASP7	1.22325
INOC1	0.212333333333333
DKFZp451M2119	-0.767875
VMAC	1.267
USP53	0.4122
CAMK1G	0.037
TMEM106A	1.11183333333333
CDC20	-0.8948
ACSL5	0.273833333333333
CBWD5	0.273625
C1orf87	-1.0845
KIAA1274	0.466
PRUNE2	-1.17071428571429
LYPLA2	0.313
DOK6	-1.15366666666667
GPR149	-0.21525
FAM30A	0.61425
TMEM129	0.4835
SLC35B3	1.12975
ACPP	-0.5886
LOC200261	-0.359
SLC4A7	1.3735
CCDC40	2.468
GART	0.031875
THOP1	-0.1045
SCARB1	-0.648375
CACNA1F	0.43625
TRIAP1	-0.950833333333333
SYT14L	0.2245
SFRS8	-0.886833333333333
PBOV1	0.12375
GOLSYN	2.72075
GJB7	-2.294
CAMK2N1	0.75875
GREM1	4.39425
FLJ20433	0.342
QPCT	-3.11475
PRKAG2	1.42766666666667
H2AFX	-0.75375
C6orf154	1.279
PLOD3	-0.80725
ZBTB39	-0.803833333333333
WASF3	-0.615416666666667
DRG1	-0.0955
PRR4	-0.753
SPCS1	-0.0035
KDELR3	0.3875
SRP19	0.0266666666666667
GABRA6	-0.4125
MFSD1	1.399
MMEL1	2.20425
PDXDC2	0.1183
BUB1	-1.80411111111111
RNF138	-1.14375
MYLPF	-0.7515
AIF1	1.173
DYNLRB1	0.7408
HCN3	-0.9295
HIST1H2AI	-0.04
MAP4K5	-0.364916666666667
LASP1	1.08675
LOC130951	2.195
PLAA	0.12975
KRT6A	-3.15
C6orf117	-3.1735
ARHGAP23	-0.688
PTF1A	-0.5325
GPHA2	-0.36175
LCE3B	0.39025
MCL1	0.983714285714286
EHBP1	-0.816916666666667
PRNP	-0.3425625
ZSCAN1	0.72275
C1orf113	0.431166666666667
FOXA3	-2.839625
NEB	-0.29575
ASGR1	-4.59266666666667
CTGF	2.968
RAB17	0.833333333333333
MST101	0.3995
JARID1B	0.5704
USP37	-0.0121
PTBP1	-0.0756666666666667
PTPN7	-0.227166666666667
CDC7	-1.38583333333333
SNX7	0.5195
ZNF335	-0.37575
CPT2	0.231
HEATR1	-0.297875
HSPC152	0.47275
C5orf40	0.501
PSME1	0.3065
STAG3	-1.70675
TMEM154	0.585666666666667
KLHL32	0.145666666666667
TSGA10IP	-0.748
SUV420H2	-0.68
SF1	-0.3861
2'-PDE	0.5606875
PNLIPRP2	-1.201
TRSPAP1	0.483416666666667
NUP210	-0.529333333333333
ANP32C	-0.918833333333333
RAB11B	0.234166666666667
ASB15	0.9535
ITGB3BP	-1.309
UBASH3A	-1.3815
YWHAB	0.334625
TPRX1	-0.0875
LY6G5C	-0.070875
SLC7A2	-1.238
CLK1	0.4568
HSD3B7	0.7285
VDR	2.8805
C16orf74	0.924
ACE	0.333
PSMA2	-0.1645
CCDC131	-0.382
ZNF213	0.334333333333333
EML2	-0.414
ALS2CR13	-0.322833333333333
GLYATL1	3.38075
DSPP	0.062
DHFRL1	-0.350875
C10orf30	-2.3315
SH3RF2	-1.55383333333333
LOC197322	0.253833333333333
DLL3	-1.6625
TIGD7	0.0195
GFRA3	0.0485
CPA1	-0.05
RTN4	0.177166666666667
PPT2	-1.45866666666667
FASLG	1.36383333333333
FOXP4	0.113375
RPL26	-0.4694
GNL3L	-1.65683333333333
FMR1NB	-0.297
CD163	7.05825
SGPP2	3.1825
GIMAP2	1.8735
CD37	1.38766666666667
DPT	3.243
NBLA00301	1.42825
RGS5	0.48975
C9orf4	-0.1215
ACTL8	-1.2475
PRKAR2B	-0.155875
OPLAH	2.173
C20orf134	1.4685
SPACA5	0.08275
TBL1X	-0.466333333333333
TSPYL3	-0.272
CHCHD3	-0.3085
CRKRS	0.3195
GPR65	4.4545
DFFA	-0.52425
FUT1	0.723
C6orf204	-1.13566666666667
TMEM51	1.05325
ZNF580	-0.59225
CMTM2	0.086
C20orf200	-0.7605
EZH1	-0.133
FDX1L	0.393
MRPL32	-0.30975
PCAF	-0.4897
ALOX15B	0.0893333333333333
CD59	0.87525
CDK9	0.50075
ERP29	-0.712
TTR	-6.12125
BCMO1	0.397
DDIT4	-0.7635
PTGDS	1.19175
C3orf63	-0.152166666666667
BST2	2.721125
CYP1A2	-0.401666666666667
C5orf25	-0.954
STX1A	-0.952176470588235
OR2A12	0.2785
SH3BP5L	0.8335
SERINC5	0.669875
USP6	-0.5297
MRPL3	-0.0375
POMP	-0.10975
INPP4B	0.139125
GMPPB	0.83875
EAPP	-0.1185
AHSA1	-0.37825
ABCA11	-0.6385
SLC5A6	0.4435
HIVEP2	0.6525
SUMO2	-0.10675
KIAA1822L	1.6515
C11orf67	0.962
TXK	-0.245625
PHCA	0.3634375
ICAM4	-2.65483333333333
FPGS	0.280666666666667
SNRPA1	-1.24175
KCNJ4	-0.84225
KIF6	0.0529
HIST1H2BG	-0.964833333333333
SLC5A5	0.3605
ZNF354B	0.3925
IL12RB2	0.6235
C11orf76	-0.167833333333333
GAL3ST2	0.463
AIFM2	-0.12775
SYNC1	-0.318875
UBL3	-0.231875
PIK3CG	-0.771333333333333
NLN	-0.2432
BCORL1	-0.31875
CD5L	-0.113
ZNF238	2.81383333333333
KIAA1394	-0.9345
C16orf55	0.3819
CYP3A7	-2.42125
KRTAP3-1	-1.5285
TFDP1	-0.598833333333333
MND1	-2.372
NODAL	0.0115
GTPBP4	-0.08
TUBGCP2	0.21175
SLITRK5	1.8605
CIC	0.405
CD79A	0.321
SAMD14	0.389333333333333
TNPO3	-0.2335
OR10G3	0.4405
OR10G8	0.3995
CCDC111	-0.0995
HOXC9	1.204
DCUN1D1	0.754
CYB5R1	2.102
TSR2	0.10725
DAB2IP	1.049
SLC6A5	0.1565
RAB3D	1.112
DCUN1D4	-0.790333333333333
ERBB3	1.01825
SDC1	1.46725
ATP6V1H	1.30516666666667
SYK	2.023
ST20	-0.39175
C13orf30	-0.261
WDR40A	0.134833333333333
ADMR	0.4265
LOC388335	1.267
ACSM1	1.3385
TDG	-0.711166666666667
FLJ11235	0.5085
MRPS5	-0.708
AGPAT2	0.319833333333333
SLC12A1	0.352875
CYP27A1	-0.53375
THAP7	-0.981
XPO1	-0.399916666666667
ALMS1L	-0.0861666666666667
C1orf2	0.518875
ZNF777	0.151833333333333
CAMK2A	0.0873333333333333
SMC1B	-0.56275
IHPK2	0.058
LEMD1	-4.3795
NKD2	-0.0412
CLU	0.314857142857143
ARMETL1	-0.2785
PABPC4	-0.73125
CXCL12	1.94916666666667
TFAP2C	0.706
TTTY8	0.138
ABCB10	-0.1987
ENDOD1	-0.294166666666667
IDI1	-0.506
KCTD6	1.75233333333333
CCDC105	0.0635
ULBP2	-0.607
ZDHHC5	0.41025
WNT8A	-0.1775
COMMD10	0.048
KLHL12	1.2395
GPR50	0.235
NR5A2	0.122875
OXGR1	2.4815
EHD3	0.553
CAPRIN2	-1.014875
KLRC3	-2.76625
SF3B1	-0.00342857142857143
IPO7	-0.41775
ALDH1A1	-1.50533333333333
ANKRD5	1.85225
TSNARE1	0.0815
DDEFL1	1.1115
RNASEL	1.31716666666667
DNAH9	-0.7995
HELLS	-1.368
TNS4	-0.005
NAV1	-0.4581
KIAA1409	0.061
C20orf26	3.608
TUBG1	-0.22725
IRX2	2.48575
CNGA4	-0.124
MGC50559	1.70233333333333
OR4K17	0.255166666666667
TM2D2	2.18441666666667
FAM32A	0.23425
TXNDC14	0.47475
CCBL1	-0.3995
ANK1	0.066
PRSS23	-0.952375
PPM1L	0.757
SPATA20	-0.12725
APCS	0.08375
C14orf122	-0.679166666666667
PSMB5	-0.225
C6orf10	-0.0635
SETDB2	-0.157666666666667
SPNS3	-1.5615
SGMS2	1.4105
MXD3	0.283666666666667
MON2	-0.3003
CARTPT	0.173
HNF4A	-1.0705
RABEP1	1.39785
TNFRSF10B	-1.243875
USH1G	-0.0015
PPAP2B	-1.331
TMEM16K	0.20725
CTDSP1	0.540333333333333
CDK5R1	-0.063
GABRR1	-0.134
OPN1LW	-0.0785
FAM98C	0.793125
DBN1	-0.475375
ACAD10	-0.551333333333333
QTRTD1	-0.08925
WNK3	-1.72833333333333
RPS19	-0.516625
C1QB	3.250875
OTUD5	-0.24825
SLC41A2	1.20316666666667
TMEM22	-2.25433333333333
KHSRP	-0.397583333333333
TNFRSF11A	-0.211833333333333
FBL	-1.11
IBTK	-0.274666666666667
OXER1	-0.0855
CBLN4	-0.198125
GPR172B	0.9595
CFTR	-1.458
VSX1	0.6185
CAMK1D	0.92025
LOXL3	-1.3005
RTP4	3.16725
SLFNL1	-0.3055
KIAA0828	-0.423
PAR5	0.7205
LOC723972	-0.895
GDI2	0.30675
CEBPA	0.5057
MLF2	0.360666666666667
AFMID	0.93875
ALOX12B	-0.108
BPHL	0.414375
COX5B	0.06975
S100A10	-0.3962
THOC6	0.416
NHN1	0.043
RRP12	-0.450833333333333
ARID3B	-2.351
CD3G	-2.2115
KIAA0133	0.57225
NAT11	-1.25916666666667
PPAT	-0.816833333333333
SIRT3	0.9471
TCERG1L	-1.9825
NIPA1	0.3845
DPP8	0.0914
IL7R	1.0835
ZFP64	0.118
DMAP1	-0.2251
TRMT12	1.334
TLR4	2.5552
WFIKKN2	0.14375
RAB12	-0.5965
DDX51	-1.03416666666667
KIAA1086	-3.018
ZNF295	0.757833333333333
ACVR2B	-1.81657142857143
LOC494150	-0.322
ZNF517	0.0765
DNASE1L2	-1.27
SUFU	0.397166666666667
LOC283677	-0.391
LMO3	1.83816666666667
PPP2R5D	-0.313166666666667
ZNF587	-0.2752
HIST4H4	-0.1915
CYP2C8	-0.0205
C1orf80	0.912833333333333
DOCK5	-0.423166666666667
C9orf24	0.224
OR5AR1	0.562
C11orf24	-0.22175
UNQ1940	-0.41525
CAP2	0.447833333333333
TIMM44	-0.63325
DSEL	-1.6953
ROM1	1.29
FBXO4	0.374125
MYLC2PL	-1.872
MLH3	0.4857
NOX1	0.7355
DPEP2	2.256
DNAJB5	0.32025
RLTPR	0.189
MBIP	-0.9055
COPB1	0.073
SFTPA1B	0.288
C10orf4	-0.5092
PRELID1	0.7075
NOLA1	-0.58075
C19orf24	0.06425
TLR9	-1.8995
HLA-DMA	3.50625
HCRP1	-1.9625
GPR137	0.187
ITGA11	1.50533333333333
PHF13	0.5705
MARK4	0.17
METTL4	0.31475
MBD3	-0.2561
LOC134145	0.081375
FGF3	0.0855
SLC35A3	0.53725
CLEC16A	-0.0125
AMOTL1	-1.27475
FLJ31438	-1.0725
PAICS	-0.92325
TOMM40L	0.515333333333333
MMD	-0.89525
KLK10	-1.4389
NIT2	0.572666666666667
SERPINB10	0.32375
KLF15	-1.1427
CCDC5	-1.21875
WSB2	-0.164125
ME3	1.046125
CACYBP	0.146916666666667
TCTN2	0.203
JAK1	0.609625
C2orf25	-0.43975
GPD2	0.8
FBXL11	0.436
CDV3	-0.4055
GALNT11	0.276125
NDUFA12L	-0.5795
FLOT1	-0.451214285714286
TOR1AIP2	0.29475
MMP25	-0.722
C1orf164	-0.0965
CHST5	0.1245
LYRM4	-0.74055
GPER	-1.88025
HIPK2	-0.317833333333333
DAP	-0.1291
ZMIZ1	0.402166666666667
DDX58	3.3065
DCC1	-0.79025
AKT1	-0.81225
ENPP6	0.236
ERVWE1	-0.6645
CDC34	0.07025
RNF125	-1.7395
CASC1	4.33625
SHROOM2	0.81525
RRM2B	0.891
COL6A3	2.107
TMEFF1	-1.602
PLEKHA4	-0.0972
LYSMD1	1.28716666666667
SEPT1	-0.856333333333333
AOF1	-0.166
GNPAT	0.73525
WDR18	0.295
HSD17B12	0.500333333333333
HIST1H2BM	-0.665333333333333
INDOL1	-0.164166666666667
SUDS3	0.1165
C1orf192	2.613
CYP2B6	-0.542
TBC1D2	2.29483333333333
SLC25A12	-0.252625
ERCC6L	-0.36
MGC10814	-1.41683333333333
POLR2C	-0.1485
ZNF77	0.098
EIF3K	0.13
HPX	1.101
ANKRD27	0.01825
MALAT1	-0.4171875
PLB1	0.553666666666667
HRNBP3	-1.16275
CPSF4	-0.8595
OR52N2	0.203
PIP5KL1	0.51875
GH1	0.119
HPS5	0.026
SLFN5	0.982
POP5	-0.2
OVOS2	-3.40933333333333
C20orf108	0.13475
MARS	-0.484
CLRN3	0.929166666666667
ARSE	-1.73533333333333
PPIE	-0.142666666666667
PHACS	0.148
GP5	-0.065
IL8RB	0.833
FCRLA	-1.677125
ARRDC1	0.233
KRTAP9-4	-0.15875
ZNF613	0.289
OR11A1	0.344
TMEM132B	-2.901375
PGLS	0.455
BSND	-2.117
KCNK18	0.284
FOXD4	0.49725
SV2C	0.502
LCN2	2.79
ZNF490	0.5896
C3orf15	1.9505
CACNA2D4	-0.432666666666667
CBX5	-1.3455
MAGEB4	0.1185
BOLA1	0.64625
PPP2R5E	-0.789
COL5A1	1.69091666666667
ASB7	0.229666666666667
SFT2D1	-0.339125
DERL1	1.3193
RABL2A	1.33733333333333
MOAP1	-0.15275
KIAA1545	-0.208
F3	0.424
PLEKHM2	-0.45875
CCDC89	1.022
EFCAB1	4.807625
TMEM48	-0.811
SEPHS2	0.34125
PYGM	-0.53575
PRICKLE1	1.97825
WNT5B	-0.63825
TAS2R38	0.303
IMP5	0.6525
KHDRBS1	0.1336
LARS2	-0.166666666666667
C3orf28	-0.61125
FTCD	-3.59375
C10orf68	1.34883333333333
DGAT2L3	0.5055
PSEN1	0.387666666666667
MGC33657	0.67075
PLA2G4B	0.553666666666667
CDKN2A	-1.10591666666667
DLX1	-3.33
TSHB	0.3685
C18orf37	0.221
MEX3C	-0.81325
MAMDC2	-0.91475
PDIA4	-0.231166666666667
ATP5E	1.3185
CASP2	-0.169571428571429
SERBP1	-0.0924230769230769
ZNF341	0.507833333333333
TESC	-3.1295
TMEM31	0.9095
OR51I2	1.15
YTHDC1	0.4445
JUN	1.43316666666667
AGMAT	-1.931
PCNXL2	0.3325
ATAD5	-1.505125
STK38	0.0065
AZI1	-0.226375
RBP1	-0.116
C4orf26	-0.331
KIAA1026	0.416875
TMEM101	-1.693
HSFX1	0.11
TREX1	1.986
C18orf10	-1.0588
TRIM15	-3.392375
CA6	-0.193125
CEP57	-1.0985
AR	3.068
SESN2	-1.01783333333333
KIF3C	0.045875
EPB41L5	0.74775
ARHGEF10	-1.33004545454545
POLR3D	-0.512625
INDO	0.636333333333333
GABRA3	0.2955
SCG5	-0.2831
E2F3	-0.5359
TIGD5	1.38825
FGD6	1.28075
KLHL3	0.304875
SCGB3A2	-1.3205
URP2	1.34916666666667
ATP6V1B1	0.9026
CALML6	0.4
LOC100049076	0.257
TMF1	0.3675
LOC388503	-0.32575
CDH5	2.31825
RPS6KC1	0.618333333333333
DAAM1	0.1633
TNFRSF10D	-0.46075
GSTT1	-1.3014
INPP5A	0.17675
TRAF3IP1	1.244
SMARCE1	0.165928571428571
VRK1	-1.5315
TTC16	1.85
AARS	-0.240666666666667
ARHGAP27	0.466333333333333
ZAK	0.320928571428571
ACSM2B	-2.46675
TRAP1	-0.352166666666667
MRPL53	0.062875
RNF44	0.531
NPTXR	0.2885
DPYSL3	1.9355
APP	2.0888
GLS2	-0.503166666666667
MNX1	0.430333333333333
CMTM7	-0.34125
OR10A7	-0.0735
NYD-SP21	3.10233333333333
ORC5L	-0.234
SLC16A10	0.199625
TMEM178	-0.8025
LOC441601	-4.4435
PTGIS	1.2235
KBTBD7	-0.08675
C19orf41	0.1185
CEACAM3	0.55575
KRT23	1.49
SERHL	2.312
PNKD	0.437
UBC	0.629
ATRN	0.285375
HAPLN1	1.52475
RANGAP1	-0.014
C10orf26	0.827666666666667
KCNA7	-0.6215
SRY	-0.283
LOC376693	-0.7785
HIST1H2BF	-0.64775
CDCA8	-0.921
MLC1	-2.67325
TNIP3	1.48175
OR4D1	0.3295
IFT52	0.422166666666667
GOLT1A	1.744
UTP20	-0.586375
RP3-402G11.5	-0.5585
PRSS33	-1.32075
PMPCA	-0.43875
APOB48R	2.88583333333333
GLTP	-0.08525
MPL	0.588
C9orf78	0.008
ADAM12	2.014
CSPG4	-2.03
LOC144305	-0.03
KRTAP4-10	-0.309
PAK1	0.32225
ADCY7	0.762
TAS2R43	0.041
FRAS1	-2.66628571428571
PPP1R14A	-0.991666666666667
OR2B6	-1.4175
ATP13A1	0.0646666666666667
SIDT1	0.8905
C1RL	0.705
PRKRA	0.246
TLN1	0.2369
RP11-50D16.3	-0.0673333333333333
MITF	-1.1375
GYS1	-0.58025
LYG1	-1.733
NSMCE4A	-0.4238
DNAI1	1.13925
HOXD11	-0.048
FNBP1L	1.4834
DHX35	-0.03325
LCE3E	0.235625
SLC33A1	0.1575
DCLK3	0.400166666666667
TRIM33	-1.056
TMCC3	1.295
FBXO42	0.368166666666667
C1orf27	-0.0729
C17orf50	0.3345
RNF14	0.641166666666667
SLC4A8	1.113
RAB3IP	0.2656
COX6C	1.96335714285714
PCSK1	-3.6259
SLC13A1	0.028
ARF6	0.433
KIAA1009	-0.124875
HOXA13	-3.21475
HMGN1	0.807875
CXADR	0.430583333333333
MGC14436	0.2825
UTF1	0.196
TSC22D1	0.9138
BZRAP1	1.09783333333333
PUF60	1.423
SHC1	-0.170875
HOOK3	0.0711
LIMS2	1.59533333333333
BAHCC1	0.00550000000000001
CLCC1	0.354333333333333
ENTPD3	2.61716666666667
SMO	-1.82675
PIK3R5	1.19925
CDC14A	-0.78075
KRT1	1.55525
ENOX2	0.202166666666667
FLJ22655	-1.685
FPRL1	1.123
INTS6	-0.0353
ZCCHC5	1.1395
SMC3	-1.103
C6orf123	0.4055
FLJ20160	1.582
LOC653391	0.3485
GSS	-0.168
NT5M	-1.0225
SIX5	-0.265
TAF5	-0.79
KCNA1	-0.044
ANLN	-1.66216666666667
MGC45491	-1.3714
SSTR2	3.64625
LYPD4	0.56625
TH1L	1.66
CHRNA5	-2.177
PNMA6A	-0.76325
FLJ16369	-0.077
DLX2	-3.1545
C6orf108	0.387333333333333
ALDH3A2	-0.043
CLEC1B	0.569666666666667
LEPREL2	0.1135
FOXJ1	2.6592
OR1D4	0.3795
PPIL4	-0.26
MTRR	-0.23225
SLC27A3	1.66433333333333
HTR7	-1.0775
MIB2	-0.351
BHMT	-1.51783333333333
A2ML1	0.583
MSMB	-2.77
KIAA1383	-0.1405
TRUB2	-0.141
PF4	0.124166666666667
IL1F5	0.973666666666667
LRRC37B2	-0.18575
IPO4	-0.74
FIGF	-0.4095
QDPR	0.056
ZNF598	-0.48175
BOP1	0.364875
MAPK12	-0.813
POLR1E	-1.25175
CEECAM1	0.1475
INSRR	-0.0673333333333333
SIPA1	1.00775
ULK4	0.495666666666667
BTN3A1	0.8763
FABP5	0.2004
KBTBD3	1.2655
SORT1	0.0953333333333333
YWHAQ	0.0640625
LRIT1	-0.4985
KIAA1704	-0.4879
MEIS2	-2.1056
ENOSF1	-0.0743333333333333
PCDH7	0.818714285714286
FZD9	-1.507
RPLP1	-0.384333333333333
ZNF75A	0.3215
P4HA3	3.101125
NKX6-1	0.171
CTA-216E10.6	0.733833333333333
IFT140	0.4175
DENND1A	-0.0911666666666667
ALCAM	1.203
ABHD2	0.4435
QPRT	-1.39333333333333
TRAM1	1.34857142857143
ATP1B4	0.41325
NUP37	-0.86525
SAA3P	-0.283
SLC22A6	0.3965
KIAA0265	0.2635
ZNF41	0.47025
ADAM19	0.8341
ERAF	-0.6195
