Hybridization REF	TCGA-A2-A0CS-01A-11R-A115-07
CDC42EP2	0.5155
CHP	0.241857142857143
SOX17	0.149
ZNF259	-0.721666666666667
CHCHD1	0.243625
ZDHHC19	0.299
GBP2	1.089
GARNL3	1.368625
MRC2	-0.26825
C1orf52	-0.712
AOF2	-0.765166666666667
LRPPRC	-0.435
ACVR1C	-1.81416666666667
TM4SF18	4.97466666666667
TMEM169	0.396
PPP1R16A	-0.7175
EBF1	-0.276166666666667
RRS1	0.2
SNX2	-0.15475
OR2T2	1.5575
RBX1	0.05175
ANKRD54	0.2445
TSNAX	0.6145
TMEM83	-2.172
ZBTB7A	0.971
ATM	-0.309666666666667
LOC338328	1.9225
TIE1	1.30516666666667
HIST1H3G	0.0165
PASD1	-4.72416666666667
TINAG	-0.0445
PCDHAC2	0.101
LRRC15	2.166875
WBSCR17	-1.1325
TFF2	-0.0195
PARP2	-0.8685
NDFIP2	0.188125
PCDHGB2	-0.3675
WDR60	1.089
MAP7D2	-1.5271
USP45	-1.49925
GSDML	-1.43
TNS1	-0.192
PLCD4	-0.271
IQCD	1.03516666666667
SMPX	-2.87825
CD9	1.39483333333333
SRGN	0.686375
CASP7	0.702625
INOC1	-0.234166666666667
DKFZp451M2119	-1.081125
VMAC	1.7535
USP53	-0.2982
CAMK1G	-0.2555
TMEM106A	0.338
CDC20	-3.3106
ACSL5	1.2345
CBWD5	-0.388
C1orf87	3.00616666666667
KIAA1274	1.17425
PRUNE2	-2.319
LYPLA2	-1.12466666666667
DOK6	-0.740833333333333
GPR149	-0.02975
FAM30A	0.7845
TMEM129	0.0105
SLC35B3	0.5585
ACPP	0.4577
LOC200261	-0.953
SLC4A7	0.9473
CCDC40	3.128
GART	-1.552375
THOP1	-1.68825
SCARB1	-0.838375
CACNA1F	0.56075
TRIAP1	-0.189833333333333
SYT14L	-0.4315
SFRS8	0.362333333333333
PBOV1	-0.23975
GOLSYN	3.1715
GJB7	-1.1085
CAMK2N1	-0.225
GREM1	4.63225
FLJ20433	0.81725
QPCT	-0.449125
PRKAG2	1.34766666666667
H2AFX	-1.1925
C6orf154	0.88675
PLOD3	-1.225
ZBTB39	0.274833333333333
WASF3	-0.183333333333333
DRG1	-0.44175
PRR4	-1.2735
SPCS1	0.6385
KDELR3	0.573333333333333
SRP19	0.271833333333333
GABRA6	0.01975
MFSD1	0.6345
MMEL1	1.61375
PDXDC2	-0.2923
BUB1	-3.64644444444444
RNF138	-0.44275
MYLPF	-0.1415
AIF1	1.15116666666667
DYNLRB1	1.0609
HCN3	-1.29483333333333
HIST1H2AI	-0.022
MAP4K5	0.378583333333333
LASP1	0.8985
LOC130951	0.159
PLAA	1.178625
KRT6A	-3.52
C6orf117	-2.954125
ARHGAP23	-1.455
PTF1A	-0.411
GPHA2	-0.46625
LCE3B	0.08475
MCL1	0.799214285714286
EHBP1	-0.8285
PRNP	-0.6063125
ZSCAN1	0.551
C1orf113	-1.22266666666667
FOXA3	-3.134375
NEB	-0.0335
ASGR1	-5.21083333333333
CTGF	0.637666666666667
RAB17	-0.212666666666667
MST101	0.80125
JARID1B	1.1471
USP37	0.2616
PTBP1	-0.834666666666667
PTPN7	-1.23766666666667
CDC7	-2.68416666666667
SNX7	0.07875
ZNF335	-0.56
CPT2	0.4145
HEATR1	-0.845875
HSPC152	0.607625
C5orf40	1.2065
PSME1	0.9805
STAG3	-2.2105
TMEM154	0.248333333333333
KLHL32	-0.349166666666667
TSGA10IP	-1.3275
SUV420H2	-1.08916666666667
SF1	-0.6547
2'-PDE	0.883
PNLIPRP2	-2.095
TRSPAP1	-0.749166666666667
NUP210	-1.24333333333333
ANP32C	-1.95183333333333
RAB11B	0.560333333333333
ASB15	0.715
ITGB3BP	-2.4345
UBASH3A	-1.528
YWHAB	0.579
TPRX1	0.25225
LY6G5C	0.60175
SLC7A2	0.909875
CLK1	-1.2789
HSD3B7	0.594666666666667
VDR	2.97525
C16orf74	0.94275
ACE	-0.2715
PSMA2	-0.802
CCDC131	-0.029125
ZNF213	1.19116666666667
EML2	-1.301
ALS2CR13	0.0936666666666667
GLYATL1	1.9635
DSPP	-0.4895
DHFRL1	-0.3215
C10orf30	0.769333333333333
SH3RF2	0.0996666666666667
LOC197322	-0.618333333333333
DLL3	-1.78225
TIGD7	0.97525
GFRA3	0.071
CPA1	-0.1395
RTN4	1.208
PPT2	-2.01666666666667
FASLG	1.70575
FOXP4	0.012375
RPL26	0.5668
GNL3L	-0.3045
FMR1NB	-0.653666666666667
CD163	6.9645
SGPP2	2.59775
GIMAP2	0.683
CD37	1.6575
DPT	4.86675
NBLA00301	1.4495
RGS5	0.584166666666667
C9orf4	0.18
ACTL8	-4.30933333333333
PRKAR2B	2.117125
OPLAH	0.405
C20orf134	2.28825
SPACA5	0.143
TBL1X	-0.115833333333333
TSPYL3	0.374
CHCHD3	-1.249
CRKRS	0.173833333333333
GPR65	4.11375
DFFA	-0.95
FUT1	0.6295
C6orf204	-0.561833333333333
TMEM51	0.25875
ZNF580	1.1245
CMTM2	0.16825
C20orf200	-0.3985
EZH1	-0.0526666666666666
FDX1L	-0.400125
MRPL32	0.0195
PCAF	0.1691
ALOX15B	4.15316666666667
CD59	1.297125
CDK9	0.334125
ERP29	0.432
TTR	-5.60175
BCMO1	-0.0725
DDIT4	-1.3412
PTGDS	3.2285
C3orf63	0.507666666666667
BST2	1.003
CYP1A2	-0.351
C5orf25	-0.532
STX1A	-1.16970588235294
OR2A12	0.628
SH3BP5L	-0.46875
SERINC5	-0.827125
USP6	-0.0478
MRPL3	-0.1975
POMP	0.02325
INPP4B	1.05625
GMPPB	-0.138
EAPP	0.663
AHSA1	-0.47825
ABCA11	0.203
SLC5A6	-0.74725
HIVEP2	0.88825
SUMO2	0.019125
KIAA1822L	1.10083333333333
C11orf67	1.4695
TXK	-0.699142857142857
PHCA	1.155875
ICAM4	-2.57633333333333
FPGS	0.179666666666667
SNRPA1	-2.1745
KCNJ4	-0.3125
KIF6	0.538
HIST1H2BG	-0.771833333333333
SLC5A5	1.08675
ZNF354B	0.0538333333333333
IL12RB2	0.0875
C11orf76	-0.288166666666667
GAL3ST2	0.169
AIFM2	-0.605875
SYNC1	-0.0934999999999999
UBL3	0.236375
PIK3CG	-0.520333333333333
NLN	-0.4315
BCORL1	1.22
CD5L	0.9405
ZNF238	4.30233333333333
KIAA1394	-0.561
C16orf55	-0.4571
CYP3A7	-2.1765
KRTAP3-1	-1.919
TFDP1	-0.560833333333333
MND1	-3.8625
NODAL	-0.0658333333333333
GTPBP4	-1.3555
TUBGCP2	-0.67475
SLITRK5	-2.91425
CIC	0.938
CD79A	0.048
SAMD14	0.399833333333333
TNPO3	-1.174
OR10G3	0.5635
OR10G8	0.518
CCDC111	0.0425
HOXC9	0.508
DCUN1D1	0.162083333333333
CYB5R1	1.376
TSR2	0.3415
DAB2IP	0.8192
SLC6A5	0.4545
RAB3D	1.7835
DCUN1D4	-0.5615
ERBB3	1.29366666666667
SDC1	1.24008333333333
ATP6V1H	0.6115
SYK	1.723
ST20	-0.8045
C13orf30	0.3755
WDR40A	1.22933333333333
ADMR	0.4105
LOC388335	2.77775
ACSM1	3.3755
TDG	-0.00316666666666673
FLJ11235	0.5515
MRPS5	-1.68133333333333
AGPAT2	-0.585833333333333
SLC12A1	0.168125
CYP27A1	-1.48875
THAP7	-0.64075
XPO1	-0.713166666666667
ALMS1L	0.779333333333333
C1orf2	-0.123375
ZNF777	0.434166666666667
CAMK2A	0.268166666666667
SMC1B	-0.470625
IHPK2	0.109866666666667
LEMD1	-4.223
NKD2	-0.7884
CLU	1.58442857142857
ARMETL1	0.3225
PABPC4	-1.25925
CXCL12	2.50683333333333
TFAP2C	0.3518
TTTY8	0.1585
ABCB10	-0.3849
ENDOD1	1.03433333333333
IDI1	-1.9675
KCTD6	1.79333333333333
CCDC105	0.035
ULBP2	-1.67333333333333
ZDHHC5	1.07975
WNT8A	-0.3555
COMMD10	0.49325
KLHL12	0.311875
GPR50	0.727
NR5A2	-0.07675
OXGR1	0.695666666666667
EHD3	0.23225
CAPRIN2	-0.7255
KLRC3	-4.52075
SF3B1	-0.002
IPO7	-0.2435
ALDH1A1	-1.3045
ANKRD5	1.9065
TSNARE1	0.3605
DDEFL1	1.24475
RNASEL	1.85533333333333
DNAH9	1.718
HELLS	-1.908
TNS4	-1.9345
NAV1	0.8056
KIAA1409	0.31025
C20orf26	4.1355
TUBG1	-1.44675
IRX2	3.9645
CNGA4	0.2445
MGC50559	2.31366666666667
OR4K17	-0.124333333333333
TM2D2	1.23466666666667
FAM32A	-0.3735
TXNDC14	0.20375
CCBL1	-1.186
ANK1	-2.9812
PRSS23	0.49975
PPM1L	0.7805
SPATA20	0.43825
APCS	-0.07275
C14orf122	-0.1435
PSMB5	-0.35075
C6orf10	0.0189
SETDB2	0.425833333333333
SPNS3	-1.79025
SGMS2	-0.182166666666667
MXD3	-1.73016666666667
MON2	0.3355
CARTPT	6.9095
HNF4A	-0.860333333333333
RABEP1	1.88555
TNFRSF10B	-0.675375
USH1G	0.595
PPAP2B	-1.11566666666667
TMEM16K	0.6915
CTDSP1	1.0465
CDK5R1	0.154833333333333
GABRR1	-0.031
OPN1LW	-0.334
FAM98C	1.2035
DBN1	-0.84025
ACAD10	-0.907083333333333
QTRTD1	0.025
WNK3	-0.5845
RPS19	-0.130125
C1QB	3.43825
OTUD5	-0.117125
SLC41A2	1.81083333333333
TMEM22	-2.70083333333333
KHSRP	-0.807583333333333
TNFRSF11A	0.029
FBL	-1.421
IBTK	0.508166666666667
OXER1	-0.021
CBLN4	-0.069
GPR172B	1.22133333333333
CFTR	2.5355
VSX1	1.153
CAMK1D	0.47525
LOXL3	-2.00825
RTP4	2.26825
SLFNL1	0.02675
KIAA0828	0.473625
PAR5	0.067
LOC723972	-1.9845
GDI2	-0.282875
CEBPA	-0.9414
MLF2	-0.0581666666666667
AFMID	-1.32625
ALOX12B	-0.059
BPHL	0.4495
COX5B	0.34375
S100A10	0.7154
THOC6	0.06875
NHN1	-0.79275
RRP12	-0.7775
ARID3B	-2.48375
CD3G	-1.80333333333333
KIAA0133	-0.13925
NAT11	-0.4065
PPAT	-1.75066666666667
SIRT3	0.7795
TCERG1L	-0.441
NIPA1	-0.181
DPP8	0.2797
IL7R	0.783
ZFP64	0.30875
DMAP1	-1.0688
TRMT12	-0.1205
TLR4	1.2931
WFIKKN2	0.362
RAB12	-0.983666666666667
DDX51	-0.4495
KIAA1086	-3.42625
ZNF295	0.382833333333333
ACVR2B	-1.21935714285714
LOC494150	-1.2295
ZNF517	-0.166
DNASE1L2	-2.31566666666667
SUFU	0.588166666666667
LOC283677	0.3735
LMO3	1.0605
PPP2R5D	-0.808833333333333
ZNF587	0.3048
HIST4H4	0.16775
CYP2C8	-0.14275
C1orf80	0.424166666666667
DOCK5	0.055
C9orf24	1.8115
OR5AR1	0.513
C11orf24	0.176
UNQ1940	-0.26375
CAP2	2.30766666666667
TIMM44	-1.84375
DSEL	-0.2598
ROM1	-0.47875
FBXO4	1.328
MYLC2PL	-1.82425
MLH3	0.4291
NOX1	0.225
DPEP2	2.24925
DNAJB5	0.12975
RLTPR	0.145
MBIP	-0.186166666666667
COPB1	0.372333333333333
SFTPA1B	0.53
C10orf4	0.00340000000000002
PRELID1	-0.692
NOLA1	-0.8535
C19orf24	0.3535
TLR9	-1.7745
HLA-DMA	3.66725
HCRP1	-1.0055
GPR137	0.224666666666667
ITGA11	2.182
PHF13	0.221166666666667
MARK4	0.633166666666667
METTL4	-0.79275
MBD3	-1.0201
LOC134145	0.501875
FGF3	-0.1615
SLC35A3	0.789625
CLEC16A	0.99275
AMOTL1	-1.18975
FLJ31438	-1.18575
PAICS	-2.71425
TOMM40L	0.498666666666667
MMD	-1.84175
KLK10	2.7632
NIT2	0.622666666666667
SERPINB10	-0.0735
KLF15	-0.0305
CCDC5	-0.7495
WSB2	-1.028875
ME3	0.1925
CACYBP	-0.177666666666667
TCTN2	0.6255
JAK1	0.926
C2orf25	-1.043
GPD2	1.6175
FBXL11	0.0055
CDV3	0.0565
GALNT11	0.392125
NDUFA12L	-0.4313
FLOT1	-0.0490714285714285
TOR1AIP2	0.7845
MMP25	-0.5485
C1orf164	-0.2503
CHST5	-0.2905
LYRM4	-0.5474
GPER	-0.29975
HIPK2	1.18466666666667
DAP	-0.1372
ZMIZ1	0.759666666666667
DDX58	3.648875
DCC1	-2.20125
AKT1	-0.4975
ENPP6	0.8815
ERVWE1	-0.208166666666667
CDC34	-1.27475
RNF125	0.41025
CASC1	5.0465
SHROOM2	1.5815
RRM2B	1.05233333333333
COL6A3	2.66975
TMEFF1	-1.9925
PLEKHA4	-0.2726
LYSMD1	-0.121666666666667
SEPT1	-0.628
AOF1	0.13675
GNPAT	-0.1565
WDR18	-0.6675
HSD17B12	-0.207666666666667
HIST1H2BM	-0.41
INDOL1	1.95216666666667
SUDS3	1.306
C1orf192	2.2835
CYP2B6	-0.94975
TBC1D2	1.50583333333333
SLC25A12	0.894375
ERCC6L	-1.6355
MGC10814	-1.16683333333333
POLR2C	-0.9215
ZNF77	-0.1655
EIF3K	0.218
HPX	0.90525
ANKRD27	-0.668125
MALAT1	-1.5155
PLB1	0.908166666666667
HRNBP3	-0.670375
CPSF4	-1.20325
OR52N2	0.2695
PIP5KL1	-0.15575
GH1	-0.056
HPS5	0.354
SLFN5	1.019875
POP5	0.3745
OVOS2	-4.1975
C20orf108	0.553875
MARS	-2.29475
CLRN3	3.54016666666667
ARSE	-0.353333333333333
PPIE	-0.751333333333333
PHACS	-1.19366666666667
GP5	-0.191
IL8RB	1.597
FCRLA	-2.34025
ARRDC1	0.4008
KRTAP9-4	0.4525
ZNF613	1.728
OR11A1	0.0035
TMEM132B	-2.05475
PGLS	0.1755
BSND	-3.3785
KCNK18	1.526
FOXD4	0.378
SV2C	-0.40625
LCN2	3.90733333333333
ZNF490	0.9507
C3orf15	2.9326
CACNA2D4	-0.682333333333333
CBX5	0.01575
MAGEB4	-0.019
BOLA1	1.4965
PPP2R5E	0.7985
COL5A1	2.52216666666667
ASB7	-0.255666666666667
SFT2D1	-0.215875
DERL1	0.0702
RABL2A	1.27116666666667
MOAP1	0.15575
KIAA1545	-1.06533333333333
F3	-0.923
PLEKHM2	-1.7845
CCDC89	1.2775
EFCAB1	4.64925
TMEM48	-1.3705
SEPHS2	1.01
PYGM	-0.54275
PRICKLE1	2.2135
WNT5B	0.5815
TAS2R38	-0.14
IMP5	0.06575
KHDRBS1	0.2003
LARS2	-0.530833333333333
C3orf28	-0.19125
FTCD	-3.73475
C10orf68	0.145666666666667
DGAT2L3	-0.05775
PSEN1	0.460833333333333
MGC33657	3.3295
PLA2G4B	-0.1995
CDKN2A	-1.95466666666667
DLX1	-0.7595
TSHB	0.4245
C18orf37	-0.18225
MEX3C	0.945
MAMDC2	0.1655
PDIA4	-0.48975
ATP5E	1.439
CASP2	-0.014
SERBP1	-0.992230769230769
ZNF341	-0.689833333333334
TESC	-3.33325
TMEM31	-0.8145
OR51I2	0.9135
YTHDC1	0.626571428571429
JUN	1.78916666666667
AGMAT	-3.75966666666667
PCNXL2	-0.0655
ATAD5	-1.7865
STK38	-0.6455
AZI1	-1.048125
RBP1	0.456
C4orf26	1.71875
KIAA1026	0.875375
TMEM101	1.55525
HSFX1	-0.2665
TREX1	1.25325
C18orf10	-0.0237
TRIM15	-3.147875
CA6	0.509
CEP57	-1.498875
AR	4.5145
SESN2	-0.647
KIF3C	0.235125
EPB41L5	0.846125
ARHGEF10	-1.00477272727273
POLR3D	-1.06975
INDO	0.153
GABRA3	0.091
SCG5	-2.7693
E2F3	-0.5436
TIGD5	0.58775
FGD6	3.12066666666667
KLHL3	-0.385375
SCGB3A2	-1.7815
URP2	-0.296
ATP6V1B1	-0.0998
CALML6	-0.9585
LOC100049076	2.7655
TMF1	1.31725
LOC388503	0.04825
CDH5	1.94825
RPS6KC1	1.55333333333333
DAAM1	1.6184
TNFRSF10D	-0.7555
GSTT1	1.2836
INPP5A	-0.2235
TRAF3IP1	1.5937
SMARCE1	0.358
VRK1	-1.4625
TTC16	1.74075
AARS	-1.29283333333333
ARHGAP27	-0.986666666666667
ZAK	0.356285714285714
ACSM2B	-3.71075
TRAP1	-1.557
MRPL53	0.309625
RNF44	0.2475
NPTXR	0.516
DPYSL3	1.31816666666667
APP	0.594
GLS2	0.3245
MNX1	-2.9865
CMTM7	1.18875
OR10A7	0.162
NYD-SP21	4.12166666666667
ORC5L	-0.57225
SLC16A10	-1.693625
TMEM178	0.8185
LOC441601	-4.01
PTGIS	-2.60725
KBTBD7	1.7605
C19orf41	-0.3515
CEACAM3	0.180166666666667
KRT23	0.415
SERHL	3.4705
PNKD	0.103375
UBC	0.39125
ATRN	0.165
HAPLN1	2.52225
RANGAP1	-1.59075
C10orf26	0.976333333333333
KCNA7	-0.3215
SRY	-0.0175
LOC376693	-0.76525
HIST1H2BF	-0.0125
CDCA8	-3.06583333333333
MLC1	-0.9455
TNIP3	0.82275
OR4D1	0.3075
IFT52	0.647
GOLT1A	0.0363333333333333
UTP20	-0.293375
RP3-402G11.5	-1.261125
PRSS33	-0.99025
PMPCA	-0.79975
APOB48R	3.3095
GLTP	0.02375
MPL	-0.1265
C9orf78	0.07725
ADAM12	1.669375
CSPG4	-2.785
LOC144305	0.112
KRTAP4-10	-0.970333333333333
PAK1	0.24075
ADCY7	0.4581
TAS2R43	0.0915
FRAS1	-2.96521428571429
PPP1R14A	-1.1995
OR2B6	-1.14275
ATP13A1	-0.168833333333333
SIDT1	3.76775
C1RL	1.929
PRKRA	-0.0715
TLN1	0.4438
RP11-50D16.3	0.225583333333333
MITF	-1.29533333333333
GYS1	-0.142
LYG1	-2.435
NSMCE4A	-0.1434
DNAI1	0.6925
HOXD11	-0.225
FNBP1L	1.9085
DHX35	-0.52175
LCE3E	0.38975
SLC33A1	0.81325
DCLK3	0.0788333333333334
TRIM33	-0.768166666666667
TMCC3	1.83583333333333
FBXO42	0.395333333333333
C1orf27	0.7496
C17orf50	0.731
RNF14	0.93275
SLC4A8	-0.16925
RAB3IP	2.0804
COX6C	2.22428571428571
PCSK1	-3.3985
SLC13A1	0.281625
ARF6	0.772666666666667
KIAA1009	0.851125
HOXA13	-2.61175
HMGN1	-0.119875
CXADR	-0.288333333333333
MGC14436	0.4315
UTF1	-0.372
TSC22D1	0.0857
BZRAP1	0.613166666666667
PUF60	0.18675
SHC1	-0.295125
HOOK3	1.3644
LIMS2	1.07466666666667
BAHCC1	0.135
CLCC1	0.179666666666667
ENTPD3	2.96466666666667
SMO	-0.3415
PIK3R5	0.10925
CDC14A	0.8455
KRT1	3.5265
ENOX2	1.55166666666667
FLJ22655	-2.478
FPRL1	0.376
INTS6	0.8528
ZCCHC5	0.601
SMC3	-0.22775
C6orf123	0.1435
FLJ20160	3.14575
LOC653391	2.36916666666667
GSS	-0.3405
NT5M	-0.37075
SIX5	-0.11275
TAF5	-0.718
KCNA1	0.173
ANLN	-3.10216666666667
MGC45491	-1.1134
SSTR2	3.64125
LYPD4	1.33275
TH1L	-1.083625
CHRNA5	-2.9145
PNMA6A	-0.024
FLJ16369	0.053
DLX2	2.2494
C6orf108	0.097
ALDH3A2	0.976333333333333
CLEC1B	2.96333333333333
LEPREL2	-0.088
FOXJ1	1.5204
OR1D4	0.1345
PPIL4	-0.041
MTRR	-1.14575
SLC27A3	-0.486166666666667
HTR7	0.366833333333333
MIB2	-0.642375
BHMT	-2.02816666666667
A2ML1	0.6165
MSMB	4.18225
KIAA1383	1.82966666666667
TRUB2	0.60825
PF4	0.457666666666667
IL1F5	0.0471666666666667
LRRC37B2	0.4205
IPO4	-1.14425
FIGF	-1.325
QDPR	0.2205
ZNF598	-1.89825
BOP1	-1.3405
MAPK12	-3.03016666666667
POLR1E	-0.87
CEECAM1	-0.0816666666666667
INSRR	0.0108333333333333
SIPA1	0.4155
ULK4	2.4765
BTN3A1	0.0209
FABP5	-0.7311
KBTBD3	2.55633333333333
SORT1	0.198083333333333
YWHAQ	-0.37
LRIT1	0.183
KIAA1704	-0.2674
MEIS2	-2.0764
ENOSF1	0.5105
PCDH7	0.545428571428571
FZD9	-2.4675
RPLP1	1.04716666666667
ZNF75A	1.63625
P4HA3	3.6485
NKX6-1	0.563
CTA-216E10.6	-1.15383333333333
IFT140	1.113
DENND1A	-0.198166666666667
ALCAM	2.3166
ABHD2	0.24
QPRT	-3.51766666666667
TRAM1	0.527785714285714
ATP1B4	-0.129
NUP37	-0.9925
SAA3P	0.5885
SLC22A6	0.65325
KIAA0265	0.212875
ZNF41	0.71175
ADAM19	-0.0555
ERAF	-0.7155
DEFB119	0.346666666666667
DNMT3B	-4.59
SNF1LK2	0.4955
MGC24039	1.36241666666667
TAS2R48	-0.486166666666667
PNLDC1	0.06425
ADAMTS16	0.6355
TMEM92	-0.2385
CCT8	-0.7915
POGZ	1.1395
N-PAC	0.14875
GUCA1B	-1.801
ZZEF1	0.0806666666666667
OR2C3	0.38825
ZNF334	-0.5065
RANBP6	1.36425
LDHB	-3.96508333333333
BAMBI	-3.047875
RAB5B	1.4365
FOXB1	-0.1815
MRPS12	0.07425
MRGPRF	0.184625
CRIPT	-0.3185
CYP2D7P1	-0.7
RYR1	0.2345
NDUFA2	0.881875
TRIP12	0.214083333333333
KCNE3	2.81016666666667
MOBKL2B	0.0551
MIOX	0.30025
ACOT7	-2.67525
FGF6	0.4225
RASSF5	-0.2109
ATAD3B	-2.48383333333333
IKZF3	0.6485
H3F3B	-0.0278571428571429
C6orf91	1.6005
SEC11C	-0.09875
TMEM14C	0.04775
KIAA1632	0.496125
SLC38A4	1.66725
FGFR3	-2.13316666666667
HES7	-2.11175
HINT3	-0.252
ARIH1	-0.9945
FLJ35880	-0.018
C1orf129	0.202
POU6F1	0.2525
RPL32	0.206625
BBS1	1.61766666666667
RGPD5	0.139
SULT1C2	-2.403
KDELC1	-0.688
PIP5K3	0.036
CHI3L1	0.0494
CSDA	0.188333333333333
VTCN1	3.98525
WDR62	-1.8835
TMEM170	-0.91875
KIF2A	-1.23
C6orf182	-1.2805
ARL6IP6	-1.3155
ZCCHC9	-1.1265
RARB	1.276
ZNF320	0.601375
DHX15	-0.87275
PICALM	-0.222833333333333
CNOT6	0.247166666666667
HIST1H1A	0.6985
ZNF702	0.155333333333333
OR1E2	0.6845
HLF	-2.8398
LOC442582	-2.803
KIAA0494	1.54075
TCF4	2.2745
APOBEC3B	-3.476
FAM54B	-0.44175
MYH2	-2.90825
FXN	-0.0538333333333333
C12orf59	0.475
PAEP	-1.6385
SPG11	0.385625
VN1R4	-0.0835
KCNJ13	0.1705
NOC3L	-0.59775
C5orf36	2.207
CPAMD8	-0.51575
MLN	-0.6603
FLJ11184	-0.85
TIAM1	0.658
OR10J3	0.2345
OR52E2	0.225
PBX1	2.1021
UBL7	-0.167333333333333
PXMP2	-0.551
SYTL1	-0.265
FAM126B	1.404
ZNF711	-2.363375
GGA1	-1.0405
VAMP4	0.907
BCAP29	0.6557
C20orf19	-1.354875
ZNF275	0.425625
NEK6	0.617
SETD8	-0.24675
HEXIM1	0.9325
SULT1A2	-0.89875
KLHL9	2.389
SLC39A12	0.68275
ARHGEF16	-0.2625
SCN1A	-0.315
HNRPH1	-1.85766666666667
C9orf103	1.37175
ECE1	-0.2515
MED18	-0.443
TEX13B	-0.272
SNN	-0.39475
C6orf62	-1.15438888888889
WNT3A	1.118
IL22RA2	0.93
MGC21881	0.180625
GABBR1	-0.59225
YIPF6	0.55175
PROX1	-1.978
PPP1R1B	2.683
LANCL2	0.1111
SCN3A	-1.3245
SSRP1	-1.2065
ASXL2	0.02525
RPE65	0.00950000000000001
SNAI1	-0.99425
EFNA2	0.1385
CLDN9	0.121875
TP53I13	-0.677875
LOC375748	0.6215
C9orf7	0.54
C14orf178	-0.667
GC	-0.4045
IER3	0.2585
KCTD10	0.44575
FLJ45717	-1.11375
ADC	0.987833333333333
LOC285908	-1.643
MLL3	-0.12375
KIAA1787	-0.67425
MGC31957	-1.4195
MUC5B	-0.662416666666667
ZNF193	-0.07925
CSRP1	0.149125
MOSPD1	-0.652166666666667
C21orf49	1.4585
RAD1	-0.2725
ANKRD34	-1.4775
NFRKB	-0.924
FANCA	-4.54525
VTI1A	0.361
PCBP3	-1.00433333333333
BFSP2	-0.8435
ZNF354C	0.0245
FRMPD4	-0.352
IKBKG	-0.989
LOC441046	-0.113
UNQ9438	0.742333333333333
TM4SF20	0.333
MAGEC1	-6.12475
AMMECR1	-1.0285
GLDN	-0.92625
TTC30B	2.09
SEC13	-0.3701
EGF	2.623375
HAGH	-0.04175
VSIG1	0.884
NHLH2	0.3375
NCAPD3	-0.7945
MGC16121	-4.18975
HIATL2	-0.7595
BRCC3	0.775
LCE2D	-0.678
TMEM79	0.2575
GTF3C5	-0.842
AKR1C4	-0.00416666666666667
C3orf59	0.32175
RBM26	-0.38125
DUSP14	0.1165
AP4M1	-0.458833333333333
RIMBP2	-0.146166666666667
ABCC2	-5.21733333333333
DNAJC16	0.4805
TTC12	1.86683333333333
SNX13	-0.448833333333333
C6orf168	0.72325
C1orf100	-0.69875
CSPP1	1.09183333333333
LRRC56	1.77925
OR1J2	0.503
THY1	1.4972
KIT	0.809166666666667
TBC1D8	0.56325
EPHA7	-0.114333333333333
SOLH	-1.010875
SVIP	1.07325
ZNF294	0.3315
HAND2	2.483
CENTB2	1.17983333333333
MARVELD3	2.307375
CREB3	1.02516666666667
KRTAP1-5	-3.4415
OR8K1	0.791
MED25	0.625333333333333
FDX1	0.181666666666667
FAM19A1	0.123833333333333
IL13RA1	1.3178
ZNF627	1.28833333333333
NHP2L1	-0.49775
EIF2B2	-0.389125
ZNF593	0.0395
WIPI2	0.254916666666667
RANBP1	-1.68075
TAS2R7	0.357
LOC283514	-0.5995
CSNK2B	-0.348
CFHR1	-0.028
DKFZP434O047	-0.0856
WBP11	0.60675
TEX2	1.341
GALNT2	-0.4635
FLJ33360	0.42475
WNT9A	-0.22625
IL29	0.219
STK3	0.62
REPS2	3.83125
FAM78A	-0.89225
MGC3207	0.0455
FCGR3A	6.889
H2AFY2	1.3695
RNF150	-1.4125
CCNK	0.662375
VEZT	1.76116666666667
FSHR	0.1375
C1orf66	0.4685
LCE2B	0.4848
CD200	-0.9615
ORMDL1	-0.858875
OR51S1	0.2755
KRT83	-0.5735
COL19A1	-0.361
POL3S	-0.115
ZNF468	0.8165
BAG3	1.30925
C1GALT1	-1.8905
CA5A	-4.4485
DKK4	-0.438
SGK2	-1.533875
PIK3C2G	-1.15825
USP11	0.629375
IMPA2	-2.349
PRKDC	-0.733642857142857
MSR1	4.210375
PDCD6IP	0.702
FAM122A	0.6815
ZNF740	0.0445
ATXN2	0.162333333333333
SLC17A4	0.0756666666666667
RAXL1	-0.892166666666667
RS1	-0.1395
NET1	0.9255
NPY1R	1.78433333333333
MVD	-2.5775
C11orf61	-0.940125
CHDH	0.125
GCNT2	-0.739642857142857
LGALS12	-1.87175
IK	0.432833333333333
C7orf41	0.310111111111111
SURF4	-0.2105
C1orf91	-0.39
BCS1L	-0.988833333333333
C20orf141	0.230833333333333
BCAS2	-1.114
ACE2	-2.077
ICT1	0.54025
CD79B	0.60575
MRPS9	-0.527
AADACL1	0.6645
IRS2	-1.346125
LUZP2	-0.7285
TMEM148	0.35025
ZNF514	0.321333333333333
ADCK2	0.2621
ZKSCAN1	0.479357142857143
FASTKD2	-0.128625
KCNMB3	-1.25883333333333
POFUT2	-0.642
GNG2	-0.3178
OR6Y1	0.3325
FAM26A	-1.925
CAND2	-2.002
FLYWCH2	0.483
BCL6	2.99725
MDH2	-0.240714285714286
DRP2	0.9035
TPD52L1	-0.39575
TXNL4A	-0.408125
