Hybridization REF	TCGA-A8-A09M-01A-11R-A00Z-07
DKFZP564J102	0.0568333333333333
MGC87315	0.847833333333333
HNRPAB	-0.97475
AMH	-2.613
ZNF526	0.614
BRUNOL5	-0.2052
CACNG3	0.175166666666667
TRPM1	-2.6415
PPP2R1A	-0.192
COL2A1	0.49975
DDN	-0.671666666666667
FLJ25770	0.92425
HK2	-1.56278571428571
ELOVL6	-1.072125
MDK	-1.13125
EPHX1	0.40275
RASSF2	0.91425
DKFZP434B0335	-0.03175
DLX3	-0.491125
PRTN3	-0.8135
AVPR1A	-0.013
C21orf125	-2.043
TNFAIP8	-0.454666666666667
GNB2L1	-0.47175
CALCRL	1.886
SCGB2A2	1.81533333333333
UBXD7	0.25825
ZNF674	-0.617
TMEM35	-0.666625
BRSK2	-0.797125
HECTD3	-0.883833333333333
TMEM188	-0.0729166666666667
LGALS9	2.12675
SCARB2	0.522333333333333
USP34	-0.491083333333333
C17orf28	2.34408333333333
ZDHHC23	-0.656
AQP12B	-0.0435
SLC16A3	-1.505625
APLP2	-0.55675
ITIH2	-5.15875
MICAL3	-0.141875
TNNI3K	0.2406
HDAC2	0.241375
PRR7	-0.0843000000000001
THBS2	-0.441875
LOC751071	-0.301666666666667
CA2	1.01616666666667
RANBP17	0.64525
RLN3	0.073
CRYZ	-0.386166666666667
GBAS	0.0201666666666667
TAS1R1	-0.4395
MPZL3	0.682
PCDH8	-1.83225
HSP90B1	0.335916666666667
KCNK15	3.1295
TNIP2	0.441333333333333
GPR146	-0.53225
NOL6	-0.34725
SPC25	-1.60377777777778
STEAP2	3.50107142857143
VAMP3	-0.890333333333333
TCIRG1	0.76125
ZP4	-0.270166666666667
PARL	0.04175
TRIM39	0.209333333333333
KIAA1305	1.80025
CRNN	0.3265
GRN	0.58225
HSH2D	1.579
SCAMP1	0.359375
KIAA1913	0.35
PTS	-0.1395
BANP	-0.0991428571428571
PRKACG	0.50575
ADCY6	0.658
C16orf46	-0.543
CYP51A1	0.12875
DDC	-4.76175
ANPEP	-1.44566666666667
PROM1	-2.90666666666667
SIGLEC10	2.68625
COPG	0.428
FAM26E	0.751
TRIP4	0.3005
SNX3	-0.565
C1orf175	1.37833333333333
PPY2	0.06175
C14orf152	0.31575
FTSJ1	-1.09983333333333
DST	-0.919736842105263
LOC554235	-0.083
GLRX5	-0.549
C20orf12	0.6093
CAB39	-0.746666666666667
MSH2	-1.19666666666667
PIP4K2C	0.677875
CYLD	1.3795
WTAP	0.6449375
MGAT4A	1.574
TSC22D4	-0.6093
CHRM2	-1.5505
PPYR1	0.222666666666667
CCNH	-0.677833333333333
RRM1	-0.3015
ECAT8	-1.2945
LOC400120	-0.17625
GABRA4	-0.019625
C14orf4	0.476
C1orf59	0.084
CTDSPL	-0.0390833333333333
NHEDC2	-2.066
PDE11A	-1.244
KLHL29	-1.80325
CD5	0.3099
TSPAN9	1.9006875
WDR67	0.4355
THUMPD1	0.1916
C18orf17	0.7335
CLYBL	0.362333333333333
FLJ13231	0.245625
CMBL	1.495375
LECT2	-0.22875
NKAPL	1.038
LOC654780	0.242
OR4C6	0.388
RAB30	2.32383333333333
TSSK4	0.357
TMEM163	0.2275
OSBPL11	0.122833333333333
GNB5	-0.784
CCL21	0.57675
C1orf121	-0.6325
FMO2	2.60983333333333
RPTN	0.245
MSTN	0.156
VCL	-0.971071428571428
FYTTD1	0.22225
C11orf1	-0.00325
CCDC88C	0.9020625
HFE	0.329666666666667
MOGAT1	-0.0275
FAM125B	0.902666666666667
IRGQ	0.1855
RAVER2	0.67
AKAP5	-1.066
SSSCA1	-0.2375
C11orf63	1.797125
ACTG2	-1.4692
PORCN	-0.6395
DTL	-1.12827272727273
TMEM151	0.637
FAM122C	-1.379
RSAD2	3.3215
BAT4	-0.462
KRTDAP	-0.67
MYH8	0.12
CRTC3	1.4495
LRRFIP2	0.2301
INTS4	-0.778166666666667
TTN	-0.754666666666667
SLC26A5	0.4585
PLLP	-0.941
RGS6	-0.874
SRGAP3	1.05075
ZNF525	-0.206
NBR2	-0.0953333333333333
C13orf1	0.0597
ZNF137	-0.3585
CEP27	-1.5155
BEST2	0.5055
RNF121	-0.2535
DMRTC2	1.345
C8orf76	1.403
BCCIP	0.6035
MEST	-0.306
HTRA2	-0.2325
ANGPTL2	-0.2395
ILKAP	-0.900166666666667
ERAS	0.26
HBS1L	0.03225
CPA5	-0.222
TMEM30A	-0.558666666666667
CD300LF	2.81933333333333
WISP3	-0.67
CRK	0.0527142857142857
PDS5A	0.4
BRPF3	0.583666666666667
NEDD9	-0.71575
SMPDL3B	0.3745
PSG6	-2.04575
PSMD13	0.26425
ETV5	-2.22375
OR51A4	-0.015
BTBD7	0.375916666666667
GSTO1	-1.2605
hCG_16001	0.7675
MAD2L1BP	0.0505
COX6A2	1.5125
SCNN1A	2.45066666666667
LSM1	0.737666666666667
UGT2B11	-3.71375
IDUA	-0.05125
PPP2R3C	-0.506333333333333
COX11	-0.129166666666667
PDZK1	-2.60675
ZNF443	0.102333333333333
MGC21874	0.8445
ZNF323	0.5004
KRTAP10-10	0.01
CXCL6	-0.25725
SLC34A2	0.3394
LOC284402	0.32
NPTN	2.49675
UPP1	-1.9765
SLC6A9	-1.28
OR7G3	0.35825
CISD1	-0.242166666666667
ZNF545	0.430166666666667
SYT14	-0.4595
NT5C3L	0.4935
ZNHIT3	2.27733333333333
SNRPD3	1.339
KIAA0701	0.19625
UNC93B1	-0.00700000000000001
GMNN	-1.28075
SPCS2	1.126
LOC388524	-0.4335
NAPRT1	0.3935
PNLIPRP1	-0.1655
OR6V1	0.347
PRKAB1	-0.5025
EYA4	-1.16783333333333
KIF20A	-1.93725
ALG10	0.52675
ITPKC	0.946666666666667
LMX1B	1.717
RPUSD4	-0.907333333333333
C7orf34	0.177833333333333
DLGAP2	0.359375
PFN1	-1.2017
MICALL2	-0.451833333333333
ZNF654	-0.193
SS18L1	-0.415
SLC16A8	0.1035
MKI67IP	0.433333333333333
ITGB3	-1.793625
TCEA3	2.91733333333333
CEP152	-1.84025
CLIP1	0.839875
ZNF75	0.517125
ATP5C1	-0.242833333333333
NUDT5	-0.279333333333333
PSCDBP	1.655
UBP1	-0.18625
RBM27	0.081
C13orf15	1.725125
ZNF282	0.333833333333333
ZNF222	0.0877
COL10A1	6.28425
PRDM15	-0.613125
TTTY5	0.2885
FAM9C	1.7145
C20orf67	-1.171
GNG13	-0.7635
F12	-1.00875
C1orf41	-0.45525
CPXCR1	0.1955
GSK3A	-0.132
SUPT6H	-0.434833333333333
PI16	-1.3465
ELL2	-1.47058333333333
C9orf167	-1.49116666666667
PVRL3	-2.8305
FLJ38596	1.5885
ADAM20	0.155
GPR89A	0.1415
GPR87	-1.902
ZNF30	0.8015
SMR3B	-0.4695
ZNF770	-0.689625
TRPC4AP	0.1125
DKFZP686E2158	0.234166666666667
C2orf28	-0.251
FREM1	-2.24016666666667
LAMA4	-0.118833333333333
ADPRHL2	0.38725
EIF4G2	0.3575
GUCA1A	-0.003
CTNNA2	3.200875
NUDT15	-1.33483333333333
CEPT1	0.036
ZNFX1	1.1228
CCDC92	0.61075
TDRD1	-0.421
KCNK5	-2.33616666666667
ETNK1	-0.539416666666667
LTA	0.443
TTPA	-0.2455
B3GALNT2	0.672875
SC65	0.4145
PEX5L	-1.177
EPS15L1	-0.22925
MGEA5	-0.146875
HIST1H3A	0.7545
ING1	-0.167875
BCAT1	-3.116375
ORC6L	-1.77845454545455
KLK11	-4.98183333333333
C19orf28	-1.447625
DNER	-4.65425
MED22	-0.530714285714286
ETV6	0.64375
CHAC2	-2.193
CD300E	0.188
CEBPB	1.29358333333333
ZNF398	0.4375
LRCH3	0.414
HMGA1	-1.69
CAPN7	-0.1775
MGC5566	-1.9845
CCL3	3.214
NANOS1	-0.466625
ZFYVE19	-0.077
APITD1	-0.159333333333333
PARD3	-0.077
IRAK4	-0.311333333333333
SERPINI2	0.3095
CEP170L	-2.461
TTC9	1.401875
MYOM3	-1.28675
MLPH	0.8745
LOC222699	-0.0595
NRG1	-1.85416666666667
TBC1D9	3.70945454545455
TTK	-2.61216666666667
ZNF557	0.833
DDX41	-0.691666666666667
FANK1	2.1885
UBE2D2	-0.029875
PSMB10	0.563625
MYH7B	0.697
GABARAPL2	-0.301
MARVELD2	1.7055
DGCR2	1.24766666666667
UNC45A	1.23566666666667
C6orf72	0.5185
ZNF683	4.94775
GIT2	0.079125
CASK	-0.265666666666667
C14orf161	0.921333333333333
LRRC44	2.73325
TIFA	-0.00199999999999997
UTP11L	-0.561125
C6orf65	-1.423
FDPS	-0.76325
DUSP9	-1.8135
SLC17A8	0.329166666666667
OR51G1	0.362166666666667
NANS	0.33075
OLFML1	1.75725
ATP10B	-1.245875
NPAS3	-1.341
PRKCA	-2.5137
GGA2	0.22175
LCE4A	0.266
SPANXN3	0.50675
CCDC115	1.44275
SDCCAG3	-0.682
GLIPR1L1	-0.0125
TTC1	-0.12075
C17orf76	-0.375
MAD2L2	-2.091
HIPK1	-0.3241
LRRC3B	-0.504833333333333
CLN3	-0.183727272727273
C17orf47	0.248
FMN2	-0.54675
TUBB1	-0.688
WAPAL	0.353833333333333
C3orf21	-0.14175
SCN5A	-0.6602
SMYD1	-1.06775
BEX5	0.93825
ZNF192	-0.107
SEC22A	0.7445
GRIA2	0.325928571428571
KIAA0825	-1.53225
NUSAP1	-2.257
LANCL1	0.346125
C15orf40	0.0919
ZNF645	0.157625
GPR61	-0.342
NLRP14	-0.2715
SNX21	0.7442
C1QTNF8	-0.132
C17orf46	0.276
IFNA8	0.5765
SPRR1B	-1.87183333333333
FLRT1	-1.06725
SNX17	-0.5535
ASB2	0.389166666666667
HBG1	-5.256
RPRML	-1.532
JOSD2	-0.799166666666666
PLSCR3	-0.20375
SPOCD1	-0.917333333333333
RAB39	0.00950000000000001
GHRH	-0.325333333333333
ITIH5L	0.46975
C17orf37	0.9325
SMCR8	0.4315
DPY19L2P3	-0.970333333333333
IL11RA	-0.103333333333333
GDF3	-3.1255
RPS6KB1	-0.355416666666667
DNAJC19	1.1176
TOP1	-0.6425
CRCT1	0.199375
MPST	0.067625
DPM2	-0.1105
FAM38B	-0.196166666666667
SLC18A1	-2.00966666666667
FARP1	-0.229
PAX7	0.1695
TUBD1	-0.52875
GNL3	-0.5935
BTG2	1.90126666666667
NDUFS6	-0.3235
C1orf79	-0.91925
ERAL1	-1.1495
ECHS1	1.1785
VPS4A	-0.419666666666667
CYP11A1	-0.922875
ABCC6	-1.49978571428571
PBX4	-1.3865
MOSC1	0.8785
NCF4	1.1605
HYMAI	0.5505
NAGPA	0.043625
OTOP2	0.14825
ACOT12	-0.32725
MTHFD2L	-0.19425
LOC441376	7.24375
C19orf34	-0.8575
RAB1B	-0.58125
ALDOAP2	-0.5645
NTRK1	-1.93166666666667
ARTS-1	-0.6776
SLC6A11	-1.303
NAP1L2	1.3885
CNGB1	0.361
EPB41L4B	-0.67875
FAM134B	4.54625
HS3ST3A1	-1.42516666666667
CPXM2	4.7905
SIRPB2	0.4595
CHORDC1	-1.44966666666667
TRIB3	-0.904166666666667
SLC2A5	1.13325
C2orf49	-0.220833333333333
DDX5	-0.0355
OR5L1	0.771
ANAPC4	-0.520333333333333
ZSWIM1	0.812125
LOC93622	0.28875
KCNK3	-0.7223
RP11-35N6.1	-1.899375
ZFP161	0.199666666666667
AQP9	3.548
SLC15A2	0.304833333333333
MREG	1.82683333333333
OR9I1	0.0525
PDLIM2	-0.068875
ADAM7	0.53
GSTCD	-0.366333333333333
WDR21A	-0.148125
SLC12A8	1.89866666666667
TMEM174	-0.1
IGSF3	0.593083333333333
LRRN1	-3.463
LOC402117	-0.0345
SRPK1	-1.091
LY6K	-1.25775
NFIA	2.1735
PTCD3	0.05825
LEP	-0.180666666666667
PCDH21	-0.6685
MAPKAPK2	0.515428571428571
NMNAT1	-0.347
LHFPL2	0.529875
C9orf43	1.625
DIP2A	-0.8915
ACTR8	-0.471875
CCDC34	0.23525
PTPN22	-0.590375
ITGA3	-1.574
FAM129C	0.145
RABGGTA	0.5855
UNC45B	0.153
KIAA1033	0.094625
ZNF510	-0.675833333333333
CYP2D6	-0.2375
SLC26A10	-0.5825
STX8	-0.0515
LUZP1	-0.76075
WDR89	-0.5835
EIF4G3	-0.5443
C5AR1	0.423
ZNF623	0.9015
A2M	0.24525
TGM7	-0.0905
GRPEL1	-0.177833333333333
LMNB2	-1.2156
ROCK2	-0.806166666666667
SNX16	-0.522375
CCDC66	0.0385
ANXA3	-1.7615
KIAA1609	-0.341
EED	-1.34825
RNF32	0.751166666666667
HES1	0.1679
CLC	0.334666666666667
ISL1	-0.5645
KIAA0528	0.17225
MANEA	0.12475
C1orf61	-2.192
hCG_2001000	1.00575
RAPGEF6	-0.1411
KIAA0020	-0.618
NEIL1	2.4295
C16orf45	-1.720625
RBM10	0.0381666666666667
C10orf125	-0.60375
MRS2L	-0.039
DNAH17	-1.160875
C19orf10	0.221
C1orf160	0.121
SLFN12	0.42725
EXOC3	-0.718666666666667
HIST3H3	0.9765
NCOR2	0.445333333333333
TNFRSF9	1.30375
MFSD8	1.334
ALX1	-3.0345
NOL1	-1.2365
PODN	2.58825
TIAL1	-1.44
HIST1H1E	1.56225
NPY6R	0.251
TM4SF4	0.03525
CORO2A	1.36175
ETNK2	1.50583333333333
APOE	1.6613
ANGPT4	-0.1255
HDGF2	0.003
G30	-0.4465
ST8SIA4	-0.29925
F2RL1	-1.317375
FAM19A4	-3.0645
CCAR1	-0.29825
B3GNT7	0.17875
OPHN1	-0.8598
DSCR6	0.974
C21orf13	1.129
GAS2L1	1.11933333333333
RFX3	-0.248166666666667
COPS4	0.39
BCHE	-4.93483333333333
BCL2	3.633125
HBZ	-3.02716666666667
ARL13B	0.563
MAPBPIP	0.348125
MYO15B	0.388375
SPZ1	0.01275
KIAA1324	2.78388888888889
PLCL2	-0.7145
C4orf29	-0.83175
WDFY2	-1.047375
ZNF284	-1.3635
NAALADL1	-0.19
DUSP5	0.3505
PXDN	0.360375
SLMO1	0.853
TNXB	0.4553
BIRC7	-0.079
A4GALT	0.517166666666667
TIMM22	-0.0945
FAM110C	0.92825
TOMM34	-0.62275
ABHD9	-0.0485
ADAM32	2.2095
CRHBP	-0.1545
AQP2	0.609375
LOC130355	0.98025
ZNF187	0.412333333333333
ZNF816A	-0.029
F7	0.751625
CNOT1	-0.8335
SLC13A4	-1.27675
ZBTB11	0.15875
B3GALT5	1.9205
EXOC2	1.78616666666667
IRS1	-1.1811
TMEM1	-0.315833333333333
MRPL34	-0.209
SAMM50	-1.10775
CDC42EP3	-0.791625
HSF2	-0.00629999999999997
MFN2	-0.45525
TSPAN7	-2.42483333333333
NUCB1	0.242916666666667
RHOH	1.318
ARL16	-0.2945
TACR1	0.31425
SFRS5	-1.304
SNX25	-0.034625
RHBDF1	1.07216666666667
PCDH18	-0.2405
HMG1L1	-0.70325
MYO5C	1.203375
MAPK10	2.9595
LDHAL6A	0.2265
NUDT12	0.481166666666667
NCAM1	-0.3495
GLIS2	0.753
GGTL4	1.275
DAPP1	0.41125
ATF7	0.730375
KIAA0748	-0.908
NFIL3	-1.21775
TM6SF1	1.1558
SEZ6	0.199625
NANOS3	-0.139
DNAJA3	0.4215
CLDN6	-3.503
CIITA	3.5203
EPHA4	-0.74675
FANCC	-0.46825
CMTM3	-0.257875
PSG3	-1.070625
MRPL15	-0.30775
C21orf59	-0.017
PLCXD2	-0.1655
C2orf34	-1.281625
UBE2L6	2.235875
MED14	-0.326166666666667
HP1BP3	-1.2175
C6orf208	0.499
TPBG	0.29975
OSR2	2.23125
XPC	-0.0805
KLHL7	-1.36
CCR3	-0.187333333333333
AGTPBP1	-0.609333333333333
PCSK6	2.1556
STAT5A	-1.6388
FAM18B	0.63175
LONRF2	1.05633333333333
PTPN2	-0.113
SF3A3	-0.9935
EFCBP2	-1.0415
HCFC1	-0.617333333333333
AHNAK	0.70605
ACTR5	0.57825
KIF14	-2.07328571428571
TENC1	0.78275
HEATR5B	0.8905
YIPF2	0.729833333333333
MYEOV2	0.138333333333333
DUSP18	1.58175
KIAA1012	-0.3305
AHR	-1.25333333333333
C17orf53	-1.02116666666667
PTPRH	-3.73575
ATP6V1C1	1.1595
TAS2R3	-0.021
LOC440356	-0.90975
COQ10B	0.58475
PSMF1	0.0709166666666667
SORBS2	1.9035
NFE2L2	-0.40575
TMCO7	-0.41225
SH3PXD2A	-0.7
SH2D2A	-0.51825
SPINK5	-3.1615
MRPS24	-0.36275
OPA3	0.318
TRAF7	-0.813
C4orf35	0.180333333333333
MT1G	-1.6905
MGC39545	0.4945
HS1BP3	0.2081
OR2B2	0.4455
CHRM4	0.1655
SFRP2	2.28991666666667
RIC3	-1.18825
ART1	-0.277
C6orf1	1.15275
DUS4L	-0.849
C10orf104	0.6475
TNFAIP6	2.22825
RTEL1	-0.03325
CCT4	-0.5696
ZNF709	-0.723
CHMP6	0.589833333333333
UPP2	0.2395
CYP19A1	-2.696125
CD151	-1.52116666666667
NDUFA13	0.000333333333333334
ARFRP1	0.166333333333333
FAM26B	1.70375
CRYBA1	-0.807
MRPL41	0.259666666666667
NPFFR2	-1.172125
HRH2	0.674
SCAMP3	0.0823333333333333
MTMR6	-0.9914
MTG1	-0.618666666666667
UBTD1	0.3005
CRABP1	-3.457
FLJ33790	1.7771
KIAA1908	0.112666666666667
GPR158	0.09075
PACSIN3	0.658666666666667
OMD	1.60383333333333
CATSPER1	-0.334333333333333
HOXB8	-1.367
FBXO46	0.415
OAS1	2.849
SVIL	-0.7035
PHB2	-0.68675
ADCY3	0.667
NDRG2	0.612333333333333
ERMAP	0.4954
APBA2	-1.36666666666667
IGSF9	2.00475
WNT6	-0.00892857142857143
MYCBPAP	1.9925
ATP2B2	-0.342
CPVL	-0.1537
TRAM2	-1.24891666666667
NOP5/NOP58	0.7235
ZNRF4	-0.12525
TLK1	-0.05375
MTMR12	0.0342142857142857
ZNF384	-0.378666666666667
FAM9B	-2.557
RPN1	0.5992
PMVK	1.04575
EIF3D	-0.6044
SIX2	-1
HPS1	0.321642857142857
RNF7	1.03575
PSKH2	0.627
KCTD13	-0.497
CSMD3	-0.6595
FBF1	0.1135
IL8	-4.777
SERPINB13	0.414083333333333
FBXL20	0.20375
BLR1	0.397
SH2B1	-0.321333333333333
RFNG	0.23925
RAB20	0.593
RBM7	-1.5455
POLR1A	-0.524833333333333
TMPRSS4	1.44075
TAF9	-1.00975
TERF2	-1.422
TNFRSF1A	0.59675
ACADVL	-0.0805
GTF2H5	1.1395
EDG8	-0.864833333333333
C9orf140	-1.491875
UST6	0.233
ZBTB8OS	0.11
ZNF710	1.344
GPR174	-1.486
ATP6V0A2	-0.58075
KIAA0319L	0.729416666666667
XKRX	-0.491
DOPEY2	1.4279
SDHD	-0.830416666666667
SUMF1	1.73925
OSM	2.14275
OPN3	-2.4105
DAGLB	-0.440166666666667
PPFIBP1	-0.1854
TRIM63	-3.51725
C10orf53	0.1875
LYPD3	-0.563
BCL7A	-0.373625
AGER	-1.379
TCF19	-0.659625
SAT2	0.78975
PFTK1	0.934166666666667
GABRE	-2.610625
C15orf38	2.3031
FIS1	0.148
KCNV2	-0.12375
CLPS	-0.03375
PPCDC	0.673
FOXN2	0.314666666666667
NT5E	-3.1692
CD83	1.22975
IL18	1.391375
VPS16	0.2355
IGFBP2	-1.979
NOTCH2	0.8365
SIGLEC1	3.64225
CD93	3.952
SULF2	0.804
CEP164	-1.057
P53AIP1	-0.2075
TOR2A	0.325
ZNF136	0.29625
MGP	3.4906
CCDC144A	-0.556666666666667
TRPC1	-1.17966666666667
SMS	0.098
MAPK7	-0.994666666666667
RRAGC	0.8405
PARD6A	0.1625
NUB1	0.760333333333333
SYNGR4	0.62325
OR11H12	0.15
WIF1	0.368125
GCH1	-0.6175
OR11H4	0.165
SLC44A5	-0.8105
GPRIN2	0.696833333333333
LOC401431	1.43725
CPA4	-2.7142
MELK	-1.99422222222222
IL15RA	0.79525
CUL3	0.834875
HMBOX1	-1.5525
PODXL	-1.7845
CCT6B	1.48
COMTD1	-0.21525
MUC20	4.3165
GPX2	-3.422
ITK	-0.762875
FBXL5	1.94575
C13orf27	-0.6655
DEFA5	0.688
TRHDE	0.2255
MTP18	0.0126666666666667
UQCRQ	-0.1868
ITGB2	2.48491666666667
CSRP2BP	-0.042
TAS2R44	0.489
PHPT1	0.359125
FAM44C	-0.06625
ERH	-0.1395
MPHOSPH1	-2.71316666666667
MORC1	-0.358
PARVB	-2.06075
LAMA1	-2.46933333333333
PGBD3	0.15375
GIMAP6	4.2055
AREG	-2.66183333333333
LIPT1	0.1275
MGC99813	-0.428
C1orf201	-0.134333333333333
GRIN2A	-1.6305
MAN2C1	-0.0105
NSUN5	-0.55875
SF3B5	0.5175
MYC	-1.4484375
NRXN1	-0.587
ZNF18	0.23
SPDYA	-0.60025
SLC37A1	1.2235
DECR2	0.5975
ANKRD38	-0.1705
SPTLC3	-1.216
SUPT16H	-0.32425
DTWD2	0.5135
ULBP1	-0.9825
ZADH1	0.488833333333333
OIP5	-2.25975
IL10RB	0.0881666666666667
OTUB2	0.550625
VWA3A	0.397833333333333
SPIC	0.755833333333333
OR6C4	0.4895
PSCD4	0.8175
DPY19L2P2	-1.547
TRAPPC6A	0.971166666666667
C21orf2	0.0225
CEMP1	0.2455
LIN7B	0.6725
E2F7	-1.286
VCP	-0.042625
LAMA3	0.804583333333333
BGN	0.609
GPR160	1.8105
COCH	-2.11716666666667
GPR81	0.523666666666667
APOBEC3F	-1.876
tcag7.1017	-0.05475
C1orf32	0.9565
SCGB1D2	1.977
FLJ43987	0.144
C6orf170	0.733
KLK9	0.589
GPD1L	0.215875
VPS37B	0.01925
ATG3	-0.389
ADAMTS17	-0.605
KLHDC2	0.4275
NDUFV2	0.23925
BLK	-1.888
MATN4	-0.9705
GPM6A	-0.047125
GBP4	5.9235
TMEM162	0.278666666666667
PKP2	-0.889
HRASLS	1.74733333333333
MMP1	-3.425
SFXN3	-0.8716
FSD1	-1.8905
ST6GALNAC3	-1.65283333333333
CA12	3.6627
NCOA6	0.8325
C19orf58	0.1774
PPP4R1	-0.751333333333333
MAN1A2	0.836
IKBKAP	-0.6395
UPF1	0.151666666666667
KIAA1219	0.65675
WNT16	0.177
SNW1	-0.648375
IL18RAP	2.94925
RPP30	-0.4235
CDC40	-0.396
SETD3	-0.377166666666667
SLAMF6	0.68725
ELK4	-0.6225
TRIM47	0.307666666666667
ACOX3	0.71875
TRIM6	1.4815
KIAA0372	-0.411166666666667
TP53AP1	1.263625
SMURF2	-0.43925
ADAD1	0.42425
EBP	-0.7516
KRTAP13-2	0.345
FLJ36874	-1.30033333333333
TOR1A	0.193833333333333
P2RY4	1.0705
GPBP1	0.29925
TRPV1	0.52875
ADAMTS12	-0.238
PES1	-0.2196
ATG4A	0.168833333333333
MAGEA10	-3.94825
WFS1	1.92875
CC2D1B	-0.315333333333333
PABPN1	-0.38875
SLC25A30	-0.51075
SLCO1C1	-0.534333333333333
SLC22A5	1.6615
KIF23	-1.06316666666667
SYN2	-0.586166666666667
ASPN	5.95233333333333
CENTG2	-0.92375
QSOX2	-1.3734
FLJ10815	0.0236666666666667
STK24	-0.1044375
SPEG	0.6628
STK10	0.0105
DACT2	-2.0985
AAAS	-1.65825
SSX3	-1.501125
ABCD3	0.6718
C4orf12	0.566625
PARVG	1.24016666666667
FIG4	0.29325
C9orf46	0.52625
TMCO6	-0.5515
IGHMBP2	-0.06325
DUS2L	-0.415833333333333
FAM3C	-0.1499375
TMEM16D	-2.345625
DCTN4	0.8855
KCNH3	-0.23675
EIF2AK2	1.93225
AP1S3	0.0515
CST4	3.971
PAM	-0.7473125
NUTF2	-0.679
CITED2	-0.1383
SLC39A4	0.32475
C2orf52	-0.3985
GRM3	0.0605
C12orf49	0.80925
CCDC49	0.129
GRAMD1B	-1.375125
FNDC4	-0.83225
SIAH2	0.784125
GDPD4	0.1045
C21orf87	0.6565
ATP5A1	-0.228
C16orf63	0.478875
LOC388135	-0.517
ATP5J2	-0.60575
MMP3	-3.38825
EMID2	-0.16
CRHR1	0.26625
WDR70	-0.70125
C13orf31	1.69075
ZFAND1	0.42975
CCL18	4.67316666666667
C3orf49	0.2945
RINT1	-0.253
KIAA0408	-2.14983333333333
F13A1	4.092
SLC10A1	-0.172333333333333
OGN	-1.948
GIPC2	-2.09566666666667
XPO6	-0.1785
LCE1A	0.241
FMR1	0.5869
LOC374920	-0.15175
DUSP3	0.17275
ANKMY1	0.13825
C7orf50	0.2075
BBS9	0.2399
UNC119B	-0.350125
C9orf72	-0.371875
MGC35440	-0.42325
ENTPD6	0.274375
PPP1R2P9	0.645
ERCC4	0.223
FAHD2B	0.1755
HMHA1	0.9955
HACL1	-0.59925
RAD23A	-0.249833333333333
FAM83B	-1.90875
PPP5C	-1.99116666666667
RNASEH2C	0.50225
C9orf153	-0.2025
SCAMP4	0.292125
GHITM	0.7409
NDUFB7	0.1225
ADCYAP1	-0.480833333333333
SP110	2.1785
MAP3K7IP2	0.93525
DHH	0.4495
AGRN	-1.00485714285714
WDR33	-0.244666666666667
CEP290	1.564
PRPS1L1	-2.32383333333333
KLRA1	-0.629
GPR97	-0.224
CHD7	-0.5255
TLR10	0.285
SLC30A8	4.8595
HIC1	0.3095
IAPP	0.277
RXFP4	0.223
GP1BB	1.429
SHQ1	-1.101
NKX2-3	0.483
API5	-0.63125
FTHP1	0.323
MOV10L1	0.229
TRIM6-TRIM34	2.237
ADHFE1	0.511
FAM117A	0.07075
DDI1	0.403666666666667
CDON	0.614666666666667
TRIM73	-0.6735
IGKC	5.417
MMP14	-1.2145
DYNC1LI1	0.154875
C11orf66	0.08675
TRBV3-1	-1.00975
FASTKD5	-0.03025
BIVM	-2.0265
LHX4	-0.05325
CXCL2	-2.191
RAB2B	-0.665333333333333
IZUMO1	-1.14425
MAP3K15	-2.354875
FAM19A2	0.112333333333333
ZC3H8	0.218666666666667
ZMAT1	2.080125
SPINK5L3	-2.776
SLC10A6	0.259
APPL2	-0.876625
CARD10	-0.3285
LOC402176	-0.708625
EEF1D	2.2668
RAB6A	-0.203
C12orf5	-1.33
PAPOLG	0.596
MSRB2	1.21725
BCR	1.48638888888889
PUS3	-0.48775
TIAM2	1.18825
ZNF317	-0.033
CHD2	-0.019
FZD5	-2.204
NUDT8	-2.4165
ZNF763	-1.3625
PRC1	-0.467333333333333
ABCB9	0.6985
SPATA3	0.314
TRAK2	0.861625
STAB1	2.839
LRRTM2	-0.106166666666667
psiTPTE22	1.3915
DBI	0.59375
SERPINA11	-0.24825
NAT5	-0.04875
C20orf58	-2.423
RPS6KA4	-0.254666666666667
FLJ90650	-0.18525
TGFBRAP1	0.38
CHRDL2	0.28175
FAHD2A	-0.244333333333333
CNTN1	-0.7525
BBS4	1.1094
TMEM181	1.20075
MINPP1	-1.56775
MPHOSPH6	-0.951333333333333
HOXC10	1.76
ITPKB	-0.344125
CLPTM1L	0.16275
MEOX2	-1.49166666666667
ATP6V0C	1.036375
PRPF8	-0.721833333333333
TMC5	2.40725
FKBP3	0.5635
PLEKHB2	-0.241125
OR4D6	-0.198
ZNF544	-0.1501
D2HGDH	-0.054
RPL18A	-0.852
HEL308	0.201375
MPP6	-3.547
TCERG1	-1.5705
KRT16	-2.23066666666667
KLF17	-0.68625
KLF5	-2.40975
CDR1	0.9015
VCX3A	-2.8565
FBLN2	1.46325
C14orf104	-0.25475
HBE1	-4.348
OR4S2	0.7565
C1orf108	-1.10766666666667
ROBO4	3.12533333333333
CPEB4	0.68825
C11orf80	-0.601333333333333
BCKDHA	-0.263666666666667
MYOC	0.08925
GIF	0.089
CKMT1A	0.853
RPL3	0.0433
THBS1	3.1915
APOO	-0.40675
