Hybridization REF	TCGA-A8-A08H-01A-21R-A00Z-07
KLHL32	-0.837666666666667
TSGA10IP	-0.507
SUV420H2	-1.38033333333333
SF1	-0.7872
2'-PDE	-0.149375
PNLIPRP2	0.953
TRSPAP1	0.646666666666667
NUP210	-1.6985
ANP32C	-2.1285
RAB11B	-0.976333333333333
ASB15	0.6705
ITGB3BP	-0.7995
UBASH3A	-0.38175
YWHAB	0.192125
TPRX1	0.302
LY6G5C	-0.58925
SLC7A2	-1.221
CLK1	0.052
HSD3B7	-0.544166666666667
VDR	2.4865
C16orf74	-0.6245
ACE	0.35675
PSMA2	0.0753333333333333
CCDC131	-0.442375
ZNF213	-0.210666666666667
EML2	-2.1755
ALS2CR13	0.189166666666667
GLYATL1	1.554
DSPP	-0.4385
DHFRL1	-0.172625
C10orf30	-0.504166666666667
SH3RF2	-0.475666666666667
LOC197322	-0.690166666666667
DLL3	-2.318625
TIGD7	-1.05175
GFRA3	0.391
CPA1	0.4615
RTN4	-0.644166666666667
PPT2	-1.5665
FASLG	3.05916666666667
FOXP4	-0.55725
RPL26	0.554
GNL3L	-2.04916666666667
FMR1NB	-0.223
CD163	8.01725
SGPP2	1.483
GIMAP2	3.44475
CD37	1.77133333333333
DPT	4.97225
NBLA00301	2.771
RGS5	2.16591666666667
C9orf4	1.224
ACTL8	-2.42833333333333
PRKAR2B	0.75425
OPLAH	-0.419666666666667
C20orf134	1.343
SPACA5	0.21725
TBL1X	-0.7865
TSPYL3	0.952
CHCHD3	-0.84325
CRKRS	-0.972333333333333
GPR65	7.86975
DFFA	-0.182125
FUT1	0.48475
C6orf204	-0.182833333333333
TMEM51	1.45875
ZNF580	-1.1925
CMTM2	1.69475
C20orf200	-0.03
EZH1	-0.218666666666667
FDX1L	-0.30825
MRPL32	0.2915
PCAF	-0.5905
ALOX15B	2.164
CD59	1.38575
CDK9	-0.14675
ERP29	-0.0656666666666667
TTR	-5.3145
BCMO1	-0.0145
DDIT4	-0.4894
PTGDS	3.19975
C3orf63	0.0441666666666667
BST2	-0.079625
CYP1A2	-0.4515
C5orf25	-0.696
STX1A	-1.22188235294118
OR2A12	0.3225
SH3BP5L	-0.278
SERINC5	0.166375
USP6	-0.9624
MRPL3	-0.116666666666667
POMP	1.19825
INPP4B	-0.502375
GMPPB	1.1595
EAPP	0.689
AHSA1	-0.79975
ABCA11	-0.669
SLC5A6	-0.988166666666667
HIVEP2	1.2325
SUMO2	-0.49575
KIAA1822L	0.959333333333333
C11orf67	1.0295
TXK	0.329375
PHCA	1.52775
ICAM4	-1.94083333333333
FPGS	-0.0903333333333333
SNRPA1	-0.97125
KCNJ4	-1.224
KIF6	-0.0182
HIST1H2BG	-2.17266666666667
SLC5A5	0.725
ZNF354B	-0.117833333333333
IL12RB2	0.7885
C11orf76	0.362166666666667
GAL3ST2	0.382
AIFM2	0.29875
SYNC1	-0.440625
UBL3	0.545125
PIK3CG	0.140666666666667
NLN	-0.0818000000000001
BCORL1	0.2245
CD5L	0.57025
ZNF238	-0.7
KIAA1394	-1.13425
C16orf55	-0.7284
CYP3A7	-1.15375
KRTAP3-1	-1.634
TFDP1	-1.24783333333333
MND1	-2.16225
NODAL	-0.101166666666667
GTPBP4	-1.201
TUBGCP2	0.87875
SLITRK5	-2.772
CIC	-0.28375
CD79A	0.597666666666667
SAMD14	1.2095
TNPO3	-1.4805
OR10G3	0.3125
OR10G8	0.7975
CCDC111	-0.298
HOXC9	0.5325
DCUN1D1	0.302583333333333
CYB5R1	0.87375
TSR2	-0.1
DAB2IP	0.6006
SLC6A5	0.4385
RAB3D	0.3025
DCUN1D4	-0.756666666666667
ERBB3	-1.093
SDC1	0.5535
ATP6V1H	0.294166666666667
SYK	3.2495
ST20	-0.08625
C13orf30	0.969
WDR40A	-0.155333333333333
ADMR	0.3
LOC388335	4.0735
ACSM1	-0.37
TDG	-0.0725
FLJ11235	0.89375
MRPS5	-0.9725
AGPAT2	-0.3435
SLC12A1	-0.0527499999999999
CYP27A1	1.01275
THAP7	-1.571
XPO1	-0.417666666666667
ALMS1L	-0.353333333333333
C1orf2	-0.45375
ZNF777	-0.2185
CAMK2A	-0.3926
SMC1B	-0.298125
IHPK2	-0.661333333333333
LEMD1	-1.4145
NKD2	-0.1532
CLU	0.574285714285714
ARMETL1	-0.4165
PABPC4	-1.98725
CXCL12	3.26683333333333
TFAP2C	-1.1513
TTTY8	0.3315
ABCB10	-1.1505
ENDOD1	0.762
IDI1	-1.5495
KCTD6	0.0356666666666667
CCDC105	0.624
ULBP2	-0.394166666666667
ZDHHC5	0.01725
WNT8A	0.00799999999999999
COMMD10	0.65275
KLHL12	-0.4285
GPR50	0.2155
NR5A2	0.913875
OXGR1	1.216
EHD3	0.35525
CAPRIN2	-0.835375
KLRC3	-2.68775
SF3B1	0.367142857142857
IPO7	0.04075
ALDH1A1	1.7305
ANKRD5	-0.641125
TSNARE1	0.356
DDEFL1	0.806
RNASEL	1.39516666666667
DNAH9	-0.78175
HELLS	-1.832
TNS4	1.152
NAV1	1.0587
KIAA1409	-0.0415
C20orf26	2.13566666666667
TUBG1	-1.04125
IRX2	1.2445
CNGA4	-0.2865
MGC50559	1.401
OR4K17	0.145166666666667
TM2D2	1.48283333333333
FAM32A	0.54825
TXNDC14	-0.86675
CCBL1	-1.7225
ANK1	-1.7305
PRSS23	-0.42125
PPM1L	0.066
SPATA20	-0.66075
APCS	0.55425
C14orf122	-1.03766666666667
PSMB5	0.09975
C6orf10	-0.0889
SETDB2	1.74433333333333
SPNS3	-0.01525
SGMS2	1.23
MXD3	-0.8925
MON2	0.00629999999999997
CARTPT	0.00025
HNF4A	-0.808
RABEP1	-0.4609
TNFRSF10B	-0.531875
USH1G	-0.6375
PPAP2B	-0.128333333333333
TMEM16K	-0.98875
CTDSP1	0.724833333333333
CDK5R1	-0.3915
GABRR1	-0.4095
OPN1LW	0.562
FAM98C	-0.053875
DBN1	0.062375
ACAD10	-0.29525
QTRTD1	-0.085
WNK3	-1.588
RPS19	0.34975
C1QB	4.388125
OTUD5	-0.671875
SLC41A2	1.85933333333333
TMEM22	-0.2495
KHSRP	-0.959833333333333
TNFRSF11A	1.337
FBL	-0.62
IBTK	0.573166666666667
OXER1	0.153
CBLN4	-0.036625
GPR172B	1.415
CFTR	-0.2765
VSX1	1.0405
CAMK1D	0.40675
LOXL3	-0.7525
RTP4	2.995
SLFNL1	0.02375
KIAA0828	-0.140125
PAR5	-0.7705
LOC723972	-1.67425
GDI2	0.549875
CEBPA	1.7903
MLF2	-1.16083333333333
AFMID	-0.81
ALOX12B	0.377333333333333
BPHL	-0.674875
COX5B	-0.14925
S100A10	1.0923
THOC6	-0.87925
NHN1	-0.168
RRP12	-0.6545
ARID3B	-1.85225
CD3G	0.295333333333333
KIAA0133	-1.171
NAT11	-1.619
PPAT	-1.17433333333333
SIRT3	0.5439
TCERG1L	-1.18075
NIPA1	-1.2313
DPP8	0.0658
IL7R	2.92433333333333
ZFP64	-0.143583333333333
DMAP1	-0.095
TRMT12	-0.18675
TLR4	3.9456
WFIKKN2	0.19125
RAB12	-0.1935
DDX51	-0.443333333333333
KIAA1086	-2.602
ZNF295	-0.270166666666667
ACVR2B	-1.34464285714286
LOC494150	-0.597
ZNF517	0.2
DNASE1L2	-2.08383333333333
SUFU	0.921166666666667
LOC283677	0.117
LMO3	-0.1205
PPP2R5D	-0.590666666666667
ZNF587	-0.5724
HIST4H4	-0.372
CYP2C8	0.61725
C1orf80	-0.213833333333333
DOCK5	-0.147833333333333
C9orf24	0.6285
OR5AR1	0.3005
C11orf24	0.1145
UNQ1940	-0.3415
CAP2	-1.93166666666667
TIMM44	-1.07125
DSEL	-0.6582
ROM1	1.34275
FBXO4	0.7795
MYLC2PL	-0.82875
MLH3	0.3851
NOX1	0.435333333333333
DPEP2	4.25775
DNAJB5	0.954
RLTPR	0.108
MBIP	-0.133333333333333
COPB1	0.0455
SFTPA1B	-0.678
C10orf4	0.0799
PRELID1	-0.4805
NOLA1	-0.21825
C19orf24	-0.0405
TLR9	-1.29
HLA-DMA	4.24141666666667
HCRP1	0.0215
GPR137	-0.748666666666667
ITGA11	-1.21866666666667
PHF13	0.311333333333333
MARK4	0.00433333333333334
METTL4	-0.401
MBD3	-0.5215
LOC134145	0.340571428571429
FGF3	0.84775
SLC35A3	-0.068625
CLEC16A	-0.223
AMOTL1	0.242083333333333
FLJ31438	-0.168
PAICS	-1.542125
TOMM40L	0.566833333333333
MMD	0.82275
KLK10	1.3368
NIT2	0.00433333333333333
SERPINB10	0.862
KLF15	-0.3435
CCDC5	0.11825
WSB2	0.205875
ME3	2.343875
CACYBP	-0.452833333333333
TCTN2	-0.2675
JAK1	0.75375
C2orf25	0.0665
GPD2	0.7195
FBXL11	-0.366333333333333
CDV3	0.270166666666667
GALNT11	0.402875
NDUFA12L	0.1273
FLOT1	-0.752142857142857
TOR1AIP2	0.49825
MMP25	1.755
C1orf164	-0.4211
CHST5	0.03025
LYRM4	-0.3541
GPER	0.0825
HIPK2	1.1685
DAP	-0.2763
ZMIZ1	0.553
DDX58	1.3335
DCC1	-1.97875
AKT1	-1.30325
ENPP6	1.5255
ERVWE1	-0.618833333333333
CDC34	-0.28275
RNF125	-0.87775
CASC1	1.82225
SHROOM2	-0.671
RRM2B	0.5385
COL6A3	1.813875
TMEFF1	-2.349
PLEKHA4	0.9058
LYSMD1	0.171
SEPT1	-0.874
AOF1	-0.85375
GNPAT	0.12075
WDR18	-0.294
HSD17B12	-0.0483333333333333
HIST1H2BM	-1.4925
INDOL1	0.27
SUDS3	-0.446
C1orf192	0.2205
CYP2B6	-0.4895
TBC1D2	2.19016666666667
SLC25A12	-0.237125
ERCC6L	-1.946
MGC10814	-0.921833333333333
POLR2C	-1.34
ZNF77	-0.584666666666667
EIF3K	0.4038
HPX	0.025
ANKRD27	-0.21575
MALAT1	0.1463125
PLB1	2.93266666666667
HRNBP3	-0.59425
CPSF4	-0.9285
OR52N2	0.243
PIP5KL1	-0.6635
GH1	0.229
HPS5	-0.31125
SLFN5	1.428
POP5	0.121
OVOS2	-3.09483333333333
C20orf108	-0.085375
MARS	-1.1835
CLRN3	1.87733333333333
ARSE	-1.035
PPIE	-0.226666666666667
PHACS	0.0668333333333333
GP5	-1.3055
IL8RB	2.87833333333333
FCRLA	-0.72275
ARRDC1	-0.7305
KRTAP9-4	-0.3555
ZNF613	0.969
OR11A1	0.6805
TMEM132B	-2.2375
PGLS	0.35675
BSND	-2.0725
KCNK18	0.2295
FOXD4	-0.2805
SV2C	0.40125
LCN2	0.596666666666667
ZNF490	0.3606
C3orf15	0.7131
CACNA2D4	0.971333333333333
CBX5	-0.771
MAGEB4	0.6075
BOLA1	-0.2165
PPP2R5E	-0.01975
COL5A1	2.36183333333333
ASB7	0.281333333333333
SFT2D1	0.563375
DERL1	0.642
RABL2A	0.157833333333333
MOAP1	-0.9755
KIAA1545	0.945333333333333
F3	0.901
PLEKHM2	-0.13325
CCDC89	1.94216666666667
EFCAB1	1.94725
TMEM48	-0.59475
SEPHS2	-0.3665
PYGM	-0.246
PRICKLE1	1.8045
WNT5B	0.16875
TAS2R38	0.012
IMP5	0.21
KHDRBS1	0.0081
LARS2	-0.829333333333333
C3orf28	-0.7505
FTCD	-2.83475
C10orf68	-0.054
DGAT2L3	0.59025
PSEN1	-0.0621666666666667
MGC33657	0.46875
PLA2G4B	0.4315
CDKN2A	-0.579666666666667
DLX1	-3.13625
TSHB	-0.2355
C18orf37	0.39725
MEX3C	-0.217875
MAMDC2	-0.3885
PDIA4	-0.225666666666667
ATP5E	0.607
CASP2	-1.14485714285714
SERBP1	-0.212923076923077
ZNF341	-0.451166666666667
TESC	-1.06775
TMEM31	-0.80275
OR51I2	1.9535
YTHDC1	0.249142857142857
JUN	0.737666666666667
AGMAT	-2.79583333333333
PCNXL2	-0.42425
ATAD5	-1.89775
STK38	-0.1225
AZI1	-0.436875
RBP1	2.93
C4orf26	-0.38725
KIAA1026	-0.512375
TMEM101	0.50775
HSFX1	-0.351
TREX1	0.64825
C18orf10	-0.6158
TRIM15	-2.5965
CA6	0.213
CEP57	-0.41525
AR	2.04666666666667
SESN2	-0.568833333333333
KIF3C	-0.261125
EPB41L5	-0.942375
ARHGEF10	-1.13457142857143
POLR3D	-0.3445
INDO	-0.157166666666667
GABRA3	-0.213
SCG5	-0.00990000000000001
E2F3	-0.1565
TIGD5	0.20525
FGD6	1.44925
KLHL3	0.814625
SCGB3A2	-0.5775
URP2	2.34966666666667
ATP6V1B1	0.3858
CALML6	-0.2425
LOC100049076	-0.304
TMF1	0.16775
LOC388503	0.401
CDH5	3.92175
RPS6KC1	-0.166333333333333
DAAM1	-0.3478
TNFRSF10D	-0.539
GSTT1	-2.1773
INPP5A	-0.5365
TRAF3IP1	0.727
SMARCE1	-0.284928571428571
VRK1	-0.9295
TTC16	0.52175
AARS	-1.48333333333333
ARHGAP27	0.185833333333333
ZAK	0.9545
ACSM2B	-0.88075
TRAP1	-1.26366666666667
MRPL53	0.832125
RNF44	-0.95875
NPTXR	-1.172
DPYSL3	1.22066666666667
APP	-0.4651
GLS2	-1.03933333333333
MNX1	-2.008
CMTM7	1.0355
OR10A7	0.5665
NYD-SP21	3.65066666666667
ORC5L	-0.3905
SLC16A10	0.00600000000000002
TMEM178	-0.7055
LOC441601	-4.13475
PTGIS	3.3965
KBTBD7	-0.2625
C19orf41	-0.67775
CEACAM3	0.8065
KRT23	1.51925
SERHL	0.6385
PNKD	0.13525
UBC	0.2815
ATRN	-0.630375
HAPLN1	-1.5225
RANGAP1	-1.1165
C10orf26	1.28683333333333
KCNA7	0.0305
SRY	0.6835
LOC376693	-0.03925
HIST1H2BF	-1.66575
CDCA8	-1.7865
MLC1	0.09675
TNIP3	1.1605
OR4D1	0.8375
IFT52	-0.615666666666667
GOLT1A	-1.49866666666667
UTP20	-0.54225
RP3-402G11.5	-0.681
PRSS33	-1.82925
PMPCA	-0.87875
APOB48R	3.7345
GLTP	0.5315
MPL	0.3985
C9orf78	-0.59625
ADAM12	3.11
CSPG4	-0.6655
LOC144305	0.0575
KRTAP4-10	0.385666666666667
PAK1	0.103
ADCY7	1.0107
TAS2R43	-1.0295
FRAS1	-1.48385714285714
PPP1R14A	0.399333333333333
OR2B6	-1.5695
ATP13A1	-0.886333333333333
SIDT1	-1.1645
C1RL	1.54983333333333
PRKRA	-0.0115
TLN1	-0.3483
RP11-50D16.3	1.33866666666667
MITF	-0.0799166666666666
GYS1	-1.09575
LYG1	-1.18866666666667
NSMCE4A	0.0813
DNAI1	0.126
HOXD11	-1.248
FNBP1L	0.1263
DHX35	-0.7065
LCE3E	0.414625
SLC33A1	0.36725
DCLK3	0.5375
TRIM33	-1.26816666666667
TMCC3	2.09816666666667
FBXO42	0.252166666666667
C1orf27	-0.1138
C17orf50	0.752
RNF14	0.468583333333333
SLC4A8	-0.98925
RAB3IP	-0.7312
COX6C	0.692857142857143
PCSK1	-2.002
SLC13A1	0.305125
ARF6	0.148166666666667
KIAA1009	0.5235
HOXA13	-2.609
HMGN1	-0.19375
CXADR	-1.9865
MGC14436	0.00649999999999999
UTF1	1.0945
TSC22D1	0.4275
BZRAP1	0.217166666666667
PUF60	-0.551833333333333
SHC1	-0.26475
HOOK3	1.0697
LIMS2	1.90516666666667
BAHCC1	-0.0863333333333333
CLCC1	0.0985
ENTPD3	2.62166666666667
SMO	-0.5155
PIK3R5	2.35825
CDC14A	-0.421583333333333
KRT1	3.4875
ENOX2	-0.0825
FLJ22655	2.77225
FPRL1	3.7975
INTS6	0.3268
ZCCHC5	0.0335
SMC3	-1.349
C6orf123	1.9445
FLJ20160	0.16125
LOC653391	-0.0473333333333333
GSS	-0.573
NT5M	-0.87075
SIX5	-0.28325
TAF5	-0.67
KCNA1	1.15816666666667
ANLN	-2.07683333333333
MGC45491	-1.5029
SSTR2	3.22175
LYPD4	0.30425
TH1L	-1.102
CHRNA5	-1.761
PNMA6A	-0.52575
FLJ16369	0.0335
DLX2	-2.8965
C6orf108	0.152333333333333
ALDH3A2	-0.000666666666666665
CLEC1B	0.939833333333333
LEPREL2	0.2665
FOXJ1	-0.4015
OR1D4	0.567
PPIL4	-0.08225
MTRR	-1.028
SLC27A3	1.41883333333333
HTR7	0.384833333333333
MIB2	-0.71075
BHMT	-1.59883333333333
A2ML1	1.3345
MSMB	-2.3905
KIAA1383	1.071
TRUB2	-0.29475
PF4	2.0875
IL1F5	0.545666666666667
LRRC37B2	-0.2035
IPO4	-0.76125
FIGF	3.6755
QDPR	-0.08775
ZNF598	-0.70725
BOP1	-0.616
MAPK12	-0.875166666666667
POLR1E	-1.013625
CEECAM1	-0.396666666666667
INSRR	0.440333333333333
SIPA1	0.8785
ULK4	-0.174666666666667
BTN3A1	-0.0229
FABP5	3.4229
KBTBD3	1.04283333333333
SORT1	-0.341333333333333
YWHAQ	-0.2878125
LRIT1	0.404
KIAA1704	0.1569
MEIS2	-0.4348
ENOSF1	-0.7955
PCDH7	-0.521785714285714
FZD9	-1.25933333333333
RPLP1	0.384833333333333
ZNF75A	-0.99075
P4HA3	3.564625
NKX6-1	0.21925
CTA-216E10.6	-0.0108333333333333
IFT140	-0.36925
DENND1A	-0.207666666666667
ALCAM	0.5367
ABHD2	0.379136363636364
QPRT	-1.655
TRAM1	1.0265
ATP1B4	0.07125
NUP37	-0.50475
SAA3P	-0.044
SLC22A6	0.33375
KIAA0265	0.510375
ZNF41	-0.94325
ADAM19	1.2621
ERAF	-0.87675
DEFB119	0.36525
DNMT3B	-3.53216666666667
SNF1LK2	0.07975
MGC24039	-1.487
TAS2R48	-1.068
PNLDC1	1.48525
ADAMTS16	0.228875
TMEM92	-0.3015
CCT8	-0.230166666666667
POGZ	0.18475
N-PAC	-0.57125
GUCA1B	-0.548
ZZEF1	1.1745
OR2C3	0.37375
ZNF334	0.4295
RANBP6	0.11075
LDHB	-0.493166666666667
BAMBI	-2.75675
RAB5B	-0.67625
FOXB1	1.583
MRPS12	-0.28825
MRGPRF	1.619875
CRIPT	0.8615
CYP2D7P1	-0.56
RYR1	0.40425
NDUFA2	0.53675
TRIP12	0.24625
KCNE3	5.23066666666667
MOBKL2B	-0.1478
MIOX	-0.3305
ACOT7	-1.204125
FGF6	-0.115
RASSF5	-0.771
ATAD3B	-1.045
IKZF3	-0.296
H3F3B	-0.0186428571428571
C6orf91	0.428
SEC11C	-0.296
TMEM14C	0.039
KIAA1632	-0.77775
SLC38A4	-0.152
FGFR3	-2.24691666666667
HES7	1.79575
HINT3	0.356
ARIH1	0.102
FLJ35880	-1.67233333333333
C1orf129	0.8595
POU6F1	0.018375
RPL32	-0.059375
BBS1	-0.177333333333333
RGPD5	0.1435
SULT1C2	-0.1945
KDELC1	-0.0395
PIP5K3	-0.622
CHI3L1	2.0397
CSDA	-0.286916666666667
VTCN1	2.83075
WDR62	-1.4835
TMEM170	0.04175
KIF2A	-0.668
C6orf182	-0.237666666666667
ARL6IP6	-0.7835
ZCCHC9	0.34025
RARB	-0.00666666666666665
ZNF320	-0.20625
DHX15	-0.456875
PICALM	-0.197666666666667
CNOT6	0.22275
HIST1H1A	2.42
ZNF702	0.311333333333333
OR1E2	0.7945
HLF	-0.8852
LOC442582	-1.896
KIAA0494	1.489875
TCF4	2.2261
APOBEC3B	-0.62675
FAM54B	-0.07025
MYH2	-1.86725
FXN	-0.397666666666667
C12orf59	1.6345
PAEP	0.69375
SPG11	-0.218125
VN1R4	-0.106
KCNJ13	-0.5205
NOC3L	-0.3185
C5orf36	0.254
CPAMD8	1.45875
MLN	-0.5942
FLJ11184	0.2145
TIAM1	1.08
OR10J3	0.793
OR52E2	-0.0505
PBX1	-0.0782
UBL7	-1.44
PXMP2	-0.537
SYTL1	-1.44416666666667
FAM126B	-0.074
ZNF711	-2.3345
GGA1	-0.2885
VAMP4	0.754333333333333
BCAP29	0.3786
C20orf19	-1.19325
ZNF275	-0.60525
NEK6	1.069
SETD8	-0.804666666666667
HEXIM1	0.963833333333333
SULT1A2	-0.287125
KLHL9	1.28675
SLC39A12	0.202
ARHGEF16	-1.57683333333333
SCN1A	-0.689333333333333
HNRPH1	-0.870083333333333
C9orf103	1.05775
ECE1	0.1145
MED18	-1.92925
TEX13B	0.5845
SNN	0.914
C6orf62	0.665111111111111
WNT3A	0.5096
IL22RA2	1.276
MGC21881	0.168625
GABBR1	-1.03425
YIPF6	-0.25375
PROX1	-1.282
PPP1R1B	1.642
LANCL2	0.3936
SCN3A	-0.838833333333333
SSRP1	-0.910666666666667
ASXL2	0.28375
RPE65	1.031
SNAI1	0.885
EFNA2	0.439
CLDN9	-0.04175
TP53I13	0.262875
LOC375748	-0.3115
C9orf7	0.316
C14orf178	-0.567
GC	-0.4485
IER3	-0.741833333333333
KCTD10	1.40225
FLJ45717	0.92975
ADC	1.14716666666667
LOC285908	-1.35991666666667
MLL3	-1.384
KIAA1787	-0.88675
MGC31957	-2.67075
MUC5B	-0.507
ZNF193	-0.55425
CSRP1	-0.020875
MOSPD1	-0.326666666666667
C21orf49	0.3975
RAD1	-0.77325
ANKRD34	-1.51275
NFRKB	-1.139
FANCA	-2.4305
VTI1A	1.02407142857143
PCBP3	-1.13133333333333
BFSP2	-0.98675
ZNF354C	0.073875
FRMPD4	-0.02575
IKBKG	-0.360333333333333
LOC441046	-0.179
UNQ9438	1.075
TM4SF20	0.0165
MAGEC1	-4.5865
AMMECR1	-0.997875
GLDN	1.49275
TTC30B	0.57375
SEC13	0.4161
EGF	-0.641375
HAGH	0.05275
VSIG1	0.5155
NHLH2	0.566
NCAPD3	-1.90325
MGC16121	-0.93475
HIATL2	-0.53475
BRCC3	0.135833333333333
LCE2D	1.3775
TMEM79	-0.34575
GTF3C5	-0.85075
AKR1C4	-0.0823333333333334
C3orf59	-0.114625
RBM26	-0.552125
DUSP14	-0.351166666666667
AP4M1	-0.174333333333333
RIMBP2	-0.104833333333333
ABCC2	-3.79816666666667
DNAJC16	0.452166666666667
TTC12	0.9905
SNX13	0.146166666666667
C6orf168	-0.68625
C1orf100	-0.967
CSPP1	-0.629416666666667
LRRC56	-0.329
OR1J2	0.4765
THY1	1.6971
KIT	2.235
TBC1D8	0.86225
EPHA7	-1.17625
SOLH	-0.727625
SVIP	0.00475
ZNF294	-1.251
HAND2	3.08066666666667
CENTB2	1.54016666666667
MARVELD3	-0.482875
CREB3	0.578333333333333
KRTAP1-5	-2.654
OR8K1	0.239
MED25	-0.456
FDX1	0.128
FAM19A1	0.702333333333333
IL13RA1	1.5774
ZNF627	-0.305166666666667
NHP2L1	-0.31075
EIF2B2	-0.07325
ZNF593	-0.17175
WIPI2	0.163416666666667
RANBP1	-0.9945
TAS2R7	-0.266
LOC283514	0.4625
CSNK2B	-1.0572
CFHR1	0.431
DKFZP434O047	0.0233333333333333
WBP11	-0.7815
TEX2	0.175
GALNT2	-0.286666666666667
FLJ33360	0.11775
WNT9A	-0.5955
IL29	-0.429
STK3	-0.0331111111111111
REPS2	1.152875
FAM78A	1.33275
MGC3207	-0.6405
FCGR3A	8.36225
H2AFY2	-0.76825
RNF150	-0.3705
CCNK	-0.110375
VEZT	0.612833333333333
FSHR	0.252
C1orf66	-0.516333333333333
LCE2B	0.5832
CD200	0.276
ORMDL1	0.508125
OR51S1	0.399
KRT83	-0.75175
COL19A1	-0.191333333333333
POL3S	-0.6245
ZNF468	-0.561166666666667
BAG3	0.5415
C1GALT1	-0.80025
CA5A	-3.5965
DKK4	0.089
SGK2	-0.5435
PIK3C2G	1.67375
USP11	-0.689125
IMPA2	0.10125
PRKDC	-1.38442857142857
MSR1	5.53725
PDCD6IP	-0.255333333333333
FAM122A	0.34625
ZNF740	-0.50275
ATXN2	-0.333166666666667
SLC17A4	0.719666666666667
RAXL1	-0.878833333333333
RS1	0.06325
NET1	0.539666666666667
NPY1R	-2.23983333333333
MVD	-1.02125
C11orf61	-1.191875
CHDH	-1.0035
GCNT2	-0.998571428571428
LGALS12	1.69275
IK	0.1375
C7orf41	0.815222222222222
SURF4	0.490333333333333
C1orf91	0.456166666666667
BCS1L	-0.253666666666667
C20orf141	0.661
BCAS2	-0.338
ACE2	-0.3595
ICT1	0.20975
CD79B	2.6405
MRPS9	-0.0665
AADACL1	1.60425
IRS2	-0.1515
LUZP2	-1.999
TMEM148	0.40525
ZNF514	-0.603166666666667
ADCK2	0.3774
ZKSCAN1	-0.526
FASTKD2	-0.132875
KCNMB3	0.651
POFUT2	-0.5677
GNG2	0.7419
OR6Y1	0.191
FAM26A	-1.541
CAND2	-0.22525
FLYWCH2	-0.0455
BCL6	2.51725
MDH2	-0.145285714285714
DRP2	0.191
TPD52L1	-0.334625
TXNL4A	-0.0425
OR3A1	0.2365
C22orf9	0.943285714285714
RAB25	-0.5475
PCTK3	-0.53725
POR	0.466
ARPP-19	0.43375
SREBF2	-1.76775
ZWINT	-1.502
TRUB1	0.636875
ENPP2	2.843
UXT	-0.127
ALG11	0.015
SMCR7	0.088
SLC31A2	3.21425
USMG5	0.83675
ZNF780B	1.19925
APEX1	-0.264375
THSD3	-2.49925
CEP68	1.0304
NY-SAR-48	-0.276
ZIC3	-4.23916666666667
LPAL2	0.2177
MRPL11	-0.519
VPS53	-0.750333333333333
MPDU1	0.143125
UBL4B	0.36025
LASS3	0.249
GAST	0.636166666666667
SPERT	-0.0496666666666667
UBE2L3	0.26675
MLSTD2	0.298
ADRA1D	0.777
FZD10	-0.634
ATP6V1E1	0.76475
SAR1A	1.2315625
MCTP2	-1.106
TMEM5	-0.0865
BIRC2	-0.3055
TMEFF2	-2.31483333333333
NLGN3	-0.5325
LMX1A	1.05875
C19orf51	-2.03925
LOH3CR2A	2.21466666666667
SLC9A3R2	0.800333333333333
TIMP1	2.0195
PFN4	0.357
UCK1	-0.614
TPST2	0.5825
AQP6	-0.2185
OR1N2	0.59875
KCNIP1	0.29525
SFTPG	1.56833333333333
KIAA0087	-0.1805
UBXD3	0.6969
ABT1	0.6395
RIPK5	-0.236714285714286
SMG1	-1.0445
BTBD8	-0.023
PIP5K1C	0.7026
POU2F2	2.5395
C17orf57	0.419
TSPAN14	0.1911
NUDT16	1.31383333333333
GPT	0.403
PDK4	3.0404
ELL3	0.893875
NNMT	2.341
NUFIP1	-0.75825
RHBDL1	1.7725
FILIP1	2.5103
C17orf56	-0.4745
C8orf73	-0.04
FLJ21438	1.75175
TBC1D10A	0.053
ERGIC3	-0.8525
CREB3L4	0.2925
TARBP1	-1.24825
C1orf9	0.3155
COLEC12	0.859
FBXO30	0.49025
TNFRSF25	-0.41175
UBE2T	-1.672
SLC2A1	-2.5066
RPH3A	-0.00633333333333334
LSAMP	-1.6495
CER1	0.10975
ATP2A3	-0.8408
SGK	0.77125
CCR7	4.31575
ZIK1	-0.46975
RECQL5	-1.040875
HSD17B7P2	-0.134
MTERFD1	-0.205625
ANGPTL1	2.10933333333333
NLRX1	0.238833333333333
FHOD3	1.732
PSG7	-1.52625
ARHGEF5	0.617625
C14orf21	0.159333333333333
FGD2	2.417625
OR5T2	0.16875
P2RY14	3.60016666666667
PPP1CA	-0.277333333333333
ZNF33B	-0.364
MOCS1	0.0338333333333333
NAP1L1	0.0994999999999999
IGSF21	-0.141166666666667
PTDSS1	0.0961538461538462
SLC38A6	2.102
GLCCI1	-0.78575
CCR4	0.101
OLFM2	-0.15325
COX6A1	-0.1235
B3GALT2	0.114166666666667
BEST3	-2.1056
CD14	5.561
ABCC9	3.025875
SNAP29	0.293375
HMGCR	-0.952
IFT74	0.271
CNTROB	-0.206333333333333
ZNF548	0.12425
INSL6	0.384
HERC1	-0.10825
HOXB1	0.1865
EMCN	6.182
BLNK	1.02266666666667
SKP1A	0.753
IL19	0.01325
DOC2A	-0.191875
