Hybridization REF	TCGA-BH-A0DZ-01A-11R-A00Z-07
SYT14L	0.4165
SFRS8	-0.535333333333333
PBOV1	0.8635
GOLSYN	2.3675
GJB7	-2.277
CAMK2N1	1.45858333333333
GREM1	4.60583333333333
FLJ20433	0.766
QPCT	-2.68675
PRKAG2	0.417166666666667
H2AFX	-0.793875
C6orf154	0.11125
PLOD3	-1.4835
ZBTB39	-0.901
WASF3	-1.06266666666667
DRG1	-0.0005
PRR4	-1.702
SPCS1	-1.2115
KDELR3	1.01966666666667
SRP19	-0.0148333333333333
GABRA6	-0.009
MFSD1	0.05425
MMEL1	2.54925
PDXDC2	-0.7724
BUB1	-2.198
RNF138	-1.0165
MYLPF	-0.517166666666667
AIF1	1.168
DYNLRB1	0.4028
HCN3	-2.0735
HIST1H2AI	1.39625
MAP4K5	-0.03475
LASP1	0.316875
LOC130951	-0.5
PLAA	0.57225
KRT6A	0.913
C6orf117	-1.355625
ARHGAP23	-0.6605
PTF1A	-0.0635
GPHA2	-0.43475
LCE3B	-0.25575
MCL1	0.738642857142857
EHBP1	-0.634583333333333
PRNP	-0.496625
ZSCAN1	0.3935
C1orf113	-0.658666666666667
FOXA3	-2.536125
NEB	-1.2085
ASGR1	-4.27016666666667
CTGF	2.00683333333333
RAB17	0.704833333333333
MST101	-0.74375
JARID1B	1.3194
USP37	0.2944
PTBP1	-0.00133333333333333
PTPN7	-0.425166666666667
CDC7	-3.10083333333333
SNX7	-0.182
ZNF335	-0.11175
CPT2	-0.564
HEATR1	-0.93725
HSPC152	0.12475
C5orf40	0.21525
PSME1	0.4255
STAG3	-1.9985
TMEM154	0.960333333333333
KLHL32	-0.372166666666667
TSGA10IP	-0.835
SUV420H2	-0.57
SF1	-1.3107
2'-PDE	-0.4246875
PNLIPRP2	-1.253
TRSPAP1	0.0231666666666667
NUP210	-1.53516666666667
ANP32C	-1.138
RAB11B	0.612333333333333
ASB15	0.575
ITGB3BP	-2.3595
UBASH3A	-1.09375
YWHAB	0.2405
TPRX1	0.01325
LY6G5C	-0.199625
SLC7A2	1.005
CLK1	0.1979
HSD3B7	0.583833333333333
VDR	2.49975
C16orf74	-0.598
ACE	0.49325
PSMA2	-0.114
CCDC131	-0.61575
ZNF213	0.640666666666667
EML2	-0.83
ALS2CR13	0.318
GLYATL1	-0.49325
DSPP	0.504
DHFRL1	-0.678375
C10orf30	-0.1955
SH3RF2	-0.176333333333333
LOC197322	-0.423666666666667
DLL3	-1.22375
TIGD7	0.05775
GFRA3	0.9365
CPA1	0.0778
RTN4	-0.473833333333333
PPT2	-2.232
FASLG	1.98208333333333
FOXP4	0.38075
RPL26	-0.4854
GNL3L	-1.7665
FMR1NB	-0.034
CD163	7.16875
SGPP2	3.93475
GIMAP2	0.8885
CD37	1.25566666666667
DPT	4.58675
NBLA00301	1.35925
RGS5	1.69625
C9orf4	0.3105
ACTL8	-3.07316666666667
PRKAR2B	0.12375
OPLAH	-1.16633333333333
C20orf134	1.2035
SPACA5	-0.0125
TBL1X	0.0843333333333333
TSPYL3	-0.147
CHCHD3	-1.17425
CRKRS	-0.2965
GPR65	4.735
DFFA	-0.953375
FUT1	0.66675
C6orf204	-0.684833333333334
TMEM51	1.914
ZNF580	0.2455
CMTM2	0.1715
C20orf200	-0.1895
EZH1	-0.483
FDX1L	-0.552125
MRPL32	-0.16275
PCAF	-0.9858
ALOX15B	2.85566666666667
CD59	3.13525
CDK9	0.584375
ERP29	0.0858333333333333
TTR	-5.4135
BCMO1	-0.434
DDIT4	-0.00579999999999998
PTGDS	3.2795
C3orf63	-0.864333333333334
BST2	-0.337125
CYP1A2	-0.4
C5orf25	-0.79575
STX1A	-0.945588235294117
OR2A12	0.249
SH3BP5L	0.01325
SERINC5	1.635625
USP6	-0.7119
MRPL3	-0.943
POMP	0.56375
INPP4B	1.771625
GMPPB	0.422
EAPP	1.003
AHSA1	-0.51475
ABCA11	-0.971
SLC5A6	0.497083333333333
HIVEP2	1.21075
SUMO2	-0.518125
KIAA1822L	2.77333333333333
C11orf67	0.5865
TXK	-0.641
PHCA	-1.281125
ICAM4	-2.01066666666667
FPGS	0.380666666666667
SNRPA1	-0.90825
KCNJ4	-0.553
KIF6	-1.0762
HIST1H2BG	1.1705
SLC5A5	0.61775
ZNF354B	-0.700666666666667
IL12RB2	0.282
C11orf76	0.4725
GAL3ST2	0.2575
AIFM2	-0.935125
SYNC1	-0.520875
UBL3	0.603
PIK3CG	-1.04416666666667
NLN	-0.7061
BCORL1	0.148
CD5L	-0.123
ZNF238	-0.395
KIAA1394	-1.0035
C16orf55	-0.2582
CYP3A7	-0.6375
KRTAP3-1	-2.147
TFDP1	-0.924833333333333
MND1	-1.19475
NODAL	0.0243333333333333
GTPBP4	-0.957
TUBGCP2	1.18125
SLITRK5	-3.8085
CIC	0.522
CD79A	0.836333333333333
SAMD14	0.680666666666667
TNPO3	-0.516
OR10G3	0.646
OR10G8	0.736
CCDC111	-0.5875
HOXC9	1.27825
DCUN1D1	0.40525
CYB5R1	1.587
TSR2	0.267
DAB2IP	0.2247
SLC6A5	0.181
RAB3D	1.7085
DCUN1D4	-0.8345
ERBB3	1.215
SDC1	2.5325
ATP6V1H	0.545166666666667
SYK	1.68
ST20	-0.53
C13orf30	-0.1145
WDR40A	0.594166666666667
ADMR	-0.001
LOC388335	1.574
ACSM1	-0.703
TDG	0.420833333333333
FLJ11235	0.81
MRPS5	-1.01533333333333
AGPAT2	1.25666666666667
SLC12A1	0.641375
CYP27A1	-1.03325
THAP7	-0.5915
XPO1	-0.69025
ALMS1L	-0.0175
C1orf2	-0.97575
ZNF777	-0.08
CAMK2A	0.183833333333333
SMC1B	-0.78475
IHPK2	-0.353066666666667
LEMD1	-2.2285
NKD2	0.601
CLU	0.346071428571429
ARMETL1	-1.876
PABPC4	-1.57375
CXCL12	1.96933333333333
TFAP2C	1.7608
TTTY8	0.3675
ABCB10	-1.6004
ENDOD1	-0.00400000000000001
IDI1	-1.326
KCTD6	-0.272666666666667
CCDC105	0.3785
ULBP2	-0.426666666666667
ZDHHC5	0.51125
WNT8A	0.115
COMMD10	0.062
KLHL12	-0.5585
GPR50	0.2915
NR5A2	0.281
OXGR1	0.128666666666667
EHD3	0.082
CAPRIN2	-1.601625
KLRC3	-3.4565
SF3B1	0.206857142857143
IPO7	-0.4115
ALDH1A1	-0.54
ANKRD5	0.83525
TSNARE1	0.626
DDEFL1	1.0715
RNASEL	1.27316666666667
DNAH9	-0.54225
HELLS	-1.8565
TNS4	0.4355
NAV1	0.6241
KIAA1409	-0.724
C20orf26	0.872166666666667
TUBG1	-1.30575
IRX2	0.493
CNGA4	-0.2075
MGC50559	0.1645
OR4K17	0.4635
TM2D2	1.13433333333333
FAM32A	0.412
TXNDC14	-0.25575
CCBL1	-1.349
ANK1	-2.5509
PRSS23	-1.74975
PPM1L	0.5995
SPATA20	1.626
APCS	-0.17175
C14orf122	-0.514166666666667
PSMB5	0.258875
C6orf10	0.1176
SETDB2	0.168
SPNS3	-1.318
SGMS2	0.247833333333333
MXD3	-0.0658333333333333
MON2	-0.5131
CARTPT	0.128
HNF4A	-0.790333333333333
RABEP1	0.0822
TNFRSF10B	-1.205875
USH1G	0.3015
PPAP2B	-1.4515
TMEM16K	-0.494
CTDSP1	0.9165
CDK5R1	-0.281666666666667
GABRR1	-0.3135
OPN1LW	0.4895
FAM98C	1.2775
DBN1	0.814875
ACAD10	-0.507083333333333
QTRTD1	-0.231
WNK3	-1.30583333333333
RPS19	-0.568
C1QB	3.837
OTUD5	-0.3605
SLC41A2	1.34033333333333
TMEM22	-2.132
KHSRP	0.0698333333333333
TNFRSF11A	-0.537333333333333
FBL	-0.510833333333333
IBTK	-0.382833333333333
OXER1	0.156
CBLN4	0.28575
GPR172B	0.9645
CFTR	-1.26975
VSX1	0.744
CAMK1D	0.11175
LOXL3	-1.222
RTP4	1.47325
SLFNL1	-0.3465
KIAA0828	-0.385125
PAR5	1.0235
LOC723972	-1.14425
GDI2	0.274125
CEBPA	1.2141
MLF2	-0.138666666666667
AFMID	-1.318
ALOX12B	0.5805
BPHL	-0.485125
COX5B	-0.2455
S100A10	0.5068
THOC6	0.30625
NHN1	-0.01175
RRP12	-0.374
ARID3B	-2.55075
CD3G	-1.47483333333333
KIAA0133	-0.95675
NAT11	-1.7625
PPAT	-0.929166666666667
SIRT3	-0.0072
TCERG1L	1.1515
NIPA1	-0.19
DPP8	-0.1148
IL7R	0.0111666666666667
ZFP64	0.424583333333333
DMAP1	-0.4131
TRMT12	0.66575
TLR4	1.9033
WFIKKN2	0.32175
RAB12	0.818833333333333
DDX51	-0.458166666666667
KIAA1086	-2.93275
ZNF295	0.113
ACVR2B	-0.912928571428571
LOC494150	0.644375
ZNF517	0.0465
DNASE1L2	-2.022
SUFU	0.8155
LOC283677	-0.707
LMO3	-0.179333333333333
PPP2R5D	0.123166666666667
ZNF587	-0.1545
HIST4H4	-0.333
CYP2C8	0.35675
C1orf80	0.253666666666667
DOCK5	-0.294333333333333
C9orf24	-0.692
OR5AR1	0.3705
C11orf24	-0.12775
UNQ1940	-0.22375
CAP2	-0.331833333333333
TIMM44	-0.40825
DSEL	-0.7244
ROM1	-0.41275
FBXO4	-0.32025
MYLC2PL	-1.684
MLH3	0.6336
NOX1	0.472166666666667
DPEP2	1.637
DNAJB5	0.764
RLTPR	0.44
MBIP	-0.2515
COPB1	-0.755833333333333
SFTPA1B	0.3015
C10orf4	0.4527
PRELID1	-0.3325
NOLA1	-0.43275
C19orf24	0.449
TLR9	-1.277
HLA-DMA	3.57433333333333
HCRP1	-0.773
GPR137	0.2065
ITGA11	0.831333333333333
PHF13	-0.369666666666667
MARK4	0.562666666666667
METTL4	-0.6395
MBD3	-0.4655
LOC134145	-0.337
FGF3	0.67075
SLC35A3	1.44
CLEC16A	-0.46175
AMOTL1	-0.57825
FLJ31438	-1.25775
PAICS	-1.2535
TOMM40L	-0.417666666666667
MMD	-1.018
KLK10	0.0344
NIT2	0.0743333333333333
SERPINB10	0.20275
KLF15	-0.9841
CCDC5	-1.04175
WSB2	-0.199375
ME3	0.10875
CACYBP	-0.727083333333333
TCTN2	0.583
JAK1	1.075375
C2orf25	-0.28
GPD2	0.97025
FBXL11	0.549833333333333
CDV3	-0.403416666666667
GALNT11	-0.080875
NDUFA12L	-1.024
FLOT1	-0.0807857142857143
TOR1AIP2	0.1845
MMP25	3.674
C1orf164	-0.9801
CHST5	0.031
LYRM4	-0.45885
GPER	1.2045
HIPK2	0.154666666666667
DAP	0.5062
ZMIZ1	0.229833333333333
DDX58	2.855
DCC1	-1.127
AKT1	-0.03725
ENPP6	0.456166666666667
ERVWE1	-0.594166666666667
CDC34	0.47075
RNF125	-2.711
CASC1	1.58625
SHROOM2	0.54125
RRM2B	0.873333333333333
COL6A3	2.723625
TMEFF1	-1.8715
PLEKHA4	0.2614
LYSMD1	0.0175
SEPT1	-0.423333333333333
AOF1	-0.00199999999999999
GNPAT	-0.145
WDR18	0.223
HSD17B12	-0.264
HIST1H2BM	1.16883333333333
INDOL1	-0.615333333333333
SUDS3	0.38875
C1orf192	0.597
CYP2B6	-0.7765
TBC1D2	1.67683333333333
SLC25A12	-1.2055
ERCC6L	-0.791
MGC10814	-1.86883333333333
POLR2C	-1.2315
ZNF77	-0.859666666666667
EIF3K	-0.3396
HPX	-0.56175
ANKRD27	-0.35375
MALAT1	-0.1339375
PLB1	0.6805
HRNBP3	-1.0045
CPSF4	-1.0585
OR52N2	0.137
PIP5KL1	-0.7615
GH1	-0.012
HPS5	-1.0545
SLFN5	0.81225
POP5	-0.9055
OVOS2	-4.00983333333333
C20orf108	-0.39375
MARS	-0.41875
CLRN3	1.07083333333333
ARSE	0.00533333333333333
PPIE	-0.518666666666667
PHACS	0.145833333333333
GP5	-1.576
IL8RB	0.359833333333333
FCRLA	-1.76125
ARRDC1	1.1874
KRTAP9-4	0.43225
ZNF613	1.6585
OR11A1	0.5705
TMEM132B	-1.871875
PGLS	0.76725
BSND	-3.0885
KCNK18	0.2245
FOXD4	0.245
SV2C	-0.23425
LCN2	3.0165
ZNF490	0.9028
C3orf15	0.0417
CACNA2D4	-1.5665
CBX5	-0.6485
MAGEB4	0.056
BOLA1	-0.03575
PPP2R5E	-0.24375
COL5A1	2.367
ASB7	-0.1865
SFT2D1	-0.223625
DERL1	0.6432
RABL2A	-0.132166666666667
MOAP1	0.10575
KIAA1545	1.26183333333333
F3	-0.19525
PLEKHM2	0.19175
CCDC89	0.7835
EFCAB1	0.81725
TMEM48	-1.3685
SEPHS2	0.16475
PYGM	-0.52625
PRICKLE1	2.406
WNT5B	0.0195
TAS2R38	1.008
IMP5	0.1765
KHDRBS1	-0.109
LARS2	-1.35516666666667
C3orf28	-0.541
FTCD	-2.62375
C10orf68	-0.251166666666667
DGAT2L3	0.3275
PSEN1	0.907333333333333
MGC33657	0.28575
PLA2G4B	0.341833333333333
CDKN2A	-1.11
DLX1	-1.7515
TSHB	0.402
C18orf37	0.32325
MEX3C	0.76225
MAMDC2	0.56425
PDIA4	-0.701583333333333
ATP5E	-0.30825
CASP2	-0.209785714285714
SERBP1	-0.776461538461538
ZNF341	0.234166666666667
TESC	-2.46125
TMEM31	-0.849
OR51I2	0.6635
YTHDC1	0.301285714285714
JUN	1.5975
AGMAT	-3.42016666666667
PCNXL2	-0.23975
ATAD5	-2.54525
STK38	0.170375
AZI1	-0.80375
RBP1	2.9365
C4orf26	0.25025
KIAA1026	1.049125
TMEM101	-0.74175
HSFX1	-0.6155
TREX1	0.661
C18orf10	-0.4479
TRIM15	-2.943375
CA6	0.329625
CEP57	-1.6865
AR	4.173
SESN2	-0.480166666666667
KIF3C	0.279
EPB41L5	0.780125
ARHGEF10	-1.23927272727273
POLR3D	-0.147875
INDO	1.6635
GABRA3	-0.7975
SCG5	0.2661
E2F3	-0.9394
TIGD5	0.7315
FGD6	1.34708333333333
KLHL3	-0.237
SCGB3A2	-0.963
URP2	0.8415
ATP6V1B1	-0.3435
CALML6	-0.003
LOC100049076	-0.4845
TMF1	-0.16875
LOC388503	-0.261
CDH5	2.46725
RPS6KC1	0.0586666666666667
DAAM1	1.1413
TNFRSF10D	-0.937
GSTT1	1.3377
INPP5A	0.10675
TRAF3IP1	0.8917
SMARCE1	-0.496571428571428
VRK1	-1.4045
TTC16	-0.236
AARS	-1.4875
ARHGAP27	0.0565
ZAK	0.583714285714286
ACSM2B	-1.86025
TRAP1	-0.798666666666667
MRPL53	0.06375
RNF44	-0.92525
NPTXR	0.468
DPYSL3	1.6795
APP	0.7099
GLS2	-0.228833333333333
MNX1	-1.419
CMTM7	-0.7865
OR10A7	0.261
NYD-SP21	4.562
ORC5L	-0.38725
SLC16A10	-1.162375
TMEM178	-0.971
LOC441601	-3.7155
PTGIS	0.11525
KBTBD7	0.967
C19orf41	-0.3415
CEACAM3	2.14975
KRT23	-2.83575
SERHL	3.2895
PNKD	0.734625
UBC	0.69575
ATRN	-0.588375
HAPLN1	2.943
RANGAP1	-0.51925
C10orf26	1.42066666666667
KCNA7	0.10575
SRY	0.1615
LOC376693	-0.429
HIST1H2BF	1.2335
CDCA8	-1.80283333333333
MLC1	-1.72975
TNIP3	0.6945
OR4D1	0.843
IFT52	-0.008
GOLT1A	0.3945
UTP20	-0.096
RP3-402G11.5	-0.276
PRSS33	-1.39675
PMPCA	-0.98625
APOB48R	2.276
GLTP	0.37625
MPL	0.16775
C9orf78	-0.33125
ADAM12	1.900875
CSPG4	-0.821
LOC144305	0.278
KRTAP4-10	0.3064
PAK1	0.41525
ADCY7	-0.3974
TAS2R43	0.345
FRAS1	-0.790857142857143
PPP1R14A	0.00916666666666669
OR2B6	-1.57675
ATP13A1	-0.134833333333333
SIDT1	4.22675
C1RL	0.940833333333333
PRKRA	-0.435
TLN1	0.687
RP11-50D16.3	0.154416666666667
MITF	-0.995
GYS1	0.05325
LYG1	-2.39616666666667
NSMCE4A	-0.4288
DNAI1	-0.24375
HOXD11	-0.4585
FNBP1L	1.2203
DHX35	-1.09825
LCE3E	0.802125
SLC33A1	0.145
DCLK3	0.248666666666667
TRIM33	-0.7475
TMCC3	1.43883333333333
FBXO42	0.672166666666667
C1orf27	-0.3607
C17orf50	0.202
RNF14	0.721333333333333
SLC4A8	0.579
RAB3IP	-0.4209
COX6C	0.136714285714286
PCSK1	-3.7407
SLC13A1	0.258625
ARF6	0.7245
KIAA1009	-0.65975
HOXA13	-2.568
HMGN1	-0.182875
CXADR	-0.116833333333333
MGC14436	0.384
UTF1	1.823
TSC22D1	1.404
BZRAP1	1.137
PUF60	0.504833333333333
SHC1	0.30575
HOOK3	0.3759
LIMS2	1.07566666666667
BAHCC1	-1.30783333333333
CLCC1	0.513
ENTPD3	2.01333333333333
SMO	-0.3835
PIK3R5	0.02475
CDC14A	-0.0885833333333333
KRT1	-0.39625
ENOX2	0.339666666666667
FLJ22655	-0.126
FPRL1	0.844
INTS6	0.7875
ZCCHC5	0.483
SMC3	-0.7565
C6orf123	0.648166666666667
FLJ20160	1.0655
LOC653391	-0.0535
GSS	-0.12575
NT5M	-0.63675
SIX5	0.51625
TAF5	-0.723
KCNA1	-0.0115
ANLN	-2.297
MGC45491	-0.9273
SSTR2	2.9285
LYPD4	0.406
TH1L	-0.23025
CHRNA5	0.993
PNMA6A	-0.43625
FLJ16369	-0.262
DLX2	-2.274
C6orf108	-0.323083333333333
ALDH3A2	-1.1165
CLEC1B	1.493
LEPREL2	0.3085
FOXJ1	-0.9443
OR1D4	-0.028
PPIL4	0.2135
MTRR	-1.092
SLC27A3	1.46733333333333
HTR7	-1.11083333333333
MIB2	0.1775
BHMT	-1.4775
A2ML1	0.71
MSMB	2.4665
KIAA1383	1.0435
TRUB2	-0.20775
PF4	0.279833333333333
IL1F5	0.115
LRRC37B2	-0.83275
IPO4	-0.5485
FIGF	-0.89525
QDPR	-0.186
ZNF598	-0.30075
BOP1	-0.704875
MAPK12	-1.37033333333333
POLR1E	-1.033125
CEECAM1	0.656666666666667
INSRR	0.123
SIPA1	0.14725
ULK4	-0.317333333333333
BTN3A1	0.5781
FABP5	-1.2083
KBTBD3	0.875166666666667
SORT1	-0.45325
YWHAQ	0.00918749999999997
LRIT1	0.0145
KIAA1704	-0.3619
MEIS2	-1.2365
ENOSF1	-1.02983333333333
PCDH7	0.570642857142857
FZD9	-1.6445
RPLP1	0.331833333333333
ZNF75A	0.5605
P4HA3	3.746875
NKX6-1	0.95175
CTA-216E10.6	-0.742
IFT140	0.64675
DENND1A	-0.466166666666667
ALCAM	2.3662
ABHD2	0.442227272727273
QPRT	-2.45083333333333
TRAM1	0.963642857142857
ATP1B4	0.493875
NUP37	-1.41375
SAA3P	-0.2645
SLC22A6	0.4175
KIAA0265	0.1355
ZNF41	-0.42925
ADAM19	1.0011
ERAF	-0.229
DEFB119	0.423545454545455
DNMT3B	-3.25933333333333
SNF1LK2	0.07675
MGC24039	-1.9585
TAS2R48	-1.183
PNLDC1	0.8315
ADAMTS16	0.950125
TMEM92	-0.795666666666667
CCT8	-0.659
POGZ	0.097
N-PAC	0.1305
GUCA1B	-1.59283333333333
ZZEF1	-0.532833333333333
OR2C3	0.32125
ZNF334	-2.05483333333333
RANBP6	0.29025
LDHB	-2.58375
BAMBI	0.7255
RAB5B	0.824
FOXB1	1.88175
MRPS12	-0.18525
MRGPRF	1.13675
CRIPT	0.002
CYP2D7P1	-0.486
RYR1	-0.039625
NDUFA2	0.603
TRIP12	0.536083333333333
KCNE3	3.28183333333333
MOBKL2B	-1.2501
MIOX	-0.19525
ACOT7	-1.315125
FGF6	-0.5385
RASSF5	-1.1087
ATAD3B	-1.23833333333333
IKZF3	0.1075
H3F3B	-0.0554285714285714
C6orf91	0.7185
SEC11C	-0.332
TMEM14C	-1.00025
KIAA1632	-0.305625
SLC38A4	0.5095
FGFR3	-1.3065
HES7	1.78625
HINT3	-0.183
ARIH1	-0.5285
FLJ35880	-1.347
C1orf129	-0.819
POU6F1	-0.187
RPL32	-0.3215
BBS1	0.739333333333333
RGPD5	-0.3505
SULT1C2	-2.0695
KDELC1	-1.17025
PIP5K3	-0.702
CHI3L1	0.8741
CSDA	-0.498416666666667
VTCN1	1.98375
WDR62	-0.76025
TMEM170	-1.04625
KIF2A	-1.57625
C6orf182	-0.416166666666667
ARL6IP6	-0.847
ZCCHC9	-0.798
RARB	0.226833333333333
ZNF320	0.185125
DHX15	-0.5275
PICALM	-0.4755
CNOT6	-0.174583333333333
HIST1H1A	-0.196
ZNF702	0.939666666666667
OR1E2	0.61
HLF	-1.3531
LOC442582	-2.8265
KIAA0494	0.2845
TCF4	1.6681
APOBEC3B	0.096
FAM54B	-0.0645
MYH2	-2.48625
FXN	-0.282833333333333
C12orf59	0.3825
PAEP	-0.99625
SPG11	0.139
VN1R4	-0.15475
KCNJ13	-0.82575
NOC3L	-0.8035
C5orf36	0.6025
CPAMD8	0.36125
MLN	-0.3321
FLJ11184	-0.345
TIAM1	0.208666666666667
OR10J3	0.182
OR52E2	0.63
PBX1	2.225
UBL7	-0.2365
PXMP2	-0.23
SYTL1	-0.203166666666667
FAM126B	-0.1135
ZNF711	-0.837625
GGA1	-0.594666666666667
VAMP4	0.0361666666666667
BCAP29	0.134
C20orf19	-1.40425
ZNF275	-0.174
NEK6	0.8485
SETD8	-0.405416666666667
HEXIM1	0.512333333333333
SULT1A2	-1.32675
KLHL9	1.39975
SLC39A12	-0.13375
ARHGEF16	-0.207666666666667
SCN1A	-0.3725
HNRPH1	-0.882083333333333
C9orf103	1.1815
ECE1	1.045
MED18	-4.0255
TEX13B	0.458
SNN	0.986
C6orf62	-0.025
WNT3A	0.5734
IL22RA2	0.9095
MGC21881	-0.675375
GABBR1	-0.7735
YIPF6	0.21075
PROX1	-2.08516666666667
PPP1R1B	1.2205
LANCL2	0.7201
SCN3A	-1.35116666666667
SSRP1	-0.809833333333333
ASXL2	-0.79125
RPE65	0.457
SNAI1	-0.536
EFNA2	0.2345
CLDN9	0.03825
TP53I13	0.881375
LOC375748	-0.152
C9orf7	0.94775
C14orf178	-1.3935
GC	-0.9355
IER3	-0.617
KCTD10	0.863
FLJ45717	1.166
ADC	1.91666666666667
LOC285908	-1.60575
MLL3	-0.636875
KIAA1787	-0.844
MGC31957	-1.83625
MUC5B	-0.30575
ZNF193	0.3375
CSRP1	1.043
MOSPD1	-0.490166666666667
C21orf49	-0.721
RAD1	-0.3855
ANKRD34	-1.19675
NFRKB	0.1265
FANCA	-3.3725
VTI1A	0.243
PCBP3	-0.270166666666667
BFSP2	-0.73525
ZNF354C	0.126625
FRMPD4	-1.191
IKBKG	-0.179833333333333
LOC441046	-1.6905
UNQ9438	0.3315
TM4SF20	0.3255
MAGEC1	-5.96875
AMMECR1	-0.99225
GLDN	-0.68575
TTC30B	1.37775
SEC13	-0.0952
EGF	0.877625
HAGH	0.30975
VSIG1	0.935166666666667
NHLH2	0.5375
NCAPD3	-2.0295
MGC16121	-2.55975
HIATL2	-0.60725
BRCC3	0.0136666666666667
LCE2D	0.905
TMEM79	1.75125
GTF3C5	-0.1595
AKR1C4	0.323666666666667
C3orf59	0.394625
RBM26	-0.82775
DUSP14	-0.639666666666667
AP4M1	0.128666666666667
RIMBP2	-0.6925
ABCC2	-4.44266666666667
DNAJC16	1.587
TTC12	0.493666666666667
SNX13	-1.017
C6orf168	1.458
C1orf100	0.15
CSPP1	0.276083333333333
LRRC56	-1.295
OR1J2	0.4315
THY1	1.5506
KIT	-0.392166666666667
TBC1D8	-0.42325
EPHA7	-0.3035
SOLH	-0.1905
SVIP	-0.402
ZNF294	-0.54275
HAND2	2.20866666666667
CENTB2	0.781166666666667
MARVELD3	1.84825
CREB3	1.04683333333333
KRTAP1-5	-3.425
OR8K1	0.482
MED25	0.797
FDX1	-1.342
FAM19A1	0.256166666666667
IL13RA1	-0.3902
ZNF627	1.31533333333333
NHP2L1	-0.1985
EIF2B2	-0.32925
ZNF593	-0.325
WIPI2	-0.280333333333333
RANBP1	-1.49025
TAS2R7	0.323
LOC283514	0.2305
CSNK2B	-0.3443
CFHR1	0.995
DKFZP434O047	-0.435166666666667
WBP11	-0.9655
TEX2	1.232
GALNT2	-0.823333333333333
FLJ33360	0.88625
WNT9A	0.11925
IL29	-0.288
STK3	0.751666666666667
REPS2	1.388125
FAM78A	-0.82075
MGC3207	-1.5145
FCGR3A	7.58425
H2AFY2	0.61975
RNF150	-0.78775
CCNK	-0.115625
VEZT	0.8195
FSHR	0.636
C1orf66	-0.704166666666667
LCE2B	0.2998
CD200	-0.5005
ORMDL1	-0.637875
OR51S1	0.2015
KRT83	-0.2595
COL19A1	-0.4425
POL3S	0.2995
ZNF468	0.440833333333333
BAG3	1.300125
C1GALT1	-1.05175
CA5A	-3.56475
DKK4	0.029
SGK2	-1.5715
PIK3C2G	0.85525
USP11	0.043875
IMPA2	0.404
PRKDC	-0.760785714285714
MSR1	3.64075
PDCD6IP	0.00100000000000001
FAM122A	-0.4115
ZNF740	-0.61625
ATXN2	-0.2875
SLC17A4	0.433
RAXL1	-1.14816666666667
RS1	0.30225
NET1	0.615
NPY1R	1.09766666666667
MVD	-0.92275
C11orf61	-0.668625
CHDH	-1.4815
GCNT2	-0.357428571428571
LGALS12	-2.118
IK	-0.123
C7orf41	-0.543166666666667
SURF4	0.240833333333333
C1orf91	-0.246666666666667
BCS1L	-0.477833333333333
C20orf141	0.513
BCAS2	-0.5015
ACE2	-1.139
ICT1	-0.4105
CD79B	0.81225
MRPS9	0.03075
AADACL1	-0.0105
IRS2	-0.6185
LUZP2	-1.9175
TMEM148	0.17425
ZNF514	-0.2595
ADCK2	0.7513
ZKSCAN1	-0.539142857142857
FASTKD2	-0.360625
KCNMB3	1.48183333333333
POFUT2	-0.4074
GNG2	-0.3733
OR6Y1	-0.1645
FAM26A	0.932
CAND2	-2.0235
FLYWCH2	0.73825
BCL6	1.05825
MDH2	-0.230357142857143
DRP2	0.1965
TPD52L1	-2.30375
TXNL4A	-0.14425
OR3A1	-0.1705
C22orf9	0.846285714285714
RAB25	2.24333333333333
PCTK3	-0.215
POR	0.1035
ARPP-19	0.44025
SREBF2	-0.186125
ZWINT	-0.696166666666667
TRUB1	0.869625
ENPP2	0.129666666666667
UXT	-0.4985
ALG11	0.2155
SMCR7	1.38475
SLC31A2	2.156
USMG5	0.1145
ZNF780B	-0.38675
APEX1	0.034
THSD3	-1.8285
CEP68	0.6813
NY-SAR-48	-0.315
ZIC3	-3.417
LPAL2	0.0348
MRPL11	-0.57
VPS53	-1.63183333333333
MPDU1	0.07175
UBL4B	0.842
LASS3	0.58175
GAST	0.639666666666667
SPERT	-0.318666666666667
UBE2L3	0.717625
MLSTD2	-1.10333333333333
ADRA1D	0.5645
FZD10	-0.999833333333333
ATP6V1E1	0.711625
SAR1A	0.701125
MCTP2	-1.20383333333333
TMEM5	-0.5705
BIRC2	-0.960666666666667
TMEFF2	-2.5945
NLGN3	-1.4226
LMX1A	0.3285
C19orf51	0.092
LOH3CR2A	0.392
SLC9A3R2	1.01583333333333
TIMP1	0.564666666666667
PFN4	-0.873
UCK1	-0.28925
TPST2	0.15175
AQP6	0.1545
OR1N2	0.135
KCNIP1	-0.1785
SFTPG	0.862
KIAA0087	-0.3395
UBXD3	-0.865
ABT1	0.78
RIPK5	-0.314785714285714
SMG1	-1.0468
BTBD8	-0.294
PIP5K1C	1.2943
POU2F2	1.0622
C17orf57	-0.50425
TSPAN14	0.7197
NUDT16	0.0978333333333333
GPT	-1.5235
PDK4	-3.1753
ELL3	2.588875
NNMT	1.72183333333333
NUFIP1	-0.546625
RHBDL1	1.997
FILIP1	0.9035
C17orf56	-1.4555
C8orf73	0.67325
FLJ21438	0.4725
TBC1D10A	1.7725
