Hybridization REF	TCGA-A8-A07L-01A-11R-A040-07
ORC6L	-2.24918181818182
KLK11	-5.534
C19orf28	-1.539125
DNER	-4.81475
MED22	0.3425
ETV6	0.885416666666667
CHAC2	-2.008
CD300E	0.2985
CEBPB	0.417166666666667
ZNF398	0.13475
LRCH3	0.0965
HMGA1	-1.05633333333333
CAPN7	0.2505
MGC5566	-3.34575
CCL3	2.211875
NANOS1	1.16325
ZFYVE19	-0.6465
APITD1	-0.349666666666667
PARD3	0.873125
IRAK4	0.0153333333333333
SERPINI2	-0.1965
CEP170L	-1.03475
TTC9	2.54475
MYOM3	-1.61925
MLPH	1.511875
LOC222699	0.5395
NRG1	-2.11025
TBC1D9	2.55518181818182
TTK	-1.3165
ZNF557	0.0778
DDX41	-0.0516666666666667
FANK1	-0.17
UBE2D2	0.133625
PSMB10	0.27275
MYH7B	0.4965
GABARAPL2	-0.152125
MARVELD2	1.997
DGCR2	1.09316666666667
UNC45A	0.4635
C6orf72	-0.0495
ZNF683	3.449
GIT2	0.032625
CASK	0.613166666666667
C14orf161	2.0235
LRRC44	-0.566
TIFA	-0.3165
UTP11L	-0.132125
C6orf65	-0.479
FDPS	-0.35025
DUSP9	-1.929
SLC17A8	0.543666666666667
OR51G1	0.177
NANS	0.38825
OLFML1	1.80375
ATP10B	-1.188625
NPAS3	-1.22575
PRKCA	-2.2967
GGA2	-0.093375
LCE4A	0.1575
SPANXN3	0.4795
CCDC115	1.150375
SDCCAG3	-0.09975
GLIPR1L1	0.045
TTC1	-0.05925
C17orf76	1.40525
MAD2L2	-1.69275
HIPK1	-0.0879
LRRC3B	-0.736833333333333
CLN3	-0.0254545454545455
C17orf47	0.4095
FMN2	-2.96
TUBB1	-1.8605
WAPAL	0.464333333333333
C3orf21	0.114125
SCN5A	-0.6869
SMYD1	-0.139
BEX5	-0.60125
ZNF192	0.2565
SEC22A	0.786
GRIA2	-0.126285714285714
KIAA0825	-1.12325
NUSAP1	-1.55736363636364
LANCL1	0.239125
C15orf40	-0.5163
ZNF645	0.379375
GPR61	0.217
NLRP14	-0.0475
SNX21	0.06
C1QTNF8	0.1135
C17orf46	0.1015
IFNA8	-0.208
SPRR1B	-0.224833333333333
FLRT1	-0.3375
SNX17	0.903833333333333
ASB2	-1.41366666666667
HBG1	-5.834
RPRML	-2.68325
JOSD2	0.341166666666667
PLSCR3	0.07175
SPOCD1	-0.746833333333333
RAB39	-0.32
GHRH	-0.335
ITIH5L	0.17675
C17orf37	1.0805
SMCR8	0.82475
DPY19L2P3	-0.275333333333333
IL11RA	0.978666666666667
GDF3	-3.86233333333333
RPS6KB1	-0.419083333333333
DNAJC19	0.5266
TOP1	-0.68875
CRCT1	0.179625
MPST	-0.21425
DPM2	0.938625
FAM38B	-1.80566666666667
SLC18A1	-2.66216666666667
FARP1	-0.699666666666667
PAX7	0.123
TUBD1	-1.07925
GNL3	-1.069
BTG2	0.132066666666667
NDUFS6	-0.2625
C1orf79	-1.68375
ERAL1	0.56875
ECHS1	-0.0355
VPS4A	-0.215833333333333
CYP11A1	-0.345375
ABCC6	-1.35964285714286
PBX4	-2.4205
MOSC1	-1.09125
NCF4	-0.099
HYMAI	0.1125
NAGPA	-0.570875
OTOP2	-0.0125
ACOT12	-0.0265
MTHFD2L	0.075875
LOC441376	2.66775
C19orf34	0.0895
RAB1B	0.921
ALDOAP2	-0.1525
NTRK1	-1.8115
ARTS-1	-0.6124
SLC6A11	-0.538
NAP1L2	-1.51025
CNGB1	0.3045
EPB41L4B	0.654916666666667
FAM134B	2.73875
HS3ST3A1	-1.47366666666667
CPXM2	4.3305
SIRPB2	0.178
CHORDC1	-0.7655
TRIB3	-0.00116666666666666
SLC2A5	-0.359
C2orf49	-0.7335
DDX5	0.0755
OR5L1	0.345
ANAPC4	0.0776666666666667
ZSWIM1	0.45
LOC93622	1.138375
KCNK3	-0.3032
RP11-35N6.1	-2.1885
ZFP161	0.966666666666667
AQP9	3.27575
SLC15A2	-1.51416666666667
MREG	0.817333333333333
OR9I1	0.392
PDLIM2	-0.00442857142857143
ADAM7	0.164
GSTCD	-1.52233333333333
WDR21A	-0.559
SLC12A8	1.83533333333333
TMEM174	-0.097
IGSF3	1.30975
LRRN1	0.419
LOC402117	-0.036
SRPK1	-0.854833333333333
LY6K	-2.5371875
NFIA	0.8895
PTCD3	-0.3985
LEP	-0.101666666666667
PCDH21	-1.20483333333333
MAPKAPK2	1.41964285714286
NMNAT1	-2.04766666666667
LHFPL2	0.684875
C9orf43	2.076
DIP2A	-0.9095
ACTR8	-0.694
CCDC34	0.4345
PTPN22	-1.24275
ITGA3	-1.3315
FAM129C	-0.06225
RABGGTA	0.461
UNC45B	0.43775
KIAA1033	-0.62325
ZNF510	0.0256666666666667
CYP2D6	-0.565166666666667
SLC26A10	-1.269
STX8	0.222
LUZP1	-0.0895
WDR89	0.285666666666667
EIF4G3	-0.832
C5AR1	0.551625
ZNF623	0.54
A2M	0.56575
TGM7	0.1395
GRPEL1	0.654833333333333
LMNB2	-0.6605
ROCK2	-0.176166666666667
SNX16	1.527375
CCDC66	-0.64975
ANXA3	-0.64425
KIAA1609	-0.574375
EED	-0.52225
RNF32	-0.0828333333333333
HES1	0.8729
CLC	0.0288333333333333
ISL1	-0.134666666666667
KIAA0528	-0.563875
MANEA	-0.049125
C1orf61	-2.069
hCG_2001000	0.67525
RAPGEF6	-0.5334
KIAA0020	-0.715333333333333
NEIL1	0.22025
C16orf45	-0.457625
RBM10	-0.1245
C10orf125	0.837
MRS2L	0.15725
DNAH17	-1.15975
C19orf10	-0.8155
C1orf160	0.44225
SLFN12	-0.334
EXOC3	-0.1515
HIST3H3	0.089
NCOR2	0.796166666666667
TNFRSF9	-0.74875
MFSD8	0.70225
ALX1	-4.05383333333333
NOL1	-0.10525
PODN	2.8005
TIAL1	-0.27225
HIST1H1E	0.48975
NPY6R	0.226
TM4SF4	-0.2725
CORO2A	1.8265
ETNK2	2.676
APOE	0.6354
ANGPT4	0.3405
HDGF2	-0.626
G30	0.6035
ST8SIA4	-0.251125
F2RL1	-0.827625
FAM19A4	-1.57325
CCAR1	-0.278
B3GNT7	-0.048
OPHN1	-0.3975
DSCR6	2.786
C21orf13	-0.887
GAS2L1	0.557416666666667
RFX3	-0.557333333333333
COPS4	-0.4275
BCHE	-4.83416666666667
BCL2	1.839125
HBZ	-3.25483333333333
ARL13B	-0.028
MAPBPIP	0.788375
MYO15B	-0.8655
SPZ1	-1.10033333333333
KIAA1324	2.84111111111111
PLCL2	0.30675
C4orf29	-0.859
WDFY2	-1.373
ZNF284	-0.96
NAALADL1	0.4935
DUSP5	0.457333333333333
PXDN	1.0175
SLMO1	1.09825
TNXB	0.3455
BIRC7	-1.0215
A4GALT	1.19033333333333
TIMM22	0.0475
FAM110C	1.69775
TOMM34	-0.472125
ABHD9	-0.2265
ADAM32	-0.559
CRHBP	-0.3345
AQP2	0.301875
LOC130355	1.63975
ZNF187	0.251166666666667
ZNF816A	0.5785
F7	0.946125
CNOT1	-0.5845
SLC13A4	-1.13775
ZBTB11	0.282
B3GALT5	1.16325
EXOC2	0.787166666666667
IRS1	-0.3601
TMEM1	-0.464666666666667
MRPL34	-0.345333333333333
SAMM50	-0.71925
CDC42EP3	-1.103875
HSF2	-0.2226
MFN2	-0.551
TSPAN7	-2.83766666666667
NUCB1	0.647583333333333
RHOH	-2.344
ARL16	0.5655
TACR1	0.723
SFRS5	-1.07783333333333
SNX25	0.3445
RHBDF1	0.776666666666667
PCDH18	1.69816666666667
HMG1L1	-1.2655
MYO5C	1.339125
MAPK10	-0.168
LDHAL6A	0.0338333333333334
NUDT12	0.370166666666667
NCAM1	-0.2895
GLIS2	0.544
GGTL4	0.46625
DAPP1	-2.03825
ATF7	0.52225
KIAA0748	-1.60025
NFIL3	-0.98675
TM6SF1	-0.0567
SEZ6	0.131625
NANOS3	-0.127166666666667
DNAJA3	0.275
CLDN6	-2.938
CIITA	1.9935
EPHA4	-2.20058333333333
FANCC	-0.0325
CMTM3	0.372875
PSG3	-0.662857142857143
MRPL15	0.64625
C21orf59	-0.91725
PLCXD2	-0.59025
C2orf34	-0.466
UBE2L6	1.27225
MED14	-0.0488333333333333
HP1BP3	0.2644
C6orf208	-0.3705
TPBG	0.8825
OSR2	1.796
XPC	0.1495
KLHL7	-1.444
CCR3	-0.726
AGTPBP1	0.1
PCSK6	-1.122
STAT5A	-1.7519
FAM18B	-0.01775
LONRF2	1.8995
PTPN2	0.336875
SF3A3	-0.541166666666667
EFCBP2	0.14125
HCFC1	0.101
AHNAK	0.8933
ACTR5	0.21125
KIF14	-1.38471428571429
TENC1	0.48475
HEATR5B	1.039
YIPF2	0.0135
MYEOV2	0.766833333333333
DUSP18	0.24475
KIAA1012	-0.0115
AHR	-1.45683333333333
C17orf53	-0.1865
PTPRH	-4.022
ATP6V1C1	1.8066
TAS2R3	0.4545
LOC440356	-1.681
COQ10B	0.47725
PSMF1	-0.405
SORBS2	-1.341
NFE2L2	-0.25
TMCO7	-0.9755
SH3PXD2A	0.8079
SH2D2A	-0.5105
SPINK5	-2.70925
MRPS24	-0.4325
OPA3	0.151
TRAF7	0.291166666666667
C4orf35	0.252166666666667
MT1G	-0.562625
MGC39545	-0.00733333333333332
HS1BP3	0.7013
OR2B2	0.353
CHRM4	-0.1575
SFRP2	3.20841666666667
RIC3	-1.34
ART1	0.198
C6orf1	1.38075
DUS4L	-0.499
C10orf104	0.51125
TNFAIP6	2.275
RTEL1	-0.0755
CCT4	-0.2771
ZNF709	-0.92475
CHMP6	1.36283333333333
UPP2	1.293
CYP19A1	-2.90014285714286
CD151	-1.05516666666667
NDUFA13	0.377333333333333
ARFRP1	0.3265
FAM26B	2.071
CRYBA1	-0.992
MRPL41	0.911333333333333
NPFFR2	-0.917
HRH2	0.056
SCAMP3	0.969666666666667
MTMR6	0.1186
MTG1	-1.357
UBTD1	1.8615
CRABP1	-1.682
FLJ33790	2.3132
KIAA1908	-0.281166666666667
GPR158	-0.457
PACSIN3	0.536
OMD	3.12116666666667
CATSPER1	-0.958166666666667
HOXB8	-0.784875
FBXO46	0.852
OAS1	1.08883333333333
SVIL	0.20675
PHB2	0.265
ADCY3	0.283
NDRG2	-0.2775
ERMAP	0.9976
APBA2	-0.954833333333334
IGSF9	2.59
WNT6	-0.928357142857143
MYCBPAP	0.66425
ATP2B2	-0.1321
CPVL	-1.3949
TRAM2	-0.907166666666667
NOP5/NOP58	-0.25175
ZNRF4	0.27
TLK1	0.219625
MTMR12	0.279
ZNF384	0.6855
FAM9B	-2.604
RPN1	0.9141
PMVK	1.26375
EIF3D	-0.1185
SIX2	0.20175
HPS1	0.454928571428571
RNF7	0.88325
PSKH2	0.049
KCTD13	-0.0285
CSMD3	-0.8561
FBF1	0.151
IL8	-5.651125
SERPINB13	0.0498333333333333
FBXL20	-0.485
BLR1	0.505
SH2B1	0.144333333333333
RFNG	0.405
RAB20	0.737333333333333
RBM7	-1.101
POLR1A	-0.182333333333333
TMPRSS4	1.57325
TAF9	-0.5545
TERF2	-0.152333333333333
TNFRSF1A	0.354333333333333
ACADVL	-1.6665
GTF2H5	0.17175
EDG8	0.1565
C9orf140	0.392625
UST6	-0.166333333333333
ZBTB8OS	-0.99525
ZNF710	0.3585
GPR174	-1.7075
ATP6V0A2	0.02875
KIAA0319L	-0.897833333333333
XKRX	-1.0995
DOPEY2	0.2758
SDHD	-1.20733333333333
SUMF1	0.4375
OSM	1.21675
OPN3	-2.91175
DAGLB	-0.612833333333333
PPFIBP1	0.105
TRIM63	-3.6555
C10orf53	0.3365
LYPD3	0.988833333333333
BCL7A	0.5175
AGER	-1.52133333333333
TCF19	-0.146375
SAT2	0.08675
PFTK1	-0.372333333333333
GABRE	-3.53575
C15orf38	0.1602
FIS1	0.3185
KCNV2	-0.1615
CLPS	0.37625
PPCDC	-0.12675
FOXN2	-0.0723333333333333
NT5E	-2.9976
CD83	0.27925
IL18	-0.68525
VPS16	-0.512
IGFBP2	-0.249166666666667
NOTCH2	0.1595
SIGLEC1	2.877875
CD93	4.479
SULF2	-0.6295
CEP164	-0.399875
P53AIP1	-0.0385
TOR2A	0.100833333333333
ZNF136	-0.31975
MGP	1.7027
CCDC144A	-0.170833333333333
TRPC1	0.129833333333333
SMS	-0.869333333333333
MAPK7	-0.579833333333333
RRAGC	0.716
PARD6A	0.0373333333333333
NUB1	0.232166666666667
SYNGR4	0.39325
OR11H12	-0.081
WIF1	0.66775
GCH1	0.0445
OR11H4	0.095
SLC44A5	0.1335
GPRIN2	0.503166666666667
LOC401431	1.07025
CPA4	-2.896
MELK	-0.329555555555556
IL15RA	0.207
CUL3	-0.055375
HMBOX1	0.113
PODXL	-1.438
CCT6B	0.315833333333333
COMTD1	0.52075
MUC20	2.55816666666667
GPX2	-3.5645
ITK	-2.3375
FBXL5	1.82225
C13orf27	-1.565
DEFA5	0.4575
TRHDE	-0.9275
MTP18	-0.5865
UQCRQ	0.1864
ITGB2	0.589916666666667
CSRP2BP	-0.14325
TAS2R44	0.3305
PHPT1	0.07625
FAM44C	0.30025
ERH	-0.29425
MPHOSPH1	-0.5695
MORC1	-0.293
PARVB	-0.64325
LAMA1	-2.21783333333333
PGBD3	0.378
GIMAP6	3.536
AREG	-1.346
LIPT1	0.18275
MGC99813	-1.6105
C1orf201	-0.288166666666667
GRIN2A	-1.1072
MAN2C1	-0.657
NSUN5	0.13375
SF3B5	0.70425
MYC	-1.5289375
NRXN1	-0.740416666666667
ZNF18	0.12925
SPDYA	-0.405375
SLC37A1	0.593
DECR2	0.00225
ANKRD38	0.37875
SPTLC3	-1.5915
SUPT16H	-1.014625
DTWD2	1.024
ULBP1	-0.803
ZADH1	-0.213166666666667
OIP5	-1.6945
IL10RB	-0.584666666666667
OTUB2	-0.233
VWA3A	0.456
SPIC	0.158666666666667
OR6C4	0.6505
PSCD4	0.469666666666667
DPY19L2P2	0.3515
TRAPPC6A	0.610666666666667
C21orf2	-0.5545
CEMP1	-0.3845
LIN7B	0.579
E2F7	-0.763666666666667
VCP	0.9995625
LAMA3	1.39308333333333
BGN	2.0615
GPR160	2.346
COCH	-0.826666666666667
GPR81	1.98316666666667
APOBEC3F	-2.2115
tcag7.1017	-0.6605
C1orf32	0.4055
SCGB1D2	0.898
FLJ43987	0.5115
C6orf170	-0.342
KLK9	0.8195
GPD1L	2.043125
VPS37B	0.60225
ATG3	0.319
ADAMTS17	-0.0165
KLHDC2	0.158666666666667
NDUFV2	0.02125
BLK	-3.0445
MATN4	-0.986
GPM6A	0.473625
GBP4	1.962
TMEM162	0.284333333333333
PKP2	-0.336
HRASLS	2.075
MMP1	-1.3025
SFXN3	-0.3927
FSD1	-1.8635
ST6GALNAC3	-2.39716666666667
CA12	3.316
NCOA6	0.4185
C19orf58	0.758
PPP4R1	0.365666666666667
MAN1A2	0.445666666666667
IKBKAP	-0.958
UPF1	0.590666666666667
KIAA1219	0.5615
WNT16	-0.217666666666667
SNW1	-0.51925
IL18RAP	0.8635
RPP30	0.131625
CDC40	-0.637357142857143
SETD3	-0.104833333333333
SLAMF6	-0.7085
ELK4	-0.034
TRIM47	-0.284333333333333
ACOX3	1.75875
TRIM6	-0.600375
KIAA0372	-0.429666666666667
TP53AP1	-0.37575
SMURF2	-0.407
ADAD1	0.267
EBP	-0.5157
KRTAP13-2	0.0175
FLJ36874	-0.178833333333333
TOR1A	0.472333333333333
P2RY4	0.6965
GPBP1	0.33675
TRPV1	-0.709875
ADAMTS12	0.604166666666667
PES1	-0.5708
ATG4A	0.4385
MAGEA10	-4.64775
WFS1	1.568
CC2D1B	0.0476666666666667
PABPN1	-0.354125
SLC25A30	-0.04225
SLCO1C1	0.119666666666667
SLC22A5	0.938
KIF23	-0.5755
SYN2	-0.618
ASPN	8.19583333333333
CENTG2	0.425
QSOX2	-0.1839
FLJ10815	0.00933333333333332
STK24	-0.0941875
SPEG	0.1771
STK10	0.109333333333333
DACT2	-2.624
AAAS	-0.64375
SSX3	-1.594625
ABCD3	0.1693
C4orf12	-0.330625
PARVG	-0.0545
FIG4	0.622
C9orf46	0.249
TMCO6	-0.7165
IGHMBP2	-0.21125
DUS2L	-0.866666666666667
FAM3C	0.0646875
TMEM16D	-2.419375
DCTN4	0.7645
KCNH3	-0.33825
EIF2AK2	0.47775
AP1S3	0.14725
CST4	-0.141
PAM	-0.3055
NUTF2	-0.501
CITED2	-0.7285
SLC39A4	0.4775
C2orf52	-1.737
GRM3	0.00749999999999999
C12orf49	1.044375
CCDC49	0.0212
GRAMD1B	-1.815375
FNDC4	0.45025
SIAH2	0.747625
GDPD4	0.37875
C21orf87	0.669375
ATP5A1	-0.00416666666666667
C16orf63	-0.275875
LOC388135	1.153
ATP5J2	-0.18375
MMP3	-1.76825
EMID2	-0.0685
CRHR1	0.443
WDR70	-0.26675
C13orf31	0.35225
ZFAND1	1.40075
CCL18	3.76716666666667
C3orf49	0.061
RINT1	0.0325
KIAA0408	-2.32516666666667
F13A1	3.9588
SLC10A1	-0.111833333333333
OGN	1.83
GIPC2	-1.95233333333333
XPO6	0.0616666666666667
LCE1A	0.1915
FMR1	0.1663
LOC374920	-0.4145
DUSP3	-0.065625
ANKMY1	-0.54025
C7orf50	0.72675
BBS9	-0.1996
UNC119B	0.255875
C9orf72	1.341125
MGC35440	0.399
ENTPD6	0.258
PPP1R2P9	0.0595
ERCC4	0.44775
FAHD2B	-0.685
HMHA1	-0.394
HACL1	-0.5405
RAD23A	-0.754
FAM83B	0.07425
PPP5C	0.0516666666666667
RNASEH2C	0.58925
C9orf153	-0.52825
SCAMP4	0.377375
GHITM	0.6328
NDUFB7	-0.30925
ADCYAP1	-0.497333333333333
SP110	0.420166666666667
MAP3K7IP2	0.89175
DHH	0.0775
AGRN	-0.416
WDR33	0.0731666666666667
CEP290	-1.13066666666667
PRPS1L1	-1.99333333333333
KLRA1	-0.825
GPR97	-0.1695
CHD7	-0.0365
TLR10	0.4945
SLC30A8	-0.6395
HIC1	1.45166666666667
IAPP	-0.0715
RXFP4	0.2855
GP1BB	0.57925
SHQ1	-0.4795
NKX2-3	0.3955
API5	-0.44525
FTHP1	0.386
MOV10L1	1.61083333333333
TRIM6-TRIM34	0.862666666666667
ADHFE1	-1.37525
FAM117A	-0.4155
DDI1	0.107
CDON	0.783166666666667
TRIM73	-1.237
IGKC	3.237
MMP14	-0.733583333333333
DYNC1LI1	0.33425
C11orf66	0.41125
TRBV3-1	-1.725
FASTKD5	-0.637
BIVM	-1.948
LHX4	1.97975
CXCL2	-3.0231
RAB2B	-0.773833333333333
IZUMO1	-0.10475
MAP3K15	-0.629125
FAM19A2	1.2395
ZC3H8	0.527
ZMAT1	1.001125
SPINK5L3	-3.23725
SLC10A6	0.4215
APPL2	0.181125
CARD10	-0.328833333333333
LOC402176	-0.998875
EEF1D	0.6768
RAB6A	0.214
C12orf5	0.267125
PAPOLG	0.22775
MSRB2	-0.3275
BCR	1.64416666666667
PUS3	-1.1745
TIAM2	0.1245
ZNF317	-0.357166666666667
CHD2	-0.250428571428571
FZD5	-0.849181818181818
NUDT8	-1.96925
ZNF763	-0.523
PRC1	0.183888888888889
ABCB9	1.1045
SPATA3	0.3675
TRAK2	-0.015125
STAB1	2.508125
LRRTM2	-0.0793333333333333
psiTPTE22	0.64625
DBI	0.1515
SERPINA11	-3.53925
NAT5	-0.52925
C20orf58	-2.439
RPS6KA4	0.00733333333333334
FLJ90650	-1.03725
TGFBRAP1	0.1745
CHRDL2	-0.638
FAHD2A	-0.5315
CNTN1	0.6295
BBS4	-0.5983
TMEM181	-0.214
MINPP1	-0.021
MPHOSPH6	-0.72175
HOXC10	-1.9613
ITPKB	-0.51125
CLPTM1L	0.2715
MEOX2	-0.484666666666667
ATP6V0C	0.55475
PRPF8	0.115166666666667
TMC5	1.33825
FKBP3	-0.34775
PLEKHB2	-0.157
OR4D6	0.27
ZNF544	0.044
D2HGDH	-0.189125
RPL18A	-0.2066
HEL308	-0.64875
MPP6	-2.09225
TCERG1	-1.47975
KRT16	-2.325
KLF17	-1.708
KLF5	-1.203125
CDR1	1.625875
VCX3A	-4.1355
FBLN2	1.2385
C14orf104	-0.5965
HBE1	-5.0485
OR4S2	0.1875
C1orf108	-0.309666666666667
ROBO4	3.46566666666667
CPEB4	-0.42075
C11orf80	0.496666666666667
BCKDHA	0.184166666666667
MYOC	0.2005
GIF	0.313
CKMT1A	1.332
RPL3	-0.2787
THBS1	1.60375
APOO	-0.63
ARMCX1	1.306
HSZFP36	0.019
SNAPC5	0.24475
EIF4ENIF1	0.59125
ZNF433	0.00774999999999999
TNFRSF21	-0.576
TMPRSS7	-1.4255
SPATA18	1.7828
HPDL	-1.62
MKL2	1.1691
TBX3	-1.88453846153846
C21orf93	-0.218333333333333
DAXX	0.10025
ELMO1	-0.424375
RGS13	0.878
TAF11	-0.43875
UNC13A	-2.4285
LOC653314	-0.1894
ORC3L	-0.74225
IMAA	-2.7145
TARBP2	-0.03175
CABIN1	0.094
TRIOBP	0.2236875
HIST1H2AC	0.2075
RGS22	-2.51383333333333
NCOA1	1.2915
IL25	0.9925
SNCG	-0.602
GPR6	0.1635
AMDHD1	1.03733333333333
CHEK2	0.29525
C6orf142	-0.8905
DRD4	0.40625
C14orf68	-1.21475
GDF11	-0.219
SEMG2	-0.3225
CD247	-1.688
CDAN1	-0.218
RBMX2	0.0335
TGS1	-0.3095
OIT3	0.0475000000000001
SYF2	0.4075
MCM4	-0.61925
PKHD1L1	-0.401125
CEP192	0.417833333333333
IFT88	-0.14825
RPL9	-0.035
RAB32	0.335625
DDX43	-3.4695
P2RX2	0.778833333333333
OR5D18	1.61
UBE1	-0.004
SLC24A1	0.671
ARHGAP5	-1.286
CETP	-0.484
KIAA1731	-1.319
SLC9A4	0.566
PTPN6	1.731
BAHD1	-0.15825
GRIK3	0.3185
CACNB2	-1.1966
PDE10A	1.81275
DGCR14	0.30875
PCDHB9	-1.40316666666667
RHOQ	0.798333333333333
MAP3K4	0.51025
KTI12	0.0363333333333333
RPL23AP13	-1.071
GNG11	-0.965
CLCN3	1.30766666666667
GPAM	0.06775
VSTM2A	-0.2285
SLAMF7	0.973
INTS2	0.277
PPP2CA	0.4915
LRP12	1.64366666666667
SEC14L2	0.218333333333333
DKFZP586H2123	2.356
MC3R	-0.4465
CIRH1A	-1.51583333333333
HIST1H2AB	0.728166666666667
POLH	-0.6115
MGC16703	-1.62266666666667
SNAPC2	0.1615
FILIP1L	0.76
RASGRP4	0.361
LRRC1	2.26425
GAS1	0.25325
PRAC	-1.253
DGKA	-1.024
NT5C3	-0.7355
PEG3	-1.88183333333333
NADK	-0.52525
PRR17	0.53575
LOC374569	-0.86275
SGSH	0.948666666666667
NLRP8	0.1545
GALT	0.7996
MCF2	-1.6455
ZNF263	1.0275
TACSTD1	1.726
TYR	-6.6255
ATP6AP2	-0.32275
RNUXA	0.312
ABHD10	0.5006
GDPD2	-0.7385
SLC35C1	-0.58925
UBE2A	0.13975
HERC5	0.298166666666667
FAM112B	-4.94933333333333
FBXL16	-0.778
DKFZP434A0131	-0.691
ELA3A	-2.6565
RBM41	-0.813875
HAO2	-1.7575
RNH1	0.376125
SHANK2	1.15216666666667
OSBP2	-1.340125
DAK	0.299333333333333
C3orf58	0.792166666666667
TCL1B	-0.558
KBTBD2	-0.183
SUGT1L1	0.1115
UBE2E2	2.7605
MYL9	2.118875
CDC23	0.338833333333333
PBXIP1	0.7074
CXorf40B	1.1705
NBL1	0.93325
RTBDN	-0.025
RAB11FIP5	0.533375
TTTY13	-0.944
SCOTIN	0.7535
SOHLH1	-0.403666666666667
CDKN1A	2.54485714285714
NCK1	0.09525
ZNF550	-0.2405
SAPS3	0.599083333333333
SPIN3	0.764166666666667
MAGEE2	-0.26725
MIS12	-0.367666666666667
OR8H2	0.1
KIAA0774	1.38666666666667
UNC5D	-2.8565
CUL7	0.321833333333333
LIPC	-3.2635
DIO1	-1.669
C20orf11	0.9077
CTRL	-0.8695
HS3ST2	1.6975
PAK4	1.11383333333333
CCRL1	3.15425
RNF10	0.25225
ZNF567	0.5275
ZNF660	-1.695
TCEAL3	2.5955
MAGOH	1.0935
CENPB	-0.555166666666667
C19orf7	0.3755
LOC388965	0.3655
ZCCHC13	-0.1815
JMJD1A	-0.9668
HIST1H4H	0.5565
TBRG1	-1.7829
GPC3	-4.145875
TAF1C	-1.11475
EBNA1BP2	0.6335
CIAPIN1	-0.66175
PDGFRA	-0.773888888888889
CSTB	-1.320875
CENPI	-0.6905
GTF2E2	-0.6895
RPP21	0.09475
CCNF	0.1745
KCNQ3	0.675
FAM79A	0.7895
SLC22A12	0.338
NOVA1	0.205333333333333
FZD3	-0.0164
AKAP8	-0.195
SOCS5	-0.013875
CFDP1	-0.8925
DLG5	1.564
PGM5	0.436083333333333
C1orf144	0.391166666666667
HDAC10	-1.158
RND2	-1.23475
C20orf199	-0.32025
RNMT	0.05025
SLURP1	0.192875
ASTN1	-0.200375
SH3BGR	-0.36525
MYCL1	0.316125
ZHX1	1.17616666666667
CENPK	-1.30475
FOSB	-0.2279
LOC643406	0.6165
C2orf59	-1.28675
TMEM135	-0.057875
SLC27A2	-1.39025
KRT33A	3.224
OVOL1	2.512375
PAMCI	-3.1815
S100A7	-1.653
ZNF789	-2.442
HARS2	0.43575
RPL23A	-0.0925
TCF23	0.15075
UPF3B	-1.52025
C17orf78	0.7595
HLA-DOB	-0.348666666666667
C14orf142	-0.515
TEKT5	1.507
DMWD	0.612
POLD1	-0.903666666666667
GSCL	0.27
CALD1	0.0199
SCRT1	0.282833333333333
AIG1	0.984
UNC84B	0.112
ZNF404	-1.603
TMED6	-3.6265
KIAA1462	1.211
LRRC27	1.60983333333333
PYGO1	0.6735
PIGU	-0.159333333333333
ALAS2	-4.0475
WRNIP1	0.24625
CNNM3	0.621
ZNF2	0.6855
ST3GAL5	-1.93966666666667
MRPL23	-0.182
TSSK6	0.15325
PSMA6	-0.7935
C16orf70	-0.58075
KIAA1602	-0.07525
ALMS1	-0.285833333333333
DCN	2.108375
TMEM132D	-1.697
SUCLG2	-1.20625
ABHD14A	-0.936
DEXI	-0.192166666666667
AMPD2	-0.827833333333333
IFNAR2	-0.677833333333333
CYB5A	1.926
TLOC1	0.0836
NXF5	-0.526166666666667
NRBF2	-0.01525
KCTD3	-0.01625
ITGAE	-0.938333333333333
SLC30A3	-1.90566666666667
ZRF1	-0.466
IFRD2	0.053125
XAB1	0.27375
PYCR2	-0.962
SERPINB3	-4.848
TMLHE	-0.1269
GEFT	-0.454125
ABCA5	-0.67925
EMR4	0.1985
TSFM	-0.07575
HIST3H2BB	0.11925
ARHGEF19	-0.1205
TSPAN17	0.7465
ABCC8	1.003
MAP1S	0.530666666666667
C22orf36	1.52325
BNC2	-0.00028571428571428
HIST1H4A	-0.45275
NDUFS3	0.132833333333333
WDR3	0.00916666666666666
XKR4	-0.418
TTC33	-0.402214285714286
STMN2	3.19875
CPN2	-0.963833333333333
HSPC105	1.702875
PCOLCE2	-4.1155
C3orf55	0.633
KLHDC9	4.39083333333333
TBC1D23	0.3505
ATXN2L	-0.90325
MAP2K3	-0.178
SCAP	0.567
ZNF486	-0.132166666666667
C20orf96	-1.7375
NARS	-0.02225
ADAMTSL1	-0.530214285714286
PRCC	1.09033333333333
CCDC126	1.27166666666667
ZNF675	-0.4145
CALCOCO1	0.57925
ANKRD43	3.06875
CWF19L2	-0.431
ZBTB32	0.539
BRAF	0.78075
ODF4	0.4435
MGC14376	0.847833333333333
HORMAD1	-3.10666666666667
AAK1	-0.251916666666667
PEBP1	0.560416666666667
TNFSF5IP1	0.540833333333333
DKFZp564N2472	-0.041
RMND1	2.820625
IGKV1-5	3.187
COL1A2	2.851
