Hybridization REF	TCGA-B6-A0IE-01A-11R-A034-07
AP1G1	1.19164285714286
CTNNBL1	-0.113666666666667
ECHDC1	-3.00283333333333
SMARCC1	-0.4686
FOXQ1	-0.95525
GNAI3	-0.272166666666667
POLG2	-0.8295
CD4	0.98425
ITLN1	-1.555
EBI2	0.49525
IRF1	-1.45275
PTPRE	0.3949
PTK2B	-0.67825
NXNL2	0.2195
SOX4	1.01011111111111
TSPAN3	-0.7205
SH2D1A	-3.09383333333333
C8orf58	-0.196333333333333
USP20	-1.07125
DUSP22	-0.594583333333333
CALB1	-2.363
L3MBTL2	1.11408333333333
MCRS1	-0.43625
TMEM118	-1.15333333333333
C18orf8	-0.2555
FLJ10241	-0.41175
GJA12	1.8
PKD1	-0.130166666666667
ZFP3	0.78
JAM3	-0.725375
LAPTM4A	0.9857
DIRC2	1.19175
KIAA2022	0.900833333333333
MYOM1	0.39
TRPM8	-2.32833333333333
MOP-1	1.63025
PHKG2	-0.369625
ZNF650	0.2645
KIAA1522	1.363375
PSG8	-2.05416666666667
DDX19B	0.064
MOBKL1B	-0.32575
DIAPH2	-1.10716666666667
PTPN12	-0.51775
CLN8	-0.2772
CRYZL1	-1.88766666666667
CRY2	-0.489
FCGR2B	2.25883333333333
PNPLA4	0.45275
ZNF454	-1.413
DKFZp434B1231	0.53325
CLDN11	0.773666666666667
RFWD2	0.654166666666667
CIB2	-0.649666666666667
MXRA8	2.710125
HRK	0.241625
MAML2	-1.78475
C4orf31	0.82925
C6orf192	0.6
COG6	-0.225125
FAM5B	-0.6705
NFATC1	-0.1292
SEPT10	-0.1365
SCYL1	-0.2604
RPP40	-0.674
SCOC	-1.0542
KIAA1450	-0.36025
CTDSPL2	-0.272
TBX5	1.51116666666667
NAPG	0.90925
RHD	-3.618
C14orf45	1.20566666666667
ZBTB22	0.574
PLCG1	-1.8575
ANKRD10	-1.368125
AQP7P2	0.0687500000000001
TAGLN2	0.267833333333333
HTR2C	-0.7734
SLC16A7	-1.1682
C17orf83	0.546
TSGA14	-0.407
MDH1	-0.56775
PPP3R2	-0.36875
DCBLD2	-0.526857142857143
RBM33	-0.35725
DPH3	-1.73175
SYT10	-1.19875
FMO4	1.653125
THYN1	-0.19225
DRD5	-2.0835
OTOR	1.324
PGRMC2	0.8396
KATNAL1	-0.025
PAQR6	-3.091
UBE2I	-0.51675
C14orf28	0.4535
C8orf70	1.74075
FLYWCH1	-0.59675
ANGPTL3	-1.3325
GLRX2	-0.0325
ATP11A	-1.236
ARL5B	1.34875
MUC16	-2.4205
SLC25A5	-1.831
ACRC	1.62325
MYO1C	-1.091625
FAM89B	2.08566666666667
FAS	-0.876375
KIFAP3	0.12
GLRA2	0.326
BTN3A2	-0.0607
CNKSR3	-0.155125
CSTF3	-0.686833333333333
ARPM1	0.72575
KIAA1530	-0.647
C9orf150	1.2565
PRKCI	0.43925
tcag7.1015	-1.4225
SOD3	-0.6
ZNF574	1.071
CYP21A2	1.13925
RPL12	0.30175
COMMD2	-1.051
WIZ	0.131
LOC344405	-0.76775
ALDH4A1	-0.438117647058824
CRYAB	3.1705
COPA	-0.0690333333333334
PCDHGA7	0.846833333333333
KIF11	-1.789
RASD2	-0.60475
SLC26A3	0.5075
ZNF175	-0.833
JAKMIP2	-3.84542857142857
C8orf4	0.463666666666667
PTHLH	0.83625
SLC40A1	1.74175
OR7D4	0.144333333333333
PCDHB17	-0.0905
CD36	2.07584615384615
C6orf203	0.7912
PRKG2	0.5515
LOC400566	0.7155
ANAPC13	0.47425
SLCO3A1	-1.412
ZNF692	-1.7335
FANCL	-1.0985
SH3GLB1	0.55175
C12orf61	1.228
KBTBD6	0.3115
SUPT5H	0.20525
XRCC6	-0.645333333333333
HUS1B	-1.0985
FAM133B	0.123714285714286
LOC728276	0.4665
KCTD18	0.232
SOS2	0.558
CCDC99	-2.08275
C1QTNF5	2.9625
NNAT	0.452666666666667
USP16	-1.18475
LARS	-0.862625
ZBTB2	0.983125
ABO	-0.234833333333333
TRAF3	-0.0705
GALNT5	-3.09
NAP5	2.56575
ALG14	0.752
KIAA0515	0.400730769230769
WDR75	-0.415166666666667
TEX261	-0.0556666666666667
LY86	0.614
LOC389072	-1.4105
FLJ13611	-1.2235
MRGPRX2	-0.2345
SNRPA	-0.491375
OR2G2	0.457
GPRASP2	0.1685
C7orf42	0.4533
C9orf163	-0.016
CYP11B2	1.111
FCRL3	0.0923333333333333
PRDX1	0.7235
FGB	-5.56633333333333
COX17	0.294833333333333
C16orf33	0.67125
PIWIL1	0.4896
FOLR1	-1.94733333333333
KIAA0082	-0.58525
FREQ	-0.239833333333333
TMCC2	-1.34166666666667
TCF12	-0.244916666666667
ZNF721	0.6025
FAM130A2	-0.4085
POU4F1	-1.05566666666667
SNRPF	-0.883875
SGIP1	1.2375
ZNF641	0.398
EMG1	0.072625
PRRG4	1.005
HIRA	-2.39175
MYNN	0.203166666666667
AEBP2	-0.626166666666667
TBXA2R	0.291666666666667
ISL2	-1.76866666666667
PCDHB11	0.4595
RNF144A	-0.9825
MARCH5	-0.199625
DULLARD	-1.04033333333333
DCLRE1B	-0.678
ITGA8	1.52275
TP73	-0.575
PRKCD	1.03425
NDUFB4	0.53625
ATP13A4	-0.7435
ANTXR2	-0.774666666666667
COL4A3	-2.0084
MYO10	-1.529
SLC6A18	0.97625
PEX1	-0.1505
TMEM74	-1.406
RBM19	0.2645
TAPBP	-0.29245
RUNX1	2.092625
MID1	-1.22608333333333
GPR64	-2.3145
RASEF	3.26775
GABRG1	0.274
MYO16	-1.0685
DBF4	-1.08766666666667
TSHZ2	2.86475
RIPK2	0.94
PPTC7	-0.0696666666666667
KIF4B	-1.281
LRRC31	-0.490166666666667
ZNF540	0.62075
EFNB3	-0.0693333333333333
LOH12CR1	0.562875
STON2	-0.2174
GLP1R	0.415
CSTF2T	0.690375
IREB2	-0.877625
GRSF1	-0.53525
PDCD7	-0.699333333333333
LRRC43	-0.059
CNR1	-0.759
IL1F7	0.9485
C12orf64	-0.236333333333333
FAM69B	-1.475
NR2E1	-2.2448
MS4A6A	2.3334
FTL	-1.2499
C7orf36	0.1465
PCLO	0.5685
DYRK2	0.683
ARIH2	-0.807625
SAMD7	0.604
SCNN1D	-1.255
SLC32A1	-0.290285714285714
C22orf25	-1.44333333333333
MRPS18A	-0.4853
GPR112	0.38
EARS2	0.2325
ERN2	0.5
ATPBD3	0.541666666666667
PRH2	0.46
CDKN2D	-0.688333333333333
PGLYRP2	0.47425
TRIM40	1.02275
SEC14L3	-0.435666666666667
SLC22A1	0.42875
BTN2A3	-0.146
RASA4	-0.218
CCNL2	-1.06433333333333
MYBPC3	0.789
GJA4	2.96675
CDC42SE1	-0.08125
TRPV2	-1.9025
MYPN	-3.4322
SIM1	0.736
CDADC1	0.269416666666667
ZFHX4	1.129
NIBP	0.898666666666667
ADAMTS19	-2.5035
ABTB2	-1.432
TSPYL2	-0.277625
EIF2S3	-1.3384
SOX30	-0.1615
AP2A1	-0.490166666666667
DKFZP564O0523	-0.817166666666667
LOC285398	-0.14675
CDH18	-4.46275
CHL1	1.55914285714286
GATS	-0.376
TBC1D2B	-0.544333333333333
OR1J1	-1.043
GSN	0.7025
DPCR1	-0.128571428571429
GARNL4	-0.8374
SMARCA5	-0.03025
PLEKHG3	-0.136666666666667
ZBTB45	1.148
FRMD6	-0.237
PLS1	-1.6035
DGKZ	-0.620333333333333
EFNA1	1.2289
WDR85	-1.161375
ANK2	-0.35
PAGE4	0.1134
SENP6	0.619333333333333
AKR7A2	0.144
FKBP10	-2.13575
VEGFC	-1.046
LARP1	-0.90975
SRBD1	0.945
ITGB6	2.12925
SLC1A2	0.0535833333333334
INVS	-0.566333333333333
MPO	0.367
MOBKL3	-0.751
CUTL2	-1.023
KLK2	0.3663
VIM	-1.958
REG1B	0.55825
PCDHGC4	1.131
C3orf34	-1.7025
SUMO3	-0.2545
CST9L	0.75175
MLL4	-0.953
SPR	1.19683333333333
SAMD9L	-0.037
ABCE1	0.21325
SUPT3H	-0.576
ACTBL1	1.016
ADAMTS4	1.43266666666667
SLIT3	2.84825
RHEBL1	-0.726
NPM2	-1.741
MAN1C1	-0.753
KIAA1856	1.03466666666667
HSPA6	0.448
LOC388152	-0.7235
C10orf140	0.413
ZDHHC12	-0.3035
LIN7A	-0.24
PHC2	-0.36875
SPHK1	-1.4125
TRIM26	-0.108625
FAM83E	-0.3615
C18orf24	-1.80066666666667
ZNF578	-0.0166666666666667
ORAI1	-0.6105
RUVBL1	-1.26708333333333
C7orf20	-0.6525
APAF1	-0.6735
SLC36A4	-0.6645
MYH11	5.10183333333333
NEK1	0.1228
MPP2	-1.492125
C12orf24	-2.0725
TNK2	0.8801875
ZNF289	-1.70475
MATN3	-1.14457142857143
IFNGR2	0.056
ITPR1	-0.087125
EBF3	2.8856
TBC1D20	0.957
OR10P1	0.8225
DDAH2	1.29925
SHPRH	-0.02175
STX7	-0.534
LOC554248	-0.759
BCAR1	0.88175
ATXN3	0.805333333333333
TRIM27	0.60525
CDC42EP2	1.443
CHP	-0.335357142857143
SOX17	2.192875
ZNF259	-0.571833333333333
CHCHD1	0.93275
ZDHHC19	-0.584
GBP2	2.092
GARNL3	-0.50075
MRC2	-1.159
C1orf52	-0.66825
AOF2	-0.689833333333333
LRPPRC	-0.2599
ACVR1C	-0.0802
TM4SF18	2.08916666666667
TMEM169	-0.227833333333333
PPP1R16A	0.201625
EBF1	1.55816666666667
RRS1	1.49866666666667
SNX2	-1.677
OR2T2	0.4565
RBX1	-0.316
ANKRD54	0.1895
TSNAX	-0.213166666666667
TMEM83	-1.1615
ZBTB7A	0.8235
ATM	-1.02666666666667
LOC338328	2.7585
TIE1	0.757833333333333
HIST1H3G	0.677
PASD1	-3.7915
TINAG	1.15525
PCDHAC2	0.014
LRRC15	-1.08125
WBSCR17	-1.10475
TFF2	0.6685
PARP2	-0.6805
NDFIP2	-1.285625
PCDHGB2	-0.715
WDR60	0.173
MAP7D2	-0.43525
USP45	-1.0965
GSDML	-0.6395
TNS1	-0.0845555555555555
PLCD4	-0.2025
IQCD	0.0696666666666667
SMPX	-1.355
CD9	-0.0253333333333333
SRGN	-0.288875
CASP7	1.079625
INOC1	0.2
DKFZp451M2119	-1.09171428571429
VMAC	1.2415
USP53	0.0959
CAMK1G	-0.688
TMEM106A	-0.707833333333333
CDC20	-1.3182
ACSL5	-0.2965
CBWD5	-0.879
C1orf87	-1.302
KIAA1274	0.4855
PRUNE2	-1.87476923076923
LYPLA2	-1.20666666666667
DOK6	-1.31583333333333
GPR149	-0.356
FAM30A	4.14025
TMEM129	0.31825
SLC35B3	-0.80425
ACPP	-0.6338
LOC200261	-1.6365
SLC4A7	0.9812
CCDC40	2.05475
GART	-2.638
THOP1	-0.1435
SCARB1	-1.161375
CACNA1F	-0.5695
TRIAP1	-0.146333333333333
SYT14L	null
SFRS8	0.144166666666667
PBOV1	0.655
GOLSYN	2.63175
GJB7	-1.0245
CAMK2N1	1.52636363636364
GREM1	1.0666
FLJ20433	0.52525
QPCT	-3.24325
PRKAG2	1.04916666666667
H2AFX	0.062625
C6orf154	-0.89425
PLOD3	-0.86325
ZBTB39	-0.288666666666667
WASF3	0.191909090909091
DRG1	-0.45
PRR4	-0.147
SPCS1	-0.848
KDELR3	0.479
SRP19	-0.299833333333333
GABRA6	0.182
MFSD1	-0.142
MMEL1	1.84775
PDXDC2	-0.403
BUB1	-2.48488888888889
RNF138	-1.4035
MYLPF	-0.6355
AIF1	-0.377666666666667
DYNLRB1	0.2815
HCN3	-1.18633333333333
HIST1H2AI	1.47475
MAP4K5	0.220583333333333
LASP1	0.776
LOC130951	-0.4115
PLAA	0.2705
KRT6A	-2.703
C6orf117	-0.623125
ARHGAP23	-0.41
PTF1A	0.152
GPHA2	-0.22325
LCE3B	0.156
MCL1	-0.191928571428571
EHBP1	-0.296083333333333
PRNP	-0.572375
ZSCAN1	0.2315
C1orf113	0.0828333333333333
FOXA3	-2.531125
NEB	1.208
ASGR1	-4.98616666666667
CTGF	-0.379166666666667
RAB17	1.02316666666667
MST101	-0.46725
JARID1B	1.6877
USP37	0.1383
PTBP1	-0.976166666666667
PTPN7	-1.15466666666667
CDC7	-1.87383333333333
SNX7	0.08325
ZNF335	0.10225
CPT2	-0.17325
HEATR1	-0.143125
HSPC152	1.311125
C5orf40	0.224
PSME1	-0.3695
STAG3	-0.7515
TMEM154	-0.165333333333333
KLHL32	0.259166666666667
TSGA10IP	-0.322
SUV420H2	-0.832333333333333
SF1	-0.2962
2'-PDE	0.0326875
PNLIPRP2	2.8185
TRSPAP1	0.1165
NUP210	-1.5995
ANP32C	-1.3885
RAB11B	-0.623166666666667
ASB15	-0.2955
ITGB3BP	-1.99775
UBASH3A	-2.689
YWHAB	1.438875
TPRX1	-1.3105
LY6G5C	0.1715
SLC7A2	-0.77825
CLK1	-0.1734
HSD3B7	-0.0908333333333333
VDR	2.98675
C16orf74	3.10675
ACE	-0.481
PSMA2	-0.922
CCDC131	-0.804375
ZNF213	1.44633333333333
EML2	-0.69525
ALS2CR13	0.348166666666667
GLYATL1	2.517
DSPP	-0.926
DHFRL1	0.102
C10orf30	-0.880666666666667
SH3RF2	0.3235
LOC197322	-0.0966666666666667
DLL3	-1.0395
TIGD7	0.9245
GFRA3	0.31925
CPA1	-0.2304
RTN4	-0.650833333333333
PPT2	-1.50216666666667
FASLG	1.5991
FOXP4	0.177714285714286
RPL26	-0.8798
GNL3L	-2.03083333333333
FMR1NB	-0.153833333333333
CD163	6.58825
SGPP2	0.000499999999999973
GIMAP2	0.64325
CD37	0.295333333333333
DPT	2.5845
NBLA00301	1.7035
RGS5	2.41566666666667
C9orf4	-0.6075
ACTL8	-2.555
PRKAR2B	-2.153625
OPLAH	1.011
C20orf134	1.896
SPACA5	0.40875
TBL1X	0.786666666666667
TSPYL3	-1.66
CHCHD3	-1.12625
CRKRS	-0.426666666666667
GPR65	2.59566666666667
DFFA	-0.132125
FUT1	0.7175
C6orf204	-0.988666666666667
TMEM51	0.8855
ZNF580	0.23
CMTM2	0.63675
C20orf200	0.655
EZH1	-0.360333333333333
FDX1L	0.328875
MRPL32	0.09375
PCAF	-1.78933333333333
ALOX15B	0.379333333333333
CD59	-0.581583333333333
CDK9	-0.82575
ERP29	-0.0123333333333333
TTR	-5.25075
BCMO1	-1.9385
DDIT4	-0.8812
PTGDS	2.565
C3orf63	0.0655
BST2	-2.48
CYP1A2	-0.762166666666667
C5orf25	-1.50675
STX1A	-0.744529411764706
OR2A12	0.0325
SH3BP5L	1.1855
SERINC5	0.159
USP6	-0.252888888888889
MRPL3	-0.406666666666667
POMP	-0.37
INPP4B	2.504125
GMPPB	-1.29975
EAPP	0.36125
AHSA1	-1.1495
ABCA11	-0.176
SLC5A6	0.351333333333333
HIVEP2	0.496
SUMO2	-0.105
KIAA1822L	-1.61033333333333
C11orf67	1.97375
TXK	-0.522666666666667
PHCA	-1.00178571428571
ICAM4	-2.009
FPGS	-0.118666666666667
SNRPA1	-0.84375
KCNJ4	-1.289
KIF6	-0.754571428571429
HIST1H2BG	0.0596666666666666
SLC5A5	-0.0465
ZNF354B	-0.826666666666667
IL12RB2	-0.173
C11orf76	0.5332
GAL3ST2	0.161
AIFM2	0.863375
SYNC1	-0.97275
UBL3	-0.428875
PIK3CG	-1.6195
NLN	-0.504
BCORL1	0.47375
CD5L	0.17475
ZNF238	1.38216666666667
KIAA1394	-0.40325
C16orf55	0.8822
CYP3A7	-2.79625
KRTAP3-1	-1.6105
TFDP1	-1.46033333333333
MND1	-2.9035
NODAL	-0.46925
GTPBP4	-0.44475
TUBGCP2	0.278
SLITRK5	-2.68275
CIC	0.638
CD79A	1.33733333333333
SAMD14	-0.321666666666667
TNPO3	-1.4985
OR10G3	-1.395
OR10G8	0.1785
CCDC111	-0.6255
HOXC9	2.257
DCUN1D1	0.578
CYB5R1	1.186
TSR2	-0.0365
DAB2IP	0.6506
SLC6A5	-0.1515
RAB3D	1.1645
DCUN1D4	0.029
ERBB3	0.919583333333333
SDC1	0.38625
ATP6V1H	-0.18
SYK	-0.285
ST20	0.1545
C13orf30	4.579
WDR40A	0.961666666666667
ADMR	-0.674
LOC388335	1.35325
ACSM1	3.118
TDG	0.395083333333333
FLJ11235	0.78425
MRPS5	-0.748166666666667
AGPAT2	-1.50166666666667
SLC12A1	0.750833333333333
CYP27A1	-0.7655
THAP7	-0.81
XPO1	-0.293166666666667
ALMS1L	0.264666666666667
C1orf2	-0.5325
ZNF777	0.444333333333333
CAMK2A	-1.4416
SMC1B	-1.304
IHPK2	-0.136666666666667
LEMD1	-4.575
NKD2	0.6387
CLU	-0.538769230769231
ARMETL1	1.481
PABPC4	-1.882
CXCL12	2.55516666666667
TFAP2C	2.4146
TTTY8	2.277
ABCB10	-1.2352
ENDOD1	0.9765
IDI1	-2.536
KCTD6	-0.872166666666667
CCDC105	null
ULBP2	-1.80383333333333
ZDHHC5	1.84875
WNT8A	0.66075
COMMD10	-1.24525
KLHL12	-0.11
GPR50	0.6315
NR5A2	0.0171666666666667
OXGR1	0.6598
EHD3	-0.26975
CAPRIN2	-1.414875
KLRC3	-3.84575
SF3B1	-0.122714285714286
IPO7	0.1145
ALDH1A1	-1.009
ANKRD5	0.96775
TSNARE1	0.7455
DDEFL1	0.8715
RNASEL	0.711
DNAH9	-1.105
HELLS	-2.31075
TNS4	2.48
NAV1	-1.2173
KIAA1409	-0.3415
C20orf26	1.45066666666667
TUBG1	-1.667
IRX2	2.65275
CNGA4	0.21
MGC50559	0.851166666666667
OR4K17	-0.256666666666667
TM2D2	0.171916666666667
FAM32A	-0.54825
TXNDC14	-0.3555
CCBL1	-1.351
ANK1	-1.9992
PRSS23	-1.795625
PPM1L	-2.2315
SPATA20	0.1315
APCS	-0.88375
C14orf122	-0.409666666666667
PSMB5	0.01875
C6orf10	-0.920125
SETDB2	0.511666666666667
SPNS3	-1.115
SGMS2	0.579833333333333
MXD3	-0.902
MON2	-0.0667
CARTPT	0.687
HNF4A	-1.55066666666667
RABEP1	0.20685
TNFRSF10B	-1.5985
USH1G	-2.399
PPAP2B	-1.41866666666667
TMEM16K	-1.15125
CTDSP1	0.840833333333333
CDK5R1	0.499666666666667
GABRR1	0.0875
OPN1LW	0.48
FAM98C	1.20125
DBN1	-0.95125
ACAD10	-0.985833333333333
QTRTD1	0.09675
WNK3	-1.3382
RPS19	0.077125
C1QB	2.245375
OTUD5	-0.651
SLC41A2	0.935166666666667
TMEM22	-2.58816666666667
KHSRP	-0.0306666666666667
TNFRSF11A	-1.6125
FBL	-0.566333333333333
IBTK	0.3645
OXER1	0.526
CBLN4	-0.1155
GPR172B	2.00516666666667
CFTR	-0.197
VSX1	1.7905
CAMK1D	1.36325
LOXL3	-3.135
RTP4	0.634
SLFNL1	-0.34675
KIAA0828	0.01725
PAR5	2.1035
LOC723972	-1.69325
GDI2	0.219875
CEBPA	0.1686
MLF2	-0.576166666666667
AFMID	-0.5945
ALOX12B	-1.386
BPHL	0.122125
COX5B	-0.20025
S100A10	0.1202
THOC6	-0.4795
NHN1	0.64725
RRP12	-0.86
ARID3B	-1.516
CD3G	-1.67783333333333
KIAA0133	0.09475
NAT11	-1.42566666666667
PPAT	0.3915
SIRT3	-0.2217
TCERG1L	-1.81525
NIPA1	-1.2566
DPP8	-0.5423
IL7R	-0.3915
ZFP64	0.735833333333333
DMAP1	-0.8045
TRMT12	1.29825
TLR4	0.3881
WFIKKN2	0.02075
RAB12	-0.440666666666667
DDX51	0.473666666666667
KIAA1086	-1.99875
ZNF295	-0.405333333333333
ACVR2B	-0.834857142857143
LOC494150	-0.20925
ZNF517	-2.045
DNASE1L2	-1.2415
SUFU	-0.113
LOC283677	0.6885
LMO3	0.208666666666667
PPP2R5D	-0.313
ZNF587	0.867
HIST4H4	0.8255
CYP2C8	-0.5185
C1orf80	-0.109333333333333
DOCK5	-0.728166666666667
C9orf24	-0.33725
OR5AR1	1.0205
C11orf24	0.515
UNQ1940	-0.055
CAP2	1.35266666666667
TIMM44	-0.679
DSEL	-1.40477777777778
ROM1	0.46475
FBXO4	-0.2265
MYLC2PL	-1.53275
MLH3	0.5192
NOX1	0.218166666666667
DPEP2	1.2685
DNAJB5	-0.786
RLTPR	0.5545
MBIP	-0.867166666666667
COPB1	-0.840166666666667
SFTPA1B	-0.177
C10orf4	-0.0271
PRELID1	-1.88475
NOLA1	0.317
C19orf24	0.579
TLR9	-1.0985
HLA-DMA	2.039
HCRP1	0.0385
GPR137	-0.852333333333333
ITGA11	-0.408666666666667
PHF13	0.729666666666667
MARK4	0.626
METTL4	-1.22525
MBD3	-1.1418
LOC134145	-0.100428571428571
FGF3	0.3775
SLC35A3	0.162428571428571
CLEC16A	0.00724999999999999
AMOTL1	-0.608333333333333
FLJ31438	-0.813
PAICS	-1.32875
TOMM40L	-0.108
MMD	-1.57
KLK10	-0.380222222222222
NIT2	0.186666666666667
SERPINB10	1.18375
KLF15	-1.1642
CCDC5	0.738
WSB2	-0.989625
ME3	0.209875
CACYBP	-0.630666666666667
TCTN2	-0.294
JAK1	1.029125
C2orf25	-0.936
GPD2	0.98775
FBXL11	0.764833333333333
CDV3	-0.280083333333333
GALNT11	0.229
NDUFA12L	-0.6299
FLOT1	-1.17228571428571
TOR1AIP2	1.11425
MMP25	-0.67
C1orf164	-0.165
CHST5	0.18725
LYRM4	-0.61625
GPER	-1.15975
HIPK2	2.71158333333333
DAP	-0.3676
ZMIZ1	0.687
DDX58	1.356875
DCC1	-0.62375
AKT1	-1.910125
ENPP6	2.82183333333333
ERVWE1	-0.4695
CDC34	-0.39875
RNF125	-1.398
CASC1	2.88975
SHROOM2	0.4415
RRM2B	-0.225833333333333
COL6A3	1.316125
TMEFF1	-3.782
PLEKHA4	0.1028
LYSMD1	1.6235
SEPT1	-0.722
AOF1	-1.0965
GNPAT	-0.227
WDR18	-0.5025
HSD17B12	-0.230166666666667
HIST1H2BM	0.6545
INDOL1	-0.184166666666667
SUDS3	0.459
C1orf192	0.8125
CYP2B6	-0.08
TBC1D2	1.56883333333333
SLC25A12	-0.747375
ERCC6L	-1.2435
MGC10814	-1.271
POLR2C	-0.1055
ZNF77	0.1315
EIF3K	-0.7308
HPX	0.316
ANKRD27	-0.29775
MALAT1	0.9108125
PLB1	1.09933333333333
HRNBP3	-0.905125
CPSF4	-0.57925
OR52N2	0.36
PIP5KL1	-0.988
GH1	-0.12475
HPS5	-1.29725
SLFN5	0.981375
POP5	-0.182166666666667
OVOS2	-2.69716666666667
C20orf108	1.439125
MARS	-2.26925
CLRN3	1.5246
ARSE	-0.664333333333333
PPIE	-0.300166666666667
PHACS	-0.85
GP5	-0.122
IL8RB	0.4332
FCRLA	-0.521333333333333
ARRDC1	0.6831
KRTAP9-4	0.29975
ZNF613	1.715
OR11A1	0.79
TMEM132B	-1.68285714285714
PGLS	0.40675
BSND	-2.44816666666667
KCNK18	-1.291
FOXD4	-0.0684999999999999
SV2C	1.01075
LCN2	2.345
ZNF490	-0.0663
C3orf15	0.751625
CACNA2D4	-1.09466666666667
CBX5	-0.86675
MAGEB4	-1.65
BOLA1	1.2955
PPP2R5E	0.5985
COL5A1	0.314083333333333
ASB7	-0.3285
SFT2D1	-0.21725
DERL1	0.9173
RABL2A	-0.0768333333333334
MOAP1	-0.868
KIAA1545	0.597833333333333
F3	0.27025
PLEKHM2	-1.21175
CCDC89	0.579333333333333
EFCAB1	3.20016666666667
TMEM48	-0.45925
SEPHS2	0.02075
PYGM	-0.83975
PRICKLE1	1.89925
WNT5B	-0.27525
TAS2R38	0.92
IMP5	0.828666666666667
KHDRBS1	0.3717
LARS2	-1.274
C3orf28	-0.636
FTCD	-2.69325
C10orf68	1.54433333333333
DGAT2L3	-0.12525
PSEN1	0.101166666666667
MGC33657	-1.061
PLA2G4B	0.6865
CDKN2A	-1.93875
DLX1	-1.54725
TSHB	0.683
C18orf37	-0.24275
MEX3C	0.312375
MAMDC2	0.774
PDIA4	0.76325
ATP5E	1.6805
CASP2	0.0567142857142858
SERBP1	0.266769230769231
ZNF341	-0.5735
TESC	-2.3
TMEM31	-1.77075
OR51I2	0.6945
YTHDC1	0.675785714285714
JUN	-1.25316666666667
AGMAT	-2.14866666666667
PCNXL2	0.589
ATAD5	-0.75525
STK38	-1.119875
AZI1	-1.222875
RBP1	4.5205
C4orf26	-0.21675
KIAA1026	1.155625
TMEM101	0.069
HSFX1	0.4765
TREX1	0.896
C18orf10	-0.2356
TRIM15	-3.47542857142857
CA6	0.9136
CEP57	-1.111875
AR	3.802
SESN2	-1.41116666666667
KIF3C	-0.39425
EPB41L5	0.252375
ARHGEF10	-0.172772727272727
POLR3D	-0.34125
INDO	-2.0985
GABRA3	-1.015
SCG5	-1.3541
E2F3	0.0863
TIGD5	1.3785
FGD6	1.30825
KLHL3	-0.374285714285714
SCGB3A2	-0.3915
URP2	-0.854
ATP6V1B1	0.8996
CALML6	-0.547
LOC100049076	-2.326
TMF1	-0.74025
LOC388503	0.79875
CDH5	2.011
RPS6KC1	0.958666666666667
DAAM1	1.5506
TNFRSF10D	-1.5755
GSTT1	1.3818
INPP5A	-0.1225
TRAF3IP1	1.3539
SMARCE1	0.170153846153846
VRK1	-1.553
TTC16	0.688
AARS	-0.237833333333333
ARHGAP27	-0.342
ZAK	-0.293857142857143
ACSM2B	-1.1375
TRAP1	-0.877333333333333
MRPL53	0.144125
RNF44	-0.59475
NPTXR	-0.253
DPYSL3	-0.189
APP	0.5234
GLS2	-1.49333333333333
MNX1	-2.27416666666667
CMTM7	-1.273
OR10A7	0.36
NYD-SP21	2.11266666666667
ORC5L	-1.07025
SLC16A10	-2.098
TMEM178	0.4235
LOC441601	-3.87525
PTGIS	1.20025
KBTBD7	1.0745
C19orf41	0.3325
CEACAM3	-1.59616666666667
KRT23	2.5465
SERHL	0.82
PNKD	-0.4389375
UBC	0.143
ATRN	0.235125
HAPLN1	-2.255
RANGAP1	-1.51575
C10orf26	0.397666666666667
KCNA7	0.31925
SRY	1.958
LOC376693	-0.4745
HIST1H2BF	0.82425
CDCA8	-1.16716666666667
MLC1	-1.4505
TNIP3	1.2905
OR4D1	0.8785
IFT52	-0.392166666666667
GOLT1A	1.24416666666667
UTP20	0.477625
RP3-402G11.5	0.1235
PRSS33	-1.03475
PMPCA	-0.84
APOB48R	0.440333333333333
GLTP	0.47225
MPL	1.2835
C9orf78	-0.36775
ADAM12	0.103571428571429
CSPG4	-2.172
LOC144305	-0.0795
KRTAP4-10	0.161285714285714
PAK1	-0.495
ADCY7	-1.1517
TAS2R43	0.708
FRAS1	-1.41585714285714
PPP1R14A	0.917666666666667
OR2B6	-1.34525
ATP13A1	-0.297333333333333
SIDT1	3.41375
C1RL	0.775833333333333
PRKRA	-0.0715
TLN1	-0.8584
RP11-50D16.3	-0.417166666666667
MITF	-2.01272727272727
GYS1	-0.3395
LYG1	-0.407666666666667
NSMCE4A	-0.3336
DNAI1	0.1935
HOXD11	-2.3555
FNBP1L	2.3685
DHX35	-0.72925
LCE3E	0.9165
SLC33A1	1.7175
DCLK3	0.779166666666667
TRIM33	-0.1225
TMCC3	2.3145
FBXO42	0.586166666666667
C1orf27	0.3905
C17orf50	1.1105
RNF14	-0.248583333333333
SLC4A8	-0.727625
RAB3IP	-0.9184
COX6C	1.76142857142857
PCSK1	-3.9147
SLC13A1	-0.161285714285714
ARF6	0.0638333333333334
KIAA1009	-0.4055
HOXA13	-2.2565
HMGN1	-0.191625
CXADR	-1.52908333333333
MGC14436	0.5345
UTF1	0.9105
TSC22D1	-0.54
BZRAP1	2.44883333333333
PUF60	0.74875
SHC1	-0.35375
HOOK3	0.8384
LIMS2	1.29316666666667
BAHCC1	0.391
CLCC1	1.05933333333333
