Hybridization REF	TCGA-B6-A0RN-01A-12R-A084-07
SLC25A5	-1.9585
ACRC	-1.8905
MYO1C	0.042
FAM89B	1.17983333333333
FAS	0.571375
KIFAP3	1.495
GLRA2	0.003
BTN3A2	-0.211
CNKSR3	0.395
CSTF3	-0.984333333333333
ARPM1	0.58
KIAA1530	-1.3835
C9orf150	2.824
PRKCI	0.33775
tcag7.1015	-1.62
SOD3	-1.5945
ZNF574	0.33525
CYP21A2	3.37525
RPL12	0.703
COMMD2	-0.3895
WIZ	0.3895
LOC344405	-2.1545
ALDH4A1	-0.126705882352941
CRYAB	1.27625
COPA	0.947933333333333
PCDHGA7	1.04966666666667
KIF11	-2.50109090909091
RASD2	-0.044875
SLC26A3	1.2425
ZNF175	0.0645
JAKMIP2	-2.38125
C8orf4	0.976833333333334
PTHLH	4.54425
SLC40A1	4.81891666666667
OR7D4	0.429
PCDHB17	-1.4455
CD36	2.02507142857143
C6orf203	0.372
PRKG2	0.283
LOC400566	2.124
ANAPC13	0.47575
SLCO3A1	-1.8375
ZNF692	-1.563
FANCL	-1.224
SH3GLB1	0.80225
C12orf61	-0.25
KBTBD6	1.9585
SUPT5H	-0.043
XRCC6	-1.221
HUS1B	-1.2165
FAM133B	-0.183
LOC728276	0.3755
KCTD18	1.02025
SOS2	1.2355
CCDC99	-2.14625
C1QTNF5	3.7125
NNAT	0.197833333333333
USP16	0.072
LARS	-0.385625
ZBTB2	0.563875
ABO	0.3415
TRAF3	-0.1235
GALNT5	-0.9765
NAP5	0.48975
ALG14	0.878833333333333
KIAA0515	-0.105230769230769
WDR75	-0.380833333333333
TEX261	-0.437
LY86	0.2165
LOC389072	-0.6045
FLJ13611	-0.0115
MRGPRX2	0.285
SNRPA	-1.02625
OR2G2	0.3905
GPRASP2	1.283
C7orf42	0.6132
C9orf163	-0.8955
CYP11B2	0.295
FCRL3	0.678166666666666
PRDX1	-0.7835
FGB	-6.694
COX17	-0.366666666666667
C16orf33	-0.2505
PIWIL1	-0.171
FOLR1	-2.61033333333333
KIAA0082	-0.728
FREQ	-0.363166666666667
TMCC2	-1.76933333333333
TCF12	0.612833333333333
ZNF721	1.061
FAM130A2	0.64525
POU4F1	-2.5265
SNRPF	-1.544125
SGIP1	1.6055
ZNF641	1.245
EMG1	-0.261625
PRRG4	0.9405
HIRA	-4.803
MYNN	0.770833333333333
AEBP2	-0.2715
TBXA2R	0.1135
ISL2	-1.5475
PCDHB11	-0.6615
RNF144A	-0.193
MARCH5	0.544875
DULLARD	-0.007
DCLRE1B	-0.204333333333333
ITGA8	1.769
TP73	-0.098
PRKCD	1.7235
NDUFB4	-0.2135
ATP13A4	0.392875
ANTXR2	-0.267
COL4A3	-0.774833333333333
MYO10	-2.9331
SLC6A18	0.57
PEX1	-0.1445
TMEM74	-1.22566666666667
RBM19	-0.283
TAPBP	0.3963
RUNX1	1.2845
MID1	-2.485
GPR64	-2.01333333333333
RASEF	2.89675
GABRG1	0.138625
MYO16	-0.79375
DBF4	-1.9605
TSHZ2	1.9045
RIPK2	-0.224875
PPTC7	-0.0911666666666667
KIF4B	-2.001
LRRC31	0.340875
ZNF540	1.911
EFNB3	-0.469166666666667
LOH12CR1	0.05725
STON2	0.251833333333333
GLP1R	0.2555
CSTF2T	-0.0535
IREB2	-0.7625
GRSF1	0.06525
PDCD7	-0.366
LRRC43	0.512
CNR1	-0.084
IL1F7	-0.872
C12orf64	-0.087
FAM69B	-1.44275
NR2E1	-2.22066666666667
MS4A6A	1.8078
FTL	-1.0498
C7orf36	0.19725
PCLO	1.7201
DYRK2	0.37475
ARIH2	-0.4995
SAMD7	0.116
SCNN1D	-1.32525
SLC32A1	-1.134125
C22orf25	-0.267666666666667
MRPS18A	-0.1688
GPR112	0.598
EARS2	0.1455
ERN2	1.3495
ATPBD3	0.182166666666667
PRH2	-0.4205
CDKN2D	-0.933666666666667
PGLYRP2	2.1375
TRIM40	-0.26875
SEC14L3	0.187166666666667
SLC22A1	-0.38675
BTN2A3	-0.2095
RASA4	-0.1495
CCNL2	-1.00933333333333
MYBPC3	0.111
GJA4	3.07625
CDC42SE1	1.56475
TRPV2	-2.31725
MYPN	-4.51488888888889
SIM1	0.8725
CDADC1	0.00683333333333332
ZFHX4	2.042
NIBP	0.536833333333333
ADAMTS19	-0.59525
ABTB2	-0.441
TSPYL2	-0.2275
EIF2S3	-0.3353
SOX30	0.25275
AP2A1	-0.345166666666667
DKFZP564O0523	0.839833333333333
LOC285398	0.02925
CDH18	-5.27025
CHL1	1.741375
GATS	-0.4403
TBC1D2B	-0.01
OR1J1	-0.2395
GSN	1.13066666666667
DPCR1	0.043875
GARNL4	0.1505
SMARCA5	-0.2465
PLEKHG3	1.33783333333333
ZBTB45	1.4035
FRMD6	1.213
PLS1	0.162833333333333
DGKZ	0.369
EFNA1	2.0263
WDR85	-1.193125
ANK2	0.27275
PAGE4	-1.13016666666667
SENP6	1.433
AKR7A2	0.174833333333333
FKBP10	-1.68625
VEGFC	-1.297
LARP1	-0.6059375
SRBD1	0.2415
ITGB6	3.4655
SLC1A2	-0.0412857142857143
INVS	-1.24083333333333
MPO	0.37675
MOBKL3	0.1533
CUTL2	-2.0325
KLK2	0.00858333333333331
VIM	-0.40025
REG1B	-0.111833333333333
PCDHGC4	1.05725
C3orf34	-0.1285
SUMO3	-0.164833333333333
CST9L	-0.27525
MLL4	-0.613
SPR	0.214666666666667
SAMD9L	0.93675
ABCE1	-0.3245
SUPT3H	-0.181166666666667
ACTBL1	-2.312
ADAMTS4	1.71933333333333
SLIT3	3.24225
RHEBL1	-2.107
NPM2	-1.98225
MAN1C1	0.4355
KIAA1856	1.60233333333333
HSPA6	0.16725
LOC388152	-0.877
C10orf140	3.34025
ZDHHC12	-0.5375
LIN7A	-2.0053
PHC2	0.409
SPHK1	-0.34775
TRIM26	0.155625
FAM83E	1.076
C18orf24	-2.36183333333333
ZNF578	0.529166666666667
ORAI1	-0.27225
RUVBL1	-0.290583333333333
C7orf20	-0.967166666666667
APAF1	-0.949
SLC36A4	-1.875
MYH11	3.61466666666667
NEK1	1.2439
MPP2	-0.2245
C12orf24	-2.65625
TNK2	0.9129375
ZNF289	-0.00275
MATN3	2.42085714285714
IFNGR2	1.5035
ITPR1	0.872
EBF3	3.271
TBC1D20	0.1041
OR10P1	0.13425
DDAH2	1.453
SHPRH	0.34775
STX7	-0.702
LOC554248	-0.6465
BCAR1	-0.691
ATXN3	0.18775
TRIM27	-0.4045
CDC42EP2	1.4265
CHP	0.156857142857143
SOX17	2.51325
ZNF259	-1.03466666666667
CHCHD1	0.591375
ZDHHC19	0.419
GBP2	2.1355
GARNL3	1.964125
MRC2	0.88875
C1orf52	-0.31875
AOF2	-0.0121666666666667
LRPPRC	-0.0595
ACVR1C	0.774666666666667
TM4SF18	2.39683333333333
TMEM169	0.239666666666667
PPP1R16A	-0.24375
EBF1	1.08283333333333
RRS1	-0.6865
SNX2	-0.497
OR2T2	-0.038
RBX1	-0.5765
ANKRD54	-0.488166666666667
TSNAX	1.19266666666667
TMEM83	-1.597
ZBTB7A	0.9935
ATM	-1.03358333333333
LOC338328	2.188
TIE1	0.9375
HIST1H3G	-0.605333333333333
PASD1	-4.7545
TINAG	0.014
PCDHAC2	0.265
LRRC15	2.274
WBSCR17	-1.49325
TFF2	-0.2745
PARP2	-1.18875
NDFIP2	0.039875
PCDHGB2	-0.615
WDR60	0.376
MAP7D2	-1.7995
USP45	-0.922
GSDML	-1.611
TNS1	-0.0566
PLCD4	2.2925
IQCD	0.528833333333333
SMPX	-1.1855
CD9	1.20733333333333
SRGN	-0.119875
CASP7	1.20525
INOC1	0.118
DKFZp451M2119	-1.87385714285714
VMAC	1.806
USP53	0.5929
CAMK1G	-0.735625
TMEM106A	0.663333333333333
CDC20	-3.3929
ACSL5	0.208833333333333
CBWD5	-0.88225
C1orf87	-1.1126
KIAA1274	0.83825
PRUNE2	-1.6805
LYPLA2	0.0956666666666667
DOK6	-0.784666666666667
GPR149	-0.07425
FAM30A	2.496
TMEM129	0.475
SLC35B3	0.00525
ACPP	-0.2576
LOC200261	-0.949
SLC4A7	0.5742
CCDC40	2.47075
GART	-1.341375
THOP1	-2.3645
SCARB1	-1.26625
CACNA1F	0.01975
TRIAP1	-0.101166666666667
SYT14L	-0.413
SFRS8	-0.534
PBOV1	0.28025
GOLSYN	1.7165
GJB7	-1.85
CAMK2N1	1.42016666666667
GREM1	3.51541666666667
FLJ20433	0.54925
QPCT	-3.444
PRKAG2	1.121
H2AFX	-1.685625
C6orf154	1.0165
PLOD3	-1.6715
ZBTB39	-0.265666666666667
WASF3	-0.830916666666667
DRG1	-0.82425
PRR4	-1.006
SPCS1	-0.63175
KDELR3	0.639833333333333
SRP19	-0.442
GABRA6	0.147333333333333
MFSD1	0.4685
MMEL1	2.30425
PDXDC2	-0.4291
BUB1	-4.94055555555556
RNF138	-0.94525
MYLPF	-0.8416
AIF1	-0.164166666666667
DYNLRB1	0.2372
HCN3	-1.737
HIST1H2AI	-0.5945
MAP4K5	0.356083333333333
LASP1	0.61075
LOC130951	0.2295
PLAA	0.721875
KRT6A	-3.626
C6orf117	-2.773875
ARHGAP23	-1.4505
PTF1A	0.265
GPHA2	-0.97325
LCE3B	0.0885
MCL1	1.14392857142857
EHBP1	-0.62225
PRNP	-0.9158125
ZSCAN1	0.54225
C1orf113	1.16633333333333
FOXA3	-4.021375
NEB	-0.7915
ASGR1	-5.86716666666667
CTGF	2.54
RAB17	0.682
MST101	0.16425
JARID1B	2.0966
USP37	0.7694
PTBP1	-0.505833333333333
PTPN7	-1.2285
CDC7	-2.58966666666667
SNX7	0.126
ZNF335	-0.6445
CPT2	-0.218
HEATR1	-0.0585
HSPC152	0.048875
C5orf40	0.365333333333333
PSME1	0.0403333333333333
STAG3	-2.56475
TMEM154	1.02266666666667
KLHL32	-0.324333333333333
TSGA10IP	-1.4
SUV420H2	-1.04516666666667
SF1	-0.4266
2'-PDE	0.425625
PNLIPRP2	3.988
TRSPAP1	-0.0949166666666667
NUP210	-1.0975
ANP32C	-1.26683333333333
RAB11B	0.141333333333333
ASB15	2.029
ITGB3BP	-1.31725
UBASH3A	-1.671
YWHAB	0.088125
TPRX1	-0.1915
LY6G5C	-0.110125
SLC7A2	0.829375
CLK1	0.0015
HSD3B7	1.0065
VDR	2.123
C16orf74	-0.39025
ACE	0.34975
PSMA2	-0.445666666666667
CCDC131	-0.46775
ZNF213	1.5765
EML2	-0.73325
ALS2CR13	0.961666666666667
GLYATL1	3.86975
DSPP	0.259
DHFRL1	-0.611375
C10orf30	0.513333333333333
SH3RF2	0.00766666666666668
LOC197322	-0.961333333333333
DLL3	-1.802625
TIGD7	0.196
GFRA3	-0.0835
CPA1	-0.298333333333333
RTN4	-0.238333333333333
PPT2	-2.0435
FASLG	1.48425
FOXP4	0.637375
RPL26	0.2291
GNL3L	-2.17383333333333
FMR1NB	-0.346833333333333
CD163	5.73875
SGPP2	0.226
GIMAP2	1.57675
CD37	0.626
DPT	4.03016666666667
NBLA00301	2.22575
RGS5	1.96283333333333
C9orf4	1.024
ACTL8	-4.17033333333333
PRKAR2B	1.133625
OPLAH	0.134666666666667
C20orf134	1.24825
SPACA5	-0.10775
TBL1X	-0.234333333333333
TSPYL3	0.684
CHCHD3	-0.854
CRKRS	-0.041
GPR65	3.82875
DFFA	-0.83025
FUT1	0.74375
C6orf204	-0.52
TMEM51	-1.03875
ZNF580	0.278
CMTM2	0.66425
C20orf200	-0.065
EZH1	0.368333333333333
FDX1L	-0.569875
MRPL32	-0.46975
PCAF	-1.0315
ALOX15B	1.07
CD59	0.195708333333333
CDK9	0.28
ERP29	-0.793333333333333
TTR	-6.545
BCMO1	0.0485
DDIT4	-0.9133
PTGDS	3.0295
C3orf63	0.608833333333333
BST2	0.5245
CYP1A2	-0.7715
C5orf25	-2.17575
STX1A	-1.50982352941177
OR2A12	-0.221
SH3BP5L	0.2635
SERINC5	0.504375
USP6	-0.6199
MRPL3	-0.387
POMP	-0.589375
INPP4B	1.450375
GMPPB	-0.421
EAPP	1.03225
AHSA1	-0.93775
ABCA11	0.2285
SLC5A6	-0.43775
HIVEP2	-0.0405
SUMO2	-0.433625
KIAA1822L	-2.07233333333333
C11orf67	0.72025
TXK	-1.09875
PHCA	-0.962866666666667
ICAM4	-2.92
FPGS	-0.0778333333333333
SNRPA1	-1.8105
KCNJ4	-0.9445
KIF6	0.5959
HIST1H2BG	-1.12233333333333
SLC5A5	0.273
ZNF354B	-0.1065
IL12RB2	-0.72475
C11orf76	-0.0338333333333333
GAL3ST2	-0.194
AIFM2	-1.145
SYNC1	0.38675
UBL3	0.796875
PIK3CG	-1.54983333333333
NLN	-0.579
BCORL1	0.192
CD5L	-0.4725
ZNF238	3.47933333333333
KIAA1394	-1.39675
C16orf55	-0.4573
CYP3A7	-2.54525
KRTAP3-1	-1.63
TFDP1	-0.752166666666667
MND1	-4.48875
NODAL	-0.493
GTPBP4	-0.82025
TUBGCP2	0.1765
SLITRK5	-3.407
CIC	1.034
CD79A	1.329
SAMD14	1.051
TNPO3	-0.3455
OR10G3	0.68
OR10G8	0.1215
CCDC111	-0.243
HOXC9	1.4975
DCUN1D1	0.513333333333333
CYB5R1	2.445
TSR2	0.395
DAB2IP	0.6062
SLC6A5	-0.0195
RAB3D	1.50275
DCUN1D4	-0.731166666666667
ERBB3	1.57975
SDC1	2.52558333333333
ATP6V1H	0.0275
SYK	0.4945
ST20	-1.11
C13orf30	0.679
WDR40A	0.7285
ADMR	-0.243
LOC388335	1.216
ACSM1	3.1605
TDG	-0.328833333333333
FLJ11235	0.1935
MRPS5	-1.0585
AGPAT2	-0.406833333333333
SLC12A1	0.619125
CYP27A1	0.21175
THAP7	-1.49125
XPO1	-0.616
ALMS1L	0.689333333333333
C1orf2	0.313
ZNF777	0.103666666666667
CAMK2A	-0.404333333333333
SMC1B	-0.26725
IHPK2	0.0832666666666667
LEMD1	-4.9805
NKD2	0.1828
CLU	-0.250142857142857
ARMETL1	-0.321
PABPC4	-0.93325
CXCL12	2.60783333333333
TFAP2C	0.4775
TTTY8	0.306
ABCB10	-0.9048
ENDOD1	-0.215333333333333
IDI1	-1.919
KCTD6	2.12783333333333
CCDC105	-0.3855
ULBP2	-1.91233333333333
ZDHHC5	0.56425
WNT8A	0.0895
COMMD10	0.5755
KLHL12	0.718875
GPR50	0.4025
NR5A2	0.507
OXGR1	2.09116666666667
EHD3	-0.044
CAPRIN2	-1.106
KLRC3	-4.63975
SF3B1	0.567928571428571
IPO7	-0.0255
ALDH1A1	-0.317166666666667
ANKRD5	0.738875
TSNARE1	0.3405
DDEFL1	1.0995
RNASEL	1.92533333333333
DNAH9	-0.83325
HELLS	-1.9175
TNS4	-2.9335
NAV1	0.5588
KIAA1409	-0.2105
C20orf26	3.781
TUBG1	-1.21675
IRX2	-1.37275
CNGA4	-0.397
MGC50559	1.6315
OR4K17	0.335166666666667
TM2D2	0.61025
FAM32A	-0.066
TXNDC14	-0.317
CCBL1	-1.4325
ANK1	-3.1568
PRSS23	0.363875
PPM1L	0.7065
SPATA20	-0.166
APCS	-0.1135
C14orf122	-1.71133333333333
PSMB5	-0.374875
C6orf10	-0.4787
SETDB2	0.247666666666667
SPNS3	-1.4805
SGMS2	-0.583166666666667
MXD3	-1.74516666666667
MON2	0.2329
CARTPT	0.803333333333333
HNF4A	-1.03866666666667
RABEP1	1.8707
TNFRSF10B	-1.043875
USH1G	-0.295
PPAP2B	-1.84283333333333
TMEM16K	-0.292
CTDSP1	1.08033333333333
CDK5R1	-0.1585
GABRR1	-0.035
OPN1LW	-0.0235
FAM98C	0.9155
DBN1	0.14525
ACAD10	-0.218
QTRTD1	-0.01425
WNK3	-0.513666666666667
RPS19	-0.81625
C1QB	2.638375
OTUD5	-0.083875
SLC41A2	0.738666666666667
TMEM22	-2.50816666666667
KHSRP	-1.04066666666667
TNFRSF11A	-0.249833333333333
FBL	-0.781
IBTK	0.177
OXER1	-0.226
CBLN4	0.791
GPR172B	0.998
CFTR	-1.776
VSX1	1.1
CAMK1D	0.279
LOXL3	-2.7645
RTP4	-0.70325
SLFNL1	0.072
KIAA0828	-0.03625
PAR5	-0.256
LOC723972	-1.1885
GDI2	0.152375
CEBPA	0.8833
MLF2	-0.1615
AFMID	0.518
ALOX12B	-0.095
BPHL	-0.23125
COX5B	-0.54675
S100A10	-0.2535
THOC6	1.158
NHN1	-0.62375
RRP12	-0.801666666666667
ARID3B	-2.12075
CD3G	-2.73716666666667
KIAA0133	0.5835
NAT11	-1.365
PPAT	-0.597
SIRT3	0.9751
TCERG1L	-2.181
NIPA1	-0.088
DPP8	0.4209
IL7R	-0.470333333333333
ZFP64	0.259583333333333
DMAP1	-0.3066
TRMT12	0.4855
TLR4	0.7037
WFIKKN2	-0.12975
RAB12	0.7025
DDX51	-0.6955
KIAA1086	-3.29175
ZNF295	0.036
ACVR2B	-0.800642857142857
LOC494150	-1.17925
ZNF517	-0.094
DNASE1L2	-2.12716666666667
SUFU	0.506666666666667
LOC283677	0.958
LMO3	-0.364833333333333
PPP2R5D	-0.440333333333333
ZNF587	-1.176
HIST4H4	-0.1895
CYP2C8	-0.4305
C1orf80	0.717666666666667
DOCK5	-1.08916666666667
C9orf24	-0.04625
OR5AR1	0.00750000000000001
C11orf24	-0.34125
UNQ1940	-0.67575
CAP2	1.59683333333333
TIMM44	-0.99875
DSEL	-0.5974
ROM1	-0.219
FBXO4	0.14175
MYLC2PL	-2.02675
MLH3	0.8546
NOX1	0.639666666666667
DPEP2	1.136
DNAJB5	0.23675
RLTPR	0.167
MBIP	-0.895666666666667
COPB1	0.311333333333333
SFTPA1B	-0.293
C10orf4	0.7048
PRELID1	-0.98825
NOLA1	-0.588
C19orf24	-0.326
TLR9	-2.1115
HLA-DMA	3.06558333333333
HCRP1	0.9285
GPR137	-0.107
ITGA11	1.266
PHF13	0.985333333333333
MARK4	0.240166666666667
METTL4	-0.72225
MBD3	-0.5473
LOC134145	0.255875
FGF3	0.571
SLC35A3	0.783875
CLEC16A	0.34475
AMOTL1	-1.68291666666667
FLJ31438	-0.086
PAICS	-1.78325
TOMM40L	0.593166666666667
MMD	-1.01175
KLK10	-1.9353
NIT2	0.00366666666666667
SERPINB10	1.452
KLF15	-0.6828
CCDC5	-0.51625
WSB2	0.320375
ME3	2.29075
CACYBP	-0.638
TCTN2	1.5565
JAK1	1.068875
C2orf25	-0.429
GPD2	1.57725
FBXL11	0.303333333333333
CDV3	0.156416666666667
GALNT11	1.112
NDUFA12L	-1.4045
FLOT1	0.331928571428571
TOR1AIP2	1.01725
MMP25	2.5595
C1orf164	-0.0403
CHST5	-0.12975
LYRM4	-0.62705
GPER	-2.25525
HIPK2	1.82733333333333
DAP	0.3621
ZMIZ1	1.10283333333333
DDX58	1.557125
DCC1	-2.974
AKT1	-0.1175
ENPP6	0.878
ERVWE1	-0.349166666666667
CDC34	-0.8555
RNF125	-2.003
CASC1	4.15675
SHROOM2	0.6515
RRM2B	0.0916666666666667
COL6A3	2.490875
TMEFF1	-1.72225
PLEKHA4	1.544
LYSMD1	1.65633333333333
SEPT1	-0.863
AOF1	-0.23525
GNPAT	0.6955
WDR18	-0.46275
HSD17B12	-0.884
HIST1H2BM	-0.6365
INDOL1	-1.0886
SUDS3	1.06825
C1orf192	0.877
CYP2B6	-0.8115
TBC1D2	1.3175
SLC25A12	1.508875
ERCC6L	-3.09316666666667
MGC10814	-1.43016666666667
POLR2C	-1.56033333333333
ZNF77	1.02516666666667
EIF3K	-0.2739
HPX	3.51825
ANKRD27	-0.744625
MALAT1	-0.217625
PLB1	0.143833333333333
HRNBP3	-0.934875
CPSF4	-0.79025
OR52N2	0.343
PIP5KL1	0.77
GH1	0.0165
HPS5	-0.51425
SLFN5	1.614
POP5	-0.54
OVOS2	-4.80316666666667
C20orf108	-0.253
MARS	-1.3405
CLRN3	1.68
ARSE	-0.162666666666667
PPIE	0.120833333333333
PHACS	0.3965
GP5	-0.1655
IL8RB	0.7168
FCRLA	-0.666875
ARRDC1	0.148
KRTAP9-4	0.583666666666667
ZNF613	1.512
OR11A1	-0.0385
TMEM132B	-2.538375
PGLS	0.006
BSND	-2.5275
KCNK18	0.545
FOXD4	1.1685
SV2C	1.143
LCN2	-1.31316666666667
ZNF490	1.4951
C3orf15	2.5102
CACNA2D4	-1.501
CBX5	-1.338
MAGEB4	-0.05675
BOLA1	1.15375
PPP2R5E	0.0935
COL5A1	2.53641666666667
ASB7	0.438666666666667
SFT2D1	-0.3645
DERL1	-0.4937
RABL2A	0.4855
MOAP1	1.04125
KIAA1545	1.185
F3	-0.8065
PLEKHM2	-0.8385
CCDC89	0.319166666666667
EFCAB1	0.72275
TMEM48	-1.38825
SEPHS2	0.35325
PYGM	-1.05975
PRICKLE1	2.86475
WNT5B	-0.75325
TAS2R38	0.00900000000000001
IMP5	-0.16875
KHDRBS1	0.1906
LARS2	-0.729
C3orf28	-0.498
FTCD	-3.91625
C10orf68	2.0055
DGAT2L3	0.242
PSEN1	1.04441666666667
MGC33657	1.17625
PLA2G4B	0.370666666666667
CDKN2A	-0.511
DLX1	-2.62675
TSHB	-0.3785
C18orf37	-0.101
MEX3C	0.958625
MAMDC2	-1.04775
PDIA4	-0.7805
ATP5E	-0.39
CASP2	-0.00200000000000001
SERBP1	0.150730769230769
ZNF341	0.439666666666667
TESC	-3.361
TMEM31	-0.3765
OR51I2	0.415
YTHDC1	0.529928571428571
JUN	1.37966666666667
AGMAT	-3.67483333333333
PCNXL2	1.07
ATAD5	-2.958875
STK38	-0.21375
AZI1	-0.267875
RBP1	2.129
C4orf26	2.22125
KIAA1026	0.526125
TMEM101	0.44725
HSFX1	0.51
TREX1	-0.06125
C18orf10	-0.9662
TRIM15	-3.745375
CA6	-0.12025
CEP57	-0.972
AR	4.16833333333333
SESN2	-0.440666666666667
KIF3C	0.193125
EPB41L5	1.187875
ARHGEF10	-0.374590909090909
POLR3D	-0.65125
INDO	-2.77483333333333
GABRA3	-0.3615
SCG5	-1.3312
E2F3	-0.3346
TIGD5	0.4205
FGD6	1.29991666666667
KLHL3	-0.0695
SCGB3A2	-1.4055
URP2	-1.15066666666667
ATP6V1B1	0.0489
CALML6	-0.412
LOC100049076	-0.1235
TMF1	0.21425
LOC388503	-0.36875
CDH5	2.38525
RPS6KC1	0.769833333333333
DAAM1	0.805
TNFRSF10D	-0.64125
GSTT1	-1.5701
INPP5A	0.315
TRAF3IP1	1.4201
SMARCE1	0.263615384615385
VRK1	-2.104
TTC16	0.94475
AARS	-1.67233333333333
ARHGAP27	-0.534
ZAK	0.163357142857143
ACSM2B	-3.0295
TRAP1	-0.683666666666667
MRPL53	0.088125
RNF44	-0.44875
NPTXR	-0.9965
DPYSL3	1.88516666666667
APP	1.296
GLS2	-0.119666666666667
MNX1	-2.3485
CMTM7	-0.095
OR10A7	0.1655
NYD-SP21	2.543
ORC5L	-0.69875
SLC16A10	-2.129375
TMEM178	1.4325
LOC441601	-5.65375
PTGIS	0.665
KBTBD7	2.32875
C19orf41	0.2005
CEACAM3	-0.00808333333333332
KRT23	-0.0155
SERHL	1.2115
PNKD	0.569625
UBC	0.26925
ATRN	-0.332125
HAPLN1	4.189
RANGAP1	-1.117
C10orf26	2.22183333333333
KCNA7	-1.031
SRY	-0.2495
LOC376693	-0.3705
HIST1H2BF	-0.55
CDCA8	-3.12016666666667
MLC1	-2.863
TNIP3	0.267
OR4D1	0.347
IFT52	0.469333333333333
GOLT1A	1.86683333333333
UTP20	-0.370875
RP3-402G11.5	-1.71
PRSS33	-1.64925
PMPCA	-0.83825
APOB48R	1.0055
GLTP	0.40625
MPL	0.4495
C9orf78	0.0465
ADAM12	2.783375
CSPG4	-2.193
LOC144305	-0.2025
KRTAP4-10	0.0181000000000001
PAK1	0.442
ADCY7	-0.7573
TAS2R43	0.02
FRAS1	-2.72485714285714
PPP1R14A	-0.342833333333333
OR2B6	-1.65875
ATP13A1	-0.608833333333333
SIDT1	2.45875
C1RL	1.4705
PRKRA	0.047
TLN1	0.1161
RP11-50D16.3	0.3035
MITF	-2.2655
GYS1	-0.8435
LYG1	-1.61333333333333
NSMCE4A	-0.5067
DNAI1	0.17575
HOXD11	-1.219
FNBP1L	2.0583
DHX35	-0.4505
LCE3E	0.69325
SLC33A1	0.29325
DCLK3	-0.335
TRIM33	-0.289666666666667
TMCC3	0.947166666666667
FBXO42	0.453166666666667
C1orf27	0.4616
C17orf50	0.287
RNF14	0.56075
SLC4A8	1.963625
RAB3IP	0.9363
COX6C	-0.317
PCSK1	-3.8747
SLC13A1	0.0905
ARF6	1.04933333333333
KIAA1009	0.407625
HOXA13	-2.10175
HMGN1	-0.569875
CXADR	0.873
MGC14436	0.2165
UTF1	1.4005
TSC22D1	1.0252
BZRAP1	1.548
PUF60	-0.117916666666667
SHC1	0.461875
HOOK3	0.6168
LIMS2	1.33983333333333
BAHCC1	0.0658333333333333
CLCC1	0.264166666666667
ENTPD3	2.81483333333333
SMO	-0.4725
PIK3R5	0.17225
CDC14A	0.350083333333333
KRT1	1.88975
ENOX2	0.498833333333333
FLJ22655	0.21625
FPRL1	0.2505
INTS6	1.0097
ZCCHC5	-0.0545
SMC3	-0.68625
C6orf123	0.250166666666667
FLJ20160	2.28325
LOC653391	-0.263333333333333
GSS	-0.33325
NT5M	-0.446
SIX5	0.74675
TAF5	-1.25
KCNA1	0.582166666666667
ANLN	-4.8575
MGC45491	-1.3766
SSTR2	3.663
LYPD4	-0.01125
TH1L	-0.728
CHRNA5	-4.062
PNMA6A	0.06925
FLJ16369	-0.5375
DLX2	2.105
C6orf108	-0.1355
ALDH3A2	1.057
CLEC1B	2.85533333333333
LEPREL2	0.3935
FOXJ1	0.3515
OR1D4	0.102
PPIL4	0.72725
MTRR	-0.934
SLC27A3	0.5025
HTR7	0.0783333333333333
MIB2	-0.8165
BHMT	-1.3085
A2ML1	0.53
MSMB	-0.3275
KIAA1383	1.142125
TRUB2	0.03925
PF4	0.860166666666667
IL1F5	0.0295
LRRC37B2	-0.10875
IPO4	-0.873
FIGF	1.51075
QDPR	1.21425
ZNF598	-1.1275
BOP1	-1.656625
MAPK12	-1.8955
POLR1E	-0.307
CEECAM1	0.3625
INSRR	-0.147833333333333
SIPA1	0.98925
ULK4	0.868166666666667
BTN3A1	0.1275
FABP5	-0.7068
KBTBD3	2.77983333333333
SORT1	0.0664166666666667
YWHAQ	-0.3509375
LRIT1	-0.2725
KIAA1704	-0.1149
MEIS2	-1.4373
ENOSF1	-1.14133333333333
PCDH7	1.03142857142857
FZD9	-2.252
RPLP1	0.5495
ZNF75A	0.74075
P4HA3	3.899
NKX6-1	1.69725
CTA-216E10.6	-0.7935
IFT140	1.782
DENND1A	-0.323916666666667
ALCAM	0.4608
ABHD2	0.191272727272727
QPRT	-3.00783333333333
TRAM1	0.694642857142857
ATP1B4	0.317
NUP37	-1.6015
SAA3P	-0.5525
SLC22A6	0.0795
KIAA0265	0.382125
ZNF41	0.283
ADAM19	0.2817
ERAF	-0.3765
DEFB119	0.37875
DNMT3B	-4.58583333333333
SNF1LK2	0.17825
MGC24039	-0.581083333333333
TAS2R48	-0.1705
PNLDC1	0.59825
ADAMTS16	2.10725
TMEM92	-1.43566666666667
CCT8	-0.841916666666667
POGZ	1.53975
N-PAC	1.119
GUCA1B	-0.844166666666667
ZZEF1	0.0045
OR2C3	0.609
ZNF334	-2.31583333333333
RANBP6	1.108
LDHB	-3.44608333333333
BAMBI	0.480375
RAB5B	1.473
FOXB1	1.6205
MRPS12	-0.503
MRGPRF	0.7905
CRIPT	-0.0735
CYP2D7P1	-0.842
RYR1	-0.19675
NDUFA2	0.509
TRIP12	0.42125
KCNE3	1.9165
