Hybridization REF	TCGA-AQ-A04J-01A-02R-A034-07
GFRA3	1.95125
CPA1	-0.29
RTN4	-0.382333333333333
PPT2	-1.37483333333333
FASLG	2.15625
FOXP4	0.829625
RPL26	-0.5735
GNL3L	-1.25066666666667
FMR1NB	-0.2145
CD163	7.35175
SGPP2	2.53075
GIMAP2	1.78275
CD37	2.98483333333333
DPT	3.73791666666667
NBLA00301	2.0915
RGS5	3.16941666666667
C9orf4	0.352
ACTL8	2.703
PRKAR2B	0.00925
OPLAH	1.3315
C20orf134	1.26925
SPACA5	0.15325
TBL1X	0.549833333333333
TSPYL3	0.494
CHCHD3	-0.96125
CRKRS	-0.171166666666667
GPR65	4.51975
DFFA	-0.22525
FUT1	0.541
C6orf204	-0.0838333333333333
TMEM51	0.57125
ZNF580	0.20075
CMTM2	0.51425
C20orf200	-0.615
EZH1	-0.120666666666667
FDX1L	-0.474125
MRPL32	-0.1375
PCAF	-0.2347
ALOX15B	1.491
CD59	2.58675
CDK9	0.020125
ERP29	-0.514
TTR	-6.38975
BCMO1	0.2195
DDIT4	0.9829
PTGDS	3.953
C3orf63	-0.583
BST2	-0.85775
CYP1A2	-0.241833333333333
C5orf25	-0.762
STX1A	-1.07876470588235
OR2A12	0.3135
SH3BP5L	0.66225
SERINC5	-0.057875
USP6	-0.82
MRPL3	-0.096
POMP	0.35925
INPP4B	-1.268875
GMPPB	0.19875
EAPP	-0.013
AHSA1	-1.001
ABCA11	-1.029
SLC5A6	0.6115
HIVEP2	1.68675
SUMO2	-0.006
KIAA1822L	1.4335
C11orf67	0.886
TXK	1.45
PHCA	0.5329375
ICAM4	-2.6075
FPGS	-0.0286666666666667
SNRPA1	-0.1
KCNJ4	-0.905
KIF6	-0.2805
HIST1H2BG	0.327166666666667
SLC5A5	0.2875
ZNF354B	-0.0293333333333333
IL12RB2	2.49825
C11orf76	0.414333333333333
GAL3ST2	-0.1655
AIFM2	-1.614
SYNC1	-1.311625
UBL3	0.131875
PIK3CG	-0.260666666666667
NLN	-0.7474
BCORL1	1.093
CD5L	0.32725
ZNF238	0.00666666666666666
KIAA1394	-0.71
C16orf55	-0.6927
CYP3A7	-2.4855
KRTAP3-1	-2.7145
TFDP1	1.2185
MND1	-1.23025
NODAL	-0.134833333333333
GTPBP4	0.287
TUBGCP2	0.51025
SLITRK5	0.97775
CIC	0.6455
CD79A	2.81516666666667
SAMD14	0.983833333333333
TNPO3	-0.547
OR10G3	0.696
OR10G8	0.13
CCDC111	-0.146
HOXC9	0.026
DCUN1D1	0.360666666666667
CYB5R1	0.08425
TSR2	-0.21825
DAB2IP	0.7915
SLC6A5	-0.1385
RAB3D	1.28325
DCUN1D4	-0.173833333333333
ERBB3	0.0311666666666667
SDC1	1.3345
ATP6V1H	0.3075
SYK	2.744
ST20	0.13475
C13orf30	2.3275
WDR40A	0.727666666666667
ADMR	0.2395
LOC388335	2.03975
ACSM1	-0.931
TDG	-0.402083333333333
FLJ11235	1.085
MRPS5	-0.8655
AGPAT2	-1.20766666666667
SLC12A1	1.247125
CYP27A1	1.12875
THAP7	-0.50275
XPO1	-0.277166666666667
ALMS1L	-0.0408333333333333
C1orf2	0.09175
ZNF777	-0.551833333333333
CAMK2A	0.20425
SMC1B	0.388625
IHPK2	-0.4278
LEMD1	-0.36875
NKD2	-0.421
CLU	1.93114285714286
ARMETL1	-1.1635
PABPC4	-0.7465
CXCL12	2.85816666666667
TFAP2C	1.1497
TTTY8	-0.242
ABCB10	-0.7255
ENDOD1	0.614666666666667
IDI1	-0.141
KCTD6	-0.523166666666667
CCDC105	0.499
ULBP2	-0.533166666666667
ZDHHC5	0.317
WNT8A	-0.78775
COMMD10	-1.296
KLHL12	-1.0205
GPR50	0.217
NR5A2	0.323
OXGR1	5.9605
EHD3	0.387
CAPRIN2	-0.419125
KLRC3	-3.38425
SF3B1	0.455357142857143
IPO7	0.6515
ALDH1A1	-0.9015
ANKRD5	1.125375
TSNARE1	0.027
DDEFL1	0.51025
RNASEL	0.615666666666667
DNAH9	-0.725
HELLS	-1.0635
TNS4	2.2075
NAV1	0.0125
KIAA1409	-0.4845
C20orf26	0.589833333333333
TUBG1	-1.51175
IRX2	1.9665
CNGA4	0.2695
MGC50559	0.269166666666667
OR4K17	0.191166666666667
TM2D2	0.330583333333333
FAM32A	0.14125
TXNDC14	-0.5245
CCBL1	-1.743
ANK1	-1.5801
PRSS23	-1.465625
PPM1L	0.4775
SPATA20	-0.6365
APCS	-0.05375
C14orf122	-0.7655
PSMB5	-0.053625
C6orf10	0.2464
SETDB2	0.462666666666667
SPNS3	-0.1375
SGMS2	2.1465
MXD3	-0.8295
MON2	-0.3931
CARTPT	0.0325
HNF4A	-1.4275
RABEP1	-0.52135
TNFRSF10B	-0.653375
USH1G	0.054
PPAP2B	0.022
TMEM16K	-0.6545
CTDSP1	0.578833333333333
CDK5R1	-0.2845
GABRR1	-0.189
OPN1LW	0.052
FAM98C	0.072
DBN1	0.6465
ACAD10	-0.994583333333333
QTRTD1	0.18925
WNK3	0.1855
RPS19	0.416875
C1QB	3.463
OTUD5	-0.2705
SLC41A2	0.597333333333333
TMEM22	-1.25016666666667
KHSRP	-0.32525
TNFRSF11A	0.556
FBL	-0.3505
IBTK	-0.2795
OXER1	-0.11
CBLN4	1.152125
GPR172B	1.08216666666667
CFTR	-0.67
VSX1	3.906
CAMK1D	0.73275
LOXL3	-2.44475
RTP4	2.34275
SLFNL1	0.1565
KIAA0828	0.1495
PAR5	1.3785
LOC723972	-1.9525
GDI2	-0.210375
CEBPA	1.5645
MLF2	0.248833333333333
AFMID	-1.294
ALOX12B	-0.3735
BPHL	-0.439875
COX5B	-0.08
S100A10	-0.2688
THOC6	-0.475
NHN1	1.26
RRP12	-0.744166666666667
ARID3B	-1.82475
CD3G	0.0705
KIAA0133	-0.136
NAT11	-0.765666666666667
PPAT	-0.245833333333333
SIRT3	-0.3526
TCERG1L	-1.93525
NIPA1	-1.1746
DPP8	-0.0468
IL7R	3.85
ZFP64	0.04225
DMAP1	-0.2224
TRMT12	0.7995
TLR4	1.5528
WFIKKN2	0.86225
RAB12	-0.460333333333333
DDX51	-0.850166666666667
KIAA1086	-2.55025
ZNF295	-0.273666666666667
ACVR2B	-1.385
LOC494150	-0.6205
ZNF517	-0.0735
DNASE1L2	-1.9865
SUFU	0.69525
LOC283677	0.489
LMO3	3.06683333333333
PPP2R5D	0.106
ZNF587	0.1115
HIST4H4	0.08325
CYP2C8	-0.339
C1orf80	0.153666666666667
DOCK5	-0.377833333333333
C9orf24	1.214
OR5AR1	-0.284
C11orf24	-0.36675
UNQ1940	-0.377
CAP2	-0.160833333333333
TIMM44	-0.60325
DSEL	-2.1362
ROM1	1.00075
FBXO4	-0.764125
MYLC2PL	-2.0355
MLH3	0.3182
NOX1	0.196
DPEP2	2.2095
DNAJB5	0.86075
RLTPR	0.1345
MBIP	0.3175
COPB1	-0.0755
SFTPA1B	-0.5365
C10orf4	-0.3246
PRELID1	-0.551
NOLA1	0.68275
C19orf24	0.07125
TLR9	-0.267
HLA-DMA	3.70591666666667
HCRP1	-0.7355
GPR137	-0.1555
ITGA11	-0.8365
PHF13	1.3385
MARK4	0.7415
METTL4	-0.47975
MBD3	-0.7408
LOC134145	-0.266375
FGF3	-0.09175
SLC35A3	0.668125
CLEC16A	0.00875
AMOTL1	-0.301166666666667
FLJ31438	-1.43
PAICS	-1.003375
TOMM40L	-0.0303333333333333
MMD	-0.79725
KLK10	3.7238
NIT2	-0.4375
SERPINB10	0.60175
KLF15	0.3575
CCDC5	-0.0415
WSB2	-0.694875
ME3	1.284375
CACYBP	-0.56775
TCTN2	-0.652
JAK1	1.497875
C2orf25	-0.07525
GPD2	1.2585
FBXL11	0.554166666666667
CDV3	0.0306666666666667
GALNT11	-0.180875
NDUFA12L	-1.5431
FLOT1	-0.236357142857143
TOR1AIP2	0.89875
MMP25	1.33425
C1orf164	0.1938
CHST5	-0.12425
LYRM4	-0.34865
GPER	-1.2895
HIPK2	0.474583333333333
DAP	0.55
ZMIZ1	0.378666666666667
DDX58	1.58825
DCC1	-1.062
AKT1	-0.844
ENPP6	2.3826
ERVWE1	-0.1855
CDC34	-0.499
RNF125	-0.61525
CASC1	1.20775
SHROOM2	0.36875
RRM2B	0.0245
COL6A3	1.007125
TMEFF1	-1.49
PLEKHA4	1.6748
LYSMD1	0.323333333333333
SEPT1	0.8025
AOF1	0.03725
GNPAT	-0.55225
WDR18	-0.6755
HSD17B12	0.271833333333333
HIST1H2BM	0.566166666666667
INDOL1	1.28566666666667
SUDS3	-0.674
C1orf192	0.543
CYP2B6	-0.33525
TBC1D2	0.979
SLC25A12	0.125625
ERCC6L	-1.00533333333333
MGC10814	-0.562166666666667
POLR2C	-0.898
ZNF77	-0.296166666666667
EIF3K	-0.135
HPX	-0.85
ANKRD27	0.02475
MALAT1	-0.6539375
PLB1	1.6515
HRNBP3	-1.031375
CPSF4	-0.28475
OR52N2	-0.106
PIP5KL1	-0.5065
GH1	0.9785
HPS5	0.14925
SLFN5	2.176875
POP5	-0.794166666666667
OVOS2	-1.21566666666667
C20orf108	0.49225
MARS	-1.26825
CLRN3	0.829833333333333
ARSE	-0.810333333333333
PPIE	0.100333333333333
PHACS	0.3265
GP5	-0.5715
IL8RB	2.8275
FCRLA	2.127375
ARRDC1	-0.1139
KRTAP9-4	-0.0275
ZNF613	0.7
OR11A1	-0.038
TMEM132B	-2.880875
PGLS	0.1465
BSND	-2.12183333333333
KCNK18	0.694
FOXD4	0.1505
SV2C	0.857
LCN2	5.37233333333333
ZNF490	0.5184
C3orf15	0.735
CACNA2D4	-1.1335
CBX5	-0.44675
MAGEB4	1.9905
BOLA1	0.85125
PPP2R5E	0.2
COL5A1	0.255416666666667
ASB7	0.222666666666667
SFT2D1	0.25025
DERL1	0.5582
RABL2A	0.193166666666667
MOAP1	-0.70275
KIAA1545	0.7675
F3	0.834
PLEKHM2	-0.45075
CCDC89	1.4845
EFCAB1	2.129875
TMEM48	-0.55025
SEPHS2	0.22675
PYGM	0.10675
PRICKLE1	3.5155
WNT5B	-0.60325
TAS2R38	-0.551
IMP5	-0.173
KHDRBS1	0.0386
LARS2	-0.987166666666667
C3orf28	-0.82675
FTCD	-1.2745
C10orf68	0.4045
DGAT2L3	0.00675000000000001
PSEN1	-0.396583333333333
MGC33657	-0.23575
PLA2G4B	-0.314
CDKN2A	1.91666666666667
DLX1	-3.0965
TSHB	-0.2835
C18orf37	0.522
MEX3C	0.3815
MAMDC2	0.4735
PDIA4	-1.14783333333333
ATP5E	0.00150000000000001
CASP2	-0.172071428571429
SERBP1	0.0723846153846154
ZNF341	0.0998333333333333
TESC	-2.2925
TMEM31	-0.75
OR51I2	0.3535
YTHDC1	0.363785714285714
JUN	1.61133333333333
AGMAT	-2.09233333333333
PCNXL2	0.061
ATAD5	-1.63125
STK38	0.891875
AZI1	-0.077375
RBP1	3.0295
C4orf26	0.49475
KIAA1026	1.8265
TMEM101	-0.628
HSFX1	-0.12
TREX1	0.7915
C18orf10	0.4525
TRIM15	-1.593625
CA6	2.414875
CEP57	-1.134
AR	0.995
SESN2	-0.997
KIF3C	0.896125
EPB41L5	-0.130375
ARHGEF10	0.0162727272727273
POLR3D	0.016
INDO	1.76183333333333
GABRA3	1.47
SCG5	-1.6316
E2F3	0.0672
TIGD5	1.1375
FGD6	0.6045
KLHL3	0.014125
SCGB3A2	-1.1865
URP2	1.09533333333333
ATP6V1B1	1.8034
CALML6	0.2525
LOC100049076	0.036
TMF1	0.60425
LOC388503	-0.145
CDH5	3.5
RPS6KC1	-0.256
DAAM1	1.5349
TNFRSF10D	-0.7245
GSTT1	1.3681
INPP5A	0.23
TRAF3IP1	0.353
SMARCE1	-0.447714285714286
VRK1	-1.565
TTC16	0.31325
AARS	-0.2465
ARHGAP27	0.355166666666667
ZAK	0.394357142857143
ACSM2B	-2.9175
TRAP1	-0.758333333333333
MRPL53	0.101375
RNF44	-0.72075
NPTXR	0.35275
DPYSL3	0.746666666666667
APP	1.4316
GLS2	-1.79483333333333
MNX1	-3.40733333333333
CMTM7	0.98275
OR10A7	-0.2285
NYD-SP21	2.11883333333333
ORC5L	-1.03875
SLC16A10	-0.105125
TMEM178	-0.2015
LOC441601	-4.43325
PTGIS	1.23975
KBTBD7	1.23375
C19orf41	-0.51475
CEACAM3	-0.00125000000000003
KRT23	3.186
SERHL	0.705
PNKD	0.258375
UBC	0.5315
ATRN	-0.288125
HAPLN1	-0.5315
RANGAP1	-0.7305
C10orf26	1.03016666666667
KCNA7	0.39575
SRY	0.2055
LOC376693	-0.223
HIST1H2BF	0.75075
CDCA8	-0.679
MLC1	-1.4855
TNIP3	2.4825
OR4D1	0.4565
IFT52	-0.584666666666667
GOLT1A	-0.634166666666667
UTP20	0.491125
RP3-402G11.5	-0.824625
PRSS33	3.56925
PMPCA	-0.70575
APOB48R	2.179
GLTP	0.44625
MPL	1.08675
C9orf78	-0.7535
ADAM12	0.458625
CSPG4	0.1225
LOC144305	-1.9845
KRTAP4-10	-0.1698
PAK1	0.4875
ADCY7	0.102
TAS2R43	0.011
FRAS1	-1.57278571428571
PPP1R14A	1.17266666666667
OR2B6	0.22425
ATP13A1	0.098
SIDT1	0.55475
C1RL	0.363166666666667
PRKRA	0.223
TLN1	0.8492
RP11-50D16.3	0.0735
MITF	-1.99675
GYS1	0.39425
LYG1	-1.29983333333333
NSMCE4A	-0.3272
DNAI1	-0.2025
HOXD11	-1.4035
FNBP1L	1.6895
DHX35	-0.75625
LCE3E	0.557375
SLC33A1	0.681
DCLK3	0.919166666666667
TRIM33	-0.365166666666667
TMCC3	1.90833333333333
FBXO42	0.222333333333333
C1orf27	-0.0165
C17orf50	-0.043
RNF14	-0.332416666666667
SLC4A8	-1.325
RAB3IP	-1.3057
COX6C	-0.5525
PCSK1	-3.6919
SLC13A1	0.325375
ARF6	0.671166666666667
KIAA1009	0.094375
HOXA13	-2.7435
HMGN1	-0.111125
CXADR	0.502083333333333
MGC14436	-0.049
UTF1	0.985
TSC22D1	1.2319
BZRAP1	0.976333333333333
PUF60	0.844916666666667
SHC1	-0.247
HOOK3	1.0225
LIMS2	1.89633333333333
BAHCC1	-0.00633333333333333
CLCC1	0.533166666666667
ENTPD3	1.88983333333333
SMO	0.40625
PIK3R5	1.52725
CDC14A	-0.121916666666667
KRT1	3.218
ENOX2	0.630166666666667
FLJ22655	3.4985
FPRL1	0.577
INTS6	0.7321
ZCCHC5	0.714
SMC3	-0.5705
C6orf123	2.4575
FLJ20160	1.61475
LOC653391	0.132333333333333
GSS	-0.522
NT5M	-1.54775
SIX5	0.17025
TAF5	-0.6585
KCNA1	1.53583333333333
ANLN	-1.62016666666667
MGC45491	-0.5765
SSTR2	2.34225
LYPD4	-0.02175
TH1L	-0.313375
CHRNA5	0.042
PNMA6A	-0.27025
FLJ16369	-0.4205
DLX2	-2.7387
C6orf108	0.0369166666666667
ALDH3A2	-0.698
CLEC1B	0.094
LEPREL2	-1.31875
FOXJ1	0.4868
OR1D4	0.1035
PPIL4	-0.42975
MTRR	-0.761
SLC27A3	1.059
HTR7	-0.972333333333333
MIB2	0.149
BHMT	-1.61683333333333
A2ML1	1.32
MSMB	0.353625
KIAA1383	1.418
TRUB2	-0.65125
PF4	0.751333333333333
IL1F5	-0.00766666666666665
LRRC37B2	-0.51925
IPO4	-0.1535
FIGF	1.55975
QDPR	-1.04725
ZNF598	-0.4645
BOP1	0.10625
MAPK12	-1.91233333333333
POLR1E	0.282625
CEECAM1	-0.644833333333333
INSRR	0.0055
SIPA1	1.2225
ULK4	-1.09866666666667
BTN3A1	0.5928
FABP5	-0.4605
KBTBD3	0.675166666666667
SORT1	0.338166666666667
YWHAQ	0.2871875
LRIT1	-0.0705
KIAA1704	-0.197
MEIS2	-0.0644
ENOSF1	-1.00416666666667
PCDH7	-0.717357142857143
FZD9	0.314166666666667
RPLP1	0.592666666666667
ZNF75A	0.132
P4HA3	2.8735
NKX6-1	0.32325
CTA-216E10.6	0.0783333333333334
IFT140	0.17325
DENND1A	-0.699666666666667
ALCAM	-1.222
ABHD2	0.328954545454545
QPRT	-1.196
TRAM1	0.723642857142857
ATP1B4	0.21
NUP37	-1.6955
SAA3P	0.1935
SLC22A6	-0.07575
KIAA0265	0.281875
ZNF41	-0.13825
ADAM19	0.9354
ERAF	-0.73475
DEFB119	0.14775
DNMT3B	-2.78366666666667
SNF1LK2	-0.158
MGC24039	-1.05916666666667
TAS2R48	-0.0435
PNLDC1	0.2115
ADAMTS16	0.096625
TMEM92	0.925666666666667
CCT8	-0.604166666666667
POGZ	0.833083333333333
N-PAC	0.6125
GUCA1B	-1.08716666666667
ZZEF1	-0.066
OR2C3	0.07475
ZNF334	0.437833333333333
RANBP6	0.934
LDHB	-0.604833333333333
BAMBI	-0.783
RAB5B	0.332
FOXB1	1.28625
MRPS12	-0.2205
MRGPRF	0.769625
CRIPT	0.7275
CYP2D7P1	-0.415
RYR1	1.7
NDUFA2	-0.38475
TRIP12	0.483583333333333
KCNE3	3.11816666666667
MOBKL2B	0.8581
MIOX	-0.17275
ACOT7	-0.34875
FGF6	0.2345
RASSF5	0.6553
ATAD3B	-0.259833333333333
IKZF3	1.4
H3F3B	0.374285714285714
C6orf91	-0.5315
SEC11C	-0.73325
TMEM14C	-0.485
KIAA1632	-0.2085
SLC38A4	-0.5665
FGFR3	-1.174
HES7	1.44525
HINT3	0.4465
ARIH1	-0.0135
FLJ35880	-1.9235
C1orf129	0.997
POU6F1	0.179375
RPL32	-0.014375
BBS1	0.146166666666667
RGPD5	0.5875
SULT1C2	-2.885
KDELC1	-1.486
PIP5K3	-0.445166666666667
CHI3L1	3.3892
CSDA	0.7145
VTCN1	5.06275
WDR62	-1.31775
TMEM170	-0.17625
KIF2A	-0.57025
C6orf182	-0.782833333333333
ARL6IP6	-0.4165
ZCCHC9	-0.977
RARB	1.24516666666667
ZNF320	-0.012625
DHX15	-0.47575
PICALM	-0.140166666666667
CNOT6	0.2675
HIST1H1A	3.88425
ZNF702	-0.3765
OR1E2	0.9035
HLF	-0.118
LOC442582	-1.0265
KIAA0494	1.3075
TCF4	1.2791
APOBEC3B	-0.29275
FAM54B	-0.6415
MYH2	-2.17975
FXN	-0.059
C12orf59	0.6945
PAEP	-1.554
SPG11	-0.31625
VN1R4	-0.03575
KCNJ13	-0.916
NOC3L	-0.46575
C5orf36	-0.0115
CPAMD8	3.48525
MLN	-0.6503
FLJ11184	0.067
TIAM1	0.270833333333333
OR10J3	0.1525
OR52E2	0.349
PBX1	1.5913
UBL7	-0.344833333333333
PXMP2	-1.35325
SYTL1	-0.177333333333333
FAM126B	1.2495
ZNF711	-0.166
GGA1	-0.474
VAMP4	0.0766666666666667
BCAP29	-0.7099
C20orf19	-1.5205
ZNF275	0.24375
NEK6	-0.28125
SETD8	-0.333833333333333
HEXIM1	-0.00833333333333333
SULT1A2	-0.373375
KLHL9	1.40225
SLC39A12	2.0715
ARHGEF16	0.88
SCN1A	0.141833333333333
HNRPH1	-0.83275
C9orf103	-0.16
ECE1	-0.00899999999999999
MED18	-2.11675
TEX13B	0.1305
SNN	0.66025
C6orf62	0.274388888888889
WNT3A	0.2454
IL22RA2	4.144
MGC21881	0.273625
GABBR1	-0.16575
YIPF6	0.231
PROX1	-0.422666666666667
PPP1R1B	3.97825
LANCL2	1.1536
SCN3A	-0.4395
SSRP1	-0.463166666666667
ASXL2	0.28475
RPE65	0.3265
SNAI1	0.1825
EFNA2	-0.13925
CLDN9	-0.066625
TP53I13	0.231875
LOC375748	0.7965
C9orf7	0.04875
C14orf178	0.3445
GC	-0.464
IER3	-1.18666666666667
KCTD10	0.470625
FLJ45717	1.35925
ADC	0.5035
LOC285908	-0.497416666666667
MLL3	-0.635125
KIAA1787	-0.7135
MGC31957	-0.1775
MUC5B	0.710666666666667
ZNF193	-0.309
CSRP1	1.988625
MOSPD1	-0.884833333333333
C21orf49	0.4265
RAD1	-0.39825
ANKRD34	-1.2255
NFRKB	-0.361
FANCA	-0.89
VTI1A	0.0504285714285714
PCBP3	-0.0838333333333334
BFSP2	0.12825
ZNF354C	0.45625
FRMPD4	-0.02075
IKBKG	-0.369166666666667
LOC441046	-1.1185
UNQ9438	0.294833333333333
TM4SF20	-0.5735
MAGEC1	-5.9815
AMMECR1	-0.48375
GLDN	-1.208
TTC30B	1.2585
SEC13	0.1558
EGF	2.627375
HAGH	-0.40425
VSIG1	0.261833333333333
NHLH2	0.2855
NCAPD3	-0.952375
MGC16121	-1.82075
HIATL2	-0.043
BRCC3	-0.0971666666666667
LCE2D	1.2655
TMEM79	2.096
GTF3C5	-0.268
AKR1C4	-0.3
C3orf59	0.351625
RBM26	0.10775
DUSP14	-0.3375
AP4M1	0.0978333333333333
RIMBP2	-0.972166666666667
ABCC2	-4.62816666666667
DNAJC16	0.228166666666667
TTC12	-0.0211666666666667
SNX13	-0.2085
C6orf168	2.036
C1orf100	-0.98025
CSPP1	-0.257666666666667
LRRC56	-1.14525
OR1J2	0.0815
THY1	0.8975
KIT	3.6835
TBC1D8	-0.08675
EPHA7	-0.325
SOLH	-0.21875
SVIP	-0.242
ZNF294	-0.0605
HAND2	2.55616666666667
CENTB2	1.1555
MARVELD3	3.288125
CREB3	0.811333333333333
KRTAP1-5	-4.14825
OR8K1	0.226
MED25	0.3875
FDX1	-0.491666666666667
FAM19A1	0.464
IL13RA1	0.2663
ZNF627	0.378333333333333
NHP2L1	-0.17725
EIF2B2	-1.06325
ZNF593	-0.42925
WIPI2	0.7255
RANBP1	-0.2875
TAS2R7	-0.079
LOC283514	-0.798
CSNK2B	0.0212
CFHR1	0.2735
DKFZP434O047	0.0623333333333333
WBP11	0.30425
TEX2	0.548
GALNT2	-0.667833333333333
FLJ33360	0.49225
WNT9A	0.00399999999999998
IL29	-0.047
STK3	0.683777777777778
REPS2	0.57025
FAM78A	-0.12975
MGC3207	-0.681
FCGR3A	6.52725
H2AFY2	1.378
RNF150	0.3325
CCNK	-0.37275
VEZT	-0.224333333333333
FSHR	0.3605
C1orf66	-0.501
LCE2B	0.2451
CD200	0.5555
ORMDL1	0.1665
OR51S1	0.1635
KRT83	-1.6535
COL19A1	1.16775
POL3S	-0.251
ZNF468	-0.0956666666666667
BAG3	0.3725
C1GALT1	-0.53475
CA5A	-4.37375
DKK4	2.1495
SGK2	-2.0755
PIK3C2G	5.06275
USP11	-0.128
IMPA2	0.02625
PRKDC	-0.123142857142857
MSR1	2.784375
PDCD6IP	-0.646416666666667
FAM122A	0.4755
ZNF740	-0.4185
ATXN2	-0.3915
SLC17A4	0.499666666666667
RAXL1	-0.100833333333333
RS1	-0.03175
NET1	1.27333333333333
NPY1R	-0.0566666666666667
MVD	-0.749
C11orf61	-1.052375
CHDH	0.1205
GCNT2	1.0585
LGALS12	-1.242
IK	-0.5565
C7orf41	0.231555555555556
SURF4	-0.628833333333333
C1orf91	0.00999999999999999
BCS1L	-0.377333333333333
C20orf141	0.170166666666667
BCAS2	-0.384
ACE2	2.73825
ICT1	0.107
CD79B	3.89475
MRPS9	-0.21675
AADACL1	-1.20125
IRS2	0.149375
LUZP2	-1.5875
TMEM148	0.05975
ZNF514	0.284333333333333
ADCK2	0.556
ZKSCAN1	0.364714285714286
FASTKD2	0.327875
KCNMB3	0.153666666666667
POFUT2	-0.4659
GNG2	-0.2643
OR6Y1	0.431
FAM26A	-1.439
CAND2	1.5835
FLYWCH2	-0.21325
BCL6	2.01575
MDH2	-0.127714285714286
DRP2	0.0185
TPD52L1	1.843
TXNL4A	-1.0845
OR3A1	0.4685
C22orf9	0.151571428571429
RAB25	1.92166666666667
PCTK3	0.78975
POR	0.1725
ARPP-19	-0.269583333333333
SREBF2	-0.266
ZWINT	-1.20516666666667
TRUB1	0.226125
ENPP2	2.60316666666667
UXT	-0.4245
ALG11	-0.3165
SMCR7	0.052
SLC31A2	0.74825
USMG5	0.09425
ZNF780B	-0.9005
APEX1	-0.33525
THSD3	-2.7695
CEP68	1.1983
NY-SAR-48	-0.32425
ZIC3	-4.503
LPAL2	-0.00330000000000001
MRPL11	-0.140333333333333
VPS53	-1.11566666666667
MPDU1	-0.476625
UBL4B	0.7765
LASS3	1.5405
GAST	0.3885
SPERT	-0.147666666666667
UBE2L3	0.35075
MLSTD2	-0.307416666666667
ADRA1D	0.166
FZD10	0.141833333333333
ATP6V1E1	0.550375
SAR1A	-0.34575
MCTP2	0.061
TMEM5	-0.99125
BIRC2	-0.945833333333333
TMEFF2	-3.17283333333333
NLGN3	-0.348
LMX1A	0.0925
C19orf51	-1.92775
LOH3CR2A	1.019
SLC9A3R2	0.250666666666667
TIMP1	1.09
PFN4	-0.3085
UCK1	-0.7085
TPST2	0.0975
AQP6	0.529666666666667
OR1N2	0.2135
KCNIP1	0.33525
SFTPG	1.51483333333333
KIAA0087	0.0265
UBXD3	-0.188
ABT1	0.3005
RIPK5	-0.0707142857142857
SMG1	0.1497
BTBD8	0.053
PIP5K1C	1.0569
POU2F2	1.9963
C17orf57	0.24825
TSPAN14	0.1474
NUDT16	0.528166666666667
GPT	1.82
PDK4	0.5026
ELL3	1.263375
NNMT	1.58016666666667
NUFIP1	0.026375
RHBDL1	1.5675
FILIP1	2.2359
C17orf56	-0.553
C8orf73	0.04175
FLJ21438	1.93625
TBC1D10A	0.66925
ERGIC3	-0.0986666666666667
CREB3L4	1.676
TARBP1	-0.26775
C1orf9	1.71475
COLEC12	-1.4985
FBXO30	0.828
TNFRSF25	0.6315
UBE2T	-0.899833333333333
SLC2A1	0.2187
RPH3A	-0.444
LSAMP	-2.5075
CER1	0.46475
ATP2A3	0.2137
SGK	0.23575
CCR7	5.41225
ZIK1	0.6625
RECQL5	-0.36175
HSD17B7P2	-0.74525
MTERFD1	0.201375
ANGPTL1	1.02716666666667
NLRX1	-0.281333333333333
FHOD3	1.53633333333333
PSG7	-1.52075
ARHGEF5	1.12775
C14orf21	0.594666666666667
FGD2	1.300875
OR5T2	-0.2405
P2RY14	3.8255
PPP1CA	-0.109166666666667
ZNF33B	-0.0225
MOCS1	0.140833333333333
NAP1L1	-0.782625
IGSF21	0.0665
PTDSS1	-0.215307692307692
SLC38A6	-0.4675
GLCCI1	-0.864375
CCR4	1.332
OLFM2	0.8655
COX6A1	-0.380833333333333
B3GALT2	0.1605
BEST3	-1.2298
CD14	4.815625
ABCC9	1.058
SNAP29	-0.064125
HMGCR	-1.125
IFT74	0.0938333333333333
CNTROB	-0.488666666666667
ZNF548	-0.078875
INSL6	-0.951
HERC1	0.1235
HOXB1	0.1505
EMCN	5.3205
BLNK	1.9255
SKP1A	0.0121428571428571
IL19	0.7675
DOC2A	-0.655375
COPB2	0.7795
CDC27	-1.1535
LECT1	-1.0535
UBR1	-0.267416666666667
COPS6	-0.63075
MCCC1	1.26877777777778
C12orf33	0.7065
POM121L1	0.63675
GPC4	0.3155
ZNF664	-0.120666666666667
VAC14	0.0103333333333333
PPY	-0.0335
SRCAP	0.49875
PPP1R13L	0.907
BPGM	-0.2695
HMOX1	0.0211666666666667
MC4R	-0.16775
FAM126A	-1.152
PRR13	-0.401625
INS	0.222
FLT1	1.63025
FEM1C	-0.6295
SLC25A2	0.12625
TMED3	0.43025
SPIN2A	0.033
EXT1	0.545444444444444
CLEC4D	-0.646
GALNTL4	2.3835
RCOR1	-0.624
SMAD2	1.13411111111111
ODZ3	-1.74536
TMEM68	-0.812125
POLS	-0.2345
PPIH	-0.854833333333333
FLJ25439	-0.013
C21orf77	0.0615
C20orf121	-0.535875
CENPE	-0.531
IFNA7	-0.43
CRABP2	1.6654
LOC57228	-0.0148
CXorf15	0.39975
ASL	-0.44
SLC2A14	-0.777
GATA3	-1.15875
OR52B2	0.08625
