Hybridization REF	TCGA-BH-A0EB-01A-11R-A034-07
MAPKAPK2	1.03242857142857
NMNAT1	-0.662
LHFPL2	1.15575
C9orf43	0.369
DIP2A	-0.487
ACTR8	0.175125
CCDC34	-1.38375
PTPN22	-0.234875
ITGA3	-0.432
FAM129C	-0.29125
RABGGTA	0.554333333333333
UNC45B	0.2285
KIAA1033	0.448875
ZNF510	0.0261666666666667
CYP2D6	-0.843833333333333
SLC26A10	-2.175
STX8	0.52975
LUZP1	0.249125
WDR89	0.230833333333333
EIF4G3	0.5811
C5AR1	1.4505
ZNF623	-0.265
A2M	1.47975
TGM7	0.259
GRPEL1	-0.122
LMNB2	-1.7337
ROCK2	0.0983333333333333
SNX16	-0.157
CCDC66	-0.31875
ANXA3	-1.5695
KIAA1609	-0.54525
EED	-1.22475
RNF32	-0.725333333333333
HES1	1.0515
CLC	0.265666666666667
ISL1	-0.690833333333333
KIAA0528	0.591
MANEA	0.871625
C1orf61	-2.472
hCG_2001000	0.56175
RAPGEF6	-0.1184
KIAA0020	-1.13416666666667
NEIL1	0.77525
C16orf45	0.795125
RBM10	-0.242
C10orf125	-1.102
MRS2L	-0.4465
DNAH17	-1.2725
C19orf10	-0.23625
C1orf160	0.7385
SLFN12	1.47375
EXOC3	0.138333333333333
HIST3H3	0.56275
NCOR2	0.541833333333333
TNFRSF9	1.342
MFSD8	0.25225
ALX1	-3.42233333333333
NOL1	-1.0535
PODN	3.1115
TIAL1	-1.0195
HIST1H1E	0.13125
NPY6R	0.29625
TM4SF4	-0.3515
CORO2A	0.86625
ETNK2	0.343666666666667
APOE	1.593
ANGPT4	0.29
HDGF2	-0.35525
G30	-0.722
ST8SIA4	0.26225
F2RL1	0.101125
FAM19A4	-2.769
CCAR1	-0.64725
B3GNT7	-0.16325
OPHN1	-0.1152
DSCR6	1.539
C21orf13	1.287
GAS2L1	-0.04275
RFX3	-0.333166666666667
COPS4	-0.121375
BCHE	-4.3535
BCL2	2.694375
HBZ	-3.04883333333333
ARL13B	0.435125
MAPBPIP	0.911875
MYO15B	-0.93025
SPZ1	-0.2055
KIAA1324	3.37833333333333
PLCL2	0.187625
C4orf29	-1.12225
WDFY2	-0.51925
ZNF284	-0.8825
NAALADL1	0.526
DUSP5	-0.114333333333333
PXDN	0.448375
SLMO1	-1.417
TNXB	0.3239
BIRC7	-1.21975
A4GALT	1.1035
TIMM22	0.41725
FAM110C	1.32675
TOMM34	-0.931
ABHD9	0.2495
ADAM32	0.2905
CRHBP	-0.624
AQP2	0.467
LOC130355	0.625
ZNF187	0.101
ZNF816A	0.343
F7	2.041375
CNOT1	-0.8872
SLC13A4	-1.24425
ZBTB11	-0.37475
B3GALT5	-0.096
EXOC2	0.384333333333333
IRS1	-0.049
TMEM1	-0.125666666666667
MRPL34	-0.344833333333333
SAMM50	-0.7685
CDC42EP3	-0.703875
HSF2	-0.793
MFN2	-0.1645
TSPAN7	-1.92233333333333
NUCB1	0.800416666666667
RHOH	0.1795
ARL16	-0.8895
TACR1	0.578
SFRS5	-0.6235
SNX25	0.0485
RHBDF1	1.11066666666667
PCDH18	1.83783333333333
HMG1L1	0.4335
MYO5C	1.166375
MAPK10	0.287
LDHAL6A	0.0285
NUDT12	1.02966666666667
NCAM1	-0.210375
GLIS2	0.793
GGTL4	-0.7255
DAPP1	1.422
ATF7	0.759
KIAA0748	-0.16025
NFIL3	-1.75925
TM6SF1	1.1334
SEZ6	-0.09875
NANOS3	0.142
DNAJA3	-0.191666666666667
CLDN6	-2.754
CIITA	3.1819
EPHA4	-0.737166666666667
FANCC	-0.5985
CMTM3	1.12075
PSG3	-0.39125
MRPL15	-1.002
C21orf59	0.39
PLCXD2	0.3185
C2orf34	-0.00775
UBE2L6	1.6255
MED14	-0.172
HP1BP3	-0.0576
C6orf208	0.314
TPBG	1.668
OSR2	-0.216
XPC	0.3425
KLHL7	-0.905666666666667
CCR3	0.0293333333333333
AGTPBP1	-0.961
PCSK6	1.3894
STAT5A	-0.7404
FAM18B	0.447
LONRF2	0.834
PTPN2	-0.52
SF3A3	-0.357333333333333
EFCBP2	-0.086
HCFC1	-0.530166666666667
AHNAK	0.8306
ACTR5	-0.51
KIF14	-2.61528571428571
TENC1	1.54375
HEATR5B	0.6205
YIPF2	0.854166666666667
MYEOV2	0.4485
DUSP18	1.338
KIAA1012	0.31725
AHR	1.32966666666667
C17orf53	-1.66933333333333
PTPRH	-3.8725
ATP6V1C1	-0.3332
TAS2R3	-0.237
LOC440356	-0.73075
COQ10B	0.38075
PSMF1	0.358083333333333
SORBS2	2.672
NFE2L2	-0.0975
TMCO7	-0.624
SH3PXD2A	0.5384
SH2D2A	-0.9185
SPINK5	-3.40675
MRPS24	-0.34525
OPA3	0.410375
TRAF7	0.348166666666667
C4orf35	0.311166666666667
MT1G	-0.999625
MGC39545	0.355
HS1BP3	0.2616
OR2B2	0.28
CHRM4	0.348
SFRP2	4.13591666666667
RIC3	2.074
ART1	0.254
C6orf1	0.97725
DUS4L	-1.9765
C10orf104	0.15225
TNFAIP6	3.12475
RTEL1	-0.98675
CCT4	-0.9412
ZNF709	-0.04175
CHMP6	0.347
UPP2	0.37275
CYP19A1	-2.584625
CD151	0.329833333333333
NDUFA13	0.1375
ARFRP1	-0.929166666666667
FAM26B	1.85325
CRYBA1	-0.5475
MRPL41	0.1455
NPFFR2	2.627625
HRH2	0.309
SCAMP3	0.534166666666667
MTMR6	0.8431
MTG1	-0.984333333333333
UBTD1	1.29975
CRABP1	-3.0025
FLJ33790	0.8597
KIAA1908	-0.371666666666667
GPR158	-3.178
PACSIN3	0.248833333333333
OMD	3.2215
CATSPER1	0.854166666666667
HOXB8	-0.847125
FBXO46	0.8035
OAS1	2.36783333333333
SVIL	0.75325
PHB2	-0.546
ADCY3	-0.897
NDRG2	1.61066666666667
ERMAP	0.7333
APBA2	-1.5715
IGSF9	1.8935
WNT6	-0.291857142857143
MYCBPAP	0.88875
ATP2B2	-0.3359
CPVL	-0.5525
TRAM2	-0.444416666666667
NOP5/NOP58	-0.5995
ZNRF4	-0.0205
TLK1	0.478375
MTMR12	0.249142857142857
ZNF384	-0.0943333333333333
FAM9B	-3.29025
RPN1	1.0199
PMVK	0.945
EIF3D	-0.145
SIX2	0.72625
HPS1	0.66
RNF7	0.37475
PSKH2	0.53
KCTD13	-0.4235
CSMD3	-0.7703
FBF1	-0.1785
IL8	-6.119125
SERPINB13	0.0914166666666667
FBXL20	0.182
BLR1	0.18875
SH2B1	-0.520666666666667
RFNG	-0.17325
RAB20	1.143
RBM7	-0.5495
POLR1A	-0.514
TMPRSS4	-2.42275
TAF9	-0.89525
TERF2	-0.314166666666667
TNFRSF1A	0.8665
ACADVL	0.0128333333333333
GTF2H5	0.79075
EDG8	-0.0891666666666667
C9orf140	-1.593375
UST6	-0.09475
ZBTB8OS	-0.5345
ZNF710	0.8575
GPR174	-0.7185
ATP6V0A2	-0.45725
KIAA0319L	0.793166666666667
XKRX	-0.442
DOPEY2	1.6387
SDHD	-0.32725
SUMF1	1.88475
OSM	2.92075
OPN3	-0.7915
DAGLB	0.586
PPFIBP1	0.7576
TRIM63	-3.31925
C10orf53	0.2875
LYPD3	0.742833333333333
BCL7A	0.00674999999999999
AGER	-1.6125
TCF19	-1.447125
SAT2	-0.21175
PFTK1	0.703666666666667
GABRE	-3.43375
C15orf38	1.3851
FIS1	-0.1845
KCNV2	-0.299
CLPS	0.37875
PPCDC	-0.792375
FOXN2	1.08516666666667
NT5E	-3.0813
CD83	1.514
IL18	1.148875
VPS16	0.4245
IGFBP2	-0.029
NOTCH2	0.97375
SIGLEC1	2.956875
CD93	5.5905
SULF2	0.388
CEP164	-0.2795
P53AIP1	-0.258666666666667
TOR2A	0.128
ZNF136	0.52675
MGP	3.7128
CCDC144A	0.5354
TRPC1	-1.04533333333333
SMS	-1.09183333333333
MAPK7	-0.170666666666667
RRAGC	0.5925
PARD6A	-0.0783333333333333
NUB1	0.5015
SYNGR4	0.557
OR11H12	0.243
WIF1	0.472
GCH1	-0.005
OR11H4	0.2485
SLC44A5	0.5385
GPRIN2	1.1165
LOC401431	-0.52275
CPA4	-3.2139
MELK	-3.24366666666667
IL15RA	1.17275
CUL3	-0.213
HMBOX1	1.16625
PODXL	-1.47825
CCT6B	1.42483333333333
COMTD1	-0.67025
MUC20	2.65266666666667
GPX2	-3.34475
ITK	-0.73425
FBXL5	1.2905
C13orf27	-2.2865
DEFA5	0.405
TRHDE	0.2695
MTP18	-0.346666666666667
UQCRQ	0.8846
ITGB2	2.79216666666667
CSRP2BP	0.197
TAS2R44	0.6055
PHPT1	0.04325
FAM44C	-0.3425
ERH	0.611
MPHOSPH1	-2.2515
MORC1	-0.2445
PARVB	-1.345
LAMA1	-1.853
PGBD3	0.3115
GIMAP6	4.3595
AREG	-3.57816666666667
LIPT1	-0.751
MGC99813	-1.199
C1orf201	0.141666666666667
GRIN2A	-0.7781
MAN2C1	-0.824375
NSUN5	-1.38925
SF3B5	0.534
MYC	-2.3709375
NRXN1	-0.491
ZNF18	0.84325
SPDYA	-0.860625
SLC37A1	1.4435
DECR2	-0.2445
ANKRD38	1.06375
SPTLC3	-0.31225
SUPT16H	-0.296
DTWD2	1.30325
ULBP1	-0.965
ZADH1	-0.217
OIP5	-3.22875
IL10RB	0.253333333333333
OTUB2	0.70725
VWA3A	0.0135
SPIC	0.679166666666667
OR6C4	0.2495
PSCD4	1.87016666666667
DPY19L2P2	-0.815
TRAPPC6A	0.3975
C21orf2	-0.0658333333333333
CEMP1	-0.38875
LIN7B	-0.3975
E2F7	-2.78433333333333
VCP	0.1388125
LAMA3	0.510666666666666
BGN	2.165
GPR160	1.532
COCH	-4.67816666666667
GPR81	2.18383333333333
APOBEC3F	-0.8265
tcag7.1017	-1.24475
C1orf32	0.566
SCGB1D2	5.824
FLJ43987	0.2985
C6orf170	0.3935
KLK9	0.363
GPD1L	2.489875
VPS37B	0.3515
ATG3	-0.085
ADAMTS17	-0.118
KLHDC2	0.000499999999999998
NDUFV2	0.584
BLK	-2.83575
MATN4	-1.338
GPM6A	-0.42175
GBP4	4.63166666666667
TMEM162	0.240333333333333
PKP2	0.2595
HRASLS	-0.559666666666667
MMP1	-2.99
SFXN3	0.1744
FSD1	-1.8525
ST6GALNAC3	-1.67183333333333
CA12	3.1989
NCOA6	0.28975
C19orf58	-0.1035
PPP4R1	0.331333333333333
MAN1A2	2.0545
IKBKAP	-1.49625
UPF1	0.124166666666667
KIAA1219	0.2225
WNT16	-0.148166666666667
SNW1	-0.091625
IL18RAP	2.29225
RPP30	-0.7395
CDC40	0.555857142857143
SETD3	0.169833333333333
SLAMF6	0.299
ELK4	-0.2085
TRIM47	0.4085
ACOX3	1.54725
TRIM6	0.105625
KIAA0372	-0.104666666666667
TP53AP1	0.337375
SMURF2	-0.29925
ADAD1	0.26175
EBP	-1.0562
KRTAP13-2	0.174
FLJ36874	-0.757333333333333
TOR1A	-1.15648231731787e-18
P2RY4	0.7635
GPBP1	-0.08875
TRPV1	-0.10525
ADAMTS12	0.766
PES1	-0.6088
ATG4A	0.9395
MAGEA10	-4.66125
WFS1	1.4225
CC2D1B	-0.349166666666667
PABPN1	-0.09875
SLC25A30	0.1795
SLCO1C1	0.253166666666667
SLC22A5	1.071
KIF23	-3.1685
SYN2	-0.221833333333333
ASPN	8.59166666666667
CENTG2	0.2025
QSOX2	-1.8281
FLJ10815	0.0316666666666667
STK24	0.068
SPEG	-0.0108
STK10	0.599833333333333
DACT2	-1.432
AAAS	-0.7405
SSX3	-1.3705
ABCD3	0.5499
C4orf12	-0.40825
PARVG	1.997
FIG4	1.2215
C9orf46	0.68725
TMCO6	-0.692
IGHMBP2	-0.9445
DUS2L	-0.786
FAM3C	-0.9835
TMEM16D	-2.375125
DCTN4	0.806
KCNH3	-0.504
EIF2AK2	1.57575
AP1S3	0.232125
CST4	3.2435
PAM	0.86875
NUTF2	-0.7235
CITED2	0.2218
SLC39A4	-0.838
C2orf52	-0.7235
GRM3	-0.18125
C12orf49	0.707125
CCDC49	-0.1636
GRAMD1B	-1.161125
FNDC4	0.22875
SIAH2	1.121875
GDPD4	0.159
C21orf87	0.422875
ATP5A1	0.231166666666667
C16orf63	-0.83
LOC388135	0.455166666666667
ATP5J2	-0.90475
MMP3	-0.65225
EMID2	-0.606
CRHR1	0.42375
WDR70	-0.18275
C13orf31	2.23
ZFAND1	-0.88825
CCL18	2.63366666666667
C3orf49	-0.078
RINT1	-1.319
KIAA0408	-1.50666666666667
F13A1	5.1121
SLC10A1	-0.155666666666667
OGN	1.779
GIPC2	-0.9765
XPO6	-0.223
LCE1A	1.012
FMR1	0.4253
LOC374920	-0.22225
DUSP3	0.301
ANKMY1	0.27675
C7orf50	0.558
BBS9	0.2299
UNC119B	-0.28325
C9orf72	-0.6575
MGC35440	-0.684
ENTPD6	0.311875
PPP1R2P9	0.45675
ERCC4	0.55825
FAHD2B	-0.0575
HMHA1	0.3055
HACL1	-0.54375
RAD23A	0.2445
FAM83B	1.164
PPP5C	-1.092
RNASEH2C	-0.078625
C9orf153	-0.3545
SCAMP4	0.69075
GHITM	0.3311
NDUFB7	0.064375
ADCYAP1	-0.305333333333333
SP110	2.13633333333333
MAP3K7IP2	0.602
DHH	0.071
AGRN	-0.172785714285714
WDR33	0.113166666666667
CEP290	1.2735
PRPS1L1	-1.37416666666667
KLRA1	-0.724
GPR97	-0.505
CHD7	-0.755083333333333
TLR10	2.3765
SLC30A8	5.199
HIC1	1.41366666666667
IAPP	0.7445
RXFP4	0.18525
GP1BB	0.79525
SHQ1	0.666
NKX2-3	0.3775
API5	-0.1925
FTHP1	0.574
MOV10L1	0.370833333333333
TRIM6-TRIM34	3.09766666666667
ADHFE1	0.1045
FAM117A	-0.4105
DDI1	-0.0381666666666667
CDON	0.778333333333333
TRIM73	-0.7715
IGKC	4.563
MMP14	0.615333333333333
DYNC1LI1	0.109875
C11orf66	0.2455
TRBV3-1	-1.34575
FASTKD5	0.05875
BIVM	-0.84775
LHX4	-0.16475
CXCL2	-2.3053
RAB2B	-0.549166666666667
IZUMO1	-0.59275
MAP3K15	-1.863375
FAM19A2	-0.0631666666666666
ZC3H8	-1.465
ZMAT1	2.20575
SPINK5L3	-3.33875
SLC10A6	0.591
APPL2	0.292125
CARD10	-0.532666666666667
LOC402176	-0.20425
EEF1D	0.3224
RAB6A	0.4891
C12orf5	-0.077
PAPOLG	0.452
MSRB2	0.8465
BCR	0.136111111111111
PUS3	0.35025
TIAM2	0.448
ZNF317	0.0791666666666667
CHD2	-0.0963571428571428
FZD5	-2.30631818181818
NUDT8	-0.06425
ZNF763	0.067
PRC1	-2.51477777777778
ABCB9	1.04266666666667
SPATA3	-0.02425
TRAK2	0.92425
STAB1	3.060375
LRRTM2	-0.38
psiTPTE22	0.86375
DBI	0.37325
SERPINA11	3.13375
NAT5	0.03825
C20orf58	-1.58975
RPS6KA4	0.5325
FLJ90650	-1.32225
TGFBRAP1	0.52325
CHRDL2	-0.047625
FAHD2A	-0.4105
CNTN1	0.47425
BBS4	0.264
TMEM181	1.4405
MINPP1	-0.3705
MPHOSPH6	-1.00175
HOXC10	1.5735
ITPKB	0.339
CLPTM1L	0.122625
MEOX2	-0.593833333333333
ATP6V0C	1.0395
PRPF8	0.0745
TMC5	3.6865
FKBP3	-0.66725
PLEKHB2	0.0395
OR4D6	0.001
ZNF544	-0.6575
D2HGDH	-0.00774999999999998
RPL18A	-0.4747
HEL308	-0.14
MPP6	-3.96925
TCERG1	-1.6185
KRT16	-0.698333333333333
KLF17	-1.05425
KLF5	-1.071625
CDR1	2.537125
VCX3A	-5.1725
FBLN2	2.406
C14orf104	-0.321
HBE1	-4.7743
OR4S2	-0.1455
C1orf108	-0.108666666666667
ROBO4	3.4425
CPEB4	0.641125
C11orf80	-0.664666666666667
BCKDHA	0.378
MYOC	0.37325
GIF	0.008
CKMT1A	0.649
RPL3	0.2229
THBS1	3.1145
APOO	-0.78125
ARMCX1	1.629
HSZFP36	0.45925
SNAPC5	-0.52375
EIF4ENIF1	0.40775
ZNF433	-0.1205
TNFRSF21	-0.974
TMPRSS7	0.5435
SPATA18	0.9812
HPDL	-3.5095
MKL2	1.3173
TBX3	-0.759538461538462
C21orf93	0.348333333333333
DAXX	0.461
ELMO1	0.8405
RGS13	1.18166666666667
TAF11	-1.2635
UNC13A	-1.83475
LOC653314	-0.1824
ORC3L	-0.12625
IMAA	-2.755
TARBP2	-0.27575
CABIN1	-0.1013
TRIOBP	-0.047
HIST1H2AC	1.309875
RGS22	0.107333333333333
NCOA1	1.34183333333333
IL25	0.041
SNCG	0.3175
GPR6	0.2105
AMDHD1	-0.812166666666667
CHEK2	-1.64025
C6orf142	-0.8095
DRD4	0.45425
C14orf68	-0.98075
GDF11	-1.37425
SEMG2	-0.069
CD247	-0.38375
CDAN1	0.021
RBMX2	-0.22
TGS1	-0.85325
OIT3	-0.1135
SYF2	-0.09225
MCM4	-2.91575
PKHD1L1	0.20475
CEP192	-1.05833333333333
IFT88	1.35125
RPL9	-0.122571428571429
RAB32	0.4375
DDX43	1.06525
P2RX2	0.5135
OR5D18	0.1875
UBE1	0.335833333333333
SLC24A1	0.7475
ARHGAP5	0.6485
CETP	-0.42025
KIAA1731	-0.533166666666667
SLC9A4	0.6505
PTPN6	1.55525
BAHD1	0.184
GRIK3	0.435
CACNB2	-0.875
PDE10A	-0.012
DGCR14	-0.35175
PCDHB9	-0.218666666666667
RHOQ	0.329
MAP3K4	-0.39225
KTI12	-0.113666666666667
RPL23AP13	-0.559
GNG11	-0.35575
CLCN3	1.58116666666667
GPAM	-1.249875
VSTM2A	0.369
SLAMF7	3.92866666666667
INTS2	-1.1675
PPP2CA	0.1171
LRP12	-0.408533333333333
SEC14L2	2.501
DKFZP586H2123	1.80075
MC3R	0.0975
CIRH1A	-1.82683333333333
HIST1H2AB	0.145333333333333
POLH	-0.054125
MGC16703	-2.292
SNAPC2	0.1325
FILIP1L	1.72775
RASGRP4	0.242
LRRC1	1.93425
GAS1	0.84475
PRAC	-0.79525
DGKA	-0.115
NT5C3	-0.632
PEG3	-3.2875
NADK	-0.48275
PRR17	0.53675
LOC374569	-0.74025
SGSH	0.991666666666667
NLRP8	-0.0465
GALT	-0.6441
MCF2	-1.076
ZNF263	0.64425
TACSTD1	0.820666666666667
TYR	-6.4656
ATP6AP2	0.70825
RNUXA	-0.179
ABHD10	-0.1256
GDPD2	-1.103
SLC35C1	-0.07275
UBE2A	0.367
HERC5	-0.322666666666667
FAM112B	-4.35233333333333
FBXL16	1.52825
DKFZP434A0131	-0.84475
ELA3A	-2.5765
RBM41	-0.7475
HAO2	-0.032
RNH1	0.55475
SHANK2	1.16416666666667
OSBP2	-1.8415
DAK	0.0763333333333333
C3orf58	-0.245916666666667
TCL1B	-0.5335
KBTBD2	-0.314375
SUGT1L1	0.5135
UBE2E2	-0.0425
MYL9	2.4735
CDC23	-0.624833333333333
PBXIP1	2.0381
CXorf40B	0.324
NBL1	1.05375
RTBDN	-0.0405
RAB11FIP5	0.112375
TTTY13	-0.7665
SCOTIN	0.406833333333333
SOHLH1	-0.5495
CDKN1A	-0.00535714285714286
NCK1	0.28825
ZNF550	-0.81075
SAPS3	0.359916666666667
SPIN3	-0.363333333333333
MAGEE2	-0.09425
MIS12	-0.715333333333333
OR8H2	0.385
KIAA0774	-1.60516666666667
UNC5D	-1.5825
CUL7	-0.2025
LIPC	-3.54166666666667
DIO1	-0.12025
C20orf11	-0.547
CTRL	-1.0995
HS3ST2	1.1565
PAK4	0.7225
CCRL1	3.5765
RNF10	0.706375
ZNF567	0.046
ZNF660	0.45
TCEAL3	1.758
MAGOH	-0.32
CENPB	-0.0776666666666667
C19orf7	0.839375
LOC388965	0.3025
ZCCHC13	0.12
JMJD1A	-1.3329
HIST1H4H	0.285
TBRG1	-0.7286
GPC3	-5.1415
TAF1C	-0.9425
EBNA1BP2	-0.651333333333333
CIAPIN1	-0.7945
PDGFRA	-0.0557222222222222
CSTB	-0.361
CENPI	-2.50633333333333
GTF2E2	-0.8395
RPP21	-0.058
CCNF	-0.714166666666667
KCNQ3	1.557
FAM79A	1.18475
SLC22A12	0.559
NOVA1	2.54583333333333
FZD3	0.6711
AKAP8	-0.86175
SOCS5	0.621375
CFDP1	-1.38925
DLG5	0.20625
PGM5	0.71225
C1orf144	0.334666666666667
HDAC10	-1.498
RND2	-1.39725
C20orf199	-1.15675
RNMT	-0.34625
SLURP1	0.538125
ASTN1	-0.516375
SH3BGR	1.73075
MYCL1	-1.062125
ZHX1	0.0578333333333333
CENPK	-3.94475
FOSB	0.1385
LOC643406	0.48875
C2orf59	-0.940625
TMEM135	0.384375
SLC27A2	-2.21475
KRT33A	1.6805
OVOL1	1.499125
PAMCI	-2.64166666666667
S100A7	-1.794
ZNF789	-1.682
HARS2	0.3495
RPL23A	-0.504166666666667
TCF23	-0.1455
UPF3B	-1.252125
C17orf78	-0.2385
HLA-DOB	1.367
C14orf142	0.180833333333333
TEKT5	1.82966666666667
DMWD	0.2795
POLD1	-2.02016666666667
GSCL	-0.0595
CALD1	0.4994
SCRT1	0.240166666666667
AIG1	1.02
UNC84B	-0.02825
ZNF404	-0.43025
TMED6	-3.4385
KIAA1462	0.4945
LRRC27	1.67333333333333
PYGO1	-0.3475
PIGU	-0.416333333333333
ALAS2	-3.776
WRNIP1	0.30175
CNNM3	0.787
ZNF2	0.2585
ST3GAL5	-0.646916666666667
MRPL23	-0.0155
TSSK6	-0.31425
PSMA6	-0.04675
C16orf70	-0.00625
KIAA1602	0.317
ALMS1	0.243833333333333
DCN	3.23925
TMEM132D	-0.9345
SUCLG2	0.67475
ABHD14A	1.0365
DEXI	0.855666666666667
AMPD2	-0.8865
IFNAR2	0.287833333333333
CYB5A	2.9382
TLOC1	0.873
NXF5	-0.0881666666666667
NRBF2	-0.017875
KCTD3	1.42375
ITGAE	-1.20983333333333
SLC30A3	-2.11616666666667
ZRF1	-1.6675
IFRD2	-0.432
XAB1	-0.40975
PYCR2	-0.186833333333333
SERPINB3	-4.716
TMLHE	0.5495
GEFT	-0.77225
ABCA5	-1.267625
EMR4	0.146666666666667
TSFM	-0.20125
HIST3H2BB	0.0935
ARHGEF19	0.5285
TSPAN17	0.0485
ABCC8	4.1295
MAP1S	0.245166666666667
C22orf36	-0.9725
BNC2	0.4465
HIST1H4A	-0.54275
NDUFS3	-0.1925
WDR3	-0.6185
XKR4	-0.16975
TTC33	-0.806428571428571
STMN2	3.97875
CPN2	-0.802333333333333
HSPC105	0.875125
PCOLCE2	-6.035
C3orf55	1.538
KLHDC9	2.67333333333333
TBC1D23	0.329375
ATXN2L	-1.20591666666667
MAP2K3	0.184916666666667
SCAP	-0.22375
ZNF486	1.02633333333333
C20orf96	0.645
NARS	0.0015
ADAMTSL1	-0.613285714285714
PRCC	0.472333333333333
CCDC126	3.12966666666667
ZNF675	0.19125
CALCOCO1	0.56125
ANKRD43	3.63875
CWF19L2	0.289666666666667
ZBTB32	1.287
BRAF	-0.226
ODF4	0.41575
MGC14376	0.174166666666667
HORMAD1	-2.019
AAK1	0.367416666666667
PEBP1	0.598
TNFSF5IP1	0.0316666666666667
DKFZp564N2472	0.43725
RMND1	0.994125
IGKV1-5	4.92
COL1A2	3.27866666666667
SERPINA5	-1.61475
AANAT	0.595
C19orf21	-0.241166666666667
GEMIN5	0.17375
UBR4	-0.661
LTBP3	1.33816666666667
AMHR2	-2.464
PROCR	-0.6285
MYBBP1A	-0.57275
C20orf39	2.05983333333333
ZNF697	-0.120125
PASK	-0.6427
ZNF776	0.954333333333333
RFXDC2	0.410125
KIAA0467	0.02275
C10orf96	-1.6605
ZNF503	-0.694
GULP1	-1.19141666666667
KCNE4	1.732
DKFZp434K191	-1.47475
LOC196913	0.0755
BHLHB4	0.755
CH25H	0.6005
LOC81691	-1.74033333333333
ALPL	-0.228928571428571
COL12A1	3.794
FOLR3	-2.83433333333333
GPR123	0.035
TRIM62	0.396928571428571
ABLIM1	0.566833333333333
MAST3	-0.4445
RHBDD1	0.734166666666667
LOC338809	0.384
RYBP	1.672
TTC26	-0.719625
ZNF22	0.302333333333333
ISCA2	0.00174999999999999
RDM1	-2.8125
PIGM	1.2925
GNB3	-1.5205
ACTR2	0.6373
HMGB1	0.36305
EDG1	3.0235
SOAT2	-3.719
OR10AD1	0.0555
RAP1GDS1	0.164583333333333
LCE1F	0.2675
ESM1	-0.39025
RCN3	2.2265
CREBL1	-0.6865
DBNL	0.638833333333333
PTGER3	2.32775
USP30	0.418
BCL2L12	-1.0445
KIF26B	2.75575
ZNF416	0.63075
ZNF225	-0.0965
C17orf70	-0.1175
ZNF554	0.5925
RAE1	-0.877
TNIK	1.4275
ACTN3	0.651
MGC45922	0.709
CCNA1	-0.612833333333333
RYK	0.579833333333333
IL26	-0.3925
LRP3	0.5255
QARS	0.04975
SOX7	1.27964285714286
BID	-0.705125
OR2S2	0.1955
CXCL14	3.84225
C11orf47	-1.1
MGC29891	0.801833333333333
HSPB8	-0.0761
PRDM14	-1.19
NUFIP2	-0.00575
MNAT1	-0.178375
ZDHHC2	-0.517833333333333
MBNL2	0.531375
ADD3	-1.129125
CSNK2A1P	-0.29
KLK6	-0.423833333333333
TMEM111	0.5491
KIAA1279	0.536
NUBP2	0.692833333333333
RAB42	-0.638
ID3	-0.8466
TM9SF1	0.9435
MDP-1	-0.15425
POU4F2	0.28075
IQCK	1.62625
C16orf14	-0.29725
CAPN3	-1.69775
FAM43B	0.164875
RECQL	-0.09975
AP1G1	-0.3065
CTNNBL1	-0.175833333333333
ECHDC1	-1.451
SMARCC1	0.4394
FOXQ1	-0.74175
GNAI3	0.166833333333333
POLG2	-2.1095
CD4	1.539125
ITLN1	-0.50125
EBI2	4.0275
IRF1	1.41
PTPRE	2.4644
PTK2B	0.22775
NXNL2	-0.049
SOX4	0.654166666666667
TSPAN3	0.0725
SH2D1A	-2.0235
C8orf58	-0.345333333333333
USP20	-0.90425
DUSP22	-0.483583333333333
CALB1	-2.8615
L3MBTL2	0.554666666666667
MCRS1	-0.03325
TMEM118	-1.04416666666667
C18orf8	0.518
FLJ10241	-0.080625
GJA12	0.77125
PKD1	-0.399333333333333
ZFP3	0.558
JAM3	-0.594125
LAPTM4A	1.4877
DIRC2	0.87925
KIAA2022	-0.0456666666666667
MYOM1	0.102166666666667
TRPM8	-2.43533333333333
MOP-1	1.1655
PHKG2	0.258375
ZNF650	0.402875
KIAA1522	1.115625
PSG8	-1.88733333333333
DDX19B	-0.139
MOBKL1B	-0.044
DIAPH2	-0.607833333333333
PTPN12	-0.4055
CLN8	-0.7311
CRYZL1	0.0831666666666667
CRY2	0.701666666666667
FCGR2B	4.715
PNPLA4	1.3055
ZNF454	-0.41
DKFZp434B1231	-0.39775
CLDN11	0.6432
RFWD2	0.424333333333333
CIB2	-0.766833333333333
MXRA8	3.10975
HRK	-0.464625
MAML2	-0.04775
C4orf31	-0.92
C6orf192	-0.04025
COG6	0.85675
FAM5B	-0.97575
NFATC1	1.3418
SEPT10	-0.07725
SCYL1	-0.2058
RPP40	-1.10625
SCOC	-0.0064
KIAA1450	0.23275
CTDSPL2	-0.565
TBX5	2.39933333333333
NAPG	0.52675
RHD	-4.39375
C14orf45	2.12033333333333
ZBTB22	1.033
PLCG1	-1.17
ANKRD10	-1.073875
AQP7P2	-0.554
TAGLN2	0.2715
HTR2C	-1.33683333333333
SLC16A7	-0.422333333333333
C17orf83	0.1625
TSGA14	-0.779416666666667
MDH1	-0.39675
PPP3R2	-0.118833333333333
DCBLD2	-2.65914285714286
RBM33	-1.076375
DPH3	-1.58675
SYT10	-1.06683333333333
FMO4	2.21325
THYN1	-0.44175
DRD5	-1.985
